Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276),S(1952),S(3263),S(199),C3H7O(185),CHO3(319),CH2O3(342),S(328),S(3183),S(3838),S(3842),S(3942)
0.0,0.002050933858620073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.002050933858620073,1.9528738820460465e-32,1.9945083639350253e-41,7.4933821866641412e-39,3.3452979195885193e-41,5.4372453067008577e-47,0.0,0.0,1.5412798828518638e-26,2.0301425401268503e-39,2.6045230506174975e-47,3.8891880104476782e-54,4.3597658137773545e-57,5.5534260434547069e-73,3.0681445881177532e-60,4.1356925055090089e-47,1.3638741432804626e-26,7.4918665767742621e-39,-9.3473524277610147e-100,1.044675536484305e-97,3.3454025414408153e-65,3.5330655070685217e-63,7.0105700170374026e-42,3.0454468711137949e-53,6.1163085041016926e-42,5.6343828051289689e-72,1.2881877467740415e-60,3.8181447153650016e-36,3.6819800694389032e-40,1.0019792909580583e-27,6.7036629234402145e-53,7.428209182302229e-73,4.461244703792925e-68,7.8361596552605511e-54,9.1062221368460789e-89,1.4565317013628202e-66,5.9898560811419804e-34,3.2907061036586228e-46,1.4069625410862087e-49,5.3772133053984088e-54,1.1600425885603095e-34,4.1751464880021145e-72,5.3481337471681709e-73,3.4388740443604454e-65,4.0401611918228044e-57,2.0056935540655804e-49,2.0707650153396541e-67,1.2665479620031808e-69,7.6181883001824963e-69,7.9580796650487192e-104,3.5918867166853581e-95,-3.1500785204469713e-139,-1.6018233542290797e-131,1.27833613636673e-65,1.5094998757594024e-63,6.9366959433167097e-72,2.5845428462551133e-82,4.4660823576534082e-67,8.6171132601056526e-80,3.2239991879693201e-87,1.035705662581168e-45,8.0616030348177551e-50,5.4154613197779205e-60,2.3954629209379682e-61,1.4282475488590902e-79,6.4552412401380239e-92,-5.9539863512044116e-94,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.8211389609713058e-28,1.0019793594796311e-27,9.8211390841698256e-28,5.0227180698483119e-35,3.7920952001086458e-35,5.1243138445972343e-35,5.7765352132268738e-45,7.6751372496897319e-28,2.5903984372011112e-45,3.0713851102906135e-34,2.3116152410669062e-51,1.0366083274327367e-51,6.5469528206171353e-28,9.9849155897782142e-45,3.2734764103499026e-28,2.619915808410683e-34,1.3099579033849907e-34,9.3764602232455379e-44,3.7522091621813298e-50,3.7099340886267993e-61,1.7643051791933535e-67,2.4518972191333083e-29,6.0777230664865989e-60,5.406972027447425e-60,1.2539470745471151e-36,4.0717476001097706e-47,8.7682979289648109e-45,8.5172120264804017e-45,1.2207936306558208e-54,1.0905274045426566e-60,4.3639996561714614e-67,1.0247411951471116e-45,1.561839709956376e-76,2.6096027649151178e-45,1.0442933872391713e-51,6.873587278685372e-78,4.1740228097599068e-84,6.8083585109637193e-62,2.682974337251328e-38,2.6152825653690204e-45,1.0465662919069843e-51,1.4177599068057171e-53,4.3331789137640721e-53,3.3634974104058092e-73,1.4434650329817658e-75,3.3076032812900716e-83,3.3525484839955211e-91,6.3069344136105103e-102,1.1141744022773215e-80,9.5238819073235698e-84,8.5793675447797032e-88,1.854852308512736e-75,2.6059881887059939e-97,2.2606942395356101e-101,3.0944828727278776e-46,4.7124407671050991e-54,1.6197126721810472e-63,4.7652898021180913e-73,1.0222643606706052e-75,1.9659046145267172e-95,3.0368490251268852e-103,2.5801554943788448e-103,5.1619961130926264e-111
3.0000000000000002e-15,0.002050933858620073,6.4165849534589305e-32,9.0610241356940359e-41,4.9242224702069271e-38,1.9679890361924338e-40,5.1265454953620972e-46,0.0,0.0,5.0642053306223696e-26,1.3340936693696113e-38,1.711536647468486e-46,3.6669377490314357e-53,4.1106356007502649e-56,5.2360682794063239e-72,2.0162090404044486e-59,2.7177291489878406e-46,4.4813005596528892e-26,4.9232265135731766e-38,5.5284910391732788e-98,1.2834645655046778e-96,3.1542571567687611e-64,3.3311747635503642e-62,2.3034508204687334e-41,2.8714212968757918e-52,4.0192883677370288e-41,6.9533726583139195e-71,1.2145767887102395e-59,2.5090663975787877e-35,2.4195867770191552e-39,3.2922172767403652e-27,6.3205959018059272e-52,1.1248224337716752e-71,5.4809653354239728e-67,9.6270641207653277e-53,1.4335388646649546e-87,1.3733643791987664e-65,3.9361910638231409e-33,3.1026657137141535e-45,1.3265440922553816e-48,5.0730056781086353e-53,7.6231366142585088e-34,2.7436676992110789e-71,8.1016467025695305e-72,4.2268602411883779e-64,4.9636264421050069e-56,1.8910824119250065e-48,2.54408235861387e-66,1.5560131919856242e-68,9.3594871819250947e-68,1.4324811558796336e-102,5.4392637752838121e-94,1.683126032639416e-137,1.9382250902246904e-120,1.5717471494961816e-64,1.8553877750239136e-62,1.0508088819398958e-70,3.9137353146074623e-81,6.7628569777465798e-66,1.5510564073923475e-78,4.8818326298324704e-86,9.7652244648398267e-45,7.6007159946786137e-49,6.6532375433123584e-59,2.9429609718458158e-60,2.1627695110532837e-78,1.3463609237928547e-90,3.4159080810740335e-92,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2269454935334455e-27,3.2922177270249529e-27,3.2269455744924692e-27,3.3006432294420982e-34,2.4919482324775452e-34,3.3674061657245944e-34,5.4464467139731887e-44,2.5218298011770167e-27,2.4423753297994703e-44,2.018338434911119e-33,2.8399841293583467e-50,1.273547237526166e-50,2.1511407803026437e-27,9.4143478407980395e-44,1.0755703901784894e-27,1.7216586598282419e-33,8.60829329140649e-34,8.8406602092673518e-43,4.6098560545032428e-49,5.6178990295485987e-60,3.1757487700393387e-66,8.0562333457403653e-29,8.3858704980676375e-59,9.0052363241245686e-59,8.2402234660730089e-36,3.8390762545618523e-46,8.2672511562120566e-44,8.0305132211633125e-44,1.1510387082036084e-53,1.3397948970564556e-59,6.6083586854745623e-66,9.6618445717043738e-45,2.8113173044502639e-75,2.4604820086506458e-44,1.2829887789983083e-50,1.237248178277357e-76,8.7058339909682728e-83,1.0309798466006689e-60,1.7630971307003736e-37,2.4658372456166242e-44,1.2857812033746677e-50,1.741818988458347e-52,4.0854517015788876e-52,6.5587506144919451e-72,3.2271456083291807e-74,8.3398170865678e-82,9.4110132702194633e-90,1.9506316856546742e-100,2.3235772157138157e-79,2.2582633339349884e-82,2.2794285287125174e-86,2.8087651350478809e-74,6.1798596192202378e-96,6.0069396402418359e-100,2.9176552458506071e-45,4.4431776509818672e-53,1.9899324372101155e-62,7.2160094646938148e-72,1.5480020450342674e-74,5.7848448306857822e-94,9.8038461332992965e-102,8.3294974324171148e-102,1.8139290957890536e-109
7e-15,0.002050933858620073,1.4228075439029905e-31,3.6227947315925051e-40,2.6762074766369812e-37,9.9544653043765543e-40,8.2801465469384074e-45,0.0,0.0,1.122932487161005e-25,7.2505090777321739e-38,9.3015795287673868e-46,5.9224980047519794e-52,6.6392883935090693e-55,8.456760363365926e-71,1.0957648620653253e-58,1.4769855464519039e-45,9.9367956265206171e-26,2.6756662509552457e-37,1.0666805731993613e-96,6.4922976848502461e-95,5.0949048800623714e-63,5.3803329280453909e-61,5.1075090687906836e-41,4.6377798846617164e-51,2.1843955768347236e-40,3.7060922941260791e-69,1.9617221402001425e-58,1.3636225836133841e-34,1.314992368862324e-38,7.3001314290578173e-27,1.0208711625490269e-50,1.8571450083029643e-69,2.7723946248856757e-65,4.8681816144959211e-51,5.7362629784029347e-85,2.2182083841264992e-64,2.1392340078244916e-32,5.0112746166110149e-44,2.1422649304685075e-47,8.1923850371461709e-52,4.143007628033713e-33,1.4911233153697767e-70,1.3380877134207373e-69,2.1379684407680292e-62,2.5106705124613783e-54,3.0543834102582555e-47,1.2868300816560386e-64,7.868622855445939e-67,4.7341513130954828e-66,7.9779525621757766e-100,8.9859771241005303e-92,6.1453621322605829e-135,1.8337222044041872e-118,7.9487108530350824e-63,9.3846476593109742e-61,1.7355421336500038e-68,6.4635462272709807e-79,1.1167251311027524e-63,8.6330540300581508e-76,8.0568883932809489e-84,1.577231185209551e-43,1.2272992600907628e-47,3.365036287613858e-57,1.4883701521703885e-58,3.5717023025826473e-76,2.588219468940223e-87,3.2229232111322302e-90,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.1553998147670407e-27,7.3001338762554797e-27,7.155400254761626e-27,1.7938275817963235e-33,1.3543195434559111e-33,1.8301117813124171e-33,8.7968252213381192e-43,5.5918769766895897e-27,3.9448011873435179e-43,1.0969218181237216e-32,1.4365017199636913e-48,6.4417713627688219e-49,4.7699153218947881e-27,1.5205581244718286e-42,2.3849576610950652e-27,9.356829933542833e-33,4.6784149542787312e-33,1.4278971874275452e-41,2.3317239527569679e-47,9.2779845842316575e-58,1.7680800153568148e-63,1.7863819358301438e-28,6.280823445258457e-57,2.2440683549517866e-56,4.4783817291028972e-35,6.2006890281066193e-45,1.3352845808595873e-42,1.2970481158450229e-42,1.8591716972493303e-52,6.7771176313504661e-58,1.0914170047807657e-63,1.56053283528082e-43,1.5652478612536213e-72,3.9740423870062932e-43,6.4895217163382658e-49,6.8885762802094432e-74,1.6741205679899163e-79,1.7026690822542517e-58,9.5820393348687472e-37,3.9826918548518291e-43,6.5036461059912045e-49,8.8103437160860693e-51,6.5968921345127047e-51,5.5196122139963968e-69,9.4783245154917146e-71,8.6884097963934291e-78,3.5226828215995392e-85,2.6508183981858143e-95,4.4571335298915271e-76,1.5237841845274347e-78,5.4908721068531406e-82,4.638425386773636e-72,4.180377793877383e-92,1.4506508339529932e-95,4.7124547850588132e-44,7.1766895667516131e-52,1.0065339274808453e-60,1.1917287795354612e-69,2.5565825938303637e-72,5.0328436947714646e-89,3.1096431183055834e-96,2.6419270822662831e-96,2.1142336065814523e-103
1.5e-14,0.002050933858620073,2.9851043574440576e-31,1.3940621353055116e-39,1.1839539028108581e-36,4.2850491673705104e-39,7.7006899204610735e-44,0.0,0.0,2.3559563977971402e-25,3.2076252197155924e-37,4.114835012843233e-45,5.5077978048172157e-51,6.17464682847272e-54,7.8645325117262373e-70,4.8476569830532018e-58,6.5338815542652584e-45,2.0847781926156293e-25,1.1837145050605522e-36,1.912801155655082e-95,1.2487427511520089e-93,4.7387969399823769e-62,5.0037827867849084e-60,1.0715193493546019e-40,4.3132214684626003e-50,9.6637640094859277e-40,7.672290868224082e-68,1.8244334339371705e-57,6.0326629400082134e-34,5.8175229714689324e-38,1.5315952068027678e-26,9.4942810555184709e-50,7.2831171935573441e-68,5.3321800359488773e-64,9.3589922194227461e-50,4.4147946211275389e-83,2.0630656280490602e-63,9.4639692958240863e-32,4.6605785209490362e-43,1.9919020149877142e-46,7.6213691211026774e-51,1.8328655447067727e-32,6.5967259505117173e-70,5.2510921031180829e-68,4.1130490946333935e-61,4.8286802476429323e-53,2.8406321075757169e-46,2.4749078872628252e-63,1.5127941680152778e-65,9.1050017536426667e-65,6.3314342613550118e-98,3.5271127807075921e-90,4.6680845540903236e-133,8.3176778388500215e-117,1.5291734743843589e-61,1.8054289183085597e-59,6.8108362034638299e-67,2.5357888510559887e-77,4.3802261776034353e-62,6.8453696779034115e-74,3.1577766260036267e-82,1.4668538294921208e-42,1.1409278838932749e-46,6.4710935097267048e-56,2.8618936045269801e-57,1.4011885259401296e-74,4.1282780959630449e-85,1.6098960015808941e-88,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5012305241932392e-26,1.531596289442146e-26,1.5012307188467613e-26,7.9358913089699991e-33,5.9915085717961364e-33,8.0964125709922605e-33,8.181195805026442e-42,1.1731951665775995e-26,3.668731779959544e-42,4.8527729787744401e-32,2.7627671513824642e-47,1.2389205488917846e-47,1.0007447639114502e-26,1.4141451129932597e-41,5.0037238202105765e-27,4.1394537660108571e-32,2.069726871387032e-32,1.3279662336676293e-40,4.4845055556486294e-46,3.6399575965557058e-56,1.4025023923930332e-61,3.7478984093311916e-28,1.3605451032243608e-55,9.9075453855561375e-55,1.9812356437909494e-34,5.7667559626278853e-44,1.2418371701759503e-41,1.2062769758013449e-41,1.7291663867552208e-51,1.3034904090852076e-56,4.2821182884247565e-62,1.4513226925174246e-42,1.2416800294532919e-70,3.6959210554223516e-42,1.2481023935920143e-47,5.4645598714064817e-72,2.6714478819762062e-77,6.6799536089044076e-57,4.2390866406932462e-36,3.703965148008618e-42,1.2508188633463402e-47,1.6944563135909609e-49,6.132708914406135e-50,4.8406864892474705e-67,1.6714056299935927e-68,3.072617789055813e-75,2.4950185773997379e-82,3.7576255436904127e-92,7.0876978962434331e-74,4.85898291302993e-76,3.5071454098910259e-79,1.8196068427244211e-70,1.3376703409993773e-89,9.2979365634742865e-93,4.3826706256233858e-43,6.6748710127898582e-51,1.9358260354510404e-59,4.6754239829029303e-68,1.0030324174169934e-70,6.4341426158858647e-86,7.9534009436245078e-93,6.7568863748302703e-93,1.0816662102892627e-99
3.1e-14,0.002050933858620073,6.1096928502411869e-31,5.4114025023505444e-39,4.9349230787673931e-36,1.7633472851332673e-38,6.4993670164635224e-43,0.0,0.0,4.8220042288237898e-25,1.3369938785237017e-36,1.71498495819876e-44,4.6481804718508805e-50,5.2113655271224432e-53,6.6369676173579432e-69,2.0205820720049597e-57,2.7231888259581875e-44,4.2669739189039366e-25,4.9339255572850423e-36,3.2731598790777839e-94,2.1234930336963618e-92,4.0002660606220178e-61,4.2231385381191021e-59,2.1928834321861753e-40,3.6403505706064203e-49,4.0280229529285219e-39,1.4872966326381381e-66,1.5398106475253328e-56,2.5145158939387136e-33,2.4248419029654185e-37,3.1347562683365885e-26,8.0131375132667708e-49,2.4843317180635588e-66,9.0663741100643464e-63,1.5899649636888469e-48,2.9972951807253299e-81,1.7413866175515039e-62,3.9447451029759824e-31,3.9335192700903478e-42,1.6804254912038308e-45,6.4364886215019515e-50,7.6396933817811484e-32,2.7496269089473891e-69,1.7936781454765368e-66,6.9973785411560856e-60,8.209854869671068e-52,2.3974859806563211e-45,4.207889349252845e-62,2.5702503619105012e-64,1.5480515961407622e-63,4.3357656177251703e-96,1.205234304691769e-88,3.2549111513051585e-131,3.0679466602982489e-115,2.6015321182559709e-60,3.0715070219953299e-58,2.3264609110209647e-65,8.6565408896162249e-76,1.4946694320550572e-60,4.6795823833973779e-72,1.0758787225678049e-80,1.238020997538166e-41,9.6214071883709563e-46,1.0999789475182482e-54,4.8637405102563239e-56,4.7828452680309923e-73,5.6501835394612272e-83,1.1046879603593806e-86,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.0726103235066259e-26,3.1347607809583852e-26,3.072611134855629e-26,3.3078157049760133e-32,2.4973638976324605e-32,3.3747237237629306e-32,6.9048883774521782e-41,2.4012022396698552e-26,3.0963915394310587e-41,2.0227125704810251e-31,4.6973199765004862e-46,2.1064412459581386e-46,2.0482445210125648e-26,1.1935320962144179e-40,1.0241222607786039e-26,1.7253898377706474e-31,8.6269490907945884e-32,1.1207931670390722e-39,7.6246347052337494e-45,1.2425918848950817e-54,9.5951300113093409e-60,7.6709284402881328e-28,2.4599779426642381e-54,3.6006583403688562e-53,8.2581305737657415e-34,4.8671307872250782e-43,1.0481043525046957e-40,1.0180923278305923e-40,1.4595824626511701e-50,2.2164732535050501e-55,1.4619786788316015e-60,1.224910491085754e-41,8.4958439498562615e-69,3.1193299780839925e-41,2.1220464028820162e-46,3.7389555700746984e-70,3.6595158563597371e-75,2.2803770691313264e-55,1.7669187414518818e-35,3.1261190552488091e-41,2.1266649449494866e-46,2.8809454418940743e-48,5.1718165187397739e-49,3.4131805142938644e-65,2.3603720646228153e-66,8.6845305639141861e-73,1.4109013648819736e-79,4.2505388022461829e-89,9.642333778065082e-72,1.3218241255725588e-73,1.9086510491595834e-76,6.2106757034346448e-69,3.6642295305069128e-87,5.0952473681710092e-90,3.6989657109117747e-42,5.6342685268259645e-50,3.291332380239275e-58,1.5960811441674817e-66,3.4243008251720555e-69,7.0041048242785518e-83,1.7314414333033236e-89,1.470850332873852e-89,4.7093390617258442e-96
6.300000000000001e-14,0.002050933858620073,1.2358849298755472e-30,2.1261169396165683e-38,2.0110060323510808e-35,7.140710487520156e-38,5.3193723561925474e-42,0.0,0.0,9.7540999298944529e-25,5.4483225847283749e-36,6.9874415130185561e-44,3.8036421010665915e-49,4.2651749680140476e-52,5.4308773241845758e-68,8.2339367578750702e-57,1.1095141823110566e-43,8.6313592369338642e-25,2.0105998047835772e-35,5.4097436001593369e-93,3.4849630354772167e-91,3.2751895918522803e-60,3.4563330973253775e-58,4.4349206023931319e-40,2.9794258958721671e-48,1.6414398594203906e-38,3.0378090208493554e-65,1.260237503938341e-55,1.0246766337990161e-32,9.8813406333095604e-37,6.34106612641055e-26,6.5582822351719735e-48,8.1484307918905931e-65,1.4875893925896644e-61,2.6043433811036654e-47,1.9657054914468429e-79,1.4254973494743337e-61,1.6075037286930364e-30,3.2193683174283489e-41,1.3741354690252311e-44,5.2745723439273309e-49,3.113209670069615e-31,1.1204854423340639e-68,5.8994956984797139e-65,1.149400888951966e-58,1.3469188218442519e-50,1.9622065714528304e-44,6.903458787947021e-61,4.2107559759901482e-63,2.5397332742350392e-62,2.855837005982824e-94,3.9669224706529475e-87,2.1647412465221181e-129,1.1043871670370743e-113,4.2733360443666794e-59,5.0452995793545388e-57,7.6518600389556649e-64,2.843710920712788e-74,4.9059303365345477e-59,3.0716304452528773e-70,3.5205614594766051e-79,1.0132505157617326e-40,7.8615576857315882e-45,1.8038082027457748e-53,7.9725436503042089e-55,1.5708850201176681e-71,7.4197530499966301e-81,1.0848988296581964e-84,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.2153647776630871e-26,6.3410845155316317e-26,6.2153680839488414e-26,1.3479515726576986e-31,1.0176886114605218e-31,1.3752169289197499e-31,5.6512289097052756e-40,4.8571849273580107e-26,2.534207541897227e-40,8.2426029254537292e-31,7.7064390530036535e-45,3.4558351562884918e-45,4.143217210187488e-26,9.7683415969866685e-40,2.0716086062034681e-26,7.0310055828862454e-31,3.5155027111881134e-31,9.1729463418819516e-39,1.2508921786881317e-43,4.0819845468864435e-53,6.3079141483137634e-58,1.5516976838017546e-27,4.1659753470440221e-53,1.2219934760367028e-51,3.3652301272061466e-33,3.983477616160872e-42,8.5780929978726723e-40,8.3324727509247105e-40,1.1948641585212334e-49,3.637169310223314e-54,4.8037916417083518e-59,1.0025166057039837e-40,5.5865093751180793e-67,2.552966274147649e-40,3.4814172884568652e-45,2.458560397853719e-68,4.8141119985942954e-73,7.4912030213396403e-54,7.2002396755478129e-35,2.5585225606599992e-40,3.4889942810371894e-45,4.726462684946292e-47,4.2260436255536236e-48,2.1779853232104453e-63,3.0146268016317312e-64,2.2191798699979918e-70,7.211980929649777e-77,4.3458304140667524e-86,1.2512249869241722e-69,3.4261721108959884e-71,9.8951906875695338e-74,2.0395767589603853e-67,9.6287256222814722e-85,2.6780288721879371e-87,3.0273994548731571e-41,4.6124646201765136e-49,5.3997599882523491e-57,5.243259633170789e-65,1.1250302067326302e-67,7.262731037474369e-80,3.5897292533913552e-86,3.0489920067052839e-86,1.9524624666816226e-92
1.2700000000000001e-13,0.002050933858620073,2.485708004794455e-30,8.4220935732855735e-38,8.1153029826548383e-35,2.8726079567535031e-37,4.3005868055277471e-41,0.0,0.0,1.9618291488104032e-24,2.198644410110401e-35,2.8187688871390112e-43,3.0741265629884475e-48,3.4482294268842982e-51,4.3889372128153693e-67,3.3227295011167632e-56,4.475778726380211e-43,1.7360105334875989e-24,8.1136658309099004e-35,8.8019972153001535e-92,5.6437000203702558e-90,2.6498415626705604e-59,2.7942469714425424e-57,8.9162326641064831e-40,2.4087959541869779e-47,6.6239408630352275e-38,6.8424201759795031e-64,1.0188523071187429e-54,4.135015324002366e-32,3.9875500789855259e-36,1.2753636782959143e-25,5.302171662840116e-47,2.6303742634393639e-63,2.4079812859974048e-60,4.2014050743462278e-46,1.2713245705892283e-77,1.1529157413723861e-60,6.4869935995643052e-30,2.6027838257042226e-40,1.1090218144195382e-43,4.2751352277644216e-48,1.2563153033394079e-30,4.5216454912559625e-68,1.9149846013029775e-63,1.8647179076668595e-57,2.1798400607604959e-49,1.5863926602039197e-43,1.1172308358218799e-59,6.795220785388466e-62,4.1102173500324539e-61,1.8570612630243695e-92,1.2895257727384716e-85,1.4133322416104734e-127,4.113037869366048e-112,6.9328473841096174e-58,8.1851594696948436e-56,2.4838146450690402e-62,9.2082895967784917e-73,1.5859380420334955e-57,1.9835946771805069e-68,1.1312028998714922e-77,8.1918717778560334e-40,6.3349226963453532e-44,2.9165899006062231e-52,1.2880192504415097e-53,5.0847781803180322e-70,9.5842646927509294e-79,1.2803013688637148e-82,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2500853108162157e-25,1.2753710990909965e-25,1.2500866450475556e-25,5.4395835734698685e-31,4.1068276668337288e-31,5.5496114126290453e-31,4.5688199398836754e-39,9.7690244719787978e-26,2.0488183831312126e-39,3.3262140065721699e-30,1.2471890237817025e-43,5.5928307972430126e-44,8.3330552911800953e-26,7.897378973789804e-39,4.1665276500681996e-26,2.8372869141070303e-30,1.4186433921701339e-30,7.4159071252971152e-38,2.0243839022120794e-42,1.321808204921972e-51,4.0861337939894722e-56,3.1209026976707644e-27,6.8518306768352526e-52,4.0234136834093707e-50,1.3580201310587505e-32,3.2205480010278101e-41,6.9350863211727311e-39,6.736526860071811e-39,9.6646653170801435e-49,5.8889350236758247e-53,1.556258399610002e-57,8.1050310847111773e-40,3.6204741045506583e-65,2.0639599540638314e-39,5.6341683421226336e-44,1.5933050783189326e-66,6.2404167700818165e-71,2.4257875957521708e-52,2.9055817752437177e-34,2.0684517610643387e-39,5.6464300823166556e-44,7.6490933247878032e-46,3.4057217700409278e-47,1.2791385195964038e-61,3.543420632782382e-62,5.2186524216762629e-68,3.3925337648584099e-74,4.0889257713041373e-83,1.5790089203938225e-67,8.6235680648488605e-69,4.9812898107931067e-71,6.600153592348131e-66,2.4895336093507247e-82,1.3848667744220391e-84,2.4475819424201096e-40,3.7308908610684548e-48,8.7387881409709672e-56,1.697874382689098e-63,3.6438456952242309e-66,7.3123964621859047e-77,7.2242219060241996e-83,6.1341395177680912e-83,7.856210346424446e-89
2.55e-13,0.002050933858620073,4.9853212958807883e-30,3.3518050189077943e-37,3.260089444370613e-34,1.1521881893809564e-36,3.4579517138902432e-40,0.0,0.0,3.9346675228786469e-24,8.8324544602221848e-35,1.1315774189157307e-42,2.47014617791001e-47,2.7724984634206427e-50,3.5261017900645396e-66,1.3347869612880689e-55,1.7967280366251633e-42,3.481749937884144e-24,3.2594334984410123e-34,1.4265941756843658e-90,9.0911350694035117e-89,2.1337453624351955e-58,2.2465689193460979e-56,1.7867821280943645e-39,1.9368296150243588e-46,2.6609789255494454e-37,1.7152682471127226e-62,8.191915356711006e-54,1.6611151941216924e-31,1.6018754886873431e-35,2.5578581860662131e-25,4.2632195896245036e-46,8.4120636148581642e-62,3.8753954005163234e-59,6.7161989032583834e-45,8.1636928082824657e-76,9.2771864826691081e-60,2.6059643871646947e-29,2.0928086441068848e-39,8.8863122388450287e-43,3.4548009109362438e-47,5.046859969573985e-30,1.8164319706085256e-67,6.1921809528458052e-62,3.0144760039889772e-56,3.5068279138546334e-48,1.2755549672417676e-42,1.7972921574259605e-58,1.0869867111272994e-60,6.6121325460195734e-60,1.2045196702906073e-90,4.1818688963862237e-84,9.1685889311262685e-126,1.6542277951111551e-110,1.120768836356892e-56,1.323192351932629e-54,8.0315813668697963e-61,2.9631333850713022e-71,5.0863313508545042e-56,1.268915768139647e-66,3.5847555360134557e-76,6.5867673683750398e-39,5.0603063360436099e-43,4.6835505711405001e-51,2.0649061833955728e-52,1.6349807712200511e-68,1.2263120888800555e-76,1.5946270901323746e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.5071747458444035e-25,2.5578879967144158e-25,2.5071801057197222e-25,2.1851961538334621e-30,1.6498013486062162e-30,2.2293966805134069e-30,3.6735240280745721e-38,1.9592200264036064e-25,1.647337497424015e-38,1.3361765773020052e-29,2.0063779856121768e-42,8.9973044209904407e-43,1.6712302285751123e-25,6.3498551144322855e-38,8.3561511608644892e-26,1.139769228569652e-29,5.6988456211579704e-30,5.9625453818952349e-37,3.2565839808029041e-41,4.253513364719594e-50,2.630059478433034e-54,6.2592940626766218e-27,1.1112645529015295e-50,1.3056714802556219e-48,5.4554569519148595e-32,2.5895310419023749e-40,5.5761014745535945e-38,5.416476815227672e-38,7.7782086416932156e-48,9.4821396084480516e-52,5.0125842750410482e-56,6.5168460191837933e-39,2.3324608044301997e-63,1.6594730415511552e-38,9.0635994527524924e-43,1.0264413517562944e-64,8.0407981051788892e-69,7.806212369182773e-51,1.1672058358157352e-33,1.6630842333630741e-38,9.0833230450405491e-43,1.2304977466364682e-44,2.7210259833345701e-46,6.8216263613266909e-60,3.782676453360662e-60,1.1146792860028485e-65,1.4495695838976851e-71,3.4946262384102339e-80,1.9321453388542751e-65,2.0986459398994814e-66,2.4245052807339734e-68,2.1211324487718543e-64,6.3803981614091427e-80,7.0986411748248286e-82,1.9680168778174249e-39,3.0028091697594347e-47,1.4058148590491218e-54,5.4638544774044878e-62,1.1731031513518132e-64,7.1184437316294163e-74,1.4048210069009225e-79,1.192120422256529e-79,3.0536068017557555e-85
