Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306)
0.006818427221328697,0.003898431822497183,1.85716597829806e-09,1.1290508319626489e-09,5.9917976494346877e-08,3.7130295800973158e-05,0.0017625586646223222,0.0,0.0,1.4305269848620572e-05,0.00021634269131603833,0.00016764470186926038,2.4306544614107358e-06,6.7677692604062533e-10,1.2108761646233801e-25,9.1069299553647212e-19,1.8326269930391285e-12,5.1647179090837433e-07,0.00028452624136393969,2.0050666541068271e-13,1.8774244910863953e-18,1.0388576453385276e-07,4.0733222110910491e-17,2.209889000066162e-14,9.9615926203812211e-06,8.3040908074206673e-09,1.2400838207157104e-06,7.3214918264183348e-11,0.0010117045031757779,3.5058208401365e-06,1.2631340373448792e-09,8.2051228947311744e-11,1.6135313392037337e-11,8.0035392957633369e-09,5.4023773336287424e-05,1.2976127620663515e-12,4.6845753143519075e-12,1.1502031356705899e-06,3.8043585229969262e-07,4.5356742572393732e-14,3.2580689500174517e-13,1.0658014624893928e-08,2.0428487042784311e-27,1.0103263558446578e-05,2.949326379229122e-09,1.1462894016533107e-06,3.0479136585710978e-13,1.2184477649187133e-09,3.6091353754660653e-16,8.2313988310204518e-07,5.5582913889223487e-09,7.3540114135512404e-13,9.5873855004107024e-26,1.1198715820816121e-20,1.2300688307143745e-07,8.135956766090112e-13,1.6700037946379925e-08,2.3168609612168516e-15,4.3125437212143502e-07,5.0733513918675098e-13,6.8872560996680671e-17,1.4603108628386183e-09,4.0328723563832302e-16,7.3828298185673509e-10,5.7187689331649287e-15,2.0313244376315313e-16,2.3050163591347392e-09,3.7760506296518364e-15,0.88168480800000004,0.0,0.0074621484383793884,0.10649059922982158,0.0010835190537718789,4.5601210512637934e-12,2.1573202092055563e-08,1.8190689989538479e-08,1.5346544653715648e-11,7.7485380576379197e-08,4.9767361313320019e-08,7.8718384199093528e-13,9.0372681542495319e-08,1.9524318839788613e-09,8.6598091071791275e-08,7.5036947949811069e-13,1.765046874753279e-09,5.0284421643610819e-08,4.7643597393691921e-08,2.4373924967979792e-08,5.837187662252911e-08,2.8249937344136769e-08,2.7080096395401001e-09,2.3267772156824838e-09,5.4657074236068698e-12,9.8363819329335314e-05,1.7431474659165474e-08,3.0559758628298815e-17,0.0002546748299543723,4.1459735960402114e-08,5.1092292193376231e-09,4.0916362631104201e-10,4.4866010470493783e-05,6.3548846963912105e-12,1.2934620741552487e-09,1.4573140787650539e-09,2.0825881486693604e-10,5.7976499459180105e-11,2.0026267037026241e-09,1.9130714742455049e-09,2.655835594016212e-11,3.8694107003329997e-05,3.3331805607624227e-06,0.00052096844766804555,2.4251169251833126e-09,2.8149799487296099e-09,0.00067646175532217888,2.8680649284687929e-14
0.006860028855661123,0.003898472113806441,1.8612401781447282e-09,1.132462503955008e-09,6.0067796762462061e-08,3.7500318401263509e-05,0.0017816009856121318,0.0,0.0,1.4347483986388522e-05,0.00021803847170564599,0.00017113746575041596,2.4853944168303854e-06,6.8541227387713863e-10,1.2277471070713901e-25,9.2118771959269309e-19,1.8502504925470797e-12,5.1637293677954011e-07,0.00028745081846199389,2.0510233132750788e-13,1.9203550915819503e-18,1.0596142800803461e-07,4.1142059601615241e-17,2.2184555479369375e-14,1.0069279229615603e-05,8.3180235821867032e-09,1.264050375993422e-06,7.4035805060387958e-11,0.0010202738165994965,3.536871012240924e-06,1.276927560469811e-09,8.2275123689498385e-11,1.6255557023135212e-11,8.0732436503337902e-09,5.4289362471301287e-05,1.3284560479423055e-12,4.7378656492347951e-12,1.1497150386415547e-06,3.8089204442048639e-07,4.5354875711164237e-14,3.2907036748894007e-13,1.0772212403929017e-08,2.0807407719936017e-27,1.0304890184365391e-05,2.9819250429706137e-09,1.1681833145717224e-06,3.0826028125160216e-13,1.2318811084709081e-09,3.6496671445183342e-16,8.3743589470610201e-07,5.7228142522319737e-09,7.5211243341405272e-13,9.8331697896703684e-26,1.1486598291192721e-20,1.2577740942712346e-07,8.2434257201194653e-13,1.6880665384151193e-08,2.3669914999816451e-15,4.4118930003852591e-07,5.0709181163355421e-13,7.024684521871252e-17,1.4738975033517636e-09,4.0760869759746728e-16,7.4536701229679384e-10,5.7919392159280279e-15,2.082477770427553e-16,2.3218785282630586e-09,3.8036728362658678e-15,0.88168480800000004,0.0,0.0074435198528732208,0.10646685454307395,0.0010841246120770092,4.5583792531924379e-12,2.1567219650422668e-08,1.8192906201854892e-08,1.5337102964751566e-11,7.7476756511142616e-08,4.9742293800808838e-08,7.8669953620009557e-13,9.0363733090728702e-08,1.9515549188115577e-09,8.656947585058608e-08,7.49732863084412e-13,1.7638424700590948e-09,5.0280813305540727e-08,4.7548460137571681e-08,2.4371899414280154e-08,5.8354339072954484e-08,2.8241068043880538e-08,2.7072042863302097e-09,2.3255425554145582e-09,5.461977832376153e-12,9.9268617609273957e-05,1.7430326402044879e-08,3.0543542671226336e-17,0.000257013870726485,4.1448745603535867e-08,5.1013643046754622e-09,4.090424228837841e-10,4.5186024595229313e-05,6.3462284236496382e-12,1.2918803625373108e-09,1.4551962899119776e-09,2.0823563601089245e-10,5.7893658468647737e-11,2.0020579694179096e-09,1.9120922383141639e-09,2.6524578886368502e-11,3.9038742758147096e-05,3.3532459025908688e-06,0.00052600414150587923,2.4243397754612763e-09,2.8134357486084548e-09,0.00068274746015075391,2.8623390527616405e-14
0.00690163048999355,0.0038985125005983226,1.8652572166463524e-09,1.1358379838119961e-09,6.0215985327790077e-08,3.7870538005729311e-05,0.0018006865989081469,0.0,0.0,1.438954915844596e-05,0.00021973071102759836,0.00017467121299262849,2.5409459145266783e-06,6.9406508899456601e-10,1.2446542137947549e-25,9.3167590055646314e-19,1.8678535450636385e-12,5.1625955615879726e-07,0.00029037501979625757,2.0975817927029796e-13,1.9638458712791789e-18,1.0805915900791377e-07,4.1551149227476134e-17,2.226918975974795e-14,1.0176872426597965e-05,8.3316290982289457e-09,1.288242685696624e-06,7.4856597222244064e-11,0.0010288210362166819,3.5677840156925558e-06,1.2907110609261267e-09,8.2496384921154669e-11,1.6374606471093573e-11,8.142570055978203e-09,5.4550936191457857e-05,1.3597394466306299e-12,4.791373703566353e-12,1.1491943860386102e-06,3.8133392098238566e-07,4.5351807994659841e-14,3.3232360141847142e-13,1.0886275253056082e-08,2.119007250901157e-27,1.0508623329278099e-05,3.0145076981613643e-09,1.1903042963485087e-06,3.1173374415222123e-13,1.2453074671685775e-09,3.6901953301041876e-16,8.518261771088571e-07,5.8905834194402623e-09,7.6903787855143232e-13,1.0082757966513168e-25,1.1778957232472831e-20,1.285834476232845e-07,8.3513205594427757e-13,1.7061110262018331e-08,2.4177394471955334e-15,4.5126679835973963e-07,5.0678861235243137e-13,7.1633340854562845e-17,1.4874197155130711e-09,4.1192505076526955e-16,7.5242219101969522e-10,5.8652353993290981e-15,2.1344438955431032e-16,2.3385629568893031e-09,3.8310038671186416e-15,0.88168480800000004,0.0,0.0074248985436317742,0.10644307837006091,0.0010847275167005278,4.5567091815373144e-12,2.1560452334900678e-08,1.8194445498204335e-08,1.5327900455227382e-11,7.7465221217733532e-08,4.9715407298274049e-08,7.8622749888553855e-13,9.0351570674264182e-08,1.95060663126989e-09,8.6537758887438642e-08,7.4910791504282503e-13,1.7625734321489363e-09,5.0275479055068301e-08,4.7451634770281673e-08,2.4369019360358584e-08,5.8334782245337239e-08,2.8231201055617111e-08,2.706303326187313e-09,2.3242253757186865e-09,5.4580480956274262e-12,0.00010017278163776436,1.7428540096394827e-08,3.0526242908716069e-17,0.00025935162835081729,4.1436225426856546e-08,5.0933073498420797e-09,4.0890706380797974e-10,4.5504128826551772e-05,6.3373321122914035e-12,1.2902496045515055e-09,1.4530236381962569e-09,2.0820463259177258e-10,5.7808633999138651e-11,2.0014198763453731e-09,1.9110463963584937e-09,2.6489799066304298e-11,3.9382841372070197e-05,3.3731114248377824e-06,0.00053104017207209354,2.4234757060600747e-09,2.8117901978795572e-09,0.00068903114267869188,2.8565115462024682e-14
0.006939071960892734,0.0038985489292091627,1.8688245062102689e-09,1.1388454472087051e-09,6.034798569054241e-08,3.8203892239443909e-05,0.0018179001896717361,0.0,0.0,1.4427281541574445e-05,0.00022125068008759023,0.0001778866427129982,2.5916409685808514e-06,7.018670298800772e-10,1.2598932394073817e-25,9.4110906389664612e-19,1.8836781502229575e-12,5.1614536085108338e-07,0.00029300631432495848,2.1399996903687113e-13,2.0034670994920654e-18,1.0996595890782331e-07,4.1919532204171383e-17,2.2344491042612327e-14,1.0273619718381465e-05,8.3435985014760868e-09,1.3102079550150763e-06,7.5595188488645383e-11,0.001036494345616201,3.5954867810176686e-06,1.3031068800299253e-09,8.2693300960760762e-11,1.6480727505431514e-11,8.2046388217770603e-09,5.4782928333807523e-05,1.3882720082895209e-12,4.8397150190689355e-12,1.1486985834887793e-06,3.817195710742339e-07,4.5348043369918054e-14,3.3524256131182993e-13,1.0988810030802933e-08,2.1537666852425943e-27,1.0693780490227963e-05,3.0438167739483376e-09,1.2104071834448753e-06,3.1486356677179062e-13,1.2573845352156347e-09,3.7266656163126424e-16,8.6485699379069671e-07,6.0443727902391719e-09,7.8445401024425216e-13,1.0310651705288755e-25,1.2045922594953732e-20,1.3113924118060155e-07,8.4487869477730236e-13,1.7223345371398687e-08,2.4639410842314575e-15,4.6045895680799591e-07,5.0649693634630737e-13,7.2891542521190745e-17,1.4995338712298467e-09,4.1580515750959899e-16,7.5874680823180461e-10,5.931304789491344e-15,2.1819119991448672e-16,2.3534262807575297e-09,3.8553517042534216e-15,0.88168480800000004,0.0,0.0074081461439391609,0.10642165347699047,0.0010852678455843786,4.5552670083225337e-12,2.155370525731649e-08,1.8195263539746265e-08,1.531982118589084e-11,7.7452401154011841e-08,4.9689689112168861e-08,7.8581307743932616e-13,9.0337934009660646e-08,1.9496935489843914e-09,8.6506618908056932e-08,7.4855536241476762e-13,1.761377310642958e-09,5.0269233368105884e-08,4.7363090804171744e-08,2.436571193573284e-08,5.8315491804956768e-08,2.8221486101700276e-08,2.7054124730095884e-09,2.3229709280184728e-09,5.4543441532891124e-12,0.0001009859598612761,1.7426398192999856e-08,3.0509767064628561e-17,0.00026145444520761838,4.142367708428944e-08,5.0858963063211786e-09,4.0877339803666782e-10,4.5788781812960219e-05,6.3291255505602638e-12,1.2887410555523927e-09,1.451022587322332e-09,2.081701760504503e-10,5.7730294402112599e-11,2.0007875628936527e-09,1.9100494533243618e-09,2.6457661952911977e-11,3.9692060278179894e-05,3.390819400818506e-06,0.00053557272562121275,2.4226253283893255e-09,2.810224478152648e-09,0.00069468454621861677,2.8511824361521009e-14
0.006976513431791918,0.003898585433087666,1.8723470220793815e-09,1.1418244747307145e-09,6.0478711953335019e-08,3.8537384195224388e-05,0.001835147968501959,0.0,0.0,1.4464895267102964e-05,0.00022276774680960864,0.00018113529710312234,2.643002382955035e-06,7.0968214306553476e-10,1.2751540790930999e-25,9.5053581165460401e-19,1.8994849781916521e-12,5.160198917834238e-07,0.00029563699870074645,2.1829063431483938e-13,2.0435430996156955e-18,1.1189058438174504e-07,4.2288094972169089e-17,2.241897944484628e-14,1.0370278973854147e-05,8.3553106563068584e-09,1.3323545311374866e-06,7.6333627990936721e-11,0.0010441492118538254,3.623075404408149e-06,1.3154931775029337e-09,8.2888143917728835e-11,1.6585876508124192e-11,8.2663981295225729e-09,5.5011685326156284e-05,1.4171632769909438e-12,4.888228786345206e-12,1.1481775529766671e-06,3.8209399641376013e-07,4.534334851681159e-14,3.3815286637525551e-13,1.1091223692927338e-08,2.1888284089016397e-27,1.0880636834491292e-05,3.0731098881510459e-09,1.2306937203287098e-06,3.1799673573283353e-13,1.2694546880507814e-09,3.7631292827853492e-16,8.7796223470113132e-07,6.2008314684318394e-09,8.0004383171252662e-13,1.0541648738500348e-25,1.2316541368541999e-20,1.3372378916516506e-07,8.5465925625606824e-13,1.7385415690941524e-08,2.5106438915677338e-15,4.6976754362484878e-07,5.0618897663503598e-13,7.4159476127986318e-17,1.5115944682739679e-09,4.196806785817742e-16,7.6504736900330519e-10,5.9974672359257225e-15,2.2300452148845357e-16,2.3681444040296188e-09,3.8794616741060556e-15,0.88168480800000004,0.0,0.0073914006635611524,0.10640020415531161,0.0010858059949773356,4.5538821174537872e-12,2.154634931726361e-08,1.8195554379926331e-08,1.531193281935427e-11,7.7437316708172975e-08,4.9662561930602689e-08,7.8540844816780615e-13,9.032180005156036e-08,1.9487251991169254e-09,8.6473072215034341e-08,7.4801211881328989e-13,1.7601311864082355e-09,5.0261646508895525e-08,4.7273257240611655e-08,2.436174044949815e-08,5.8294634362922525e-08,2.8210996892057426e-08,2.70444741592852e-09,2.3216525327345243e-09,5.4504853707199675e-12,0.00010179857449026027,1.7423760332709963e-08,3.0492451336640839e-17,0.00026355609780709193,4.1409940919881214e-08,5.0783378447327217e-09,4.0862874679223037e-10,4.6071873556360582e-05,6.3207344280362088e-12,1.2871947484971413e-09,1.4489793907817561e-09,2.0812963348643635e-10,5.7650277112120985e-11,2.0001014159367919e-09,1.9090008895347775e-09,2.6424753340493969e-11,4.00008246721717e-05,3.4083652821479431e-06,0.00054010525373640052,2.4217075004470836e-09,2.8085802272606642e-09,0.00070033597743344577,2.8457756866964559e-14
0.007013954902691103,0.0038986220113277565,1.8758254715602355e-09,1.1447754764616375e-09,6.0608186193710488e-08,3.8871003780486626e-05,0.0018524295287638622,0.0,0.0,1.45023912484434e-05,0.00022428189598892916,0.00018441718652431502,2.6950344303594916e-06,7.1750997425566104e-10,1.2904364450910516e-25,9.5995563453888468e-19,1.91527347662739e-12,5.1588337646816798e-07,0.00029826693076816593,2.2263023009172219e-13,2.0840743008700982e-18,1.1383301070799262e-07,4.2656826277806328e-17,2.2492665451300124e-14,1.0466844499693081e-05,8.3667691931217721e-09,1.3546816662143386e-06,7.7071881353545865e-11,0.0010517853852355691,3.6505485126344228e-06,1.3278693095183494e-09,8.3080941596008362e-11,1.6690051452669882e-11,8.3278465981279919e-09,5.5237216132611055e-05,1.4464142599625515e-12,4.9369131373007125e-12,1.1476318217851648e-06,3.8245736872399287e-07,4.533774303018969e-14,3.4105435164369869e-13,1.1193510821325767e-08,2.2241919332535851e-27,1.1069188846912712e-05,3.1023856729752529e-09,1.2511637584540963e-06,3.2113309379166229e-13,1.2815173505670827e-09,3.7995846273442249e-16,8.9114098302008912e-07,6.3599779479525013e-09,8.1580742682702252e-13,1.0775759092408136e-25,1.2590826056678578e-20,1.3633708219101958e-07,8.6447347300871226e-13,1.7547313504835503e-08,2.5578483095409964e-15,4.7919299785413385e-07,5.0586615299841667e-13,7.543706515830519e-17,1.523600887432864e-09,4.2355140887436421e-16,7.713235637594018e-10,6.0637185894173246e-15,2.2788466679438055e-16,2.3827169867076531e-09,3.9033332199639393e-15,0.88168480800000004,0.0,0.0073746625731853383,0.10637873090090273,0.001086341951260667,4.5525541134046662e-12,2.1538396946631258e-08,1.8195327783979007e-08,1.5304233983334123e-11,7.7420011242191417e-08,4.9634055519904906e-08,7.8501354068187092e-13,9.0303217840344766e-08,1.9477027391297105e-09,8.6437167690981148e-08,7.4747811529614763e-13,1.7588361457618246e-09,5.0252744754628447e-08,4.7182169951402047e-08,2.4357117889394387e-08,5.8272241646773667e-08,2.8199749088418011e-08,2.7034096520377939e-09,2.3202715273695659e-09,5.4464751118477576e-12,0.00010261060269311955,1.7420636168315307e-08,3.0474313291437059e-17,0.00026565652887022736,4.139504068094958e-08,5.0706357209057319e-09,4.0847333231186185e-10,4.6353397815884436e-05,6.3121633030018194e-12,1.2856115930683737e-09,1.4468951074826505e-09,2.0808312144451242e-10,5.7568624114862773e-11,1.9993625208597563e-09,1.9079017823153754e-09,2.6391092045334282e-11,4.0309125707458877e-05,3.42574899749271e-06,0.00054463761908771181,2.4207235887422764e-09,2.8068590926449036e-09,0.00070598528287428401,2.8402934571728755e-14
0.007051396373590287,0.003898658662969682,1.8792605532960126e-09,1.1476988592344671e-09,6.0736430160730689e-08,3.9204741067323113e-05,0.0018697444699528457,0.0,0.0,1.4539770378520415e-05,0.00022579311300326203,0.00018773231944434963,2.7477413889882856e-06,7.2535007689189648e-10,1.3057360033472076e-25,9.6936804412627098e-19,1.9310431113533592e-12,5.1573603848223022e-07,0.00030089597011468414,2.2701881174781105e-13,2.1250611347246091e-18,1.1579321224878195e-07,4.3025715091319365e-17,2.2565559500607293e-14,1.056331070998539e-05,8.3779777032538673e-09,1.3771886052600488e-06,7.780991512642508e-11,0.0010594026221105177,3.6779047736295698e-06,1.3402346493787115e-09,8.3271721519797898e-11,1.6793250377098645e-11,8.3889829696165239e-09,5.5459530187096475e-05,1.476025965631391e-12,4.985766194423069e-12,1.147061907782596e-06,3.8280985749818342e-07,4.5331246147486688e-14,3.439468583880757e-13,1.1295666148854889e-08,2.2598567554148275e-27,1.1259432915651502e-05,3.1316427998020042e-09,1.2718171378218052e-06,3.242724853572414e-13,1.2935719636334921e-09,3.8360299938176169e-16,9.0439232212977674e-07,6.5218304873632199e-09,8.3174488008351351e-13,1.1012992916238668e-25,1.2868789318582724e-20,1.3897910793964523e-07,8.7432108647285774e-13,1.7709031330537439e-08,2.6055547806746151e-15,4.8873575260962927e-07,5.0551888855488855e-13,7.6724233423610619e-17,1.5355525381670566e-09,4.2741714899595748e-16,7.7757509548788559e-10,6.130054776828519e-15,2.3283194862912513e-16,2.3971442127853427e-09,3.926966643153663e-15,0.88168480800000004,0.0,0.0073579323338817688,0.10635723420105989,0.0010868757011939149,4.5512825889569323e-12,2.1529860350289929e-08,1.8194593353649697e-08,1.5296723265212971e-11,7.7400527372879558e-08,4.9604199089261152e-08,7.8462828252455373e-13,9.0282235524436591e-08,1.9466273049725188e-09,8.6398953307639964e-08,7.4695328089021929e-13,1.757493254284762e-09,5.0242553903585322e-08,4.7089864057072276e-08,2.4351857009296302e-08,5.8248344791688731e-08,2.818775806329805e-08,2.7023006508398901e-09,2.3188292241440452e-09,5.4423166763885615e-12,0.00010342202213620997,1.7417035178277159e-08,3.0455370163645381e-17,0.00026775568232039035,4.1378999678027308e-08,5.0627936131789864e-09,4.0830737268532717e-10,4.6633348666734399e-05,6.3034166417522894e-12,1.2839924809289616e-09,1.444770774771086e-09,2.0803075446670028e-10,5.7485376543272341e-11,1.9985719428345933e-09,1.9067531884463974e-09,2.6356696507879118e-11,4.0616954763926867e-05,3.4429705024221763e-06,0.00054916968684396393,2.419674934364262e-09,2.8050626903676773e-09,0.00071163231220508526,2.8347378616991138e-14
0.007088837844489471,0.0038986953870995193,1.8826529553830437e-09,1.1505950248250213e-09,6.0863465261531415e-08,3.9538586289626365e-05,0.0018870923975907029,0.0,0.0,1.4577033527464357e-05,0.00022730138379639805,0.00019108070247519332,2.8011275408332239e-06,7.3320200948891723e-10,1.3210541128442554e-25,9.7877256432250034e-19,1.9467933616083647e-12,5.1557809757975111e-07,0.0003035239780597251,2.3145643198656911e-13,2.1665040062384472e-18,1.1777116247344109e-07,4.3394750585985333e-17,2.2637671925257431e-14,1.0659672124764561e-05,8.3889397285591871e-09,1.3998745865553341e-06,7.8547696551177859e-11,0.0010670006847534794,3.7051428957575636e-06,1.3525885846856505e-09,8.3460510815371122e-11,1.6895471952734e-11,8.4498060952156277e-09,5.56786373777185e-05,1.5059993818104156e-12,5.034786066732045e-12,1.1464683199275654e-06,3.8315162986577622e-07,4.5323876766465995e-14,3.4683023234330919e-13,1.1397684533071471e-08,2.2958223586167388e-27,1.145136533466517e-05,3.1608799696667269e-09,1.2926536871253943e-06,3.2741475643956298e-13,1.3056179801477034e-09,3.8724637598645981e-16,9.1771533584228147e-07,6.6864071091494979e-09,8.4785626486267324e-13,1.1253360224285591e-25,1.3150443666945894e-20,1.4164985120317114e-07,8.8420184177155549e-13,1.7870561860707944e-08,2.653763713746383e-15,4.9839623513487397e-07,5.0515798429903195e-13,7.8020904303649164e-17,1.5474488518039909e-09,4.3127770427682389e-16,7.8380167807261113e-10,6.1964717731294412e-15,2.3784667613341855e-16,2.4114257264671306e-09,3.9503613613036545e-15,0.88168480800000004,0.0,0.0073412103972813128,0.10633571453465582,0.001087407231907237,4.5500671309180837e-12,2.1520751519008968e-08,1.8193360526682336e-08,1.5289399232060181e-11,7.7378906985543518e-08,4.9573021332303526e-08,7.8425260019532227e-13,9.0258900427329348e-08,1.9455000125606945e-09,8.6358476210788243e-08,7.4643754362998398e-13,1.7561035586603033e-09,5.0231099309065352e-08,4.6996374000856826e-08,2.4345970343084513e-08,5.8222974393587732e-08,2.8175038922842129e-08,2.7011218563815715e-09,2.3173269124274868e-09,5.4380133055387243e-12,0.00010423281097437157,1.7412966680385552e-08,3.0435638887771245e-17,0.00026985350326071974,4.1361840824612467e-08,5.0548151328139788e-09,4.0813108222617094e-10,4.6911720492997727e-05,6.2944988293778066e-12,1.2823382875693419e-09,1.4426074110198315e-09,2.0797264512892318e-10,5.7400574778478078e-11,1.9977307286116179e-09,1.9055561463490206e-09,2.632158483319806e-11,4.0924303443437637e-05,3.4600297786959372e-06,0.00055370132462880266,2.4185628553271383e-09,2.8031926085390675e-09,0.00071727691814473383,2.8291109736255994e-14
0.007126279315388655,0.003898732182808365,1.8860033561656133e-09,1.1534643715829816e-09,6.0989312615733314e-08,3.98725298409728e-05,0.0019044729231536409,0.0,0.0,1.4614181546655914e-05,0.00022880669485888098,0.00019446234039697047,2.8551971747131233e-06,7.4106533617061505e-10,1.3363945415531182e-25,9.881687306191922e-19,1.9625237203300752e-12,5.1540976963402199e-07,0.00030615081765034005,2.3594314066451463e-13,2.2084032901398876e-18,1.1976683397804776e-07,4.3763922132552859e-17,2.2709012971682872e-14,1.0755923369018219e-05,8.3996587616564889e-09,1.4227388418952714e-06,7.9285193644201245e-11,0.001074579341275481,3.732261627230615e-06,1.3649305157933443e-09,8.3647336208724349e-11,1.6996714639377012e-11,8.5103149419927362e-09,5.5894548033332884e-05,1.5363354745592928e-12,5.0839708523220041e-12,1.1458515581107611e-06,3.8348285050151763e-07,4.5315653439740076e-14,3.4970432342296258e-13,1.1499560943693067e-08,2.3320882125215975e-27,1.1644982305790578e-05,3.190095916336487e-09,1.3136732238430639e-06,3.3055975460057522e-13,1.3176548662902266e-09,3.908884341242161e-16,9.3110910862291774e-07,6.8537255983431563e-09,8.6414164285866486e-13,1.1496870753184629e-25,1.343580131771462e-20,1.4434929391148807e-07,8.9411548744383326e-13,1.8031897981069879e-08,2.7024754839092985e-15,5.0817486684506322e-07,5.0476734453732858e-13,7.9327000771620125e-17,1.5592892797346735e-09,4.3513288429407185e-16,7.9000303601602309e-10,6.2629656083156708e-15,2.4292915478120306e-16,2.4255617681951021e-09,3.9735177680527145e-15,0.88168480800000004,0.0,0.0073244972057089509,0.1063141723722527,0.0010879365308949004,4.5489073190700059e-12,2.1511082248533859e-08,1.8191638593181675e-08,1.5282260426650593e-11,7.7355191302094299e-08,4.9540550469317705e-08,7.8388641894778932e-13,9.0233259117642511e-08,1.9443219594638503e-09,8.6315782783386607e-08,7.4593083032696802e-13,1.7546680881050743e-09,5.0218405916276495e-08,4.6901733587486531e-08,2.4339470223461471e-08,5.81961605493768e-08,2.8161606527511272e-08,2.6998746892484573e-09,2.3157658603361012e-09,5.4335681864067665e-12,0.00010504294784375443,1.7408439845695572e-08,3.0415136119180297e-17,0.00027194993795706657,4.134358666916212e-08,5.0467038273201009e-09,4.0794467175402714e-10,4.7188507981777773e-05,6.2854141745099391e-12,1.280649873371346e-09,1.440406016709635e-09,2.0790890422407247e-10,5.7314258493293943e-11,1.996839907908469e-09,1.9043116773092638e-09,2.6285774812211481e-11,4.1231163566344184e-05,3.4769268336635139e-06,0.00055823240248888508,2.4173886483491792e-09,2.8012504092271308e-09,0.00072291895642365687,2.8234148278707228e-14
0.00716372078628784,0.003898769049200758,1.8893124234270266e-09,1.1563072924555382e-09,6.1113992953190499e-08,4.0206562271520048e-05,0.0019218856639537417,0.0,0.0,1.4651215262050273e-05,0.0002303090332146263,0.00019787723620089009,2.9099545809073968e-06,7.4893962728836465e-10,1.3517483559540597e-25,9.9755609464079807e-19,1.9782336960992847e-12,5.1523126672541445e-07,0.00030877635364697208,2.4047898640557101e-13,2.250759348941471e-18,1.2178019850867417e-07,4.4133219307748765e-17,2.2779592786029402e-14,1.0852059171029127e-05,8.4101382462573377e-09,1.4457805970543243e-06,8.0022375196013261e-11,0.0010821383654975251,3.7592597553289478e-06,1.3772598572872997e-09,8.3832224042497852e-11,1.7096977955173601e-11,8.5705085843935486e-09,5.6107272907734534e-05,1.5670351993944553e-12,5.1333186370876474e-12,1.1452121132899348e-06,3.8380368156762266e-07,4.5306594379671596e-14,3.5256898627727191e-13,1.160129047504083e-08,2.3686537735896236e-27,1.1840279941219916e-05,3.2192894061040927e-09,1.3348755543856867e-06,3.3370732895140631e-13,1.3296821014826881e-09,3.9452901916931793e-16,9.4457272580160443e-07,7.0238035023225039e-09,8.8060107016683085e-13,1.1743534203220911e-25,1.3724874457704478e-20,1.4707741517609697e-07,9.0406177754914588e-13,1.8193032768712324e-08,2.7516904488824593e-15,5.1807206339554824e-07,5.0437511873155376e-13,8.0642445767887405e-17,1.5710732953606964e-09,4.3898250334286063e-16,7.9617890387067907e-10,6.3295323727243395e-15,2.4807968818665706e-16,2.4395515996328356e-09,3.9964346548445172e-15,0.88168480800000004,0.0,0.0073077931923795879,0.10629260817628254,0.0010884635860074427,4.5478027255479543e-12,2.1500864102018714e-08,1.818943667071374e-08,1.5275305365934743e-11,7.732942077097486e-08,4.950681415788059e-08,7.8352966271158174e-13,9.0205357244611221e-08,1.9430942214489602e-09,8.6270918482855948e-08,7.4543306652063378e-13,1.7531878511179989e-09,5.0204498180496571e-08,4.6805975906465673e-08,2.4332368742020549e-08,5.8167932758527097e-08,2.8147475443955617e-08,2.698560541966548e-09,2.3141473106399633e-09,5.428984441946254e-12,0.00010585241185155342,1.7403463664219688e-08,3.0393878180343465e-17,0.00027404493381342641,4.1324259312139112e-08,5.0384631690316456e-09,4.0774834790515125e-10,4.7463706115582315e-05,6.2761668957128486e-12,1.2789280809341543e-09,1.4381675713229326e-09,2.0783964046620101e-10,5.7226466529064113e-11,1.9959004900449552e-09,1.9030207821616083e-09,2.6249283866405885e-11,4.1537527166640255e-05,3.4936616995205549e-06,0.00056276279284557182,2.4161535843097768e-09,2.7992376230368337e-09,0.00072855828572065311,2.8176514163022166e-14
