Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276),S(1952),S(3263),S(199),C3H7O(185),CHO3(319),CH2O3(342),S(328)
0.0,0.0019750321233208256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0019750321233208256,1.2688851874170422e-32,1.313020718673348e-41,5.9416092673911513e-39,2.1239229924603851e-41,4.4209679197393391e-47,0.0,0.0,1.2471149415816881e-26,1.5833873872624654e-39,1.5982626930805968e-47,2.4643338118880083e-54,3.0147869948207493e-57,2.610527532146634e-73,1.5832291613430853e-60,2.5346220864346746e-47,1.1057028782552338e-26,5.9406528743607064e-39,-3.2264996316878969e-100,3.6477376666404895e-98,1.6239726977556924e-65,1.7302591367382564e-63,4.1428174315945695e-42,2.2626657683013951e-53,4.5489783427841164e-42,3.1888339538533319e-72,7.3748484904332728e-61,2.7376625823419352e-36,2.4843253701606611e-40,6.9135327464248094e-28,4.422606546517028e-53,4.0056900236638441e-73,2.6350123232189838e-68,4.8689944723616966e-54,4.3019564469447141e-89,7.9755726722440488e-67,5.1298006532509046e-34,2.7057591023242405e-46,9.926860978675123e-50,2.9611264832918721e-54,8.3617173765928607e-35,1.6240218561444441e-72,2.6931842867708119e-73,1.729732763554409e-65,2.5039780303970665e-57,1.299391213718229e-49,1.2562653407013215e-67,7.2564095181993602e-70,4.4167464691269185e-69,3.3320738301851972e-104,1.5021365827626304e-95,-6.9430412984357998e-140,-3.5734153166157624e-132,6.9864024330965942e-66,7.4889441337820873e-64,3.7014055658124321e-72,1.2706566880085723e-82,2.6613845217427075e-67,4.8627802386830457e-80,1.6300406983574572e-87,7.3099023059027121e-46,4.8455215122395891e-50,3.3324892148751168e-60,1.523729973691963e-61,8.0894052465315513e-80,3.5286686201755164e-92,-2.9137204624053401e-94,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.7413185021586147e-28,6.9135332429353727e-28,6.7413185895618375e-28,3.5755480461723219e-35,2.7023496410228802e-35,3.6668895368496365e-35,3.7691664608411135e-45,6.1178928660864665e-28,1.7111672908816585e-45,2.5423040120829966e-34,1.5662855211286101e-51,7.1107938025644074e-52,5.2217695470753752e-28,8.1796054374153044e-45,2.6108847735707838e-28,2.1699179702782744e-34,1.084958984515845e-34,7.1526258903238514e-44,2.9722896251366791e-50,2.3439061412113319e-61,1.0626744471752361e-67,1.9077506978155451e-29,4.4099457042189898e-60,3.8618187891230185e-60,1.0118575881568389e-36,3.2516443150240787e-47,6.5755770161028595e-45,6.9814910978719748e-45,7.6282290995689149e-55,6.6331766614755209e-61,2.7564313407706129e-67,6.5989962729399933e-46,9.0859334732680522e-77,1.9015539796726572e-45,7.9019499320595467e-52,3.8546347794375608e-78,2.4307038633870572e-84,5.0982755931326512e-62,2.0808338520835956e-38,1.9057568730848499e-45,7.9194151499143046e-52,9.7593295743109855e-54,2.7576498679488083e-53,1.977032919602649e-73,8.3468725564288977e-76,1.9766121387882749e-83,1.8924390871576919e-91,3.46417517096065e-102,5.5216866640986625e-81,4.5736010023332267e-84,4.0042718153977671e-88,1.0567962528100781e-75,1.2489199472906176e-97,1.0399212871058641e-101,2.1591591010777354e-46,2.5697473927005391e-54,1.1630782723824572e-63,3.4505523532827565e-73,6.2399391221098221e-76
3.0000000000000002e-15,0.0019750321233208256,4.1691937229184474e-32,6.123127850843249e-41,3.9044859985812043e-38,1.2595982646981505e-40,4.1683411134465922e-46,0.0,0.0,4.0976633803821029e-26,1.0405117117289188e-38,1.0502824096219793e-46,2.3235075405323895e-53,2.8425129218096041e-56,2.4613452021496862e-72,1.040407596213693e-59,1.6656013980094362e-46,3.633023574263067e-26,3.9038575243945188e-38,1.9083268493161615e-98,4.4815312849127717e-97,1.5311859504040154e-64,1.6313865319887549e-62,1.3611978385403557e-41,2.1333705511492379e-52,2.9893285641559698e-41,3.9350738804973224e-71,6.9534272035591771e-60,1.7990353140569279e-35,1.632556583188692e-39,2.2715890473226638e-27,4.169885787110246e-52,6.0656439511347769e-72,3.2373046898833862e-67,5.9817676385933189e-53,6.8584196871921596e-88,7.5202329648541734e-66,3.3710117898118005e-33,2.5511442606961018e-45,9.3594619901120573e-49,2.7936961944461854e-53,5.494842549110172e-34,1.0672143513540948e-71,4.0798661541805818e-72,2.1261381392343899e-64,3.0763157605625882e-56,1.2251402325487129e-48,1.5434114673577891e-66,8.9148418919396157e-69,5.426287730113678e-68,5.9978383655281379e-103,2.2747115149881484e-94,3.7097987010423525e-138,5.6509891945089758e-121,8.5902563772573163e-65,9.2051961524756227e-63,5.6072065153617895e-71,1.9241368062884385e-81,4.0300550747873108e-66,8.7528645470106984e-79,2.4682401426995429e-86,6.8921933418878861e-45,4.5684953778221201e-49,4.0941748543171858e-59,1.8719873580336459e-60,1.2249640232665436e-78,7.3596930450670482e-91,1.6691873035264452e-92,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2150045332031644e-27,2.2715893736010097e-27,2.2150045906395675e-27,2.3496458045938339e-34,1.7758297331205101e-34,2.4096702114176357e-34,3.5537849981345851e-44,2.0101639633329882e-27,1.61338607020502e-44,1.6706566198786453e-33,1.9242934230407062e-50,8.7361171318153024e-51,1.7157235668386176e-27,7.7121984396486263e-44,8.5786178344106072e-28,1.4259458368055462e-33,7.1297291781509902e-34,6.7439026076029231e-43,3.6516693608215722e-49,3.549342857761518e-60,1.9128136750826197e-66,6.2683234174230433e-29,6.0896707094917696e-59,6.4361419470364944e-59,6.6493497246677072e-36,3.0658360233486914e-46,6.1998288518829854e-44,6.5825479194994289e-44,7.1923616670878092e-54,8.1493578192113216e-60,4.174035610011075e-66,6.2219101503059428e-45,1.6354716400276109e-75,1.7928932997551284e-44,9.7081080348028131e-51,6.9383573686353109e-77,5.0697630833142642e-83,7.7202446821078461e-61,1.3674048671919116e-37,1.7968560253005208e-44,9.7295652921218707e-51,1.1990031150690532e-52,2.5999993888524133e-52,3.8574326093953564e-72,1.8670588021839043e-74,4.9861041843486307e-82,5.3144702816581925e-90,1.0718085907213524e-100,1.1515353266857209e-79,1.0844770688251616e-82,1.0638872731871646e-86,1.6002851369066772e-74,2.9616995210089028e-96,2.7631986657090656e-100,2.0357785562777688e-45,2.4229157984801996e-53,1.4289245298809405e-62,5.2251215274999759e-72,9.4490597311244919e-75
7e-15,0.0019750321233208256,9.24473091961489e-32,2.521735463786764e-40,2.1220029367944073e-37,6.4076814567267305e-40,6.7325014579976623e-45,0.0,0.0,9.0861231535913052e-26,5.6549549585601696e-38,5.7078973309363429e-46,3.7527101866369427e-52,4.5910811992823008e-55,3.9753073353831297e-71,5.6543842159099326e-59,9.0519197591774707e-46,8.0558337973147383e-26,2.121661419515424e-37,3.6820097630908897e-97,2.2669685519244857e-95,2.473269840755845e-63,2.6349267454417931e-61,3.018220720396937e-41,3.4457162281182037e-51,1.6246348731260691e-40,2.0958212384916537e-69,1.1230818154138577e-58,9.7773623998975752e-35,8.8725869915662657e-39,5.0369999753889797e-27,6.7349916424591842e-51,1.0014626153849714e-69,1.6374971721891976e-65,3.0248125835089242e-51,2.8511947032534897e-85,1.2146424525279176e-64,1.8320713842770867e-32,4.1204839866135361e-44,1.5114731989433026e-47,4.5115242308974003e-52,2.9863264171681587e-33,5.8000761669123778e-71,6.7384739385145377e-70,1.0754177832231068e-62,1.5560427973010947e-54,1.9787862934737034e-47,7.8067761745831186e-65,4.5081859464539159e-67,2.7446872578893851e-66,3.340323000153841e-100,3.7578787706848998e-92,1.3545578721544973e-135,5.3531261391639588e-119,4.3443060361541302e-63,4.6560610154371368e-61,9.2610948323095193e-69,3.1777186332160624e-79,6.6546506510093144e-64,4.8717278693721999e-76,4.073679133352957e-84,1.1131932657237044e-43,7.376752221536076e-48,2.0707318445087918e-57,9.4673312160668934e-59,2.0229642279951597e-76,1.4148005508750896e-87,1.5628704369383683e-90,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.911531034889721e-27,5.0370017486399616e-27,4.9115313470440015e-27,1.276981223438406e-33,9.6512474539452459e-34,1.309603178945434e-33,5.7398934948516465e-43,4.4573147162023757e-27,2.605859511824406e-43,9.0796448502553562e-33,9.7333314508465944e-49,4.418844063809916e-49,3.8044259303296455e-27,1.245635459322796e-42,1.902212965283048e-27,7.7496965124124475e-33,3.8748482467144314e-33,1.0892397817566929e-41,1.8470607617316216e-47,5.8617552661902393e-58,1.0649481336397375e-63,1.3899323882647e-28,4.5798086588495447e-57,1.6106637053304293e-56,3.6137765278792875e-35,4.9517890305185175e-45,1.0013649548303006e-42,1.0631799958869937e-42,1.1617218318286998e-52,4.1222197621181356e-58,6.8937307659287578e-64,1.0049318407816521e-43,9.1057839644398776e-73,2.8957876303111024e-43,4.9104850797997236e-49,3.8630501894958145e-74,9.7491119952080805e-80,1.2750026924149038e-58,7.4315398590193386e-37,2.9021879950390663e-43,4.9213383972232096e-49,6.0647109329597855e-51,4.1983497709701202e-51,3.2609870710028178e-69,5.508915594372834e-71,5.2187342821548415e-78,1.9986519598819538e-85,1.4634513205971938e-95,2.2090656741308033e-76,7.3182194162525691e-79,2.5629928023421209e-82,2.6427298062364341e-72,2.0034722117977432e-92,6.6730927984354177e-96,3.2880904532169827e-44,3.9135406630118741e-52,7.2276872235488582e-61,8.6293225096839012e-70,1.5605434792433861e-72
1.5e-14,0.0019750321233208256,1.93957962690886e-31,9.8640336360010292e-40,9.3877386164020075e-37,2.7645507931626661e-39,6.2613511998036931e-44,0.0,0.0,1.9063042717528654e-25,2.5017520762477832e-37,2.5250567587093326e-45,3.4899354323508541e-51,4.2697801926478256e-54,3.6969089097797289e-70,2.5014959805383043e-58,4.0043769520388711e-45,1.690145095986144e-25,9.3862280730420712e-37,6.6027820430445701e-96,4.3604050576219635e-94,2.3004389733135653e-62,2.4505171790846967e-60,6.3320015516136437e-41,3.2045800831712977e-50,7.1873830906601154e-40,4.3345231783329208e-68,1.0444841928854177e-57,4.325502599577207e-34,3.9252301815407012e-38,1.0567816306610075e-26,6.2636602634721252e-50,3.9273570892782862e-68,3.1494070884708511e-64,5.8150684405438004e-50,2.203278334837958e-83,1.12969856232356e-63,8.1050820357090082e-32,3.8321266396511176e-43,1.4053750134993871e-46,4.1971751860509644e-51,1.3211500315028278e-32,2.5659522252225139e-70,2.6444597974959474e-68,2.0689520300295902e-61,2.9926798225492358e-53,1.84030719730869e-46,1.5014452967274649e-63,8.6673634394208132e-66,5.2787453895804988e-65,2.6508585986984154e-98,1.4749731183217367e-90,1.0290253721029518e-133,2.4337494291378039e-117,8.3577813862663927e-62,8.9576005237403884e-60,3.634443867791576e-67,1.2466880401429525e-77,2.6101945820492504e-62,3.8628665170158672e-74,1.5966971710192821e-82,1.0352900590672965e-42,6.8575140692378795e-47,3.9821069114967696e-56,1.8204024933068243e-57,7.9361398085039317e-75,2.2566142809286491e-85,7.668340800708086e-89,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0304581749450122e-26,1.0567824151465856e-26,1.0304583130420059e-26,5.6493635207266033e-33,4.2697110684468157e-33,5.7936830171779434e-33,5.3381973618773253e-42,9.3515999474776942e-27,2.4234932109944523e-42,4.0168270237557873e-32,1.8719731536670632e-47,8.4985883809821501e-48,7.9818167710503454e-27,1.158462245962442e-41,3.9909083860482096e-27,3.4284590330116635e-32,1.7142295076783088e-32,1.0130095374492014e-40,3.5523730179303734e-46,2.2996957223375676e-56,8.4475382960776841e-62,2.9161318892269989e-28,9.936339290479883e-56,7.1221211028580344e-55,1.5987343711293396e-34,4.6052557280509826e-44,9.3128623775661905e-42,9.8877555038409361e-42,1.0804908747060019e-51,7.9285821456899293e-57,2.7047292729195609e-62,9.3460412393665507e-43,7.2234628759691868e-71,2.6931270506609875e-42,9.444128041795581e-48,3.0644853064178392e-72,1.5557023241305258e-77,5.0021215902009111e-57,3.287707110240982e-36,2.6990794553069193e-42,9.465001659616718e-48,1.1664001714704663e-49,3.9030229328681366e-50,2.8650552607891358e-67,9.7319118060908141e-69,1.8488989807514509e-75,1.4181302617772389e-82,2.0782126266571051e-92,3.5132095121434986e-74,2.3338743598469651e-76,1.6372311982164586e-79,1.0367167153056808e-70,6.4109799293178206e-90,4.2771882778071288e-93,3.0579852770174679e-43,3.6399063362883833e-51,1.3900717454105559e-59,3.3854798378993451e-68,6.122510453137635e-71
3.1e-14,0.0019750321233208256,3.9697890792417345e-31,3.8642428133932228e-39,3.9129704892815424e-36,1.1388772325868406e-38,5.284567871233273e-43,0.0,0.0,3.9016881915478981e-25,1.0427736975368711e-36,1.0523921617906985e-44,2.94524217776904e-50,3.6036685928036092e-53,3.1198511258429941e-69,1.0426640200005733e-57,1.668937133034957e-44,3.4592672150738046e-25,3.9123411367040799e-36,1.1298984315614663e-94,7.4151186637255363e-93,1.9419839139703633e-61,2.0682091178096987e-59,1.2958503653525864e-40,2.7046593298387267e-49,2.9958247502584952e-39,8.3894944757915334e-67,8.8153805498875311e-57,1.8029425154412386e-33,1.6361022043025004e-37,2.1629426869450269e-26,5.2865053526497922e-49,1.3396183879632783e-66,5.354940369405675e-63,9.8787396439981443e-49,1.4973538500874102e-81,9.5356879812149952e-63,3.3783374547905176e-31,3.2343074138855549e-42,1.1855983815367362e-45,3.5448341792403389e-50,5.5067763630662594e-32,1.0695322163666536e-69,9.0334460849212266e-67,3.5200098435703292e-60,5.0882363036234714e-52,1.5532143463371511e-45,2.5527876366137928e-62,1.4726198282363782e-64,8.9750321703366741e-64,1.8152033509284831e-96,5.039773985626142e-89,7.1761574474747529e-132,9.0126330840372033e-116,1.4219537577761591e-60,1.5239993838102647e-58,1.2415233458110097e-65,4.2558796257449781e-76,8.9066890565226469e-61,2.6406352242834934e-72,5.4406077479356149e-81,8.7378220479059144e-42,5.7827567207640955e-46,6.7689584632221163e-55,3.0937059738007593e-56,2.708935398004056e-73,3.0884424344459736e-83,5.1244071400618012e-87,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.1090674023327851e-26,2.1629459568117576e-26,2.109067977944535e-26,2.3547516373405812e-32,1.7796890388778892e-32,2.4149064805457717e-32,4.5054112588101499e-41,1.9140105312608173e-26,2.0454160269590642e-41,1.6742768327851824e-31,3.1827711885828235e-46,1.4449493641893405e-46,1.6336542907816105e-26,9.7773678182967044e-41,8.1682714560881582e-27,1.4290357804066758e-31,7.1451788275295406e-32,8.5497195604221811e-40,6.0398052462288068e-45,7.8505954881231915e-55,5.7793295061004576e-60,5.9685285228214247e-28,1.798179584310052e-54,2.5907057292191466e-53,6.6637994246041866e-34,3.8868267865671511e-43,7.8600083613187221e-41,8.3452199625232962e-41,9.1204492155866297e-51,1.3481968069892815e-55,9.2344118060071469e-61,7.8880214688555603e-42,4.9424844898257698e-69,2.2729786771368954e-41,1.6057074323864531e-46,2.0967932023285442e-70,2.1311124018448978e-75,1.7076047560814899e-55,1.3703684086766129e-35,2.2780024064733871e-41,1.6092563656641171e-46,1.9831342856353571e-48,3.2916263855883223e-49,2.0230248410696286e-65,1.3762988381302451e-66,5.2331960914702872e-73,8.0307299551956334e-80,2.3541628216810667e-89,4.780481732025144e-72,6.3504577094544986e-74,8.9121434167944125e-77,3.5385235505928678e-69,1.7561961410736831e-87,2.3439701434878172e-90,2.5809337520309934e-42,3.0724731396837336e-50,2.3634289328449434e-58,1.1557239567578649e-66,2.0901792794814798e-69
6.300000000000001e-14,0.0019750321233208256,8.0301935137064548e-31,1.5257430489814226e-38,1.5945551226886724e-35,4.6143777953492266e-38,4.3251262624221273e-42,0.0,0.0,7.8924560591681019e-25,4.2493593840842352e-36,4.2877813359061706e-44,2.4100992912710498e-49,2.9493749486531099e-52,2.5528825972542492e-68,4.2488886338909985e-57,6.7997374190459608e-44,6.9975061995702073e-25,1.59429887578582e-35,1.8676287949492897e-93,1.2170045591188213e-91,1.5900887756466212e-60,1.692677983989771e-58,2.6207270970549079e-40,2.2136141969938952e-48,1.2208137815720065e-38,1.7098167917228218e-65,7.2148273260629749e-56,7.3470718135032623e-33,6.6671899704319728e-37,4.3752559597075961e-26,4.3266934315221303e-48,4.3936192488935548e-65,8.786139727834959e-62,1.6180383241806976e-47,9.8224040794978137e-80,7.8061682812269985e-62,1.3766896637751773e-30,2.6471019111162149e-41,9.6947383430161462e-45,2.9052244375272634e-49,2.2440361015520072e-31,4.3583918799421071e-69,2.9714408298583528e-65,5.7826111226969836e-59,8.3478220577871895e-51,1.2712179326873462e-44,4.1880988049729387e-61,2.4126333562998038e-63,1.4724430071779701e-62,1.1954823088502702e-94,1.6586056521261696e-87,4.7740665476508885e-130,3.2672582259300883e-114,2.3359705732639796e-59,2.503595661307978e-57,4.0838463430896673e-64,1.3980763466767107e-74,2.923358778454866e-59,1.7331948230991321e-70,1.7806614922372269e-79,7.1514149672677926e-41,4.7247701105281869e-45,1.1100238390046262e-53,5.0710159839819595e-55,8.8972516689595097e-72,4.0554924944442872e-81,4.9414312940276985e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.2662821950173205e-26,4.3752692845484522e-26,4.2662845406624159e-26,9.5957312813538902e-32,7.2523240195823808e-32,9.8408652999897322e-32,3.6874025701317811e-40,3.8716855656657744e-26,1.6740477261157056e-40,6.8227169095332959e-31,5.2216637620796349e-45,2.3705885111072892e-45,3.3045773005603066e-26,8.0021847869111807e-40,1.6522886511685504e-26,5.8233539547517487e-31,2.9116769163990399e-31,6.9973731621563405e-39,9.9088570944067426e-44,2.5789653806464049e-53,3.7993773961945535e-58,1.2073312316687929e-27,3.0466890668566886e-53,8.7966893988242513e-52,2.7155319900770344e-33,3.1811528479106776e-42,6.432934663591135e-40,6.8300583219467884e-40,7.4664241207351599e-50,2.2123840750163465e-54,3.0342996625771236e-59,6.4558785174534618e-41,3.2500152164408249e-67,1.860282472295141e-40,2.6343131796722712e-45,1.3787707266791596e-68,2.8035271512791302e-73,5.6096019229690068e-54,5.5842850746425932e-35,1.8643939725628379e-40,2.6401354175636768e-45,3.2535171785144188e-47,2.6899150944617402e-48,1.292752245281935e-63,1.7602880421564099e-64,1.3391550801955658e-70,4.1108395710820379e-77,2.4103650259383819e-86,6.2058690400119185e-70,1.6467793728685068e-71,4.6224793595568239e-74,1.1620496563271061e-67,4.6151855086642057e-85,1.2320604885965275e-87,2.1123518973490438e-41,2.5153013713300472e-49,3.8774400700261273e-57,3.7966481137309449e-65,6.8670458099433229e-68
1.2700000000000001e-13,0.0019750321233208256,1.6150944502203263e-30,6.0593757073810397e-38,6.4347378755519345e-35,1.8567954035126751e-37,3.4967620242049207e-41,0.0,0.0,1.5873991906528155e-24,1.7148085675176696e-35,1.729689816499559e-43,1.9478322742977597e-48,2.3844539655434041e-51,2.0630681752227343e-67,1.7145993978768136e-56,2.7429761093166353e-43,1.4073963153909782e-24,6.4337055590495547e-35,3.0396826388684458e-92,1.9711124495242238e-90,1.2866519736778822e-59,1.3684307219903066e-57,5.2687868892726867e-40,1.7896550061038595e-47,4.9265268617787769e-38,3.8416597208415722e-64,5.8328977735506251e-55,2.9648620381365669e-32,2.6905001759840506e-36,8.799847146293462e-26,3.4979990601896524e-47,1.4181430766213314e-63,1.4221854247487447e-60,2.6099879029805849e-46,6.3529083930084646e-78,6.3139101537296143e-61,5.5555555300260669e-30,2.1401196688740872e-40,7.82389678040514e-44,2.3552278351907874e-48,9.0556584530814e-31,1.7588001009734145e-68,9.6472531904094376e-64,9.3832470322323311e-58,1.3510030481882726e-49,1.027746277730853e-43,6.7778617707772576e-60,3.8937383496271289e-62,2.3829491680437931e-61,7.7720782688230703e-93,5.3903861303005817e-86,3.1187811678741769e-128,1.2307225106423149e-112,3.7905277577738104e-58,4.0624865189690384e-56,1.3258907058998302e-62,4.5271553132039192e-73,9.4498784944906062e-58,1.1191435137236381e-68,5.7237241388316996e-78,5.7817354032038111e-40,3.806844582345605e-44,1.7948422745054188e-52,8.1921775914160113e-54,2.87992918882266e-70,5.2380248883813111e-79,5.7914089965116285e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.5806971320720978e-26,8.7999009176982724e-26,8.5807065977778657e-26,3.8723037025350508e-31,2.9266362023193526e-31,3.9712261722699986e-31,2.981133683686469e-39,7.7869314827664319e-26,1.3534083956067574e-39,2.7532326936334259e-30,8.4505932463604866e-44,3.836494632472257e-44,6.6463344521862659e-26,6.4694966148867467e-39,3.3231672296781296e-26,2.3499507327306721e-30,1.1749753170677049e-30,5.6570502699319626e-38,1.6036003869270901e-42,8.3510817818059178e-52,2.4611573461838035e-56,2.4282842011118316e-27,5.0121822441633922e-52,2.8970557473315438e-50,1.0958379354631107e-32,2.5718871101714534e-41,5.2007990637343056e-39,5.5218719191290871e-39,6.039402612837682e-49,3.5821698054058801e-53,9.830332781299814e-58,5.2193755759835577e-40,2.1063107608563239e-65,1.5039542704105617e-39,4.2632490684635809e-44,8.9355616767526357e-67,3.6342422250756224e-71,1.8164891924535785e-52,2.2534787331153498e-34,1.507278088013453e-39,4.2726711205685701e-44,5.2653396763390856e-46,2.1681421038341083e-47,7.6061664771499192e-62,2.0728072236808196e-62,3.1548732944296839e-68,1.9372463836407074e-74,2.2719761097735447e-83,7.8377885193100623e-68,4.1484825432127622e-69,2.3289987328828722e-71,3.7604642082481837e-66,1.1934332807309078e-82,6.3721283145923981e-85,1.7077872204893948e-40,2.034615557984312e-48,6.2751124483930476e-56,1.2294311405337646e-63,2.2240985603456842e-66
2.55e-13,0.0019750321233208256,3.2392214960438223e-30,2.4146554416246965e-37,2.5849702702889037e-34,7.4485007691760231e-37,2.8116237588339071e-40,0.0,0.0,3.1837064049719541e-24,6.8887758658180857e-35,6.9435517291315499e-43,1.5650979736930971e-47,1.9171822923591317e-50,1.6574322774601735e-66,6.8877813468430061e-56,1.101093099079569e-42,2.8226793004475471e-24,2.5845569754920184e-34,4.9321038700615008e-91,3.1759395406684145e-89,1.0363250552019659e-58,1.1002118449476043e-56,1.0558140446152807e-39,1.4389995229326585e-46,1.9790910041987732e-37,9.6091450155825975e-63,4.6898372173866038e-54,1.1910416400229414e-31,1.0808251983220803e-35,1.7648888085968943e-25,2.8125702055293095e-46,4.5343395883649744e-62,2.2887343554806928e-59,4.1713355346896365e-45,4.0793279931506106e-76,5.0813103026165896e-60,2.2317853441057752e-29,1.7207960730036652e-39,6.268415724368779e-43,1.9040831843973113e-47,3.6378305846258188e-30,7.0654355279391491e-68,3.1207078802813272e-62,1.51748915214424e-56,2.1734318639231797e-48,8.2636948287640567e-43,1.0903544378891552e-58,6.229465389620957e-61,3.8334583711807548e-60,5.0388331457392715e-91,1.7472856127368638e-84,2.0256121431879836e-126,5.0285492817288666e-111,6.1302498540575946e-57,6.5699420333791041e-55,4.2890454029684793e-61,1.456798854457446e-71,3.0304240977622619e-56,7.157730637835583e-67,1.8152137941432692e-76,4.6488682044173067e-39,3.0402202451683691e-43,2.8823333470627845e-51,1.3132137389137661e-52,9.2601728224944572e-69,6.7006947036690224e-77,7.1983544682491216e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7209468413322475e-25,1.7649104095111864e-25,1.7209506438954699e-25,1.555586356364145e-30,1.1756928280559542e-30,1.5953256119954788e-30,2.3969545684842226e-38,1.5617006732331955e-25,1.0881968983915768e-38,1.106002474781264e-29,1.3594623955450682e-42,6.1718426350409266e-43,1.3329493302642527e-25,5.201766741327538e-38,6.6647466657222825e-26,9.4399989015328164e-30,4.7199990543925728e-30,4.5483785347455754e-37,2.5796734738190303e-41,2.6873384730702597e-50,1.5841366420198331e-54,4.8701749826662744e-27,8.1300384181088145e-51,9.402702343387848e-49,4.4022144134025528e-32,2.0679650115759429e-40,4.1816578887771522e-38,4.4398338485629726e-38,4.8608564255263843e-48,5.7682027215228571e-52,3.1664495501251993e-56,4.1966379436288832e-39,1.3570492132655798e-63,1.2092125956972925e-38,6.8582090488502067e-43,5.7567916242754496e-65,4.6829852940954397e-69,5.8454715611903551e-51,9.0524738370096776e-34,1.2118847864911717e-38,6.8733648892427234e-43,8.4702530106881351e-45,1.7328379137777264e-46,4.0661690500847314e-60,2.2181018790411537e-60,6.7548884455887185e-66,8.2974315019410463e-72,1.9464300827110128e-80,9.6046694067955831e-66,1.0112142091165591e-66,1.135412167341686e-68,1.2085392595250424e-64,3.0594736734283853e-80,3.2671600701418943e-82,1.3731731215461788e-39,1.6376578875805532e-47,1.0094800959974726e-54,3.956371976512794e-62,7.1598993346546124e-65
