Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779)
0.1361199847481953,0.002651032343320196,6.1851867004410751e-17,1.0631282442084915e-17,4.4296475115950283e-13,1.1491601360944503e-12,4.4324850476924899e-08,0.0,0.0,1.3651219523791372e-10,2.4627333886377526e-10,7.9626361548494927e-15,-2.5041611867380169e-17,5.0579233638616065e-21,-3.5787329498455425e-36,-1.1158307417410309e-34,5.1234764622218626e-25,6.099391289226939e-14,3.8311068883443759e-10,-2.2736150112483973e-31,8.0479583047645012e-36,1.6223980710125324e-20,4.0589337704646721e-32,1.8978299371024214e-26,2.9985099648923157e-12,4.3523653962361211e-14,1.4053904487659815e-17,4.7837049982912965e-24,4.1556769586374357e-11,1.3376433429252676e-18,3.0433823086332497e-20,2.4034135487405508e-18,2.6822712816604037e-20,1.4245131332230357e-22,3.1845731508741425e-15,1.1399769706920251e-27,6.5516471424991782e-22,8.901300205465075e-11,2.8333772658199463e-10,5.1483924191580797e-22,8.4880500003495404e-21,1.2975043310848861e-16,5.8951402195305807e-47,1.7537887669803532e-17,1.8373135716279649e-22,2.2271685102593371e-17,9.7053138990829314e-24,4.338568680240149e-20,4.9309264053390585e-29,4.8005242518668358e-19,3.4663492499838113e-26,3.1487772268047928e-30,-5.8838637304376346e-49,3.7271066400667472e-44,1.9982475691688882e-18,9.783135215768329e-24,3.2100100906714925e-19,4.0157153834214055e-30,6.6401732243071769e-18,1.3053269070836853e-16,2.5842980852985423e-33,2.5161083616304572e-15,1.290946376839368e-27,1.0226010136673342e-22,4.0241715893481192e-25,1.5713891868554013e-32,-4.1351267318970484e-16,-7.1023272841830162e-25,0.88168480800000004,0.0,0.0094597172376845867,0.10884967215012402,0.00099999924166602628,1.2181526691172169e-17,9.5638685346463989e-17,3.4957037241847157e-17,2.636475846167719e-14,1.2316080184102625e-13,5.0146345387633988e-14,1.7953037983353934e-16,5.0224590385211737e-13,2.5085313162054042e-17,2.415051164997277e-10,8.9367676875763795e-14,8.7867703355363084e-15,3.5037642920060261e-13,1.0767232964791465e-07,1.6903142197308522e-14,1.9617973756617707e-10,5.2556103282974649e-12,2.4245502527403065e-14,8.1492089740937045e-12,4.9122889171360418e-18,4.1527686243516944e-11,1.326681639554561e-13,2.7694573417683484e-21,4.3897183045056675e-08,9.6867151328243492e-11,4.3136946364447751e-08,9.5414119215609838e-14,8.7465044792820043e-08
0.13727971314639692,0.0026510322930279316,6.598509389307724e-17,1.1341731749699507e-17,4.7255590582687795e-13,1.2262698374588913e-12,4.7298089085190236e-08,0.0,0.0,1.4562153630265537e-10,2.6274409901555253e-10,9.3363080017160659e-15,-8.1877227235617278e-17,5.6704160764903145e-21,5.2754163819914776e-41,1.818844124851604e-38,5.8307906447671985e-25,6.5067417461931032e-14,4.0881243834311548e-10,1.3293794072166181e-29,2.8531779131693736e-38,1.8471440127151067e-20,4.333205563288167e-32,2.1598316255821854e-26,3.2013618556405663e-12,4.6432110734330519e-14,3.8812243172655764e-17,5.4451996465298218e-24,4.4341186933522892e-11,1.3816699236011432e-18,3.0465501569031555e-20,2.5640218448745883e-18,3.3390673807912919e-21,1.6208771008904505e-22,3.214304424941236e-15,1.4834860232352869e-27,7.4561083786773359e-22,9.4957792902225894e-11,3.0227093072095877e-10,5.4929777823286569e-22,8.4969464423175889e-21,1.2988566705506948e-16,6.3300329869924005e-47,1.9845915466633773e-17,2.0907198570975218e-22,2.2488198645047031e-17,9.7422728399310978e-24,4.9385128177011184e-20,5.6136042895017865e-29,5.4655286145621172e-19,4.1512263714753699e-26,3.8013923217846588e-30,1.5343725697052416e-51,3.133884502744139e-42,2.0206809061476238e-18,9.7934452516983603e-24,3.6527400333692754e-19,4.3256211432173933e-30,7.5598046170640715e-18,1.6243267760264272e-17,3.0939861752964283e-33,2.5187409874712707e-15,1.3003886642343102e-27,1.0694622259798769e-22,4.5806675205702904e-25,1.9085454989851756e-32,-7.871511744278148e-16,-1.3521991722773186e-24,0.88168480800000004,0.0,0.0094596982705042881,0.10884965015875077,0.00099999919087852165,1.2276454211461968e-17,1.0202497348396795e-16,3.5524568990279142e-17,2.6570603140489276e-14,1.2515541387689799e-13,5.3494868483481295e-14,1.8093241114328664e-16,5.3579833369656432e-13,2.6760390150585646e-17,2.5763879207322495e-10,9.0065580658485058e-14,9.3735070666051782e-15,3.7378327327024954e-13,1.1489487730691892e-07,1.8032312778704845e-14,2.092854807038871e-10,5.6066969204550159e-12,2.5865159951696149e-14,8.6935940329771931e-12,5.2403070889431328e-18,4.4305783235146338e-11,1.4153067942912222e-13,2.9544631752015921e-21,4.6841740681086117e-08,1.0333818454774918e-10,4.6030488539387529e-08,1.017882382414484e-13,9.333211230182337e-08
0.13832346870477838,0.0026510322448989056,6.9940371228984293e-17,1.2021595740458053e-17,5.0087199774592678e-13,1.3000643001582495e-12,5.0143444201699393e-08,0.0,0.0,1.5433801276866141e-10,2.78505610720742e-10,1.0353120067376026e-14,-1.5981475121747915e-16,6.2887112143399701e-21,5.1795638320585362e-37,5.0959786131241352e-36,6.55039004436388e-25,6.8965121495980413e-14,4.3340912705785624e-10,1.731266762039674e-29,-8.0943433916340769e-37,2.0758662632950369e-20,4.5940124866231319e-32,2.4263839021837955e-26,3.3956857197191231e-12,4.9215347545884706e-14,4.6444622771962301e-17,6.1183081688726097e-24,4.7005800623328975e-11,1.4253063861961495e-18,3.0493984835503663e-20,2.7177154480871958e-18,-2.7321836434075824e-21,1.820656416290491e-22,3.2411015801249625e-15,1.7480647671010914e-27,8.3763219554788648e-22,1.0064598931296006e-10,3.2038889983052158e-10,5.8227775007309446e-22,8.504946764693225e-21,1.3000727885079038e-16,6.7509063318529883e-47,2.2193758510482503e-17,2.3485747144862845e-22,2.2684863288500195e-17,9.7784882750858945e-24,5.5489906352461332e-20,6.3076318168079889e-29,6.1422982959654672e-19,4.8883843368554993e-26,4.5060283010596235e-30,-4.9289054766903895e-50,4.4598916713992544e-42,2.0411462797015999e-18,9.802723360091538e-24,4.103242122567197e-19,4.6249119682832899e-30,8.4957134196096e-18,-1.329135884680931e-17,3.6402243143071828e-33,2.5211078983448322e-15,1.3093548143555597e-27,1.1188192600606043e-22,5.1469447528904449e-25,2.2733425026066321e-32,-8.4748833319666456e-16,-1.4559816384734768e-24,0.88168480800000004,0.0,0.0094596801191379858,0.10884962911326981,0.00099999914227611917,1.236177135029983e-17,1.0813607835915299e-16,3.6055430962577664e-17,2.6755607935005456e-14,1.2702095767352747e-13,5.669910387907356e-14,1.8219249965815504e-16,5.6790513187925773e-13,2.8363288708665654e-17,2.7307733350210518e-10,9.0692826907618587e-14,9.9349613377333894e-15,3.9618161806911975e-13,1.2180677204827539e-07,1.9112827511030853e-14,2.2182655256159546e-10,5.9426551281525288e-12,2.7415026431400609e-14,9.2145213888150292e-12,5.5541909721543832e-18,4.6964327657045757e-11,1.5001130817236674e-13,3.1314970560039328e-21,4.9659648351332924e-08,1.0953039179509836e-10,4.8799571171812705e-08,1.0788772335709957e-13,9.8946828571744438e-08
0.13936722426315984,0.0026510321938860966,7.4132443958009555e-17,1.274219485653178e-17,5.3088234713569366e-13,1.3782818432157949e-12,5.3159288284617489e-08,0.0,0.0,1.6357559612674171e-10,2.9521078406895589e-10,1.1185600976158666e-14,-2.3453066816763553e-16,6.978373702739455e-21,7.038441514229373e-38,-1.5632857821072768e-36,7.3587204999347659e-25,7.3095905046486789e-14,4.5948004960777113e-10,1.5756667604704435e-29,-1.6190475703458237e-38,2.3328597223224223e-20,4.8702668937037552e-32,2.7258036410489637e-26,3.6018633342655025e-12,5.2165210746012408e-14,4.0845071325784949e-17,6.8745213602887869e-24,4.9830033685463529e-11,1.4732296038845665e-18,3.0522443761825382e-20,2.8806104585379644e-18,1.0367229421328099e-21,2.0450659288778524e-22,3.2679371693131157e-15,1.9973304054862267e-27,9.409984165916421e-22,1.0667431371589102e-10,3.395914569964874e-10,6.1723912486058888e-22,8.5129415747137774e-21,1.3012880594592955e-16,7.2020014984069458e-47,2.483084231341897e-17,2.638264910894923e-22,2.2883428066319587e-17,9.8178466051399118e-24,6.2348404758561676e-20,7.0868332177290472e-29,6.9027197605413396e-19,5.7623862356137114e-26,5.3437034265905156e-30,8.4595451319629853e-51,4.139866048521426e-42,2.0618882472818959e-18,9.812002098363839e-24,4.6093640886618197e-19,4.944926711413882e-30,9.5473140354580167e-18,5.0429029971575474e-18,4.2851759131106179e-33,2.5234726058588584e-15,1.3187921001179434e-27,1.1761872213546096e-22,5.783149201008108e-25,2.7077968922523013e-32,-6.6764820641600024e-16,-1.1469481898048547e-24,0.88168480800000004,0.0,0.0094596608801794206,0.10884960680678919,0.00099999909076215897,1.2446977207719961e-17,1.1461283122370762e-16,3.6606536878568603e-17,2.6940371074719753e-14,1.2895745806392513e-13,6.0095058624417243e-14,1.8345094224105084e-16,6.0193312942501311e-13,3.0062094260917242e-17,2.8943968005220389e-10,9.1319252646864129e-14,1.0530009160012631e-14,4.1992023227330156e-13,1.2913281571665566e-07,2.0257992952899945e-14,2.3511805363608979e-10,6.2987147021722965e-12,2.9057626380415313e-14,9.7666172985750549e-12,5.8868555020370792e-18,4.9782108587151769e-11,1.5899935762137739e-13,3.3191233735405038e-21,5.2646400247175737e-08,1.1609310926795742e-10,5.1734568451576698e-08,1.1435218782716138e-13,1.0489796945800489e-07
0.1404109798215413,0.002651032139816958,7.8575466009142365e-17,1.3505922712973127e-17,5.6268814588303711e-13,1.4611872443959368e-12,5.6355821940055076e-08,0.0,0.0,1.7336506908073969e-10,3.1291633144749646e-10,1.213073890769437e-14,-2.8855079946802477e-16,7.7479096971688402e-21,1.0395181670068314e-37,-1.855044255714096e-36,8.266740438013906e-25,7.7473901103111537e-14,4.8711347635570803e-10,1.4401841147518614e-29,2.1930952906432653e-37,2.62161516979208e-20,5.163179479587287e-32,3.0621500201814152e-26,3.8206297571649556e-12,5.5291659946669369e-14,3.5632360327904925e-17,7.7240892013091009e-24,5.2823435914577722e-11,1.5259670448106518e-18,3.0550880069479645e-20,3.0532568765649835e-18,1.6862247510020698e-22,2.2971337592834931e-22,3.2948128257786742e-15,2.2943527301369286e-27,1.0571107611051453e-21,1.1306341842466095e-10,3.5994341883596615e-10,6.5430334700028562e-22,8.5209315501995996e-21,1.3025025793745446e-16,7.6857453470710393e-47,2.7792880125713321e-17,2.9637169933571109e-22,2.3084101963780167e-17,9.8607227778711228e-24,7.0053586753076235e-20,7.9622659678096999e-29,7.7571217891275462e-19,6.7990928472838828e-26,6.3396996148371676e-30,-6.21008854952631e-51,4.086492241322769e-42,2.0829229436987632e-18,9.8212831037831905e-24,5.1779660802692824e-19,5.2871444861529901e-30,1.0728894126983357e-17,8.2039404969255373e-19,5.0469844026103189e-33,2.5258352408591371e-15,1.3287288584482534e-27,1.2429409292431615e-22,6.4979079089914535e-25,3.2252093775127336e-32,-4.9443216720299883e-16,-8.4939796775703124e-25,0.88168480800000004,0.0,0.0094596404885574237,0.10884958316386277,0.00099999903616243557,1.2532071935349009e-17,1.2147707036405234e-16,3.7179132791914252e-17,2.712489286603752e-14,1.3096928342399593e-13,6.3694182857155392e-14,1.8470774097929941e-16,6.3799709708358133e-13,3.1862534760382922e-17,3.0678101863324967e-10,9.1944858838268368e-14,1.116065684754581e-14,4.4507918332023601e-13,1.368977872700839e-07,2.1471670767104198e-14,2.4920481415626251e-10,6.6760763070440034e-12,3.0798498861433607e-14,1.0351743466082795e-11,6.2394223187553882e-18,5.2768653359123352e-11,1.6852513323700817e-13,3.5179748161304034e-21,5.5812098516975252e-08,1.2304846657076877e-10,5.4845406751661348e-08,1.2120343532214426e-13,1.1120566363969039e-07
0.14145473537992276,0.0026510320825086525,8.3284463098104963e-17,1.4315377461300969e-17,5.9639665961111327e-13,1.5490611061990202e-12,5.9743854806785312e-08,0.0,0.0,1.8373914075518103e-10,3.3168223455192646e-10,1.3326080166320252e-14,-3.2886367599338824e-16,8.6068562649045079e-21,5.6058013756016722e-37,-7.1729035961277831e-36,9.2867355831478419e-25,8.2113888037799107e-14,5.1640294449410873e-10,1.5732026997454185e-29,5.1196276784359699e-37,2.9460534242026823e-20,5.4736730472095514e-32,3.4399738596884063e-26,4.0527671223307539e-12,5.8605268176986519e-14,3.6775535082820398e-17,8.6785253675722934e-24,5.5996127249974887e-11,1.5841113349889043e-18,3.0579295695603114e-20,3.2362385788108574e-18,-2.4407582759172252e-23,2.5802708477214861e-22,3.3217303699776559e-15,2.671448183871817e-27,1.1875433779515937e-21,1.1983486397884954e-10,3.815135923267804e-10,6.9359737952518176e-22,8.5289174533940126e-21,1.3037164562213765e-16,8.2047858382354161e-47,3.1119984846056873e-17,3.3293415901812414e-22,2.3287119421266895e-17,9.9075373033764518e-24,7.8709874428831862e-20,8.9460129293952849e-29,8.7171055672707689e-19,8.0292707494450387e-26,7.524112291948249e-30,9.0199684201379808e-50,4.6741023097831449e-42,2.1042675199740441e-18,9.8305682142823414e-24,5.8167538900848703e-19,5.6531608196683258e-30,1.2056501983600627e-17,-1.1792916462281214e-19,5.9471669153478896e-33,2.5281959507418419e-15,1.339195125349923e-27,1.3206976130579263e-22,7.300911709718177e-25,3.8414116388856901e-32,-4.7808181896326198e-16,-8.2131923065254274e-25,0.88168480800000004,0.0,0.0094596188753156354,0.10884955810453982,0.00099999897829234448,1.2617055685089354e-17,1.2875194509945378e-16,3.7774539047864983e-17,2.730917361450937e-14,1.3306106255874045e-13,6.7508614271211671e-14,1.8596289795442686e-16,6.7621868911440328e-13,3.3770682135760375e-17,3.2515984605759795e-10,9.2569646436001748e-14,1.1829031197095592e-14,4.7174334025640832e-13,1.4512794515301858e-07,2.2757954050312345e-14,2.6413435281312245e-10,7.0760125636227132e-12,3.2643514905248956e-14,1.0971873169048004e-11,6.6130804189228161e-18,5.5934058132454794e-11,1.7862075947670597e-13,3.7287219897745329e-21,5.9167448496114444e-08,1.3041992224837767e-10,5.8142605033202179e-08,1.2846457707615173e-13,1.1789124163738382e-07
0.14249849093830422,0.00265103202176746,8.8275349824683023e-17,1.5173292397099989e-17,6.3212150342699806e-13,1.6422008258442728e-12,6.3334842173060584e-08,0.0,0.0,1.9473295835226528e-10,3.515715367438123e-10,1.4500739845131695e-14,-3.5840416244762709e-16,9.5659059104802879e-21,-9.7310814161544665e-36,3.1973046265256864e-35,1.0432467829443534e-24,8.703126772793598e-14,5.47447568281687e-10,1.325152547394901e-29,3.9897373136870657e-36,3.3105789125879652e-20,5.801640007724502e-32,3.8643727601393527e-26,4.2991078961430437e-12,6.2117233917753309e-14,3.0736082704420131e-17,9.7507610554976983e-24,5.9358832054260373e-11,1.6483280678589112e-18,3.0607692818989098e-20,3.4301739831181051e-18,-1.1431075643372774e-20,2.89830024745434e-22,3.3486918129971706e-15,3.0750854706041132e-27,1.334057185608488e-21,1.2701113345163318e-10,4.0437485293244902e-10,7.3525381983345057e-22,8.5369001417446279e-21,1.3049298113700744e-16,8.762014855558083e-47,3.485721710602206e-17,3.7400923507967619e-22,2.3492743510988917e-17,9.9587623119875781e-24,8.8434548822007462e-20,1.0050911461564565e-28,9.7957031918381269e-19,9.4895390357735728e-26,8.9327572225952591e-30,2.6628236377840459e-49,3.9537651552175627e-42,2.1259402107450545e-18,9.839859492554323e-24,6.5343820805141611e-19,6.0446979646015183e-30,1.3548165883322013e-17,-5.5636144664494407e-17,7.0112403131266052e-33,2.5305549016935384e-15,1.3502227377530881e-27,1.4113614023300756e-22,8.2030446163699451e-25,4.5752374012249702e-32,-2.5978126009977969e-16,-4.4629603078079447e-25,0.88168480800000004,0.0,0.0094595959673790392,0.10884953154409414,0.00099999891695625419,1.2701928609152364e-17,1.3646197545518979e-16,3.839415474439709e-17,2.7493213624809666e-14,1.3523770036617986e-13,7.1551209382502622e-14,1.8721641524201453e-16,7.1672676227739498e-13,3.5792967933401809e-17,3.4463812242383411e-10,9.319361638596466e-14,1.2537384966268041e-14,5.0000259648580998e-13,1.5385111623169307e-07,2.4121178051892477e-14,2.7995700147827046e-10,7.4998713818609502e-12,3.4598892889099318e-14,1.1629096427708111e-11,7.009089218208747e-18,5.9289022107111153e-11,1.8932026262563562e-13,3.9520751746865175e-21,6.2723794949161861e-08,1.3823232422809445e-10,6.1637310478092247e-08,1.361600925452044e-13,1.2497730805596355e-07
0.14354224649668568,0.002651031957387935,9.3564973175943481e-17,1.6082573206564741e-17,6.6998301837694666e-13,1.7409215891317286e-12,6.7140923104915278e-08,0.0,0.0,2.0638311829351475e-10,3.7265169252662342e-10,1.5765105791674043e-14,-3.7726729089444965e-16,1.0637050718597894e-20,-5.614356326817948e-37,2.4734536717082e-36,1.1719451963819528e-24,9.2242700019489421e-14,5.8035241141262477e-10,9.5170296793033811e-30,7.4278822896096751e-38,3.7201385760530548e-20,6.1518233949917217e-32,4.3410936517357329e-26,4.5605382824231767e-12,6.5839411737433307e-14,2.2044338634857916e-17,1.0955322179173428e-23,6.2922914795484075e-11,1.719364664963114e-18,3.0636073884628224e-20,3.6357177407776421e-18,1.0909637735438511e-21,3.2555365853631925e-22,3.3756994523267414e-15,3.5415288426117944e-27,1.4986312469229213e-21,1.3461649601559263e-10,4.2860434416796918e-10,7.7941592133344641e-22,8.5448805821527522e-21,1.3061427809290962e-16,9.3605930442033916e-47,3.9055187897193331e-17,4.2015338164389869e-22,2.3701269420377136e-17,1.0014926580016247e-23,9.9359347580015787e-20,1.1292096887639295e-28,1.1007551936898496e-18,1.1223465309527149e-25,1.0608310517468864e-29,8.3660788069710675e-51,3.2445188455683914e-42,2.147960405263619e-18,9.8491592640368085e-24,7.3405724530092669e-19,6.4636174926585408e-30,1.522413534085104e-17,5.3111284416815734e-18,8.2695047958062251e-33,2.532912281129749e-15,1.3618454403506672e-27,1.5171746506050672e-22,9.2165338225654948e-25,5.4491450973235323e-32,-1.1022845150888394e-16,-1.8937645126371959e-25,0.88168480800000004,0.0,0.009459571687311024,0.10884950339274263,0.00099999885194685463,1.2786690860094637e-17,1.4463313180524941e-16,3.9039462380950831e-17,2.7677013200715345e-14,1.3750439413566229e-13,7.5835584868586667e-14,1.8846829491155555e-16,7.5965779800327734e-13,3.7936203961423868e-17,3.6528147397247754e-10,9.381676962537388e-14,1.3288104097673908e-14,5.2995216483633349e-13,1.6309678831999141e-07,2.5565934596840576e-14,2.9672607028705818e-10,7.9490804420396982e-12,3.6671219197507027e-14,1.2325626944973041e-11,7.4287825900380139e-18,6.2844883129082188e-11,2.0065968200087329e-13,4.1887866838572083e-21,6.6493159789814806e-08,1.4651198994567338e-10,6.5341335572084134e-08,1.4431590969687958e-13,1.3248781674272887e-07
0.144481626499229,0.00265103189615613,9.8595788523984124e-17,1.6947374705948281e-17,7.0599044788783839e-13,1.8348177278343816e-12,7.07609168591194e-08,0.0,0.0,2.1746159012697224e-10,3.9270083744864274e-10,1.7210716142977774e-14,-3.8882371323714777e-16,1.1708001524179234e-20,-1.0400233929370446e-37,-1.022990522150448e-37,1.3012846492864564e-24,9.7198989638897366e-14,6.1164915320645893e-10,1.0720189722894196e-29,2.266047524764903e-37,4.1318251855085595e-20,6.4838534478326644e-32,4.8201889104064856e-26,4.8095058845744571e-12,6.9379471162175657e-14,2.2279418771880088e-17,1.2166005702103486e-23,6.6312705872975289e-11,1.789820326840872e-18,3.0661605376539241e-20,3.831204827605051e-18,1.7833953512953868e-21,3.6145366858182244e-22,3.4000479654645725e-15,4.0809293110502488e-27,1.6640251365169871e-21,1.4184952775696262e-10,4.5164819182234583e-10,8.2143021065368371e-22,8.5520619530098814e-21,1.307234249724871e-16,9.9375178288335203e-47,4.3274136643648845e-17,4.6653203909253438e-22,2.3891696747281223e-17,1.007018539418387e-23,1.1033967581516338e-19,1.2539915343239089e-28,1.2225693172984294e-18,1.3060629973512062e-25,1.2386250520664485e-29,1.4023630362777324e-51,3.786174698015793e-42,2.1680927121215172e-18,9.8575384721459579e-24,8.1508598356395776e-19,6.8657187562906691e-30,1.6908831851218442e-17,8.6758888428968618e-18,9.5975183159936229e-33,2.5350327530554531e-15,1.3728441923609165e-27,1.6275337051165168e-22,1.0235197746195511e-24,6.3774030115278391e-32,-1.0687991394954758e-16,-1.8357866787893468e-25,0.88168480800000004,0.0,0.0094595485943573289,0.10884947661778441,0.00099999879011641803,1.2862882386818736e-17,1.5240414177696913e-16,3.9643502255929628e-17,2.7842227497951203e-14,1.3962596121809457e-13,7.991015051942946e-14,1.895935881561062e-16,8.0048670427629038e-13,3.9974484632882629e-17,3.8491401402952292e-10,9.4376910020584459e-14,1.4002059810566259e-14,5.5843524901168454e-13,1.71890419365308e-07,2.6939940907338913e-14,3.1267403673427008e-10,8.3762914161653379e-12,3.8642062832312829e-14,1.2988047776920012e-11,7.8279231846336076e-18,6.6226840250802815e-11,2.1144379760765423e-13,4.4139062313136363e-21,7.0078232325550689e-08,1.5438620992777513e-10,6.8864256694110786e-08,1.5207237493211142e-13,1.3963112092227952e-07
0.1454210065017723,0.002651031831633689,1.0389678818594447e-16,1.7858616798014702e-17,7.4392993963820141e-13,1.933762092797238e-12,7.4575453379519087e-08,0.0,0.0,2.2913331291347032e-10,4.1382704418444575e-10,1.8898346015562867e-14,-4.0146085729060773e-16,1.2891546395685562e-20,-2.1049156234911959e-41,8.4401964539958222e-38,1.4448869252140092e-24,1.0242120272193713e-13,6.4462853633950471e-10,1.4620403945927553e-29,1.1124975284456665e-37,4.5890044622427357e-20,6.8337320935518009e-32,5.3521159229641117e-26,5.0721898582304624e-12,7.3109650909710411e-14,2.7113585251339395e-17,1.3510334187143611e-23,6.9884633517457361e-11,1.8671620152830769e-18,3.0687128319100359e-20,4.0371907925538118e-18,-5.0864603352925171e-22,4.0131174678066763e-22,3.4244380880460141e-15,4.7297137795409457e-27,1.8476597639338438e-21,1.4947063907531882e-10,4.7592946556724854e-10,8.6571371274348842e-22,8.5592432696149573e-21,1.3083256541376726e-16,1.0553478218705189e-46,4.7958513972737234e-17,5.180303208876235e-22,2.4085011706894714e-17,1.0130405624398889e-23,1.2253209552817087e-19,1.3925643156103737e-28,1.3578441765455864e-18,1.5205906674966088e-25,1.4465002797825758e-29,9.4126684309688493e-51,5.4259812782146583e-42,2.1885391224821755e-18,9.8659287972872217e-24,9.0505925141856966e-19,7.2932153004304333e-30,1.8779719081907271e-17,-2.4741985813526616e-18,1.11426288632457e-32,2.5371522953459066e-15,1.3843814662597775e-27,1.7545495828412204e-22,1.1366335552032198e-24,7.4636670397760029e-32,-1.8912928060814536e-16,-3.2492486295101217e-25,0.88168480800000004,0.0,0.0094595242603729441,0.10884944840392409,0.00099999872496362883,1.2938984503972043e-17,1.6059211959981833e-16,4.0270833590481685e-17,2.800724750877714e-14,1.4182917136587976e-13,8.4203342980712005e-14,1.9071755810099809e-16,8.4350660048922489e-13,4.2122133195721459e-17,4.0560008491172524e-10,9.4936390302077677e-14,1.4754323858820455e-14,5.8844681727425946e-13,1.8115662951671113e-07,2.8387672320217415e-14,3.294778138105568e-10,8.8264250945195419e-12,4.0718655959680225e-14,1.3686011787293758e-11,8.2484802501408006e-18,6.9790499957827634e-11,2.2280654883707126e-13,4.6511049040884524e-21,7.3855970659528844e-08,1.6268295085795017e-10,7.2576496893541382e-08,1.602450729439319e-13,1.4715831453667693e-07
0.14636038650431563,0.0026510317636440827,1.0948246165039366e-16,1.881880548609432e-17,7.8390490177408454e-13,2.0380257658257171e-12,7.8594970607907096e-08,0.0,0.0,2.4143012991335818e-10,4.3608785982489959e-10,2.0633508566702272e-14,-4.1535089668154125e-16,1.4199800779991122e-20,2.4261506058286951e-36,-6.8739373459844483e-36,1.6043206422163993e-24,1.0792342326833003e-13,6.7938090906521064e-10,1.4469155868460481e-29,3.845446726049327e-36,5.0966984670203041e-20,7.2022495417967559e-32,5.9426850668604009e-26,5.3493632507405557e-12,7.7040146593316554e-14,2.6562139374102912e-17,1.5003044458294886e-23,7.3648469512612499e-11,1.9521482139638048e-18,3.0712645199299358e-20,4.254238678974383e-18,-5.3254481468903724e-21,4.4556411721838013e-22,3.448872132221837e-15,5.4356566980498085e-27,2.0515407897053805e-21,1.5750037650774697e-10,5.0151450804297555e-10,9.1238824009860493e-22,8.5664255184656614e-21,1.3094171324084667e-16,1.121145613683996e-46,5.315969959237746e-17,5.7521276458646885e-22,2.4281513168544431e-17,1.0196121694239082e-23,1.3607026657776724e-19,1.5464107338824734e-28,1.5080657167547701e-18,1.7711451647906823e-25,1.6895617831575774e-29,5.8472167535977773e-50,5.4528247396350764e-42,2.2093164904445836e-18,9.8743326001399608e-24,1.0049633642033018e-18,7.7478143653444884e-30,2.0857356024548983e-17,-2.5916626019845641e-17,1.2940771066227597e-32,2.5392711001464794e-15,1.3964862995821864e-27,1.9008350546061673e-22,1.2622353168319269e-24,8.7348039511693935e-32,-1.3924542913653556e-16,-2.392436283425344e-25,0.88168480800000004,0.0,0.0094594986187732516,0.10884941867396088,0.00099999865631022924,1.3014997323640031e-17,1.6921938208072857e-16,4.0922730888516245e-17,2.817207345268282e-14,1.4411849267338352e-13,8.8726863447241163e-14,1.9184020624157414e-16,8.8883477445519483e-13,4.4385003276286141e-17,4.2739608363106828e-10,9.5495211133220767e-14,1.5546946558387339e-14,6.2006869245888017e-13,1.9092077425559046e-07,2.9913074557321745e-14,3.4718321447436781e-10,9.3007082678669361e-12,4.2906658217561242e-14,1.4421421187731729e-11,8.6916000261850984e-18,7.3545611244771054e-11,2.3477890440539093e-13,4.9010291568255004e-21,7.7836712004241185e-08,1.7142482857228525e-10,7.6488213067502221e-08,1.6885628536807458e-13,1.5508999463732964e-07
