Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779)
0.21487444709408163,0.002650973935897569,4.8250340285764598e-15,8.3236064781754182e-16,3.3865528953724136e-11,9.1558033012901459e-11,3.4981723567882365e-06,0.0,0.0,1.0002419422325448e-08,1.9299159515885047e-08,2.9731396039271603e-11,1.2671936012205508e-15,2.3435170338136241e-17,1.0336660526532223e-34,7.9075940600153498e-33,2.9804711455862065e-21,4.6396052930559645e-12,3.0533020988848894e-08,7.5759937223861132e-27,1.0907427106850204e-32,1.0079469815358633e-16,3.4591237376743443e-30,1.1038276985340834e-22,3.7690963700215611e-10,3.3945611769077086e-12,3.0818932012796483e-16,2.8812871950291092e-20,3.2738082438473563e-09,1.4885476421788345e-15,3.7298668826225456e-20,1.8753394436966389e-16,-2.5226551563160238e-21,8.5349180228999245e-19,9.9608931947429294e-15,3.3918715653530359e-22,3.8166692600525507e-18,6.7687454406613526e-09,2.2037385859989852e-08,4.5296853635368879e-20,1.1044141175120258e-20,1.6494404697497085e-16,3.8864287101819679e-44,1.0314680654060273e-13,1.1039346670076592e-18,6.1399573175401319e-16,9.9369570958787075e-22,2.612473890328329e-16,2.9690223216103698e-25,2.9804693124283732e-15,1.4840201401382277e-20,1.4167636512840634e-24,4.3576164174717938e-44,1.2797359142902667e-37,1.4988811066527202e-17,1.5129266996639906e-23,1.9283366451557104e-15,8.4626394970392056e-27,4.1544545754163535e-14,-1.2319376701465377e-17,9.4986397045338037e-28,3.0769589579712324e-15,1.1227409094618099e-26,6.0197058941948683e-18,2.4491914760357509e-21,7.5165442936166103e-27,4.409764001667351e-16,7.5751931916030365e-25,0.88168480800000004,0.0,0.0094376891739709392,0.10882413215957287,0.00099994024886929296,1.8327468333513412e-17,7.3072963847089538e-15,4.6856810523669198e-16,3.9683847133433666e-14,1.6435468456776588e-12,3.830820114960297e-12,2.7024831238985062e-16,3.848828824205409e-11,1.9167292932542177e-15,1.8505209137080391e-08,1.3449775900669074e-13,6.7124284024829143e-13,2.6851975828053594e-11,8.4970686568270668e-06,1.2920852988876956e-12,1.5033459413281672e-08,4.0167149890187424e-10,1.8532846155506556e-12,6.2278117138191713e-10,3.7526174631715286e-16,3.267396222348646e-09,1.0138143011993792e-11,2.1164825848518197e-19,3.4643027731933863e-06,7.4104495810058504e-09,3.40145189477713e-06,7.3117091933200041e-12,6.902669515893943e-06
0.2151014152302405,0.0026509732036952673,4.8842985288250268e-15,8.4262128384322535e-16,3.4273237312813512e-11,9.2701956671069522e-11,3.5414808119966078e-06,0.0,0.0,1.0117718355380777e-08,1.9537140957278163e-08,3.0471452511818531e-11,1.3526067342804061e-15,2.4012460401104255e-17,7.1352187099720883e-34,9.0314215763388613e-33,3.0524999832212417e-21,4.6951863064974785e-12,3.091470819451728e-08,7.8272223914107374e-27,1.1554268357325084e-32,1.0330541974010813e-16,3.5038745786966717e-30,1.1305013613046969e-22,3.8331668209053172e-10,3.4362463829664791e-12,3.1473331892997288e-16,2.9520607182840454e-20,3.314319313779563e-09,1.5251230397180334e-15,3.7421393732138531e-20,1.8983809334664839e-16,3.6575447029362326e-21,8.7447159861958155e-19,1.0084009568785663e-14,3.5181627242452555e-22,3.9089713668173304e-18,6.8498053787640743e-09,2.2307274203451842e-08,4.5916889555715348e-20,1.1094348676529088e-20,1.6560961197413772e-16,3.9779662718113375e-44,1.0571640274684385e-13,1.1310530444984928e-18,6.2820748812786619e-16,1.0172968013759047e-21,2.6766351818838054e-16,3.0419427579127076e-25,3.0546850443463258e-15,1.5398213215209752e-20,1.4695430388349961e-24,4.6111337241610908e-44,1.3399242304460872e-37,1.5284136089971267e-17,1.5246296741807437e-23,1.9757018613616021e-15,8.7627447730493224e-27,4.2583117995862488e-14,1.7769750153777524e-17,9.8518545938571168e-28,3.0869936086781399e-15,1.1355351827402852e-26,6.2404642095073069e-18,2.5096630593938552e-21,7.7972101842308366e-27,3.9865177689093662e-16,6.8495084452434676e-25,0.88168480800000004,0.0,0.0094374130238886675,0.10882381198580808,0.00099993950904604168,1.8344351589854928e-17,7.3952491656671205e-15,4.7387849058319175e-16,3.9720346024764554e-14,1.6621631729377544e-12,3.8769209662844843e-12,2.7049691201418743e-16,3.8952801403854972e-11,1.9398005550953693e-15,1.8728523425647051e-08,1.3462112480314632e-13,6.7932066340235424e-13,2.7176073900128357e-11,8.6022565124085532e-06,1.3076383377600868e-12,1.5214894200159613e-08,4.0650559145195052e-10,1.8755921929449274e-12,6.3027579468601434e-10,3.7977769472771687e-16,3.3078440084952839e-09,1.0260138163528335e-11,2.1419525900993272e-19,3.5071903376611474e-06,7.4997246210694905e-09,3.4435248108282832e-06,7.3999525650514463e-12,6.9881233507306196e-06
0.2153283833663994,0.002650972462688258,4.9442642365922649e-15,8.5300418933337427e-16,3.468557586769158e-11,9.3859894187576804e-11,3.5853103078956662e-06,0.0,0.0,1.023420731583013e-08,1.9777962107187418e-08,3.1229730839414204e-11,1.440040543211443e-15,2.4603716712155186e-17,7.7114051550404651e-34,1.1660217270662915e-32,3.1262174713229248e-21,4.7513919077888347e-12,3.1301076554890974e-08,8.0892751039994205e-27,1.2694406080291995e-32,1.0587778377376382e-16,3.5512102923761414e-30,1.1578002722769689e-22,3.89843196568218e-10,3.4784245683960132e-12,3.2133563637412614e-16,3.0245354872526088e-20,3.355317309108316e-09,1.5625795276837398e-15,3.7546876474792282e-20,1.9216952671080394e-16,-2.3588706219531624e-21,8.9595631047272448e-19,1.0209996321945792e-14,3.6491041580517468e-22,4.0034396857690801e-18,6.9317755604543735e-09,2.2580337186846196e-08,4.654580694571771e-20,1.1145716953715994e-20,1.6629024848250951e-16,4.071686030824036e-44,1.0834909875794388e-13,1.1588233721006025e-18,6.4275958306817026e-16,1.0414463380686599e-21,2.7423384249363406e-16,3.1166157426413143e-25,3.1307219403686601e-15,1.5977005303933854e-20,1.5242636021935378e-24,4.8453865456856511e-44,1.3997975606819245e-37,1.5588222051091726e-17,1.5366094745978807e-23,2.0242056016714367e-15,9.0735803411324051e-27,4.3647326997413417e-14,-1.1517305605230534e-17,1.0218039697677726e-27,3.0972553273528587e-15,1.1484946038587647e-26,6.4691949593744449e-18,2.5715996850945658e-21,8.0882307615943375e-27,4.179712693436473e-16,7.1795169032968937e-25,0.88168480800000004,0.0,0.0094371335530721977,0.10882348796197482,0.00099993876031930396,1.8361230593402159e-17,7.4842003062955056e-15,4.7925229808671966e-16,3.9756834242868224e-14,1.681001804654722e-12,3.9235449097527895e-12,2.707454389610479e-16,3.9422618577237596e-11,1.9631337225838592e-15,1.8954387012083812e-08,1.3474444945020531e-13,6.8749014182938427e-13,2.7503873236997781e-11,8.7087096602026154e-06,1.3233679474386809e-12,1.5398400606909557e-08,4.1139454235186744e-10,1.8981530062774164e-12,6.3785545582904531e-10,3.8434488348860754e-16,3.3487783832402252e-09,1.0383517321548931e-11,2.167711591086314e-19,3.5505938409562613e-06,7.590015027709411e-09,3.486102952200777e-06,7.4892035062013218e-12,7.0746051879599071e-06
0.21555535150255828,0.0026509717127769015,5.0049388040738101e-15,8.6351076139532678e-16,3.5102590720321326e-11,9.5032010450866209e-11,3.6296667528982486e-06,0.0,0.0,1.0351895301553475e-08,2.0021654705216101e-08,3.2006679898453069e-11,1.5292297524581857e-15,2.5209267619544136e-17,-2.7365670666240276e-34,8.6807908903790253e-33,3.2016613476258937e-21,4.8082281819571606e-12,3.1692181278305551e-08,8.3614136607398072e-27,1.2513990372198577e-32,1.0851327074856863e-16,3.5984514680552502e-30,1.1857384010117912e-22,3.9649155458205458e-10,3.5211011071055859e-12,3.2839440389627926e-16,3.0987510592919304e-20,3.3968077400331268e-09,1.6009376591641983e-15,3.7675179179044427e-20,1.9452854291436676e-16,2.0486697639483094e-21,9.1795770217969765e-19,1.0338922328590162e-14,3.7848643219503757e-22,4.1001227123264833e-18,7.0146648075449949e-09,2.2856609025667476e-08,4.7183739963924679e-20,1.1198272658488686e-20,1.6698629481133467e-16,4.167639603729494e-44,1.1104641050731759e-13,1.1872608118058103e-18,6.576599252252572e-16,1.0661564260998096e-21,2.8096194686266397e-16,3.1930820163695152e-25,3.2086237045339723e-15,1.6577341417081804e-20,1.5809955106240718e-24,5.0280010783914384e-44,1.4641831555830802e-37,1.5901360151605768e-17,1.5488725306854006e-23,2.0738743371693595e-15,9.3955250679209998e-27,4.4737793554800025e-14,9.9370534816541796e-18,1.0597663121677138e-27,3.1077492758865414e-15,1.1616213719699041e-26,6.706179775781204e-18,2.6350358332482311e-21,8.3899819012027324e-27,3.8044044919286355e-16,6.5361244852414807e-25,0.88168480800000004,0.0,0.0094368507239052483,0.10882316004446146,0.00099993800258804839,1.8378105352086379e-17,7.5741597343082739e-15,4.8469024572603558e-16,3.9793311787231223e-14,1.70006525681211e-12,3.9706971417482873e-12,2.7099389322714958e-16,3.9897793294265113e-11,1.9867314005768664e-15,1.9182825610655738e-08,1.348677328856536e-13,6.9575218599114006e-13,2.7835411208988198e-11,8.8164424427138628e-06,1.3392758843722934e-12,1.5583999539782514e-08,4.1633889674706462e-10,1.9209695741653681e-12,6.4552099953374876e-10,3.8896382159815032e-16,3.3902048634738127e-09,1.050829422946129e-11,2.1937624585498002e-19,3.5945191327292899e-06,7.6813309481391793e-09,3.5291920242655718e-06,7.5794721850950619e-12,7.1621266825324191e-06
0.21578231963871716,0.002650970953860511,5.0663299518428631e-15,8.7414232841317238e-16,3.5524328277480588e-11,9.6218472138000779e-11,3.6745561144358901e-06,0.0,0.0,1.0470791538571261e-08,2.0268250560813589e-08,3.2802732220917116e-11,1.6206068972352223e-15,2.5829448851979666e-17,2.5163495464417961e-34,9.2885883528963704e-33,3.2788701277046575e-21,4.8657011983488466e-12,3.2088078173816237e-08,8.638409507488158e-27,1.3054634096777573e-32,1.1121339576214238e-16,3.6460497942340075e-30,1.214330004915154e-22,4.0326417859972691e-10,3.5642814208130988e-12,3.3503410644612294e-16,3.1747478647365428e-20,3.4387961715080361e-09,1.6402184457475425e-15,3.7806365250752336e-20,1.9691544309673488e-16,-2.4554381944799467e-21,9.40487796654645e-19,1.0470858069184315e-14,3.9256172204009634e-22,4.1990699444502966e-18,7.098481972214281e-09,2.3136124231226345e-08,4.7830824739925628e-20,1.1252043021028431e-20,1.6769809618096273e-16,4.2658798039617569e-44,1.1380988937645506e-13,1.2163808603268945e-18,6.7291659882094721e-16,1.0914394169180842e-21,2.8785149448832269e-16,3.2713832135097323e-25,3.2884350611184911e-15,1.7200013056906082e-20,1.6398114139728033e-24,5.1567666249838543e-44,1.531314221527081e-37,1.6223851674369568e-17,1.5614254142187926e-23,2.1247351231197792e-15,9.7289708593902021e-27,4.5855153158877004e-14,-1.1988411644152393e-17,1.0991209487594355e-27,3.1184807265408165e-15,1.1749177176500093e-26,6.9517099971431875e-18,2.7000067598316513e-21,8.7028528432889037e-27,3.9918281698396575e-16,6.8566389163416943e-25,0.88168480800000004,0.0,0.0094365644983967854,0.10882282818922193,0.00099993723575023293,1.8394975873906406e-17,7.6651374435224803e-15,4.9019305861653423e-16,3.9829778657292829e-14,1.7193560703832968e-12,4.0183828932234009e-12,2.7124227480889019e-16,4.0378379469562318e-11,2.0105962113524778e-15,1.9413865119000269e-08,1.3499097504645683e-13,7.0410771240966354e-13,2.8170725454028475e-11,8.9254693455729284e-06,1.3553639168771278e-12,1.5771712054473557e-08,4.2133920345139675e-10,1.944044432232284e-12,6.5327327619897066e-10,3.936350214427046e-16,3.4321290211727651e-09,1.0634482721477322e-11,2.2201080825167031e-19,3.6389721210415891e-06,7.7736825986859694e-09,3.5727977887817516e-06,7.6707688427494927e-12,7.2506996057614056e-06
0.21600928777487605,0.002650970185837379,5.1284454690885761e-15,8.8490031101043693e-16,3.5950835263064922e-11,9.7419447720005569e-11,3.719984419011561e-06,0.0,0.0,1.0590905024756e-08,2.0517782010724379e-08,3.3618371567262168e-11,1.7139113951297312e-15,2.6464603670622501e-17,9.8601792345621081e-34,7.101355753128422e-33,3.357883124202045e-21,4.9238171215296e-12,3.2488823656510145e-08,8.9267474463460991e-27,1.3949670438065337e-32,1.1397970909048902e-16,3.6942624374639233e-30,1.2435896362918487e-22,4.1016354008908421e-10,3.6079709793062338e-12,3.4231346503570636e-16,3.2525672242449576e-20,3.4812882232816319e-09,1.6804433644804201e-15,3.7940499407053054e-20,1.9933053110025017e-16,2.659705103847172e-21,9.6355888404849099e-19,1.0605875662975831e-14,4.0715441824402266e-22,4.3003318996140393e-18,7.1832359967574541e-09,2.341891761155917e-08,4.8487199753808456e-20,1.1307055859036218e-20,1.684260048957483e-16,4.3664606616496139e-44,1.1664112278413335e-13,1.2461993557711534e-18,6.8853786622392739e-16,1.1173079107101734e-21,2.9490622900174808e-16,3.351561891911326e-25,3.3702017714796304e-15,1.7845840317686999e-20,1.7007865248584719e-24,5.6857075604272351e-44,1.6012809464083756e-37,1.6556008278327146e-17,1.5742748417978534e-23,2.1768156107328326e-15,1.0074323079003271e-26,4.7000056246366926e-14,1.29085204575795e-17,1.1399180484913409e-27,3.1294550632378306e-15,1.1883859033671664e-26,7.2060869370419871e-18,2.76654851265527e-21,9.0272466394817771e-27,3.6108540100668626e-16,6.2039171250142568e-25,0.88168480800000004,0.0,0.0094362748381807242,0.10882249235177527,0.00099993645970280261,1.8411842166928995e-17,7.7571434949100295e-15,4.9576146901642793e-16,3.98662348524449e-14,1.738876811349448e-12,4.0666074300079379e-12,2.7149058370234643e-16,4.0864431398216354e-11,2.0347307947467288e-15,1.9647531617084537e-08,1.351141758687573e-13,7.1255764371129003e-13,2.8509853875968771e-11,9.0358049976549566e-06,1.3716338250603836e-12,1.5961559355158125e-08,4.2639601492245428e-10,1.9673801329933097e-12,6.6111314185974865e-10,3.9835899882126546e-16,3.474556483446894e-09,1.0762096724461781e-11,2.2467513721681801e-19,3.6839587724148909e-06,7.8670802655091602e-09,3.6169260639285085e-06,7.7631037924042033e-12,7.3403358454206266e-06
0.21623625591103493,0.002650969408604786,5.1912932135181329e-15,8.9578605498430209e-16,3.6382158701135936e-11,9.8635107474099441e-11,3.7659577524927403e-06,0.0,0.0,1.0712244986459105e-08,2.0770281457450616e-08,3.4454047513394149e-11,1.8096607796805975e-15,2.7115083023751975e-17,-5.3166990475620923e-35,9.5729529479584414e-33,3.4387404527565582e-21,4.9825820899810151e-12,3.2894474747337999e-08,9.2225513760933461e-27,1.4250196248612336e-32,1.1681379691086349e-16,3.7447606712817226e-30,1.2735321445595085e-22,4.1719216039621759e-10,3.6521753002766834e-12,3.4914946693887847e-16,3.3322513666009984e-20,3.5242895701621741e-09,1.721634366643464e-15,3.8077647710991156e-20,2.017741134622474e-16,-3.1685119921556938e-21,9.8718352389468965e-19,1.0744048893906996e-14,4.2228319277401351e-22,4.4039601329463325e-18,7.2689358344398871e-09,2.3705024270709497e-08,4.9153005414243538e-20,1.1363339587037247e-20,1.6917038054189819e-16,4.4694374485067806e-44,1.1954173492751298e-13,1.2767324844323892e-18,7.0453217127865225e-16,1.1437747616149341e-21,3.0212997636577929e-16,3.4336615364737701e-25,3.4539706552952934e-15,1.8515672855803572e-20,1.7639987060892328e-24,5.8515105434666033e-44,1.6744826790564696e-37,1.6898152340858995e-17,1.5874276770902848e-23,2.2301440588291443e-15,1.0432000989215544e-26,4.817316851390638e-14,-1.5460926702068022e-17,1.1822095445772589e-27,3.1406777833974965e-15,1.2020282240204382e-26,7.4696221947541736e-18,2.8346979476627962e-21,9.363580627466969e-27,3.8973019297279307e-16,6.693958952991242e-25,0.88168480800000004,0.0,0.0094359817045140786,0.10882215248720364,0.00099993567434168771,1.8428704239288986e-17,7.8501880145295086e-15,5.0139621636088457e-16,3.9902680372031128e-14,1.7586300708204141e-12,4.1153760519717311e-12,2.7173881990326911e-16,4.1356003752882668e-11,2.0591378077581951e-15,1.988385136582363e-08,1.3523733528786698e-13,7.2110290849064799e-13,2.885283464274663e-11,9.1474641717936282e-06,1.3880874006849511e-12,1.6153562793471761e-08,4.315098872196504e-10,1.990979245666417e-12,6.6904145812374322e-10,4.0313627286943466e-16,3.5174929328138588e-09,1.0891150254626241e-11,2.2736952556235961e-19,3.7294851121237518e-06,7.9615343029460923e-09,3.6615827245700661e-06,7.8564874190255603e-12,7.4310474063265709e-06
0.21646322404719381,0.002650968622059008,5.2548811119240464e-15,9.0680102518267837e-16,3.6818345930888436e-11,9.9865623499471196e-11,3.8124822605045686e-06,0.0,0.0,1.0834820373385217e-08,2.1025781878647604e-08,3.531027330933541e-11,1.9073856973696672e-15,2.7781245706870686e-17,6.4248554690077754e-34,7.0390962723412663e-33,3.5214830533945142e-21,5.0420023497836748e-12,3.3305089083494233e-08,9.5313655434840604e-27,1.4346783886888633e-32,1.197172820913345e-16,3.7942172820568294e-30,1.3041726841648562e-22,4.2435261171313001e-10,3.6968999498090623e-12,3.5696357914683853e-16,3.4138434469180154e-20,3.5678059423729285e-09,1.7638138874054338e-15,3.8217877597911402e-20,2.0424649944352315e-16,4.1301489334974205e-21,1.0113745540793126e-18,1.0885453255985485e-14,4.3796747073780381e-22,4.5100072575823251e-18,7.3555905381679969e-09,2.3994479610955538e-08,4.9828384606232786e-20,1.142092322879036e-20,1.6993159013521874e-16,4.5748667050282949e-44,1.2251338759161463e-13,1.30799678777304e-18,7.2090814295904936e-16,1.1708530813009414e-21,3.0952664648799173e-16,3.5177265946873013e-25,3.5397896137896704e-15,1.9210390931737813e-20,1.8295285601322051e-24,6.0778021361325791e-44,1.7509612803756527e-37,1.7250617325969525e-17,1.6008909342078765e-23,2.2847493460051283e-15,1.0802438205327057e-26,4.937517126073291e-14,2.0063305099136861e-17,1.2260491945911757e-27,3.1521545000469066e-15,1.2158470075026446e-26,7.7426379941151353e-18,2.9044927457572277e-21,9.7122869176056973e-27,3.3727324797154231e-16,5.7954338861297138e-25,0.88168480800000004,0.0,0.0094356850582745042,0.10882180855014925,0.00099993487956179261,1.8445562099189891e-17,7.944281195063917e-15,5.0709804730922627e-16,3.9939115215346449e-14,1.7786184651966608e-12,4.1646940935682851e-12,2.7198698340707897e-16,4.1853151584171259e-11,2.0838199248007274e-15,2.0122850807227424e-08,1.353604532382599e-13,7.297444413947971e-13,2.9199706186444124e-11,9.2604617857221077e-06,1.4047264471834276e-12,1.6347743868514725e-08,4.3668138000741343e-10,2.0148443561854268e-12,6.7705909217393045e-10,4.0796736610645535e-16,3.560944107563261e-09,1.1021657420080578e-11,2.3009426799496765e-19,3.7755572245808229e-06,8.0570551346949377e-09,3.7067737026121104e-06,7.950930179309025e-12,7.5228464111049255e-06
0.2166901921833527,0.0026509678260953095,5.3192171599319617e-15,9.1794656449737893e-16,3.7259444585385016e-11,1.0111116973276526e-10,3.8595641488278801e-06,0.0,0.0,1.0958640457116755e-08,2.1284316222403345e-08,3.6187504152843739e-11,2.007888990731559e-15,2.8463458524123033e-17,1.0160656744415565e-33,6.6415020742983619e-33,3.606152697505127e-21,5.1020840921966075e-12,3.3720724917490345e-08,9.847896607553773e-27,1.537267721062086e-32,1.2269182500455749e-16,3.8453647170733794e-30,1.3355267171431961e-22,4.316475180705894e-10,3.7421505420874929e-12,3.6387609423300585e-16,3.4973875651650375e-20,3.6118431259147649e-09,1.8070048556792817e-15,3.8361257900006669e-20,2.0674800101342944e-16,-5.5927553498947948e-21,1.0361450922578044e-18,1.1030165980149066e-14,4.5422725637851697e-22,4.6185269626423459e-18,7.4432091489289158e-09,2.4287319331427955e-08,5.0513482083326178e-20,1.1479836428362224e-20,1.7071000824914757e-16,4.6828062685194553e-44,1.2555778098361134e-13,1.3400091695361822e-18,7.3767459913058759e-16,1.1985562439392212e-21,3.1710023482922771e-16,3.6038024746436836e-25,3.6277076536721707e-15,1.9930906493909965e-20,1.897459523277424e-24,6.407432078338124e-44,1.8312365920260359e-37,1.7613748167060579e-17,1.6146717803552037e-23,2.3406609830559792e-15,1.118608316925519e-26,5.0606761742024701e-14,-2.7262090237672738e-17,1.2714926422199092e-27,3.1638909440174884e-15,1.2298446152228443e-26,8.0254675292867945e-18,2.9759714298286102e-21,1.0073812904653603e-26,3.9121877021926655e-16,6.7185695035366773e-25,0.88168480800000004,0.0,0.0094353848599577992,0.10882146049481169,0.00099993407525699146,1.8462415754904096e-17,8.0394332931588696e-15,5.1286771579148654e-16,3.9975539381636118e-14,1.7988446363347015e-12,4.2145669227286926e-12,2.7223507420886058e-16,4.2355930317430411e-11,2.1087798371774943e-15,2.0364556562874739e-08,1.354835296535641e-13,7.3848318294206733e-13,2.9550507201338216e-11,9.3748129030443357e-06,1.4215527794986285e-12,1.6544124225776787e-08,4.4191105650603923e-10,2.0389780669793417e-12,6.8516691669465033e-10,4.1285280433393647e-16,3.6049158021302125e-09,1.115363241663107e-11,2.3284966109091837e-19,3.8221812537342514e-06,8.1536532516306717e-09,3.7525049873669165e-06,8.046442601156483e-12,7.615745100982052e-06
0.21691716031951158,0.0026509670206079344,5.3843094228719225e-15,9.2922421041463946e-16,3.7705502614907824e-11,1.0237192196438847e-10,3.9072096837986819e-06,0.0,0.0,1.1083714060832943e-08,2.1545918184894494e-08,3.7086301864538372e-11,2.1102021498737762e-15,2.9162096454703803e-17,3.7574219850568191e-34,1.1828046371008148e-32,3.6927920112683317e-21,5.162833664301266e-12,3.4141441131135271e-08,1.0179676168242265e-26,1.5367783841853185e-32,1.2573912435361308e-16,3.8964183645941681e-30,1.3676100217895209e-22,4.390795563451735e-10,3.7879327401390276e-12,3.7253198214958542e-16,3.5829287850178099e-20,3.6564069629260132e-09,1.8512307041801737e-15,3.8507858869738453e-20,2.0927893289249004e-16,8.0598111900901502e-21,1.0615085467409498e-18,1.1178266087309297e-14,4.7108338622071146e-22,4.729574033548733e-18,7.5318008450573802e-09,2.4583579431628133e-08,5.1208445366349726e-20,1.1540109462944764e-20,1.7150601714002367e-16,4.793315301539686e-44,1.2867665457952996e-13,1.3727869029761161e-18,7.5484055035165295e-16,1.2268978899886606e-21,3.2485482409070406e-16,3.6919355927598894e-25,3.7177749114257663e-15,2.067816429610566e-20,1.9678779608520935e-24,6.8838118195429725e-44,1.9150521034463057e-37,1.7987901661389082e-17,1.6287775392871634e-23,2.3979091255782979e-15,1.1583399631630963e-26,5.1868653527802447e-14,3.9187455255308587e-17,1.3185974815433854e-27,3.1758929661509022e-15,1.2440234426776227e-26,8.3184553275015364e-18,3.0491733822235552e-21,1.0448621786081811e-26,2.9781967003546214e-16,5.119217923725476e-25,0.88168480800000004,0.0,0.0094350810696753953,0.10882110827494491,0.00099993326132012173,1.8479265214773264e-17,8.1356546320317842e-15,5.1870598305662404e-16,4.0011952870094917e-14,1.8193112517110398e-12,4.2649999418578779e-12,2.7248309230335668e-16,4.2864395754282935e-11,2.1340202535506435e-15,2.0608995434594352e-08,1.3560656446655319e-13,7.4732007968061587e-13,2.9905276644628162e-11,9.4905327341853896e-06,1.4385682241552212e-12,1.6742725657501809e-08,4.4719948351228335e-10,2.0633829970632711e-12,6.9336580989985997e-10,4.1779311672449156e-16,3.6494138674638644e-09,1.1287089532000843e-11,2.3563600330569357e-19,3.8693634034569964e-06,8.2513392139065186e-09,3.7987826259134576e-06,8.1430352838535844e-12,7.7097558365591245e-06
0.21714412845567047,0.0026509662054901065,5.4501660349887066e-15,9.4063525375577792e-16,3.8156568251045513e-11,1.0364805785321869e-10,3.9554251926821887e-06,0.0,0.0,1.121005060380673e-08,2.1810621154194372e-08,3.8007102287879973e-11,2.2159547115467653e-15,2.9877542819623405e-17,5.1801781854748028e-34,7.798760621435127e-33,3.7814444792107476e-21,5.2242572775912122e-12,3.4567297228683927e-08,1.0517673429708317e-26,1.5939757428343662e-32,1.2886091801009668e-16,3.9501270165819689e-30,1.4004386939685484e-22,4.4665145727307978e-10,3.8342522550900359e-12,3.7901773521560338e-16,3.6705131530094053e-20,3.7015033520236787e-09,1.8965153794848832e-15,3.8657752205702322e-20,2.1183961251266622e-16,-1.2181688146514705e-20,1.0874786152038042e-18,1.1329834406392759e-14,4.8855726809106497e-22,4.8432043692200899e-18,7.6213747298832376e-09,2.488329620772325e-08,5.191342355483344e-20,1.1601773254077156e-20,1.7232000688314039e-16,4.9064543207654346e-44,1.3187178798353533e-13,1.4063476382069421e-18,7.7241520371966466e-16,1.2558919312664775e-21,3.327945859611534e-16,3.7821733533361379e-25,3.8100426779514657e-15,2.1453143049937406e-20,2.0408732681885937e-24,6.847865055438319e-44,2.0029675836245911e-37,1.8373446876474891e-17,1.6432156940062018e-23,2.4565245867864243e-15,1.1994867156970649e-26,5.3161576867460511e-14,-5.9333554515193324e-17,1.3674233226508992e-27,3.1881665395171301e-15,1.2583859199799708e-26,8.6219576108321923e-18,3.1241388623702549e-21,1.0837193111049568e-26,4.2055547387327258e-16,7.219907192073407e-25,0.88168480800000004,0.0,0.0094347736471519974,0.10882075184385445,0.00099993243764297636,1.8496110487208778e-17,8.2329555969332713e-15,5.246136177156371e-16,4.0048355679866471e-14,1.8400210045779166e-12,4.3159985859374261e-12,2.7273103768496383e-16,4.3378604066933166e-11,2.1595438990365224e-15,2.0856194401777188e-08,1.3572955760913884e-13,7.5625608387723842e-13,3.026405373296997e-11,9.6076366373136927e-06,1.4557746189851507e-12,1.6943570100787135e-08,4.5254723131521823e-10,2.0880617816602876e-12,7.0165665540718009e-10,4.2278883564777084e-16,3.6944442113808439e-09,1.1422043138699413e-11,2.384535949311763e-19,3.9171099379240825e-06,8.3501236471710316e-09,3.8456127234406288e-06,8.2407188971457263e-12,7.8048910985639496e-06
