Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276),S(1952),S(3263),S(199),C3H7O(185),CHO3(319)
0.0,0.0020087214353894404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0020087214353894404,6.0361803055663402e-30,1.4173908951638603e-38,4.7532053263330935e-37,2.2555775904881021e-38,4.209166876861734e-45,0.0,0.0,4.3919805404972243e-25,1.6116105046087128e-37,2.9019132333012654e-44,4.770320292942724e-51,2.8954493459632291e-54,3.6123687586324195e-68,4.2014992751667419e-56,4.687304152109988e-44,3.7759644407847302e-25,4.7415591891407625e-37,-3.7141557724219798e-93,3.6249520685185783e-91,8.6286047722225184e-61,8.0208902228011094e-59,7.650284784786255e-39,7.659314016550748e-51,8.9778649580603603e-40,4.7670884120011912e-68,6.1852772905320169e-57,5.4581019840268305e-34,1.16811326212351e-37,1.3770958209192949e-25,4.878698219797907e-50,1.3095716737098429e-68,2.3925630964848282e-64,1.2348534339849025e-50,1.6362819055360387e-83,1.2675341262562311e-62,1.6146688619171714e-32,2.6152666978039371e-44,5.0104488559514502e-47,2.4858718459395657e-50,1.497221031151821e-32,1.2174209962394372e-66,1.2751867211482244e-68,5.5309060370285395e-61,5.5949516620668264e-54,1.3251989623587168e-46,9.6460599932462867e-64,7.7730810933611195e-66,4.0633799686098078e-65,7.1506858349398085e-98,1.9218923499667597e-89,-8.4110821343437457e-130,-2.1080994408987762e-122,1.1296810858234018e-61,2.8147447681514034e-59,9.5810201705256978e-68,1.3111181777951915e-77,1.5015978893894068e-63,1.3695919808645373e-75,1.804273824972806e-82,3.0500277002079799e-43,1.1696767633209367e-46,1.2284146466669521e-56,3.3831244621054601e-58,2.2695368813958161e-75,2.662453135143388e-87,-6.4573923144405725e-89,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.446056099263622e-25,1.3770959027747457e-25,1.4460561189389542e-25,7.6516080686353351e-33,5.6930746123534599e-33,7.2867146219216057e-33,2.813648734089658e-42,2.6641417542906689e-26,1.071314029301225e-42,1.0885224556300768e-32,1.1496084338083851e-48,4.3772046848551794e-49,2.252732660593066e-26,7.0191673138329425e-43,1.126366330323903e-26,9.2042778305856879e-33,4.6021389067222542e-33,9.8406491583582317e-42,4.0207198280592094e-48,4.6798357296942336e-58,4.199882883567623e-64,1.175197285499955e-27,2.0996128585621346e-57,2.3090981069170708e-57,6.2183957031225958e-35,4.0071679957010194e-45,1.1591852312824112e-42,5.9352350300092107e-43,1.8099267125862975e-51,2.3128005316019179e-57,9.4497048019277342e-64,5.9480811425073536e-43,1.0103048674965279e-72,5.0904276218467685e-43,2.0798610908909799e-49,7.3510305654061431e-74,4.5577783334586631e-80,2.6918929499210735e-59,2.2637427117843215e-36,5.0984897912125335e-43,2.0831551556790013e-49,5.8927352984942858e-51,5.060678353746155e-50,1.9023298643891055e-69,1.0188262376640122e-71,2.5491148795687334e-79,5.5256931652239898e-87,2.5194081036838501e-97,3.5228518545935054e-76,4.5354314501518944e-79,5.9854615446657099e-83,1.9962448380454842e-71,3.769066548128617e-92,5.5788416845284213e-96,1.0605961024203134e-43,2.4849711833267454e-50,1.0983044185620204e-60
3.0000000000000002e-15,0.0020087214353894404,1.9833162011875062e-29,5.3347790965571164e-38,3.1235348584812768e-36,1.2308676647079011e-37,3.9686429931139155e-44,0.0,0.0,1.4430793221601615e-24,1.0590583321459825e-36,1.9069634315821749e-43,4.4977166901908817e-50,2.7299945970597598e-53,3.4059347684607093e-67,2.7609848176123032e-55,3.0802148124931649e-43,1.2406739775004154e-24,3.1158816949469834e-36,2.1966727554261394e-91,4.4535211416350315e-90,8.1355648233387646e-60,7.5625506631855838e-58,2.5136400226038102e-38,7.2216388343702812e-50,5.8997397176121185e-39,5.8840492364579993e-67,5.8318317939229022e-56,3.5867525622952929e-33,7.6761724901855497e-37,4.5247429029209485e-25,4.5999149569093298e-49,1.9830260868762799e-67,2.9394555672586506e-63,1.5170683749331741e-49,2.2266978917420771e-82,1.1951163987475034e-61,1.0610680894718199e-31,2.4658228557112539e-43,4.7240550388604003e-46,2.3450358019479069e-49,9.8388805804940663e-32,8.0001996464928771e-66,1.9316191140715766e-67,6.7978134288917831e-60,6.8737974974486188e-53,1.2494732460672417e-45,1.1850871964454028e-62,9.549509876953331e-65,4.9921518714575829e-64,1.2871736106988056e-96,2.9104289408754312e-88,4.4939551256599691e-128,1.5102711387747059e-112,1.3889293887478104e-60,3.4594891219884795e-58,1.4513079615168097e-66,1.9854064146713979e-76,2.2738216172317908e-62,2.465224160530175e-74,2.7319719460432547e-81,2.8757403050889018e-42,1.1028028019262814e-45,1.5091774210206979e-55,4.1563500888028684e-57,3.4367186430847498e-74,5.5530360488041838e-86,3.8352013311820866e-87,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.7513269315842702e-25,4.524743440828158e-25,4.7513270608793054e-25,5.0281994710844009e-32,3.7411632523555539e-32,4.7884123548563987e-32,2.6528684113469553e-41,8.7536050424008647e-26,1.0100959397826684e-41,7.1531462821965213e-32,1.4123759131775212e-47,5.3777080144576814e-48,7.4018328608887276e-26,6.6180712111978601e-42,3.7009164306242592e-26,6.0485243482892236e-32,3.0242621660637845e-32,9.2783237974666754e-41,4.9397404548903996e-47,7.0866062394661142e-57,7.5597872598303611e-63,3.8613623336495717e-27,2.8652162522877458e-56,3.8108305738350622e-56,4.0863742378498209e-34,3.7781869150341286e-44,1.0929458996525376e-41,5.5960780440788673e-42,1.706507594136335e-50,2.8414471103172165e-56,1.4309579357249018e-62,5.6081900121426337e-42,1.8185515537753202e-71,4.7995448407269168e-42,2.5552574180122671e-48,1.323187446242752e-72,9.5062354372932034e-79,4.0762943980299765e-58,1.4876021232387389e-35,4.8071463062778849e-42,2.5593044087873708e-48,7.2396448278030379e-50,4.7712505557402252e-49,3.6801461467354008e-68,2.262060162857814e-70,6.3880187258380089e-78,1.5426019625485071e-85,7.753236052407746e-96,7.3463664783373274e-75,1.0753612167009425e-77,1.5901795363554087e-81,3.0228710955312001e-70,8.9379226977668067e-91,1.4823558193392787e-94,9.9999059897261883e-43,2.3429807231440178e-49,1.3493452385017548e-59
7e-15,0.0020087214353894404,4.3977869083197529e-29,1.6189741956097444e-37,1.6975730442062785e-35,5.8807443454195088e-37,6.4099588223717211e-43,0.0,0.0,3.1998715514524839e-24,5.7557518244496226e-36,1.0363644476591144e-42,7.2642885648848945e-49,4.4093474990554823e-52,5.5009094557032548e-66,1.5005337403723003e-54,1.673981587141509e-42,2.7510593479190434e-24,1.6934137598206937e-35,4.2381033373821813e-90,2.2526941179414379e-88,1.3140470117979012e-58,1.2214621111063038e-56,5.573562806605211e-38,1.1664039491043154e-48,3.206379885324753e-38,3.1421845903518564e-65,9.4192759683590234e-55,1.9493214432866734e-32,4.1718315482071984e-36,1.0033122294160623e-24,7.429552099187879e-48,3.2740097018804223e-65,1.4869445645356747e-61,7.6712810426888354e-48,4.5716644013591879e-80,1.9302973047491674e-60,5.7666736994952632e-31,3.9826770457121991e-42,7.6288441707525605e-45,3.7869177322508157e-48,5.3472160044481517e-31,4.3479354649110069e-65,3.1901455558901123e-65,3.4382363227037591e-58,3.4768611161520099e-51,2.0180876989966554e-44,5.9943258255077999e-61,4.8286033328479108e-63,2.5250960581245344e-62,7.1712844067323321e-94,4.8099227316384936e-86,1.6406009579767387e-125,1.4218177746348025e-110,7.0237552630751661e-59,1.7497593076558923e-56,2.3968939270364266e-64,3.2788899906460131e-74,3.7545813619502295e-60,1.3720908875504791e-71,4.5066017122244824e-79,4.6447548590433025e-41,1.7806713487927492e-44,7.6325545791682311e-54,2.1019758226277966e-55,5.6755602533194824e-72,1.0674796829447769e-82,4.2540890670112124e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0535549402506712e-24,1.0033125217568004e-24,1.0535550105196936e-24,2.7327166905159202e-31,2.0332406705012524e-31,2.6023976264683682e-31,4.2847785849873504e-40,1.9410144673699449e-25,1.6314558410800205e-40,3.8875749625253606e-31,7.1439845685161306e-46,2.7201161181240959e-46,1.6412740363756588e-25,1.0689175492209248e-40,8.2063701828560805e-26,3.2872376627444028e-31,1.6436188183204865e-31,1.4985860959988986e-39,2.4985832841240248e-45,1.1703543987970033e-54,4.208862303939705e-60,8.5621501300121548e-27,2.0350486581264765e-54,8.9904768050821853e-54,2.2208552763702902e-33,6.1023435441120194e-43,1.765270626717473e-40,9.0385035905498955e-41,2.7563462753398496e-49,1.4372828056267199e-54,2.3633055897948338e-60,9.0580650570156679e-41,1.0124992084961249e-68,7.7519743153599571e-41,1.2924818592336855e-46,7.3669875210491425e-70,1.8280194029460707e-75,6.7320228544380924e-56,8.0847860062846414e-35,7.7642517092689818e-41,1.2945288647691846e-46,3.6619048950755455e-48,7.7026501414924798e-48,2.9196893491032198e-65,6.2570244247173557e-67,6.2626931201415987e-74,5.4303873911310803e-81,9.9038934629750179e-91,1.4074574584204389e-71,7.2462281674434164e-74,3.825309176561436e-77,4.9919561295339434e-68,6.0449512391895372e-87,3.5791591682359697e-90,1.6151361535395114e-41,3.7843857216983827e-48,6.8251649588903205e-58
1.5e-14,0.0020087214353894404,9.2267247205288542e-29,5.1098856567939367e-37,7.5100613217332083e-35,2.4719950663540502e-36,5.9613806227160817e-42,0.0,0.0,6.713456043365834e-24,2.5463446213263558e-35,4.5846652538290164e-42,6.7556250139381002e-48,4.1007650874521068e-51,5.115669955689774e-65,6.6383503423976724e-54,7.4053403249741316e-42,5.7718290555687901e-24,7.4916609681835859e-35,7.5993067341854326e-89,4.3326407696012317e-87,1.2221311501204412e-57,1.1359762522406482e-55,1.1692921909318511e-37,1.0847773500645865e-47,1.4185021702555043e-37,6.5212747312559074e-64,8.76008004053785e-54,8.6237936450973042e-32,1.8456173017866646e-35,2.1049871168628131e-24,6.9096118805461645e-47,1.283915598367775e-63,2.8601532816291015e-60,1.4747383550171911e-46,3.1560524439682802e-78,1.7952307743433373e-59,2.5511759303642827e-30,3.7039636819347113e-41,7.0931879890971541e-44,3.5225963246353895e-47,2.3656071093088769e-30,1.9235259548854336e-64,1.2517939078548865e-63,6.6138568868653113e-57,6.6869185659676897e-50,1.876858098617447e-43,1.1528642782104848e-59,9.2818644565551852e-62,4.8564156942191916e-61,5.6941810420733118e-92,1.8889409448001107e-84,1.2458477590186576e-123,6.3916545825139879e-109,1.3510938502393007e-57,3.3658687081247431e-55,9.4052757434058459e-63,1.2863708613875479e-72,1.472637483454404e-58,1.0879289364441517e-69,1.7650483223890407e-77,4.3197070440664342e-40,1.6552962206528116e-43,1.4676322157331707e-52,4.0416060849989355e-54,2.2265358192630211e-70,1.7026004787334457e-80,2.8569317098843055e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2103989441472559e-24,2.1049884101772323e-24,2.2103992550172749e-24,1.2089535601228545e-30,8.9950550542560079e-31,1.1513004215175782e-30,3.9849159389600081e-39,4.0723154227105371e-25,1.5172814089769057e-39,1.7198598279399953e-30,1.3739742492866733e-44,5.2314919315278993e-45,3.4434496469172437e-25,9.9411158772846027e-40,1.7217248238912102e-25,1.4542711266646115e-30,7.2713555119399956e-31,1.3937076726101303e-38,4.8054178517670783e-44,4.5915483046513673e-53,3.3386086288685995e-58,1.7963722297476776e-26,4.3228967983484652e-53,3.8932698589812636e-52,9.8250616284969843e-33,5.6752928539719787e-42,1.6417310098228207e-39,8.4059628273350182e-40,2.5635674913576791e-48,2.7643878428479885e-53,9.2721805286233389e-59,8.4241536113534296e-40,8.0318450440636109e-67,7.2094555712108518e-40,2.4857756641787347e-45,5.8439949632156175e-68,2.916990342168671e-73,2.6411236120414581e-54,3.5767033457819861e-34,7.2208735959416306e-40,2.4897125425903048e-45,7.0427867640582919e-47,7.1583006974495652e-47,2.5017013856560296e-63,1.0781207541403541e-64,2.1642355715519433e-71,3.7585453183364515e-78,1.3719401326545296e-87,2.2342779860373399e-69,2.3062992630615002e-71,2.4387118834251913e-74,1.9582670238704751e-66,1.9338108507771801e-84,2.2934670020168954e-87,1.5021066666326591e-40,3.5197202385655588e-47,1.3126563306106863e-56
3.1e-14,0.0020087214353894404,1.8884585936743857e-28,1.7371378058348854e-36,3.1303224448983394e-34,1.0055611820053864e-35,5.0313933963849379e-41,0.0,0.0,1.37406251605071e-23,1.0613606539042104e-34,1.9107961262420432e-41,5.7012398771827499e-47,3.4610211872463055e-50,4.3171546027274496e-64,2.766970762420411e-53,3.0863858430988276e-41,1.1813364338121079e-23,3.1226531192824606e-34,1.3001643523085084e-87,7.3668665621467092e-86,1.0315473678899306e-56,9.5875146666178317e-55,2.3929694563055268e-37,9.1554999062910952e-47,5.9125609245354203e-37,1.2692043176543154e-62,7.3934547334469344e-53,3.5945432979036802e-31,7.6928453654175902e-35,4.3083329285587127e-24,5.8316830999221077e-46,4.3792431332357099e-62,4.8641457336040653e-59,2.5052055524369533e-45,2.0812219300085996e-76,1.5152044649070976e-58,1.0633739968024723e-29,3.1261382218213881e-40,5.9836898124764824e-43,2.9743151271906532e-46,9.8602509046092277e-30,8.0175826259021027e-64,4.2750406395813389e-62,1.1249613865053764e-55,1.136928094668718e-48,1.5840630106507967e-42,1.960123601647701e-58,1.5765134812120237e-60,8.2569822748704305e-60,3.9033701783134377e-90,6.4612869108576892e-83,8.6823680940253032e-122,2.3206281254501992e-107,2.2981016498965894e-56,5.7250538870783339e-54,3.2120309295726529e-61,4.3912864485732693e-71,5.0247315307432023e-57,7.4367171411858584e-68,6.005258885159105e-76,3.6458222613996972e-39,1.3958063979090024e-42,2.4942715331452601e-51,6.8681338910541143e-53,7.600089524008835e-69,2.3301132476474394e-78,2.6867959365127591e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.5240849907904782e-24,4.3083383193095379e-24,4.5240862865495818e-24,5.0391258362932888e-30,3.7492937371767374e-30,4.7988176709805955e-30,3.3632484708544479e-38,8.3348894498994523e-25,1.2805778675158934e-38,7.1686471524137204e-30,2.3360619733504884e-43,8.8947016745694434e-44,7.0477773080277015e-25,8.3902561161041335e-39,3.5238886558169787e-25,6.0616315775532249e-30,3.030815686329976e-30,1.1762778866130862e-37,8.1702514905196771e-43,1.5674349795500738e-51,2.2840781949412752e-56,3.6766852931349896e-26,7.7311261004912798e-52,1.3993304362930152e-50,4.0952545258929871e-32,4.7899361318002968e-41,1.3856120348859372e-38,7.0945940419381645e-39,2.1638354007912333e-47,4.7004736959762882e-52,3.1655738081886413e-57,7.1099441381878231e-39,5.4954125345915449e-65,6.0847257893836688e-39,4.2263600538912234e-44,3.9984655359073657e-66,3.9957690188544298e-71,9.0161649195906273e-53,1.4908271706393302e-33,6.0943622821676346e-39,4.2330534678417834e-44,1.1974271634160444e-45,6.0328129648946037e-46,1.7310795132448349e-61,1.4941564413643794e-62,6.0030560908344795e-69,2.0858016528800961e-75,1.522986819515561e-84,3.0292885768358909e-67,6.2506916634398793e-69,1.3222576170258867e-71,6.6837717712178289e-65,5.2944803202693467e-82,1.2561664727009795e-84,1.2677751731811318e-39,2.9709209074436314e-46,2.2318058287690862e-55
6.300000000000001e-14,0.0020087214353894404,3.820025073650792e-28,6.3012992154969607e-36,1.2756221642622049e-33,4.0485901747044026e-35,4.1179171191033361e-40,0.0,0.0,2.7794963928045988e-23,4.325102316044561e-34,7.7852021885683303e-41,4.6653427626262806e-46,2.8326275840345525e-49,3.532600288280359e-63,1.1275483641200534e-52,1.2574847434652688e-40,2.3896418372259535e-23,1.272497084507335e-33,2.147901730885907e-86,1.2087452847705561e-84,8.4438043150003244e-56,7.8466832516552657e-54,4.8395460138727143e-37,7.4932711537599054e-46,2.4093987154789154e-36,2.6063206201038666e-61,6.051075828435271e-52,1.4647929632514499e-30,3.1348697541119881e-34,8.715008699217193e-24,4.7728845057611626e-45,1.4361646784845946e-60,7.9842164204685989e-58,4.1029302947767971e-44,1.354761682470446e-74,1.2401657478972704e-57,4.3333033016225756e-29,2.5585715583070515e-39,4.8925150650336284e-42,2.4363627592980052e-45,4.0180974399577474e-29,3.2672019880744351e-63,1.4055156343316736e-60,1.8471265765732502e-54,1.86525754016026e-47,1.2964654923631302e-41,3.2157767537681772e-57,2.5811733183035759e-59,1.3546410443710271e-58,2.5762782946103052e-88,2.1310503808806341e-81,5.7683895666025236e-120,8.11748257315012e-106,3.773373655485621e-55,9.4002150837852899e-53,1.0560310652152445e-59,1.442518502460345e-69,1.6490202575628479e-55,4.8807255418187246e-66,1.959644321341426e-74,2.9839007074908718e-38,1.1403380834277011e-41,4.0887433329468282e-50,1.1256441988640538e-51,2.4961765718172003e-67,3.0594644750325223e-76,3.1185891887794014e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.1514492394904616e-24,8.715030666752617e-24,9.1514545197701136e-24,2.0534690960519405e-29,1.5278564242376039e-29,1.9555423169012455e-29,2.7526121222574175e-37,1.6859925971782e-24,1.0480745809968552e-37,2.921240526204958e-29,3.83254951476538e-42,1.4592675363017014e-42,1.4256338391599639e-24,6.8669180924316996e-38,7.128169203147662e-25,2.4701291168440559e-29,1.2350644745757857e-29,9.6270429847143732e-37,1.3404044023892687e-41,5.149069541062067e-50,1.5015586023390194e-54,7.4373059394760347e-26,1.3016235302420596e-50,4.7207035105495185e-49,1.6688370293116757e-31,3.9202981049392777e-40,1.1340375241192194e-37,5.806496980558527e-38,1.7712889769099062e-46,7.7129175358946711e-51,1.0400925023185629e-55,5.8190554680447109e-38,3.6133548900517757e-63,4.9799454764445839e-38,6.9337391563005767e-43,2.6290616324447614e-64,5.2561754876831735e-69,2.9618737980929731e-51,6.0751619881332915e-33,4.9878319271094805e-38,6.9447198799322934e-43,1.9644913622590827e-44,4.9232558705146429e-45,1.0829016321723653e-59,1.8708341307668574e-60,1.5038638518327235e-66,1.0452575239994276e-72,1.5265763389523176e-81,3.9049961193188844e-65,1.6084438638734438e-66,6.8053929317325904e-69,2.1948238179324624e-63,1.3898318997791888e-79,6.5955409041465846e-82,1.0376040518995047e-38,2.4319980771109852e-45,3.6614999293322465e-54
1.2700000000000001e-13,0.0020087214353894404,7.6831349806547165e-28,2.387703485381115e-35,5.1477021878023304e-33,1.6239834295554738e-34,3.3292385866955713e-39,0.0,0.0,5.5903643596133701e-23,1.7453743255638554e-33,3.1405559306204156e-40,3.7705162477033993e-45,2.2900691404281705e-48,2.8548092118705527e-62,4.5501089426685568e-52,5.0726312196384533e-40,4.8062460316853479e-23,5.1350927882305429e-33,3.4900575838571563e-85,1.9566359003997713e-83,6.828490077346526e-55,6.343587845157576e-53,9.7295892149936557e-37,6.0581341546107799e-45,9.7229971769225868e-36,5.9036446952892094e-60,4.8920582522965552e-51,5.9110780139702381e-30,1.2650564184591999e-33,1.7528296830057568e-23,3.8587230832791735e-44,4.6347890222564329e-59,1.2934615721836686e-56,6.6171537949810692e-43,8.744782742383396e-73,1.0027332224725872e-56,1.7486809744909816e-28,2.0685452088828125e-38,3.9477407580619512e-41,1.9730556099023679e-44,1.6214772336279409e-28,1.3184584201131419e-62,4.5586606089226475e-59,2.9942301388830155e-53,3.0187124095403171e-46,1.0481577421820507e-40,5.2042971421690691e-56,4.1603812256501078e-58,2.192306686093158e-57,1.6820597212686857e-86,6.9556798568480462e-80,3.7583277542699277e-118,2.8798161116692652e-104,6.1167531631039256e-54,1.523788364861357e-51,3.4251638266014389e-58,4.670808358656357e-68,5.3292353181101964e-54,3.1510220968003865e-64,6.2623468399612456e-73,2.4124081342564006e-37,9.1863685115532585e-41,6.6062711542370547e-49,1.8180198256726495e-50,8.0797881194584259e-66,3.9509207108768596e-74,3.8864465810905646e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.8406146358651206e-23,1.7528385478454325e-23,1.8406167666893677e-23,8.286659626306731e-29,6.1655822393286106e-29,7.8914816339603535e-29,2.2253883855937895e-36,3.3909552897355967e-24,8.4733130270948326e-37,1.1788347788553751e-28,6.2024879467608998e-41,2.3616379305475752e-41,2.8673083614082277e-24,5.5516724472809016e-37,1.4336541836692613e-24,9.9679371282267265e-29,4.9839678862468866e-29,7.7830091357526376e-36,2.1692420487799935e-40,1.6673186373175685e-48,9.7266191864345625e-53,1.4958525310334793e-25,2.1343075868414596e-49,1.5494498777869666e-47,6.7345003357135858e-31,3.1694689305018259e-39,9.1682754276423512e-37,4.6943577435058688e-37,1.432545285681256e-45,1.2486595696732214e-49,3.369165482247117e-54,4.7045033602845634e-37,2.341467792269825e-61,4.0260615760095285e-37,1.1221239718432282e-41,1.7036191817364971e-62,6.8127294025455612e-67,9.5910765060052589e-50,2.4515704988183154e-32,4.032436800190435e-37,1.1239008958264174e-41,3.1792412604405927e-43,3.9574817187065039e-44,6.1974046495719938e-58,2.1429470598299311e-58,3.4464628359722483e-64,4.7918058069190588e-70,1.3997962545422615e-78,4.8663038983704385e-63,3.9925179539422996e-64,3.3785318237768495e-66,7.1017831959162558e-62,3.5860953786891566e-77,3.4037245652472798e-79,8.3887868152450415e-38,1.9669623056639542e-44,5.9256446132591486e-53
2.55e-13,0.0020087214353894404,1.5409262583806926e-27,9.2817846221866164e-35,2.0679411417418986e-32,6.5042775622963521e-34,2.6769244245127845e-38,0.0,0.0,1.1212101146422505e-22,7.011565960341747e-33,1.2607298956064003e-39,3.0296472187930723e-44,1.8412950255094379e-47,2.2935013799183036e-61,1.8278353593881818e-51,2.0362761267486313e-39,9.6394279712761631e-23,2.0628770320693961e-32,5.6301631936802939e-84,3.1490803822326578e-82,5.4935632182830493e-54,5.1002233050729582e-52,1.9497251770721494e-36,4.8711366883487302e-44,3.9059364775561899e-35,1.485614080023698e-58,3.9333828960954719e-50,2.3745954425709076e-29,5.0819773638584004e-33,3.5154619453485464e-23,3.1025982525916286e-43,1.4814314804226137e-57,2.0850369118424028e-55,1.0572168966855854e-41,5.6116838776570128e-71,8.0640516533481174e-56,7.0248268722829692e-28,1.6632459303121615e-37,3.1618621990344965e-40,1.5917933425762151e-43,6.5137889607971868e-28,5.2965049255278718e-62,1.4717097638244785e-57,4.8326128639308942e-52,4.8563616512650313e-45,8.4278067901171843e-40,8.3721670160481363e-55,6.6391006353991508e-57,3.5267839940035069e-56,1.0997200367472486e-84,2.273837994977935e-78,2.4280775504423457e-116,1.0770318949531265e-102,9.8724002308455966e-53,2.4593376906130673e-50,1.1057892806121731e-56,1.5028601096212347e-66,1.7081752615264612e-52,2.0146506216376451e-62,1.963640622786917e-71,1.9397250394552928e-36,7.3339301263617473e-40,1.0593123283197194e-47,2.9128735174713595e-49,2.5979735396939368e-64,5.0525412348348652e-72,4.9059736509317379e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.6915415084868783e-23,3.5154975569933256e-23,3.6915500684341285e-23,3.3289264922283574e-28,2.476847350493876e-28,3.170175168092739e-28,1.7893033327458652e-35,6.8007022370054528e-24,6.8128987004938401e-36,4.7355042973892765e-28,9.9780493629997094e-40,3.7992118778848777e-40,5.7505066359875838e-24,4.4637958550977916e-36,2.8752533299050706e-24,4.0042262506212567e-28,2.0021125802788051e-28,6.2576800769634406e-35,3.4896009195834139e-39,5.3651699758563601e-47,6.2603777123444735e-51,3.0000876364046803e-25,3.4561723065826281e-48,5.0202325802172058e-46,2.7053927851883794e-30,2.5484602583003056e-38,7.3716492085181455e-36,3.7744762324232538e-36,1.1526635655788044e-44,2.0101014756705057e-48,1.0849459218968964e-52,3.7826217109476275e-36,1.50814297565226e-59,3.2370441281638003e-36,1.805140176224016e-40,1.0972743261612291e-60,8.7763626549069882e-65,3.0864137841738686e-48,9.8482594806331312e-32,3.2421689616127482e-36,1.8079982144432041e-40,5.1143874056972959e-42,3.145969467224243e-43,3.1943997619531636e-56,2.211267651118478e-56,7.1160072931872904e-62,1.9792298294981928e-67,1.1564954609355863e-75,5.8196817335163689e-61,9.4715605232350242e-62,1.6029460486675239e-63,2.2818593479605912e-60,9.1535848483142809e-75,1.7376525652284102e-76,6.7451359814025721e-37,1.582770611257008e-43,9.5326172210158523e-52
