Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276),S(1952),S(3263),S(199),C3H7O(185),CHO3(319),CH2O3(342),S(328),S(3183)
0.0,0.0020414912982551475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0020414912982551475,3.415038565554538e-28,1.6425260081403476e-36,8.564527531218178e-36,2.3189378115407458e-36,8.5762808563634113e-44,0.0,0.0,4.5617634420554181e-24,3.3937564865428082e-36,3.9216104859714632e-42,6.6887819919278475e-49,2.6414574543337138e-52,8.2907565172665253e-65,3.2973277931573371e-53,6.4116126434152918e-42,3.8276383357643667e-24,8.44329316990139e-36,-1.5499401957176027e-88,1.4777213819956221e-86,1.1539708951300093e-57,9.8195639430513538e-56,1.0507162554743089e-36,3.4589651782144461e-49,2.852718148106032e-38,2.7946393106435154e-65,2.4628709714938286e-54,1.8922710867607517e-32,6.5701108657281879e-36,4.3410712990996761e-24,4.8240373136088763e-48,1.1576458135785926e-65,1.002630312226605e-61,2.0368563244730482e-48,9.9519054807012884e-80,7.2209579316307547e-60,1.5210457514945049e-31,5.2223211907715805e-43,2.9186416003871554e-45,8.9605963005405596e-48,4.3566828094847958e-31,9.2470660142456232e-63,1.4579734462751394e-65,5.0509638843527349e-58,8.5131766776975671e-52,1.2399624402024138e-44,3.5413535473034764e-61,3.6214496452865389e-63,1.7142098705727305e-62,1.0996464967655877e-93,2.0850952821289007e-85,-3.5969059571328599e-123,-5.212086801324731e-116,6.4450032048855359e-59,2.7314686920687118e-56,7.4201442553410396e-65,2.435424534744518e-74,4.2432078150060257e-61,1.0624303108041855e-72,3.8989493266574e-79,1.5813091597154577e-41,1.8773739312105399e-44,2.9438311861980095e-54,5.1938492734966197e-56,1.8722577544314374e-72,3.9573393266433145e-84,-1.9856953544836511e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.7829667334747688e-24,4.341071521651155e-24,4.7829668003331655e-24,2.501872827896939e-31,1.84154903710289e-31,2.2707264115826922e-31,2.0954177656009695e-40,3.1725339743865536e-25,7.1125832073609512e-41,1.2754355626485339e-31,8.4240873664512108e-47,2.8594308584849246e-47,2.6638732483382959e-25,1.3314029806723824e-41,1.3319366242128857e-25,1.0709416221973892e-31,5.3547080898155454e-32,2.4746659865156993e-40,9.9487571211125497e-47,6.6073890523956982e-56,9.2690097102902123e-62,1.7631769375867141e-26,1.1901829382788854e-55,1.5233676141009661e-55,9.2228207283462261e-34,9.6258417067106743e-44,3.4463004939071267e-41,1.117935636806774e-41,2.9239824679707069e-49,4.8063844527842702e-55,1.9322830603219435e-61,5.0152615340507014e-41,4.4650024962596176e-70,2.0066824624314629e-41,8.0673499369490245e-48,4.7128138686700169e-71,2.8751735946940419e-77,1.6913404642480585e-57,4.9280493198908984e-35,2.0086936059308129e-41,8.0754352376882755e-48,3.9545442914956101e-49,6.9365199513164374e-48,7.6607828379704621e-67,4.8175991883743665e-69,1.248336057901809e-76,4.6318689510020505e-84,3.8170553461748036e-94,4.7556288877882525e-73,8.0758678006701965e-76,1.3992947339163215e-79,1.325342328006852e-68,1.4518488668598143e-88,3.088656042274643e-92,6.1144715445748262e-42,9.843106609410015e-48,9.858766012265644e-59,5.9225698140059741e-68,2.5980161205129954e-69,3.6258535593803416e-87
3.0000000000000002e-15,0.0020414912982551475,1.1220840172315973e-27,5.8889321652927975e-36,5.628117969689036e-35,1.1786346503349255e-35,8.086207542131676e-43,0.0,0.0,1.4988651362006718e-23,2.230182837403446e-35,2.577047446339592e-41,6.3065465752780465e-48,2.4905165805504518e-51,7.8169694813935066e-64,2.166815045282832e-52,4.2133269484310155e-41,1.2576525463885451e-23,5.5484497021437075e-35,9.1667947986838409e-87,1.815491538314897e-85,1.0880341510002073e-56,9.2584424303926934e-55,3.4523194028386304e-36,3.2613099849685488e-48,1.8746433213034756e-37,3.4498393457918064e-64,2.3221350826158005e-53,1.2434923773766776e-31,4.3175012312070399e-35,1.4263518502262057e-23,4.548377476098951e-47,1.7529705256166098e-64,1.231830191482656e-60,2.5023602753518298e-47,1.2725884589843165e-78,6.8083573765850277e-59,9.9954433362071259e-31,4.9239027904684087e-42,2.7518116746687239e-44,8.452450474556724e-47,2.8629628594751387e-30,6.0766643023685128e-62,2.2084197165839512e-64,6.2076614524725223e-57,1.0459045182840184e-50,1.1691073781109466e-43,4.3508051665658093e-60,4.4490443370591036e-62,2.106029015280047e-61,1.9794908743728336e-92,3.1576711340499864e-84,1.9217782374089525e-121,4.9252228830423464e-107,7.9237153546370718e-58,3.3569894398849146e-55,1.1239437931367143e-63,3.6879249027896972e-73,6.425345789843976e-60,1.9123415275254953e-71,5.9034397463048592e-78,1.4909485895657814e-40,1.7700372263081318e-43,3.6166515900217633e-53,6.3809129974405019e-55,2.8351261423758346e-71,8.2537561311090081e-83,1.2432923572642567e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5715461299054454e-23,1.4263519964743103e-23,1.5715461738409632e-23,1.6440878198983708e-30,1.2101607752627133e-30,1.4921916072075245e-30,1.9756793084072397e-39,1.0424036005957562e-24,6.7061489221518455e-40,8.3814321836116149e-31,1.0349591816856059e-45,3.5130146568741434e-46,8.752722869092988e-25,1.2553226523305033e-40,4.3763614348339868e-25,7.0376151100881618e-31,3.5188075350825041e-31,2.3332558370830924e-39,1.2222756033546527e-45,1.0005470713403905e-54,1.6684211674507823e-60,5.7932954066647333e-26,1.6113737942135105e-54,2.4977162493240394e-54,6.0607106507949133e-33,9.0757934918826937e-43,3.2493684599256345e-40,1.0540534684416218e-40,2.7569044557576753e-48,5.9049970721273023e-54,2.9260328315587487e-60,4.7286743360070618e-40,8.0370140142358198e-69,1.8920144171567407e-40,9.9113136937099186e-47,8.4830745957351843e-70,5.9967965166864117e-76,2.5611722944629442e-56,3.2384319865268784e-34,1.8939106337618527e-40,9.9212470501086508e-47,4.8584391876464369e-48,6.5396563938237245e-47,1.4735749723195825e-65,1.0643254924795508e-67,3.1145469502012572e-75,1.2879713012409794e-82,1.1704570048980795e-92,9.9165762541158413e-72,1.9147025783569373e-74,3.7173766482290859e-78,2.0069366851147352e-67,3.4428706230330787e-87,8.2068189565759656e-91,5.7650731058682905e-41,9.2806687664123045e-47,1.2112196565549021e-57,8.9684618531068706e-67,3.9342091881361878e-68,1.0668427306484661e-85
7e-15,0.0020414912982551475,2.4880988092476348e-27,1.6224371574505122e-35,3.0587593337894711e-34,5.294854026992959e-35,1.3060448550688236e-41,0.0,0.0,3.3235705531171981e-23,1.2120559018805548e-34,1.4005308129898846e-40,1.0185742490426371e-46,4.0225549986715164e-50,1.2625153068835296e-62,1.1776155934578312e-51,2.2897861685533337e-40,2.7887075007767755e-23,3.0154614578961595e-34,1.7685586449665858e-85,9.1831454073919363e-84,1.7573732850022382e-55,1.4953734421052413e-53,7.6549241989338562e-36,5.2675091683681103e-47,1.0188277747192907e-36,1.8446628172910475e-62,3.7505940038710875e-52,6.758108940649196e-31,2.3464673713726566e-34,3.1627792369667294e-23,7.3463104450731531e-46,2.8941593979202621e-62,6.2324224837295876e-59,1.2653450620798002e-45,1.4386127854999177e-76,1.0996534488494846e-57,5.432305546992823e-30,7.9528481567218023e-41,4.4438466980990256e-43,1.3649501201743167e-45,1.5559576174160676e-29,3.3025436237577131e-61,3.6471955903404771e-62,3.1396890260123648e-55,5.2903282626222428e-49,1.8882845832881548e-42,2.2006941965092644e-58,2.2493859340073464e-60,1.065257318168057e-59,1.1033407291258754e-89,5.220866711842324e-82,7.0157018761659834e-119,4.6255667542134768e-105,4.0069124024020477e-56,1.697885645323018e-53,1.8561899043095888e-61,6.0905520026907481e-71,1.0609467325239611e-57,1.0643591202651537e-68,9.7327566974051939e-76,2.4081071764956163e-39,2.8580170577301959e-42,1.8290171904408875e-51,3.226936658043382e-53,4.6820641782463936e-69,1.58663487747403e-79,1.6799528140642925e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.4847321918229418e-23,3.1627800317930322e-23,3.4847324306028672e-23,8.9352585315289155e-30,6.5769600084476312e-30,8.1097357688854444e-30,3.1910169994248505e-38,2.3114139798105067e-24,1.0831432393517732e-38,4.5551208331912366e-30,5.2349604647225258e-44,1.7769294165259089e-44,1.9408188939810647e-24,2.0275339444047811e-39,9.7040944714680165e-25,3.8247863492988218e-30,1.912393142408551e-30,3.7685518628674436e-38,6.1824240643939795e-44,1.6524027204141725e-52,9.2888107591729698e-58,1.2846001279122019e-25,1.1048124520126044e-52,5.6813698224639948e-52,3.2938640825664178e-32,1.4658779852612629e-41,5.2482138461845567e-39,1.7024541026476605e-39,4.4529176043580092e-47,2.9868934211501775e-52,4.8324743755259914e-58,7.6375133093775857e-39,4.4746706119275853e-66,3.0558829055709102e-39,5.013268964758497e-45,4.7230141790769504e-67,1.15315830244098e-72,4.2297901273177896e-54,1.7600158856053841e-33,3.0589455174258407e-39,5.0182933156004376e-45,2.4574606138737323e-46,1.0555273141645803e-45,1.123235513114519e-62,2.8265169915093171e-64,2.929934964230248e-71,4.3486612069330209e-78,1.433478901869372e-87,1.8976523544625925e-68,1.2885362375474509e-70,8.9308081938689519e-74,3.3142215556265522e-65,2.32805592585432e-83,1.9811598969571327e-86,9.3114655483150693e-40,1.4990062140968308e-45,6.1265078405827876e-56,1.4811474488111084e-64,6.4991222754833553e-66,9.2567134284463217e-81
1.5e-14,0.0020414912982551475,5.2201267789385426e-27,4.6479734060429782e-35,1.3531948115487105e-33,2.1643835932587424e-34,1.2146459543579575e-40,0.0,0.0,6.9729814890085111e-23,5.3621353980153676e-34,6.1956657551235954e-40,9.4725146591477772e-46,3.7410419445712889e-49,1.1740991554311217e-61,5.2097619862014165e-51,1.0129533165658671e-39,5.8508164424908415e-23,1.3340399014970189e-33,3.1711404200692189e-84,1.7661916469683956e-82,1.6344307921504961e-54,1.3907176381323958e-52,1.6059471461914718e-35,4.8988814855891815e-46,4.5072932133629378e-36,3.8348520128770641e-61,3.4881140460468353e-51,2.989786068132492e-30,1.0380766586975177e-33,6.6356311267069186e-23,6.8321943928386004e-45,1.1349417870972187e-60,1.1991360869693983e-57,2.4324877535009909e-44,8.0198980799895945e-75,1.0227018533075291e-56,2.40325152276585e-29,7.3962967063394237e-40,4.1317725538787144e-42,1.2696043419452117e-44,6.8835531307514898e-29,1.4610459062901211e-60,1.4310588649299126e-60,6.0392294610486092e-54,1.0174691968173379e-47,1.7561386747525416e-41,4.2325058766233135e-57,4.3232760026565525e-59,2.0487669902172975e-58,8.76643114362319e-88,2.0516578687973235e-80,5.3273909728606488e-117,2.0701488765768479e-103,7.7072911230521604e-55,3.2659016949388413e-52,7.2831876236469596e-60,2.3894166174478457e-69,4.1611772064231842e-56,8.4391852697898619e-67,3.8088388508759963e-74,2.2395838378488045e-38,2.6567536817220299e-41,3.5167166450572717e-50,6.2044708823812415e-52,1.8367862674784295e-67,2.5306078366202279e-77,1.4228669958995196e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.311102708274445e-23,6.6356346430158935e-23,7.3111037646363789e-23,3.9529573754487208e-29,2.9096465736996013e-29,3.5877462025680234e-29,2.9676992157144271e-37,4.8494265659898897e-24,1.0073414623462457e-37,2.0151815222606061e-29,1.0068191337994471e-42,3.417498066536486e-43,4.0719052551177265e-24,1.8856411945585843e-38,2.0359526282502332e-24,1.6920821948834015e-29,8.4604106745718286e-30,3.5048095820942301e-37,1.1890388377604961e-42,6.482710547164711e-51,7.3681741889149418e-56,2.6951408243947682e-25,2.3182030005185358e-51,2.4305498762141815e-50,1.4572051750176839e-31,1.3632937724961438e-40,4.8809248735413606e-38,1.5833114052597788e-38,4.1414416599399589e-46,5.7447687710181728e-51,1.895953610413682e-56,7.1030128553440783e-38,3.5495869179290168e-64,2.8420181529656879e-38,9.6418075507282838e-44,3.7465837746906331e-65,1.8400915964850714e-70,1.6594414840075862e-52,7.7862992663029955e-33,2.8448663442130356e-38,9.6514704766848083e-44,4.7263299453044691e-45,9.806022733230393e-45,9.4754068939923052e-61,4.7952633364896953e-62,9.9696527405341927e-69,2.9636878558013394e-75,1.9552988743263238e-84,3.0075448914599141e-66,4.0937765261688852e-68,5.6833955632290473e-71,1.3001035495851378e-63,7.4455775945188275e-81,1.2691559327243703e-83,8.6598361850332252e-39,1.394158756870094e-44,1.1782864852829982e-54,5.8108794041574438e-63,2.5507507789862496e-64,1.1790711775016157e-77
3.1e-14,0.0020414912982551475,1.0684176260961005e-26,1.4532835186491083e-34,5.6403482987871934e-33,8.6807933984871925e-34,1.0251587866704063e-39,0.0,0.0,1.4271803769023514e-22,2.2350311915633692e-33,2.5822308555640332e-39,7.9940958698065629e-45,3.1574173242232507e-48,9.9083208316724777e-61,2.1715115785735046e-50,4.221773554086217e-39,1.1975030457671867e-22,5.5605078805439783e-33,5.4253197075678475e-83,3.0030275316673182e-81,1.3795223261700043e-53,1.1737506448620279e-51,3.2865917088811405e-35,4.1346466276034577e-45,1.8787173549794152e-35,7.4832217479938051e-60,2.9439481264436852e-50,1.2461936541104845e-29,4.3268795961979685e-33,1.3581323371243089e-22,5.7663408962296043e-44,3.8710208331379962e-59,2.0404068713783749e-56,4.1320769724122713e-43,4.9273014082827258e-73,8.6316506953948376e-56,1.0017165871541342e-28,6.2424603481633305e-39,3.4854064652843661e-41,1.0718674010901917e-43,2.8691816977484528e-28,6.0898900914849799e-60,4.8866997015152917e-59,1.0271048563333726e-52,1.7299284920109706e-46,1.482175860985402e-40,7.1961948384679558e-56,7.3408732227564812e-58,3.4833590957167088e-57,6.017063607650355e-86,7.0268959680873298e-79,3.7123971110875341e-115,7.4564667007689496e-102,1.3107981606099081e-53,5.5543841902978011e-51,2.4870296514807804e-58,8.1566018012104631e-68,1.419743828012289e-54,5.7686034295101517e-65,1.2938243400512968e-72,1.8902034593772632e-37,2.2402165701486782e-40,5.975979398773076e-49,1.054304091625968e-50,6.2697217744277091e-66,3.4632081759791605e-75,1.5555075445960644e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.4963837311648939e-22,1.358133802780825e-22,1.4963841714745134e-22,1.6476604430043499e-28,1.2127907678557807e-28,1.4954341654198689e-28,2.5047226336736351e-36,9.9254190495657284e-24,8.5019113341010927e-37,8.3995943625728444e-29,1.711816329850345e-41,5.8105076015105351e-42,8.3340505655446388e-24,1.5914724651479369e-37,4.1670252856541379e-24,7.0528655584440119e-29,3.5264325261544246e-29,2.9580298313317294e-36,2.0216229252515945e-41,2.2130180127519123e-49,5.0408444828694802e-54,5.5162203053201592e-25,4.118249480117413e-50,8.6768614992561775e-49,6.0738817337797318e-31,1.1506173190401313e-39,4.1194720431605792e-37,1.3363075436557006e-37,3.4956100505937633e-45,9.7680407039986224e-50,6.4727767113378115e-55,5.9949018496814282e-37,2.4285947530605988e-62,2.3986416860315876e-37,1.6393171243395697e-42,2.5633717842449408e-63,2.520562578958584e-68,5.6649361181114344e-51,3.2454557315816117e-32,2.4010453969496975e-37,1.6409599665402253e-42,8.0357901511492871e-44,8.2587834759876725e-44,6.469268964804808e-59,6.557221451143892e-60,2.7285208858133733e-66,1.622803129637809e-72,2.1416805552836231e-81,4.0647141295591109e-64,1.1056321172088805e-65,3.07068622158038e-68,4.4372941857710938e-62,2.0373987916386904e-78,6.94765481282739e-81,7.3088853206043716e-38,1.1767586853030306e-43,2.0033475613153544e-53,1.9836992021109837e-61,8.7144254362465661e-63,1.2742613799692165e-74
6.300000000000001e-14,0.0020414912982551475,2.1612249395611083e-26,4.963768241059883e-34,2.2984704181010927e-32,3.4700036011018465e-33,8.3903577251411895e-39,0.0,0.0,2.8869449961977576e-22,9.1078738939701112e-33,1.0520862330777152e-38,6.5416027553420461e-44,2.5841474843408197e-47,8.1076941996207722e-60,8.8489652681681635e-50,1.720077659669812e-38,2.4223443015065272e-22,2.2659354788949419e-32,8.9619553205755577e-82,4.9271275797080917e-80,1.1291696554319816e-52,9.6062991827932733e-51,6.6468216087477551e-35,3.3839801422579508e-44,7.6558694021530246e-35,1.5420155609773117e-58,2.4094371171207089e-49,5.0782979420064653e-29,1.7632235502717145e-32,2.747266172069241e-22,4.7194022655025636e-43,1.2694320104726472e-57,3.3527589216441076e-55,6.7670278953536942e-42,3.1462284276662159e-71,7.0646393863622168e-55,4.082046430827744e-28,5.1091094409105539e-38,2.8496758890009665e-40,8.7779556327907729e-43,1.1692048729944631e-27,2.4816594231175544e-59,1.6062474997342547e-57,1.6860664829652681e-51,2.8381398543235693e-45,1.2130761777751186e-39,1.1806073521977504e-54,1.2011936974716384e-56,5.7148059306588477e-56,3.9813872959018946e-84,2.3235053129801721e-77,2.4660640305507402e-113,2.5694651236839047e-100,2.1517761968284044e-52,9.117902473474491e-50,8.1748613798345186e-57,2.6793072300822547e-66,4.6588284999866862e-53,3.7857569388710398e-63,4.2087580076316675e-71,1.5470255658809362e-36,1.8301094621416025e-39,9.7936815143572673e-48,1.7277508916771461e-49,2.0592359399773318e-64,4.547010815791521e-73,1.9099665866254695e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.0269280800327429e-22,2.7472721446819198e-22,3.0269298743152931e-22,6.7142990500315082e-28,4.9421846159117253e-28,6.0939693573783641e-28,2.0499612129809201e-35,2.0077273263326066e-23,6.9582941016109417e-36,3.4228542283444462e-28,2.8084096435705744e-40,9.5327355886588366e-41,1.6858231540461409e-23,1.302524070557855e-36,8.4291157819743929e-24,2.8740592257867892e-28,1.4370294057733944e-28,2.4209470399353043e-35,3.3166547626023429e-40,7.2697597344216089e-48,3.3138323733829649e-52,1.1158371618978557e-24,6.9090721375344339e-49,2.9166009434778951e-47,2.4751377929690788e-30,9.4171675297946874e-39,3.3715291744151014e-36,1.0936870383302328e-36,2.8613577123471228e-44,1.6027620848876763e-48,2.1266443677702581e-53,4.9064515926607149e-36,1.5967976975733095e-60,1.9631294100282857e-36,2.6894525978232472e-41,1.685404986701063e-61,3.3155248607269003e-66,1.8609711033190764e-49,1.3225335266135247e-31,1.9650964583832573e-36,2.6921476190096343e-41,1.3183465068452405e-42,6.7309997936019866e-43,3.9856368855773947e-57,8.0861292654119093e-58,6.7320719992222504e-64,8.0094778753194669e-70,2.1142995618748202e-78,5.2075572624269791e-62,2.8257417966951364e-63,1.5696833728815797e-65,1.4570600738033357e-60,5.342611277496608e-76,3.6440179268899291e-78,5.981919545436779e-37,9.6326120034354636e-43,3.2866919002957163e-52,6.5166169576058601e-60,2.8671887546505119e-61,1.3028309742058812e-71
1.2700000000000001e-13,0.0020414912982551475,4.346829234767236e-26,1.8118760375378744e-33,9.27534994932494e-32,1.3868396769027624e-32,6.7834061707636511e-38,0.0,0.0,5.8064748879538434e-22,3.6754392004244002e-32,4.2441373213927453e-38,5.2869179639499001e-43,2.0891834866781736e-46,6.5521035140758253e-59,3.5709072566064743e-49,6.9387277376789543e-38,4.8720206238135758e-22,9.1440605048444139e-32,1.4558027347891653e-80,7.9750595921014078e-79,9.1307950554702371e-52,7.7661417460580999e-50,1.3363047177651186e-34,2.7358689328076634e-43,3.0894846985969472e-34,3.5048205058898865e-57,1.9479381018312996e-48,2.0493156438236368e-28,7.1153768675008444e-32,5.5255153862329513e-22,3.8154786857040971e-42,4.0963108825520214e-56,5.4429817709478052e-54,1.0912716581728107e-40,2.0207927652403798e-69,5.7117732173935398e-54,1.6472878084782285e-27,4.1305957936656287e-37,2.2991639625735241e-39,7.1053582556294839e-42,4.7182520925125804e-27,1.0014583662790629e-58,5.207355347728529e-56,2.7319038143613011e-50,4.5932110186091489e-44,9.8073893700308562e-39,1.9106535705105285e-53,1.9338565130169036e-55,9.2486700151128644e-55,2.6124004283411251e-82,7.6218927033376768e-76,1.6062442705376012e-111,8.8734327719194051e-99,3.4865032944963712e-51,1.4773516459433477e-48,2.650271512504922e-55,8.6748194371160362e-65,1.5052997636039652e-51,2.4438686098793488e-61,1.3367363318458227e-69,1.2507313388527189e-35,1.4741605156109607e-38,1.5815930265096197e-46,2.7898732087326774e-48,6.6655082377960505e-63,5.8713384458939432e-71,2.4174225746521012e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.08800649057509e-22,5.5255394882863832e-22,6.0880137312916483e-22,2.7095177785495329e-27,1.9943919967811132e-27,2.4591872320122734e-27,1.6573198072899909e-34,4.0380458691203947e-23,5.6255354920318816e-35,1.3812553824738693e-27,4.5450468330299425e-39,1.5427509391077348e-39,3.3906154918135122e-23,1.0530468276603408e-35,1.6953077506458791e-23,1.1597952555809452e-27,5.7989746034175476e-28,1.9572190804246619e-34,5.3674971388725732e-39,2.3539740931422718e-46,2.1465549047798955e-50,2.2442643653258537e-24,1.1308380410856916e-47,9.5550806599705048e-46,9.9882838453587496e-30,7.6135594336106127e-38,2.7257518570334305e-35,8.8420918976955891e-36,2.3139772159802687e-43,2.5945588191978993e-47,6.8883421501690429e-52,3.9666791301540344e-35,1.0346573255432064e-58,1.5871015143608044e-35,4.3524827480800678e-40,1.0920601845990758e-59,4.2970878450610521e-64,6.0261544028601294e-48,5.3369617319391173e-31,1.5886914126437167e-35,4.3568435482782059e-40,2.133550228267097e-41,5.3965980754966635e-42,2.2349530859957244e-55,9.0759373706489669e-56,1.5118101384295265e-61,3.5980701741808676e-67,1.8997891278686462e-75,6.4152020586085126e-60,6.9249137843454771e-61,7.6934014569793288e-63,4.7141958337113803e-59,1.3756184896669852e-73,1.8765937253335488e-75,4.836242550250488e-36,7.7901522058600597e-42,5.3190700063360329e-51,2.11021324574555e-58,9.3131210035909881e-60,1.2771522771732113e-68
2.55e-13,0.0020414912982551475,8.717996498556336e-26,6.8964621197077103e-33,3.7261052833311635e-31,5.5443165244569463e-32,5.4543005647002339e-37,0.0,0.0,1.1645537284092324e-21,1.4765078392572694e-31,1.7037577729718992e-37,4.2481134038622843e-42,1.6797773338545092e-45,5.2638592163179768e-58,1.4344743255473687e-48,2.7853878414834144e-37,9.7713485118677597e-22,3.6733663252010102e-31,2.3463029881676625e-79,1.2833273994180696e-77,7.3445262942731648e-51,6.2439624397943617e-49,2.6778582734978298e-34,2.1998182760957613e-42,1.2411125267214018e-33,8.8359309196800288e-56,1.5662129876771358e-47,8.2325098295085628e-28,2.8583869034111248e-31,1.1081939992640181e-21,3.0678184678807491e-41,1.3090639489930013e-54,8.8104833955337732e-53,1.7431801896607319e-39,1.2950580661926957e-67,4.5929257730774779e-53,6.6175101827238598e-27,3.3212704238790046e-36,1.8411146086833979e-38,5.7269789355789032e-41,1.8954146648645379e-26,4.0230582623530692e-58,1.679616425583879e-54,4.4052268205999479e-49,7.3893292610854934e-43,7.8857074240040248e-38,3.0736774922120343e-52,3.0789622793798415e-54,1.4878469738760058e-53,1.7244553886458269e-80,2.5158530740423698e-74,1.0370842477147616e-109,3.1746182330613651e-97,5.6220825588274231e-50,2.3822273581859805e-47,8.5485730968554015e-54,2.7907537798109986e-63,4.8228727659665162e-50,1.5622234386996941e-59,4.1426822797759474e-68,1.0056657699573948e-34,1.1766667948109351e-37,2.5335490548735739e-45,4.4680679359606397e-47,2.1432508298841385e-61,7.506992746410178e-69,3.0607461031328846e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.221012216316516e-21,1.1082036814958592e-21,1.2210151250573011e-21,1.0884705923981106e-26,8.0119030475181341e-27,9.8790753941040136e-27,1.3325521994515163e-33,8.0984737659763257e-23,4.5231667760253813e-34,5.5486482054525281e-27,7.3116869149141264e-38,2.4818513973492431e-38,6.80002474775454e-23,8.466971391817712e-35,3.4000123929153532e-23,4.6590203235196256e-27,2.32950881540974e-27,1.5736360720454443e-33,8.6345228164410123e-38,7.5744326760855116e-45,1.3815426757198772e-48,4.5011065347533153e-24,1.829517149914021e-46,3.0929007665879723e-44,4.0125079856365635e-29,6.1218007187952342e-37,2.1916018677308853e-34,7.109441714579918e-35,1.861612638314603e-42,4.1761463471628833e-46,2.2178871403199652e-50,3.1893540509701297e-34,6.6632952475503807e-57,1.2760650571213189e-34,7.0017531860657943e-39,7.03283475808836e-58,5.5348904234756371e-62,1.9392182499222288e-46,2.1439316381186639e-30,1.2773427734892432e-34,7.0087660851190859e-39,3.4322023141552919e-40,4.2682405494784466e-41,1.1223302180810614e-53,9.1248896835561636e-54,3.0414157718339157e-59,1.4480734352226774e-64,1.5293700020663319e-72,7.518066727968887e-58,1.6057780965695087e-58,3.5676794318519386e-60,1.5144470705940654e-57,3.4967706562782542e-71,9.5407018907748932e-73,3.8886570206107073e-35,6.2676693800320321e-41,8.5568228345976748e-50,6.7907826338970633e-57,3.015293240107603e-58,1.1845825737003683e-65
