Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245)
0.1886208873324234,0.0013437394749928732,4.4989315731107405e-18,2.8272143278025248e-18,3.0211058754083038e-11,2.3592664851337506e-14,2.4228496891113531e-06,0.0,0.0,2.7048147711836497e-10,7.3365865091509995e-11,2.5319030146860306e-13,9.3853708318262747e-17,2.3164574401519036e-19,-1.9745979619745671e-39,1.3558117688136537e-35,1.3971938478430228e-22,2.0797571755969249e-13,3.8801594368583784e-10,-1.3133971807793652e-28,3.2645866920727632e-36,2.7665638407865181e-19,5.7107125756075154e-36,4.7653358392471451e-24,2.6989523585196753e-10,9.0229064024953477e-14,-1.0010889230063956e-17,1.2007566170850856e-22,3.0731144421521832e-11,3.4637735085660783e-18,7.2560351438683601e-25,2.4311078509554083e-19,-1.7976183505488431e-22,3.0055534298728277e-21,1.7597746487179922e-17,5.1380447410965096e-24,1.6164581553635109e-18,1.375160684217379e-08,1.7156896641414819e-08,5.725368454688926e-21,6.8586444645525064e-24,4.3201423573444744e-20,6.5308095857365197e-51,8.1027915854690567e-16,5.1969496304059702e-21,2.4889440081815499e-20,6.1489697534827271e-25,8.2115511015754199e-18,1.9486979106895296e-27,4.597859608978637e-18,2.8849356989569996e-23,6.297747989503434e-27,5.7911946587843629e-48,-1.5593314380974706e-39,2.045025887689381e-20,6.719565905092391e-28,1.6043507832495822e-16,1.8591706615240234e-30,2.1207847268584352e-16,-4.4610051210327288e-17,7.3617579476625675e-30,1.3908382583289342e-17,2.5091299595579465e-30,1.3851981148018445e-16,1.3481774406354109e-22,5.1025047864989912e-29,9.494885720167502e-17,-8.1332855890454652e-27,0.88168480800000004,0.0,0.0094450270651736581,0.10883266953628942,0.00099996843305224939,4.2626201141980927e-24,4.9204617552072195e-17,1.6507276819653865e-21,3.4232212079970884e-19,2.6601840200878694e-16,4.3555767717552857e-13,7.6888251772551661e-22,2.2855099045097358e-12,9.1473520938207573e-18,3.4282530025146429e-08,1.937330190903816e-17,9.994783852414471e-14,1.8062534724264029e-12,5.3824496050676514e-06,4.9004968768766452e-13,2.9472127354361066e-08,2.6509511791625062e-09,7.0504314219913893e-13,7.7465135929618067e-09,2.1175368116000938e-17,3.0205572646251618e-11,3.8259851992577294e-12,3.97629861766265e-19,2.3182056549868748e-06,1.628360900074662e-08,2.4499223684331543e-06,3.4732540717544194e-12,4.6271807767144952e-06,2.8698843228614038e-11,1.0466866361160869e-07
0.1887376222392483,0.0013437392288322364,4.5845559326104303e-18,2.8947857458276151e-18,3.0580973447887591e-11,2.3997102496846232e-14,2.452657056311639e-06,0.0,0.0,2.7487924785622021e-10,7.4480653759005194e-11,2.6049630022860673e-13,9.6180418496270954e-17,2.3857853067281132e-19,2.3393869538298311e-38,1.5322658309649549e-35,1.4313887528936911e-22,2.1048792411840738e-13,3.9479587576509802e-10,-1.3335909958673752e-28,3.2525317724504659e-36,2.83502824971587e-19,6.0713520188876851e-36,4.8819566149978556e-24,2.7651171210733239e-10,9.1946058605593325e-14,-9.9884869499560099e-18,1.2303989518689049e-22,3.1108827751332814e-11,3.5486209273083445e-18,7.2751869806003659e-25,2.482819574401703e-19,2.1900312492402853e-22,3.0798445430865306e-21,1.8022038817978675e-17,5.351040223403541e-24,1.6561418844025721e-18,1.3917135584453026e-08,1.7366271614636308e-08,5.8604848809905696e-21,6.9265946177124841e-24,4.3488961663435612e-20,6.6921833314579348e-51,8.3033170811293192e-16,5.3252451862843707e-21,2.5571150244862017e-20,6.3254119077828593e-25,8.4143856949611694e-18,1.9968007633757425e-27,4.7116441846632018e-18,2.9926991113106586e-23,6.5326305028171927e-27,5.2402486918322186e-48,-1.6073977264951122e-39,2.1110482106526885e-20,6.8542439879694409e-28,1.6439558854793964e-16,1.9334807764389628e-30,2.18199310874528e-16,5.4351343428901752e-17,7.6363124800731251e-30,1.391727775072646e-17,2.5412236325216262e-30,1.4194723977202691e-16,1.3885305627039111e-22,5.3140528505280127e-29,-4.0612011186587678e-18,4.2549216878379452e-27,0.88168480800000004,0.0,0.0094448428825995388,0.10883245635240631,0.00099996804474104459,4.2643400139944352e-24,4.9806495576432538e-17,1.6699391138324398e-21,3.4252962691497731e-19,2.6905947305796331e-16,4.4088539074006042e-13,7.6935906380933006e-22,2.3135381636701488e-12,9.2592598452161342e-18,3.4703229100912991e-08,1.9385277577717528e-17,1.0117043404186536e-13,1.8284030279430726e-12,5.448669688783227e-06,4.9605242348280988e-13,2.983379907681225e-08,2.6834190688431218e-09,7.1367955587168946e-13,7.8413920781601784e-09,2.1434392329520134e-17,3.0576958094639247e-11,3.8727774447426776e-12,4.0249999056695515e-19,2.3467267273938055e-06,1.6483100287555501e-08,2.4800354273884449e-06,3.5158771387799014e-12,4.6841090407346295e-06,2.9052544557710793e-11,1.0595866429952452e-07
0.1888543571460732,0.0013437389796579586,4.6719466767743205e-18,2.9640765316427199e-18,3.0955374349106105e-11,2.4409247094088387e-14,2.4828294540494478e-06,0.0,0.0,2.7935290847009462e-10,7.5613799440207686e-11,2.6802121924677002e-13,9.8602191716651743e-17,2.4572643827021561e-19,1.4668081302186545e-38,1.4632520314846752e-35,1.4664136211686155e-22,2.1302976164459033e-13,4.0170730270281681e-10,-1.3380284624465454e-28,3.4955249405813829e-36,2.9051826974344892e-19,5.9476767603752811e-36,5.0014077347113676e-24,2.8328953745176862e-10,9.3698466628549582e-14,-9.916154884282792e-18,1.260770269367879e-22,3.1491126660674929e-11,3.6355306291938506e-18,7.2949046019900744e-25,2.5357805206858912e-19,2.280787357812145e-22,3.1559662045058143e-21,1.845678892404139e-17,5.5730321606450489e-24,1.6967933690667676e-18,1.4084602346180697e-08,1.7578169733804181e-08,5.9988365038592728e-21,6.996582561372572e-24,4.3784913429589095e-20,6.8575375657335973e-51,8.5087927169307257e-16,5.4566959307878659e-21,2.6272442528017038e-20,6.5070188982195775e-25,8.62221302149248e-18,2.0460864627661009e-27,4.828237556190216e-18,3.1044812471274941e-23,6.7762540268604609e-27,4.2130369694399814e-48,-1.6289575334250694e-39,2.1793701489424346e-20,6.9930532132606838e-28,1.6845349630325498e-16,2.0108279122824093e-30,2.2450345354558382e-16,5.6592287608299687e-17,7.9210839723271485e-30,1.3926283681121026e-17,2.5737414625918819e-30,1.4545925413824382e-16,1.4301359042603409e-22,5.534527886720788e-29,-6.6338532618428806e-18,1.7386482891776145e-26,0.88168480800000004,0.0,0.0094446564450608918,0.10883224055846495,0.00099996765167555753,4.2660596972913556e-24,5.0415658108654149e-17,1.6893843268830619e-21,3.4273713508433953e-19,2.7213760424131451e-16,4.4627758328947853e-13,7.6983561870888865e-22,2.3419074176356694e-12,9.3725224111877103e-18,3.512905329026899e-08,1.939725300516565e-17,1.0240782709367887e-13,1.850822023617481e-12,5.5157007682108907e-06,5.0212801676242168e-13,3.019987690943215e-08,2.7162809286220357e-09,7.2242079726684695e-13,7.9374218826442112e-09,2.1696551610698281e-17,3.0952886164241699e-11,3.9201358227867655e-12,4.0742921678261945e-19,2.3755971032939471e-06,1.6685013633478323e-08,2.5105165822507194e-06,3.5590194788537456e-12,4.7417345093482699e-06,2.9410593212472396e-11,1.0726452039374637e-07
0.1889710920528981,0.0013437387274335033,4.7611417825589343e-18,3.0304732956358535e-18,3.1334314789038557e-11,2.4829257661020516e-14,2.5133713108786754e-06,0.0,0.0,2.8390370041779441e-10,7.6765698832985748e-11,2.7577165125305861e-13,1.0109162496762653e-16,2.5309635640400962e-19,9.2545465738536187e-39,1.5267625266950396e-35,1.5022883400983646e-22,2.1560156215750363e-13,4.0875297549739722e-10,-1.3439067821226804e-28,3.6286767473693992e-36,2.9770687454148748e-19,6.0736613509568602e-36,5.1237570117775008e-24,2.9023261092245211e-10,9.548704925983575e-14,-9.8428193510182272e-18,1.2918883930729777e-22,3.1878096906858517e-11,3.7245521466521055e-18,7.3152049162472327e-25,2.5900238513429761e-19,1.2989939352776847e-22,3.2339632780647479e-21,1.8902253845833637e-17,5.8043957988378838e-24,1.7384359707474542e-18,1.425402848453237e-08,1.7792620635542903e-08,6.1405009398855945e-21,7.0686728594836274e-24,4.4089527936551927e-20,7.0269701399010063e-51,8.7193402337567684e-16,5.5913790099472926e-21,2.6993890349063248e-20,6.6939438248135272e-25,8.8351553241446926e-18,2.0965839243626147e-27,4.9477087986468166e-18,3.2204316544812387e-23,7.0289428933526346e-27,4.7176376696888979e-48,-1.6561444302135816e-39,2.2500738249605525e-20,7.136125075358809e-28,1.7261118277101266e-16,2.0913377765101521e-30,2.3099659217605657e-16,3.2237338517476092e-17,8.2164515031046698e-30,1.3935403735091108e-17,2.6066896810500908e-30,1.4905793399630395e-16,1.4730335703171386e-22,5.7643132915092956e-29,1.7380263208256208e-17,2.5897858245848306e-27,0.88168480800000004,0.0,0.0094444677252155575,0.10883202212281701,0.00099996725379813771,4.2677791615358347e-24,5.1032191376147481e-17,1.7090661370666568e-21,3.4294464533683197e-19,2.7525324436502899e-16,4.5173501802632552e-13,7.7031218254061993e-22,2.3706217467711474e-12,9.4871558390054776e-18,3.556006409030419e-08,1.9409228188426787e-17,1.0366019285572045e-13,1.8735136827508777e-12,5.5835526832853855e-06,5.0827733506773701e-13,3.0570413724090321e-08,2.7495414470532498e-09,7.312681147194006e-13,8.0346167093314864e-09,2.196188307308715e-17,3.1333411830432894e-11,3.9680670299657728e-12,4.1241824378635076e-19,2.4048210210011568e-06,1.68893778982563e-08,2.5413702819512786e-06,3.6026873233852784e-12,4.8000656419823263e-06,2.9773042331007524e-11,1.0858642569940381e-07
0.189087826959723,0.0013437384721218966,4.8521802340678504e-18,3.1006155621671147e-18,3.1717848708417807e-11,2.5257296628791125e-14,2.5442871079217542e-06,0.0,0.0,2.8853287955771035e-10,7.7936760714665691e-11,2.8375458302107194e-13,1.0363410117577862e-16,2.6069540068858278e-19,1.6105823121243826e-38,1.5856208246850373e-35,1.5390332659094391e-22,2.182036609992475e-13,4.1593570484021844e-10,-1.3524690783314437e-28,3.7519151609544457e-36,3.0507289683751366e-19,6.2133642044141772e-36,5.2490738533951205e-24,2.9734492414345809e-10,9.7312587836168463e-14,-9.7732098824669892e-18,1.3237715783379515e-22,3.226979490314645e-11,3.8157361766440602e-18,7.3361052023517501e-25,2.6455837586321771e-19,2.3053891176818492e-22,3.3138817902600085e-21,1.9358696896188412e-17,6.0455330894265964e-24,1.7810936043090431e-18,1.442543555906216e-08,1.8009654285447548e-08,6.2855576540356472e-21,7.1429321635762666e-24,4.4403061412475885e-20,7.200581290409171e-51,8.9350843406319916e-16,5.7293734390481197e-21,2.773608397833206e-20,6.8863423136176578e-25,9.0533378021831896e-18,2.1483227641793175e-27,5.0701286711969455e-18,3.3407054112296313e-23,7.2910334132199527e-27,3.6978421738094668e-48,-1.6903113535706614e-39,2.3232443201556909e-20,7.2835953521148624e-28,1.7687108676448784e-16,2.1751413079635753e-30,2.376846000325706e-16,5.7214731820627474e-17,8.5228081516830194e-30,1.3944641372583044e-17,2.6400746376020738e-30,1.5274540943531924e-16,1.5172649814982351e-22,6.0038091861922873e-29,-7.9073885884417709e-18,3.8030520655714578e-27,0.88168480800000004,0.0,0.0094442766953971892,0.10883180101343881,0.00099996685105044857,4.2694984041454273e-24,5.1656182581471047e-17,1.7289873932981312e-21,3.4315215770188221e-19,2.7840684754261594e-16,4.572584667458751e-13,7.7078875542243896e-22,2.3996852784553854e-12,9.6031763568358294e-18,3.5996323710800642e-08,1.9421203124509435e-17,1.0492770847565801e-13,1.8964812657623716e-12,5.6522353907627139e-06,5.1450125583040041e-13,3.0945463005440693e-08,2.7832053660618934e-09,7.402227707925505e-13,8.1329904171078348e-09,2.2230424247935703e-17,3.1718590717801746e-11,4.0165778385151075e-12,4.1746778295711833e-19,2.4344027691511781e-06,1.7096222271639007e-08,2.572601027815133e-06,3.6468869760133305e-12,4.8591109984987483e-06,3.0139945692154951e-11,1.0992457635853901e-07
0.1892045618665479,0.001343738213685732,4.9451017187241945e-18,3.1739266987887364e-18,3.2106030657835844e-11,2.5693529919866784e-14,2.5755813795343353e-06,0.0,0.0,2.9324187862213461e-10,7.9127243834849269e-11,2.9197725432935257e-13,1.0624784642688936e-16,2.6853092026403443e-19,6.8567066213126585e-39,1.6338986386852855e-35,1.5766692311562179e-22,2.2083639673818371e-13,4.2325836250750738e-10,-1.3583076026379677e-28,3.9044535061129794e-36,3.1262069806546437e-19,6.3441448426928434e-36,5.3774292936631016e-24,3.0463056364293891e-10,9.9175877783889886e-14,-9.7049128035603315e-18,1.3564385225634826e-22,3.2666277726897208e-11,3.9091346093696862e-18,7.357623344992606e-25,2.7024953420694568e-19,2.047899916296533e-22,3.3957688389299468e-21,1.9826387815559449e-17,6.2968676818515071e-24,1.8247907519078512e-18,1.4598845332890704e-08,1.822930098168825e-08,6.4340880012893726e-21,7.2194292801075692e-24,4.4725777425986298e-20,7.3784737008993412e-51,9.1561527919257516e-16,5.8707601470750126e-21,2.8499631050963542e-20,7.0843760579873649e-25,9.2768886928223979e-18,2.2013333151978378e-27,5.1955696608807412e-18,3.4654633419858016e-23,7.5628743199813563e-27,4.3316362301616308e-48,-1.7159617954688663e-39,2.3989697893308175e-20,7.4356042446083248e-28,1.8123570629574986e-16,2.2623748970673411e-30,2.4457353852513313e-16,5.0816342536034154e-17,8.8405615156896945e-30,1.3954000155942364e-17,2.673902802787247e-30,1.5652386252945047e-16,1.5628729177759174e-22,6.2534331663764716e-29,-1.8169389681307954e-18,1.2258113768925663e-26,0.88168480800000004,0.0,0.0094440833276111906,0.10883157719792685,0.0009999664433734633,4.2712174225079234e-24,5.228771990477785e-17,1.7491509777844727e-21,3.4335967220931458e-19,2.8159887326150675e-16,4.6284870993162092e-13,7.712653374737692e-22,2.429102187654181e-12,9.7206003758090093e-18,3.6437895083050775e-08,1.943317781038581e-17,1.0621055309589949e-13,1.9197280706416444e-12,5.7217589656976182e-06,5.2080066649115649e-13,3.1325078858507341e-08,2.8172774816023381e-09,7.4928604245322765e-13,8.2325570227361173e-09,2.2502213089106907e-17,3.2108479108276269e-11,4.0656750964199337e-12,4.2257855377774672e-19,2.4643466873381393e-06,1.7305576277017239e-08,2.6042133742130411e-06,3.691624813500552e-12,4.9188792404648183e-06,3.0511357723849587e-11,1.1127917088062115e-07
0.1893212967733728,0.001343737952087152,5.0399467371713671e-18,3.2462250628203695e-18,3.249891580717234e-11,2.6138127025367671e-14,2.6072587139723443e-06,0.0,0.0,2.9803212829926949e-10,8.0337435952074975e-11,3.0044692793876546e-13,1.0892918093067306e-16,2.7661050553992748e-19,-6.3523656142513207e-39,1.6972297371188829e-35,1.6152175562743544e-22,2.2350011127951038e-13,4.3072388265858532e-10,-1.3659430525912289e-28,4.0533467828047132e-36,3.2035474627952545e-19,6.4950875942706147e-36,5.5088960317837114e-24,3.1209371318503366e-10,1.0107773082271478e-13,-9.6876415621995004e-18,1.3899083758901893e-22,3.306760312772178e-11,4.0048005570757661e-18,7.3797777828507953e-25,2.7607946810775309e-19,-1.7834057873377266e-22,3.4796726369328015e-21,2.0305602922064442e-17,6.558835453543773e-24,1.8695524768865825e-18,1.4774279773778868e-08,1.8451591358647045e-08,6.5861752715860002e-21,7.2982352405474354e-24,4.5057947438415513e-20,7.5607525647696363e-51,9.3826764653420882e-16,6.0156220228626518e-21,2.928515714796386e-20,7.2882118210573101e-25,9.505939349670923e-18,2.2556466446077278e-27,5.3241060267829488e-18,3.5948722390895033e-23,7.844827230135798e-27,3.2022977110829494e-48,-1.7430165015270024e-39,2.4773415770107087e-20,7.5922965225886176e-28,1.8570759992647849e-16,2.3531806189728979e-30,2.5166966365872861e-16,-4.4270464645937402e-17,9.1701342492222864e-30,1.3963483753048828e-17,2.7081807716532752e-30,1.6039552866472785e-16,1.609901563529078e-22,6.513621083223835e-29,9.3219047550062359e-17,5.7079161037855546e-27,0.88168480800000004,0.0,0.009443887593530589,0.10883135064349277,0.00099996603070745299,4.272936213980936e-24,5.2926892517432904e-17,1.7695598064530513e-21,3.4356718888935438e-19,2.8482978644978664e-16,4.6850653684158999e-13,7.7174192881555838e-22,2.4588766974648625e-12,9.8394444918909144e-18,3.6884841868404093e-08,1.944515224299138e-17,1.0750890787461583e-13,1.9432574333774131e-12,5.7921336029263708e-06,5.2717646460785043e-13,3.1709316016041796e-08,2.851762644243752e-09,7.584592212333064e-13,8.3333307026885525e-09,2.2777287977531826e-17,3.2503133949273754e-11,4.1153657285129307e-12,4.2775128392896874e-19,2.4946571667533726e-06,1.7517469774466362e-08,2.6362119292152165e-06,3.7369072866008362e-12,4.9793791324280763e-06,3.0887333511519942e-11,1.1265041017317533e-07
0.1894380316801977,0.0013437376872878555,5.1367567586345335e-18,3.3186827120423104e-18,3.289655995429618e-11,2.6591261086372873e-14,2.6393237540155831e-06,0.0,0.0,3.0290486737677814e-10,8.1567844109437318e-11,3.0917126281030022e-13,1.1164564484577071e-16,2.8494199626784969e-19,-8.4266376246800355e-39,1.7506427186298887e-35,1.6547000622926334e-22,2.2619514998348917e-13,4.3833526327666236e-10,-1.3883829086069325e-28,4.2151427718981107e-36,3.2827961874778525e-19,6.633839445811041e-36,5.6435484711744551e-24,3.1973865603911553e-10,1.0301897807963276e-13,-9.7320859634838135e-18,1.4242007520971294e-22,3.347382953510588e-11,4.1027883821142214e-18,7.4025874459042981e-25,2.8205189300718726e-19,-2.8996382498016135e-22,3.5656426075806397e-21,2.0796625291206861e-17,6.8318862168108785e-24,1.9154044372813302e-18,1.4951761055523712e-08,1.8676556390251743e-08,6.7419047359797481e-21,7.3794233743318165e-24,4.5399850985835086e-20,7.7475256462220367e-51,9.6147894379894053e-16,6.1640439620826065e-21,3.0093306319999694e-20,7.4980203548221882e-25,9.7406243158993335e-18,2.3112945716261103e-27,5.4558138431539355e-18,3.7291050832810516e-23,8.1372671173016066e-27,3.4716140940345604e-48,-1.7958168129330596e-39,2.5584543335486155e-20,7.7538216759465655e-28,1.9028938811943921e-16,2.447706471046473e-30,2.5897943243687789e-16,-7.1959847565510306e-17,9.5119646176771499e-30,1.3973095940452977e-17,2.742915267577561e-30,1.6436269783641664e-16,1.6583965544376941e-22,6.7848278536017193e-29,1.21201960222352e-16,-1.1808876102384367e-26,0.88168480800000004,0.0,0.0094436894644922137,0.10883112131695909,0.00099996561299197989,4.2746547758916054e-24,5.3573790595173967e-17,1.7902168293564009e-21,3.437747077726333e-19,2.8810005753859559e-16,4.7423274560040006e-13,7.7221852957030223e-22,2.4890130796195479e-12,9.9597254877693034e-18,3.7337228465972464e-08,1.9457126419224462e-17,1.0882295600537167e-13,1.9670727283539043e-12,5.8633696184527334e-06,5.3362955795856202e-13,3.2098229845144981e-08,2.8866657597142029e-09,7.6774361337437947e-13,8.4353257947154263e-09,2.3055687725368546e-17,3.2902612861309225e-11,4.1656567375229324e-12,4.3298670936994797e-19,2.5253386507825411e-06,1.7731932964723164e-08,2.6686013552012043e-06,3.782740920840058e-12,5.0406195431079365e-06,3.1267928805960107e-11,1.1403849757049483e-07
0.18957824846593171,0.0013437373649367586,5.2556982068308498e-18,3.4120049823527678e-18,3.3380563321259231e-11,2.714708092180856e-14,2.6783580202602397e-06,0.0,0.0,3.0886880412088614e-10,8.3073013907287747e-11,3.1999876453581204e-13,1.149800022281231e-16,2.9529386396461202e-19,4.6624974013812663e-36,2.3678600632136516e-35,1.7033911886893005e-22,2.2947421235716785e-13,4.4767486398681679e-10,-1.422360462657963e-28,3.3892966815687592e-36,3.3805750935839843e-19,5.2732311640805322e-36,5.809605923150003e-24,3.2916793940329878e-10,1.0540399603625445e-13,-9.7840583856241309e-18,1.4665069486090306e-22,3.3968333054762705e-11,4.2236350282039578e-18,7.4308790602194303e-25,2.8941947409485841e-19,4.4910662697942036e-23,3.6717088668955618e-21,2.1402437934606401e-17,7.1751973261055226e-24,1.9719581253566732e-18,1.5167681126838841e-08,1.8950354395698163e-08,6.9338981934408094e-21,7.4801990635374504e-24,4.5823803806289964e-20,7.9779662966393713e-51,9.9011760845788051e-16,6.347150882544741e-21,3.1094862758658209e-20,7.7581763563499675e-25,1.0030160469197272e-17,2.3799467068643449e-27,5.6183180399585297e-18,3.8969702457158095e-23,8.5029458021793812e-27,6.7037516137600016e-48,-1.8681086562707393e-39,2.6596454439987825e-20,7.9544455124273281e-28,1.9594189593836534e-16,2.5663825096807565e-30,2.6805144814191882e-16,1.1153800586194095e-17,9.9394024451445886e-30,1.3984817158222318e-17,2.7852499936821133e-30,1.6925745023754498e-16,1.7186516386008039e-22,7.1258271481745429e-29,3.8457764035997302e-17,-9.7601797348863039e-27,0.88168480800000004,0.0,0.0094434482737031852,0.10883084214810855,0.00099996510448917492,4.2767187288457212e-24,5.4361157337560602e-17,1.8153614444969909e-21,3.4402397319547811e-19,2.920808635509097e-16,4.8120235080633293e-13,7.72791013849168e-22,2.5256960447439168e-12,1.0106125136870126e-17,3.7887898345797437e-08,1.947150892458083e-17,1.1042233979054813e-13,1.9960614129621967e-12,5.9500886022275681e-06,5.4148420454958519e-13,3.2571637313420225e-08,2.9291493537505682e-09,7.7904449771142536e-13,8.5594729002859358e-09,2.3394539881638036e-17,3.3388908731928675e-11,4.2268677360360685e-12,4.3935920143806155e-19,2.5626886881005615e-06,1.7992976781305057e-08,2.7080294712625277e-06,3.8385321796086027e-12,5.1151704110705749e-06,3.173126943848532e-11,1.1572836957805412e-07
0.18971846525166572,0.0013437370378437748,5.3776110725239079e-18,3.5134164087697969e-18,3.3871613318282946e-11,2.7715786869231047e-14,2.7179666875738924e-06,0.0,0.0,3.1495647180709196e-10,8.460832183129117e-11,3.3121984632803312e-13,1.1844011858797681e-16,3.0603541193791862e-19,3.6086438202405304e-35,-3.6368237580017217e-35,1.7535020736636771e-22,2.3279958240421648e-13,4.5723476822578111e-10,-1.4460847219771169e-28,1.7581827389207031e-36,3.4812583421064091e-19,1.1522077635402574e-35,5.9805049340266422e-24,3.3887364123850033e-10,1.0784858385105077e-13,-9.8229974530882598e-18,1.5100646081686456e-22,3.4470096731735417e-11,4.3480109048947039e-18,7.4601789745775494e-25,2.9700499034956281e-19,4.6594975556738461e-23,3.7809193885907206e-21,2.2026220749090264e-17,7.5360769893710253e-24,2.03016942246953e-18,1.5386625813484153e-08,1.9228111460461841e-08,7.1314278162733814e-21,7.584656913707207e-24,4.6262729318116591e-20,8.2152470124230674e-51,1.0196069663812465e-15,6.5356744262530307e-21,3.2131203339751559e-20,8.0275171934076251e-25,1.0328269882595046e-17,2.4506294046476446e-27,5.7856491842746813e-18,4.0723781978405801e-23,8.8850177622625102e-27,3.0090854796691004e-48,-1.9194571642789502e-39,2.7651096620075986e-20,8.1625422119381935e-28,2.017616076636863e-16,2.6909280233016105e-30,2.7745329342926858e-16,1.153704235089114e-17,1.0386001371284569e-29,1.3996736479089119e-17,2.8282654211654182e-30,1.7429755527469422e-16,1.7811750580634626e-22,7.4842728913159275e-29,3.836108551163448e-17,2.9509935878006952e-26,0.88168480800000004,0.0,0.0094432035347458178,0.10883055887234598,0.00099996458850549292,4.2787823419454507e-24,5.5159961790842007e-17,1.8408736947793742e-21,3.4427324189650448e-19,2.9611997687120348e-16,4.8827319654249382e-13,7.7336351210589268e-22,2.5629149300929293e-12,1.0254652152142577e-17,3.8446625017568571e-08,1.9485891050004767e-17,1.120449579485074e-13,2.0254735501064129e-12,6.0380837550477162e-06,5.4945330700316596e-13,3.3051971310124343e-08,2.9722518269849279e-09,7.9051006297592013e-13,8.6854286032339228e-09,2.3738314569618595e-17,3.3882351155210228e-11,4.2889675875209472e-12,4.458245291175205e-19,2.6005883853222328e-06,1.8257825775656155e-08,2.7480366163587329e-06,3.8951397536664035e-12,5.1908183899068081e-06,3.2201455508190063e-11,1.1744320803302693e-07
0.18987425307033629,0.0013437366687822036,5.5166405700021908e-18,3.6196179787096357e-18,3.442558023124831e-11,2.8363151247074592e-14,2.7626576867097521e-06,0.0,0.0,3.2186829424917684e-10,8.6350329774852411e-11,3.4416670469441492e-13,1.2242796671252643e-16,3.1844521518553455e-19,2.1506715697309621e-36,2.6238371308957937e-35,1.8108924544936607e-22,2.3654929235246526e-13,4.6812144394477485e-10,-1.4709400215988377e-28,4.3426604509429545e-36,3.5966330212413856e-19,8.5457025173793549e-36,6.1762295518761973e-24,3.4999108711752992e-10,1.1063637712489491e-13,-9.8324002974070156e-18,1.5599717564442963e-22,3.5036223435111581e-11,4.4904613478721068e-18,7.4939592872588826e-25,3.0569704964758436e-19,-4.4846454791266353e-23,3.9060578495199382e-21,2.2740995331148456e-17,7.9587432390526247e-24,2.0968474759285626e-18,1.5633479528272601e-08,1.9541424030635837e-08,7.3575799435797624e-21,7.7052049606009304e-24,4.6768604811243022e-20,8.4871454351948606e-51,1.0533993748404316e-15,6.751679578231631e-21,3.332491716141621e-20,8.3379391792331037e-25,1.0669845602686223e-17,2.5316153659933843e-27,5.9773969147613522e-18,4.2765224476272861e-23,9.329636195011404e-27,5.7006732484926733e-48,-1.9902518761298428e-39,2.8875214523078685e-20,8.4028625865167596e-28,2.0842966488253844e-16,2.8365453241169447e-30,2.8830113748400147e-16,-1.1138093927283329e-17,1.0905709034854041e-29,1.4010220531670401e-17,2.8768711136196186e-30,1.8007305355890528e-16,1.8534090519043801e-22,7.9040911100761395e-29,6.1172265306901407e-17,6.0451753374521566e-27,0.88168480800000004,0.0,0.0094429273936882871,0.10883023924982541,0.00099996400631636594,4.2810747142611781e-24,5.6061083948074698e-17,1.8696566763055587e-21,3.4455019572563079e-19,3.0067704296120879e-16,4.9624973226605494e-13,7.7399960278786272e-22,2.6049048097916195e-12,1.0422204609209985e-17,3.9076987680904096e-08,1.950186985387224e-17,1.1387541598159766e-13,2.0586558842309884e-12,6.1373699729739022e-06,5.5844358963024983e-13,3.3593890529603467e-08,3.0208773375339891e-09,8.0344486261310861e-13,8.8275240422114752e-09,2.4126123085259313e-17,3.4439097550589706e-11,4.3590213188134497e-12,4.5311831219557455e-19,2.6433511817663948e-06,1.8556614757085501e-08,2.7931758111162123e-06,3.9590051990611381e-12,5.2761731224147608e-06,3.2732005817729273e-11,1.1937820398788091e-07
