Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245)
0.25803589111230907,0.0013362239979683647,6.795935403454783e-15,3.8764870023753331e-14,4.7143566583850269e-09,8.2997399197255656e-11,0.00097384522030574889,0.0,0.0,1.1790663252806399e-08,7.570058341832843e-08,6.0699737856927315e-07,4.4290423662265504e-09,2.1795861597553596e-13,4.4388498368478565e-38,3.1880996212818718e-29,1.5897926119490008e-18,1.4075025757190926e-11,2.1199967502082273e-06,5.5830186410128761e-22,6.5094228566572215e-29,3.3183247952779915e-14,1.3118006478390276e-30,5.2122142905993964e-20,6.4783936306877921e-06,1.067891700121078e-10,2.2538606272040861e-13,5.1524566781135632e-18,8.0168031927073243e-09,6.3771051893021073e-14,4.1661330766877017e-21,1.2921476036368317e-13,2.0144057036607883e-19,2.808816029699169e-16,1.6992374356066576e-12,2.0438889703472482e-15,2.3463644609926977e-14,5.749901350452395e-07,2.4001002208877308e-06,1.1618847528968792e-16,8.2685661184651034e-19,4.4142069363418201e-16,7.8097891706799793e-46,9.6369659758298287e-11,2.2444408797581093e-16,1.4315078400379703e-15,7.0349100035722265e-21,6.4727190208722207e-13,7.9220295955902206e-23,5.6544561803793449e-13,1.3672352212782911e-15,1.2108173032067267e-19,1.3523289052733454e-38,1.1015991933299615e-30,6.3713163464357638e-13,9.6198557565668985e-21,6.6334073697543047e-12,1.6779750834409694e-23,4.9943344481679432e-10,8.1107157331736629e-17,1.4476278680113404e-22,1.0041227517206461e-14,2.3866472793706475e-25,1.3601105455906794e-11,1.15232088975548e-16,1.9160229462805222e-20,3.2818654471500263e-13,1.4137310022185206e-23,0.88168480800000004,0.0,0.0038033859248014206,0.10226270745039054,0.00098781668362650727,4.7598394632977081e-24,4.5238410979101011e-15,4.2163189385794756e-19,4.6961611069277943e-19,7.8406984175505829e-14,3.848910546568991e-11,1.0711594613323021e-21,8.0933728684738943e-10,8.5659794201140868e-16,1.5523746957620025e-05,2.5506928088814592e-17,8.8660225509419686e-12,6.2203637086622965e-10,0.00213455319893976,8.4751608265491775e-11,1.3395087922158252e-05,4.3485194799864674e-07,1.2215190329276032e-10,1.2706385815562826e-06,1.8783938421685544e-15,9.1958372079748362e-09,3.3155039701335617e-10,6.5222094749597043e-17,0.00092534081587115251,3.5519228472272613e-06,0.00066894262964548035,1.5809630084511515e-09,0.0018378671267389574,1.5267764689884829e-08,5.5705993915625275e-05
0.2581927230621364,0.001336175987435557,6.7982803024716444e-15,3.8647717497891276e-14,4.7117888103769609e-09,8.334835459728168e-11,0.00098050476227897398,0.0,0.0,1.1718317931858668e-08,7.615347179658636e-08,6.155373838113654e-07,4.5216640790031496e-09,2.1957441105318736e-13,4.4474110235760401e-38,3.1959232795226515e-29,1.5898850667540838e-18,1.4076544939968234e-11,2.1346448209643184e-06,5.6970547328776224e-22,6.5849232766727358e-29,3.3575165542652015e-14,1.2945518734220909e-30,5.2111315464118362e-20,6.5266347768457415e-06,1.0653548806813699e-10,2.3006648539720065e-13,5.170645365346884e-18,8.0463037953761884e-09,6.426466155993406e-14,4.1920576038860131e-21,1.3029536176516073e-13,2.0297544332445699e-19,2.8336346442097122e-16,1.7170073382140039e-12,2.0723587598361941e-15,2.3526087325914604e-14,5.7499928525137561e-07,2.4089566657022724e-06,1.1656518777444759e-16,8.3284351455833427e-19,4.4533282912572741e-16,7.9020278786534188e-46,9.748459831472316e-11,2.2523387839008759e-16,1.4412367197818501e-15,7.0180107497726332e-21,6.5346239897599331e-13,7.9472394029738936e-23,5.7230083353171882e-13,1.3925832053679599e-15,1.2244355681452761e-19,1.3679625043058115e-38,1.1239539523417153e-30,6.4847705083878547e-13,9.7903176610816824e-21,6.6547071312025775e-12,1.6885199366177657e-23,5.0631926159739079e-10,-8.7627670462518646e-17,1.4648165711576175e-22,1.0111954526832913e-14,2.4022360871443213e-25,1.3734618215954565e-11,1.1596603250041902e-16,1.941654872139968e-20,3.3434824256572468e-13,9.0433487863404631e-24,0.88168480800000004,0.0,0.0037672232600884032,0.1022202834144178,0.00098773631512774629,4.758340014113281e-24,4.5003105566413394e-15,4.2347216857599846e-19,4.698800741571641e-19,7.8802555508862972e-14,3.8277741486826187e-11,1.0718292857131909e-21,8.1586225053288248e-10,8.5222180615222635e-16,1.5674565442441289e-05,2.5513223308159308e-17,8.8174965905231428e-12,6.2691435087397039e-10,0.0021488183053422556,8.474045129130506e-11,1.352560789532941e-05,4.346409453448094e-07,1.2213714176144155e-10,1.2700188862205807e-06,1.8681129282250967e-15,9.2397089040183245e-09,3.2969658736599509e-10,6.5190285682496771e-17,0.0009315863138916016,3.5652219989303379e-06,0.00067152577071645969,1.5963577213191513e-09,0.0018501709685154802,1.5396845584593582e-08,5.6177066835527504e-05
0.25834955501196377,0.0013361280408930483,6.8000707834599738e-15,3.8530287645748669e-14,4.7087601689634289e-09,8.3696284323097154e-11,0.00098716277882374701,0.0,0.0,1.1645525911994489e-08,7.6605229363977337e-08,6.2413635427527495e-07,4.6155286521655961e-09,2.2117216690676931e-13,4.4282324909558236e-38,3.1813998985836929e-29,1.5897274956729604e-18,1.4077237569971623e-11,2.149290986136147e-06,5.8122958996649831e-22,6.6612486452172508e-29,3.3968594824311557e-14,1.3232726020261772e-30,5.209230536662839e-20,6.5747942731654374e-06,1.0627234693771774e-10,2.3482270633326368e-13,5.1881384965999932e-18,8.0755145143413147e-09,6.4757974985459525e-14,4.2176699585621419e-21,1.3136558139167207e-13,2.0612353855825171e-19,2.8583057272443798e-16,1.7348023419536995e-12,2.1008121560585132e-15,2.3586266732611154e-14,5.7499525228569705e-07,2.4177983861188288e-06,1.1692947583664978e-16,8.3877837497939109e-19,4.4925349199816201e-16,7.9946223641913683e-46,9.860304211904981e-11,2.2599300093349116e-16,1.4509363891693653e-15,7.0002742396930465e-21,6.5964116483847621e-13,7.9713671695095072e-23,5.7918784793596723e-13,1.4182008044853597e-15,1.2379671949571546e-19,1.3833853765150022e-38,1.1464276896087358e-30,6.5992973273181646e-13,9.9614726220737248e-21,6.6750892485791593e-12,1.6988526049327593e-23,5.1324802787101823e-10,1.4860664014069105e-16,1.4819385300319633e-22,1.018242534206924e-14,2.4175104208846637e-25,1.3867997002545943e-11,1.1668757254715611e-16,1.9672370141233416e-20,3.401616375090156e-13,1.6695091195682974e-23,0.88168480800000004,0.0,0.0037311062633247627,0.10217790857260808,0.00098765599793311574,4.7568352804804001e-24,4.4764129376855917e-15,4.2530098586320092e-19,4.7014298473748148e-19,7.9196271497863107e-14,3.8063371620109733e-11,1.0724965955998564e-21,8.2241833018925649e-10,8.4777496725388167e-16,1.5826420786640572e-05,2.551945694854719e-17,8.7682755395466526e-12,6.3181391121942403e-10,0.0021630726385036005,8.4720371881369001e-11,1.3657031814848319e-05,4.3438441242010348e-07,1.2210952741902884e-10,1.269266272033971e-06,1.8576847493038762e-15,9.2833380883061044e-09,3.2781740239384225e-10,6.5151653868146583e-17,0.00093782843871134344,3.5784215675729351e-06,0.00067408285587017096,1.6118586564932804e-09,0.001862465875841039,1.5526420928577287e-08,5.6649945482598029e-05
0.2585063869617911,0.0013360801633632673,6.8013031964047243e-15,3.8400656772668154e-14,4.7052702591049539e-09,8.4041160435373719e-11,0.00099381860414062906,0.0,0.0,1.1572297974069714e-08,7.7055798785903831e-08,6.3279352525564409e-07,4.710634089160138e-09,2.2275131078781982e-13,4.4331360297519447e-38,3.1866800165568311e-29,1.5893191636987022e-18,1.407710135695767e-11,2.1639340315943072e-06,5.9287178671061846e-22,6.737005597718526e-29,3.4363487306741724e-14,1.3319677490069442e-30,5.2065096960500456e-20,6.6228661899853058e-06,1.0599979901496429e-10,2.3965529448874779e-13,5.2049287186211695e-18,8.1044340177712115e-09,6.525093196834759e-14,4.2429620811305834e-21,1.3242503686821449e-13,2.0790782307304403e-19,2.8828220555503649e-16,1.7526199063733612e-12,2.1292373761029399e-15,2.3644164923647275e-14,5.7497801823602985e-07,2.4266254518941448e-06,1.1728120669628512e-16,8.4465922156877638e-19,4.5318231405016283e-16,8.0875612148361056e-46,9.9724833797714989e-11,2.2672112493991489e-16,1.4606056945627418e-15,6.981707127750525e-21,6.6580670027374052e-13,7.9944031073504111e-23,5.8610593880636254e-13,1.444085883811949e-15,1.2514057930425426e-19,1.3986249902050864e-38,1.1690085018817457e-30,6.7148839290084748e-13,1.0133251010138539e-20,6.6945450537174748e-12,1.7089682765980318e-23,5.2021899072493834e-10,4.8788462046580679e-17,1.4989866841542295e-22,1.0252629139582461e-14,2.4324626449946182e-25,1.4001215718326972e-11,1.17396397775568e-16,1.9927581509701647e-20,3.4637308042729217e-13,1.3770995660262855e-23,0.88168480800000004,0.0,0.0036950386876707991,0.1021355873332742,0.00098757573989843275,4.7553255207875364e-24,4.4521576112004497e-15,4.2711824694875229e-19,4.7040482712217636e-19,7.958810007239829e-14,3.784607918634895e-11,1.0731613491593712e-21,8.2900550219727556e-10,8.4325917130802069e-16,1.597931344752688e-05,2.552562910823904e-17,8.7183785281634054e-12,6.3673503192707182e-10,0.0021773146634980417,8.469133632525772e-11,1.3789360226034892e-05,4.3408224183799014e-07,1.2206901169171159e-10,1.2683804317484085e-06,1.8471133583991665e-15,9.3267213665723529e-09,3.2591357063829707e-10,6.5106183535452066e-17,0.00094406653594397477,3.5915219529056877e-06,0.00067661366038545417,1.6274658712741553e-09,0.0018747505270076484,1.5656485679033062e-08,5.7124611457767473e-05
0.25864753571663573,0.0013360371367414194,6.8019324352783307e-15,3.8278068190969943e-14,4.7017346813136677e-09,8.4348915643830484e-11,0.00099980642208712047,0.0,0.0,1.1506028304913658e-08,7.7460249004591842e-08,6.4063409419431048e-07,4.7972879069196105e-09,2.2415615407908418e-13,4.4297715785410678e-38,3.1855893560207517e-29,1.5887367871903328e-18,1.4076268377922203e-11,2.1771091003387495e-06,6.0344856191392134e-22,6.8040857073123162e-29,3.4720101131898285e-14,1.339185988810659e-30,5.2033590720276252e-20,6.6660511444795556e-06,1.0574651227048003e-10,2.4407039141362969e-13,5.2194330882016374e-18,8.1302115601610017e-09,6.5694238738280674e-14,4.2654445745736192e-21,1.3336902819061259e-13,2.0960140349681115e-19,2.9047485685277821e-16,1.7686729004728491e-12,2.1547860406758286e-15,2.3694308557384862e-14,5.7495120523475658e-07,2.4345573414806621e-06,1.1758692072818859e-16,8.4990416581817196e-19,4.5672492412028633e-16,8.1714910936093802e-46,1.0073717762060006e-10,2.2734966968717262e-16,1.4692811626962872e-15,6.9642922133331901e-21,6.7134312312191341e-13,8.0141942379922181e-23,5.9235818760013689e-13,1.4676092976296427e-15,1.263415663996453e-19,1.4120994850072871e-38,1.1894124327272948e-30,6.81980696888486e-13,1.0288325288513614e-20,6.7112564255321188e-12,1.7178829200070113e-23,5.2652830047385943e-10,-1.5924505700537275e-17,1.5142610118854918e-22,1.0315575357944674e-14,2.4456380056830929e-25,1.4120954139946963e-11,1.1802321308329401e-16,2.0156655718652264e-20,3.5199452552122818e-13,1.1926971245880139e-23,0.88168480800000004,0.0,0.0036626232255179253,0.10209754769127677,0.00098750356474532476,4.7539626539773235e-24,4.4300298962368747e-15,4.2874382341327208e-19,4.7063955932663133e-19,7.9939106067062916e-14,3.7648086977064144e-11,1.073757407126603e-21,8.3496052280357671e-10,8.391374627007106e-16,1.6117804046541636e-05,2.5531131571651266e-17,8.672909282934474e-12,6.4118245990403469e-10,0.0021901206919111237,8.465752190845238e-11,1.3909229520189736e-05,4.3377119328478861e-07,1.2202148022284381e-10,1.2674690480284458e-06,1.837480052531319e-15,9.3655533281332092e-09,3.2417966358015458e-10,6.5059402053920334e-17,0.00094967683806532492,3.6032278852145995e-06,0.00067886873471771191,1.6416032731464862e-09,0.0018857968498848169,1.5773958199994977e-08,5.7553323687665771e-05
0.25878868447148035,0.0013359941737485501,6.8021045161138406e-15,3.8151135378689375e-14,4.6978250802542572e-09,8.4654156316405872e-11,0.0010057914374852807,0.0,0.0,1.1439421280737623e-08,7.7863650232129289e-08,6.4852058644778084e-07,4.8849426770239074e-09,2.2554504731280246e-13,4.4255948412025987e-38,3.1842382097154615e-29,1.5879504931627692e-18,1.4074760975055818e-11,2.1902797698356249e-06,6.1411696984056756e-22,6.8710934125841566e-29,3.5077824448704614e-14,1.3467964159515162e-30,5.1995429714058066e-20,6.7091560665849056e-06,1.0548569864158333e-10,2.485482505768531e-13,5.2333574843868659e-18,8.1557514026156581e-09,6.6137164155099081e-14,4.2876554643252245e-21,1.3430371776710601e-13,2.1148123707842979e-19,2.9265388705503051e-16,1.7847402491213822e-12,2.1802933347970454e-15,2.3742578332743648e-14,5.7491366997349722e-07,2.4424774753120292e-06,1.1788226727356368e-16,8.5510232282300377e-19,4.6027357216085325e-16,8.255682091745185e-46,1.0175198796173365e-10,2.2795262725373045e-16,1.4779302843887242e-15,6.9462153802090508e-21,6.768664994977785e-13,8.0330870518543178e-23,5.9863447816639276e-13,1.4913458232050309e-15,1.2753402839254177e-19,1.4253706141678825e-38,1.2098838106881705e-30,6.9255675141503478e-13,1.0443793429606767e-20,6.7272050652580705e-12,1.726614560834074e-23,5.3287059362894669e-10,-3.1063639494666345e-17,1.5294645769470846e-22,1.0378288773982876e-14,2.4585409620890834e-25,1.4240522770340304e-11,1.1863925631699643e-16,2.0385059791699611e-20,3.5761932287252626e-13,1.1648298120006112e-23,0.88168480800000004,0.0,0.0036302535666681867,0.10205955825035015,0.00098743144961078847,4.7525961152449087e-24,4.4076272613357426e-15,4.30359897673013e-19,4.7087340279804027e-19,8.0288535450729748e-14,3.7447858335255044e-11,1.0743513302096873e-21,8.4094069330193747e-10,8.3496265179222717e-16,1.6257135343825703e-05,2.5536584400109877e-17,8.6269225417620348e-12,6.4564732388683721e-10,0.002202914382874305,8.4616408327590983e-11,1.4029832096495875e-05,4.3342304884133217e-07,1.2196343349577537e-10,1.2664493771679528e-06,1.8277371076595078e-15,9.4041810779800493e-09,3.2242694105365151e-10,6.5007062175026575e-17,0.00095528286805993514,3.6148542654627641e-06,0.000681102193471587,1.6558268268381813e-09,0.0018968328261861778,1.589181929431012e-08,5.7983455026218788e-05
0.25892983322632496,0.001335951278035031,6.8018171252372021e-15,3.8019370955522531e-14,4.6935414215687642e-09,8.4956863974140443e-11,0.001011773162257746,0.0,0.0,1.1372484677513148e-08,7.8265961385558504e-08,6.5645240289653939e-07,4.973595873076175e-09,2.2691758407270103e-13,4.4189292980819945e-38,3.1809280425132047e-29,1.5869600327114093e-18,1.4072577904358686e-11,2.2034451516870508e-06,6.2487511883429447e-22,6.937983155845713e-29,3.5436620867102687e-14,1.3591191665776237e-30,5.1950611576753982e-20,6.7521766685901261e-06,1.0521740433125264e-10,2.5308933894540876e-13,5.246697255219003e-18,8.1810528074003921e-09,6.657966437778294e-14,4.3095891079303661e-21,1.3522883497035295e-13,2.1351833681272664e-19,2.9481878900389468e-16,1.8008200920388101e-12,2.2057503786540289e-15,2.3788962682649755e-14,5.7486539762554605e-07,2.4503859111508821e-06,1.1816715830205988e-16,8.6025226499872522e-19,4.6382798607343168e-16,8.3401256447722984e-46,1.0276914713913391e-10,2.2852978760834593e-16,1.4865522429882931e-15,6.9274822133757281e-21,6.8237571551181431e-13,8.0510755309351519e-23,6.0493426599437499e-13,1.5152936444330371e-15,1.2871749821433882e-19,1.4384215114000032e-38,1.2304134685824911e-30,7.0321550872041058e-13,1.0599601508865423e-20,6.7423855842000601e-12,1.7351598832755007e-23,5.3924528473933136e-10,-3.6431779490247027e-18,1.5445921837114149e-22,1.044076164152752e-14,2.4711662353147419e-25,1.4359902631692703e-11,1.1924430854414315e-16,2.061270973482584e-20,3.6325030555160311e-13,1.2715847865935904e-23,0.88168480800000004,0.0,0.0035979324418855927,0.10202162222117934,0.00098735940022755936,4.7512260942925313e-24,4.3849568451254549e-15,4.3196640751394519e-19,4.7110634646042532e-19,8.0636366400419796e-14,3.7245456347809047e-11,1.0749430881134117e-21,8.4694599674817323e-10,8.3073607199650872e-16,1.6397307443062317e-05,2.554198767833826e-17,8.5804328004847929e-12,6.5012961115647783e-10,0.0022156946124543145,8.4567977481272758e-11,1.4151168159648138e-05,4.3303776260725539e-07,1.2189484507174805e-10,1.2653212877595749e-06,1.8178875949334837e-15,9.4426023381058446e-09,3.2065595366531873e-10,6.4949157153608876e-17,0.00096088414647266262,3.6264015606457248e-06,0.00068331389037036875,1.6701365516050231e-09,0.0019078574879353852,1.6010065203146913e-08,5.8414991758282567e-05
0.25907098198116957,0.0013359084532530777,6.8010680160628231e-15,3.7881829791948195e-14,4.688883773256178e-09,8.5257020767487314e-11,0.0010177511077209844,0.0,0.0,1.1305226469135395e-08,7.8667141483996486e-08,6.6442893131196167e-07,5.0632446118445975e-09,2.2827335980699368e-13,4.3993218338693628e-38,3.1688016907273995e-29,1.5857652378144268e-18,1.4069718056090599e-11,2.2166043568497776e-06,6.3572093989482278e-22,7.0041798520059581e-29,3.579645368877268e-14,1.3717235593446775e-30,5.1899136744153168e-20,6.7951086766138e-06,1.0494167755008222e-10,2.5769408407876844e-13,5.2594479454605109e-18,8.2061151122420872e-09,6.7021695611827977e-14,4.331239915215588e-21,1.3614411076617369e-13,2.1541167929422361e-19,2.9696905679364886e-16,1.8169105678047229e-12,2.2311481720550394e-15,2.3833450530079915e-14,5.7480637279931939e-07,2.4582827087942846e-06,1.1844150802337394e-16,8.6535256469656863e-19,4.6738789283287206e-16,8.4248131156700123e-46,1.037885366089376e-10,2.2908094936537461e-16,1.4951462303305904e-15,6.9080985139217744e-21,6.8786965135482872e-13,8.0681539742272777e-23,6.1125700120665976e-13,1.5394508617578438e-15,1.2989150707596805e-19,1.4512607839796521e-38,1.2509917813561632e-30,7.1395588644876822e-13,1.0755694467287207e-20,6.7567928823937688e-12,1.7435156199286186e-23,5.4565177685346796e-10,-8.4409531724827419e-18,1.5596386048806456e-22,1.0502986266901383e-14,2.4835086198267897e-25,1.447907477958363e-11,1.1983815250551269e-16,2.0839520607850307e-20,3.6896163798300346e-13,1.2767451518797793e-23,0.88168480800000004,0.0,0.0035656625787417479,0.1019837428117405,0.00098728742232716965,4.7498527811416325e-24,4.3620259103235501e-15,4.3356329414485567e-19,4.7133837927344989e-19,8.0982577610236804e-14,3.7040944789973432e-11,1.0755326506281495e-21,8.5297641599333405e-10,8.264590735924198e-16,1.6538320373143846e-05,2.5547341495266597e-17,8.5334547041910778e-12,6.5462930932637779e-10,0.0022284602557288268,8.4512213191264571e-11,1.4273237851613915e-05,4.3261529897882366e-07,1.2181569133248134e-10,1.2640846779429869e-06,1.8079346171233999e-15,9.4808148953582309e-09,3.1886726060462834e-10,6.488568176115944e-17,0.0009664801933353289,3.6378702954319303e-06,0.00068550368486820724,1.684532459358966e-09,0.0019188698662497962,1.6128692143042311e-08,5.884792007860309e-05
0.2592121307360142,0.0013358657030477323,6.7998550598107145e-15,3.7739377844827536e-14,4.6838523039988128e-09,8.555460947631546e-11,0.0010237247847217012,0.0,0.0,1.1237654605905836e-08,7.9067149805503319e-08,6.7244954655138018e-07,5.1538856560943344e-09,2.2961197537424015e-13,4.3937813438327397e-38,3.1671868299176132e-29,1.584366035859356e-18,1.4066180460499647e-11,2.2297564958580317e-06,6.4665231624237568e-22,7.0705692541809648e-29,3.6157285921122691e-14,1.3753304287564894e-30,5.1841008544811596e-20,6.8379478318531068e-06,1.046585687903514e-10,2.6236291901419684e-13,5.2716053474296604e-18,8.2309377302795893e-09,6.7463214125265204e-14,4.3526023950933484e-21,1.3704927992212704e-13,2.1741967387154017e-19,2.9910419434147267e-16,1.8330098146266329e-12,2.2564776625150495e-15,2.387603129240373e-14,5.7473657953675705e-07,2.4661679299687023e-06,1.1870523390224725e-16,8.7040180279877558e-19,4.7095301855090831e-16,8.5097357981606142e-46,1.0481003701165992e-10,2.2960592195236669e-16,1.5037114470317807e-15,6.8880703428119931e-21,6.9334718158546027e-13,8.0843170659483397e-23,6.1760212876830976e-13,1.5638154925657072e-15,1.3105558793520909e-19,1.4638529268088501e-38,1.2716089872233684e-30,7.2477676800569135e-13,1.0912016479878166e-20,6.770422160415352e-12,1.7516785799935443e-23,5.5208946169600034e-10,1.905868160410652e-17,1.5745986226635355e-22,1.0564955011877838e-14,2.4955630260386399e-25,1.4598020312126104e-11,1.2042057453383459e-16,2.1065407158211322e-20,3.7468676414080917e-13,1.3843685581121889e-23,0.88168480800000004,0.0,0.0035334467008671755,0.10194592322641717,0.00098721552163839378,4.7484763660740826e-24,4.3388417907104463e-15,4.3515050186719283e-19,4.7156949023481529e-19,8.1327148297797934e-14,3.6834388098388219e-11,1.076119987644914e-21,8.5903193387166735e-10,8.2213302441940435e-16,1.6680174088276068e-05,2.5552645944016597e-17,8.4860030515362951e-12,6.5914640651977393e-10,0.0022412101871016809,8.4449101343616237e-11,1.4396041251633559e-05,4.3215563275162348e-07,1.2172595162203685e-10,1.2627394763013619e-06,1.7978813095348404e-15,9.5188166020139252e-09,3.1706142488761126e-10,6.4816632331840321e-17,0.00097207052830083928,3.6492610504724486e-06,0.00068767144217447428,1.6990145547087874e-09,0.0019298689916122033,1.6247696306950718e-08,5.92822260956442e-05
0.2593532794908588,0.0013358230310515876,6.7981762032895179e-15,3.7590947303162137e-14,4.6784472806487424e-09,8.5849613452195455e-11,0.0010296937038050762,0.0,0.0,1.1169777273185066e-08,7.9465945664433519e-08,6.8051361210691527e-07,5.245515446790476e-09,2.309330364155652e-13,4.3868672979107615e-38,3.1645176404637386e-29,1.582762434952104e-18,1.4061964280420308e-11,2.2429006790519627e-06,6.5766699953933607e-22,7.1350342658310508e-29,3.6519080321257419e-14,1.3798153389342391e-30,5.1776233101702777e-20,6.8806898900625098e-06,1.0436813008698214e-10,2.6709624376125322e-13,5.2831654827479452e-18,8.2555201419577362e-09,6.7904176255890762e-14,4.3736711458980843e-21,1.3794408061883196e-13,2.192351407303247e-19,3.0122370826319045e-16,1.8491159710406061e-12,2.2817297409824499e-15,2.3916694833247738e-14,5.7465600136426772e-07,2.4740416380342858e-06,1.189582563044374e-16,8.7539856713758077e-19,4.7452308858627143e-16,8.5948849270574777e-46,1.0583352829864423e-10,2.3010452487093723e-16,1.5122471018029382e-15,6.8674039753642622e-21,6.9880717580652131e-13,8.0995598415280767e-23,6.239690892121223e-13,1.5883854804060705e-15,1.3220927509134185e-19,1.4761857555977869e-38,1.2922550306455337e-30,7.3567700660564257e-13,1.1068510969396458e-20,6.7832689085558375e-12,1.7596456413353413e-23,5.5855772103134829e-10,2.5333912784340391e-18,1.5894670226847372e-22,1.0626660290363272e-14,2.5073244688197934e-25,1.4716720373559491e-11,1.2099136409016377e-16,2.1290283769672569e-20,3.8050290090625189e-13,1.3527565039356815e-23,0.88168480800000004,0.0,0.0035012875277102527,0.10190816666560364,0.0009871437038862002,4.7470970395841075e-24,4.3154118919221149e-15,4.3672797781223429e-19,4.7179966837745422e-19,8.1670058153737413e-14,3.6625851241846127e-11,1.0767050691429406e-21,8.6511253337019874e-10,8.1775930694906273e-16,1.682286847162349e-05,2.5557901121446344e-17,8.43809276825147e-12,6.6368089150424889e-10,0.0022539432806581304,8.4378629897796712e-11,1.4519578379509767e-05,4.3165874905957824e-07,1.2162560820148256e-10,1.261285640741421e-06,1.7877308343963153e-15,9.5566053693253163e-09,3.1523901392246211e-10,6.4742006704996409e-17,0.00097765467080000658,3.6605744604545313e-06,0.00068981703265509392,1.7135828353387084e-09,0.0019408538941824208,1.6367073867599414e-08,5.9717895843856437e-05
0.2594944282457034,0.0013357804409100287,6.7960295107487807e-15,3.7438005290676363e-14,4.6726690843814117e-09,8.6142016772332192e-11,0.0010356573752655662,0.0,0.0,1.1101602674977118e-08,7.9863488684941958e-08,6.8862047717978022e-07,5.3381300197121529e-09,2.3223615200036246e-13,4.3701984057687316e-38,3.1553126840779846e-29,1.5809545412310116e-18,1.4057068834157686e-11,2.2560360167412143e-06,6.6876269959156671e-22,7.1997866659575114e-29,3.6881799340397773e-14,1.3907844830184024e-30,5.1704819596806143e-20,6.9233306267401096e-06,1.0407041621397316e-10,2.7189447649182541e-13,5.2941246028135266e-18,8.2798619134385741e-09,6.8344538445681489e-14,4.3944408440587701e-21,1.3882825368308279e-13,2.2119486181386393e-19,3.033271131703575e-16,1.8652271767118455e-12,2.3068951983376225e-15,2.3955431588740868e-14,5.7456462117608519e-07,2.481903898335574e-06,1.1920049839334221e-16,8.8034144945413675e-19,4.7809782749274959e-16,8.6802516651842065e-46,1.0685888958943242e-10,2.3057658775334491e-16,1.5207524139344283e-15,6.8461059579448496e-21,7.0424849776795166e-13,8.1138777042612427e-23,6.3035731762615762e-13,1.6131586751915964e-15,1.3335210257261361e-19,1.488285389466221e-38,1.3129197019018079e-30,7.4665541735043085e-13,1.1225120307721093e-20,6.7953289626432708e-12,1.7674137461276371e-23,5.6505592410521728e-10,2.6016553311364253e-17,1.6042385745811965e-22,1.0688094585326577e-14,2.5187880614067995e-25,1.4835156175073429e-11,1.2155031321589217e-16,2.1514064079941405e-20,3.8632392529403056e-13,1.4483048858153147e-23,0.88168480800000004,0.0,0.0034691877726971999,0.10187047632379034,0.00098707197478918639,4.7457149923192906e-24,4.2917437375407063e-15,4.3829567296664769e-19,4.7202890278466931e-19,8.2011287477345209e-14,3.6415399933012222e-11,1.0772878652396062e-21,8.7121819689543106e-10,8.1333932227184825e-16,1.6966403320263204e-05,2.5563107129150619e-17,8.3897389465395197e-12,6.682327531218174e-10,0.0022666584103647265,8.4300788817463643e-11,1.4643849182699182e-05,4.3112464379067685e-07,1.2151464640610195e-10,1.2597231626945231e-06,1.7774863892056552e-15,9.5941791841431253e-09,3.1340060291212896e-10,6.466180444079786e-17,0.00098323214011187166,3.6718112268253154e-06,0.00069194033327012953,1.7282372904764022e-09,0.0019518236039566595,1.6486820972968833e-08,6.0154915267128791e-05
