Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276),S(1952),S(3263),S(199),C3H7O(185),CHO3(319),CH2O3(342),S(328),S(3183),S(3838),S(3842),S(3942),S(313),S(1908),S(850),C3H6O(87),S(756),S(4205),S(4320),S(4361),C3H6(89),S(2810),S(4680),S(5093),S(5094),S(4665),S(4674),S(5273),S(5708),S(2013),S(771),S(737),S(5810),C4H9(129),S(5714),S(2023),S(6093)
0.0,0.0026134490679297017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0026134490679297017,1.7879131768380159e-22,8.2173920726129693e-30,4.6161136730415432e-31,1.2070983103457452e-29,6.2675845292053068e-39,0.0,0.0,8.5838495510509559e-21,5.9558630838276659e-32,2.8404059535314285e-35,4.5015850557619659e-42,4.6128950526671939e-46,5.1233066452591312e-54,7.1011094645401336e-44,4.8339848966971823e-35,6.4343039916839749e-21,8.0452859530080799e-32,-1.2738898590633717e-73,8.0036026648799651e-70,1.1076510650704366e-45,7.8312069972829553e-45,9.7424440981850944e-30,5.3488651453959274e-44,1.6341309077596013e-33,1.5615586395983899e-55,4.2350052320213796e-45,1.3855284548237506e-26,2.9218451038929514e-30,3.0140714980834367e-19,1.188540303291095e-41,2.5341047060953625e-56,1.7294819301593243e-52,2.1001621982268201e-41,1.867386383047771e-67,5.6143580652499153e-51,1.3579437572957206e-28,5.1799660454089994e-39,1.034863348442198e-39,1.3696567509347789e-39,1.833052972480567e-26,3.3691704286768052e-49,1.4182461766155885e-55,2.3534890082366828e-48,6.3775631097653415e-45,2.5534044062104833e-38,2.9738503788485287e-52,8.9341172259323148e-54,3.0334167170811394e-53,2.4412710854863409e-79,1.614328906373929e-71,-6.5807806184940619e-100,-2.5526665705975527e-95,4.7687206605879273e-50,1.1246383414492116e-46,1.3240569750261182e-55,5.220381346952101e-64,2.5834103027973026e-53,1.0258814013056093e-63,1.2624775586761277e-67,4.4343692149538062e-36,2.1491978044765567e-37,2.8503224202431283e-46,4.3309223995397353e-49,3.4978419662232237e-63,2.827435566848592e-74,-1.5792185505012912e-74,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.001,3.8617600410146468e-19,3.0140715002512288e-19,3.8617600927028605e-19,1.5480435417340791e-26,1.100801124687057e-26,1.208235071487785e-26,1.9747726398946043e-34,9.6587642228700202e-22,4.6306712851490857e-35,3.0332417184315242e-28,6.2015829602701229e-41,1.4542176050005287e-41,7.8810489867207748e-22,1.5759236219224208e-37,3.9405244987674964e-22,2.4749676682548393e-28,1.2374837898695385e-28,7.0954009181080918e-36,2.2282420798806451e-42,4.1690222299414535e-49,2.5071548203408355e-54,1.8030695805850541e-22,4.1812485731191046e-50,8.917573906512364e-50,7.2278707098574206e-30,3.7627068268969462e-39,1.7696099453155545e-36,1.2858718080195419e-37,5.4262531075341751e-42,2.0263634278543946e-47,6.363599379133498e-54,7.1544833567980067e-35,1.8243590417188201e-61,2.7538986840068744e-36,8.6483531512512085e-43,7.3795128756526215e-62,3.528256158748777e-68,9.0376794791158659e-52,1.3491078062659144e-30,2.7497329513036778e-36,8.6352720439112887e-43,3.0713509731652633e-43,5.0218097254556818e-41,1.5231847796913694e-58,1.6631212425132677e-60,4.0965440248298674e-68,8.9411502460584219e-75,4.1859459374724507e-84,4.3889254780619903e-63,1.684129595490926e-65,7.2769581757449406e-69,7.866531123232595e-59,6.0770428136596923e-77,3.8303058225008602e-80,2.4364696221237929e-36,2.0864756294485098e-39,1.3448874695616141e-52,1.9414873804922362e-61,4.2600173215137133e-60,1.7924452725072107e-76,2.589509637129757e-83,1.3924542802831151e-83,1.4461334804558492e-89,1.2247351004938444e-72,6.1742862191000355e-51,4.0965700102199848e-41,4.4765086430811729e-44,3.2577262941071786e-50,2.5013281735864819e-58,6.7690369011866722e-64,1.1740262578607351e-68,3.9675127869892963e-28,3.6492225939021736e-93,4.2299125137559622e-98,6.2350331305907808e-103,1.0140994917713154e-103,5.1108588129120198e-99,1.5535563696331179e-101,1.5709586664588514e-107,1.2772920506016719e-113,1.4422192747314447e-55,2.6880741163763098e-43,3.9230107981003603e-50,3.7595272140411374e-35,1.1971473675609562e-28,9.9441466575931779e-115,4.9036207106445347e-50,1.1759168176771421e-55
3.0000000000000002e-15,0.0026134490679297017,5.8745803538387642e-22,2.8257657852500262e-29,3.0334478956704219e-30,4.7312472568927858e-29,5.9094393458206955e-38,0.0,0.0,2.8204080529993997e-20,3.9138530909473262e-31,1.8665461918536552e-34,4.2443411680142784e-41,4.3493245567530799e-45,4.8305314245549229e-53,4.6664443268174951e-43,3.1766074173329442e-34,2.1141303746787457e-20,5.286904286333832e-31,7.5342957420750581e-72,9.8336920581177875e-69,1.0444528712612002e-44,7.3837072151453638e-44,3.2010635210395354e-29,5.0432171132304995e-43,1.0738578823438067e-32,1.9279197661435879e-54,3.9930044872694939e-44,9.1049011000181697e-26,1.9200695960147794e-29,9.9033772611416472e-19,1.120623865870027e-40,3.8372866784919127e-55,2.125323192606725e-51,2.5801400746706768e-40,2.2968112243370358e-66,5.293541962557695e-50,8.9236338522074689e-28,4.8839725292070664e-38,9.7580017732269022e-39,1.2917787119165473e-38,1.204577632105008e-25,2.2167132523417058e-48,2.1480245208621959e-54,2.8920961188951868e-47,7.835310031169546e-44,2.40750287399482e-37,3.6535870646175791e-51,1.0975256291964462e-52,3.7267689096100629e-52,4.3951838553657e-78,2.4451250519601997e-70,3.5159643652104544e-98,2.5881372719305539e-89,5.8662252645025115e-49,1.3820171190487671e-45,2.0053756721911702e-54,7.9051100302545052e-63,3.9121566833672162e-52,1.8465574184980821e-62,1.910918632115528e-66,4.1809769222303255e-35,2.0263265670386317e-36,3.5017568732583862e-45,5.3210744547437596e-48,5.2967376635652507e-62,5.8971430839798767e-73,1.9700450323443061e-72,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.001,1.2688639508242166e-18,9.9033772753871443e-19,1.2688639847907557e-18,1.017285717613499e-25,7.2338357789087267e-26,7.9398301616875816e-26,1.8619281674148652e-33,3.1735929424280953e-21,4.3660608894272121e-34,1.9932722875485609e-27,7.6190854754018477e-40,1.7866097286564723e-40,2.5894867157738555e-21,1.4858704079269382e-36,1.2947433614402015e-21,1.6264067205694018e-27,8.13203318555874e-28,6.6899462351056982e-35,2.7375531000468618e-41,6.313081466402658e-48,4.5128730591309855e-53,5.9243711106399204e-22,5.5182989196830847e-49,1.4317051408017408e-48,4.7497434105996759e-29,3.5476950900494413e-38,1.6684886364741708e-35,1.2123931064984441e-36,5.1161838963813489e-41,2.4895329158972422e-46,9.636308812659729e-53,6.7456530666082355e-34,3.2838463231862216e-60,2.5965319733395208e-35,1.062511461923979e-41,1.3283124164895599e-60,7.3589347449466755e-67,1.3685623723515913e-50,8.8655665735779376e-30,2.5926041861029434e-35,1.0609043522573732e-41,3.7733728029367766e-42,4.7338075501212919e-40,2.8759491160532524e-57,3.6153287286375537e-59,1.0075590176720299e-66,2.4545679154650543e-73,1.2687446289807611e-82,9.1492393751468973e-62,3.9917304125837944e-64,1.9326977525672699e-67,1.1912087978376782e-57,1.4410180085575276e-75,1.0176980929132384e-78,2.2972431577389366e-35,1.9672476079883721e-38,1.6522971205812536e-51,2.939976423026257e-60,6.4521893786131143e-59,5.272708198512289e-75,8.3572001962085833e-82,4.4938909745318067e-82,5.061796348628857e-88,2.2031174777259985e-71,9.3496287984906232e-50,3.8613550348704959e-40,5.4986224553802741e-43,4.9331272490076943e-49,4.5023879037094395e-57,1.4118235634388382e-62,2.7841122430319557e-67,2.6072226807295018e-27,1.2103279294806511e-91,1.5237763731791436e-96,2.4240026869187251e-101,3.9428368799031778e-102,1.8411295405467576e-97,5.5965121672599813e-100,6.1080414509641972e-106,5.331168871748743e-112,2.1833957974363375e-54,3.3024900516837098e-42,5.9405577744517282e-49,3.544696371973126e-34,7.8669670854733554e-28,4.1504999618321242e-113,4.6234108981355893e-49,1.4446894870358959e-54
7e-15,0.0026134490679297017,1.3026298005820064e-21,7.0751074348714241e-29,1.6486192389238258e-29,1.5414097857566666e-28,9.5446753178392088e-37,0.0,0.0,6.2539505009340492e-20,2.1270948037874143e-30,1.0144050273694363e-33,6.8550992730765922e-40,7.0251661644703289e-44,7.8018204370882176e-52,2.5361144577299487e-42,1.7263773638905734e-33,4.6878666655762313e-20,2.8733249334783607e-30,1.4536588827699739e-70,4.9747993333599949e-67,1.6871894355050277e-43,1.1925772741576943e-42,7.0978479172951085e-29,8.145580557729409e-42,5.8361993031820177e-32,1.0323814822872918e-52,6.4493006252663387e-43,4.9483151979703011e-25,1.0435159302849821e-28,2.1959659287543187e-18,1.8099795753760783e-39,6.3355368914773711e-53,1.0782422046160217e-49,1.3047113539566959e-38,1.2029703443985871e-64,8.5498945511840732e-49,4.8498131974506034e-27,7.8883718299722482e-37,1.5771290550749698e-37,2.0860348964158257e-37,6.5466163094362616e-25,1.2059543544071535e-47,3.5472285755438088e-52,1.4626989302231777e-45,3.9633197209564316e-42,3.8885898564806866e-36,1.8480320100380139e-49,5.5457072130399488e-51,1.8850504944547975e-50,2.4555839155323702e-75,4.0522003620187495e-68,1.2838357349759134e-95,2.4218428940252756e-87,2.9652917545636546e-47,6.9896513757051773e-44,3.3116715897840942e-52,1.3054404254760601e-60,6.464301767497112e-50,1.0277724461074061e-59,3.1354980614414351e-64,6.7529095544415485e-34,3.2719373948065309e-35,1.7708258387723906e-43,2.6928510757661779e-46,8.7477505148720055e-60,1.1336487941554345e-69,7.0412179840683743e-70,0.88168480800000004,0.0,0.0094599999999999945,0.10885,0.001,2.8135674878060099e-18,2.1959659364964477e-18,2.8135676724066966e-18,5.5287253687312485e-25,3.9314318402208132e-25,4.3151239983095128e-25,3.0072913390540248e-32,7.0370908530549266e-21,7.051840859492913e-33,1.0832971795733868e-26,3.8538266212847299e-38,9.0368926551019948e-39,5.7419001242009046e-21,2.3998993535062802e-35,2.87095008141182e-21,8.8391455890534028e-27,4.4195721205466939e-27,1.0805229393477106e-33,1.384683720007615e-39,1.0425883208027758e-45,2.5124681452047123e-50,1.3136646613724796e-21,3.4219733653849282e-47,2.9336077560085391e-46,2.5813815855379309e-28,5.7300632496190067e-37,2.6948509857075093e-34,1.9581939053714865e-35,8.2634476290261424e-40,1.2592447645089514e-44,1.5914484057383989e-50,1.0895212245380347e-32,1.8282688888075432e-57,4.1937766863439867e-34,5.3743010739510888e-40,7.3953365280627613e-58,1.4150645601940187e-63,2.2601808156661345e-48,4.8182462025665647e-29,4.1874312876281758e-34,5.3661719558226318e-40,1.9086170263958544e-40,7.630432885900025e-39,1.9441748712594689e-54,8.4945779397290341e-56,8.3702912955090174e-63,7.3078707300178064e-69,1.3685324358923601e-77,1.7402375255999404e-58,2.6679700654074925e-60,4.6112246905224864e-63,1.9670761717345177e-55,9.7322370097196268e-72,2.4537586043800082e-74,3.7103947040891928e-34,3.1773904798882374e-37,8.3579623454896096e-50,4.8556409807323723e-58,1.0688062361430897e-56,4.5433589686969829e-70,2.625113465678923e-76,1.4114137519681838e-76,5.1684737170840689e-82,1.2266043672420865e-68,1.5440886212295585e-47,6.2200676185500473e-39,2.7746931214879246e-41,8.1470780151563779e-47,2.5066585655576352e-54,2.7146545189439864e-59,1.8836043453475573e-63,1.4169688204132452e-26,4.7720611039536941e-86,2.2124578335737619e-90,1.2992728460720997e-94,2.1199384765990794e-95,2.6733792689024671e-91,8.1262975637278837e-94,3.28680170949097e-99,1.0688787921949822e-104,3.592724543297296e-52,1.6704394433567959e-40,9.8108518276650869e-47,5.7252111223364835e-33,4.2755208866239673e-27,8.3221365052937597e-106,7.4674647296891462e-48,7.3069348061956103e-53
1.5e-14,0.0026134490679297017,2.7329898623225599e-21,1.8023532183629575e-28,7.2935374712586288e-29,5.1682264346233449e-28,8.876778944229507e-36,0.0,0.0,1.3121042085019906e-19,9.4102727962780695e-30,4.4875643276427879e-33,6.3751450738485196e-39,6.5340441557183756e-43,7.2555187982840888e-51,1.1219795425234289e-41,7.6372016374738879e-33,9.8353766508293614e-20,1.2711643790295627e-29,2.6066720405352192e-69,9.5681960818979415e-66,1.5691800627973917e-42,1.1091144019482696e-41,1.4890924856454233e-28,7.5755730892696811e-41,2.5819457128989554e-31,2.1500705441806329e-51,5.9979609198800714e-42,2.1891341899569423e-24,4.6165133401158378e-28,4.6072213245253079e-18,1.6833182327476507e-38,2.4845690041264833e-51,2.083034394121661e-48,2.5082692057794759e-37,2.5862061358355024e-63,7.9515978102827744e-48,2.1455663176407151e-26,7.3363620146501966e-36,1.4683114390645327e-36,1.9400411504614196e-36,2.8962221319956318e-24,5.3367428327532944e-47,1.3916418212362549e-50,2.8131355826372365e-44,7.6228303839801822e-41,3.6166190300076931e-35,3.5542445815743056e-48,1.0649381558234625e-49,3.6254469215335791e-49,1.9575635811366432e-73,1.5977808738763543e-66,9.7489738078016612e-94,1.076588907608388e-85,5.7028708159166897e-46,1.3442840373608047e-42,1.2992373428824612e-50,5.1210063673089364e-59,2.5380001661129484e-48,8.1493989895849826e-58,1.2186813323348317e-62,6.280330623562961e-33,3.0416696756393336e-34,3.4045802730831869e-42,5.1830316426280733e-45,3.4320295079513066e-58,1.8081837373828592e-67,9.4821835616895392e-68,0.88168480800000004,0.0,0.0094599999999999893,0.10885,0.001,5.9029733414182527e-18,4.6072213587765607e-18,5.9029741580911679e-18,2.4459071055458008e-24,1.7392649696631514e-24,1.9090100561262884e-24,2.7968304191842108e-31,1.4764066874624919e-20,6.5583311694854617e-32,4.7924848466363572e-26,7.4118895821162089e-37,1.738025105275165e-37,1.2046711194339777e-20,2.2319419624764818e-34,6.0233556826035601e-21,3.9104223033541848e-26,1.9552105248682962e-26,1.0048996889216353e-32,2.6630873847949077e-38,4.0901905390035095e-44,1.9929224493493477e-48,2.7561190443600155e-21,6.9528619131803636e-46,1.2156354925350587e-44,1.1420026969273861e-27,5.3290639023027082e-36,2.5062459790417117e-33,1.8211502776757156e-34,7.6852130686076448e-39,2.4218729186626359e-43,6.2436470690473749e-49,1.0132694125961965e-31,1.4502532707998182e-55,3.9002678516017331e-33,1.0336114814872509e-38,5.8662745993108455e-56,2.257953951450398e-61,8.8671534317212935e-47,2.1315946918254918e-28,3.8943644292034203e-33,1.0320479987671983e-38,3.6707532400775448e-39,7.0741090288138375e-38,1.5622349990204884e-52,1.3730660614386776e-53,2.7139368968689086e-60,4.7460748866676361e-66,1.7789306780401552e-74,2.735104922251192e-56,8.3972867325965422e-58,2.9070499528182327e-60,7.7160743670426799e-54,3.1072920585068487e-69,1.5692525097544563e-71,3.4507357249143406e-33,2.9550145572760729e-36,1.6075761685749888e-48,1.9051214403803994e-56,4.2115302949461288e-55,5.7330026309927846e-67,6.62630141959464e-73,3.5620602580214085e-73,2.2532043503226369e-78,9.7656328401584032e-67,6.0577618119646745e-46,5.7607064733803018e-38,5.3176025771886942e-40,3.1962763408892487e-45,1.9883456780834104e-52,4.3312696525479092e-57,6.0285823352193072e-61,6.2686698571373249e-26,1.2410327882526569e-82,1.1508956215253298e-86,1.3446856147122339e-90,2.2033066248802003e-91,1.3907595060812529e-87,4.2274926958093236e-90,3.4198935943452047e-95,2.2242198758485217e-100,1.4020684032985321e-50,3.2126790567474669e-39,3.8490102558939589e-45,5.3245383005897989e-32,1.891486983771326e-26,1.7319001186813884e-101,6.9448176321110142e-47,1.4051708326597234e-51
3.1e-14,0.0026134490679297017,5.5937761110767731e-21,4.971957451425555e-28,3.0401104938320065e-28,1.8382983635002738e-27,7.4920730710786688e-35,0.0,0.0,2.6855252006047498e-19,3.9223694493499499e-29,1.8703615066384481e-32,5.3802377184715164e-38,5.5155646508201851e-42,6.1231146974758384e-50,4.6766259281587988e-41,3.1830804875519491e-32,2.0130546235031549e-19,5.2984780329520025e-29,4.4602168100845633e-68,1.6268334890057765e-64,1.3244139459614989e-41,9.3608274445406959e-41,3.0475111570222251e-28,6.3938217726892893e-40,1.0762088725814848e-30,4.2061594025706971e-50,5.0622533182126451e-41,9.1246876383708058e-24,1.9242419770475826e-27,9.4297280780345616e-18,1.4207232920999437e-37,8.4749227702910743e-50,3.5728305088213833e-47,4.2611565653733947e-36,6.2483809825997439e-62,6.7111951216061107e-47,8.9431658730486103e-26,6.1919247577777756e-35,1.2418234161127667e-35,1.6374080109733443e-35,1.2071949103577791e-23,2.224752751083778e-46,4.7507367850421552e-49,4.7830167643133275e-43,1.2961632607154329e-39,3.0526817615799812e-34,6.0429994291915792e-47,1.8051248544725431e-48,6.1640799056512757e-48,1.3524768747353259e-71,5.5087299877264983e-65,6.7933978996043999e-92,3.8304808283078675e-84,9.6962964550834702e-45,2.2856087925165853e-41,4.435350863270454e-49,1.7478303816414589e-57,8.6770548415637487e-47,5.5709359144718932e-56,4.0847715214393692e-61,5.3005856919698073e-32,2.5650223613110134e-33,5.7845861536958784e-41,8.8256555102081092e-44,1.171674391387103e-56,2.4747343623951125e-65,1.2419228121050476e-65,0.88168480800000004,0.0,0.0094599999999999788,0.10885,0.001,1.208178016724278e-17,9.4297282208003356e-18,1.2081783571272946e-17,1.0194957294091122e-23,7.2495544455772988e-24,7.9570787914285311e-24,2.360508840494483e-30,3.0217939720265404e-20,5.5351991463943178e-31,1.9975730578871838e-25,1.2601786092618248e-35,2.9550137866290768e-36,2.4656270348619462e-20,1.8837397261616249e-33,1.2328135530412605e-20,1.6299191047324562e-25,8.1495902334926606e-26,8.4812224751898458e-32,4.5277740908247898e-37,1.3962137234355317e-42,1.3633708969570169e-46,5.6410249398120267e-21,1.2144460374940528e-44,4.2657465381027918e-43,4.7600612825153507e-27,4.4977173281842982e-35,2.1152410383618627e-32,1.5370366323385846e-33,6.486393200392169e-38,4.1177812214642574e-42,2.131457621009792e-47,8.5518818678021968e-31,9.921909680830937e-54,3.2917813924006222e-32,1.757347502831908e-37,4.0134247424989159e-54,3.0927854861790943e-59,3.0270051241550419e-45,8.8848776708030149e-28,3.2867954607446009e-32,1.754689094336857e-37,6.241049385881158e-38,5.9338379928374009e-37,1.0165560915312984e-50,1.7895974516088833e-51,7.0794722754989207e-58,2.4770185306591288e-63,1.8572297815212154e-71,3.6372670634037915e-54,2.2270429469506413e-55,1.5422543634125052e-57,2.6332653504065007e-52,8.4741719479163582e-67,8.5616043834160695e-69,2.9124138217396694e-32,2.4939973410403089e-35,2.7336485897780414e-47,6.5046096110661542e-55,1.4501571517097328e-53,6.0838711242424135e-64,1.4059388107134428e-69,7.5551703216961153e-70,7.5090278672681079e-75,6.736232704038303e-65,2.0679450927509491e-44,4.822590176038454e-37,8.9784700438002637e-39,1.0911288687311267e-43,1.3602827883387122e-50,5.9316258935471325e-55,1.6520848003735961e-58,2.6128902531476952e-25,2.5912881514794441e-79,4.8057448700220621e-83,1.1112150498785612e-86,1.8360299927266587e-87,5.8081393765794449e-84,1.7654898543632264e-86,2.8562077635771115e-91,3.7145713712066335e-96,4.7366690350878998e-49,5.4622325192026554e-38,1.3139553541739899e-43,4.493876103985659e-31,7.8840179464433529e-26,2.8928859958690977e-97,5.8613077096564742e-46,2.3886226185596355e-50
6.300000000000001e-14,0.0026134490679297017,1.1315613108845096e-20,1.5231024678239954e-27,1.2388919544564901e-27,6.8658095944623259e-27,6.1319931770002881e-34,0.0,0.0,5.4323778859443468e-19,1.5983903833527966e-28,7.6207432541194655e-32,4.4028196048595251e-37,4.5155629774559124e-41,5.0105675513551087e-49,1.9057670067420209e-40,1.2969295796510198e-31,4.0721483857126048e-19,2.159194442884449e-28,7.3702505573724067e-67,2.6690036543636939e-63,1.083978960649454e-40,7.6611951731696958e-40,6.1635618329916489e-28,5.2330761258169846e-39,4.3856832174755316e-30,8.6882995996187817e-49,4.1431517668120863e-40,3.7183566950248403e-23,7.841382896884511e-27,1.9074725432958593e-17,1.1627932853936504e-36,2.7796178945439237e-48,5.9636341468388648e-46,6.979560782303077e-35,2.2420526714450261e-60,5.4928438241508321e-46,3.6444478563884073e-25,5.0678291539112679e-34,1.0205556961419477e-34,1.3401585644774633e-34,4.9193786181826766e-23,9.0665879167282192e-46,1.5606589429916546e-47,7.8472520492623474e-42,2.1268573624342515e-38,2.4988796537162438e-33,9.9141371884293536e-46,2.943611714046639e-47,1.0112849569304804e-46,9.0647607872682351e-70,1.845233293092608e-63,4.5123414869288828e-90,1.2889842105070951e-82,1.5908273709003969e-43,3.7498753634060329e-40,1.4570920270010099e-47,5.739392581378633e-56,2.8589327957856054e-45,3.6565789467641356e-54,1.2948880410086355e-59,4.3382346991695628e-31,2.0958422632541597e-32,9.4772718851643336e-40,1.4522978066159914e-42,3.8494368462331685e-55,3.2496789876395316e-63,1.6085368445322671e-63,0.88168480800000004,0.0,0.0094599999999999563,0.10885,0.0009999999999999998,2.4439374293335271e-17,1.9074726014741763e-17,2.4439388164907717e-17,4.154493785535233e-23,2.954229599151371e-23,3.2425474618917776e-23,1.9319287845253662e-29,6.1125368631429211e-20,4.5302227018690758e-30,8.1400738357106036e-25,2.0674276390067928e-34,4.8479522294951529e-35,4.9875136720088979e-20,1.5417124930228383e-32,2.4937569811185313e-20,6.641904855118879e-25,3.320948097985469e-25,6.9412302584806036e-31,7.4280585170758151e-36,4.5861381904912193e-41,8.961932886889515e-45,1.141082524858143e-20,2.0195951901983103e-43,1.4209931895588712e-41,1.9397473696455088e-26,3.6811294992639857e-34,1.7311659872295917e-31,1.2579621666735941e-32,5.3088986657536557e-37,6.7558339309753087e-41,7.0021574024701987e-46,6.9990922287567768e-30,6.5228666528507e-52,2.6940806658927296e-31,2.8830368540447432e-36,2.6385236594785462e-52,4.0677848158507804e-57,9.9437338899407689e-44,3.6206528454637797e-27,2.6899943165397483e-31,2.8786750034891701e-36,1.0238925134500095e-36,4.7976701019675309e-36,5.8940487607147324e-49,2.0772081527221642e-49,1.6440798536606473e-55,1.1507576088805911e-60,1.7258444573823033e-68,4.5206146327498303e-52,5.499452600363188e-53,7.6163293288842806e-55,8.6450971561114402e-51,2.2073891525791119e-64,4.4607141570792028e-66,2.3836491358162453e-31,2.0411513817955397e-34,4.4861788768337765e-46,2.1374536470623038e-53,4.8453760977411422e-52,6.0093655678018486e-61,2.7754281712248574e-66,1.4904035261942241e-66,2.0734694599568863e-71,4.5028282330698251e-63,6.7931483513750196e-43,3.8841405368833876e-36,1.4529585230407289e-37,3.58441235551131e-42,8.9421972038794115e-49,7.7988327947397275e-53,4.3449520220561364e-56,1.0647668126569413e-24,4.8152308910182177e-76,1.7856313189545349e-79,8.0878505826622436e-83,1.3584173757002162e-83,2.1586655072438362e-80,6.561577848450418e-83,2.122650403583178e-87,5.5190962376970822e-92,1.5244237230355807e-47,8.9612327275865347e-37,4.3164047062005124e-42,3.6779503636041939e-30,3.2127572040206829e-25,4.2997727995527266e-93,4.7969854730917102e-45,3.9172074457527881e-49
