Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588)
0.001946169917760323,0.003128116021795554,6.4002892630934288e-11,8.9409402268883804e-11,2.0132233100236962e-07,1.9209280692784998e-08,0.00017005181228371607,0.0,0.0,3.2294984076308364e-07,2.9098997935789884e-08,5.0027177967929406e-08,8.124682307360078e-10,5.8180895989106973e-12,6.2332842166872156e-28,3.6049348355768864e-21,1.3649364960032643e-13,4.2590831598708797e-08,7.7680436510900073e-07,8.7284998133676605e-17,3.3627374712058748e-22,5.0439569575094095e-11,2.024140700613825e-21,5.516566214535209e-15,1.3172918108888921e-06,2.6694527667567053e-09,3.2158962748508688e-10,1.3606294318023372e-12,1.1820620078802692e-05,8.8566837009727239e-10,1.6751827319442433e-13,3.2334168742033253e-12,3.6027772660563323e-15,4.6816101582430947e-11,1.4542848764991561e-09,2.084204690692975e-15,6.3958562293889791e-12,1.5798595138911478e-06,4.0878250489250799e-07,1.8176569631759562e-15,5.8716703075720123e-16,2.2837080273327681e-11,4.6200977821569153e-34,1.5969993953238744e-08,6.1233203272917334e-11,2.7064971199941148e-12,1.0065127971089669e-16,3.4154497938445473e-10,9.6542791163120452e-18,7.4802520706520725e-10,3.6190413187354536e-13,2.3280392571796495e-15,2.3550775022629693e-29,1.2058889245648156e-23,1.0094115884631332e-10,3.8714046202822453e-16,5.2930567749013423e-09,5.5408179228555722e-20,7.3962764943653654e-11,1.5260737478360631e-13,4.7297112011960449e-19,1.4079754641815543e-11,3.6123085147049327e-20,4.538308394844361e-10,1.2600048336264895e-16,8.9059565907562702e-20,2.665087934952446e-12,2.3149855902290115e-19,0.88168480800000004,0.0,0.0088288367873288632,0.10805069594478793,0.00099622779532543694,4.4641229351180963e-14,1.160621257273059e-08,3.8007555673470067e-09,2.5292810498722576e-12,2.9663751992056789e-07,3.456758111049097e-07,5.4316765177613892e-14,1.6352480843944325e-06,2.7459797673856685e-09,2.3843422310500658e-05,7.8848377661402036e-13,3.526931852354348e-08,1.096674978751374e-06,0.00022055891242294195,3.5427766866337797e-08,1.9067555905198798e-05,5.6574019550036963e-07,1.8439987922369465e-08,2.2424415645223681e-07,5.2832089761101875e-11,1.0521075153421844e-05,2.0772373103593256e-07,5.9201755119121473e-16,0.00010117069657098427,7.2917832553347281e-06,9.738476179487853e-06,4.2157597944111552e-08,0.00017454922086109707,4.8882287911142147e-09,3.2514566787510437e-06,5.6492149227021792e-05
0.0019501001207775804,0.0031280571218020156,6.6018484553540761e-11,9.3899453072712091e-11,2.071386730908956e-07,1.989648729690193e-08,0.00017531735426563159,0.0,0.0,3.3062800855338342e-07,3.0150411482945044e-08,5.3516333796558735e-08,8.5794701323143621e-10,6.229170207594867e-12,6.9220302784301984e-28,3.8890439157686404e-21,1.4276747994619106e-13,4.3275398800366967e-08,8.1165579597689194e-07,9.7183376390007038e-17,3.6928097462399749e-22,5.3801157618369866e-11,2.2019078675860254e-21,5.7679465057759378e-15,1.3859274431532681e-06,2.7478441826006375e-09,3.4784695587962647e-10,1.4441187586254731e-12,1.2191251567516573e-05,9.2469347701869842e-10,1.7765786356177391e-13,3.3678040309493856e-12,3.925287412535892e-15,4.9612044699259646e-11,1.5461185037040002e-09,2.2946331318455249e-15,6.6900931170978899e-12,1.6041620465890144e-06,4.1764086638333486e-07,1.8661451228432869e-15,6.2422412880097832e-16,2.4204567587224054e-11,4.9141916707161818e-34,1.7052401569858255e-08,6.494854137319614e-11,2.8739744073189278e-12,1.0629889792852119e-16,3.624298482032915e-10,1.0244549103011057e-17,7.9516518750568032e-10,3.9833479768260038e-13,2.5580555846101674e-15,2.6615493690420211e-29,1.3817273345571309e-23,1.1042078563546209e-10,4.1733550959200589e-16,5.6134138345948562e-09,6.0536641000096124e-20,7.9814889706114166e-11,1.6354703679620516e-13,5.173395435825375e-19,1.492460244691864e-11,3.8521574254650354e-20,4.8192063453596549e-10,1.3545907649168201e-16,9.8882542010688726e-20,2.9719338826265928e-12,2.5801567684361366e-19,0.88168480800000004,0.0,0.0088095445119761341,0.10802619027838382,0.00099610809483369135,4.4618847811762436e-14,1.1949768887061218e-08,3.9206771823964845e-09,2.5275202520170099e-12,3.0595416955835305e-07,3.5585055380898126e-07,5.4279066844643318e-14,1.6844580794761282e-06,2.8271992678120636e-09,2.4556229538655471e-05,7.8777296435252983e-13,3.6305007403744467e-08,1.1303780190385394e-06,0.00022724321019625934,3.6432213818380989e-08,1.9649816563871513e-05,5.8166881013394833e-07,1.8960186995109214e-08,2.3052267830370388e-07,5.4383513017077489e-11,1.0855930546532626e-05,2.1379570167980214e-07,6.0859321224932624e-16,0.00010432241769865975,7.5049400270636981e-06,1.0008663738212085e-05,4.3445033099715601e-08,0.00017989672001319395,5.0400813121938328e-09,3.3530794514240614e-06,5.8245766667564966e-05
0.001954030323794838,0.0031279966512240756,6.807473259184519e-11,9.8603164964985896e-11,2.1309342687784943e-07,2.0604190376639273e-08,0.00018072846453795585,0.0,0.0,3.3833818299031542e-07,3.1234970767614839e-08,5.7243658125441314e-08,9.0574336863201712e-10,6.6683064874939414e-12,7.6744019292930116e-28,4.1922843198004263e-21,1.4925966479552979e-13,4.3955666489815065e-08,8.4804095973362794e-07,1.0818428897409906e-16,4.054349524773217e-22,5.7380712145713853e-11,2.3948831444816938e-21,6.0278674197902091e-15,1.4575710631704961e-06,2.8273863839506821e-09,3.762276743759086e-10,1.532391258536577e-12,1.2572396197833949e-05,9.649379475399007e-10,1.8832700388749203e-13,3.507857465042137e-12,4.2759670931074293e-15,5.2561963445876755e-11,1.6434482741698887e-09,2.5257447274830886e-15,6.9944338310251508e-12,1.6282386599729239e-06,4.2656799949594444e-07,1.9157067919867646e-15,6.633991815136905e-16,2.5642112678017316e-11,5.2269069619519908e-34,1.8206522172163978e-08,6.8872875177736611e-11,3.0507225362239733e-12,1.1220433441698866e-16,3.8450446670690467e-10,1.0868437384080339e-17,8.4511562204230801e-10,4.3835277900380749e-13,2.8101665873873778e-15,3.0068420450979833e-29,1.5827449272016697e-23,1.2076129584735918e-10,4.5006735298012729e-16,5.9517141413964547e-09,6.6106986316985881e-20,8.6126238577011692e-11,1.7530562432002059e-13,5.6568518945657747e-19,1.5813514558540148e-11,4.1071705591562325e-20,5.1163527223384077e-10,1.4560240528525989e-16,1.0976906214401043e-19,3.3120870229392287e-12,2.8743688789275443e-19,0.88168480800000004,0.0,0.0087897370860662728,0.10800102493764011,0.00099598491463482176,4.4595748152511302e-14,1.2301969447505466e-08,4.0440524052162694e-09,2.5257059500666884e-12,3.155363232307353e-07,3.6627765570195059e-07,5.424022212506163e-14,1.7349541142958276e-06,2.9104573305466992e-09,2.5287373605204313e-05,7.8704133380834908e-13,3.7366229533962644e-08,1.1650046425243455e-06,0.00023410194932038826,3.7459121565862187e-08,2.0247802907415939e-05,5.9794672326345202e-07,1.9491855899723211e-08,2.3693669752455002e-07,5.5973184177079999e-11,1.1200596477708684e-05,2.2001592941527758e-07,6.2552659420452741e-16,0.0001075621067594445,7.7232990440067853e-06,1.0284479151483014e-05,4.4767243904581273e-08,0.00018538732785554338,5.1961408237005527e-09,3.4575530388100204e-06,6.0047831510298973e-05
0.0019579605268120956,0.0031279345810981706,7.0171360094480284e-11,1.035296141449687e-10,2.1918833650391834e-07,2.1332712908172491e-08,0.00018628820911260682,0.0,0.0,3.4607382434179254e-07,3.2353339958217831e-08,6.1224800380294576e-08,9.5596294928364875e-10,7.1372992978207489e-12,8.501934252471376e-28,4.515629673937505e-21,1.5597366735611624e-13,4.4631105699739101e-08,8.8602178480572813e-07,1.2040681154514905e-16,4.4502399933318313e-22,6.1191796612115631e-11,2.6042547220195442e-21,6.2964437370914915e-15,1.5323149429126855e-06,2.9080328949826455e-09,4.0689851565910523e-10,1.6256921673349595e-12,1.2964290928068804e-05,1.006409634452107e-09,1.9954554090380984e-13,3.6538326677379123e-12,4.6563835551818469e-15,5.5673292107525144e-11,1.7465763174437595e-09,2.7794952318417847e-15,7.3090114047790632e-12,1.6520679791872422e-06,4.3555885047374778e-07,1.966359845649361e-15,7.0478907324312613e-16,2.7152210349119401e-11,5.5593885950809507e-34,1.9436937973581086e-08,7.3016573657201669e-11,3.2371534532257699e-12,1.1837508582398588e-16,4.0782921133389644e-10,1.1527649433460193e-17,8.9803013752533312e-10,4.8230106188388785e-13,3.0864131485702257e-15,3.3956587223743319e-29,1.8123848387356649e-23,1.3203678649270076e-10,4.8556490700413806e-16,6.3088405045889425e-09,7.2153300510809588e-20,9.2931982578829769e-11,1.8774451277740115e-13,6.1834270853019277e-19,1.6748058219515169e-11,4.378174376534396e-20,5.4305876691516875e-10,1.5647695072232178e-16,1.218308775182125e-19,3.6886757695561923e-12,3.1996571565367661e-19,0.88168480800000004,0.0,0.0087694049616990448,0.10797518730260305,0.00099585817156841883,4.457191141496518e-14,1.2662952385131756e-08,4.1709626204235925e-09,2.5238368570480741e-12,3.2539005867301429e-07,3.7696091749979195e-07,5.4200203403946722e-14,1.7867596467969478e-06,2.995786160177108e-09,2.6037171080975336e-05,7.8628841945420643e-13,3.8453359566377394e-08,1.200574354562354e-06,0.00024113807002982429,3.8508668456409811e-08,2.0861833096613335e-05,6.1457625249711935e-07,2.0035074890090571e-08,2.4348696650774874e-07,5.7601664459409157e-11,1.1555313631200536e-05,2.2638651515980562e-07,6.4281968341781365e-16,0.00011089164730385339,7.9469336881683185e-06,1.0565936133100999e-05,4.6124934189619949e-08,0.0001910236829290091,5.3564950088586659e-09,3.5649388330545469e-06,6.1899341199767223e-05
0.001961890729829353,0.003127870882666509,7.2308083082994564e-11,1.0868817458354726e-10,2.2542508257052373e-07,2.2082368137596347e-08,0.00019199966773970461,0.0,0.0,3.5382851040873419e-07,3.3506177782686788e-08,6.5476372770786624e-08,1.0087159504667223e-09,7.638053408148446e-12,9.4164921191335622e-28,4.8600915667338664e-21,1.629128129165158e-13,4.5301200812744644e-08,9.2566229838768657e-07,1.3398245471346031e-16,4.8836163933010281e-22,6.5248765503968149e-11,2.8312962233414744e-21,6.5737829383895329e-15,1.610251752522823e-06,2.9897354277308949e-09,4.4003856623180064e-10,1.7242768510531512e-12,1.3367174829256355e-05,1.0491148008107997e-09,2.1133363526114219e-13,3.8059985981554847e-12,5.0687616247379732e-15,5.8953744062963105e-11,1.8558191105153613e-09,3.0580169005457471e-15,7.6339489814651043e-12,1.6756291735858346e-06,4.4460818260759926e-07,2.0181222636336694e-15,7.4849340195361476e-16,2.8737374630458615e-11,5.9128478953195299e-34,2.074850678803849e-08,7.7390405495711025e-11,3.4336903328854714e-12,1.248186889243948e-16,4.324669144315434e-10,1.2223959574765085e-17,9.5406959558182845e-10,5.3055411675573686e-13,3.3890160315170335e-15,3.8332810913406432e-29,2.0745908846363636e-23,1.4432723218571398e-10,5.2407891049940824e-16,6.685709159889411e-09,7.8711869479751747e-20,1.0026986799247343e-10,2.0085045326546582e-13,6.7567249577128169e-19,1.7729798985797933e-11,4.6660274799365749e-20,5.7627863150447423e-10,1.6813202535040357e-16,1.3519112047822831e-19,4.1055026517719293e-12,3.5592955804183973e-19,0.88168480800000004,0.0,0.0087485386481970951,0.10794866479423834,0.00099572778146757713,4.454731830311259e-14,1.3032853907596156e-08,4.3014901848875267e-09,2.5219116701767049e-12,3.3552151473780785e-07,3.8790406847542134e-07,5.4158982724884311e-14,1.8398980392682646e-06,3.0832174809230686e-09,2.6805935966399276e-05,7.855137522066726e-13,3.9566764273479851e-08,1.2371067802187397e-06,0.00024835446961902547,3.9581015608493789e-08,2.1492226348326912e-05,6.3155942025834366e-07,2.058991476851296e-08,2.5017411445129912e-07,5.9269503279012192e-11,1.1920326161593809e-05,2.3290950988683326e-07,6.6047414100831866e-16,0.00011431293247674862,8.1759155544338488e-06,1.085304200952789e-05,4.7518810136207506e-08,0.00019680840451272668,5.5212317956268819e-09,3.675298520151003e-06,6.3801294871311065e-05
0.001965820932846611,0.0031278055273967487,7.4484594352420933e-11,1.1408853480886255e-10,2.3180527565220046e-07,2.2853459182153162e-08,0.00019786593093397756,0.0,0.0,3.6159599386622463e-07,3.469413800744502e-08,7.0016003984652158e-08,1.0641173555704231e-09,8.1725821719778742e-12,1.0413214177546087e-27,5.2267251107221515e-21,1.7008028221012531e-13,4.5965451678911125e-08,9.6702867811950837e-07,1.4905646172778529e-16,5.3578871847802147e-22,6.9566805796677522e-11,3.0773692609420832e-21,6.8599848043169914e-15,1.691474420227257e-06,3.0724431543781346e-09,4.7584010783229561e-10,1.828410942211931e-12,1.378128892299762e-05,1.093058086723399e-09,2.2371177398321108e-13,3.9646373509896942e-12,5.5162584168670868e-15,6.2411315879541879e-11,1.9715079757868259e-09,3.3636339049554994e-15,7.9693594048902283e-12,1.6989020409578032e-06,4.5371058636340086e-07,2.0710120750435448e-15,7.9461439290410584e-16,3.0400133672631485e-11,6.2885660441051118e-34,2.214637697462768e-08,8.2005543807110551e-11,3.6407675819840178e-12,1.3154273631224476e-16,4.5848291425307288e-10,1.2959211834094299e-17,1.013402340415714e-09,5.8352065140963178e-13,3.7203910582674385e-15,4.3256810838927904e-29,2.3739447775935117e-23,1.5771889863704389e-10,5.6588406679853383e-16,7.0832702102957183e-09,8.5821280945361367e-20,1.0818039310017109e-10,2.1480918709078547e-13,7.3806240634173258e-19,1.8760296500828265e-11,4.9716203012267068e-20,6.113859525351373e-10,1.8061991030818851e-16,1.4998542692451956e-19,4.5665994180060708e-12,3.9574538651073255e-19,0.88168480800000004,0.0,0.0087271287279404117,0.10792144489304747,0.00099559365920361955,4.4521949188328562e-14,1.3411808022412242e-08,4.4357183862086257e-09,2.5199290716203145e-12,3.4593688762738166e-07,3.9911075792408909e-07,5.4116531806142305e-14,1.8943925235688327e-06,3.1727824705801753e-09,2.7593979155221322e-05,7.8471685982836376e-13,4.0706801666295838e-08,1.2746216472356828e-06,0.00025575399591982036,4.0676305783585217e-08,2.2139302607592531e-05,6.4889793568742226e-07,2.1156436295710102e-08,2.5699864016698034e-07,6.0977236926621771e-11,1.229588161493726e-05,2.3958690940952815e-07,6.7849128386800676e-16,0.0001178278632453694,8.4103142644913027e-06,1.1145797376398644e-05,4.8949579551250809e-08,0.00020274408789625661,5.6904392592559097e-09,3.7886940179750294e-06,6.575469217083029e-05
0.0019697511358638684,0.0031277384870473704,7.6700568516446915e-11,1.1974069562584538e-10,2.383304512416849e-07,2.3646278670191243e-08,0.0002038900968476247,0.0,0.0,3.6937026026746587e-07,3.5917869477445313e-08,7.4862394758545638e-08,1.122287206032183e-09,8.7430131765004205e-12,1.1504123793898547e-27,5.6165835020021396e-21,1.7747910910900212e-13,4.662337562887536e-08,1.0101893026602262e-06,1.6578852384229224e-16,5.876748650876173e-22,7.4161979970622343e-11,3.3439164916340521e-21,7.1551413313497492e-15,1.776075989706026e-06,3.1561030145234858e-09,5.145094975170332e-10,1.9383708836207253e-12,1.4206876009570478e-05,1.1382424832733316e-09,2.3670049263902149e-13,4.1300450186601393e-12,6.001585689158215e-15,6.6054291346520249e-11,2.0939895797592035e-09,3.6988723195929285e-15,8.3153448540151956e-12,1.7218670888422078e-06,4.628604903683555e-07,2.1250473930332398e-15,8.4325729675597313e-16,3.2143024585216647e-11,6.6878976796394568e-34,2.3636002948653814e-08,8.6873576468306199e-11,3.8588308628488022e-12,1.3855483265968761e-16,4.8594510114950297e-10,1.373532327473163e-17,1.0762044469286017e-09,6.4164656379620114e-13,4.0831594240633483e-15,4.8794069935169482e-29,2.7154740157542102e-23,1.7230477682006257e-10,6.1128025182589508e-16,7.5025079822583388e-09,9.3522552318309721e-20,1.1670699459812193e-10,2.2965356003205961e-13,8.0592927014076219e-19,1.9841100032868462e-11,5.2958771601627987e-20,6.4847546068953823e-10,1.9399601323407111e-16,1.663626561942904e-19,5.0764104551960037e-12,4.3972088681830229e-19,0.88168480800000004,0.0,0.0087051658728363908,0.10789351515847147,0.00099545571873437531,4.449578411497066e-14,1.3799946255214057e-08,4.5737313998282522e-09,2.5178877293129894e-12,3.5664242686677973e-07,4.1058454631298787e-07,5.4072822057782193e-14,1.9502661656165563e-06,3.264511693479351e-09,2.840160787264319e-05,7.8389726735671782e-13,4.1873820075894917e-08,1.3131387683736538e-06,0.00026333944054705741,4.1794662226063581e-08,2.2803382199000016e-05,6.6659317601265162e-07,2.1734689591776759e-08,2.6396090472606646e-07,6.2725387192910738e-11,1.2682230842290543e-05,2.4642064875443184e-07,6.9687206524593897e-16,0.00012143834653772575,8.6501972742513713e-06,1.14441957529434e-05,5.0417951097105706e-08,0.00020883329946019274,5.8642055233090313e-09,3.9051874132791459e-06,6.776053201854642e-05
0.001973681338881126,0.003127669733715648,7.89556807144705e-11,1.25654958452123e-10,2.450020631092663e-07,2.4461108350071816e-08,0.00021007526798283424,0.0,0.0,3.7714558393473593e-07,3.7178016881064291e-08,8.0035375673920283e-08,1.1833508744178267e-09,9.3515931737342537e-12,1.2708240185096996e-27,6.0307578084877775e-21,1.8511218071610328e-13,4.7274509451277102e-08,1.0552148016478899e-06,1.8435460964281388e-16,6.4442133857714029e-22,7.9051270657479596e-11,3.6324832010949395e-21,7.4593366085936819e-15,1.864149475090482e-06,3.240660397248088e-09,5.5626809186813856e-10,2.054443925414061e-12,1.464418048565282e-05,1.1846693140380325e-09,2.5032057315301224e-13,4.3025325860656043e-12,6.5278255309444537e-15,6.9891245396541899e-11,2.2236264315068494e-09,4.0664810189295272e-15,8.6719965223150176e-12,1.7445056125526153e-06,4.7205217327987212e-07,2.1802463433537015e-15,8.9453019404457006e-16,3.3968591556781856e-11,7.1122746337678538e-34,2.5223161287566609e-08,9.200650760094216e-11,4.0883371407027269e-12,1.4586265141253321e-16,5.1492396078532877e-10,1.4554283867050829e-17,1.1426599686746742e-09,7.0541811565973791e-13,4.4801682887028025e-15,5.5017657991883537e-29,3.1048738034779501e-23,1.8818503905139388e-10,6.6059570234068748e-16,7.9444413306839124e-09,1.0185922535923555e-19,1.2589624452447423e-10,2.4545624822122014e-13,8.7972098449633557e-19,2.0973743742477178e-11,5.6397549288303959e-20,6.8764559606343582e-10,2.0831901484666329e-16,1.8448652221020801e-19,5.6394464319839212e-12,4.8822348884163329e-19,0.88168480800000004,0.0,0.0086826408614573292,0.10786486324911676,0.00099531387315618435,4.4468802806624551e-14,1.4197397348094712e-08,4.7156142398817788e-09,2.5157862978332242e-12,3.6764443100257816e-07,4.2232889613575822e-07,5.4027824600702817e-14,2.0075418263745624e-06,3.3584350280321127e-09,2.9229125088930256e-05,7.830544975547435e-13,4.3068157209525391e-08,1.3526780215402137e-06,0.00027111353190251131,4.2936187459919619e-08,2.3484785456548341e-05,6.8464616745323055e-07,2.2324713505294101e-08,2.7106112390325851e-07,6.4514459954595082e-11,1.3079627905078265e-05,2.5341259671071156e-07,7.156170547998166e-16,0.00012514629328566173,8.8956296752197061e-06,1.174822323516721e-05,5.1924633472930909e-08,0.00021507857155529759,6.0426186509692596e-09,4.0248408918717021e-06,6.9819811319300564e-05
0.0019776115418983836,0.003127599239895211,8.1249606397560279e-11,1.3184193673891482e-10,2.5182147560443709e-07,2.5298218784464181e-08,0.00021642454772945432,0.0,0.0,3.8491658548007067e-07,3.8475220673639363e-08,8.5555966699950399e-08,1.2474393743694235e-09,1.0000692739549767e-11,1.4011538992629858e-27,6.4703934069146283e-21,1.9298223140617997e-13,4.7918411249370677e-08,1.1021781058982087e-06,2.0494877643432687e-16,7.0646378991092879e-22,8.4252626834432257e-11,3.9447190839477522e-21,7.7726463923914757e-15,1.9557877132360564e-06,3.3260590770014761e-09,6.0135321085754582e-10,2.1769280721726928e-12,1.5093448150879517e-05,1.2323382247285693e-09,2.645931346793362e-13,4.4824260416392357e-12,7.0975852434513117e-15,7.3931046606416027e-11,2.3607973791282508e-09,4.4694520392891098e-15,9.0393943315200884e-12,1.7667997693208701e-06,4.8127977656399537e-07,2.2366269624018582e-15,9.4854381578891586e-16,3.5879383785941661e-11,7.5632097982549843e-34,2.6913967450302741e-08,9.741675746099814e-11,4.3297547594335362e-12,1.5347397540928912e-16,5.4549261061614315e-10,1.5418156133793047e-17,1.2129611849323535e-09,7.7536535352164754e-13,4.9145105770915639e-15,6.2010351404117633e-29,3.5487879693575425e-23,2.0546751783590672e-10,7.1418997299625147e-16,8.4101238307184393e-09,1.1087746609169198e-19,1.3579805872102063e-10,2.6208971256644777e-13,9.5991852085754879e-19,2.215974193272629e-11,6.0042420272795382e-20,7.289985672749669e-10,2.2365100983577613e-16,2.0453713027650374e-19,6.2610072080482236e-12,5.4181210351526359e-19,0.88168480800000004,0.0,0.0086595445968970178,0.10783547694387245,0.00099516803476005968,4.4440984673671496e-14,1.4604286947816787e-08,4.8614527063634293e-09,2.5136234193606961e-12,3.7894924299847227e-07,4.3434716244658928e-07,5.3981510286989169e-14,2.0662421211621573e-06,3.4545815923634942e-09,3.0076828905099336e-05,7.8218807138885531e-13,4.4290139177517502e-08,1.3932593286647867e-06,0.0002790789279192668,4.4100962081265062e-08,2.4183832328883264e-05,7.0305756605271299e-07,2.2926534983746276e-08,2.7829936061098276e-07,6.6344943716773654e-11,1.3488329971477686e-05,2.6056455016635117e-07,7.3472641862208252e-16,0.00012895361636370379,9.1466739899399258e-06,1.2057858147960142e-05,5.3470334541598269e-08,0.00022148239716387709,6.2257665320625585e-09,4.1477166658129042e-06,7.1933523610748703e-05
0.001981541744915641,0.00312752697853217,8.358202117802503e-11,1.3831255444545912e-10,2.5878995803171838e-07,2.6157869127257634e-08,0.00022294103671431845,0.0,0.0,3.9267828755829882e-07,3.9810118732015629e-08,9.1446440022551291e-08,1.3146896817674196e-09,1.0692812553021234e-11,1.5432490043559283e-27,6.9366213575867726e-21,2.0109184331455538e-13,4.8554662189735796e-08,1.1511544967434071e-06,2.2778400514441923e-16,7.7427390322853069e-22,8.9785011932344611e-11,4.2823644085618714e-21,8.0951381467354123e-15,2.051083213729348e-06,3.4122413544712158e-09,6.5001916376614989e-10,2.3061327193579323e-12,1.5554926002387349e-05,1.281247181197798e-09,2.7953926371861129e-13,4.6700670816551568e-12,7.715083308676824e-15,7.8182859710545986e-11,2.5058981037965915e-09,4.9110317333045945e-15,9.4176066912395785e-12,1.7887326489570354e-06,4.9053731818100116e-07,2.2942072459430607e-15,1.0054120902731051e-15,3.787795319761002e-11,8.0423011511215855e-34,2.8714893183238709e-08,1.0311717188680563e-10,4.5835635524533118e-12,1.6139664755890235e-16,5.7772683230512114e-10,1.6329078944595762e-17,1.2873088465356144e-09,8.5206579905586655e-13,5.3895364971599495e-15,6.9862798706112062e-29,4.0545117436355235e-23,2.2426821058106942e-10,7.7245531186623298e-16,8.9006438696355087e-09,1.2062621003468739e-19,1.4646591785379342e-10,2.7983021921122751e-13,1.0470375834287273e-18,2.3400584461341268e-11,6.3903612950954257e-20,7.7264040365631011e-10,2.4005768236267102e-16,2.2671182979345342e-19,6.9463396374868296e-12,6.0084388927118997e-19,0.88168480800000004,0.0,0.0086358681253862982,0.10780534416397518,0.00099501811509231986,4.4412308821226812e-14,1.5020737289185775e-08,5.0113333310950383e-09,2.5113977246938954e-12,3.905632453030319e-07,4.4664258300529155e-07,5.3933849721213677e-14,2.126389378478906e-06,3.5529796696174863e-09,3.0945011906921673e-05,7.8129750853888053e-13,4.5540079476171746e-08,1.4349026339865481e-06,0.00028723820853495714,4.5289043535518555e-08,2.4900841958076869e-05,7.2182763823681877e-07,2.3540168449642042e-08,2.8567551730029631e-07,6.8217308089368007e-11,1.3908597203194303e-05,2.6787822778187755e-07,7.5419989917788331e-16,0.00013286222841778786,9.4033899588925201e-06,1.237307069653698e-05,5.5055760399191583e-08,0.0002280472243316982,6.4137367696065347e-09,4.2738769002939487e-06,7.4102657643552723e-05
0.0019854719479328988,0.0031274529230851658,8.5952613066850515e-11,1.4507804829033276e-10,2.6590867791349676e-07,2.7040306928686746e-08,0.00022962782896667684,0.0,0.0,4.0042617122247111e-07,4.1183345882965157e-08,9.7730384650147609e-08,1.3852451158228784e-09,1.1430588930563826e-11,1.70008676455824e-27,7.4306070286957691e-21,2.0944345194051946e-13,4.9182868115804844e-08,1.2022216542331972e-06,2.530944104287164e-16,8.4836277234200412e-22,9.5668453903618883e-11,4.647281279839177e-21,8.4268711752167973e-15,2.1501280076358151e-06,3.4991484432735184e-09,7.0253831785430869e-10,2.4423786485898335e-12,1.6028862017249915e-05,1.3313924758259482e-09,2.9518024618474525e-13,4.8658137034615533e-12,8.3825804780411169e-15,8.2656148210622261e-11,2.6593416100240908e-09,5.3947455999234682e-15,9.8066903214775025e-12,1.8102883386228054e-06,4.9981870708993283e-07,2.3530050800483706e-15,1.0652520147148997e-15,3.9966852943864025e-11,8.5512359468672176e-34,3.0632784612614353e-08,1.0912102171124755e-10,4.8502549932614506e-12,1.6963863896032474e-16,6.1170510197003851e-10,1.7289267255323191e-17,1.3659124197310006e-09,9.3614842357839753e-13,5.9088779757772002e-15,7.8675395820649025e-29,4.6302065555268083e-23,2.4471181072554206e-10,8.3582056461807944e-16,9.4171246917903806e-09,1.3115726749402217e-19,1.5795710142155036e-10,2.9834898798137389e-13,1.1416309996243794e-18,2.4697732239702539e-11,6.7991683736609854e-20,8.1868099981530041e-10,2.576084701018793e-16,2.5122722481605582e-19,7.7021998823719136e-12,6.6586310288217616e-19,0.88168480800000004,0.0,0.0086116026556459259,0.10777445299598683,0.00099486402501964936,4.4382754058031864e-14,1.5446866854754529e-08,5.1653433162058005e-09,2.509107834341515e-12,4.0249285459031497e-07,4.592182680666838e-07,5.388481328417482e-14,2.1880055945952789e-06,3.6536566263566227e-09,3.1833960491171148e-05,7.8038232793465878e-13,4.6818277937999496e-08,1.4776278796472251e-06,0.00029559386790453039,4.6500464851691028e-08,2.5636132233484369e-05,7.409562409957884e-07,2.4165615143684944e-08,2.9318932821223055e-07,7.0132002214589999e-11,1.434069263242437e-05,2.7535526393769953e-07,7.7403679484816413e-16,0.00013687403958516351,9.665834320187898e-06,1.2693822618615028e-05,5.6681614388232225e-08,0.00023477545037601399,6.6066165547435973e-09,4.4033836323176907e-06,7.6328195902743062e-05
