Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926)
1e-12,0.0027130575094211416,7.9837195747065543e-28,1.3465812379519589e-34,5.0769876753109621e-32,8.0419977433701752e-34,1.2680379035929951e-38,0.0,0.0,1.1875500655513033e-22,1.4579379755709767e-32,1.7546488817551404e-39,1.2144047401434439e-43,6.597448677427299e-47,2.7769034443826065e-61,1.068619219159436e-51,2.8191382023298418e-39,1.0329096183714927e-22,5.071104306751987e-32,8.0890585733368346e-84,4.5991906771172198e-82,1.1823703203912124e-53,1.1458119438298423e-51,9.254683585780254e-37,2.3325309933445961e-43,7.4680873096864125e-35,3.4270390674610836e-57,1.0515413336774945e-49,6.1729152429807542e-29,8.4547254926565906e-33,3.1323305337694694e-23,1.4548999549837451e-42,3.0836151167888912e-56,1.5955214127661704e-54,1.532628003004695e-40,1.4968876559586599e-69,1.7911836649231451e-55,2.0012074896048579e-27,9.5822991693728449e-37,1.6216943406257609e-39,5.852018561867322e-43,1.745493870047917e-27,1.8451974202027247e-62,4.0744659417722354e-56,4.8242725136339695e-51,8.0668832987318835e-44,4.8760096207506467e-39,5.8470744494952198e-54,5.3811705086764587e-56,3.0803880895608539e-55,2.2726458779128526e-83,1.8498723767978772e-77,4.2635500328056414e-116,2.4956920660049543e-102,8.8237289540662516e-52,2.3649090276270426e-49,3.179913469913803e-55,2.5093674896414243e-65,7.0957857811534023e-51,1.2945238310714034e-60,2.2048108988779234e-70,1.1545476181405366e-35,3.6701493821474042e-39,4.2318618327307199e-48,3.9326188975345214e-48,5.7618071290202476e-73,4.8791561712334354e-81,5.0208493079584478e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2219083697340045e-23,3.1324283231404547e-23,3.2219298958377533e-23,8.4875651880690728e-28,6.3436059305740136e-28,8.2518459004946145e-28,1.277678979809698e-34,6.8047318853681832e-24,5.110515221328885e-35,1.3886830868553805e-27,2.1045318056672865e-38,8.4177911847670594e-39,5.769931069101374e-24,3.0315651160787187e-35,2.8849655345506011e-24,1.1775052319687889e-27,5.8875208947732656e-28,5.2642086877709792e-34,8.670999043874467e-38,3.4133910062864601e-45,1.3149136528689465e-48
1.023e-12,0.0027130575094211416,8.1672891843509564e-28,1.393413498239526e-34,5.2540661672329639e-32,8.3223805379412705e-34,1.3199289452007367e-38,0.0,0.0,1.2148559224309829e-22,1.5087890417336372e-32,1.8158043263771908e-39,1.2640859431476533e-43,6.8674300532117481e-47,2.8904984428997987e-61,1.1058904095534188e-51,2.9173919487435091e-39,1.0566595160186959e-22,5.2479776027732573e-32,8.4451941362444154e-84,4.8014351620426104e-82,1.2307680243244209e-53,1.1926994445305053e-51,9.466937126348602e-37,2.4279835517745389e-43,7.728564132020555e-35,3.582395567207245e-57,1.0945721035777854e-49,6.3882170375596753e-29,8.7496132598568601e-33,3.204351414082123e-23,1.514437286854801e-42,3.2238274633506403e-56,1.6656766797479324e-54,1.5999243766204137e-40,1.5661307761056709e-69,1.8644908266821233e-55,2.0710069140677657e-27,9.974429003416055e-37,1.687947648681524e-39,6.0918460997407556e-43,1.8063740000126563e-27,1.9095550697843516e-62,4.2599127553813879e-56,5.0365349126160807e-51,8.4215824849885117e-44,5.0755464645393453e-39,6.1041675518390687e-54,5.6173100024325471e-56,3.2158313612008975e-55,2.3778719288481385e-83,1.934169158940696e-77,4.4608279295865615e-116,2.6102423291590988e-102,9.2119636742489062e-52,2.4689620991839394e-49,3.3246454544918899e-55,2.6235417935534809e-65,7.4185195112668292e-51,1.3543981397735837e-60,2.3048225510544929e-70,1.2017942672054805e-35,3.8198822507691902e-39,4.41793592018512e-48,4.1053946577850264e-48,6.0283236317261924e-73,5.1067369683541148e-81,5.2550052795957423e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2959900859875271e-23,3.2044526141818866e-23,3.2960123628898062e-23,8.7835997241717814e-28,6.5648623601069679e-28,8.5396588771360599e-28,1.3299638409238525e-34,6.9611795139247167e-24,5.3196465774470924e-35,1.4371171377267505e-27,2.1970672107172154e-38,8.7879181241961615e-39,5.9025875867397491e-24,3.1556223812050923e-35,2.9512937933697868e-24,1.2185738897578379e-27,6.0928639682627266e-28,5.4796265726339368e-34,9.0522571285748918e-38,3.5686990356587075e-45,1.3757503077393566e-48
2.047e-12,0.0027130575094211416,1.6339671038668143e-27,5.5532587929313831e-34,2.1026940235605706e-31,3.328689667253893e-33,1.0565740743373569e-37,0.0,0.0,2.4305610799560699e-22,6.0383274613610931e-32,7.2365172098729921e-39,1.0077707579793592e-42,5.496823084755719e-46,2.3022481180098024e-60,4.4252512481455427e-51,1.1624785780299429e-38,2.1140151704067722e-22,2.1002579083289987e-31,1.4511432166094205e-82,7.7076372801360028e-81,9.8859547225559125e-53,9.5424400557658115e-51,1.8846394509606192e-36,1.9435472332714263e-42,3.0929956847484042e-34,1.044622281436219e-55,8.759802745256816e-49,2.5565038169100729e-28,3.501507946351811e-32,6.410565975655318e-23,1.2121265479394435e-41,9.9408658892378832e-55,2.6672343002707199e-53,2.4653505141757199e-39,9.8066648219855571e-68,1.4946191730195253e-54,8.2882374528515906e-27,7.984312569765915e-36,1.321902036356641e-38,4.9721890845067602e-42,7.2289282961679657e-27,7.6418581257644303e-62,1.3894333610634273e-54,8.2164878028969129e-50,1.3482535833022293e-42,4.0626605994512466e-38,9.7707756270033271e-53,8.5193625735401737e-55,5.147556706800988e-54,1.6623590409083641e-81,6.7649843530368309e-76,2.883134302200568e-114,1.265231648720004e-100,1.5029168800427715e-50,4.0276006844441248e-48,1.0844600277960916e-53,8.391034950423472e-64,2.3223598880346277e-49,8.3553114755407621e-59,6.3229640308346067e-69,9.6198030676811288e-35,2.9391691723791899e-38,7.0728962697477679e-47,6.4234520934885552e-47,3.7519159806033864e-71,6.3019749372727732e-79,6.2858467257487957e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.5941049167051282e-23,6.410970959087665e-23,6.5941940675266195e-23,3.5152035040359734e-27,2.6272787459918847e-27,3.4175784135910851e-27,1.0644105866807628e-33,1.3924343395766543e-23,4.2575093932016377e-34,5.7504616803519105e-27,3.5169339984312441e-37,1.4067278099500837e-37,1.1806857844951285e-23,2.5256263318781886e-34,5.9034289224754736e-24,4.87598666645356e-27,2.4379889470290435e-27,4.3847577063744978e-33,1.4487900505280284e-36,1.1419854223514935e-43,8.8049599368505766e-47
4.095e-12,0.0027130575094211416,3.2682609265443339e-27,2.2171434848547099e-33,8.412693217438777e-31,1.3313589896051316e-32,8.4549093936381193e-37,0.0,0.0,4.8619750775429339e-22,2.4159660095710361e-31,2.8712372270076775e-38,7.9994748344356482e-42,4.3980180050812588e-45,1.8240681800260079e-59,1.7700580616088388e-50,4.6108776549758846e-38,4.2286021143745988e-22,8.4029507954898563e-31,2.9060507410241596e-81,1.24009950123205e-79,7.9651764985680076e-52,7.6282826031098321e-50,3.7327722726832983e-36,1.5552636593101773e-41,1.2374800058386741e-33,2.9665979044059825e-54,7.0065541948723187e-48,1.0227697909515624e-27,1.4008302625764283e-31,1.2821874160334921e-22,9.697315511077323e-41,2.962429127163165e-53,4.2702415354714927e-52,3.6696839295536727e-38,6.0093179206374529e-66,1.199440293055601e-53,3.3160520251729529e-26,6.389203345359989e-35,1.0138086385032454e-37,4.1320958827681249e-41,2.8920399294949525e-26,3.0572462237995285e-61,4.6097681176213873e-53,1.3639258970586485e-48,2.1576382849705334e-41,3.250694974169195e-37,1.5630957377686848e-51,1.2331048875837941e-53,8.2350597550746166e-53,1.2522771847035745e-79,2.5507377092531323e-74,1.8786584168427006e-112,6.734208705863313e-99,2.4951478247989568e-49,6.6850744491070295e-47,3.598446010588821e-52,2.6796562253648587e-62,7.1138319410997196e-48,4.9826806652976092e-57,1.57206355535693e-67,7.6974787176044046e-34,2.1821368532442344e-37,1.13189031810535e-45,9.8309980237497038e-46,2.2715570804454957e-69,7.5155770985007571e-77,7.0679149240041159e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3189806561856786e-22,1.282349428252615e-22,1.3190163230005646e-22,1.4063849928664966e-26,1.0511509472833553e-26,1.367326707718414e-26,8.5144800992222424e-33,2.7842050042000764e-23,3.4057402870742406e-33,2.2999676031228956e-26,5.6267459615988651e-36,2.2506582328804089e-36,2.3608088461885122e-23,2.0204470567413557e-33,1.1804044230942197e-23,1.9502114663831007e-26,9.7510222462005859e-27,3.5062684405551926e-32,2.3171491186431475e-35,3.650640020310026e-42,5.6295392874593677e-45
8.191e-12,0.0027130575094211416,6.536118532988768e-27,8.8596281680339488e-33,3.3652884623766001e-30,5.3246918521915765e-32,6.7645304865261819e-36,0.0,0.0,9.7248177977186759e-22,9.6651458309462359e-31,1.1297905045197712e-37,6.2986453563941855e-41,3.5176950073752678e-44,1.4308962870866318e-58,7.0771111548105252e-50,1.8131361736953955e-37,8.4572786017307975e-22,3.3613945039029913e-30,7.7664539715102646e-80,2.0050665676949578e-78,6.4593368837581648e-51,6.0907843129474501e-49,7.3212427202087442e-36,1.244321298775299e-40,4.9502281975579669e-33,7.90143031548663e-53,5.6006142911242138e-47,4.0908171746987673e-27,5.6029351948663477e-31,2.5640008344376688e-22,7.754778255785145e-40,8.32872300022814e-52,6.8375158945148706e-51,5.1493030130076605e-37,3.5399754493251566e-64,9.6510522377339897e-53,1.3265050651242186e-25,5.1118221046683666e-34,7.4860081197490898e-37,3.5509823807982458e-40,1.1567361446876964e-25,1.2228201763812706e-60,1.5789624458972333e-51,2.3387924737258403e-47,3.4519071193748838e-40,2.6002688120102448e-36,2.4989938625834841e-50,1.6549681395169961e-52,1.3166193212637058e-51,1.0663355447474339e-77,1.0876834701535005e-72,1.2446062516838301e-110,3.7945210392491035e-97,4.279674532310457e-48,1.1460878253018319e-45,1.2328797547330157e-50,8.5357534009780329e-61,2.0944268332868762e-46,2.8045572655207461e-55,3.4732106481174155e-66,6.1577747460230018e-33,1.5242849421389874e-36,1.8108597128722178e-44,1.4452276419071082e-44,1.3068119347295073e-67,8.4569915778861797e-75,7.1392335744257619e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.6379098125714846e-22,2.5646487793524764e-22,2.6380524756404634e-22,5.6257574299259498e-26,4.2048666632523582e-26,5.4695197094829675e-26,6.8071740013315928e-32,5.5643021849901399e-23,2.7229154464202674e-32,9.1945217901778734e-26,8.9972539584132672e-35,3.5989431540092022e-35,4.718134650564784e-23,1.6155299941458671e-32,2.3590673252821974e-23,7.796317471206943e-26,3.8981306860822781e-26,2.8012719886448558e-31,3.7026929923470186e-34,1.1652428931618916e-40,3.5938567194659877e-43
1e-11,0.0027130575094211416,7.9787245491017329e-27,1.4723864494255516e-32,5.5944997659912444e-30,8.8509413295194743e-32,1.7220375328232645e-35,0.0,0.0,1.1872507182155657e-21,1.6068657053271821e-30,1.8465132093113531e-37,1.5691499642312405e-40,8.9513020254171775e-44,3.5465942663505802e-58,1.1758792175830099e-49,2.961346098316332e-37,1.0324435973471546e-21,5.5880317944112897e-30,6.595327822123933e-79,8.7907549100974819e-78,1.6748296386137968e-50,1.5461710831234729e-48,8.8162748259858447e-36,3.1676499386086376e-40,8.2293193689311442e-33,4.8244437019658992e-52,1.4239330898226253e-46,6.7997118382085167e-27,9.3130902586078149e-31,3.1297185965113888e-22,1.9727948099968075e-39,5.3802505102550837e-51,2.9515871191140075e-50,1.8596323331274431e-36,4.5788755098885593e-63,2.4761680671102297e-52,2.2052010590893971e-25,1.3013109565485642e-33,1.7280504728860762e-36,9.9037823130629145e-40,1.9227041003006902e-25,2.0325584045003443e-60,1.3848333845288903e-50,1.1186958795730875e-46,1.4880715170100452e-39,6.6176364517433964e-36,1.0760627807014284e-49,5.7016414592767067e-52,5.6695315254130423e-51,2.4739566060020586e-76,1.3064552599488162e-71,1.9766483436262638e-109,5.0870451348416795e-96,2.0479591932516212e-47,5.4801104424949371e-45,1.0817717563407409e-49,6.6406849907236056e-60,1.4352226586226571e-45,3.4102138438573756e-54,1.7829863564382283e-65,1.5673089978175279e-32,3.3306848640533979e-36,7.8063767776303253e-44,5.5039359024451049e-44,1.6192626869561516e-66,1.989289110207323e-73,1.4034655939574533e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2202289205477382e-22,3.1307954932223357e-22,3.2204660622760169e-22,9.3520928620292517e-26,6.9902232653300329e-26,9.0923704711368236e-26,1.7311241283443604e-31,6.7890985467085309e-23,6.9249202237955299e-32,1.5274645198461696e-25,3.8752698168504562e-34,1.5502003214382273e-34,5.7566754086540335e-23,4.1092062151411262e-32,2.8783377043262098e-23,1.2951852971583986e-25,6.4758551564707343e-26,7.1170984524736765e-31,1.5930776042285945e-33,9.0983307479706641e-40,5.3324350715442891e-42
1.6383e-11,0.0027130575094211416,1.3068914820438956e-26,3.5415639215246239e-32,1.3460202226451315e-29,2.1293202475889827e-31,5.4113497287664547e-35,0.0,0.0,1.9450562096949053e-21,3.8663246402140918e-30,4.3754468879651188e-37,4.8833892625737479e-40,2.8123614682222864e-43,1.1011768507169691e-57,2.8277957436840556e-49,7.0127689556161843e-37,1.6912642443245554e-21,1.3444651930019062e-29,2.712636702533124e-78,3.2733844290725055e-77,5.3052568638039713e-50,4.8526732371437972e-48,1.4091448917293327e-35,9.9540549734655686e-40,1.9799490152167718e-32,1.9059347615328638e-51,4.472077263572335e-46,1.6357962052239871e-26,2.2404256522765793e-30,5.1258360510810713e-22,6.197490394044326e-39,2.1425532498045335e-50,1.0953573954844165e-49,6.6043714537187494e-36,1.9486225454783203e-62,7.8079061152135943e-52,5.3056524297249581e-25,4.0892555592238898e-33,5.1840080105289594e-36,3.2319438458803853e-39,4.6253981084144198e-25,4.8896944520868808e-60,5.7140427622136294e-50,4.2407437310577808e-46,5.5206907424263665e-39,2.0792792695202043e-35,3.9911545146595131e-49,1.9980201879412803e-51,2.1028646284443002e-50,1.0826982055365712e-75,5.5324561252082454e-71,8.5120348593347453e-109,2.1697640113471703e-95,7.7640494511572766e-47,2.077257388392312e-44,4.4637518410709024e-49,2.7060320645750962e-59,5.7603490169982257e-45,1.4453467609893704e-53,6.8486864982026599e-65,4.9247582585598124e-32,9.7045105697359166e-36,2.8961371484292009e-43,1.98249612352334e-43,6.8716759942548074e-66,8.7100312981768409e-73,6.1036444812846081e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.2749237056292353e-22,5.1284264908073608e-22,5.2754942123560231e-22,2.2500351050594962e-25,1.6818267041483595e-25,2.1875486232129941e-25,5.4374514617728253e-31,1.1110754255303601e-22,2.1751562840703376e-31,3.6728170745767178e-25,1.4374385372019755e-33,5.7501578872404008e-34,9.4211340371137777e-23,1.2908064876618587e-31,4.7105670185539196e-23,3.1142998963240503e-25,1.5571275440876207e-25,2.2345357335071437e-30,5.9077185167637029e-33,3.7089983471709938e-39,2.2879684556139117e-41
3.2767e-11,0.0027130575094211416,2.6122841527843894e-26,1.4157700249477466e-31,5.3827934769615076e-29,8.5129096391694777e-31,4.3281462698510768e-34,0.0,0.0,3.8902285802351905e-21,1.5465911228197528e-29,1.6449029483104611e-36,3.6781206994147717e-39,2.246765791331047e-42,8.1725728095168181e-57,1.1285754710212147e-48,2.629490132184647e-36,3.3815417344676507e-21,5.3765931142140439e-29,1.0422017799894283e-76,5.4403431616032187e-76,4.4623882271436199e-49,3.8501236725939944e-47,2.6179505032414908e-35,7.9615079339372087e-39,7.9178813568785423e-32,4.0860868056281308e-50,3.5638551501331424e-45,6.5383025367826388e-26,8.9548430524730224e-30,1.0242350021379887e-21,4.9473228222698287e-38,4.9163629033539138e-49,1.7566409071380705e-48,7.5489204961823066e-35,9.657909319434887e-61,6.3848195998047806e-51,2.1217585989055745e-24,3.2707066352081449e-32,3.2609294842316667e-35,3.2087286355439964e-38,1.8487420110197997e-24,1.9544183767761632e-59,2.248871730651421e-48,8.3716287299259284e-45,8.824476874986883e-38,1.6617376048474332e-34,6.3620209690350146e-48,2.13539543083465e-50,3.3521705917333066e-49,1.3605292543065745e-73,3.4827079565951044e-69,6.1671283118429178e-107,1.2016887480304203e-93,1.5343019154667345e-45,4.097360855914266e-43,1.7583318926957373e-47,8.4998435512322913e-58,1.4259694054646203e-43,6.6488881047830543e-52,1.2357651286785335e-63,3.9370198309975657e-31,5.4889567324244986e-35,4.6292930409470277e-42,2.4435470169785307e-42,3.1258947748485698e-64,8.0045681330438341e-71,4.1859685724919622e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0545575978413961e-21,1.0252700058236443e-21,1.0547856617828424e-21,8.9971156411327476e-25,6.7256874669064739e-25,8.7472630463783337e-25,4.3362596334390994e-30,2.2148962288177514e-22,1.7348649594367072e-30,1.4650055675171464e-24,2.2928575501192244e-32,9.1731461758500057e-33,1.8780755198766347e-22,1.0299491722066368e-30,9.3903775993310781e-23,1.2422297603700302e-24,6.2109701556774367e-25,1.7771205767595447e-29,9.3984425671746911e-32,1.1742314653784676e-37,1.4488195790678965e-39
6.5535e-11,0.0027130575094211416,5.2184110028922359e-26,5.6581887507732966e-31,2.1519838241106856e-28,3.4016870332927534e-30,3.4608282399463107e-33,0.0,0.0,7.7806671019675604e-21,6.1865509554907856e-29,5.8674514410987177e-36,2.6314686329038691e-38,1.7923304573104594e-41,5.6795673502987232e-56,4.4938545197698828e-48,9.3302034709991013e-36,6.7589186002397192e-21,2.1495188640295358e-28,3.9397762266930693e-75,9.3207084051952732e-75,3.9131181353245239e-48,3.0298195069732562e-46,4.5672153645719618e-35,6.3660663303406707e-38,3.1654666486402085e-31,7.8401941244035262e-49,2.8290420845881324e-44,2.6112957037756348e-25,3.5762863566425675e-29,2.0446832027635697e-21,3.9406582436382789e-37,1.001547334433824e-47,2.8234121701147881e-47,7.6627678865430037e-34,4.1583521882375778e-59,5.3288190791527953e-50,8.4826022896223538e-24,2.6152999254113582e-31,1.8196550311272758e-34,3.5561719669280929e-37,7.3832932355249251e-24,7.8056411156426949e-59,9.8515308659972864e-47,1.841558623089201e-43,1.4090753209284852e-36,1.3266233066926168e-33,1.0103085096145753e-46,2.0390192575643329e-49,5.3235355302285354e-48,2.1147301621075397e-71,2.7108216575170136e-67,4.9168630579486306e-105,6.0768772845146633e-92,3.3821693262849822e-44,8.9986410923991944e-42,7.7152466097776939e-46,2.6228726523749812e-56,3.0663309319725335e-42,2.7165813246306776e-50,2.1001521111808432e-62,3.1449866323833159e-30,2.7522044628301279e-34,7.391965144405559e-41,2.6105157229269321e-41,1.1557940793141457e-62,6.532474396510589e-69,2.2651497905214291e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.107339577265754e-21,2.0488136609534974e-21,2.108250679810347e-21,3.5962524884362337e-24,2.6888485840512499e-24,3.4963909333430787e-24,3.447071062537178e-29,4.4008756786317894e-22,1.3794641971703163e-29,5.8270268377804754e-24,3.6459927416194311e-31,1.4590082606583753e-31,3.7316319024049311e-22,8.1963179284641817e-30,1.8658159511150579e-22,4.9409754596013143e-24,2.4703457503507795e-24,1.4050188411041462e-28,1.4866272996004892e-30,3.6783750742769208e-36,9.0786261472579829e-38
9.999999999999999e-11,0.0027130575094211416,7.9497382676833849e-26,1.4566524241727578e-30,5.5422610276865264e-28,8.7538972824077306e-30,1.6186438265989511e-32,0.0,0.0,1.1872781116141754e-20,1.5947427824305514e-28,1.290361731283512e-35,1.0358532733714428e-37,8.347687166413309e-41,2.1279267417883512e-55,1.149844898705376e-47,2.0347977931463385e-35,1.0304531356238771e-20,5.5359694905073013e-28,7.7632407386502523e-74,9.2204069142264793e-74,2.1113437975767942e-47,1.3777921668289137e-45,5.9521211484326555e-35,2.9774058471641476e-37,8.152322790598867e-31,7.6246421710030469e-48,1.3061175624275266e-43,6.7140964645771446e-25,9.1946785851448093e-29,3.1120072908387008e-21,1.8303677675493042e-36,1.0180703825289263e-46,2.5311818004223937e-46,4.0732855200987995e-33,8.196755253164482e-58,2.6798390902470489e-49,2.1846399752942444e-23,1.2231950372857617e-30,5.6054162385766465e-34,2.4841139041277879e-36,1.898250693755012e-23,2.0069664015057549e-58,2.5749692572754314e-45,2.4635630714686066e-42,1.247649731559725e-35,6.1869399937167101e-33,8.8540148874060239e-46,1.0352626755961194e-48,4.6654839203464672e-47,2.062044174748634e-69,1.3294106235518396e-65,2.3882057354681911e-103,1.3914839308752726e-90,4.5427977353906536e-43,1.200089810401065e-40,2.0228351952121807e-44,4.2422980743176631e-55,3.0939818288774041e-41,5.4079826611232993e-49,1.9035157965189134e-61,1.468333603051096e-29,7.8926517816235525e-34,6.5451314858261552e-40,1.3681367518837304e-40,1.7885962124079889e-61,2.5670411190613034e-67,5.3579139242039923e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2118140171086302e-21,3.1226140869940458e-21,3.2141576645656915e-21,9.258921841751777e-24,6.9248674120011225e-24,9.0018492613588409e-24,1.5954696444557075e-28,6.6553874811259379e-22,6.3876756205864189e-29,1.4883284459870459e-23,3.2032372479501771e-30,1.2823856254415594e-30,5.6432983497884711e-22,3.8009497206133196e-29,2.8216491741121693e-22,1.2620289698702895e-23,6.3094879638233953e-24,6.4403192499181676e-28,1.29324140772834e-29,6.1108442563876314e-35,2.9743817474736169e-36
1.31071e-10,0.0027130575094211416,1.0412093394459122e-25,2.2597596112885001e-30,8.5986748675909222e-28,1.3579039445479006e-29,2.7658872013826113e-32,0.0,0.0,1.5561917182713826e-20,2.4747085598596606e-28,1.9246884679750016e-35,1.7324660941353627e-37,1.425749387781719e-40,3.5342760259895039e-55,1.7813253997730603e-47,3.0280758150847862e-35,1.3500983813562042e-20,8.5889335820578812e-28,1.4406803027251561e-73,1.6692534874364267e-73,3.661992681262904e-47,2.3467586030808966e-45,7.200645959410043e-35,5.0876908430218516e-37,1.2648089718984113e-30,1.3791622868269883e-47,2.2285682260329787e-43,1.0412866882069204e-24,1.4259790000545744e-28,4.0742248083371027e-21,3.1252274128914182e-36,1.8455927133786855e-46,4.5585639494768132e-46,7.0546308935127591e-33,1.521143583888915e-57,4.6153709809254314e-49,3.3894174335354131e-23,2.090158467004615e-30,9.0183681166169612e-34,4.4030032468439421e-36,2.9439468171718841e-23,3.1125966220417163e-58,4.807550154923217e-45,4.5185017453638817e-42,2.2454035943084652e-35,1.0568628657071583e-32,1.5925298823699604e-45,1.7847537493889209e-48,8.3915971843276665e-47,3.9019602271190505e-69,2.5034665668906507e-65,4.4969021488149773e-103,2.591154630865235e-90,8.333325230606756e-43,2.2008738732228307e-40,3.7769134797418095e-44,7.8303704912313395e-55,5.6068416160910419e-41,1.0038498820415397e-48,3.4302460065577691e-61,2.5085426677521672e-29,1.2526884732217797e-33,1.1779317050773841e-39,2.3661998192005196e-40,3.296859816989206e-61,4.8223966824042306e-67,9.9839895552735758e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.207523441752704e-21,4.0906701739665076e-21,4.2111585618044358e-21,1.4363950116142239e-23,1.0743737018942384e-23,1.3965148135862767e-23,2.7230611960145078e-28,8.6878823662353449e-22,1.0902694832452423e-28,2.3047711576538327e-23,5.7623354775620806e-30,2.3069531345494393e-30,7.3667101642859045e-22,6.48867725096717e-29,3.6833550807346343e-22,1.95433702941802e-23,9.7705640617432472e-24,1.0979759812873645e-27,2.3251057366689637e-29,1.1288298563566925e-34,5.5740102211581739e-36
2.62143e-10,0.0027130575094211416,2.0725671199665336e-25,9.0118103438095911e-30,3.4320438595844637e-27,5.409573940272727e-29,2.208252115633564e-31,0.0,0.0,3.1125892995452495e-20,9.89941347818987e-28,5.6368794482595464e-35,1.0154620717556194e-36,1.1277801671554429e-39,1.8629473946269328e-54,6.9983828764387415e-47,8.6784825827422449e-35,2.6934550966029089e-20,3.4282408007355852e-27,5.2166353332040985e-72,3.1363439360938107e-72,3.7277633399978506e-46,1.7639673299095514e-44,9.8878091183554201e-35,4.0618592847000195e-36,5.0481859543060899e-30,2.2753226453280667e-46,1.729412265170001e-42,4.1394699733369614e-24,5.6678835403405621e-28,8.0883918278778268e-21,2.4574395889094607e-35,3.1614476286547646e-45,7.428311731384389e-45,6.0721090628935728e-32,4.6864270602814181e-56,4.2524084864977634e-48,1.3528603115008837e-22,1.6687822318700566e-29,4.0744065632719555e-33,5.9387823368941997e-35,1.1701343944396535e-22,1.2373633891647881e-57,2.5432846732539214e-43,1.2045682444091915e-40,3.5636924003369852e-34,8.3844913239436713e-32,2.474111537441445e-44,1.4654048493517053e-47,1.30371994389675e-45,8.0094322894245515e-67,2.5708095275395747e-63,4.8102446595176869e-101,8.4678594412060088e-89,2.2400813477614144e-41,5.8304266526298631e-39,2.0103510705329918e-42,2.2060229080110414e-53,8.6595077080339342e-40,3.4464287302153006e-47,5.4270889679382409e-60,1.9949931103977102e-28,5.3453820903341496e-33,1.8695018570124799e-38,1.8078000826300098e-39,7.059724101088953e-60,3.3090808274152116e-65,3.7914034493137713e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.3864806786554899e-21,8.1535669510323621e-21,8.4009470605000531e-21,5.7287309908123634e-23,4.2881448057530972e-23,5.569725276197698e-23,2.1248605086671298e-27,1.693513701767472e-21,8.5158205946952243e-28,9.0170556732994839e-23,8.9988712849949061e-29,3.6058918269709442e-29,1.4359782842319151e-21,5.0847179691074228e-28,7.179891399298749e-22,7.6462421722510202e-23,3.8222469654786976e-23,8.3876478320203151e-27,3.5572544881938164e-28,3.3316696279277645e-33,3.2924175566104874e-34
