Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926)
2.68435455e-07,0.0027130575094211416,1.415509972290573e-23,1.3071757967949215e-24,1.055563202628977e-20,5.3063753777147713e-24,6.5236536902173887e-22,0.0,0.0,3.2137717980608978e-17,1.0464795732196244e-21,3.8453971470892021e-31,6.4821877176778653e-32,1.0107976722193398e-32,3.3039236980802781e-52,4.643612387216293e-35,3.3318575061813233e-33,3.5924645288208571e-18,6.2900299553776368e-22,4.1498389482938311e-54,2.0247026086810379e-36,-1.4501861010239323e-35,-4.5275545646410851e-37,1.2890387068418683e-34,8.9636961603889743e-28,1.0004335655815496e-24,7.8704011742497952e-36,2.3408064124813082e-36,2.9490792526551235e-19,3.7983195990128944e-23,3.7101486435420003e-19,1.4779073966338761e-28,1.4451569716231897e-35,8.9935548254827569e-33,5.2644828624150369e-24,2.0754496199201291e-45,5.4763383096523163e-37,2.4126345558617917e-17,3.383316625194665e-21,8.3088880704734713e-28,1.2360708488014647e-25,7.7579676467489603e-18,8.8153379869049505e-53,2.0323395411968884e-29,1.4318975409318986e-29,4.8436744321657243e-24,9.4610406528223296e-25,4.1309813438165843e-35,2.1038370129481085e-41,2.2017768418451907e-36,2.751350658626397e-48,8.2162939029511328e-48,6.115424031113922e-57,1.2585299468451314e-73,5.1848957178303268e-29,3.9963724286843005e-28,2.6183038259025427e-28,1.3228424082333895e-42,6.299587519072189e-31,1.7367074720758551e-34,9.3360601008495846e-51,1.5475891835316486e-20,3.8140555698753845e-28,2.5408748672156468e-28,1.0824901335619555e-33,8.2832503825635597e-51,1.5833577529169604e-48,2.1352122889904228e-45,0.88168480800000004,0.0,0.0094599999999999788,0.10884999999999992,0.00099999999999997248,8.3040592780282382e-19,8.1393191394664028e-19,1.0942861362178005e-18,7.504611936760449e-18,7.5503722694154873e-18,7.4533419755105464e-18,7.8048181806392351e-21,3.5536082258318055e-20,3.3080616580141587e-21,1.7957900319888266e-18,2.9589900309640858e-19,1.1729996939627394e-19,2.8570593118889856e-20,1.1986380454777403e-20,1.3482032630957324e-20,1.5349677937578637e-18,6.3336357904744738e-19,3.3177332639239727e-21,1.3157709092635203e-19,9.4391527193495686e-23,1.0568290042464003e-20
5.36870911e-07,0.0027130575094211416,1.423740425153728e-23,2.8154888537926114e-24,7.5884368818717504e-20,1.1006507742557004e-23,9.3993956858505505e-21,0.0,0.0,6.4297265098778701e-17,4.1875652845187575e-21,1.3905434926547543e-30,1.3174686367621822e-31,2.2933832292814068e-32,3.3123121027328445e-52,1.9907583061225881e-35,3.3421690580636609e-33,3.7108611438844726e-18,1.4043370226022659e-21,2.3312022025673914e-53,-1.04861347701407e-36,-7.2872591851642474e-36,1.6267066541382726e-36,1.2908243961192284e-34,5.2933269712323265e-27,3.0503048641332723e-24,1.0739430877650067e-34,4.9405972472623535e-36,6.1729724952503484e-19,7.833103571475239e-23,3.7565712051117194e-19,4.5473569745420813e-28,6.3009441870295326e-35,7.2429618472971623e-32,2.2289091468572398e-23,9.3264050703507271e-45,7.5880438155209525e-36,5.1721208666499625e-17,1.4811358836940482e-20,1.7813255531395006e-27,5.1571469512298814e-25,1.5826525662550127e-17,1.8452145348968886e-52,1.7682547518251275e-28,6.175849381595015e-29,2.1562113481496215e-23,2.0497755075690894e-24,1.7505194072748731e-34,4.4413865705535163e-41,9.4368818826999499e-36,5.100097203546702e-47,7.5986858410409501e-47,3.8887498671161662e-56,1.3433526469178705e-72,4.3545974015300648e-28,1.6890135215681703e-27,2.21854849420542e-27,6.1698746127348029e-42,2.760586561245415e-30,1.5036053144791398e-33,4.0014940783748805e-50,6.3757094798394604e-20,7.7810092693453336e-28,1.1310501533116285e-27,2.3222346665460764e-33,3.7073351565749285e-50,9.8356972739586025e-47,1.8487203000538802e-44,0.88168480800000004,0.0,0.009459999999999958,0.10884999999999981,0.00099999999999994473,8.4849826991973533e-19,8.3987419941528603e-19,1.1183196709433582e-18,1.5200867845693323e-17,1.6170607934989546e-17,1.5407371795406615e-17,1.9949921777886447e-20,4.8956864032724683e-20,8.3666780833155471e-21,3.6215800856219224e-18,1.2071432211004205e-18,4.5617543526833713e-19,3.8468434492306849e-20,4.8473549624998518e-20,1.651439644613151e-20,3.1167022232733365e-18,1.1082635996346284e-18,7.0771292471605106e-21,4.4561687840033785e-19,3.6823798664013799e-22,8.3833202092676133e-20
9.999999999999997e-07,0.0027130575094211407,1.443349287400954e-23,5.5427859207650074e-24,4.1844629864156996e-19,2.0997904152689891e-23,1.0346333708487193e-19,0.0,0.0,1.1980684863291359e-16,1.5030418932770011e-20,5.2249436440040916e-30,2.4696946545728192e-31,4.919765926410987e-32,3.2822756079900972e-52,1.9668114386644709e-36,3.3612666651747343e-33,3.8372419831222834e-18,2.9901461076287608e-21,9.0313626539753428e-53,-1.260387413737868e-36,-1.4740375951782356e-35,-3.2419894143768078e-37,1.2998769460467679e-34,3.8109941912435199e-26,1.180158310600831e-23,1.2226766704507093e-33,9.8206983567437808e-36,1.2055065312659051e-18,1.4959879997272822e-22,3.8336631370588824e-19,1.7675641924875889e-27,2.4635500946324977e-34,4.4649158617428332e-31,8.5012615018974415e-23,3.5449747765161254e-44,8.2334554866911147e-35,9.9408836585259103e-17,5.5596141774944252e-20,3.4238097137577205e-27,1.881288358254916e-24,2.9633070517323619e-17,3.6034798071588326e-52,1.3283795550296313e-27,2.321040871235534e-28,8.1254810165629823e-23,3.940878295874923e-24,6.6388574448692973e-34,8.8316185784424176e-41,3.6567337058410011e-35,9.6918880755578559e-46,7.3349334188348217e-46,-2.6816379963059025e-55,1.4194650007582535e-71,3.1291445231008433e-27,6.1991790995847641e-27,1.5635000546564785e-26,2.947320693475359e-41,1.0367942263790852e-29,1.1280183314421556e-32,1.5505605888570998e-49,2.3118374415628242e-19,1.4569077858897818e-27,4.2619190763826054e-27,4.4647118965611496e-33,1.5685444680016471e-49,5.6570587176186743e-45,1.3869624427400703e-43,0.88168480800000004,0.0,0.0094599999999999199,0.10884999999999963,0.0009999999999998968,8.6965308475080442e-19,8.7522877315300382e-19,1.1364585083125435e-18,2.7200830156464193e-17,3.1066732268842925e-17,2.8454125500553564e-17,4.8459105770447357e-20,7.2458732407900385e-20,1.9476873841504517e-20,6.8069326665361313e-18,4.0596847450886577e-18,1.4145520176689446e-18,5.6174211916362283e-20,1.7560892311216326e-19,2.0611471745119795e-20,5.9336751236485182e-18,1.7348717714294591e-18,1.4152734728260298e-20,1.2249066665581656e-18,1.1435302598884198e-21,5.1874193412750265e-19
1.0737418230000002e-06,0.0027130575094211407,1.4464715124639243e-23,5.9770403486510932e-24,4.7299079130144555e-19,2.2588786269789772e-23,1.1844068720620938e-19,0.0,0.0,1.2864537331426417e-16,1.6756874501066766e-20,5.8354767847370809e-30,2.6531580756350782e-31,5.3379522433192595e-32,3.2774930410309743e-52,-8.8981155673186351e-37,3.3643074855350989e-33,3.8573649978475931e-18,3.2426468803880737e-21,1.0098197058927454e-52,-1.2941071617062354e-36,-1.592709997853052e-35,-6.3483228003730481e-37,1.3013183401425192e-34,4.3335174073253658e-26,1.3195007156588957e-23,1.4002577303819329e-33,1.059773344433571e-35,1.2991642732893018e-18,1.609464241715559e-22,3.8459381155376707e-19,1.9765995755146924e-27,2.7554824459876565e-34,5.0605167874549736e-31,9.4999780760554744e-23,3.9609242296866375e-44,9.4236083228519197e-35,1.0700190879946209e-16,6.2090107098957218e-20,3.6853345869073172e-27,2.0987221013557233e-24,3.1831420418256475e-17,3.8834399512606602e-52,1.511735986633552e-27,2.5922739872041867e-28,9.075939188555305e-23,4.2419895203742682e-24,7.4172040590083585e-34,9.5306541591132748e-41,4.0887189278870857e-35,1.1153874516398606e-45,8.3818494488841475e-46,-3.1705410479405657e-55,1.6240900432786354e-71,3.5580470282551548e-27,6.9173111272510169e-27,1.7771237842022331e-26,3.3183684743675028e-41,1.1579225016352201e-29,1.2836860926648701e-32,1.7337350421637237e-49,2.5784228631153991e-19,1.564990945495125e-27,4.7604323147970078e-27,4.8058482674560102e-33,1.7592661594979561e-49,6.5421441288282215e-45,1.5783655321838398e-43,0.88168480800000004,0.0,0.0094599999999999147,0.1088499999999996,0.00099999999999988922,8.7302146442706031e-19,8.8085811231724547e-19,1.139346668366563e-18,2.9111526585915946e-17,3.3438570683019961e-17,3.0531497501796065e-17,5.2998486366024404e-20,7.6200822160097991e-20,2.1245897011404619e-20,7.3141210764059557e-18,4.5138812470105922e-18,1.5671497231150194e-18,5.8993417912904859e-20,1.9585207870615244e-19,2.1263829389438849e-20,6.3822082042714559e-18,1.8346435844991588e-18,1.5279349444109197e-20,1.3489892409179948e-18,1.2669763291271043e-21,5.8799036507386198e-19
2.1474836470000003e-06,0.0027130575094211403,1.538260767502867e-23,1.291197464834332e-23,2.3639355085349232e-18,4.7223304764510572e-23,1.2083840250600036e-18,0.0,0.0,2.5745532930810356e-16,6.7066262408693758e-20,3.0781034800937143e-29,5.4412069513859126e-31,1.459655758341038e-31,3.5126764652005627e-52,-3.8245973209028222e-39,3.5062524569045213e-33,4.1437878799064157e-18,8.8226761778400187e-21,3.4388266876863196e-50,-9.1283214492105394e-40,5.8488220604371073e-36,1.0132100870609771e-37,1.3553276442029763e-34,4.488156966667607e-25,7.0318640394941792e-23,1.6542660965294731e-32,2.474201020868063e-35,2.8080854663159077e-18,3.3372452598351225e-22,4.0216108621625066e-19,1.05656544004475e-26,1.253484196496241e-33,3.0525328695415125e-30,4.1794518475675918e-22,1.6349538383028975e-43,1.0058440276357559e-33,2.1771244324399725e-16,2.5443032752868069e-19,7.4984893851392451e-27,8.4015496556826259e-24,6.331962402026862e-17,8.3938817588235575e-52,1.3006794226988836e-26,1.0806368386370033e-27,3.6987480003353885e-22,8.5552832717791908e-24,3.3257393336627355e-33,2.2266927636991363e-40,1.9131836362506139e-34,5.2903951934866422e-44,2.039075566811638e-44,-2.089450956482134e-55,3.7256748375437461e-68,2.8564603656866673e-26,2.7778528708168064e-26,1.3488037657555881e-25,3.2202845330073291e-40,4.7470633459521646e-29,1.1093545305909579e-31,8.112490778648241e-49,1.0289791049762341e-18,3.1131269069644663e-27,1.9397153309063755e-26,9.779778588358363e-33,1.2569979837426768e-48,6.0444218547200675e-43,1.3640328909240797e-42,0.88168480800000004,0.0,0.0094599999999998279,0.10884999999999918,0.00099999999999977819,9.13982937562483e-19,9.5450099133235122e-19,1.1780545628614586e-18,5.2773620606202591e-17,6.7979427385589348e-17,5.7982336361575555e-17,1.4351026089625029e-19,1.3330318757783738e-19,5.1862060654979887e-20,1.4999427427200975e-17,1.5268558598739687e-17,4.6198442219895524e-18,1.0388253354561374e-19,8.0032485873483385e-19,2.9457650064054372e-20,1.3468812553387164e-17,3.0376395622840389e-18,3.3726142711405935e-20,3.6840896847402139e-18,3.7377284070293514e-21,3.5626355993386293e-18
4.294967295e-06,0.002713057509421139,1.9193009104728788e-23,2.9592586978095916e-23,8.7970218280750661e-18,1.0869669654332329e-22,9.3204964747715118e-18,0.0,0.0,5.1551263821307503e-16,2.6853899908005942e-19,2.2595128815629935e-28,1.1914253943538234e-30,5.5588405969121189e-31,3.9049292909776906e-52,-7.9022149365847813e-42,4.0693214763493855e-33,4.7300953441310151e-18,3.3533552041616035e-20,1.355418973475282e-48,-3.2205852862001354e-43,1.4016854210699214e-34,2.3210481543724888e-37,1.5715294188841546e-34,4.7566491482381219e-24,3.7352011803078208e-22,1.7358879390809931e-31,7.0210391173075082e-35,6.385441773919526e-18,7.0849621023605958e-22,4.3616229718750835e-19,5.621843548956284e-26,6.1678983448757714e-33,1.588616938977074e-29,1.9502903120390537e-21,6.6745998295329621e-43,8.6360575952510023e-33,4.4036684387714103e-16,1.0321024702288282e-18,1.5167277845520915e-26,3.3102557968289298e-23,1.2427554110410147e-16,1.9087254972633439e-51,1.1396897937148199e-25,4.5155717654127922e-27,1.4729310350028332e-21,1.6905119327382728e-23,1.7371092858045207e-32,6.3266135425747142e-40,1.080712092619619e-33,2.7847525399029687e-42,5.3780620669186058e-43,-5.6389223398347915e-55,6.1628844694617608e-66,2.2568683580323269e-25,1.0962054814307478e-25,9.5279797555968621e-25,3.6777347859238634e-39,1.9267665597460311e-28,9.9134231864235121e-31,4.5826017292743272e-48,4.0479468296002151e-18,6.1100602510048016e-27,7.7218662136990326e-26,1.9783045741241214e-32,1.2111083682265363e-47,4.294022028093976e-41,1.2189366232509591e-41,0.88168480800000004,0.0,0.0094599999999996458,0.10884999999999834,0.0009999999999995542,9.8035050613787122e-19,1.0773356615997288e-18,1.2552327848659732e-18,9.1185571253987684e-17,1.370656595022331e-16,1.037845043947246e-16,3.768243812651553e-19,2.6164841669956623e-19,1.1381721602507663e-19,3.2176892780703641e-17,4.5647931200788339e-17,1.1269353205251945e-17,2.1283753253668114e-19,3.3937646295056262e-18,4.7369382774742528e-20,3.0602814199546505e-17,5.6013069699822911e-18,7.8928826030640144e-20,9.6768318987127194e-18,9.1208474449916578e-21,1.8080161984442486e-17
8.589934591e-06,0.002713057509421137,3.4706717661991608e-23,7.6721575959401886e-23,2.3265307652136553e-17,3.3102135745358941e-22,5.2228379515904075e-17,0.0,0.0,1.0332456635123292e-15,1.0761648421872944e-18,2.2747043757411607e-27,3.0290862223614222e-30,3.011170624388241e-30,5.6535272024359029e-52,4.1225456295098475e-43,5.7737050936639657e-33,5.9244867620908575e-18,1.8167234760488587e-19,3.3934398046913988e-47,-5.6770858824713282e-47,1.0896401465628043e-33,5.6817772081430063e-37,2.2254497572182473e-34,4.6911639737291014e-23,1.827549730272718e-21,1.6378665436091085e-30,2.4852813993244902e-34,1.5628933909428951e-17,1.5676226230941458e-21,4.9992911061717594e-19,2.7530269101341388e-25,3.3982875579913209e-32,7.2488336677386186e-29,9.8717937390853195e-21,2.7336324448818513e-42,5.7662384300557603e-32,8.9147550420235302e-16,4.1773346997528156e-18,3.0704616630579606e-26,1.2749769572113396e-22,2.3860570533862523e-16,4.6717746045246283e-51,1.0079189698805353e-24,1.8806139907126061e-26,5.7228152205380609e-21,3.256624508865351e-23,1.0929391420209344e-31,2.2441257258313254e-39,7.806660963854215e-33,1.2373476177782207e-40,1.1905429569748311e-41,-1.6772561147912007e-54,4.3634994336456972e-64,1.7445182052038952e-24,4.2254424818160519e-25,6.0474653528721271e-24,3.521710221208637e-38,7.8060672484608915e-28,9.2479504488015245e-30,3.3103734104832406e-47,1.5578986513037478e-17,1.17311697007431e-26,2.9982087220216453e-25,4.0050155095719786e-32,1.1293214972136829e-46,3.1307819846942535e-39,1.1371161049748688e-40,0.88168480800000004,0.0,0.0094599999999992485,0.10884999999999653,0.00099999999999909883,1.0903817113830075e-18,1.2539466607010544e-18,1.4094950029335682e-18,1.5496880564742687e-16,2.75243618243367e-16,1.6964139367791488e-16,9.1989797543372281e-19,5.717998873413581e-19,2.1248834508893029e-19,7.3837216829422751e-17,1.1937541697330424e-16,2.2202788088097216e-17,5.106760517077707e-19,1.52962423271269e-17,9.3438459460163613e-20,7.7845932190602334e-17,1.2337050628358417e-17,2.0424754999646811e-19,2.6552033461674191e-17,1.7972849949842106e-20,7.5294433999400843e-17
9.999999999999997e-06,0.0027130575094211308,4.466335813041894e-23,1.0363391839630903e-22,2.663934903492929e-17,5.3157267875514476e-22,7.8760708816269165e-17,0.0,0.0,1.2041319645375334e-15,1.608455790102174e-18,6.4211020752466497e-27,4.0530057749640204e-30,5.737910455977886e-30,7.1364616478694685e-52,4.4165051952734684e-43,6.4330055595120566e-33,6.3173660706366743e-18,3.4631422881353842e-19,1.2053443679233512e-46,-4.694613821674221e-47,2.2398975861824665e-33,7.223924744787371e-37,2.4782932386050805e-34,1.0955825923040853e-22,2.8855424338253626e-21,3.7267381758225932e-30,3.6347187902201626e-34,1.9870432767242143e-17,1.9132092431641373e-21,5.1841325920999176e-19,4.3476610097960873e-25,6.3044642316377371e-32,1.0922570637040995e-28,1.7152143612675412e-20,4.1652939465411282e-42,9.7664971281146595e-32,1.0420314835787647e-15,6.2677889072269645e-18,3.5890150685394452e-26,1.8411021852789359e-22,2.717459954451238e-16,5.9396363128322465e-51,2.2648332497549996e-24,2.8181455778129851e-26,8.302914472848582e-21,3.7105854042280609e-23,2.0902215373483355e-31,3.2867580097950862e-39,1.7119960212858306e-32,7.5646980108437525e-40,4.1092007328650558e-41,-1.6232753912581097e-54,2.5505732175255593e-63,3.5918550039471472e-24,6.1026593000723903e-25,1.0471240949094322e-23,6.9385151227227576e-38,1.172219588440514e-27,2.2217731660355826e-29,7.2597665670456792e-47,2.2492825780789095e-17,1.3360531464438396e-26,4.3474781310210819e-25,4.6814246870800962e-32,2.2999904730281716e-46,4.0972409599759628e-38,2.7318718322891319e-40,0.88168480800000004,0.0,0.0094599999999990993,0.10884999999999591,0.00099999999999894618,1.1231643528624651e-18,1.2865806848398565e-18,1.4601002689506533e-18,1.739899595833195e-16,3.2060331213513942e-16,1.8181056350034033e-16,1.1093893763999298e-18,6.9269942229279087e-19,2.3144273959596433e-19,9.0233447296738078e-17,1.4548122605304394e-16,2.4326392662222005e-17,6.5171283606415045e-19,2.4490010774408039e-17,1.1376192705287568e-19,1.0053959544227009e-16,1.5442523314481899e-17,2.6486404587757204e-19,3.4821454978047555e-17,1.9692231575810745e-20,1.0502511133188457e-16
1.7179869183e-05,0.0027130575094211308,9.5361272999609482e-23,2.4066805658010268e-22,4.3819527764127747e-17,1.5527538539207375e-21,2.1385986966441659e-16,0.0,0.0,2.0742627249239319e-15,4.3188118834654365e-18,2.7534018449994501e-26,9.2666706125521024e-30,1.9622114097831186e-29,1.4687370461900013e-51,5.9133089703345771e-43,9.7900775555106989e-33,8.3178562763122795e-18,1.1846492177978359e-18,5.6149054100299925e-46,3.0783567548486863e-48,8.0968584693649535e-33,1.5076338897578126e-36,3.765739273763982e-34,4.2854667625480094e-22,8.2727033127406678e-21,1.4363000127676884e-29,9.4875040922385739e-34,4.1467591838423011e-17,3.6728912463254984e-21,6.1253213341857974e-19,1.2467329896960316e-24,2.1102336873776573e-31,2.9628760210933324e-28,5.42227357747214e-20,1.1455127617122979e-41,3.013529276475797e-31,1.808642897305803e-15,1.691210912593277e-17,6.2294213872765476e-26,4.7237380210193723e-22,4.4049203100674765e-16,1.2395422795985119e-50,8.6648768549260326e-24,7.5919341604893725e-26,2.1440443407682348e-20,6.0220950846288667e-23,7.1682534437105246e-31,8.5957056352398378e-39,6.4542065487679414e-32,3.9782741093988611e-39,1.8970625520030794e-40,-1.3484125863857121e-54,1.3315922424194804e-62,1.2998253081129236e-23,1.566120254011015e-24,3.2996529402449514e-23,2.4336440112672393e-37,3.1662612215744259e-27,8.825816626482696e-29,2.7369561499511707e-46,5.7697193732733628e-17,2.1657029088198214e-26,1.1217782010122696e-24,8.1256120117894607e-32,8.260884236747642e-46,2.3365704267692645e-37,1.0852160031598084e-39,0.88168480800000004,0.0,0.0094599999999983378,0.10884999999999273,0.00099999999999816794,1.2900892882543777e-18,1.4527488801136011e-18,1.7177756843282022e-18,2.7084319497065378e-16,5.5156895829960854e-16,2.4377438931512296e-16,2.0742548794872212e-18,1.3083040883574881e-18,3.279560446773162e-19,1.7372091468531167e-16,2.7840860155815084e-16,3.5139510224938176e-17,1.3698537501001391e-18,7.1303480794274189e-17,2.1724637375247751e-19,2.1609276935182829e-16,3.1255185262950617e-17,5.7351533820793045e-19,7.692827096522447e-17,2.8447098599223177e-20,2.5640984327889521e-16
3.4359738367e-05,0.002713057509421119,3.1986997672075021e-22,9.0864244858908337e-22,6.1975054251864472e-17,9.7488596825602137e-21,6.710587890787084e-16,0.0,0.0,4.1727077982152924e-15,1.7364965672935875e-17,3.5208206495352471e-25,3.182411424168724e-29,1.3162970525045505e-28,4.4503506073613228e-51,9.290140550096329e-43,1.766732413099717e-32,1.3051019725620822e-17,7.9508192958839323e-18,6.7399421970902784e-45,-1.3818327189412156e-46,5.7313485426756733e-32,4.2326241787860228e-36,6.7855592993234643e-34,3.6967739783959444e-21,3.5424000690770895e-20,1.2174646983937884e-28,3.3835891604913368e-33,1.1641402083850843e-16,9.1073318510178073e-21,7.9058070104433147e-19,5.3396608676968848e-24,1.4102661840944686e-30,1.0922405386332303e-27,3.1189305701065103e-19,5.1540231840962811e-41,1.2594220879423255e-30,3.6577741366150147e-15,6.8200207123016319e-17,1.259830384045905e-25,1.6361101485413971e-21,7.5965675434460134e-16,3.4798283787091796e-50,6.8454486014485684e-23,2.833061260451675e-25,7.5697311281266846e-20,1.039406249617347e-22,4.0869013667411869e-30,3.0802360490572706e-38,5.2421828980868211e-31,8.966273354407708e-38,2.1085370647047983e-39,-1.7297918737393222e-53,2.1055223464175374e-61,9.093365597316554e-23,5.4254576137837419e-24,1.4891367614249454e-22,1.2072035581367278e-36,1.2815817744274572e-26,8.0929338815575154e-28,2.2230460138625007e-45,1.9980097665254444e-16,3.7348949585538469e-26,3.9498757640486232e-24,1.6433341976888881e-31,4.6594816266410341e-45,1.6933109676168637e-35,9.9511579311395785e-39,0.88168480800000004,0.0,0.0094599999999961867,0.1088499999999846,0.00099999999999626971,1.6790907146950876e-18,1.6086391412819778e-18,2.3336895830100603e-18,4.966092508868422e-16,1.1039330570367002e-15,3.0190584859688517e-16,4.4163874035697236e-18,2.8392562304789587e-18,4.1946718120425336e-19,3.8291107852372545e-16,6.0217752663008384e-16,4.5422263144445569e-17,3.8093563506592641e-18,3.1820284773479799e-16,5.5236387394608988e-19,6.1267852956384038e-16,8.428619851898231e-17,1.6456336166223262e-18,2.2451652175314326e-16,3.6772623850844839e-20,7.2465364647705526e-16
5.1539607551000004e-05,0.002713057509421107,6.347988575595302e-22,1.9431443675968626e-21,6.9894423448287308e-17,2.6014464419206676e-20,1.1866800380171961e-15,0.0,0.0,6.2830220508159304e-15,3.7009057147003246e-17,1.196471860725282e-24,6.4923097869707309e-29,3.4709520132965811e-28,-3.1291112334826278e-51,-1.1648863644688325e-34,2.6087199575599308e-32,1.7733139342338924e-17,2.0968254707744551e-17,2.5622996744663864e-44,-5.936195410490185e-36,1.4864958160146296e-31,-1.3849359791461358e-35,1.0031976265262267e-33,1.0775536978864728e-20,7.6727048945273706e-20,3.5540887579356418e-28,7.1031444527190008e-33,2.0985102101481656e-16,1.5509617406324569e-20,9.3137891356168215e-19,1.1566195225312244e-23,3.7616930173044537e-30,2.1616522138483947e-27,7.7955428575168002e-19,1.2517728343204269e-40,2.648708121072959e-30,5.5022981532957802e-15,1.4507524479490733e-16,1.8951317936724669e-25,3.1556388325584743e-21,1.0119829997582656e-15,6.2728315675819528e-50,1.892301990659232e-22,5.6287164076797376e-25,1.4799655384783276e-19,1.3850465007246013e-22,1.0163777398860908e-29,6.4814625035911991e-38,1.5461445761224594e-30,3.9593058306259027e-37,7.5366889202079198e-39,1.4820798324405127e-52,1.1648374271377324e-60,2.4123105542384725e-22,1.04649477193432e-23,3.1522290941637939e-22,2.9254953981408146e-36,2.7331540056130453e-26,2.3858231884513524e-27,6.5569096846038727e-45,3.8534226177497944e-16,4.9754717226817003e-26,7.7071573299974201e-24,2.4720496544141103e-31,1.241568406738139e-44,8.4990034447632122e-35,2.9336655989329261e-38,0.88168480800000004,0.0,0.0094599999999937876,0.10884999999997612,0.0009999999999943561,2.066623256890026e-18,1.6697739041874616e-18,2.9490838597879652e-18,7.2153050230808633e-16,1.6559463477647065e-15,3.2470301446790009e-16,6.7617786566113354e-18,4.2807533596386901e-18,4.5543104274818456e-19,5.8041910821765816e-16,9.2653327556581018e-16,4.9465731477237514e-17,6.7821352993291561e-18,6.9245451480983149e-16,9.561029074776627e-19,1.0977841909536903e-15,1.4904607167506865e-16,2.9720896396187944e-18,4.0771370731951784e-16,4.0046460480683916e-20,1.2345848125575375e-15
8.5899345919e-05,0.002713057509421079,1.556852301269155e-21,5.4504784023035642e-21,7.5610069520629107e-17,1.0579767080557524e-19,2.3022528279653374e-15,0.0,0.0,1.0527840202704418e-14,1.0283999611921779e-16,7.4860980293561006e-24,1.6624687115796899e-28,1.313308059739572e-27,6.1084288090046348e-51,-1.5711361491910573e-38,3.9438624158108547e-32,2.6931018250742603e-17,7.9352327287161492e-17,1.1516746864613197e-43,-1.3094103343218483e-40,5.8701286981214056e-31,1.6213482824667059e-35,1.5127226085819404e-33,5.034215604082396e-20,2.1443733483082772e-19,1.7018379904368796e-27,1.5062633200970965e-32,4.4594371933805589e-16,3.0848233357192556e-20,1.1157002627529945e-18,3.232712908639824e-23,1.4697548671291259e-29,5.0027222369447301e-27,2.7395433933677057e-18,4.3160845382050789e-40,6.2088673240734691e-30,9.1393232915527557e-15,3.9840596715926537e-16,3.1478166026182716e-25,7.0078904816480543e-21,1.3420921385895345e-15,1.3330075377381017e-49,7.5273960347452892e-22,1.2907980890047828e-24,3.3980334616396408e-19,1.837234530461903e-22,2.7922584209924941e-29,1.3805789780905878e-37,6.338074888390876e-30,2.6897538755114144e-36,2.8223388650854009e-38,2.1800464772279439e-56,4.7918678158495728e-60,9.0865111651454765e-22,2.3241299551225418e-23,7.6954254865490003e-22,6.6013126522777404e-36,7.5553541776280995e-26,1.0650087814665769e-26,2.6878401028042574e-44,8.5570391818582597e-16,6.598472645631394e-26,1.760701750598233e-23,4.1061402249341497e-31,3.3295561364441915e-44,2.6507706263620937e-33,1.3097358243512504e-37,0.88168480800000004,0.0,0.0094599999999882296,0.10884999999995824,0.00099999999999050761,2.8406236311795773e-18,1.6995983613711423e-18,4.1780450102436994e-18,1.1707571300846213e-15,2.7584460604456942e-15,3.3582456286039955e-16,1.1449380917190955e-17,6.7068497490499538e-18,4.7298373600665847e-19,9.131353030421801e-16,1.5748415380343338e-15,5.1439445317689243e-17,1.4193093525593644e-17,1.8700256854340626e-15,1.973363975358384e-18,2.310266703093304e-15,3.1377837818535441e-16,6.3766816856798919e-18,8.7896375766099517e-16,4.1644499183693383e-20,2.2951443613756599e-15
