Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267)
1.0485750000000002e-09,0.0032378760709964954,1.5327912928655658e-18,1.0207275853850435e-21,4.0674470827004258e-21,2.7018694594279033e-21,1.388862849042067e-24,0.0,0.0,6.7714226576888486e-16,4.9079067445736199e-22,3.3678320092058734e-26,2.3045643429006404e-27,1.8761955559252368e-30,9.5359265705475829e-41,6.2740011118149072e-35,4.7532048762369079e-26,6.2854380276738545e-16,2.4456365203613268e-21,2.8490052535286073e-52,4.4992855977731274e-52,5.3992261701867717e-32,1.1255223134589854e-30,1.4752165292698387e-26,1.4876080088678954e-28,2.9983723089748213e-23,1.5590379695467524e-33,1.7179522825840006e-30,1.35038452972874e-16,1.1803244054294627e-20,1.2410497573477385e-14,3.6650168689918985e-26,5.3303568158012756e-32,1.053426350825516e-30,6.2635905361312439e-22,7.4800227729319291e-42,4.0303130752660005e-36,7.277924770813029e-18,2.4805717613940396e-23,2.108652020686037e-25,1.9095593899023985e-24,4.6235540204291291e-16,2.5964635466000781e-41,1.095796147841866e-29,6.1919460558106535e-28,8.2212650183170065e-24,9.5391898000022429e-23,5.3616817150819073e-32,9.172879973232431e-36,5.575705497179495e-33,3.8276164591609775e-47,8.8090915634122724e-45,8.0017948104714903e-73,2.1252361276384707e-66,1.690262584613605e-29,3.0987238100252345e-26,1.6987644369615698e-29,2.2781116736184195e-39,2.0040971359618587e-29,1.1520041176130285e-33,2.2569017995100136e-45,1.1833036354383752e-20,1.3846181934916679e-23,1.4807901060167426e-26,1.0103906563319298e-30,3.1115098813337039e-45,5.1448464107542763e-47,1.5978451871807532e-41,0.88168480800000004,0.0,0.0094599999999712674,0.10884999999999795,0.00099999999999941412,1.5414690508597828e-14,1.2542089873915194e-14,1.55271210382368e-14,3.5126586275856123e-16,2.550628569732706e-16,2.8590551940338929e-16,1.1433005037317247e-18,6.2365433895832672e-17,3.1051037549616173e-19,1.0003677762816506e-17
1.5728630000000002e-09,0.003237876070996539,2.5147351950232188e-18,2.3181391203193864e-21,9.3675347020961512e-21,6.141600709209067e-21,4.2340336825946471e-24,0.0,0.0,1.0277696628860959e-15,1.051818619796174e-21,5.4625395198536582e-26,5.0340123290024083e-27,5.6825454446328303e-30,1.7346604293727769e-40,1.2888977691290772e-34,7.1968956302731303e-26,9.6856784661961552e-16,5.3097614261292503e-21,1.3129387893518178e-51,1.6758201137893645e-51,1.7131121821749384e-31,2.9271851275819055e-30,1.5076502039253427e-26,4.3194431766021025e-28,6.4975625618461602e-23,5.6087377829365088e-33,4.7031180360209273e-30,2.8498825453429502e-16,2.482253719467421e-20,1.8345440810341341e-14,1.0173213353402535e-25,1.8652363651064205e-31,4.6676014154501941e-30,1.7853988190667735e-21,2.7965572870424186e-41,1.1901220528451125e-35,1.5751378841224243e-17,7.1951377344415294e-23,4.6058391023932946e-25,5.40331802833505e-24,9.7133295218363858e-16,5.4796363409362466e-41,4.8927683739289734e-29,2.2436711434213453e-27,2.9394005123724595e-23,2.6314806858485094e-22,1.9045664720480077e-31,2.5150607514030937e-35,1.9815614096928204e-32,2.3956851042345061e-46,4.6732241243783532e-44,4.4088565269655669e-72,7.6682206842782869e-66,6.1691148972322707e-29,1.1102274844048996e-25,7.6493918127563284e-29,8.3007856857930968e-39,5.9393876622048598e-29,5.0405340003445932e-33,8.0227833059372419e-45,3.35327408501395e-20,2.9250868419918622e-23,5.2942715970570522e-26,2.234442792737887e-30,9.5470365604563846e-45,2.7726246971319716e-46,7.0099685688511201e-41,0.88168480800000004,0.0,0.0094599999999569005,0.10884999999999607,0.00099999999999912117,2.2888567773364455e-14,1.8620278289632696e-14,2.3123707827857971e-14,7.3911021209891102e-16,5.3875322309642631e-16,6.015354454409229e-16,3.1883248414587408e-18,8.8918986846365873e-17,8.7596732311221457e-19,1.9665650015563309e-17
2.0971510000000003e-09,0.003237876070996579,3.6169704118975249e-18,4.1826215816439526e-21,1.7104034998693857e-20,1.108898084343747e-20,9.4287888608135432e-24,0.0,0.0,1.3853600930651347e-15,1.8080442004744302e-21,7.6453264148538472e-26,8.6185025201097206e-27,1.2506353050167492e-29,2.5415972086904564e-40,2.133850525958498e-34,9.4505754033093361e-26,1.3234980535295318e-15,9.235339428965433e-21,4.2752475246760957e-51,4.2694657915297319e-51,3.8911446770138291e-31,5.6903845871669602e-30,1.5194589594700491e-26,9.2355410311729408e-28,1.1279496931561142e-22,1.3950427714871829e-32,9.5434340362784881e-30,4.8310287156451192e-16,4.1943730167844926e-20,2.4125413594580676e-14,2.0908784960306361e-25,4.5182862212184698e-31,1.3564515414333164e-29,3.7480261201868719e-21,7.1489965388448941e-41,2.597011861741963e-35,2.7311780172317605e-17,1.5369696771309732e-22,8.0249469894904285e-25,1.1294437392270689e-23,1.6397227206584431e-15,9.2889022960203949e-41,1.4297544605899667e-28,5.6124908257202935e-27,7.2638563837767746e-23,5.3747044794480821e-22,4.6802886063159642e-31,5.1078904907408041e-35,4.8716712895413019e-32,9.1026462079882205e-46,1.5570950936520226e-43,1.8860967704002146e-71,1.9126949680850366e-65,1.553269397518534e-28,2.7494020597503631e-25,2.2522118436833603e-28,2.0750794515897425e-38,1.2840840088833203e-28,1.4451187763156338e-32,1.9726808699225313e-44,7.0159734831946436e-20,4.9523621687130229e-23,1.3083018350498043e-25,3.9186180871438514e-30,2.106843886891909e-44,1.0192046490389127e-45,2.0130898306565213e-40,0.88168480800000004,0.0,0.0094599999999425335,0.10884999999999372,0.00099999999999882822,3.0227001912253472e-14,2.4586879577065008e-14,3.0622296066963565e-14,1.2495085196637876e-15,9.1397841799294104e-16,1.0168345742736103e-15,6.5751927511056667e-18,1.1350628860670386e-16,1.8252538573008904e-18,3.1318276659577043e-17
3.1457270000000003e-09,0.0032378760709966554,6.086352909098481e-18,9.4216565768234908e-21,3.9236160861875223e-20,2.5002366716793979e-20,2.7989222136870886e-23,0.0,0.0,2.1163556412537823e-15,3.7900387743910783e-21,1.2183568047055804e-25,1.7583358859063647e-26,3.6102926199301977e-29,4.1015642410750711e-40,4.2127427919897456e-34,1.3538245366314739e-25,2.0672618966241246e-15,1.9735535233284449e-20,2.5973720954021228e-50,1.5033773904928525e-50,1.1668834017833608e-30,1.3692802665297795e-29,1.5330416936799456e-26,2.5783934065220138e-27,2.4016956095592256e-22,4.7353620584503135e-32,2.4480064047992172e-29,9.8981957711880807e-16,8.5484476931824384e-20,3.5335698008697509e-14,5.4807321903554634e-25,1.4642791090552241e-30,5.6989700571820649e-29,1.0136905911978042e-20,2.5155901706063177e-40,7.6297368216779435e-35,5.8040871789756707e-17,4.2842409092994559e-22,1.7135706012203852e-24,3.0405184209011567e-23,3.3364779226815833e-15,1.9031841633302378e-40,6.0531699453802704e-28,1.9186287435788254e-26,2.4329384379418125e-22,1.3925502938057742e-21,1.5538466656906351e-30,1.3114101487577028e-34,1.6186139609730126e-31,5.6446243147462972e-45,7.9369475282632001e-43,1.8664676896342092e-70,6.3818179758441969e-65,5.3682136851234635e-28,9.2438623210432146e-25,9.6567187023409567e-28,7.0413230639652936e-38,3.6240461963746723e-28,5.9216479405002743e-32,6.5552344222841221e-44,1.8907955411734977e-19,1.010619204946749e-22,4.3818786433888611e-25,8.4213897564774151e-30,6.0808958942999367e-44,7.0313904127879259e-45,8.2646520305790808e-40,0.88168480800000004,0.0,0.0094599999999138012,0.1088499999999879,0.00099999999999824231,4.4595143636026613e-14,3.6266313567292692e-14,4.5393860316954065e-14,2.5486187486455647e-15,1.8749381237187215e-15,2.0736192832237638e-15,1.7303919772570244e-17,1.5921164125312281e-16,4.8854324061406999e-18,5.8161424890645089e-17
4.194303e-09,0.0032378760709967287,8.9522857490061802e-18,1.721498500478399e-20,7.2821188495896755e-20,4.5716608157353271e-20,6.2663423779268441e-23,0.0,0.0,2.87156494411365e-15,6.5200855747727946e-21,1.6968344600046058e-25,2.9148051218786066e-26,7.8546624779129145e-29,5.5193185184008642e-40,6.8610688766490301e-34,1.7012693527319903e-25,2.8629745080349803e-15,3.45623818921486e-20,9.1831066551903315e-50,3.7403522137367304e-50,2.6030024605052608e-30,2.5719168907863061e-29,1.5415987309780025e-26,5.4972382451395891e-27,4.1903457700119712e-22,1.1570794121924565e-31,4.8479190988377165e-29,1.6668920221357695e-15,1.4324195858780882e-19,4.6013176495505055e-14,1.1071381870886603e-24,3.4376410315367813e-30,1.6101513882273203e-28,2.1006759918353568e-20,6.2979587927242509e-40,1.7058052649869932e-34,1.0108155668903462e-16,9.1216608234562714e-22,2.9924179302574629e-24,6.2825939140367492e-23,5.5820762550197413e-15,3.2050310705277603e-40,1.7191908806870678e-27,4.7061115151173353e-26,5.8675147443883373e-22,2.7809918962908931e-21,3.7213757312358821e-30,2.5984712094617813e-34,3.8789889987123706e-31,2.0504888376997565e-44,2.5443445411519641e-42,7.741749324376898e-70,1.4868061223117937e-64,1.3286885741559722e-27,2.2366552063560085e-24,2.7693865777045549e-27,1.7116912910390799e-37,7.7724759665589891e-28,1.6398940547910253e-31,1.5710947033282547e-43,3.9096648082880796e-19,1.6936056871625258e-22,1.056753531039811e-24,1.4760242419726737e-29,1.3224769259717427e-43,2.5115323205112781e-44,2.2912472852507877e-39,0.88168480800000004,0.0,0.009459999999885069,0.10884999999998039,0.00099999999999765641,5.8489453690528752e-14,4.7556895965147575e-14,5.981671515615529e-14,4.2737989561615231e-15,3.1610236989309546e-15,3.4764652772224779e-15,3.5034300219540053e-17,2.0047595916235285e-16,1.004000490721357e-17,8.9565372618151964e-17
5.2428790000000005e-09,0.0032378760709967963,1.2208357412035515e-17,2.8093770389534032e-20,1.206123047935757e-19,7.465125010289364e-20,1.2156835944494381e-22,0.0,0.0,3.6516499606927478e-15,1.007500266375179e-20,2.1980033024457317e-25,4.3113967402454299e-26,1.4756554416815237e-28,6.7351933456117284e-40,1.0050081105573879e-33,1.9919612254214424e-25,3.7121113101179348e-15,5.4366874182708824e-20,2.7479634469689811e-49,7.8860108453767374e-50,4.9851746182224954e-30,4.2225451347864324e-29,1.5483538743395098e-26,1.0194414082486276e-26,6.5641726248257296e-22,2.4060631402549973e-31,8.3554162143499001e-29,2.5212364239323783e-15,2.1556648450343247e-19,5.6148208898333241e-14,1.9478051282839182e-24,6.8565582192731946e-30,3.7927594907949759e-28,3.784991938438671e-20,1.3359046095173793e-39,3.3335815065210829e-34,1.5804991346934788e-16,1.6892310561665051e-21,4.6873720241558001e-24,1.1295478811157618e-22,8.3870593564514121e-15,4.847729167982892e-40,4.0689247747335611e-27,9.8009749060460084e-26,1.2013840271591253e-21,4.8309509573835262e-21,7.5690932130315933e-30,4.4802315972009245e-34,7.8949027239440776e-31,6.0504022675874345e-44,6.699323228958768e-42,2.6204216712899939e-69,2.8516808707347961e-64,2.79249431307751e-27,4.5950274543500999e-24,6.6182067575954848e-27,3.5262283226348698e-37,1.4467677646278871e-27,3.785369680679768e-31,3.1978562797670987e-43,7.032830634773152e-19,2.547414788622364e-22,2.1636718499505312e-24,2.3176888749563567e-29,2.4875243074126761e-43,7.2361277294117754e-44,5.2932665346109983e-39,0.88168480800000004,0.0,0.0094599999998563368,0.10884999999997114,0.00099999999999707051,7.1894896168324539e-14,5.8447485206151012e-14,7.3875139911131033e-14,6.436567015015222e-15,4.7864373587131188e-15,5.2342799185164157e-15,6.1695728948535189e-17,2.3856192554615796e-16,1.7947393137146703e-17,1.2429902578455592e-16
7.340031000000001e-09,0.0032378760709969173,1.9706211470830223e-17,6.1314336324707982e-20,2.7188704685512774e-19,1.6307930283571251e-19,3.7294670413412756e-22,0.0,0.0,5.2814275936163072e-15,1.9857907454930364e-20,3.2512724696746288e-25,7.6408332195823821e-26,4.1016343422336213e-28,8.6370209175521808e-40,1.7753349205275344e-33,2.4469422170673833e-25,5.5597902763107621e-15,1.1155160309853426e-19,2.3153397147420771e-48,2.7418739553463618e-49,1.4278081679543219e-29,8.8852108592131306e-29,1.5595572216604303e-26,2.8211184436413088e-26,1.331493083538293e-21,8.4736433650665541e-31,1.9283081350747298e-28,4.7397033230702737e-15,4.0073300022326091e-19,7.4931795899577193e-14,4.7434302222233297e-24,2.1079919494927418e-29,1.7617482522239675e-27,9.70820653842051e-20,4.846607443879148e-39,1.0724317088851685e-33,3.1918004154890988e-16,4.6565897016178732e-21,9.4875974694206533e-24,2.8870520994746843e-22,1.5533677672861899e-14,9.1133056116017116e-40,1.917143173913746e-26,3.388907426974451e-25,3.9507919458579803e-21,1.1325793039335053e-20,2.4481437216574651e-29,1.0345587229147801e-33,2.5588232271931997e-30,5.646697886805459e-43,4.2300841904063368e-41,2.7184788086025972e-68,7.5215650972447047e-64,9.9352372434412367e-27,1.5261438374373518e-23,3.2264498140352698e-26,1.1726366104253519e-36,4.0181632937178327e-27,1.6456189321711869e-30,1.0365674304310502e-42,1.798933529593195e-18,4.7242891477712467e-22,7.1147919990191055e-24,4.7054852464989951e-29,7.0314571655819548e-43,5.1143663117372397e-43,2.3047016054280765e-38,0.88168480800000004,0.0,0.0094599999997988689,0.10884999999994772,0.0009999999999958987,9.7327080273574888e-14,7.9107888051012509e-14,1.009354277660346e-13,1.1985021694938077e-14,9.0182643424036694e-15,9.7381946660734414e-15,1.4944679057727959e-16,3.1065686871209338e-16,4.5140152600884779e-17,1.9844894170289618e-16
9.437183000000001e-09,0.0032378760709970197,2.8348506446321785e-17,1.1120772309979003e-19,5.0702460736018962e-19,2.9595646251823538e-19,8.6734627067980568e-22,0.0,0.0,6.9982296853928135e-15,3.3305856511013072e-20,4.3604605074105128e-25,1.1553610614122269e-25,8.7583003161556415e-28,9.9675851118902957e-40,2.7016843042858841e-33,2.76492324334477e-25,7.5937335149373374e-15,1.9415212693300807e-19,9.8806051569925527e-48,6.8291064249408797e-49,3.0993406836635503e-29,1.5294285134820141e-28,1.5676379805927594e-26,6.0833099239780686e-26,2.2895397796637517e-21,2.1628604759026584e-30,3.5575159487857505e-28,7.606742296753031e-15,6.3634298473560719e-19,9.1884265081220669e-14,9.1989141611673234e-24,4.7719707141431068e-29,5.2511679138974585e-27,1.960321997211802e-19,1.2445271216394803e-38,2.646802609184167e-33,5.4651093784455414e-16,1.0006611986075511e-20,1.6266412965432142e-23,5.8161862917676986e-22,2.4576374125096468e-14,1.4625929629499023e-39,5.7690580278223935e-26,8.3957268271150741e-25,9.4023575247073745e-21,2.1136880991481894e-20,5.7580841318433911e-29,1.9093363427201218e-33,6.0292405708717412e-30,2.4536468894859739e-42,1.4982412891483948e-40,1.2467749859559099e-67,1.5067864124663926e-63,2.5196790102252353e-26,3.6608059750255245e-23,9.9487446330249304e-26,2.8100481168243646e-36,8.6709209106959207e-27,4.685342232440587e-30,2.4425535990324442e-42,3.6257280310316796e-18,7.4801792414484543e-22,1.6931193334710329e-23,8.0817813189987619e-29,1.5343733123949777e-42,1.8950687314717223e-42,6.5668710722351056e-38,0.88168480800000004,0.0,0.0094599999997414027,0.10884999999991819,0.0009999999999947269,1.2102887611096475e-13,9.8367560306431654e-14,1.2664557651493466e-13,1.9060119536537078e-14,1.4501402625104827e-14,1.5471845862775852e-14,2.8692006969062781e-16,3.7949183992408949e-16,8.958292403380348e-17,2.7677592491758038e-16
9.999999999999999e-09,0.0032378760709971064,3.0824215071628472e-17,1.2777034268604883e-19,5.8683091594207933e-19,3.4007410563140687e-19,1.0597515393975978e-21,0.0,0.0,7.4725134444859323e-15,3.7567885359541729e-20,4.6651644816691147e-25,1.2675287666015256e-25,1.0448316131076798e-27,1.0254510916222282e-39,2.9725724108094582e-33,2.8335784308758112e-25,8.1683837732109153e-15,2.211834217610682e-19,1.4349781090914293e-47,8.4832960675923771e-49,3.7093265133108326e-29,1.729606605550484e-28,1.5693869293432929e-26,7.2921168892189623e-26,2.5990238486066462e-21,2.7087797853695076e-30,4.0883922822478277e-28,8.4798600917980464e-15,7.0737003472258779e-19,9.6155807210901024e-14,1.0719765415505608e-23,5.7627195189983822e-29,6.8097608812300931e-27,2.3075281381956417e-19,1.5553206553723731e-38,3.3042288755646724e-33,6.196499719753311e-16,1.1983031442203429e-20,1.8448248686054155e-23,6.8426117122009281e-22,2.7291859384371769e-14,1.6304724432123023e-39,7.5016370002639485e-26,1.0387935924996295e-24,1.1502251231132247e-20,2.4353754009340933e-20,7.0234458498593194e-29,2.1944361088051605e-33,7.3581180153524718e-30,3.532275091951103e-42,2.0331098167570518e-40,1.855411683725545e-67,1.7706385101579448e-63,3.1391002446060424e-26,4.48818475721656e-23,1.3031046303081437e-25,3.4434160031521854e-36,1.0392648347485656e-26,5.9985248810808587e-30,2.9809406858882448e-42,4.2659906390804118e-18,8.3079382730420101e-22,2.0712166849515599e-23,9.1690746038319563e-29,1.8438121659536352e-42,2.6105893878988398e-42,8.4088135665576567e-38,0.88168480800000004,0.0,0.0094599999997259775,0.1088499999999093,0.00099999999999441248,1.271191353665406e-13,1.0331869107018652e-13,1.333283232981192e-13,2.1195723177519519e-14,1.6173614322732032e-14,1.7200298276710089e-14,3.3307992504613411e-16,3.9780956986013647e-16,1.0493845069115771e-16,2.9813579415382901e-16
1.1534335e-08,0.0032378760709971064,3.7909486151044761e-17,1.7974194106766435e-19,8.4029478960792309e-19,4.7852360453059257e-19,1.7126448234768633e-21,0.0,0.0,8.7945982946213729e-15,5.0590371214799278e-20,5.5109469430615569e-25,1.5887056914142412e-25,1.6001937173770003e-27,1.0885920454494142e-39,3.7589508550585819e-33,2.9848887009701909e-25,9.7968723714746663e-15,3.0532894191278622e-19,3.177549132239571e-47,1.4190709160060757e-48,5.7191416085729155e-29,2.3358871083557238e-28,1.5732527785335384e-26,1.1303963269411165e-25,3.5552937516989548e-21,4.611607986877733e-30,5.7369216642101278e-28,1.1082982073683466e-14,9.1775798480008607e-19,1.0720318253381105e-13,1.5564668599932716e-23,9.0564834816450736e-29,1.2395923839418841e-26,3.4295688085569051e-19,2.6322901171745466e-38,5.601385780477652e-33,8.4511051507820071e-16,1.8533073258242158e-20,2.5175638061680347e-23,1.0157369475442044e-21,3.5315203999649973e-14,2.130989976915803e-39,1.3726975484043642e-25,1.7212928190833263e-24,1.8595721111317632e-20,3.43783958271767e-20,1.1283483098525321e-28,3.0798515814773977e-33,1.1835260210683457e-29,7.7015363484451813e-42,4.0206494659186517e-40,4.2604680567379244e-67,2.6217647642039087e-63,5.2787749410664128e-26,7.290758261780755e-23,2.4181274548301609e-25,5.5869125260346073e-36,1.6103134353367904e-26,1.0647581673870124e-29,4.7948485576571195e-42,6.3338617588313799e-18,1.0754026251952662e-21,3.3484024914746894e-23,1.2522660749268168e-28,2.8730139710680902e-42,5.301009227480404e-42,1.4930710810398398e-37,0.88168480800000004,0.0,0.0094599999996839313,0.10884999999988303,0.00099999999999355531,1.4314051934000107e-13,1.1634856080914439e-13,1.510799228911205e-13,2.7526804414102619e-14,2.1163701715677488e-14,2.2320086236438785e-14,4.788351091141518e-16,4.4741226934570978e-16,1.54168895767162e-16,3.5709526916867411e-16
1.3631487000000001e-08,0.003237876070997179,4.81866154792002e-17,2.6855916047893965e-19,1.2851935171298461e-18,7.1513983816054724e-19,3.0352014654267218e-21,0.0,0.0,1.0663627908455764e-14,7.1874393457096052e-20,6.6920763894649015e-25,2.0518398057866786e-25,2.6386660232532643e-27,1.1516925042998869e-39,4.9280196154081461e-33,3.136333265197126e-25,1.2152859459439466e-14,4.4834060161804968e-19,8.5908977765285125e-47,2.63131160202035e-48,9.4889570678409551e-29,3.2980002711449448e-28,1.5771139396488001e-26,1.9034136652110927e-25,5.1522015044900745e-21,8.7671156205859663e-30,8.4622477669004456e-28,1.5130945008741495e-14,1.2406860018342614e-18,1.2107116329886139e-13,2.40633639189376e-23,1.5327297545833357e-28,2.5254828831989489e-26,5.4554409536437091e-19,4.9127800021137832e-38,1.0714025880669502e-32,1.2196203869255089e-15,3.1105887868554149e-20,3.6354329670122493e-23,1.6133425754870582e-21,4.756509630564889e-14,2.9093155564186213e-39,2.8166006416211175e-25,3.1213752924090087e-24,3.2607926303745308e-20,5.102456266542127e-20,1.963836129182186e-28,4.5439094214126584e-33,2.0634174581695254e-29,1.9896876466010693e-41,9.0943664190690985e-40,1.2264017297295614e-66,4.2560424121651984e-63,9.77418074201071e-26,1.2865946516174868e-22,5.06040530611191e-25,9.8404688073561825e-36,2.7080216867739418e-26,2.0979778370845824e-29,8.3597874596583015e-42,1.0062538090327298e-17,1.448931343136849e-21,5.8711296650880359e-23,1.8097816604056292e-28,4.8631949178018304e-42,1.2516178936753768e-41,2.9429452382138613e-37,0.88168480800000004,0.0,0.0094599999996264599,0.10884999999984275,0.00099999999999238372,1.6379523830218594e-13,1.331661084198711e-13,1.7431126965563228e-13,3.7258540185107816e-14,2.8934789761111586e-14,3.0174547216632628e-14,7.2791281404397564e-16,5.1552777694829131e-16,2.4131358121527949e-16,4.3844637961848721e-16
1.7825791e-08,0.003237876070997286,7.0287681215509475e-17,5.1125381257904271e-19,2.5535834815881925e-18,1.3616174865290682e-18,7.6584644389170871e-21,0.0,0.0,1.4597995825101299e-14,1.269738705126847e-19,9.1246378113839749e-25,3.0397570228111e-25,5.8522804112145844e-27,1.2199904065997281e-39,7.5533480806458454e-33,3.3006717412651004e-25,1.7269379239825021e-14,8.4190047906029593e-19,4.4584800527356055e-46,7.2307117961567624e-48,2.1165974048974614e-28,5.6550595784755002e-28,1.5812984625564142e-26,4.4259798975390996e-25,9.4155926738677317e-21,2.529007805833844e-29,1.5480318492665498e-27,2.4819109594883282e-14,1.9976255538184093e-18,1.4502576596548953e-13,4.8140732846890478e-23,3.5024773579570973e-28,7.8327297568655224e-26,1.1420375103424953e-18,1.3332751928263321e-37,3.1857622308414301e-32,2.2105123751871743e-15,7.1867814550147319e-20,6.5943816841356894e-23,3.3689542378678511e-21,7.6017615085940319e-14,4.7721157941224906e-39,8.8472658248929585e-25,8.0320352531129333e-24,7.89039177871022e-20,9.3950664749186195e-20,4.701721508053921e-28,8.3152132862201971e-33,4.9572643871667656e-29,9.1758256008571913e-41,3.3321686688240641e-39,7.3873337642761882e-66,1.0813628553836109e-62,2.6188622076973587e-25,3.1482107934097524e-22,1.6490269803428851e-24,2.3994174584262606e-35,6.2730409680139833e-26,6.1452608784694964e-29,2.0084670404372103e-41,2.1018440759513142e-17,2.3166950145960613e-21,1.4205095076144075e-22,3.2863342745645205e-28,1.1379425366214758e-41,5.0175208212490022e-41,8.6243200023154222e-37,0.88168480800000004,0.0,0.0094599999995115171,0.10884999999974841,0.00099999999999004076,2.0116925644064682e-13,1.6368349151834167e-13,2.1741428125945805e-13,6.0111383854020178e-14,4.7563810665195078e-14,4.8553345545937238e-14,1.3987900072721215e-15,6.5341122491643022e-16,4.8945247118345124e-16,6.0364483196120465e-16
2.2020095000000002e-08,0.0032378760709973462,9.3472535820672774e-17,8.4690911084139858e-19,4.4012614591008494e-18,2.2553752275556004e-18,1.5988070659954048e-20,0.0,0.0,1.8757745447851926e-14,1.9969676773040008e-19,1.1622287426830552e-24,4.0695472466478441e-25,1.0926580938622958e-26,1.2520200313536236e-39,1.0483841534975347e-32,3.3781351210251769e-25,2.2832442862205931e-14,1.4007797333599749e-18,1.5719779964491652e-45,1.6329366901432561e-47,3.9561544178806236e-28,8.531048103322352e-28,1.5832799065422672e-26,8.6771492011140817e-25,1.5234818015166027e-20,5.9658519143920002e-29,2.4444938409178547e-27,3.641929370684373e-14,2.8801164702888785e-18,1.6489573628985405e-13,8.2806840819205504e-23,6.6298429161416452e-28,1.8899804746746446e-25,2.0346264591773793e-18,2.9231209282111428e-37,7.7556288305727196e-32,3.547055231805896e-15,1.4002203721263169e-19,1.0586991697723921e-22,5.9890459729030036e-21,1.0876703526493783e-13,7.0025512430796405e-39,2.157166063627804e-24,1.6794158793208594e-23,1.5620363361081352e-19,1.4847466203358762e-19,9.2456636879152883e-28,1.3134371738364843e-32,9.7816471189834903e-29,2.9570898379071621e-40,9.0715678897712514e-39,2.8953734907515745e-65,2.7253439378281002e-62,5.6852236565210774e-25,6.291943273810225e-22,4.1472358050951207e-24,4.7822003384142729e-35,1.2242857306624158e-25,1.4172936564625026e-28,3.9631805837332564e-41,3.7371750770126164e-17,3.315674421998067e-21,2.8117970154253294e-22,5.2796964510536708e-28,2.2379773449672832e-41,1.4667011177510644e-40,1.9896362994324601e-36,0.88168480800000004,0.0,0.0094599999993965674,0.10884999999963836,0.00099999999998769866,2.3404143763355574e-13,1.9067852260311201e-13,2.5647487977980365e-13,8.6793924917880497e-14,6.9889896638249939e-14,6.9899545543671801e-14,2.2968227845361624e-15,7.9498417837824219e-16,8.4510702760322943e-16,7.7147078959523897e-16
2.6998702220844866e-08,0.0032378760709973714,1.2129199981858051e-16,1.3697528085488513e-18,7.4484388238661483e-18,3.64658351131183e-18,3.2881955970838432e-20,0.0,0.0,2.3941028653732586e-14,3.1018228035405202e-19,1.4669398957416646e-24,5.3203455090363243e-25,1.990689297581276e-26,1.2700381320647526e-39,1.4270646548192105e-32,3.4220793962409253e-25,2.9884984755296256e-14,2.3162089567271335e-18,5.6272900972764402e-45,3.6477488875142514e-47,7.1919176752658121e-28,1.2536540636532038e-27,1.5844104057330128e-26,1.6791701299197877e-24,2.4338560568382406e-20,1.432711524671847e-28,3.7318782495725698e-27,5.2375195878745087e-14,4.0615960519858763e-18,1.8440508251139846e-13,1.3921295105883463e-22,1.2120815330334364e-27,4.4395261330728004e-25,3.532238651349593e-18,6.2687986404882435e-37,1.9158143197243716e-31,5.6086282251843214e-15,2.6882308584667786e-19,1.6747170263043673e-22,1.0371912304860109e-20,1.5196559443514469e-13,1.0070486156373776e-38,5.1283818452666797e-24,3.4044085586060584e-23,2.9777329290959049e-19,2.254975481315686e-19,1.7563397636575476e-27,2.0057905328928978e-32,1.8663277295901347e-28,9.6601781814126466e-40,2.4122281316483764e-38,1.1873146673531493e-64,9.0797591076092246e-62,1.2073907071272155e-24,1.2113161666372632e-21,1.0235820116777599e-23,9.1875506442272474e-35,2.3538743748164158e-25,3.1734127890601732e-28,7.5618348098561203e-41,6.4730564365457177e-17,4.6335359852544921e-21,5.3593269444168045e-22,8.3563869578206042e-28,4.3351333725482709e-41,4.2341662845638584e-40,4.4560400811772535e-36,0.88168480800000004,0.0,0.0094599999992601089,0.10884999999949102,0.00099999999998491899,2.6825087542693247e-13,2.190126754941095e-13,2.9825024360895026e-13,1.2250395381885079e-13,1.0056566709960777e-13,9.8290705484157104e-14,3.6301248901097801e-15,9.6770370489380004e-16,1.4118717252908369e-15,9.7521717402236114e-16
