Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267)
1e-12,0.003237876070996407,1.1121778190139316e-21,8.0993897647488002e-28,2.827365237520851e-27,2.052093504471771e-27,9.5405302865370162e-34,0.0,0.0,6.2694091738208946e-19,4.403351342098857e-28,1.499878859739837e-31,1.0613771814178737e-35,1.1578719411761057e-39,8.6255656121738523e-49,6.4260061508868827e-41,2.5224982668862269e-31,5.5907124670061098e-19,2.110982120372697e-27,1.3355569096752482e-66,2.6010282466591553e-64,2.0746575050312447e-41,1.4663504475336886e-39,9.4421076242716864e-29,1.2559655841473373e-37,2.5980490645760461e-29,2.2047474728254656e-46,1.7990544114610084e-39,1.2684349172108676e-22,1.1202285972744394e-26,1.2268049678276917e-17,3.6675615487571483e-35,2.3414631825941451e-45,3.0839311544403362e-44,2.3333651571163271e-32,2.8833598435997089e-57,3.257928458325946e-45,6.329710355565762e-24,2.1019871509616776e-32,4.8204196533806743e-33,1.7931966111577438e-33,4.4012823422963905e-22,2.4388917451968442e-47,1.0621194519425869e-44,5.8241322588022654e-40,8.0971513888066004e-36,9.6902005694124372e-32,5.4453883735927341e-44,1.318412852130437e-45,5.6502814632042865e-45,3.1728048002095369e-67,7.4372818541691865e-62,3.0722643233868346e-91,4.4163398164997181e-82,1.5424474272650135e-41,3.0598442726359484e-38,1.562224095027574e-44,2.6107687256753862e-53,7.6965025191199617e-42,4.8649423040051105e-50,1.0854754618045181e-57,1.0913935311778759e-29,5.6667570089816026e-31,1.4585358997460091e-38,4.338927553573491e-40,8.2348861604228313e-60,2.0672920446847205e-66,4.5157503917917021e-59,0.88168480800000004,0.0,0.0094599999999999719,0.10885,0.00099999999999999959,1.5071581441657839e-17,1.2268177102665715e-17,1.5071689846219934e-17,3.3287056388492314e-22,2.3895134582977537e-22,2.7095478940217506e-22,1.1162778691127251e-27,6.8991013280086592e-20,2.9089822072823374e-28,1.1795848812071842e-23
1.023e-12,0.003237876070996407,1.1377548386629785e-21,8.3738467622520658e-28,2.9259824090648294e-27,2.1225442275739159e-27,9.9309546083800268e-34,0.0,0.0,6.4135666450583405e-19,4.556935449576231e-28,1.552160041146123e-31,1.1047998038513948e-35,1.2052570094798415e-39,8.9784284947849157e-49,6.6501328420997878e-41,2.6104222848437244e-31,5.7192669038284498e-19,2.18461134264756e-27,1.394339595652159e-66,2.7154002659777741e-64,2.1595691570046103e-41,1.5263550312194195e-39,9.6587361239174901e-29,1.3073628825098533e-37,2.6886667585607942e-29,2.3045545709642853e-46,1.8726750633769871e-39,1.3126761964896513e-22,1.1593005726933274e-26,1.2550129127834197e-17,3.8176454618621447e-35,2.4479304710295771e-45,3.2196819262656193e-44,2.435823202954982e-32,3.0167149061652234e-57,3.3912514522040022e-45,6.550485015316351e-24,2.1880057755139339e-32,5.0173287239738653e-33,1.8665779698528038e-33,4.5547927145865021e-22,2.5239569911186701e-47,1.110445610311746e-44,6.0802176959875865e-40,8.4531806869727124e-36,1.0086742610585862e-31,5.6848201661176411e-44,1.3760962718067523e-45,5.8987226343938598e-45,3.3197465984704536e-67,7.7763671872039792e-62,3.2144118762718088e-91,4.6177766215330799e-82,1.6102684726216847e-41,3.194384520514378e-38,1.6333053869977659e-44,2.7295375844937353e-53,8.0464554677858708e-42,5.089956280398334e-50,1.1343534876102197e-57,1.1360558255924654e-29,5.8979564013388343e-31,1.5226672820785649e-38,4.5294365349414509e-40,8.6157383511472361e-60,2.1637178853383724e-66,4.7263198160953653e-59,0.88168480800000004,0.0,0.0094599999999999719,0.10885,0.00099999999999999959,1.5418124482374981e-17,1.2550260996588686e-17,1.5418236667923541e-17,3.444806173207109e-22,2.4728564668208341e-22,2.8040530849014613e-22,1.1619582924532328e-27,7.0577213413617525e-20,3.0280242105589883e-28,1.2207254183947848e-23
2.047e-12,0.0032378760709964073,2.2770420552018426e-21,3.2134322432061264e-27,1.171171818495615e-26,8.3027434311948508e-27,7.9506274586335808e-33,0.0,0.0,1.2832001798646334e-18,1.8237789149926195e-27,6.1894534582364605e-31,8.8126138171941022e-35,9.6540461884635442e-39,7.1556092885627925e-48,2.6611460034029224e-40,1.0407677206999106e-30,1.1443358743431298e-18,8.7435806283154283e-27,2.3475746708498231e-65,4.3530525346023521e-63,1.7319383470634718e-40,1.2213023170439934e-38,1.9241384553454157e-28,1.0465930860641057e-36,1.0760986178237005e-28,6.2779804117343693e-45,1.4988124186330407e-38,5.2533566537725189e-22,4.639496307291527e-26,2.5108130373102563e-17,3.0556171959657694e-34,7.5509275828108484e-44,5.3195866124731254e-43,3.755352510113657e-31,1.8566381558151089e-55,2.7149053547165752e-44,2.6217240647694729e-23,1.7515745235011181e-31,3.9225751418742215e-32,1.4940476257503307e-32,1.8228130637570567e-21,1.0100931931898362e-46,3.5540088092312735e-43,9.7336353710129137e-39,1.3532281153149187e-34,8.0732937774447359e-31,9.1002343918954811e-43,1.9437938779522434e-44,9.4429247813699331e-44,2.3807490148711712e-65,2.790451174677288e-60,2.0624779864850317e-89,1.6895672945425183e-80,2.5779074316089192e-40,5.1135374489680826e-37,5.2295237146636136e-43,8.6479315828727102e-52,2.4767141934427127e-40,3.1410608711324111e-48,2.4676795971478048e-56,9.0937363649007456e-29,4.5405584428010046e-30,2.4375629881580826e-37,6.9661763009768508e-39,5.2730755274567397e-58,2.6710975782470423e-64,5.4737581048157524e-57,0.88168480800000004,0.0,0.0094599999999999441,0.10885,0.00099999999999999894,3.0846258691109229e-17,2.5108658098573247e-17,3.0846707648390967e-17,1.3786062083698892e-21,9.8964486316555162e-22,1.1221778643074966e-21,9.3005433097165641e-27,1.4117931651080586e-19,2.4237922377050772e-27,4.8841451980030138e-23
4.095e-12,0.0032378760709964073,4.5578313634248132e-21,1.2586403341924775e-26,4.6874178681759728e-26,3.2849418000218054e-26,6.364264386666497e-32,0.0,0.0,2.567004728918295e-18,7.2974090921009784e-27,2.4586521212664257e-30,7.0027978612953805e-34,7.7353135337728619e-38,5.6762877432761213e-47,1.064494379902322e-39,4.1328820371360538e-30,2.2894041150191531e-18,3.4987876978116314e-26,4.3532719792664577e-64,6.984883757630587e-62,1.3911256205162712e-39,9.7649232592639904e-38,3.8161740946489962e-28,8.3762856749816831e-36,4.3060605695708198e-28,1.5986168907511166e-43,1.199022204806428e-37,2.1018093416387156e-21,1.8561722640810829e-25,5.0221467492085057e-17,2.4446454805781857e-33,2.2515314652869863e-42,9.0407779850236595e-42,5.5950997905056742e-30,1.101152734729789e-53,2.1729734820955252e-43,1.0490879426047743e-22,1.4018421987333826e-30,2.9987408400794067e-31,1.1953953578240379e-31,7.2926780670706076e-21,4.0412710996752133e-46,1.1365776982599454e-41,1.5575376520276584e-37,2.1653297629328968e-33,6.4589304705504531e-30,1.4560476909248037e-41,2.5156809336157859e-43,1.5109435798715267e-42,1.849744952607199e-63,1.0852135239192321e-58,1.3246830419460185e-87,6.7273930486754541e-79,4.1253134752875699e-39,8.1816620410519911e-36,1.6736272499961911e-41,2.7108467113328358e-50,7.341915765098256e-39,1.8742414663749618e-46,4.8066325679887817e-55,7.2767581238822252e-28,3.3743263512638854e-29,3.9003970697460311e-36,1.0311896564376217e-37,3.091187069203387e-56,3.1874537471178554e-62,5.8153124677827271e-55,0.88168480800000004,0.0,0.0094599999999998886,0.10885,0.00099999999999999785,6.1700268716491048e-17,5.0223578735166792e-17,6.1702064852035019e-17,5.5155520568121149e-21,3.9594802822533391e-21,4.4896295711312358e-21,7.4413904163803123e-26,2.823104504012492e-19,1.9394459977148283e-26,1.9531144135271331e-22
8.191e-12,0.0032378760709964073,9.1282662428619711e-21,4.9851091267276664e-26,1.876651602678422e-25,1.3078251083942692e-25,5.0956824589925647e-31,0.0,0.0,5.1350838056366097e-18,2.9196511462257858e-26,9.6965276173467643e-30,5.5255115597833765e-33,6.2047079251800141e-37,4.463440734472671e-46,4.2565927379502832e-39,1.6288485363744775e-29,4.5805399035807549e-18,1.4000509170006689e-25,9.6387250027593267e-63,1.1233969219159986e-60,1.1212922889468484e-38,7.7995876480903626e-37,7.5047457698731018e-28,6.7036193682025414e-35,1.7230802101335605e-27,3.6740832977335262e-42,9.5873344429647708e-37,8.4076661497023356e-21,7.4247605076807171e-25,1.0043748277407233e-16,1.9550621182902447e-32,6.3354579346298175e-41,1.6149926895062409e-40,7.8632353825610604e-29,6.1005339584688384e-52,1.7392619391803907e-42,4.1978891305955954e-22,1.1218912888150643e-29,2.2018255454740052e-30,9.5613163395763608e-31,2.9170652344468706e-20,1.6165910873052643e-45,3.6315278499265966e-40,2.4913400896881997e-36,3.4633509217240431e-32,5.1652461942952143e-29,2.3285634852578945e-40,2.905582871718242e-42,2.4164849210166556e-41,1.5996403672908521e-61,4.6986212003953885e-57,8.5314222535957575e-86,2.962656386521345e-77,6.5993888989545083e-38,1.3084262649126487e-34,5.3540478956449954e-40,8.3301386758905853e-49,2.0319266559105109e-37,1.0558138708425717e-44,8.6176627490722314e-54,5.8215651776284919e-27,2.3608396932747998e-28,6.2385140477505498e-35,1.4234022510584987e-36,1.6735290448420024e-54,3.590019920573815e-60,5.3720458491985518e-53,0.88168480800000004,0.0,0.0094599999999997759,0.10885,0.00099999999999999547,1.2339925678327123e-16,1.0044592715641294e-16,1.2340644095261888e-16,2.206255388300459e-20,1.583890229701329e-20,1.7958804064523117e-20,5.9519094556426426e-25,5.6428098409378926e-19,1.5515042127449773e-25,7.8050471042762041e-22
1e-11,0.003237876070996408,1.1154617620456374e-20,8.2728890921663669e-26,3.1230857610497224e-25,2.1734195056795746e-25,1.2988239690851813e-30,0.0,0.0,6.2696918982224794e-18,4.8545568503033862e-26,1.5884281344814696e-29,1.3803797093242204e-32,1.5851204330881111e-36,1.1098059317071449e-45,7.0733024260102279e-39,2.6664035869839627e-29,5.5933032837879731e-18,2.3282582042466373e-25,6.4600687749361829e-62,4.8841245652595707e-60,2.8836162743800523e-38,1.9809429174874086e-36,9.0536094122481021e-28,1.7072355415655212e-34,2.8654387203870591e-27,1.9509411163852659e-41,2.438624926337438e-36,1.3976839066050616e-20,1.2342321836333986e-24,1.2260599494263351e-16,4.9740535830759437e-32,4.0957043619906947e-40,8.1501887995217541e-40,2.8447436378637177e-28,7.1182212918113945e-51,4.4302000241065825e-42,6.980875739550014e-22,2.8571052477441332e-29,5.0526504044637008e-30,2.4330765381340281e-30,4.8490333355349675e-20,2.6874085880090572e-45,2.842284074352433e-39,1.0736444533491148e-35,1.4923969726892034e-31,1.3140773356415222e-28,1.0031776931720797e-39,8.8400595851246242e-42,1.0411052631081975e-40,3.5549386156904497e-60,5.4104620392315936e-56,1.2867355465556461e-84,3.3778493429971062e-76,2.8445716284850127e-37,5.6368267780669719e-34,4.1974377578742875e-39,6.100144778976748e-48,1.2627162244693119e-36,1.2848104867290698e-43,3.9073897953426816e-53,1.4818607162849906e-26,5.1662904473237579e-28,2.6882448750198035e-34,4.9592768855401343e-36,1.873119892774771e-53,8.4527483953984327e-59,9.4136097142354253e-52,0.88168480800000004,0.0,0.0094599999999997273,0.10885,0.00099999999999999438,1.5064066380355591e-16,1.2262003101609407e-16,1.5065260540548369e-16,3.6675242101137098e-20,2.6330774572767644e-20,2.9853463817201851e-20,1.5145575240613665e-24,6.8855666848758416e-19,3.9489690118281285e-25,1.2961297208305413e-21
1.6383e-11,0.003237876070996408,1.830453516782236e-20,1.9873718013888429e-25,7.5210897593272291e-25,5.2276423016287744e-25,4.0836881377395508e-30,0.0,0.0,1.0273121116008879e-17,1.1681811194762931e-25,3.7717577111773101e-29,4.3013469044633948e-32,4.9888565612025408e-36,3.4508103768551799e-45,1.7011974586809909e-38,6.3273841773876882e-29,9.1668072394887269e-18,5.6034086268508433e-25,2.5853225668886617e-61,1.8153734597024084e-59,9.1019214148002506e-38,6.2185779902049548e-36,1.4518726399135677e-27,5.3658116715207662e-34,6.8962150448470252e-27,7.5383870959009299e-41,7.6603757996748876e-36,3.362749176093787e-20,2.9693783395645097e-24,2.0082689774635144e-16,1.5626470675241282e-31,1.6311822738393339e-39,3.1209424161726838e-39,1.0107814669259723e-27,3.0082088444902291e-50,1.3925091011438742e-41,1.6800557068989512e-21,8.9797535063644966e-29,1.5111696880379241e-29,7.6444305035060016e-30,1.1665922439595396e-19,6.4657546946935811e-45,1.1589821398831934e-38,3.9829038046367966e-35,5.5362405234568773e-31,4.1282171850506972e-28,3.7212324985215906e-39,2.9779675318498272e-41,3.8619635103910548e-40,1.5534000383247318e-59,2.2843214545700845e-55,5.525913164696976e-84,1.425112119752112e-75,1.0552980014564152e-36,2.0909452800987934e-33,1.7118806711285763e-38,2.4685051692955517e-47,5.0012120101630277e-36,5.4456835342872962e-43,1.4653777264076524e-52,4.6564388805563137e-26,1.5065235811112855e-27,9.9723927581443028e-34,1.7435500098307562e-35,7.8918654352063391e-53,3.7011279789829556e-58,4.0733727978702656e-51,0.88168480800000004,0.0,0.0094599999999995521,0.10885,0.00099999999999999091,2.4676111765124898e-16,2.008606639272851e-16,2.4678984570544822e-16,8.8235656084741165e-20,6.3351018208002563e-20,7.1823399251888578e-20,4.7585137819646284e-24,1.1270595394027819e-18,1.2408348676033623e-24,3.1154964656629583e-21
3.2767e-11,0.0032378760709964095,3.6798462832182627e-20,7.9618677757776116e-25,3.0217169961029411e-24,2.0972334273169354e-24,3.2800354166913661e-29,0.0,0.0,2.0556706310147156e-17,4.6748301407057394e-25,1.4294990611147626e-28,3.2640688235676016e-31,4.0304115533086714e-35,2.5831888762558604e-44,6.7926485931818078e-38,2.3916188230110611e-28,1.835531319312592e-17,2.2437249356662601e-24,7.8102240680147136e-60,2.9601841273005783e-58,7.4891767300254593e-37,4.9408715381727096e-35,2.7230559916547271e-27,4.2968218716371079e-33,2.7613293715464634e-26,1.4029042380652706e-39,6.1124656269659083e-35,1.3447140421051779e-19,1.187214465867408e-23,4.0143542702681229e-16,1.247739518314059e-30,3.7428392292014545e-38,6.7034988001310761e-38,1.1584705504589315e-26,1.2429697494119873e-48,1.1156515079812855e-40,6.7267599613648893e-21,7.1903737070789163e-28,9.393419906165167e-29,6.1077071925493346e-29,4.6640418798878201e-19,2.5855604887919994e-44,3.6932175484172298e-37,6.3617600905158189e-34,8.8405519055679209e-30,3.2958440600678111e-27,5.9389902069973383e-38,2.7616738280150263e-40,6.1639816656012369e-39,1.6670104140740711e-57,1.2269071524924742e-53,3.6187735077761784e-82,7.1488558481136021e-74,1.6864043078608061e-35,3.3371350188362986e-32,5.4684930544328816e-37,6.8768012005621095e-46,1.0302439850109901e-34,2.5049357368733288e-41,2.4157971427920604e-51,3.7234244637335308e-25,8.5446376389639197e-27,1.5924409412959815e-32,1.7810299990074721e-34,2.9984225753441926e-51,3.4022678572937068e-56,2.4484760484375931e-49,0.88168480800000004,0.0,0.0094599999999991028,0.10884999999999999,0.00099999999999998181,4.9334047961485351e-16,4.01570387802197e-16,4.9345531162650664e-16,3.5279161995018921e-19,2.5334249604123924e-19,2.8717093806267838e-19,3.801561371089365e-23,2.2480017300802597e-18,9.9196513364651536e-24,1.2408903022293625e-20
6.5535e-11,0.0032378760709964125,7.4350226404103118e-20,3.2077479517157804e-24,1.2203901343093532e-23,8.4564026361595609e-24,2.6472280269786382e-28,0.0,0.0,4.1153870648518748e-17,1.8715229189617882e-24,5.1710416873195398e-28,2.3655825931525021e-30,3.2858737829027752e-34,1.8224708630351473e-43,2.707283809922616e-37,8.6045144063213885e-28,3.6796116314780818e-17,8.9934827837983479e-24,2.4729501739101076e-58,4.9048792839320409e-57,6.3167196312434481e-36,3.8991162354189933e-34,4.8294237831663198e-27,3.4439299964811575e-32,1.1067498357287163e-25,2.436258852666122e-38,4.864531065014765e-34,5.3755109732489458e-19,4.7443366988008925e-23,8.0197257407699362e-16,9.9435935879209268e-30,7.6045982008937796e-37,1.6158239481380624e-36,1.1791780900238447e-25,4.0966213866305541e-47,8.9512848689401583e-40,2.6957948541822764e-20,5.7624700140700636e-27,5.1789320972680376e-28,4.8740920909032052e-28,1.8636664595496974e-18,1.033581011445125e-43,1.1742453205433015e-35,1.0144887242637131e-32,1.4088502301873514e-28,2.6258101525605681e-26,9.4541852638689368e-37,2.3888970932073229e-39,9.8131508074704137e-38,1.9174830500573992e-55,7.0607154627690546e-52,2.4176077105548292e-80,3.4764834380824035e-72,2.6918419457312762e-34,5.3131570549886756e-31,1.7439689833687738e-35,1.7450525425165091e-44,1.6908608012277086e-33,1.0206870788496749e-39,3.9101284731748093e-50,2.9758106557996698e-24,4.2962516678019184e-26,2.5377442157569482e-31,1.4425078229002454e-33,8.5088803049371732e-50,2.7709214409955242e-54,1.1778409275915341e-47,0.88168480800000004,0.0,0.0094599999999982042,0.10884999999999996,0.00099999999999996359,9.8592257360902601e-16,8.0251156073158439e-16,9.8638123849522854e-16,1.4098911198455035e-18,1.0128280407017045e-18,1.1476474140588694e-18,3.0327036060844882e-22,4.4717032684021861e-18,7.9240412332117723e-23,4.9213613962381523e-20
9.999999999999999e-11,0.003237876070996418,1.1502604294631786e-19,8.3786322551792392e-24,3.1973104542861702e-23,2.2099504135202006e-23,1.2598104791255731e-27,0.0,0.0,6.2880619682641884e-17,4.8307716099606866e-24,1.1566063030991026e-27,9.4756019015551025e-30,1.5879726096892998e-33,6.9723523679061823e-43,6.9378380627004221e-37,1.9080141472255293e-27,5.6325733393283236e-17,2.3260450140177775e-23,4.2957032531149894e-57,4.6152791696570898e-56,3.220224350532794e-35,1.7818105568034062e-33,6.396667511068139e-27,1.6175857030481688e-31,2.8621034919537567e-25,2.2435582735204894e-37,2.2560382363931741e-33,1.3842041574329324e-18,1.2210185750115065e-22,1.2218280364176863e-15,4.6229848329884205e-29,7.6713984114152745e-36,2.3390549561404529e-35,6.2832972375460134e-25,5.8150704000881129e-46,4.2125187221774022e-39,6.9701232108610193e-20,2.7060276204973981e-26,1.5851253668295322e-27,2.2724939750434003e-27,4.7956640560605347e-18,2.6614905064065578e-43,2.011295100757667e-34,8.964060272045769e-32,1.242811322884997e-27,1.2201255794790933e-25,8.3229996784294146e-36,1.1525662132147129e-38,8.6401183873669839e-37,1.2144979225433671e-53,2.2535349148969026e-50,9.0654696781331285e-79,9.3824904497126693e-71,2.3828512870173265e-33,4.6806761755836284e-30,2.9988530234264169e-34,2.1506390256783371e-43,1.235802914787797e-32,2.0159447606707274e-38,3.4700737305281442e-49,1.3905610575807276e-23,1.2347846111530151e-25,2.2386512759881506e-30,5.5293230331875029e-33,9.5346779408664387e-49,1.082941801706003e-52,2.5506158197863801e-46,0.88168480800000004,0.0,0.0094599999999972605,0.10884999999999993,0.00099999999999994429,1.5028050808936354e-15,1.2232137557384268e-15,1.5039845683713769e-15,3.6288296244955079e-18,2.6084202133745298e-18,2.9538625070870824e-18,1.4125076629299292e-21,6.7734480658896304e-18,3.6995578731980002e-22,1.2512101893182829e-19
1.31071e-10,0.003237876070996418,1.5169623867482952e-19,1.3040304856163227e-23,4.9795501543296838e-23,3.4399077809269841e-23,2.1569051895357102e-27,0.0,0.0,8.2467789833207407e-17,7.4986032094972264e-24,1.7331323677131077e-27,1.5885449861264293e-29,2.7233377199402512e-33,1.1615090456919617e-42,1.0751781227884211e-36,2.852416319184422e-27,7.3932137926756281e-17,3.6122453411034162e-23,7.9454375427473648e-57,8.3338745173231357e-56,5.553864600907607e-35,3.036639854797554e-33,7.8095742242449107e-27,2.7653985708080139e-31,4.4445956855579425e-25,4.0465438889400817e-37,3.8513604348804788e-33,2.1474816050063214e-18,1.894082250837367e-22,1.6003375118387704e-15,7.8942751886754693e-29,1.3901770469186551e-35,4.3020971715178e-35,1.0884779495856222e-24,1.0688171809945592e-45,7.2032232630301549e-39,1.0823529749969253e-19,4.6260744394661372e-26,2.5472600064157471e-27,3.8817894563411854e-27,7.4389281593882088e-18,4.1290888211591095e-43,3.7186635162569093e-34,1.6130784124102533e-31,2.2362235400080097e-27,2.0833743000644404e-25,1.4974060870221474e-35,1.9762668559679372e-38,1.5544707899625461e-36,2.2921095225103378e-53,4.2214951191425059e-50,1.7020248713438792e-78,1.7527610979889855e-70,4.2883713865192485e-33,8.4214212551136922e-30,5.5451659862193116e-34,3.9321696338895256e-43,2.1974729791974021e-32,3.7413485858877986e-38,6.2459188111095622e-49,2.3759079698527612e-23,1.9606545979833649e-25,4.0280639770892517e-30,9.2136821046755473e-33,1.7363316742699922e-48,2.0342585497076135e-52,4.7438702689511267e-46,0.88168480800000004,0.0,0.0094599999999964088,0.10884999999999991,0.00099999999999992695,1.9687866965570651e-15,1.6024865803737847e-15,1.9706160223850661e-15,5.6292543532922676e-18,4.0468837095914855e-18,4.5822074702520217e-18,2.4125109189992962e-21,8.8485245957817639e-18,6.3204246703087736e-22,1.9355331197711141e-19
2.62143e-10,0.00323787607099643,3.1525397671360684e-19,5.3872267227776714e-23,2.0712877926823571e-22,1.422134356786276e-22,1.7893661205118943e-26,0.0,0.0,1.655709310046135e-16,3.0093628850757161e-23,5.2176866811494559e-27,9.5502355481144536e-29,2.3188926618294058e-32,6.3257661332681759e-42,4.2405045775236525e-36,8.3987060789271261e-27,1.4921587562259369e-16,1.4567986296036127e-22,2.5659920255941665e-55,1.4597950669071898e-54,5.1850170901108347e-34,2.3063501546015442e-32,1.1075346443309303e-26,2.2286219025422241e-30,1.7918296837652704e-24,6.5208014304234048e-36,3.0183408530171896e-32,8.5681368059203374e-18,7.5471932662233046e-22,3.1863116531093173e-15,6.2212848311992745e-28,2.3395997278550275e-34,1.2247197163059705e-33,9.3972611212291332e-24,2.2972597749802695e-44,5.8318287726853143e-38,4.3614592626546317e-19,3.726424944231107e-25,1.1520543783736122e-26,3.0817370065251556e-26,2.9630205610996296e-17,1.6474459180369111e-42,1.1689139735965255e-32,2.5521721253604128e-30,3.5215988679015299e-26,1.6395726650612602e-24,2.3482540147283125e-34,1.5841243599649075e-37,2.4383604994089978e-35,2.7747213889067963e-51,2.5554433158012127e-48,1.2530982727291554e-76,5.655445071716779e-69,6.810991890693613e-32,1.3240825204713303e-28,1.7541336400747802e-32,7.8290182742658023e-42,2.3627149471962353e-31,1.2617395163701935e-36,9.8386896052019888e-48,1.8931585822411509e-22,8.3919101270447932e-25,6.3433296353795306e-29,4.867075085662063e-32,2.6020778007046417e-47,1.3764570112396467e-50,1.682533321719927e-44,0.88168480800000004,0.0,0.0094599999999928179,0.10884999999999977,0.00099999999999985365,3.9253660246762657e-15,3.1948532176937853e-15,3.9326408333563466e-15,2.2434756099083802e-17,1.6152013009479689e-17,1.8261885904855453e-17,1.9084236068135845e-20,1.7336055596724295e-17,5.0263687081492926e-21,7.4900443425308026e-19
5.24287e-10,0.003237876070996453,6.7701352372756881e-19,2.2902939568984326e-22,8.919227226409674e-22,6.0525145499677947e-22,1.5338313962264243e-25,0.0,0.0,3.3365431490311631e-16,1.2115946505935903e-22,1.3928167484839813e-26,5.0203735280865772e-28,2.0489117192363569e-31,2.7845019745675295e-41,1.6506098001328608e-35,2.1441975663721936e-26,3.0378285153375594e-16,5.9226074923814877e-22,8.3641367892297988e-54,2.6014345284945958e-53,5.1746943877045097e-33,1.6737373943709974e-31,1.355361961347343e-26,1.8087389763668018e-29,7.2781917002831725e-24,1.0234496999506803e-34,2.3194431439483346e-31,3.4099574456949378e-17,2.9958293214432653e-21,6.3158806554063031e-15,4.8350505795403787e-27,3.6699278148897627e-33,3.5972076625940594e-32,7.7805866837291077e-23,4.3200289271267583e-43,4.7819127014752483e-37,1.7699253461052829e-18,3.0215811148533634e-24,4.9699560963707419e-26,2.4350603771717877e-25,1.1752804071037969e-16,6.5565251966580984e-42,3.6243633092487967e-31,4.0045277100267667e-29,5.4608854224329426e-25,1.2698887803583221e-23,3.6126185389058432e-33,1.2313123615684593e-36,3.7531058551022201e-34,3.3228133122350845e-49,1.5299719722117124e-46,9.8030048350688369e-75,1.3097023296013444e-67,1.0768529657288927e-30,2.052151389071544e-27,5.5009796428123242e-31,1.3981061205535145e-40,2.2460168830653609e-30,3.963271407840142e-35,1.5175584627271823e-46,1.5025476359197353e-21,3.4542485914978059e-24,9.8363268966084789e-28,2.2822513703241661e-31,3.0697352238203032e-46,8.7129174482950206e-49,5.4246850681187022e-43,0.88168480800000004,0.0,0.0094599999999856344,0.10884999999999934,0.00099999999999970707,7.8023350831384498e-15,6.3496156567799826e-15,7.8310983705293833e-15,8.9088192833134249e-17,6.4325145093937632e-17,7.2516904846474364e-17,1.4930810504305011e-19,3.3362385500557356e-17,3.9737281513620857e-20,2.8117989594159222e-18
9.999999999999999e-10,0.0032378760709964954,1.4535039448128191e-18,9.4737717575437378e-22,3.7732364660357509e-21,2.5076189338289148e-21,1.2743963213224761e-24,0.0,0.0,6.4531829266001187e-16,4.5654454256704956e-22,3.1848479121264696e-26,2.137561190923638e-27,1.7213501075211568e-30,8.9104107285871844e-41,5.8456464041638511e-35,4.5114817582622846e-26,5.9845487605883277e-16,2.2739222562883193e-21,2.5927957832664908e-52,4.1065313678657699e-52,4.946934045956293e-32,1.0367503656304762e-30,1.4641120682925985e-26,1.3665397993093003e-28,2.7880067871159821e-23,1.4240761499872287e-33,1.5802744470150207e-30,1.2568652040163247e-16,1.0987241836719063e-20,1.1845834608093274e-14,3.3702515182282627e-26,4.8705038190385776e-32,9.5915976191017809e-31,5.7553589716545391e-22,6.8270275380960133e-42,3.7012109087399096e-36,6.7676115993210615e-18,2.2787429134243818e-23,1.9593329247565024e-25,1.755200446759703e-24,4.3040733327779162e-16,2.4166484533053e-41,9.9762917967942219e-30,5.6553673313127646e-28,7.5101640636407928e-24,8.7730435272872353e-23,4.898395515974985e-32,8.4370980237379171e-36,5.0938917176645402e-33,3.476068430334593e-47,8.0071090960704e-45,7.2695152745675207e-73,1.9404684697214463e-66,1.5436376537233725e-29,2.8306417946070644e-26,1.5464714574085138e-29,2.0799992352917235e-39,1.8392278439508689e-29,1.0489435079353421e-33,2.0618611640605996e-45,1.0875922154746544e-20,1.2883374923967402e-23,1.3527090062972447e-26,9.3792344346424238e-31,2.8516711025783661e-45,4.6762516407960069e-47,1.4548316350958935e-41,0.88168480800000004,0.0,0.009459999999972598,0.10884999999999807,0.00099999999999944122,1.4709409890327543e-14,1.1968360482631501e-14,1.4814088695166026e-14,3.2697524325815746e-16,2.3739111099674882e-16,2.6613517952892678e-16,1.0512076449092784e-18,5.9678317128329871e-17,2.8542339459978035e-19,9.3373540764548384e-18
