Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276),S(1952)
0.0,0.002663044737779477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.002663044737779477,5.9967166766844146e-29,1.5892431129592397e-37,1.4233715281324715e-36,2.6785036063228064e-37,1.0275439575365867e-44,0.0,0.0,1.2643971400812911e-24,5.2708521762080685e-37,3.6025383000908273e-43,4.6038670851760074e-50,1.6597767776572053e-53,1.7102339253458217e-66,1.2765039004843202e-54,5.8591971838031045e-43,1.0725951565361236e-24,1.4109104232635099e-36,-9.1525924568062074e-91,8.8829913724500683e-89,3.9738284557038938e-59,3.5387709695732749e-57,1.2591009395523473e-37,2.9491416067278632e-50,3.7192878562730943e-39,8.3916180202734461e-67,1.0966076527366956e-55,3.1692085977900637e-33,8.7988216385779239e-37,9.8245401783623536e-25,3.8521861887985154e-49,2.7407006981883149e-67,3.3229983788808792e-63,1.3075519797493579e-49,9.3202493093504584e-82,2.7091442687778215e-61,2.98648684837481e-32,5.6335576904874902e-44,2.6114996467936668e-46,5.40273001402166e-49,7.7707448011373652e-32,1.9762281694168637e-64,4.2012661223771634e-67,2.0283808395964123e-59,5.9153784410507634e-53,1.1873091480690255e-45,1.0824851501592802e-62,1.2825499951606737e-64,6.2939801480328018e-64,5.8531771706394203e-96,1.697216987767351e-87,-2.2134600036790182e-126,-5.299834380538278e-119,2.4175528580695754e-60,1.0736649990739651e-57,2.2412940708107837e-66,4.3821581615313505e-76,1.9223019717141143e-62,2.0317076025302063e-74,5.3832336565380997e-81,1.6688407944217191e-42,1.6031670013428065e-45,1.5310629150642669e-55,3.0606511782199283e-57,1.8417982598789101e-85,4.348080338221967e-86,-2.0956888543415849e-87,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0603173786928787e-24,9.8245405871652178e-25,1.0603173898699565e-24,4.2454186686593683e-32,3.1395608112998878e-32,3.9336607008243176e-32,2.4922450258343756e-41,8.2922638928958843e-26,8.8886476794156179e-42,2.5556091132002271e-32,7.6808989479029081e-48,2.7394098007933016e-48,6.984458442501407e-26,1.6445759585450593e-42,3.4922292212998625e-26,2.1525539820958381e-32,1.0762769879277208e-32,3.5678356733093841e-41,1.0995782892802189e-47,4.5405384482819233e-57,5.2541477414167595e-63,4.1723446272125017e-27,9.1966296624432909e-57,1.1023205006357962e-56,1.6705705419407197e-34,1.0746090770553499e-44,4.6202541671250954e-42,1.3852034374748295e-42,1.8926947611671373e-50,2.7911919512211599e-56,8.602229349984632e-63,5.6536766126777016e-42,1.4258109263240343e-71,2.3800184036852853e-42,7.3350255142094499e-49,1.2794508890839405e-72,5.9837550442821945e-79,9.4774558971019141e-59,7.5871089535092596e-36,2.3830393342175389e-42,7.3443357880147821e-49,3.729252811360565e-50,4.8150043127878627e-49,2.5444574848949979e-68,1.4923689420664491e-70,2.8984856866566705e-78,8.5282705290895657e-86,4.1455899225040846e-96,1.2362769538918974e-74,1.8655426574011394e-77,2.873384632823608e-81,3.1371112187664597e-70,1.3869091932302803e-90
3.0000000000000002e-15,0.002663044737779477,1.9703496762903419e-28,5.7534287487971886e-37,9.3535841850120731e-36,1.3464517859412808e-36,9.6882714965922815e-44,0.0,0.0,4.1544477551061661e-24,3.4637028619586843e-36,2.3673746768222506e-42,4.3407788186921726e-49,1.5649323116998707e-52,1.612501628110386e-65,8.3884531922618891e-54,3.8503166637380314e-42,3.5242411308961534e-24,9.2716969553921149e-36,5.4131105579479159e-89,1.0913410896430002e-87,3.7467630704010339e-58,3.3365544981165518e-56,4.1370148038266389e-37,2.7806192051137971e-49,2.4441034180256152e-38,1.0361823987899679e-65,1.0339442207062147e-54,2.0826227241421191e-32,5.782082585472505e-36,3.2280629374680451e-24,3.6320609420593601e-48,4.1501398410603068e-66,4.0826036143999858e-62,1.606390490199532e-48,1.1801684961655081e-80,2.5543461597310878e-60,1.9625484764878476e-31,5.311640070920447e-43,2.4622375782782602e-45,5.095872315841005e-48,5.1064892587445009e-31,1.2986669907805487e-63,6.3633691936555285e-66,2.4927126459098766e-58,7.267464705421064e-52,1.1194628635790319e-44,1.3299101825202796e-61,1.5756519014294931e-63,7.7326034599262085e-63,1.0536281550247877e-94,2.5702345764707753e-86,1.1826220966032572e-124,8.2040168861276718e-110,2.9717523605972845e-59,1.3194456402928765e-56,3.3947351691698532e-65,6.6358343913463773e-75,2.9108862926157615e-61,3.6570261861987083e-73,8.1508938477495939e-80,1.573478424373126e-41,1.5115200957195128e-44,1.8809996252838432e-54,3.7601838155792231e-56,2.4951110470657859e-84,9.0687516257718447e-85,1.2772565903368012e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.4838998186433209e-24,3.228063206109911e-24,3.4838998920926859e-24,2.7898465039695548e-31,2.0631399348703521e-31,2.5849769861573193e-31,2.3498307494276192e-40,2.7246001526669848e-25,8.3807240324982943e-41,1.679400043523435e-31,9.4365321293605354e-47,3.3655603209819959e-47,2.2948927810758505e-25,1.5506000409222273e-41,1.1474463905702321e-25,1.4145352803271481e-31,7.0726763722167383e-32,3.363958605203867e-40,1.3509102374917382e-46,6.8756701728876507e-56,9.457463233134844e-62,1.370913191546334e-26,1.2493835004373971e-55,1.8124767179182488e-55,1.0978034837752411e-33,1.0132028343544579e-43,4.356239034004944e-41,1.3060488307392892e-41,1.78454424990387e-49,3.4291835605928304e-55,1.3026248028337193e-61,5.3306085507017728e-41,2.566462107818517e-70,2.2440169212366577e-41,9.0116014310776334e-48,2.3030137124661047e-71,1.2480413256041389e-77,1.4351574330835396e-57,4.9858139518434463e-35,2.2468652228140051e-41,9.0230397564884721e-48,4.5816527759414421e-49,4.5395670216820358e-48,4.9064412519070053e-67,3.3041047556321834e-69,7.2453856283610841e-77,2.3754887061328526e-84,1.2731698230067546e-94,2.5779875773589413e-73,4.4231147972012312e-76,7.6336261970281114e-80,4.7504596025464061e-69,3.2889583763092862e-89
7e-15,0.002663044737779477,4.369035666640243e-28,1.6178525407848716e-36,5.0834691610569899e-35,5.9866125187168744e-36,1.5648024861415863e-42,0.0,0.0,9.2120363852557184e-24,1.8824472192838673e-35,1.2865896727329796e-41,7.0108652600258631e-48,2.5276016297637879e-51,2.604365690614929e-64,4.5589383771760251e-53,2.0925177340936384e-41,7.8146210092508597e-24,5.0389653413563428e-35,1.044369253425978e-87,5.5202160660485604e-86,6.0516762166678621e-57,5.3890264335545853e-55,9.173180276707132e-37,4.4911209655971325e-48,1.3283169675655622e-37,5.5575016989213698e-64,1.6699745376039482e-53,1.1318599332358065e-31,3.1424354606729316e-35,7.1578769886865685e-24,5.866323971491937e-47,6.8524142859854481e-64,2.0654188391676857e-60,8.1234949015244848e-47,1.1556164328970983e-78,4.1256585046356429e-59,1.0666023484473729e-30,8.5791028338968124e-42,3.9763906117735914e-44,8.2294093153068921e-47,2.7752652578345077e-30,7.057983939970317e-63,1.0509095289353358e-63,1.260774216212998e-56,3.675983618771041e-50,1.8081014376650034e-43,6.7268624781586576e-60,7.9666881382903238e-62,3.9112543426864307e-61,5.8716393623329548e-92,4.2487880554107652e-84,4.3172960685460651e-122,7.6975089314766043e-108,1.5028634503371813e-57,6.6735432212870792e-55,5.6064034037439924e-63,1.0959017001904499e-72,4.8066624993336296e-59,2.0355610858932129e-70,1.3440099961901073e-77,2.5414054822901779e-40,2.4407809740718958e-43,9.5131124309542925e-53,1.9016816012055372e-54,4.9356721053089356e-82,1.7434377638215206e-81,1.5700947165548412e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.7251682627305037e-24,7.1578784486962128e-24,7.7251686619117534e-24,1.5162207502314404e-30,1.1212716088101083e-30,1.4048786348061749e-30,3.795328624987977e-39,6.0414992765500143e-25,1.3536125463485925e-39,9.1271659849919183e-31,4.7731243785613792e-45,1.7023456020976678e-45,5.0886707466595162e-25,2.5044518059900585e-40,2.544335373505348e-25,7.6876848934478714e-31,3.843842399207864e-31,5.4332918245525662e-39,6.8330783810256254e-45,1.1355176562088923e-53,5.2653781841987674e-59,3.0398507125520626e-26,8.6954789110704471e-54,4.1871323355041673e-53,5.9663227433272744e-33,1.6364759480427258e-42,7.0359770557824378e-40,2.1094649031953347e-40,2.8823607969955876e-48,1.7345585119208878e-53,2.1513341875011083e-59,8.6097282342623635e-40,1.4288919325877105e-67,3.6244209523023309e-40,4.5581855890087652e-46,1.2822148095527108e-68,2.3999205968480117e-74,2.3701717425410838e-55,2.7096797155677059e-34,3.6290213264643161e-40,4.5639711869423609e-46,2.3174597870781386e-47,7.3277363651138814e-47,3.8043477625875014e-64,8.9285670255321599e-66,6.9371584994246606e-73,8.1647717035840185e-80,1.5875700296742282e-89,4.9359370502138556e-70,2.9783986255538506e-72,1.8350428723408797e-75,7.8448590029165689e-67,2.2253343742766226e-85
1.5e-14,0.002663044737779477,9.1664059156069199e-28,4.7383939759749666e-36,2.248926385946604e-34,2.4351044539496504e-35,1.4552954479131378e-41,0.0,0.0,1.9327213823289481e-23,8.3279465840782373e-35,5.6916743021150655e-41,6.5200170307645066e-47,2.3507152384966417e-50,2.4220086301970908e-63,2.0168717106783303e-52,9.2569628410913264e-41,1.6395378862495872e-23,2.2292379765308915e-34,1.8726583713130091e-86,1.061697535769548e-84,5.6282812876658715e-56,5.0118743581943493e-54,1.9244904722590868e-36,4.1768262388368976e-47,5.8764734748668489e-37,1.159967009353705e-62,1.5531046791434113e-52,5.0073465593429712e-31,1.3902129134643396e-34,1.5017499948987764e-23,5.4557844069104259e-46,2.6874644954119577e-62,3.9734444045683452e-59,1.5618291043175106e-45,5.9142057337868389e-77,3.8369539382853725e-58,4.7186481690769213e-30,7.9787256209716875e-41,3.6973941270911278e-43,7.6543462526102834e-46,1.227776877039367e-29,3.1224526472748274e-62,4.1233762568425692e-62,2.4250509094365876e-55,7.0698841715757357e-49,1.6815672349051877e-42,1.293750955950977e-58,1.5312891298410111e-60,7.5223634704405981e-60,4.6639411041649811e-90,1.6691929371974329e-82,3.2783396978303397e-120,3.4388918826475096e-106,2.8906854175052605e-56,1.2836299139494326e-53,2.1997451810944149e-61,4.299411044253625e-71,1.885372707720239e-57,1.6141500849844768e-68,5.2608450671507853e-76,2.3635539351829562e-39,2.2691656152338097e-42,1.8292639601875405e-51,3.6566530061314967e-53,3.376498413727539e-80,2.7810030088896478e-79,1.204686073484001e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.6207702425527644e-23,1.5017506408066728e-23,1.6207704191504904e-23,6.7077593067746233e-30,4.9605048997763484e-30,6.2151818897009006e-30,3.5297208888272427e-38,1.2675281148756772e-24,1.2588830715942776e-38,4.0378522315729457e-30,9.1799649194109898e-44,3.2740555366883953e-44,1.067621290335342e-24,2.3291839579322695e-39,5.3381064524535355e-25,3.4010267646383327e-30,1.7005133381284163e-30,5.0530472639621737e-38,1.3141775525364024e-43,4.454872903720502e-52,4.176668705904006e-57,6.3777249148698173e-26,1.8339742154243335e-52,1.8004524118351022e-51,2.6395007862246673e-32,1.5219531232720106e-41,6.5435775065724727e-39,1.9618392455099695e-39,2.6807246907884441e-47,3.3360999654892259e-52,8.4404065958370236e-58,8.0071909262966655e-39,1.1334791578974881e-65,3.3707701792629665e-39,8.7665724059544955e-45,1.0171255621801045e-66,3.8295256330886117e-72,9.2987227523369753e-54,1.1987609980393101e-33,3.375048519505666e-39,8.7776994481199122e-45,4.4570759632043968e-46,6.8085911691749843e-46,3.2307042483756724e-62,1.5248194672963989e-63,2.3761403248666419e-70,5.6012554978426357e-77,2.1798025566225937e-86,7.8287106827911393e-68,9.4703923293282984e-70,1.1687493124850854e-72,3.077399942139763e-65,7.123084533437608e-83
3.1e-14,0.002663044737779477,1.8761139486610056e-27,1.5121562492899162e-35,9.3739125651937193e-34,9.7416324568941385e-35,1.2282666403325706e-40,0.0,0.0,3.955756941029474e-23,3.4712327782326221e-34,2.3722270173568434e-40,5.5025204664524076e-46,1.9839970500722286e-49,2.0440050578219238e-62,8.4066500096293764e-52,3.8581893971606358e-40,3.3556886955131704e-23,9.2918485119569012e-34,3.2039381681276206e-85,1.8051750264382676e-83,4.7504364451038544e-55,4.229978501867328e-53,3.9385927907156103e-36,3.525233741967307e-46,2.4494155156940121e-36,2.2779385194412967e-61,1.3108129145307311e-51,2.0871475181843998e-30,5.794644408772077e-34,3.0736725301073754e-23,4.6046617134464702e-45,9.1683223672898812e-61,6.7594558576955351e-58,2.653675653761397e-44,3.509730150349866e-75,3.238408440415095e-57,1.9668139664072231e-29,6.7340299343381105e-40,3.1193954135599336e-42,6.4618094382839381e-45,5.1175833098193489e-29,1.3014918803858642e-61,1.4079479069102155e-60,4.1240944084081204e-54,1.2020411680808507e-47,1.4192383326327401e-41,2.199665012769699e-57,2.6004705854071744e-59,1.2789701747898087e-58,3.1994680543453553e-88,5.7138138025440783e-81,2.2845010921978168e-118,1.2347032599528562e-104,4.9159694930785816e-55,2.1829671109313578e-52,7.5111562106954787e-60,1.4676773974125862e-69,6.4335763119321183e-56,1.1035918850018863e-66,1.7878380347847678e-74,1.9948343066725814e-38,1.9138363626713209e-41,3.1089628156856702e-50,6.2145172755793229e-52,2.2203389873261664e-78,3.8067051197212228e-77,1.2440061826925538e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.317275984962007e-23,3.0736752223605959e-23,3.317276721051509e-23,2.7959094719380115e-29,2.0676239875066734e-29,2.5905947361809639e-29,2.9790688865188294e-37,2.5942779391264824e-24,1.0624919770788777e-37,1.6830420180300274e-29,1.5607996290477804e-42,5.5666286431715945e-43,2.1851242119124855e-24,1.9658221803180852e-38,1.0925621062800402e-24,1.4176028968574038e-29,7.0880141113192106e-30,4.2647370912520991e-37,2.2343897732689633e-42,1.5207751995361656e-50,2.8574248458686783e-55,1.3053469960723905e-25,3.2671270437380558e-51,6.4456816763608076e-50,1.1001894268794151e-31,1.2845256291048385e-40,5.5227470324383757e-38,1.6557846943917825e-38,2.2626517756723308e-46,5.6724225664963255e-51,2.8815158155424022e-56,6.7580266000426693e-38,7.7550681382662656e-64,2.8449091611449394e-38,1.4905105916630704e-43,6.9589850336147299e-65,5.2456368935022908e-70,3.1743666470135348e-52,4.9966332851021989e-33,2.8485199174940142e-38,1.4924023795903223e-43,7.5780121170361143e-45,5.7359556634713412e-45,2.2186122963491466e-60,2.0972546568523591e-61,6.5410029483620952e-68,3.0849161447261383e-74,2.401502804841747e-83,1.0596075594101141e-65,2.5618683257829285e-67,6.3248810559413451e-70,1.0503377431178634e-63,1.952449249286289e-80
6.300000000000001e-14,0.002663044737779477,3.7950578920913643e-27,5.2456219977137624e-35,3.8199177517813373e-33,3.8889233871528646e-34,1.0052685734574091e-39,0.0,0.0,8.0018283428048696e-23,1.4145462384693515e-33,9.6656416360307196e-40,4.5029193881792238e-45,1.6237886500394312e-48,1.6726350519161741e-61,3.425738088095811e-51,1.5720111571103747e-39,6.7879872685013829e-23,3.786476736715096e-33,5.2928748251093467e-84,2.9617471487523289e-82,3.8882587206935031e-54,3.4619486866032372e-52,7.9658273785368065e-36,2.8852099147352608e-45,9.9814958345958097e-36,4.7353747373536283e-60,1.0728207483111252e-50,8.5052275127638984e-30,2.3613454862512025e-33,6.2175093731395957e-23,3.7686453669169323e-44,3.0079018266903959e-59,1.1101742418299773e-56,4.3478028700505343e-43,2.2182376217459904e-73,2.6505024599598382e-56,8.0148694689885907e-29,5.5114331576420662e-39,2.5510990913374359e-41,5.2911873432600698e-44,2.0854398223006928e-28,5.3036432591711612e-61,4.6273669206563436e-59,6.7691976261027627e-53,1.9720835274370001e-46,1.1615663030226463e-40,3.6087779035870925e-56,4.2563430525825985e-58,2.0982851252571172e-57,2.114744373286737e-86,1.8872646260648216e-79,1.5175273995564876e-116,4.2288531394302285e-103,8.0689830475466022e-54,3.5830679009214427e-51,2.4686285153997807e-58,4.8211691338355467e-68,2.1117469333461183e-54,7.24567544295985e-65,5.8207794949827783e-73,1.632660666690274e-37,1.5641942101558963e-40,5.096672053164028e-49,1.0187023654879288e-50,1.4437485172043357e-76,5.0001635877045918e-75,1.4978694767046691e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.7102831091853881e-23,6.2175203441929635e-23,6.7102861087861574e-23,1.1393474171892041e-28,8.4256752615731488e-29,1.0556806161348405e-28,2.4381891360276266e-36,5.2477513871313248e-24,8.6958627260576871e-37,6.8584478038433014e-29,2.5606563384593541e-41,9.132644359069567e-42,4.4201080162420752e-24,1.6089094240871456e-37,2.2100540094405392e-24,5.7767753933444099e-29,2.8883873914206925e-29,3.4904109350511205e-36,3.6657310591751257e-41,4.9957753227806136e-49,1.8784723202997377e-53,2.6404946617253569e-25,5.4892417846614443e-50,2.16989029796684e-48,4.483328961988393e-31,1.0513135136556445e-39,4.5200312505921563e-37,1.3551620729687128e-37,1.8520601168888154e-45,9.3072080053693334e-50,9.4670507471293632e-55,5.5310273961672173e-37,5.0988255586948519e-62,2.3283776119023334e-37,2.4453297640969711e-42,4.5753987353321443e-63,6.8999101930712158e-68,1.042805053869727e-50,2.0361465071997072e-32,2.3313325642745914e-37,2.4484332501745537e-42,1.2432477929628551e-43,4.677543300080568e-44,1.3760974302304994e-58,2.6037066323318612e-59,1.624741202524453e-65,1.5328470638681289e-71,2.3867743977449156e-80,1.3613697997677036e-63,6.5680452934986976e-65,3.2433128703018129e-67,3.4490357618298302e-62,5.1371398004272424e-78
1.2700000000000001e-13,0.002663044737779477,7.6329346958855804e-27,1.9339863966113159e-34,1.5415074691664849e-32,1.5532245044473039e-33,8.1273632500079163e-39,0.0,0.0,1.6093972283847072e-22,5.7083338099625404e-33,3.89946544174103e-39,3.6395519701239734e-44,1.3127895992169955e-47,1.3518496846634755e-60,1.3824261222276176e-50,6.3419862069490791e-39,1.3652572232343802e-22,1.5280129367145789e-32,8.5989790996717331e-83,4.79376248052094e-81,3.1440321286555175e-53,2.798815253851187e-51,1.6016418227223017e-35,2.3326258128269208e-44,4.027980452639059e-35,1.0871338755157451e-58,8.6733872761142059e-50,3.432234155827677e-29,9.5290676992039056e-33,1.2505150149836868e-22,3.0468356187521967e-43,9.7146026028887583e-58,1.8006003796417333e-55,7.0175866880366377e-42,1.4205221571442435e-71,2.1429402636581008e-55,3.2343587385222361e-28,4.455866954332167e-38,2.0593531874158711e-40,4.2819274971751069e-43,8.4156669253209183e-28,2.140253930647291e-60,1.4998225704205868e-57,1.0965424095347816e-51,3.1916007390941299e-45,9.3909605400035353e-40,5.840347610659575e-55,6.8562205480205554e-57,3.3958147733047979e-56,1.384650635272828e-84,6.1776298656465434e-78,9.8840366194041094e-115,1.4440088231273546e-101,1.3070998346088638e-52,5.804192130037857e-50,8.0013795638733549e-57,1.5610158110645305e-66,6.8270471973359255e-53,4.6814343848912224e-63,1.8518305771675968e-71,1.3199661670729541e-36,1.2611130373917645e-39,8.2357356309726828e-48,1.6458845852751014e-49,9.3101796908339308e-75,6.4620275479514669e-73,1.8873226518822613e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3496279915296836e-22,1.2505194422797718e-22,1.3496292020010342e-22,4.5977748422653618e-28,3.4001370299112952e-28,4.2601420301319139e-28,1.9711957436668108e-35,1.0554593483277195e-23,7.0303245723952861e-36,2.7676616348319391e-28,4.1441065022664662e-40,1.4780069036796399e-40,8.8899874713772976e-24,1.3007534698074534e-36,4.4449937410134832e-24,2.3311630967578979e-28,1.1655813015935505e-28,2.8218493627611881e-35,5.9324659532609423e-40,1.6176704588438971e-47,1.2168071598063643e-51,5.3107846189176355e-25,8.9913303046708323e-49,7.1143524928006547e-47,1.8092237427125492e-30,8.4996268389245686e-39,3.654287225094901e-36,1.0956066414010061e-36,1.4976778055711888e-44,1.5065806529624981e-48,3.0662916826824882e-53,4.471634567979373e-36,3.3036664033929928e-60,1.8824008367476709e-36,3.9574323109596698e-41,2.9645037169212976e-61,8.9422376919691981e-66,3.376809854484245e-49,8.2167015717215966e-32,1.8847894387070935e-36,3.9624543009305131e-41,2.0120271014578373e-42,3.7544752082970783e-43,7.7864453812340562e-57,2.9488395770797724e-57,3.6816058623713225e-63,6.9481007100297665e-69,2.1639674558393096e-77,1.6859139005270932e-61,1.6190500464736095e-62,1.5989774033619306e-64,1.1159553440878332e-60,1.3316162161676471e-75
2.55e-13,0.002663044737779477,1.5308643971324554e-26,7.4037448120675056e-34,6.192569971045739e-32,6.2073959544199625e-33,6.5349362483185236e-38,0.0,0.0,3.2278264715849393e-22,2.2931677981539416e-32,1.5656548218894832e-38,2.9249071816512879e-43,1.0555600220905072e-46,1.0862742664206809e-59,5.5534073358603918e-50,2.5462837780193237e-38,2.7381693431667049e-22,6.1383628034237366e-32,1.3861866389739228e-81,7.7135962184982612e-80,2.5287568661392107e-52,2.2502874695659787e-50,3.2102101557657004e-35,1.8755858770344582e-43,1.6181279111911248e-34,2.7668247064850447e-57,6.9737832139576984e-49,1.3787988168812765e-28,3.8280201711151595e-32,2.508030006714451e-22,2.4498138375308251e-42,3.1098683847153684e-56,2.90923239637577e-54,1.1229393650794197e-40,9.0911851683492136e-70,1.7231787387948724e-54,1.2993127563653572e-27,3.582812738152034e-37,1.6508112423043064e-39,3.4495847396832302e-42,3.3807444024947817e-27,8.5978390162047431e-60,4.8354377902100628e-56,1.7673561036377755e-50,5.1345036763654188e-44,7.5508977987246852e-39,9.3954847477939089e-54,1.0927784093333184e-55,5.4629392571340245e-55,9.1026820428737739e-83,2.0307108512554609e-76,6.3814293577146935e-113,5.0662619590546867e-100,2.1067384386508881e-51,9.354862655666861e-49,2.5796876601420078e-55,5.0222968387793556e-65,2.1897926129062479e-51,2.9976943993438074e-61,5.7572833722419828e-70,1.0613364828972155e-35,1.0084324647525387e-38,1.3208842197640696e-46,2.6389418681885312e-48,5.9648622706297959e-73,8.2763317219310948e-71,2.391294263081707e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.7068203758539289e-22,2.5080477920102805e-22,2.7068252385673901e-22,1.8470251137847788e-27,1.3659093331962824e-27,1.711390774747769e-27,1.5849334449164707e-34,2.1167858493098913e-23,5.6527181538249294e-35,1.1118068690595234e-27,6.6667403554847238e-39,2.3777144988282302e-39,1.7829393781749917e-23,1.0458715351324764e-35,8.9146969122663742e-24,9.3645963366020325e-28,4.682296184037745e-28,2.2688454551110361e-34,9.5435065395641321e-39,5.2053454209420028e-46,7.8316819334850284e-50,1.0651343036509519e-24,1.4552327699589582e-47,2.3037985372629834e-45,7.2680460259660445e-30,6.8342622186069504e-38,2.9382024715766933e-35,8.8092319795694711e-36,1.2047625693972202e-43,2.4247202064692946e-47,9.8717938832814871e-52,3.5953721588242831e-35,2.1273920693106305e-58,1.5135126263123013e-35,6.3663282633712663e-40,1.9089624512801785e-59,1.1517088458372604e-63,1.0866726794774078e-47,3.3007797120546312e-31,1.5154325630716342e-35,6.3744052863919344e-40,3.2367525229355755e-41,2.9760267367824842e-42,3.955219046483414e-55,2.9988303801062763e-55,7.4916404179090438e-61,2.8284244532723947e-66,1.7620312786147004e-74,1.993954744187937e-59,3.7933847405548525e-60,7.4923074661242133e-62,3.5853464227471362e-59,3.4301738630974754e-73
