Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607)
0.00084476068109724,0.002801947464479992,3.5431367939827752e-09,1.9303908194271687e-09,9.9366725981884815e-08,7.5976239412555196e-06,0.00033659144990582881,0.0,0.0,8.4454735909607352e-06,1.4300872750770784e-05,8.528550659749873e-06,8.6946327208986253e-08,3.4896970570591006e-10,6.8988640307189356e-25,3.169151073481365e-18,3.2637917531057683e-12,1.5923848736541369e-06,8.7947231410492253e-05,1.2437175143222652e-14,2.637807169135261e-19,8.6877823695368884e-09,1.5536655523944589e-17,9.7567803040836974e-14,8.8305024333233449e-06,2.9707273015865837e-08,4.7746344692352555e-08,5.4247929718105062e-11,0.00048049042776671563,3.9246621552088232e-06,1.0850494183087926e-09,1.9647130727314577e-10,1.7693594742300411e-13,2.4396189491599447e-09,2.102105735315985e-07,1.3571056136991099e-13,1.1784621095642964e-11,5.0330306209092454e-06,1.2246124097248958e-06,1.4207976809164083e-13,5.1449825873283752e-13,1.283997665217768e-08,2.3210343107001982e-28,1.0071269923308055e-06,2.5185402136731354e-09,3.1629970940797976e-08,1.4351723808717277e-13,1.508131050651353e-09,3.4437975828747885e-16,8.5701096863903076e-08,1.1783221679986918e-10,1.1996269278846407e-13,2.2005402673571223e-26,1.13522169013374e-21,2.5187382412885527e-08,4.3614037044729445e-13,2.0371261282881659e-08,1.4512020055537515e-16,2.1344070626199723e-08,7.9496147417908375e-14,1.6873679608511087e-17,2.1492262387423106e-09,3.4789814754664074e-16,1.1442800695766827e-09,4.086395706555563e-15,2.4707176498537597e-17,3.2924057876342823e-11,5.3479534229958154e-17,0.88168480800000004,0.0,0.0088064439100374436,0.10796095981705496,0.0010319594751956689,5.0479828862738604e-12,1.162227155749649e-07,9.5288887108986896e-08,2.4139204119269657e-11,5.7704033828372125e-07,3.7674343669796112e-07,1.2351064913936718e-12,9.7405415724253111e-07,1.3435903470798595e-08,1.3339994711517336e-06,1.6724164200826177e-12,1.7251825428476551e-08,8.162975087472678e-07,0.00011303527820701544,1.1725432538417877e-07,1.3573104696743347e-06,1.9222097052956736e-07,1.7853978628017142e-08,2.1788163948118983e-08,5.3312750099267553e-11,6.8659295350145336e-05,1.3008942444090672e-07,2.8483089243482926e-16,0.00017184982866972075,4.3573400391921669e-07,7.6312276085833155e-08,9.5547075027225322e-09,0.00011374046203988605,3.8766714108686265e-08,1.4123143593805678e-05,2.332749599328007e-05,1.5444143217371947e-09,1.1899001909025359e-06,6.9865100295566512e-08,9.4834879843370879e-08,1.3265603396277644e-06
0.0008488400655380161,0.0028019475998601316,3.5347268600674395e-09,1.9264018950106968e-09,9.9046823161534232e-08,7.7055337103328558e-06,0.00034092145466025644,0.0,0.0,8.4649357065680489e-06,1.4551696371875664e-05,8.7613888727349247e-06,8.8770679565251894e-08,3.5297587136723868e-10,6.8603417064460738e-25,3.1600446070738213e-18,3.2626289586884612e-12,1.5877089020562391e-06,8.9250468264017176e-05,1.2731229152146378e-14,2.6978835427451271e-19,8.9099589985257079e-09,1.5713620708876901e-17,9.7019141707891953e-14,8.9539978395828193e-06,2.962875883588767e-08,4.9001499001022773e-08,5.4754393397773444e-11,0.00048644823225768802,3.9769396107698203e-06,1.0963047201415285e-09,1.9602285256903673e-10,1.8034595642058409e-13,2.4634617152099558e-09,2.1549759258692836e-07,1.3899417997007047e-13,1.1721453124572739e-11,5.0177839049376635e-06,1.222200386233613e-06,1.4165611385512003e-13,5.1973405773094377e-13,1.2972376215570809e-08,2.3690964641281505e-28,1.0329185108347714e-06,2.5417589039166135e-09,3.254536001658294e-08,1.4551386620484971e-13,1.5221529801253503e-09,3.4756839412808169e-16,8.7838298518404179e-08,1.2238630972541818e-10,1.226501363214882e-13,2.2436337060350283e-26,1.1584391204945311e-21,2.592700188328047e-08,4.4104480043132405e-13,2.0557136690684906e-08,1.4885162927720434e-16,2.1956678071704846e-08,7.9726882773244247e-14,1.7243186048568356e-17,2.1703554172149133e-09,3.5148484544437448e-16,1.1547713282484459e-09,4.1335890092867155e-15,2.5336018632273894e-17,3.361510675280856e-11,5.4601983902625754e-17,0.88168480800000004,0.0,0.0087985649315852083,0.10795000683905091,0.0010323381006908682,5.0494090858414793e-12,1.1580794862495838e-07,9.4973643474802085e-08,2.4143568431187742e-11,5.7507499332895449e-07,3.7536265287972713e-07,1.2353297601505603e-12,9.705864174828878e-07,1.3387078737127689e-08,1.3291189116419506e-06,1.6725489462877683e-12,1.7187390448672732e-08,8.1346839433178931e-07,0.0001143512626524734,1.1682026293190789e-07,1.3524734795836032e-06,1.9149023982410755e-07,1.7786284475278362e-08,2.1703351351228735e-08,5.3113628991669069e-11,6.9521117104627035e-05,1.2961651123872677e-07,2.8372215983513094e-16,0.00017398201090383899,4.3411477801597084e-07,7.5986914540956622e-08,9.5206724905690867e-09,0.00011506354388520393,3.9252005227667671e-08,1.4300194161138282e-05,2.3617544243445003e-05,1.5391542172669417e-09,1.2046954381447768e-06,6.9616355594966765e-08,9.4487648863767657e-08,1.3430550603375182e-06
0.0008569988344195684,0.002801947940930614,3.5170986263042708e-09,1.9179731594677285e-09,9.8392410099099378e-08,7.9203967787185003e-06,0.00034953978890348844,0.0,0.0,8.502168707518705e-06,1.5054563896286145e-05,9.2346280471339882e-06,9.24521297105702e-08,3.6081313932975457e-10,6.7788453402294039e-25,3.1401485577599727e-18,3.2592778280026468e-12,1.5781970408985641e-06,9.1849021670569034e-05,1.3321026563900337e-14,2.8182248542099426e-19,9.3602666377661813e-09,1.6062658101142019e-17,9.590222376534482e-14,9.1983829907550945e-06,2.9464710712642398e-08,5.1546004452838278e-08,5.5738487940208496e-11,0.00049829077000617924,4.0804306610887649e-06,1.1182298897064095e-09,1.9507766998377038e-10,1.8715335722927669e-13,2.5099122673169194e-09,2.2620319604284907e-07,1.4559079453137566e-13,1.1593084569055416e-11,4.9867989565173477e-06,1.217088820792443e-06,1.4079404566024027e-13,5.2990748378076572e-13,1.3230199840215944e-08,2.4660935530389563e-28,1.0851774036269847e-06,2.5868411809266636e-09,3.4415481457924956e-08,1.49470517283524e-13,1.5493899440684028e-09,3.5376169524274837e-16,9.2164591835510868e-08,1.3178939693509512e-10,1.280278272845357e-13,2.3286849277220177e-26,1.204342028774291e-21,2.7432374207572703e-08,4.5065110556157094e-13,2.0917830725615973e-08,1.5639097188274714e-16,2.3204093582899524e-08,8.0158365152413285e-14,1.7982122311394825e-17,2.2113484241239017e-09,3.5846948393350633e-16,1.1750741241317877e-09,4.2258143414920601e-15,2.6602096303523154e-17,3.4995935201407759e-11,5.6844827621414564e-17,0.88168480800000004,0.0,0.0087829145210814932,0.10792823056601142,0.0010330918587955051,5.0523361180657579e-12,1.1496258897437772e-07,9.4329070169471506e-08,2.4152678798774959e-11,5.7106038914650929e-07,3.7255089036912593e-07,1.2357958351526301e-12,9.6352030169588904e-07,1.3287623251056693e-08,1.3191832343901552e-06,1.6728422312654717e-12,1.7056260220989689e-08,8.0769788018460834e-07,0.00011696018806150125,1.1593715962505009e-07,1.3426171118118131e-06,1.9000487404120453e-07,1.7648669312432187e-08,2.1531084747894977e-08,5.270840190101896e-11,7.1234989229238755e-05,1.2865356847706937e-07,2.814701641887306e-16,0.00017822120587361227,4.3082005520504325e-07,7.5326576775052015e-08,9.4513179683287947e-09,0.00011768661077669461,4.0216495107341233e-08,1.4652075309735764e-05,2.4193825410978862e-05,1.528409410959559e-09,1.2340913175084308e-06,6.9109463044366552e-08,9.3780741338615964e-08,1.3758275345009549e-06
0.0008643417264129654,0.0028019483261834963,3.5004216938599578e-09,1.9099306740867058e-09,9.778938434814684e-08,8.1126444440015635e-06,0.00035724771506534173,0.0,0.0,8.5338679427092551e-06,1.5508381512597258e-05,9.6689529982208444e-06,9.5801824588484475e-08,3.6767092368246638e-10,6.701137657437305e-25,3.1205534674390028e-18,3.2552124475805157e-12,1.5694837508029136e-06,9.4178103610793805e-05,1.3853366362825489e-14,2.9266677592396894e-19,9.7721142166089626e-09,1.6371349535258676e-17,9.4879278184792345e-14,9.4153283768003444e-06,2.9310039587396102e-08,5.3873726581937895e-08,5.6592244022111143e-11,0.00050886457027634301,4.1723503615655689e-06,1.13731129628475e-09,1.9417833176128701e-10,1.932624002221562e-13,2.5503465788581124e-09,2.3598274013251983e-07,1.5155669430246739e-13,1.1475787861490087e-11,4.9584461373745459e-06,1.2121957188289168e-06,1.4000409843051307e-13,5.3873220899808588e-13,1.3454482908974524e-08,2.554347185791416e-28,1.1329546219833519e-06,2.6259149530562901e-09,3.6143097096976752e-08,1.5298981739564844e-13,1.5730097332617226e-09,3.591320108204087e-16,9.6115211157324163e-08,1.4058783637455084e-10,1.3286741703679462e-13,2.4038909857522466e-26,1.2450200799864702e-21,2.8816269748957432e-08,4.5907061684885414e-13,2.1230218291284521e-08,1.6325965850288831e-16,2.4351532436649139e-08,8.0509776533909181e-14,1.8646615362853587e-17,2.2468375302927111e-09,3.6454572741050571e-16,1.1925942790097256e-09,4.3063989801234316e-15,2.7750211112740014e-17,3.6236513177383828e-11,5.8859872837148422e-17,0.88168480800000004,0.0,0.0087689529441657109,0.10790878177774466,0.001033766194402573,5.055048107949747e-12,1.1418678547309722e-07,9.3735430956340124e-08,2.4161278111989361e-11,5.6736701445982502e-07,3.6997303866119453e-07,1.2362357736653586e-12,9.5703726109381532e-07,1.319640950150382e-08,1.3100769759009773e-06,1.6731359541576109e-12,1.6936123198237377e-08,8.0239765518329571e-07,0.00011928183165830272,1.151283364945992e-07,1.3335738625048023e-06,1.8864579645656599e-07,1.7522741656744389e-08,2.1373601713190189e-08,5.233714667062884e-11,7.2766148522334027e-05,1.2777080526698208e-07,2.7941143021664036e-16,0.00018200736468689888,4.2780206916782396e-07,7.4723464880867363e-08,9.3876837928943229e-09,0.00012002092042735293,4.1077488052594057e-08,1.4966199693573865e-05,2.4708070825852515e-05,1.5185243459013548e-09,1.2603227806246291e-06,6.8644363163425725e-08,9.3132816746625806e-08,1.4050721102978955e-06
0.0008716846184063624,0.0028019487835688134,3.4830880626213877e-09,1.9015142416827425e-09,9.7175672884543666e-08,8.3037855988758029e-06,0.0003649086430970423,0.0,0.0,8.5639738576780279e-06,1.5963212052240336e-05,1.0111016241289077e-05,9.9185022224773995e-08,3.7434783999101542e-10,6.6200348216084195e-25,3.0995934417895287e-18,3.2502755117695656e-12,1.5606559373094555e-06,9.6497499535002713e-05,1.43867410689233e-14,3.0351596618325564e-19,1.0189954063220381e-08,1.6675042240952379e-17,9.3844176121813326e-14,9.6294070199953991e-06,2.9149703348659289e-08,5.6235725764863813e-08,5.7416816526955956e-11,0.00051935730287430931,4.2631054351644398e-06,1.155794456152418e-09,1.9323936977123e-10,1.9935166793832954e-13,2.5895238196267166e-09,2.4589332049150809e-07,1.5754539320564381e-13,1.1357371247640845e-11,4.9297465655022014e-06,1.2070612567284417e-06,1.3920358072825308e-13,5.4725290694787637e-13,1.3671640643679717e-08,2.6434657138585659e-28,1.1814088085724825e-06,2.6636178038698091e-09,3.7912492149908348e-08,1.5646980691394212e-13,1.5958129379071877e-09,3.6431625562710419e-16,1.0011743971852594e-07,1.4970346344026882e-10,1.3770316824470452e-13,2.477788790748736e-26,1.2850720786372734e-21,3.0226909207939168e-08,4.6728151059830144e-13,2.1531428279789965e-08,1.7020319322862913e-16,2.5521841741094617e-08,8.0829121154665377e-14,1.9310127626707681e-17,2.2810394966815558e-09,3.7042917041613279e-16,1.20942723405051e-09,4.3847480331894314e-15,2.8905565197447375e-17,3.7474172512079961e-11,6.0870183811808936e-17,0.88168480800000004,0.0,0.008755109604469893,0.10788947670669481,0.0010344366370808604,5.057826076341234e-12,1.1339988059753988e-07,9.3131543000502012e-08,2.4170220267849286e-11,5.6361322372907566e-07,3.6736045231051564e-07,1.2366932588558468e-12,9.5046280857852797e-07,1.310393982382147e-08,1.3008503529535967e-06,1.6734553934861879e-12,1.6814438571321177e-08,7.970177397269471e-07,0.00012157840674784842,1.1430929159710414e-07,1.3244029049696854e-06,1.8727068129468908e-07,1.7395317249145176e-08,2.1214376158238987e-08,5.196110889102841e-11,7.428641214817083e-05,1.2687620291553991e-07,2.7732991673920733e-16,0.0001857655679610098,4.2474562980763815e-07,7.4114173952634851e-08,9.3231499892554367e-09,0.00012233010300732221,4.1931714164638511e-08,1.5277857429276454e-05,2.5218090549506612e-05,1.5084775756744767e-09,1.2863386956369685e-06,6.8172674815465187e-08,9.2476301935969839e-08,1.4340763808083452e-06
0.0008790275103997595,0.0028019493111430156,3.4651961990721267e-09,1.8927755340299684e-09,9.6553564756748988e-08,8.4937906196448816e-06,0.0003725218222172723,0.0,0.0,8.5925958005229417e-06,1.6418914248985394e-05,1.0560603299614771e-05,1.0260085484838868e-07,3.8084863188583509e-10,6.5363074338919221e-25,3.077474760674506e-18,3.2445751912869523e-12,1.5517398064169739e-06,9.8806726705264082e-05,1.4920798399356948e-14,3.1436320112578199e-19,1.0613570183918069e-08,1.6973892991646401e-17,9.2800903759974511e-14,9.8406065847595747e-06,2.8984573445654544e-08,5.863069752035823e-08,5.821324986051044e-11,0.00052976824535852713,4.3526930305293424e-06,1.1736981389761084e-09,1.9226649223857209e-10,2.0541856605874564e-13,2.6274855061876135e-09,2.559295070521784e-07,1.6355284412152289e-13,1.123830872799668e-11,4.9007830596035239e-06,1.2017171760061367e-06,1.3839491071382589e-13,5.5547946266155575e-13,1.3881897906563976e-08,2.733411457929492e-28,1.2305139282809755e-06,2.6999991152136455e-09,3.972329391109325e-08,1.5991078656001594e-13,1.6178288444380091e-09,3.693211545657965e-16,1.0416910266118832e-07,1.5913528269709523e-10,1.4253206684898454e-13,2.5503522155694463e-26,1.3244801697717999e-21,3.1663558327553308e-08,4.752895681148675e-13,2.1821867271448519e-08,1.7721796539276866e-16,2.6714463766825861e-08,8.1117288467486011e-14,1.9972267077292159e-17,2.313997589993978e-09,3.7612590264989487e-16,1.2255981084380117e-09,4.4609190426457678e-15,3.0067315345368263e-17,3.8708428868427578e-11,6.2874973731531364e-17,0.88168480800000004,0.0,0.0087413850812798188,0.1078703165624134,0.0010351031419658435,5.0606633332744903e-12,1.1260455789839433e-07,9.2519636344386391e-08,2.4179473419482469e-11,5.5981257560027648e-07,3.6472184691790724e-07,1.2371666608450832e-12,9.4381919367338127e-07,1.3010525157932535e-08,1.2915338603216566e-06,1.6737983536390733e-12,1.6691605877507417e-08,7.9157677709322858e-07,0.00012384990980882077,1.1348268738333969e-07,1.3151352664811528e-06,1.8588389589294969e-07,1.7266801760758037e-08,2.1053903379498712e-08,5.158152324275624e-11,7.5795658942243694e-05,1.2597273587344497e-07,2.7523209863574262e-16,0.00018949555250478951,4.216607168206794e-07,7.3500576585166744e-08,9.257934978253248e-09,0.00012461415455064864,4.2779110009453342e-08,1.5587025011590555e-05,2.5723850289176397e-05,1.4983053896790513e-09,1.3121373128179551e-06,6.7695995761899566e-08,9.1813367406808627e-08,1.4628383949793185e-06
0.0008863704023931565,0.002801949907007405,3.4468358213669363e-09,1.8837617838106831e-09,9.5925127789333107e-08,8.6826350977975055e-06,0.00038008667254298676,0.0,0.0,8.6198357238154803e-06,1.6875357642975609e-05,1.1017505940368215e-05,1.0604851794046544e-07,3.871782804844393e-10,6.4504684919668546e-25,3.0543850820417519e-18,3.2382104734398583e-12,1.5427590634246406e-06,0.00010110536720690182,1.5455222909625132e-14,3.2520237141009254e-19,1.1042754727158344e-08,1.7268061620863815e-17,9.1753017214908651e-14,1.0048923614726024e-05,2.8815443362780495e-08,6.1057389231646065e-08,5.8982595680483664e-11,0.00054009691241589436,4.44111342351577e-06,1.1910415854451294e-09,1.9126490866339082e-10,2.114609452801482e-13,2.6642737625774089e-09,2.6608608422233032e-07,1.6957537909753105e-13,1.1119021836640717e-11,4.871630478013643e-06,1.1961925701970682e-06,1.3758027545988161e-13,5.6342198322468376e-13,1.4085485018167521e-08,2.8241485335895066e-28,1.2802449623186617e-06,2.7351085746084735e-09,4.1575129137071389e-08,1.6331316235159693e-13,1.6390869345174514e-09,3.7415347199220337e-16,1.0826811232701925e-07,1.688821126562748e-10,1.4735144716975547e-13,2.6215648681428351e-26,1.3632318576102376e-21,3.3125507808269874e-08,4.8310081775934065e-13,2.2101943925202389e-08,1.8430063562045147e-16,2.7928853763172216e-08,8.1380764719118916e-14,2.0632688405606328e-17,2.3457558586056371e-09,3.8164216084836289e-16,1.2411322386194685e-09,4.534972691259851e-15,3.1234686829909917e-17,3.9938649710130215e-11,6.4873215473569233e-17,0.88168480800000004,0.0,0.0087277796524291695,0.10785130213928146,0.0010357656749886352,5.0635537794448529e-12,1.1180323472111024e-07,9.1901723859321277e-08,2.4189008476164105e-11,5.5597729964801861e-07,3.6206506755056724e-07,1.2376544907927373e-12,9.3712645666424846e-07,1.2916445460345305e-08,1.2821549428991966e-06,1.674162825096701e-12,1.6567984546105568e-08,7.8609157284917457e-07,0.00012609639095704237,1.1265091884509461e-07,1.3057988939987094e-06,1.8448936561132833e-07,1.7137559839804847e-08,2.0892628208494732e-08,5.119950046177508e-11,7.7293801944255245e-05,1.2506308160222212e-07,2.7312379107087641e-16,0.00019319713813208174,4.1855630775030047e-07,7.2884352262389763e-08,9.1922354990304942e-09,0.00012687312477165823,4.3619632431607913e-08,1.589368636913034e-05,2.6225327937874542e-05,1.488040520098067e-09,1.3377175040776717e-06,6.7215765191129271e-08,9.1145966640010363e-08,1.4913568948340297e-06
0.0008937132943865535,0.0028019505692910363,3.4280885099116315e-09,1.8745160837149188e-09,9.5292225490669616e-08,8.8702993510852609e-06,0.00038760276831839585,0.0,0.0,8.6457886906666502e-06,1.7332421863192396e-05,1.1481522379853276e-05,1.0952726681603194e-07,3.9334194187231485e-10,6.3629895492848386e-25,3.0304945275191151e-18,3.2312717423880558e-12,1.5337351050004028e-06,0.00010339306242471556,1.5989733803397265e-14,3.3602806643038771e-19,1.1477307991717965e-08,1.7557709315064886e-17,9.0703676726333356e-14,1.0254362499192803e-05,2.8643034057424094e-08,6.3514600155174386e-08,5.9725905090402096e-11,0.00055034303113274093,4.5283696540725161e-06,1.2078443147399273e-09,1.9023936370856486e-10,2.1747681597176016e-13,2.6999309686618184e-09,2.7635805004714208e-07,1.7560968943903105e-13,1.09998838996736e-11,4.8423563336932256e-06,1.1905140567029093e-06,1.3676164865112261e-13,5.7109069760468573e-13,1.4282635470985552e-08,2.9156428085733578e-28,1.3305779069556077e-06,2.7689958108139747e-09,4.3467625262516778e-08,1.6667743043041914e-13,1.6596166676287021e-09,3.7881996237326335e-16,1.1241246770836431e-07,1.7894260934992754e-10,1.5215896887338218e-13,2.6914190369498078e-26,1.4013194549852694e-21,3.4612073990582194e-08,4.9072146506985204e-13,2.2372066031438625e-08,1.9144812448161044e-16,2.9164480878956173e-08,8.1613428893150797e-14,2.1291089791343373e-17,2.3763587189164516e-09,3.8698426692652578e-16,1.2560549716789775e-09,4.6069720066783888e-15,3.2406970558672836e-17,4.1164327305100832e-11,6.6864083735600215e-17,0.88168480800000004,0.0,0.0087142933271722282,0.10783243385992829,0.0010364242118390409,5.0664918752003837e-12,1.1099808297608542e-07,9.1279617892942366e-08,2.4198798962761049e-11,5.5211839880049972e-07,3.593971570521603e-07,1.2381553937125705e-12,9.3040260123250581e-07,1.2821952130384202e-08,1.2727382354735609e-06,1.6745469751828924e-12,1.6443897058841313e-08,7.8057723752135312e-07,0.00012831794763763503,1.1181613463431609e-07,1.2964188947608424e-06,1.8309060894487347e-07,1.700791836856077e-08,2.0730949043119965e-08,5.0816037105881702e-11,7.8780784906543896e-05,1.2414964389560617e-07,2.7101020219466873e-16,0.00019687021905913344,4.1544045704802649e-07,7.2267002868958781e-08,9.1262283023461507e-09,0.00012910711075568197,4.4453256443803035e-08,1.6197832091618055e-05,2.6722512288576678e-05,1.477712416033382e-09,1.3630786973713069e-06,6.6733276100404296e-08,9.0475853148893402e-08,1.5196312423424366e-06
0.0009010561863799505,0.0028019512961705347,3.409028298263549e-09,1.8650776764804904e-09,9.465653310931819e-08,9.0567679711422755e-06,0.00039506982245898699,0.0,0.0,8.6705433466707905e-06,1.7789995949596132e-05,1.1952457420617851e-05,1.130364127084334e-07,3.9934489422820852e-10,6.2745060529367142e-25,3.0059568443331603e-18,3.2238413679717986e-12,1.52468720086198e-06,0.00010566950788757509,1.6524082703392536e-14,3.4683552726557209e-19,1.1917038379088657e-08,1.7842997243901062e-17,8.9655679715617601e-14,1.0456934528237765e-05,2.8467999241005792e-08,6.6001181077224528e-08,6.0444222335662714e-11,0.0005605065182984493,4.6144671944797966e-06,1.2241259674474251e-09,1.8919417027335756e-10,2.234648142278104e-13,2.7344994782866477e-09,2.867406140344682e-07,1.8165280488553717e-13,1.0881224109695101e-11,4.813021375448889e-06,1.184705944165617e-06,1.3594080735910656e-13,5.7849587386414718e-13,1.4473584064621276e-08,3.0078618542485819e-28,1.3814897654593422e-06,2.8017101033811217e-09,4.5400411469933149e-08,1.7000416373633329e-13,1.6794473067754207e-09,3.8332733050209695e-16,1.1660025338880437e-07,1.8931528814660923e-10,1.5695259392629111e-13,2.7599146932213752e-26,1.4387395573069474e-21,3.6122599243240976e-08,4.9815783429406265e-13,2.2632638172888949e-08,1.9865760010383288e-16,3.0420828873639459e-08,8.1831627637932863e-14,2.1947209704023796e-17,2.4058506144113049e-09,3.9215857753081262e-16,1.2703914919372111e-09,4.6769816850633355e-15,3.3583519906679489e-17,4.2384871963197831e-11,6.8846621537493064e-17,0.88168480800000004,0.0,0.0087009258762511237,0.10781371181506171,0.0010370787370097374,5.0694726078117646e-12,1.1019104883330766e-07,9.0654946126419789e-08,2.4208820868793598e-11,5.482457468403916e-07,3.5672442075986227e-07,1.2386681407437772e-12,9.2366375809175016e-07,1.2727270309590883e-08,1.2633057897872328e-06,1.6749491380457097e-12,1.6319631942093468e-08,7.7504732201796993e-07,0.000130514718881767,1.10980257041677e-07,1.2870177644356695e-06,1.8169077070899151e-07,1.6878169541847044e-08,2.0569221654494124e-08,5.0432024801532617e-11,8.0256579084801824e-05,1.2323457496239287e-07,2.6889598290867306e-16,0.00020051475600710043,4.123203708846393e-07,7.164986733986165e-08,9.0600717563417773e-09,0.00013131625121420539,4.5279973288425128e-08,1.6499458720029385e-05,2.7215401855104947e-05,1.4673475044629351e-09,1.3882208165495633e-06,6.6249687038101266e-08,8.9804596634184135e-08,1.5476613523600642e-06
0.0009083990783733476,0.0028019520858633767,3.3897222358684192e-09,1.8554822316943834e-09,9.4019552854111728e-08,9.2420294058032138e-06,0.00040248767233343305,0.0,0.0,8.694182360940515e-06,1.8247977711979499e-05,1.2430122528634897e-05,1.1657531992330753e-07,4.0519248673729097e-10,6.1853578876664026e-25,2.9809105066415409e-18,3.215994258292072e-12,1.5156326642420931e-06,0.0001079344484705756,1.7058051258220348e-14,3.5762059633450808e-19,1.2361762300820463e-08,1.8124085297132543e-17,8.8611492042506082e-14,1.065665703130875e-05,2.829093040335292e-08,6.8516033643703592e-08,6.1138578753527457e-11,0.00057058745960920378,4.6994136469225832e-06,1.2399061688814004e-09,1.8813324096303733e-10,2.2942315876008477e-13,2.7680213554937371e-09,2.9722919391396904e-07,1.877020707681624e-13,1.0763331379462363e-11,4.7836801333431723e-06,1.1787903942895852e-06,1.3511934778925062e-13,5.8564774970267496e-13,1.4658565297818135e-08,3.1007748928940288e-28,1.4329585346426475e-06,2.833300102882943e-09,4.7373119628085993e-08,1.7329399963415521e-13,1.6986077492810705e-09,3.876821933204692e-16,1.2082963807951841e-07,1.9999854387848657e-10,1.6173056230703892e-13,2.8270584995847339e-26,1.4754925193103204e-21,3.7656452110362267e-08,5.0541631302369244e-13,2.2884059473208698e-08,2.0592646353960751e-16,3.1697396648624032e-08,8.2002275957349672e-14,2.260082355680389e-17,2.4342757412111161e-09,3.9717144054192327e-16,1.2841666799660223e-09,4.7450674378552474e-15,3.4763747146130137e-17,4.3600408318606332e-11,7.0821028976649843e-17,0.88168480800000004,0.0,0.0086876768593549987,0.10779513579994847,0.0010377292429162592,5.0724914614626848e-12,1.0938387130010251e-07,9.0029166529482795e-08,2.4219052509736533e-11,5.4436818037326499e-07,3.5405248755291012e-07,1.2391916220495748e-12,9.1692433937516344e-07,1.2632601050623467e-08,1.2538772887881736e-06,1.6753678054237533e-12,1.6195446589630891e-08,7.6951394529287316e-07,0.00013268688008545278,1.1014500085087948e-07,1.2776156022286224e-06,1.8029265335987544e-07,1.6748573772500791e-08,2.0407762780147444e-08,5.0048258966867521e-11,8.1721180293186006e-05,1.2231979627611048e-07,2.6678527383867196e-16,0.00020413076896341249,4.0920247778831548e-07,7.1034135488924847e-08,8.9939073605052819e-09,0.00013350072126194345,4.609978866246386e-08,1.6798568096480086e-05,2.7704003791939518e-05,1.4569694363906112e-09,1.4131442262553224e-06,6.5766033174528342e-08,8.9133598217066149e-08,1.5754476311927386e-06
