Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82)
0.6045482573973726,0.002293384571933331,0.84210526299999999,0.0,0.0,0.0,0.04885551906814329,0.099883551236988735,6.0784624603642037e-08,1.9558389869688584e-05,1.0175092227594072e-05,1.8145706744027064e-18,5.5781040121897459e-09,0.0012248029534782071,0.0054206959488503062,0.00073977894003725351,3.0146106178565352e-05,4.8322330440634535e-09,2.1243319380190545e-11,1.2071868191639451e-07,6.2781683460125572e-11,0.0024666049390772576,1.2443172240134738e-08,8.2266390705785393e-13,4.0519167961672737e-05,3.049374188227681e-12,3.1132648920719743e-14,2.4219484506127187e-19,3.4921080632842009e-06,1.0640207054255965e-18,3.7417222618099074e-18
0.6051684133344166,0.0022934096092562155,0.84210526299999999,0.0,0.0,0.0,0.048822725410149946,0.09983221790544114,6.097512531430189e-08,1.9655756487323139e-05,1.020107886542736e-05,1.8260006019186125e-18,5.6250801823892808e-09,0.00122704884216337,0.0054756760388308349,0.00074696138581269232,3.0385970182821546e-05,4.8688145764432305e-09,2.1415382937464169e-11,1.2140498840721258e-07,6.3404152539015639e-11,0.0024965132817232464,1.255994941444771e-08,8.3523937972904177e-13,4.082367716053576e-05,3.074755374795696e-12,3.1218151679785584e-14,2.4634430869373426e-19,3.5594577391019011e-06,1.0936633331182174e-18,3.8219844662291289e-18
0.6057265536777563,0.0022934323686037567,0.84210526299999999,0.0,0.0,0.0,0.048792997043401981,0.099785664689722178,6.1147148811989546e-08,1.9743521400406368e-05,1.0224493470238568e-05,1.8363884111847445e-18,5.6676447289808501e-09,0.0012290417975613665,0.0055255713740470138,0.00075346393402982788,3.0602977656558685e-05,4.9019049708131514e-09,2.157120779787155e-11,1.2202575239382059e-07,6.3967691678785333e-11,0.002523669803288948,1.2665548730438687e-08,8.4669853865732078e-13,4.1098992609223533e-05,3.0977159848016766e-12,3.1295739153381034e-14,2.5012902542364631e-19,3.6210571455485028e-06,1.1209978572789833e-18,3.8955583267602493e-18
0.606284694021096,0.0022934553431040506,0.84210526299999999,0.0,0.0,0.0,0.048763064838167343,0.099738775311039377,6.1319714972483441e-08,1.9831411841003846e-05,1.0247932681689522e-05,1.8468726251863209e-18,5.7104811780809188e-09,0.0012310078815100046,0.0055758603719942542,0.00076000274954822142,3.0821053734165611e-05,4.9351533173143048e-09,2.1727951527509218e-11,1.2264944559173902e-07,6.4534371939540373e-11,0.002551053803727589,1.2771619122011049e-08,8.5829277956557821e-13,4.1375493706141239e-05,3.1207879936139792e-12,3.1373931901463108e-14,2.539617247204696e-19,3.6836017226995508e-06,1.1489676449425786e-18,3.9704196904333165e-18
0.6068428343644356,0.0022934785339916,0.84210526299999999,0.0,0.0,0.0,0.048732927801904899,0.099691548293979179,6.1492823318894643e-08,1.9919425685573295e-05,1.0271395826659612e-05,1.8574540575834557e-18,5.7535904454253462e-09,0.0012329470799928952,0.0056265451107541985,0.00076657776985666328,3.104019659525583e-05,4.9685593281690524e-09,2.1885616097239958e-11,1.2327606941703382e-07,6.5104191603519424e-11,0.00257866628550093,1.2878158259756102e-08,8.7002333360351874e-13,4.1653175070333538e-05,3.1439713932520492e-12,3.1452733617953447e-14,2.5784282884882553e-19,3.7471034410600692e-06,1.1775860884474688e-18,4.0465881424472077e-18
0.6074009747077753,0.002293501942499083,0.84210526299999999,0.0,0.0,0.0,0.048702584944152097,0.099643982170001977,6.1666473148815562e-08,2.0007560652251275e-05,1.0294882206834424e-05,1.8681335238516007e-18,5.7969734306457674e-09,0.0012348593835773151,0.0056776276640650054,0.00077318892896255213,3.1260404272002406e-05,5.002122685598679e-09,2.2044203430750186e-11,1.2390562344821977e-07,6.5677150456483611e-11,0.0026065082447078794,1.2985163754230897e-08,8.8189140790330745e-13,4.1932031071692397e-05,3.167266338977801e-12,3.153214785975919e-14,2.617727635592839e-19,3.8115743974571905e-06,1.2068666987107878e-18,4.1240834306541959e-18
0.607959115051115,0.002293525569848186,0.84210526299999999,0.0,0.0,0.0,0.04867203527535359,0.099596075473321999,6.1840664156586736e-08,2.0095814657727446e-05,1.0318391197827358e-05,1.8789118450049764e-18,5.8406310307868987e-09,0.0012367447847135699,0.0057291101037672707,0.00077983615932122712,3.1481674673999447e-05,5.0358430574690108e-09,2.2203715441780441e-11,1.2453810720510343e-07,6.6253248934554309e-11,0.0026345806747590204,1.3092633172442745e-08,8.9389820453696644e-13,4.2212055973616125e-05,3.190673055807681e-12,3.1612178531372177e-14,2.6575194756768682e-19,3.8770267418359968e-06,1.2368233343502466e-18,4.2029255947605312e-18
0.6085172553944547,0.0022935494172729234,0.84210526299999999,0.0,0.0,0.0,0.048641277808296204,0.099547826745797485,6.2015395580962581e-08,2.0184185168354064e-05,1.0341922064825356e-05,1.8897898316340472e-18,5.8845641421869005e-09,0.0012386032806792761,0.0057809944968450011,0.00078651938982545323,3.170400562348921e-05,5.0697201046439468e-09,2.2364153998198599e-11,1.2517352151827467e-07,6.6832485710103533e-11,0.0026628845622221147,1.320056402394535e-08,9.0604497863412441e-13,4.2493243774285576e-05,3.2141916093351963e-12,3.1692828987973699e-14,2.6978080566755001e-19,3.9434727582575235e-06,1.2674701334873473e-18,4.2831349534818152e-18
0.6090753957377943,0.002293573485992182,0.84210526299999999,0.0,0.0,0.0,0.048610311557412474,0.099499234533644759,6.2190667006684282e-08,2.027267049171209e-05,1.0365474140956943e-05,1.900768310176356e-18,5.9287736381162133e-09,0.0012404348716310034,0.0058332829069532143,0.00079323854665910235,3.1927394787426248e-05,5.1037534638624028e-09,2.2525520868952617e-11,1.2581186642959227e-07,6.7414858665400851e-11,0.0026914208893187345,1.3308953833082474e-08,9.1833297549568342e-13,4.2775588300690257e-05,3.2378219867186091e-12,3.1774103297203352e-14,2.7385975283566963e-19,4.010924812171114e-06,1.2988214004513764e-18,4.3647320018045618e-18
0.609633536081134,0.002293597777229783,0.84210526299999999,0.0,0.0,0.0,0.04857913553910486,0.099450297389666473,6.2366477674586331e-08,2.0361267701597388e-05,1.0389046715002548e-05,1.9118481028482788e-18,5.9732603959575785e-09,0.0012422395614729179,0.0058859773936790673,0.00079999355368941228,3.2151839734841332e-05,5.1379427481445927e-09,2.268781780666341e-11,1.2645314061156952e-07,6.8000367741665785e-11,0.0027201906327996802,1.3417800076705958e-08,9.3076341260584712e-13,4.3059083170273263e-05,3.261564397591054e-12,3.1856004828918204e-14,2.7798923134465609e-19,4.0793953772057307e-06,1.3308916795110749e-18,4.4477374415472759e-18
0.6101916764244737,0.0022936222922075775,0.84210526299999999,0.0,0.0,0.0,0.048547748772350727,0.099401013873612956,6.2542826751864121e-08,2.0449974920285605e-05,1.0412639041766338e-05,1.9230300217075136e-18,6.0180252756660722e-09,0.0012440173585667449,0.0059390800113538842,0.00080678433071954762,3.2377337912064478e-05,5.172287563841117e-09,2.2851046548374873e-11,1.2709734338901745e-07,6.8589011942764004e-11,0.0027491947626741208,1.3527100111770069e-08,9.433375450105355e-13,4.3343721741940581e-05,3.2854189693902369e-12,3.1938537270286704e-14,2.821696458898804e-19,4.1488970502828051e-06,1.3636957480514505e-18,4.5321722178738258e-18
0.6107498167678134,0.0022936470321395295,0.84210526299999999,0.0,0.0,0.0,0.048516150278383532,0.099351382551503997,6.2719713433531566e-08,2.053878991652763e-05,1.0436250390911726e-05,1.9343148928423528e-18,6.063069123967612e-09,0.0012457682746306259,0.0059925928098511503,0.00081361079500870306,3.2603886619289569e-05,5.2067874833375641e-09,2.301520870734016e-11,1.2774447243094014e-07,6.9180790140345024e-11,0.0027784342435796363,1.3636851399417096e-08,9.5605661264874239e-13,4.3629497167048021e-05,3.3093858125311327e-12,3.2021704375291035e-14,2.8640143095106608e-19,4.2194425294540226e-06,1.3972487441157309e-18,4.6180575879749515e-18
0.611307957111153,0.0022936719982410542,0.84210526299999999,0.0,0.0,0.0,0.048484339081012871,0.099301401996258032,6.2897136846909533e-08,2.062771031149019e-05,1.0459880013528829e-05,1.9457035377651029e-18,6.1083927811530333e-09,0.0012474923250306153,0.0060465178339757742,0.00082047286090941606,3.2831483021902143e-05,5.2414420648185882e-09,2.3180305865454052e-11,1.2839452585346479e-07,6.977570108617504e-11,0.0028079100342003876,1.3747051300804068e-08,9.6892186814187134e-13,4.391640236949439e-05,3.3334650399895664e-12,3.2105509728409758e-14,2.9068501411470504e-19,4.2910446222297225e-06,1.4315660577819988e-18,4.7054150438652246e-18
0.6118660974544927,0.002293697191723546,0.84210526299999999,0.0,0.0,0.0,0.048452314206388424,0.099251070786854717,6.3075096025587639e-08,2.0716733830148966e-05,1.0483527138484425e-05,1.9571967739173104e-18,6.1539970799147453e-09,0.0012491895283334401,0.0061008571239248195,0.00082737044010032621,3.3060124177686653e-05,5.2762508530767001e-09,2.3346339582737334e-11,1.2904750174356901e-07,7.037374347622757e-11,0.0028376230879153534,1.3857697112466849e-08,9.8193457501129119e-13,4.4204430072125569e-05,3.3576567704011991e-12,3.2189956931666112e-14,2.9502081521821498e-19,4.3637162316966104e-06,1.4666633061380382e-18,4.7942662955135371e-18
0.6124242377978324,0.0022937226137941143,0.84210526299999999,0.0,0.0,0.0,0.048420074683484651,0.099200387509489063,6.3253589893185043e-08,2.0805858279365417e-05,1.0507190981032824e-05,1.9687954212804398e-18,6.1998828393026571e-09,0.0012508599068154558,0.0061556127143484888,0.00083430344116329892,3.3289807016044004e-05,5.3112133677543786e-09,2.351331132996244e-11,1.2970339693323024e-07,7.0974916006301652e-11,0.0028675743518389494,1.3968786153576562e-08,9.9509598795347287e-13,4.4493572760097511e-05,3.3819611269410125e-12,3.2275049615956975e-14,2.9940926250708048e-19,4.4374703733851741e-06,1.5025563749547292e-18,4.8846332803494694e-18
0.6129823781411721,0.002293748265657058,0.84210526299999999,0.0,0.0,0.0,0.048387619544148941,0.09914935075756573,6.3432617321111166e-08,2.0895081391395663e-05,1.0530870742618676e-05,1.9805002999904124e-18,6.2460508700257248e-09,0.0012525034862571457,0.0062107866343114448,0.00084127176978977618,3.35205283406029e-05,5.3463291101872853e-09,2.3681222536079599e-11,1.3036220792886451e-07,7.1579217333514215e-11,0.0028977647669715979,1.4080315697305543e-08,1.0084073711861067e-12,4.4783822686878719e-05,3.4063782357952951e-12,3.2360791383996628e-14,3.038507830306876e-19,4.5123201717877317e-06,1.5392614533975406e-18,4.9765382237214615e-18
0.6135405184845117,0.0022937741485160234,0.84210526299999999,0.0,0.0,0.0,0.048354947823118277,0.099097959131529953,6.3612177179257246e-08,2.098440085970115e-05,1.0554565622769085e-05,1.992312230380562e-18,6.2925019719248603e-09,0.0012541202957254297,0.0062663809073114883,0.00084827532891511976,3.3752284817914497e-05,5.3815975632889226e-09,2.3850074578050518e-11,1.3102393121602989e-07,7.2186645978797346e-11,0.0029281952683958353,1.4192282974863319e-08,1.0218699931062022e-12,4.5075171882881563e-05,3.4309082183934314e-12,3.2447185858482915e-14,3.0834580287729023e-19,4.5882788554177073e-06,1.5767949983859824e-18,5.0700035879443729e-18
0.614656799171191,0.0022938266120131694,0.84210526299999999,0.0,0.0,0.0,0.048288950790316129,0.098994105695158929,6.3972889359474332e-08,2.1163319730786508e-05,1.0601997475723295e-05,2.0162605259172376e-18,6.3862565401431288e-09,0.0012572737370714316,0.0063788385770045825,0.00086238773654938403,3.4218889256210047e-05,5.4525904356313031e-09,2.4190606401457984e-11,1.3235609852607192e-07,7.341087909092026e-11,0.0029897802403061292,1.4417519520988458e-08,1.0492540456202068e-12,4.5661135076242762e-05,3.4803073054639215e-12,3.2621947419613701e-14,3.1749804862055198e-19,4.7435763120269588e-06,1.6544147286332867e-18,5.2617066861750249e-18
0.6157730798578702,0.002293880013838268,0.84210526299999999,0.0,0.0,0.0,0.048222075925605463,0.098888816150861855,6.4335716176452835e-08,2.1342596584874075e-05,1.0649479893393621e-05,2.0406468619312486e-18,6.4811527449989034e-09,0.0012603205278332301,0.0064930017919137585,0.00087663983190120094,3.468959109765248e-05,5.5241874595478221e-09,2.4534916722339149e-11,1.3369986248077674e-07,7.4647602497049554e-11,0.0030523366264421322,1.464447307031091e-08,1.0772583677752931e-12,4.6251394027405723e-05,3.5301593997689404e-12,3.2799363273143357e-14,3.2686941649067996e-19,4.9034706667434474e-06,1.7355529319412377e-18,5.4599273380046091e-18
0.6168893605445495,0.0022939343634887296,0.84210526299999999,0.0,0.0,0.0,0.048154315623798447,0.098782079572318271,6.4700646281259505e-08,2.1522213135440739e-05,1.0697006016708376e-05,2.0654777788758201e-18,6.5771966279472554e-09,0.0012632610153964861,0.0066088865179071638,0.00089103073831870382,3.5164359073677039e-05,5.5963837994449379e-09,2.4883014589193755e-11,1.3505517946552409e-07,7.5896802546577006e-11,0.0031158716852886384,1.4873120446067563e-08,1.1058932369218035e-12,4.6845876689518564e-05,3.5804655360242398e-12,3.297946233488651e-14,3.3646332555205333e-19,5.0680715379652866e-06,1.820351673203193e-18,5.6648544127556467e-18
0.6180056412312287,0.0022939896704024633,0.84210526299999999,0.0,0.0,0.0,0.048085662338135507,0.098673885161509794,6.5067667480507954e-08,2.1702151020902906e-05,1.0744568817797273e-05,2.0907598038539148e-18,6.674394066705904e-09,0.0012660955958042179,0.0067265086114351733,0.00090555953512012845,3.5643159835884969e-05,5.6691743086355773e-09,2.5234908170506568e-11,1.3642199961454652e-07,7.7158464737472591e-11,0.0031803925726046037,1.5103438007388047e-08,1.1351689853732259e-12,4.7444507218316659e-05,3.631226763262151e-12,3.3162273573734139e-14,3.46283195163286e-19,5.2374902445730059e-06,1.9089578366199163e-18,5.8766809318692835e-18
0.6191219219179079,0.002294045943960121,0.84210526299999999,0.0,0.0,0.0,0.048016108584252704,0.098564222253329684,6.5436766766166292e-08,2.1882391852182526e-05,1.0792161105465173e-05,2.1164994460245408e-18,6.7727507742101013e-09,0.0012688247117857154,0.0068458838131134304,0.00092022525813337697,3.6125957943308008e-05,5.74255352895248e-09,2.5590604750263238e-11,1.3780026698573437e-07,7.8432573786711719e-11,0.0032459063394817255,1.5335401665282884e-08,1.1650960001077424e-12,4.8047205925298849e-05,3.6824441454755718e-12,3.3347826037968088e-14,3.563324423703303e-19,5.411839804607899e-06,2.0015232455809787e-18,6.0956041132573523e-18
0.6213544832912665,0.0022941614281970007,0.84210526299999999,0.0,0.0,0.0,0.047874270077493772,0.098340448985038798,6.6181143489745124e-08,2.2243708696957869e-05,1.0887404577014459e-05,2.1693775122713573e-18,6.9729640497939203e-09,0.0012739685386299493,0.0070899558740362394,0.00094996341318138045,3.7103394049889209e-05,5.8910547175553398e-09,2.6313431615152945e-11,1.4059088756640421e-07,8.1018067751487458e-11,0.00337994017824777,1.5804168741460863e-08,1.2269456149591943e-12,4.9264469569556098e-05,3.7862517008525341e-12,3.3727271438191455e-14,3.7713272623614021e-19,5.7757920317246835e-06,2.1991645304383989e-18,6.5555506143360154e-18
0.6235870446646251,0.002294280889940836,0.84210526299999999,0.0,0.0,0.0,0.047728741623609683,0.098110677274680369,6.6933656169014789e-08,2.2606016291887995e-05,1.0982675732779247e-05,2.2241635517792141e-18,7.1778789126892187e-09,0.0012786968944857615,0.0073412260726918449,0.0009802366416750074,3.8096342231932988e-05,6.041837480310035e-09,2.7051535669194706e-11,1.4342646537736776e-07,8.365314909082759e-11,0.0035180274482117867,1.6279220525663803e-08,1.2915261098935967e-12,5.0496951702600393e-05,3.8918969883985313e-12,3.4118033358888102e-14,3.9889143919066142e-19,6.1608662523977579e-06,2.4145935909157239e-18,7.0463573837198238e-18
0.6258196060379837,0.0022944044018022762,0.84210526299999999,0.0,0.0,0.0,0.04757946598199464,0.097874827033305148,6.7694172653081791e-08,2.2969167232446017e-05,1.1077911579088192e-05,2.2809086067005931e-18,7.3875352383310413e-09,0.001283014796745421,0.0075998155422719281,0.0010110357213972431,3.910444401415295e-05,6.1948469786098441e-09,2.7804943120808711e-11,1.463063236375942e-07,8.633767370421214e-11,0.0036602206105568651,1.6760349498429621e-08,1.3589221750233617e-12,5.174387251571183e-05,3.999388951060676e-12,3.4520349570663431e-14,4.2163573165095837e-19,6.5680275227779872e-06,2.6492154842248113e-18,7.5697579477171943e-18
0.6280521674113423,0.002294532035049295,0.84210526299999999,0.0,0.0,0.0,0.047426387280145664,0.097632820722503608,6.8462550411775384e-08,2.3333014251323573e-05,1.1173047130405626e-05,2.3396630838347393e-18,7.6019704100654278e-09,0.001286927809909308,0.0078658429726132118,0.0010423507892344619,4.012730792332878e-05,6.3500234962935301e-09,2.8573666071397498e-11,1.4922968851406951e-07,8.9071489815523113e-11,0.0038065702844835183,1.7247342036908837e-08,1.4292190846472745e-12,5.3004387285790083e-05,4.1087366091837915e-12,3.4934462117850291e-14,4.4539259300865377e-19,6.9982677903143295e-06,2.9045264023334062e-18,8.1275573431339287e-18
0.6302847287847009,0.0022946638597932455,0.84210526299999999,0.0,0.0,0.0,0.047269451137999033,0.097384583494648486,6.9238637802243918e-08,2.3697410428649187e-05,1.1268015677645799e-05,2.400476640066228e-18,7.8212194006656734e-09,0.0012904419736368897,0.0081394244137248696,0.0010741713608196802,4.1164510018143062e-05,6.5073025393056429e-09,2.9357702778877705e-11,1.5219569190112753e-07,9.1854439649292431e-11,0.0039571251949338465,1.7739978791380353e-08,1.5025026109835306e-12,5.4277585639146358e-05,4.2199489920472883e-12,3.5360618492929048e-14,4.7018880560845218e-19,7.4526057129233938e-06,3.1821178590607605e-18,8.7216334903712621e-18
0.6325172901580595,0.0022947999446943377,0.84210526299999999,0.0,0.0,0.0,0.047108604785770412,0.097130043324746826,7.0022275582302985e-08,2.4062209353177512e-05,1.136274909581825e-05,2.4633980797865095e-18,8.0453149098534628e-09,0.0012935637323481153,0.0084206730900218199,0.0011064863499467583,4.2215594564048401e-05,6.666614962592603e-09,3.0157038010659707e-11,1.5520337575458976e-07,9.4686360289181105e-11,0.0041119321248049004,1.8238034913584933e-08,1.5788589446132141e-12,5.5562491133230596e-05,4.3330350420733336e-12,3.57990730160054e-14,4.9605089596566231e-19,7.9320864293441398e-06,3.4836809778728409e-18,9.3539385678879301e-18
0.634749851531418,0.0022949403569085397,0.84210526299999999,0.0,0.0,0.0,0.046943797167948186,0.096869131126218241,7.0813298110079485e-08,2.4427265267147666e-05,1.1457178089685432e-05,2.5284752503342997e-18,8.2742874975150758e-09,0.0012962998717934349,0.0087096992363599555,0.0011392840862529865,4.328007478838167e-05,6.8278871063465602e-09,3.0971643433207188e-11,1.5825169630849807e-07,9.7567084558931603e-11,0.0042710358737481809,1.8741280308249383e-08,1.6583746273436723e-12,5.6858061136371434e-05,4.4480035161799848e-12,3.6250088040309536e-14,5.2300508597167855e-19,8.4377813057400596e-06,3.8110109018960052e-18,1.002650043915049e-17
0.6369824129047766,0.0022950851622821886,0.84210526299999999,0.0,0.0,0.0,0.046774979074603061,0.096601780895995831,7.1611534748758805e-08,2.4792433330110746e-05,1.1551232497346443e-05,2.595754910484691e-18,8.5081656781891422e-09,0.001298657437307754,0.0090066098915633549,0.0011725523383761935,4.4357433686135881e-05,6.9910409350430717e-09,3.1801477980447909e-11,1.6133952717066604e-07,1.0049644293108693e-10,0.0044344792077427864,1.9249480064972946e-08,1.7411364441947953e-12,5.8163186943659492e-05,4.5648628972689187e-12,3.6713935235937897e-14,5.5107724573783878e-19,8.970787565552342e-06,4.1660111656987795e-18,1.0741423797475735e-17
0.6392149742781352,0.0022952344247350372,0.84210526299999999,0.0,0.0,0.0,0.046602103245628461,0.096327929831192302,7.2416812492335094e-08,2.5157569415066354e-05,1.1644841760611641e-05,2.6652826959960357e-18,8.7469763007420567e-09,0.0013006436693238351,0.0093115087319570571,0.0012062783320992106,4.5447125412357739e-05,7.1559942975663283e-09,3.2646488729065773e-11,1.6446567145092057e-07,1.034742613364393e-10,0.0046023028173683301,1.9762394105435493e-08,1.827231402691853e-12,5.9476694226676333e-05,4.6836212098776061e-12,3.7190897825654268e-14,5.8029284297855382e-19,9.5322279235394945e-06,4.5506982148533251e-18,1.1500891590528291e-17
0.6414475356514938,0.002295388206736792,0.84210526299999999,0.0,0.0,0.0,0.046425124467819358,0.096047518436489912,7.3228955552357685e-08,2.5522530775802081e-05,1.1737934874112317e-05,2.7371030400793767e-18,8.9907446622161769e-09,0.0013022659422893528,0.0096244959163753561,0.0012404487679274127,4.6548576548400122e-05,7.3226611134949826e-09,3.3506611549769462e-11,1.6762886230290216e-07,1.0650036371121382e-10,0.0047745452802342696,2.027977789053321e-08,1.916746689924922e-12,6.0797343807504738e-05,4.8042859806870562e-12,3.7681271311440627e-14,6.1067688253394759e-19,1.0123250169651199e-05,4.9672064766098127e-18,1.2307167041176651e-17
0.6436800970248524,0.002295546568878726,0.84210526299999999,0.0,0.0,0.0,0.046243999667247189,0.095760490628276199,7.4047790187447552e-08,2.5887175220379663e-05,1.1830441353425466e-05,2.8112590187363985e-18,9.2394946085822385e-09,0.0013035317079676837,0.0099456679355932054,0.0012750498385592684,4.7661186973481833e-05,7.4909515520550667e-09,3.4381771492958703e-11,1.7082777255017913e-07,1.0957457255599261e-10,0.0049512430227767598,2.0801382356490331e-08,2.0097694403264005e-12,6.2123832773122029e-05,4.9268640588652422e-12,3.8185365811589137e-14,6.4225389911901063e-19,1.0745026718117485e-05,5.4177921143449528e-18,1.3162593398846497e-17
0.645912658398211,0.00229570956996865,0.84210526299999999,0.0,0.0,0.0,0.046058688002977514,0.095466793838551986,7.487313943505244e-08,2.625136294662166e-05,1.1922290137339706e-05,2.8877922190196358e-18,9.4932490438138704e-09,0.0013044484369489331,0.010275117459185645,0.0013100672461928476,4.8784332260588847e-05,7.6607723813102628e-09,3.5271884063183235e-11,1.7406101696965912e-07,1.1269670757703812e-10,0.005132430282865726,2.1326954026818514e-08,2.1063870552504811e-12,6.3454795887940926e-05,5.0513615506464567e-12,3.8703505029979859e-14,6.7504781752997399e-19,1.1398754061276644e-05,5.9048384692827101e-18,1.4069596343926718e-17
0.6479219636342337,0.002295860284343768,0.84210526299999999,0.0,0.0,0.0,0.045888295853123158,0.095196724216311243,7.5621384822646885e-08,2.6578625501423395e-05,1.2004334547817818e-05,2.9587380883232619e-18,9.7259250611756028e-09,0.0013049812125890839,0.010578772689479656,0.0013419266840657834,4.9803634188159613e-05,7.8148397956352767e-09,3.6085692242248905e-11,1.7699911097168781e-07,1.1554745352328372e-10,0.005299363857576434,2.1803147346789146e-08,2.1964884290763077e-12,6.4655310802698543e-05,5.1650546031811281e-12,3.9182123399768358e-14,7.0562215925568181e-19,1.2015434473200248e-05,6.3764310207067988e-18,1.4932070561634323e-17
0.6497303383466542,0.002295999212643052,0.84210526299999999,0.0,0.0,0.0,0.045731994739686033,0.094948981593659318,7.6299099993512422e-08,2.6872665254785395e-05,1.2077629467364395e-05,3.0242870339889834e-18,9.9388274547293813e-09,0.0013052285689223412,0.010857907602946316,0.0013708691336751558,5.0727449388388688e-05,7.9544336392141849e-09,3.6828348882434558e-11,1.7966530544582365e-07,1.1814607710479448e-10,0.0054527535053440239,2.2234132445956373e-08,2.2801821924671333e-12,6.5736993985782323e-05,5.2687136670786848e-12,3.9623061533799793e-14,7.3401173397015819e-19,1.2594166953899693e-05,6.8294477716539316e-18,1.5747313444796843e-17
0.6515387130590746,0.0022961412828138403,0.84210526299999999,0.0,0.0,0.0,0.045572881777024662,0.094696782023810294,7.6980791373851559e-08,2.7166159705996837e-05,1.2150370105603319e-05,3.0914649162353986e-18,1.0155051666300249e-08,0.0013052600014909037,0.011142624877810998,0.0014000577994506289,5.1656990990182108e-05,8.0948555269994028e-09,3.7580637055465149e-11,1.8235142362775559e-07,1.2077581534605519e-10,0.0056091422277559479,2.2667255596037463e-08,2.3663894880493765e-12,6.6818990261600377e-05,5.3736395468207077e-12,4.0073852557491372e-14,7.6324026483197805e-19,1.3196065739073302e-05,7.311066239514733e-18,1.6600986007726286e-17
0.6533470877714951,0.002296286522320238,0.84210526299999999,0.0,0.0,0.0,0.045410939916135575,0.094440104743467979,7.7666375755332207e-08,2.745903654895915e-05,1.2222521023872149e-05,3.1602910429399122e-18,1.0374608948288797e-08,0.0013050793008133762,0.01143296580049402,0.0014294842140862528,5.2591885592982958e-05,8.2360502836910866e-09,3.8342496363442268e-11,1.8505665437038962e-07,1.2343656648202044e-10,0.0057685438510199664,2.3102373956377556e-08,2.4551564181502625e-12,6.7900463226631882e-05,5.4798333527560681e-12,4.0534707434929603e-14,7.9331922677339425e-19,1.3821810252103384e-05,7.8228195130646384e-18,1.7494542248845183e-17
0.6549746250126735,0.0022964199696221786,0.84210526299999999,0.0,0.0,0.0,0.045262760336718229,0.094205250946323441,7.8286664264695047e-08,2.77220383962987e-05,1.228692380425857e-05,3.2236590711395211e-18,1.0575069575376722e-08,0.0013047383673764181,0.011699113439616521,0.0014561641184217624,5.3437552681297927e-05,8.3637400090513836e-09,3.9036301195513856e-11,1.8750703590489753e-07,1.2585767327081388e-10,0.0059145919534615123,2.3495566816129752e-08,2.5372734058012605e-12,6.8872632115842688e-05,5.5764922692554491e-12,4.0958263054252697e-14,8.2112658305559102e-19,1.4405937290775237e-05,8.3104810473245367e-18,1.8334074714324285e-17
0.6566021622538518,0.0022965560243146054,0.84210526299999999,0.0,0.0,0.0,0.045112265587801424,0.093966742006387008,7.8909984287667998e-08,2.7984430442566009e-05,1.2350795468716884e-05,3.2883900586582017e-18,1.0778247446383686e-08,0.0013042312628244897,0.011969875524211115,0.0014830231694943831,5.4286964488188481e-05,8.4919687799693823e-09,3.9737760407938946e-11,1.8997164448925172e-07,1.2830374059836625e-10,0.0060630995288336563,2.3890151934536536e-08,2.6215348603458803e-12,6.9843040969639982e-05,5.6741785320536558e-12,4.1390315640904395e-14,8.4963962476850881e-19,1.5010444998857769e-05,8.8250540762529563e-18,1.9208233295813194e-17
0.6582296994950302,0.002296694704482577,0.84210526299999999,0.0,0.0,0.0,0.044959445586089032,0.093724566338026588,7.9536280598074441e-08,2.824616143668456e-05,1.2414111476304402e-05,3.3544967097626583e-18,1.0984151152903414e-08,0.0013035605721000859,0.012245278122532906,0.0015100548274308604,5.513983400573462e-05,8.6206944023246142e-09,4.04468247990974e-11,1.9244985718485988e-07,1.307746903390206e-10,0.0062140745289353105,2.4286021674735249e-08,2.707973929019326e-12,7.0811035680617312e-05,5.7728916535466316e-12,4.1831041061455034e-14,8.7886604053356692e-19,1.5635847038289493e-05,9.3677945030846009e-18,2.0118159132076604e-17
0.6598572367362086,0.0022968360275751605,0.84210526299999999,0.0,0.0,0.0,0.044804291010907632,0.093478713504030975,8.0165502258962785e-08,2.8507180606141336e-05,1.2476847762395634e-05,3.4219909408892331e-18,1.1192789393296941e-08,0.0013027288136990983,0.012525345985842241,0.0015372524422655165,5.5995870339115063e-05,8.7498743712748813e-09,4.1163444605027702e-11,1.9494107971273333e-07,1.332704438818762e-10,0.0063675242198105901,2.4683067175649879e-08,2.7966243595663647e-12,7.1775949649864845e-05,5.8726306603265298e-12,4.2280621028427675e-14,9.0881312630436386e-19,1.6282662491694696e-05,9.9400023249365863e-18,2.1065016726055533e-17
