Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66)
1e-12,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.3061374751120849e-19,1.3062197497054342e-19,8.5077777288510559e-24,2.8740817767310725e-36,2.5904570221266062e-34,2.5904703369591241e-34,2.0544197031702333e-39,6.5663878378212586e-30,1.7135351002951665e-34,3.998481889127078e-43,2.8030526138062208e-25,4.0909480889272021e-45,3.5339398581160117e-47,1.9760405244271042e-50,7.5473055790703966e-51
1.023e-12,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.3361690451550606e-19,1.3362542227415376e-19,8.8045155142960979e-24,2.9746483821529824e-36,2.6966346248529087e-34,2.6966485478802939e-34,2.1448246738850145e-39,6.7954152747328482e-30,1.7836567226103195e-34,4.174294320132582e-43,2.8674327600795666e-25,4.2708328800262637e-45,3.6894471907964731e-47,2.065985533352818e-50,7.8908422825557649e-51
2.047e-12,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.6730945849317048e-19,2.6734412054058451e-19,3.5234543400852167e-23,1.1960368720106191e-35,2.1703489484756446e-33,2.1703774606355352e-33,3.4539370029424154e-38,2.7195932585348653e-29,1.4277247010299293e-33,6.682850500441365e-42,5.7244159710983419e-25,6.8389824019045168e-44,5.936786442599787e-46,6.6503579842095295e-49,2.5400387562989311e-49
4.095e-12,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.3464170205943199e-19,5.3478152074151671e-19,1.4095902904513568e-22,4.7961491050823419e-35,1.7413717574749406e-32,1.7414223661177328e-32,5.5437233438289729e-37,1.0881223780139922e-28,1.1424075880738088e-32,1.0694744344394444e-40,1.1401293532264168e-24,1.0945081604179364e-42,9.5142449907927123e-45,2.1318467239765287e-47,8.142349895869042e-48
8.191e-12,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.069094816022591e-18,1.0696563356240866e-18,5.6378133286719161e-22,1.9205368173424923e-34,1.3948853794475491e-31,1.3949703311775193e-31,8.8823746534623516e-36,4.3530593496962256e-28,9.1387114411630794e-32,1.7110160424678073e-39,2.260860899053458e-24,1.7508516647668757e-41,1.5197648517810511e-43,6.8113664942028413e-46,2.601506788277306e-46
1e-11,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.3049496854486333e-18,1.3058840190134541e-18,9.3707823909607784e-22,3.1931835639356874e-34,3.5517435931799647e-31,3.5521168550336473e-31,3.8314986662802458e-35,7.2371065681778256e-28,2.3259477779285773e-31,7.3760534209357435e-39,2.7432272095158082e-24,7.5456150043431805e-41,6.5231120767648349e-43,5.3170328047166554e-45,2.030740954310038e-45
1.6383e-11,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.1371562258280861e-18,2.1394060218185022e-18,2.2542447136449884e-21,7.6836778610635811e-34,1.1162150435774768e-30,1.116354099089526e-30,1.4216703887707424e-34,1.7413377101935719e-27,7.308416077333613e-31,2.736496087630381e-38,4.4452416703677556e-24,2.7992256461786806e-40,2.4177266491950836e-42,2.1674647597008929e-44,8.2782134409897282e-45
3.2767e-11,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,4.269905160804858e-18,4.2789056085702338e-18,9.0090587157420205e-21,3.0716773326507581e-33,8.9244011962349299e-30,8.9266495359239436e-30,2.2734513710155532e-33,6.9655790418729113e-27,5.8419839873551519e-30,4.37424673984561e-37,8.5970281339299393e-24,4.4711507039704171e-39,3.8199960805523322e-41,6.8506750520992338e-43,2.616409160981764e-43
6.5535e-11,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,8.521950457788298e-18,8.55790555729756e-18,3.5971270092017708e-20,1.2266368144749111e-32,7.1269461186035151e-29,7.1305570742137364e-29,3.631393938713714e-32,2.7862774690820281e-26,4.6657406340136357e-29,6.9851290028140749e-36,1.6114928486230308e-23,7.1289500417178856e-38,5.9589758957290166e-40,2.138216752601709e-41,8.1658133918661946e-42
9.999999999999999e-11,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.10526315799999998,1.2966083176996075e-17,1.3058509112450731e-17,9.2448734277682595e-20,3.1527338448771317e-32,3.3249233366401283e-28,3.3281300121908553e-28,3.216534937553473e-31,7.1821876401927291e-26,2.1775282244771677e-28,6.1856084014303605e-35,2.2655511791879312e-23,6.2946555541500184e-37,5.0548660501865596e-39,3.5289468177880153e-40,1.3475506116206195e-40
1.31071e-10,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999984,0.10526315799999998,1.6972572302732469e-17,1.7115908011686601e-17,1.4336448329009501e-19,4.8891551659746923e-32,5.6799083564466709e-28,5.6856803886159996e-28,5.7889374600472098e-31,1.1145203015982098e-25,3.7199932393846485e-28,1.1132352759944773e-34,2.855199993607836e-23,1.1326742658411549e-36,9.0747299422430518e-39,6.5176093247801147e-40,2.4887821559315884e-40
2.62143e-10,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.05263157899999997,0.10526315799999997,3.3662638872891304e-17,3.4231920080686749e-17,5.6932819364766e-19,1.9416500135291059e-31,4.5089862281721445e-27,4.5181652432317854e-27,9.1934161016206913e-30,4.4581006565049804e-25,2.9559903154351915e-27,1.7672555289059389e-33,4.6098741235050564e-23,1.7871379962887677e-35,1.3228053215412032e-37,1.9029572507528763e-38,7.2648922277374176e-39
5.24287e-10,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999935,0.10526315799999993,6.6219108820494047e-17,6.846395950275109e-17,2.2449194526655897e-18,7.6562662603509429e-31,3.5521280208588952e-26,3.5666073166652808e-26,1.4492186900533893e-28,1.7832445168647456e-24,2.3333860122338006e-26,2.7839146712906581e-32,6.5239441311895149e-23,2.781204331953487e-34,1.7908580002622456e-36,5.1663946794015169e-37,1.9714718879515641e-37
9.999999999999999e-10,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999873,0.10526315799999987,1.2245530170190289e-16,1.3058489764475077e-16,8.1296872899796845e-18,2.7726433314019351e-30,2.5343729441991682e-25,2.5549271959916084e-25,2.056562756924218e-27,6.6373368252552829e-24,1.6714935022376169e-25,3.9453487300731957e-31,7.8325896284228191e-23,3.8176659652292262e-33,1.9855073750232574e-35,1.1458340852452392e-35,4.3684886281915764e-36
1.0485750000000002e-09,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999866,0.10526315799999986,1.2819757292260623e-16,1.369280595306939e-16,8.7305802605260727e-18,2.977579577548656e-30,2.7568867369758074e-25,2.7793919331431925e-25,2.2517601892640117e-27,7.1329876354708381e-24,1.8183433346297674e-25,4.3197813166275102e-31,7.9662152704130697e-23,4.1790885545184548e-33,2.1699608753595559e-35,1.2575596728900347e-35,4.7944238252929435e-36
2.0971510000000003e-09,0.0018200765164140588,0.84210526299999999,0.0,0.0,0.0,0.052631578999999727,0.10526315799999969,2.4077919269890845e-16,2.7385627083069731e-16,3.3077219679991722e-17,1.1281095252660005e-29,2.0797044242933168e-24,2.1137297894753311e-24,3.4038346973159881e-26,2.8531970556802444e-23,1.3828407257261705e-24,6.5127543231035477e-30,8.6563958031515854e-23,5.9694193366961655e-32,2.2800680510129011e-34,2.6599254531503172e-34,1.0122428095112178e-34
4.194303e-09,0.0018200765164140585,0.84210526299999999,0.0,0.0,0.0,0.052631578999999457,0.10526315799999933,4.2816347204600262e-16,5.4771266203469078e-16,1.1954949231565731e-16,4.0772843851403542e-29,1.4894595326660313e-23,1.5383792263702707e-23,4.893418424424966e-25,1.1412790975580632e-22,1.0064280831053594e-23,9.3149315196464015e-29,8.8965590526958561e-23,7.7323305307072323e-31,2.0473061438362275e-33,4.8169275541375659e-33,1.8264027768215695e-33
