Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66)
0.015312981909759495,0.0018200765085844644,0.84210526299999999,0.0,0.0,0.0,0.052631571924242705,0.10526314805152294,4.3662235220951243e-11,1.8774660705590721e-09,4.6233839613687673e-09,1.5768275572887733e-21,3.6463850071095784e-14,2.3691524091466478e-09,3.0887787321135214e-09,6.8042177508794063e-10,3.6884081750830307e-11,8.2252632565710797e-15,5.4741710859051866e-17,2.0193992475389513e-14,5.6512450489823415e-19,2.6259429263225036e-12,6.7340104956399442e-17
0.015988663252989848,0.0018200765079683975,0.84210526299999999,0.0,0.0,0.0,0.052631571252738735,0.10526314718424042,4.7246501712391138e-11,1.9805238185223897e-09,5.0029374948854795e-09,1.7062761350376545e-21,3.9426953020295683e-14,2.6539934692216059e-09,3.4623762614641912e-09,7.3256534551298777e-10,3.9972740133999024e-11,8.9259885547616062e-15,5.9259983264102559e-17,2.3647803182142127e-14,6.3334911660653261e-19,3.0547834356050673e-12,7.5469857953886663e-17
0.0166643445962202,0.0018200765073205863,0.84210526299999999,0.0,0.0,0.0,0.052631570536912385,0.10526314626363824,5.1024317273078641e-11,2.0876284412001479e-09,5.4029870813384924e-09,1.8427149915191312e-21,4.2539982826539065e-14,2.9622432094575795e-09,3.8658898896665787e-09,7.8662503004249433e-10,4.3233613355712615e-11,9.6677421880568013e-15,6.4037732010475018e-17,2.758315060165625e-14,7.0723546782520903e-19,3.5344945305852588e-12,8.4274280023604856e-17
0.01734002593945055,0.0018200765066395841,0.84210526299999999,0.0,0.0,0.0,0.052631569774552751,0.10526314528700316,5.5004084343714207e-11,2.1990998005396364e-09,5.8244224916563288e-09,1.9864475874734189e-21,4.5809680992925057e-14,3.295202035644523e-09,4.3008290876230645e-09,8.4268931286643584e-10,4.6674736166048145e-11,1.0452667864922001e-14,6.9088791495211028e-17,3.2056376079973059e-14,7.8710694775588743e-19,4.0692459600694888e-12,9.3791907233080537e-17
0.018015707282680902,0.0018200765059238685,0.84210526299999999,0.0,0.0,0.0,0.05263156896334284,0.10526314425149245,5.919461581329645e-11,2.3152676209062485e-09,6.2681769600453041e-09,2.1377922070076789e-21,4.924321561496918e-14,3.6542319158003151e-09,4.7687718124146513e-09,9.0085724047990138e-10,5.0304591268130296e-11,1.1283047358869563e-14,7.4427859691076941e-17,3.7129699928107085e-14,8.7330337381148503e-19,4.6634449051582431e-12,1.040632332740181e-16
0.018691388625911253,0.0018200765051718402,0.84210526299999999,0.0,0.0,0.0,0.052631568100853614,0.10526314315412685,6.3605156742580143e-11,2.4364725098216733e-09,6.7352294844273861e-09,2.2970827421720758e-21,5.2848196667145909e-14,4.0407598552990315e-09,5.2713687838956312e-09,9.6123829577920645e-10,5.4132138465967096e-11,1.2161310889428238e-14,8.007056379089886e-17,4.2871810201742701e-14,9.6618202778336006e-19,5.3217481114795149e-12,1.1513083293354593e-16
0.019367069969141604,0.0018200765043818198,0.84210526299999999,0.0,0.0,0.0,0.052631567184538,0.10526314199178294,6.8245406434413526e-11,2.5630670300103796e-09,7.2266071635916897e-09,2.464669490057253e-21,5.6632692795499595e-14,4.4562815958380581e-09,5.8103479183709324e-09,1.023952333386799e-09,5.8166845779251867e-11,1.3090048329113341e-14,8.6033530998753097e-17,4.935850972993087e-14,1.0661187689327208e-18,6.049074790713716e-12,1.2703949473185307e-16
0.020042751312371956,0.001820076503552042,0.84210526299999999,0.0,0.0,0.0,0.052631566211724434,0.10526314076118555,7.3125540913740754e-11,2.6954168265969036e-09,7.7433875777121541e-09,2.6409199646821191e-21,6.0605249437340154e-14,4.9023655501391323e-09,6.3875189338500095e-09,1.0891295751624901e-09,6.2418721880584848e-11,1.4072021131796829e-14,9.2334463842658947e-17,5.66734268232807e-14,1.1735092295655617e-18,6.8506203486516329e-12,1.3983636338867891e-16
0.020718432655602307,0.0018200765026806535,0.84210526299999999,0.0,0.0,0.0,0.052631565179610269,0.10526313945889938,7.8256235867906941e-11,2.8339018129780557e-09,8.286701217593593e-09,2.8262197255007583e-21,6.4774908317267333e-14,5.3806569848494618e-09,7.0047781410674752e-09,1.156910665249486e-09,6.689834998528849e-11,1.5110175050626403e-14,9.899222043160656e-17,6.4908795509672839e-14,1.2887700991287286e-18,7.7318710009009253e-12,1.5357109283809629e-16
0.02139411399883266,0.0018200765017657068,0.84210526299999999,0.0,0.0,0.0,0.052631564085254642,0.10526313808132055,8.3648690089199858e-11,2.9789174187780656e-09,8.8577339670843346e-09,3.020973224042157e-21,6.9151228529012944e-14,5.8928824648762006e-09,7.664113434512602e-09,1.227446784320079e-09,7.1616923866296195e-11,1.620765383726123e-14,1.060269008301072e-16,7.4166311832814256e-14,1.4123405033789009e-18,8.6986193418372678e-12,1.6829601057227443e-16
0.02206979534206301,0.0018200765008051592,0.84210526299999999,0.0,0.0,0.0,0.052631562925571203,0.10526313662466744,8.931464946338313e-11,3.1308759041772379e-09,9.4577296432882566e-09,3.225604670262777e-21,7.3744309281365629e-14,6.4408545741502431e-09,8.3676094989302905e-09,1.3008998228959642e-09,7.6586286208744177e-11,1.7367814017987346e-14,1.1345994014152365e-16,8.4558073371763899e-14,1.5446834859866007e-18,9.7569809374799841e-12,1.8406629419148105e-16
0.02274547668529336,0.0018200764997968646,0.84210526299999999,0.0,0.0,0.0,0.052631561697320466,0.10526313508497119,9.5266431548048191e-11,3.2902077456326328e-09,1.0087992599218164e-08,3.4405589201951661e-21,7.8564814307267696e-14,7.0264769295095097e-09,9.1174532478801458e-09,1.3774426138405214e-09,8.1818969239800229e-11,1.8594240784506333e-14,1.2131420854250096e-16,9.6207609650193492e-14,1.6862876008185447e-18,1.0913412018595301e-11,2.0094016114259899e-16
0.023421158028523712,0.0018200764987385716,0.84210526299999999,0.0,0.0,0.0,0.052631560397101582,0.10526313345806586,1.0151695077853399e-10,3.4573630981780953e-09,1.0749890392887152e-08,3.6663023862556672e-21,8.3623998026650764e-14,7.6517495056396901e-09,9.9159395114989535e-09,1.4572592244127127e-09,8.7328237875392738e-11,1.9890765108719193e-14,1.2961411894559503e-16,1.0925101175150096e-13,1.8376686239576998e-18,1.2174728356499435e-11,2.1897907272566405e-16
0.024096839371754063,0.0018200764976279184,0.84210526299999999,0.0,0.0,0.0,0.052631559021344011,0.10526313173957773,1.0807974433382044e-10,3.6328133398059765e-09,1.1444856526267903e-08,3.9033239713810753e-21,8.8933733609043794e-14,8.3187742904892468e-09,1.0765476991338836e-08,1.5405453085945784e-09,9.3128135806894637e-11,2.1261482236106208e-14,1.3838574324295272e-16,1.2383817026599745e-13,1.9993713954270615e-18,1.354812541082201e-11,2.3824795355596009e-16
0.024772520714984415,0.0018200764964624247,0.84210526299999999,0.0,0.0,0.0,0.052631557566298497,0.10526312992491438,1.1496899869261956e-10,3.8170527041028206e-09,1.2174393257319454e-08,4.1521360280854388e-21,9.4506543039574366e-14,9.0297612924871772e-09,1.1668594501317581e-08,1.6275085207167695e-09,9.923353479568566e-11,2.2710771683711207e-14,1.4765693791198273e-16,1.4013413149887321e-13,2.1719718016769097e-18,1.5041199846006731e-11,2.5881542779953992e-16
0.025448202058214766,0.0018200764952394923,0.84210526299999999,0.0,0.0,0.0,0.052631556028027701,0.1052631280092531,1.2219957690698448e-10,4.0106000079098255e-09,1.2940074487973726e-08,4.413275343423472e-21,1.0035562927571282e-13,9.7870349228318655e-09,1.262794751501044e-08,1.7183689917163603e-09,1.056601873783556e-10,2.4243318859785876e-14,1.5745747971112583e-16,1.5832058265701896e-13,2.3560789110955312e-18,1.6661972521671333e-11,2.8075407364306333e-16
0.026123883401445117,0.0018200764939563935,0.84210526299999999,0.0,0.0,0.0,0.052631554402396391,0.10526312598752857,1.2978704661584133e-10,4.2140004812022956e-09,1.3743548730452832e-08,4.6873041506692504e-21,1.0649491062381839e-13,1.0593040778001376e-08,1.3646325040611143e-08,1.8133598696896332e-09,1.1242478331911675e-10,2.5864138457584271e-14,1.6781921241008529e-16,1.7859747763172629e-13,2.5523372760702523e-18,1.8418913071184564e-11,3.0414069760980004e-16
0.02679956474467547,0.001820076492610269,0.84210526299999999,0.0,0.0,0.0,0.052631552685061041,0.10526312385441995,1.3774770881607179e-10,4.4278277068916004e-09,1.4586542153781894e-08,4.9748111683461532e-21,1.1293905749026563e-13,1.1450352849729948e-08,1.4726656846142657e-08,1.9127279267551226e-09,1.1954501022416165e-10,2.7578599799800996e-14,1.7877620564593722e-16,2.0118481600679839e-13,2.7614294165322978e-18,2.0320966193008055e-11,3.2905663050125487e-16
0.02747524608790582,0.001820076491198122,0.84210526299999999,0.0,0.0,0.0,0.052631550871458883,0.10526312160433744,1.4609862740466966e-10,4.65268567890338e-09,1.5470861711927581e-08,5.2764126670959085e-21,1.1970353165584077e-13,1.2361681192068914e-08,1.5872021058979478e-08,2.0167342346137375e-09,1.2703961870102537e-10,2.9392454310304762e-14,1.9036492699916331e-16,2.2632458897138749e-13,2.984078501516147e-18,2.2377579790602301e-11,3.5558804693419507e-16
0.02815092743113617,0.0018200764897168102,0.84210526299999999,0.0,0.0,0.0,0.05263154895679642,0.10526311923140787,1.5485765950076322e-10,4.8892109875221693e-09,1.6398398354491216e-08,5.5927535647035127e-21,1.2680462822843756e-13,1.3329880077662635e-08,1.7085652165322137e-08,2.1256549115807779e-09,1.3492849245668947e-10,3.1311865299554593e-14,2.0262442844439587e-16,2.5428290690941811e-13,3.2210512470345028e-18,2.4598735109150186e-11,3.8382631065381802e-16
0.028826608774366522,0.001820076488163041,0.84210526299999999,0.0,0.0,0.0,0.052631546936037339,0.10526311672945955,1.6404348655065532e-10,5.1380751415888084e-09,1.7371130320287856e-08,5.9245085493910901e-21,1.3425952045569131e-13,1.4357956678008867e-08,1.8370949436926173e-08,2.2397819442713173e-09,1.4323272380813086e-10,3.3343440275689568e-14,2.1559654848766199e-16,2.853523246288264e-13,3.4731610505126311e-18,2.6994979031143092e-11,4.1386834803528365e-16
0.029502290117596874,0.0018200764865333638,0.84210526299999999,0.0,0.0,0.0,0.052631544803889735,0.10526311409200657,1.7367564621321707e-10,5.3999870377861269e-09,1.8391126513526175e-08,6.2723832312834931e-21,1.420863076000204e-13,1.5449080305349386e-08,1.973148581423096e-08,2.3594240875495845e-09,1.5197469513858669e-10,3.5494266015064666e-14,2.2932613143584274e-16,3.1985438148149819e-13,3.7412713841870335e-18,2.9577458708139793e-11,4.4581705244335895e-16
0.030177971460827225,0.0018200764848241649,0.84210526299999999,0.0,0.0,0.0,0.052631542554792556,0.10526311131223182,1.8377456501700365e-10,5.6756955879639939e-09,1.9460549961672087e-08,6.6371153217328934e-21,1.5030406609015376e-13,1.6606592256985419e-08,2.117101727708562e-08,2.4849078468081267e-09,1.6117816686007001e-10,3.7771946641139402e-14,2.4386126533779123e-16,3.5814237497738909e-13,4.0262994722943447e-18,3.2357958722905859e-11,4.7978172240839152e-16
0.030853652804057576,0.0018200764830316562,0.84210526299999999,0.0,0.0,0.0,0.052631540182901525,0.10526310838296932,1.9436159177385345e-10,5.9659925161815714e-09,2.0581661353378979e-08,7.0194758399508626e-21,1.5893290418127599e-13,1.7834016306199027e-08,2.2693492736495649e-08,2.6165785471254366e-09,1.7086837249147731e-10,4.0184644980961873e-14,2.592535402619017e-16,4.0060438791968424e-13,4.3292202795725925e-18,3.5348940994865673e-11,5.1587853689811794e-16
0.03152933414728793,0.0018200764811518737,0.84210526299999999,0.0,0.0,0.0,0.052631537682074084,0.10526310529668556,2.0545903172641334e-10,6.2717153378753306e-09,2.1756822654091786e-08,7.4202703461319712e-21,1.6799402038216437e-13,1.913506988760128e-08,2.4303064483227184e-08,2.7548014943625765e-09,1.8107212153793673e-10,4.2741127495506546e-14,2.7555832874084201e-16,4.4766659060699802e-13,4.6510708415939609e-18,3.8563587662562594e-11,5.5423107132191891e-16
0.03220501549051828,0.0018200764791806644,0.84210526299999999,0.0,0.0,0.0,0.052631535045853599,0.10526310204545983,2.170901813992367e-10,6.5937505343261815e-09,2.2988500796106465e-08,7.8403401999712416e-21,1.7750976593317919e-13,2.0513676028675887e-08,2.6004099231760143e-08,2.8999632338021569e-09,1.918179109300607e-10,4.5450813107030297e-14,2.9283509037950031e-16,4.9979684125817843e-13,4.9929549707919219e-18,4.2015847199857752e-11,5.9497085830257291e-16
0.032880696833748634,0.0018200764771136805,0.84210526299999999,0.0,0.0,0.0,0.052631532267452603,0.10526309862096314,2.2927936411480063e-10,6.9330369363982375e-09,2.4279271438986547e-08,8.2805638431778289e-21,1.8750371164332594e-13,2.1973976083572596e-08,2.7801189800998519e-08,3.0524729125101394e-09,2.0313604585009364e-10,4.8323826273003152e-14,3.1114770278450738e-16,5.5750860950139679e-13,5.3560483757853664e-18,4.5720484048165719e-11,6.3823799769617428e-16
0.033556378176978985,0.001820076474946371,0.84210526299999999,0.0,0.0,0.0,0.052631529339735215,0.10526309501443633,2.4205196612675924e-10,7.2905693323327123e-09,2.5631822795282255e-08,8.7418581042610713e-21,1.9800071942344048e-13,2.3520343329837298e-08,2.9699167476334881e-08,3.2127637522156735e-09,2.1505877085479894e-10,5.1371054686282128e-14,3.305648211586229e-16,6.2136524953437294e-13,5.7416042357803101e-18,4.9693132075422577e-11,6.8418182083872221e-16
0.034232059520209336,0.0018200764726739734,0.84210526299999999,0.0,0.0,0.0,0.052631526255198451,0.10526309121666676,2.5543447331296234e-10,7.6674023151978185e-09,2.7048959515460232e-08,9.2251795235113372e-21,2.0902701888628981e-13,2.5157397493772505e-08,3.1703115101150487e-08,3.3812946401591119e-09,2.2762041230371918e-10,5.4604212015379608e-14,3.5116026911293949e-16,6.9198465141308834e-13,6.1509592764966785e-18,5.3950352204044301e-11,7.3296161455398503e-16
0.03490774086343969,0.0018200764702915031,0.84210526299999999,0.0,0.0,0.0,0.05263152300595246,0.10526308721796364,2.6945450836028516e-10,8.0646543864241269e-09,2.8533606624841375e-08,9.7315256957193345e-21,2.2061028942017314e-13,2.689002027554589e-08,3.3818380949655767e-08,3.5585518460561406e-09,2.4085753320622386e-10,5.8035906134713906e-14,3.7301346347080555e-16,7.7004430085691406e-13,6.585540399288382e-18,5.8509694585233312e-11,7.8474741107932832e-16
0.03558342220667004,0.0018200764677937461,0.84210526299999999,0.0,0.0,0.0,0.052631519583699729,0.10526308300813188,2.84140868362088e-10,8.4835123326874118e-09,3.0088813504154383e-08,1.0261936627771654e-20,2.3277974818073585e-13,2.8723371951038744e-08,3.6050593437169767e-08,3.7450508740699114e-09,2.54809101712469e-10,6.1679713332730666e-14,3.9620987607026426e-16,8.5628677995497599e-13,7.0468719209697841e-18,6.3389765736048987e-11,8.3972085076265821e-16
0.03625910354990039,0.0018200764651752472,0.84210526299999999,0.0,0.0,0.0,0.052631515979712926,0.10526307857644458,2.9952356273706946e-10,8.9252358942218072e-09,3.1717757904035914e-08,1.0817496107825049e-20,2.4556624448835799e-13,3.0662909133780247e-08,3.8405676728531757e-08,3.9413384594765656e-09,2.6951667459935821e-10,6.5550259027336801e-14,4.2084153582622789e-16,9.5152574321865041e-13,7.5365834884064795e-18,6.8610301099146975e-11,8.9807612516349961e-16
0.03693478489313074,0.0018200764624303012,0.84210526299999999,0.0,0.0,0.0,0.052631512184811623,0.10526307391161389,3.15633851365377e-10,9.3911627434442372e-09,3.3423749982440698e-08,1.13993330822954e-20,2.5900236116591813e-13,3.2714403787184574e-08,4.0889867310372239e-08,4.147994720556129e-09,2.850245972436856e-10,6.966330556333386e-14,4.4700757459041186e-16,1.056652405541484e-12,8.0564187392581483e-18,7.4192243533544239e-11,9.6002100906462414e-16
0.03761046623636109,0.0018200764595529425,0.84210526299999999,0.0,0.0,0.0,0.052631508189337393,0.10526306900175993,3.325042828240909e-10,9.8827137935366105e-09,3.5210236352468414e-08,1.2008623036400782e-20,2.7312252340328226e-13,3.4883963584739323e-08,4.3509731598491961e-08,4.3656354771437585e-09,3.0138022172830636e-10,7.4035847714834768e-14,4.7481482064229226e-16,1.1726425807880095e-12,8.6082447884756501e-18,8.015782829877925e-11,1.0257779908794508e-15
0.038286147579591444,0.0018200764565369349,0.84210526299999999,0.0,0.0,0.0,0.052631503983127687,0.10526306383437811,3.501687325895855e-10,1.0401398857349275e-08,3.7080804126566499e-08,1.2646589373469918e-20,2.8796311579094841e-13,3.7178053723827231e-08,4.6272184657650249e-08,4.5949147482393313e-09,3.1863414489483083e-10,7.8686216567169827e-14,5.0437844395905653e-16,1.3005643119175541e-12,9.1940626293646189e-18,8.6530675155081921e-11,1.0955855120378939e-15
0.038961828922821795,0.001820076453375759,0.84210526299999999,0.0,0.0,0.0,0.052631499555487966,0.1052630583963044,3.6866244105880107e-10,1.0948822677636539e-08,3.9039184941427406e-08,1.3314504787668245e-20,3.0356260822696526e-13,3.9603520307539737e-08,4.9184510117699545e-08,4.836527442100065e-09,3.3684046834134227e-10,8.36341925081839e-14,5.358226577505732e-16,1.4415861357446035e-12,9.8160185483558841e-18,9.3335888269400721e-11,1.169699327163988e-15
0.039637510266052146,0.0018200764500626002,0.84210526299999999,0.0,0.0,0.0,0.052631494895162216,0.10526305267367864,3.8802205122508401e-10,1.152669135019079e-08,4.1089258946165013e-08,1.4013692624201944e-20,3.1996169146884413e-13,4.2167615418205998e-08,5.2254381377272973e-08,5.0912122533349198e-09,3.5605708256707932e-10,8.8901128118177981e-14,5.6928148110724702e-16,1.5969860276210118e-12,1.0476416664208635e-17,1.0060016469220659e-10,1.2483939982391276e-15
0.0403131916092825,0.0018200764465903416,0.84210526299999999,0.0,0.0,0.0,0.052631489990301546,0.10526304665190531,4.0828564582705765e-10,1.2136819161881617e-08,4.3235058734531343e-08,1.474552822043899e-20,3.3720342317582358e-13,4.4878024016463132e-08,5.5489884194198435e-08,5.3597547826846077e-09,3.7634597768792356e-10,9.4510081810884599e-14,6.048995679931633e-16,1.7681610734711699e-12,1.1177732715370588e-17,1.0835191225385864e-10,1.3319645374935842e-15
0.04098887295251285,0.0018200764429515467,0.84210526299999999,0.0,0.0,0.0,0.052631484828431045,0.10526304031561234,4.2949278377095538e-10,1.27811358659006e-08,4.5480773200025572e-08,1.5511440220734674e-20,3.5533338536696328e-13,4.7742892810579784e-08,5.8899540770538054e-08,5.6429908964108584e-09,3.9777358338836132e-10,1.0048596314493097e-13,6.4283310822492656e-16,1.9566379186935238e-12,1.1922629233807873e-17,1.1662137782304824e-10,1.420728215507306e-15
0.0416645542957432,0.0018200764391384484,0.84210526299999999,0.0,0.0,0.0,0.052631479396414445,0.10526303364860712,4.5168453560805998e-10,1.346169441662636e-08,4.7830751290754439e-08,1.631291185706971e-20,3.7439985430779549e-13,5.0770861252464268e-08,6.2492335449702364e-08,5.9418103435364854e-09,4.2041114103927423e-10,1.0685569079637095e-13,6.8325080650884485e-16,2.1640840454174688e-12,1.2713972259990423e-17,1.2544078697464687e-10,1.5150265529519261e-15
0.04234023563897355,0.0018200764351429374,0.84210526299999999,0.0,0.0,0.0,0.052631473680416499,0.10526302663382993,4.7490351782938382e-10,1.4180679186419395e-08,5.0289505638837629e-08,1.7151482186904591e-20,3.9445398393303744e-13,5.3971094829390936e-08,6.627774215353659e-08,6.2571606505774739e-09,4.4433511119756719e-10,1.1364836425812234e-13,7.263349460658495e-16,2.392319931448196e-12,1.3554849772097688e-17,1.3484449623151886e-10,1.615227516595915e-15
0.0430159169822039,0.001820076430956547,0.84210526299999999,0.0,0.0,0.0,0.052631467665863123,0.1052630192533044,4.9919392571962534e-10,1.4940414686288758e-08,5.2861716037019783e-08,1.8028747278926684e-20,4.1555000401541927e-13,5.7353320834010451e-08,7.0265753698696944e-08,6.5900513148925817e-09,4.6962762001393097e-10,1.208954504112767e-13,7.7228254385314192e-16,2.6433321458843171e-12,1.4448592023139703e-17,1.448691591760526e-10,1.7217279426530101e-15
0.043691598325434254,0.001820076426570442,0.84210526299999999,0.0,0.0,0.0,0.052631461337398981,0.10526301148808506,5.2460156449182022e-10,1.5743374811692944e-08,5.5552232732966952e-08,1.894636133662193e-20,4.3774543440141108e-13,6.0927866809723586e-08,7.4466913144108961e-08,6.9415583193479994e-09,4.9637694840996329e-10,1.2863098619623193e-13,8.2130660489377825e-16,2.9192874378187217e-12,1.5398794002847364e-17,1.555539078740166e-10,1.8349562133135929e-15
0.044367279668664605,0.0018200764219754029,0.84210526299999999,0.0,0.0,0.0,0.052631454678842143,0.10526300331820147,5.5117387840314094e-10,1.6592192633689825e-08,5.8366079509502907e-08,1.9906037748845131e-20,4.6110131675386574e-13,6.470570188403509e-08,7.8892347334906746e-08,7.3128289926566975e-09,5.2467806824636002e-10,1.3689179869816144e-13,8.7363748374841704e-16,3.222547875662332e-12,1.6409340267178237e-17,1.6694055121778211e-10,1.9553752153958302e-15
0.04504296101189496,0.001820076417161811,0.84210526299999999,0.0,0.0,0.0,0.052631447673136073,0.10526299472259888,5.7895997753115378e-10,1.7489670754173083e-08,6.1308456516798963e-08,2.0909550055798235e-20,4.8568246536954267e-13,6.8698481219110227e-08,8.3553802823080845e-08,7.7050872415062422e-09,5.5463323009033266e-10,1.4571774405123121e-13,9.2952436170563558e-16,3.5556870954145684e-12,1.7484432407455488e-17,1.7907379198012019e-10,2.0834856135293237e-15
0.04571864235512531,0.0018200764121196376,0.84210526299999999,0.0,0.0,0.0,0.052631440302298209,0.10526298567907517,6.0801066186869726e-10,1.8438792241957278e-08,6.4384742820290431e-08,2.1958732818062086e-20,5.1155773877620933e-13,7.2918593826467873e-08,8.8463684361194856e-08,8.1196391824363202e-09,5.8635260760266628e-10,1.5515196665865287e-13,9.8923684882499785e-16,3.9215077165654071e-12,1.8628619463887123e-17,1.9200146457609121e-10,2.2198294741839468e-15
0.04639432369835566,0.001820076406838424,0.84210526299999999,0.0,0.0,0.0,0.052631432547365381,0.10526297616421394,6.3837844237467548e-10,1.94427321639246e-08,6.7600498625880126e-08,2.3055482375572517e-20,5.388003339594542e-13,7.7379214011592562e-08,9.3635096183059948e-08,8.557879203368315e-09,6.199550040025006e-10,1.6524118032056076e-13,1.0530667205368877e-15,4.3230599841853148e-12,1.9846831624926152e-17,2.0577479576169072e-10,2.3649942812311506e-15
0.04707000504158601,0.00182007640130727,0.84210526299999999,0.0,0.0,0.0,0.052631424388335353,0.105262966153313,6.7011755859773473e-10,2.0504869722241402e-08,7.0961467141833519e-08,2.4201757482696524e-20,5.6748810522335179e-13,8.2094356734256984e-08,9.9081886304260902e-08,9.0212964867237036e-09,6.5556862652997448e-10,1.7603597295803473e-13,1.1213297990800096e-15,4.7636616950556051e-12,2.1144417595097696e-17,2.2044869075692507e-10,2.5196173886300955e-15
0.04774568638481636,0.0018200763955148174,0.84210526299999999,0.0,0.0,0.0,0.052631415804104652,0.10526295562030877,7.0328399247027633e-10,2.1628801004703327e-08,7.4473576034703025e-08,2.5399579804859508e-20,5.9770390985116806e-13,8.7078937191528593e-08,1.0481869409599633e-07,9.5114820281934053e-09,6.9333193531149281e-10,1.8759113671842881e-13,1.1943679906354763e-15,5.2469194643370709e-12,2.2527186060057406e-17,2.3608204757122361e-10,2.6843909613286225e-15
0.04842136772804671,0.0018200763894492332,0.84210526299999999,0.0,0.0,0.0,0.052631406772402106,0.10526294453769548,7.379354778520368e-10,2.2818352350477242e-08,7.8142938434684127e-08,2.6651034261514683e-20,6.2953598290173e-13,9.2348834952786647e-08,1.1086100140790036e-07,1.0030136187433752e-08,7.3339457353677302e-10,1.9996602534316841e-13,1.2725514895872708e-15,5.7767513871612186e-12,2.400145172932855e-17,2.5273810263432459e-10,2.860067461627342e-15
0.049097049071277064,0.0018200763830981952,0.84210526299999999,0.0,0.0,0.0,0.052631397269717724,0.10526293287643926,7.7413150538578564e-10,2.4077594327776365e-08,8.1975853444038721e-08,2.7958269199643475e-20,6.6307834365279355e-13,9.7920962999584628e-08,1.1722518753942695e-07,1.0579076809260452e-08,7.7591838637719873e-10,2.1322494077310355e-13,1.3562811618946798e-15,6.3574111465959784e-12,2.5574086495024012e-17,2.7048481120018438e-10,3.0474657451493185e-15
0.049772730414507416,0.0018200763764488752,0.84210526299999999,0.0,0.0,0.0,0.052631387271226987,0.10526292060588696,8.1193332221314397e-10,2.541085631322376e-08,8.5978806100676923e-08,2.9323496381449055e-20,6.9843123638334968e-13,1.0381334204781587e-07,1.2392858838505325e-07,1.1160247956282869e-08,8.2107853660626523e-10,2.2743755105622572e-13,1.4459911200899397e-15,6.9935136155382031e-12,2.7252576309583438e-17,2.8939526639972764e-10,3.2474778382699859e-15
0.05044841175773777,0.001820076369487922,0.84210526299999999,0.0,0.0,0.0,0.052631376750709592,0.10526290769366875,8.5140392608651878e-10,2.6822741654718946e-08,9.0158466747713863e-08,3.074899076947079e-20,7.3570160837037663e-13,1.1004518055531768e-07,1.3098956010603683e-07,1.1775729296356468e-08,8.6906472541843412e-10,2.4267934170640264e-13,1.5421515029033605e-15,7.6900619951866231e-12,2.9045084457900514e-17,3.0954816127555521e-10,3.4610764774821525e-15
0.05112409310096812,0.0018200763622014436,0.84210526299999999,0.0,0.0,0.0,0.052631365680462817,0.10526289410559471,8.926080534042498e-10,2.8318143390409101e-08,9.4521689758873336e-08,3.2237090092025584e-20,7.7500362815965071e-13,1.1663696084468982e-07,1.3842754771076393e-07,1.2427746190718111e-08,9.2008252747415715e-10,2.5903210273680476e-13,1.645271472950408e-15,8.4524765266864156e-12,3.096052197999926e-17,3.3102829864380954e-10,3.6893235007967013e-15
0.05179977444419847,0.0018200763545749956,0.84210526299999999,0.0,0.0,0.0,0.052631354031208666,0.10526287980554459,9.3561216069086078e-10,2.9902260485767918e-08,9.9075511569055454e-08,3.3790194171693012e-20,8.1645924735179501e-13,1.236105317985798e-07,1.4626315895683831e-07,1.3118680531189708e-08,9.7435484971583301e-10,2.765844536553592e-13,1.75590244627491e-15,9.2866248052720367e-12,3.3008626090529408e-17,3.5392715420162118e-10,3.9333791920167089e-15
0.05247545578742882,0.0018200763465935571,0.84210526299999999,0.0,0.0,0.0,0.052631341771994633,0.10526286475535059,9.8048439904338347e-10,3.1580614538690594e-08,1.0382714795928605e-07,3.541076399952791e-20,8.6019880932002937e-13,1.3098920861283715e-07,1.5451824402095101e-07,1.3851082377368837e-08,1.0321235239894773e-09,2.9543240875826159e-13,1.8746415678076275e-15,1.0198853717643118e-11,3.5200047541742558e-17,3.783434989399335e-10,4.1945126906847801e-15
0.05315113713065917,0.0018200763382415187,0.84210526299999999,0.0,0.0,0.0,0.052631328870087375,0.10526284891467252,1.0272945810687631e-09,3.3359066888819269e-08,1.0878399054568869e-07,3.7101320537828541e-20,9.0636170844047732e-13,1.3879788012155064e-07,1.6321598141714679e-07,1.4627682447242983e-08,1.093651043954731e-09,3.1567998508755088e-13,2.0021354469467173e-15,1.1196023013325918e-11,3.7546447988306515e-17,4.043840876387682e-10,4.47411359381232e-15
0.05382681847388952,0.0018200763295026636,0.84210526299999999,0.0,0.0,0.0,0.052631315290858988,0.10526283224086491,1.0761141398469815e-09,3.5243836051925987e-08,1.1395360242313985e-07,3.8864443234637027e-20,9.5509710356398298e-13,1.4706312423678885e-07,1.7238097068024317e-07,1.5451405517134165e-08,1.1592224571537104e-09,3.3743985542561541e-13,2.1390841674693039e-15,1.2285540509329847e-11,4.0060608536392422e-17,4.3216442102360533e-10,4.7737048902837069e-15
