Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77)
0.0004151144543163068,0.0024674767663332214,0.84210526299999999,0.0,0.0,0.0,0.052631578258138516,0.10526315664500284,3.4315967008530949e-11,6.2454993416018493e-10,6.4138764647841127e-10,1.4085827564220121e-21,2.4987517201400883e-14,6.4359526223791229e-11,6.9696009816189068e-11,2.0251326402395823e-11,1.7376447796147542e-12,7.7719146502536883e-16,4.1016333780951555e-17,2.9222442064978486e-16,9.9226165807974599e-20,1.1399976293196359e-14,1.9432152466256202e-18,9.7905364448882178e-28,4.790356525521934e-14,1.5221530511730334e-18,1.1225683991299959e-16,1.2087972868634338e-25
0.00047448293422258257,0.002467476766091713,0.84210526299999999,0.0,0.0,0.0,0.052631578133192275,0.10526315643070423,3.9601295455462966e-11,7.1221989899933171e-10,7.4022517925726726e-10,1.6256446926589672e-21,2.9217877934148344e-14,8.4871341211871785e-11,9.2726272257674663e-11,2.5968916564407317e-11,2.0268075937506672e-12,9.0693040691339381e-16,4.7315621625083809e-17,3.898373081343324e-16,1.3086564733248416e-19,1.7172059066769947e-14,2.5629364521990539e-18,1.7019157997022221e-27,6.4203955525737456e-14,1.7762549362937888e-18,1.2946819817321699e-16,1.5943136372546723e-25
0.0005338514141288584,0.0024674767658460495,0.84210526299999999,0.0,0.0,0.0,0.052631578003121217,0.1052631562108403,4.499376674850024e-11,7.9952664746113795e-10,8.4106621501615521e-10,1.84710661973174e-21,3.3594483619048258e-14,1.0838702841940309e-10,1.1941519348486704e-10,3.2272014288532974e-11,2.3220013776888972e-12,1.0395224060581026e-15,5.3678116889717751e-17,5.0389986461229497e-16,1.6714438028475024e-19,2.465322105824047e-14,3.2735389858733818e-18,2.7760793702728938e-27,8.3044203178766293e-14,2.0359461797350728e-18,1.4700485929544871e-16,2.0363724279077315e-25
0.0005932198940351342,0.002467476765596144,0.84210526299999999,0.0,0.0,0.0,0.052631577867794328,0.10526315598527182,5.0496855362928383e-11,8.8648597957224245e-10,9.4397574480255493e-10,2.0731112676571238e-21,3.8115234780756665e-14,1.3496860341566506e-10,1.4988617735954821e-10,3.9126038013246463e-11,2.6234295281448025e-12,1.1750677975406699e-15,6.0106981718092823e-17,6.3537092962698371e-16,2.0815948206766695e-19,3.4079423593150246e-14,4.0769253183171353e-18,4.3068771768508117e-27,1.0448054442323875e-13,2.3014235077129801e-18,1.6487768201125748e-16,2.5361598603510564e-25
0.00065258837394141,0.0024674767653419145,0.84210526299999999,0.0,0.0,0.0,0.052631577727081852,0.10526315575386012,5.6113875665184122e-11,9.7311394919252095e-10,1.0490157646593685e-09,2.3037947889760025e-21,4.2778157842076054e-14,1.6468005738479508e-10,1.8426091846159322e-10,4.6498396527280542e-11,2.9312761801020733e-12,1.3136589197231368e-15,6.6605175992921588e-17,7.852614797480042e-16,2.5401116596759269e-19,4.5691598720623586e-14,4.9750585723568637e-18,6.4167131129259861e-27,1.285711678478725e-13,2.5728679894222056e-18,1.8309703543975236e-16,3.094900222066558e-25
0.0007119568538476858,0.0024674767650832816,0.84210526299999999,0.0,0.0,0.0,0.052631577580855078,0.10526315551646713,6.1847990825332679e-11,1.0594268303536924e-09,1.1562454422226368e-09,2.5392871246268118e-21,4.7581436016588474e-14,1.9758725541917252e-10,2.2265950727309028e-10,5.435838695530917e-11,3.2457240732097634e-12,1.4553879942532242e-15,7.3175663767513703e-17,9.5463447080148847e-16,3.0480258674642985e-19,5.973580040861251e-14,5.9699594968500472e-18,9.2462676567275197e-27,1.5537607224122676e-13,2.8504604709082157e-18,2.0167282609048647e-16,3.7138540122312506e-25
0.0007713253337539616,0.002467476764820167,0.84210526299999999,0.0,0.0,0.0,0.052631577428986352,0.10526315527295536,6.7702221277744856e-11,1.1454411042930354e-09,1.265721274990152e-09,2.7797123515269332e-21,5.2523401842543748e-14,2.3375786533832564e-10,2.6520053700843669e-10,6.2677106860047775e-11,3.5669541879940113e-12,1.6003469694347682e-15,7.9821408714022459e-17,1.144605019644512e-15,3.6063973298976017e-19,7.646333537601745e-14,7.0637043576797603e-18,1.2955760611864992e-26,1.8495701756585851e-13,3.1343812685933194e-18,2.2061452374167757e-16,4.3943166383807892e-25
0.0008306938136602375,0.002467476764552496,0.84210526299999999,0.0,0.0,0.0,0.052631577271348831,0.10526315502318764,7.3679455474633534e-11,1.2311734498339857e-09,1.3774972915220183e-09,3.0251891244390655e-21,5.7602514737569905e-14,2.7326127672745689e-10,3.1200124235460849e-10,7.1427345662341215e-11,3.8951391836810103e-12,1.7486246250597134e-15,8.6545297555981519e-17,1.3563400607437014e-15,4.2163130485333831e-19,9.6130925903931345e-14,8.2584225430315794e-18,1.772622413796668e-26,2.1737749366108116e-13,3.4248044991426744e-18,2.3993119441943655e-16,5.1376169347592328e-25
0.0008900622935665133,0.002467476764280196,0.84210526299999999,0.0,0.0,0.0,0.052631577107816539,0.10526315476702715,7.9782458204402525e-11,1.3166407331789207e-09,1.4916252070590147e-09,3.2758310177323456e-21,6.2817349809362626e-14,3.1616853538911795e-10,3.6317760679810982e-10,8.0583499104433612e-11,4.2304412314003267e-12,1.9003056270347901e-15,9.3350114833908068e-17,1.591059160794606e-15,4.8788861488239357e-19,1.1900084015157792e-13,9.5562946204384999e-18,2.3760970855138657e-26,2.5270268344672226e-13,3.7218962280461367e-18,2.5963152587237831e-16,5.9451159651960042e-25
0.0009494307734727891,0.002467476764003196,0.84210526299999999,0.0,0.0,0.0,0.052631576938264125,0.10526315450433732,8.6013877882667621e-11,1.4018599930457922e-09,1.6081545598825763e-09,3.5317468248491681e-21,6.8166600452792006e-14,3.6255227891206014e-10,4.1884445572130715e-10,9.0121491221493399e-11,4.5730159581807342e-12,2.0554722669109684e-15,1.0023858823094822e-16,1.8500343660552082e-15,5.5952549124667311e-19,1.4534101337296428e-13,1.0959550440755759e-17,3.1286980448902521e-26,2.9099940379994523e-13,4.0258178769444691e-18,2.797238498229759e-16,6.8182058527022639e-25
0.0009999999999999998,0.002467476763721426,0.84210526299999999,0.0,0.0,0.0,0.052631576789000482,0.10526315427533023,9.142489659194367e-11,1.4742658288634434e-09,1.70934218803285e-09,3.7539699206062136e-21,7.2828130205689889e-14,4.048586280298046e-10,4.6988747446469559e-10,9.8529959921366283e-11,4.8706656434208177e-12,2.190450755734888e-15,1.0617409247750806e-16,2.0907471577444822e-15,6.2487451485050142e-19,1.7071910572121421e-13,1.2239642038332e-17,3.9061914475062782e-26,3.2601477688489543e-13,4.2901997100525138e-18,2.971533596685695e-16,7.6146857730011039e-25
0.0010087992533790648,0.002467476763721426,0.84210526299999999,0.0,0.0,0.0,0.052631576762566926,0.10526315423498184,9.2376253639563626e-11,1.4868484278909094e-09,1.7271328438736163e-09,3.7930408494240637e-21,7.3649078094755797e-14,4.1248667671970205e-10,4.7911554808790597e-10,1.000186991536501e-10,4.9230149727909315e-12,2.2142055772032184e-15,1.0721341752711725e-16,2.1345901752888925e-15,6.3665818777580515e-19,1.7542516628030249e-13,1.2470467375501432e-17,4.0556371557657812e-26,3.3233605565469297e-13,4.3367284083754169e-18,3.0021616361825794e-16,7.7583086929458886e-25
0.0011275362131916164,0.0024674767631433087,0.84210526299999999,0.0,0.0,0.0,0.052631576392241863,0.10526315367572893,1.0550352793458524e-10,1.6562023644526734e-09,1.9726167904721391e-09,4.3321601427489298e-21,8.5009494137866038e-14,5.2331143845640067e-10,6.1392075646373067e-10,1.2080707821021167e-10,5.6458623878602817e-12,2.5426857694041515e-15,1.2143268917799519e-16,2.7860084371290452e-15,8.0788768266675255e-19,2.479499558052226e-13,1.5824621837946433e-17,6.5469338150884187e-26,4.244104990997542e-13,4.9801313026834654e-18,3.4243121442681027e-16,9.8453854340580463e-25
0.001246273173004168,0.002467476762545324,0.84210526299999999,0.0,0.0,0.0,0.052631575995852879,0.10526315308817887,1.1918267977160346e-10,1.8248429813627277e-09,2.2284211859656331e-09,4.8939446784409315e-21,9.6891182937329039e-14,6.4926473645576797e-10,7.6848557035058801e-10,1.427938990681917e-10,6.4000915557646877e-12,2.8863587785101222e-15,1.3602868198877613e-16,3.5569790733153243e-15,1.002552527235715e-18,3.3888521668695016e-13,1.9637866344582098e-17,1.010817531259674e-25,5.295036520165794e-13,5.6533068641491729e-18,3.8633480034956289e-16,1.2218284899559709e-24
0.0013650101328167197,0.0024674767619269704,0.84210526299999999,0.0,0.0,0.0,0.052631575572416121,0.10526315247124106,1.3343079288717058e-10,1.9929127170558475e-09,2.4948655705399562e-09,5.4790962143331133e-21,1.0928823937150376e-13,7.9098970603590848e-10,9.4369105415261707e-10,1.6584316111161497e-10,7.1867299337100527e-12,3.2458102315677689e-15,1.5102150424525897e-16,4.4600356501202498e-15,1.2216620383698883e-18,4.506409117293498e-13,2.3929973147024935e-17,1.5048517095048601e-25,6.4821647385333281e-13,6.357404391822843e-18,4.3198102091890244e-16,1.4889366187396644e-24
0.0014837470926292713,0.002467476761287762,0.84210526299999999,0.0,0.0,0.0,0.052631575120950194,0.10526315182382195,1.4826381638088009e-10,2.160555778194486e-09,2.7722482581810393e-09,6.0882698923643452e-21,1.2219617044059954e-13,9.4914939298178339e-10,1.140409480228448e-09,1.8983570840397655e-10,8.0067457155146694e-12,3.6216084380895402e-15,1.6643086633022993e-16,5.508596675516783e-15,1.4662574834682694e-18,5.8573026773455282e-13,2.8721340428306359e-17,2.173401448527759e-25,7.8117240830241985e-13,7.0935394011794561e-18,4.7942050507913864e-16,1.787138560458109e-24
0.001602484052441823,0.002467476760627231,0.84210526299999999,0.0,0.0,0.0,0.052631574640473903,0.10526315114482324,1.6369672518887708e-10,2.3279179610618674e-09,3.0608493384237327e-09,6.7220808308668387e-21,1.3561179374453211e-13,1.1244256662229994e-09,1.3595065982969959e-09,2.1466754965103565e-10,8.8610599917836103e-12,4.0143099714840173e-15,1.8227622184745681e-16,6.7169833151836349e-15,1.7374104904163626e-18,7.4677287800951269e-13,3.4032961150483679e-17,3.059395602328073e-25,9.2901677231386926e-13,7.8628045648438422e-18,5.2870090271867079e-16,2.1177477775407556e-24
0.0017212210122543746,0.002467476759944914,0.84210526299999999,0.0,0.0,0.0,0.052631574130004466,0.1052631504331403,1.7974366632661115e-10,2.4951465168326504e-09,3.3609334119709034e-09,7.3811101323927619e-21,1.4953312445900758e-13,1.3175183005263876e-09,1.6018437577507424e-09,2.4024833290816301e-10,9.7505481314566657e-12,4.4244605479817073e-15,1.9857678633727232e-16,8.1004424111328318e-15,2.0362217175153394e-18,9.3649767863215004e-13,3.988639699621402e-17,4.2127667204122955e-25,1.0924163376237548e-12,8.6662714436557076e-18,5.7986733294076714e-16,2.4821139967321433e-24
0.0018399579720669262,0.002467476759240362,0.84210526299999999,0.0,0.0,0.0,0.052631573588555497,0.10526314968766048,1.9641809178737298e-10,2.6623900410423023e-09,3.6727520766569003e-09,8.0659103432602809e-21,1.6395928460089756e-13,1.5291441965471298e-09,1.8682798861642603e-09,2.6649995764552224e-10,1.0676046613053099e-11,4.852598308807626e-15,2.1535162008344656e-16,9.6751697804479703e-15,2.3638197451942329e-18,1.1577458264707677e-12,4.6303756654163792e-17,5.6911735300393393e-25,1.2720590181151805e-12,9.504996924959657e-18,6.3296279154988264e-16,2.8816219158547667e-24
0.0019586949318794776,0.0024674767585131266,0.84210526299999999,0.0,0.0,0.0,0.052631573015135429,0.10526314890726171,2.1373287769922642e-10,2.8297983889267815e-09,3.9965461563303068e-09,8.7770103485119084e-21,1.7889043236684224e-13,1.7600367427376775e-09,2.1596733187704508e-09,2.9335532914875757e-10,1.1638364100646001e-11,5.2992590045601598e-15,2.3261976186993691e-16,1.1458336760063483e-14,2.7213601882688348e-18,1.4134734759938941e-12,5.3307678425745846e-17,7.5607717090401076e-25,1.4686536715726138e-12,1.0380033387198007e-17,6.8802851655209668e-16,3.3176901843983696e-24
0.002077431891692029,0.002467476757762764,0.84210526299999999,0.0,0.0,0.0,0.052631572408745789,0.10526314809081096,2.3170043073003979e-10,2.9975226242150046e-09,4.3325476912299784e-09,9.5149197430766108e-21,1.9432769152238787e-13,2.0109453216693227e-09,2.476883492826086e-09,3.2075724990670265e-10,1.2638287689068869e-11,5.7649790755935368e-15,2.5040030842436017e-16,1.346811961760808e-14,3.1100250360474441e-18,1.7067544648612443e-12,6.0921317295147857e-17,9.8970331298366292e-25,1.6829300528132994e-12,1.1292434744278251e-17,7.4510431481531359e-16,3.7917706667284503e-24
0.0021961688515045805,0.0024674767569888337,0.84210526299999999,0.0,0.0,0.0,0.052631571768379744,0.10526314723716286,2.5033278356010329e-10,3.1657149955053944e-09,4.6809817238773094e-09,1.0280132753855136e-20,2.1027308342544054e-13,2.2826349397100989e-09,2.8207725263962486e-09,3.4865742831333762e-10,1.3676586198270353e-11,6.2502974558221645e-15,2.6871246114712153e-16,1.5723731629383288e-14,3.5310221885844509e-18,2.0407829376240106e-12,6.9168335842688609e-17,1.2785616700711351e-24,1.9156388950823764e-12,1.2243259990269208e-17,8.0422885541656339e-16,4.3053479497419137e-24
0.002314905811317132,0.0024674767561908917,0.84210526299999999,0.0,0.0,0.0,0.052631571093020649,0.10526314634515854,2.6964168099101428e-10,3.3345289314843314e-09,5.0420679097944412e-09,1.1073131777097071e-20,2.2672947125066376e-13,2.5758859571332779e-09,3.1922066972654996e-09,3.7701558591329961e-10,1.4754015594752578e-11,6.7557583380342007e-15,2.8757559878392771e-16,1.8245457648810887e-14,3.9855851546055472e-18,2.4188759357519904e-12,7.8072898325142295e-17,1.6323292400150023e-24,2.1675520830854885e-12,1.3233578628022262e-17,8.6543993439417793e-16,4.8599390531533559e-24
0.0024336427711296833,0.002467476755368491,0.84210526299999999,0.0,0.0,0.0,0.05263157038164068,0.10526314541362404,2.8963865770595982e-10,3.5041190546219339e-09,5.416021972047868e-09,1.189439057279519e-20,2.4370051234122263e-13,2.8914939108802047e-09,3.5920578340467559e-09,4.0579865356653699e-10,1.5871324991355512e-11,7.281914220687856e-15,3.070093581195612e-16,2.1054691435295329e-14,4.4749728981582919e-18,2.8444759696434604e-12,8.7659667669768551e-17,2.0618921281888417e-24,2.4394629182187086e-12,1.4264476649943408e-17,9.287747140259002e-16,5.4570933270859483e-24
0.0025523797309422347,0.0024674767545211852,0.84210526299999999,0.0,0.0,0.0,0.052631569633199531,0.10526314444136946,3.1033510830959662e-10,3.6746412148901204e-09,5.8030570113861154e-09,1.2744377141942872e-20,2.611906126686391e-13,3.2302694274439188e-09,4.0212046274731587e-09,4.3498005146082138e-10,1.7029260617773124e-11,7.8293280883780903e-15,3.2703369251342877e-16,2.4173975946513454e-14,5.0004698309460045e-18,3.321153582062552e-12,9.7953805322456459e-17,2.5794494462116531e-24,2.7321864847343704e-12,1.5337060822849131e-17,9.9426993858722535e-16,6.0983925336588849e-24
0.002671116690754786,0.002467476753648518,0.84210526299999999,0.0,0.0,0.0,0.052631568846643204,0.10526314342718744,3.3174235025132276e-10,3.846252540873744e-09,6.2033846832575579e-09,1.3623556311440532e-20,2.7920488562006773e-13,3.593038217926471e-09,4.4805338680377511e-09,4.6453904614268019e-10,1.8228569025187613e-11,8.3985752828107841e-15,3.4766892285603337e-16,2.7627046547362202e-14,5.5633859394984753e-18,3.8526099149377243e-12,1.0898097373749925e-16,3.1986234097951936e-24,3.0465601066386842e-12,1.6452462367536802e-17,1.061962128415369e-15,6.7854510997410356e-24
0.0027898536505673375,0.0024674767527500287,0.84210526299999999,0.0,0.0,0.0,0.052631568020902748,0.10526314236985208,3.5387168043155261e-10,4.0191115051683347e-09,6.6172162566565921e-09,1.4532392059479535e-20,2.9774911746249486e-13,3.980641145361832e-09,4.9709416184775761e-09,4.9446017561793982e-10,1.9470000923262344e-11,8.9902456820022123e-15,3.6893579711321593e-16,3.1438877219651519e-14,6.1650570318615872e-18,4.4426792942727059e-12,1.2076734120880736e-16,3.9345759495822535e-24,3.383443883146938e-12,1.7611841243020349e-17,1.1318877547009706e-15,7.5199165226620592e-24
0.002908590610379889,0.0024674767518252498,0.84210526299999999,0.0,0.0,0.0,0.05263156715489322,0.10526314126811788,3.7673442631175187e-10,4.193378003394145e-09,7.0447635701567871e-09,1.5471349615133371e-20,3.1682973711218767e-13,4.393934357574531e-09,5.4933343308670534e-09,5.2473273447988474e-10,2.0754314833553156e-11,9.6049458291745399e-15,3.9085554899339649e-16,3.5635729882633551e-14,6.8068450933878032e-18,5.0953318465695807e-12,1.3333958883847495e-16,4.8041321714071451e-24,3.7437213015341963e-12,1.8816390333314203e-17,1.204083397525937e-15,8.3034699166945891e-24
0.0030273275701924404,0.0024674767508737023,0.84210526299999999,0.0,0.0,0.0,0.052631566247512446,0.10526314012071843,4.0034199212072716e-10,4.3692134464267273e-09,7.4862398962184681e-09,1.6440897356505859e-20,3.364537884057495e-13,4.8337894808532565e-09,6.0486299154405226e-09,5.5535031328580095e-10,2.2082279927013131e-11,1.0243300732700182e-14,4.1344994838585634e-16,4.024520683390972e-14,7.4901387454350367e-18,5.8146761571532877e-12,1.4672491952142809e-16,5.8259110270748792e-24,4.1282999271504463e-12,2.0067338991051235e-17,1.2785858889665051e-15,9.1378266932678328e-24
0.0031460645300049918,0.0024674767498949006,0.84210526299999999,0.0,0.0,0.0,0.052631565297640043,0.10526313892636552,4.2470590057506709e-10,4.5467808644549197e-09,7.9418607215839607e-09,1.7441508524595354e-20,3.5662890580995803e-13,5.3010938696383893e-09,6.6377587657781745e-09,5.8631038757445756e-10,2.3454678639552833e-11,1.0905955600169295e-14,4.367413504530495e-16,4.5296306410879707e-14,8.2163538004372359e-18,6.6049619793462526e-12,1.6095106881807703e-16,7.02046358828172e-24,4.5381121656853651e-12,2.1365956453241104e-17,1.3554324425302064e-15,1.002473736749282e-23
0.003264801489817543,0.002467476748888346,0.84210526299999999,0.0,0.0,0.0,0.05263156430413634,0.10526313768374781,4.4983783054889495e-10,4.7262450217485875e-09,8.41184445189836e-09,1.8473662770746995e-20,3.7736329394383729e-13,5.7967509076776478e-09,7.2616647453341709e-09,6.1761395186341233e-10,2.4872309401028356e-11,1.1593577656499774e-14,4.6075274728864892e-16,5.0819482058498091e-14,8.9869339064465477e-18,7.4705830035657123e-12,1.7604631757975795e-16,8.4104193420108606e-24,4.9741160940348601e-12,2.2713555422890626e-17,1.4346607702520345e-15,1.0965988483206348e-23
0.0033835384496300946,0.0024674767478535297,0.84210526299999999,0.0,0.0,0.0,0.052631563265841334,0.10526313639152993,4.7574965116565488e-10,4.9077725417063591e-09,8.8964130494009054e-09,1.9537847557117911e-20,3.986657098350188e-13,6.3216803567870468e-09,7.9213061410514834e-09,6.4926519391150949e-10,2.6335989144092708e-11,1.2306857899896536e-14,4.8550781827684426e-16,5.6846704882185857e-14,9.80335127566529e-18,8.4160796954965949e-12,1.9203950621957457e-16,1.0020640938185065e-23,5.4372963592953518e-12,2.4111495530239631e-17,1.5163091888995646e-15,1.1963403650498288e-23
0.003502275409442646,0.002467476746789931,0.84210526299999999,0.0,0.0,0.0,0.052631562181573686,0.10526313504835118,5.0245345272227065e-10,5.0915320416503015e-09,9.3957926113634088e-09,2.06345594270143e-20,4.2054544735784023e-13,6.876818749688891e-09,8.6176565890514369e-09,6.8127120505748849e-10,2.7846555483996997e-11,1.304651274787141e-14,5.110309778767414e-16,6.3411529701065067e-14,1.066710749255816e-17,9.4461422118711594e-12,2.0896005054226601e-16,1.1878387839940289e-23,5.9286651448815405e-12,2.5561186580082676e-17,1.6004167165433205e-15,1.3018844691013569e-23
0.0036210123692551974,0.002467476745697014,0.84210526299999999,0.0,0.0,0.0,0.052631561050129762,0.10526313365282475,5.2996157476981795e-10,5.2776942766339281e-09,9.9102138953376604e-09,2.1764305158412956e-20,4.4301232411009445e-13,7.463119823762949e-09,9.3517059762877946e-09,7.1364172315637299e-10,2.9404868809834185e-11,1.3813285680627823e-14,5.3734742363383551e-16,7.0549164715189538e-14,1.1579734397404392e-17,1.0565613401567451e-11,2.26837959051978e-16,1.401348936321835e-23,6.4492632017727924e-12,2.7064091795424207e-17,1.6870231604806864e-15,1.4134212886709297e-23
0.003739749329067749,0.0024674767445742314,0.84210526299999999,0.0,0.0,0.0,0.052631559870282604,0.10526313220353631,5.5828663164064318e-10,5.466432291802246e-09,1.0439912796634733e-08,2.292760281257708e-20,4.6607667064307065e-13,8.0815549931698436e-09,1.0124461321763483e-08,7.4638890507630103e-10,3.1011814354087197e-11,1.4607948913129934e-14,5.644831852282625e-16,7.8296544958645439e-14,1.2542795041821506e-17,1.1779491899258699e-11,2.4570385166997241e-16,1.6458527625911202e-23,7.0001609441206741e-12,2.8621731118909467e-17,1.7761691973997853e-15,1.5311450328633023e-23
0.0038584862888803003,0.002467476743421022,0.84210526299999999,0.0,0.0,0.0,0.052631558640780986,0.10526313069904315,5.8744153570170797e-10,5.6579215830782024e-09,1.0985130783270652e-08,2.4124982689261791e-20,4.8974932158247889e-13,8.733113857208646e-09,1.0936947640899762e-08,7.795271259124098e-10,3.2668304126348742e-11,1.5431305046724271e-14,5.9246517325839118e-16,8.6692409649663239e-14,1.355788471373404e-17,1.3092935318689496e-11,2.6558897981277691e-16,1.9249030948042386e-23,7.5824596095470756e-12,3.0235684475898588e-17,1.8678964466414918e-15,1.6552541363476131e-23
0.003977223248692852,0.0024674767422368077,0.84210526299999999,0.0,0.0,0.0,0.05263155736034842,0.10526312913787297,6.1743951858907816e-10,5.8523402658840732e-09,1.1546115293146875e-08,2.5356988198981736e-20,5.1404160844750336e-13,9.4188047428777793e-09,1.1790208796347455e-08,8.13072802268739e-10,3.4375278715010207e-11,1.6284188702860083e-14,6.2132122781724187e-16,9.5777383517189144e-14,1.4626632029661902e-17,1.4511263552533025e-11,2.8652524778913878e-16,2.2423678268776209e-23,8.1972924841773895e-12,3.1907595004268704e-17,1.9622475373403077e-15,1.7859514136190685e-23
0.004095960208505404,0.002467476741020996,0.84210526299999999,0.0,0.0,0.0,0.052631556027682248,0.10526312751852285,6.4829415064632845e-10,6.049869251586018e-09,1.2123120097632137e-08,2.6624176661491082e-20,5.3896535418436817e-13,1.013965527982852e-08,1.2685308338155041e-08,8.4704423724686299e-10,3.6133709047346039e-11,1.7167468180137192e-14,6.5108016793732505e-16,1.0559406223038203e-13,1.5750700092377055e-17,1.6039962185559641e-11,3.0854523547754807e-16,2.6024515181389702e-23,8.8458261923678807e-12,3.3639172331805442e-17,2.0592661701256087e-15,1.9234442227242408e-23
0.004214697168317956,0.0024674767397729774,0.84210526299999999,0.0,0.0,0.0,0.052631554641452589,0.10526312583945813,6.8001935876497916e-10,6.2506924314971935e-09,1.2716405635251643e-08,2.7927120038614775e-20,5.6453286928128427e-13,1.0896713006289833e-08,1.3623330335985331e-08,8.8146148507571512e-10,3.7944598118949113e-11,1.8082047141147481e-14,6.8177184206878831e-16,1.1618710208586329e-13,1.6931787712531146e-17,1.768468602761151e-11,3.3168222225694396e-16,3.0097182223350913e-23,9.52926205177524e-12,3.5432195913968984e-17,2.1589971739906401e-15,2.0679446383818386e-23
0.004333434128130508,0.002467476738492128,0.84210526299999999,0.0,0.0,0.0,0.052631553200301488,0.10526312409911125,7.1262944280542982e-10,6.4549968683716156e-09,1.3326239318822063e-08,2.926640560876288e-20,5.907569492582324e-13,1.1691046004827616e-08,1.4605380205890856e-08,9.163462335409956e-10,3.9808982661726715e-11,1.9028866316984722e-14,7.1342717926929042e-16,1.2760331409056409e-13,1.8171630693508102e-17,1.9451262772745759e-11,3.5597021217598658e-16,3.4691156090261886e-23,1.0248837494890146e-11,3.728851840840949e-17,2.2614865588774322e-15,2.2196696345163671e-23
0.0044521710879430595,0.0024674767371778046,0.84210526299999999,0.0,0.0,0.0,0.052631551702841818,0.10526312229588076,7.4613909075840122e-10,6.6629729953157104e-09,1.3952895819025628e-08,3.0642636589701676e-20,6.1765087344219636e-13,1.2523743566940519e-08,1.5632585533952257e-08,9.5172170253795703e-10,4.1727934768058806e-11,2.0008905238594051e-14,7.4607824134474546e-16,1.3989176257400268e-13,1.9472003179074263e-17,2.1345696790876443e-11,3.8144396035252199e-16,3.9860004476047515e-23,1.1005827558174313e-11,3.921006910432506e-17,2.3667815644688839e-15,2.378841276268019e-23
0.004689645007568162,0.0024674767344460787,0.84210526299999999,0.0,0.0,0.0,0.052631548533296948,0.10526311849418567,8.1591785184852652e-10,7.0907201672450463e-09,1.5257813753206979e-08,3.350843067197581e-20,6.7350379481759662e-13,1.4308699845810379e-08,1.7827088699423599e-08,1.0240448684438693e-09,4.5734016414516695e-11,2.2072765078982737e-14,8.1450177278872763e-16,1.6729351652171922e-13,2.2261633575672367e-17,2.5543061612858729e-11,4.360916764440616e-16,5.2158681778135044e-23,1.2637349309944339e-11,4.3256976495759676e-17,2.58598380754331e-15,2.7204394461486326e-23
0.004903371535230755,0.002467476731866234,0.84210526299999999,0.0,0.0,0.0,0.052631545473585145,0.10526311484079452,8.8195101808004683e-10,7.4902366931642429e-09,1.6492686926506733e-08,3.622039603246563e-20,7.2620544044688292e-13,1.6057754419176907e-08,1.9968368213426553e-08,1.0910755066614304e-09,4.9537647015365523e-11,2.4054535156948232e-14,8.7983508780985107e-16,1.954802415989979e-13,2.4997946271297426e-17,2.982195734952843e-11,4.8969495868826007e-16,6.5824539845648239e-23,1.4247294675703893e-11,4.7143323336099918e-17,2.7933616809201989e-15,3.0556846602483687e-23
0.005117098062893347,0.002467476729167111,0.84210526299999999,0.0,0.0,0.0,0.052631542208426647,0.10526311095707662,9.5114632711421723e-10,7.9047877671084919e-09,1.7786695395947759e-08,3.9062231311213046e-20,7.813061330217802e-13,1.7949096361046022e-08,2.2274588174189434e-08,1.1601193725395973e-09,5.3536535971493437e-11,2.6161136943141203e-14,9.4895076834283105e-16,2.2737049156437367e-13,2.7959874255902532e-17,3.4616997507038836e-11,5.4771799014325322e-16,8.2403157858351221e-23,1.6000184003973442e-11,5.1274898348312377e-17,3.0106251587660557e-15,3.4187656211903159e-23
0.00533082459055594,0.002467476726344284,0.84210526299999999,0.0,0.0,0.0,0.052631538728548241,0.10526310683230752,1.0236051229350026e-09,8.3356348021284949e-09,1.9141734323197132e-08,4.2038098565839487e-20,8.3890106237442869e-13,1.998994290054301e-08,2.4753235444339275e-08,1.2313586367344666e-09,5.7738426933220606e-11,2.8399932043008135e-14,1.0220841890407527e-15,2.6334669271735073e-13,3.1159351494558212e-17,3.9970141629074477e-11,6.1039455426786797e-16,1.0239416948861976e-22,1.7905035433076636e-11,5.5666211942533388e-17,3.238099595917164e-15,3.8111904286126756e-23
0.005544551118218532,0.002467476723393108,0.84210526299999999,0.0,0.0,0.0,0.052631535024290105,0.10526310245530927,1.0994337318458588e-09,8.7840930844756126e-09,2.0559792039644772e-08,4.5152364468594642e-20,8.9909077156867579e-13,2.2187796370388064e-08,2.7412096412904195e-08,1.3049876384362495e-09,6.2151564691153021e-11,3.0778845664762889e-14,1.099487340334279e-15,3.0382455559279573e-13,3.4608844208181842e-17,4.5925559769967611e-11,6.7796886112198341e-16,1.2636611767372744e-22,1.9971406211910157e-11,6.0332889125436934e-17,3.4761262497643978e-15,4.2345394472147973e-23
