Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77)
4.1943039e-08,0.0024674767679134695,0.84210526299999999,0.0,0.0,0.0,0.052631578999935619,0.10526315799989122,1.9958569267955488e-14,6.4371148503352128e-14,4.4412803159945307e-14,9.7537111042605304e-26,2.6724990254837595e-19,3.1548769045640374e-19,4.8051689889212105e-20,2.3781996197737469e-19,6.998864903180555e-20,3.6406990914889506e-22,1.6271721378722653e-20,6.6025267689941106e-26,3.552358146765562e-28,3.5567290740521313e-27,1.0922938861568947e-27,1.7353198761543892e-43,1.6249198330317083e-24,6.8002194104583771e-25,7.2344583653379034e-22,6.7021695548580179e-35
5.033164700000001e-08,0.0024674767679134396,0.84210526299999999,0.0,0.0,0.0,0.052631578999922747,0.10526315799986641,2.0873882813994625e-14,7.7245324632670253e-14,5.6371739830229257e-14,1.2380071604735512e-25,4.0183812616815304e-19,4.9084290151277675e-19,8.8666051578084039e-20,3.4217006959651598e-19,1.0886652800792862e-19,5.1050627289392904e-22,1.6698833402325401e-20,1.0828250748459554e-25,5.623548956381329e-28,6.8733100670292232e-27,2.0519950816016413e-27,3.5283208855544204e-43,2.8258668971177344e-24,9.6329475507358533e-25,1.1008022189528971e-21,1.2622895647624889e-34
5.872025500000001e-08,0.00246747676791341,0.84210526299999999,0.0,0.0,0.0,0.052631578999909875,0.10526315799984141,2.1629951376068044e-14,9.0119473563349149e-14,6.8489914837136021e-14,1.5041403230229831e-25,5.7035160587487074e-19,7.2670855100316747e-19,1.5579174923068635e-19,4.7384036388771564e-19,1.6114128531675443e-19,6.7341732308451479e-22,1.7126373242323692e-20,1.6801182108396369e-25,8.4694473136258142e-28,1.2749241651039738e-26,3.6693079048450236e-27,6.7961340667326369e-43,4.6398533832655137e-24,1.2801150515619635e-24,1.5907061751117591e-21,2.2620568481598907e-34
6.710886300000001e-08,0.00246747676791338,0.84210526299999999,0.0,0.0,0.0,0.052631578999897004,0.10526315799981638,2.2345679169822507e-14,1.0299360648383052e-13,8.0648429505456101e-14,1.77115940498884e-25,7.5604637050491548e-19,9.984756830396762e-19,2.4159493341720161e-19,6.2159887981308844e-19,2.2136044789282502e-19,8.4290149315528606e-22,1.7554086613654906e-20,2.3872255374311114e-25,1.1786134993379466e-27,2.0586323274352846e-26,5.7580138509995307e-27,1.1345797000630824e-42,6.8449978522160746e-24,1.6101939963694544e-24,2.1433473127817227e-21,3.5543338874437029e-34
8.388607900000001e-08,0.00246747676791332,0.84210526299999999,0.0,0.0,0.0,0.052631578999871254,0.10526315799976622,2.369965022417266e-14,1.287417888341188e-13,1.0504295593749337e-13,2.3068995212701962e-25,1.1988187709860232e-18,1.7299912103105278e-18,5.2959990342299027e-19,1.0010461566515207e-18,3.8336538264085398e-19,1.2074323199645577e-21,1.8410189514862637e-20,4.4084373785106624e-25,2.0958128403793833e-27,5.0400312141880542e-26,1.2947008380895485e-26,2.9633660493605219e-42,1.3451360246620637e-23,2.3213618063394383e-24,3.5471082064203368e-21,8.0091042856511228e-34
9.999999999999998e-08,0.0024674767679132596,0.84210526299999999,0.0,0.0,0.0,0.052631578999846523,0.10526315799971805,2.497357000197374e-14,1.5347193239761289e-13,1.2849957854274768e-13,2.8220418735315834e-25,1.6733920946399667e-18,2.5960549096725929e-18,9.2023025520172684e-19,1.4383764638815712e-18,5.7508620318582977e-19,1.5763793796878457e-21,1.9232941258631309e-20,6.9279040747873344e-25,3.2027823214783817e-27,9.478280645789553e-26,2.2862040022022648e-26,5.8415718464548417e-42,2.1815201201012206e-23,3.0416775734683295e-24,5.1312810666887264e-21,1.4158011365505164e-33
1.0066329500000002e-07,0.0024674767679132596,0.84210526299999999,0.0,0.0,0.0,0.052631578999845503,0.10526315799971607,2.5026008177574613e-14,1.5448989572106151e-13,1.2946512010714738e-13,2.8432466036865368e-25,1.6929268877367593e-18,2.6317045644939363e-18,9.3630971588563431e-19,1.4563782280787627e-18,5.8297797959849723e-19,1.5915662941563461e-21,1.9266808069687606e-20,7.0316125180834711e-25,3.2483483461576389e-27,9.6609716653579304e-26,2.3270171035722033e-26,5.9600470154831487e-42,2.2159480776780478e-23,3.0713278272307617e-24,5.1964901450596445e-21,1.4411117938482158e-33
1.34217727e-07,0.002467476767913139,0.84210526299999999,0.0,0.0,0.0,0.052631578999794003,0.10526315799961569,2.7650001503207922e-14,2.0598580780986e-13,1.7833833620492541e-13,3.9165751869843756e-25,2.8203376097948596e-18,5.116490409405393e-18,2.2914290523072147e-18,2.6705704390947574e-18,1.1325652064290806e-18,2.4299675157705138e-21,2.0981884915042697e-20,1.4962533090541585e-24,6.5249601444491529e-27,2.8225160723245022e-25,5.8651383528253477e-26,1.9435770270968352e-41,4.8750215869760795e-23,4.7091457828447949e-24,9.3247700219409192e-21,3.6374066285152984e-33
2.01326591e-07,0.002467476767912898,0.84210526299999999,0.0,0.0,0.0,0.052631578999690995,0.10526315799941492,3.2880882501496762e-14,3.0897642653055229e-13,2.7610280937264716e-13,6.063628560357314e-25,5.360522806682505e-18,1.2813268889963657e-17,7.44269043564258e-18,6.312978272820963e-18,2.8320389881994612e-18,4.3743632429471468e-21,2.441904858164101e-20,4.3769119385577453e-24,1.7101340541201416e-26,1.2553545098945744e-24,1.9840345807473868e-25,1.0300670985834815e-40,1.4448615102230494e-22,8.5092818537999528e-24,2.0002421247380829e-20,1.2319899817623451e-32
3.3554431900000005e-07,0.0024674767679124148,0.84210526299999999,0.0,0.0,0.0,0.052631578999484965,0.10526315799901335,4.3337384928675153e-14,5.149528522715898e-13,4.7164152132649814e-13,1.035794977468217e-24,1.0836988762325858e-17,3.9126207769830316e-17,2.8270570004863953e-17,1.8453177025653258e-17,8.6222642636045843e-18,9.319029983682829e-21,3.1321027439644472e-20,1.6998954718134908e-23,5.4791787379010018e-26,7.4909021185643208e-24,7.8611853231787836e-25,8.1120435633494874e-40,5.5239316711024119e-22,1.8177736678459113e-23,4.6918137010521541e-20,4.8854489568555344e-32
6.039797750000001e-07,0.0024674767679114503,0.84210526299999999,0.0,0.0,0.0,0.052631578999072844,0.10526315799821018,6.4250502438114668e-14,9.2688653722362385e-13,8.6273820767365436e-13,1.8947015235212747e-24,2.2138621207554587e-17,1.3551110813459162e-16,1.1336810889675658e-16,6.2149427564651824e-17,2.9688644794244916e-17,2.3392795008764037e-20,4.5234561944772211e-20,8.1954492520407689e-23,1.9730354778875654e-25,5.239897684273448e-23,3.2604946506250623e-24,8.4189469861088937e-39,2.6002656800242721e-21,4.571024245008368e-23,1.0970623752891563e-19,2.0272141371839927e-31
9.999999999999997e-07,0.0024674767679095195,0.84210526299999999,0.0,0.0,0.0,0.052631578998464615,0.10526315799702503,9.5106368050601788e-14,1.5345522213455714e-12,1.439774979783425e-12,3.1619601789459559e-24,3.8993663294588294e-17,4.0729429450659252e-16,3.6848818945258233e-16,1.8386866750327987e-16,8.829707514051714e-17,5.6299455972204449e-20,6.6079055087882669e-20,3.5553253176663468e-22,6.0707149070519133e-25,3.0518537084889933e-22,1.0811292241863874e-23,7.9550288557946902e-38,1.1382965688419483e-20,1.1011328506087515e-22,2.0900428714928497e-19,6.7233942207699422e-31
1.1408506870000001e-06,0.0024674767679095195,0.84210526299999999,0.0,0.0,0.0,0.052631578998248288,0.1052631579966035,1.0608073146726442e-13,1.7506778726930538e-12,1.6450069872545684e-12,3.6126802203864234e-24,4.4988418379060611e-17,5.039581669528684e-16,4.5922557190264157e-16,2.2715998820911923e-16,1.0914206526258507e-16,6.80032163131736e-20,7.3492719830318252e-20,4.5283477125691362e-22,7.52811765132733e-25,3.9509274176668799e-22,1.3496849597233628e-23,1.0484924476056276e-37,1.4506668095026053e-20,1.330192182025986e-22,2.4432116650005338e-19,8.393662932547985e-31
1.6777215990000002e-06,0.002467476767907589,0.84210526299999999,0.0,0.0,0.0,0.052631578997423448,0.10526315799499654,1.4791504945850168e-13,2.5743937950568031e-12,2.4273519161117848e-12,5.3308261524087246e-24,6.7949098821858229e-17,1.0487136061118827e-15,9.8159785744835881e-16,4.6974334489734534e-16,2.2530348477079089e-16,1.2880738188810905e-19,1.0217489839137399e-19,1.1694283265523552e-21,1.5799167131115e-24,1.1143000398885947e-21,2.9050217936215822e-23,3.7294855194958565e-37,3.7059034065685937e-20,2.5204500644138089e-22,3.8122304043611837e-19,1.8067528965479108e-30
2.2145925110000004e-06,0.002467476767905658,0.84210526299999999,0.0,0.0,0.0,0.052631578996598316,0.10526315799338928,1.8975349017859143e-13,3.3980349155413014e-12,3.2097736592640295e-12,7.0491407800681908e-24,9.1003314154606124e-17,1.7703986497357639e-15,1.6812040337007761e-15,7.8985431398604367e-16,3.7757039808778324e-16,2.0554048078437234e-19,1.3127414331970136e-19,2.3194058522864797e-21,2.6795969165615127e-24,2.3341022319812517e-21,4.9940884214400293e-23,1.0033213174446713e-36,7.304630557169148e-20,4.022689530064385e-22,5.1871016501839762e-19,3.1061431924503862e-30
3.2883343350000005e-06,0.0024674767679017952,0.84210526299999999,0.0,0.0,0.0,0.052631578994947352,0.10526315799017409,2.7344015117034867e-13,5.0451434580782556e-12,4.7747993949094682e-12,1.0486170282094368e-23,1.373225244535076e-16,3.6309007590139875e-15,3.4985162864552876e-15,1.611888985364496e-15,7.6501183212584677e-16,3.9558733916309205e-19,1.9043035956343575e-19,5.9682743384820922e-21,5.5215988245911875e-24,6.3351608614457851e-21,1.0430628890890483e-22,4.3235297429493134e-36,1.8502529421750018e-19,7.7436315052101131e-22,7.9398961908545771e-19,6.4877091778726167e-30
4.3620761590000006e-06,0.0024674767678979316,0.84210526299999999,0.0,0.0,0.0,0.052631578993295298,0.10526315798695779,3.5714224931550059e-13,6.6919818617204346e-12,6.3401128386538557e-12,1.3923831633972558e-23,1.8396671675853976e-16,6.1470568871192495e-15,5.9732752678986425e-15,2.7186461827647918e-15,1.2803648723108517e-15,6.4207428871877811e-19,2.5106417603366004e-19,1.1947148241651273e-20,9.3737184865787435e-24,1.3214028916370339e-20,1.7845183874706847e-22,1.1409827323714334e-35,3.6892262375968123e-19,1.2570000251806331e-21,1.0694339381793822e-18,1.1099688420097712e-29
5.435817983e-06,0.002467476767894067,0.84210526299999999,0.0,0.0,0.0,0.052631578991642086,0.10526315798374034,4.4086110525205837e-13,8.3385346981134315e-12,7.9057386442068251e-12,1.7362178978921163e-23,2.309509316480613e-16,9.3696379689489558e-15,9.1569123853619328e-15,4.1301629622010232e-15,1.9289580924670067e-15,9.4735640588271419e-19,3.1323711200536262e-19,2.0713457468460747e-20,1.4314187090290117e-23,2.4015097386376805e-20,2.7390972694767478e-22,2.6057061295363879e-35,6.4751569226902362e-19,1.8547921967687738e-21,1.3449343386189286e-18,1.703739022603348e-29
7.583301631e-06,0.002467476767886334,0.84210526299999999,0.0,0.0,0.0,0.052631578988332046,0.10526315797730174,6.0835155216205536e-13,1.1630790595782454e-11,1.1037973484959315e-11,2.4241032987604357e-23,3.2590712638832531e-16,1.8003821918798198e-14,1.7724314306726789e-14,7.8845944430073032e-15,3.6097760052909216e-15,1.7272235829311973e-18,4.4201403482508168e-19,4.7832603758155194e-20,2.7567677654570203e-23,6.3373266469379858e-20,5.308696180059887e-22,9.6476296225359526e-35,1.6081150475619206e-18,3.3819706425978499e-21,1.8960610706069807e-18,3.3021032883717462e-29
9.730785279e-06,0.002467476767878597,0.84210526299999999,0.0,0.0,0.0,0.052631578985017191,0.10526315797085831,7.7591312906345636e-13,1.4921940637768318e-11,1.4171534735336398e-11,3.1122799989426359e-23,4.2212861510698608e-16,2.9562318403517772e-14,2.9233976666198243e-14,1.2872318999680641e-14,5.778676143860997e-15,2.7225005023475542e-18,5.7642792010249251e-19,8.8123890013714398e-20,4.5326631166700915e-23,1.3151540026846067e-19,8.7606063575276535e-22,2.5322098582120849e-34,3.1994432751969948e-18,5.3310472529487286e-21,2.4473809684195955e-18,5.4493046211276073e-29
9.999999999999997e-06,0.002467476767863109,0.84210526299999999,0.0,0.0,0.0,0.052631578984601295,0.10526315797005018,7.9692435966906482e-13,1.5334454369288835e-11,1.4564464539104212e-11,3.1985732334311772e-23,4.3427258139463945e-16,3.1221373824527191e-14,3.0888784755701439e-14,1.3584235758837921e-14,6.0813702996262515e-15,2.8608638134260472e-18,5.9363397972914074e-19,9.41526762111906e-20,4.787657489078471e-23,1.43096787398923e-19,9.2567273522141495e-22,2.855081676697283e-34,3.4602784023199911e-18,5.6020112276776449e-21,2.5165111601622513e-18,5.757908912014063e-29
1.4025752575000001e-05,0.002467476767863109,0.84210526299999999,0.0,0.0,0.0,0.052631578978372867,0.10526315795795643,1.111258704633772e-12,2.1501080996349879e-11,2.0442806451290039e-11,4.4895446287728711e-23,6.1803195693712442e-16,6.1612582775424071e-14,6.1266300816636872e-14,2.6532573620628156e-14,1.1426153791722836e-14,5.2911373919175308e-18,8.6037698103043372e-19,2.102898316711572e-19,9.460835483518019e-23,3.9704212273348767e-19,1.8359926671916624e-21,1.1041642131265771e-33,8.9909260448216947e-18,1.0361424926181957e-20,3.5506648772470317e-18,1.1420429079791159e-28
1.8320719871000003e-05,0.002467476767847603,0.84210526299999999,0.0,0.0,0.0,0.052631578971708878,0.10526315794503432,1.4469093278993324e-12,2.807615366977972e-11,2.6719770134805252e-11,5.86805929946479e-23,8.1824055696879927e-16,1.0572384541606166e-13,1.0549247771900099e-13,4.5091008439817522e-14,1.8677734254791312e-14,8.5678759646662466e-18,1.1628418296108314e-18,3.8862083435295801e-19,1.6247341413587966e-22,8.8000935779756098e-19,3.1598699677365837e-21,3.1486036475259719e-33,1.8922069286859784e-17,1.6778679531986418e-20,4.6548377385520988e-18,1.9655456556185467e-28
2.2615687167000005e-05,0.0024674767678320793,0.84210526299999999,0.0,0.0,0.0,0.052631578965024989,0.10526315793209151,1.7828764531588149e-12,3.4647352889650146e-11,3.3002641322724595e-11,7.2478713461136734e-23,1.0223426073837447e-15,1.620972165322852e-13,1.6215167395096866e-13,6.8526243996303354e-14,2.7343780262183344e-14,1.2469090165297529e-17,1.4816263669465203e-18,6.2378402778320366e-19,2.4923232431230719e-22,1.6460929218018929e-18,4.8537871409659488e-21,7.2341381289142371e-33,3.3876044873045895e-17,2.4419022391880037e-20,5.7599377029947917e-18,3.0192298709339048e-28
2.6910654463000007e-05,0.002467476767816538,0.84210526299999999,0.0,0.0,0.0,0.052631578958320956,0.10526315791912765,2.1191707340129989e-12,4.1214856163384945e-11,3.9291620460772888e-11,8.6290247895809211e-23,1.2299627713752394e-15,2.3091786086547275e-13,2.314678581126927e-13,9.6816560099548086e-14,3.7251527261254792e-14,1.6918591267497219e-17,1.8147298234683504e-18,9.1607355738653138e-19,3.5517102178573013e-22,2.7637500781394757e-18,6.923356234685856e-21,1.4484671889825043e-32,5.4659236431155232e-17,3.3133231467644773e-20,6.8659995996055543e-18,4.306586555794852e-28
3.5500589055000004e-05,0.0024674767677854014,0.84210526299999999,0.0,0.0,0.0,0.052631578944851778,0.10526315789313549,2.7927746657821924e-12,5.4339322989146583e-11,5.1888540341483911e-11,1.1395495927281782e-22,1.654604197863932e-15,4.0647991361068445e-13,4.0879209258160937e-13,1.6788322578960762e-13,6.0261735685178023e-14,2.7228551559242189e-17,2.517751150673846e-18,1.6726548914432169e-18,6.2548218821769143e-22,6.3118881718546116e-18,1.2207004016106754e-20,4.4043659118033675e-32,1.1619852925399952e-16,5.3325130347673235e-20,9.0811204566316678e-18,7.5932368485809482e-28
4.32315301878e-05,0.002467476767757317,0.84210526299999999,0.0,0.0,0.0,0.05263157893265883,0.10526315786966739,3.4002235172508838e-12,6.6140085970617435e-11,6.3248283346309205e-11,1.3890264605141711e-22,2.0459089128499978e-15,6.085226060190285e-13,6.1351602438068469e-13,2.4823679756396731e-13,8.3882122542103006e-14,3.7793736492760726e-17,3.1839759390233997e-18,2.5506939504459093e-18,9.3662372856555295e-22,1.1401208170657379e-17,1.829150116634754e-20,9.697482768238794e-32,1.9778598096153545e-16,7.4017011479975609e-20,1.1078302789623397e-17,1.1378054022848934e-27
5.09624713206e-05,0.0024674767677291738,0.84210526299999999,0.0,0.0,0.0,0.052631578920397902,0.10526315784612643,4.0088597906625108e-12,7.7930878160388458e-11,7.4630212902630727e-11,1.6389905780089961e-22,2.4444161171358325e-15,8.5303614637025207e-13,8.6198622358380872e-13,3.4398886667342086e-13,1.0959729291648606e-13,4.9284979790160275e-17,3.8742629039035104e-18,3.6165711177651287e-18,1.3132169321555251e-21,1.8737381704401006e-17,2.5658054477014398e-20,1.8847909606319894e-31,3.0732965009451818e-16,9.6522656662847197e-20,1.307901957040533e-17,1.5960369191297057e-27
5.8693412453399995e-05,0.0024674767677009724,0.84210526299999999,0.0,0.0,0.0,0.052631578908068237,0.10526315782251146,4.6187175723951628e-12,8.9712177946142616e-11,8.6034969641551181e-11,1.8894560144245105e-22,2.8491457956355739e-15,1.1405583172151611e-12,1.1549638013761754e-12,4.5501554072620923e-13,1.3695853000315159e-13,6.1504403679735737e-17,4.5834162067552014e-18,4.8714152955150964e-18,1.7560935567595169e-21,2.8758766904577937e-17,3.4322985523966482e-20,3.3252095344308905e-31,4.4697630312775529e-16,1.2045450582599306e-19,1.5083381927479703e-17,2.1350335616718491e-27
6.642435358619999e-05,0.002467476767672712,0.84210526299999999,0.0,0.0,0.0,0.052631578895669211,0.10526315779882149,5.2298239291392379e-12,1.0148432923868461e-10,9.7463061981986567e-11,2.1404339353960154e-22,3.2594088703658359e-15,1.471494763858465e-12,1.4930716758600663e-12,5.8119648964952049e-13,1.6565150275822417e-13,7.431339740114117e-17,5.3077965209975434e-18,6.3164127504568607e-18,2.2658817999823156e-21,4.1903964106321194e-17,4.4298619483381156e-20,5.4948635234237827e-31,6.182564014314434e-16,1.4554107841265932e-19,1.7091477320567261e-17,2.7555620815847578e-27
7.415529471899999e-05,0.0024674767676443926,0.84210526299999999,0.0,0.0,0.0,0.052631578883200254,0.10526315777505577,5.8422024899748037e-12,1.1324761057853137e-10,1.0891493359992488e-10,2.3919340847085669e-22,3.6746578753100082e-15,1.8461872322487322e-12,1.8768654222524655e-12,7.2241336693064287e-13,1.9542728214967092e-13,8.7602193953566119e-17,6.0445220377123265e-18,7.9527849701919472e-18,2.8431110796630231e-21,5.8612502988394052e-17,5.5595343361145297e-20,8.5643045137466403e-31,8.2240083307237268e-16,1.7156738678432752e-19,1.9103382310220401e-17,3.4582686559349328e-27
8.188623585179999e-05,0.0024674767676160147,0.84210526299999999,0.0,0.0,0.0,0.05263157887066084,0.10526315775121356,6.4558750869229173e-12,1.2500226602520015e-10,1.2039099432283955e-10,2.6439654627822719e-22,4.0944204200583291e-15,2.2649443323210528e-12,2.3068660663259466e-12,8.7854863311711047e-13,2.2607162009815295e-13,1.0127632149492636e-16,6.7911126475191633e-18,9.7817783327271052e-18,3.4882602131412995e-21,7.9326897759060162e-17,6.822254888931946e-20,1.2837792676609612e-30,1.0604823108604589e-15,1.9834840024924569e-19,2.1119166675969769e-17,4.2437375942120019e-27
8.961717698459998e-05,0.0024674767675875765,0.84210526299999999,0.0,0.0,0.0,0.052631578858050476,0.10526315772729417,7.0708616257514695e-12,1.3674850235497478e-10,1.3189161769353143e-10,2.8965362731736619e-22,4.5183054048660111e-15,2.7280390045132731e-12,2.7835578045548978e-12,1.0494854204355945e-12,2.5740782741362565e-13,1.1525787244449578e-16,7.5455232733085674e-18,1.1804653814155277e-17,4.201752359030112e-21,1.044938005770378e-16,8.2188538137321924e-20,1.8495578345895016e-30,1.3334024450517596e-15,2.2573153052641964e-19,2.3138894819339969e-17,5.1124853830733588e-27
9.999999999999998e-05,0.002467476767530521,0.84210526299999999,0.0,0.0,0.0,0.052631578841002072,0.10526315769504745,7.8989005533104367e-12,1.5251100123342212e-10,1.473764385064311e-10,3.2366059907454122e-22,5.0935438905397256e-15,3.4201558320161818e-12,3.4980056480527606e-12,1.3021425434354456e-12,3.0034168944635586e-13,1.3441331216133096e-16,8.5682407006249357e-18,1.4828721956181107e-17,5.2681555841056508e-21,1.4608635787112005e-16,1.0306409744789766e-19,2.8833602166469528e-30,1.7560157961639515e-15,2.6324784797487763e-19,2.5857738488850096e-17,6.4110406013315693e-27
0.00010507905925019999,0.002467476767530521,0.84210526299999999,0.0,0.0,0.0,0.052631578832615149,0.10526315767922155,8.304846555391855e-12,1.6021636198160014e-10,1.5496786580144928e-10,3.403325035635303e-22,5.377275644459701e-15,3.7881564329200882e-12,3.8787658214362648e-12,1.4353013062538214e-12,3.2163261311818852e-13,1.4391255079761745e-16,9.0717499051199868e-18,1.6437210617519878e-17,5.8351884935545395e-21,1.6998313220125589e-16,1.1416476882248499e-19,3.5329770296200696e-30,1.986527153372741e-15,2.8185230985920366e-19,2.7190405080349904e-17,7.1015535298892973e-27
0.00012157030366860993,0.0024674767674694024,0.84210526299999999,0.0,0.0,0.0,0.052631578805168076,0.10526315762760122,9.6269932403525354e-12,1.852113028786651e-10,1.7969276269713302e-10,3.9463205798675383e-22,6.3083859115027223e-15,5.1170697863479244e-12,5.2582657077014097e-12,1.9105123647580406e-12,3.9174958641865965e-13,1.751981229152967e-16,1.0717472637716059e-17,2.2250357444422818e-17,7.8829479296636007e-21,2.6552200298482953e-16,1.5425591136841247e-19,6.397275010335273e-30,2.8445345195645031e-15,3.4312580955258762e-19,3.152971912933537e-17,9.5954094973291225e-27
0.00013806154808701987,0.0024674767674080075,0.84210526299999999,0.0,0.0,0.0,0.05263157877738886,0.10526315757561833,1.0955470659426656e-11,2.1017063240927311e-10,2.0453602304123985e-10,4.4919155616554455e-22,7.2537595461017482e-15,6.6520649058412593e-12,6.8593608042029229e-12,2.4504185088064693e-12,4.6303036249730167e-13,2.0700777797438125e-16,1.2375828002002664e-17,2.8976560892879021e-17,1.0248432850931659e-20,3.9191477085573789e-16,2.005711559484289e-19,1.0745557278340023e-29,3.8723591510099643e-15,4.0542578858900359e-19,3.5888093354968479e-17,1.2476437565230976e-26
0.0001545527925054298,0.002467476767346334,0.84210526299999999,0.0,0.0,0.0,0.052631578749274169,0.10526315752326916,1.2290396083565485e-11,2.3509495217749867e-10,2.2949984251588203e-10,5.040158201446248e-22,8.212664919044674e-15,8.3944547578412255e-12,8.6853000502760253e-12,3.0539486698951308e-12,5.3517444540840057e-13,2.3920915257653021e-16,1.4043349683873305e-17,3.6629196558285714e-17,1.2933694250321049e-20,5.536190459517939e-16,2.5315069824994351e-19,1.7028719986956974e-29,5.0723144274081886e-15,4.6849300596622609e-19,4.026589570654998e-17,1.5747139521200223e-26
0.00017104403692383972,0.0024674767672843803,0.84210526299999999,0.0,0.0,0.0,0.05263157872082079,0.10526315747055025,1.3631879876733972e-11,2.5998475777787371e-10,2.5458628687270407e-10,5.5910938662209303e-22,9.1846063013328332e-15,1.0345462039880293e-11,1.073920908119275e-11,3.7200493600979977e-12,6.0798974474035912e-13,2.7171769520287558e-16,1.5717827119916557e-17,4.5221978235320102e-17,1.5940644136971749e-20,7.5511927359962828e-16,3.120320049128411e-19,2.5761814648998005e-29,6.4462312157758546e-15,5.3216186433703183e-19,4.4663471437289074e-17,1.940984758376119e-26
0.00018753528134224964,0.002467476767222144,0.84210526299999999,0.0,0.0,0.0,0.052631578692025588,0.10526315741745819,1.4980027559449483e-11,2.848404788218011e-10,2.7979733080250075e-10,6.1447659231288822e-22,1.016923709599082e-14,1.2506258360203345e-11,1.3024130603703621e-11,4.447683962844491e-12,6.8135248358452476e-13,3.0447898476345913e-16,1.739784113165877e-17,5.4768941247248712e-17,1.9271115932124483e-20,1.0009260259140326e-15,3.7725099884005173e-19,3.7524916106758329e-29,7.9956415404925454e-15,5.9632577937970385e-19,4.908115004562333e-17,2.3466798133903001e-26
0.00020402652576065957,0.002467476767159622,0.84210526299999999,0.0,0.0,0.0,0.052631578662885502,0.10526315736398978,1.6334940639424968e-11,3.0966249500020332e-10,3.0513487358158684e-10,6.7012160831054225e-22,1.1166324895917648e-14,1.4877979794869879e-11,1.5543040451119273e-11,5.2358324549347149e-12,7.5519105284476585e-13,3.3746160996437117e-16,1.9082576915394398e-17,6.5284432303687207e-17,2.2926888466729554e-20,1.2955754140623223e-15,4.4884253033029879e-19,5.2964584909388261e-29,9.7218523663472959e-15,6.6092323343402518e-19,5.35192480366243e-17,2.7920161023180724e-26
0.00023700901459747944,0.0024674767670337145,0.84210526299999999,0.0,0.0,0.0,0.052631578603558556,0.10526315725591122,1.906545522775416e-11,3.5920680348479049e-10,3.5619679382299097e-10,7.8226118686413963e-22,1.3197248355468251e-14,2.0258682375549128e-11,2.12945152201324e-11,6.9896720743182679e-12,9.0414787135896019e-13,4.0402637335066016e-16,2.2464560933383302e-17,8.928001177430647e-17,3.122135972894452e-20,2.0496696966606122e-15,6.1128080930074812e-19,9.7799491796728773e-29,1.3709336564014848e-14,7.9129245794974381e-19,6.2457924065829202e-17,3.8024692348942067e-26
0.0002666932545506173,0.0024674767669194005,0.84210526299999999,0.0,0.0,0.0,0.052631578548954693,0.10526315715732196,2.154702032261817e-11,4.0368474170851443e-10,4.0260318765769507e-10,8.8417653635562163e-22,1.5066505036138813e-14,2.5833875555402484e-11,2.7300111082298269e-11,8.7651827376270635e-12,1.0396390457799992e-12,4.646063768841878e-16,2.5522359259002953e-17,1.1433891065894116e-16,3.9816453374648512e-20,2.9414078327111621e-15,7.7961296532707442e-19,1.5861640099017737e-28,1.7913733709331498e-14,9.09940532180004e-19,7.0575569492291539e-17,4.8495899924735533e-26
0.00029637749450375523,0.002467476766804128,0.84210526299999999,0.0,0.0,0.0,0.052631578493187066,0.1052631570574649,2.4051975666421356e-11,4.4805854655419672e-10,4.4944694342977987e-10,9.870523977782005e-22,1.697457905224275e-14,3.2109911529817176e-11,3.4108504650604566e-11,1.0721625430208259e-11,1.1764880761855298e-12,5.2582520685686713e-16,2.8593560619281442e-17,1.4277359204365981e-16,4.9492852068364897e-20,4.0630683800791033e-15,9.6912754130289324e-19,2.4457316727297831e-28,2.2707651119293151e-14,1.0298399772301734e-18,7.876395187141199e-17,6.0284827683721522e-26
0.00032606173445689314,0.0024674767666878865,0.84210526299999999,0.0,0.0,0.0,0.052631578436238557,0.10526315695632224,2.6580844433523872e-11,4.9233008420916525e-10,4.9673784753949494e-10,1.0909102635238377e-21,1.8921072681585651e-14,3.9093538611248504e-11,4.1736104315396513e-11,1.2853616760508911e-11,1.3146986351446899e-12,5.8768557977122688e-16,3.1678297927224789e-17,1.746793040012634e-16,6.0261127225596675e-20,5.4419998216325048e-15,1.1800316237484062e-18,3.6201892105318607e-28,2.8097265631548871e-14,1.1509961379162692e-18,8.7024700708585284e-17,7.3404376061715353e-26
0.00035574597441003105,0.002467476766570663,0.84210526299999999,0.0,0.0,0.0,0.052631578378092188,0.10526315685387612,2.913413669008743e-11,5.365012363472429e-10,5.4448544114957746e-10,1.1957710874064344e-21,2.0905609524391063e-14,4.679164855690744e-11,5.0199171564754182e-11,1.5155927297916711e-11,1.4542783739546863e-12,6.5019199756538311e-16,3.4776751629025393e-17,2.1015457984696395e-16,7.2132073960500892e-20,7.1058189008312679e-15,1.4125366814110732e-18,5.1810899661789873e-28,3.4088870697611886e-14,1.2734178562215768e-18,9.5359405355939939e-17,8.7867720161940355e-26
