Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4)
0.0,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.3454137749488235e-20,2.3443660788479044e-20,1.3283366571436072e-27,4.8739210429655704e-39,1.1636009200080138e-39,1.1633546738442095e-39,1.4300129820545813e-47,9.768715865745268e-33,3.3942322417818433e-40,1.0517860543126655e-49,1.0478289326315519e-23
3.0000000000000002e-15,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,7.7063591098101924e-20,7.7029171223277022e-20,8.7290691477308669e-27,4.3270735270646966e-38,1.3654470303195507e-38,1.3652148627184933e-38,2.0866478739145382e-46,6.4194418568126136e-32,3.2004819105719377e-39,1.2922579766798771e-48,3.4428603765656215e-23
7e-15,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.7088010869813416e-19,1.7080381484497954e-19,4.7440582107248174e-26,4.6335051214037252e-37,4.5607757739278737e-37,4.5604009802131596e-37,2.2628614626936007e-44,3.4888271038028196e-31,5.1690543512188893e-38,6.5362526440335799e-47,7.6341293038949832e-23
1.5e-14,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,3.5851305888537812e-19,3.5835310327909276e-19,2.098770537640109e-25,2.7820633711675117e-36,5.7687869011464816e-36,5.7684387146541677e-36,5.8979490110866734e-43,1.5434571163877194e-30,4.8073044484887981e-37,1.2570887665752616e-45,1.6016548025213266e-22
3.1e-14,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,7.3377861920903328e-19,7.3345168491001642e-19,8.7480333059800868e-25,1.3778196380593631e-35,5.8390783774778234e-35,5.8387852169096492e-35,1.2071336710779953e-41,6.4333972491838548e-30,4.0573534271801319e-36,2.1373319068126511e-44,3.278090894805532e-22
6.300000000000001e-14,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.4843083796566076e-18,1.4836488672215672e-18,3.5648656229138777e-24,6.1616891572806538e-35,5.2904584882601961e-34,5.2902197638781012e-34,2.2012684272893145e-40,2.6216443047876751e-29,3.3207175273771104e-35,3.5065189313113071e-43,6.6307724823093368e-22
1.2700000000000001e-13,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.9853624597815747e-18,2.9840433080348002e-18,1.4385800398817037e-23,2.6088179302234923e-34,4.5144797274671855e-33,4.5142887124939893e-33,3.7709055368294311e-39,1.0579519877723822e-28,2.6847187564324141e-34,5.6748707444176825e-42,1.3335373355874228e-21
2.55e-13,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.9874488571808733e-18,5.9848324943523555e-18,5.7790680611581322e-23,1.0738085619869789e-33,3.7323091864945079e-32,3.7321588090925099e-32,6.2482450340401016e-38,4.2500338275674582e-28,2.1586839738302118e-33,9.1293309123554397e-41,2.6741526591600553e-21
5.11e-13,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,1.1991534602417621e-17,1.1986412085196586e-17,2.3165064288684476e-22,4.3572215214807499e-33,3.0357923255860877e-31,3.0356768813858039e-31,1.0175804780329607e-36,1.7036225686827247e-27,1.7312297857363253e-32,1.4645294420653875e-39,5.3541644569849519e-21
1e-12,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999977,0.10526315799999998,2.3459943971751692e-17,2.3450371500221119e-17,8.9629524648316569e-22,1.6961180892127293e-32,2.352539042031089e-30,2.3524581011434678e-30,1.5734531804287952e-35,6.5917608022716395e-27,1.3321458492168344e-31,2.2472979404391607e-38,1.0468753595906375e-20
1.023e-12,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999977,0.10526315799999998,2.3999357909368631e-17,2.3989576135283624e-17,9.2755664910630555e-22,1.7554005157004329e-32,2.4489113848079134e-30,2.4488271798737589e-30,1.6426740148876631e-35,6.8216732345263322e-27,1.3866602173656966e-31,2.3461106907732104e-38,1.0709317093238057e-20
2.047e-12,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999956,0.10526315799999995,4.8013611906970141e-17,4.7995923673613505e-17,3.7119951923444044e-21,7.0465160307321591e-32,1.9672339136975015e-29,1.9671797394891709e-29,2.6399324397679035e-34,2.7301031904049162e-26,1.1099584144215506e-30,3.7554882541451477e-37,2.1400173966660406e-20
4.095e-12,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999908,0.10526315799999991,9.6036550379126942e-17,9.6008696220417871e-17,1.4850436194393674e-20,2.8233988115336233e-31,1.5769204699155145e-28,1.5768982907197143e-28,4.2329436045152022e-33,1.092328436483263e-25,8.8815797321676839e-30,6.0083269874279641e-36,4.2704376595738672e-20
8.191e-12,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.05263157899999981,0.10526315799999982,1.9206015676595327e-16,1.9203454895112806e-16,5.9398038749153995e-20,1.1301554857952586e-30,1.2625961456686295e-27,1.2626122722902383e-27,6.7789496051759265e-32,4.369893613598179e-25,7.1050626298390441e-29,9.6071447674220594e-35,8.5004980859300979e-20
1e-11,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999769,0.10526315799999977,2.3444936173689679e-16,2.3444467214945207e-16,9.8730947141602109e-20,1.87891825256123e-30,3.2145312279593526e-27,3.2146919016255888e-27,2.9237225047737118e-31,7.2651077624074809e-25,1.8084314623023498e-28,4.1377738245826635e-34,1.0341908478091421e-19
1.6383e-11,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999616,0.10526315799999962,3.8401834754647799e-16,3.8408746727101223e-16,2.3751588593043353e-19,4.5209042891931774e-30,1.0101873201570008e-26,1.0102543904968615e-26,1.0848054851366742e-30,1.7480780461053007e-24,5.6824262369013725e-28,1.5347928505215956e-33,1.6839267534567766e-19
3.2767e-11,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999999235,0.10526315799999923,7.6757912237831229e-16,7.6819801783420457e-16,9.4936087884598211e-19,1.8073708212890551e-29,8.0769223548348116e-26,8.0783246230791703e-26,1.7347847029130092e-29,6.9925896535372692e-24,4.5428252988817419e-27,2.4478764574950164e-32,3.3045151855511227e-19
6.5535e-11,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999998464,0.10526315799999847,1.5332820846792542e-15,1.5364369351822276e-15,3.7916482938959423e-18,7.2191426746639857e-29,6.4516972413736146e-25,6.4542008888041225e-25,2.771602252004228e-28,2.7971188752251265e-23,3.6290778108473014e-26,3.8916237384372447e-31,6.3674249373354888e-19
9.999999999999999e-11,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999997652,0.10526315799999764,2.3356714840872888e-15,2.3444952244686992e-15,9.7491939680339821e-18,1.8562790906441525e-28,3.0114298710937258e-24,3.0137590674457888e-24,2.4562323351809813e-27,7.2102759741270305e-23,1.694479322917249e-25,3.4175530931622418e-30,9.2531239246892774e-19
1.31071e-10,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.052631578999996924,0.1052631579999969,3.0590442108827931e-15,3.0729785874868323e-15,1.5120060111691119e-17,2.8789353918469963e-28,5.1446684907391988e-24,5.1488718021913231e-24,4.420716580914507e-27,1.1188839856906115e-22,2.8949220728455301e-25,6.1477178411658891e-30,1.18546487538223e-18
2.62143e-10,0.004081089633160659,0.84210526299999999,0.0,0.0,0.0,0.05263157899999385,0.10526315799999378,6.0882350603703803e-15,6.1462688521735806e-15,6.0110427773994172e-17,1.1445601752583634e-27,4.0888553553095362e-23,4.0957052145224749e-23,7.0284640079912224e-26,4.4757389080207391e-22,2.3026710700559275e-24,9.5914746310424681e-29,2.0757817092345864e-18
5.24287e-10,0.004081089633160658,0.84210526299999999,0.0,0.0,0.0,0.052631578999987702,0.10526315799998746,1.2059176476818221e-14,1.2293413676978778e-14,2.3753190661398973e-16,4.5228894453446467e-27,3.2286374224155536e-22,3.2395919208760578e-22,1.1104326018796483e-24,1.7904085867648923e-21,1.8212455494745156e-23,1.4608693728565565e-27,3.2914484760211332e-18
7.864310000000001e-10,0.004081089633160657,0.84210526299999999,0.0,0.0,0.0,0.052631578999981554,0.10526315799998104,1.794453081253574e-14,1.8440943084448824e-14,5.0054082624528152e-16,9.530925196212429e-27,9.1630127701091251e-22,9.2031977730992974e-22,4.0624175446926566e-24,3.8047467848266977e-21,5.173739332283117e-23,5.2520341266068214e-27,4.1218610668518612e-18
