Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174)
1e-12,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.062584474316333e-19,1.0626246636324838e-19,4.4516361291273497e-24,1.7747047247765604e-36,4.3574637038316229e-34,1.6271677639573372e-34,2.3526552574497457e-39,3.7676421477486073e-30,6.3881330300124358e-35,1.7772099251470278e-37,4.3269697862740766e-25,1.1083916769374632e-45,1.6805449517678498e-47,6.0299629154372442e-51,2.2844232573341805e-51,2.1290622964356059e-75,1.5054550178601159e-44,5.471111622419471e-44,2.7320820242955588e-34,3.4333070640124444e-64,8.1443800014809675e-62
1.023e-12,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.087016407441021e-19,1.0870580499990889e-19,4.6069026696414696e-24,1.8368000424068662e-36,4.5193855900528096e-34,1.6938604337972492e-34,2.4515270146042912e-39,3.8990528176238796e-30,6.6495498372184903e-35,1.8499373014865273e-37,4.4263906461570048e-25,1.1571292973876195e-45,1.7544953454661811e-47,6.3044330445598912e-51,2.3884049789672449e-51,2.2283941302883451e-75,1.5716496074907311e-44,5.7116717072340971e-44,2.8273843572760284e-34,3.5896047611682389e-64,8.5212938712358161e-62
2.047e-12,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.1746993908738068e-19,2.1748749130907977e-19,1.8436604616472846e-23,7.3849061006254871e-36,2.4939814945852881e-33,1.3631908603031184e-33,2.6743243475841813e-38,1.5604399934479353e-29,5.3227195275993713e-34,1.4807899022339903e-36,8.8435170877116707e-25,1.8530098557782844e-44,2.8237629088573781e-46,2.0297674185345291e-49,7.6896634149178585e-50,2.8680699937343092e-73,2.5161818467545533e-43,9.1402127918222032e-43,1.13228598667501e-33,1.1580942492231782e-62,5.4991289254145815e-60
4.095e-12,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,4.3497887151304481e-19,4.3505086759376514e-19,7.376029281477104e-23,2.9613736533626138e-35,1.5461750349295713e-32,1.093759080888074e-32,3.2794231515699478e-37,6.2433956772146083e-29,4.2591845998629431e-33,1.1848858721397215e-35,1.7640872328654494e-24,2.9657811840103061e-43,4.527791119692489e-45,6.5101006899802286e-48,2.4663062551511576e-48,3.6728659212563521e-71,4.026854330025219e-42,1.4614837670172586e-41,4.5362393132618935e-33,3.7182025742365255e-61,3.5313985630074218e-58
8.191e-12,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,8.6988610793603374e-19,8.7017763470558851e-19,2.950361911685846e-22,1.1859035535687757e-34,1.0571648379508097e-31,8.7620352777317551e-32,4.4467136135080179e-36,2.49768523949673e-28,3.4073982158443896e-32,9.4787996033030958e-35,3.5089221461754769e-24,4.7450102910348748e-42,7.2408479338634263e-44,2.0823727493964393e-46,7.8888602095228104e-47,4.6809839167724408e-69,6.4428801457484129e-41,2.3341927252018934e-40,1.8194596545025463e-32,1.1899402785439469e-59,2.2604305343224683e-56
1e-11,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.0618653911362818e-18,1.0623515540037116e-18,4.9043051235841349e-22,1.9719021171625153e-34,2.5321114416294172e-31,2.2313564061705762e-31,1.7758713804211388e-35,4.1524851534406037e-28,8.6732731899123787e-32,2.4126052403246654e-34,4.2668146247236341e-24,2.0454710293874571e-41,3.1138351046654575e-43,1.6288802269234039e-45,6.1707594783441155e-46,1.3447955619195348e-67,2.7777931798033959e-40,1.0034510751131086e-39,3.0332589807300948e-32,9.310023675752192e-59,3.3611286494350749e-55
1.6383e-11,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.7392582958721488e-18,1.7404312261319149e-18,1.1798732719795726e-21,4.7452734999258284e-34,7.7364144661073302e-31,7.0129710124782593e-31,6.4729690707063574e-35,9.9913949658804875e-28,2.7253748568284931e-31,7.580842643422493e-34,6.9410145642332454e-24,7.5885896097150233e-41,1.154599443959889e-42,6.641574512447079e-45,2.5160531882176095e-45,5.9246976450178212e-67,1.0305799520131677e-39,3.7204842403704889e-39,7.3161119930631174e-32,3.7961484330467609e-58,1.4423180257663949e-54
3.2767e-11,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,3.4762353606410085e-18,3.4809386303097098e-18,4.7168600320949114e-21,1.8976005298314281e-33,5.8980734109935858e-30,5.609395990737168e-30,9.8389819153826696e-34,3.9966889827484023e-27,2.1791810917353731e-30,6.0604677247227685e-33,1.3582375342426828e-23,1.2128663784378944e-39,1.8326931026455727e-41,2.1087400929928441e-43,7.9883628216007106e-44,7.4068811643113905e-65,1.6478276615276228e-38,5.9070073162449599e-38,2.9567530020835644e-31,1.2054172133598883e-56,9.1604617357554237e-53
6.5535e-11,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,6.9431348438462822e-18,6.9619542678514801e-18,1.8845485850573873e-20,7.5826691087736145e-33,4.5977665329532229e-29,4.4834201905550026e-29,1.5314415554680288e-32,1.5987019523962168e-26,1.7414579815054149e-29,4.8413783858802097e-32,2.6029915051916214e-23,1.9362406741140553e-38,2.8847016131703263e-40,6.6402061570640566e-42,2.5152907979895141e-42,9.0458564859930241e-63,2.6328478896970763e-37,9.3072029583032366e-37,1.2068489684621438e-30,3.7957354043296072e-55,5.7698416280190948e-51
9.999999999999999e-11,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999984,0.10526315799999998,1.0574800435701548e-17,1.062324742837813e-17,4.8484648228419533e-20,1.9509435176797703e-32,2.1233706697025394e-28,2.0948378806533544e-28,1.3409032050353868e-31,4.1209743657243121e-26,8.1361806753599142e-29,2.260450465193851e-31,3.7573338956166541e-23,1.7136605116792094e-37,2.4867644306092391e-39,1.113922840239008e-40,4.2189768776062799e-41,5.6022945444544238e-61,2.3339503165462254e-36,8.039777734095636e-36,3.2120552853976854e-30,6.3669074602663495e-54,1.9087739784051463e-49
1.31071e-10,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999984,0.10526315799999998,1.3848831528245722e-17,1.3923988463942429e-17,7.5205043244872254e-20,3.0261692495804714e-32,3.623139411434403e-28,3.5791922377027362e-28,2.4116956445148535e-31,6.3948616761701935e-26,1.3901172081736043e-28,3.8618376586152859e-31,4.7980004388604153e-23,3.0840087594623218e-37,4.4685779005404206e-39,2.0582872131972225e-40,7.7957234473341648e-41,1.057134302035695e-60,4.2007035040503603e-36,1.4448758545479406e-35,5.0197954703245453e-30,1.1764628401021995e-53,3.5775616990140113e-49
2.62143e-10,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.05263157899999997,0.10526315799999997,2.7548738557497408e-17,2.7848066044870177e-17,2.9941059163866415e-19,1.2048393669982866e-31,2.865690615730296e-27,2.850957742520373e-27,3.8139328904517054e-30,2.5579561770618911e-25,1.1072302441483738e-27,3.0715266360858893e-30,8.2595506454410926e-23,4.8899972401131378e-36,6.717902409994482e-38,6.1948884886011564e-39,2.345694773945178e-39,1.1408186958862063e-58,6.6833510736479188e-35,2.1808987984169056e-34,2.1607529036386606e-29,3.5399760240257555e-52,2.1540289445060166e-47
5.24287e-10,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999942,0.10526315799999994,5.4509869347089148e-17,5.5696244978167593e-17,1.186505326293548e-18,4.7746281321350994e-31,2.2624172167007636e-26,2.2610228845909025e-26,6.0226730668205373e-29,1.0231851613644532e-24,8.7809437638317681e-27,2.428888132733729e-29,1.2767134538918182e-22,7.6843919954969338e-35,9.5749378915622366e-37,1.7691744979066077e-37,6.6955087901649869e-38,1.0774740928018111e-56,1.0574033809178505e-33,3.128716836529907e-33,9.8488995102176931e-29,1.0104525392659805e-50,1.2308108828446823e-45
9.999999999999999e-10,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999894,0.10526315799999988,1.01895129242781e-16,1.0623240623053614e-16,4.3374516627343519e-18,1.7454537429870934e-30,1.6283073657640535e-25,1.6341719881404615e-25,8.6180209921337535e-28,3.8083542650261601e-24,6.3463795272816578e-26,1.7455574287320485e-28,1.67220727065272e-22,1.0778279453147313e-33,1.1441419493339731e-35,4.2253268398939834e-36,1.5974383867324464e-36,7.4776092100263334e-55,1.5111614867813099e-32,3.7703506507567583e-32,4.5175309914929433e-28,2.410783449066465e-49,5.8709385758881128e-44
1.0485750000000002e-09,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999887,0.10526315799999988,1.0673363270901641e-16,1.1139264787378284e-16,4.6591944326242077e-18,1.8749281517456354e-30,1.7714721282613268e-25,1.7779498240667935e-25,9.4365086838109189e-28,4.0927475635283422e-24,6.9047454983711497e-26,1.8989947491246081e-28,1.7125910990306725e-22,1.1800383096139008e-33,1.2511931947446972e-35,4.6387094595076374e-36,1.7537158612616404e-36,8.2301449552576958e-55,1.6546688794689053e-32,4.1233934324908432e-32,4.8782485639387004e-28,2.6466305518972053e-49,6.4578516462905379e-44
2.0971510000000003e-09,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999776,0.10526315799999976,2.04809105818997e-16,2.2278550665379772e-16,1.7976631522032922e-17,7.2340928637249383e-30,1.3619595472465805e-24,1.375319908153586e-24,1.4527696808827832e-26,1.6371007803105989e-23,5.341001734879481e-25,1.4523033251854142e-27,1.9930630148061223e-22,1.7514643074874948e-32,1.444779588268072e-34,1.076812459728773e-34,4.0625499154123786e-35,4.8813385843432723e-53,2.5346300732507777e-31,4.7927522149825627e-31,2.662970110162877e-27,6.1310333544795458e-48,2.9995321356047352e-42
4.194303e-09,0.0028595427691403574,0.84210526299999999,0.0,0.0,0.0,0.052631578999999554,0.10526315799999948,3.7845259689302443e-16,4.4557124428063649e-16,6.7118979023627935e-17,2.7009844739446852e-29,1.0106214480820863e-23,1.0317932753875602e-23,2.1612440659219601e-25,6.548406627926082e-23,4.0067940932222057e-24,1.0653737274068428e-26,2.1077597148436377e-22,2.4288659410632081e-31,1.4360546554805397e-33,2.1560866286927985e-33,8.1005670572442976e-34,2.16406479284472e-51,3.7293820799630761e-30,4.7412372642928882e-30,1.578333548054731e-26,1.2225055162072469e-46,1.200433249765553e-40
8.388607e-09,0.0028595427691403565,0.84210526299999999,0.0,0.0,0.0,0.05263157899999911,0.10526315799999887,6.545623688891096e-16,8.9114263989981569e-16,2.3658093960665479e-16,9.5204393139777483e-29,7.0354139645156208e-23,7.3363112735029472e-23,3.0229445268299375e-24,2.6193627001727533e-22,2.8487584922133359e-23,7.2526002482251935e-26,2.1512227194219575e-22,2.9903168590973583e-30,1.2181365144473915e-32,3.6907373894271404e-32,1.3751393346424246e-32,7.1091841106358646e-50,5.1054471810989023e-29,3.9002719477094119e-29,9.6899096093352566e-26,2.0753068913185356e-45,4.0938788070850144e-39
9.999999999999999e-09,0.002859542769140356,0.84210526299999999,0.0,0.0,0.0,0.052631578999998943,0.10526315799999862,7.3902081123006625e-16,1.0623249082204152e-15,3.2330494841284459e-16,1.3010370694812734e-28,1.1483796855243792e-22,1.20696536229461e-22,5.8759943367508987e-24,3.7514752596105099e-22,4.6866571608985179e-23,1.1741879971633657e-25,2.1604818516180282e-22,5.7807119548243265e-30,2.0706452191235354e-32,7.4578903396279556e-32,2.7709604741403638e-32,1.7332019281715172e-49,9.8529821843958467e-29,6.5401231935246027e-29,1.5502654629247699e-25,4.1818262865613341e-45,9.6541726364146583e-39
1.2582911e-08,0.002859542769140356,0.84210526299999999,0.0,0.0,0.0,0.052631578999998666,0.10526315799999821,8.7439972858003806e-16,1.3367139392328557e-15,4.6231535512902435e-16,1.8604401544396845e-28,1.861413507855345e-22,1.9656754982541547e-22,1.0449164095830635e-23,5.5661449168635444e-22,7.6326353848527752e-23,1.8937771960533132e-25,2.1753233672505801e-22,1.0253452116348705e-29,3.4371362681126822e-32,1.3496281218672456e-31,5.0083301134783576e-32,3.3718259891279488e-49,1.7462833029534642e-28,1.0771555762227442e-28,2.4819936665428254e-25,7.5583782001454087e-45,1.8566799224098536e-38
2.0971519e-08,0.0028595427691403543,0.84210526299999999,0.0,0.0,0.0,0.052631578999997777,0.10526315799999671,1.1669317727204467e-15,2.2278561454814033e-15,1.0609269756740191e-15,4.2693623283353124e-28,6.9609047329051245e-22,7.6207659287946035e-22,6.5991048504962109e-23,1.5388744525577516e-21,2.9588316270022279e-22,6.8380038310299112e-25,2.2192952899780672e-22,5.4163447968754505e-29,1.4206478050827131e-31,9.4553435966445089e-31,3.4589380680722291e-31,3.4456753687114829e-48,1.0670232485758614e-27,4.1558964637659273e-28,9.0721256192379598e-25,5.2200964320079831e-44,2.1847751612401322e-37
2.9360127e-08,0.002859542769140352,0.84210526299999999,0.0,0.0,0.0,0.052631578999996889,0.10526315799999514,1.3632756292324412e-15,3.1189979589609988e-15,1.7557268711608654e-15,7.0653638640769835e-28,1.5113317631321527e-21,1.6979965970395662e-21,1.8658200228562215e-22,2.9140373767647452e-21,6.5922020813007354e-22,1.4493025947346822e-24,2.2630619144744201e-22,1.4141118861131866e-28,3.2481932427666208e-31,2.7988388971288888e-30,1.014938037386299e-30,1.2315587095581348e-47,2.9584382888157401e-27,9.0405327190645194e-28,1.9678273841669265e-24,1.5317055681732182e-43,8.0506506714232541e-37
3.7748735e-08,0.00285954276914035,0.84210526299999999,0.0,0.0,0.0,0.052631578999996001,0.10526315799999349,1.4967406062573605e-15,4.0101393796993093e-15,2.5134057249510973e-15,1.0114401927070347e-27,2.6403554799715399e-21,3.0378861027849643e-21,3.9725909742579388e-22,4.6821027101224296e-21,1.1793441924713113e-21,2.4789361386008818e-24,2.3068436468604799e-22,2.7778655989836121e-28,5.9058438459897549e-31,6.168505163664411e-30,2.2192074485611784e-30,2.9372890763523895e-47,6.1935785795878411e-27,1.5702764582770402e-27,3.4554100876766038e-24,3.3491428876636203e-43,2.0876650428204393e-36
5.4525951e-08,0.0028595427691403452,0.84210526299999999,0.0,0.0,0.0,0.052631578999994218,0.10526315799999006,1.6415445861644141e-15,5.7924206505505502e-15,4.1508897823901017e-15,1.670393701306423e-27,6.0931853688686914e-21,7.4640503676050386e-21,1.3696240713100282e-21,9.7898385790872771e-21,2.8972322909736775e-21,5.4493756260517247e-24,2.3945024100767126e-22,7.6053256116495241e-28,1.4880797100249598e-30,2.3149421461355996e-29,8.1229682935181851e-30,1.2244354464460336e-46,2.0417014995927889e-26,3.5211130351247872e-27,8.1897717750861873e-24,1.2258873219803536e-42,1.1477070643564876e-35
7.130316700000001e-08,0.0028595427691403405,0.84210526299999999,0.0,0.0,0.0,0.052631578999992434,0.1052631579999866,1.7270490716023174e-15,7.5747003510624447e-15,5.847673819977104e-15,2.3532106158011736e-27,1.0631009805775231e-20,1.3700086491297485e-20,3.0661458323203451e-21,1.6469175217391381e-20,5.31724573956549e-21,9.174494398735025e-24,2.4822413695958039e-22,1.4831389727671101e-27,2.7709130505160968e-30,5.4769127221807704e-29,1.8872035377230382e-29,3.13147518551675e-46,4.4363399065029982e-26,5.9860793889591176e-27,1.4663321980072475e-23,2.8480954926612679e-42,3.3291411399653765e-35
9.999999999999998e-08,0.0028595427691403305,0.84210526299999999,0.0,0.0,0.0,0.052631578999989381,0.10526315799998057,1.8082608484573787e-15,1.062322120340536e-14,8.8150058117670504e-15,3.5473192639166916e-27,2.1312344962595286e-20,3.0698045448187101e-20,9.3770917408190593e-21,3.3270248098955092e-20,1.191193779326728e-20,1.7342333158900698e-23,2.6325067046968953e-22,3.535951911876285e-27,6.3497708962897706e-30,1.9053231664736985e-28,6.2513230884472607e-29,1.130019229956607e-45,1.2796065894313663e-25,1.1427286768521684e-26,3.1273315303318318e-23,9.4342582610908246e-42,1.7149450429153037e-34
1.0485759900000001e-07,0.0028595427691403305,0.84210526299999999,0.0,0.0,0.0,0.052631578999988868,0.10526315799997955,1.8220078095258482e-15,1.1139253472325774e-14,9.317294998730189e-15,3.7494496165927985e-27,2.3120406603976909e-20,3.3575340947346489e-20,1.0445364484859409e-20,3.6114216101570977e-20,1.3028241098421893e-20,1.8724927725818319e-23,2.6579425687004856e-22,3.8834377156304431e-27,6.9555748988698629e-30,2.1351335895229688e-28,6.9900506952698881e-29,1.2682935548080258e-45,1.4211141787833459e-25,1.2348336262929514e-26,3.408493869594169e-23,1.0549117788543239e-41,1.9488855637485577e-34
1.3841203100000002e-07,0.002859542769140321,0.84210526299999999,0.0,0.0,0.0,0.052631578999985301,0.10526315799997249,1.8925835682153413e-15,1.4703800314979791e-14,1.2811302814695076e-14,5.1555022500488516e-27,3.8237889642002481e-20,6.0906895336873752e-20,2.2649550739587521e-20,6.2045589135162017e-20,2.3629897173451134e-20,2.9786437051188613e-23,2.8338042234273988e-22,7.3194053314064381e-27,1.2809640501512969e-29,5.0586252774551671e-28,1.5982367863656239e-28,3.1514212309948015e-45,2.9760282125556341e-25,1.9739523076635022e-26,5.9435259547317087e-23,2.4119980000979035e-41,5.6437157695978657e-34
2.0552089500000002e-07,0.002859542769140301,0.84210526299999999,0.0,0.0,0.0,0.052631578999978175,0.10526315799995836,2.0151156935805756e-15,2.1832868892001971e-14,1.9817956525043112e-14,7.9751078235232932e-27,7.4942977563031928e-20,1.4548070517812555e-19,7.0487863221057734e-20,1.3905338008294631e-19,5.642273327852124e-20,5.5935582191785357e-23,3.1859537755819271e-22,1.8563760551983651e-26,3.1476753787458472e-29,1.9426245984774173e-27,5.5853200888822504e-28,1.2836741699854422e-44,8.8159361380338405e-25,3.7249910472880848e-26,1.2991914203600672e-22,8.4291521632719037e-41,3.1468186620148257e-33
3.3973862300000003e-07,0.0028595427691402602,0.84210526299999999,0.0,0.0,0.0,0.052631578999963916,0.10526315799993007,2.2523230393979458e-15,3.6090905649469393e-14,3.3839210134007249e-14,1.3617516663198745e-26,1.5977606277761093e-19,4.3437469988919467e-19,2.7446740784974601e-19,3.9364687205777277e-19,1.683609979557688e-19,1.2017015690275674e-22,3.8915122667482707e-22,6.1216674048517562e-26,9.8197778087410496e-29,1.0907134975918833e-26,2.5994195706993073e-27,8.0766685390597786e-44,3.3908467691794005e-24,8.0311068296928386e-26,3.2721550825415736e-22,3.9229449662238499e-40,2.718434366245021e-32
6.08174079e-07,0.00285954276914018,0.84210526299999999,0.0,0.0,0.0,0.052631578999935397,0.1052631579998735,2.7249950021546868e-15,6.4606577841142775e-14,6.1883850407008617e-14,2.4903192723202362e-26,3.4241835598361915e-19,1.4914419201651266e-18,1.1487703429925254e-18,1.3051273450541943e-18,5.7740782476845526e-19,2.915256717206691e-22,5.3071472884450145e-22,2.4763834651915574e-25,3.5622457334086594e-28,7.5946873077152331e-26,1.3334656655083643e-26,6.8146277674476722e-43,1.5565445711886197e-23,1.952455598618831e-25,8.4615565950012397e-22,2.0124155837704962e-39,2.7380258746979295e-31
9.999999999999997e-07,0.00285954276914002,0.84210526299999999,0.0,0.0,0.0,0.052631578999893763,0.10526315799979093,3.4148119387962247e-15,1.0622874501823805e-13,1.0282093756410485e-13,4.1377025156025362e-26,6.1552873350402787e-19,4.4350978187785609e-18,3.8196352601653027e-18,3.8099055295704168e-18,1.7135896407915907e-18,6.6435885229827611e-22,7.3864246260886309e-22,9.2981946057916683e-25,1.1131647458748707e-27,4.4728848127953101e-25,5.235081501758041e-26,5.346005464924125e-42,6.447655850508978e-23,4.4541361381664904e-25,1.7419642809409477e-21,7.9005855955307791e-39,2.0769539216633011e-30
1.145044991e-06,0.00285954276914002,0.84210526299999999,0.0,0.0,0.0,0.052631578999878352,0.10526315799976037,3.6701663857696798e-15,1.216363189944434e-13,1.1797491059149744e-13,4.7475261002332037e-26,7.1662794651258836e-19,5.5247718817701311e-18,4.8083283432692725e-18,4.7371171042996777e-18,2.1341781533097298e-18,8.0237316534669881e-22,8.1561255227401913e-22,1.1823473007401158e-24,1.3933666789999981e-27,5.8475064836173304e-25,6.6793704155950952e-26,7.072712443623711e-42,8.2582333377728239e-23,5.3802010356023249e-25,2.0735721365493753e-21,1.008025141289829e-38,2.7444392895844711e-30
2.218786815e-06,0.002859542769139699,0.84210526299999999,0.0,0.0,0.0,0.052631578999764256,0.10526315799953409,5.5606056232953286e-15,2.3568940477419709e-13,2.3016341236436419e-13,9.2621965554292802e-26,1.4699035648254249e-18,2.1284682853549381e-17,1.9820852977453331e-17,1.8036051801590741e-17,8.1864575683723021e-18,2.4920519309818809e-21,1.3924431853245481e-21,6.4624695416085879e-24,5.6007075869851782e-27,4.6750754817326566e-24,3.1258709799397126e-25,8.5709373961065169e-41,4.9887134106486259e-22,1.6721107681300759e-24,4.7069322578713445e-21,4.7174454261498098e-38,2.5869048652313943e-29
4.366270463e-06,0.002859542769139057,0.84210526299999999,0.0,0.0,0.0,0.05263157899953598,0.10526315799908147,9.3419167477343204e-15,4.6377011997508884e-13,4.545660462547517e-13,1.8292568877791378e-25,2.9841126491478535e-18,8.3707891566323097e-17,8.0775960140108516e-17,7.0364478263942089e-17,3.191962142222806e-17,8.5145309011199148e-21,2.5739402061419064e-21,3.8652549844642258e-23,2.2634141771354993e-26,3.7735538193623708e-23,1.3741523839459865e-24,1.162519376770925e-39,3.3435196194369209e-21,5.7151076560385663e-24,1.0069364623127329e-20,2.0738184419811569e-37,2.2918349970756851e-28
