Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327),CH2O2(169),CH2O2(71)
0.35133301309677895,0.0019278027827962,0.84210526299999999,0.0,0.0,0.0,0.05263132152757162,0.10526283757764632,2.3646973088038874e-10,2.943156103873408e-08,1.1414623462922806e-07,5.0631176571605924e-21,2.6773729294381428e-13,1.372441293848271e-07,1.5340429732940143e-07,2.6858381140422476e-08,3.4766697465768992e-09,3.8722883490750236e-13,7.0378405019698116e-16,1.6675139344534402e-11,6.2567735782403073e-18,2.6242403508147005e-10,3.7087312524750223e-15,5.3126454983440493e-22,2.0713722816625886e-09,3.668964585664307e-17,1.1265201122815743e-16,1.1055460911816049e-28,1.8935957914249137e-15,3.4260412646978372e-32,3.445493092177024e-25,1.5716376687510422e-24,1.1504253160065285e-20,8.1023310559759141e-23,1.3854428892411419e-12
0.3547014448041956,0.0019278027720546912,0.84210526299999999,0.0,0.0,0.0,0.052631306581420519,0.10526281938604239,2.4774377221289018e-10,3.100669814032107e-08,1.1958806118086621e-07,5.3044987703033524e-21,2.851116547911091e-13,1.4630922336229307e-07,1.6289521053603056e-07,2.8413654067912615e-08,3.7312687377425549e-09,4.1716780896900934e-13,7.5803723750784955e-16,1.8303342052916289e-11,6.7897005254653783e-18,2.8258469899501957e-10,4.0246238881429208e-15,5.9935449342384028e-22,2.2211285243273261e-09,3.9533322348632683e-17,1.1824117564309983e-16,1.2211944836859604e-28,2.0723565142609244e-15,3.9927968779821319e-32,4.0333486048820718e-25,1.7440885955625584e-24,1.2766579578330269e-20,8.9913749947095564e-23,1.5392345525995868e-12
0.3580698765116122,0.0019278027608158896,0.84210526299999999,0.0,0.0,0.0,0.052631290743549074,0.10526280014613167,2.5947713749122825e-10,3.2661398916660377e-08,1.2525156838210578e-07,5.5557130678490056e-21,3.0369024701757948e-13,1.5601034251938973e-07,1.7300337723668019e-07,3.0062604453365407e-08,4.0057857172787897e-09,4.4952439118891852e-13,8.1666052520319484e-16,2.0078435263978548e-11,7.374270069722345e-18,3.0447195505378086e-10,4.371127509610818e-15,6.7636086416657757e-22,2.3824822753454804e-09,4.2607443207287802e-17,1.2408367844865781e-16,1.3504957102744106e-28,2.2705226253573784e-15,4.6596549579532007e-32,4.7206807133198237e-25,1.9351060445764556e-24,1.416481145319352e-20,9.9761357945365833e-23,1.7098849538124811e-12
0.36143830821902884,0.001927802749060695,0.84210526299999999,0.0,0.0,0.0,0.052631273958534647,0.10526277979614279,2.7168153831365798e-10,3.4398901123720584e-08,1.3114240532069931e-07,5.8170111565846043e-21,3.2355850094788671e-13,1.6639456201500387e-07,1.8377162260269189e-07,3.1811043403152111e-08,4.3017786835452063e-09,4.8448784265756306e-13,8.7999534069046298e-16,2.2011970419885034e-11,8.0159947795823365e-18,3.2825388945651151e-10,4.7515096013145774e-15,7.6348676343225198e-22,2.5563690009337959e-09,4.5930154867159988e-17,1.3018917668683143e-16,1.4952052817532615e-28,2.4904740550703219e-15,5.4454118945181244e-32,5.5241516694750372e-25,2.1466173461932333e-24,1.5713056698594453e-20,1.1066549518899233e-22,1.8992059655681531e-12
0.36480673992644547,0.0019278027367696329,0.84210526299999999,0.0,0.0,0.0,0.05263125616748509,0.10526275827071023,2.8436834712842571e-10,3.6222466978532862e-08,1.3726605702558712e-07,6.0886363707866585e-21,3.4480727694270356e-13,1.7751239279602738e-07,1.9524580074545317e-07,3.3665131247323624e-08,4.6209114856988582e-09,5.2225983285524621e-13,9.4840545350975418e-16,2.4116171214877189e-11,8.7210034903350586e-18,3.5411655889223982e-10,5.1694029446227795e-15,8.6210428340891241e-22,2.7437969673476718e-09,4.952080968756151e-17,1.3656757832253852e-16,1.6573181097303186e-28,2.73490745107153e-15,6.3725954745443887e-32,6.4631942762283141e-25,2.380736954189288e-24,1.7426792959467494e-20,1.2273516919153322e-22,2.1091967994884503e-12
0.3681751716338621,0.0019278027239228866,0.84210526299999999,0.0,0.0,0.0,0.052631237307848376,0.10526273550069568,2.9754853265380937e-10,3.8135368912172721e-08,1.4362781327839956e-07,6.3708233891337856e-21,3.6753305086774628e-13,1.8941799258794016e-07,2.0747498474417558e-07,3.5631394011021841e-08,4.9649576237675549e-09,5.6305484849914488e-13,1.0222777080948951e-15,2.6403948542468831e-11,9.4960853034844024e-18,3.8226597984276165e-10,5.6288318390942158e-15,9.737685671803947e-22,2.9458519396395495e-09,5.3400006883357588e-17,1.4322902644211964e-16,1.8390907644243625e-28,3.0068802334743245e-15,7.4680923571910849e-32,7.5603110935785733e-25,2.639772994591592e-24,1.9322915548970999e-20,1.360893719628189e-22,2.3420618515220124e-12
0.3715436033412787,0.001927802710500325,0.84210526299999999,0.0,0.0,0.0,0.05263121731321814,0.10526271141300639,3.1123259332355998e-10,4.0140873818709692e-08,1.5023273646882518e-07,6.6637968096980594e-21,3.9183807842247879e-13,2.0216938222704326e-07,2.205116627592563e-07,3.7716739828981642e-08,5.3358036114665241e-09,6.0710050974324613e-13,1.102022589502455e-15,2.8888902715385789e-11,1.0348785375310399e-17,4.1293033056899279e-10,6.1342685592174449e-15,1.1002546955684157e-21,3.1637020132115198e-09,5.7589628301126295e-17,1.5018391969478046e-16,2.0430896196108751e-28,3.3098608466790435e-15,8.7641919472614344e-32,8.8417244965633727e-25,2.9262511502028069e-24,2.1419912281880773e-20,1.5085831134315316e-22,2.6002299471963191e-12
0.37491203504869536,0.001927802696481532,0.84210526299999999,0.0,0.0,0.0,0.052631196113135797,0.10526268593041146,3.2543048925544666e-10,4.2242225816091295e-08,1.5708562873935842e-07,6.967769693354786e-21,4.1783053359060226e-13,2.1582866621551409e-07,2.3441193941730435e-07,3.9928475156256086e-08,5.7354518045454069e-09,6.546378020950767e-13,1.188074637060593e-15,3.1585316373812381e-11,1.1287492800784433e-17,4.463623855773314e-10,6.6906855370525773e-15,1.2435921937437958e-21,3.3986025545220126e-09,6.2112865569655296e-17,1.5744292354491842e-16,2.2722371965104988e-28,3.6477860584632145e-15,1.0299739535167895e-31,1.0338013081202081e-24,3.2429346651051211e-24,2.3738009907513791e-20,1.6718444231582194e-22,2.886375040989085e-12
0.378280466756112,0.0019278026818458454,0.84210526299999999,0.0,0.0,0.0,0.0526311736328905,0.10526265897135753,3.4015157335138452e-10,4.4442627557354952e-08,1.6419099871682401e-07,7.2829420883859651e-21,4.4562461617703912e-13,2.3046225615429745e-07,2.4923574148168157e-07,4.2274320607398388e-08,6.1660225764747404e-09,7.0592128862551425e-13,1.2808928221681438e-15,3.4508157461799382e-11,1.2321482368683331e-17,4.8284220348323413e-10,7.3035805293815395e-15,1.4060807471152061e-21,3.6519012222564803e-09,6.6994242058893429e-17,1.6501693874568387e-16,2.5298389437135185e-28,4.0251262637708086e-15,1.212120846532183e-31,1.2084498322555229e-24,3.5928245548777355e-24,2.6299175648424097e-20,1.8522247784397796e-22,3.2034384178412294e-12
0.3816488984635286,0.0019278026665723925,0.84210526299999999,0.0,0.0,0.0,0.052631149793318385,0.1052626304497844,3.5540452221804108e-10,4.6745220234239064e-08,1.7155302815312881e-07,7.6094995517800774e-21,4.7534062113033068e-13,2.4614109558892338e-07,2.650470266396621e-07,4.4762426239988737e-08,6.6297557319179323e-09,7.6121919843928811e-13,1.3809607031920759e-15,3.7673069694099271e-11,1.3461034456738495e-17,5.2268009019527975e-10,7.9790471325035927e-15,1.5903409439090874e-21,3.9250430375775001e-09,7.2259628610451672e-17,1.7291712495227276e-16,2.8196496055718693e-28,4.4469598678454544e-15,1.4284447660058631e-31,1.412216881481874e-24,3.9791855806318889e-24,2.9127307328574621e-20,2.0514072792444707e-22,3.5546524317317188e-12
0.38501733017094525,0.0019278026506401346,0.84210526299999999,0.0,0.0,0.0,0.052631124510602194,0.10526260027494264,3.7119726761058262e-10,4.9153062407426762e-08,1.7917553881961339e-07,7.9476116819916085e-21,5.0710496581961137e-13,2.6294088457374325e-07,2.8191399405324422e-07,4.740138608391552e-08,7.1290110599824891e-09,8.2081335467370771e-13,1.488786291231767e-15,4.1096341899675555e-11,1.4717573736418448e-17,5.6621986051347798e-10,8.7238568786885419e-15,1.7993753533248987e-21,4.2195754670088246e-09,7.7936245286800219e-17,1.8115493680662215e-16,3.1459519996887548e-28,4.9190579565737581e-15,1.6856828512049953e-31,1.6498785873646529e-24,4.4055781161719945e-24,3.2248466641524343e-20,2.2712274247235667e-22,3.9435658033655773e-12
0.3883857618783619,0.0019278026340279078,0.84210526299999999,0.0,0.0,0.0,0.052631097696073333,0.10526256835121413,3.8753692921369737e-10,5.1669107790236664e-08,1.8706196005902491e-07,8.2974306798083341e-21,5.4105017121572928e-13,2.8094230197291402e-07,2.9990929513481098e-07,5.0200251696947653e-08,7.6662679005503067e-09,8.8499907509484944e-13,1.6049018661924054e-15,4.4794892687057323e-11,1.6103701714077615e-17,6.1384242212915664e-10,9.5454795030541546e-15,2.0365863416967012e-21,4.5371534750605464e-09,8.4052652913115383e-17,1.8974206987978078e-16,3.5135896917852282e-28,5.447980605142692e-15,1.9919130280282728e-31,1.9269393821002578e-24,4.8758475597396999e-24,3.569080164535948e-20,2.5136676546064581e-22,4.3740704897310592e-12
0.3917541935857785,0.0019278026167144709,0.84210526299999999,0.0,0.0,0.0,0.05263106925601798,0.10526253457793769,4.0442974966201012e-10,5.4296182255663128e-08,1.9521529741380417e-07,8.6590899578356765e-21,5.7731478826864307e-13,3.0023122344428135e-07,3.1911024282938621e-07,5.3168544514667302e-08,8.2441236119134892e-09,9.540849444206968e-13,1.7298635619856724e-15,4.8786250131101594e-11,1.7633327731032878e-17,6.6596970652245824e-10,1.0452159824624631e-14,2.3058390882489247e-21,4.8795445019765068e-09,9.0638739416818525e-17,1.9869047485238203e-16,3.9280508055368126e-28,6.0411863286817832e-15,2.3568408125876934e-31,2.2497527610874792e-24,5.3941450333834192e-24,3.9484698279408147e-20,2.7808680203722726e-22,4.8504301167036992e-12
0.39512262529319514,0.0019278025986785529,0.84210526299999999,0.0,0.0,0.0,0.05263103909148923,0.10526249884924085,4.2188103264308006e-10,5.7036960355252233e-08,2.0363810273843148e-07,9.0327028167245681e-21,6.1604326608525042e-13,3.2089893290298346e-07,3.3959901751399434e-07,5.6316266758482136e-08,8.8652908696278705e-09,1.0283923304058272e-12,1.8642504904364004e-15,5.308849340759241e-11,1.9321890174247283e-17,7.2306897201946751e-10,1.1453048081745877e-14,2.6115675794115051e-21,5.2486333186927724e-09,9.7725688137080172e-17,2.0801244089474017e-16,4.3956003705200019e-28,6.7071563513520735e-15,2.7921907152041017e-31,2.6257088962972788e-24,5.9649801641535506e-24,4.3663166724165161e-20,3.0751533961949161e-22,5.3773099429298012e-12
0.39849105700061177,0.0019278025798989068,0.84210526299999999,0.0,0.0,0.0,0.052631007098127215,0.10526246105388019,4.3989508498895443e-10,5.9893941561792476e-08,2.1233244625807201e-07,9.4183612057678087e-21,6.5738576169051165e-13,3.4304232494138643e-07,3.6146286747270652e-07,5.965391065135852e-08,9.5325936948291331e-09,1.1082548570394569e-12,2.0086637876510612e-15,5.7720211096257523e-11,2.1186377144367108e-17,7.8565750475687839e-10,1.2558214134523854e-14,2.9587988778639441e-21,5.6464267038847504e-09,1.0534592769793735e-16,2.177205164590455e-16,4.9233247410064646e-28,7.4555355559436264e-15,3.3120459926704774e-31,3.0633080044338614e-24,6.5931968805849997e-24,4.8261664234963638e-20,3.399021001294738e-22,5.9598083130162658e-12
0.4018594887080284,0.0019278025603543592,0.84210526299999999,0.0,0.0,0.0,0.05263097316598972,0.10526242107509212,4.5847516378209057e-10,6.2869426613995935e-08,2.2129989104526791e-07,9.8161345914121182e-21,7.0149788222676881e-13,3.6676409568020548e-07,3.8479430177449106e-07,6.3192465685392161e-08,1.0248962117626626e-08,1.1940177987123481e-12,2.1637255184184125e-15,6.2700474359833663e-11,2.3245431113031768e-17,8.543077429078125e-10,1.3778708823437414e-14,3.3532185438196305e-21,6.0750578876788619e-09,1.1353308034944867e-16,2.2782748311477819e-16,5.5192231490715718e-28,8.2972921653347933e-15,3.9333112383782397e-31,3.5722989433121029e-24,7.2839724858456141e-24,5.3318088352655054e-20,3.7551399217737157e-22,6.6034895305483954e-12
0.40522792041544503,0.0019278025400238637,0.84210526299999999,0.0,0.0,0.0,0.052630937179395189,0.1052623787904553,4.776234293291855e-10,6.5965494411785068e-08,2.3054147031308613e-07,1.0226068953089114e-20,7.4854035663827291e-13,3.9217291958320076e-07,4.0969127327958633e-07,6.6943423701341366e-08,1.1017425472844634e-08,1.286037119341796e-12,2.3300769418760484e-15,6.8048752579659484e-11,2.5519695947426399e-17,9.2965284949188939e-10,1.5126767283804947e-14,3.8013473202410179e-21,6.5367907078818934e-09,1.223218936836839e-16,2.3834651736785027e-16,6.1924230574730787e-28,9.2448984198635242e-15,4.6764065703107874e-31,4.1639852967473101e-24,8.0429042878595378e-24,5.8873411038829068e-20,4.1463957721280539e-22,7.3144180433988624e-12
0.40859635212286166,0.0019278025188865571,0.84210526299999999,0.0,0.0,0.0,0.0526308990167806,0.10526233407176779,4.9734090480950419e-10,6.9183979730097821e-08,2.400576679617696e-07,1.0648185920276231e-20,7.9867864431288571e-13,4.1938360945771141e-07,4.3625734943494447e-07,7.0918781540955846e-08,1.1841104296370765e-08,1.3846784269440051e-12,2.5083766246328568e-15,7.3784835428550613e-11,2.8031841920856174e-17,1.0123927590873848e-09,1.6615827108161157e-14,4.3105869133144701e-21,7.034023417615972e-09,1.3174814121019512e-16,2.4929109949033171e-16,6.9532541008034669e-28,1.0312534745690597e-14,5.5658887820904597e-31,4.8513469258012668e-24,8.8759763884046197e-24,6.4971435581127309e-20,4.5758735743310475e-22,8.0991938285201888e-12
0.4119647838302783,0.0019278024969218112,0.84210526299999999,0.0,0.0,0.0,0.052630858550576379,0.10526228678493996,5.1762744358776932e-10,7.2526452156081698e-08,2.4984840283248458e-07,1.1082482073474921e-20,8.5208247322338988e-13,4.4851725692757651e-07,4.6460186849832464e-07,7.5131041036333852e-08,1.2723200765604863e-08,1.4903159796782568e-12,2.6992986471002098e-15,7.9928806250412682e-11,3.0806564989183827e-17,1.1033007221184034e-09,1.826052836661947e-14,4.8892627357274582e-21,7.569292084221411e-09,1.4184852602267824e-16,2.6067488583171549e-16,7.8133211684394292e-28,1.1516320132487598e-14,6.6311875782108832e-31,5.6491639701473257e-24,9.7895063161397352e-24,7.1658405937618565e-20,5.0468302443463849e-22,8.9649888387882339e-12
0.4153332155376949,0.0019278024741092915,0.84210526299999999,0.0,0.0,0.0,0.052630815647100669,0.10526223678990548,5.3848170490741857e-10,7.5994196825779562e-08,2.5991301696702441e-07,1.1528928427922196e-20,9.0892530301717244e-13,4.797013510644921e-07,4.9484007885220665e-07,7.9593206144621396e-08,1.3666987779747206e-08,1.6033312707131196e-12,2.903530052709404e-15,8.6500943750412869e-11,3.3871106397618962e-17,1.2032303690361431e-09,2.0077016000538043e-14,5.5469014013607184e-21,8.1452735281016455e-09,1.5266058133505574e-16,2.7251198260794043e-16,8.7858370372075004e-28,1.2874571682630957e-14,7.9077972564560048e-31,6.5744890435255435e-24,1.0790279589779048e-23,7.8983991741616452e-20,5.5627639650376435e-22,9.9195843146972358e-12
0.41870164724511155,0.0019278024504290044,0.84210526299999999,0.0,0.0,0.0,0.052630770166474827,0.10526218394055183,5.5990113840828148e-10,7.9588197227320175e-08,2.7025026816709254e-07,1.1987470104066889e-20,9.6938373255523808e-13,5.1306987265078853e-07,5.270932591468248e-07,8.4318777063172499e-08,1.4675796773875522e-08,1.724111428113423e-12,3.1217679637144575e-15,9.352159683573876e-11,3.7255347002095642e-17,1.3131233163764228e-09,2.208300041355356e-14,6.2943369545767662e-21,8.7647877455112635e-09,1.6422252278523914e-16,2.8481689460450885e-16,9.8857699623443508e-28,1.4408096569617553e-14,9.4384144431803629e-31,7.6468769877641334e-24,1.1885530883982413e-23,8.7001150458291809e-20,6.1274044779950602e-22,1.0971408768512856e-11
0.4220700789525282,0.001927802425861355,0.84210526299999999,0.0,0.0,0.0,0.052630721962562299,0.10526212808467217,5.81881978231453e-10,8.3309120362087282e-08,2.8085832721498009e-07,1.24580262011145e-20,1.0336368500031423e-12,5.4876336158403601e-07,5.6148881714545083e-07,8.9321741167023619e-08,1.5753004253018482e-08,1.8530478891085247e-12,3.3547171915262068e-15,1.010111634264845e-10,4.0991561953027314e-17,1.4340173337403212e-09,2.429761615518954e-14,7.1436827080383332e-21,9.4307997594480306e-09,1.7657310268679929e-16,2.9760419232810916e-16,1.1129846913234082e-27,1.6140519893637429e-14,1.1274101083246603e-30,8.8884275972956769e-24,1.3082787423694513e-23,9.5764981013035148e-20,6.7446323457220123e-22,1.2129576449714357e-11
0.4254385106599448,0.001927802400387192,0.84210526299999999,0.0,0.0,0.0,0.052630670882932377,0.10526206906394017,6.0441924717731651e-10,8.7157304884649424e-08,2.9173477987003387e-07,1.2940489891562958e-20,1.1018655137672715e-12,5.8692895578786319e-07,5.9816036533113679e-07,9.4616560684599899e-08,1.6902017244679721e-08,1.9905346818182271e-12,3.6030871425077262e-15,1.089900050883196e-10,4.5115134706863615e-17,1.5670550873597311e-09,2.674183398834032e-14,8.1087318214536007e-21,1.0146420861556922e-08,1.8975149523419141e-16,3.1088891245071351e-16,1.2537029126924425e-27,1.8098652176093993e-14,1.347625591970805e-30,1.0324459183347934e-23,1.4390056759869535e-23,1.0533409830474249e-19,7.4185757572387146e-22,1.3403926007679052e-11
0.42880694236736144,0.0019278023739878634,0.84210526299999999,0.0,0.0,0.0,0.052630616768850398,0.10526200671390805,6.2750677074299443e-10,9.1132752439101866e-08,3.028766336690333e-07,1.3434728725530377e-20,1.1742515983815221e-12,6.277204000066017e-07,6.3724777157493175e-07,1.0021815709164158e-07,1.8126257938762065e-08,2.1369663179178212e-12,3.867588022780949e-15,1.1747826527544958e-10,4.966488644857787e-17,1.7134934756893584e-09,2.9438660556327121e-14,9.2052091517728493e-21,1.0914909208632868e-08,2.0379711665268404e-16,3.2468667525181807e-16,1.4128828249694692e-27,2.0312900546937005e-14,1.6118676963827159e-30,1.1983971807401887e-23,1.5815883501868476e-23,1.1577104853865632e-19,8.1536397795600756e-22,1.4805059080182261e-11
0.4321753740747781,0.0019278023466452522,0.84210526299999999,0.0,0.0,0.0,0.052630559455295253,0.10526194086402979,6.511372013553458e-10,9.523512218772165e-08,3.1428032973841358e-07,1.3940585146936338e-20,1.2509772168344589e-12,6.7129802267960932e-07,6.788971834713044e-07,1.0614189220129251e-07,1.9429147533294516e-08,2.2927362454377783e-12,4.1489280514540983e-15,1.2649584920672275e-10,5.4682378571023378e-17,1.874713568989273e-09,3.2412737783448035e-14,1.0450596705923869e-20,1.1739669732437446e-08,2.1874942543108735e-16,3.3901299674690369e-16,1.5929158847479585e-27,2.2817727951361165e-14,1.9289398564589585e-30,1.389950060629272e-23,1.7369017276537136e-23,1.271398786557999e-19,8.9543351750290854e-22,1.6344378606448977e-11
0.4355438057821947,0.0019278023183418218,0.84210526299999999,0.0,0.0,0.0,0.05263049877100523,0.10526187133770951,6.7530205305591679e-10,9.9463729081595735e-08,3.2594175952499562e-07,1.4457877242222069e-20,1.3322238897339755e-12,7.1782868038559438e-07,7.23261025286284e-07,1.124035460164759e-07,2.0814089528577824e-08,2.4582351227654696e-12,4.4478103556080997e-15,1.3606239544589286e-10,6.0212749423995208e-17,2.0522311584370851e-09,3.5690819741116312e-14,1.186464161048033e-20,1.2624253349695695e-08,2.3464781514197256e-16,3.5388376161542286e-16,1.7964940760227169e-27,2.5652164929565262e-14,2.3093821786509744e-30,1.6107968966459886e-23,1.9058625962951493e-23,1.3950769717617943e-19,9.82538832995189e-22,1.8034126526217414e-11
0.43891223748961133,0.0019278022890606551,0.84210526299999999,0.0,0.0,0.0,0.0526304345385522,0.10526179795237472,6.9999174566637897e-10,1.0381754603966865e-07,3.3785628609701233e-07,1.4986399693337856e-20,1.4181717074594505e-12,7.6748566981851437e-07,7.7049796684651965e-07,1.1901929152793611e-07,2.2284452954305625e-08,2.6338483568908345e-12,4.7649285400298325e-15,1.4619703704574656e-10,6.6305622250271929e-17,2.2477079206876345e-09,3.930230942370026e-14,1.34699176203752e-20,1.3572355470553212e-08,2.5153144130039638e-16,3.6931576971001303e-16,2.0266764997657904e-27,2.886037885312227e-14,2.7658376419783971e-30,1.8651621247031383e-23,2.0894553950451099e-23,1.5294656476057911e-19,1.0771874404982785e-21,1.9887420513734878e-11
0.44228066919702796,0.0019278022587854865,0.84210526299999999,0.0,0.0,0.0,0.052630366574444164,0.10526172051957548,7.2519565808871931e-10,1.0829520958272131e-07,3.5001877005066326e-07,1.5525924912277839e-20,1.5089985248731662e-12,8.2044860654831443e-07,8.2077286412505687e-07,1.2600566661035003e-07,2.3843555553534399e-08,2.8199544484973812e-12,5.1009637077915643e-15,1.5691835621756413e-10,7.3013709290449987e-17,2.4629632020052456e-09,4.3278461841583609e-14,1.5291412981118171e-20,1.4587813787288133e-08,2.6943896038372353e-16,3.8532552113042294e-16,2.286849815988187e-27,3.2492305806721597e-14,3.3133447161522294e-30,2.1577552207709165e-23,2.2886733372394034e-23,1.6752918440373655e-19,1.1798913799716824e-21,2.1918289609927403e-11
0.4456491009044446,0.0019278022275007263,0.84210526299999999,0.0,0.0,0.0,0.052630294689255661,0.10526163884510768,7.5090219100824228e-10,1.128950292448655e-07,3.624235997834299e-07,1.6076204387977101e-20,1.6048791267497564e-12,8.7690327133954081e-07,8.742566717257897e-07,1.3337954323483409e-07,2.5494647082171398e-08,3.01692366920859e-12,5.4565820845672092e-15,1.6824447038221272e-10,8.0393468724268728e-17,2.6999864153246818e-09,4.7652746300282013e-14,1.7357031422966504e-20,1.5674605357443433e-08,2.8840844778285019e-16,4.0192954061824828e-16,2.5807887244908207e-27,3.660435045887834e-14,3.9698124594574868e-30,2.4938572827885957e-23,2.5045313546598011e-23,1.8332984881257381e-19,1.2911738875598521e-21,2.4141708434261945e-11
0.4490175326118612,0.0019278021951914892,0.84210526299999999,0.0,0.0,0.0,0.052630218687784884,0.10526155272915999,7.7709883730409445e-10,1.1761500099504082e-07,3.7506472536302335e-07,1.6636970208027502e-20,1.7059844068774008e-12,9.3704142606801401e-07,9.3112632789646967e-07,1.4115809440082951e-07,2.7240893425965479e-08,3.22511551874744e-12,5.8324304462845313e-15,1.8019275906021148e-10,8.8507200732318073e-17,2.9609500440180377e-09,5.2462068151732389e-14,1.9698743849248718e-20,1.6836843025361665e-08,3.0847730095776641e-16,4.1914580488704654e-16,2.9127883416349879e-27,4.1260159566469595e-14,4.7566520234724503e-30,2.8795011870679958e-23,2.7381341092568481e-23,2.0042941909214533e-19,1.4116044599818474e-21,2.6573629524480766e-11
0.45238596431927786,0.001927802161843613,0.84210526299999999,0.0,0.0,0.0,0.052630138369236079,0.10526146196648305,8.0377225881237031e-10,1.2245282368690315e-07,3.8793569582931388e-07,1.7207936690665388e-20,1.8124806560013336e-12,1.0010605997794322e-06,9.9156461317588811e-07,1.4935875912728862e-07,2.9085361586648648e-08,3.4448770003899806e-12,6.2291330143655174e-15,1.927797318033145e-10,9.7420790761492985e-17,3.2482232507326719e-09,5.7745492152628553e-14,2.2351882535010202e-20,1.8078771192793747e-08,3.2968190861155197e-16,4.3699189455886058e-16,3.2875940863407744e-27,4.6531475145017516e-14,5.6992501286325128e-30,3.3213831743736961e-23,2.9905868614704217e-23,2.1890880030908188e-19,1.541752903573568e-21,2.9231013812972534e-11
0.4557543960266945,0.0019278021274436658,0.84210526299999999,0.0,0.0,0.0,0.052630053527425433,0.1052613663465797,8.3090837020962965e-10,1.2740591847589643e-07,4.01029699767943e-07,1.7788802178381504e-20,1.9245288509661145e-12,1.069163846563934e-06,1.0557599842116774e-06,1.5799920580803519e-07,3.1031005377259985e-08,3.6765421359190753e-12,6.647290590885019e-15,2.0602128433055496e-10,1.0720341507470465e-16,3.564386073439314e-09,6.3544041039469801e-14,2.5355316688044887e-20,1.9404760971600515e-08,3.5205757996787614e-16,4.554846167268332e-16,3.7104276595318933e-27,5.2499073382207779e-14,6.8276554852012745e-30,3.8269044041775422e-23,3.2629726436456222e-23,2.3884727022832173e-19,1.6821775637472205e-21,3.213185908857197e-11
0.4591228277341111,0.0019278020919789565,0.84210526299999999,0.0,0.0,0.0,0.052629963951008163,0.10526126565391286,8.5849242793917098e-10,1.3247145168635306e-07,4.1433960793055166e-07,1.8379250967713173e-20,2.0422839484547441e-12,1.1415594795456354e-06,1.1239063846811778e-06,1.6709729451915564e-07,3.3080652741592346e-08,3.9204297577092526e-12,7.0874765945282986e-15,2.1993246139546024e-10,1.1793175130290795e-16,3.9122441874587928e-09,6.9903123992268548e-14,2.8753613040322107e-20,2.0819304812075243e-08,3.7563863061742864e-16,4.7464298643417556e-16,4.1872309584672511e-27,5.9253795543661054e-14,8.1776289917543661e-30,4.4044973279689392e-23,3.5564953397436453e-23,2.6033295315610814e-19,1.8334990912254733e-21,3.5295225812703259e-11
0.46249125944152775,0.0019278020554375477,0.84210526299999999,0.0,0.0,0.0,0.052629869423724072,0.10526115966812984,8.8650912142794998e-10,1.3764635979377476e-07,4.2785801755663795e-07,1.8978955247522343e-20,2.1658943744821412e-12,1.2184607828872595e-06,1.1962030355981259e-06,1.7667103878313608e-07,3.5236994841277376e-08,4.176841597213224e-12,7.5502336172008002e-15,2.3452713413893613e-10,1.2968708902539013e-16,4.2948442309265797e-09,7.6870928953263142e-14,3.2596146449709308e-20,2.232701064887553e-08,4.0045798615771207e-16,4.944859170463414e-16,4.7245780631238003e-27,6.6897677683312521e-14,9.791424886279081e-30,5.0635099092810403e-23,3.872370082976542e-23,2.8345479725953345e-19,1.9963439391006469e-21,3.8741260485210884e-11
0.4658596911489444,0.0019278020178082346,0.84210526299999999,0.0,0.0,0.0,0.052629769724659013,0.10526104816430086,9.1494266811413093e-10,1.4292737574317774e-07,4.4157729853167936e-07,1.9587577114746001e-20,2.2955015643613771e-12,1.3000857035170124e-06,1.2728542076956179e-06,1.8673856708096439e-07,3.750257623806653e-08,4.4460629449393965e-12,8.0360746209794414e-15,2.4981844610559453e-10,1.4255248969884295e-16,4.715489671339034e-09,8.449674122340366e-14,3.6936270326352047e-20,2.3932595597553878e-08,4.2654703761593617e-16,5.1503001573174147e-16,5.3295926536725036e-27,7.5545185961885888e-14,1.171873165936314e-29,5.8141040636189368e-23,4.2117086086598009e-23,3.0829418151869241e-19,2.1712852514342754e-21,4.2491216826891039e-11
0.469228122856361,0.0019278019790805456,0.84210526299999999,0.0,0.0,0.0,0.052629664628518806,0.10526093091316736,9.4377691116440841e-10,1.4831105775625815e-07,4.5548963996278722e-07,2.0204770709705125e-20,2.431239435030765e-12,1.3866565286525816e-06,1.3540689786971858e-06,1.9731808474414283e-07,3.9879787058132949e-08,4.7283613572629885e-12,8.5454806290362361e-15,2.6581876005985528e-10,1.5662024487161375e-16,5.1777571717464638e-09,9.2835202715857323e-14,4.1834996502830724e-20,2.5640879333424212e-08,4.5393604779876594e-16,5.3629493531609734e-16,6.0103587938977828e-27,8.5324564166067396e-14,1.4018345308728332e-29,6.6678006376796285e-23,4.5757767942544262e-23,3.3494376825439977e-19,2.358975639734492e-21,4.6567473843932386e-11
