Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41)
0.056157161967710804,0.0033168285963939177,0.84210526299999999,0.0,0.0,0.0,0.049341837998493385,0.10087146264312249,1.3589675751237221e-06,9.9384167068618254e-05,1.7164493667518936e-05,4.3024324318242751e-17,8.6292564128602508e-08,0.0015416185914103808,0.0045231709503387426,0.00036780059389144134,2.0187288714903373e-05,1.1329369428007305e-08,4.4356244627307987e-10,2.1988949029343545e-07,1.1376144925309482e-09,0.0016947883804984743,1.5068418340796553e-08,4.2185629721933288e-12,1.4155878763284593e-05,7.8056887491569456e-11
0.05620090837176383,0.003316868252559246,0.84210526299999999,0.0,0.0,0.0,0.049303772451032055,0.1008149522646922,1.3650198963377665e-06,0.00010013324218079847,1.7230669656244488e-05,4.3243585434591993e-17,8.7329225883026126e-08,0.0015487170703929948,0.0045854659898560812,0.00037323085175959168,2.0427160496830825e-05,1.1455093616070735e-08,4.4873585216216111e-10,2.2171781261357463e-07,1.156089473134194e-09,0.0017252701250835174,1.5304370848313074e-08,4.3135104357200464e-12,1.4325064601933714e-05,7.9033836024190976e-11
0.05624465477581685,0.003316908579530358,0.84210526299999999,0.0,0.0,0.0,0.049265285000865848,0.10075774841496492,1.3710975933587974e-06,0.00010088555651751604,1.7296951094225717e-05,4.3464473547770192e-17,8.8377315231698281e-08,0.0015557568083652939,0.0046485900474884014,0.00037872468632200909,2.0669325492623941e-05,1.1581960165496465e-08,4.5396305195109582e-10,2.2355909974069655e-07,1.1747913302811345e-09,0.0017562283086469959,1.5542935137597049e-08,4.4104086546054646e-12,1.4496001215329349e-05,8.0019327299013504e-11
0.05628840117986988,0.0033169495856435536,0.84210526299999999,0.0,0.0,0.0,0.049226371790305389,0.10069984453953254,1.3772007994438291e-06,0.00010164106667957566,1.7363336306817453e-05,4.368701039085262e-17,8.9436926838944926e-08,0.0015627363944346597,0.0047125520216877827,0.00038428231438116791,2.0913791281455392e-05,1.1709972866598927e-08,4.5924442682669559e-10,2.2541341689621979e-07,1.1937210164812141e-09,0.0017876681837866557,1.5784112326948891e-08,4.509291379259231e-12,1.4668698413584472e-05,8.1013349472581494e-11
0.0563321475839229,0.0033169912792699536,0.84210526299999999,0.0,0.0,0.0,0.049187028948453858,0.10064123407772591,1.3833296615394317e-06,0.00010239972816590452,1.7429823758236969e-05,4.3911218089312972e-17,9.0508157774329852e-08,0.0015696544303453912,0.0047773608396657861,0.00038990393926399518,2.1160565027958917e-05,1.183913531203778e-08,4.645803542738186e-10,2.2728082793836056e-07,1.2128794033257442e-09,0.0018195950041126063,1.602790210603059e-08,4.6101927592050094e-12,1.484316583136546e-05,8.2015888969308449e-11
0.05637589398797593,0.0033170336688270424,0.84210526299999999,0.0,0.0,0.0,0.04914725259289527,0.10058191046441224,1.3894843061711032e-06,0.0001031614957348549,1.7496411599884601e-05,4.4137118648534697e-17,9.1591102081209829e-08,0.0015765095302450608,0.0048430254538651754,0.00039558975139519016,2.1409653654064751e-05,1.1969450997710152e-08,4.6997121273134273e-10,2.2916139784757614e-07,1.2322673832743645e-09,0.0018520140230944809,1.6274304409057974e-08,4.7131474275521867e-12,1.5019412933289523e-05,8.302693093182702e-11
0.05641964039202895,0.0033170767626830374,0.84210526299999999,0.0,0.0,0.0,0.049107038828093787,0.10052186713055905,1.3956648668508334e-06,0.00010392632292221209,1.756309804632068e-05,4.4364734340063729e-17,9.268585724900668e-08,0.0015833003237035895,0.0049095548443405601,0.00040133992612630137,2.16610636847395e-05,1.2100923187470287e-08,4.7541737696153856e-10,2.3105518647554334e-07,1.2518857505276304e-09,0.0018849304924417872,1.6523317406145168e-08,4.8181903049804632e-12,1.5197448980719655e-05,8.4046458538735606e-11
0.056463386796081975,0.003317120569311112,0.84210526299999999,0.0,0.0,0.0,0.049066383746940972,0.10046109750494031,1.401871458201778e-06,0.00010469416254998722,1.7629881024737021e-05,4.4594087274965179e-17,9.3792517066198609e-08,0.0015900254556936064,0.0049769580157947172,0.00040715462394312998,2.1914801242157285e-05,1.2233554950889161e-08,4.8091921788755739e-10,2.3296225183363961e-07,1.2717353166105133e-09,0.0019183496609518637,1.6774939503507347e-08,4.9253567643441641e-12,1.537728302979541e-05,8.5074453624415291e-11
0.056507133200135,0.0033171650971715303,0.84210526299999999,0.0,0.0,0.0,0.049025283431637083,0.10039959501605104,1.4081042092297357e-06,0.00010546496632166295,1.7696758625289366e-05,4.482519991531786e-17,9.4911178226073457e-08,0.0015966835872720643,0.0050452439942992623,0.00041303399084320142,2.2170872011603645e-05,1.2367349143453627e-08,4.8647710350716863e-10,2.3488265040331723e-07,1.2918167984949381e-09,0.0019522767724990816,1.7029167416029159e-08,5.034682419816578e-12,1.5558923931149611e-05,8.6110896209633883e-11
0.056550879604188024,0.0033172103547312484,0.84210526299999999,0.0,0.0,0.0,0.048983733954804619,0.10033735309366178,1.4143632252108979e-06,0.00010623868519253874,1.7763728573331165e-05,4.5058094634709487e-17,9.6041934491559285e-08,0.0016032733959545553,0.0051144218253114859,0.00041897815814217934,2.2429281367624812e-05,1.2502308475394283e-08,4.9209140088851258e-10,2.3681643773046141e-07,1.3121309312238326e-09,0.0019867170649900882,1.7285998066732577e-08,5.1462034703886575e-12,1.5742380323396897e-05,8.7155765055918615e-11
0.05659462600824105,0.003317256350497415,0.84210526299999999,0.0,0.0,0.0,0.048941731379599236,0.10027436517020551,1.4206486247479445e-06,0.00010701526904278206,1.7830788756801071e-05,4.5292794029987253e-17,9.7184882343102966e-08,0.0016097935770927228,0.0051845005721085739,0.00042498724207899047,2.2690034228345081e-05,1.2638435403803044e-08,4.9776247196786814e-10,2.3876366459620511e-07,1.3326783545723865e-09,0.0020216757684767888,1.7545426685492292e-08,5.259956235342738e-12,1.5927660622699274e-05,8.8209037132741826e-11
0.05663837241229407,0.00331730309296514,0.84210526299999999,0.0,0.0,0.0,0.04889927175956657,0.10021062468291107,1.4269604974909615e-06,0.00010779466692669669,1.78979366231639e-05,4.5529320401339983e-17,9.834011487047229e-08,0.0016162428469112414,0.0052554893162732718,0.00043106134136877542,2.2953135118355129e-05,1.2775732205149392e-08,5.0349067652068945e-10,2.407243810630074e-07,1.3534597199164014e-09,0.0020571581028757955,1.780744863469564e-08,5.3759776769442539e-12,1.6114772981987983e-05,8.9270688137302226e-11
0.0566821188163471,0.003317350590652955,0.84210526299999999,0.0,0.0,0.0,0.048856351141947536,0.10014612507389377,1.4332989572064474e-06,0.00010857682694146237,1.7965169929570925e-05,4.5767696746219028e-17,9.9507728662550481e-08,0.0016226199372320735,0.0053273971499163729,0.00043720054245729436,2.3218588124230232e-05,1.2914200917937106e-08,5.092763706668915e-10,2.4269863323217278e-07,1.374475585745498e-09,0.0020931692791159467,1.8072057572712546e-08,5.4943048397693079e-12,1.6303725363522837e-05,9.0340691984817314e-11
0.05672586522040012,0.003317398852092826,0.84210526299999999,0.0,0.0,0.0,0.048812965566598789,0.10008085979269556,1.4396640796798979e-06,0.00010936169663007958,1.8032485859887844e-05,4.600794536155075e-17,1.0068781566738897e-07,0.0016289236006126373,0.0054002331780980475,0.00044340491516749289,2.3486397038134288e-05,1.3053843477132121e-08,5.1511991013850177e-10,2.4468646927447569e-07,1.3957265464018454e-09,0.0021297144959332753,1.8339247728695317e-08,5.6149755172881154e-12,1.6494525472263665e-05,9.1419021823070239e-11
0.056769611624453147,0.0033174478858275904,0.84210526299999999,0.0,0.0,0.0,0.048769111065863638,0.10001482229839162,1.4460559670081487e-06,0.00011014922251912993,1.8099881984004914e-05,4.6250089164468582e-17,1.0188047202105163e-07,0.0016351526129229368,0.0054740065174346099,0.00044967451146004614,2.3756564914644751e-05,1.3194661342832355e-08,5.2102163853010697e-10,2.4668792362367711e-07,1.4172130594969204e-09,0.0021667989369072225,1.8609010908889468e-08,5.7380271755881362e-12,1.6687180726218873e-05,9.2505648645247814e-11
0.05680898338810087,0.0033174926835384346,0.84210526299999999,0.0,0.0,0.0,0.048729237800632104,0.099954722913012425,1.4518316220860168e-06,0.00011086022185698862,1.8160604801299217e-05,4.6469658166920229e-17,1.0296468656931049e-07,0.001640693901218859,0.0055412114644623157,0.00045537294557716318,2.4001735279130191e-05,1.3322403542254917e-08,5.2638323472226536e-10,2.4850091397339778e-07,1.4367527216988041e-09,0.0022006402437340575,1.8853991276400335e-08,5.8508412995620657e-12,1.6862162544556345e-05,9.3490681831115308e-11
0.056848355151748596,0.0033175381199353187,0.84210526299999999,0.0,0.0,0.0,0.048688978588017393,0.099893987992133046,1.4576290719845616e-06,0.00011157328824302641,1.8221388101717295e-05,4.6690797322790457e-17,1.0405922614050549e-07,0.0016461728846583409,0.0056091896795473946,0.00046112425638892228,2.4248820563725897e-05,1.345109987016581e-08,5.3179249902447246e-10,2.5032499951064007e-07,1.4564838886314806e-09,0.0022349262666633966,1.9101043040599064e-08,5.9656434653470103e-12,1.7038657883885388e-05,9.448238847848865e-11
0.05688772691539632,0.003317584201252627,0.84210526299999999,0.0,0.0,0.0,0.048648330525375136,0.099832612792109449,1.4634483692553959e-06,0.00011228838124851859,1.828222975537484e-05,4.6913523353786655e-17,1.0516415780706391e-07,0.0016515887170702112,0.0056779478212893508,0.00046692844777625799,2.449782203724134e-05,1.358075089931521e-08,5.3724967321692759e-10,2.5216019844573725e-07,1.4764068505526535e-09,0.0022696607504456828,1.9350159330668311e-08,6.0824617715839138e-12,1.7216671587402094e-05,9.5480744764569961e-11
0.056927098679044046,0.0033176309337123854,0.84210526299999999,0.0,0.0,0.0,0.04860729070768291,0.099770592579527917,1.4692895560614707e-06,0.00011300545948825248,1.8343127413044613e-05,4.7137852555063038e-17,1.0627955001427292e-07,0.0016569405680819634,0.0057474925496258647,0.00047278551265078275,2.4748740852601449e-05,1.3711357230586524e-08,5.4275500284809592e-10,2.5400653671462165e-07,1.496521853184584e-09,0.0023048474269318762,1.9601332469484807e-08,6.2013250384250583e-12,1.7396208308119981e-05,9.648572630577774e-11
0.05696647044269177,0.003317678323536437,0.84210526299999999,0.0,0.0,0.0,0.048565856228322352,0.099707922631809762,1.4751526721341693e-06,0.00011372448145777969,1.8404078730884759e-05,4.7363801780107293e-17,1.0740546901732961e-07,0.0016622276232517699,0.0058178305244944804,0.00047869543265242925,2.5001577673083654e-05,1.3842919131442622e-08,5.4830872595999619e-10,2.5586402921074685e-07,1.5168291413379346e-09,0.0023404900143462709,1.9854554687866442e-08,6.3222618553494643e-12,1.7577272500228611e-05,9.7497307329310104e-11
0.057005842206339495,0.003317726376947575,0.84210526299999999,0.0,0.0,0.0,0.048524024179189197,0.099644598238631255,1.4810377582282615e-06,0.00011444540465788258,1.8465081315187599e-05,4.7591387414618475e-17,1.0854198297271736e-07,0.0016674490849702978,0.0058889684045719875,0.00048465817817178273,2.5256332966433474e-05,1.397543684667516e-08,5.5391108050539159e-10,2.5773269640710871e-07,1.5373288986978121e-09,0.0023765922160039056,2.010981715723698e-08,6.4453013435832833e-12,1.7759868414900666e-05,9.8515461842172456e-11
0.05704521396998722,0.0033177751001571888,0.84210526299999999,0.0,0.0,0.0,0.048481791651658099,0.099580614702585127,1.4869448351193859e-06,0.00011516818657695013,1.8526132510176255e-05,4.7820626015970063e-17,1.0968915716490342e-07,0.0016726041724453532,0.0059609128459622469,0.00049067370803400931,2.5513006819411909e-05,1.4108910365316163e-08,5.5956230030416867e-10,2.596125507980337e-07,1.5580213259671094e-09,0.0024131577198126517,2.0367111270375083e-08,6.5704727189582344e-12,1.7944000093467981e-05,9.9540162693246839e-11
0.057084585733634945,0.0033178244993792494,0.84210526299999999,0.0,0.0,0.0,0.048439155736615065,0.09951596734044893,1.492873944745756e-06,0.00011589278377928944,1.8587229932628317e-05,4.8051534290205576e-17,1.1084705930970336e-07,0.0016776921225513108,0.0060336705007953606,0.00049674196962561546,2.5771598908659717e-05,1.4243339487497189e-08,5.6526261375424773e-10,2.61503603763556e-07,1.5789065437425276e-09,0.0024501901968387685,2.0626426999534254e-08,6.697805233489268e-12,1.8129671361213291e-05,1.0057138206703798e-10
0.05712395749728267,0.003317874580808886,0.84210526299999999,0.0,0.0,0.0,0.0483961135255421,0.099450651484143837,1.4988250828736411e-06,0.00011661915275867279,1.8648370514574983e-05,4.828412817952521e-17,1.1201575384779385e-07,0.0016827121898038116,0.0061072480159760495,0.00050286289855709762,2.6032108778881411e-05,1.4378723970638542e-08,5.7101225163200354e-10,2.6340586813149281e-07,1.5999847072567562e-09,0.0024876933009902974,2.0887754891195669e-08,6.8273288976083994e-12,1.8316885823814009e-05,1.0160909161145527e-10
0.057163329260930394,0.003317925350646176,0.84210526299999999,0.0,0.0,0.0,0.048352662110522651,0.099384662481627736,1.5047982980621207e-06,0.00011734724929439005,1.8709551983759576e-05,4.8518425017869817e-17,1.1319530767133644e-07,0.0016876636470668461,0.0061816520316001237,0.00050903641883929651,2.6294535197967351e-05,1.4515063074252073e-08,5.7681142984858258e-10,2.6531934222942135e-07,1.6212558752043047e-09,0.0025256706674154504,2.1151083729077715e-08,6.9590728528096262e-12,1.8505646856656025e-05,1.0265326163073878e-10
0.057198763848213346,0.0033179716371814433,0.84210526299999999,0.0,0.0,0.0,0.048313203565546282,0.099324693007819306,1.5101930527610646e-06,0.00011800397646406231,1.8764647502596755e-05,4.8730760969204502e-17,1.1426624337105658e-07,0.0016920607101675179,0.0062493277855084454,0.00051463748076127614,2.65323567709841e-05,1.4638584098347172e-08,5.820732356319976e-10,2.6705106724918296e-07,1.6405650351386594e-09,0.0025602587814184253,2.1389781974824869e-08,7.0795662805772974e-12,1.8676856718105409e-05,1.0359851421629392e-10
0.0572341984354963,0.0033180184908402906,0.84210526299999999,0.0,0.0,0.0,0.048273409093863635,0.09926417116486784,1.5156056741260292e-06,0.00011866203413807917,1.8819771266576976e-05,4.8944500713937883e-17,1.1534607516770273e-07,0.0016964011211199363,0.0063176832054646021,0.00052028099854131704,2.6771728671340563e-05,1.4762877230747149e-08,5.8737550795066753e-10,2.687918769113023e-07,1.6600306246366498e-09,0.0025952365997218047,2.1630083783213937e-08,7.2019047113044249e-12,1.8849323984298067e-05,1.0454895337532113e-10
0.05726963302277925,0.0033180659161136153,0.84210526299999999,0.0,0.0,0.0,0.048233276579911034,0.099203093600272102,1.5210361739580421e-06,0.00011932138916435584,1.8874921225049405e-05,4.9159656539104019e-17,1.1643484905142843e-07,0.0017006843899611639,0.0063867231121453464,0.00052596689153626278,2.7012649285202529e-05,1.4887941615542525e-08,5.9271839824440759e-10,2.705417695463615e-07,1.679652662561612e-09,0.0026306067295645726,2.1871980515214817e-08,7.3261102227071796e-12,1.9023050608295296e-05,1.0550455622410886e-10
0.0573050676100622,0.003318113917460885,0.84210526299999999,0.0,0.0,0.0,0.048192803909886631,0.099141456973677294,1.5264845476804583e-06,0.00011998200810717554,1.8930095051487267e-05,4.9376239932943501e-17,1.1753261190537904e-07,0.0017049100385412639,0.0064564523189717072,0.00053169507187885671,2.7255116998692387e-05,1.5013776455405014e-08,5.9810206238604912e-10,2.7230074878451004e-07,1.6994311425752268e-09,0.0026663717650393889,2.2115463065286843e-08,7.4522053896099014e-12,1.9198038396844645e-05,1.0646529997584773e-10
0.057340502197345156,0.0033181624993657956,0.84210526299999999,0.0,0.0,0.0,0.048151988972599855,0.09907925795862324,1.5319507852647336e-06,0.00012064385752305828,1.8985290412450749e-05,4.9594262913664205e-17,1.1863940951633283e-07,0.001709077601530781,0.0065268756304869002,0.00053746544376717979,2.7499129785277786e-05,1.5140380625547421e-08,6.0352664767068395e-10,2.7406880478940783e-07,1.7193660517252994e-09,0.0027025342854302549,2.2360522152198044e-08,7.5802123137411625e-12,1.9374288986047285e-05,1.0743116095074266e-10
0.05737593678462811,0.003318211666287518,0.84210526299999999,0.0,0.0,0.0,0.048110829659442148,0.099016493243308523,1.5374348736770888e-06,0.00012130690345520978,1.904050488927308e-05,4.9813737007611273e-17,1.1975528833004656e-07,0.001713186627006476,0.0065979978416321194,0.00054327790346500962,2.77446854630119e-05,1.5267752966669752e-08,6.0899230000712574e-10,2.7584593029719779e-07,1.7394573436572797e-09,0.0027390968544429815,2.2607147915895203e-08,7.7101534795381445e-12,1.9551803841128704e-05,1.0840211522117323e-10
0.05741137137191106,0.003318261422672715,0.84210526299999999,0.0,0.0,0.0,0.048069323865059924,0.098953159531124824,1.5429367925427983e-06,0.00012197111193768319,1.9095735945182226e-05,5.0034673753589279e-17,1.2088029353216794e-07,0.0017172366763145183,0.0066698237367985311,0.00054913233916129814,2.7991781548949524e-05,1.5395892160993259e-08,6.1449916303791063e-10,2.7763211594977066e-07,1.7597049682575933e-09,0.0027760620198661605,2.2855330408736425e-08,7.8420515907519533e-12,1.9730584250971221e-05,1.0937813848902271e-10
0.05744680595919401,0.0033183117729599847,0.84210526299999999,0.0,0.0,0.0,0.048027469487440841,0.098889253541365185,1.548456526165046e-06,0.0001226364485051644,1.9150981120452301e-05,5.0257084833062269e-17,1.220144706687551e-07,0.0017212273244762045,0.0067423580889973637,0.00055502863110301723,2.8240415289494356e-05,1.5524796742077243e-08,6.2004737701805303e-10,2.7942734941558827e-07,1.780108847052072e-09,0.0028134323128466252,2.3105059143750094e-08,7.9759292372976177e-12,1.9910631325527518e-05,1.1035920616574334e-10
0.057482240546476965,0.0033183627215585864,0.84210526299999999,0.0,0.0,0.0,0.047985264427864362,0.09882477200706366,1.5539940480052989e-06,0.00012330287870795736,1.9206237787097964e-05,5.0480981708726997e-17,1.2315786452967221e-07,0.0017251581579386247,0.0068156056610195071,0.00056096665271550977,2.849058373174366e-05,1.565446515416964e-08,6.2563708035534453e-10,2.8123161784338782e-07,1.8006688991795185e-09,0.0028512102503461586,2.3356323563465346e-08,8.1118092613554845e-12,2.0091946021718977e-05,1.1134529340344549e-10
0.05751767513375992,0.0033184142729088266,0.84210526299999999,0.0,0.0,0.0,0.047942706592551274,0.098759711681768336,1.5595493289887478e-06,0.00012397036769482909,1.9261503278167446e-05,5.0706375829806615e-17,1.2431051991964912e-07,0.001729028779870734,0.0068895712000573107,0.00056694626775376342,2.8742283615737304e-05,1.578489566341134e-08,6.3126840740948123e-10,2.8304490463948761e-07,1.8213850110932089e-09,0.0028893983282435283,2.3609112532942747e-08,8.2497145739293389e-12,2.027452907321435e-05,1.1233637472256855e-10
0.05755310972104287,0.0033184664313710395,0.84210526299999999,0.0,0.0,0.0,0.047899793892350405,0.09869406933634485,1.5651223298612233e-06,0.00012463888062906326,1.9316774792753656e-05,5.093327834038992e-17,1.2547248076176258e-07,0.0017328388070230814,0.0069642594396083883,0.00057296733201113263,2.8995511388523588e-05,1.5916086365303052e-08,6.3694148837373137e-10,2.8486718892909668e-07,1.8422570594507415e-09,0.0029279990248402914,2.3863414734765886e-08,8.3896681097375252e-12,2.0458381027243184e-05,1.1333242459412828e-10
0.05758854430832582,0.0033185192013507865,0.84210526299999999,0.0,0.0,0.0,0.047856524243220462,0.098627841760978649,1.5707130217261431e-06,0.00012530838204216258,1.9372049666720942e-05,5.1161700720641722e-17,1.2664379046882952e-07,0.0017365878709212708,0.0070396750975769799,0.00057902969304905033,2.9250263163008799e-05,1.6048035206558438e-08,6.426564495147031e-10,2.8669844938998644e-07,1.8632849062622044e-09,0.0029670147989434808,2.4119218532509374e-08,8.5316928247207336e-12,2.0643502229052192e-05,1.1433341732364917e-10
0.057623978895608774,0.003318572587184871,0.84210526299999999,0.0,0.0,0.0,0.047812895566416304,0.098561025763837698,1.5763213507947314e-06,0.00012597883664436087,1.9427324849009311e-05,5.139165372491572e-17,1.2782449255800226e-07,0.0017402756164025491,0.007115822876830896,0.00058513319066884838,2.9506534944826624e-05,1.6180740098499623e-08,6.4841341818425415e-10,2.8853866587002697e-07,1.8844683957745618e-09,0.0030064480914533996,2.4376511954819915e-08,8.6758121995535442e-12,2.0829892839916492e-05,1.1533932663662792e-10
0.057659413482891726,0.0033186265932324192,0.84210526299999999,0.0,0.0,0.0,0.047768905788984267,0.098493618172611444,1.5819472766900968e-06,0.00012665020878969516,1.9482597543349905e-05,5.1623148822677091e-17,1.2901462961149174e-07,0.0017439017023909754,0.0071927074636055572,0.00059127765684797323,2.9764322240906286e-05,1.6314198601461549e-08,6.542125116786588e-10,2.9038780598550375e-07,1.9058073529193351e-09,0.0030463013238489151,2.4635282725838549e-08,8.8220490861260375e-12,2.1017552819949935e-05,1.16350125917789e-10
0.05769484807017468,0.0033186812238081547,0.84210526299999999,0.0,0.0,0.0,0.047724552845211654,0.098425615838264605,1.587590750942978e-06,0.0001273224625614825,1.9537864772050646e-05,5.1856196850334249e-17,1.3021424374349869e-07,0.0017474658039333055,0.0072703335239601213,0.00059746291447431669,3.0023620319939258e-05,1.6448408254519233e-08,6.6005384688207482e-10,2.9224584450281707e-07,1.9273015877392641e-09,0.0030865768948909124,2.4895518234371845e-08,8.970426979534626e-12,2.1206481897395442e-05,1.1736578869958299e-10
0.05773028265745763,0.0033187364832392404,0.84210526299999999,0.0,0.0,0.0,0.04767983467515631,0.098357015630104405,1.5932517097894162e-06,0.00012799556186579222,1.9593123360918899e-05,5.2090808443221758e-17,1.3142337742959422e-07,0.0017509676087793297,0.0073487057077423843,0.00060368877940856092,3.028442433783344e-05,1.6583366488304298e-08,6.6593753999293999e-10,2.941127508800603e-07,1.9489508919030469e-09,0.0031272771853811435,2.5157205535171732e-08,9.1209693593338629e-12,2.1396679621704281e-05,1.1838628804038874e-10
0.05776571724474058,0.0033187923757779484,0.84210526299999999,0.0,0.0,0.0,0.047634749225672859,0.098287814437572507,1.5989300949470527e-06,0.00012866947082179234,1.964837024474724e-05,5.2326994595050139e-17,1.326420715451959e-07,0.0017544068181097085,0.0074278286465178705,0.00060995505989720029,3.0546728961243888e-05,1.6719070435926987e-08,6.7186369846344401e-10,2.9598848645563232e-07,1.9707550554653941e-09,0.0031684045564861455,2.5420331609955044e-08,9.2736994266504156e-12,2.1588145341267837e-05,1.1941159681734052e-10
0.057801151832023535,0.0033188489057083435,0.84210526299999999,0.0,0.0,0.0,0.047589294451019386,0.098218009173092813,1.604625840091278e-06,0.00012934415293172174,1.9703602185776844e-05,5.2564765616470487e-17,1.3387036799011743e-07,0.001757783148356747,0.0075077069511959495,0.00061626155598324902,3.0810528757330067e-05,1.6855517249044733e-08,6.7783243097012621e-10,2.9787301822478459e-07,1.9927138326266398e-09,0.0032099613472056534,2.5684882809216625e-08,9.4286409455642398e-12,2.178087818563016e-05,1.2044168808724713e-10
0.05783658641930649,0.0033189060772701668,0.84210526299999999,0.0,0.0,0.0,0.047543468313760315,0.098147596772305709,1.6103388743851864e-06,0.00013001957206833128,1.975881592323574e-05,5.2804132303283283e-17,1.3510830658144444e-07,0.0017610963306559442,0.0075883452109945671,0.00062260805936898865,3.1075817819089938e-05,1.699270377499622e-08,6.8384383919436665e-10,2.997663044354575e-07,2.0148269822950949e-09,0.0032519498742751172,2.5950845540718314e-08,9.5858174267791518e-12,2.1974877058492703e-05,1.2147653414835917e-10
0.05787202100658944,0.0033189638946903546,0.84210526299999999,0.0,0.0,0.0,0.04749726878461618,0.098076574194959812,1.6160691278587502e-06,0.00013069569131984193,1.9814008195719298e-05,5.3045104981981419e-17,1.3635592820065579e-07,0.001764346111361509,0.0076697479927624219,0.00062899435378380045,3.1342590065099754e-05,1.7130626796561324e-08,6.8989802272639902e-10,3.0166830383801428e-07,2.0370942267210532e-09,0.003294372431453938,2.6218205530310311e-08,9.7452524677838045e-12,2.2170140638781033e-05,1.225161075465738e-10
0.05790745559387239,0.0033190223621630474,0.84210526299999999,0.0,0.0,0.0,0.047450693843401635,0.098004938424988586,1.6218165117025922e-06,0.00013137247428067649,1.9869175472497737e-05,5.3287693795490294e-17,1.3761327177150064e-07,0.0017675322514129164,0.0077519198401383915,0.00063542021471161235,3.1610839078715401e-05,1.7269282909546531e-08,6.9599507712020045e-10,3.0357897142784491e-07,2.0595152969707373e-09,0.0033372312896811558,2.6486948646371554e-08,9.906969899593814e-12,2.2366667377282014e-05,1.2356038054858664e-10
0.057942890181155345,0.0033190814838684715,0.84210526299999999,0.0,0.0,0.0,0.047403741478949678,0.097932686471424876,1.6275809559849292e-06,0.00013204988381165266,1.9924314510004314e-05,5.3531909254390889e-17,1.3888037682961112e-07,0.0017706545267153556,0.0078348652726815231,0.00064188540988099733,3.1880558053263891e-05,1.7408668482772269e-08,7.0213509140887911e-10,3.0549825698665098e-07,2.0820898859584939e-09,0.003380528696238829,2.6757060046217733e-08,1.0070993217009113e-11,2.2564455493108844e-05,1.2460932531396541e-10
0.0579783247684383,0.0033191412639506797,0.84210526299999999,0.0,0.0,0.0,0.047356409689928478,0.097859815368793415,1.633362349399901e-06,0.00013272788314960295,1.9979421437374808e-05,5.377776063135513e-17,1.4015728182568228e-07,0.0017737127279327555,0.0079185887850957738,0.00064838969881710127,3.2151740130116467e-05,1.7548779910077338e-08,7.0831815713590384e-10,3.0742611411094626e-07,2.1048176924902182e-09,0.0034242668747592859,2.7028524999920989e-08,1.0237346656890479e-11,2.2763502974080488e-05,1.2566291401448129e-10
0.05801375935572125,0.003319201706540357,0.84210526299999999,0.0,0.0,0.0,0.047308696485121537,0.097786322177788224,1.6391606263593091e-06,0.00013340643518162972,2.0034493118914739e-05,5.4025258927696752e-17,1.4144402436012113e-07,0.0017767066603626321,0.0080030948460235347,0.00065493283336662126,3.2424377657912504e-05,1.7689613061078951e-08,7.1454434995882495e-10,3.093624804806416e-07,2.127698387147646e-09,0.0034684480244137218,2.730132819967186e-08,1.040605333206827e-11,2.2963807565006244e-05,1.267211182615187e-10
0.0580491939430042,0.003319262815729935,0.84210526299999999,0.0,0.0,0.0,0.047260599883726523,0.097712203986224933,1.6449756494849056e-06,0.00013408550254267348,2.0089525267868064e-05,5.4274412137521969e-17,1.4274064306981184e-07,0.0017796361445317536,0.0080883878975964666,0.00066151455727736356,3.2698463447501361e-05,1.7831164212872828e-08,7.2081375930686371e-10,3.1130731153690294e-07,2.1507316305943786e-09,0.0035130743196879564,2.7575454211841358e-08,1.0577138116572214e-11,2.3165366777511201e-05,1.2778391059699919e-10
0.058084628530287154,0.0033193245955955544,0.84210526299999999,0.0,0.0,0.0,0.04721211791643553,0.097637457908937547,1.6508073610991743e-06,0.00013476504851828774,2.0144514928019863e-05,5.4525232172275272e-17,1.4404717275360469e-07,0.0017825010149463165,0.0081744723537748778,0.00066813460655782884,3.2973988869486043e-05,1.7973428637912019e-08,7.2712644509379105e-10,3.1326052938454105e-07,2.1739170807048523e-09,0.0035581479099489359,2.7850887439927197e-08,1.0750623542557859e-11,2.3368177866103364e-05,1.2885126183784413e-10
0.058116519658841806,0.003319380774214937,0.84210526299999999,0.0,0.0,0.0,0.047168153038277878,0.097569647233258075,1.6560700498280069e-06,0.00013537701780846204,2.0193965608300866e-05,5.47524011454733e-17,1.4523155541350734e-07,0.0017850240278689173,0.0082526286432438242,0.00067412519531121157,3.3223186310382619e-05,1.8102073269167075e-08,7.3284493425592001e-10,3.150255629010128e-07,2.1949138080911215e-09,0.0035990983364943886,2.8099881631192546e-08,1.0908833992005463e-11,2.355177576229045e-05,1.2981575359992499e-10
