Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12)
0.00652527537625603,0.0029084024854236588,0.84210526299999999,0.0,0.0,0.0,0.044278301030248532,0.093341984896255781,9.6611722521340782e-06,0.00055549435997428846,1.8721680272065102e-05,6.6059233402119906e-16,1.6740600475963629e-06,0.002398131766917094,0.013196371911688444,0.00056188708155965352,4.7071494301246917e-05,5.8648893165366243e-08,1.1151325121872906e-08,1.9478591428098811e-07,3.4034871166584906e-08,0.0058120767948930145,6.3559563888452538e-08,6.3268170331345711e-11,6.7066447877791249e-05,2.671544344021372e-09,3.2475165718198217e-10
0.0065282304226338015,0.002908495887255401,0.84210526299999999,0.0,0.0,0.0,0.044202923745169778,0.09322541564011505,9.6897493450254223e-06,0.00055844095059304005,1.8752818678941688e-05,6.633485024350659e-16,1.6904706797606144e-06,0.0023994053658182727,0.013336505635616636,0.00056755176879891961,4.7456252359462484e-05,5.9112595352114946e-08,1.1252894165470748e-08,1.9568120137181833e-07,3.4404472359140044e-08,0.0058850637440539056,6.416750206973784e-08,6.4250109417196868e-11,6.7735454151860881e-05,2.6949493480119925e-09,3.2741137636349638e-10
0.006531185469011573,0.002908590264699289,0.84210526299999999,0.0,0.0,0.0,0.044126948220426919,0.093107894109595357,9.718335730156084e-06,0.00056138331590921821,1.8783636323389925e-05,6.6611934622005847e-16,1.7069995006897256e-06,0.0024005735938916967,0.01347791069370885,0.00057323774993208625,4.7842057275281205e-05,5.9577464577239904e-08,1.1355055577598866e-08,1.9657512646838546e-07,3.4776121921430421e-08,0.0059587487416823768,6.4776808860226442e-08,6.5244368977853797e-11,6.8409285083952608e-05,2.7184485394000649e-09,3.3010159409309329e-10
0.006534140515389344,0.002908685621421748,0.84210526299999999,0.0,0.0,0.0,0.044050372910857526,0.092989418521186945,9.7469284312062349e-06,0.00056432115418001783,1.8814125331017056e-05,6.6890471784662866e-16,1.7236463131850264e-06,0.0024016364862021089,0.013620591110237959,0.00057894435032678697,4.822886464571947e-05,6.0043446332681528e-08,1.1457804930217803e-08,1.9746751735508063e-07,3.5149795220518898e-08,0.0060331333724740616,6.5387400535962437e-08,6.625101434255866e-11,6.9087921837989458e-05,2.7420408854779659e-09,3.3282267801905612e-10
0.006537095561767115,0.0029087819609735686,0.84210526299999999,0.0,0.0,0.0,0.043973196341545603,0.092869987213577615,9.7755244058995322e-06,0.00056725416410416027,1.8844277794069602e-05,6.717044669832284e-16,1.7404108981930494e-06,0.0024025941052207705,0.013764550757214186,0.00058467088435872603,4.8616629272940617e-05,6.0510485152978256e-08,1.1561137627931581e-08,1.9835819954481298e-07,3.5525467091552405e-08,0.0061082191259259387,6.5999192821326797e-08,6.7270106876849823e-11,6.9771344024396312e-05,2.7657253543385775e-09,3.3557500082042787e-10
0.006540050608144886,0.0029088792867856005,0.84210526299999999,0.0,0.0,0.0,0.043895417109062938,0.092749598649191911,9.8041205699378461e-06,0.00057018204494514431,1.8874085755351268e-05,6.7451843083808154e-16,1.7572930152304993e-06,0.0024034465405835788,0.013909793351900641,0.00059041665563257977,4.9005305163863216e-05,6.0978524598192085e-08,1.166504890431109e-08,1.9924699415417288e-07,3.5903111922258479e-08,0.0061840073953558661,6.6612100337590348e-08,6.8301706793582283e-11,7.045952967831023e-05,2.7895009113301991e-09,3.3835893763481801e-10
0.006543005654522658,0.0029089776021678764,0.84210526299999999,0.0,0.0,0.0,0.043817033882700487,0.092628251415688756,9.832713794829987e-06,0.00057310449664115979,1.8903541207984124e-05,6.7734643724079776e-16,1.7742924023187074e-06,0.0024041939088218331,0.014056322454363614,0.00059618095721134944,4.9394845535615084e-05,6.1447507286490637e-08,1.1769533823937438e-08,2.0013371979655762e-07,3.6282703622047731e-08,0.0062604994769540085,6.7226036803311152e-08,6.934587267846983e-11,7.1152455239003001e-05,2.8133665203353088e-09,3.4117486579918653e-10
0.006545960700900429,0.0029090769103063455,0.84210526299999999,0.0,0.0,0.0,0.043738045405698547,0.092505944227423961,9.861300894960565e-06,0.00057602121991510795,1.8932636123869469e-05,6.8018831000339558e-16,1.7914087752368917e-06,0.0024048363530604082,0.014204141465037913,0.00060196307185580273,4.978520281485972e-05,6.1917374894338988e-08,1.1874587280207942e-08,2.0101819327250823e-07,3.6664215586591971e-08,0.0063376965688589776,6.7840915390823954e-08,7.0402659371371797e-11,7.1850095528831724e-05,2.8373211465384322e-09,3.4402316691819752e-10
0.0065489157472782,0.0029091772142622466,0.84210526299999999,0.0,0.0,0.0,0.043658450496471039,0.092382675926927282,9.8898786409827365e-06,0.00057893191636987514,1.8961362445628323e-05,6.8304386277315467e-16,1.8086418278200799e-06,0.0024053740426921216,0.014353253622318719,0.00060776227227246561,5.017632865110684e-05,6.2388068162152028e-08,1.1980203994635902e-08,2.0190022823989954e-07,3.7047620766388588e-08,0.0064155997702640011,6.8456648409017727e-08,7.1472119614098165e-11,7.2552423732638921e-05,2.8613637543777298e-09,3.4690422580430893e-10
0.006551870793655971,0.002909278516970548,0.84210526299999999,0.0,0.0,0.0,0.043578248049812633,0.092258445486343932,9.9184437617748924e-06,0.00058183628856885606,1.8989712073934672e-05,6.859128988727727e-16,1.8259912324375704e-06,0.0024058071730277716,0.01450366200020527,0.00061357782136751244,5.0568173942793635e-05,6.2859526927303622e-08,1.208637851989057e-08,2.027796354091249e-07,3.7432891677455327e-08,0.0064942100805634607,6.9073147330984176e-08,7.2554304504143255e-11,7.3259411378292946e-05,2.8854933073967077e-09,3.4981842954274073e-10
0.006557780886411514,0.002909484129735008,0.84210526299999999,0.0,0.0,0.0,0.043416016514707167,0.092007094732431224,9.9755228022217278e-06,0.00058762487606586354,1.9045248790390289e-05,6.9169060389942603e-16,1.8610376789187562e-06,0.0024063606636480078,0.014808378873482634,0.00062525497030819252,5.1353822783416175e-05,6.3804495880331509e-08,1.2300378371014194e-08,2.0452979885230615e-07,3.8208918428085431e-08,0.0066535555199785674,7.0308086019381706e-08,7.4757036036551486e-11,7.4687242668338872e-05,2.9340091116199338e-09,3.5574783820022785e-10
0.006563099969891502,0.002909672623746137,0.84210526299999999,0.0,0.0,0.0,0.043267920874429475,0.091777580926409266,1.00268169991728e-05,0.00059281001533711562,1.9093861973305651e-05,6.9693452875557561e-16,1.8929736710247397e-06,0.0024065036884424623,0.015087084523139786,0.00063581273132513752,5.2062859583092812e-05,6.465696434020399e-08,1.2494827835522626e-08,2.0609401376627178e-07,3.891343835661926e-08,0.0067993926814934316,7.1421249807553249e-08,7.6783464006656053e-11,7.5987905871105751e-05,2.9779603152716401e-09,3.6120161443852879e-10
0.006568419053371491,0.0029098643934297582,0.84210526299999999,0.0,0.0,0.0,0.043117843239531023,0.091544939866953098,1.0078017374723816e-05,0.00059797009275755811,1.9141128039087259e-05,7.0221872868192311e-16,1.9252805519131649e-06,0.0024063121216912472,0.01537002998114507,0.00064641157922129024,5.2773430406489459e-05,6.5510937488813006e-08,1.2690992158426357e-08,2.0764666669148208e-07,3.962355564712552e-08,0.0069475317745978041,7.2535490750149145e-08,7.8851782045801002e-11,7.7303145160945942e-05,3.0221771554976226e-09,3.6676895137338787e-10
0.00657373813685148,0.0029100594510458413,0.84210526299999999,0.0,0.0,0.0,0.042965780075954002,0.091309170416000562,1.0129103312907917e-05,0.0006031034210095816,1.918699935841311e-05,7.0754176367019669e-16,1.9579556238283006e-06,0.0024057879868884659,0.015657226942568582,0.0006570468962582795,5.3485223145211497e-05,6.6366033728829341e-08,1.288883347028065e-08,2.0918657257123925e-07,4.0339094624361338e-08,0.0070979749219823212,7.3650271688678912e-08,8.0962184803138781e-11,7.8632732234793919e-05,3.066653632803422e-09,3.7245222211779775e-10
0.0065790572203314685,0.002910257807529981,0.84210526299999999,0.0,0.0,0.0,0.042811728740345729,0.091070272895010657,1.018005381847553e-05,0.00060820833023326505,1.9231428357683203e-05,7.1290210302526996e-16,1.9909959657132197e-06,0.0024049335451916819,0.015948685207048917,0.00066771398409438769,5.4197918874580079e-05,6.7221863366115272e-08,1.3088312170452691e-08,2.1071252552703508e-07,4.1059875616625356e-08,0.0072507231438966634,7.4765050552363927e-08,8.3114836215719254e-11,7.9976420060447737e-05,3.1113837663318735e-09,3.7825383234845206e-10
0.006584376303811457,0.0029104594722740105,0.84210526299999999,0.0,0.0,0.0,0.042655687498414141,0.090828249103816205,1.0230847541717444e-05,0.00061328316955539311,1.9274367605766559e-05,7.1829812798010992e-16,2.0243984359480183e-06,0.0024037512859686003,0.016244412644808724,0.00067840806937500891,5.4911192182897427e-05,6.8078029023660564e-08,1.3289386949954934e-08,2.1222330108266402e-07,4.1785715111839894e-08,0.0074057763490323666,7.5879281147538767e-08,8.5309868086866904e-11,8.1333942645032617e-05,3.1563615966307425e-09,3.8417622058661237e-10
0.006589695387291446,0.0029106644532075608,0.84210526299999999,0.0,0.0,0.0,0.042497655542664235,0.090583102338193361,1.0281462804447084e-05,0.00061832630861427301,1.9315769913986274e-05,7.2372813328554894e-16,2.0581596736973086e-06,0.002402243916756054,0.016544415164167423,0.00068912430953697922,5.5624711521277926e-05,6.8934126081058016e-08,1.3492014809280802e-08,2.1371765839034405e-07,4.2516425919239199e-08,0.0075631333265499326,7.6992413964980057e-08,8.7547378339860773e-11,8.2705014830653349e-05,3.2015811875143658e-09,3.9022185793837845e-10
0.006600333554251422,0.002911084387703335,0.84210526299999999,0.0,0.0,0.0,0.042175620985570005,0.090083460631789083,1.0382069771876268e-05,0.00062831107496491025,1.9393776631358116e-05,7.3468282182454596e-16,2.1267439336188193e-06,0.0023982657090706691,0.017157259106554561,0.00071060357213704193,5.7051133547126685e-05,7.0644462369055434e-08,1.390174948422879e-08,2.1665208293253111e-07,4.3991695543550201e-08,0.007884748124193583,7.921317481286899e-08,9.2150054086407512e-11,8.5486570693937014e-05,3.2927220171629753e-09,4.0269292639193795e-10
0.006609907904515402,0.002911473718324678,0.84210526299999999,0.0,0.0,0.0,0.041878993073458902,0.089623166728282022,1.0471782630818481e-05,0.00063717306222046337,1.9458260861517797e-05,7.4463935386704726e-16,2.1896586982738418e-06,0.0023936047058712028,0.017723457540779655,0.0007299608877387152,5.8332316251642824e-05,7.2179339484099552e-08,1.4275357362525061e-08,2.1922419789280248e-07,4.5334151956103983e-08,0.0081820450756362913,8.1202544842808413e-08,9.6438009781521703e-11,8.8033052464320041e-05,3.375516487176827e-09,4.1436385769308978e-10
0.006619482254779381,0.002911873846240529,0.84210526299999999,0.0,0.0,0.0,0.04157594669203251,0.089152875508225662,1.05605684833689e-05,0.00064590806584921047,1.9517051756457121e-05,7.5467551564114225e-16,2.2536740505651283e-06,0.002387941300601553,0.018303506522824354,0.00074931213921810387,5.9608900236470712e-05,7.3707421707119348e-08,1.4653254737716899e-08,2.2172328537532735e-07,4.6689332600631237e-08,0.0084867356928272023,8.317972541501478e-08,1.0086350166029623e-10,9.0618110281291944e-05,3.4590029327587741e-09,4.2647404511684521e-10
0.00662905660504336,0.0029122847614908715,0.84210526299999999,0.0,0.0,0.0,0.041266512569532052,0.08867266195640601,1.0648293486721136e-05,0.00065450749012082058,1.9569894772526893e-05,7.647782938189839e-16,2.3187631018534755e-06,0.0023812977435781462,0.018897366165922302,0.0007686273734651049,6.0878782678413327e-05,7.5226153334566408e-08,1.5035134491326039e-08,2.2414180305751872e-07,4.8056037800222736e-08,0.0087987718797869208,8.5141472917187683e-08,1.0542579328958342e-10,9.3239374895274702e-05,3.543147438523456e-09,4.3903909362275324e-10
0.00663863095530734,0.002912706437332617,0.84210526299999999,0.0,0.0,0.0,0.040950732140128787,0.088182617495945914,1.0734822638965878e-05,0.0006629630468347645,1.9616544837029737e-05,7.7493390924926527e-16,2.3848970349274671e-06,0.0023736976928109927,0.019504974311723419,0.00078787639108943543,6.2139830349391739e-05,7.6732944821096916e-08,1.5420674677750807e-08,2.2647222045301436e-07,4.9433042869265666e-08,0.0091180936520815475,8.7084565362239674e-08,1.1012371165091949e-10,9.5894273994970335e-05,3.6279161694844321e-09,4.5207497207622187e-10
0.006647247870544921,0.002913095109944014,0.84210526299999999,0.0,0.0,0.0,0.040661146661831127,0.087733260918719219,1.0811564881283763e-05,0.0006704434525072083,1.9653041362506247e-05,7.8410708819033382e-16,2.445285756029407e-06,0.0023660603613557749,0.020063507085929012,0.00080511882655029778,6.3265438847469592e-05,7.807668974901251e-08,1.5770513619614371e-08,2.2848809494650685e-07,5.0680124745522502e-08,0.0094116532975548842,8.8814753212359877e-08,1.1446651189295114e-10,9.8310152761809467e-05,3.7047137497375154e-09,4.6422331341254487e-10
0.0066558647857825025,0.002913492419669673,0.84210526299999999,0.0,0.0,0.0,0.040366508621418544,0.087276118630233865,1.0887131419956336e-05,0.0006777952995859985,1.9684171185038949e-05,7.9330012196989234e-16,2.5064727561445804e-06,0.00235768718568422,0.020633030397533472,0.00082226093905434113,6.438056589012815e-05,7.940673502983108e-08,1.6122792771690936e-08,2.3042119507960597e-07,5.1933619720140227e-08,0.0097109957232527459,9.0524931309611598e-08,1.1891646053661741e-10,0.00010074887367469866,3.7819647518834405e-09,4.7677841718673565e-10
0.006664481701020084,0.0029138983117738696,0.84210526299999999,0.0,0.0,0.0,0.040066870942134673,0.086811291485932057,1.0961424990572899e-05,0.00068501324292448136,1.9709782403895839e-05,8.0250147585551586e-16,2.5684336988179974e-06,0.0023485974922744595,0.021213451948482842,0.00083928066142753034,6.5483630033311081e-05,8.0721168919052346e-08,1.6477251374122829e-08,2.3226626452323684e-07,5.3192596111654979e-08,0.010016052808694165,9.2212828292747456e-08,1.2347182388164628e-10,0.00010320815375783419,3.8596442723887958e-09,4.8975271788565647e-10
0.006673098616257665,0.002914312720446957,0.84210526299999999,0.0,0.0,0.0,0.039762293723651372,0.086338890966841761,1.1034349477216622e-05,0.00069209216878934323,1.9729733140696495e-05,8.1169917679366115e-16,2.6311433872777879e-06,0.0023388110213810771,0.021804664658130805,0.00085615604335305938,6.6573053058662445e-05,8.2018086416414322e-08,1.6833621770913946e-08,2.3401817919796771e-07,5.4456112992607812e-08,0.010326748948400161,9.3876206890894847e-08,1.2813059587626219e-10,0.00010568559013696192,3.9377271589399788e-09,5.0315890643004942e-10
0.006681715531495247,0.002914735568867957,0.84210526299999999,0.0,0.0,0.0,0.039452844212315229,0.085859039056295369,1.1105810508269971e-05,0.00069902719909423368,1.9743893371973363e-05,8.2088091990102564e-16,2.6945758336025863e-06,0.0023283478199254185,0.022406546742437958,0.00087286531295810411,6.7647264620197795e-05,8.3295595030267512e-08,1.7191629922747313e-08,2.3567198036351724e-07,5.5723221312191618e-08,0.010643001176285461,9.5512872046504096e-08,1.3289047464451284e-10,0.00010817866535462888,4.0161879399490009e-09,5.1700995431462695e-10
0.006690332446732828,0.0029151667693168813,0.84210526299999999,0.0,0.0,0.0,0.039138596751556946,0.085371868095407352,1.1175715452278473e-05,0.00070581369179376823,1.9752144277544122e-05,8.3003408805805101e-16,2.7587043781095298e-06,0.0023172281422143256,0.023018961826598905,0.00088938693639843106,6.8704709627117794e-05,8.455182374161093e-08,1.755099637979049e-08,2.3722290616895052e-07,5.699296536917639e-08,0.010964719301672516,9.7120678735272836e-08,1.3774888331472891e-10,0.00011068475341973517,4.0950007520471544e-09,5.3131912618994968e-10
0.006698949361970409,0.0029156062233003637,0.84210526299999999,0.0,0.0,0.0,0.038819632697167664,0.084877520592038749,1.1243973808289461e-05,0.00071244724262541266,1.9754379088632488e-05,8.3914575399960458e-16,2.8235017858024241e-06,0.0023054723602214324,0.02364175912126526,0.00090569967393252929,6.9743853180083792e-05,8.5784929128787009e-08,1.7911436902316949e-08,2.3866641267648446e-07,5.8264383869103322e-08,0.011291806070436335,9.8697532510227975e-08,1.427029721371979e-10,0.00011320112688067261,4.1741392443800576e-09,5.4609998320251579e-10
0.006707566277207991,0.002916053821698607,0.84210526299999999,0.0,0.0,0.0,0.038496040301609732,0.084376148990651975,1.1310497786877258e-05,0.00071892368628208661,1.9750504752931213e-05,8.4820280167651742e-16,2.8889403199327999e-06,0.0022931008827796031,0.024274773654186017,0.00092178263270830112,7.0763184443358386e-05,8.6993100023048914e-08,1.8272662961097718e-08,2.3999819663690758e-07,5.9536510715775731e-08,0.011624157347353932,1.0024139603084558e-07,1.4774960042818726e-10,0.00011572496479698843,4.2535764906555534e-09,5.6136640773994469e-10
0.006716183192445572,0.002916509444944539,0.84210526299999999,0.0,0.0,0.0,0.038167914578051521,0.083867915421073747,1.1375202385909688e-05,0.00072523909365241788,1.9740441164109944e-05,8.5719192403361165e-16,2.9549918445169444e-06,0.0022801340834472839,0.024917826536154472,0.00093761531694636514,7.1761223093044289e-05,8.8174565531359402e-08,1.8634382569047113e-08,2.412142316641494e-07,6.0808375978126656e-08,0.011961662309721227,1.0175029409183836e-07,1.5288536941440367e-10,0.00011825336138148047,4.3332849096143456e-09,5.7713261362931149e-10
0.006723938416159396,0.0029169262600302593,0.84210526299999999,0.0,0.0,0.0,0.037868809286769008,0.083404779815725527,1.1431813003486979e-05,0.00073078221577321909,1.9726036464439948e-05,8.6521291322099321e-16,3.0149388240775107e-06,0.0022679717241490911,0.025504998084093757,0.00095163416590298355,7.2640057754128068e-05,8.9213624937806272e-08,1.8960108640842867e-08,2.4220660210648915e-07,6.195202709093664e-08,0.012269726352602669,1.0307682553065393e-07,1.5758076038484964e-10,0.00012053035318205793,4.4052309583984793e-09,5.9176153746624173e-10
0.006731693639873219,0.0029173493686271363,0.84210526299999999,0.0,0.0,0.0,0.037566192771582914,0.082936356225114735,1.1486825945580013e-05,0.00073618937155476639,1.9706525694576395e-05,8.7315811598068054e-16,3.075338395822638e-06,0.0022553582557942684,0.026099995373979896,0.00096541976492985635,7.349944750351662e-05,9.0228431904737934e-08,1.9285779226147418e-08,2.4309966564223055e-07,6.309396748721107e-08,0.012581780073792303,1.0437213988396099e-07,1.6234253773930243e-10,0.00012280640377780518,4.477352534608518e-09,6.0681794128309041e-10
0.0067394488635870425,0.0029177786627693847,0.84210526299999999,0.0,0.0,0.0,0.037260147674804858,0.082462781811589989,1.1540185869665975e-05,0.00074145817943281937,1.9681878643859672e-05,8.8101757535242165e-16,3.1361695506012803e-06,0.0022423082300976715,0.026702660352632374,0.00097895817909560948,7.4338394590378552e-05,9.121780083680368e-08,1.9611176722622368e-08,2.4389112683044826e-07,6.423348529069946e-08,0.0128977296270295,1.0563493719878393e-07,1.6716770453617258e-10,0.00012507925652292185,4.54962786874683e-09,6.2231293580575895e-10
0.006746428564929483,0.0029181702217722693,0.84210526299999999,0.0,0.0,0.0,0.036981847160818829,0.082032278753882873,1.1586752649644502e-05,0.00074607997101208906,1.9655287740227137e-05,8.8800959208904605e-16,3.1912691932683398e-06,0.0022302018580016682,0.027251477412532272,0.00099092018792886838,7.5075168036934595e-05,9.2085534206866395e-08,1.9903620486659318e-08,2.4451484476808599e-07,6.5256390941165556e-08,0.013185334500876137,1.0674261819895205e-07,1.7156193157197935e-10,0.00012712019973028026,4.6147886449838576e-09,6.3664282324931965e-10
0.006753408266271924,0.0029185666109946967,0.84210526299999999,0.0,0.0,0.0,0.036700905419174604,0.081597826877179258,1.1631900900911755e-05,0.0007505863650318533,1.9624511867052339e-05,8.9491692332992103e-16,3.2466859869432847e-06,0.0022177639275226357,0.027806243878857582,0.0010026613619795307,7.5793915500480612e-05,9.2930924933729789e-08,2.0195506501996987e-08,2.4505321812428833e-07,6.6276237042335094e-08,0.013475942142013551,1.0782206908139025e-07,1.760025181020957e-10,0.00012915501530846374,4.6800390724755689e-09,6.5134566195751561e-10
0.006760387967614364,0.0029189677389674516,0.84210526299999999,0.0,0.0,0.0,0.036417390697723352,0.081159537368593368,1.1675595277535207e-05,0.00075497592907695541,1.9589548046400174e-05,9.0173234755129936e-16,3.3024045754194453e-06,0.0022050047058094469,0.028366827841612395,0.001014172347411791,7.6493977766179221e-05,9.3753195351668636e-08,2.0486675170347589e-08,2.4550504421638256e-07,6.7292503720787282e-08,0.013769476434375507,1.0887244614715285e-07,1.8048696459973709e-10,0.00013118200643114382,4.7453619460319675e-09,6.664301075545643e-10
0.006767367668956805,0.0029193735104456643,0.84210526299999999,0.0,0.0,0.0,0.036131373591078896,0.080717524670966379,1.1717802382068197e-05,0.00075924732561020287,1.9550400585534136e-05,9.0844872767560619e-16,3.3584096266665038e-06,0.0021919343365698445,0.028933092453010761,0.0010254440682607,7.7174717790915373e-05,9.4551595931371355e-08,2.0776966733883372e-08,2.4586927469980282e-07,6.8304671225941327e-08,0.014065859014964363,1.0989293965563313e-07,1.8501265523148986e-10,0.00013319946810633486,4.810739613302739e-09,6.8190502270480473e-10
0.0067736494001650015,0.0029197425932481116,0.84210526299999999,0.0,0.0,0.0,0.035871878821141824,0.08031662701959634,1.175449092198798e-05,0.00076298951647607691,1.9511598551108549e-05,9.1440290808131209e-16,3.4090464516911212e-06,0.0021799132535539403,0.029447470606928944,0.0010353767765405781,7.7770357465498441e-05,9.5249154302328384e-08,2.1037347294283829e-08,2.4612145370317325e-07,6.9211687517482538e-08,0.014334972118181308,1.1078519240331755e-07,1.8911883083866162e-10,0.00013500562339276463,4.8696113638007807e-09,6.9617376476050723e-10
0.006779931131373198,0.0029201152825554947,0.84210526299999999,0.0,0.0,0.0,0.035610470706328189,0.079912896540739714,1.1789926809207761e-05,0.00076663413227204638,1.9469425745780867e-05,9.2026594696578182e-16,3.459891829890119e-06,0.0021676554661973551,0.029966229008963844,0.0010451023578164896,7.8349423277809143e-05,9.592629678526255e-08,2.1296772181538568e-08,2.4630141751994014e-07,7.0114584115558272e-08,0.01460626701140337,1.1165207203467013e-07,1.9325423251340732e-10,0.00013680142944168028,4.928499248263967e-09,7.1077283779479941e-10
0.006786212862581395,0.0029204915014739833,0.84210526299999999,0.0,0.0,0.0,0.035347205212026209,0.079506422866434584,1.1824089382146108e-05,0.00077018038472849134,1.9423897752356392e-05,9.2603278880836769e-16,3.510934709063404e-06,0.0021551680984975416,0.03048925832563848,0.0010546148115193703,7.8911503526186624e-05,9.6582543269174599e-08,2.1555125495889742e-08,2.4640873712227928e-07,7.1012983046403436e-08,0.014879682268030509,1.1249306208432758e-07,1.9741677856028788e-10,0.00013858564249851637,4.987389404100371e-09,7.2570912817182023e-10
0.006791866420668772,0.002920833051001775,0.84210526299999999,0.0,0.0,0.0,0.03510872551108634,0.079138326642993764,1.1853730584834322e-05,0.0007732873038198548,1.9380068115121803e-05,9.311364986478447e-16,3.5570330540204375e-06,0.0021437389945481158,0.03096354372245597,0.001062989001301021,7.9402528733711988e-05,9.715492188773835e-08,2.1786631730432632e-08,2.4644293979801843e-07,7.1817384011389672e-08,0.015127517140433559,1.1322741041379652e-07,2.0118455572467533e-10,0.00014018049815166551,5.0403807060482765e-09,7.394458810516638e-10
0.0067969546229474116,0.0029211427864028754,0.84210526299999999,0.0,0.0,0.0,0.034892882294392205,0.078805259551015083,1.187950067834863e-05,0.00077601449103912126,1.9338323190265342e-05,9.3565672846134031e-16,3.5986441387866882e-06,0.0021333028718185662,0.031393211709072472,0.0010703707791147323,7.9832189329760695e-05,9.7655011972950917e-08,2.1994095951224401e-08,2.4642303675341686e-07,7.2537741229957346e-08,0.015351955175876975,1.1386977023714155e-07,2.0459158645698662e-10,0.0001416062388769684,5.0880558534136158e-09,7.5205163977781212e-10
0.006802042825226051,0.0029214546937801527,0.84210526299999999,0.0,0.0,0.0,0.034675924108920307,0.078470557679814007,1.190440200562161e-05,0.00077867592372350789,1.9294415569577775e-05,9.4010502133916013e-16,3.6403653671699866e-06,0.0021227285043710102,0.031825478475645444,0.0010776027341849405,8.0250033408349301e-05,9.8140612983237407e-08,2.2200652519835379e-08,2.4635505188330659e-07,7.3254477466340062e-08,0.015577671202562685,1.1449430540828668e-07,2.0801258003718741e-10,0.00014302218192994846,5.1357067776302152e-09,7.648913479766289e-10
0.0068071310275046905,0.002921768728222856,0.84210526299999999,0.0,0.0,0.0,0.034457883041284637,0.078134271854734608,1.1928425826799264e-05,0.00078127128741807019,1.9248358767269307e-05,9.4447874411086634e-16,3.682190922718214e-06,0.002112019512673661,0.032260280823691111,0.0010846820812060384,8.0655878912885064e-05,9.861151530654944e-08,2.2406240263734818e-08,2.4623895537106934e-07,7.3967391534922117e-08,0.015804630337477487,1.1510078833397762e-07,2.1144640811751812e-10,0.00014442768123224502,5.1833253369523718e-09,7.7796888833479885e-10
0.006811710409555466,0.002922053140067125,0.84210526299999999,0.0,0.0,0.0,0.034260747110565641,0.077830302841977478,1.1949289604352927e-05,0.00078355038559208879,1.9205083614153443e-05,9.4834926601811932e-16,3.7199184318182345e-06,0.0021022692805649371,0.032653717794969367,0.0010909207872075784,8.1010736182281841e-05,9.9022593514937195e-08,2.2590391253629677e-08,2.4609332974337015e-07,7.4605581909653632e-08,0.016009927226627835,1.156310093529994e-07,2.1454679210857615e-10,0.00014568317175436292,5.2261476399948517e-09,7.8994529448938676e-10
0.0068158318534011645,0.002922310524145322,0.84210526299999999,0.0,0.0,0.0,0.034082617222768667,0.077555700719291978,1.1967448447029327e-05,0.00078555545612177399,1.9164670131439531e-05,9.517778691506059e-16,3.7539381344068475e-06,0.0020934054618479544,0.033009483362386717,0.0010964265004247574,8.1321574472401808e-05,9.9382128229052503e-08,2.2755378507753224e-08,2.459289929091153e-07,7.5177049941756726e-08,0.016195509356011689,1.1609543160538687e-07,2.1734441363037954e-10,0.0001468050543806319,5.2646548271243668e-09,8.0089404140101112e-10
0.006819953297246863,0.0029225692212537773,0.84210526299999999,0.0,0.0,0.0,0.033903835391840734,0.077280151724499563,1.1985017268472977e-05,0.00078751669778249914,1.9122877593995004e-05,9.5515309955727133e-16,3.7880161817966719e-06,0.0020844596382986872,0.033366796852459087,0.0011018274453290708,8.1624240512477098e-05,9.9731676075245429e-08,2.2919622944149531e-08,2.4573318188344998e-07,7.5745656702462586e-08,0.016381843643975977,1.1654764045360505e-07,2.2014828609537722e-10,0.00014791895574903501,5.3031261116190728e-09,8.120060594215284e-10
0.006823662596707991,0.0029228031503048296,0.84210526299999999,0.0,0.0,0.0,0.033742389116480823,0.077031371301730669,1.2000321408448034e-05,0.00078924423911210667,1.908409382629711e-05,9.5814410309961325e-16,3.8187338131788926e-06,0.002076339818124931,0.033689673163638023,0.0011065976459219598,8.1889585403630995e-05,1.0003765386332677e-07,2.3066781521961896e-08,2.4553008920444528e-07,7.625486841952908e-08,0.016550171615373987,1.1694410307345235e-07,2.2267655870137941e-10,0.0001489143695083624,5.3377156919160788e-09,8.2214821888328067e-10
0.0068273718961691186,0.0029230381036056204,0.84210526299999999,0.0,0.0,0.0,0.033580442415151832,0.076781867359631634,1.2015141699099685e-05,0.00079093609592713527,1.9044209980597379e-05,9.6108991710120283e-16,3.8494941631432217e-06,0.0020681564225989908,0.03401374845333225,0.001111281016375481,8.2148187244139275e-05,1.0033540233935699e-07,2.3213290074799071e-08,2.453016192536446e-07,7.6761601350113027e-08,0.016719078958148125,1.1733052210662725e-07,2.2520884507143254e-10,0.00014990281172503882,5.3722692284435573e-09,8.3242604905428975e-10
