Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40)
0.000343614160895,0.002529170865812534,0.84210526299999999,0.0,0.0,0.0,0.052631578991049643,0.10526315798225827,5.9524898485932824e-14,8.8034732194656921e-12,8.8391753103134987e-12,1.257939938863802e-24,2.2870255759168701e-17,3.4332319561901107e-14,3.4681889727272809e-14,4.7254477463628141e-14,1.7313605636696861e-14,2.6877343700460305e-18,2.401118533679956e-20,6.9836314631626181e-20,3.380933845595858e-24,2.931932009823331e-19
0.00041233363763100005,0.002529170865808013,0.84210526299999999,0.0,0.0,0.0,0.052631578989234103,0.10526315797868284,7.143965933914876e-14,1.0554491461500988e-11,1.0620076762734283e-11,1.5113874592402025e-24,2.8161139275376102e-17,5.0257742083745431e-14,5.0864034573279801e-14,6.789508196047275e-14,2.4107107637933372e-14,3.7427161623236951e-18,3.1328854972662856e-20,1.0394896793992302e-19,4.9492814530726023e-24,5.0754131075926628e-19
0.0005497725911030001,0.002529170865798929,0.84210526299999999,0.0,0.0,0.0,0.052631578985576424,0.10526315797150294,9.5363055658076056e-14,1.404781236720282e-11,1.4195901740089447e-11,2.020278039705082e-24,3.9312608160325613e-17,9.2083925767547023e-14,9.3515436846971003e-14,1.2028076000411567e-13,4.0217407154669766e-14,6.2447023368407555e-18,4.7870204719477324e-20,1.9306104284445441e-19,9.0684674684810555e-24,1.2108117728240648e-18
0.0006872115445750002,0.0025291708657897904,0.84210526299999999,0.0,0.0,0.0,0.052631578981882497,0.10526315796428294,1.194161541843562e-13,1.7530168236659081e-11,1.7791103064100391e-11,2.5319261489959733e-24,5.1117703533564917e-17,1.478705751729573e-13,1.5065306868619143e-13,1.8737708958648231e-13,5.9107082535422926e-14,9.1785239379129243e-18,6.6509452214141376e-20,3.1040684258975035e-19,1.4562717766212044e-23,2.3923507261057686e-18
0.0008373666170174653,0.0025291708657797425,0.84210526299999999,0.0,0.0,0.0,0.052631578977804426,0.10526315795634743,1.458483177265804e-13,2.1322946004488823e-11,2.1741892645492004e-11,3.0941795077131798e-24,6.4642748241792631e-17,2.2555023437810798e-13,2.3057124082140966e-13,2.7735977866084508e-13,8.2262923870730447e-14,1.2775123051114848e-17,8.8772116386380187e-20,4.7143835587092394e-19,2.2213413736232729e-23,4.4062323465537804e-18
0.0009875216894599304,0.002529170865769628,0.84210526299999999,0.0,0.0,0.0,0.052631578973681307,0.10526315794836091,1.7244558178976994e-13,2.5104082681621007e-11,2.5717352332176576e-11,3.6599437721487748e-24,7.8723971806077235e-17,3.2137057160518811e-13,3.2959223461634967e-13,3.8462027864059352e-13,1.0750154922699579e-13,1.6695400481181441e-17,1.1260302053155708e-19,6.6738160555807774e-19,3.1651142665935611e-23,7.3643176715002437e-18
0.0009999999999999998,0.002529170865759447,0.84210526299999999,0.0,0.0,0.0,0.052631578973336604,0.10526315794769486,1.7466344191018008e-13,2.5417798460160242e-11,2.6048852826153913e-11,3.707120991369679e-24,7.9916781955277543e-17,3.3016717901538045e-13,3.3870336203117442e-13,3.9430722513567875e-13,1.0967942960155124e-13,1.7033694920057655e-17,1.1464396856009012e-19,6.8525711612339992e-19,3.2517572726085772e-23,7.6588786501746253e-18
0.0011376767619023956,0.002529170865759447,0.84210526299999999,0.0,0.0,0.0,0.052631578969512399,0.10526315794032218,1.9921185396652155e-13,2.8874107685190581e-11,2.9718067834312936e-11,4.2293022971581705e-24,9.328425917430599e-17,4.3588377045716125e-13,4.4843577672038915e-13,5.0902155275160224e-13,1.3439878671262283e-13,2.0873478619834814e-17,1.3768071506922225e-19,8.9890506810633876e-19,4.2930423489517743e-23,1.146636472303211e-17
0.0012878318343448607,0.002529170865749199,0.84210526299999999,0.0,0.0,0.0,0.052631578965297104,0.10526315793223025,2.2615037401834824e-13,3.2633446203870844e-11,3.3744524649363049e-11,4.802324175909958e-24,1.082650786493201e-16,5.6954189245003558e-13,5.8771988826231245e-13,6.5042983143127109e-13,1.6263334035626058e-13,2.5259458361074627e-17,1.6376174729273871e-19,1.1666938033436689e-18,5.6095919910282996e-23,1.6917699469211529e-17
0.0014379869067873258,0.002529170865738884,0.84210526299999999,0.0,0.0,0.0,0.052631578961034847,0.10526315792408431,2.5326390383378772e-13,3.6382448735415527e-11,3.7797136565491714e-11,5.3790682963236768e-24,1.2362125103215687e-16,7.2272561035347114e-13,7.4799011040892709e-13,8.0871369704757743e-13,1.9195782879710904e-13,2.9814920906925156e-17,1.9065870429045851e-19,1.4714492181189222e-18,7.1185268321907179e-23,2.3928541888103743e-17
0.001588141979229791,0.002529170865728502,0.84210526299999999,0.0,0.0,0.0,0.052631578956725156,0.10526315791588352,2.805548857064572e-13,4.0121415896715853e-11,4.1876269412934378e-11,5.9595867212261224e-24,1.3931651388040204e-16,8.9576811604025189e-13,9.2974353634884232e-13,9.8374350728897703e-13,2.2217422355966559e-13,3.4509112887777815e-17,2.1822159104040567e-19,1.8138857107988038e-18,8.8231430961773052e-23,3.2712712663210808e-17
0.001738297051672256,0.0025291708657180522,0.84210526299999999,0.0,0.0,0.0,0.052631578952367551,0.10526315790762733,3.0802542702660874e-13,4.3850596139880504e-11,4.5982238767385431e-11,6.5439243615106046e-24,1.5532392181686525e-16,1.0889531416970952e-12,1.1334264648624209e-12,1.1753917496443936e-12,2.5313605580904853e-13,3.9319289137950455e-17,2.4633950356310369e-19,2.1947357136935172e-18,1.0726250285437915e-22,4.3488065078918035e-17
0.0020386071965571863,0.0025291708656969497,0.84210526299999999,0.0,0.0,0.0,0.052631578943506938,0.1052631578909462,3.6351270642098014e-13,5.1280448483039644e-11,5.427581257963951e-11,7.7242174745428787e-24,1.8819255679112744e-16,1.5367534772396887e-12,1.6082277105458537e-12,1.6080413980511028e-12,3.1684934791851741e-13,4.9218232737454534e-17,3.0390231975954757e-19,3.0746540741423479e-18,1.5137873670180173e-22,7.1897037511415777e-17
0.0023088863269536235,0.002529170865677724,0.84210526299999999,0.0,0.0,0.0,0.05263157893536452,0.10526315787573803,4.1408273832537792e-13,5.7935754892616997e-11,6.1834412391009421e-11,8.7999133692663648e-24,2.1867528831266806e-16,2.0109631087092452e-12,2.1144553427736189e-12,2.0530145987556221e-12,3.7584511570806341e-13,5.838488843436548e-17,3.5692947895809268e-19,4.0055162662836215e-18,1.9809997994701026e-22,1.0651615397469388e-16
0.0026047042868607923,0.002529170865656426,0.84210526299999999,0.0,0.0,0.0,0.052631578926267832,0.10526315785887767,4.7012733050922504e-13,6.5186718657082063e-11,7.0211282164696312e-11,9.9920606785474052e-24,2.5295072437711076e-16,2.6086520061076546e-12,2.7566906962092336e-12,2.5995312856725147e-12,4.4186455202220613e-13,6.8643616759811708e-17,4.1603082378794437e-19,5.1807767616036936e-18,2.5699099390709582e-22,1.5586855716351862e-16
0.002900522246767961,0.0025291708656348614,0.84210526299999999,0.0,0.0,0.0,0.052631578916975348,0.10526315784178913,5.2690948347547868e-13,7.2403949075161548e-11,7.8698393230180913e-11,1.119989688641816e-23,2.8813521472419984e-16,3.28986568328739e-12,3.4935336001254257e-12,3.207348527763465e-12,5.091709422019873e-13,7.9103137379777791e-17,4.7607232684214564e-19,6.5254999856001443e-18,3.2411659511601647e-22,2.1892671857046585e-16
0.00319634020667513,0.002529170865613026,0.84210526299999999,0.0,0.0,0.0,0.052631578907484468,0.10526315782446924,5.8443887877041074e-13,7.958835584533629e-11,8.7297193436169429e-11,1.2423628042272846e-23,3.2419890515740918e-16,4.0558743222810063e-12,4.3274223893000984e-12,3.8755757077968064e-12,5.7761776736743994e-13,8.9740727707019704e-17,5.3694401007047188e-19,8.0459989725345387e-18,3.996031083107948e-22,2.9749548512804591e-16
0.0034921581665822987,0.002529170865590919,0.84210526299999999,0.0,0.0,0.0,0.052631578897792658,0.10526315780691493,6.4272476437423621e-13,8.674078427872558e-11,9.6009065586574125e-11,1.366345093871029e-23,3.6112328281841388e-16,4.907900278852867e-12,5.2607305135015294e-12,4.6033387751635157e-12,6.4712077696213746e-13,1.0054333745176956e-16,5.9858310782446613e-19,9.7487599217613482e-18,4.8357216385694025e-22,3.9340673645129602e-16
0.0037879761264894675,0.0025291708655685386,0.84210526299999999,0.0,0.0,0.0,0.052631578887897441,0.10526315778912322,7.0177609788319315e-13,9.3862037467809584e-11,1.048353489255226e-10,1.4919556169155156e-23,3.9889721456957066e-16,5.8471395460327556e-12,6.2957883073435709e-12,5.3897796682721547e-12,7.1763605151098453e-13,1.1150418139125018e-16,6.6095743485773396e-19,1.1640442753898217e-17,5.7614281131500167e-22,5.0851873287597698e-16
0.004083794086396636,0.0025291708655458827,0.84210526299999999,0.0,0.0,0.0,0.05263157887779632,0.1052631577710911,7.6160165874166062e-13,1.0095289360742211e-10,1.1377735597803161e-10,1.6192130524524201e-23,4.3751385046322798e-16,6.8747784906746617e-12,7.4349000415989584e-12,6.2340558149787976e-12,7.8914285703985817e-13,1.2262007640077611e-16,7.2405238734614503e-19,1.3727887682214059e-17,6.7743316923665009e-22,6.4471561440343198e-16
0.004675430006210974,0.0025291708654997377,0.84210526299999999,0.0,0.0,0.0,0.052631578856966399,0.10526315773429386,8.8361000656461915e-13,1.1504645116930863e-10,1.3201370529776308e-10,1.8787421530978993e-23,5.1726064643082312e-16,9.1999992270054299e-12,1.0034420276047548e-11,8.0928191982790493e-12,9.3511641755538632e-13,1.4531489914636237e-16,8.5239754570896662e-19,1.8518340651030049e-17,9.0664541362333828e-22,9.8802958701337801e-16
0.005267065926025312,0.0025291708654524674,0.84210526299999999,0.0,0.0,0.0,0.052631578835282931,0.10526315769649941,1.0088186031836133e-12,1.2902750645393856e-10,1.5072839787679005e-10,2.1450787564177468e-23,6.0033699796416069e-16,1.1893171527495024e-11,1.3077526667245635e-11,1.0173185579787014e-11,1.0850207721469238e-12,1.6862491089215136e-16,9.8361189011590527e-19,2.4178559937768079e-17,1.1721658313935625e-21,1.438937020327525e-15
0.005858701845839649,0.0025291708654040577,0.84210526299999999,0.0,0.0,0.0,0.052631578812725906,0.10526315765768386,1.1372953691819492e-12,1.4290200441727321e-10,1.6993158695372596e-10,2.4183673573916533e-23,6.8673224541066916e-16,1.4964033428726785e-11,1.6582337847304467e-11,1.2468944551544218e-11,1.2389155276059751e-12,1.9255970461400027e-16,1.1177496566775277e-18,3.0770061411653525e-17,1.4749643662148498e-21,2.0134450819034528e-15
0.006450337765653987,0.002529170865354494,0.84210526299999999,0.0,0.0,0.0,0.05263157878927513,0.10526315761782321,1.2691077136795191e-12,1.5667583389714408e-10,1.8963334915966701e-10,2.698751360766087e-23,7.764430986023626e-16,1.8422498043548765e-11,2.0566910869179024e-11,1.4974112715435443e-11,1.3968928092481094e-12,2.1713394118591441e-16,1.2548897913303106e-18,3.8357500886924158e-17,1.816028517702068e-21,2.7279873748246434e-15
0.0070419736854683244,0.002529170865303759,0.84210526299999999,0.0,0.0,0.0,0.052631578764910279,0.10526315757689303,1.4043228604072012e-12,1.703548699435125e-10,2.0984373341691058e-10,2.9863737769518034e-23,8.694660858810055e-16,2.2278693657803144e-11,2.5049290816240594e-11,1.7682927634589579e-11,1.5590355435032116e-12,2.423608710393629e-16,1.3951043267903978e-18,4.7008872527652137e-17,2.1963673360045565e-21,3.5994320509693048e-15
0.007633609605282662,0.002529170865251838,0.84210526299999999,0.0,0.0,0.0,0.052631578739610815,0.10526315753486873,1.5430078915781984e-12,1.8394497300393485e-10,2.3057276749374784e-10,3.2813773153085036e-23,9.6579772588661877e-16,2.6542962201819206e-11,3.004751760935384e-11,2.0589843222361632e-11,1.7254184983883128e-12,2.682524958047786e-16,1.5384591718809294e-18,5.6795518156985523e-17,2.6170112591754478e-21,4.6450907925908872e-15
0.008816881444911337,0.002529170865144372,0.84210526299999999,0.0,0.0,0.0,0.052631578686125044,0.10526315744743811,1.8310551310989029e-12,2.1088167542168964e-10,2.7362677557127153e-10,3.8940968795493176e-23,1.168386499470323e-15,3.6338078500793079e-11,4.166363320853373e-11,2.697684012475753e-11,2.0712388330505088e-12,3.2208332133981945e-16,1.8348800627555273e-18,8.0077632745303737e-17,3.5834359184111009e-21,7.3305890797488457e-15
0.009999999999999998,0.0025291708650319643,0.84210526299999999,0.0,0.0,0.0,0.052631578628657527,0.10526315735534124,2.1337434446666473e-12,2.3752888293180218e-10,3.1886922055740392e-10,4.5379610033489528e-23,1.384192649685123e-15,4.7893014075982327e-11,5.5557589297768203e-11,3.4093933673164614e-11,2.4349656348914544e-12,3.7872492826466385e-16,2.1446870844566723e-18,1.088424386486828e-16,4.7237932534982049e-21,1.0931658236742087e-14
0.010000153284540013,0.0025291708650319643,0.84210526299999999,0.0,0.0,0.0,0.052631578628649818,0.10526315735532898,2.133783634837154e-12,2.3753231880025734e-10,3.1887522773590692e-10,4.5380464940143041e-23,1.3842214686436422e-15,4.7894629075107488e-11,5.555954329306593e-11,3.4094901485563454e-11,2.4350139503222385e-12,3.78732453812214e-16,2.144728117275428e-18,1.0884655045052661e-16,4.7239526583393758e-21,1.0932190745462897e-14
0.011183425124168688,0.0025291708649144815,0.84210526299999999,0.0,0.0,0.0,0.052631578567013913,0.1052631572583345,2.4517273251626106e-12,2.6394291450299797e-10,3.6639793590711759e-10,5.2143619954745838e-23,1.613341777507124e-15,6.1302658697234345e-11,7.1879776887167804e-11,4.1907021762226235e-11,2.81742941788508e-12,4.3831021620897719e-16,2.4685994979636715e-18,1.4380651273317784e-16,6.047540166779185e-21,1.5605260994435089e-14
0.012366696963797363,0.002529170864791783,0.84210526299999999,0.0,0.0,0.0,0.052631578501042588,0.10526315715624292,2.7854216037262808e-12,2.9015915435113287e-10,4.1627493272201983e-10,5.9241823618288519e-23,1.85580805310148e-15,7.6655512838103343e-11,9.0769393914268985e-11,5.0379252051762655e-11,3.2191677316387684e-12,5.0092681334645536e-16,2.8070893956845892e-18,1.8572728161061695e-16,7.5635101543221702e-21,2.1513123064880623e-14
0.013549968803426038,0.0025291708646637263,0.84210526299999999,0.0,0.0,0.0,0.052631578430557262,0.10526315704883735,3.1354048630995651e-12,3.1622643467062169e-10,4.6858669752751725e-10,6.6686529282911281e-23,2.1117014910365618e-15,9.4049860833087287e-11,1.1237424048250824e-10,5.948057029932358e-11,3.6409056071846315e-12,5.6669193526526837e-16,3.1607901201357336e-18,2.3544853875751861e-16,9.2815104767223001e-21,2.8827355712769993e-14
0.014733240643054714,0.0025291708645301635,0.84210526299999999,0.0,0.0,0.0,0.052631578355375443,0.10526315693589558,3.5022198127747188e-12,3.4218986829715785e-10,5.2341435456592872e-10,7.4489282078541193e-23,2.3811256497885558e-15,1.1358571436589525e-10,1.3684118080660113e-10,6.9182762201164165e-11,4.0833260300363298e-12,6.3571665358040902e-16,3.5303003866846709e-18,2.9388441227727715e-16,1.1211527805124065e-20,3.772808473936914e-14
0.01591651248268339,0.002529170864390941,0.84210526299999999,0.0,0.0,0.0,0.052631578275310321,0.10526315681718976,3.8864146853128675e-12,3.6809430343224512e-10,5.8083985326659278e-10,8.2661744570941134e-23,2.6642071321314305e-15,1.3536645740404183e-10,1.6431831226960772e-10,7.9460317938769201e-11,4.5471238128774568e-12,7.0811431217406683e-16,3.9162296945853369e-18,3.6202851147149282e-16,1.3363891527107684e-20,4.8404250215501741e-14
0.017099784322312066,0.0025291708642459026,0.84210526299999999,0.0,0.0,0.0,0.052631578190170621,0.10526315669248622,4.2885448104334792e-12,3.9398435785337419e-10,6.4094620356276096e-10,9.1215730250640462e-23,2.9610951637839816e-15,1.5949890016742842e-10,1.9495524977265507e-10,9.0290303840549201e-11,5.0330054196328983e-12,7.8400052717520715e-16,4.3191983690708967e-18,4.4095891830739334e-16,1.5749280046005083e-20,6.1053955097630679e-14
0.01828305616194074,0.002529170864094883,0.84210526299999999,0.0,0.0,0.0,0.052631578099760323,0.10526315656154503,4.7091739158279092e-12,4.1990445246950754e-10,7.0381767036155684e-10,1.001632312087708e-22,3.2719609381907371e-15,1.860933362640592e-10,2.2890336641211764e-10,1.0165226055193726e-10,5.541686974873375e-12,8.6349291196205773e-16,4.7398362581647038e-18,5.3184443370650159e-16,1.8378727526551227e-20,7.5884763968237861e-14
0.019466328001569416,0.002529170863937716,0.84210526299999999,0.0,0.0,0.0,0.05263157800387834,0.10526315642411992,5.1488753370440647e-12,4.4589884250209064e-10,7.6953995440401815e-10,1.0951644387601501e-22,3.5969977832674574e-15,2.1526360403070647e-10,2.6631602413083784e-10,1.1352810977136502e-10,6.0738966083954109e-12,9.4671147217228182e-16,5.1787847025040553e-18,6.359502156520012e-16,2.1263631068730916e-20,9.311400119626189e-14
0.021832871680826767,0.002529170863604228,0.84210526299999999,0.0,0.0,0.0,0.052631577794868475,0.1052631561287987,6.0878437702767512e-12,4.9828690480975353e-10,9.0988804186362086e-10,1.2948996624179952e-22,4.2904711681302003e-15,2.8180515170622363e-10,3.5215978014401758e-10,1.3876054106326243e-10,7.211894042986421e-12,1.1248226403807214e-15,6.1142536307009988e-18,8.8940442984144823e-16,2.7847260334339831e-20,1.3568776205475001e-13
0.024199415360084117,0.0025291708632439653,0.84210526299999999,0.0,0.0,0.0,0.052631577561422331,0.10526315580441235,7.110275524842915e-12,5.5150061558537138e-10,1.0627117504899584e-09,1.5123894636757641e-22,5.0435140464271605e-15,3.6010801848220369e-10,4.5376233481798821e-10,1.6588717937585574e-10,8.4531626919114667e-12,1.3193588505151057e-15,7.1310501571944393e-18,1.2136300922936335e-15,3.5598936277083485e-20,1.9072122824097648e-13
0.026565959039341468,0.0025291708628553465,0.84210526299999999,0.0,0.0,0.0,0.052631577301723617,0.10526315544872837,8.221228358328602e-12,6.0589183007586647e-10,1.2287670902729846e-09,1.7487097519617912e-22,5.8584898919705622e-15,4.5121876843817673e-10,5.7244700158534365e-10,1.9484014205194639e-10,9.8041913567728341e-12,1.5314062246551424e-15,8.2349187606429805e-18,1.6229459102307345e-15,4.4623853704048721e-20,2.6033778387482489e-13
0.028932502718598818,0.002529170862436673,0.84210526299999999,0.0,0.0,0.0,0.052631577013849164,0.10526315505938139,9.4260307011476287e-12,6.6181361973880294e-10,1.4088505263964961e-09,2.0049940101876853e-22,6.7381317267929359e-15,5.5624955157277597e-10,7.0959265329297639e-10,2.2558170788007788e-10,1.1271841895206133e-11,1.7621213854947297e-15,9.4319501299044602e-18,2.1339642714871966e-15,5.5034033770198144e-20,3.4684979754036054e-13
0.03129904639785617,0.002529170861986124,0.84210526299999999,0.0,0.0,0.0,0.052631576695759283,0.10526315463386196,1.0730318915216496e-11,7.1962180658398896e-10,1.6038045487653134e-09,2.2824412209761107e-22,7.6855505489397058e-15,6.7638212544877883e-10,8.666418572346395e-10,2.5810226480037312e-10,1.2863407789137384e-11,2.0127423406968174e-15,1.0728636274589384e-17,2.7659177426931745e-15,6.6948783833882407e-20,4.5277089405275927e-13
0.03366559007711352,0.002529170861501741,0.84210526299999999,0.0,0.0,0.0,0.052631576345287479,0.10526315416950477,1.2140074190104982e-11,7.7967660180096678e-10,1.8145231873019629e-09,2.5823237157112318e-22,8.7042453132116731e-15,8.128723927680435e-10,1.0451091799615377e-09,2.9241852601410002e-10,1.4586671501735512e-11,2.2845994329416728e-15,1.2131926085471943e-17,3.5410319049256107e-15,8.0495218532563098e-20,5.8082904908498023e-13
0.03603213375637087,0.0025291708609814223,0.84210526299999999,0.0,0.0,0.0,0.052631575960129837,0.10526315366347587,1.3661659603679422e-11,8.423443541034339e-10,2.0419575518067625e-09,2.9059950585463968e-22,9.7981139826253309e-15,9.6705547305965366e-10,1.2465897517628136e-09,3.2857198005825566e-10,1.6449958365545954e-11,2.5791260577341533e-15,1.3649279894728146e-17,4.4849541319334812e-15,9.5808844468877986e-20,7.3398066426174582e-13
0.03839867743562822,0.0025291708604229116,0.84210526299999999,0.0,0.0,0.0,0.052631575537833625,0.1052631531127594,1.5301857462218924e-11,9.0799940537730851e-10,2.2871214135411417e-09,3.2548979897902698e-22,1.0971467044225603e-14,1.140351333980729e-09,1.4727681239487116e-09,3.6662757729793815e-10,1.8462194335460273e-11,2.8978703170715087e-15,1.5288728744360685e-17,5.6272436294867376e-15,1.1303421348667509e-19,9.1542574113941479e-13
0.04076522111488557,0.0025291708598237893,0.84210526299999999,0.0,0.0,0.0,0.052631575075785406,0.1052631525141432,1.7067906996018304e-11,9.7702605402795503e-10,2.5510968398928838e-09,3.6305724448363017e-22,1.2229043739701464e-14,1.3342710065091441e-09,1.7254274415290606e-09,4.0667266025267034e-10,2.0632968555578413e-11,3.2425078090713245e-15,1.7058939341666646e-17,7.0019323483300092e-15,1.3232564865854569e-19,1.1286242542646287e-12
0.04313176479414292,0.0025291708591814546,0.84210526299999999,0.0,0.0,0.0,0.052631574571198318,0.10526315186420364,1.8967542651869656e-11,1.0498206305256943e-09,2.8350399182220731e-09,4.0346637000092794e-22,1.3576030391463798e-14,1.5504234056462846e-09,2.0064589778140397e-09,4.4881612901829262e-10,2.2972597251478428e-11,3.6148550690165546e-15,1.89692823381723e-17,8.6481672269467943e-15,1.5384804751409536e-19,1.3773138430123339e-12
0.04549830847340027,0.0025291708584931232,0.84210526299999999,0.0,0.0,0.0,0.052631574021098623,0.10526315115928936,2.1009033281776282e-11,1.1267936892614095e-09,3.1401866136353886e-09,4.4689307090112965e-22,1.5018080968743791e-14,1.790522780479323e-09,2.3178720924469748e-09,4.9318782489364014e-10,2.549218985515635e-11,4.0168838601301833e-15,2.1029904906742502e-17,1.0610944246316113e-14,1.7777776767940067e-19,1.6655289678924741e-12
0.04786485215265762,0.002529170857755808,0.84210526299999999,0.0,0.0,0.0,0.052631573422311485,0.10526315039550402,2.3201222469631902e-11,1.2083723231188297e-09,3.4678587968145863e-09,4.9352546813793796e-22,1.6561340427587462e-14,2.0563968281509302e-09,2.6618046734916356e-09,5.3993812144479284e-10,2.8203720269526849e-11,4.4507368340442343e-15,2.3251810167090791e-17,1.294194679748912e-14,2.0430360151916037e-19,1.9976216885033413e-12
0.05023139583191497,0.0025291708569663077,0.84210526299999999,0.0,0.0,0.0,0.052631572771445749,0.10526314956868785,2.5553570183064573e-11,1.2950026119483964e-09,3.8194704698819564e-09,5.4356479427782862e-22,1.8212470906453048e-14,2.349995517518611e-09,3.0405341208677892e-09,5.8923772032585808e-10,3.1120103487823168e-11,4.9187446745315609e-15,2.5646944028772874e-17,1.5700502986879413e-14,2.336278479802417e-19,2.3782842248061092e-12
0.05259793951117232,0.0025291708561211925,0.84210526299999999,0.0,0.0,0.0,0.052631572064877737,0.1052631486743979,2.8076195926767215e-11,1.3871522177299249e-09,4.196534216661942e-09,5.9722631146414076e-22,1.9978680739813672e-14,2.6734006729199386e-09,3.4564889297907505e-09,6.4127765085305106e-10,3.4255277084444782e-11,5.4234447389337231e-15,2.8228289538011935e-17,1.8954678222672135e-14,2.6596749091620841e-19,2.8125734745715014e-12
0.054964483190429674,0.0025291708552167905,0.84210526299999999,0.0,0.0,0.0,0.052631571298734039,0.10526314770788686,3.0779923584860317e-11,1.4853131391009482e-09,4.6006679053698739e-09,6.5474026530519448e-22,2.1867756550335339e-14,3.0288363712673203e-09,3.9122609385870584e-09,6.9626947035763746e-10,3.7624288783294269e-11,5.9676014847217324e-15,3.1009970149395239e-17,2.2782521361141929e-14,3.0155549416825375e-19,3.3059376794893457e-12
0.057331026869687024,0.0025291708542491717,0.84210526299999999,0.0,0.0,0.0,0.052631570468873054,0.10526314666408075,3.3676328146786354e-11,1.5900046402337737e-09,5.0336016727972418e-09,7.1635287882342901e-22,2.3888098732849144e-14,3.4186802130998067e-09,4.4106183122350333e-09,7.5444566218722675e-10,4.1243391591650294e-11,6.5542290260588306e-15,3.4007363627136335e-17,2.727348517852538e-14,3.4064222520609994e-19,3.8642454546804036e-12
0.059697570548944374,0.002529170853214129,0.84210526299999999,0.0,0.0,0.0,0.052631569570865247,0.10526314553755452,3.6777784500754988e-11,1.7017763726487562e-09,5.4971852174989263e-09,7.8232739037999436e-22,2.6048760504861462e-14,3.8454755385122737e-09,4.9545193381496254e-09,8.1606023080446557e-10,4.5130147148258229e-11,7.1866160502206751e-15,3.7237227722695023e-17,3.2530044737135207e-14,3.8349702108357885e-19,4.4938174184108768e-12
0.062064114228201725,0.0025291708521071625,0.84210526299999999,0.0,0.0,0.0,0.05263156859997218,0.1052631443225064,4.0097518458710331e-11,1.8212117108591585e-09,5.9933954264902819e-09,8.5294513906262151e-22,2.835949073229201e-14,4.3119446680683432e-09,5.5471271144086425e-09,8.8138949632907691e-10,4.930353804445332e-11,7.868353357458442e-15,4.0717838943316552e-17,3.8669540251089499e-14,4.3040991248727932e-19,5.2014606828877903e-12
0.06443065790745908,0.002529170850923461,0.84210526299999999,0.0,0.0,0.0,0.052631567551123887,0.10526314301273007,4.3649660164262899e-11,1.9489313244392152e-09,6.5243443580865416e-09,9.2850670075771809e-22,3.0830780861007452e-14,4.8210032573160568e-09,6.191825215685949e-09,9.5073309258215512e-10,5.3784090501216272e-11,8.6033644037377565e-15,4.4469146294570645e-17,4.5826274510559084e-14,4.8169352379891219e-19,5.9945064957699782e-12
0.06679720158671644,0.002529170849657879,0.84210526299999999,0.0,0.0,0.0,0.052631566418894681,0.10526314160158504,4.7449300031706225e-11,2.0855970116884973e-09,7.0922876030200957e-09,1.0093330780569062e-21,3.347391630245999e-14,5.3757758635975052e-09,6.8922344296025831e-09,1.0244151738492745e-09,5.8594008843593803e-11,9.3959392561071532e-15,4.8512942031407962e-17,5.4153898798819744e-14,5.3768516959888046e-19,6.880851355931436e-12
0.0691637452659738,0.0025291708483049205,0.84210526299999999,0.0,0.0,0.0,0.052631565197477359,0.10526314008196459,5.1512547357866724e-11,2.2319158232097067e-09,7.6996330450189011e-09,1.0957669470127048e-21,3.630103261097323e-14,5.9796128357273959e-09,7.6522306644577783e-09,1.1027858372417697e-09,6.3757323102270821e-11,1.0250772376417565e-14,5.2873051485310813e-17,6.3828125492748479e-14,5.9874917098803847e-19,7.8690019655513962e-12
0.07153028894523115,0.0025291708468587115,0.84210526299999999,0.0,0.0,0.0,0.052631563880655277,0.10526313844626185,5.5856591734061341e-11,2.3886445067193812e-09,8.3489500398644987e-09,1.1881739634499862e-21,3.9325176849581415e-14,6.6361086500864045e-09,8.4759641374722357e-09,1.1862227698368587e-09,6.9300051334526102e-11,1.1173004716086185e-14,5.7575544366275227e-17,7.5049810323964375e-14,6.6527941847009669e-19,8.9681244240526533e-12
0.07389683262448851,0.002529170845312976,0.84210526299999999,0.0,0.0,0.0,0.052631562461772641,0.10526313668633278,6.0499767368749659e-11,2.5565943074873187e-09,9.0429790294520042e-09,1.2869441311845965e-21,4.2560374616224621e-14,7.349121830783022e-09,9.3678799616306612e-09,1.2751331322403999e-09,7.5250378602079924e-11,1.2168270687890576e-14,6.2648970349409611e-17,8.8048452694562115e-14,7.377022119714195e-19,1.0188098118941706e-11
0.07626337630374587,0.002529170843661016,0.84210526299999999,0.0,0.0,0.0,0.052631560933702345,0.10526313479345674,6.5461620416284179e-11,2.73663616228114e-09,9.7846416051038892e-09,1.3924932341774236e-21,4.6021703245822328e-14,8.1227966072298206e-09,1.0332740259759398e-08,1.3699556925961975e-09,8.1638854718362043e-11,1.3242750640730865e-14,6.8124622053363649e-17,1.030861684252518e-13,8.1647941299421429e-19,1.1539574825515631e-11
