Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13)
5.24287e-10,0.001763001113834855,0.84210526299999999,0.0,0.0,0.0,0.052631578999999706,0.10526315799999969,2.8752980847576833e-16,2.9823921769022457e-16,1.0709438040500639e-17,9.6322682533665033e-30,4.9399023747909841e-25,4.9639930888296779e-25,2.4117858150573167e-27,1.4660019442020334e-23
9.999999999999999e-10,0.0017630011138348549,0.84210526299999999,0.0,0.0,0.0,0.052631578999999436,0.10526315799999938,5.3017560345385666e-16,5.6884707502907435e-16,3.8671577193810586e-17,3.4782219959952597e-29,3.5122049958949976e-24,3.5462938500770918e-24,3.4108809071501157e-26,5.4565396326278041e-23
1.0485750000000002e-09,0.0017630011138348549,0.84210526299999999,0.0,0.0,0.0,0.052631578999999408,0.10526315799999936,5.5495213781608915e-16,5.9647881237960868e-16,4.152678802339069e-17,3.735027865111182e-29,3.8203945595395757e-24,3.8577182327164263e-24,3.734538848951532e-26,5.8640129794047127e-23
2.0971510000000003e-09,0.0017630011138348547,0.84210526299999999,0.0,0.0,0.0,0.052631578999998811,0.10526315799999865,1.0364854578102687e-15,1.1929579137980834e-15,1.5647289648117621e-16,1.4073639939794146e-28,2.8627997331391207e-23,2.9188716535959493e-23,5.6089292712949366e-25,2.3456057587262423e-22
3.1457270000000003e-09,0.0017630011138348542,0.84210526299999999,0.0,0.0,0.0,0.052631578999998214,0.1052631579999979,1.4701357946846965e-15,1.7894369272562778e-15,3.1930205057781651e-16,2.8719016531310176e-28,7.8876882895215336e-23,8.0879776001565545e-23,2.0033898443030115e-24,4.9844120590252114e-22
5.2428790000000005e-09,0.0017630011138348536,0.84210526299999999,0.0,0.0,0.0,0.052631578999997021,0.10526315799999622,2.1813049070743761e-15,2.9823946023316436e-15,8.0109212502939382e-16,7.2052793542510459e-28,3.2631745962303621e-22,3.4025392494628436e-22,1.3938748145706333e-23,1.3780428702815859e-21
7.340031000000001e-09,0.0017630011138348527,0.84210526299999999,0.0,0.0,0.0,0.052631578999995828,0.1052631579999944,2.7651998684531988e-15,4.1753519255660881e-15,1.4101565208214352e-15,1.268340573152529e-27,7.5527073081342905e-22,7.9682852887111638e-22,4.1563463039093875e-23,2.6094846075947807e-21
9.437183000000001e-09,0.0017630011138348514,0.84210526299999999,0.0,0.0,0.0,0.052631578999994634,0.1052631579999925,3.2453444471783644e-15,5.368308896959712e-15,2.1229714435947342e-15,1.9094699751425442e-27,1.3917390745865627e-21,1.4841955626640365e-21,9.2467587312562292e-23,4.1927660864572081e-21
9.999999999999999e-09,0.0017630011138348484,0.84210526299999999,0.0,0.0,0.0,0.052631578999994315,0.10526315799999197,3.3635982554551416e-15,5.6884651686671737e-15,2.3248746489955365e-15,2.0910684297113081e-27,1.5932827815036348e-21,1.7039799047802966e-21,1.1071003439927987e-22,4.6645212776430564e-21
1.3631487000000001e-08,0.0017630011138348484,0.84210526299999999,0.0,0.0,0.0,0.052631578999992247,0.1052631579999885,4.018729069657329e-15,7.7542220139984129e-15,3.7355061081435103e-15,3.3598373511158314e-27,3.2063993075309084e-21,3.4813977331737883e-21,2.7502662411790785e-22,8.1850743487494959e-21
1.7825791e-08,0.001763001113834845,0.84210526299999999,0.0,0.0,0.0,0.05263157899998986,0.10526315799998426,4.5490695878664228e-15,1.0140133837193777e-14,5.5910852815903025e-15,5.0288072518381872e-27,5.910285436717452e-21,6.5250599821791331e-21,6.1483117765819879e-22,1.3471220074620429e-20
2.6214399e-08,0.001763001113834838,0.84210526299999999,0.0,0.0,0.0,0.052631578999985086,0.10526315799997536,5.1945871037768944e-15,1.4911953235059486e-14,9.7174083137246097e-15,8.7401603379183263e-27,1.4401904008611586e-20,1.6595387472633229e-20,2.193653058767405e-21,2.8292007788935431e-20
3.341312118796449e-08,0.001763001113834831,0.84210526299999999,0.0,0.0,0.0,0.052631578999980992,0.10526315799996744,5.4543488471616984e-15,1.9006907335443821e-14,1.3552624563442205e-14,1.2189682426611383e-26,2.4875336999922531e-20,2.962556616898998e-20,4.7505674062199249e-21,4.5474916398089603e-20
4.0611843375928984e-08,0.0017630011138348239,0.84210526299999999,0.0,0.0,0.0,0.052631578999976898,0.10526315799995939,5.5975732621196954e-15,2.3101857298132641e-14,1.75043795031543e-14,1.5744023389752988e-26,3.8124983421548752e-20,4.6945827005663494e-20,8.8214376409918688e-21,6.6795476203630275e-20
4.781056556389348e-08,0.0017630011138348172,0.84210526299999999,0.0,0.0,0.0,0.052631578999972804,0.1052631579999513,5.6911175647775899e-15,2.7196803118475537e-14,2.1505816128544068e-14,1.9343049756288283e-26,5.3943700965886862e-20,6.8656656019078549e-20,1.4713909239202019e-20,9.2258329030121432e-20
5.500928775185797e-08,0.00176300111383481,0.84210526299999999,0.0,0.0,0.0,0.05263157899996871,0.10526315799994318,5.7676251517035738e-15,3.1291744794442506e-14,2.5524291299012768e-14,2.2957401171675527e-26,7.2077568531606887e-20,9.4806860273705817e-20,2.2730728728991723e-20,1.2186549567696476e-19
6.940673212778695e-08,0.001763001113834796,0.84210526299999999,0.0,0.0,0.0,0.052631578999960522,0.10526315799992696,5.9140362372568554e-15,3.9481607419795449e-14,3.356785754914936e-14,3.019205457693293e-26,1.1725180630438371e-19,1.6942149786092707e-19,5.2172924222957097e-20,2.0180599096560069e-19
9.820162087964491e-08,0.0017630011138347675,0.84210526299999999,0.0,0.0,0.0,0.05263157899994414,0.10526315799989448,6.2196773305566414e-15,5.5861266340220386e-14,4.9642220093163894e-14,4.4649875653010231e-26,2.2496862661495236e-19,3.9011096976650466e-19,1.6515319281873321e-19,4.2801523604417099e-19
9.999999999999998e-08,0.001763001113834711,0.84210526299999999,0.0,0.0,0.0,0.05263157899994312,0.10526315799989246,6.238987932008643e-15,5.6884246435153559e-14,5.0645926605564384e-14,4.5552642971305214e-26,2.3277760492470129e-19,4.1281824404704701e-19,1.8005276222413048e-19,4.5042791186705522e-19
1.5579139838336085e-07,0.001763001113834711,0.84210526299999999,0.0,0.0,0.0,0.052631578999911381,0.10526315799982958,6.8380637589222896e-15,8.8620318862082708e-14,8.1784071649337449e-14,7.3559335515939151e-26,4.7503676758680324e-19,1.1172695865069457e-18,6.4228444798399102e-19,1.1457398800269005e-18
2.709709533907927e-07,0.0017630011138345975,0.84210526299999999,0.0,0.0,0.0,0.052631578999845857,0.10526315799969978,8.0769736307293896e-15,1.541373626469471e-13,1.4606665312012862e-13,1.3137724639854327e-25,1.0212355181903864e-18,3.7146855661994886e-18,2.693760956163852e-18,3.6423588720872873e-18
5.013300634056564e-07,0.0017630011138343707,0.84210526299999999,0.0,0.0,0.0,0.052631578999714802,0.10526315799944015,1.0555205579330615e-14,2.8516720531794924e-13,2.7463561319958888e-13,2.4701648343678962e-25,2.1505008094579936e-18,1.3482047554892993e-17,1.1333691340162008e-17,1.2879836418596283e-17
9.620482834353838e-07,0.001763001113833917,0.84210526299999999,0.0,0.0,0.0,0.052631578999452651,0.10526315799892089,1.5512019181856923e-14,5.4720991215869318e-13,5.3179015524101089e-13,4.7830990779216257e-25,4.4260188641061583e-18,5.1308073957541228e-17,4.6897960552055677e-17,4.8328236299836483e-17
9.999999999999997e-07,0.0017630011138330109,0.84210526299999999,0.0,0.0,0.0,0.05263157899943105,0.10526315799887812,1.5920390302414286e-14,5.6879291353569496e-13,5.5297603712315821e-13,4.9736520088405374e-25,4.613745014611616e-18,5.7437884304108708e-17,5.2844433014956223e-17,5.4043523969344395e-17
1.8834847234948388e-06,0.0017630011138330109,0.84210526299999999,0.0,0.0,0.0,0.052631578998928209,0.10526315799788222,2.542693385795092e-14,1.0712274205831885e-12,1.0461659292002499e-12,9.4095673961562556e-25,8.9838552806304454e-18,2.0013482371375298e-16,1.9127341739859176e-16,1.8709071665143802e-16
2.8049211635542935e-06,0.0017630011138321036,0.84210526299999999,0.0,0.0,0.0,0.052631578998403629,0.1052631579968434,3.5343134951813657e-14,1.5951770324799891e-12,1.5606084275030973e-12,1.4036635855527745e-24,1.3544909185760873e-17,4.2214576257402946e-16,4.0894749946433177e-16,3.9369079667943364e-16
3.7263576036137483e-06,0.0017630011138311966,0.84210526299999999,0.0,0.0,0.0,0.05263157899787891,0.10526315799580443,4.5260622981475138e-14,2.1190587565772969e-12,2.075117679658363e-12,1.8664304721448242e-24,1.8108970005859262e-17,7.1735038688942052e-16,6.9996852951245308e-16,6.6810040457782607e-16
5.569230483732658e-06,0.0017630011138293818,0.84210526299999999,0.0,0.0,0.0,0.052631578996829138,0.10526315799372619,6.5098621142778331e-14,3.1666629032763273e-12,3.1042929418932992e-12,2.7921052386664011e-24,2.7244117726173057e-17,1.479570208408712e-15,1.4543006165414088e-15,1.3759774142755634e-15
7.412103363851567e-06,0.0017630011138275673,0.84210526299999999,0.0,0.0,0.0,0.052631578995778833,0.1052631579916474,8.4941356495805034e-14,4.2140174746992447e-12,4.1337139247048738e-12,3.718001014520165e-24,3.6390267705824946e-17,2.5110282637608238e-15,2.4787551474777886e-15,2.3329812350059915e-15
9.254976243970478e-06,0.001763001113825752,0.84210526299999999,0.0,0.0,0.0,0.052631578994727993,0.10526315798956809,1.0478917117330608e-13,5.261104702344524e-12,5.1633983747668517e-12,4.6441337616600175e-24,4.5548203535055413e-17,3.8310194236647115e-15,3.7929479096466785e-15,3.556719212389642e-15
9.999999999999997e-06,0.0017630011138221198,0.84210526299999999,0.0,0.0,0.0,0.052631578994302985,0.10526315798872732,1.1281458123145346e-13,5.6843363633970034e-12,5.57974847831632e-12,5.0186130161044453e-24,4.9253921574629515e-17,4.4483134106365501e-15,4.4084120677467646e-15,4.1286224599970252e-15
1.2940722004208297e-05,0.0017630011138221198,0.84210526299999999,0.0,0.0,0.0,0.052631578992624571,0.10526315798540777,1.4450038300481609e-13,7.3544607283577714e-12,7.2235755469198182e-12,6.4971262429255092e-24,6.390013384506309e-17,7.3551564429520887e-15,7.3109237301970766e-15,6.8198834325124897e-15
1.6626467764446117e-05,0.001763001113818486,0.84210526299999999,0.0,0.0,0.0,0.052631578990518894,0.10526315798124519,1.8423228131107971e-13,9.446731809380518e-12,9.2848257389937736e-12,8.3510838343148854e-24,8.2299853076809489e-17,1.2052140988371749e-14,1.2010525136430318e-14,1.1163571391745704e-14
2.3997959284921755e-05,0.0017630011138112123,0.84210526299999999,0.0,0.0,0.0,0.05263157898630072,0.1052631579729133,2.6375831332440121e-13,1.362802247014989e-11,1.3410554315670222e-11,1.20619025617811e-23,1.1924239546910531e-16,2.4967314901233855e-14,2.4969932827153753e-14,2.3082840304743131e-14
3.874094232587303e-05,0.0017630011137966428,0.84210526299999999,0.0,0.0,0.0,0.052631578977837053,0.10526315795622243,4.230604963825128e-13,2.1977616339127693e-11,2.1674985343408939e-11,1.9495209154695798e-23,1.9369834185656025e-16,6.4902760592900058e-14,6.5230830581257737e-14,5.9789831182341868e-14
5.348392536682431e-05,0.0017630011137820423,0.84210526299999999,0.0,0.0,0.0,0.052631578969336845,0.10526315793949534,5.8269772005135647e-13,3.0309918061609576e-11,2.9956795235466167e-11,2.6944146881354889e-23,2.6891339013609477e-16,1.2367196628833152e-13,1.2474803568207777e-13,1.1357692087863582e-13
6.822690840777559e-05,0.0017630011137674119,0.84210526299999999,0.0,0.0,0.0,0.052631578960799931,0.10526315792273191,7.426721293103462e-13,3.8624961521675676e-11,3.8256095308547022e-11,3.4408815863738381e-23,3.4488470463169138e-16,2.0131271293421447e-13,2.0370694835315759e-13,1.8433628033679159e-13
8.296989144872687e-05,0.0017630011137527513,0.84210526299999999,0.0,0.0,0.0,0.052631578952226164,0.10526315790593196,9.0298592529619119e-13,4.6922781637246561e-11,4.6572999793773702e-11,4.1889318845150786e-23,4.2160936761105493e-16,2.9786430767234672e-13,3.0229850702514334e-13,2.7195703689600926e-13
9.999999999999998e-05,0.001763001113723338,0.84210526299999999,0.0,0.0,0.0,0.052631578942276248,0.10526315788648015,1.0885947934817199e-12,5.6486472555106333e-11,5.6202181782647738e-11,5.0550128248972057e-23,5.1117076881830307e-16,4.3298135534564932e-13,4.4085269933268247e-13,3.9402508116540198e-13
0.00011245585753062943,0.001763001113723338,0.84210526299999999,0.0,0.0,0.0,0.052631578934967484,0.10526315787222194,1.2246397471670455e-12,6.346688087186488e-11,6.3260040790576766e-11,5.6898203478762552e-23,5.7730798771900384e-16,5.4784714923924416e-13,5.5908359984486429e-13,4.9737472836844135e-13
0.000141941823612532,0.0017630011136938026,0.84210526299999999,0.0,0.0,0.0,0.052631578917559568,0.10526315783836408,1.5476765486698901e-12,7.9942494513473996e-11,8.0018819305028262e-11,7.1971611243017556e-23,7.3598605863963695e-16,8.7394004467403126e-13,8.96622283784495e-13,7.889504380082899e-13
0.00017142778969443456,0.0017630011136641438,0.84210526299999999,0.0,0.0,0.0,0.052631578900001148,0.1052631578043571,1.8721143445219688e-12,9.6349914943515382e-11,9.6850270239014543e-11,8.7110383020044435e-23,8.9761934915890477e-16,1.2764832873629888e-12,1.3165024695310393e-12,1.1457668282114993e-12
0.00020091375577633712,0.0017630011136343623,0.84210526299999999,0.0,0.0,0.0,0.052631578882290912,0.10526315777019976,2.197970655072371e-12,1.1268943067595986e-10,1.1375530283998044e-10,1.0231533661750661e-22,1.0621840716229619e-15,1.7558192780473924e-12,1.8202841085302471e-12,1.5669254870789898e-12
0.00025988568794014225,0.001763001113574426,0.84210526299999999,0.0,0.0,0.0,0.052631578846410308,0.10526315770142926,2.8540036947131287e-12,1.4516584539631068e-10,1.4778947982022894e-10,1.3292681746628753e-22,1.4000181847287491e-15,2.9462169869536305e-12,3.0854367180430834e-12,2.5988993192003647e-12
0.00030863467434586855,0.0017630011135245027,0.84210526299999999,0.0,0.0,0.0,0.052631578816280798,0.10526315764411587,3.4007376703611927e-12,1.7180972201969089e-10,1.7615333255838976e-10,1.5843821841468517e-22,1.6879441054841194e-15,4.1651321091328669e-12,4.3975630428980836e-12,3.6388991987913164e-12
0.00035738366075159484,0.0017630011134742362,0.84210526299999999,0.0,0.0,0.0,0.052631578785721167,0.10526315758637646,3.951554165545528e-12,1.9827149932133568e-10,2.0472896014895056e-10,1.8414009677178443e-22,1.9835971771294332e-15,5.5983214179163863e-12,5.9577847046373292e-12,4.8440524113627801e-12
0.00040613264715732113,0.0017630011134236237,0.84210526299999999,0.0,0.0,0.0,0.052631578754726127,0.10526315752820581,4.5065227532644199e-12,2.2455241224942221e-10,2.3351997323116761e-10,2.1003570006769316e-22,2.2868781848617807e-15,7.2473892474933611e-12,7.7726304735276945e-12,6.2106572024831842e-12
0.00045488163356304743,0.0017630011133726645,0.84210526299999999,0.0,0.0,0.0,0.052631578723290454,0.10526315746959884,5.0657109826284018e-12,2.5065368721827174e-10,2.6252987742064845e-10,2.3612818137072564e-22,2.5976893411433272e-15,9.1139683508267214e-12,9.848541768724172e-12,7.7350783300526329e-12
0.0005036306199687737,0.0017630011133213553,0.84210526299999999,0.0,0.0,0.0,0.052631578691409032,0.10526315741055041,5.6291845119276644e-12,2.7657654277875319e-10,2.9176208021453285e-10,2.6242060549815357e-22,2.9159341860256486e-15,1.1199718333249075e-11,1.2191878813598965e-11,9.4137425265420142e-12
0.0006011285927802263,0.0017630011132176821,0.84210526299999999,0.0,0.0,0.0,0.052631578626288714,0.10526315729110937,6.7692415446839707e-12,3.2789183268697067e-10,3.5090656746964686e-10,3.1561714202587719e-22,3.5743451961856267e-15,1.6035486510689735e-11,1.7705897517435025e-11,1.3219789984494521e-11
0.0006986265655916789,0.0017630011131125908,0.84210526299999999,0.0,0.0,0.0,0.052631578559325549,0.10526315716984359,7.927182856691107e-12,3.7850787220890134e-10,4.1097881330609743e-10,3.696481357541193e-22,4.261365388085202e-15,2.1768465314299984e-11,2.4363983579455735e-11,1.7601413029278711e-11
0.0007961245384031315,0.0017630011130060693,0.84210526299999999,0.0,0.0,0.0,0.052631578490481071,0.10526315704671509,9.1034677425825484e-12,4.2843411782984517e-10,4.7200265429074739e-10,4.2453502609098757e-22,4.9762703377708399e-15,2.8412820190713616e-11,3.2214119915377948e-11,2.2532214242121449e-11
0.0008936225112145841,0.0017630011128981064,0.84210526299999999,0.0,0.0,0.0,0.052631578419717898,0.10526315692168696,1.02985285984215e-11,4.7767989978675089e-10,5.340005311641042e-10,4.8029799699153989e-22,5.7183552736367949e-15,3.5983059036046589e-11,4.1303080375912917e-11,2.7986699470624396e-11
0.0009911204840260368,0.001763001112788692,0.84210526299999999,0.0,0.0,0.0,0.05263157834699965,0.10526315679472331,1.1512772937034122e-11,5.262544281991698e-10,5.9699359341907247e-10,5.3695607101938071e-22,6.4869337811579445e-15,4.4493997398470666e-11,5.1676507858035706e-11,3.3940215152281342e-11
0.0009999999999999998,0.0017630011126778169,0.84210526299999999,0.0,0.0,0.0,0.052631578340278547,0.10526315678306283,1.1624325414319253e-11,5.3064526269829459e-10,6.0278075739209209e-10,5.4216124049451222e-22,6.5582242146403302e-15,4.5316380335806768e-11,5.2686624048291667e-11,3.4506387229737357e-11
0.0010886184568374895,0.0017630011126778169,0.84210526299999999,0.0,0.0,0.0,0.052631578272290959,0.1052631566657891,1.2746583613708769e-11,5.7416679281811053e-10,6.6100171101266124e-10,5.9452711988065719e-22,7.2813377076093749e-15,5.3960752015455322e-11,6.3378919550545561e-11,4.0368942700483092e-11
0.0012836144024603946,0.0017630011124516538,0.84210526299999999,0.0,0.0,0.0,0.052631578116765866,0.10526315640187427,1.5274312101414334e-11,6.6804077061134719e-10,7.9213619366674918e-10,7.1247387401281125e-22,8.9450414396215192e-15,7.5823635899742422e-11,9.0943070776069962e-11,5.4560960181717171e-11
0.0014252420895909616,0.0017630011122836758,0.84210526299999999,0.0,0.0,0.0,0.052631577998578843,0.10526315620501513,1.7161663597126988e-11,7.346244989475025e-10,8.9004896449088603e-10,8.0053990571596929e-22,1.0213700811684708e-14,9.4210528340506597e-11,1.1459484265087233e-10,6.5903643409884165e-11
0.0015668697767215285,0.0017630011121125546,0.84210526299999999,0.0,0.0,0.0,0.052631577875884634,0.10526315600369404,1.9093290638948027e-11,7.9989327537147288e-10,9.9025871521508228e-10,8.9067191822023409e-22,1.1531035555616488e-14,1.1476336553946283e-10,1.4144084689847349e-10,7.8046118364935762e-11
0.0017084974638520954,0.0017630011119382778,0.84210526299999999,0.0,0.0,0.0,0.052631577748591139,0.10526315579781981,2.106997547556355e-11,8.6387290011495249e-10,1.0928060467937516e-09,9.8290642938633687e-22,1.2895295514653073e-14,1.3753284600809734e-10,1.7159910533774974e-10,9.0928854100263286e-11
0.0018501251509826623,0.001763001111760837,0.84210526299999999,0.0,0.0,0.0,0.052631577616609977,0.10526315558730476,2.3092415184393819e-11,9.265886750011689e-10,1.1977271404182643e-09,1.0772759817918853e-21,1.4304798012912606e-14,1.6257048152340629e-10,2.0518344139279633e-10,1.0449532803288701e-10
0.0019917528381132293,0.0017630011115802263,0.84210526299999999,0.0,0.0,0.0,0.052631577479856341,0.10526315537206483,2.5161224329941524e-11,9.8806540905663454e-10,1.3050538954621134e-09,1.1738092668039974e-21,1.5757926279724433e-14,1.8992854436087411e-10,2.423035737462948e-10,1.1869194701973676e-10
0.002133380525243796,0.0017630011113964432,0.84210526299999999,0.0,0.0,0.0,0.052631577338248858,0.10526315515201917,2.7276941357157722e-11,1.0483274319941678e-09,1.4148142612398848e-09,1.2725314229740835e-21,1.7253125658003038e-14,2.1965994055908131e-10,2.8306534181585941e-10,1.3346785748246633e-10
0.002275008212374363,0.001763001111209488,0.84210526299999999,0.0,0.0,0.0,0.052631577191709467,0.1052631549270903,2.9440030816643212e-11,1.1073985989601596e-09,1.5270323524756146e-09,1.3734641398939011e-21,1.8788902282700981e-14,2.5181816588879157e-10,3.2757078433538935e-10,1.487748792689967e-10
0.00241663589950493,0.0017630011110193633,0.84210526299999999,0.0,0.0,0.0,0.052631577040163163,0.10526315469720367,3.1650889293824361e-11,1.1653023033648324e-09,1.6417287569761864e-09,1.4766259349279225e-21,2.0363819547873247e-14,2.8645718915694693e-10,3.7591834960084097e-10,1.6456732909965969e-10
0.002558263586635497,0.0017630011108260755,0.84210526299999999,0.0,0.0,0.0,0.052631576883538096,0.10526315446228773,3.3909847816507997e-11,1.2220614822890569e-09,1.7589206605625281e-09,1.5820322655807136e-21,2.1976496661772821e-14,3.2363140535444271e-10,4.2820298156754709e-10,1.8080194858434543e-10
0.002699891273766064,0.0017630011106296308,0.84210526299999999,0.0,0.0,0.0,0.052631576721765133,0.10526315422227372,3.6217178041491578e-11,1.2776986306962854e-09,1.8786221680983331e-09,1.6896958182394913e-21,2.3625604916088738e-14,3.6339551623211839e-10,4.845163424119005e-10,1.9743771874037489e-10
0.002841518960896631,0.0017630011104300405,0.84210526299999999,0.0,0.0,0.0,0.052631576554778084,0.10526315397709572,3.8573092078639638e-11,1.3322358014877423e-09,2.000844294362188e-09,1.79962649996466e-21,2.5309867768750247e-14,4.0580453486657982e-10,5.4494680779857153e-10,2.1443586461156632e-10
