Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76)
0.15573419565539937,0.001798118450880669,0.84210526299999999,0.0,0.0,0.0,0.035061688450801286,0.078153614109096825,4.3780040632818477e-07,8.4480829608074611e-05,2.3649940740981757e-05,4.0051807692250512e-17,8.4956933719451369e-08,0.0013117360716470262,0.03073015155196878,0.0028119782905152804,0.00010269495193546758,3.1033497007071753e-08,3.3994291659060625e-10,6.7652981718290783e-07,1.1161143643381384e-09,0.016129918794085086,6.7712703009734606e-08,3.4217524958935942e-11
0.15609118545557052,0.0017983790898975227,0.84210526299999999,0.0,0.0,0.0,0.034744325034054224,0.077657001718331481,4.4129418620322649e-07,8.4949355392506672e-05,2.3681280272994008e-05,4.0802283606246722e-17,8.6559561148065619e-08,0.0013022086578298258,0.031340297767203401,0.0028438760816297134,0.0001036467247467651,3.1315455272194999e-08,3.4527868800735156e-10,6.8273688669279091e-07,1.1341614912129656e-09,0.016455809654689509,6.8360465613506365e-08,3.5182343781993768e-11
0.15644817525574167,0.0017986428046575444,0.84210526299999999,0.0,0.0,0.0,0.034424068724087806,0.077156118412297289,4.447966568687063e-07,8.5409666207863027e-05,2.3709356305479908e-05,4.1562469443116675e-17,8.8187135909595192e-08,0.0012925081683433965,0.031956760453810601,0.0028754581185796084,0.00010458216953396912,3.1592818154361344e-08,3.5065330461344021e-10,6.8887398256981404e-07,1.1523386107372762e-09,0.016784786221642818,6.8997977305083602e-08,3.6165207249085281e-11
0.15680516505591283,0.0017989095656953938,0.84210526299999999,0.0,0.0,0.0,0.034100967239128734,0.076651044556225262,4.4830769042870953e-07,8.5861639011023197e-05,2.3734150786253292e-05,4.2332323782061646e-17,8.9840206492193106e-08,0.0012826370696103657,0.032579458344183451,0.0029067089269093627,0.0001055007547117858,3.1865437304039192e-08,3.5606639840617706e-10,6.9493819325362777e-07,1.1706444075653244e-09,0.017116798866368702,6.9624903116624097e-08,3.7166182207707636e-11
0.15716215485608398,0.0017991793420310176,0.84210526299999999,0.0,0.0,0.0,0.033775069854113909,0.076141862831935719,4.5182716407204124e-07,8.6305151779100093e-05,2.3755647047846725e-05,4.3111802901343846e-17,9.151934497542786e-08,0.0012725978550928885,0.033208306939828826,0.0029376131035886714,0.00010640195681194482,3.2133166754625961e-08,3.6151758365986432e-10,7.009266588320724e-07,1.1890775582172737e-09,0.017451796366925194,7.0240911457779123e-08,3.8185330914065536e-11
0.15751914465625513,0.001799452101198582,0.84210526299999999,0.0,0.0,0.0,0.03344642737930946,0.075628658200730087,4.553549441639806e-07,8.6740084901103603e-05,2.3773829270032679e-05,4.3900866041848863e-17,9.3225153031131533e-08,0.0012623930475424276,0.033843218541562109,0.0029681553269954764,0.00010728526088695895,3.2395862184004762e-08,3.6700643572930633e-10,7.068364573567265e-07,1.2076366213987064e-09,0.017789725927512441,7.0845675531136837e-08,3.9222708295328502e-11
0.15784043547640916,0.0017997001067330432,0.84210526299999999,0.0,0.0,0.0,0.033148345314242128,0.075163406474560879,4.5853691889138028e-07,8.7124091678202371e-05,2.3787347998495032e-05,4.4619182028726382e-17,9.4783702576172511e-08,0.0012530692482444832,0.034419747816820362,0.0029953212686901444,0.00010806451278781537,3.2627866374520974e-08,3.7197828291865921e-10,7.120856024822022e-07,1.2244461973630709e-09,0.018096324555863939,7.1380082723649669e-08,4.0171966896019449e-11
0.15812959721454778,0.0017999253326843588,0.84210526299999999,0.0,0.0,0.0,0.032878238922253097,0.074742007999226631,4.6140625625955077e-07,8.7463603814633085e-05,2.3797202042665262e-05,4.5272245695536081e-17,9.6205694092963292e-08,0.0012445664717659316,0.034942703702700424,0.0030195002770914228,0.00010875279315358555,3.2833001246334079e-08,3.76478521675219e-10,7.1675162443296356e-07,1.2396601359306728e-09,0.018374222693694042,7.1852846173677355e-08,4.1038976075445856e-11
0.1584187589526864,0.00180015245307664,0.84210526299999999,0.0,0.0,0.0,0.032606426736453732,0.074318128439127509,4.6428077309029967e-07,8.7797279427740142e-05,2.3804858225255844e-05,4.5931521192408401e-17,9.7646344756879317e-08,0.0012359596393733861,0.03546947127027382,0.003043414883969709,0.0001094284439203453,3.3034584227776673e-08,3.8100272850064155e-10,7.2136089553898381e-07,1.2549539990731939e-09,0.01865394562842336,7.2317665448811738e-08,4.1918011351837536e-11
0.15867900451701117,0.0018003584645888383,0.84210526299999999,0.0,0.0,0.0,0.032360361973280363,0.07393455628530346,4.6687219218836822e-07,8.8092547475513921e-05,2.380986472633917e-05,4.6530161359566805e-17,9.8959193961114513e-08,0.001228125682929257,0.035946777618254599,0.0030647054014470466,0.0001100255194168999,3.3212912236072886e-08,3.8509481680759742e-10,7.254594456349065e-07,1.2687861161327439e-09,0.018907230872352274,7.2729074141620315e-08,4.2719435101121504e-11
0.15893925008133594,0.0018005659792573831,0.84210526299999999,0.0,0.0,0.0,0.032112961872658788,0.073549051032673465,4.6946766794500781e-07,8.8382995577009039e-05,2.3813082286509733e-05,4.7133798423758316e-17,1.0028774443690702e-07,0.0012202096131192625,0.036427089581025293,0.0030857695676725005,0.00011061197336400957,3.3388252690608814e-08,3.8920595672451588e-10,7.2950967608733377e-07,1.282681657948842e-09,0.019161946079760017,7.3133795659963162e-08,4.353061604094094e-11
0.15919949564566072,0.0018007749815976348,0.84210526299999999,0.0,0.0,0.0,0.031864249018045472,0.073161649875317064,4.7206712981182134e-07,8.8668580754690092e-05,2.3814507322021984e-05,4.774241711604301e-17,1.0163229002659994e-07,0.0012122124748309123,0.036910367053899808,0.0031066016678439087,0.00011118762475810088,3.3560554313067456e-08,3.93335964972584e-10,7.3351047161065127e-07,1.2966399649919147e-09,0.01941806780936017,7.3531712850947497e-08,4.4351557797643888e-11
0.1594597412099855,0.001800985455726446,0.84210526299999999,0.0,0.0,0.0,0.031614246385200231,0.072772390582559077,4.7467050421410947e-07,8.894926057102677e-05,2.3814136608689939e-05,4.835600263608927e-17,1.0299313452107878e-07,0.0012041353236118858,0.03739656909091682,0.0031271960265178171,0.00011175229551084805,3.3729766544921491e-08,3.9748465492985918e-10,7.3746071944205713e-07,1.3106603640506512e-09,0.019675572213623677,7.3922710087036606e-08,4.518226136303269e-11
0.15971998677431026,0.0018011973853542978,0.84210526299999999,0.0,0.0,0.0,0.031362977336160947,0.072381311489008879,4.7727771522059768e-07,8.9224993060500881e-05,2.3811967268895774e-05,4.8974540685715474e-17,1.0437059189498943e-07,0.0011959792258742633,0.037885653914474487,0.0031475470097981372,0.00011230581048211465,3.3895839577644706e-08,4.0165183556084728e-10,7.4135931246588909e-07,1.3247421659002343e-09,0.019934435044573061,7.4306673312516694e-08,4.6022725364266492e-11
0.15998023233863504,0.0018014107537953961,0.84210526299999999,0.0,0.0,0.0,0.031110465613391564,0.071988451484835542,4.7988868302614418e-07,8.9495736755168019e-05,2.3807996779628449e-05,4.9598017932087739e-17,1.0576498729479312e-07,0.001187745259010331,0.038377578924826621,0.0031676490273345945,0.00011284799752334812,3.4058724321467465e-08,4.058373094585916e-10,7.452051437868107e-07,1.3388846586670213e-09,0.020194631659479486,7.4683490110905503e-08,4.687294553381261e-11
0.1602404779029598,0.0018016255439695945,0.84210526299999999,0.0,0.0,0.0,0.030856735333996247,0.071593850006214474,4.8250332422629081e-07,8.9761450696978554e-05,2.3802222969321944e-05,5.0226421962583691e-17,1.0717665721957608e-07,0.0011794345114590533,0.038872300709574509,0.0031874965341923086,0.00011337868754556418,3.4218372433829538e-08,4.1004087414009605e-10,7.4899710869845886e-07,1.3530871121078835e-09,0.020456137026513024,7.5053049728720731e-08,4.7732914807269905e-11
0.16076096903160933,0.0018020593192576112,0.84210526299999999,0.0,0.0,0.0,0.030345717398067306,0.07079958302010729,4.8774327647978463e-07,9.027762807228376e-05,2.3785258434350871e-05,5.1497965759433609e-17,1.1005322537241782e-07,0.0011625870839746524,0.039869956970316818,0.0032264060782743855,0.00011440491601546138,3.4527769291465049e-08,4.1850143925955393e-10,7.56415036565321e-07,1.3816688851507497e-09,0.020982971991793199,7.5769963055059174e-08,4.9482058902847346e-11
0.16128146016025885,0.001802498566799066,0.84210526299999999,0.0,0.0,0.0,0.029830123725396486,0.069998836558569727,4.9299683113051594e-07,9.0773207675861757e-05,2.376106328569966e-05,5.278909559366189e-17,1.1300323165957687e-07,0.0011454458750895784,0.040878259530824711,0.0032642322619330687,0.00011538320667444274,3.4823658961096672e-08,4.2703179332398966e-10,7.636043168781726e-07,1.4104812277409453e-09,0.021514732130846523,7.6456562040901759e-08,5.1270044646600513e-11
0.16174990217604343,0.0018028984441875013,0.84210526299999999,0.0,0.0,0.0,0.029362347159540794,0.069272900803812598,4.9773599495927438e-07,9.12013622751467e-05,2.3733101432563833e-05,5.39678141595769e-17,1.1572362424579292e-07,0.0011297751319898687,0.041794524286491185,0.0032973143755165753,0.00011622165788747855,3.5078114475849876e-08,4.347672605863909e-10,7.6987195929068938e-07,1.4366040082678921e-09,0.021997350800790485,7.7047902089018972e-08,5.2912309568437047e-11
0.162218344191828,0.0018033025183740207,0.84210526299999999,0.0,0.0,0.0,0.028891184654072467,0.068542236182554894,5.024848885837934e-07,9.1612361940555478e-05,2.3699279326472317e-05,5.5162334308761314e-17,1.1850850152972139e-07,0.0011138805745946742,0.042718826453103556,0.0033294541122780097,0.00011701941218367208,3.5321086429545942e-08,4.4255634496677921e-10,7.7594100284180922e-07,1.4629031017617635e-09,0.022483626206324905,7.7613442431155225e-08,5.4585755574376227e-11
0.1626867862076126,0.0018037106719792058,0.84210526299999999,0.0,0.0,0.0,0.028416793392221883,0.067807096532079697,5.0724282608124805e-07,9.2005991932621989e-05,2.365960112211864e-05,5.6372658413457868e-17,1.2136048107266256e-07,0.001097769091584199,0.043650876315567126,0.0033606217100462759,0.00011777564080133512,3.5552331327327646e-08,4.5039754263393949e-10,7.818051655599527e-07,1.4893731405388601e-09,0.022973395114203578,7.8152624759165982e-08,5.6290197784265569e-11
0.16315522822339718,0.00180412278347706,0.84210526299999999,0.0,0.0,0.0,0.027939333843046876,0.067067740365151479,5.120090693424659e-07,9.2382042750294879e-05,2.3614074726080498e-05,5.7598813895717406e-17,1.2428235635893754e-07,0.0010814476897766676,0.044590376732732612,0.0033907880616500788,0.00011848955139993931,3.5771614562129406e-08,4.5828926090178723e-10,7.8745821193854332e-07,1.516008463409539e-09,0.023466490846971725,7.8664911564301255e-08,5.8025416571685397e-11
0.16362367023918176,0.0018045387279072846,0.84210526299999999,0.0,0.0,0.0,0.02745896963000323,0.066324430657890204,5.1678282657470405e-07,9.2740310003735217e-05,2.3562711803079937e-05,5.8840855200065792e-17,1.2727710740353669e-07,0.0010649234931425788,0.045537023370160072,0.0034199247447442324,0.00011916038870126455,3.5978710594967027e-08,4.6622981397349094e-10,7.92893960541576e-07,1.5428031000114091e-09,0.023962743414719601,7.9149786511652497e-08,5.9791156962699748e-11
0.16409211225496634,0.0018049583766916988,0.84210526299999999,0.0,0.0,0.0,0.026975867396277432,0.065577434633005902,5.2156324720483204e-07,9.3080594345151514e-05,2.3505527773241732e-05,6.0098868875300558e-17,1.3034791945829866e-07,0.0010482037415243163,0.046490504941125881,0.0034480040505797185,0.00011978743492199063,3.6173403044910436e-08,4.7421741225493631e-10,7.9810628711079442e-07,1.5697507404519703e-09,0.024461979650598528,7.960675495705362e-08,6.158712690910414e-11
0.16456055427075092,0.0018053815979081206,0.84210526299999999,0.0,0.0,0.0,0.026490196689121118,0.064827023573502632,5.2634941545519142e-07,9.3402701370276457e-05,2.344254179276131e-05,6.1372980562871021e-17,1.3349820659364024e-07,0.0010312957885089638,0.047450503417101511,0.0034749990074070974,0.0001203700096003237,3.6355484614814735e-08,4.8225014766968375e-10,8.0308912422287525e-07,1.5968447016520996e-09,0.024964023328813232,8.0035344320304601e-08,6.3412995233523692e-11
0.1650289962865355,0.0018058082560035488,0.84210526299999999,0.0,0.0,0.0,0.026002129792523625,0.06407347255566237,5.3114035540508381e-07,9.370644136877291e-05,2.3373776882816715e-05,6.2663350953150635e-17,1.367316100940742e-07,0.0010142070992511562,0.048416694332122166,0.003500883411507998,0.00012090747024637053,3.6524757369686726e-08,4.9032599765774687e-10,8.0783647973563128e-07,1.6240779231295e-09,0.025468695333305029,8.0435103968872239e-08,6.5268392597535758e-11
0.16545059410074162,0.0018061950723965616,0.84210526299999999,0.0,0.0,0.0,0.025560965327733561,0.063392822201280313,5.3545541830933427e-07,9.3963950578047274e-05,2.3306969547381324e-05,6.3838755786426685e-17,1.3971596007317284e-07,0.00099867900770996172,0.049291287542413111,0.0035232088332945947,0.00012135211212050961,3.6665995276222077e-08,4.976293471536753e-10,8.1190287056857589e-07,1.6487007112640027e-09,0.025924997103222627,8.0769884131461119e-08,6.6963159278003063e-11
0.16583003213352712,0.0018065454061982904,0.84210526299999999,0.0,0.0,0.0,0.025162485667805653,0.062778425022484347,5.3934088245455042e-07,9.4182751743958262e-05,2.3242877486919994e-05,6.490817870946003e-17,1.4246465636987472e-07,0.00098458842474550157,0.050082278535815365,0.0035425001327343249,0.00012172028395547237,3.6783999422979273e-08,5.0422934644344072e-10,8.153919129009008e-07,1.6709477195505902e-09,0.026337251978655649,8.1050678645354679e-08,6.8508344430845273e-11
0.16620947016631263,0.001806897743873807,0.84210526299999999,0.0,0.0,0.0,0.024762748486804889,0.062162468166056715,5.4322750403628898e-07,9.4389179964481692e-05,2.3175047174607134e-05,6.5988716329320911e-17,1.4527526741034712e-07,0.0009703928875369795,0.050876735636241038,0.0035610188360510487,0.00012205783789164367,3.6893278099656352e-08,5.1085357456898188e-10,8.1871604672257413e-07,1.6932720888096041e-09,0.026750904042468868,8.1311831041869768e-08,7.0072109493635171e-11
0.16658890819909813,0.0018072520075039765,0.84210526299999999,0.0,0.0,0.0,0.024361850023997263,0.061545104190512165,5.4711462339511802e-07,9.4583142641116406e-05,2.3103498173668732e-05,6.7080551539972841e-17,1.4815028367100214e-07,0.00095609656600160369,0.05167447512149647,0.0035787525815325354,0.00012236450465952757,3.6993743887713836e-08,5.1750067336928542e-10,8.2187224771327155e-07,1.7156691589711055e-09,0.027165853142182589,8.1553145043543633e-08,7.1654176714817962e-11
0.16696834623188364,0.0018076081179436824,0.84210526299999999,0.0,0.0,0.0,0.023959887430306227,0.060926486865837695,5.5100153920790452e-07,9.4764549060742269e-05,2.3028251629141708e-05,6.8183902621125739e-17,1.5109236371562193e-07,0.00094170367299320208,0.05247531099951934,0.0035956893760731071,0.00012264003077539404,3.708531319263195e-08,5.2416920076600204e-10,8.2485752204373019e-07,1.7381340347823766e-09,0.027581998153322334,8.177443459912132e-08,7.3254247051327676e-11
0.16726448989711257,0.0018078872864022099,0.84210526299999999,0.0,0.0,0.0,0.023645487520655029,0.060442897503064669,5.5403458482903127e-07,9.4897351244494003e-05,2.2966968754203796e-05,6.905320082225431e-17,1.5343699339009872e-07,0.00093040595184411441,0.053102377424707178,0.0036083469709999338,0.00012283328244432228,3.7150548268736305e-08,5.2938776452803643e-10,8.2706680598143713e-07,1.7557112246058266e-09,0.027907556119696138,8.1933119077421079e-08,7.4515374151452088e-11
0.1675606335623415,0.0018081674922544437,0.84210526299999999,0.0,0.0,0.0,0.023330546038864381,0.05995871311372921,5.5706669454578221e-07,9.502240837224837e-05,2.2903458953793695e-05,6.9929788232078597e-17,1.5582558590504765e-07,0.00091905403463241921,0.053731125074005563,0.0036205066535028832,0.00012300731275685618,3.7210279120353376e-08,5.3461769911131939e-10,8.2916879529266188e-07,1.7733240244917811e-09,0.028233731535912261,8.2079417713512755e-08,7.578711455482406e-11
0.16785677722757042,0.0018084486963930232,0.84210526299999999,0.0,0.0,0.0,0.023015110229378376,0.059474008184887107,5.600974867936788e-07,9.5139679050591945e-05,2.2837734382135719e-05,7.0813807382176133e-17,1.5825961960899806e-07,0.00090764997550653564,0.054361462838323167,0.003632163198301167,0.00012316202062386068,3.7264470836923384e-08,5.3985820995359261e-10,8.3116212493145652e-07,1.7909697662597367e-09,0.028560475195539066,8.2213254088300264e-08,7.7069300095464044e-11
0.16815292089279935,0.0018087308593277107,0.84210526299999999,0.0,0.0,0.0,0.022699227614464759,0.058988857559259415,5.6312656495439593e-07,9.5249122302496332e-05,2.27698078045074e-05,7.1705412898105495e-17,1.6074064165328847e-07,0.00089619584296402488,0.054993298884915887,0.0036433115217010918,0.00012329731039325634,3.731308986598837e-08,5.4510846681676633e-10,8.3304544815127904e-07,1.8086456702077506e-09,0.028887737593897879,8.2334555187950777e-08,7.8361754688733628e-11
0.16844906455802827,0.001809013941160803,0.84210526299999999,0.0,0.0,0.0,0.022382945980630547,0.058503336414305218,5.6615351682544549e-07,9.5350697470085214e-05,2.2699692607114108e-05,7.2604773714982454e-17,1.6327027575263861e-07,0.00088469371950259605,0.055626540684372686,0.003653946682384572,0.00012341309173365776,3.7356104000305482e-08,5.5036760130999745e-10,8.3481743879779077e-07,1.8263488343243422e-09,0.029215468942098716,8.2443251445536964e-08,7.9664294112406501e-11
0.1687452082232572,0.0018092979016146142,0.84210526299999999,0.0,0.0,0.0,0.02206631336663464,0.058017520243753028,5.6917791272740375e-07,9.5444364250486696e-05,2.2627402775793829e-05,7.3512075058614073e-17,1.6585022981881717e-07,0.00087314570108735449,0.056261095035296631,0.0036640638815989448,0.00012350927946371776,3.739348231064812e-08,5.5563470347471694e-10,8.3647678829899652e-07,1.8440762361757007e-09,0.029543619179760384,8.2539276712077521e-08,8.0976725484046362e-11
0.16904135188848612,0.0018095827000491193,0.84210526299999999,0.0,0.0,0.0,0.021749378051368281,0.057531484839230346,5.7219930631084174e-07,9.5530082599486701e-05,2.2552952915146344e-05,7.4427516700254786e-17,1.6848229392559755e-07,0.00086155389673292016,0.056896868089125766,0.0036736584631926841,0.00012358579345758816,3.742519514406409e-08,5.6090882102453184e-10,8.3802220868404332e-07,1.8618247215389286e-09,0.029872137987616645,8.2622568095942991e-08,8.2298847425806901e-11
0.16933749555371505,0.001809868295465074,0.84210526299999999,0.0,0.0,0.0,0.021432188541029403,0.05704530627096302,5.7521723431881977e-07,9.5607812668598426e-05,2.2476358246343411e-05,7.5351314838910564e-17,1.7116834766902215e-07,0.00084992042837173565,0.057533765375994646,0.0036827259136564048,0.00012364255859773096,3.7451214126486872e-08,5.6618895749396401e-10,8.3945243461309484e-07,1.8795909921919039e-09,0.03020097480051916,8.2693065980335362e-08,8.3630449993937013e-11
0.16963363921894398,0.001810154646518494,0.84210526299999999,0.0,0.0,0.0,0.021114793556752762,0.056559060868832271,5.7823121346970557e-07,9.5677514803524366e-05,2.239763457720535e-05,7.628370621620525e-17,1.7391037458802425e-07,0.00083824743049114487,0.058171691830611529,0.0036912618621318576,0.00012367950441106974,3.7471512039114396e-08,5.7147406702989244e-10,8.4076621923359033e-07,1.8973716107730362e-09,0.030530078820575481,8.2750714034593903e-08,8.4971313801708678e-11
0.1699297828841729,0.0018104417115346837,0.84210526299999999,0.0,0.0,0.0,0.020797242022982904,0.056072825204807247,5.8124074150990592e-07,9.573914938262381e-05,2.2316798330924725e-05,7.7224945204627805e-17,1.7671045793937062e-07,0.00082653704954511087,0.058810551817049653,0.003699262080063563,0.00012369656478257679,3.7486062772981716e-08,5.7676305230532975e-10,8.4196233772284925e-07,1.9151629864050302e-09,0.030859399029614331,8.2795458928938322e-08,8.6321210219693115e-11
0.17022592654940183,0.0018107294485133804,0.84210526299999999,0.0,0.0,0.0,0.020479583055726547,0.055586676075896777,5.8424529934288736e-07,9.5792676720143905e-05,2.223386656772936e-05,7.8175302676469814e-17,1.7957077986972425e-07,0.0008147914438800532,0.059450249152783678,0.0037067224803474302,0.00012369367814546477,3.7494841419190555e-08,5.8205476559288646e-10,8.4303959295379929e-07,1.9329613510922419e-09,0.03118888420078202,8.2827250266386791e-08,8.7679901960900759e-11
0.17052207021463076,0.0018110178151439617,0.84210526299999999,0.0,0.0,0.0,0.020161865951455044,0.055100690487528865,5.872443449113382e-07,9.5838057180084723e-05,2.2148856914869851e-05,7.9135076007983281e-17,1.8249365277171541e-07,0.00080301278358545247,0.060090687132635663,0.0037136391165100619,0.00012367078712432718,3.7497824114160877e-08,5.8734800197930437e-10,8.439968070407183e-07,1.9507627771473001e-09,0.031518482910239218,8.2846040828957223e-08,8.9047141419542856e-11
0.1707885995133368,0.0018112778482626862,0.84210526299999999,0.0,0.0,0.0,0.019875911731603628,0.054663507086085826,5.8993830502398161e-07,9.5871901140931329e-05,2.2070586663292514e-05,8.000718902362499e-17,1.8517973903643473e-07,0.00079238552991654657,0.060667634235669093,0.0037193960216718846,0.00012363303672510283,3.7495533940151343e-08,5.9211216746492984e-10,8.4475470556203109e-07,1.9667832978598339e-09,0.031815176172688552,8.2851799899787554e-08,9.0284751782236058e-11
0.17105512881204285,0.0018115383256359038,0.84210526299999999,0.0,0.0,0.0,0.019589986659706054,0.054226575083225245,5.9262691916806179e-07,9.5899084515602346e-05,2.1990661796776029e-05,8.0887432917346591e-17,1.8792032010516179e-07,0.00078173486552202164,0.061245031337679848,0.0037247067134097184,0.0001235790021335346,3.748851430951768e-08,5.9687557261139557e-10,8.4541361136220349e-07,1.9827998344108414e-09,0.032111881855366266,8.28469614570854e-08,9.1528882741165416e-11
0.17126253604855907,0.001811741310625878,0.84210526299999999,0.0,0.0,0.0,0.019367529462000644,0.053886774349670014,5.9471515970880335e-07,9.5915610860664778e-05,2.1927330289731565e-05,8.1578214395408645e-17,1.9009193398601456e-07,0.00077343158327292908,0.061694614603860727,0.0037285289928869923,0.00012352566505092544,3.7479769737181355e-08,6.0058117897263878e-10,8.4585735169060195e-07,1.9952587085099328e-09,0.032342756033645656,8.2835845646335818e-08,9.2501420685248074e-11
0.17146994328507528,0.0018119445307152328,0.84210526299999999,0.0,0.0,0.0,0.01914512900959657,0.053547186743960272,5.9679968112409388e-07,9.592807206470729e-05,2.1863012149654513e-05,8.22742155829022e-17,1.9229870314838469e-07,0.00076511585478529324,0.062144393273383211,0.0037320783095737492,0.00012346243075787383,3.7468144768754127e-08,6.0428521758661557e-10,8.4624028181215631e-07,2.0077116110417511e-09,0.0325735969313719,8.2818282109281224e-08,9.3477687027191584e-11
0.1716773505215915,0.001812147970951809,0.84210526299999999,0.0,0.0,0.0,0.018922802467133147,0.053207838973112202,5.9888026505183109e-07,9.5936453952298086e-05,2.1797714333671331e-05,8.2975571539539861e-17,1.9454161709407837e-07,0.00075678844143821887,0.062594333433758406,0.0037353535125301284,0.00012338928444089793,3.7453632497745419e-08,6.079871757011183e-10,8.4656203530100968e-07,2.0201568815952459e-09,0.032804386631355445,8.2794258332962937e-08,9.4457581709447578e-11
0.17188475775810771,0.0018123516163238453,0.84210526299999999,0.0,0.0,0.0,0.018700567030728053,0.052868757777155301,6.0095668601210796e-07,9.5940742153547621e-05,2.1731443954162064e-05,8.3682428714658815e-17,1.9682171691955616e-07,0.00074845010691923064,0.063044401073979753,0.003738353482552052,0.00012330621195766775,3.7436226207106839e-08,6.1168652200029807e-10,8.4682225337397704e-07,2.0325928163780653e-09,0.033035107181784519,8.2763762482460407e-08,9.5441001591187817e-11
0.1720714242709723,0.0018125350600949907,0.84210526299999999,0.0,0.0,0.0,0.018500647270581878,0.052563834748070179,6.0282171275440096e-07,9.5941089544380681e-05,2.1670975034185655e-05,8.4323433252053302e-17,1.9890650204143584e-07,0.00074093690128219046,0.063449542758565278,0.0037408172315564489,0.00012322294863361243,3.7418080706972069e-08,6.1501324435604838e-10,8.4700354186839134e-07,2.0437757274109238e-09,0.033242681690383753,8.2730773349430643e-08,9.63290057520709e-11
0.1722580907838369,0.0018127186467930927,0.84210526299999999,0.0,0.0,0.0,0.01830082783722756,0.05225916886548973,6.0468300632419613e-07,9.5938098729870201e-05,2.1609729561755347e-05,8.4969133947075511e-17,2.0102309851970024e-07,0.00073341602991617498,0.063854735149725617,0.003743056388486812,0.00012313162460557864,3.7397581019933502e-08,6.1833698909115494e-10,8.471344441786453e-07,2.0549483205826468e-09,0.033450172487300658,8.2692524751226207e-08,9.7219700554920262e-11
0.17244475729670147,0.0018129023653555944,0.84210526299999999,0.0,0.0,0.0,0.018101121326750413,0.051954779684328024,6.0654038949673814e-07,9.5931758852191493e-05,2.1547713018443193e-05,8.5619653200983735e-17,2.0317235455244728e-07,0.00072588805439589008,0.064259953261675606,0.0037450702015729628,0.00012303223067998311,3.7374722558992531e-08,6.2165732775649179e-10,8.4721471271205181e-07,2.0661092295361871e-09,0.033657566419273366,8.2649009087521222e-08,9.8113005130990545e-11
0.1726127571582796,0.001813067815634724,0.84210526299999999,0.0,0.0,0.0,0.017921492441231722,0.051681082177219291,6.0820853989777775e-07,9.592318048429897e-05,2.14912434449792e-05,8.6209347951419607e-17,2.0513534096474147e-07,0.00071910726772145316,0.064624650857165344,0.0037466893588573558,0.00012293586894642666,3.7352129428226983e-08,6.2464235359895836e-10,8.4724345870408619e-07,2.0761428983130428e-09,0.033844127251751718,8.2605335682189008e-08,9.8919142008495664e-11
0.1727807570198577,0.0018132333556209763,0.84210526299999999,0.0,0.0,0.0,0.017741974447294317,0.051407638931622715,6.0987323922193755e-07,9.5911872430280847e-05,2.1434157906052199e-05,8.6803146732802683e-17,2.0712615865265468e-07,0.00071232159417053398,0.064989330708430437,0.0037481248740113085,0.00012283295686744345,3.7327618721036432e-08,6.2762392720228779e-10,8.4723081526457729e-07,2.0861649039666827e-09,0.034030589338268732,8.2557384909828575e-08,9.9727263935269484e-11
0.17294875688143582,0.0018133989771776707,0.84210526299999999,0.0,0.0,0.0,0.017562576562736743,0.051134464237975075,6.1153435001279377e-07,9.5897826426602628e-05,2.1376460597042667e-05,8.740114701012686e-17,2.0914548320936933e-07,0.0007055314461536428,0.065353974486150948,0.003749376239037313,0.00012272348821172757,3.7301187235852937e-08,6.3060170625598538e-10,8.4717661163479231e-07,2.0961741514173631e-09,0.034216943051139773,8.2505151682994325e-08,1.0053730825895196e-10
0.17311675674301394,0.001813564672149022,0.84210526299999999,0.0,0.0,0.0,0.017383308016177958,0.050861572397283741,6.1319172977381762e-07,9.5881034099328964e-05,2.1318155742069691e-05,8.8003457981267725e-17,2.1119403593343428e-07,0.0006987372369690923,0.065718563826056092,0.0037504429583133294,0.00012260745676768777,3.7272831770018953e-08,6.3357533757931903e-10,8.4708067836098819e-07,2.1061695332885985e-09,0.034403178750925564,8.2448631297593642e-08,1.0134921054043763e-10
0.17326795661843425,0.0018137138536323918,0.84210526299999999,0.0,0.0,0.0,0.017222084543974624,0.050616223407714239,6.14680061528623e-07,9.5863565908681217e-05,2.1265165462374085e-05,8.8549312348112529e-17,2.130633256601171e-07,0.00069261931873749072,0.066046632482596526,0.0037512447335708915,0.00012249741215863689,3.7245664193443658e-08,6.3624775720032336e-10,8.4695851999522198e-07,2.1151525668314418e-09,0.034570682003492052,8.2394093518031291e-08,1.0208145689850316e-10
0.17341915649385456,0.0018138630819797595,0.84210526299999999,0.0,0.0,0.0,0.017060980060821532,0.050371125560069695,6.1616514650220151e-07,9.5843860021473901e-05,2.1211689722630599e-05,8.9098825863144496e-17,2.1495742615369134e-07,0.00068649874908413024,0.066374628708359334,0.0037518962093642258,0.00012238204221266913,3.7216933291981664e-08,6.3891624836438894e-10,8.4680230542634173e-07,2.1241225678611301e-09,0.034738074805639611,8.2336075894328538e-08,1.0281510651351148e-10
