Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35)
0.17944894177012183,0.00349639131983603,0.84210526299999999,0.0,0.0,0.0,0.051948643920246847,0.10446708483594883,2.1674069462920664e-07,1.6797488540592246e-05,8.0553775616998121e-06,4.5663889581799903e-18,4.9806403251567093e-09,0.0005275539833309149,0.00074121754209215704,6.1382057754034603e-05,3.7888583313068292e-06,1.4427948436370664e-09,2.3360114000982463e-11,5.76419115718335e-08,2.6027997397619678e-11,0.00013962539884538745,1.0689521505098855e-09,7.505407349715766e-14,3.5768992409405697e-06
0.1801960520242539,0.0034964027491343067,0.84210526299999999,0.0,0.0,0.0,0.051917284783287172,0.10442785391310321,2.2096894758196025e-07,1.7311647961556298e-05,8.2089803283209114e-06,4.6562314722707125e-18,5.2177471676227401e-09,0.00054705376319993785,0.00077945982670777052,6.5127507354312644e-05,3.9802816990609987e-06,1.5104105313157394e-09,2.4462764927318178e-11,5.9886951061286586e-08,2.8121625059151214e-11,0.0001509573125082332,1.1544985898217252e-09,8.2728158855135491e-14,3.7504429313260184e-06
0.18094316227838597,0.003496415268396972,0.84210526299999999,0.0,0.0,0.0,0.051884471709832666,0.10438658585290977,2.252585305064971e-07,1.7843408650473962e-05,8.3645457091071308e-06,4.7475140120685824e-18,5.4661853758103763e-09,0.0005670815369920025,0.00081979131069963773,6.9115097991481023e-05,4.1814335456483261e-06,1.5811455574858796e-09,2.5617265963335949e-11,6.2206386255287464e-08,3.0377307682307236e-11,0.00016319475357224421,1.2466056366868243e-09,9.1170395477484622e-14,3.9324907344258057e-06
0.18169027253251804,0.0034964289689881885,0.84210526299999999,0.0,0.0,0.0,0.051850137864790792,0.10434317137986811,2.2960928329815358e-07,1.8393282448182479e-05,8.5220449427975633e-06,4.8402526626994899e-18,5.726463264233348e-09,0.00058763411467021025,0.00086233153667382618,7.3360192551030475e-05,4.3927649168083954e-06,1.655128614681012e-09,2.6825865043953144e-11,6.460172903053401e-08,3.2806339425972975e-11,0.00017640690398687802,1.3457216749404141e-09,1.004545749619639e-13,4.1234600935808736e-06
0.18243738278665012,0.0034964439490249963,0.84210526299999999,0.0,0.0,0.0,0.051814213650729329,0.10429749572020999,2.3402106798664135e-07,1.8961777673430457e-05,8.6814486108606485e-06,4.9344660812194793e-18,5.9991082919994234e-09,0.00060870634853297796,0.00090720665564693738,7.7878963365089933e-05,4.6147414105781103e-06,1.7324921004454299e-09,2.8090887481335573e-11,6.7074495314647161e-08,3.5420606632595233e-11,0.00019066763272557985,1.4523172273895117e-09,1.1066104516951029e-13,4.3237874807606681e-06
0.1831844930407822,0.0034964603136572042,0.84210526299999999,0.0,0.0,0.0,0.051776626626658918,0.10424943840219064,2.3849378055525393e-07,1.9549396939511674e-05,8.8427269869156108e-06,5.0301759389782484e-18,6.284667642212794e-09,0.00063029098778251522,0.00095454971916466712,8.2688407321810522e-05,4.8478430685920959e-06,1.8133721267237389e-09,2.9414737793924759e-11,6.9626211519388125e-08,3.8232592441840234e-11,0.00020605572147634795,1.5668848732089105e-09,1.2187722033958932e-13,4.5339290897300245e-06
0.18393160329491426,0.003496478175494322,0.84210526299999999,0.0,0.0,0.0,0.051737301426543737,0.10419887305909334,2.430273656605597e-07,2.0156634796447051e-05,9.0058504930086655e-06,5.1274074370980298e-18,6.5837087778918845e-09,0.00065237853510274175,0.0010045009739910096,8.7806357006094642e-05,5.0925641811810005e-06,1.8979085082747476e-09,3.0799901311380394e-11,7.2258421223475908e-08,4.1255377969074168e-11,0.00022265508855752374,1.6899390006987922e-09,1.3419810776546202e-13,4.7543615423769621e-06
0.18467871354904633,0.003496497654950203,0.84210526299999999,0.0,0.0,0.0,0.051696159677580802,0.10414566723622212,2.476218292281163e-07,2.0783975214949794e-05,9.1707900671491854e-06,5.2261897872517653e-18,6.8968200904508138e-09,0.00067495710705619237,0.0010572081582632059,9.325148720726957e-05,5.3494130881189921e-06,1.9862447677198414e-09,3.2248946186478987e-11,7.4972694198151639e-08,4.4502638752450427e-11,0.00024055500932261136,1.8220153368069627e-09,1.4772687193240984e-13,4.9855826092621483e-06
0.1854258238031784,0.003496518880632385,0.84210526299999999,0.0,0.0,0.0,0.051653119918728042,0.10408968220369502,2.5227725385643694e-07,2.1431888956060163e-05,9.3375176336983565e-06,5.3265567778653603e-18,7.2246114493320711e-09,0.00069801229994759424,0.0011128267971438094,9.9043316140913327e-05,5.61891183110836e-06,2.0785280955410797e-09,3.3764524905335418e-11,7.7770634750530428e-08,4.7988637263663635e-11,0.00025985033088287671,1.9636702796865644e-09,1.6257542598230892e-13,5.2281119411100143e-06
0.18617293405731047,0.003496541989705267,0.84210526299999999,0.0,0.0,0.0,0.051608097519153386,0.10403077277657115,2.5699381221713762e-07,2.2100830656229342e-05,9.5060064884633414e-06,5.4285472985604127e-18,7.5677149346882429e-09,0.00072152706408291282,0.0011715204964346762,0.00010520220062084155,5.9015958501988524e-06,2.1749093474673509e-09,3.5349376496912062e-11,8.0653893356184525e-08,5.1728209301597307e-11,0.00028064167853755046,2.1154799499246792e-09,1.7886505549085178e-13,5.4824918132810263e-06
0.18692004431144255,0.0034965671282557076,0.84210526299999999,0.0,0.0,0.0,0.051561004597781616,0.10396878714454168,2.6177178064435193e-07,2.2791236102492391e-05,9.6762316916954976e-06,5.5322058999514861e-18,7.9267853003613007e-09,0.00074548158752655647,0.0012334612316265863,0.00011174932440974396,6.1980134696202977e-06,2.2755429653807302e-09,3.7006327741380531e-11,8.3624175652195287e-08,5.5736747016035183e-11,0.00030303565180898824,2.2780390742627681e-09,1.9672705804826309e-13,5.749287877291637e-06
0.18766715456557462,0.003496594451654707,0.84210526299999999,0.0,0.0,0.0,0.051511749942807647,0.10390356671291175,2.6661155757370067e-07,2.3503518551185246e-05,9.8481706286786019e-06,5.6375834540974122e-18,8.3025008721994205e-09,0.00076985319357165819,0.00129882963069002,0.00011870667923405953,6.5087254492927129e-06,2.3805869586306981e-09,3.8738295519568665e-11,8.6683256977998228e-08,6.0030171979545834e-11,0.00032714500653943814,2.4519594123786517e-09,2.1630343252501771e-13,6.0290899225625748e-06
0.1884142648197067,0.003496624124878399,0.84210526299999999,0.0,0.0,0.0,0.051460238933724235,0.1038349459570324,2.715136611339487e-07,2.4238066981485344e-05,1.0021802783319647e-05,5.7447374200955325e-18,8.695563797870199e-09,0.00079461625206878137,0.001367815247567443,0.00012609703678496964,6.8343043746309099e-06,2.4902028052504797e-09,4.0548288167341125e-11,8.983299204517476e-08,6.46249089793228e-11,0.00035308882159035916,2.6378681923189559e-09,2.3774759929818481e-13,6.3225126419999669e-06
0.18908666404842556,0.0034966529842459337,0.84210526299999999,0.0,0.0,0.0,0.051411868830408464,0.10377013750556617,2.7597940367134229e-07,2.4918495197280487e-05,1.0179505392925625e-05,5.8427485997046151e-18,9.0647528325907997e-09,0.00081721407614452918,0.0014331590912150039,0.00013313799825947841,7.1405187338946427e-06,2.5929021272425903e-09,4.2246553122453708e-11,9.274686701695401e-08,6.903174095101882e-11,0.00037811035028472009,2.8159652671344296e-09,2.5878083979417378e-13,6.5987674810137714e-06
0.18969182335427254,0.003496680817208998,0.84210526299999999,0.0,0.0,0.0,0.051366644095185647,0.10370922757031809,2.8004269933260645e-07,2.5546748507038993e-05,1.0322590036029159e-05,5.9322776938516627e-18,9.4099921810669512e-09,0.00083778442603492419,0.0014947362006860212,0.00013980557985640969,7.4271693056590837e-06,2.6887130660971134e-09,4.3833096151166187e-11,9.5434723167720486e-08,7.3228663560165986e-11,0.00040206638579957541,2.9853907130728137e-09,2.792257369817379e-13,6.8576736015458541e-06
0.19023646672953481,0.0034967074611797367,0.84210526299999999,0.0,0.0,0.0,0.05132452397669228,0.10365223244281625,2.8373583601143834e-07,2.612516740570345e-05,1.0452294048588803e-05,6.013958403356246e-18,9.73156465627618e-09,0.00085647036557465629,0.0015524956847048517,0.00014608555256433739,7.6943857855374602e-06,2.7777596953002084e-09,4.5309539726871724e-11,9.7907715189265546e-08,7.7200845709631622e-11,0.00042485309869256664,3.1455755944452473e-09,2.9893936199154219e-13,7.0993268059179657e-06
0.1907811101047971,0.0034967356965525586,0.84210526299999999,0.0,0.0,0.0,0.051281017498831641,0.10359309890190388,2.8746367216149513e-07,2.6716002580741e-05,1.0582873372855737e-05,6.0967201775154115e-18,1.006374111968926e-08,0.00087530516265252962,0.0016125617972002303,0.00015264010060617609,7.9705916811642348e-06,2.8695442283898756e-09,4.6833324996927904e-11,1.0043268487320576e-07,8.1364894270077609e-11,0.00044885883145972014,3.3133234964577588e-09,3.1997742955114449e-13,7.3494480875689723e-06
0.19132575348005937,0.0034967656045869146,0.84210526299999999,0.0,0.0,0.0,0.051236081992970001,0.10353175079276961,2.9122668216238879e-07,2.7319346816595625e-05,1.0714325694409377e-05,6.1805992659284714e-18,1.0406836163269772e-08,0.00089427376113994492,0.0016750239285420047,0.00015947913857871558,8.256024807657451e-06,2.9641344670464077e-09,4.8405775869745163e-11,1.0301054723715191e-07,8.572780899193409e-11,0.00047414078771048935,3.48889235719243e-09,3.4242177084376849e-13,7.608320461343693e-06
0.1917618772780558,0.0034967908161152184,0.84210526299999999,0.0,0.0,0.0,0.051199040138051995,0.10348097698130516,2.9426562678276116e-07,2.7811549232419451e-05,1.0820214752740374e-05,6.2485972219537548e-18,1.0689658620009506e-08,0.00090954866656089474,0.001726830013594183,0.00016516737732335816,8.4913997290947702e-06,3.0419466546862598e-09,4.9700912764429454e-11,1.0511354542262919e-07,8.9369550646332186e-11,0.00049534520302410361,3.6352919396327452e-09,3.6146583850153664e-13,7.8221178324250601e-06
0.19219800107605223,0.0034968171989713803,0.84210526299999999,0.0,0.0,0.0,0.051161031010308188,0.10342869192208699,2.9732774908188645e-07,2.8311860985607429e-05,1.0926662344563709e-05,6.317357762389855e-18,1.0979857608287103e-08,0.00092489060163714401,0.0017802802096890224,0.00017104968871065268,8.7329689721718466e-06,3.1216372775485455e-09,5.1028825633306975e-11,1.0725156942692599e-07,9.3146990063983458e-11,0.00051743705704130553,3.7870045201712799e-09,3.8151310188055678e-13,8.0418662568245235e-06
0.19263412487404866,0.0034968447992212892,0.84210526299999999,0.0,0.0,0.0,0.051122031208216366,0.10337485362409968,3.0041336129132379e-07,2.8820312424455517e-05,1.1033668580548554e-05,6.3869033467003376e-18,1.127760527273645e-08,0.00094029065047269479,0.001835424399180069,0.00017713132906231892,8.9808571172934224e-06,3.2032421002741848e-09,5.2390231822413904e-11,1.0942514417152156e-07,9.7063796151089133e-11,0.00054044838419903089,3.9441621615093307e-09,4.0261182364999386e-13,8.2677224911025681e-06
0.19307024867204509,0.003496873664252645,0.84210526299999999,0.0,0.0,0.0,0.051082016879570438,0.10331941924210859,3.0352279853736849e-07,2.9336927993938324e-05,1.1141234024377963e-05,6.4572576865476608e-18,1.1583076909570946e-08,0.00095573955829514204,0.0018923136647684058,0.00018341758885746557,9.2351892118264052e-06,3.2867971211164827e-09,5.3785859703927241e-11,1.1163481383318423e-07,1.0112364806977952e-10,0.00056441200402170292,4.1068962131335626e-09,4.2481225180296573e-13,8.4998467836501752e-06
0.19350637247004152,0.003496903842762328,0.84210526299999999,0.0,0.0,0.0,0.051040963718323833,0.10326234507988036,3.06656416653294e-07,2.9861726307858919e-05,1.1249359601209141e-05,6.5284457332493486e-18,1.1896451013761618e-08,0.00097122773963378213,0.0019510002956279226,0.00018991378486977092,9.49609071856182e-06,3.3723385467449937e-09,5.5216448609915455e-11,1.1388114039131284e-07,1.0533023006314006e-10,0.00058936151620582195,4.2753370447436371e-09,4.4816667163417048e-13,8.7384029171545695e-06
0.19394249626803794,0.003496935384762777,0.84210526299999999,0.0,0.0,0.0,0.050998846961650045,0.10320358659497485,3.0981459174475581e-07,3.0394719962108354e-05,1.1358046567262606e-05,6.6004936954811542e-18,1.2217909277310982e-08,0.00098674528819771268,0.0020115377919725438,0.0001966252518808939,9.7636874023996378e-06,3.4599027737934525e-09,5.6682748901227871e-11,1.1616470514733692e-07,1.0968722521449801e-10,0.00061533129378174122,4.4496137381420667e-09,4.7272947163315089e-13,8.9835582495582526e-06
0.19437862006603437,0.0034969683415861214,0.84210526299999999,0.0,0.0,0.0,0.050955641387393918,0.10314309840514244,3.1299772073089843e-07,3.093591516921261e-05,1.1467296517751623e-05,6.6734290789972159e-18,1.254763658564497e-08,0.0010022819881597823,0.0020739808679188106,0.00020355733401169614,1.0038105185953359e-05,3.5495263567845262e-09,5.8185521780237422e-11,1.1848610950577878e-07,1.1419830911647195e-10,0.00064235647447497099,4.6298537709312773e-09,4.9855720369306775e-13,9.2354837522857307e-06
0.1948147438640308,0.0034970027658814042,0.84210526299999999,0.0,0.0,0.0,0.050911321312023909,0.1030808342962668,3.1620622146738526e-07,3.1485311494939733e-05,1.1577111381221562e-05,6.7472807224248733e-18,1.28858209845811e-08,0.0010178273267232589,0.0021383854525333051,0.00021071537557318431,1.0319470000410685e-05,3.641245967184477e-09,5.9725539002539535e-11,1.2084597476490877e-07,1.1886714369150232e-10,0.00067047295030790938,4.8161827066187769e-09,5.2570863693129749e-13,9.4943540450217367e-06
0.19525086766202723,0.0034970387116104863,0.84210526299999999,0.0,0.0,0.0,0.050865860589031121,0.10301674723188803,3.1944053200162062e-07,3.2042901707066845e-05,1.1687493378430203e-05,6.8220788091501127e-18,1.3232653691946104e-08,0.0010333705081552649,0.0022048086890050235,0.00021810471139226532,1.0607907657894766e-05,3.7350983626927051e-09,6.1303582763252848e-11,1.2324494249628456e-07,1.2369737034696883e-10,0.00069971735530492175,5.0087238575228661e-09,5.5424482009637804e-13,9.7603474272462009e-06
0.19568699146002366,0.0034970762340408726,0.84210526299999999,0.0,0.0,0.0,0.050819232607768459,0.10295078936436314,3.2270110929422796e-07,3.2608671678218873e-05,1.1798444962913062e-05,6.8978548738477149e-18,1.3588329055806711e-08,0.0010489004693969982,0.002273308931883418,0.00022573065664785224,1.0903543712381425e-05,3.8311203477732918e-09,6.2920445448978469e-11,1.2568367413563344e-07,1.2869260365283274e-10,0.00073012705121564252,5.2075979679658329e-09,5.8422913930796331e-13,1.0033645906606172e-05
0.1961231152580201,0.003497115389737716,0.84210526299999999,0.0,0.0,0.0,0.050771410292725083,0.10288291204777085,3.2598842889714721e-07,3.3182600174491372e-05,1.1909968796772305e-05,6.9746418228135817e-18,1.395304456300124e-08,0.0010644058972833726,0.0023439457422832705,0.00023359849630253722,1.1206503303763335e-05,3.9293487329457918e-09,6.4576929368991005e-11,1.2816285097774595e-07,1.3385642393458329e-10,0.00076174011117700771,5.4129228502946604e-09,6.1572737590535084e-13,1.0314435223633024e-05
0.19655923905601652,0.0034971562365501913,0.84210526299999999,0.0,0.0,0.0,0.050722366103393174,0.1028130658525864,3.2930298348200975e-07,3.37646587020829e-05,1.2022067683249102e-05,7.0524739386304399e-18,1.4327000743471534e-08,0.0010798752472307536,0.0024167798809349357,0.00024171347410672302,1.1516910990105673e-05,4.0298202888370687e-09,6.6273846441144085e-11,1.3068317390377407e-07,1.391923710297893e-10,0.00079459530137581888,5.6248130735883446e-09,6.4880776657361527e-13,1.0602904872211163e-05
0.19699536285401295,0.0034971988335991216,0.84210526299999999,0.0,0.0,0.0,0.050672072034704821,0.10274120058221342,3.3264528350160274e-07,3.4354811255785189e-05,1.2134744582288706e-05,7.1313869194355669e-18,1.471040119322044e-08,0.0010952967634152359,0.0024918732989505791,0.00025008078124416411,1.1834890552138761e-05,4.1325716907710595e-09,6.8012017704794214e-11,1.3324536279046636e-07,1.4470393604997334e-10,0.00082873206059918593,5.8433795611625277e-09,6.835410495265808e-13,1.0899248114921875e-05
0.19743148665200938,0.003497243241254918,0.84210526299999999,0.0,0.0,0.0,0.05062049961819589,0.10266726529133016,3.3601585298410935e-07,3.4953014328081109e-05,1.2248002435465307e-05,7.2114178267152873e-18,1.5103452417521136e-08,0.0011106585003716196,0.0025692891262687275,0.0002587055444947019,1.2160564847899189e-05,4.23763948230153e-09,6.9792273167560528e-11,1.3585015662736543e-07,1.5039455594263115e-10,0.00086419047778589367,6.0687293173101731e-09,7.2000054283901017e-13,1.1203661993593258e-05
0.1978676104500058,0.0034972895211232676,0.84210526299999999,0.0,0.0,0.0,0.05056761992373994,0.10259120830618897,3.3941523366072103e-07,3.5559216593018121e-05,1.2361844322614547e-05,7.2926051978122491e-18,1.5506363899591394e-08,0.0011259483460722634,0.0026490916576189629,0.00026759281419991857,1.2494055532823944e-05,4.3450599811090463e-09,7.1615450745878004e-11,1.3849831080341857e-07,1.5626760370974538e-10,0.00090101126733468852,6.3009649526933134e-09,7.5826214935332669e-13,1.1516347333284792e-05
0.19830373424800224,0.0034973377360106037,0.84210526299999999,0.0,0.0,0.0,0.050513403562117407,0.10251297724673912,3.4284397308425916e-07,3.6173359136972352e-05,1.2476272977060261e-05,7.3749888235586418e-18,1.5919347862950529e-08,0.001141154046458758,0.0027313463361275992,0.000276747551634724,1.2835483045865019e-05,4.454869304892596e-09,7.3482397064840939e-11,1.4119060066120039e-07,1.623263851344376e-10,0.00093923574250721496,6.5401845150478971e-09,7.9840451252377073e-13,1.1837508742226538e-05
0.19873985804599867,0.0034973879499143063,0.84210526299999999,0.0,0.0,0.0,0.050457820688278233,0.10243251905085961,3.4630264310519543e-07,3.6795374819924172e-05,1.2591291528356211e-05,7.4586101898453174e-18,1.6342619322086591e-08,0.0011562632310625483,0.0028161197340381256,0.0002861746166391906,1.31849659770739e-05,4.5671031181228012e-09,7.5393964020345009e-11,1.4392781039261646e-07,1.685741260040221e-10,0.00097890578644996198,6.7864808673559621e-09,8.405088498352442e-13,1.2167354600755616e-05
0.19913236946419546,0.0034974349053917197,0.84210526299999999,0.0,0.0,0.0,0.050406602702885862,0.10235815808806016,3.4944150363318533e-07,3.7361858732793652e-05,1.2695314439222885e-05,7.5349627739559689e-18,1.6732539254841129e-08,0.0011697686797920819,0.0028946252121815124,0.00029489573953373328,1.3506484914797409e-05,4.6702158405239768e-09,7.7153237179512799e-11,1.4643037812478062e-07,1.7436125495416712e-10,0.0010158798387649179,7.0142708251344366e-09,8.8014981114312161e-13,1.2471816334948537e-05
0.19948562974057257,0.0034974786347158385,0.84210526299999999,0.0,0.0,0.0,0.050359520656572225,0.10228962090415623,3.5228794357143907e-07,3.7877045629524569e-05,1.2789346422303287e-05,7.6045931404788115e-18,1.7090875117786797e-08,0.00118184057131786,0.0029671127263432569,0.00030293942615805005,1.3801581318631082e-05,4.7647419437103259e-09,7.8768602290005203e-11,1.4871484380358154e-07,1.7970455804521911e-10,0.0010502128330662586,7.2242931722726923e-09,9.1729589870054469e-13,1.2752123097224362e-05
0.19980356398931196,0.0034975192119106554,0.84210526299999999,0.0,0.0,0.0,0.050316334094081788,0.1022266064664664,3.5486739954665245e-07,3.8345007696084987e-05,1.2874309562303629e-05,7.6680207344229937e-18,1.7419478940057579e-08,0.0011926323107076509,0.0030338676111520504,0.00031033848937295477,1.4071860353809435e-05,4.8512281034124333e-09,8.0248762552881709e-11,1.5079728571839683e-07,1.8462414816684925e-10,0.0010819879133603977,7.4174077563631543e-09,9.5195806271514573e-13,1.3009594799092836e-05
0.20012149823805134,0.0034975609729424456,0.84210526299999999,0.0,0.0,0.0,0.050272364959775946,0.10216230890510214,3.5746382393914256e-07,3.8816998986530233e-05,1.2959590164441091e-05,7.7321871435147911e-18,1.7753953110349774e-08,0.0012033498816771751,0.0031020871034565345,0.00031789065526548454,1.43466294448197e-05,4.9390663148156858e-09,8.1754220574990507e-11,1.5290510244127511e-07,1.8964969785767787e-10,0.0011146098420861685,7.6144303605768841e-09,9.8782291174910336e-13,1.327207770054188e-05
0.20043943248679072,0.003497603944422606,0.84210526299999999,0.0,0.0,0.0,0.050227600953796712,0.10209670665005414,3.6007744234758925e-07,3.9292980301132454e-05,1.3045188625024725e-05,7.7971105968374233e-18,1.8094385021645818e-08,0.0012139884224134495,0.0031717987683960547,0.00032559757918165154,1.4625931009953282e-05,5.0282695580541363e-09,8.3285315784931465e-11,1.5503861575083509e-07,1.9478229962070435e-10,0.0011480956502746521,7.8153871342472495e-09,1.0249266463750349e-12,1.3539658717464166e-05
0.2007573667355301,0.003497648153241402,0.84210526299999999,0.0,0.0,0.0,0.050182029656217146,0.10202977798262072,3.6270848353009281e-07,3.9772909921607271e-05,1.3131105307810651e-05,7.8628097594705961e-18,1.8440862624476501e-08,0.0012245430811539946,0.0032430304501693159,0.00033346086858489378,1.4909806565295671e-05,5.1188505263181315e-09,8.4842386887969827e-11,1.5719814141932889e-07,2.00023015313148e-10,0.0011824624789024281,8.0203023489942009e-09,1.0633062341510043e-12,1.3812425784399572e-05
0.20107530098426948,0.0034976936265567107,0.84210526299999999,0.0,0.0,0.0,0.050135638529108892,0.10196150104293537,3.6535717817319766e-07,4.0256744034803253e-05,1.321734038478418e-05,7.9293036299295408e-18,1.8793474355760132e-08,0.0012350090225686731,0.003315810264475551,0.0003414820799814648,1.5198296755902332e-05,5.210821904921224e-09,8.6425777068286982e-11,1.5938402556575605e-07,2.0537287101562838e-10,0.0012177275705118405,8.2291982144971649e-09,1.1029997928048261e-12,1.4090467841559469e-05
0.2013095808684925,0.003497727960204069,0.84210526299999999,0.0,0.0,0.0,0.050100921740049285,0.10191031337972625,3.6732038205461911e-07,4.0615744269486844e-05,1.328108916470818e-05,7.9788216190060853e-18,1.9057284853586813e-08,0.0012426615976613789,0.0033704476343660501,0.00034749470259771937,1.5413856184112092e-05,5.2794908647975148e-09,8.7609589746792471e-11,1.610118193592178e-07,2.0938550605214835e-10,0.0012442987160508105,8.385689011227243e-09,1.1331125998711114e-12,1.4298780037276122e-05
0.2015438607527155,0.003497763006413251,0.84210526299999999,0.0,0.0,0.0,0.050065747817004506,0.10185837282920542,3.6929338670104205e-07,4.097682022268822e-05,1.3345010758683847e-05,8.0287895499648224e-18,1.9324510252001108e-08,0.0012502614709298666,0.0034259524798586367,0.00035359447518021721,1.5631958491774933e-05,5.348926295869123e-09,8.8808015048080726e-11,1.6265423061733401e-07,2.1345833014495243e-10,0.0012713739902380004,8.544359711986412e-09,1.1639756356054536e-12,1.4510041656886524e-05
0.2017781406369385,0.003497798776303904,0.84210526299999999,0.0,0.0,0.0,0.050030111624393497,0.10180567051266962,3.7127628330523451e-07,4.1339951876808344e-05,1.3409105034211266e-05,8.0792154159484824e-18,1.9595186453489086e-08,0.0012578067374377487,0.0034823363182559224,0.00035978196247668504,1.5852618915741523e-05,5.4191329723496953e-09,9.0021190134428435e-11,1.6431139437582666e-07,2.175917178592945e-10,0.0012989603815076445,8.7052170542851427e-09,1.1956049624971492e-12,1.4724289306086449e-05
0.2020124205211615,0.003497835281082105,0.84210526299999999,0.0,0.0,0.0,0.049994007994142768,0.10175219751795764,3.7326916188187065e-07,4.1705118640582921e-05,1.3473371767032154e-05,8.1301073021365717e-18,1.9869349489297101e-08,0.0012652955039681917,0.0035396107384100461,0.00036605771144653594,1.6075852382482984e-05,5.4901155638508857e-09,9.124925181236084e-11,1.65983442763493e-07,2.2178603333272065e-10,0.0013270648991966123,8.8682671520464832e-09,1.2280168820307788e-12,1.494155987065662e-05
0.2022467004053845,0.0034978725320111512,0.84210526299999999,0.0,0.0,0.0,0.049957431726308753,0.10169794490152299,3.7527211168192604e-07,4.2072299266619196e-05,1.3537810652248704e-05,8.181473391778783e-18,2.0147035507817345e-08,0.0012727258906066971,0.0035977873985438029,0.00037242225067484055,1.6301673490509725e-05,5.5618786463748047e-09,9.2492336765437848e-11,1.6767050707323238e-07,2.2604162968100033e-10,0.0013556945713460457,9.0335154710813401e-09,1.2612279493277472e-12,1.516189051165485e-05
0.2024809802896075,0.0034979105404189985,0.84210526299999999,0.0,0.0,0.0,0.049920377589716153,0.10164290369046587,3.7728522140618453e-07,4.2441471819911187e-05,1.3602421311988797e-05,8.2333219705383124e-18,2.0428280759062914e-08,0.0012800960322923744,0.0036568780240587031,0.0003788760897951134,1.6530096486159563e-05,5.6344267043986923e-09,9.3750581638383545e-11,1.6937271888634981e-07,2.3035884868940962e-10,0.0013848564425307469,9.2009668151488965e-09,1.2952549743765942e-12,1.5385318660460126e-05
0.2027152601738305,0.0034979493176928583,0.84210526299999999,0.0,0.0,0.0,0.049882840322547389,0.10158706488433071,3.7930857903295261e-07,4.2812613697645717e-05,1.366720328920354e-05,8.2856614237930568e-18,2.0713121585494925e-08,0.0012874040801835844,0.0037168944055532326,0.00038541971896863828,1.6761135248070191e-05,5.707764121659251e-09,9.5024122884110478e-11,1.7109020935435395e-07,2.3473802067515126e-10,0.0014145575719320654,9.3706253175606321e-09,1.3301150213616335e-12,1.5611882014198474e-05
0.20294954005805352,0.0034979888752864454,0.84210526299999999,0.0,0.0,0.0,0.049844814633124498,0.10153041945743617,3.8134227148294047e-07,4.3185701655664289e-05,1.3732156035026383e-05,8.3385002302726836e-18,2.1001594410131578e-08,0.0012946482033885781,0.0037778483962353782,0.00039205360822595491,1.699480327274528e-05,5.7818951745948281e-09,9.631309668890373e-11,1.7282310882509268e-07,2.3917946427057413e-10,0.0014448050308596308,9.5424944307180344e-09,1.3658254092780372e-12,1.5841618529615695e-05
0.20341809982649953,0.003498070377486229,0.84210526299999999,0.0,0.0,0.0,0.049767276675572805,0.10141467252407441,3.8544100256974149e-07,4.393761965057946e-05,1.3862571152125319e-05,8.4457102705059628e-18,2.1589582092026645e-08,0.0013089374500404043,0.0039026169180141419,0.00040559394347967551,1.7470079108066117e-05,5.9325547374223792e-09,9.8937885232979953e-11,1.7633565219010768e-07,2.4825038158810549e-10,0.0015069672711221305,9.8928748519072455e-09,1.4398677594775676e-12,1.6310764137757039e-05
0.20388665959494554,0.0034981551396628973,0.84210526299999999,0.0,0.0,0.0,0.049687720813880266,0.10129559025834751,3.8958208407908309e-07,4.4697027207911104e-05,1.3993660255617137e-05,8.5550216929090972e-18,2.2192536389229569e-08,0.0013229495389073536,0.0040312795794028682,0.00041950043308255821,1.7956023767675557e-05,6.086437291411901e-09,1.0162602957639107e-10,1.799113720986944e-07,2.5757391036549142e-10,0.0015713998950826426,1.0252121783943768e-08,1.517525676378153e-12,1.6793064110073001e-05
0.20435521936339154,0.003498243255179995,0.84210526299999999,0.0,0.0,0.0,0.049606103715516145,0.10117309975886597,3.9376616191309628e-07,4.5463715730118139e-05,1.4125415220783522e-05,8.6665054628249303e-18,2.2810750470591115e-08,0.0013366706160570815,0.0041639332195573696,0.00043377605908068086,1.8452729919985625e-05,6.2435727111433618e-09,1.0437860417853154e-10,1.8355127137129886e-07,2.6715216364511453e-10,0.0016381596895897862,1.0620237532084455e-08,1.5989468938846842e-12,1.7288830831200853e-05
0.20482377913183755,0.0034983348181199542,0.84210526299999999,0.0,0.0,0.0,0.049522381646581938,0.10104712792729764,3.97993854233551e-07,4.6237466926821539e-05,1.4257826048758246e-05,8.7802338204136695e-18,2.3444517717056364e-08,0.0013500872532140262,0.004300675442339065,0.00044842343186154852,1.8960282617500266e-05,6.4039886772597672e-09,1.0719667359006777e-10,1.8725632702677864e-07,2.7698705388109264e-10,0.0017073034232619252,1.0997212792556747e-08,1.6842832232128236e-12,1.7798380210413038e-05
