Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176)
0.5245064566497634,0.002853458129223811,0.84210526299999999,0.0,0.0,0.0,0.0097390648769695928,0.039391710614736244,4.4201676025871397e-07,6.4392689516243014e-05,1.4169149487693867e-05,3.7812310238577282e-17,1.9987470467312249e-07,0.00036744297469259107,0.081978794499047491,0.0031592732069345066,8.5560161361342623e-05,1.8745133120944783e-08,3.9087994251312074e-10,5.4324145020625914e-07,1.3172068722281048e-09,0.042072824391107592,4.897832371391015e-08,6.9654919861811061e-11,2.6250429074348667e-05,4.2195460356667229e-11,4.2821329989210081e-12,1.1270054328599082e-17,0.00032466929547435199,2.7863145201233689e-15
0.524780359136996,0.0028535898354538794,0.84210526299999999,0.0,0.0,0.0,0.0096522610848448712,0.039261174276777992,4.4241482936124938e-07,6.4326574128593077e-05,1.413455917027846e-05,3.7955285214814611e-17,2.012733728849773e-07,0.00036425591542077967,0.08216084761742326,0.0031548692274745464,8.5356216370716239e-05,1.870438976692362e-08,3.9135458468871281e-10,5.4237916311025161e-07,1.3188813158722438e-09,0.042161841680926349,4.8875820133180991e-08,6.986193268379787e-11,2.6070298628350726e-05,4.223139153105049e-11,4.3570024658389439e-12,1.1281768277033564e-17,0.00032606299043374523,2.8177266901347626e-15
0.5250542616242287,0.0028537213521561394,0.84210526299999999,0.0,0.0,0.0,0.0095656412058234552,0.039130941865041728,4.428089425306482e-07,6.4259732378629485e-05,1.4099874280249761e-05,3.8099387934700827e-17,2.0268971956090615e-07,0.0003610741566052152,0.082342581051705069,0.0031504139994042659,8.5150607006404962e-05,1.866328365429111e-08,3.9182164208951826e-10,5.4150613735495726e-07,1.3205323041411309e-09,0.042250669273985415,4.8772429180358927e-08,7.0068255907917723e-11,2.5891003254406903e-05,4.2267199070056316e-11,4.4336741370520643e-12,1.1293254581279177e-17,0.00032745811917588128,2.8495645774672509e-15
0.5253281641114614,0.0028538526771109303,0.84210526299999999,0.0,0.0,0.0,0.009479206814295104,0.039001015804955706,4.4319903654608447e-07,6.4192160467119476e-05,1.4065095256955103e-05,3.8244640174347057e-17,2.041241004752852e-07,0.00035789776654109403,0.082523991607705224,0.0031459075020642633,8.4943327293974234e-05,1.8621813437410652e-08,3.9228097300538606e-10,5.4062234034690149e-07,1.3221594211342394e-09,0.042339305556018891,4.8668148770056092e-08,7.0273872213941637e-11,2.5712548442453524e-05,4.2302889431696501e-11,4.5122029782586201e-12,1.1304511538365159e-17,0.00032885465345911658,2.8818363403252041e-15
0.5255746763499709,0.002853970703789841,0.84210526299999999,0.0,0.0,0.0,0.0094015757584194407,0.03888434629206889,4.4354663255017758e-07,6.4130718218496026e-05,1.4033714022212313e-05,3.8376367178786934e-17,2.05430754556844e-07,0.00035504366233446568,0.082686982402049303,0.0031418078008020683,8.4755342307489399e-05,1.8584177796843978e-08,3.9268764612846349e-10,5.3981768749521209e-07,1.3236030656201375e-09,0.042418913301570771,4.8573534089435634e-08,7.0458308143063098e-11,2.555266222940772e-05,4.2334915941455289e-11,4.5845124274690816e-12,1.1314445280792009e-17,0.00033011271253924118,2.9112586103002158e-15
0.5258211885884804,0.0028540885717324746,0.84210526299999999,0.0,0.0,0.0,0.0093240973800801964,0.038767928673279259,4.4389087418052594e-07,6.4068678433062357e-05,1.400225721220428e-05,3.8509059774616436e-17,2.0675258392369644e-07,0.00035219401229859276,0.08284970673478137,0.0031376665358407402,8.4565994685761127e-05,1.854624508152776e-08,3.9308783774459278e-10,5.3900426031365041e-07,1.3250267153384284e-09,0.042498363591989864,4.8478195483353407e-08,7.0642144430930931e-11,2.539346504539474e-05,4.2366857978055726e-11,4.6584148529191342e-12,1.132419058115303e-17,0.00033137186617177825,2.941045334390728e-15
0.5260677008269898,0.0028542062793159785,0.84210526299999999,0.0,0.0,0.0,0.0092467728363381223,0.038651764732619547,4.4423171323995392e-07,6.400603812255631e-05,1.3970725131249564e-05,3.8642734841697062e-17,2.0808986803158936e-07,0.00034934886661112442,0.083012162263543646,0.0031334836884656984,8.4375279592461926e-05,1.8508014217196642e-08,3.9348143914620229e-10,5.3818203393014661e-07,1.3264300506722848e-09,0.042577655241957578,4.8382131231874808e-08,7.0825367965460134e-11,2.5234960637132279e-05,4.2398720737845605e-11,4.733954582376885e-12,1.1333746156147703e-17,0.00033263209332327236,2.9712029186271037e-15
0.5263142130654993,0.002854323824915858,0.84210526299999999,0.0,0.0,0.0,0.0091696032874299411,0.038535856259533673,4.4456910085205462e-07,6.3942794219258467e-05,1.3939118080121979e-05,3.8777409468927748e-17,2.0944289196302819e-07,0.00034650827558087267,0.083174346641279345,0.0031292592387236204,8.4183192021212655e-05,1.8469484098032983e-08,3.9386833977197909e-10,5.3735098333544198e-07,1.3278127459509483e-09,0.042656787063247222,4.8285339523153076e-08,7.1007965474162769e-11,2.5077152670581249e-05,4.2430509544152416e-11,4.8111772183147862e-12,1.1343110707433183e-17,0.00033389337281668842,3.0017378994954691e-15
0.5265607253040088,0.0028544412069056503,0.84210526299999999,0.0,0.0,0.0,0.0090925898968946609,0.038420205049090835,4.4490298725581576e-07,6.3878943575612664e-05,1.3907436352070783e-05,3.8913101535902614e-17,2.1081195152585063e-07,0.00034367228965511586,0.083336257516042095,0.0031249931653705002,8.3989726789224695e-05,1.8430653583679184e-08,3.942484270985866e-10,5.3651108302934889e-07,1.3291744701184313e-09,0.042735757864603104,4.8187818481949157e-08,7.1189923483555313e-11,2.4920044731049894e-05,4.2462229961602175e-11,4.8901304522323001e-12,1.13522829213721e-17,0.0003351556833297835,3.0326570504333832e-15
0.5268072375425182,0.002854558423657454,0.84210526299999999,0.0,0.0,0.0,0.0090157338316956444,0.038304812902192648,4.4523332191582886e-07,6.3814482969282171e-05,1.3875680233933826e-05,3.9049829059775442e-17,2.1219734797399262e-07,0.00034084095942199668,0.083497892530809983,0.0031206854458185104,8.3794878533205729e-05,1.8391521497687615e-08,3.9462158660813326e-10,5.3566230692661706e-07,1.3305148867321891e-09,0.042814566451621086,4.808956616433223e-08,7.1371228343047949e-11,2.4763640322951773e-05,4.2493887692213806e-11,4.9708633521791968e-12,1.1361261470038896e-17,0.00033641900339341567,3.063967272539836e-15
0.5270537497810277,0.002854675473541136,0.84210526299999999,0.0,0.0,0.0,0.0089390362623371338,0.038189681625778231,4.4556005350959811e-07,6.3749409100061487e-05,1.3843850006462246e-05,3.918761031818643e-17,2.1359938913805e-07,0.00033801433561350908,0.083659249323293258,0.0031163360560866331,8.3598641713153286e-05,1.835208662903882e-08,3.9498770179983256e-10,5.3480462848947027e-07,1.3318336534537413e-09,0.042893211626627417,4.799058054958868e-08,7.1551866221155686e-11,2.4607942868787325e-05,4.2525488594001565e-11,5.0534265101331291e-12,1.1370045010402424e-17,0.00033768331138986428,3.0956756186596719e-15
0.5273002620195372,0.0028547923549245833,0.84210526299999999,0.0,0.0,0.0,0.0088624983629951495,0.038074813033046162,4.4588312981139471e-07,6.3683718586292432e-05,1.3811945942078371e-05,3.9326464188769715e-17,2.1501839246064356e-07,0.00033519246911564704,0.08382032552573801,0.0031119449707519928,8.3401010600951862e-05,1.831234772930223e-08,3.9534665410287395e-10,5.339380205753638e-07,1.3331304220820061e-09,0.042971692188553297,4.7890859539840057e-08,7.1731823083076741e-11,2.4452955709248891e-05,4.2557038749715577e-11,5.1378725581323826e-12,1.1378632183581106e-17,0.00033894858555112115,3.1277893570652071e-15
0.5275467742580466,0.0028549090661736947,0.84210526299999999,0.0,0.0,0.0,0.0087861213116391165,0.037960208943660839,4.462024977291975e-07,6.3617407962737442e-05,1.37799683056515e-05,3.9466409858682141e-17,2.1645468275075291e-07,0.00033237541097297607,0.08398111876474422,0.0031075121629036491,8.3201979271013948e-05,1.8272303510784449e-08,3.9569832280441483e-10,5.3306245542623587e-07,1.3344048385617953e-09,0.043050006932818907,4.7790400961124991e-08,7.1911084697287128e-11,2.4298682103253315e-05,4.2588544418594101e-11,5.2242558789950871e-12,1.1387021614440955e-17,0.00034021480395727627,3.1603159250761026e-15
0.5277932864965561,0.0028550256056522425,0.84210526299999999,0.0,0.0,0.0,0.0087099062901858076,0.037845871184018533,4.4651810332936617e-07,6.3550473677303002e-05,1.3747917355148017e-05,3.9607466775412878e-17,2.1790859190180191e-07,0.00032956321239152315,0.084141626661021846,0.0031030376040803789,8.3001541598878972e-05,1.8231952646778383e-08,3.9604258505029759e-10,5.3217790475265681e-07,1.3356565426812402e-09,0.043128154651179924,4.7689202557633443e-08,7.2089636639971742e-11,2.4145125227241012e-05,4.2620012028627956e-11,5.3126325633669132e-12,1.139521191088419e-17,0.00034148194453437501,3.1932629237292149e-15
0.5280397987350656,0.0028551419717213556,0.84210526299999999,0.0,0.0,0.0,0.008633854484636919,0.037731801587482336,4.4682989173050441e-07,6.3482912088869749e-05,1.3715793339635429e-05,3.9749654977695315e-17,2.1938046186785056e-07,0.00032675592474542349,0.084301846829176838,0.0030985212642165197,8.2799691256222487e-05,1.8191293770140439e-08,3.9637931578811254e-10,5.3128433962831532e-07,1.3368851678344007e-09,0.043206134131592799,4.7587261986622417e-08,7.2267464274536446e-11,2.3992288174904089e-05,4.2651448243727881e-11,5.4030609124853962e-12,1.1403201663254756e-17,0.00034274998505254528,3.226638180427508e-15
0.528286310973575,0.0028552581627402413,0.84210526299999999,0.0,0.0,0.0,0.0085579670852201067,0.037618001994620204,4.4713780706932076e-07,6.341471946628707e-05,1.3683596498776935e-05,3.989299496419596e-17,2.2087064379579851e-07,0.00032395359958384002,0.084461776877499575,0.0030939631115883613,8.2596421699910214e-05,1.8150325470527449e-08,3.9670838764984999e-10,5.3038173036753664e-07,1.3380903412197394e-09,0.043283944158080241,4.7484576823037399e-08,7.2444552744030235e-11,2.3840173957299105e-05,4.2682859947929127e-11,5.4956014009445814e-12,1.1410989444148066e-17,0.00034401890312411745,3.2604497312518276e-15
0.5285328232120845,0.002855374177065304,0.84210526299999999,0.0,0.0,0.0,0.0084822452865207284,0.037504474253435505,4.4744179264974466e-07,6.3345891985458095e-05,1.3651327065841573e-05,4.0037507250524321e-17,2.2237949438592168e-07,0.00032115628863065796,0.084621414407748466,0.0030893631127601531,8.2391726175556608e-05,1.8109046296237738e-08,3.9702967099977138e-10,5.2947004674847754e-07,1.3392716836791677e-09,0.043361583510595728,4.7381144558067491e-08,7.2620886999561263e-11,2.3688785501759694e-05,4.2714254161992654e-11,5.5903160861106691e-12,1.1418573807764306e-17,0.00034528867620167903,3.2947057454393003e-15
0.528779335450594,0.002855490013050239,0.84210526299999999,0.0,0.0,0.0,0.0084066902876303203,0.037391220219623655,4.4774179080729031e-07,6.3276425725379979e-05,1.3618985265011163e-05,4.0183212992755408e-17,2.2390738132875559e-07,0.00031836404379283504,0.084780757014909627,0.0030847212325257078,8.2185597716961524e-05,1.8067454754005401e-08,3.9734303394359443e-10,5.2854925795814457e-07,1.3404288089988329e-09,0.043439050964873036,4.7276962584051169e-08,7.2796451775112149e-11,2.3538125651100219e-05,4.2745638164872732e-11,5.6872694512622735e-12,1.1425953288915503e-17,0.00034655928157596266,3.3294146397024659e-15
0.5290258476891034,0.0028556056690463706,0.84210526299999999,0.0,0.0,0.0,0.0083313032923317456,0.037278241756873831,4.4803774259098304e-07,6.3206316666208681e-05,1.3586571305484979e-05,4.0330134495261981e-17,2.2545468806752902e-07,0.00031557691718027604,0.084939802286943769,0.0030800374338467353,8.1978029111306702e-05,1.8025549299619079e-08,3.976483419990518e-10,5.2761933204682109e-07,1.341561324064038e-09,0.043516345292263767,4.7172028194842489e-08,7.2971231524650911e-11,2.3388197165403901e-05,4.2777019605505228e-11,5.7865293796336518e-12,1.1433126402721633e-17,0.00034783069637363398,3.3645851784924507e-15
0.5292723599276129,0.002855721143402391,0.84210526299999999,0.0,0.0,0.0,0.008256085509257537,0.03716554073714174,4.483295881782848e-07,6.3135560686503381e-05,1.3554085389730683e-05,4.0478293634756616e-17,2.2702180056510708e-07,0.00031279496109806688,0.085098547804539446,0.0030753116777901645,8.1769012897055178e-05,1.7983328339478118e-08,3.9794545809699893e-10,5.26680236341838e-07,1.3426688295673321e-09,0.043593465259582347,4.7066338605430558e-08,7.3145210500392173e-11,2.3239002721328488e-05,4.2808406199412181e-11,5.8881650722905117e-12,1.1440091644039016e-17,0.00034910289755503096,3.4002261974825961e-15
0.5295188721661224,0.0028558364344630277,0.84210526299999999,0.0,0.0,0.0,0.0081810381520255257,0.037053119040908931,4.4861726715412536e-07,6.3064153557433009e-05,1.3521527718061305e-05,4.0627712049924703e-17,2.2860910864855658e-07,0.00031001822803263819,0.085256991140830102,0.0030705439234581825,8.1558541412470406e-05,1.7940790243774789e-08,3.9823424309932984e-10,5.2573193816683661e-07,1.3437509185986092e-09,0.043670409628936389,4.69598909265762e-08,7.3318372811446787e-11,2.3090544907684415e-05,4.2839805758358586e-11,5.9922469437784619e-12,1.1446847485932156e-17,0.00035037586191162372,3.4363466322820335e-15
0.5297653844046318,0.0028559515405710057,0.84210526299999999,0.0,0.0,0.0,0.0081061624393957872,0.036940978557430601,4.4890071742771205e-07,6.2992090948211726e-05,1.3488898470721049e-05,4.0778413609797387e-17,2.3021702786162727e-07,0.00030724677069428059,0.085415129861178302,0.0030657341279386715,8.1346606757758623e-05,1.789793333215246e-08,3.9851455509090888e-10,5.2477440346947832e-07,1.3448071766857053e-09,0.043747177157586914,4.6852682153986838e-08,7.3490702204814871e-11,2.2942826227236552e-05,4.2871226709384012e-11,6.0988507104149519e-12,1.1453392380886378e-17,0.00035164956606412986,3.4729559768691975e-15
0.5300118966431413,0.002856066460065542,0.84210526299999999,0.0,0.0,0.0,0.0080314595955296181,0.036829121185139889,4.4917987547458999e-07,6.2919368416847185e-05,1.3456197808450222e-05,4.0930422869610446e-17,2.318459867208982e-07,0.00030448064204195572,0.085572961522888499,0.0030608822462381132,8.1133200700422912e-05,1.7854755854020107e-08,3.9878624904972356e-10,5.238075964354086e-07,1.3458371819211574e-09,0.043823766597755776,4.6744709176194469e-08,7.3662182122736646e-11,2.2795849102647224e-05,4.290267777148575e-11,6.2080553306328324e-12,1.1459724758962197e-17,0.00035292398645998574,3.5100640177482819e-15
0.5302584088816508,0.0028561811912831566,0.84210526299999999,0.0,0.0,0.0,0.0079569308501085019,0.036717548831900239,4.4945467749783151e-07,6.2845981398062953e-05,1.3423425896818665e-05,4.1083762416725311e-17,2.3349640380734201e-07,0.00030171989522336998,0.085730483674907973,0.0030559882312051895,8.0918314767921065e-05,1.7811256016315531e-08,3.9904917755720852e-10,5.2283148152594272e-07,1.3468405055657545e-09,0.043900176696454497,4.6635968802981634e-08,7.3832795921815771e-11,2.2649615869095335e-05,4.2934167431966404e-11,6.319938844281887e-12,1.1465843025026628e-17,0.00035419909937056487,3.5476803535175915e-15
0.5305049211201602,0.0028562957325548146,0.84210526299999999,0.0,0.0,0.0,0.0078825774384464475,0.036606263415227623,4.4972505871400643e-07,6.2771925214225206e-05,1.3390582895049113e-05,4.1238456038429077e-17,2.3516871446724008e-07,0.00029896458358652002,0.085887693857534003,0.0030510520334579749,8.0701940318728561e-05,1.7767431995462754e-08,3.993031910569367e-10,5.2184602311649022e-07,1.3478167109039796e-09,0.043976406195311069,4.6526457719788421e-08,7.4002526730087833e-11,2.2504128767947016e-05,4.2965704611502796e-11,6.4345830717378735e-12,1.1471745560969943e-17,0.00035547488088847966,3.5858149554324169e-15
0.5307514333586697,0.0028564100822095666,0.84210526299999999,0.0,0.0,0.0,0.0078084006018148419,0.03649526686276091,4.4999095183881956e-07,6.2697195077724129e-05,1.3357668923876911e-05,4.1394531193921428e-17,2.3686339387674024e-07,0.00029621476078224763,0.086044589602114391,0.0030460736013199516,8.0484068359335605e-05,1.7723281887955216e-08,3.9954813647482337e-10,5.2085118262831634e-07,1.3487653517940524e-09,0.044052453830355554,4.6416172460395678e-08,7.4171357160837052e-11,2.2359389958610461e-05,4.29972991620797e-11,6.5520779638648227e-12,1.1477430726364925e-17,0.00035675130692505133,3.6244786533571722e-15
0.5309979455971792,0.002856524238574522,0.84210526299999999,0.0,0.0,0.0,0.0077344015876331385,0.036384561112589316,4.5025228870059094e-07,6.2621786069801924e-05,1.3324684097397868e-05,4.155201321106343e-17,2.385809073935256e-07,0.00029347048071848151,0.086201168430784667,0.0030410528807594721,8.0264689527729919e-05,1.76788037161196e-08,3.9978385714835922e-10,5.1984692036069568e-07,1.3496859754673867e-09,0.044128318331856896,4.6305109490081757e-08,7.4339269618314416e-11,2.2215401518719755e-05,4.3028960666827308e-11,6.6725129209125907e-12,1.1482896853387836e-17,0.00035802835320783059,3.6636820934771309e-15
0.5312198066118377,0.002856626812651075,0.84210526299999999,0.0,0.0,0.0,0.0076679555491221086,0.036285176183902527,4.5048354005520016e-07,6.255333334078684e-05,1.3294937275464228e-05,4.1694969597954277e-17,2.4014657218578286e-07,0.00029100541240639424,0.08634181635777223,0.0030364980290145701,8.0065952294794101e-05,1.7638491207310728e-08,3.9998798779757927e-10,5.1893499694185555e-07,1.3504902013011727e-09,0.044196438749769168,4.6204484841454921e-08,7.4489591426470668e-11,2.2086455130793403e-05,4.3057521096732693e-11,6.7834918153264241e-12,1.1487627687148996e-17,0.00035917820496063856,3.6994353788896507e-15
0.5314416676264961,0.002856729227575611,0.84210526299999999,0.0,0.0,0.0,0.007601655480662624,0.036186029811896149,4.5071099420857233e-07,6.2484322846394211e-05,1.3265133228456727e-05,4.1839105728059858e-17,2.4173147589169317e-07,0.00028854491714775109,0.086482203747862266,0.0030319088349793797,7.9865979592194845e-05,1.7597909836692492e-08,4.0018440035723192e-10,5.1801538119277554e-07,1.3512710165945262e-09,0.044264408861965157,4.6103224486015525e-08,7.4639142191258927e-11,2.1958119533878881e-05,4.3086151225451693e-11,6.896996803251365e-12,1.1492178470074805e-17,0.0003603285213397886,3.7356428617207963e-15
0.5316413425396888,0.002856821263916951,0.84210526299999999,0.0,0.0,0.0,0.0075421109860799246,0.036097003229634009,4.5091241296241812e-07,6.2421733334363006e-05,1.3238260701855641e-05,4.1969853923417009e-17,2.4317464789745798e-07,0.00028633441429075509,0.086608328130096099,0.0030277491608362191,7.9684941724900309e-05,1.7561155439881948e-08,4.003544733800422e-10,5.1718112429761776e-07,1.3519534469880426e-09,0.044325452676016265,4.6011544294305299e-08,7.4773067531036935e-11,2.1843140821170829e-05,4.3111984423678383e-11,7.0013721260864198e-12,1.1496119182002987e-17,0.00036136418838845661,3.7686249996085128e-15
0.5318410174528814,0.0028569131694512547,0.84210526299999999,0.0,0.0,0.0,0.0074826861505912995,0.036008172093355321,4.5111067507406708e-07,6.2358686041118081e-05,1.321134190457382e-05,4.2101588137066373e-17,2.4463397303033177e-07,0.00028412767702161424,0.08673423866112985,0.0030235615995599582,7.9502891589461629e-05,1.7524180840188411e-08,4.0051810850311156e-10,5.1634058868347162e-07,1.3526163760472707e-09,0.044386373295233671,4.5919344756298427e-08,7.4906347605043606e-11,2.1728658852671682e-05,4.3137886000596908e-11,7.1079066241344179e-12,1.1499912084154504e-17,0.0003624002038578692,3.8019880673644674e-15
0.532040692366074,0.0028570049432782457,0.84210526299999999,0.0,0.0,0.0,0.0074233816531095115,0.035919537460325057,4.5130574164385065e-07,6.2295178018616042e-05,1.3184376872060467e-05,4.2234322875716788e-17,2.4610972804989399e-07,0.0002819247346030981,0.086859933999738084,0.0030193461162379377,7.9319823529944953e-05,1.7486984855257172e-08,4.0067521568964497e-10,5.1549375175261278e-07,1.35325954142101e-09,0.044447170029624374,4.5826623662803321e-08,7.5038972463844987e-11,2.1614674515086685e-05,4.3163861777160085e-11,7.2166559103000487e-12,1.1503556220699576e-17,0.00036343655438702502,3.8357384010249242e-15
0.5322403672792666,0.0028570965844964724,0.84210526299999999,0.0,0.0,0.0,0.0073641981757031445,0.035831100393178654,4.5149757252988583e-07,6.2231206264520364e-05,1.3157365622793669e-05,4.2368074496267064e-17,2.4760221004110523e-07,0.0002797256164403085,0.086985412799880632,0.0030151026747421926,7.9135731741294477e-05,1.7449566268347494e-08,4.0082570314056757e-10,5.1464058954440298e-07,1.3538826768494684e-09,0.044507842186192886,4.5733378749397985e-08,7.5170931895264141e-11,2.1501188656467597e-05,4.3189918065957779e-11,7.327679951259202e-12,1.1507050624951808e-17,0.00036447322652810409,3.8698827751562646e-15
0.5324400421924592,0.0028571880922018786,0.84210526299999999,0.0,0.0,0.0,0.0073051364036718081,0.035742861960035913,4.5168612677328345e-07,6.2166767720001735e-05,1.3130308164701146e-05,4.250285927132452e-17,2.4911171990453164e-07,0.00027753035208396415,0.087110673710637271,0.0030108312377134022,7.8950610230092363e-05,1.7411923821865464e-08,4.0096947723628129e-10,5.137810769545512e-07,1.3544855134092665e-09,0.04456838906889287,4.5639607705515435e-08,7.5302215510633824e-11,2.1388202088552157e-05,4.3216061261098302e-11,7.4410401994966122e-12,1.1510394319141768e-17,0.00036551020674584634,3.9044280565573658e-15
0.5326397171056518,0.0028572794654882386,0.84210526299999999,0.0,0.0,0.0,0.007246197025611939,0.035654823234649823,4.5187136384236654e-07,6.2101859249297521e-05,1.3103204513194741e-05,4.2638691374851853e-17,2.5063854426595351e-07,0.00027533897118809861,0.08723571537603754,0.0030065317665241868,7.8764452869948878e-05,1.7374056237543017e-08,4.0110644355316656e-10,5.1291518955649941e-07,1.355067777114964e-09,0.044628809978531199,4.554530816235158e-08,7.5432813006124865e-11,2.1275715582614379e-05,4.3242297408576628e-11,7.5567959706627386e-12,1.1513586307682506e-17,0.00036654748141596059,3.9393808235978467e-15
0.5328393920188444,0.0028573707034473287,0.84210526299999999,0.0,0.0,0.0,0.0071873807334962223,0.035566985296540593,4.5205324204269738e-07,6.2036477642275003e-05,1.3076054671866604e-05,4.2775587066926908e-17,2.5218299257770021e-07,0.00027315150353538869,0.087360536434906336,0.0030022042212449786,7.8577253412278266e-05,1.7335962212665725e-08,4.0123650604928232e-10,5.12042902399087e-07,1.3556291889654586e-09,0.04468910421267798,4.545047765383893e-08,7.5562713821544712e-11,2.1163729868412653e-05,4.326863311730052e-11,7.6750114683251158e-12,1.1516625580585362e-17,0.00036758503682387644,3.974748148040171e-15
0.5330190994407178,0.002857452701153421,0.84210526299999999,0.0,0.0,0.0,0.0071345518838071319,0.035488103722375409,4.5221402508517455e-07,6.1977226966480352e-05,1.3051580310154084e-05,4.2899717288753101e-17,2.5358833560242897e-07,0.00027118615321882318,0.087472685639992886,0.0029982853930680038,7.8407877599981953e-05,1.7301482873477199e-08,4.0134757857433683e-10,5.1125235017470365e-07,1.3561163979137708e-09,0.044743260132623142,4.536467414376023e-08,7.5679019947096417e-11,2.106337147454701e-05,4.3292426216467025e-11,7.7835650895565484e-12,1.1519229509924317e-17,0.00036851906531286383,4.0069393635578239e-15
0.5331988068625911,0.0028575345878417984,0.84210526299999999,0.0,0.0,0.0,0.0070818238064884699,0.035409386460563824,4.5237202135442139e-07,6.1917587977824317e-05,1.3027068512565146e-05,4.3024734903592254e-17,2.5500844862296678e-07,0.0002692240188127274,0.087584654047028102,0.0029943437604460477,7.8237647675587793e-05,1.7266818025137162e-08,4.0145290728915184e-10,5.1045657304018445e-07,1.3565862797029337e-09,0.044797312356944653,4.5278436655427057e-08,7.5794745104366822e-11,2.096341975911636e-05,4.3316310569454807e-11,7.8942151392367888e-12,1.1521708156804107e-17,0.00036945329988860478,4.0394776678784686e-15
0.5333785142844645,0.002857616362845432,0.84210526299999999,0.0,0.0,0.0,0.0070291970133909681,0.03533083431068567,4.5252719931172654e-07,6.1857558192220162e-05,1.3002519269114722e-05,4.3150651300594724e-17,2.5644356311296518e-07,0.00026726512232256547,0.087696440652381316,0.0029903792914416174,7.8066558745392382e-05,1.7231966650050112e-08,4.0155241897980966e-10,5.0965555169163436e-07,1.357038622428529e-09,0.044851260366505094,4.5191763269150687e-08,7.5909881342280812e-11,2.0863875171006286e-05,4.3340291126699515e-11,8.0070110857286917e-12,1.152406075443351e-17,0.00037038773036045014,4.0723683668684942e-15
0.5335582217063378,0.002857698025496178,0.84210526299999999,0.0,0.0,0.0,0.0069766720188233636,0.035252448076503608,4.5267952621864697e-07,6.179713507641768e-05,1.2977932552547499e-05,4.3277480359836586e-17,2.5789393612918796e-07,0.00026530948586840034,0.087808044448647593,0.0029863919531828063,7.7894605802585095e-05,1.719692770450285e-08,4.0164603908515266e-10,5.0884926571556643e-07,1.3574732100415523e-09,0.044905103639817298,4.5104651984490338e-08,7.6024420460423042e-11,2.0764738132672446e-05,4.3364373473328092e-11,8.1220077712935329e-12,1.1526286525439567e-17,0.00037132234647523131,4.1056173151880316e-15
0.5337379291282112,0.0028577795751241735,0.84210526299999999,0.0,0.0,0.0,0.0069242493396248946,0.035174228566072691,4.5282896888630767e-07,6.173631605406342e-05,1.2953308327927125e-05,4.3405235547419869e-17,2.5935982470212516e-07,0.00026335713168767425,0.087919464424578112,0.0029823817118448588,7.7721783692570633e-05,1.7161700112380466e-08,4.0173369178726063e-10,5.0803769376104913e-07,1.3578898245740073e-09,0.044958841652992056,4.5017100788778519e-08,7.613835416563391e-11,2.0666009041895527e-05,4.3388563185971594e-11,8.2392606931258191e-12,1.1528384683336767e-17,0.00037225713791639805,4.139230375556647e-15
0.5339176365500845,0.002857861011057375,0.84210526299999999,0.0,0.0,0.0,0.0068719294951912532,0.035096176591813362,4.5297549455375545e-07,6.1675098495915412e-05,1.2928646571021443e-05,4.3533927780732562e-17,2.6084146648387294e-07,0.000261408082088168,0.088030699564980927,0.0029783485326237784,7.7548087167289781e-05,1.7126282783661116e-08,4.0181530054038475e-10,5.0722081513322463e-07,1.358288246602107e-09,0.045012473879687036,4.4929107659361207e-08,7.6251674238364946e-11,2.0567688268208131e-05,4.3412865351863092e-11,8.3588222340020145e-12,1.1530354430663802e-17,0.00037319209430309268,4.1732130105176269e-15
0.5340973439719578,0.0028579423326225224,0.84210526299999999,0.0,0.0,0.0,0.0068197130075400916,0.035018292970622159,4.531190693396856e-07,6.1613479712324559e-05,1.2903947242967398e-05,4.3663570729191203e-17,2.6233912733039872e-07,0.00025946235948069664,0.088141748850596599,0.0029742923797149651,7.7373510888621954e-05,1.7090674610102647e-08,4.018907876527727e-10,5.0639860863857969e-07,1.3586682502122604e-09,0.04506599979103567,4.4840670435188149e-08,7.6364372224104036e-11,2.0469776152459005e-05,4.3437285762378602e-11,8.4807506176163085e-12,1.1532194956789078e-17,0.00037412720518930487,4.2075712890317967e-15
0.534259080651644,0.002858015423688649,0.84210526299999999,0.0,0.0,0.0,0.0067728069723334847,0.034948342332291077,4.5324573478540965e-07,6.15576775015125e-05,1.2881685677951361e-05,4.378107472099036e-17,2.637009518244931e-07,0.00025771407234554555,0.088241533456051596,0.0029706221691801586,7.7215635517563201e-05,1.7058463136745308e-08,4.0195342663086733e-10,5.0565404864110203e-07,1.3589943172681317e-09,0.045114081772437455,4.4760695441684495e-08,7.6465261365039373e-11,2.0382004911780454e-05,4.345937036305959e-11,8.5925611578449984e-12,1.1533740268705531e-17,0.00037496892839709888,4.2388202270034539e-15
