Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21)
0.0046096787144105575,0.0035521840643007556,0.84210526299999999,0.0,0.0,0.0,0.05263149189015208,0.10526305519688928,3.8568916722071479e-09,1.4172889410735223e-08,2.9613481362717014e-08,1.2941370619711016e-19,3.0847271710303941e-12,5.3588045569960279e-08,6.2130995365111061e-08,1.1048362860885943e-09,5.0252323728843699e-11,3.6922807561074013e-14,3.6913259547451726e-15,5.7001692490429441e-13
0.0047554089472878385,0.0035521840594630164,0.84210526299999999,0.0,0.0,0.0,0.052631485478866563,0.10526304805310115,4.0714415106077954e-09,1.4782004562452897e-08,3.126083887283942e-08,1.3661281390387116e-19,3.2527125179490947e-12,5.8134331399581737e-08,6.7254198603917436e-08,1.154297356135807e-09,5.321169254505132e-11,3.9490667956695238e-14,3.9071231091178394e-15,6.3521439259473967e-13
0.0049011391801651195,0.0035521840544690546,0.84210526299999999,0.0,0.0,0.0,0.052631478749444037,0.10526304056635236,4.2928405201121451e-09,1.5412490015485486e-08,3.2960785644794998e-08,1.4404174164966e-19,3.4261644007718877e-12,6.2939191622238222e-08,7.265343924228946e-08,1.2053325982108123e-09,5.6283547616578655e-11,4.2197231296107113e-14,4.1333236917847986e-15,7.0619372579343986e-13
0.0050468694130424005,0.0035521840493147345,0.84210526299999999,0.0,0.0,0.0,0.052631471691529035,0.10526303272505193,4.5212277906739111e-09,1.6065704039750543e-08,3.471438957295089e-08,1.5170515623406689e-19,3.605232759880783e-12,6.8011769969816603e-08,7.8337677184070572e-08,1.2580505229981768e-09,5.9471832445307746e-11,4.5049777945937447e-14,4.3704994729681109e-15,7.8335197987453538e-13
0.0051925996459196815,0.0035521840439957683,0.84210526299999999,0.0,0.0,0.0,0.052631464294465198,0.10526302451725737,4.7567470835147226e-09,1.6743062281839479e-08,3.6522754415034765e-08,1.5960788118298913e-19,3.7900735010196433e-12,7.3361470250347458e-08,8.4316119577145414e-08,1.3125640720097964e-09,6.2780730316511779e-11,4.8056010938847223e-14,4.6192530838434484e-15,8.6710874450300649e-13
0.0053383298787969624,0.0035521840385077134,0.84210526299999999,0.0,0.0,0.0,0.052631456547283358,0.10526301593066002,4.9995468658600447e-09,1.7446041103275527e-08,3.838702005856557e-08,1.6775489791296211e-19,3.9808487065669384e-12,7.8997967944760912e-08,9.0598230627337299e-08,1.3689908830040959e-09,6.6214679421558902e-11,5.1224079892276372e-14,4.8802197729043392e-15,9.5790734476396832e-13
0.0054840601116742434,0.0035521840328459667,0.84210526299999999,0.0,0.0,0.0,0.052631448438689186,0.10526300695256979,5.2497803474684023e-09,1.8176181057701699e-08,4.0308362801037479e-08,1.7615134695559343e-19,4.177726860168154e-12,8.4931222232190014e-08,9.7193741764943719e-08,1.4274535696764504e-09,6.9778389142461256e-11,5.4562606354051832e-14,5.1540692605608484e-15,1.0562161015546376e-12
0.005629790344551524,0.0035521840270057612,0.84210526299999999,0.0,0.0,0.0,0.052631439957050323,0.1052629975698996,5.5076055190193344e-09,1.8935090513800474e-08,4.2287995644359016e-08,1.8480252924429338e-19,4.3808830852704162e-12,9.1171488468991859e-08,1.0411266218601935e-07,1.4880800155665359e-09,7.3476857587462239e-11,5.8080710659857776e-14,5.4415076976645725e-15,1.1625296538161661e-12
0.005775520577428805,0.0035521840209821617,0.84210526299999999,0.0,0.0,0.0,0.052631431090383089,0.10526298776914886,5.7731851923053965e-09,1.9724449430985533e-08,4.4327168603125983e-08,1.9371390746146141e-19,4.5904993982885782e-12,9.772933114842529e-08,1.1136528979103735e-07,1.5510036827343141e-09,7.7315390471850109e-11,6.178804039353685e-14,5.7432797340255727e-15,1.2773703454240125e-12
0.005921250810306086,0.0035521840147700566,0.84210526299999999,0.0,0.0,0.0,0.052631421826338613,0.10526297753638658,6.0466870421974152e-09,2.0546013295121173e-08,4.6427169026491532e-08,2.0289110744509325e-19,4.8067649771624142e-12,1.0461563736927395e-07,1.189622225449743e-07,1.6163639356908849e-09,8.1299621445107853e-11,6.5694800545257959e-14,6.0601707032472401e-15,1.4012896795522122e-12
0.006066981043183367,0.0035521840083641574,0.84210526299999999,0.0,0.0,0.0,0.052631412152188445,0.1052629668572336,6.3282836503998987e-09,2.1401617221704011e-08,4.8589321933761424e-08,2.1233991965536957e-19,5.0298764460754763e-12,1.1184163084302382e-07,1.2691437028445993e-07,1.6843063809072399e-09,8.5435533973013231e-11,6.9811785466813081e-14,6.3930089304708556e-15,1.5348698433087175e-12
0.006212711276060648,0.003552184001758991,0.84210526299999999,0.0,0.0,0.0,0.052631402054809477,0.1052629557168441,6.6181525510013567e-09,2.229318023411102e-08,5.0814990363750549e-08,2.2206630070138221e-19,5.2600381771906901e-12,1.1941888647080508e-07,1.3523296699897722e-07,1.7549832223486134e-09,8.9729484890854478e-11,7.4150412729467132e-14,6.7426681699990848e-15,1.6787253055739755e-12
0.006358441508937929,0.003552183994948892,0.84210526299999999,0.0,0.0,0.0,0.052631391520668445,0.10526294409988644,6.9164762777829695e-09,2.3222709724705414e-08,5.3105575737618558e-08,2.3207637492676688e-19,5.4974626103786151e-12,1.2735934552313676e-07,1.4392958361438766e-07,1.828553633743554e-09,9.4188229751872906e-11,7.8722758997088163e-14,7.1100701802135328e-15,1.8335044911829328e-12
0.00650417174181521,0.0035521839879280015,0.84210526299999999,0.0,0.0,0.0,0.052631380535805558,0.10526293199052329,7.2234424132329914e-09,2.4192306106796257e-08,5.5462518234779114e-08,2.4237643605246889e-19,5.7423705920078256e-12,1.35675331457386e-07,1.5301614130862475e-07,1.9051841484343914e-09,9.8818950103706221e-11,8.3541598034280783e-14,7.4961874436314294e-15,1.9998915347397495e-12
0.006649901974692491,0.0035521839806902556,0.84210526299999999,0.0,0.0,0.0,0.052631369085817593,0.10526291937239045,7.5392436392278135e-09,2.5204167665649466e-08,5.7887297181581543e-08,2.5297294887532605e-19,5.9949917339305241e-12,1.4437956640974696e-07,1.6250492539124497e-07,1.9850490676563592e-09,1.0362928283501907e-10,8.8620440975865067e-14,7.9020460403541108e-15,2.1786081174375116e-12
0.006795632207569772,0.0035521839732293842,0.84210526299999999,0.0,0.0,0.0,0.052631357155840143,0.10526290622857536,7.8640777893550972e-09,2.6260595616936235e-08,6.0381431452574539e-08,2.6387255102163776e-19,6.2555647938665462e-12,1.534851884005402e-07,1.7240859978048987e-07,2.0683308880975364e-09,1.086273517445963e-10,9.3973578991278955e-14,8.3287286836021118e-15,2.3704153903556566e-12
0.006941362440447053,0.0035521839655389,0.84210526299999999,0.0,0.0,0.0,0.05263134473052921,0.10526289254159432,8.1981479028552364e-09,2.7363999381184502e-08,6.2946479884167947e-08,2.7508205475491493e-19,6.5243380784806893e-12,1.6300576929380932e-07,1.8274022211352342e-07,2.1552207496666733e-09,1.1382180149588321e-10,9.9616128485740155e-14,8.7773779265323917e-15,2.5761159878606607e-12
0.007087092673324334,0.0035521839576120938,0.84210526299999999,0.0,0.0,0.0,0.052631331794041898,0.10526287829336875,8.5416622801540424e-09,2.8516902082982728e-08,6.5584041700483108e-08,2.8660844883689644e-19,6.8015698705496229e-12,1.7295533355451916e-07,1.9351325952763718e-07,2.2459189044918067e-09,1.1922183413132039e-10,1.0556407898884462e-13,9.2491995500684579e-15,2.7965561349042694e-12
0.007232822906201615,0.0035521839494420285,0.84210526299999999,0.0,0.0,0.0,0.052631318330016268,0.10526286346520042,8.8948345399630274e-09,2.9721946283869813e-08,6.8295756951207935e-08,2.9845890044102799e-19,7.08752888171209e-12,1.8334837784912816e-07,2.0474160515254141e-07,2.3406352082367295e-09,1.2483724833292988e-10,1.1183434389035119e-13,9.7454661420228193e-15,3.0326278521650804e-12
0.007378553139078896,0.003552183941021528,0.84210526299999999,0.0,0.0,0.0,0.052631304321550304,0.1052628480377457,9.2578836779329507e-09,3.0981899958025025e-08,7.1083306961345708e-08,3.1064075711791944e-19,7.3824947323929407e-12,1.9419989153790566e-07,2.1643959535636922e-07,2.4395896348621631e-09,1.3067848162852629e-10,1.1844481419231601e-13,1.0267520878359316e-14,3.2852712631198771e-12
0.007524283371956177,0.0035521839323431714,0.84210526299999999,0.0,0.0,0.0,0.052631289751179894,0.10526283199098843,9.6310341268554125e-09,3.2299662720040311e-08,7.3948414792814396e-08,3.2316154881259084e-19,7.6867584605961604e-12,2.0552537811012911e-07,2.286220277906923e-07,2.5430128160071053e-09,1.3675665575666614e-10,1.2541441545681454e-13,1.0816781518048515e-14,3.5554770072855423e-12
0.007670013604833458,0.0035521839233992863,0.84210526299999999,0.0,0.0,0.0,0.052631274600855815,0.10526281530421176,1.0014515818413014e-08,3.367827231421595e-08,7.6892845717899339e-08,3.3602898993351993e-19,8.0006230613766504e-12,2.1734087761624364e-07,2.4130418028267252e-07,2.6511466062324577e-09,1.4308362541804385e-10,1.3276316813932232e-13,1.139474462361756e-14,3.8442887640469159e-12
0.00781574383771074,0.003552183914181937,0.84210526299999999,0.0,0.0,0.0,0.052631258851919688,0.1052627979559685,1.0408564246484817e-08,3.5120911374971879e-08,7.9918407704608058e-08,3.49250981473705e-19,8.3244040589225899e-12,2.2966299015420065e-07,2.5450183062548802e-07,2.7642446754406435e-09,1.4967203065653967e-10,1.405122515092984e-13,1.2002990020181189e-14,4.1528058916690028e-12
0.007961474070588021,0.003552183904682919,0.84210526299999999,0.0,0.0,0.0,0.052631242485078618,0.10526277992405045,1.081342053202119e-08,3.66309144681087e-08,8.302695191403332e-08,3.6283561318420668e-19,8.6584301133065047e-12,2.4250890047051944e-07,2.6823127732139499e-07,2.8825731298513829e-09,1.5653535312956151e-10,1.4868407137154443e-13,1.2643185506456889e-14,4.4821861862748245e-12
0.008107204303465303,0.0035521838948937468,0.84210526299999999,0.0,0.0,0.0,0.052631225480378935,0.1052627611854558,1.1229331489511422e-08,3.8211775422780564e-08,8.6220373209901002e-08,3.7679116580093944e-19,9.0030436640959998e-12,2.5589640374014595e-07,2.8250936133522464e-07,3.0064111629793862e-09,1.6368797654475822e-10,1.5730233181459091e-13,1.3317091832020049e-14,4.8336487657576887e-12
0.008252934536342585,0.0035521838848056463,0.84210526299999999,0.0,0.0,0.0,0.052631207817178373,0.10526274171635558,1.1656549695075956e-08,3.9867154964154554e-08,8.9500610680545303e-08,3.9112611332577586e-19,9.3586016131567174e-12,2.6984393259292667e-07,2.9735348891977264e-07,3.1360517381317584e-09,1.7114525155867652e-10,1.6639211122584435e-13,1.4026567955852732e-14,5.2084770837981502e-12
0.008398664769219867,0.0035521838744095456,0.84210526299999999,0.0,0.0,0.0,0.052631189474117171,0.10526272149205797,1.2095333556224155e-08,4.1600888656824208e-08,9.2869648173621403e-08,4.0584912536331391e-19,9.7254760491303028e-12,2.8437058545849931e-07,3.1278165557842821e-07,3.2718023040225265e-09,1.7892356545251957e-10,1.7597994282746886e-13,1.4773576602080005e-14,5.608022079366496e-12
0.008544395002097149,0.00355218386369606,0.84210526299999999,0.0,0.0,0.0,0.052631170429087493,0.10526270048697142,1.2545947383326587e-08,4.3416995169120159e-08,9.6329514843930345e-08,4.2096906951495152e-19,1.0104055016229641e-11,2.994961563056199e-07,3.2881247123452713e-07,3.4139855451858013e-09,1.870404169209119e-10,1.8609390000210915e-13,1.5560190129677433e-14,6.033705467318321e-12
0.00869012523497443,0.0035521838526554887,0.84210526299999999,0.0,0.0,0.0,0.052631150659201605,0.10526267867456565,1.3008661462860919e-08,4.5319684868513395e-08,9.988228571480431e-08,4.3649501383222221e-19,1.0494743330160978e-11,3.1524116585642644e-07,3.4546518668132015e-07,3.5629401689562588e-09,1.9551449633150038e-10,1.9676368669337404e-13,1.6388596733861085e-14,6.4870231759162162e-12
0.008835855467851712,0.0035521838412777974,0.84210526299999999,0.0,0.0,0.0,0.052631130140758306,0.10526265602733101,1.3483752132499442e-08,4.7313368758334833e-08,1.0353008225357353e-07,4.5243622933167309e-19,1.0897963444159937e-11,3.3162689436088667e-07,3.6275972139113286e-07,3.7190217308774363e-09,2.0436577183644176e-10,2.0802073318291995e-13,1.7261106997860152e-14,6.9695489373629915e-12
0.008981585700728994,0.003552183829552607,0.84210526299999999,0.0,0.0,0.0,0.052631108849207742,0.10526263251673576,1.3971501858116851e-08,4.9402667766033581e-08,1.0727507296171303e-07,4.6880219257389716e-19,1.1314156368315704e-11,3.4867541602171402e-07,3.8071669276727161e-07,3.8826035004967709e-09,2.1361558174131578e-10,2.1989829756353689e-13,1.8180160814795964e-14,7.4829380376757578e-12
0.009127315933606276,0.0035521838174691883,0.84210526299999999,0.0,0.0,0.0,0.052631086759114459,0.10526260811318139,1.4472199312806317e-08,5.1592422393164231e-08,1.1111947398034194e-07,4.8560258830966292e-19,1.1743782645555979e-11,3.6640963516536588e-07,3.9935744692751807e-07,4.0540773696115599e-09,2.2328673356292891e-10,2.3243157324658314e-13,1.9148334700491829e-14,8.02893123251643e-12
0.009273046166483558,0.0035521838050164393,0.84210526299999999,0.0,0.0,0.0,0.052631063844118531,0.10526258278595556,1.4986139458002246e-08,5.3887702737226498e-08,1.1506554971182686e-07,5.0284731219642399e-19,1.2187323387874211e-11,3.8485332426039725e-07,4.1870409111367672e-07,4.2338548051417192e-09,2.3340361023475747e-10,2.4565780286163782e-13,2.0168349519168353e-14,8.6093588358621825e-12
0.00941877639936084,0.00355218379218288,0.84210526299999999,0.0,0.0,0.0,0.052631040076894779,0.105262556503183,1.5513623626818392e-08,5.6293818895375569e-08,1.191156134583191e-07,5.2054647358883604e-19,1.2645281376601475e-11,4.0403116389042442e-07,4.3877952782760232e-07,4.4223678489237384e-09,2.4399228394761745e-10,2.5961639892727943e-13,2.1243078645194142e-14,9.226144988715309e-12
0.009564506632238122,0.003552183778956635,0.84210526299999999,0.0,0.0,0.0,0.052631015429109855,0.10526252923177393,1.6054959609720637e-08,5.8816331759873169e-08,1.2327202807813682e-07,5.3871039840726298e-19,1.3118182230757753e-11,4.2396878479529711e-07,4.5960749080047004e-07,4.6200701668460404e-09,2.5508063814348826e-10,2.7434907169367771e-13,2.237555658531466e-14,9.8813121153555244e-12
0.009710236865115403,0.0035521837653254206,0.84210526299999999,0.0,0.0,0.0,0.052630989871377064,0.1052625009373697,1.6610461742664128e-08,6.1461064214955115e-08,1.2753720666098326e-07,5.57349632088604e-19,1.3606575647762757e-11,4.4469281210078139e-07,4.8121258290876497e-07,4.8274381498804053e-09,2.6669849821237745e-10,2.8989996458087854e-13,2.3568988087113039e-14,1.0576985574978194e-11
0.009855967097992685,0.0035521837512765297,0.84210526299999999,0.0,0.0,0.0,0.05263096337320898,0.10526247158428603,1.7180450997835236e-08,6.4234112744544277e-08,1.3191361322307433e-07,5.7647494262413352e-19,1.4111036721044906e-11,4.6623091186416015e-07,5.0362031615760016e-07,5.0449720697070793e-09,2.788777714757549e-10,3.0631579766100379e-13,2.4826757760848167e-14,1.1315398516913783e-11
0.009999999999999998,0.003552183736796818,0.84210526299999999,0.0,0.0,0.0,0.052630936228634351,0.10526244149654553,1.7758357281167102e-08,6.7107192245978025e-08,1.3635080188878455e-07,5.9586587677374194e-19,1.4625999371559317e-11,4.8834620374190922e-07,5.2658163683710715e-07,5.2704755211621558e-09,2.9150024296896025e-10,3.2343871355615989e-13,2.6136594833101106e-14,1.2089502701745972e-11
0.010001697330869967,0.003552183736796818,0.84210526299999999,0.0,0.0,0.0,0.052630935902967337,0.1052624411354534,1.7765255077149401e-08,6.7141859459935487e-08,1.3640376342332943e-07,5.9609732368939588e-19,1.4632167339359062e-11,4.8861184007066217e-07,5.2685715385951619e-07,5.2731972917835855e-09,2.9165259707541265e-10,3.2364601965812265e-13,2.6152440243271362e-14,1.2098896947992346e-11
0.010147427563747249,0.003552183721872686,0.84210526299999999,0.0,0.0,0.0,0.052630907427810576,0.10526240955235412,1.8365208508666631e-08,7.0190984556214645e-08,1.4101022530186141e-07,6.1622799787155828e-19,1.5170597672909832e-11,5.1186549422357075e-07,5.5095055514492987e-07,5.5126655488692304e-09,3.050595064237489e-10,3.4194296896655512e-13,2.7549810933556972e-14,1.2929945021015964e-11
0.010293157796624531,0.0035521837064900644,0.84210526299999999,0.0,0.0,0.0,0.052630877913638359,0.10526237679495674,1.8980652746096836e-08,7.3388479205742277e-08,1.4573562004208216e-07,6.3687841999997409e-19,1.572698775167837e-11,5.3602296767925385e-07,5.7592902194887182e-07,5.7639562781899477e-09,3.1913759491041033e-10,3.6126204421654762e-13,2.9022857333077991e-14,1.3811130553710552e-11
0.010438888029501813,0.003552183690634396,0.84210526299999999,0.0,0.0,0.0,0.052630847325033321,0.10526234282164677,1.9611936271577884e-08,7.6741658896526806e-08,1.5058262275781994e-07,6.5806028058605999e-19,1.6302029141666522e-11,5.6111660688721895e-07,6.0182214862763562e-07,6.0276780256118777e-09,3.3392870560107397e-10,3.8166188494601699e-13,3.0575791022437566e-14,1.4745170787973047e-11
0.010584618262379095,0.0035521836742906173,0.84210526299999999,0.0,0.0,0.0,0.052630815625199563,0.10526230758915406,2.0259414701919345e-08,8.0258177222727747e-08,1.5555396330692386e-07,6.79785509378936e-19,1.6896446725104458e-11,5.8718007170465707e-07,6.2866067436845539e-07,6.3044699203877148e-09,3.4947762570691489e-10,4.032045629681661e-13,3.2213060310916526e-14,1.5734918399690802e-11
0.010730348495256377,0.0035521836574431433,0.84210526299999999,0.0,0.0,0.0,0.052630782775897958,0.10526227105247651,2.0923450898515053e-08,8.3946040133857135e-08,1.6065242713290658e-07,7.0206627904360521e-19,1.7511000591015838e-11,6.1424839896481944e-07,6.5647653856538983e-07,6.5950032242481568e-09,3.6583229664803924e-10,4.2595578505740187e-13,3.3939363595326636e-14,1.6783367769900366e-11
0.010876078728133658,0.0035521836400758447,0.84210526299999999,0.0,0.0,0.0,0.052630748737377893,0.10526223316479984,2.1604415081137219e-08,8.7813620648482051e-08,1.6588085613625108e-07,7.2491500896878505e-19,1.8146488042899718e-11,6.4235806948899299e-07,6.8530293934520552e-07,6.8999829588322211e-09,3.830440385809178e-10,4.4998510761018309e-13,3.5759663467168951e-14,1.789366152857222e-11
0.01102180896101094,0.003552183622172031,0.84210526299999999,0.0,0.0,0.0,0.052630713468305307,0.10526219387741315,2.230268494583445e-08,9.1869674037363996e-08,1.7124214957707879e-07,7.4834436921180206e-19,1.8803745730670367e-11,6.7154707874283227e-07,7.1517439543829384e-07,7.2201496156858326e-09,4.0116779030865841e-10,4.75366163973157e-13,3.7679201608985916e-14,1.9069097382853516e-11
0.011167539193888222,0.0035521836037144287,0.84210526299999999,0.0,0.0,0.0,0.05263067692568698,0.10526215313962059,2.3018645787164584e-08,9.612335347999261e-08,1.7673926501094439e-07,7.7236728458827241e-19,1.9483651914395907e-11,7.0185501134938931e-07,7.4612681160150552e-07,7.5562809533085034e-09,4.2026236554382854e-10,5.021769051683297e-13,3.9703514522868812e-14,2.0313135242181089e-11
0.011313269426765504,0.00355218358468516,0.84210526299999999,0.0,0.0,0.0,0.05263063906479034,0.10526211089864788,2.3752690625002035e-08,1.0058422619737762e-07,1.8237521925958549e-07,7.9699693891455561e-19,2.0187128867794353e-11,7.3332311968338919e-07,7.781975478123206e-07,7.9091938859940096e-09,4.4039072654648678e-10,5.3049985478394831e-13,4.1838450136233151e-14,2.1629404653281985e-11
0.011458999659642786,0.0035521835650657208,0.84210526299999999,0.0,0.0,0.0,0.052630599839059287,0.10526206709954455,2.4505220336166731e-08,1.0526229006273821e-07,1.8815308941851528e-07,8.2224677941123618e-19,2.0915145429881243e-11,7.659944067841419e-07,8.1142549246697182e-07,8.2797464694934307e-09,4.6162027621518316e-10,5.6042237884057889e-13,4.4090185332220764e-14,2.3021712558732917e-11
0.011604729892520068,0.003552183544836961,0.84210526299999999,0.0,0.0,0.0,0.052630559200025101,0.10526202168508089,2.5276643791129051e-08,1.1016799069037005e-07,1.9407601390339888e-07,8.4813052127611689e-19,2.1668719713617876e-11,7.9991371383800425e-07,8.4585113982907873e-07,8.6688399888286529e-09,4.8402316976580843e-10,5.9203697148400614e-13,4.6465244454396346e-14,2.4494051393414415e-11
0.01175046012539735,0.0035521835239790554,0.84210526299999999,0.0,0.0,0.0,0.052630517097212615,0.10526197459563955,2.6067377996051069e-08,1.1531223900146424e-07,2.0014719353720093e-07,8.7466215243541099e-19,2.2448921980881334e-11,8.3512781249552353e-07,8.8151667199001578e-07,9.0774211539019799e-09,5.0767664719245337e-10,6.2544155740083058e-13,4.8970518837823148e-14,2.6050607533927138e-11
0.011896190358274631,0.003552183502471485,0.84210526299999999,0.0,0.0,0.0,0.052630473478041041,0.10526192576910164,2.6877848240429937e-08,1.2070642926398768e-07,2.0636989268013185e-07,9.018559384819955e-19,2.3256877693569943e-11,8.7168550230332513e-07,9.1846604561771121e-07,9.5064844088840751e-09,5.3266338776571848e-10,6.6073981189819022e-13,5.1613287421077034e-14,2.7695770116778702e-11
0.012041920591151913,0.003552183480293008,0.84210526299999999,0.0,0.0,0.0,0.052630428287719529,0.10526187514072695,2.7708488250613268e-08,1.2636245760190388e-07,2.1274744040444995e-07,9.2972642780972378e-19,2.4093770751167199e-11,9.0963771354650211e-07,9.5674508378682525e-07,9.9570743617180895e-09,5.5907188788723809e-10,6.9804149963655992e-13,5.4401238496331192e-14,2.9434140241952075e-11
0.012187650824029195,0.0035521834574216357,0.84210526299999999,0.0,0.0,0.0,0.05263038146913665,0.10526182264302784,2.8559740349459121e-08,1.322927409670034e-07,2.1928323171620043e-07,9.5828845695288342e-19,2.4960846925616424e-11,9.4903761581372974e-07,9.9640157320036966e-07,1.0430288340453968e-08,5.8699686368441787e-10,7.374628330535523e-13,5.7342492657280438e-14,3.1270540579294229e-11
0.012333381056906477,0.0035521834338346036,0.84210526299999999,0.0,0.0,0.0,0.052630332962744011,0.1052617682056366,2.9432055622415301e-08,1.3851023656441151e-07,2.2598072882598075e-07,9.8755715613995296e-19,2.5859417504904433e-11,9.8994073261457936e-07,1.0374853671307975e-06,1.0927279083523653e-08,6.1653967979649666e-10,7.791268515673732e-13,6.0445627007394147e-14,3.3210025396044037e-11
0.012479111289783759,0.00355218340950835,0.84210526299999999,0.0,0.0,0.0,0.052630282706433225,0.10526171175516603,3.0325894090291928e-08,1.4502846172044067e-07,2.3284346247082265e-07,1.0175479550707752e-18,2.6790863157317315e-11,1.0324050623966041e-06,1.0800484944274715e-06,1.1449257571485688e-08,6.4780880587193761e-10,8.2316382270089156e-13,6.3719700693775558e-14,3.5257891024740333e-11
0.01262484152266104,0.0035521833844184758,0.84210526299999999,0.0,0.0,0.0,0.052630230635406054,0.10526165321506264,3.1241724889000234e-08,1.5186151417883753e-07,2.3987503328926623e-07,1.0482765889262396e-18,2.7756638028911304e-11,1.0764912063286978e-06,1.1241452749571977e-06,1.1997496008207803e-08,6.8092030236751825e-10,8.6971166632075602e-13,6.7174281834740701e-14,3.7419686791697374e-11
0.012770571755538323,0.003552183358539726,0.84210526299999999,0.0,0.0,0.0,0.052630176682037288,0.10526159250545217,3.2180026456526383e-08,1.5902409280863453e-07,2.470791132516713e-07,1.0797591046194035e-18,2.8758274087339472e-11,1.1222625032370242e-06,1.1698324418652758e-06,1.2573330959917316e-08,7.1599833731154778e-10,9.1891640324163462e-13,7.0819475912166537e-14,3.9701226427275589e-11
0.012916301988415604,0.0035521833318459557,0.84210526299999999,0.0,0.0,0.0,0.052630120775730094,0.10526152954297731,3.3141286727403279e-08,1.6653151870373699e-07,2.544594471477646e-07,1.112011867296803e-18,2.9797385725785013e-11,1.1697851721005166e-06,1.217169271066209e-06,1.3178166661033531e-08,7.531757357666404e-10,9.7093262950141499e-13,7.4665955702577169e-14,4.2108599980180885e-11
0.013062032221292886,0.0035521833043100958,0.84210526299999999,0.0,0.0,0.0,0.052630062842763073,0.10526146424062661,3.412600333493545e-08,1.7439975665104801e-07,2.620198541333599e-07,1.1450515670984143e-18,3.0875674641377091e-11,1.2191284625345221e-06,1.2662177183959671e-06,1.3813478496201978e-08,7.9259456380174091e-10,1.0259240176714466e-12,7.8724992823971616e-14,4.4648186259170396e-11
0.013207762454170168,0.003552183275904125,0.84210526299999999,0.0,0.0,0.0,0.052630002806128916,0.10526139650755474,3.5134683821420118e-08,1.8264543694034506e-07,2.6976422933809335e-07,1.1788952261843304e-18,3.1994935003099151e-11,1.2703648137136925e-06,1.317042564881391e-06,1.4480816668478478e-08,8.3440674885796448e-10,1.0840638466239503e-12,8.3008490978396007e-14,4.7326665826645181e-11
0.01335349268704745,0.0035521832465990337,0.84210526299999999,0.0,0.0,0.0,0.052629940585363987,0.10526132624889337,3.6167845856594583e-08,1.9128587748525966e-07,2.7769654553591676e-07,1.2135602060357776e-18,3.3157058924845006e-11,1.3235700222086706e-06,1.3697115706071208e-06,1.518181006416025e-08,8.7877473846803088e-10,1.1455355612381778e-12,8.752902097331045e-14,5.0151034569807344e-11
0.013499222919924732,0.0035521832163647915,0.84210526299999999,0.0,0.0,0.0,0.052629876096368385,0.10526125336555192,3.7226017464521478e-08,2.0033910622056708e-07,2.8582085487994571e-07,1.2490642150374527e-18,3.436404225992705e-11,1.3788234192354785e-06,1.4242956376862219e-06,1.5918170325331311e-08,9.2587219936456668e-10,1.2105333635870236e-12,9.2299857607861342e-14,5.312861787630003e-11
0.013644953152802014,0.003552183185170312,0.84210526299999999,0.0,0.0,0.0,0.052629809251215937,0.10526117775400849,3.8309737259102444e-08,2.0982388373655617e-07,2.9414129070309895e-07,1.2854253163474732e-18,3.5617990733994418e-11,1.4362080578418667e-06,1.4808689828675384e-06,1.6691696141778744e-08,9.7588475908727325e-10,1.2792628372051848e-12,9.7335018513153292e-14,5.6267085442466523e-11
0.013790683385679296,0.0035521831529834154,0.84210526299999999,0.0,0.0,0.0,0.052629739957953614,0.10526109930608939,3.9419554688385518e-08,2.1975972610650583e-07,3.0266206938576546e-07,1.3226619360603526e-18,3.6921126433971381e-11,1.4958109105811162e-06,1.5395093203407338e-06,1.7504277774543902e-08,1.0290107922731591e-09,1.3519416061007211e-12,1.0264930503864776e-13,5.9574466743719433e-11
0.013936413618556577,0.003552183119770793,0.84210526299999999,0.0,0.0,0.0,0.052629668120389717,0.1052610179087374,4.0556030287800413e-08,2.3016692785824745e-07,3.1138749229149796e-07,1.3607928716673786e-18,3.8275794671273563e-11,1.5577230782509966e-06,1.6002980553289116e-06,1.8357901823995993e-08,1.0854622538866183e-09,1.4288000302308361e-12,1.0825834527971055e-13,6.3059167197798973e-11
0.01408214385143386,0.003552183085497971,0.84210526299999999,0.0,0.0,0.0,0.052629593637870307,0.10526093344376834,4.1719735942420356e-08,2.4106658503542263e-07,3.2032194777145836e-07,1.3998373008175705e-18,3.968447123819641e-11,1.6220400103036604e-06,1.6633204890887198e-06,1.9254656255952444e-08,1.1454655617165644e-09,1.5100819392213102e-12,1.1417863934416964e-13,6.6729985053063116e-11
0.014227874084311141,0.003552183050129267,0.84210526299999999,0.0,0.0,0.0,0.052629516405043139,0.10526084578761437,4.2911255158308239e-08,2.5248061828835528e-07,3.2946991323801721e-07,1.4398147903810001e-18,4.1149770076992651e-11,1.6888617375612684e-06,1.7286660359688524e-06,2.0196735700017737e-08,1.2092625305357137e-09,1.5960454061664982e-12,1.2042760695848694e-13,7.0596129035347523e-11
0.014373604317188423,0.003552183013627758,0.84210526299999999,0.0,0.0,0.0,0.052629436311608574,0.10526075481105479,4.4131183342955741e-08,2.6443179592844466e-07,3.388359573075388e-07,1.4807453058146154e-18,4.2674451381755437e-11,1.758293117901971e-06,1.7964284532098302e-06,2.1186447034966677e-08,1.2771113603813383e-09,1.686963563401708e-12,1.2702363751670204e-13,7.4667236788297417e-11
