Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327),CH2O2(169)
0.005550106003431549,0.0016784093189603426,0.84210526299999999,0.0,0.0,0.0,0.052631578872563284,0.10526315776447072,3.6252817797082177e-13,9.8712177257370175e-11,1.1859842440780956e-10,1.0400056990126256e-23,2.4593082931333596e-16,6.9764758131715816e-12,7.6777329579445135e-12,9.4246850228393096e-12,1.4343008778410628e-12,1.7512370785738478e-16,4.6496485071261443e-19,1.5975301608612483e-17,4.2359159057644668e-22,7.8694217330741159e-16,1.6514884617188772e-19,2.357232456215547e-30,6.3985732538889665e-14,2.3319467621811314e-20,2.4040142843768115e-19,5.7394956713177497e-33,4.3276665964982838e-21,8.8237999198298857e-41,6.6526944123287727e-38,4.1099522429069821e-30,1.1026978033491621e-20,9.6158892739353896e-23
0.006369767249768448,0.0016784093189263283,0.84210526299999999,0.0,0.0,0.0,0.052631578849533067,0.10526315772469584,4.2404453083655507e-13,1.1249483397903798e-10,1.3873398808611312e-10,1.2165771934197528e-23,2.9473093282900981e-16,9.4948424082736702e-12,1.0539696650184262e-11,1.2289184546777579e-11,1.7234944128003644e-12,2.1044364396832032e-16,5.5594995750184082e-19,2.1911958762920235e-17,5.7658531681527632e-22,1.2297995233599892e-15,2.2480803412947238e-19,4.3095512090801123e-30,8.9071570106086381e-14,2.8022682550397509e-20,2.8095247917137986e-19,7.8130784350664737e-33,6.7636631792240137e-21,1.6135216679924018e-40,1.2462085440584375e-37,5.420674802865147e-30,1.4597273116022376e-20,1.2729304579980155e-22
0.007107462371471657,0.0016784093188947238,0.84210526299999999,0.0,0.0,0.0,0.052631578827798675,0.10526315768769134,4.8130090105749507e-13,1.2476541560517813e-10,1.57475210641975e-10,1.3809215211219745e-23,3.4077891610241486e-16,1.2133843307685611e-11,1.3568069710224384e-11,1.5164809448486574e-11,1.9932483320071654e-12,2.4339318400926265e-16,6.4056138036599709e-19,2.8278806854626496e-17,7.3693683223890483e-22,1.7540651583205039e-15,2.87337633596258e-19,6.9767373101117611e-30,1.1565139992280103e-13,3.24102595542838e-20,3.1864599519028151e-19,9.9865419450885392e-33,9.6476481197414894e-21,2.6221394027107221e-40,2.0551970373681043e-37,6.7933117322888286e-30,1.8342258426578028e-20,1.5995055538170414e-22
0.007845157493174866,0.001678409318862168,0.84210526299999999,0.0,0.0,0.0,0.052631578805086586,0.10526315764951323,5.4038356658019601e-13,1.3691911805439648e-10,1.7681425477346505e-10,1.550508227561954e-23,3.8883778636795016e-16,1.51378002686114e-11,1.704508399007615e-11,1.8315287734987292e-11,2.2720390211702377e-12,2.7745040586220602e-16,7.2777604082566696e-19,3.5699142656320628e-17,9.1949476157501574e-22,2.4155325069832144e-15,3.5852777805990603e-19,1.0786187111714377e-29,1.4615628431925649e-13,3.6945341179342801e-20,3.5749692596678122e-19,1.2461172574643301e-32,1.3286592304091052e-20,4.0766516127210819e-40,3.229084542589351e-37,8.3619231076785611e-30,2.2627492658594126e-20,1.9731921410469347e-22
0.008582852614878074,0.0016784093188286478,0.84210526299999999,0.0,0.0,0.0,0.052631578781373721,0.10526315761013193,6.0132599675595277e-13,1.4896532191962294e-10,1.9676207669667874e-10,1.725433389294286e-23,4.3890615240386637e-16,1.8518563536439606e-11,2.0989899639127029e-11,2.1734150271983548e-11,2.5599508393128486e-12,3.1262600169462162e-16,8.1762385535341461e-19,4.4258108365815124e-17,1.1249863107868435e-21,3.2322673752645647e-15,4.3866208717107241e-19,1.6061831518094791e-29,1.8071651833422526e-13,4.1629351933388045e-20,3.9752763283053514e-19,1.5246876899864131e-32,1.7779964274020894e-20,6.1100314122560893e-40,4.8775468282441859e-37,1.0140258788900511e-29,2.7489905464278911e-20,2.3972106074084398e-22
0.009320547736581282,0.0016784093187941502,0.84210526299999999,0.0,0.0,0.0,0.052631578756636613,0.10526315756951736,6.6416216299696561e-13,1.6091326449938898e-10,2.1732979686621713e-10,1.9057945231007393e-23,4.9098587866063613e-16,2.2288176525319455e-11,2.5421703333039657e-11,2.5415249761225753e-11,2.8570967236067796e-12,3.4893417165255357e-16,9.101430880996212e-19,5.4045468448297343e-17,1.3541507936840348e-21,4.2229212284694799e-15,5.280288996513067e-19,2.3177959520546564e-29,2.1946432367420894e-13,4.6464183479964962e-20,4.3876079024684245e-19,1.8353730761643695e-32,2.3230472096381197e-20,8.8776208023820461e-40,7.1287151061867944e-37,1.2142119910768264e-29,3.29683883092863e-20,2.8749524172383218e-22
0.009999999999999998,0.0016784093187221696,0.84210526299999999,0.0,0.0,0.0,0.052631578732925885,0.10526315753099216,7.2374233132530286e-13,1.7183879612455112e-10,2.3683178568719931e-10,2.0768101139405537e-23,5.4073781423817186e-16,2.6114719585776902e-11,2.9951000721583452e-11,2.9032682523166682e-11,3.1390763849269044e-12,3.8339331816340594e-16,9.9776210645030078e-19,6.4228280598498673e-17,1.5868124742806601e-21,5.3058007345128242e-15,6.1876025657465604e-19,3.1734674685416418e-29,2.5897311004489607e-13,5.1052803325260922e-20,4.7782209220105382e-19,2.1508232335508014e-32,2.9188710417114654e-20,1.2232923740700002e-39,9.8645885379284523e-37,1.4196354037794782e-29,3.8594536771795336e-20,3.3655711569319498e-22
0.0107959379799877,0.0016784093187221696,0.84210526299999999,0.0,0.0,0.0,0.052631578703993806,0.10526315748446612,7.9565422062338714e-13,1.8455061776583482e-10,2.6037027449790678e-10,2.2832223219740944e-23,6.0120463624825508e-16,3.1043104752868605e-11,3.5823232262548584e-11,3.3541125489726347e-11,3.4797060379844472e-12,4.2502510618318311e-16,1.1033966837719961e-18,7.7688819765877277e-17,1.8865167569276556e-21,6.8036099532463126e-15,7.356371584170445e-19,4.4735280283432103e-29,3.1006116092854718e-13,5.6596548465456506e-20,5.2492680666527766e-19,2.5572049006994593e-32,3.7430435829306927e-20,1.7372174519989179e-39,1.4063375749880064e-36,1.6876278678249925e-29,4.5939044176861896e-20,4.0060364753919781e-22
0.012271328223394119,0.0016784093186461117,0.84210526299999999,0.0,0.0,0.0,0.052631578646962149,0.10526315739410899,9.3514272855927331e-13,2.0790250597410179e-10,3.0602832160990403e-10,2.6836039438540195e-23,7.1956563408273963e-16,4.1503056306234281e-11,4.8404265900368928e-11,4.2649909118509147e-11,4.1412376720251977e-12,5.0589427624596502e-16,1.3079795862300835e-18,1.0744797148514065e-16,2.5227640246317438e-21,1.0318941529765013e-14,9.8375944443978578e-19,7.9744177429253878e-29,4.1904696876122241e-13,6.7365222100646377e-20,6.1618344264405078e-19,3.4200347191265498e-32,5.677531582883549e-20,3.1373992402646098e-39,2.5529071024014683e-36,2.2691974045335375e-29,6.1890993022152996e-20,5.397099134027135e-22
0.013746718466800537,0.0016784093185658563,0.84210526299999999,0.0,0.0,0.0,0.052631578585338339,0.10526315729818625,1.0829211373147229e-12,2.3103861763997905e-10,3.543999961065676e-10,3.107781733612978e-23,8.4616571304379464e-16,5.3772188898251081e-11,6.3320923843490951e-11,5.2703313930760947e-11,4.8431788967266542e-12,5.9172738045510178e-16,1.524368897479351e-18,1.4423014812135795e-16,3.2692940841161043e-21,1.494031112879214e-14,1.274892391010795e-18,1.3370275975381075e-28,5.4756239924408416e-13,7.8794939258403971e-20,7.1272581936883106e-19,4.4326075811718966e-32,8.2209659763219162e-20,5.323437312999151e-39,4.3465123571808412e-36,2.9729233933539621e-29,8.121109056245664e-20,7.0818754902050088e-22
0.015222108710206956,0.0016784093184812738,0.84210526299999999,0.0,0.0,0.0,0.052631578518911239,0.10526315719642822,1.239294409779389e-12,2.5402726164546598e-10,4.0558512423308745e-10,3.5566310812223912e-23,9.8111936881634692e-16,6.7958595106340724e-11,8.0731353852099533e-11,6.3667560627995093e-11,5.587038692765955e-12,6.8271321454419816e-16,1.7530485186524424e-18,1.8903898813901409e-16,4.1327544093283346e-21,2.0849555922407574e-14,1.6116285692966536e-18,2.1352804995133123e-28,6.9679223763357804e-13,9.0910847826816426e-20,8.1475642024897477e-19,5.6040142157087038e-32,1.1473595335101258e-19,8.5934876427063917e-39,7.0330379657162614e-36,3.8142165247501728e-29,1.0432497691801483e-19,9.0974827691015294e-22
0.016697498953613374,0.001678409318392226,0.84210526299999999,0.0,0.0,0.0,0.052631578447461601,0.10526315708855487,1.404579717854613e-12,2.7693550317645414e-10,4.5968752855686586e-10,4.0310624209522934e-23,1.1245602670025536e-15,8.4174446704592807e-11,1.0079611241596312e-10,7.5513188291812684e-11,6.3743714158121524e-12,7.7904659888018683e-16,1.9945162328169611e-18,2.4298324728919434e-16,5.1200481472154767e-21,2.8239363325970121e-14,1.9966602649574889e-18,3.277818149384982e-28,8.6796690120913804e-13,1.0373889861706536e-19,9.224855593830541e-19,6.943705316825022e-32,1.5541695145691357e-19,1.3318548889573218e-38,1.0918393512158384e-35,4.8100059796383474e-29,1.3170030274368149e-19,1.14847016533507e-21
0.01817288919701979,0.0016784093182985686,0.84210526299999999,0.0,0.0,0.0,0.052631578370761524,0.10526315697427527,1.579107091463417e-12,2.9982928042030984e-10,5.168152403157678e-10,4.5320230934833356e-23,1.2766437623288139e-15,1.0253613447383165e-10,1.2367852245736214e-10,8.821488548530346e-11,7.2068129016030467e-12,8.8093282698813703e-16,2.2492944267612546e-18,3.0728624918760392e-16,6.2383435953713871e-21,3.7313687997369312e-14,2.4327831739275452e-18,4.869267817687473e-28,1.0623637900605458e-12,1.1730643781282625e-19,1.0361318218234729e-18,8.4615057817873992e-32,2.0537806393958711e-19,1.9953898199113901e-38,1.6377909559353326e-35,5.9789018005605127e-29,1.6385104656819596e-19,1.4288352769297524e-21
0.019648279440426207,0.0016784093182001447,0.84210526299999999,0.0,0.0,0.0,0.052631578288574177,0.10526315685328723,1.7632201076498189e-12,3.2277353954588685e-10,5.7708072500272728e-10,5.0604993240889701e-23,1.4375468685804081e-15,1.2316443404701051e-10,1.4954502914803233e-10,1.0175134672470904e-10,8.0860825555129537e-12,9.8858796942693054e-16,2.5179308812621593e-18,3.8329642751099252e-16,7.4950853993700671e-21,4.8288144658286599e-14,2.9229007693238174e-18,7.0361238279862144e-28,1.2813092160953416e-12,1.3164224753258001e-19,1.1559225299511544e-18,1.0167631481732222e-31,2.6580960884133205e-19,2.9051275507848356e-38,2.3866338940712147e-35,7.3413323815990142e-29,2.0134149671936954e-19,1.7557643924034098e-21
0.021123669683832624,0.001678409318096793,0.84210526299999999,0.0,0.0,0.0,0.052631578200653187,0.10526315672527654,1.9572768275191589e-12,3.4583241932814432e-10,6.4060118912328044e-10,5.6175189126346005e-23,1.6074673299361825e-15,1.461847418038955e-10,1.7856567284745718e-10,1.1610509803076181e-10,9.0139739759198528e-12,1.1022377811104852e-15,2.8009962347055253e-18,4.7249835081498639e-16,8.8980099947694938e-21,6.1390532621850781e-14,3.4700303244441876e-18,9.9297701730405679e-28,1.5261812481310393e-12,1.4677640042498128e-19,1.2820943744376658e-18,1.2072711826183595e-31,3.3796982654895705e-19,4.1271919446351209e-38,3.3928569248095712e-35,8.9197029495295467e-29,2.4479069163797827e-19,2.1346557315445759e-21
0.02259905992723904,0.0016784093179883393,0.84210526299999999,0.0,0.0,0.0,0.052631578106742211,0.10526315658991647,2.161650582395286e-12,3.6906939847635183e-10,7.0749883756467191e-10,6.2041534904834899e-23,1.7866233506573625e-15,1.7172728052760673e-10,2.1091448421793622e-10,1.3126236382735243e-10,9.9923531877172296e-12,1.2221175463539043e-15,3.0990836785998071e-18,5.7652577190512896e-16,1.0455159538986075e-20,7.6861301062759817e-14,4.0773083460095946e-18,1.3730260777306567e-27,1.7984121482763962e-12,1.6274023915983304e-19,1.4148939493186203e-18,1.4187810955667011e-31,4.2318756180661683e-19,5.7402960779159143e-38,4.7213040006166657e-35,1.0738606032331606e-28,2.9487788166784419e-19,2.5714325818356747e-21
0.024074450170645457,0.0016784093178746015,0.84210526299999999,0.0,0.0,0.0,0.052631578006574475,0.10526315644686721,2.3767307239638845e-12,3.9254742574866712e-10,7.7790111913292364e-10,6.8215206736454443e-23,1.9752543040836161e-15,1.9992730192765009e-10,2.4676986238746546e-10,1.4721295036136376e-10,1.102316908001061e-11,1.348473411794898e-15,3.4128122135230446e-18,6.971744617384556e-16,1.2174895554318238e-20,9.4954029117594753e-14,4.7479958949624857e-18,1.8650044975816619e-27,2.0994906814331617e-12,1.7956655403524151e-19,1.5545782620632111e-18,1.6524448327639371e-31,5.2286503926029904e-19,7.8373496145923076e-38,6.4484928813923815e-35,1.2825008961935683e-28,3.5234800569414507e-19,3.0725910565490486e-21
0.025549840414051873,0.0016784093177553874,0.84210526299999999,0.0,0.0,0.0,0.052631577899872252,0.10526315629577514,2.6029234007970991e-12,4.1632905147653281e-10,8.519409807276048e-10,7.4707862916705791e-23,2.1736214198054197e-15,2.3092530276037362e-10,2.8631496255834368e-10,1.6395013695518189e-10,1.2108463178217083e-11,1.4815636470154728e-15,3.7428297323206984e-18,8.3641696255310734e-16,1.40659135753027e-20,1.1593593196212502e-13,5.485484299204351e-18,2.4938218330280434e-27,2.4309645979229351e-12,1.9728975097323583e-19,1.7014152618085389e-18,1.9094621026708865e-31,6.3848079848181849e-19,1.0527264487597185e-37,8.6640944157437095e-35,1.5208457940514396e-28,4.1801747789722093e-19,3.6452505571526042e-21
0.02850062090086471,0.001678409317499709,0.84210526299999999,0.0,0.0,0.0,0.052631577665695595,0.10526315596797586,3.0903602780374132e-12,4.6505220682910428e-10,1.0114944698421386e-09,8.8699325447393297e-23,2.60071905338444e-15,3.0190499791169399e-10,3.7723333938395733e-10,1.9977416054225538e-10,1.4451126510169866e-11,1.7690427589914403e-15,4.4544725747529455e-18,1.1795584227955494e-15,1.8398352639063074e-20,1.6770776874585074e-13,7.1751211926664696e-18,4.2830070437538846e-27,3.1916027527189122e-12,2.355727387037752e-19,2.0176774645932851e-18,2.4986109899225981e-31,9.2384308090131048e-19,1.8214496601352055e-37,1.4995736313943052e-34,2.0999125265065314e-28,5.7761832736302743e-19,5.0370227107090796e-21
0.031060133992247902,0.0016784093172581786,0.84210526299999999,0.0,0.0,0.0,0.052631577438554948,0.10526315565396785,3.5533447942883116e-12,5.0888548318810371e-10,1.1630442551895097e-09,1.0198893234105434e-22,3.0056147440932126e-15,3.7397103959768787e-10,4.6988184169561485e-10,2.3339589805016301e-10,1.6680775759518608e-11,2.0429024528973568e-15,5.1312249866837192e-18,1.5599830737925876e-15,2.2800173501201065e-20,2.2477447270889443e-13,8.8918224105588871e-18,6.600407186576639e-27,3.9656750566155923e-12,2.7204246574997054e-19,2.3179318458804583e-18,3.0976121537463507e-31,1.2385150808195576e-18,2.8209792126254637e-37,2.322742430376817e-34,2.7320796816220897e-28,7.5191571854434516e-19,6.5569535650600122e-21
0.03361964708363109,0.001678409316996986,0.84210526299999999,0.0,0.0,0.0,0.052631577187286824,0.10526315531008516,4.0563386135218379e-12,5.5452104167977216e-10,1.3276906613177651e-09,1.1642699977013824e-22,3.4444638543997187e-15,4.5670113318635845e-10,5.7648199184489776e-10,2.6942354637445428e-10,1.9107642154121201e-11,2.3412604368649315e-15,5.8675514244257271e-18,2.0334581558229181e-15,2.7856863685977545e-20,2.9496313247580713e-13,1.0863926367581455e-17,9.8874336132053165e-27,4.8560063970480816e-12,3.1177506731562994e-19,2.6440402576333012e-18,3.7862245896560893e-31,1.6257009495356231e-18,4.2423139211692643e-37,3.493055788868029e-34,3.5089343972441588e-28,9.6616482212225323e-19,8.4252765550830373e-21
0.03617916017501428,0.0016784093167147708,0.84210526299999999,0.0,0.0,0.0,0.052631576910028045,0.10526315493396478,4.6020998051853112e-12,6.0228925294784026e-10,1.5063364998011937e-09,1.3209269651971343e-22,3.9193659031932091e-15,5.5102650316487391e-10,6.9819120793961496e-10,3.0792232645678994e-10,2.1745817669839094e-11,2.6659202227339198e-15,6.6679276746206193e-18,2.6180860599597979e-15,3.3626556325361834e-20,3.801722717118171e-13,1.3114105417617954e-17,1.4458329373623137e-26,5.8729179670866959e-12,3.5501083865872594e-19,2.9978203255784997e-18,4.5725582805210974e-31,2.0959551646237834e-18,6.2222249427517934e-37,5.1228524281865101e-34,4.4573681160352719e-28,1.2277948985367226e-18,1.0706777287098393e-20
0.038738673266397475,0.0016784093164100592,0.84210526299999999,0.0,0.0,0.0,0.052631576604775687,0.10526315452306917,5.1936016069366398e-12,6.5252653821322961e-10,1.6999550137091303e-09,1.4907136761032584e-22,4.4326510796415682e-15,6.5794540943778955e-10,8.3624018720941358e-10,3.4898385162525026e-10,2.461059331264005e-11,3.0188458385849812e-15,7.5372172379951794e-18,3.3350358151476635e-15,4.0171754449097452e-20,4.8246791944952911e-13,1.5666736198516922e-17,2.0707173058458042e-26,7.0274966172309555e-12,4.020114750590006e-19,3.3812320442927891e-18,5.4653665290605961e-31,2.6607826624313875e-18,8.9320450883642146e-37,7.3527445045421084e-34,5.6087939059836992e-28,1.5454851338887885e-18,1.3477141132276654e-20
0.04129818635778067,0.0016784093160812515,0.84210526299999999,0.0,0.0,0.0,0.052631576269375702,0.10526315407467188,5.8340490349952785e-12,7.0557762439498544e-10,1.9095953148059244e-09,1.6745501109377106e-22,4.9868913510651111e-15,7.7852875161033838e-10,9.919406533521945e-10,3.9272560955492331e-10,2.7718556830809081e-11,3.4021760433935695e-15,8.4807064470711501e-18,4.2090379301024547e-15,4.7559725685365927e-20,6.0409620111614771e-13,1.8548053567662262e-17,2.9124534086843709e-26,8.3316623120313616e-12,4.5306196929704109e-19,3.796389307669978e-18,6.474109785696537e-31,3.3327144167867037e-18,1.2584864040909308e-36,1.0357455916161247e-33,6.9998771790801465e-28,1.9293676593387598e-18,1.6824723622886588e-20
0.04385769944916386,0.0016784093157266183,0.84210526299999999,0.0,0.0,0.0,0.052631575901510838,0.1052631535858428,6.5268966471209414e-12,7.6179785990353262e-10,2.1363881980328948e-09,1.8734278793329884e-22,5.5849130787126276e-15,9.1392622218993677e-10,1.1666935886563606e-09,4.3929066988236124e-10,3.1087697345026845e-11,3.8182398368911034e-15,9.5041427177515146e-18,5.2689766731990373e-15,5.5862942122203896e-20,7.4749719602619253e-13,2.1786322145227922e-17,4.031802024871263e-26,9.7982427072893769e-12,5.0847268261754079e-19,4.2455723113860542e-18,7.6090281249472097e-31,4.1253913104896112e-18,1.7444409545677104e-36,1.4353012715180624e-33,8.6734140893976903e-28,2.3912666252588481e-18,2.0852635257917323e-20
0.04641721254054705,0.0016784093153442887,0.84210526299999999,0.0,0.0,0.0,0.052631575498687563,0.10526315305343156,7.2758672917739903e-12,8.2155556554712e-10,2.3815522787155959e-09,2.0884156018412334e-22,6.2298125934052771e-15,1.0653729638418331e-09,1.3619979034779094e-09,4.8884760533212222e-10,3.473753674424437e-11,4.2695755229298044e-15,1.0613781339066683e-17,6.5485445753643209e-15,6.515955719184823e-20,9.1532002039441465e-13,2.5412022305165003e-17,5.5035424559549233e-26,1.1441054289978659e-11,5.6858188938796981e-19,4.7312407105146194e-18,8.8812201924486628e-31,5.0536562533235477e-18,2.3835242873859089e-36,1.9604983400312893e-33,1.0679317931805284e-27,2.9449728335947754e-18,2.5681136388034347e-20
0.04897672563193024,0.0016784093149322416,0.84210526299999999,0.0,0.0,0.0,0.052631575058221955,0.10526315247405019,8.084972088320732e-12,8.8523445753930732e-10,2.6464005327062996e-09,2.3206646450791431e-22,6.9249736846089241e-15,1.2341968348542611e-09,1.5794596572135521e-09,5.4159063858215871e-10,3.8689272933453628e-11,4.7589517034954926e-15,1.1816436925941832e-17,8.0870015797945684e-15,7.5533932248583755e-20,1.1104393543600604e-12,2.9458055545267043e-17,7.4192092033024539e-26,1.3274991593970651e-11,6.3375857994383964e-19,5.2560477162568937e-18,1.0302731640026726e-30,6.1336560665333421e-18,3.2154807180399351e-36,2.6438186664944746e-33,1.3075750390375744e-27,3.6065600554775892e-18,3.1450395609693837e-20
0.051536238723313435,0.0016784093144882957,0.84210526299999999,0.0,0.0,0.0,0.052631574577224664,0.10526315184405408,8.958531668255181e-12,9.5323615944653342e-10,2.9323472493136974e-09,2.5714152188523951e-22,7.6740861600638188e-15,1.4218263125871628e-09,1.8208018639346541e-09,5.9774000818526861e-10,4.2965924163909174e-11,5.2893891598501203e-15,1.3119537040060097e-17,9.9300972543185432e-15,8.7077222827747531e-20,1.3359734770841407e-12,3.3959973119446918e-17,9.8905070485562296e-26,1.5316125116806657e-11,7.0440538337922888e-19,5.8228552089436948e-18,1.1886656149922462e-30,7.3829537968709431e-18,4.2888380282370349e-36,3.5248704007998289e-33,1.5930491236466752e-27,4.394756919680671e-18,3.8323732755392458e-20
0.05409575181469663,0.001678409314010098,0.84210526299999999,0.0,0.0,0.0,0.052631574052584458,0.10526315115952177,9.9011987928809023e-12,1.0259828129145377e-09,3.2409154347578036e-09,2.8420028683532711e-22,8.4811665702640226e-15,1.6297991000092115e-09,2.0878749613820909e-09,6.5754255429993326e-10,4.7592488113822071e-11,5.8641850153261061e-15,1.4531181327703892e-17,1.2131097121482995e-14,9.9888018624164079e-20,1.5953040100086562e-12,3.8956225638665614e-17,1.3053177787472484e-25,1.7581808824493961e-11,7.809617950380893e-19,6.4347499401353885e-18,1.3647246303621317e-30,8.8206529703001521e-18,5.6626386467744937e-36,4.6517753673988283e-33,1.9322490847598439e-27,5.3313769522400809e-18,4.6491368981280009e-20
0.05665526490607982,0.0016784093134951106,0.84210526299999999,0.0,0.0,0.0,0.052631573480950759,0.10526315041623295,1.0917982399254523e-11,1.1039197965577402e-09,3.5737446830823358e-09,3.1338653762790281e-22,9.3505817473747232e-15,1.8597714843881862e-09,2.3826680001260667e-09,7.2127252063155394e-10,5.2596124043879233e-11,6.4869403532957256e-15,1.6060208993233777e-17,1.4751947199648095e-14,1.1407304636717975e-19,1.8920975210877016e-12,4.4488437204642244e-17,1.7071469823274259e-25,2.0090798019886023e-11,8.6390786555790262e-19,7.0950608814769884e-18,1.5600036814330089e-30,1.0467535086319702e-17,7.4084589248420124e-36,6.0827812454991064e-33,2.334362872268002e-27,6.4418135650390304e-18,5.6174743231203836e-20
0.05921477799746301,0.0016784093129406,0.84210526299999999,0.0,0.0,0.0,0.052631572858714587,0.10526314960964479,1.2014273225597276e-11,1.1875185820233273e-09,3.9325995640530592e-09,3.4485501183032027e-22,1.0287074712588012e-14,2.113528538497335e-09,2.7073206500938105e-09,7.892325766283445e-10,5.8006351532995911e-11,7.1615910467492907e-15,1.7716274037299814e-17,1.7864695318251928e-14,1.2974795916351155e-19,2.2303292059420937e-12,5.0601713232728576e-17,2.2143739543126219e-25,2.2863378993803301e-11,9.5376832065506266e-19,7.8073779019452956e-18,1.7761987133167849e-30,1.2346212095283458e-17,9.6129132096591513e-36,7.8882537575102708e-33,2.8100843540887651e-27,7.7556186430723374e-18,6.7631557708871099e-20
0.0617742910888462,0.0016784093123436202,0.84210526299999999,0.0,0.0,0.0,0.052631572181988148,0.10526314873486652,1.3195871112312262e-11,1.2772797486621847e-09,4.3193785595078112e-09,3.78772189949409e-22,1.1295792867492604e-14,2.3929952452960472e-09,3.0641361057118742e-09,8.6175506505371563e-10,6.385526414552836e-11,7.8924412761162538e-15,1.9509927014409002e-17,2.1553099602332189e-14,1.4703820292329305e-19,2.614308853513964e-12,5.7344978367891495e-17,2.8508882197119151e-25,2.5921511784585066e-11,1.0511170405804308e-18,8.5755718542427659e-18,2.0151639427950573e-30,1.448129564591058e-17,1.2380586543433711e-35,1.0153002056427805e-32,3.3718575481283918e-27,9.3071740097009658e-18,8.1161633276780116e-20
0.0643338041802294,0.0016784093117010004,0.84210526299999999,0.0,0.0,0.0,0.052631571446582683,0.10526314778663177,1.4469014069775685e-11,1.3737361715054833e-09,4.7361235779726268e-09,4.1531712978245245e-22,1.2382319164157785e-14,2.7002486340670146e-09,3.4555949771568999e-09,9.3920348352118732e-10,7.0177766346704378e-11,8.6842007075905112e-15,2.1452705648255865e-17,2.591441494457179e-14,1.6607996622324285e-19,3.0487093479304404e-12,6.4771346963261549e-17,3.6453598450072406e-25,2.9288987431696211e-11,1.1565820288214615e-18,9.403816149933388e-18,2.2789293038159237e-30,1.6899585251468474e-17,1.5837414851463631e-35,1.297894611858983e-32,4.0341495689977889e-27,1.1136464065143654e-17,9.7113647119215088e-20
