Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327),CH2O2(169)
5.36870911e-07,0.0016784093191612556,0.84210526299999999,0.0,0.0,0.0,0.052631578999989825,0.10526315799997987,2.2666445983631418e-16,1.0178254637992356e-14,9.9518367831998993e-15,8.7269007537454069e-28,7.8207380658295167e-21,4.1844733277345309e-20,3.402754840025851e-20,1.2721134361017944e-19,5.2866206166024347e-20,1.1128083855417477e-23,7.1347556367757758e-24,5.6215376662757798e-27,1.9489385296401226e-30,6.42822049394284e-28,1.9648712617186064e-28,1.2039275433097989e-45,5.5876609835529281e-25,1.4791419322533398e-27,1.1841417401079763e-23,6.8279895260977713e-42,8.6468292663414608e-34,9.1822832476719198e-51,1.6704242545902282e-54,7.9656750372553009e-35,7.8665333999308105e-28,6.8598771030799817e-30
9.999999999999997e-07,0.0016784093191612385,0.84210526299999999,0.0,0.0,0.0,0.052631578999981041,0.10526315799996233,2.5340925213445418e-16,1.895825729962532e-14,1.8705745078851449e-14,1.6403321864899612e-27,1.5837394809067886e-20,1.5228732750338678e-19,1.3647643841840033e-19,4.5641898216904936e-19,1.9226238598123869e-19,3.3328552660026908e-23,1.1188253761900625e-23,2.2689716089428306e-26,7.4477863047142441e-30,4.825701698053919e-27,1.187481209994427e-27,1.0237421890712067e-44,3.2705393263353163e-24,4.433821212509473e-27,2.8232637448202985e-23,4.1265346243265438e-41,1.0401770423530242e-32,5.5493670863074269e-50,2.787410889506983e-53,1.4976162396146435e-34,2.8539020679928472e-27,2.4886969211556349e-29
1.0737418230000002e-06,0.0016784093191612385,0.84210526299999999,0.0,0.0,0.0,0.052631578999979646,0.10526315799995954,2.5766769710512027e-16,2.0356255001759879e-14,2.0099587900277363e-14,1.7625601571135469e-27,1.7113848602735001e-20,1.6987257193850285e-19,1.527888836819375e-19,5.0883713509758707e-19,2.1445777094616319e-19,3.6863426802010553e-23,1.183367282188498e-23,2.5407400255910323e-26,8.3233414554585378e-30,5.4917215573285392e-27,1.3452724437108895e-27,1.167578185785644e-44,3.702321967813582e-24,4.9042806193605432e-27,3.0842532780147941e-23,4.6748641341633262e-41,1.1920315111902492e-32,6.2867610936226132e-50,3.204639588934688e-53,1.609240866579738e-34,3.1830601654172458e-27,2.7757336603806181e-29
2.1474836470000003e-06,0.0016784093191612045,0.84210526299999999,0.0,0.0,0.0,0.052631578999959287,0.10526315799991889,3.1967324376581078e-16,4.0711493287100373e-14,4.0395855138399851e-14,3.5423674048315308e-27,3.5780469005759535e-20,6.8495674881988868e-19,6.4938510523044576e-19,2.0352826402507506e-18,8.6352227701166348e-19,1.2821898784264852e-22,2.1326813951216757e-23,1.2286284038231291e-25,3.5636925261851881e-29,4.7013475841674531e-26,8.2150601063153873e-27,1.2408781442926803e-43,2.5570259054198594e-23,1.706572085851957e-26,7.1564080114820672e-23,2.854759279611585e-40,1.4694528125892791e-31,3.8390858241585524e-49,5.7731358440129297e-52,3.2359352444235726e-34,1.2752127453303413e-26,1.11202765816238e-28
4.294967295e-06,0.0016784093191611366,0.84210526299999999,0.0,0.0,0.0,0.052631578999918563,0.10526315799983758,4.4369360623338053e-16,8.1418923055786949e-14,8.099143972403492e-14,7.1022493685138626e-27,7.3233251080125313e-20,2.7540569104650296e-18,2.6821899727333789e-18,8.1406036406455673e-18,3.4624827884368846e-18,4.696568678074508e-22,4.0692372496440944e-23,6.5258580374201589e-25,1.5158656518574347e-28,4.0025046619855616e-25,4.4224536354151646e-26,1.4669187116392197e-42,1.857715984026155e-22,6.2524657426879168e-26,1.5430228722844776e-22,1.536816578777122e-39,1.6007183402035101e-30,2.0667207010644738e-48,1.0075595925383483e-50,6.4947138540534998e-34,5.0623297751321431e-26,4.4145188678846692e-28
8.589934591e-06,0.001678409319161,0.84210526299999999,0.0,0.0,0.0,0.052631578999837093,0.10526315799967492,6.9177172226188942e-16,1.6282161902197244e-13,1.6219483179223497e-13,1.4223085138356532e-26,1.4858548966766135e-19,1.1070434113691169e-17,1.0931046938218725e-17,3.2558203769525937e-17,1.3842271366737361e-17,1.7847183298441696e-21,8.0934078461118088e-23,3.8154892889673613e-24,6.353484427415936e-28,3.3613119754292638e-24,2.1290579905662982e-25,1.9211423272502874e-41,1.4033169412198891e-21,2.376243011773846e-25,3.2012677283935668e-22,7.3985436353315022e-39,1.5598229248147352e-29,9.9497412835315502e-48,1.7168411570973632e-49,1.303383744872177e-33,1.9844516824294113e-25,1.7305074508646873e-27
9.999999999999997e-06,0.0016784093191607272,0.84210526299999999,0.0,0.0,0.0,0.05263157899981033,0.10526315799962153,7.7324200629425032e-16,1.8953869211683351e-13,1.8886248333679499e-13,1.6561607731832428e-26,1.7361485773225559e-19,1.6573448240025385e-17,1.6418255490903627e-17,4.8586287798896125e-17,2.0624567715120378e-17,2.6281567297100796e-21,9.5129407252749518e-23,7.0986108410424278e-24,9.6219035832391737e-28,7.3799616954061393e-24,3.3362239235709523e-25,6.0925939205072153e-41,2.9538421877835686e-21,3.4993192982093567e-25,3.7459008220930497e-22,1.1593483316636411e-38,3.6066748777831094e-29,1.5591594557836819e-47,6.1650476205452371e-49,1.5194845869553101e-33,2.9085622020663598e-25,2.5363623647570798e-27
1.7179869183e-05,0.0016784093191607272,0.84210526299999999,0.0,0.0,0.0,0.052631578999674064,0.10526315799934956,1.1880780684518507e-15,3.2557854427503369e-13,3.2465068740568114e-13,2.846905982269275e-26,3.0106113596156937e-19,4.4594078550573492e-17,4.4358405881555801e-17,1.3019920153360212e-16,5.5159136275498974e-17,6.9228350732138566e-21,1.6741017031739924e-22,2.3815837648630162e-23,2.626426770637908e-27,2.7842402017373921e-23,9.4829554339157916e-25,2.7333081455083534e-40,1.0848914546987907e-20,9.2178772939373561e-25,6.5191015123135695e-22,3.2953569132588097e-38,1.4028978102499001e-28,4.4319175704529672e-47,2.8814734863905511e-48,2.6198418942049065e-33,7.6140124593937192e-25,6.639670498759483e-27
3.4359738367e-05,0.0016784093191601816,0.84210526299999999,0.0,0.0,0.0,0.052631578999347665,0.10526315799869844,2.1812955306252249e-15,6.5090000549871299e-13,6.4976010104281687e-13,5.6978345984954387e-26,6.1299425132025112e-19,1.8060814829312776e-16,1.8048211247808223e-16,5.20529047140952e-16,2.1868391132526112e-16,2.7067948464187592e-20,3.6394260566666875e-22,1.5031096573767595e-22,1.0790850354444788e-26,2.2900679929635627e-22,4.0483114563335454e-24,4.1278558486992377e-39,8.4712569075690946e-20,3.6042533905216269e-24,1.3158505137136858e-21,1.4068010030454191e-37,1.2049161916281571e-27,1.8924257493041185e-46,4.8257403047363277e-47,5.2873623904241452e-33,2.813288558943926e-24,2.4532805992891087e-26
5.1539607551000004e-05,0.0016784093191596354,0.84210526299999999,0.0,0.0,0.0,0.052631578999020906,0.10526315799804697,3.1751220073992994e-15,9.7603053147192042e-13,9.7506861110726212e-13,8.550509118405403e-26,9.3180824411627876e-19,3.8697037128625845e-16,3.8740280016226216e-16,1.1057324064255352e-15,4.6178482288723279e-16,5.6921710061430668e-20,5.8367168168652537e-22,4.0240696370508057e-22,2.3221602030117619e-26,6.6190684172073773e-22,8.8105626029502511e-24,1.5460904285358909e-38,2.4004187064695122e-19,7.579521425605593e-24,1.9801642535173299e-21,3.0616983174900115e-37,3.5219211433184913e-27,4.1195385323936139e-46,1.8523380859843428e-46,8.000325416227583e-33,5.6734083740386506e-24,4.9473996016645147e-26
6.8719476735e-05,0.0016784093191590885,0.84210526299999999,0.0,0.0,0.0,0.0526315789986938,0.10526315799739512,4.1695616771894901e-15,1.3009715536157512e-12,1.3005775897991418e-12,1.1404941575008848e-25,1.2574038982111663e-18,6.6504064124080488e-16,6.6662642901977288e-16,1.8856358544881428e-15,7.8316951879185938e-16,9.6326596816777261e-20,8.2622027309519357e-22,8.097379501981759e-22,4.0001278084799925e-26,1.4076157276727025e-21,1.5267301551254016e-23,4.3353995832687102e-38,5.0290015442359808e-19,1.2826616089824128e-23,2.6448538403167466e-21,5.3054355274648155e-37,7.5369216800426641e-27,7.1410592277642769e-46,5.3602585006096275e-46,1.0759032261899692e-32,9.2414781045156682e-24,8.0588743271705933e-26
9.999999999999998e-05,0.001678409319157993,0.84210526299999999,0.0,0.0,0.0,0.052631578998097506,0.10526315799620758,5.9814464638578667e-15,1.8922361679451569e-12,1.8936596057047052e-12,1.6605758346561571e-25,1.86360380193652e-18,1.3189407428686141e-15,1.3242076630978943e-15,3.6963454227400258e-15,1.5222481895599743e-15,1.8685245338612076e-19,1.3127087079065583e-21,1.9594571752794399e-21,7.9505044323763982e-26,3.614143151567541e-21,3.0511627663385039e-23,1.7833407944115437e-37,1.2653204364655478e-18,2.4880927466448508e-23,3.8558599099680701e-21,1.060288725714005e-36,1.946967845162505e-26,1.428617885704524e-45,2.3114265160235524e-45,1.5899050557486751e-32,1.6954611462103297e-23,1.4784981525021916e-25
0.00010307921510300001,0.001678409319157993,0.84210526299999999,0.0,0.0,0.0,0.052631578998038761,0.10526315799609064,6.1598928471372248e-15,1.9504131962899397e-12,1.9520702067572262e-12,1.7117968842663134e-25,1.9242102691349015e-18,1.3936116356842306e-15,1.3993512784710281e-15,3.9018577266268019e-15,1.6057445825505288e-15,1.9707438264856149e-19,1.3637293425397301e-21,2.1011152646766421e-21,8.4018549645939186e-26,3.8905911695462893e-21,3.2255715388921256e-23,1.9749768114818094e-37,1.3601813305748069e-18,2.6242068409946265e-23,3.9751229851007809e-21,1.1208963289573145e-36,2.0966946365179043e-26,1.5104254267445911e-45,2.5655308624079744e-45,1.6413197629385307e-32,1.7798789971899383e-23,1.5521133084676447e-25
0.000137438953471,0.001678409319156897,0.84210526299999999,0.0,0.0,0.0,0.052631578997382418,0.10526315799478481,8.1525127140670583e-15,2.5991695350298374e-12,2.6043111076071593e-12,2.2837557913663624e-25,2.6151555374821442e-18,2.3968723885801295e-15,2.4101590478246974e-15,6.6326340225267254e-15,2.7057812889284233e-15,3.3167546195612985e-19,1.9821143788879224e-21,4.1941727763092533e-21,1.446959928921049e-25,8.2191474582613111e-21,5.5735967711588709e-23,5.3296029911840788e-37,2.8233299615059958e-18,4.416542108234119e-23,5.3067951880153903e-21,1.93684258627423e-36,4.4462866932335797e-26,2.6131129563316818e-45,7.0966051770402084e-45,2.2251731068858763e-32,2.8350135273056677e-23,2.4722254896907302e-25
0.000171798691839,0.0016784093191557982,0.84210526299999999,0.0,0.0,0.0,0.05263157899672468,0.10526315799347753,1.0147611253105347e-14,3.2472006994681727e-12,3.2573624426384007e-12,2.8564253792361817e-25,3.3313380004892941e-18,3.7030701913085289e-15,3.7285038268497943e-15,1.0127864950362912e-14,4.0949465521222905e-15,5.0155371760242762e-19,2.6847720246934107e-21,7.203491494008941e-21,2.2374757178811116e-25,1.5100339182000695e-20,8.637627315343083e-23,1.2421581010194187e-36,5.1005643252012717e-18,6.6786278209329706e-23,6.6399872959502975e-21,3.001603044365629e-36,8.1905732147124826e-26,4.056801201780887e-45,1.6961016661876994e-44,2.8277826299736723e-32,4.0641367928701175e-23,3.5440615983494508e-25
0.00024051816857500002,0.0016784093191535958,0.84210526299999999,0.0,0.0,0.0,0.052631578995404826,0.10526315799085842,1.4145570827508664e-14,4.5411004950534115e-12,4.5660034060083452e-12,4.0039904189384133e-25,4.8369865667350998e-18,7.2989241434432208e-15,7.3692043345888945e-15,1.9452109660216972e-14,7.7065638012608629e-15,9.4298281229485796e-19,4.3329369301937867e-21,1.6168333973910977e-20,4.4150387759995181e-25,4.078511154154741e-20,1.7090480833881701e-22,4.7676243829339831e-36,1.3209315187228036e-17,1.2556670123681219e-22,9.3111365801176111e-21,5.9389972094438951e-36,2.2207097376403517e-25,8.0680483163564456e-45,6.7819487875831193e-44,4.0897896886973095e-32,6.8882699050321758e-23,6.0067990064516365e-25
0.000309237645311,0.001678409319151386,0.84210526299999999,0.0,0.0,0.0,0.05263157899407913,0.1052631579882332,1.8153968890238959e-14,5.8321822587706473e-12,5.8780578984598948e-12,5.1545488287710932e-25,6.4364350983598112e-18,1.2246099867530644e-14,1.239423226809711e-14,3.1864409577057e-14,1.2379179113127633e-14,1.5138695016822528e-18,6.2902878236841846e-21,2.9089538036185493e-20,7.412308513310677e-25,8.6195020436593221e-20,2.8738054639811209e-22,1.2804219444778419e-35,2.6928452791495681e-17,2.0158568199229902e-22,1.1988699765579285e-20,9.9865679227711091e-36,4.7032729364157063e-25,1.3656543328467713e-44,1.8868564922562855e-43,5.4289142654153677e-32,1.0118792111606527e-22,8.8239211355658682e-25
0.00037795712204700006,0.0016784093191491683,0.84210526299999999,0.0,0.0,0.0,0.052631578992747514,0.10526315798560172,2.2173014513054186e-14,7.1205183665111889e-12,7.193594576464115e-12,6.3081608145262639e-25,8.1247870578333038e-18,1.8612942692576414e-14,1.8880493355654784e-14,4.7354459822214355e-14,1.8049063561275346e-14,2.2064394502271814e-18,8.5382129885915765e-21,4.6027769202084777e-20,1.1270795130396692e-24,1.5736141366558544e-19,4.3742375985551026e-22,2.8433687876227592e-35,4.7557455824460415e-17,2.9380799119953863e-22,1.4672814827727713e-20,1.5200620965234679e-35,8.5983650383564466e-25,2.0962422524911956e-44,4.3291921983839457e-43,6.8465702625764667e-32,1.366593356473075e-22,1.1917145711567554e-24
0.0004466765987830001,0.0016784093191469433,0.84210526299999999,0.0,0.0,0.0,0.052631578991409904,0.10526315798296387,2.6202912239714588e-14,8.4061792130208887e-12,8.5126806071386571e-12,7.4648852759615195e-25,9.8973071804108406e-18,2.6466204785176314e-14,2.6903464666430083e-14,6.5912035598592161e-14,2.465458735513769e-14,3.0131743211807173e-18,1.1058713751247519e-20,6.702517301339492e-20,1.6031044493263069e-24,2.6077761387355449e-19,6.2261706169275647e-22,5.582062675630466e-35,7.6360246341950911e-17,4.0123248837489238e-22,1.7363617811537829e-20,2.163615371263839e-35,1.4263026910054681e-24,3.0151274302088959e-44,8.7637756112528191e-43,8.3441492215198173e-32,1.7479423836923209e-22,1.5242635260313811e-24
0.000584115552255,0.001678409319142471,0.84210526299999999,0.0,0.0,0.0,0.052631578988716475,0.1052631579776685,3.4295960649163034e-14,1.0969714350839727e-11,1.1161729477809988e-11,9.7878722210049194e-25,1.3678939790511077e-17,4.6859280716723184e-14,4.7818616369610978e-14,1.1219313557671581e-13,4.0465500940442099e-14,4.9438801069339946e-18,1.6856974683803373e-20,1.2132878117018522e-19,2.8394916921860179e-24,5.89896307577733e-19,1.1038437150343251e-21,1.669155653437974e-34,1.627669180237512e-16,6.58324599435931e-22,2.2765754031888158e-20,3.8358960434725521e-35,3.2305341992304563e-24,5.4921375904082591e-44,2.7677859181023646e-42,1.1584450048667505e-31,2.5843312646390024e-22,2.2536222718914325e-24
0.0007215545057270001,0.0016784093191379687,0.84210526299999999,0.0,0.0,0.0,0.052631578985998295,0.1052631579723461,4.2434564275787698e-14,1.3523285788463528e-11,1.3825680678283457e-11,1.2123927221918195e-24,1.7748390343203171e-17,7.3898632414014637e-14,7.5681253427673765e-14,1.7062930301854187e-13,5.9383325528151877e-14,7.2537017813519028e-18,2.3559905610370245e-20,1.9228604283987796e-19,4.4791469144929562e-24,1.1301761146850007e-18,1.7422839221978147e-21,3.9651933812996011e-34,2.9503844434494755e-16,9.6589974340482252e-22,2.8196080462090509e-20,6.0545018125696507e-35,6.1944149774726667e-24,8.976522734970935e-44,6.9168603540285681e-42,1.5160089913908068e-31,3.5115238090021662e-22,3.0621648132055604e-24
0.000996432412671,0.0016784093191288738,0.84210526299999999,0.0,0.0,0.0,0.052631578980485823,0.10526315796161688,5.8853378009261411e-14,1.8602235450706799e-11,1.9199912241442376e-11,1.6836663896712888e-24,2.6642486582355795e-17,1.495317547797476e-13,1.5414181448624662e-13,3.2365471938580244e-13,1.0513249978871986e-13,1.2839025713879947e-17,3.9268852836719388e-20,3.8531138378111534e-19,9.0664378062308589e-24,3.1120030778561369e-18,3.5291241697952776e-21,1.5135477955255483e-33,7.2704417708925128e-16,1.7096399743181262e-21,3.9144628967381704e-20,1.2263856591496535e-34,1.7073933772192746e-23,1.9934609061667597e-43,2.8505182931030652e-41,2.3355390253994268e-31,5.6517777303787113e-22,4.9285369655354775e-24
0.0009999999999999998,0.0016784093191212492,0.84210526299999999,0.0,0.0,0.0,0.052631578980413596,0.10526315796147687,5.9067745348008667e-14,1.866791721335882e-11,1.927007913008964e-11,1.6898194194701013e-24,2.6763901260641536e-17,1.5071197895446223e-13,1.5537084089461994e-13,3.2595571676393138e-13,1.0578732390101756e-13,1.2918967292050566e-17,3.9490496906516816e-20,3.8827263704806428e-19,9.1380277246656525e-24,3.1473931773558274e-18,3.5570144850377823e-21,1.5365300706200191e-33,7.3429671776749003e-16,1.7202849748257586e-21,3.9287518340260382e-20,1.2360776901242614e-34,1.7268267510642459e-23,2.0120637461983697e-43,2.8966073775333343e-41,2.3471128246792796e-31,5.6820982171442367e-22,4.95497743205165e-24
0.0012241160922090274,0.0016784093191212492,0.84210526299999999,0.0,0.0,0.0,0.052631578975840955,0.10526315795264093,7.2601426250128403e-14,2.2782509822094333e-11,2.3699927969437877e-11,2.0782788829258296e-24,3.4658674610372265e-17,2.3565578255381226e-13,2.4411119356924563e-13,4.8655871246114832e-13,1.495440407894082e-13,1.8260731189575557e-17,5.4175959130859465e-20,5.9822206138236074e-19,1.429091993107967e-23,5.977043845641445e-18,5.5647249863285899e-21,3.5848824148490994e-33,1.2854727088627066e-15,2.4315929826253468e-21,4.830566775358868e-20,1.9337686104336119e-34,3.2809448908211449e-23,3.46058616234535e-43,7.118741176583557e-41,3.1237041454468211e-31,7.7197316369452068e-22,6.731861115520086e-24
0.0014517997717470549,0.0016784093191135414,0.84210526299999999,0.0,0.0,0.0,0.052631578971122951,0.10526315794358153,8.6488037711520805e-14,2.6940096116829826e-11,2.8245287252540554e-11,2.4768676142354317e-24,4.3175603388724314e-17,3.4445474690699956e-13,3.5842684309068486e-13,6.8187947981992076e-13,1.9872623010618816e-13,2.4264692077864242e-17,7.0469114889351545e-20,8.6072839155901863e-19,2.0891722570455476e-23,1.0302135929851523e-17,8.1370045469179153e-21,7.3429006476788139e-33,2.0508479956640806e-15,3.231079112547685e-21,5.7553182928166475e-20,2.827653308506869e-34,5.6570778329863189e-23,5.6431836462033739e-43,1.522931835289539e-40,4.0146790851512979e-31,1.0068993040493446e-21,8.7804946997566345e-24
0.0016794834512850823,0.0016784093191057508,0.84210526299999999,0.0,0.0,0.0,0.052631578966330424,0.10526315793443632,1.005165759828663e-13,3.1076151968680473e-11,3.2837094043342199e-11,2.8795293907009683e-24,5.2128097317820253e-17,4.7703615256880157e-13,4.9847940209108287e-13,9.0930940545295246e-13,2.5183466578471004e-13,3.0747902578228226e-17,8.790181532150192e-20,1.1743378463702781e-18,2.8936230608310247e-23,1.6434450115189645e-17,1.1272261276793818e-20,1.3622410289635728e-32,3.0426162882578946e-15,4.0943821404134589e-21,6.6889438200017816e-20,3.917180534547611e-34,9.0267710515672309e-23,8.8172034953976235e-43,2.9361180967848208e-40,5.0118052035944326e-31,1.2710926397193585e-21,1.108434789960749e-23
0.0019071671308231097,0.0016784093190978769,0.84210526299999999,0.0,0.0,0.0,0.052631578961462158,0.10526315792520326,1.1468985038474892e-13,3.5191644065430551e-11,3.7476270211998819e-11,3.2863450523671448e-24,6.1465474629605244e-17,6.3432853208119327e-13,6.6547426031115421e-13,1.1685513420023017e-12,3.0821405309248537e-13,3.7630427278119414e-17,1.0628279687632169e-19,1.5406054361378235e-18,3.8480973698553381e-23,2.4737455477469272e-17,1.4992555992959105e-20,2.3422228502827594e-32,4.2766310269170827e-15,5.0108578932334419e-21,7.6316323511618952e-20,5.2100188376796577e-34,1.3589978453960299e-22,1.331748627226575e-42,5.219605686238636e-40,6.1181793749402186e-31,1.5653590903226222e-21,1.3650448600489144e-23
0.0021348508103611373,0.0016784093190899195,0.84210526299999999,0.0,0.0,0.0,0.052631578956517051,0.10526315791588062,1.2901026431339689e-13,3.9287398652169969e-11,4.2163604276958092e-11,3.69738374548657e-24,7.1147710350800504e-17,8.1712949524055723e-13,8.6048098317907278e-13,1.4593164161339254e-12,3.6734811410468648e-13,4.484929032817653e-17,1.2546140505193348e-19,1.9611260180075443e-18,4.9574539569814775e-23,3.5588000402185367e-17,1.9316849202131135e-20,3.7916290362950241e-32,5.7661116576786567e-15,5.9721205317423681e-21,8.5835455592767834e-20,6.7127597632553957e-34,1.9554021867341245e-22,1.9544051482783156e-42,8.6965985220023265e-40,7.3367964219802044e-31,1.8904552716713916e-21,1.648539474233715e-23
0.002362534489899165,0.0016784093190818782,0.84210526299999999,0.0,0.0,0.0,0.052631578951494125,0.1052631579064668,1.4347995398439525e-13,4.3364149100996986e-11,4.6899796983747303e-11,4.1127069193856838e-24,8.1141804469512568e-17,1.0261505532182138e-12,1.0844793952861484e-12,1.7813218340964456e-12,4.2881218678635969e-13,5.2352692753201343e-17,1.4531374781540306e-19,2.4375330814559436e-18,6.2260293413124667e-23,4.9372346534499331e-17,2.426206267564382e-20,5.8538909755640513e-32,7.522543810088299e-15,6.9712725281158072e-21,9.5448271591222958e-20,8.4312869325403294e-34,2.7131407373763104e-22,2.7996244734861843e-42,1.3773124432335469e-39,8.6706610805710353e-31,2.2471991799019499e-21,1.9596319521798049e-23
0.0025902181694371926,0.001678409319073753,0.84210526299999999,0.0,0.0,0.0,0.052631578946392477,0.10526315789696043,1.5810073003054021e-13,4.7422514879183693e-11,5.1685442117674304e-11,4.5323666439037139e-24,9.1423348665235432e-17,1.2619984370328917e-12,1.3383395448427955e-12,2.1342931359814983e-12,4.9229362062087089e-13,6.0102500660454329e-17,1.6574865333130011e-19,2.9715069559010823e-18,7.6575246614609886e-23,6.6489524626898641e-17,2.9842637789060433e-20,8.6886479850485484e-32,9.5552987416026529e-15,8.0032359957529039e-21,1.0515598951135486e-19,1.0370622336531046e-33,3.6541674034109836e-22,3.9232210842901608e-42,2.0904731939508826e-39,1.0122590662528191e-30,2.6364139098732583e-21,2.2990400598065213e-23
0.0028179018489752202,0.001678409319065543,0.84210526299999999,0.0,0.0,0.0,0.052631578941211246,0.10526315788736029,1.7287421744162323e-13,5.1463049942201943e-11,5.6521072475753512e-11,4.9564096407342791e-24,1.0197285716158603e-16,1.5252202367767806e-12,1.6228685580683394e-12,2.5179613298891959e-12,5.5754391287274584e-13,6.8068406006103602e-17,1.8669368814953938e-19,3.5647561626820363e-18,9.2552791521252225e-23,8.7346836972873721e-17,3.6071603116389292e-20,1.2477777922629336e-31,1.1872540913178766e-14,9.0639751371819325e-21,1.149597023570361e-19,1.2535297434400979e-33,4.8008917328495977e-22,5.3899515129868261e-42,3.0621361431574623e-39,1.1695474437247249e-30,3.0589171681552057e-21,2.6674768642670539e-23
0.003045585528513248,0.0016784093190572488,0.84210526299999999,0.0,0.0,0.0,0.052631578935949663,0.10526315787766523,1.8780188187893771e-13,5.5486251160692185e-11,6.1407168510145217e-11,5.3848780413804236e-24,1.127751054292048e-16,1.8163120107076352e-12,1.9388190647549249e-12,2.9320631973502676e-12,6.2437004827318608e-13,7.6226870098578134e-17,2.0809262731643573e-19,4.2190217353398207e-18,1.1022322425937488e-22,1.1236020401680834e-16,4.2960778550936261e-20,1.7436051342375579e-31,1.4481397142726113e-14,1.0150355561106237e-20,1.2486039573348371e-19,1.4929424303156054e-33,6.1761980668979227e-22,7.2775544332055822e-42,4.3560634397241712e-39,1.3392326935057219e-30,3.5155066310339462e-21,3.0656379656451974e-23
0.0035009528875893027,0.0016784093190404046,0.84210526299999999,0.0,0.0,0.0,0.052631578925182353,0.10526315785798593,2.1812521549300195e-13,6.348249554912351e-11,7.1332551613453835e-11,6.2552483729059021e-24,1.3508752701741443e-16,2.4839659166302776e-12,2.6678594208077081e-12,3.8505349029424827e-12,7.6211563968506221e-13,9.3044137906686355e-17,2.5206758716631043e-19,5.7177459930453351e-18,1.5075644478224917e-22,1.7654805269912842e-16,5.8764114023297304e-20,3.1825939914322139e-31,2.0599914495426341e-14,1.2389742195781106e-20,1.4495640411866322e-19,2.0421467017152925e-33,9.705707180173042e-22,1.2668246085976593e-41,8.2004855647440572e-39,1.7169544406183307e-30,4.5342188131349383e-21,3.953988655683754e-23
0.003910783510757752,0.001678409319024953,0.84210526299999999,0.0,0.0,0.0,0.052631578915209525,0.10526315783993945,2.4595644097938157e-13,7.0624167508195708e-11,8.044222944187577e-11,7.0540884007348185e-24,1.5592834151957623e-16,3.1845844920590567e-12,3.4383938003871201e-12,4.778689194996851e-12,8.9016380628655134e-13,1.0867822775972478e-16,2.9281565569052424e-19,7.293453768002451e-18,1.9329592106146155e-22,2.5283252337415407e-16,7.5350326665927517e-20,5.1389473763282984e-31,2.7163862820085759e-14,1.4471577680637195e-20,1.6338318295338636e-19,2.6185674294884015e-33,1.3900711179655894e-21,1.9922848089271412e-41,1.3554499663001602e-38,2.1022487456752039e-30,5.5758612995944559e-21,4.8623353289426945e-23
0.004320614133926202,0.0016784093190092232,0.84210526299999999,0.0,0.0,0.0,0.052631578904965108,0.10526315782156989,2.7430624780578566e-13,7.7716014507285963e-11,8.9721657213212558e-11,7.8678140320007941e-24,1.7745358214172477e-16,3.9820246899322526e-12,4.3211305209642392e-12,5.8015500546958131e-12,1.0216459634975526e-12,1.2473239894863463e-16,3.3454847936079043e-19,9.0954824578535985e-18,2.4171930117442173e-22,3.493402928028946e-16,9.4231249285701971e-20,7.9199789895875201e-31,3.4758956088484275e-14,1.6609352028512409e-20,1.8213697950222567e-19,3.274747823753783e-33,1.9208162164479269e-21,3.0201804634405509e-41,2.1318402062455172e-38,2.532385064708439e-30,6.7408944248978769e-21,5.8782827171898615e-23
0.004730444757094651,0.0016784093189932123,0.84210526299999999,0.0,0.0,0.0,0.05263157889444519,0.10526315780287197,3.0318084376083959e-13,8.4760043933782692e-11,9.9172868074700658e-11,8.6966035561476033e-24,1.996393537467646e-16,4.8784385384967413e-12,5.3196300979639681e-12,6.9177302762837871e-12,1.1562789741888064e-12,1.4117216403331391e-16,3.7718426377760703e-19,1.1135247142188087e-17,2.9615839330211722e-22,4.6871702855303089e-16,1.1545829450175908e-19,1.174275887896353e-30,4.3411381064529824e-14,1.8798473009190487e-20,2.01221961036529e-19,4.0124787135792521e-33,2.5773650567455854e-21,4.4329506441331218e-41,3.2171092472954116e-38,3.0090991256642531e-30,8.0342933800719354e-21,7.0061693514248057e-23
0.0051402753802631,0.0016784093189769194,0.84210526299999999,0.0,0.0,0.0,0.052631578883645856,0.10526315778384057,3.32586223322441e-13,9.1758162096842881e-11,1.0879782504649918e-10,9.540629113091162e-24,2.2246859056484374e-16,5.8759135228208708e-12,6.4373669759591453e-12,8.1258796653294758e-12,1.2938674696760226e-12,1.5797374435954104e-16,4.2066685068646353e-19,1.3424481765245944e-17,3.567410799975755e-22,6.1366464023644907e-16,1.3908134262558136e-19,1.6868657364663918e-30,5.3145864148850681e-14,2.1035774371725422e-20,2.2064214968059579e-19,4.8334984050906392e-33,3.3745869743722728e-21,6.3320001269395126e-41,4.6948134979875168e-38,3.5343925435489831e-30,9.4612044496762021e-21,8.250482961862178e-23
