Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207)
3.374404655415906e-19,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999999965794,9.5,1.4487360949688138e-14,1.4689330093904834e-13,1.4689330102796983e-13,1.3843551574040566e-22,1.3821573192665458e-22,3.388429197505974e-14,5.4759076383003498e-21,8.9141270810284606e-23,7.9416951431757431e-33,1.8321981816918195e-37,1.5116356659506902e-37,7.1749565324446336e-21,2.9215147789616359e-25,1.01582391963232e-32,1.2262894740325895e-37
6.751741026431652e-19,0.23071211430258376,76.950000000000003,0.0,0.0,0.0,0.99999999999931544,9.5,2.8987308659525648e-14,2.9391422375295674e-13,2.9391422410799711e-13,5.5410283445835369e-22,5.5234583201520781e-22,6.7797997110245735e-14,2.1917894019435858e-20,3.5679733603660746e-22,6.3365261956610569e-32,1.4668726201890719e-36,1.2105698992677813e-36,2.8718515223349473e-20,1.1693672787591275e-24,8.0507693290260076e-32,9.8174169550521531e-37
1.3506413768463143e-18,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999999863054,9.5,5.7987204079154378e-14,5.8795606802231957e-13,5.8795606943595326e-13,2.2171330752424219e-21,2.2031132241415337e-21,1.356253298196753e-13,8.7700068150801022e-20,1.4276536455865873e-21,5.0368201841056897e-31,1.1739439405448448e-35,9.6900319402179589e-36,1.1491139340505451e-19,4.6789922740816006e-24,6.315585606033307e-31,7.8563487976148445e-36
2.7015759252526125e-18,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999999726075,9.5,1.1598699491822661e-13,1.1760397511634531e-12,1.1760397567634723e-12,8.8699758916962933e-21,8.7584543795964726e-21,2.7127968499547447e-13,3.5085692093632477e-19,5.7115406253968245e-21,3.9763545825329688e-30,9.3933356655287454e-35,7.7548947773810346e-35,4.597197986354782e-19,1.8719015774659914e-23,4.8607284894093959e-30,6.285363142241734e-35
5.4034450220652096e-18,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999999452105,9.5,2.3198657659563024e-13,2.3522070961388401e-12,2.3522071181049371e-12,3.5482790236589974e-20,3.4600894307486951e-20,5.42587154380509e-13,1.4035382369808932e-18,2.2847993186120125e-20,3.09845414067423e-29,7.5153828771931751e-34,6.2061505124638704e-34,1.8390240499182686e-18,7.4882156306696275e-23,3.6124781563604399e-29,5.0273131489246665e-34
1.0807183215690404e-17,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999998904177,9.5,4.6398573994747424e-13,4.7045417030333071e-12,4.7045417875335774e-12,1.4193692876109903e-19,1.35041737659512e-19,1.0851971293297317e-12,5.6143520501990877e-18,9.1395462029781853e-20,2.3557622516104781e-28,6.0125930345339356e-33,4.9675516541633553e-33,7.3563570788335818e-18,2.9954080752714124e-22,2.5283789977813693e-28,4.0197155962668644e-33
2.1614659602940792e-17,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.9999999999780832,9.5,9.2798406663930889e-13,9.4092106005464364e-12,9.409210913373746e-12,5.6775920513922467e-19,5.1499906623285459e-19,2.1703972243080595e-12,2.2457630317850625e-17,3.6558744981584299e-19,1.7136627490591319e-27,4.8101906919896073e-32,3.9778681576084868e-32,2.9425719350252711e-17,1.1981875603796304e-21,1.6145429962712842e-27,3.2121335737911254e-32
4.322961237744157e-17,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999995616606,9.5,1.8559807199755648e-12,1.8818547238775388e-11,1.8818548312985949e-11,2.2710594362219227e-18,1.8829200015078553e-18,4.3407179974902772e-12,8.9829556796709922e-17,1.4623499953186925e-18,1.1590131518025821e-26,3.8482015709151509e-31,3.1882468976149551e-31,1.1770161367206049e-16,4.7927986467078624e-21,9.1668603852696727e-27,2.5638127427585804e-31
6.484456515194234e-17,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999993424893,9.5,2.7839773732644072e-12,2.8227882812139872e-11,2.8227884860530327e-11,4.8260150274121407e-18,3.766924009024173e-18,6.510959356803979e-12,1.9088562064292359e-16,3.1074814864302081e-18,3.026064182450994e-26,1.1003491491806281e-30,9.4735265703306373e-31,2.5011306275655036e-16,1.0184727110177244e-20,2.204758725408966e-26,7.3212177489563749e-31
1.0807447070094389e-16,0.23071211430258376,76.950000000000003,0.0,0.0,0.0,0.99999999989041466,9.5,4.6399706796524407e-12,4.7046550241714099e-11,4.7046554547350338e-11,1.3342545111239864e-17,9.0570380651476006e-18,1.0851124443203027e-11,5.2772443791674379e-16,8.5911433252514707e-18,1.1100103737057346e-25,5.056823225631629e-30,4.4505855282231153e-30,6.9146526079144002e-16,2.8157852125154586e-20,7.0274654386374341e-26,3.351170000013677e-30
1.469813856950453e-16,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999985096377,9.5,6.3103646552484764e-12,6.3983348222316967e-11,6.398335451243983e-11,2.3759138016198179e-17,1.4751145603544373e-17,1.4757016468239492e-11,9.3969861768092241e-16,1.529811537683447e-17,2.2214526296088836e-25,1.1382885881382495e-29,1.0284919881491338e-29,1.2312656057890907e-15,5.0140839824693318e-20,1.3208514028699781e-25,7.5267826451955625e-30
1.8588830068914668e-16,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999981151289,9.5,7.9807586306823613e-12,8.0920143600953347e-11,8.0920151563486025e-11,3.708836360181892e-17,2.1170592650492075e-17,1.8662636957683783e-11,1.4668471663148778e-15,2.388030380418134e-17,3.7625416454640724e-25,2.1514436323371136e-29,1.9832572445878973e-29,1.9219762920298835e-15,7.8270602587425163e-20,2.134659933140105e-25,1.4193190474428012e-29
2.2479521568324806e-16,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.999999999772062,9.5,9.651152605963074e-12,9.7856936680843535e-11,9.7856945861911276e-11,5.3168877659944163e-17,2.8116167556983165e-17,2.2568000969544566e-11,2.1027830881682256e-15,3.423377810955604e-17,5.7196133657590274e-25,3.5960627173602542e-29,3.3765263585499966e-29,2.7552285851981984e-15,1.1220664512612455e-19,3.1335395669660214e-25,2.3672277281174835e-29
3.0260904567145087e-16,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999969316034,9.5,1.2991940556175203e-11,1.317305179408549e-10,1.3173052818146542e-10,9.1604163430039005e-17,4.286482089373652e-17,3.0378144148683916e-11,3.6227222482057755e-15,5.8979953574106828e-17,1.059920081092298e-24,7.6772080204284098e-29,7.4800808054905014e-29,4.7467701022905535e-15,1.9331984257118988e-19,5.5535512951233815e-25,5.036150457617176e-29
3.8042287565965363e-16,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999961425867,9.5,1.6332728505821149e-11,1.6560409158561383e-10,1.6560410032622723e-10,1.4020931614740291e-16,5.8676869109240497e-17,3.8187339421899337e-11,5.5447245987374225e-15,9.0273061320000757e-17,1.7055446330294198e-24,1.396021001758285e-28,1.4038197293126684e-28,7.2651258218406907e-15,2.9589540763444981e-19,8.6580342825985896e-25,9.1276116182900841e-29
4.582367056478564e-16,0.23071211430258376,76.950000000000003,0.0,0.0,0.0,0.99999999953535701,9.5,1.9673516454862517e-11,1.9947765755297521e-10,1.994776616060762e-10,1.9967412225463396e-16,7.5170438506468449e-17,4.5995522609562456e-11,7.8960125312148709e-15,1.2855678603096764e-16,2.5207728453440762e-24,2.3092979563438481e-28,2.3800248210823463e-28,1.0345964620738019e-14,4.2138907924643e-19,1.2493415221079722e-24,1.5048524588358243e-28
6.13864365624262e-16,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999937755379,9.5,2.6355092351097451e-11,2.6722476734898781e-10,2.6722475095888705e-10,3.5179454678223697e-16,1.0891687761917203e-16,6.1608796433955839e-11,1.3910322887077604e-14,2.264875708826045e-16,4.671357974661835e-24,5.3268532567674256e-28,5.6856287455349022e-28,1.822637791983498e-14,7.4242213010270562e-19,2.23978070552043e-24,3.4425782442383851e-28
7.694920256006675e-16,0.23071211430258376,76.950000000000003,0.0,0.0,0.0,0.99999999921975069,9.5,3.3036668244876318e-11,3.3497184815802672e-10,3.3497179617395118e-10,5.4803135188385507e-16,1.4323559576201867e-16,7.7217960413954541e-11,2.1667862299218482e-14,3.5281168460755585e-16,7.5133397324048036e-24,1.0233036565599187e-27,1.115078098183801e-27,2.8390904380076788e-14,1.1565582834241092e-18,3.5270838984459682e-24,6.5621940030244638e-28
1.0807473455534788e-15,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999890414459,9.5,4.6399820025060964e-11,4.7046592428761828e-10,4.7046575410338237e-10,1.0729415180494978e-15,2.1207920261684771e-16,1.0842395622898308e-10,4.241373610385325e-14,6.9067808792669542e-16,1.527314844344963e-23,2.814675467465134e-27,3.148722137599233e-27,5.5573748324316808e-14,2.2643254582948744e-18,6.9926807316262778e-24,1.7730477336008368e-27
1.703257985459101e-15,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999827293351,9.4999999999999964,7.3126123555936847e-11,7.4145373541300957e-10,7.4145313994380051e-10,2.6525237214671449e-15,3.4987691474033296e-16,1.7078665333160015e-10,1.0481421996484092e-13,1.7071776191629623e-15,3.9095898943417447e-23,1.1200427021050297e-26,1.2934299483020402e-26,1.3733567509923714e-13,5.5978792646602933e-18,1.7486728053480131e-23,6.7865905854794956e-27
2.3257686253647233e-15,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999764172376,9.4999999999999893,9.9852427047487129e-11,1.0124410920275514e-09,1.0124398190785625e-09,4.9384694740834525e-15,4.8763182845160603e-16,2.3308366996233086e-10,1.9507369212010392e-13,3.1778886978029521e-15,7.3989642822585182e-23,2.8055645338244583e-26,3.3012228921128156e-26,2.5560059704786614e-13,1.042216524745248e-17,3.2729740443124288e-23,1.6491864066795641e-26
3.570789905175968e-15,0.23071211430258373,76.950000000000003,0.0,0.0,0.0,0.99999999637930814,9.4999999999999805,1.5330503391260907e-10,1.5544144428393561e-09,1.5544110572351926e-09,1.1629447539144176e-14,7.6305184978556513e-16,3.5748101407108689e-10,4.5902018558044035e-13,7.4807916254457462e-15,1.7698997769401336e-22,1.0269243183773233e-25,1.2514264357748765e-25,6.0144365046317459e-13,2.4542994268955635e-17,7.7450596252662575e-23,5.6317690851548338e-26
4.691309057006088e-15,0.23071211430258365,76.950000000000003,0.0,0.0,0.0,0.99999999524313865,9.4999999999999662,2.0141237995672337e-10,2.0421889062508596e-09,2.0421827546783488e-09,2.0067055591331839e-14,1.0109146949415715e-15,4.6921467704951783e-10,7.915611313908112e-13,1.2904568558990064e-14,3.0755245770856541e-22,2.28717712719403e-25,2.8476496872813315e-25,1.0371644459349505e-12,4.2350102601626005e-17,1.3391741536915134e-22,1.1953512566844116e-25
5.811828208836208e-15,0.23071211430258365,76.950000000000003,0.0,0.0,0.0,0.99999999410697316,9.4999999999999485,2.4951972587342089e-10,2.5299619004641716e-09,2.5299521624729289e-09,3.07932037857206e-14,1.258779724632789e-15,5.8073661381387276e-10,1.213907736795014e-12,1.979643308576622e-14,4.7398368023121755e-22,4.2951041621462788e-25,5.4507447390328124e-25,1.5905555431895955e-12,6.4987229985754863e-17,2.0573368288347856e-22,2.1425883509507077e-25
6.9323473606663275e-15,0.23071211430258357,76.950000000000003,0.0,0.0,0.0,0.99999999297081221,9.4999999999999272,2.9762707166270185e-10,3.0177334267466935e-09,3.0177192806600259e-09,4.380785103125975e-14,1.5066462219273347e-15,6.9204720633165601e-10,1.7258979865890268e-12,2.8155118524077018e-14,6.7628300136530894e-22,7.2183436732290055e-25,9.3168745964490963e-25,2.2614046574264299e-12,9.2454364403551003e-17,2.9288615512713599e-22,3.4447782894586022e-25
8.052866512496447e-15,0.2307121143025835,76.950000000000003,0.0,0.0,0.0,0.99999999183465538,9.4999999999999023,3.4573441732456645e-10,3.5055034864204276e-09,3.5054841092829809e-09,5.9110953991643052e-14,1.7545116203040989e-15,8.0314685205700203e-10,2.3273632967649166e-12,3.7979305442010496e-14,9.1444974180742156e-22,1.1231645372089631e-24,1.4720846726114412e-24,3.049490896891878e-12,1.2475149226714493e-16,3.9536103690685648e-22,5.1355949553428637e-25
1.0293904816156687e-14,0.23071211430258334,76.950000000000003,0.0,0.0,0.0,0.99999998956235436,9.4999999999998401,4.4194910826604722e-10,4.4810392106704031e-09,4.4810068979931699e-09,9.6582370366448855e-14,2.2502395123178218e-15,1.0247147256263713e-09,3.7981157328571539e-12,6.2019454469627344e-14,1.4983830248152181e-21,2.3155645940088874e-24,3.1160753410915804e-24,4.9765841756762454e-12,2.0383567712655918e-16,6.4622858288688206e-22,9.7711413266169297e-25
1.2534943119816927e-14,0.2307121143025831,76.950000000000003,0.0,0.0,0.0,0.99999998729007022,9.4999999999997637,5.3816379869786469e-10,5.4565690837402104e-09,5.456520528952438e-09,1.4320710400083785e-13,2.7459646308917277e-15,1.2454433989265473e-09,5.6248228323282938e-12,9.1906352858027734e-14,2.2257780608198964e-21,4.1464273617365763e-24,5.7062660582784478e-24,7.3700767090127711e-12,3.0223967077530233e-16,9.5822625354189576e-22,1.6221045478571781e-24
1.4775981423477168e-14,0.23071211430258293,76.950000000000003,0.0,0.0,0.0,0.99999998501780285,9.4999999999996732,6.3437848862002061e-10,6.432093116725865e-09,6.4320250025295363e-09,1.9898478617429301e-13,3.2416864732787902e-15,1.4653362010338273e-09,7.8060725353309756e-12,1.2762890512825989e-13,3.0966290707426134e-21,6.7632945053966915e-24,9.4910681036412061e-24,1.0228118307315483e-11,4.1996335247132778e-16,1.3312380411606493e-21,2.4601049273341643e-24
1.7017019727137408e-14,0.2307121143025826,76.950000000000003,0.0,0.0,0.0,0.99999998274555213,9.4999999999995648,7.3059317803251644e-10,7.4076113205028835e-09,7.407520319087039e-09,2.6391505435137894e-13,3.7374059638374486e-15,1.6843963876212891e-09,1.0340483916702161e-11,1.6917623487281906e-13,4.1109303725803898e-21,1.0311154666274463e-23,1.4720150051586604e-23,1.3548899576060182e-11,5.5700660313583656e-16,1.765150228512278e-21,3.4966614518455086e-24
1.9258058030797648e-14,0.23071211430258232,76.950000000000003,0.0,0.0,0.0,0.99999998047331795,9.499999999999444,8.2680786693535403e-10,8.3831237056197768e-09,8.3830064789773653e-09,3.3799755614168647e-13,4.2331217463521401e-15,1.9026271082785915e-09,1.3226721047584132e-11,2.1653779496771267e-13,5.2686764431023771e-21,1.4930965784976082e-23,2.1639039353663855e-23,1.7330670078348065e-11,7.1336930712179358e-16,2.2598525411579978e-21,4.7340970970747163e-24
2.1499096334457888e-14,0.2307121143025819,76.950000000000003,0.0,0.0,0.0,0.99999997820110054,9.4999999999993054,9.2302255532853483e-10,9.3586302824660731e-09,9.3584834825483209e-09,4.2123194377447077e-13,4.7288350838995365e-15,2.1200314589827739e-09,1.6463470739430237e-11,2.6970319465953323e-13,6.5698618317866809e-21,2.076193180215133e-23,3.0490705103286983e-23,2.157170917338761e-11,8.8905135069289723e-16,2.8152363395765614e-21,6.1739580227005374e-24
2.3740134638118128e-14,0.23071211430258157,76.950000000000003,0.0,0.0,0.0,0.99999997592889944,9.4999999999991545,1.0192372432120606e-09,1.0334131061472783e-08,1.0333951330149451e-08,5.1361786773070444e-13,5.224545091537554e-15,2.33661254231744e-09,2.0049417001454805e-11,3.286620038485584e-13,8.0144810604148182e-21,2.7944034244913861e-23,4.1519295596894003e-23,2.6270292548677871e-11,1.0840526198683114e-15,3.4311925728651754e-21,7.8177901548373031e-24
2.5981172941778367e-14,0.23071211430258107,76.950000000000003,0.0,0.0,0.0,0.999999973656715,9.4999999999989893,1.1154519305859326e-09,1.1309626053176531e-08,1.1309410022134411e-08,6.1515497439736369e-13,5.7202531278217247e-15,2.5523734880912662e-09,2.398323229509612e-11,3.9340368458635457e-13,9.6025285869776124e-21,3.6618939488620307e-23,5.4972006554100534e-23,3.1424680760932202e-11,1.2983729995167774e-15,4.1076110625191541e-21,9.6668721615321468e-24
3.046324954909885e-14,0.2307121143025801,76.950000000000003,0.0,0.0,0.0,0.99999996911239519,9.4999999999986091,1.3078813038047223e-09,1.3260598716566876e-08,1.3260299940665199e-08,8.4568132658397044e-13,6.7116586175177546e-15,2.9814473732337472e-09,3.2889207734931082e-11,5.4019377376558612e-13,1.3208886445192769e-20,5.901193441404474e-23,9.0138253429627427e-23,4.3093976701112656e-11,1.7849706321031523e-15,5.6413968660295942e-21,1.3981660993767948e-23
3.449711849568728e-14,0.230712114302579,76.950000000000003,0.0,0.0,0.0,0.99999996502256283,9.4999999999982165,1.4810677379586336e-09,1.5016454426176855e-08,1.5016069558677619e-08,1.0844485467149833e-12,7.6039138401216623e-15,3.3648400920347153e-09,4.2081109479412582e-11,6.9197714321578462e-13,1.6945077786122781e-20,8.5690785742325947e-23,1.3256300448425364e-22,5.5137915342382264e-11,2.2889787095860581e-15,7.2274858136059748e-21,1.8567685140113263e-23
3.853098744227571e-14,0.23071211430257788,76.950000000000003,0.0,0.0,0.0,0.99999996093278298,9.4999999999977796,1.6542541704612919e-09,1.6772291547556461e-08,1.6771809517981629e-08,1.352860111313775e-12,8.4961604300364678e-15,3.745623576220134e-09,5.2379742522625291e-11,8.6233438800545706e-13,2.1145890805064384e-20,1.1940682195237926e-22,1.866919459227425e-22,6.8631978697376424e-11,2.8555789266046858e-15,9.0077721254162366e-21,2.3817645216847147e-23
4.256485638886414e-14,0.23071211430257654,76.950000000000003,0.0,0.0,0.0,0.99999995684305487,9.4999999999972893,1.8274406013127061e-09,1.8528110141227171e-08,1.8527519820631497e-08,1.6509139663066835e-12,9.3883962868224619e-15,4.1238155755740879e-09,6.3777578122310256e-11,1.0512049889303141e-12,2.5811293307723052e-20,1.6098470128036377e-22,2.5396520179217378e-22,8.3566302028032517e-11,3.4847706213898304e-15,1.0981623048750375e-20,2.9729573826460387e-23
4.6598725335452574e-14,0.23071211430257513,76.950000000000003,0.0,0.0,0.0,0.99999995275337872,9.4999999999967528,2.0006270305128852e-09,2.0283910267485586e-08,2.0283200468680556e-08,1.9786080585398965e-12,1.0280622857708703e-14,4.4994337117149127e-09,7.6267141898945467e-11,1.2585286481236841e-12,3.0941253114888793e-20,2.1124923910952873e-22,3.3582077174941916e-22,9.9931091826533564e-11,4.176553134574508e-15,1.3148408145072355e-20,3.6301568897540177e-23
5.466646322862944e-14,0.23071211430257196,76.950000000000003,0.0,0.0,0.0,0.99999994457417951,9.4999999999955378,2.3469998839595727e-09,2.3795455358161001e-08,2.3794472809194867e-08,2.7229087368256606e-12,1.2065049064949622e-14,5.2430183405774304e-09,1.0449178561854769e-10,1.7282947456449611e-12,4.2594715842054557e-20,3.4114229130588894e-22,5.4902801844716015e-22,1.3691319705046078e-10,5.747887987397129e-15,1.8058267422901113e-20,5.1417787415528872e-23
6.27342011218063e-14,0.23071211430256827,76.950000000000003,0.0,0.0,0.0,0.99999993639518292,9.4999999999941309,2.6933727308014265e-09,2.7306927298356663e-08,2.7305626555958409e-08,3.5857457137529323e-12,1.3849438092088545e-14,5.9765161464892519e-09,1.3699484965916605e-10,2.2711539089994758e-12,5.6106021437747047e-20,5.1569788339797101e-22,8.3779622905491446e-22,1.7950121860384649e-10,7.5695782495884652e-15,2.3732344208878687e-20,6.9149833112619286e-23
7.080193901498317e-14,0.23071211430256403,76.950000000000003,0.0,0.0,0.0,0.99999992821638584,9.4999999999925322,3.039745571038516e-09,3.0818326563834486e-08,3.0816661725406175e-08,4.5671025557373648e-12,1.5633789958478648e-14,6.7000639632348502e-09,1.7371829465024488e-10,2.8866303776588699e-12,7.1474912335162498e-20,7.4153680066124557e-22,1.2135874123636323e-21,2.2761910883249309e-10,9.6416187185637913e-15,3.0165664234635019e-20,8.9480527677602772e-23
7.886967690816003e-14,0.23071211430255933,76.950000000000003,0.0,0.0,0.0,0.99999992003778559,9.4999999999907416,3.3861184046709092e-09,3.4329653627273315e-08,3.4327578333971326e-08,5.6669628310170478e-12,1.7418105164133414e-14,7.4137967726589932e-09,2.146048667393287e-10,3.5742514736641006e-12,8.8701130996068341e-20,1.0252875150381156e-21,1.6878403217444575e-21,2.8119184932852808e-10,1.1964004225407978e-14,3.7353285461306557e-20,1.1239276283490484e-22
9.500515269451375e-14,0.2307121143025484,76.950000000000003,0.0,0.0,0.0,0.9999999036811652,9.4999999999865938,4.0788640521218797e-09,4.1352093023290751e-08,4.1349055934170267e-08,8.2221279704385366e-12,2.0986626447419703e-14,8.8123481793176358e-09,3.0864224412159623e-10,5.1640522955501202e-12,1.2872452170645976e-19,1.7930738702874332e-21,2.9773653668310557e-21,4.0440687475172261e-10,1.7359789845807201e-14,5.3971824999075583e-20,1.6589501792404669e-22
1.1114062848086748e-13,0.2307121143025355,76.950000000000003,0.0,0.0,0.0,0.99999988732530076,9.4999999999816911,4.7716096731548691e-09,4.8374249206458342e-08,4.8370059487967209e-08,1.125110973077548e-11,2.4555003816167933e-14,1.017321398925432e-08,4.1866431912574205e-10,7.0368363341402553e-12,1.7617413409124752e-19,2.8722317956242722e-21,4.7974090200984749e-21,5.4856628413055479e-10,2.3756894429640832e-14,7.3549068296941604e-20,2.2952360492032527e-22
1.272761042672212e-13,0.23071211430252048,76.950000000000003,0.0,0.0,0.0,0.99999987097017218,9.4999999999760334,5.4643552677703923e-09,5.5396125848472035e-08,5.5390589126735585e-08,1.4753776749067607e-11,2.8123239106300479e-14,1.1497409650827602e-08,5.4424037952823813e-10,9.1889319020549477e-12,2.3104790927275665e-19,4.3160553222143652e-21,7.2386408612951369e-21,7.1310572513108426e-10,3.1155277823672499e-14,9.6046626381233632e-20,3.0314728283526024e-22
1.4341158005357492e-13,0.23071211430250366,76.950000000000003,0.0,0.0,0.0,0.99999985461575902,9.4999999999696261,6.1571008359689547e-09,6.2417726573386641e-08,6.2410644981812096e-08,1.8729997698782889e-11,3.1691334174398329e-14,1.2785923250072779e-08,6.8495131909910403e-10,1.1616714952780078e-11,2.9334378894425977e-19,6.177958339647594e-21,1.0391369827751599e-20,8.9747605248615106e-10,3.9554900394811984e-14,1.2142660838275966e-19,3.8663630783305723e-22
1.5954705583992865e-13,0.23071211430248473,76.950000000000003,0.0,0.0,0.0,0.99999983826204264,9.4999999999624727,6.8498463777510459e-09,6.9439054958265156e-08,6.9430227184497325e-08,2.3179641289273413e-11,3.5259290837141283e-14,1.4039716271216806e-08,8.4038931502215622e-10,1.4316608431380175e-11,3.6305971536144802e-19,8.5114747500727807e-21,1.4345550077085593e-20,1.1011429053265368e-09,4.8955723023040412e-14,1.4965161474825099e-19,4.7986261618274154e-22
1.7568253162628237e-13,0.2307121143024639,76.950000000000003,0.0,0.0,0.0,0.99999982190900383,9.4999999999545768,7.5425918931171433e-09,7.6460114533776011e-08,7.6449335866055384e-08,2.8102576266023355e-11,3.8827110888216472e-14,1.5259724305174457e-08,1.0101575273795232e-09,1.7285081677227198e-11,4.401936313463181e-19,1.1370258306876522e-20,1.9190786158131172e-20,1.3235863134224288e-09,5.9357707094891979e-14,1.8068473099565086e-19,5.8269988643565291e-22
