Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751)
2.717951204510498e-12,0.20169464636695553,76.950000000000003,0.0,0.0,0.0,0.99996460288668076,9.4999999082632094,7.6350488749173536e-07,1.0808187323558107e-05,1.0750478180748631e-05,7.4588959056163543e-08,3.5835399855771253e-12,2.1409593086512778e-06,3.9348482783849341e-06,1.7144240587585222e-08,7.1173124276995639e-16,2.1049400772360154e-15,5.9408305464228146e-15,6.9067272156380509e-06,3.9196055363420895e-10,1.1531242106285816e-16,2.6430393801099851e-18,2.340256055605139e-21,0.0,2.2852672341014534e-12,2.6965601550663686e-10,2.8937065913300476e-12,2.8949185593910788e-12,8.5052621686138587e-16,3.6144184416769098e-16,9.595957042555995e-18,4.5325445356384795e-12,2.7508279637940748e-15,6.1242023899686382e-16,4.0408907079950365e-28,6.2695982861457272e-17,2.0434223786938831e-18
2.7691107018970984e-12,0.20169464635959072,76.950000000000003,0.0,0.0,0.0,0.99996393730665167,9.4999999050698438,7.7787587333520147e-07,1.1011520790567045e-05,1.0951452925545726e-05,7.7359923432779266e-08,3.6509583554279873e-12,2.1414631245608538e-06,4.0231074290935728e-06,1.756657515174331e-08,7.3817205497434244e-16,2.2352228867630906e-15,6.267907663861195e-15,7.0616462189517898e-06,4.0685041681237049e-10,1.1815305622592544e-16,2.7082556229477298e-18,2.5147204509540058e-21,0.0,2.3853677436332545e-12,2.7982261579594864e-10,3.0595388708651005e-12,3.0608250032241912e-12,9.0117621504886586e-16,3.8495614404005868e-16,9.8467616167954979e-18,4.7047237768722736e-12,2.8595079132756765e-15,6.3917964605243622e-16,4.6025676332672402e-28,6.676244668888787e-17,2.160852720522382e-18
2.820270199283699e-12,0.20169464635211337,76.950000000000003,0.0,0.0,0.0,0.99996327172800581,9.4999999018276799,7.9224684710943593e-07,1.1214853392628431e-05,1.1152379002195883e-05,8.017909336670457e-08,3.7183764384166007e-12,2.1419118138935932e-06,4.1113861814165343e-06,1.7989500192518221e-08,7.650728518783144e-16,2.3710786372380131e-15,6.6067081040734395e-15,7.2165996387068111e-06,4.2201778062746607e-10,1.2099766298222482e-16,2.7735636240171096e-18,2.6986826644975877e-21,0.0,2.487683085405743e-12,2.9017436235249931e-10,3.2315637142621562e-12,3.2329269957183111e-12,9.5379364193630938e-16,4.0948781421678283e-16,1.0097767419322485e-17,4.8801116955172078e-12,2.9702962288763071e-15,6.6652960676775907e-16,5.2298052218636431e-28,7.1004361886747937e-17,2.2826928753762146e-18
2.8714296966702994e-12,0.2016946463445239,76.950000000000003,0.0,0.0,0.0,0.99996260615064037,9.4999998985368848,8.0661780881446024e-07,1.1418185171666422e-05,1.1353256531792353e-05,8.3046347811621573e-08,3.7857942484442181e-12,2.1423113921908992e-06,4.1996823894530967e-06,1.8412973786101525e-08,7.9243247843973695e-16,2.5126459586367315e-15,6.9574436487547419e-15,7.3715837082728552e-06,4.3746264355952142e-10,1.2384595934885039e-16,2.8389568763628945e-18,2.8924788523418824e-21,0.0,2.5922134669129923e-12,3.0071109696345179e-10,3.4098928250286885e-12,3.4113362993877702e-12,1.0084154715887847e-15,4.350588874911876e-16,1.0348953506842058e-17,5.0587082735370234e-12,3.0831928972735675e-15,6.9447023044368543e-16,5.9288494922756579e-28,7.5425535314336976e-17,2.4090237694173174e-18
2.9225891940569e-12,0.20169464633682263,76.950000000000003,0.0,0.0,0.0,0.99996194057446353,9.4999998951976163,8.209887584502944e-07,1.162151616663146e-05,1.1554085635124591e-05,8.5961566024860906e-08,3.8532117984264683e-12,2.1426672185655835e-06,4.2879941414677596e-06,1.8836956982348248e-08,8.2024978251404627e-16,2.6600646904084213e-15,7.3203267076997922e-15,7.5265950720423457e-06,4.5318500414378855e-10,1.266976833439935e-16,2.9044293344741428e-18,3.0964511317341314e-21,0.0,2.6989590445060767e-12,3.1143266162722669e-10,3.5946378112359118e-12,3.5961645812655839e-12,1.0650786464486089e-15,4.6169138322068721e-16,1.0600301075638638e-17,5.2405134937463072e-12,3.1981979058135583e-15,7.2300161473752923e-16,6.7064123196735922e-28,8.0029773483352264e-17,2.5399263104960374e-18
2.9737486914435003e-12,0.20169464632901005,76.950000000000003,0.0,0.0,0.0,0.99996127499939325,9.499999891810031,8.3535969601695675e-07,1.1824846413711217e-05,1.1754866432679005e-05,8.892462756664022e-08,3.9206291003611353e-12,2.142984067329517e-06,4.3763197343387985e-06,1.9261413593856165e-08,8.4852361484636487e-16,2.8134758768452637e-15,7.6955703201666205e-15,7.6816307405807601e-06,4.691848609668281e-10,1.295525915682778e-16,2.969975381710818e-18,3.3109475967575222e-21,0.0,2.8079199289769838e-12,3.2233889855303726e-10,3.785910185646733e-12,3.7875234130308831e-12,1.1238200773778865e-15,4.8940730676995084e-16,1.0851793248674255e-17,5.425527339746521e-12,3.3153112424609581e-15,7.5212384698409806e-16,7.5696968718558543e-28,8.4820882486405454e-17,2.6754813881760558e-18
3.024908188830101e-12,0.20169464632108622,76.950000000000003,0.0,0.0,0.0,0.99996060942535725,9.4999998883742816,8.4973062151446463e-07,1.2028175946526545e-05,1.1955599044639732e-05,9.1935412299304182e-08,3.9880461653960191e-12,2.1432661918087032e-06,4.4646576507937572e-06,1.9686310000003955e-08,8.7725282906511965e-16,2.9730217624580259e-15,8.0833881559728691e-15,7.8366880506688142e-06,4.8546221266286936e-10,1.3241045788670241e-16,3.0355897999432144e-18,3.5363223340548891e-21,0.0,2.9190961905334924e-12,3.3342965016042728e-10,3.9838213658433678e-12,3.9855242711360845e-12,1.1846766437009287e-15,5.1822864901547269e-16,1.1103414883019594e-17,5.6137497958667322e-12,3.4345328957527032e-15,7.8183700536753577e-16,8.5264239412757135e-28,8.9802667933678046e-17,2.8157698737577482e-18
3.0760676862167013e-12,0.20169464631305173,76.950000000000003,0.0,0.0,0.0,0.99995994385229015,9.4999998848905207,8.6410153494283478e-07,1.2231504796313552e-05,1.2156283590889394e-05,9.4993800386566752e-08,4.0554630038891196e-12,2.143517381196364e-06,4.5530065391284682e-06,2.0111614964887991e-08,9.0643628167471272e-16,3.1388457873597895e-15,8.4839945163498972e-15,7.9917646297039206e-06,5.020170579104293e-10,1.3527107220406539e-16,3.1012677410803973e-18,3.7729354385740936e-21,0.0,3.0324878632313001e-12,3.4470475907881829e-10,4.1884826743546063e-12,4.1902785369337611e-12,1.2476851932465472e-15,5.4817738590506933e-16,1.1355152395804248e-17,5.805180847108695e-12,3.5558628547550449e-15,8.1214115996073179e-16,9.5848591877367242e-28,9.4978934896797222e-17,2.9608726203000756e-18
3.1272271836033018e-12,0.20169464630490694,76.950000000000003,0.0,0.0,0.0,0.99995927828013464,9.4999998813588959,8.7847243630208276e-07,1.2434832992092753e-05,1.2356920191009865e-05,9.8099672292754928e-08,4.1228796254613948e-12,2.1437410112011899e-06,4.6413651951394964e-06,2.0537299468173205e-08,9.3607283204733793e-16,3.3110925826599099e-15,8.8976043345765017e-15,8.1468583639867762e-06,5.1884939542917048e-10,1.3813423932726044e-16,3.1670047009162469e-18,4.0211530293284555e-21,0.0,3.1480949489224371e-12,3.5616406814705895e-10,4.4000053387827957e-12,4.4018974968032553e-12,1.3128825423902433e-15,5.7927547806651853e-16,1.1606993607015257e-17,5.9998204790959836e-12,3.6793011090237186e-15,8.4303637364717519e-16,1.0753841306304692e-27,1.0035348785911933e-16,3.1108704626411236e-18
3.1783866809899022e-12,0.201694646296652,76.950000000000003,0.0,0.0,0.0,0.99995861270883857,9.4999998777795547,8.928433255922234e-07,1.2638160560826221e-05,1.2557508964283e-05,1.0125290878205496e-07,4.1902960390523738e-12,2.1439400891673356e-06,4.7297325460286601e-06,2.0963336547942432e-08,9.6616134241685846e-16,3.4899079658699971e-15,9.3244331764124517e-15,8.3019673704694912e-06,5.3595922397698163e-10,1.4099977790826709e-16,3.232796494880193e-18,4.2813472651662197e-21,0.0,3.2659174207727153e-12,3.6780742041298122e-10,4.618500491930461e-12,4.6204923422770217e-12,1.380305476096278e-15,6.1154487046014827e-16,1.185892759760895e-17,6.1976686780269085e-12,3.8048476485670578e-15,8.7452270293848741e-16,1.2042811134936979e-27,1.0593013067169658e-16,3.2658442174173887e-18
3.2807056757631028e-12,0.20169464627981343,76.950000000000003,0.0,0.0,0.0,0.99995728156864805,9.4999998704782946,9.2158506796523834e-07,1.3044813915551971e-05,1.2958543505919317e-05,1.077010000615241e-07,4.3251282749178789e-12,2.1442750024755121e-06,4.906489617676955e-06,2.1816370041447966e-08,1.0276897063465092e-15,3.8678336706068097e-15,1.0218613357149033e-14,8.6122246796290005e-06,5.7101134936690242e-10,1.4673730762776296e-16,3.3645293136577606e-18,4.8391846012867027e-21,0.0,3.5082082897964294e-12,3.9164562777148466e-10,5.0768523223522626e-12,5.079053982688236e-12,1.5219750802476489e-15,6.7968525572145094e-16,1.2363035821569252e-17,6.6029907241355966e-12,4.0622655455776746e-15,9.3926890658776182e-16,1.5021671745896295e-27,1.1770489787185436e-16,3.5910426399185721e-18
3.3727927710589834e-12,0.2016946462642857,76.950000000000003,0.0,0.0,0.0,0.99995608354500676,9.4999998637453906,9.4745259482474022e-07,1.3410800023585367e-05,1.3319312216094242e-05,1.1366507902648403e-07,4.4464766532474012e-12,2.1445164125652211e-06,5.0655921728828525e-06,2.2585072721725642e-08,1.0845995813333061e-15,4.231918345957673e-15,1.1070760090908235e-14,8.8914934886996048e-06,6.0350726976733628e-10,1.5190762573156712e-16,3.4832401779889533e-18,5.386056047167672e-21,0.0,3.7338459396111535e-12,4.1372787184937521e-10,5.5143278289188396e-12,5.5167305237973105e-12,1.6574576083038887e-15,7.4523727016177038e-16,1.2816962550249894e-17,6.9787537364163607e-12,4.3011518964025503e-15,9.9956256560666869e-16,1.8221128240515153e-27,1.290314816431135e-16,3.9015492211463021e-18
3.464879866354864e-12,0.2016946462484064,76.950000000000003,0.0,0.0,0.0,0.99995488552357348,9.4999998568600645,9.7332008258053697e-07,1.3776784439601822e-05,1.3679927808723507e-05,1.1978077851125738e-07,4.5678244703182607e-12,2.1447120226713911e-06,5.2247108604795284e-06,2.3354578140187874e-08,1.1429562421918757e-15,4.6196067425451579e-15,1.196911785703712e-14,9.1707906480070214e-06,6.3690224326474518e-10,1.5708334311704374e-16,3.602075996546087e-18,5.9777973590101553e-21,0.0,3.9666600095222556e-12,4.3640398447317589e-10,5.9761182167258197e-12,5.978733863244892e-12,1.8007216788630399e-15,8.149248402059742e-16,1.3271065438043657e-17,7.3649123129384292e-12,4.5468689534564775e-15,1.0617720953562773e-15,2.1986974530318355e-27,1.4107196143996161e-16,4.2294337888868745e-18
3.5569669616507446e-12,0.20169464623217753,76.950000000000003,0.0,0.0,0.0,0.99995368750420044,9.4999998498230962,9.9918753123269613e-07,1.4142767263422169e-05,1.4040390968710556e-05,1.2604741387629998e-07,4.689171759230433e-12,2.144870441839041e-06,5.3838426093959666e-06,2.4124786476338355e-08,1.2027531559897618e-15,5.0317915664971777e-15,1.29149667022085e-14,9.4501107670005634e-06,6.7119626368145852e-10,1.6226378838349407e-16,3.7210212772116634e-18,6.6167994353823236e-21,0.0,4.2066496479942024e-12,4.5967305779715429e-10,6.4628682010511915e-12,6.4657090570918073e-12,1.9519806915639543e-15,8.8887534904553196e-16,1.3725312183795153e-17,7.7614663889451859e-12,4.7994166708730592e-15,1.125897673642752e-15,2.6400234907437944e-27,1.5384849424009278e-16,4.5751670097814431e-18
3.649054056946626e-12,0.2016946462156007,76.950000000000003,0.0,0.0,0.0,0.9999524894867684,9.4999998426352601,1.0250549407812811e-06,1.4508748582472327e-05,1.4400702377869255e-05,1.3246430357035959e-07,4.8105185489649373e-12,2.1449986560822372e-06,5.5429849275386886e-06,2.4895610304494532e-08,1.2639838192608789e-15,5.4693776173408116e-15,1.3909593294428083e-14,9.7294494713901891e-06,7.0638932506996776e-10,1.6744837349875819e-16,3.8400624521381648e-18,7.3055178345085149e-21,0.0,4.4538138772849146e-12,4.8353418613519694e-10,6.9752215120042752e-12,6.9783001757224873e-12,2.1114477196240707e-15,9.6721599858040328e-16,1.4179676352632147e-17,8.1684159029963205e-12,5.0587950054035175e-15,1.1919394513207716e-15,3.1550920301965642e-27,1.6738322824619379e-16,4.9392193605930828e-18
3.741141152242506e-12,0.20169464619867764,76.950000000000003,0.0,0.0,0.0,0.99995129147117978,9.4999998352973094,1.0509223112263542e-06,1.4874728473327181e-05,1.4760862714937831e-05,1.3903076911654443e-07,4.9318648649065466e-12,2.1451023360996039e-06,5.7021357920215979e-06,2.5666973049922496e-08,1.3266417578757568e-15,5.9332817039923767e-15,1.4954290908706335e-14,1.0008803210470479e-05,7.4248142168425111e-10,1.7263658341502819e-16,3.9591876377573251e-18,8.0464730699897406e-21,0.0,4.7081516174344955e-12,5.0798646595295e-10,7.5138208968705436e-12,7.5171503061884289e-12,2.279335510617763e-15,1.0500738072577193e-15,1.463413631881051e-17,8.5857607965210108e-12,5.3250039160659448e-15,1.2598975576434799e-15,3.753874979294556e-27,1.8169830260285386e-16,5.3220611284248045e-18
3.833228247538387e-12,0.20169464618141023,76.950000000000003,0.0,0.0,0.0,0.99995009345735641,9.4999998278099866,1.0767896425679734e-06,1.5240707003061272e-05,1.5120872655592784e-05,1.4574613509845466e-07,5.0532107292994013e-12,2.1451860870900178e-06,5.8612935600501939e-06,2.6438807638149538e-08,1.3907205269113316e-15,6.4244325615243196e-15,1.6050359410035636e-14,1.0288169100698571e-05,7.7947254795468994e-10,1.7782796698398561e-16,4.0783864247521054e-18,8.8422509054759571e-21,0.0,4.9696617057402007e-12,5.330289958600343e-10,8.0793081224473707e-12,8.0829015545430172e-12,2.4558564872516085e-15,1.1375756083885087e-15,1.5088674395097089e-17,9.0135010134313497e-12,5.598043363840731e-15,1.3297721045663102e-15,4.447390962043618e-27,1.9681584717014631e-16,5.7241624109181886e-18
3.9253153428342675e-12,0.20169464616379998,76.950000000000003,0.0,0.0,0.0,0.99994889544523335,9.4999998201740237,1.1026569348061959e-06,1.5606684230432264e-05,1.5480732872462696e-05,1.526097291463762e-07,5.1745561616183777e-12,2.1452536510553902e-06,6.0204568967548772e-06,2.7211055311521611e-08,1.4562137105131234e-15,6.9437707685388816e-15,1.7199105233855189e-14,1.056754479902227e-05,8.1736269846609126e-10,1.8302212899693375e-16,4.1976496950781524e-18,9.6955026481920764e-21,0.0,5.2383429125274292e-12,5.5866087660232596e-10,8.6723239773710008e-12,8.6761950481680051e-12,2.6412227481366832e-15,1.2298480488581465e-15,1.5543276116674231e-17,9.4516364997865938e-12,5.8779133114059177e-15,1.4015631901966489e-15,5.2477849803935297e-27,2.1275798234344252e-16,6.1459931164353795e-18
4.017402438130148e-12,0.20169464614584864,76.950000000000003,0.0,0.0,0.0,0.99994769743475931,9.4999998123901381,1.1285241879410778e-06,1.5972660206911292e-05,1.5840444035141979e-05,1.5962088192353801e-07,5.2959011789216467e-12,2.1453080681143931e-06,6.179624717646142e-06,2.7983664598872867e-08,1.5231149217673879e-15,7.4922486652449126e-15,1.840184136430783e-14,1.0846928401873502e-05,8.5615186793855263e-10,1.882187232546899e-16,4.3169694618682477e-18,1.060894544119714e-20,0.0,5.5141939537252998e-12,5.8488121105429997e-10,9.2935082744347152e-12,9.2976709380914645e-12,2.8356460685578788e-15,1.3270175881781262e-15,1.5997929660459834e-17,9.9001672035040815e-12,6.1646137229093055e-15,1.4752709015114601e-15,6.1684119905492949e-27,2.2954681891280953e-16,6.5880229642259763e-18
4.109489533426029e-12,0.20169464612755786,76.950000000000003,0.0,0.0,0.0,0.99994649942589175,9.4999998044590424,1.1543914019726727e-06,1.6338634977584752e-05,1.6200006810204596e-05,1.6677892711243125e-07,5.4172457961646775e-12,2.1453518071839497e-06,6.3387961419970633e-06,2.8756590413710495e-08,1.5914178025747662e-15,8.0708302721557448e-15,1.965988731051444e-14,1.1126318363342111e-05,8.9584005121071789e-10,1.9341744650184957e-16,4.436338728812421e-18,1.158536255426178e-20,0.0,5.7972135010542046e-12,6.1168910421142786e-10,9.9434998528984289e-12,9.9479684012974768e-12,3.0393379012403404e-15,1.4292104977956744e-15,1.6452625369197011e-17,1.0359093074108255e-11,6.458144563770851e-15,1.5508953165357377e-15,7.2239244334136527e-27,2.4720445795149496e-16,7.0507214845813947e-18
4.201576628721909e-12,0.20169464610892932,76.950000000000003,0.0,0.0,0.0,0.99994530141859628,9.4999997963814433,1.1802585769010343e-06,1.670460858194545e-05,1.6559421861217656e-05,1.7408320140118972e-07,5.5385900264346161e-12,2.1453868729119136e-06,6.4979704546976283e-06,2.9529793263113273e-08,1.6611160235121955e-15,8.6804912094411762e-15,2.0974569081196966e-14,1.1405713428219963e-05,9.3642724322508431e-10,1.9861803310585602e-16,4.5557513680931157e-18,1.2627603673261717e-20,0.0,6.0874001903619664e-12,6.3908366318262435e-10,1.0622936580789858e-11,1.0627725643027593e-11,3.2525093771130742e-15,1.5365528606051618e-15,1.6907355359007266e-17,1.0828414062512393e-11,6.7585058005107963e-15,1.6284365061086205e-15,8.4303638033799641e-27,2.6575299072660581e-16,7.5345580189785486e-18
4.29366372401779e-12,0.20169464608996449,76.950000000000003,0.0,0.0,0.0,0.99994410341284512,9.499999788158032,1.2061257127262152e-06,1.7070581054587232e-05,1.6918689848755041e-05,1.8153304447003212e-07,5.6599338811898437e-12,2.1454148933631162e-06,6.657147074974816e-06,3.0303238553079765e-08,1.732203283706417e-15,9.3222186168988392e-15,2.2347219157847337e-14,1.1685112577096336e-05,9.7791343901510583e-10,2.0382025038470218e-16,4.675202012652645e-18,1.3738585188006907e-20,0.0,6.3847526284595675e-12,6.6706399718273968e-10,1.1332455357197386e-11,1.1337579899074102e-11,3.4753713060697732e-15,1.6491705706237847e-15,1.7362113195205171e-17,1.1308130120828514e-11,7.0656974005998965e-15,1.7078945353180263e-15,9.805256330981581e-27,2.8521449862759648e-16,8.0400017202143e-18
4.3857508193136705e-12,0.20169464607066498,76.950000000000003,0.0,0.0,0.0,0.9999429054086153,9.4999997797894977,1.2319928094482673e-06,1.7436552425813488e-05,1.7277811430410826e-05,1.8912779897776529e-07,5.7812773704868798e-12,2.1454371911774879e-06,6.8163255310086565e-06,3.1076895980027785e-08,1.8046733107123134e-15,9.9970110745501514e-15,2.3779176466636526e-14,1.1964514981802288e-05,1.0202986336938933e-09,2.0902389451402128e-16,4.7946859608539935e-18,1.4921290478442791e-20,0.0,6.6892693986684055e-12,6.9562921752509706e-10,1.2072692114554645e-11,1.2078167438065204e-11,3.7081341777268727e-15,1.7671893328083775e-15,1.7816893626568032e-17,1.1798241202202475e-11,7.3797193323294109e-15,1.7892694646514474e-15,1.1367712872078639e-26,3.0561105310999469e-16,8.5675215525316817e-18
4.477837914609551e-12,0.20169464605103246,76.950000000000003,0.0,0.0,0.0,0.99994170740588872,9.4999997712765207,1.257859867067242e-06,1.7802522722169467e-05,1.7636787260812823e-05,1.9686681054834802e-07,5.9026205031209525e-12,2.1454548409236896e-06,6.9755054394726735e-06,3.1850738998511086e-08,1.8785198603741639e-15,1.0705878523844406e-14,2.5271786349200677e-14,1.2243919969498658e-05,1.0635828224443323e-09,2.1422878694700873e-16,4.9141990945107435e-18,1.6178770199165962e-20,0.0,7.0009490652913822e-12,7.2477843761407056e-10,1.2844281820916873e-11,1.2850123563742074e-11,3.9510081621788573e-15,1.8907346629903845e-15,1.8271692368757306e-17,1.2298747260671083e-11,7.7005715646984896e-15,1.8725613509111927e-15,1.3138533088682844e-26,3.2696471565175356e-16,9.1175862917389811e-18
4.569925009905432e-12,0.20169464603106838,76.950000000000003,0.0,0.0,0.0,0.99994050940465062,9.4999997626197743,1.2837268855831905e-06,1.816849196690799e-05,1.7995617991635875e-05,2.0474942775751609e-07,6.0239632867849948e-12,2.145468715434022e-06,7.1346864890050247e-06,3.262474435548556e-08,1.9537367166996559e-15,1.1449842189465035e-14,2.6826400532453484e-14,1.2523326993663497e-05,1.1077660005104343e-09,2.194347712818634e-16,5.0337378070306114e-18,1.7514142562201227e-20,0.0,7.3197901772249975e-12,7.5451077293770241e-10,1.364785848222915e-11,1.3654082617227841e-11,4.2042031107508506e-15,2.0199318879057499e-15,1.8726505927753733e-17,1.2809648251038315e-11,8.0282540673166473e-15,1.957770247944007e-15,1.5140314003763069e-26,3.4929753771952601e-16,9.6906645253225429e-18
4.662012105201312e-12,0.2016946460107743,76.950000000000003,0.0,0.0,0.0,0.99993931140488845,9.4999997538199281,1.3095938649961623e-06,1.853446018039751e-05,1.8354304271615235e-05,2.1277500211946733e-07,6.1453057282443984e-12,2.145479523538023e-06,7.2938684267479413e-06,3.3398891682238983e-08,2.0303176917441165e-15,1.2229934501721109e-14,2.8444377097550991e-14,1.2802735610465162e-05,1.1528481631897628e-09,2.2464171051694477e-16,5.1532989389843637e-18,1.8930593617991879e-20,0.0,7.6457912709009018e-12,7.8482534106035879e-10,1.4484055144586531e-11,1.4490677979288614e-11,4.4679285567485144e-15,2.1549061452994374e-15,1.9181331455229848e-17,1.3330944128767745e-11,8.3627668103190349e-15,2.0448962072281093e-15,1.7397563008864119e-26,3.7263156074253719e-16,1.0287224652554271e-17
4.754099200497193e-12,0.20169464599015188,76.950000000000003,0.0,0.0,0.0,0.99993811340659278,9.4999997448776501,1.3354608053062087e-06,1.8900427380479915e-05,1.8712846746559807e-05,2.2094288807360667e-07,6.266647833411351e-12,2.145487840897735e-06,7.4530510473479711e-06,3.4173163136612253e-08,2.108256625470925e-15,1.3047199019510013e-14,3.012708044812135e-14,1.3082145459454836e-05,1.1988293058267887e-09,2.298494846444468e-16,5.2728797230120186e-18,2.0431377534562768e-20,0.0,7.978950872689677e-12,8.1572126161542157e-10,1.5353503896486166e-11,1.5360542072586503e-11,4.7423937162052724e-15,2.295782384089987e-15,1.9636166629806346e-17,1.386263484988909e-11,8.7041097642927982e-15,2.1339392783472444e-15,1.9936815404853563e-26,3.9698881609245667e-16,1.0907734884594521e-17
4.8461862957930736e-12,0.20169464596920247,76.950000000000003,0.0,0.0,0.0,0.99993691540975504,9.4999997357935921,1.3613277065133802e-06,1.9266393582784092e-05,1.9071246059365358e-05,2.2925244297135113e-07,6.3879896074441153e-12,2.1454941351119918e-06,7.6122341840006396e-06,3.4947543089451655e-08,2.1875473856246874e-15,1.3902690353838546e-14,3.1875881277861028e-14,1.3361556247847443e-05,1.2457094238070716e-09,2.3505798854148837e-16,5.39247773599061e-18,2.2019816874822607e-20,0.0,8.3192675008578466e-12,8.4719765629801381e-10,1.6256835871071487e-11,1.6264306363924742e-11,5.0278074886268902e-15,2.44268536458389e-15,2.0091009559794162e-17,1.4404720370916922e-11,9.0522829002130736e-15,2.224899509371466e-15,2.2786756557132652e-26,4.2239132506821399e-16,1.1552663244590932e-17
4.938273391088954e-12,0.2016946459479277,76.950000000000003,0.0,0.0,0.0,0.99993571741436926,9.4999997265684097,1.3871945686177255e-06,1.9632358801000454e-05,1.9429502850027649e-05,2.3770302706299425e-07,6.5093310548968102e-12,2.1454987860415432e-06,7.7714177011999298e-06,3.5722017850036595e-08,2.2681838676228381e-15,1.4797474091894313e-14,3.369215653759285e-14,1.3640967737795121e-05,1.2934885125521595e-09,2.4026713012313062e-16,5.5120908552170515e-18,2.3699302871977454e-20,0.0,8.6667396671522824e-12,8.7925364885776197e-10,1.7194681248368396e-11,1.7202601366484918e-11,5.3243784577334025e-15,2.5957396587314161e-15,2.054585870386738e-17,1.4957200648780145e-11,9.4072861893874343e-15,2.3177769471606337e-15,2.5978348746744381e-26,4.4886109888490139e-16,1.2222477567773749e-17
5.122447581680715e-12,0.20169464590440786,76.950000000000003,0.0,0.0,0.0,0.99993332142793279,9.4999997076972633,1.4389281755181389e-06,2.0364286331577823e-05,2.0145591410483734e-05,2.5502473824528306e-07,6.7520129854228527e-12,2.1455043266410035e-06,8.0897854603711675e-06,3.7271205385100332e-08,2.4334697163568902e-15,1.6709235558308986e-14,3.7532669234030101e-14,1.4199792090647956e-05,1.3917435841780479e-09,2.5068701418725178e-16,5.7513552177972857e-18,2.7345324755463235e-20,0.0,9.3831446353568968e-12,9.4510093283662605e-10,1.9176428178955599e-11,1.9185300803237884e-11,5.9518247463792859e-15,2.9207995358375614e-15,2.1455570874577851e-17,1.6093345304460011e-11,1.0137783114123721e-14,2.5092836257008727e-15,3.3522526668185254e-26,5.050904354442063e-16,1.3638634505576804e-17
5.306621772272477e-12,0.20169464585960425,76.950000000000003,0.0,0.0,0.0,0.9999309254472516,9.4999996882693551,1.4906616260078445e-06,2.1096210051378732e-05,2.086111749038967e-05,2.7290296110500875e-07,6.994693651190842e-12,2.1455063003495604e-06,8.4081536693246235e-06,3.8820646572461758e-08,2.604065883466858e-15,1.8791224788997834e-14,4.1659758007944387e-14,1.4758617367381994e-05,1.4935944846404887e-09,2.6110860433750344e-16,5.9906605417470515e-18,3.1397956798127356e-20,0.0,1.0128153784035208e-11,1.0132561443661174e-09,2.1303767150575406e-11,2.1313665500375205e-11,6.6263949642137162e-15,3.2719548355011793e-15,2.2365295639267677e-17,1.7271068478513708e-11,1.0895600313932271e-14,2.7084596727085873e-15,4.2867717063082031e-26,5.6585271357493216e-16,1.5159944624938736e-17
5.490795962864238e-12,0.20169464581352856,76.950000000000003,0.0,0.0,0.0,0.99992852947230537,9.4999996682897532,1.5423949200872389e-06,2.1828130021228757e-05,2.1576086106638331e-05,2.9133268067781973e-07,7.2373730723387827e-12,2.1455059279310633e-06,8.7265218925838679e-06,4.0370280583709787e-08,2.7799245154073843e-15,2.105235400198813e-14,4.6084660273031308e-14,1.5317442803631242e-05,1.5990411782160932e-09,2.7153149143708928e-16,6.2299974054311902e-18,3.5886828643853047e-20,0.0,1.0901755076946876e-11,1.0837123466744929e-09,2.3581705517496275e-11,2.3592705459369102e-11,7.349746487788048e-15,3.6501953849280899e-15,2.327502799237065e-17,1.8490369835968035e-11,1.1680737567051745e-14,2.9153054388851874e-15,5.4357643568300402e-26,6.3132365945512993e-16,1.6790143851779305e-17
5.674970153455999e-12,0.20169464576619242,76.950000000000003,0.0,0.0,0.0,0.99992613350307991,9.4999996477634792,1.5941280577567165e-06,2.2560046287818272e-05,2.2290502230963931e-05,3.1030892714052102e-07,7.4800512643151006e-12,2.145504015118396e-06,9.0448898427248533e-06,4.1920060725463047e-08,2.9609981893758912e-15,2.3501703925342305e-14,5.0818710275639698e-14,1.5876267894901295e-05,1.7080836294439818e-09,2.8195536142257146e-16,6.4693585809810685e-18,4.0842694435376421e-20,0.0,1.170393645061382e-11,1.1564626351781894e-09,2.6015235596107961e-11,2.6027415635849999e-11,8.1235317114176392e-15,4.0565080304760133e-15,2.4184764615859311e-17,1.9751249044258667e-11,1.2493194653718709e-14,3.1298212696148641e-15,6.8386322454968485e-26,7.0167883764670141e-16,1.8532965113646974e-17
