Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532)
1.1854253678375344e-13,0.28977552946674906,76.950000000000003,0.0,0.0,0.0,0.99871725562736779,9.499999993165094,1.404257721871925e-06,1.8565716154970086e-05,1.8561079133016103e-05,4.9025810634807086e-09,1.6370634178919815e-12,0.0009755873111263071,6.359829563590921e-05,1.9306823337872303e-09,2.1135511544112886e-17,9.3904659801653862e-17,1.0288193234694517e-14,0.00020501883871010588,1.6445080185634256e-10,6.5696552887857559e-18,2.7242553130897114e-18,7.4825281237801577e-21,0.0,9.9929170725284094e-11,1.7144786229048839e-09,5.5029753268100729e-12,5.5032496813826159e-12,2.2500749438644636e-16,4.9347078155039588e-17,1.6765336326815465e-12,5.3195322498929395e-11,5.2723313437958354e-15,6.105722909313752e-16,4.4256769605640303e-29
1.247062668206969e-13,0.2897755294644094,76.950000000000003,0.0,0.0,0.0,0.99865074840014145,9.4999999924580951,1.4772240670589638e-06,1.9529664429472594e-05,1.95245211050812e-05,5.4203704237727155e-09,1.7220751557530027e-12,0.0010138512932493799,6.981136197807814e-05,2.1198074366537973e-09,2.3367777796979646e-17,1.1242066201961671e-16,1.1871575641143799e-14,0.0002250477312497565,1.8198106473336134e-10,7.2132063199771869e-18,2.9952254296325499e-18,9.0983561441358492e-21,0.0,1.1561958323947631e-10,1.8970192194723791e-09,6.4058083771274157e-12,6.4061390585386529e-12,2.7068913787729262e-16,5.9992273360084506e-17,1.9238684053840183e-12,5.8911653369404952e-11,6.0126412118724154e-15,7.0492236590376194e-16,6.3087106834152855e-29
1.3086999685764034e-13,0.28977552946196156,76.950000000000003,0.0,0.0,0.0,0.99858425742338852,9.4999999917184006,1.5501855434215551e-06,2.0493476785696826e-05,2.0487799971451033e-05,5.9636045317284134e-09,1.80707490674541e-12,0.0010511033319812765,7.6260226346082439e-05,2.3161796712345159e-09,2.5709741305661714e-17,1.3342330488524054e-16,1.3599042529257861e-14,0.00024583677790885629,2.0039731254888425e-10,7.881417874696464e-18,3.2767428317276927e-18,1.0955713923179354e-20,0.0,1.3279884141822207e-10,2.08875024761651e-09,7.4022430755034944e-12,7.4026378564103323e-12,3.2255444034308002e-16,7.2226466492998026e-17,2.1916571516442839e-12,6.492188839719066e-11,6.8089606898211471e-15,8.079283039964511e-16,8.840321852851039e-29
1.431974569315272e-13,0.28977552945674545,76.950000000000003,0.0,0.0,0.0,0.99845132298996497,9.4999999901419763,1.6960938943574708e-06,2.2420694639374395e-05,2.2413868852052954e-05,7.1261062415436486e-09,1.9770385271523124e-12,0.0011226774811762222,8.98405657793727e-05,2.729927249174924e-09,3.0721463502702261e-17,1.8364720422376863e-16,1.750392324212708e-14,0.00028961544586017724,2.3988682425898969e-10,9.2893103155843768e-18,3.8703334691929501e-18,1.5481007726404657e-20,0.0,1.7184074876494165e-10,2.4997592270686611e-09,9.694294893205319e-12,9.6948435485838865e-12,4.4662889160988547e-16,1.020264869588097e-16,2.7900016162255586e-12,7.7824462918213428e-11,8.5721992706338624e-15,1.041005674165039e-15,1.6591996173894079e-28
1.542921709980254e-13,0.2897755294516903,76.950000000000003,0.0,0.0,0.0,0.9983317345520194,9.4999999886139612,1.8273947703932488e-06,2.4154728072946489e-05,2.4146774182853789e-05,8.2586262201529086e-09,2.1299649849649491e-12,0.0011838934857538398,0.00010280842749026177,3.125270547172236e-09,3.5603933501973283e-17,2.3928186038550994e-16,2.1554010202023006e-14,0.00033141975358686821,2.7845509820097236e-10,1.0634577402961627e-17,4.4379664870246486e-18,2.0600383885436647e-20,0.0,2.1260279818178759e-10,2.9010373028528203e-09,1.2123325561220172e-11,1.2124045262960755e-11,5.8397245042670774e-16,1.3572929015645564e-16,3.4016763442777172e-12,9.0442710391832885e-11,1.0356574419973688e-14,1.2830473819925675e-15,2.7960564099074317e-28
1.653868850645236e-13,0.2897755294462983,76.950000000000003,0.0,0.0,0.0,0.998212194185924,9.4999999869839336,1.9586798890801448e-06,2.5888324479625166e-05,2.5879152838129625e-05,9.4724234257681647e-09,2.2828529006271634e-12,0.0012422246533907886,0.00011644810301228095,3.5413445161126808e-09,4.0836805434260925e-17,3.0600536006031755e-16,2.6135024086757085e-14,0.00037538985046706776,3.1989031121167309e-10,1.2050386771057633e-17,5.0357278074759911e-18,2.6852538332492858e-20,0.0,2.5899469689114191e-10,3.3319971238894889e-09,1.4926996578764114e-11,1.4927921879560948e-11,7.4842060412273878e-16,1.768801927107468e-16,4.0840833584204486e-12,1.0401407974746719e-10,1.2330727734550277e-14,1.5571284771378117e-15,4.5438627264565584e-28
1.764815991310218e-13,0.2897755294405742,76.950000000000003,0.0,0.0,0.0,0.99809270031809694,9.4999999852532824,2.0899492566399305e-06,2.7621485021065749e-05,2.7611005473428972e-05,1.0767065454179052e-08,2.4357023765902426e-12,0.0012978063009523144,0.00013072792526625093,3.9772013752346148e-09,4.6418215120971338e-17,3.8500636277322186e-16,3.1267808134423437e-14,0.0004214236595864462,3.6419109229026145e-10,1.3533513313683476e-17,5.6622247436089352e-18,3.4379501162033362e-20,0.0,3.11292985155661e-10,3.7926026646864383e-09,1.8132013444423078e-11,1.8133182538796297e-11,9.4268234242301205e-16,2.2641203080204119e-16,4.8382342851104846e-12,1.1853848158854421e-10,1.4496751969523652e-14,1.8645598965042703e-15,7.1545135763458056e-28
1.8757631319752e-13,0.28977552943452256,76.950000000000003,0.0,0.0,0.0,0.99797325144868521,9.4999999834233311,2.2212028790922931e-06,2.9354210810630614e-05,2.9342332736699563e-05,1.2142122093787266e-08,2.5885135110461956e-12,0.0013507673975846914,0.00014561771269585219,4.4319362597123758e-09,5.23463078362874e-17,4.7749552169402662e-16,3.6971620691157249e-14,0.00046942389252281201,4.1135606982734909e-10,1.5080877958898177e-17,6.3161257905283515e-18,4.3328528162482361e-20,0.0,3.6976102351166906e-10,4.2828177740984819e-09,2.1765049105921251e-11,2.176650388679277e-11,1.1694886593952054e-15,2.8529221211726006e-16,5.6648282121562422e-12,1.3401564091195306e-10,1.6856322854487982e-14,2.2065592044279025e-15,1.0956943708255545e-27
1.9867102726401821e-13,0.28977552942814755,76.950000000000003,0.0,0.0,0.0,0.99785384614810246,9.4999999814953853,2.3524407622643204e-06,3.108650291558617e-05,3.1073135268552733e-05,1.3597165314281664e-08,2.7412863981215135e-12,0.0014012308627995768,0.00016108869950852127,4.9046852755366616e-09,5.861923825834517e-17,5.8470175198465373e-16,4.3264241625371998e-14,0.00051929782448188896,4.613838717191887e-10,1.6689541050160134e-17,6.9961607009973119e-18,5.3851695729065235e-20,0.0,4.3464961174256919e-10,4.8026061995817769e-09,2.585274386497168e-11,2.5854529972692568e-11,1.4315875628163014e-15,3.5452015806563364e-16,6.564282558629938e-12,1.5044512218711735e-10,1.9410774027652742e-14,2.5842565524431603e-15,1.6373501853849155e-27
2.0976574133051641e-13,0.28977552942145374,76.950000000000003,0.0,0.0,0.0,0.99773448305373125,9.4999999794706866,2.4836629117995202e-06,3.281836235919845e-05,3.2803413702515561e-05,1.5131769255383526e-08,2.8940211280619787e-12,0.0014493138503882707,0.0001771134692324996,5.3946236436507284e-09,6.5235170420712298e-17,7.0786886383723274e-16,5.0162072142189607e-14,0.00057095708012250919,5.142731254735157e-10,1.8356696031198e-17,7.7011182370364829e-18,6.6105523372477912e-20,0.0,5.0619757842796924e-10,5.3519316087524661e-09,3.0421705301779119e-11,3.0423872166757914e-11,1.7317400510558026e-15,4.351249277264911e-16,7.5367614817189728e-12,1.6782635172343102e-10,2.2161158311660955e-14,2.9987003019152363e-15,2.3938515508388987e-27
2.2086045539701461e-13,0.2897755294144448,76.950000000000003,0.0,0.0,0.0,0.99761516086677871,9.4999999773504484,2.6148693331664328e-06,3.4549790122734131e-05,3.4533168665271795e-05,1.6745510215659623e-08,3.0467177874091722e-12,0.0014951280191066493,0.00019366589136987259,5.9009639275510116e-09,7.2192277664158915e-17,8.4825251976542557e-16,5.7680228544742089e-14,0.00062431742936154609,5.7002245830778364e-10,2.0079663414894257e-17,8.4298407783509115e-18,8.0250621636042745e-20,0.0,5.8463234302202161e-10,5.9307576086006402e-09,3.5498508216870483e-11,3.5501109096760933e-11,2.072716882778139e-15,5.2816300766690111e-16,8.5822020395456284e-12,1.8615863767571303e-10,2.5108297734001969e-14,3.4508623309940856e-15,3.4319142173208995e-27
2.319551694635128e-13,0.28977552940712514,76.950000000000003,0.0,0.0,0.0,0.9974958783492841,9.4999999751358448,2.7460600316668227e-06,3.6280787147368477e-05,3.6262400776891613e-05,1.8437966641403813e-08,3.199376459168745e-12,0.0015387797903713559,0.00021072106108929536,6.4229543429524106e-09,7.9488742588724286e-17,1.0071175037355744e-15,6.583263008317617e-14,0.00067929859297708828,6.2863049724001033e-10,2.1855885031418102e-17,9.1812228018836076e-18,9.6451364638716699e-20,0.0,6.701704509605695e-10,6.5390477624816295e-09,4.1109694589030408e-11,4.1112786601318836e-11,2.4572960271009013e-15,6.3471626132142294e-16,9.7003381991031577e-12,2.0544118780784628e-10,2.8252823822060772e-14,3.9416430308555782e-15,4.833866638151465e-27
2.4304988353001097e-13,0.28977552939949824,76.950000000000003,0.0,0.0,0.0,0.99737663432126578,9.4999999728280144,2.8772350124434888e-06,3.8011354336006411e-05,3.7991110651051028e-05,2.0208719115585202e-08,3.3519972229710086e-12,0.0015803705938511443,0.0002282552417515539,6.9598771440882474e-09,8.7122757006070061e-17,1.1857352680541944e-15,7.4632081369155694e-14,0.0007358240573430892,6.9009586917286667e-10,2.3682918537130626e-17,9.9542103637619568e-18,1.1487558515620988e-19,0.0,7.6301808363248657e-10,7.1767656051769885e-09,4.728177354708956e-11,4.7285417697725421e-11,2.8882606130914055e-15,7.5589002276181213e-16,1.0890722899240846e-11,2.2567312530527211e-10,3.1595210658581357e-14,4.4718760113805116e-15,6.7002352085572697e-27
2.5414459759650914e-13,0.2897755293915682,76.950000000000003,0.0,0.0,0.0,0.99725742765800274,9.4999999704280551,3.0083942804877036e-06,3.9741492555020972e-05,3.9719298895241481e-05,2.2057350346861933e-08,3.5045801552242887e-12,0.0016199971015678513,0.00024624581012415496,7.5110470828906313e-09,9.5092521892116307e-17,1.3853817343658887e-15,8.409034969581926e-14,0.00079382089783194029,7.5441720097147566e-10,2.5558432171487401e-17,1.0747797027469529e-17,1.3569429072515495e-19,0.0,8.6337154449121562e-10,7.8438746562290451e-09,5.4041221353855822e-11,5.4045482562440643e-11,3.3683972609523237e-15,8.9281132385122009e-16,1.2152748321992352e-11,2.4685350283914366e-10,3.5135802316796115e-14,5.0423325306329492e-15,9.1525980110972582e-27
2.652393116630073e-13,0.28977552938333834,76.950000000000003,0.0,0.0,0.0,0.99713825728744065,9.4999999679370397,3.139537840646319e-06,4.147120263591324e-05,4.1446966110970083e-05,2.3983445158659621e-08,3.6571253292613259e-12,0.001657751451087386,0.00026467120414912308,8.0758099374912263e-09,1.0339624733995708e-16,1.6073353258922737e-15,9.4218237580633102e-14,0.0008532196104471478,8.2159311953535145e-10,2.7480199749824254e-17,1.1561021011475812e-17,1.5908139938094712e-19,0.0,9.7141772251164699e-10,8.5403384317378657e-09,6.1414481400741328e-11,6.1419428522707577e-11,3.9004947213080114e-15,1.04662724491028e-15,1.3485664510020009e-11,2.6898131507060974e-10,3.8874835701862469e-14,5.6537256624772051e-15,1.2336719577633554e-26
2.763340257295055e-13,0.28977552937481227,76.950000000000003,0.0,0.0,0.0,0.99701912218772326,9.4999999653560039,3.2706656976285178e-06,4.320048537689681e-05,4.3174112893950844e-05,2.5986590478313998e-08,3.8096328154789918e-12,0.0016937214582435388,0.00028351087316037799,8.6535411073325874e-09,1.120321525130518e-16,1.8528752136334794e-15,1.0502565077847584e-13,0.0009139539513520836,8.9162225186482592e-10,2.9446095882805324e-17,1.2392965006069012e-17,1.8521349395238742e-19,0.0,1.0873345339118353e-09,9.2661204547598764e-09,6.942796421198155e-11,6.9433670058142834e-11,4.487342779917551e-15,1.2185033813140257e-15,1.4888596436645288e-11,2.9205550973437931e-10,4.2812459403110385e-14,6.3067142138139298e-15,1.6425979840222811e-26
2.8742873979600367e-13,0.28977552936599354,76.950000000000003,0.0,0.0,0.0,0.99690002138483669,9.4999999626859584,3.4017778560122726e-06,4.4929341544410012e-05,4.4900739834287414e-05,2.806637532627699e-08,3.9621026814716896e-12,0.0017279908198586413,0.00030274523044209302,9.2436442720407517e-09,1.2099846559869055e-16,2.1232797592287363e-15,1.1652166202254707e-13,0.00097596078394475124,9.6450322512230209e-10,3.1454091412837822e-17,1.324275380915676e-17,2.1426959381381121e-19,0.0,1.2112913431031303e-09,1.0021184264443665e-08,7.8108047457382637e-11,7.8114588811184427e-11,5.1317313833901053e-15,1.4096224183484463e-15,1.6360559636034255e-11,3.1607499743717331e-10,4.6948749185883905e-14,7.0019064035380633e-15,2.1625110044136357e-26
2.9852345386250184e-13,0.28977552935688544,76.950000000000003,0.0,0.0,0.0,0.99678095395036459,9.4999999599278766,3.5328743202504771e-06,4.6657771874559268e-05,4.6626847516647659e-05,3.0222390805385611e-08,4.1145349921586597e-12,0.0017606393069334329,0.00032235560801749776,9.8455501111535229e-09,1.3029342376173045e-16,2.419825137786135e-15,1.2871457074302742e-13,0.0010391799331222482,1.0402346666886773e-09,3.3502249057566511e-17,1.4109551010564763e-17,2.4643094298988994e-19,0.0,1.3434493638495509e-09,1.0805493424032075e-08,8.7481075972556712e-11,8.7488533605302699e-11,5.8364499392675147e-15,1.6211828066692807e-15,1.7900474500820272e-11,3.4103866030010306e-10,5.1283720780842736e-14,7.7398633155161632e-15,2.8174248248853534e-26
3.09618167929e-13,0.2897755293474912,76.950000000000003,0.0,0.0,0.0,0.99666191899935186,9.4999999570827143,3.6639550946768081e-06,4.8385777074496741e-05,4.8352436520430405e-05,3.2454230090192857e-08,4.2669298099054533e-12,0.0017917429487772293,0.00034232421355787307,1.0458715081800049e-08,1.3991527309859927e-16,2.743784124461719e-15,1.4161195900751702e-13,0.0011035540463795413,1.1188152042152584e-09,3.5588719250564383e-17,1.499255824773884e-17,2.8188081352838356e-19,0.0,1.4839620416146449e-09,1.1619011527853453e-08,9.757336178566447e-11,9.7581820469945764e-11,6.6042867502826548e-15,1.8543975309332414e-15,1.9507179351226438e-11,3.6694535956804253e-10,5.5817340541064576e-14,8.5211021379463174e-15,3.6353326866177184e-26
3.207128819954982e-13,0.28977552933781375,76.950000000000003,0.0,0.0,0.0,0.99654291568826381,9.499999954151388,3.7950201835113027e-06,5.01133578237356e-05,5.0077507419924826e-05,3.4761488416359905e-08,4.4192871946399527e-12,0.0018213742085126422,0.00036263408931011364,1.1082620251650313e-08,1.4986226859156199e-16,3.0964250301739334e-15,1.5522074391388523e-13,0.001169028461414971,1.2002434656714815e-09,3.7711736170095991e-17,1.5891014164497826e-17,3.2080432315145356e-19,0.0,1.6329754179975601e-09,1.2461702207410017e-08,1.0841118414981372e-10,1.0842073267133416e-10,7.4380285554151477e-15,2.1104929649281738e-15,2.1179442369311156e-11,3.9379394229427788e-10,6.0549534362559576e-14,9.3460992007258446e-15,4.6486804713210793e-26
3.3180759606199637e-13,0.2897755293278564,76.950000000000003,0.0,0.0,0.0,0.99642394321304439,9.4999999511348054,3.9260695908656791e-06,5.1840514775405298e-05,5.180206078446282e-05,3.7143763070108863e-08,4.571607203963119e-12,0.001849602150354618,0.00038326907294930393,1.1716770184661763e-08,1.6013267406325096e-16,3.4790107733265294e-15,1.6954722664572324e-13,0.0012355510799409233,1.2845180793887143e-09,3.9869613947538823e-17,1.6804191508854636e-17,3.6338826628668612e-19,0.0,1.7906284780884413e-09,1.3333529136657428e-08,1.200207895803829e-10,1.2003152074834991e-10,8.3404601596509368e-15,2.3907078072266626e-15,2.2915972482286336e-11,4.215832471949909e-10,6.5480195136749365e-14,1.0215292821732435e-14,5.8948756054073137e-26
3.4290231012849454e-13,0.2897755293176222,76.950000000000003,0.0,0.0,0.0,0.99630500080726458,9.4999999480338353,4.0571033207484043e-06,5.3567248557449969e-05,5.3526097178564609e-05,3.9600653377735696e-08,4.7238898932546029e-12,0.0018764925990410505,0.00040421376026801966,1.2360691877285976e-08,1.7072476213145375e-16,3.892798075583283e-15,1.8459713838184843e-13,0.0013030722474150682,1.3716376741003895e-09,4.2060743047509393e-17,1.7731395623150681e-17,4.0982095764084444e-19,0.0,1.9570534815265256e-09,1.4234456036559163e-08,1.3242839189662396e-10,1.3244040255285368e-10,9.3143641376382942e-15,2.696292091857055e-15,2.4715429272291444e-11,4.5031210975764116e-10,7.0609188957485057e-14,1.1129085972401278e-14,7.4168329060427142e-26
3.539970241949927e-13,0.28977552930711376,76.950000000000003,0.0,0.0,0.0,0.99618608774035688,9.4999999448493249,4.1881213770695267e-06,5.5293559773772197e-05,5.5249617162078e-05,4.2131760695182518e-08,4.8761353157736844e-12,0.0019021082917807966,0.00042545346961674199,1.3013933742865041e-08,1.8163681416415608e-16,4.3390367705053784e-15,2.0037568324626097e-13,0.0013715446384162079,1.4616008789787281e-09,4.42835868119699e-17,1.8671963994746577e-17,4.602920875152992e-19,0.0,2.1323762780205804e-09,1.5164446678992304e-08,1.4566017226695123e-10,1.4567356329381719e-10,1.0362520596976938e-14,3.0285062687663729e-15,2.657643198601156e-11,4.7997936668042258e-10,7.5936360296471625e-14,1.2087848772670884e-14,9.2635586027926905e-26
3.650917382614909e-13,0.2897755292963341,76.950000000000003,0.0,0.0,0.0,0.99606720331593313,9.4999999415821055,4.3191237636452779e-06,5.7019449005324794e-05,5.6972621290311328e-05,4.473668839766864e-08,5.0283435227555968e-12,0.0019265090230728549,0.00044697420801259542,1.3676064642018848e-08,1.9286712023484078e-16,4.8189692145815357e-15,2.1688757847891674e-13,0.0014409231473978652,1.5544063236682782e-09,4.6536678160832423e-17,1.9625264237521691e-17,5.1499258809831164e-19,0.0,2.3167166080662848e-09,1.6123464890075159e-08,1.5974227925737452e-10,1.5975715558471233e-10,1.1487706988422472e-14,3.3886203491327545e-15,2.8497567713501187e-11,5.1058385971372979e-10,8.146153633873796e-14,1.3091920825037711e-14,1.1490773760321303e-25
3.7618645232798907e-13,0.28977552928528594,76.950000000000003,0.0,0.0,0.0,0.99594834687018285,9.4999999382329818,4.4501104842024657e-06,5.8744916811152941e-05,5.8695110114160926e-05,4.7415041869379987e-08,5.1805145635033365e-12,0.0019497517827340675,0.0004687626388374588,1.4346672956922566e-08,2.0441397907803664e-16,5.3338297909680658e-15,2.3413709199353184e-13,0.001511164784565117,1.6500526383164876e-09,4.8818616441912054e-17,2.0590692127516691e-17,5.7411451001479964e-19,0.0,2.510188389561055e-09,1.7111474552980403e-08,1.7470082888259054e-10,1.7471729949365507e-10,1.2692697953260387e-14,3.7779131109312133e-15,3.0477398800688271e-11,5.4212443896789481e-10,8.7184530628266513e-14,1.4141613397032506e-14,1.4161578321535263e-25
3.8728116639448725e-13,0.2897755292739721,76.950000000000003,0.0,0.0,0.0,0.99582951777034279,9.4999999348027391,4.5810815423826575e-06,6.0469963729388996e-05,6.0417084180232684e-05,5.0166428493216034e-08,5.3326484854754636e-12,0.0019718908874542225,0.00049080605105082512,1.502536570748515e-08,2.1627569804511412e-16,5.8848444970815684e-15,2.5212807747820369e-13,0.0015822285766341291,1.7485384536015189e-09,5.1128064423461484e-17,2.15676711109171e-17,6.3785090846325908e-19,0.0,2.7128999909784978e-09,1.8128439610290557e-08,1.905619046593064e-10,1.905800825958682e-10,1.3980265200935209e-14,4.1976713605223711e-15,3.2514469554874727e-11,5.7459996574462696e-10,9.310514613426512e-14,1.5237211460949868e-14,1.7347156985793989e-25
3.983758804609854e-13,0.2897755292623949,76.950000000000003,0.0,0.0,0.0,0.99571071541324296,9.4999999312921464,4.712036941746159e-06,6.2194590278202058e-05,6.2138544030958541e-05,5.2990457640593988e-08,5.4847453343699152e-12,0.0019929781061808522,0.00051309232984666489,1.5711767707539989e-08,2.284505930603306e-16,6.4732306079399209e-15,2.7086400718844974e-13,0.0016540754722463508,1.8498624007574964e-09,5.3463745422858542e-17,2.2555651158347962e-17,7.0639573831340183e-19,0.0,2.9249544917301854e-09,1.9174324065946545e-08,2.0735155766141936e-10,2.0737156002807774e-10,1.5353177411628698e-14,4.6491892463554865e-15,3.4607312297993732e-11,6.0800931494352383e-10,9.9223177825513536e-14,1.6378975599208634e-14,2.1127528131524544e-25
4.094705945274836e-13,0.28977552925055716,76.950000000000003,0.0,0.0,0.0,0.99559193922391631,9.499999927701948,4.8429766857758263e-06,6.3918796956704304e-05,6.3859490204707799e-05,5.5886740661309412e-08,5.6368051542038128e-12,0.0020130627796221706,0.00053560992868678973,1.6405520759242145e-08,2.409369885771179e-16,7.1001964077954583e-15,2.9034800257188716e-13,0.0017266682518197701,1.9540231115973625e-09,5.582444056530267e-17,2.3554106830307614e-17,7.7994375757525275e-19,0.0,3.1464499303137144e-09,2.0249091986835028e-08,2.2509580657671834e-10,2.2511775454449911e-10,1.6814200159157204e-14,5.133767621143518e-15,3.6754452818582038e-11,6.4235137708995431e-10,1.0553841482984265e-13,1.7567143783316669e-14,2.5592336986459737e-25
4.2056530859398177e-13,0.2897755292384613,76.950000000000003,0.0,0.0,0.0,0.99547318865427881,9.4999999240328705,4.9739007778806759e-06,6.5642584245816188e-05,6.5579923235893785e-05,5.8854890873452968e-08,5.7888279873898034e-12,0.0020321919341441254,0.00055834784264613066,1.7106282883941893e-08,2.5373321753460885e-16,7.7669409831786611e-15,3.1058286285418074e-13,0.0017999714416290502,2.0610192185335141e-09,5.8208986166633326e-17,2.4562536440972216e-17,8.5869043868386216e-19,0.0,3.3774795408201271e-09,2.1352707504055826e-08,2.438206377648079e-10,2.4384465657410771e-10,1.8366095850100677e-14,5.6527134491051458e-15,3.8954415270029215e-11,6.7762506002624963e-10,1.1205064224732137e-13,1.880193303403533e-14,3.0841694242313719e-25
4.3166002266047995e-13,0.2897755292261098,76.950000000000003,0.0,0.0,0.0,0.99535446318186482,9.4999999202856298,5.1048092213993448e-06,6.7365952609092279e-05,6.7299843655075644e-05,6.1894523553382761e-08,5.9408138748090293e-12,0.002050410390325076,0.00058129558300826776,1.7813727587879848e-08,2.6683762131440906e-16,8.4746540710137216e-15,3.3157109171125318e-13,0.0018739512319157717,2.1708493545963767e-09,6.0616271234639306e-17,2.5580461464125028e-17,9.4283188707638843e-19,0.0,3.6181319783478386e-09,2.2485134813906715e-08,2.635520053159887e-10,2.6357822427892028e-10,2.0011623675843854e-14,6.2073392551000384e-15,4.1205726559351544e-11,7.1382929030410121e-10,1.1875964267426071e-13,2.0083540969961582e-14,3.6987061304606842e-25
4.427547367269781e-13,0.2897755292135051,76.950000000000003,0.0,0.0,0.0,0.99523576230862898,9.4999999164609186,5.2357020196033733e-06,6.9088902493509544e-05,6.9019251989056098e-05,6.5005255925751601e-08,6.0927628558804872e-12,0.0020677608664189428,0.00060444315305249741,1.8527543161125154e-08,2.8024854969760199e-16,9.2245159559906068e-15,3.5331492214583975e-13,0.0019485753988395264,2.2835121534510616e-09,6.3045235083486867e-17,2.6607424994329219e-17,1.0325647665707568e-18,0.0,3.8684915338440143e-09,2.3646338178619122e-08,2.8431583111085966e-10,2.8434438361304819e-10,2.1753539575023186e-14,6.798962612710694e-15,4.350692026748931e-11,7.5096301431223794e-10,1.256651974831289e-13,2.1412147251365635e-14,4.4152183362588966e-25
4.538494507934763e-13,0.2897755292006493,76.950000000000003,0.0,0.0,0.0,0.9951170855597985,9.4999999125594172,5.3665791757003488e-06,7.0811434330219858e-05,7.0738148760974756e-05,6.8186707153588934e-08,6.24467496862739e-12,0.0020842840769655737,0.00062778102497657549,1.9247432008252601e-08,2.9396436082198749e-16,1.0017697411870489e-14,3.7581633967702529e-13,0.0020238132300897898,2.3990062494122468e-09,6.5494865056149312e-17,2.7642990600199022e-17,1.1280862310860818e-18,0.0,4.1286383388690844e-09,2.4836281926874553e-08,3.0613800488043724e-10,3.0616902838231132e-10,2.3594596204466902e-14,7.4289056685371516e-15,4.5856540139073156e-11,7.8902519916995014e-10,1.3276708789449216e-13,2.2787914925752342e-14,5.2474071458529375e-25
4.649441648599745e-13,0.28977552918754484,76.950000000000003,0.0,0.0,0.0,0.99499843248278219,9.4999999085817848,5.4974406928368862e-06,7.2533548535268116e-05,7.2456534490397605e-05,7.1438498328436788e-08,6.3965502497407176e-12,0.0021000188267757134,0.00065130011790191528,1.9973110009322764e-08,3.0798342113955923e-16,1.0855359681851972e-14,3.9907710394598897e-13,0.0020996354539870258,2.5173302774574185e-09,6.7964194349952343e-17,2.868674189855883e-17,1.2295938622734933e-18,0.0,4.3986485607566168e-09,2.6054930454128762e-08,3.290443842666098e-10,3.2907802030422807e-10,2.5537542917054303e-14,8.0984947001637481e-15,4.8253143176831925e-11,8.280148334138957e-10,1.4006509587162118e-13,2.4210991681263209e-14,6.2104034729859419e-25
4.760388789264727e-13,0.2897755291741941,76.950000000000003,0.0,0.0,0.0,0.99487980264613063,9.4999999045286696,5.6282865741014777e-06,7.4255245510277947e-05,7.4174409693402628e-05,7.4760252460539414e-08,6.5483887346394828e-12,0.0021150021005074638,0.00067499177691048571,2.0704305909793945e-08,3.223041053742105e-16,1.1738654493535432e-14,4.2309876883686313e-13,0.0021760141719094077,2.6384828732385742e-09,7.0452299940567018e-17,2.9738281528967561e-17,1.3372856126521712e-18,0.0,4.6785945886188946e-09,2.7302248222767648e-08,3.5306079488277035e-10,3.5309718906822234e-10,2.7585125745146121e-14,8.8090597054325881e-15,5.0695302373283894e-11,8.6793092750286015e-10,1.4755900486452772e-13,2.5681511013704076e-14,7.3208763991790733e-25
4.871335929929709e-13,0.28977552916059884,76.950000000000003,0.0,0.0,0.0,0.99476119563854382,9.4999999004007076,5.7591168225272169e-06,7.5976525643106155e-05,7.5891774882661911e-05,7.8151594469086032e-08,6.7001904575284068e-12,0.0021292691480410894,0.00069884775306500049,2.1440760738055418e-08,3.3692479647966417e-16,1.2668724104400899e-14,4.4788270120427672e-13,0.0022529227938891225,2.7624626730925306e-09,7.2958300599993384e-17,3.0797229917716559e-17,1.451359753870231e-18,0.0,4.9685452106277359e-09,2.8578199762116607e-08,3.7821303037448915e-10,3.782523323959e-10,2.9740087388466833e-14,9.5619340208218759e-15,5.318160910999437e-11,9.0877251416264371e-10,1.5524860042633592e-13,2.7199593312664538e-14,8.5971467822190093e-25
4.982283070594692e-13,0.28977552914676163,76.950000000000003,0.0,0.0,0.0,0.99464261106792584,9.4999998961985188,5.8899314410943681e-06,7.7697389308467257e-05,7.7608630567520013e-05,8.1612151172506447e-08,6.8519554514532954e-12,0.0021428535658493081,0.00072286018436626398,2.2182227249331152e-08,3.5184388559764014e-16,1.3646701374067144e-14,4.7343009829325497e-13,0.0023303359772295427,2.8892683140499098e-09,7.548135500427809e-17,3.1863224760658887e-17,1.5720148297336421e-18,0.0,5.2685657829799148e-09,2.9882749668322501e-08,4.0452685248010407e-10,4.0456921610127844e-10,3.2005167205557456e-14,1.0358453966881483e-14,5.5710675252455383e-11,9.5053864859097919e-10,1.6313367072097607e-13,2.8765346871888369e-14,1.0059306230472744e-24
