Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532)
6.632818277394715e-09,0.2897999606244184,76.950000000000003,0.0,0.0,0.0,2.4506891569037821e-05,9.499995479706099,0.00096909713184404104,0.0053913361578903224,2.8081972078879005e-07,2.8301475961646086e-09,4.7542778894606453e-10,4.6182336804412858e-06,0.066101791188932266,2.6537366116947038e-06,1.2201309170768116e-17,1.7093855215866122e-07,7.0783445739417197e-06,0.91762467134232661,6.9768027698287593e-05,9.0301096162302195e-15,4.2674960768237695e-14,5.6895721240850345e-09,0.0,0.0004562893288170925,5.5458252949457207e-09,0.0073761763871079584,0.0073776063846015903,7.7983325940496304e-07,3.9364342018996978e-07,3.7913073444767263e-08,0.0019695601826559589,4.1431291580325817e-07,1.0452351153949391e-07,1.2826040702032258e-07
6.6713448433960925e-09,0.2897999606880158,76.950000000000003,0.0,0.0,0.0,2.4365890677204833e-05,9.4999954821359207,0.00096825999224317951,0.0053814866620045801,2.6460551349305599e-07,2.6667379936427696e-09,4.7455922430435188e-10,4.5895928947157292e-06,0.06562383804964457,2.6488884681984923e-06,1.149681902878951e-17,1.709387490790249e-07,7.1078173304499913e-06,0.91810341869044343,6.9769747731771508e-05,9.0136123998097635e-15,4.2852492611724727e-14,5.7134262901493359e-09,0.0,0.00045652952094763822,5.228144592195246e-09,0.0073761931467843057,0.0073776231481614248,7.7983503146080207e-07,3.9364431482506594e-07,3.7932854366520976e-08,0.0019793530232514616,4.1637293771904683e-07,1.0504322630893853e-07,1.2826101541773115e-07
6.70987140939747e-09,0.28979996074837316,76.950000000000003,0.0,0.0,0.0,2.4225950051563108e-05,9.4999954845522403,0.0009674235213064286,0.0053716554037080205,2.4932776146765494e-07,2.51276615061981e-09,4.7369226792467873e-10,4.5611702415808456e-06,0.065149525569106206,2.6440493016807443e-06,1.0833016878377604e-17,1.7093893429523587e-07,7.137183873722029e-06,0.9185785251612969,6.9771459928595948e-05,8.9971457301659486e-15,4.3029384638831057e-14,5.7371944866826522e-09,0.0,0.00045676788639315572,4.9288097165878949e-09,0.0073762089423747767,0.0073776389474119906,7.7983670158987096e-07,3.9364515800166934e-07,3.7952484854205037e-08,0.0019891278345332635,4.1842916699268186e-07,1.0556198424769559e-07,1.282615888129773e-07
6.748397975398847e-09,0.289799960805677,76.950000000000003,0.0,0.0,0.0,2.4087061629438269e-05,9.4999954869555996,0.00096658771893062476,0.0053618423488803494,2.349323770890676e-07,2.3676869626378453e-09,4.728269167978897e-10,4.5329640594410016e-06,0.064678826014583829,2.6392190953449868e-06,1.0207552669651592e-17,1.7093910850260194e-07,7.166444592650266e-06,0.91905001848387513,6.9773164343997637e-05,8.9807095501439025e-15,4.3205639192217347e-14,5.7608770284957657e-09,0.0,0.00045700443906573207,4.6467610688326469e-09,0.007376223829554396,0.0073776538380412194,7.7983827567832417e-07,3.9364595269144926e-07,3.7971966053528101e-08,0.0019988846498482475,4.2048161063882683e-07,1.0607978712546693e-07,1.2826212922726667e-07
6.786924541400224e-09,0.28979996086010273,76.950000000000003,0.0,0.0,0.0,2.3949217409643782e-05,9.4999954893465173,0.00096575258500902815,0.0053520474634665286,2.2136839675340646e-07,2.2309868096480889e-09,4.7196316792060334e-10,4.5049726993580174e-06,0.064211711864599633,2.634397832426974e-06,9.6182120880576883e-18,1.7093927235511933e-07,7.1955998746516609e-06,0.91951792617594486,6.9774861032735941e-05,8.9643038026984031e-15,4.33812586056572e-14,5.7844742292033697e-09,0.0,0.00045723919277148103,4.3810002503645879e-09,0.0073762378607825771,0.0073776678725206712,7.7983975927235143e-07,3.9364670169444153e-07,3.7991299101471541e-08,0.0020086235024812434,4.2253027565910143e-07,1.0659663670866354e-07,1.2826263856508268e-07
6.825451107401601e-09,0.28979996091181587,76.950000000000003,0.0,0.0,0.0,2.3812409452006854e-05,9.499995491725473,0.00096491811943135396,0.0053422707134766177,2.0858780043683898e-07,2.1021817375097982e-09,4.7110101829519477e-10,4.4771945249547376e-06,0.063748155807321766,2.6295854961945941e-06,9.0629087144622473e-18,1.7093942646792739e-07,7.2246501056754616e-06,0.91998227554566026,6.9776550049097325e-05,8.9479284308935851e-15,4.3556245204083838e-14,5.807986401230463e-09,0.0,0.00045747216121135037,4.1305865284662822e-09,0.0073762510854888377,0.0073776811002913226,7.7984115759781176e-07,3.9364740764895953e-07,3.8010485126355955e-08,0.0020183444256551418,4.2457516904210443e-07,1.0711253476041135e-07,1.2826311862092642e-07
6.863977673402978e-09,0.289799960960972,76.950000000000003,0.0,0.0,0.0,2.367662987689821e-05,9.4999954940929197,0.00096408432208380324,0.0053325120649856369,1.9654534167802026e-07,1.9808157445240218e-09,4.7024046492978428e-10,4.4496279123193384e-06,0.063288130738967746,2.6247820699478023e-06,8.5396766380700757e-18,1.7093957141961769e-07,7.2535956702107944e-06,0.92044309369315935,6.9778231446900092e-05,8.9315833779026919e-15,4.3730601303635723e-14,5.8314138558185843e-09,0.0,0.00045770335798192292,3.8946335055602337e-09,0.0073762635502478083,0.0073776935679385957,7.7984247557873511e-07,3.9364807304093729e-07,3.8029525247907109e-08,0.0020280474525310121,4.2661629776343842e-07,1.0762748304055762e-07,1.2826357108566727e-07
6.9025042394043555e-09,0.2897999610077184,76.950000000000003,0.0,0.0,0.0,2.3541870864765894e-05,9.4999954964492908,0.00096325119284909318,0.0053227714841334178,1.8519838738056779e-07,1.8664591669354245e-09,4.6938150483822185e-10,4.422271249910348e-06,0.062831609762219298,2.6199875370185355e-06,8.0466634960130868e-18,1.7093970775440576e-07,7.2824369512941058e-06,0.9209004075121493,6.9779905279498632e-05,8.9152685870078014e-15,4.3904329211701437e-14,5.8547569030319309e-09,0.0,0.00045793279657621144,3.6723059808796152e-09,0.0073762752989441288,0.0073777053193572993,7.7984371785475599e-07,3.9364870021272865e-07,3.8048420577321443e-08,0.0020377326162082129,4.2865366878573199e-07,1.0814148330567645e-07,1.2826399755252719e-07
6.941030805405733e-09,0.2897999610521932,76.950000000000003,0.0,0.0,0.0,2.3408124655672822e-05,9.4999954987949895,0.00096241873160648821,0.005313048937124463,1.7450676686838129e-07,1.7587071576858479e-09,4.6852413504007469e-10,4.3951229384624161e-06,0.062378566184649806,2.6152018807706467e-06,7.5821239149651144e-18,1.7093983598417397e-07,7.3111743305164684e-06,0.92135424369147911,6.9781571599787889e-05,8.8989840015995876e-15,4.407743122696357e-14,5.8780158517633545e-09,0.0,0.00045816049038444777,3.4628169934056927e-09,0.007376286372927812,0.0073777163959070245,7.798448887975402e-07,3.9364929137140209e-07,3.8067172217331027e-08,0.0020473999497245127,4.3068728905866567e-07,1.0865453730907523e-07,1.2826439952271929e-07
6.97955737140711e-09,0.28979996109452694,76.950000000000003,0.0,0.0,0.0,2.3275383548838218e-05,9.4999955011304014,0.00096158693823182974,0.0053033443902277995,1.6443262965937087e-07,1.6571782530335014e-09,4.6766835256061368e-10,4.3681813908927842e-06,0.06192897351716347,2.6104250845998204e-06,7.1444133315622753e-18,1.7093995659039262e-07,7.3398081880307211e-06,0.92180462871669866,6.9783230460207645e-05,8.8827295651770448e-15,4.4249909639441769e-14,5.9011910097402336e-09,0.0,0.00045838645269486594,3.2654250356021067e-09,0.0073762968111606387,0.0073777268365585796,7.7984599252626157e-07,3.936498485965533e-07,3.8085781262268036e-08,0.0020570494860561992,4.3271716551899404e-07,1.0916664680080047e-07,1.2826477841076098e-07
7.018083937408487e-09,0.28979996113484235,76.950000000000003,0.0,0.0,0.0,2.3143639902182757e-05,9.4999955034558905,0.0009607558125975655,0.0052936578097768474,1.5494031145402488e-07,1.561513021962706e-09,4.6681415443080096e-10,4.3414450322084721e-06,0.061482805472446465,2.6056571319335128e-06,6.7319821697493117e-18,1.7094007002592721e-07,7.3683389025585159e-06,0.92225158887160885,6.9784881912746995e-05,8.8665052213472788e-15,4.4421766730535066e-14,5.9242826835302316e-09,0.0,0.00045861069669447856,3.0794314280809496e-09,0.007376306650354103,0.0073777366780319693,7.7984703292218623e-07,3.9365037384766855e-07,3.810424879812874e-08,0.0020666812581182008,4.3474330509057139e-07,1.0967781352764398e-07,1.2826513554948026e-07
7.056610503409864e-09,0.28979996117325524,76.950000000000003,0.0,0.0,0.0,2.301288613187748e-05,9.4999955057717926,0.00095992535457278024,0.0052839891621692739,1.4599620786433634e-07,1.4713727936022933e-09,4.6596153768727523e-10,4.3149122994141803e-06,0.061040035963429849,2.6008980062308619e-06,6.3433703544361943e-18,1.7094017671673805e-07,7.3967668513972036e-06,0.9226951502397982,6.9786526008948325e-05,8.8503109138252045e-15,4.459300477306337e-14,5.9472911785469728e-09,0.0,0.00045883323546984855,2.9041778459053318e-09,0.0073763159250993787,0.0073777459549263782,7.7984801364241131e-07,3.9365086897106081e-07,3.8122575902637037e-08,0.0020762952987641932,4.3676571468437258e-07,1.1018803923314831e-07,1.2826547219473312e-07
7.095137069411241e-09,0.28979996120987483,76.950000000000003,0.0,0.0,0.0,2.2883114711896372e-05,9.4999955080784293,0.00095909556402322415,0.0052743384138668531,1.3756865543601053e-07,1.3864384581469467e-09,4.6511049937233924e-10,4.2885816414208819e-06,0.060600639101764164,2.5961476909826264e-06,5.9772021420400211e-18,1.7094027706347889e-07,7.4250924104266374e-06,0.92313533870616715,6.9788162799911698e-05,8.8341465864333311e-15,4.4763626031308318e-14,5.9702167990555917e-09,0.0,0.00045905408200785393,2.7390439877700537e-09,0.0073763246679897929,0.0073777546998426884,7.798489381328155e-07,3.936513357064077e-07,3.8140763645307397e-08,0.0020858916407867174,4.3878440119851857e-07,1.1069732565761316e-07,1.282657895298484e-07
7.1336636354126185e-09,0.2897999612448037,76.950000000000003,0.0,0.0,0.0,2.2754318173572537e-05,9.4999955103761025,0.0009582664408113432,0.0052647055313953372,1.2962781954270063e-07,1.306409337036021e-09,4.6426103653394913e-10,4.2624515189551219e-06,0.060164589196305747,2.5914061697111135e-06,5.6321812496091775e-18,1.709403714430006e-07,7.4533159541158219e-06,0.92357217995844254,6.9789792336299021e-05,8.8180121831015284e-15,4.4933632761053489e-14,5.9930598481781946e-09,0.0,0.00045927324919644734,2.5834453798078727e-09,0.0073763329097362102,0.0073777629434988801,7.7984980964025757e-07,3.9365177569291018e-07,3.8158813087507478e-08,0.0020954703169172939,4.4079937151829996e-07,1.1120567453810135e-07,1.2826608866981642e-07
7.172190201413996e-09,0.2897999612781389,76.950000000000003,0.0,0.0,0.0,2.2626489105158013e-05,9.4999955126651034,0.00095743798479630679,0.005255090481344313,1.2214558875534915e-07,1.2310021183895781e-09,4.6341314622569902e-10,4.2365204044689995e-06,0.059731860751614393,2.58667342597011e-06,5.307086265283886e-18,1.7094046020976564e-07,7.4814378555295056e-06,0.92400569948867894,6.9791414668338007e-05,8.8019076478667701e-15,4.5103027209623897e-14,6.0158206278992434e-09,0.0,0.0004594907498254094,2.4368313062454921e-09,0.007376340679275761,0.0073777707148387894,7.7985063122407092e-07,3.9365219047509563e-07,3.8176725282520091e-08,0.0021050313598265347,4.4281063251620077e-07,1.1171308760844469e-07,1.2826637066523507e-07
7.210716767415373e-09,0.2897999613099715,76.950000000000003,0.0,0.0,0.0,2.2499620151387104e-05,9.4999955149456952,0.00095661019583403778,0.0052454932303670713,1.1509547531263887e-07,1.1599498539324558e-09,4.6256682550681031e-10,4.210786782050845e-06,0.059302428466462706,2.5819494433448043e-06,5.0007663238434523e-18,1.7094054369717813e-07,7.5094584863346257e-06,0.92443592259474994,6.9793029845826373e-05,8.7858329248728984e-15,4.5271811615924818e-14,6.0384994390708377e-09,0.0,0.00045970659658709661,2.2986828595825787e-09,0.0073763480038742989,0.0073777780411345834,7.7985140576689479e-07,3.9365258150828618e-07,3.8194501275604896e-08,0.0021145748021242582,4.4481819105192067e-07,1.122195665992498e-07,1.2826663650602854e-07
7.24924333341675e-09,0.28979996134038766,76.950000000000003,0.0,0.0,0.0,2.2373704013043247e-05,9.4999955172181423,0.00095578307377724037,0.0052359137451804686,1.0845252134015828e-07,1.0930010138548656e-09,4.6172207144211847e-10,4.1852491473365735e-06,0.058876267232356637,2.5772342054517277e-06,4.7121370320290048e-18,1.7094062221883501e-07,7.5373782168066928e-06,0.92486287438182657,6.9794637918135853e-05,8.7697879583703968e-15,4.5439988210480335e-14,6.0610965814179325e-09,0.0,0.00045992080207718402,2.1685111033902203e-09,0.0073763549092229147,0.0073777849480833116,7.7985213598488073e-07,3.936529501637511e-07,3.8212142104059451e-08,0.0021241006763596014,4.4682205397240061e-07,1.1272511323790426e-07,1.2826688712495132e-07
7.287769899418127e-09,0.28979996136946834,76.950000000000003,0.0,0.0,0.0,2.2248733446529362e-05,9.4999955194826757,0.00095495661847542796,0.0052263519925647983,1.0219321048624203e-07,1.0299185962631676e-09,4.608788811020612e-10,4.159906007421709e-06,0.05845335213206726,2.5725276959386761e-06,4.4401766292149529e-18,1.7094069606970317e-07,7.5651974158360483e-06,0.92528657976384565,6.9796238934216088e-05,8.7537726927161488e-15,4.5607559215470848e-14,6.0836123535434628e-09,0.0,0.00046013337879540086,2.0458553412240777e-09,0.0073763614195289044,0.007377791459897874,7.7985282443730682e-07,3.9365329773356127e-07,3.8229648797279872e-08,0.0021336090150211322,4.4882222811184371e-07,1.1322972924858225e-07,1.282671234008897e-07
7.326296465419504e-09,0.2897999613972898,76.950000000000003,0.0,0.0,0.0,2.2124701263441613e-05,9.4999955217395264,0.00095413082977495217,0.0052168079393636593,9.6295384661623318e-08,9.7047928806773885e-10,4.6003725156266649e-10,4.1347558807740914e-06,0.058033658438173881,2.5678298984846562e-06,4.1839223698356375e-18,1.7094076552722591e-07,7.5929164509340765e-06,0.92570706346496601,6.9797832942598639e-05,8.7377870723732281e-15,4.5774526844770598e-14,6.1060470529333945e-09,0.0,0.00046034433914626219,1.930281485523097e-09,0.0073763675576014607,0.0073777975993927552,7.7985347353564038e-07,3.9365362543516392e-07,3.8247022376821022e-08,0.0021430998505369636,4.5081872029174168e-07,1.1373341635225102e-07,1.2826734616197266e-07
7.3648230314208815e-09,0.289799961423924,76.950000000000003,0.0,0.0,0.0,2.2001600330146588e-05,9.4999955239889111,0.0009533057075190299,0.0052072815524838176,9.0738165588107381e-08,9.14472674336978e-10,4.5919717990553967e-10,4.1097972971472337e-06,0.057617161611618131,2.5631407967998018e-06,3.9424671147587794e-18,1.7094083085236461e-07,7.6205356882392936e-06,0.92612435002101556,6.9799419991400856e-05,8.7218310419106335e-15,4.5940893303984213e-14,6.1284009759617277e-09,0.0,0.00046055369543979342,1.8213805207187639e-09,0.0073763733449324371,0.0073778033880647804,7.7985408555207409e-07,3.9365393441569265e-07,3.8264263856456274e-08,0.0021525732152748688,4.5281153732089627e-07,1.1423617626667623e-07,1.2826755618850324e-07
7.403349597422259e-09,0.2897999614494391,76.950000000000003,0.0,0.0,0.0,2.1879423567361861e-05,9.4999955262310323,0.0009524812515477719,0.0051977727988950827,8.5501880878501646e-08,8.6170049331809486e-10,4.5835866321785189e-10,4.0850287974943547e-06,0.057203837300269171,2.5584603746253138e-06,3.7149561195371921e-18,1.7094089229057759e-07,7.648055492523388e-06,0.92653846378092386,6.9801000128329711e-05,8.7059045460030837e-15,4.6106660790483107e-14,6.1506744178954028e-09,0.0,0.00046076145989225071,1.7187670551133358e-09,0.0073763788017724187,0.0073778088461692306,7.7985466262756873e-07,3.9365422575602763e-07,3.8281374242236729e-08,0.0021620291415423861,4.5480068599544267e-07,1.1473801070642802e-07,1.2826775421572047e-07
7.441876163423636e-09,0.2897999614738984,76.950000000000003,0.0,0.0,0.0,2.1758163949739829e-05,9.4999955284660764,0.00095165746169820925,0.005188281645630172,8.0567994386081365e-08,8.119759344870103e-10,4.5752169859232943e-10,4.0604489338830577e-06,0.056793661337499635,2.5537886157334017e-06,3.5005840081672593e-18,1.7094095007274131e-07,7.6754762271971561e-06,0.92694942890814747,6.9802573400685718e-05,8.6900075294308028e-15,4.6271831493441306e-14,6.1728676728991611e-09,0.0,0.0004609676446268351,1.6220779563998811e-09,0.0073763839472024278,0.0073778139927915525,7.7985520677943757e-07,3.9365450047462416e-07,3.8298354532550132e-08,0.0021714676615869366,4.567861730988742e-07,1.152389213828871e-07,1.282679409364019e-07
7.480402729425012e-09,0.2897999614973624,76.950000000000003,0.0,0.0,0.0,2.1637814505454958e-05,9.4999955306942319,0.00095083433780432088,0.0051788080597845836,7.5919040576986687e-08,7.6512297714204567e-10,4.5668628312723951e-10,4.0360562694106567e-06,0.05638660974077267,2.5491255039272052e-06,3.2985919216394541e-18,1.7094100441601683e-07,7.702798254316399e-06,0.92735726938208163,6.9804139855366557e-05,8.6741399370792711e-15,4.6436407593870815e-14,6.194981034040345e-09,0.0,0.00046117226167440158,1.530971065993031e-09,0.0073763887992014674,0.0073778188459149123,7.7985571990848236e-07,3.936547595311167e-07,3.8315205718179111e-08,0.0021808888075959374,4.5876800540206525e-07,1.1573891000425067e-07,1.2826811700331594e-07
7.51892929542639e-09,0.28979996151988796,76.950000000000003,0.0,0.0,0.0,2.1518368315794157e-05,9.4999955329156585,0.00095001187969706092,0.0051693520085164726,7.1538562693190723e-08,7.2097576719964042e-10,4.5585241392638025e-10,4.0118493781201572e-06,0.055982658710239525,2.5444710230407325e-06,3.1082648311851368e-18,1.709410555246645e-07,7.7300219345877187e-06,0.92776200899946404,6.9805699538870881e-05,8.6583017139390073e-15,4.6600391264656463e-14,6.2170147932936275e-09,0.0,0.0004613753229741615,1.4451239876184381e-09,0.0073763933747101815,0.0073778234224838764,7.7985620380572547e-07,3.9365500382971602e-07,3.8331928782359248e-08,0.0021902926116969079,4.6074618966329232e-07,1.1623797827553758e-07,1.2826828303153243e-07
7.557455861427767e-09,0.28979996154152804,76.950000000000003,0.0,0.0,0.0,2.1399818514750515e-05,9.4999955351305285,0.00094919008720438546,0.0051599134590465164,6.7411054487098556e-08,6.7937802998558234e-10,4.5502008809906992e-10,3.9878268449168739e-06,0.055581784627348044,2.5398251569388081e-06,2.9289290067069066e-18,1.7094110359081053e-07,7.7571476273742741e-06,0.92816367137576405,6.9807252497302043e-05,8.6424928051053887e-15,4.6763784670590885e-14,6.2389692415457035e-09,0.0,0.00046157684037438228,1.364232945871814e-09,0.0073763976896908112,0.0073778277384643912,7.7985666015875214e-07,3.936552342224125e-07,3.8348524700836498e-08,0.0021996791059575847,4.6272073262826161e-07,1.1673612789859549e-07,1.282684396005998e-07
7.595982427429144e-09,0.28979996156233334,76.950000000000003,0.0,0.0,0.0,2.1282158288620137e-05,9.4999955373389877,0.00094836896015127847,0.0051504923786577887,6.3521905321484543e-08,6.4018251694268619e-10,4.5418930276013254e-10,3.9639872654856772e-06,0.055183964053461473,2.5351878895169869e-06,2.7599496314292665e-18,1.7094114879516777e-07,7.7841756907014403e-06,0.92856227994656526,6.980879877637174e-05,8.6267131557783607e-15,4.6926589968408131e-14,6.2608446685999087e-09,0.0,0.00046177682563307884,1.2880117107061824e-09,0.0073764017591837249,0.0073778318089003049,7.7985709055768112e-07,3.9365545151198913e-07,3.8364994441924258e-08,0.0022090483223860353,4.6469164103012831e-07,1.1723336057210551e-07,1.2826858725659641e-07
7.634508993430521e-09,0.28979996158235133,76.950000000000003,0.0,0.0,0.0,2.1165380875602245e-05,9.4999955395411817,0.00094754849835977889,0.0051410887346956344,5.9857348440387924e-08,6.0325048429594289e-10,4.5336005502988894e-10,3.9403292462088832e-06,0.054789173728488058,2.530559204701504e-06,2.6007285543240896e-18,1.7094119130771402e-07,7.8111064812624521e-06,0.92895785796893426,6.9810338421403555e-05,8.6109627112622762e-15,4.7088809306818006e-14,6.2826413631808035e-09,0.0,0.00046197529041870205,1.2161905840394081e-09,0.0073764055973606513,0.0073778356479666319,7.798574965007966e-07,3.9365565645486597e-07,3.838133896655993e-08,0.002218400292930764,4.6665892158952204e-07,1.177296779915887e-07,1.2826872651406388e-07
7.673035559431898e-09,0.2897999616016266,76.950000000000003,0.0,0.0,0.0,2.1049479565402341e-05,9.4999955417372455,0.00094672870164900678,0.0051317024945675459,5.6404412227816889e-08,5.6845120182931293e-10,4.5253234203414473e-10,3.9168514040847533e-06,0.054397390569520948,2.525939086449212e-06,2.4507021723531353e-18,1.7094123128832958e-07,7.8379403544239667e-06,0.92935042852278316,6.9811871477336665e-05,8.5952414169656585e-15,4.7250444826539391e-14,6.3043596129387031e-09,0.0,0.00046217224631082005,1.1485154448939879e-09,0.0073764092175748475,0.0073778392690197247,7.7985787939985146e-07,3.9365584976377715e-07,3.8397559228361273e-08,0.0022277350494808259,4.6862258101456946e-07,1.1822508184941187e-07,1.2826885785782818e-07
7.711562125433275e-09,0.2897999616202012,76.950000000000003,0.0,0.0,0.0,2.0934447698838525e-05,9.499995543927314,0.00094590956983518857,0.0051223336257430301,5.3150874281687586e-08,5.3566149003493991e-10,4.5170616090417809e-10,3.893552366646628e-06,0.054008591669488432,2.5213275187475087e-06,2.3093394350295346e-18,1.7094126888739713e-07,7.8646776642315379e-06,0.92974001451221522,6.9813397988729352e-05,8.5795492184009873e-15,4.7411498660333273e-14,6.3259997044541573e-09,0.0,0.00046236770480079632,1.0847468496883444e-09,0.0073764126324083832,0.0073778426846445666,7.7985824058506595e-07,3.9365603211029433e-07,3.8413656173681914e-08,0.0022370526238659361,4.7058262600091693e-07,1.1871957383479322e-07,1.2826898174471579e-07
7.750088691434652e-09,0.289799961638115,76.950000000000003,0.0,0.0,0.0,2.0820278667450881e-05,9.4999955461114975,0.00094509110273168417,0.0051129820957534879,5.0085218140393373e-08,5.0476528399602906e-10,4.5088150877672923e-10,3.8704307718826737e-06,0.053622754295814541,2.5167244856142816e-06,2.1761399642332153e-18,1.7094130424636619e-07,7.8913187634151128e-06,0.93012663866686718,6.9814917999762435e-05,8.563886061184471e-15,4.7571972933035747e-14,6.3475619232423915e-09,0.0,0.00046256167729246073,1.0246591844941402e-09,0.0073764158537166762,0.0073778459066993207,7.7985858130983569e-07,3.9365620412720369e-07,3.8429630741666894e-08,0.0022463530478565828,4.7253906323175415e-07,1.1921315563380831e-07,1.2826909860517103e-07
7.78861525743603e-09,0.2897999616554054,76.950000000000003,0.0,0.0,0.0,2.0706965913113949e-05,9.4999955482899221,0.00094427330014901071,0.0051036478721920957,4.7196592508791421e-08,4.7565322245928383e-10,4.5005838279398979e-10,3.847485268156239e-06,0.053239855889089853,2.512129971097845e-06,2.0506322826233544e-18,1.7094133749828373e-07,7.9178640033943989e-06,0.93051032354323793,6.9816431554242859e-05,8.5482518910358734e-15,4.7731869761590463e-14,6.369046553757701e-09,0.0,0.00046275417510277701,9.6803986625810099e-10,0.0073764188926704584,0.0073778489463573122,7.7985890275516919e-07,3.9365636641074601e-07,3.8445483864307512e-08,0.0022556363531641348,4.7449189937783738e-07,1.1970582892939585e-07,1.2826920884477956e-07
7.827141823437407e-09,0.2897999616721075,76.950000000000003,0.0,0.0,0.0,2.0594502927652164e-05,9.499995550462689,0.00094345616189486954,0.0050943309227136696,4.4474772839242686e-08,4.4822226064197494e-10,4.4923678010359007e-10,3.8247145141268151e-06,0.052859874061752334,2.5075439592768718e-06,1.9323721443753815e-18,1.7094136876829327e-07,7.9443137342842443e-06,0.93089109152600524,6.9817938695607084e-05,8.532646653778255e-15,4.7891191255080892e-14,6.3904538793978025e-09,0.0,0.00046294520946250385,9.1468859016021258e-10,0.0073764217597953267,0.0073778518141465726,7.7985920603386954e-07,3.9365651952272856e-07,3.8461216466495738e-08,0.002264902571440951,4.7644114109751139e-07,1.2019759540136345e-07,1.2826931284570394e-07
7.865668389438784e-09,0.2897999616882546,76.950000000000003,0.0,0.0,0.0,2.0482883252458367e-05,9.4999955526299065,0.00094263968777417106,0.0050850312150345503,4.1910125131680397e-08,4.2237530540275994e-10,4.4841669785858953e-10,3.802117178671608e-06,0.052482786596778297,2.5029664342603398e-06,1.8209409623323984e-18,1.7094139817410443e-07,7.9706683048999132e-06,0.93126896482933708,6.9819439466924498e-05,8.5170702953377927e-15,4.8049939514762209e-14,6.4117841825081539e-09,0.0,0.00046313479151685209,8.6441662044351091e-10,0.0073764244650090039,0.0073778545199871242,7.7985949219447268e-07,3.9365666399251235e-07,3.8476829466078426e-08,0.0022741517342804969,4.7838679503673487e-07,1.2068845672639363e-07,1.2826941096803663e-07
7.904194955440161e-09,0.289799961703878,76.950000000000003,0.0,0.0,0.0,2.0372100478115199e-05,9.4999955547916688,0.00094182387758905898,0.0050757487169324775,3.949357182453801e-08,3.9802087148454666e-10,4.4759813321746492e-10,3.7796919408076908e-06,0.052108571446383291,2.4983973801874631e-06,1.7159443260022244e-18,1.7094142582643467e-07,7.9969280627623864e-06,0.93164396549818873,6.9820933910900849e-05,8.5015227617435566e-15,4.8208116634093093e-14,6.433037744386228e-09,0.0,0.0004633229323261359,8.1704612220458768e-10,0.0073764270176564463,0.0073778570732260873,7.7985976222495986e-07,3.9365680031888729e-07,3.8492323773910908e-08,0.0022833838732174432,4.8032886782909976e-07,1.2117841457804929e-07,1.2826950355107463e-07
7.942721521441538e-09,0.28979996171900707,76.950000000000003,0.0,0.0,0.0,2.0262148244019548e-05,9.4999955569480683,0.00094100873113893565,0.0050664833962464663,3.7216559655771323e-08,3.7507275761230172e-10,4.4678108334409924e-10,3.7574374896147775e-06,0.051737206730733003,2.4938367812276338e-06,1.6170106051529144e-18,1.7094145182942466e-07,8.0230933541035385e-06,0.93201611540959362,6.9822422069881442e-05,8.4860039991273103e-15,4.8365724698767026e-14,6.4542148452857538e-09,0.0,0.00046350964286642011,7.7240953177897236e-10,0.0073764294265429228,0.0073778594826707771,7.7986001705625565e-07,3.9365692897183734e-07,3.8507700293910229e-08,0.002292599019727786,4.822673660958581e-07,1.2166747062677985e-07,1.2826959091452026e-07
7.981248087442915e-09,0.28979996173366984,76.950000000000003,0.0,0.0,0.0,2.0153020238009824e-05,9.499995559099192,0.00094019424822048723,0.0050572352208766878,3.507102938018417e-08,3.534497412990083e-10,4.4596554540777106e-10,3.7353525241585548e-06,0.051368670736663784,2.4892846215803599e-06,1.5237896340627043e-18,1.7094147628102896e-07,8.0491645238713319e-06,0.93238543627394055,6.9823903985854623e-05,8.470513953723286e-15,4.8522765786743399e-14,6.4753157644209252e-09,0.0,0.00046369493403016111,7.3034896349219078e-10,0.0073764316999651936,0.0073778617566198686,7.7986025756552089e-07,3.9365705039420398e-07,3.852295992310807e-08,0.0023017972052289497,4.8420229644594127e-07,1.2215562653992653e-07,1.2826967335961316e-07
8.019774653444293e-09,0.2897999617478923,76.950000000000003,0.0,0.0,0.0,2.0044710195996169e-05,9.499995561245127,0.00093938042862770632,0.0050480041587843416,3.3049387235839782e-08,3.3307529127921125e-10,4.4515151658314365e-10,3.7134357534146145e-06,0.05100294191641308,2.4847408854752089e-06,1.4359514717658602e-18,1.7094149927338336e-07,8.0751419157349447e-06,0.93275194963624397,6.9825379700454973e-05,8.455052571868004e-15,4.8679241968278639e-14,6.4963407799705595e-09,0.0,0.00046387881662684496,6.9071565067606322e-10,0.0073764338457408679,0.0073778639028927876,7.7986048457926196e-07,3.9365716500325502e-07,3.8538103551703138e-08,0.0023109784610798982,4.8613366547598639e-07,1.2264288398172889e-07,1.2826975117019641e-07
