Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617)
1.8569138659441576e-10,0.4738981404420768,76.950000000000003,0.0,0.0,0.0,0.00031713448451518514,9.4999942568813367,0.00053981879902742459,0.0022251562750389329,0.0012083243402505853,5.093176758311645e-06,1.0303671083730212e-10,3.0732252164879618e-05,0.19490644648228103,5.5280614788996268e-07,1.9632993437250988e-14,1.1280857761888731e-09,1.6760977094577935e-08,0.78782450212764266,4.7930744451584861e-06,1.7177295358238915e-15,8.621970905118484e-17,1.828622112899243e-11,2.0250411970412002e-14,0.00050688687359986574,3.8219120145703012e-05,0.0010232764939407835,0.0010233748790038424,5.7842669257665332e-08,2.8325465875278842e-08,2.2200535239094707e-07,4.8918845493270971e-05,5.5033375074490772e-09,1.345885452704388e-09,6.1861019329855342e-10,1.4946062760688093e-09,9.0186796195677118e-08,2.9550553462324869e-09,0.010503523368662109,5.2208434036506132e-15,2.2044792041268698e-15,3.6431998553744353e-06,1.0806464269119569e-06,1.6847027325886495e-07,0.00020571340499195124,0.00058706198822858528,2.5347984236084703e-09,1.1815375691733452e-09,2.1095717425838537e-10,1.8592921934634897e-10,1.9381945455042479e-11,1.2765102235991345e-09,3.472542959160889e-14,2.4857513215623993e-07,9.871388279525926e-14,5.6827746199041796e-12,2.9638818203328357e-09,6.1957556124559357e-15,7.7567307794368198e-16,1.4496325472291672e-18,1.8262551915476912e-05,7.8620944536668071e-11
1.8668536500142387e-10,0.4738981648273327,76.950000000000003,0.0,0.0,0.0,0.00030502593303791277,9.4999942747523658,0.00053980864274287142,0.0022248787113875131,0.0012039972626381281,5.0749375697052944e-06,1.0302409453018849e-10,3.0610764552417341e-05,0.1948073547933894,5.5273716408140351e-07,1.9562686593123512e-14,1.1301885078247888e-09,1.6844421948328351e-08,0.7879334673286944,4.7931813027711772e-06,1.7175151192418463e-15,8.8361252055019024e-17,1.8391989263064326e-11,2.0294861641921286e-14,0.00050703873566629971,3.8082254945671933e-05,0.0010277581010529968,0.0010278570381775643,5.809608984947379e-08,2.8449644562343948e-08,2.2203607948074502e-07,4.919523804041099e-05,5.5344393419529525e-09,1.3535012375704769e-09,6.2460767666544437e-10,1.5030793590527287e-09,9.0823605276908811e-08,3.0000391670727457e-09,0.010505554117979184,5.2504413464622932e-15,2.2169766743672379e-15,3.6370647113550604e-06,1.0802063132537681e-06,1.6798535881461761e-07,0.00020572094112852876,0.00058712505263274438,2.571048234119002e-09,1.1900183003370979e-09,2.1273640177155602e-10,1.8736169382446738e-10,1.9637775054580386e-11,1.2837686580242212e-09,3.5193987550710369e-14,2.4892899308902998e-07,9.9996032585007608e-14,5.7743480258951791e-12,2.9681097702882452e-09,6.3010140160025076e-15,7.8955965361986992e-16,1.4763357002560187e-18,1.8383063347359896e-05,7.8732862170021605e-11
1.87679343408432e-10,0.47389818912525866,76.950000000000003,0.0,0.0,0.0,0.00029343427187127069,9.4999942925594532,0.00053979820457072589,0.00222460118106104,0.0011996856791308473,5.0567636916847992e-06,1.0301117552049655e-10,3.0493890374489555e-05,0.1947082046131853,5.5266818865048883e-07,1.9492634205280546e-14,1.1322691286011324e-09,1.6927852350255701e-08,0.78804197913670992,4.793284480586887e-06,1.7173003852241774e-15,8.6657537036168424e-17,1.8497726306890764e-11,2.0338937336764569e-14,0.00050718766570286456,3.7945879788370604e-05,0.0010322236573677139,0.0010323231464372106,5.8348602794868259e-08,2.8573378493423531e-08,2.2206667802456093e-07,4.9471597556913918e-05,5.5655374576616924e-09,1.3611161120545696e-09,6.3061282361766718e-10,1.5115514295473283e-09,9.1460487121429644e-08,3.0453883111864281e-09,0.010507578658149296,5.2800352081765928e-15,2.2294724247073266e-15,3.6311924649744977e-06,1.0797899962137061e-06,1.6751942411891115e-07,0.00020572878663937158,0.00058718733313134193,2.6075429691286236e-09,1.1985001395235445e-09,2.1451891701521499e-10,1.8879487881869476e-10,1.9895346453381325e-11,1.2910262269488773e-09,3.5665819758520087e-14,2.4928104238010798e-07,1.0128874250675815e-13,5.8667633096402082e-12,2.9723159512410988e-09,6.4073058885514521e-15,8.0360965784782161e-16,1.5033636879061716e-18,1.8503554065963579e-05,7.8844217791289033e-11
1.886733218154401e-10,0.4738982133361676,76.950000000000003,0.0,0.0,0.0,0.00028233740552304902,9.4999943103028244,0.00053978749656767415,0.0022243236841757177,0.0011953895343585403,5.0386548909077239e-06,1.0299805583987139e-10,3.038143272582272e-05,0.19460900072654627,5.5259922162622347e-07,1.9422824761442672e-14,1.1343277805107478e-09,1.7011268403602228e-08,0.78815005470647637,4.7933841359643227e-06,1.7170865128792193e-15,8.6574595545064163e-17,1.8603432742969222e-11,2.0382645414468237e-14,0.00050733375901948106,3.7809992928611866e-05,0.0010366732203533357,0.0010367732612532672,5.8600211343808946e-08,2.869666926100891e-08,2.2209715288993946e-07,4.9747924009796225e-05,5.596631850868086e-09,1.3687300752448954e-09,6.366253982062854e-10,1.520022486528549e-09,9.2097437620259084e-08,3.0911025668285191e-09,0.010509597227698278,5.3096256880556743e-15,2.2419668510146962e-15,3.6255718824556685e-06,1.0793964573603663e-06,1.6707165885267851e-07,0.00020573692824167844,0.00058724886266225235,2.6442816981615477e-09,1.2069830282233963e-09,2.1630468521174299e-10,1.902287395764456e-10,2.0154658699058769e-11,1.2982829294468434e-09,3.6140924670733486e-14,2.4963132209778733e-07,1.0259203623213111e-13,5.960021415002586e-12,2.9765008685856202e-09,6.5146327499825743e-15,8.1782391463483425e-16,1.5307182521347466e-18,1.8624023912881745e-05,7.8955009832788483e-11
1.895679023817474e-10,0.4738982350518433,76.950000000000003,0.0,0.0,0.0,0.0002727557763883951,9.499994326217573,0.00053977763820806037,0.0022240739656590705,0.0011915361585708233,5.0224124190316145e-06,1.0298665958677459e-10,3.0283841031125952e-05,0.19451967509807366,5.5253715851412275e-07,1.9360215740301217e-14,1.1361619002761558e-09,1.7086330670852011e-08,0.78824696332179911,4.7934709387280631e-06,1.7168934857763953e-15,8.7656952780797292e-17,1.8698542754167499e-11,2.042167236643834e-14,0.00050746289392673502,3.7688110811109145e-05,0.0010406642000767245,0.0010407647375278309,5.8825888455659148e-08,2.8807253358671895e-08,2.2212447837870906e-07,4.999658952141841e-05,5.6246136190269805e-09,1.3755818622253848e-09,6.4204287284253323e-10,1.5276455704335538e-09,9.267074846234299e-08,3.1325573808159612e-09,0.010511409024328485,5.3362543169415688e-15,2.2532105487816979e-15,3.6207196338812275e-06,1.0790609411722048e-06,1.6668356322425543e-07,0.00020574449831681408,0.00058730362325477284,2.6775543923090516e-09,1.2146184783078922e-09,2.1791462929963439e-10,1.9151976354789412e-10,2.0389527328546738e-11,1.3048132201542541e-09,3.6571315922358333e-14,2.4994509481388646e-07,1.037740690331376e-13,6.0446750773967042e-12,2.9802495218755314e-09,6.6121130632859128e-15,8.3075785979233434e-16,1.5556180172175919e-18,1.8732428804504077e-05,7.9054250787045834e-11
1.904624829480547e-10,0.4738982566975138,76.950000000000003,0.0,0.0,0.0,0.0002635429980349474,9.4999943420810613,0.00053976757871010102,0.0022238242743882948,0.0011876952033633319,5.0062223023649817e-06,1.0297509302262614e-10,3.0189542151779289e-05,0.19443031287996559,5.5247510225088513e-07,1.9297806657733449e-14,1.1379784412428129e-09,1.7161381477472902e-08,0.78834354337712342,4.7935551156964322e-06,1.7167006589351888e-15,8.8020992465838383e-17,1.8793628687154449e-11,2.046040351402805e-14,0.00050758987107634888,3.7566621540601958e-05,0.0010446423131937439,0.0010447433471063626,5.9050837982343504e-08,2.8917480932176687e-08,2.2215171072276699e-07,5.0245228202617919e-05,5.6525923664725733e-09,1.3824329097065294e-09,6.4746600592672128e-10,1.5352678318769115e-09,9.3244108835761088e-08,3.1743075778844562e-09,0.010513216329511306,5.3628799466458164e-15,2.2644530168999113e-15,3.6160549974503591e-06,1.0787424034457281e-06,1.6630901373338291e-07,0.00020575228901469707,0.00058735782318271204,2.7110232681807154e-09,1.2222546919426934e-09,2.1952715525097387e-10,1.928112820523791e-10,2.0625804499875363e-11,1.3113428076841375e-09,3.7004355536110842e-14,2.5025749669726338e-07,1.0496471041002496e-13,6.1300128092204119e-12,2.9839817030905167e-09,6.7104339642691028e-15,8.4382610960404898e-16,1.5807849752677832e-18,1.8840816561510112e-05,7.9153060470712402e-11
1.9135706351436201e-10,0.47389827827340447,76.950000000000003,0.0,0.0,0.0,0.00025468484990562654,9.4999943578934545,0.00053975732583344928,0.0022235746104296268,0.0011838666287640291,4.9900843724465798e-06,1.0296352768795147e-10,3.0098409360129692e-05,0.19434091714932372,5.5241305285302117e-07,1.9235598742715962e-14,1.1397775045692692e-09,1.7236420895052977e-08,0.78843980591361007,4.7936367681097557e-06,1.7165078534291775e-15,8.8388831084123512e-17,1.8888690867402886e-11,2.0498841439649599e-14,0.00050771475380011427,3.7445523856013911e-05,0.0010486076011748436,0.0010487091314607085,5.9275062269077221e-08,2.9027353130699155e-08,2.2217885305495737e-07,5.049384003107748e-05,5.6805680906997323e-09,1.3892832170715017e-09,6.5289463028451462e-10,1.5428892701663817e-09,9.3817515970599332e-08,3.2163529745048254e-09,0.010515019296789559,5.3895026985149717e-15,2.2756942711647162e-15,3.6115707429729798e-06,1.0784401887198008e-06,1.6594748885846664e-07,0.00020576029177395527,0.00058741148365903429,2.7446876276463146e-09,1.2298916296865968e-09,2.2114223817346405e-10,1.9410327035443388e-10,2.0863489445730704e-11,1.3178716914107001e-09,3.7440042244851874e-14,2.5056855638430965e-07,1.0616397693731809e-13,6.2160352345996712e-12,2.9876977563527277e-09,6.8095964748899104e-15,8.5702925722529199e-16,1.6062203821938264e-18,1.8949187082300475e-05,7.9251445617601478e-11
1.9216218602403859e-10,0.4738982976322307,76.950000000000003,0.0,0.0,0.0,0.0002470044139132735,9.4999943720810602,0.00053974793907798121,0.0022233499362695245,0.0011804314641077024,4.9756047163755355e-06,1.0295312558523052e-10,3.0018996049029832e-05,0.19426043478551958,5.523572142774592e-07,1.9179783161437946e-14,1.1413818012093794e-09,1.7303946691361454e-08,0.78852617950050496,4.793708177308668e-06,1.7163343389652912e-15,8.8742776909427511e-17,1.8974226783666631e-11,2.0533186408376541e-14,0.00050782540838580732,3.7336869706464476e-05,0.0010521654290346714,0.001052267405982114,5.9476245979241765e-08,2.9125935210580442e-08,2.2220320668579379e-07,5.0717567699574493e-05,5.7057436556284149e-09,1.3954478604025034e-09,6.5778495028639868e-10,1.5497478602713809e-09,9.4333620138115962e-08,3.2544460681354767e-09,0.010516638380572367,5.413460719178691e-15,2.2858103602372522e-15,3.6076833893336806e-06,1.0781816302550634e-06,1.6563283768065794e-07,0.00020576766875689856,0.00058745933373340639,2.7751521077837436e-09,1.2367654609471711e-09,2.2259797855600924e-10,1.9526644120956173e-10,2.1078608891751944e-11,1.3237470845075774e-09,3.7834422466251114e-14,2.5084738569890228e-07,1.0725070484574395e-13,6.2940413302739413e-12,2.9910286933929566e-09,6.8995631338181403e-15,8.6902791603939152e-16,1.6293428066707941e-18,1.9046705733326071e-05,7.9339636508857399e-11
1.9296730853371516e-10,0.473898316934881,76.950000000000003,0.0,0.0,0.0,0.00023959054528330088,9.4999943862275344,0.0005397384069718346,0.0022231252843236764,0.0011770062665022124,4.9611670734623931e-06,1.0294267694666764e-10,2.9941962949429498e-05,0.19417992975031279,5.5230138128552255e-07,1.9124128939137446e-14,1.1429720950576793e-09,1.7371463369573683e-08,0.78861231195638948,4.793777688844259e-06,1.7161608992597245e-15,8.8924817981830589e-17,1.9059743943695464e-11,2.0567296031069737e-14,0.00050793445992637404,3.7228530808708982e-05,0.001055712932062325,0.0010558153556019143,5.9676845837640072e-08,2.9224231197129738e-08,2.2222749196370253e-07,5.094127358415865e-05,5.7309167680249257e-09,1.4016119033220273e-09,6.6267946426381331e-10,1.5566057825924052e-09,9.4849758068375743e-08,3.2927779710355542e-09,0.010518254173993781,5.4374163744412922e-15,2.2959254616184505e-15,3.6039316290068027e-06,1.0779353400822079e-06,1.6532797791116105e-07,0.00020577520504982106,0.00058750677771403684,2.8057738419339041e-09,1.2436398201566052e-09,2.2405575209313348e-10,1.9642995494569491e-10,2.1294867404023391e-11,1.3296219065935749e-09,3.8230944787250694e-14,2.5112517055580545e-07,1.0834444417194311e-13,6.3726029443241748e-12,2.9943470802206268e-09,6.990213010248783e-15,8.8113674967471345e-16,1.6526845977972996e-18,1.9144210275502602e-05,7.9427497611616725e-11
1.9377243104339173e-10,0.4738983361815181,76.950000000000003,0.0,0.0,0.0,0.00023243397651589935,9.499994400332989,0.00053972873457197091,0.002222900654630764,0.0011735910070655895,4.9467713219793169e-06,1.0293229865743052e-10,2.9867227473034899e-05,0.19409940404744536,5.5224555388682068e-07,1.9068637021543665e-14,1.1445484583876388e-09,1.7438970977918343e-08,0.78869821047715694,4.7938453686741306e-06,1.7159873975886108e-15,8.9363600484178915e-17,1.9145242568680651e-11,2.0601171999712466e-14,0.00050804195088357455,3.7120506250940857e-05,0.001059250140213923,0.0010593530102771689,5.9876863538328726e-08,2.9322241920452135e-08,2.2225171093046001e-07,5.1164957669626597e-05,5.7560874261835554e-09,1.407775345409932e-09,6.675780534458391e-10,1.5634630366579196e-09,9.5365927879427598e-08,3.3313485308877914e-09,0.010519866777136093,5.4613697380660719e-15,2.306039581597108e-15,3.6003107500055755e-06,1.07770089103747e-06,1.6503256967357441e-07,0.00020578289506661555,0.00058755382943313599,2.8365523088734208e-09,1.2505146805179127e-09,2.2551554093407447e-10,1.9759379391404166e-10,2.1512264376374795e-11,1.335496157242901e-09,3.8629608193514033e-14,2.5140193058695339e-07,1.0944520656952489e-13,6.45172049080783e-12,2.997653152754083e-09,7.081546794134128e-15,8.9335618561034807e-16,1.6762466619725191e-18,1.924170064285391e-05,7.9515033731048289e-11
1.945775535530683e-10,0.47389835537230546,76.950000000000003,0.0,0.0,0.0,0.00022552576232348439,9.4999944143975501,0.00053971892675953653,0.0022226760472270155,0.0011701856569971299,4.9324173405395958e-06,1.0292193373091929e-10,2.9794709902910189e-05,0.19401885961046983,5.5218973209029605e-07,1.9013306301808565e-14,1.1461109630215704e-09,1.7506469564078268e-08,0.78878388200866589,4.7939112804564595e-06,1.7158138950636787e-15,8.9841553066075899e-17,1.9230722874955658e-11,2.0634815383084314e-14,0.00050814792260922515,3.7012795123756344e-05,0.0010627770833589547,0.0010628803998782802,6.0076300770475705e-08,2.9419968208251879e-08,2.2227586555689678e-07,5.1388619941098961e-05,5.781255628433854e-09,1.4139381862550405e-09,6.7248060002641097e-10,1.5703196220065666e-09,9.5882127730700379e-08,3.3701575896437553e-09,0.010521476286608102,5.4853207742554001e-15,2.3161527138514417e-15,3.5968162041445135e-06,1.0774778708083509e-06,1.6474628490768343e-07,0.00020579073341348239,0.00058760050224426319,2.8674869836364839e-09,1.2573900158234379e-09,2.2697732732022608e-10,1.9875794058579245e-10,2.1730799188074219e-11,1.3413698360389879e-09,3.9030411642513412e-14,2.5167768504512013e-07,1.1055300356002464e-13,6.5313943710557906e-12,3.0009471423800916e-09,7.1735651583099661e-15,9.0568664977245321e-16,1.700029902706768e-18,1.9339176771775883e-05,7.9602251630930812e-11
1.9538267606274488e-10,0.47389837450740424,76.950000000000003,0.0,0.0,0.0,0.00021885726834449363,9.4999944284213349,0.00053970898824602133,0.002222451462146243,0.0011667901875773181,4.9181050080974307e-06,1.0291147455595315e-10,2.9724333292901682e-05,0.19393829830520815,5.5213391590426714e-07,1.8958134968421702e-14,1.1476596803367516e-09,1.7573959174754483e-08,0.78886933325551079,4.7939754856307576e-06,1.7156405222478307e-15,8.9971036444212485e-17,1.9316185074098612e-11,2.0668226523317488e-14,0.00050825241537316929,3.6905396520166006e-05,0.0010662937912805028,0.001066397554189224,6.0275159218346641e-08,2.9517410885838763e-08,2.222999577453854e-07,5.1612260384014358e-05,5.8064213731429571e-09,1.4201004254549872e-09,6.7738698715778436e-10,1.5771755381868961e-09,9.6398355822087726e-08,3.4092049835799335e-09,0.010523082795666784,5.5092694094372059e-15,2.3262648533566307e-15,3.5934436013040093e-06,1.0772658814134716e-06,1.6446880695560732e-07,0.00020579871488231983,0.00058764680903896499,2.8985773375795912e-09,1.2642658004418176e-09,2.2844109358456251e-10,1.9992237755145261e-10,2.1950471203930739e-11,1.347242942574316e-09,3.9433354063727533e-14,2.519524528126302e-07,1.1166784653452677e-13,6.6116249737661936e-12,3.0042292760410348e-09,7.2662687586226424e-15,9.1812856653640902e-16,1.7240352206232724e-18,1.9436638600953766e-05,7.9689158589911819e-11
1.9618779857242145e-10,0.47389839358697633,76.950000000000003,0.0,0.0,0.0,0.00021242016037319999,9.4999944424044624,0.00053969892357913322,0.0022222268994196845,0.0011634045701677535,4.903834203947647e-06,1.0290108615250537e-10,2.9656023371660285e-05,0.19385772193209783,5.5207810533647512e-07,1.8903124529678076e-14,1.1491946812713239e-09,1.7641439854539969e-08,0.7889545706893869,4.7940380434949343e-06,1.7154670887367558e-15,9.0359136789173251e-17,1.9401629373032994e-11,2.0701407213475276e-14,0.00050835546839042231,3.6798309535604134e-05,0.0010698002936754779,0.001069904502907777,6.0473440561334435e-08,2.9614570776134522e-08,2.2232398933221473e-07,5.1835878984123593e-05,5.8315846587129702e-09,1.4262620626160566e-09,6.8229709894406168e-10,1.5840307847569547e-09,9.691461039305834e-08,3.4484905433533268e-09,0.010524686394333377,5.5332157470109796e-15,2.336376010201241e-15,3.5901887039568433e-06,1.0770645387062001e-06,1.6419983016686302e-07,0.00020580683444440355,0.00058769276226266608,2.9298228384455696e-09,1.2711420093053048e-09,2.2990682215107309e-10,2.0108708751790572e-10,2.2171279774396551e-11,1.3531154764502424e-09,3.9838434358837612e-14,2.5222625241235754e-07,1.1278974675524495e-13,6.6924126750973707e-12,3.0074997763198202e-09,7.3596582340548615e-15,9.3068235872899139e-16,1.7482635134600107e-18,1.9534086071283137e-05,7.977575849513902e-11
1.9699292108209802e-10,0.4738984126111829,76.950000000000003,0.0,0.0,0.0,0.00020620639397486227,9.4999944563470446,0.00053968873714846757,0.0022220023590766263,0.00116002877621107,4.8896048077254243e-06,1.0289073973107648e-10,2.9589708450098256e-05,0.19377713222845463,5.520223003941191e-07,1.8848274243826179e-14,1.1507160363300179e-09,1.7708911647670559e-08,0.7890396005571596,4.7940990112796101e-06,1.7152936204692542e-15,9.0893765482241601e-17,1.9487055974126445e-11,2.0734358796909292e-14,0.00050845711984766817,3.669153326793686e-05,0.0010732966201548488,0.0010734012756457526,6.0671146473987688e-08,2.9711448699679113e-08,2.2234796208987882e-07,5.2059475727484083e-05,5.8567454835786706e-09,1.4324230973530204e-09,6.8721082043476342e-10,1.5908853612844428e-09,9.7430889721786343e-08,3.4880140940566538e-09,0.010526287169505317,5.5571597722916155e-15,2.3464861788312725e-15,3.5870474218903736e-06,1.0768734718960398e-06,1.6393905951755349e-07,0.00020581508724428491,0.00058773837392999946,2.9612229504269993e-09,1.2780186178973852e-09,2.3137449553420427e-10,2.0225205330956375e-10,2.2393224235668461e-11,1.3589874372768309e-09,4.0245651401922586e-14,2.5249910200912269e-07,1.1391871535707484e-13,6.7737578387600614e-12,3.0107588615238412e-09,7.4537342068504797e-15,9.4334844763059643e-16,1.7727156760716655e-18,1.9631519125793814e-05,7.9862057398080348e-11
1.977980435917746e-10,0.4738984315801844,76.950000000000003,0.0,0.0,0.0,0.00020020820442817584,9.4999944702492041,0.00053967843319099298,0.0022217778411444955,0.0011566627772308369,4.8754166994059918e-06,1.0288026659783218e-10,2.9525319331762668e-05,0.19369653087066321,5.5196650108389109e-07,1.8793581564207431e-14,1.1522238155897352e-09,1.7776374597841036e-08,0.78912442888867695,4.7941584442200602e-06,1.7151203194300706e-15,9.0963532066006899e-17,1.9572465075288245e-11,2.0767081317599841e-14,0.00050855740692917273,3.6585066817469597e-05,0.0010767828002438719,0.0010768879019292272,6.0868278625993733e-08,2.980804547463725e-08,2.2237187772929429e-07,5.2283050600454274e-05,5.881903846210335e-09,1.4385835292889872e-09,6.9212803761844457e-10,1.5977392673465034e-09,9.7947192124299403e-08,3.5277754552731778e-09,0.010527885205064674,5.5811013724516153e-15,2.3565953506648055e-15,3.5840158070949733e-06,1.0766923230850927e-06,1.6368621024155794e-07,0.00020582346859387691,0.00058778365563965653,2.9927771342290778e-09,1.2848956022406396e-09,2.3284409633830848e-10,2.0341725786847419e-10,2.2616303909788882e-11,1.3648588246726878e-09,4.0655004039653164e-14,2.5277101941706457e-07,1.1505476334912758e-13,6.8556608161089252e-12,3.0140067457669828e-09,7.5484972826383587e-15,9.5612725297752188e-16,1.7973926004317161e-18,1.9728937709576052e-05,7.9948062972796711e-11
1.9860316610145117e-10,0.47389845049414137,76.950000000000003,0.0,0.0,0.0,0.00019441809698065589,9.4999944841110615,0.00053966801579636865,0.0022215533456484741,0.0011533065448314536,4.8612697593042691e-06,1.028698707072704e-10,2.9462789225997286e-05,0.19361591947630064,5.5191070741201212e-07,1.8739048453632575e-14,1.1537180887049869e-09,1.7843828746385758e-08,0.78920906150433812,4.7942163956259227e-06,1.7149469519374841e-15,9.1311890194750656e-17,1.9657856870065316e-11,2.0799576533785604e-14,0.000508656365842132,3.6478909286953429e-05,0.0010802588633823274,0.0010803644111987783,6.1064838682199031e-08,2.9904361916804805e-08,2.223957379019476e-07,5.250660358968812e-05,5.9070597451121745e-09,1.4447433580552549e-09,6.9704863741635215e-10,1.6045925025291911e-09,9.8463515953644221e-08,3.5677744411311806e-09,0.010529480581983197,5.6050406720957107e-15,2.3667035390172072e-15,3.5810900488114248e-06,1.076520746818946e-06,1.6344100747319693e-07,0.00020583197396671947,0.00058782861858878304,3.0244848471319421e-09,1.291772938884857e-09,2.3431560725709908e-10,2.0458268425057147e-10,2.2840518104746424e-11,1.3707296382648008e-09,4.1066491091485047e-14,2.5304202211251099e-07,1.161979016162443e-13,6.9381219462334483e-12,3.0172436390497704e-09,7.6439480505552984e-15,9.6901919296431215e-16,1.8222951756346571e-18,1.982634176970907e-05,8.0033778354554326e-11
1.9940828861112774e-10,0.47389846935321306,76.950000000000003,0.0,0.0,0.0,0.00018882883744322738,9.4999944979327253,0.00053965748891207752,0.0022213288726121868,0.0011499600506980313,4.8471638680744514e-06,1.0285955810815004e-10,2.9402053664127159e-05,0.19353529960618449,5.5185491938426148e-07,1.8684674621286809e-14,1.1551989249131797e-09,1.7911274134391656e-08,0.78929350402240195,4.7942729169484757e-06,1.71477350038911e-15,9.1957758179288869e-17,1.9743231547736372e-11,2.0831846104629803e-14,0.00050875403184141854,3.637305978159066e-05,0.0010837248389247481,0.0010838308328097125,6.1260828302648478e-08,3.000039883961526e-08,2.224195442019684e-07,5.2730134682129766e-05,5.9322131788188128e-09,1.4509025832911547e-09,7.0197250767612791e-10,1.6114450664277002e-09,9.8979859599070347e-08,3.6080108603580331e-09,0.010531073378423676,5.6289776825760953e-15,2.3768107393560039e-15,3.5782664687505949e-06,1.0763584096531924e-06,1.6320318590233403e-07,0.000205840598992438,0.00058787327358687618,3.0563455430524066e-09,1.2986506048954088e-09,2.3578901107311305e-10,2.0574831562676305e-10,2.3065866114575943e-11,1.3765998776883789e-09,4.1480111349851035e-14,2.5331212723388361e-07,1.1734814092048582e-13,7.0211415560480952e-12,3.0204697473389074e-09,7.7400870833680168e-15,9.8202468424614724e-16,1.8474242878983296e-18,1.9923731255192008e-05,8.0119208814171232e-11
2.002134111208043e-10,0.4738984881575588,76.950000000000003,0.0,0.0,0.0,0.0001834334431284646,9.4999945117143145,0.00053964685634836924,0.0022211044220578858,0.0011466232665962692,4.8330989067095523e-06,1.0284907261922375e-10,2.9343050418706025e-05,0.19345467276634784,5.5179913700600461e-07,1.8630456467689543e-14,1.1566663930397541e-09,1.7978710802951316e-08,0.78937776186602215,4.7943280578454486e-06,1.7146002688659251e-15,9.1974761533301693e-17,1.9828589293404551e-11,2.0863889730007997e-14,0.00050885043925371666,3.6267517409039262e-05,0.0010871807561406532,0.0010872871960323023,6.1456249142570291e-08,3.0096157054146072e-08,2.2244329816812664e-07,5.2953643865008191e-05,5.9573641458979959e-09,1.4570612046439048e-09,7.068995371655573e-10,1.6182969586462554e-09,9.9496221485232684e-08,3.6484845163338922e-09,0.010532663669837659,5.6529122366361411e-15,2.3869169379277085e-15,3.5755415164876417e-06,1.0762049897357768e-06,1.6297248944207649e-07,0.0002058493394513995,0.00058791763106918245,3.0883586726051151e-09,1.3055285778418908e-09,2.3726429065717902e-10,2.0691413528407114e-10,2.3292347219457933e-11,1.3824695425866954e-09,4.1895863580352204e-14,2.5358135158717393e-07,1.1850549190259605e-13,7.104719960381788e-12,3.0236852726448378e-09,7.8369149375940812e-15,9.9514414194127218e-16,1.8727808205663523e-18,2.0021106116877431e-05,8.0204362731615353e-11
2.0101853363048088e-10,0.47389850690733787,76.950000000000003,0.0,0.0,0.0,0.00017822517411510114,9.4999945254559499,0.00053963612178302769,0.0022208799940057898,0.0011432961643723248,4.8190747565408878e-06,1.0283865863021189e-10,2.9285719425670978e-05,0.19337404040994199,5.5174336028222037e-07,1.8576396415386155e-14,1.1581205615031753e-09,1.8046138790441577e-08,0.78946184027003596,4.7943818662434799e-06,1.7144269800755753e-15,9.2243903459440979e-17,1.9913930288088673e-11,2.0895709040518276e-14,0.00050894562150106959,3.6162281279416395e-05,0.0010906266442147847,0.0010907335300520185,6.1651102852383681e-08,3.0191637369125249e-08,2.2246700128575806e-07,5.3177131125832112e-05,5.982512644950494e-09,1.4632192217684744e-09,7.118296155663639e-10,1.6251481787974188e-09,1.0001260007141245e-07,3.6891952071449903e-09,0.010534251529059584,5.6768444786014129e-15,2.3970221518538378e-15,3.5729117650219444e-06,1.0760601764043883e-06,1.627486709084383e-07,0.00020585819126955397,0.00058796170110961819,3.1205236831631045e-09,1.3124068357870211e-09,2.3874142896789403e-10,2.080801266210317e-10,2.3519960685817633e-11,1.3883386326109376e-09,4.2313746521947924e-14,2.538497116613418e-07,1.1966996508343973e-13,7.1888574620666679e-12,3.0268904130970284e-09,7.9344321536219423e-15,1.0083779796334662e-15,1.8983656541106428e-18,2.0118466307407217e-05,8.0289242520438405e-11
