Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448)
9.040083520193102e-10,0.19299067651574026,76.950000000000003,0.0,0.0,0.0,0.99970959932789449,9.4999470848325256,1.2578216309879734e-05,0.00013364109879584503,8.2238765583818286e-05,5.2146616316136342e-05,1.1540821559901583e-10,6.744351007788363e-09,4.08323215165016e-06,7.6669958368438311e-07,1.1210046917988583e-12,1.7213763353135604e-09,1.233255943786995e-09,4.5033636147500116e-06,3.6442449123204612e-07,1.064527041535309e-14,1.5487892280744592e-17,4.878503695570053e-15,1.7999834733938009e-17,2.556023837579947e-11,1.1069590109732165e-08,1.0817357320786627e-08,1.0829772841895352e-08,7.4193306769240843e-12,4.9961770451815838e-12,2.2219127906420684e-21,3.4359931114099558e-10,4.6958909139995312e-13,1.5574872733574794e-13,2.2955273026476031e-18,6.1294148062820076e-13,4.5637363169517521e-16,2.1989453992277144e-18,4.6127101851912389e-08,1.0380944368659952e-17,2.7811847795233389e-18,1.2882120828459963e-11,1.203632189973516e-12,4.7862983601302905e-14,1.4508754336203455e-11,1.4211220852589352e-11,2.1988377659705078e-18,1.4328417699931567e-15,1.1500630067042895e-14,1.0848771159246008e-14,6.3385907306294946e-16,2.4133260419106039e-17
9.331587466241615e-10,0.19299067233557265,76.950000000000003,0.0,0.0,0.0,0.99970022595389496,9.4999451898007319,1.2983601155632251e-05,0.00013794899064846231,8.4699907933974189e-05,5.4016704016043588e-05,1.1912840673605486e-10,6.7442902074763939e-09,4.2149788995864002e-06,7.9146227687945834e-07,1.1612062868296308e-12,1.8979108577858826e-09,1.3621139313904638e-09,4.6486670987939036e-06,3.8830042504531786e-07,1.0989088826110216e-14,1.6041134268382876e-17,5.5021994445165745e-15,1.9847577479808446e-17,2.7149024979494933e-11,1.1553627967654031e-08,1.1687731235263383e-08,1.1701146445054525e-08,8.0164503657507722e-12,5.3987432578516133e-12,2.293647953801076e-21,3.6608760214589431e-10,5.0033049031780896e-13,1.659567099622657e-13,2.7722487742637585e-18,6.7391336578138543e-13,4.8946043500437817e-16,2.6558287453006342e-18,4.7615728196709201e-08,1.1413587366510007e-17,3.057841077858865e-18,1.3024588023502668e-11,1.2065077546294031e-12,4.7874624416943801e-14,1.4761956575578857e-11,1.4893305638531535e-11,2.6556943049163626e-18,1.5864403046021981e-15,1.3101668888749069e-14,1.2336871850559704e-14,7.4494946070955189e-16,2.5721830865332781e-17
9.623091412290128e-10,0.19299066815554786,76.950000000000003,0.0,0.0,0.0,0.99969085200801899,9.4999432947953508,1.3388972962074555e-05,0.00014225679028599423,8.7160949961053802e-05,5.5886754161966119e-05,1.2284861812460924e-10,6.7442294032781534e-09,4.3467243567697608e-06,8.1622443132120465e-07,1.2014070660035921e-12,2.0860802881695735e-09,1.4996537923310537e-09,4.7939692315166241e-06,4.1293355175619808e-07,1.133289939660637e-14,1.6601406177704612e-17,6.1801680952034582e-15,2.1817280408462922e-17,2.8780390792407651e-11,1.2040211783302073e-08,1.2595449390989324e-08,1.2609907214750988e-08,8.6391968622501624e-12,5.8186074942575778e-12,2.3653824498200813e-21,3.892868570643349e-10,5.3204398874435934e-13,1.76487948054959e-13,3.3272240667278667e-18,7.3877820456181563e-13,5.2376512177956787e-16,3.1877619023834663e-18,4.9104348819438168e-08,1.2512163178398586e-17,3.3521613911167514e-18,1.3159202096979537e-11,1.2093395766624702e-12,4.7885615315655843e-14,1.501008562978139e-11,1.5580690035063421e-11,3.187595189639141e-18,1.7506811911427024e-15,1.4864097200694829e-14,1.3971271086980093e-14,8.7100883330627564e-16,2.7360905311482696e-17
9.88544496373379e-10,0.19299066439365783,76.950000000000003,0.0,0.0,0.0,0.99968241496800403,9.4999415893185279,1.375379643931616e-05,0.0001461337308189106,8.937580731456549e-05,5.7569761439825197e-05,1.2619649176646841e-10,6.7441746761919769e-09,4.4652941645792484e-06,8.3850990797646735e-07,1.2375869744030293e-12,2.2656850486534525e-09,1.6310960248287896e-09,4.9247399959140391e-06,4.3575074076059197e-07,1.1642323369531042e-14,1.7105015238667174e-17,6.8388635362017604e-15,2.3697491237474036e-17,3.028466842075332e-11,1.2480155952508563e-08,1.344448118094999e-08,1.3459914238192168e-08,9.2216868207198996e-12,6.2113476656556755e-12,2.429942925993706e-21,4.107739251641032e-10,5.6141709674463059e-13,1.8624239081556596e-13,3.9015381614305824e-18,8.0058238729546381e-13,5.5568486074820154e-16,3.7382824648239331e-18,5.044410210737047e-08,1.3558902747289849e-17,3.6325941262714899e-18,1.3274025325297099e-11,1.2118562162325524e-12,4.7894983651240476e-14,1.5229363763747488e-11,1.6203557406495993e-11,3.7380813080860869e-18,1.9078910285768197e-15,1.6596910931502107e-14,1.5574759047139736e-14,9.9845439312490039e-16,2.8879243610140713e-17
9.999999999999999e-10,0.19299066063190182,76.950000000000003,0.0,0.0,0.0,0.99967873084211778,9.4999408446420013,1.3913091014660722e-05,0.0001478265490522506,9.0342887897662156e-05,5.8304623790272816e-05,1.2765829764792907e-10,6.7441507789675101e-09,4.5170666011178407e-06,8.4824058409861711e-07,1.2533844418808889e-12,2.3472262487712584e-09,1.6908193053306938e-09,4.9818398886037373e-06,4.4590608047936376e-07,1.1777429502966212e-14,1.7326213038873852e-17,7.1413980304575512e-15,2.4551162280209177e-17,3.0952130219360572e-11,1.2672819855396703e-08,1.3824773948236232e-08,1.3840643833572838e-08,9.4825935497988387e-12,6.3872674265586258e-12,2.4581326844491149e-21,4.2033667234669617e-10,5.7448955055138267e-13,1.9058370331848054e-13,4.1765357245316087e-18,8.2860959178570233e-13,5.699340770587632e-16,4.0019036871282199e-18,5.1029095344080454e-08,1.4033582394364923e-17,3.7597658588712921e-18,1.3322367422925198e-11,1.2129466338917981e-12,4.7898925907792687e-14,1.5323976509566237e-11,1.6476714444937237e-11,4.0016856990299787e-18,1.9793957732402664e-15,1.7399184838369224e-14,1.631607893763478e-14,1.0585547384542345e-15,2.9555042307221899e-17
1.0147798515177451e-09,0.19299066063190182,76.950000000000003,0.0,0.0,0.0,0.99967397746519315,9.4999398838716349,1.4118609354816688e-05,0.00015001059610388561,9.1590591686875353e-05,5.9252729200133986e-05,1.2954454177726505e-10,6.7441199459572963e-09,4.583862926763816e-06,8.6079494506088416e-07,1.2737660127996963e-12,2.4552809146403206e-09,1.7700050759058364e-09,5.0555096663463088e-06,4.5918120948345999e-07,1.1951740377039829e-14,1.7617805230113248e-17,7.5454799655581385e-15,2.5682452724612416e-17,3.1822773912576268e-11,1.2921878366958908e-08,1.4324042300288069e-08,1.4340485683504944e-08,9.8251270737139608e-12,6.6182295772159469e-12,2.4945028620826867e-21,4.3283662188587069e-10,5.9157725978303857e-13,1.962585682289345e-13,4.5545753181359808e-18,8.6572096990002109e-13,5.8859895880399509e-16,4.364320415884401e-18,5.178385007287806e-08,1.4662115205855147e-17,3.9281564702230115e-18,1.3383184517298603e-11,1.2143465114158542e-12,4.7903883786935679e-14,1.5445071718586969e-11,1.6830159911675806e-11,4.3640789602852861e-18,2.0742680536436685e-15,1.8476773019313815e-14,1.7310780303647146e-14,1.1403102629420547e-15,3.0438472238312052e-17
1.0410152066621113e-09,0.1929906568702829,76.950000000000003,0.0,0.0,0.0,0.99966553949978665,9.4999381784567731,1.4483411708623714e-05,0.00015388738587917154,9.3805305062731939e-05,6.0935655070445464e-05,1.3289233928395177e-10,6.7440652125875051e-09,4.7024306432689799e-06,8.8307954106787833e-07,1.309944166418569e-12,2.6551363402973444e-09,1.9165867312615712e-09,5.186278243095601e-06,4.8322493581914483e-07,1.2261151922737312e-14,1.8131214582880892e-17,8.3019091537102024e-15,2.7774989610784843e-17,3.3394398484126834e-11,1.3365258629997811e-08,1.5234251641108167e-08,1.5251740579715056e-08,1.0449599248524397e-11,7.0393084754134632e-12,2.5590622582263248e-21,4.5547482795097342e-10,6.2252431438927691e-13,2.0653643190496294e-13,5.2944416687763538e-18,9.3427949794608878e-13,6.2251113991972721e-16,5.0736610362981896e-18,5.3123592418224181e-08,1.5823249363492326e-17,4.2392365688592282e-18,1.3486982416064555e-11,1.2168135306923665e-12,4.79123409248699e-14,1.56574392457957e-11,1.746025979268123e-11,5.0733726361901252e-18,2.250070963480017e-15,2.0511750052851093e-14,1.9186224847250057e-14,1.2977502159902449e-15,3.2038582723414858e-17
1.064627026292041e-09,0.19299065348494823,76.950000000000003,0.0,0.0,0.0,0.99965794493556781,9.4999366436121484,1.4811724796841474e-05,0.0001573764318993361,9.579848766421319e-05,6.2450250952163455e-05,1.3590527840419162e-10,6.7440159498732271e-09,4.8091406940227317e-06,9.0313529910795924e-07,1.3425037024880931e-12,2.8440000041982163e-09,2.055240365728734e-09,5.3039690273019917e-06,5.0538860647601454e-07,1.2539617137847829e-14,1.8596676266362414e-17,9.0268562587762701e-15,2.9752584557191549e-17,3.4837266470724722e-11,1.3765625358006633e-08,1.6079736044199712e-08,1.6098196209494729e-08,1.1029669502533474e-11,7.4304605490703117e-12,2.6171652532163901e-21,4.7634117539655369e-10,6.5104932083057679e-13,2.1601021100235795e-13,6.0417161681646907e-18,9.9897680553714219e-13,6.5388853919716938e-16,5.7901649517648153e-18,5.4329355490833299e-08,1.6918988514643398e-17,4.5327965836208826e-18,1.3576053783751723e-11,1.2190160891809059e-12,4.7919593300653663e-14,1.5845891872276046e-11,1.8030155754404209e-11,5.7898279013593864e-18,2.4165663454579069e-15,2.2482692033413331e-14,2.0999150310124838e-14,1.453789138731296e-15,3.3513629150912924e-17
1.0882388459219706e-09,0.19299065009973188,76.950000000000003,0.0,0.0,0.0,0.99965034999695546,9.4999351087958903,1.514002933016088e-05,0.00016086541635310157,9.7791614994434026e-05,6.3964810070450348e-05,1.3891812323960267e-10,6.7439666846168477e-09,4.9158498976923771e-06,9.2319069755710441e-07,1.3750624516502483e-12,3.04158700684311e-09,2.2004254752114003e-09,5.4216589260532788e-06,5.2804898168538314e-07,1.2818077503423382e-14,1.9065065937524762e-17,9.7950829368055615e-15,3.1821663214446591e-17,3.630681592259751e-11,1.4167167230472292e-08,1.695021100508152e-08,1.696967112349788e-08,1.1626889237255633e-11,7.8331890843631178e-12,2.6752678110621375e-21,4.976735020667369e-10,6.8021145817215047e-13,2.2569588157940565e-13,6.8730678003490634e-18,1.066575581189661e-12,6.8608010981291205e-16,6.5873482845295376e-18,5.5535113588270596e-08,1.8063868195881317e-17,4.8395217944889595e-18,1.3661213125690119e-11,1.221203545237372e-12,4.7926522629814959e-14,1.6031960102228647e-11,1.860255185756247e-11,6.5869558022124478e-18,2.5910943292657729e-15,2.4592166080764574e-14,2.2935952494416226e-14,1.6243919231339018e-15,3.5021776859234751e-17
1.1118506655519003e-09,0.19299064671463498,76.950000000000003,0.0,0.0,0.0,0.99964275468409602,9.4999335740088213,1.5468325308616757e-05,0.00016435433904901658,9.9784687788844452e-05,6.5479331407230869e-05,1.4193124515476969e-10,6.7439174168149647e-09,5.0225582542382547e-06,9.4324573531730714e-07,1.4076203606181363e-12,3.2480929985240524e-09,2.3522920405982215e-09,5.5393479395494279e-06,5.5120604524488794e-07,1.309653168262763e-14,1.9543938278357761e-17,1.060798597690045e-14,3.3984285143115193e-17,3.7802827536061826e-11,1.4569812239537086e-08,1.7845747523918103e-08,1.7866236403666933e-08,1.2241307197613776e-11,8.2475270726572198e-12,2.7333699318623195e-21,5.1947172121903786e-10,7.1001060753485622e-13,2.355934084338065e-13,7.7956223798106017e-18,1.1371378673524149e-12,7.1908855979532735e-16,7.4720576774288542e-18,5.6740866525431003e-08,1.925893919567911e-17,5.1596937170526126e-18,1.3742649196251166e-11,1.2233773276323822e-12,4.7933144573680804e-14,1.6215782469386645e-11,1.917730458068986e-11,7.4716022278174937e-18,2.773843037479518e-15,2.6846497023776369e-14,2.5001971004970839e-14,1.810541733662406e-15,3.656301968684227e-17
1.13546248518183e-09,0.1929906433296579,76.950000000000003,0.0,0.0,0.0,0.99963515899713606,9.4999320392514157,1.5796612732243998e-05,0.00016784319979682352,0.00010177770642907816,6.6993814298242388e-05,1.4494383610661263e-10,6.7438681464785995e-09,5.1292657636207114e-06,9.6330041129055841e-07,1.4401774833929166e-12,3.463713613437014e-09,2.510990031795916e-09,5.6570360679886169e-06,5.7485978092459268e-07,1.3374982533993684e-14,2.0017136568690282e-17,1.1466967055651137e-14,3.6242510001451827e-17,3.9325083807831688e-11,1.4973492787506846e-08,1.8766412223285892e-08,1.8787958749318372e-08,1.2872969122645916e-11,8.6735054709161407e-12,2.7914716157147714e-21,5.4173574617745645e-10,7.4044665012880665e-13,2.4570275638646736e-13,8.8169156789036529e-18,1.2107256056555257e-12,7.5291659494834316e-16,8.451534643609964e-18,5.7946614126353432e-08,2.0505250538225949e-17,5.4935933903714498e-18,1.3820541615685779e-11,1.2255386250608754e-12,4.7939474018506224e-14,1.6397489391962668e-11,1.97542787606566e-11,8.4510078743447175e-18,2.9650004453269487e-15,2.925214996952896e-14,2.7202643866036888e-14,2.0132635934906169e-15,3.8137351476901632e-17
1.1590743048117596e-09,0.19299063994480364,76.950000000000003,0.0,0.0,0.0,0.99962756293622168,9.4999305045239915,1.6124891601077521e-05,0.0001713319984046022,0.00010377067115273991,6.8508258223258452e-05,1.4795676407475965e-10,6.7438188736024416e-09,5.2359724258001138e-06,9.8335472437901936e-07,1.4727337354142694e-12,3.6886444705965441e-09,2.6766694083121798e-09,5.7747233115672625e-06,5.9901017246699007e-07,1.3653426953908208e-14,2.0502146938026959e-17,1.2373432397799016e-14,3.8598397564959688e-17,4.0873369020090327e-11,1.5378145395682525e-08,1.9712267627563488e-08,1.9734900756854692e-08,1.3521917937339772e-11,9.1111533315573296e-12,2.8495728627164981e-21,5.6446549033239435e-10,7.715194672573617e-13,2.5602389028157826e-13,9.9449058906279857e-18,1.2874006370647605e-12,7.8756691895897957e-16,9.5334276528451008e-18,5.9152356223708495e-08,2.1803849621835124e-17,5.8415014234388106e-18,1.3895061323264523e-11,1.2276884579594926e-12,4.7945525118564334e-14,1.6577203665564491e-11,2.0333347087202804e-11,9.5328203277795255e-18,3.1647543807119509e-15,3.1815730290862907e-14,2.9543506739599627e-14,2.2336251536983251e-15,3.9744766077278126e-17
1.1803249424786963e-09,0.19299063689853962,76.950000000000003,0.0,0.0,0.0,0.99962072616178888,9.4999291232952174,1.642033526870797e-05,0.00017447186386438857,0.00010556429350026135,6.9871224011377369e-05,1.506682844747166e-10,6.743774525843876e-09,5.3320076973702172e-06,1.0014032949848102e-06,1.5020336425739197e-12,3.8992041657804575e-09,2.8318738645100256e-09,5.8806410743932001e-06,6.2117015215870519e-07,1.3904022853366394e-14,2.0940783845859664e-17,1.3231015879770015e-14,4.0803900470009834e-17,4.2288903591008906e-11,1.5743114471889375e-08,2.0585124148025534e-08,2.0608760034455519e-08,1.4120785529001238e-11,9.5150363804330416e-12,2.9018636115901427e-21,5.8532037845545903e-10,8.0002934686903566e-13,2.6549395873035299e-13,1.1058251034252102e-17,1.3590988315050579e-12,8.1945750046529054e-16,1.0601356414753907e-17,6.0237519274019475e-08,2.3018159065119238e-17,6.1668273385526776e-18,1.3959380050229695e-11,1.2296142668909327e-12,4.7950744269794833e-14,1.6737338552132444e-11,2.085619976513192e-11,1.0600667905290781e-17,3.3520380747151162e-15,3.4263552848213691e-14,3.1774799049778638e-14,2.4479498979650227e-15,4.1219719939480257e-17
1.1994505163789394e-09,0.1929906341569874,76.950000000000003,0.0,0.0,0.0,0.99961457280600674,9.499927880210473,1.6686228644998313e-05,0.00017729769949605744,0.0001071785165431325,7.1097865598772984e-05,1.5310854922881192e-10,6.7437346111054858e-09,5.4184388550015362e-06,1.0176467557924678e-06,1.5284029707710279e-12,4.0954090109545399e-09,2.9765870213808845e-09,5.9759664483775136e-06,6.4145807179356713e-07,1.4129555887149315e-14,2.1337092580287134e-17,1.403755500667422e-14,4.2859157125733737e-17,4.3580634933796565e-11,1.6072184574818725e-08,2.1388214893457395e-08,2.14127734007796e-08,1.4671789236770264e-11,9.8866472200182661e-12,2.9489249831594609e-21,6.0441219955251117e-10,8.261290831682994e-13,2.7416364720216372e-13,1.2145268847429925e-17,1.4258452144739176e-12,8.4873199757365912e-16,1.1644104278274965e-17,6.1214162005873856e-08,2.4148602685369957e-17,6.4696846957332427e-18,1.4015137552123844e-11,1.2313406896418294e-12,4.7955265820545458e-14,1.6880226048216231e-11,2.1328065918395596e-11,1.1643335030022197e-17,3.5267899031933305e-15,3.6584778637318938e-14,3.3887397895478293e-14,2.6545215847149042e-15,4.2570081956954012e-17
1.2185760902791825e-09,0.19299063141551642,76.950000000000003,0.0,0.0,0.0,0.99960841920513366,9.4999266371458528,1.6952116408550754e-05,0.00018012349401824661,0.00010879270451022195,7.2324480819233462e-05,1.5554879236221675e-10,6.7436946947033807e-09,5.5048694567125078e-06,1.0338899765596033e-06,1.5547717309326004e-12,4.2980700714161774e-09,3.1261472622718166e-09,6.0712912421483205e-06,6.6207181834318845e-07,1.4355085536703627e-14,2.1736455239368807e-17,1.48777621814005e-14,4.4982152955377298e-17,4.4889066091934698e-11,1.6401791746660198e-08,2.2207932308745045e-08,2.2233432549743137e-08,1.5234202871260939e-11,1.026596041660276e-11,2.9959860682806316e-21,6.2380942523698235e-10,8.5264639648813933e-13,2.8297222599856217e-13,1.3317888851413985e-17,1.4947267962617273e-12,8.7855079874327674e-16,1.2769042364000283e-17,6.2190800855286469e-08,2.5315208934578421e-17,6.7822303457234933e-18,1.4068959868274141e-11,1.2330610694277255e-12,4.7959627721339191e-14,1.7022001853753668e-11,2.1801103023333316e-11,1.276818450781323e-17,3.7075153946397785e-15,3.9021825069821258e-14,3.6102134265474376e-14,2.8747086513914997e-15,4.3942138682959379e-17
1.2377016641794255e-09,0.19299062867412656,76.950000000000003,0.0,0.0,0.0,0.99960226535924701,9.4999253941014157,1.7217998559383955e-05,0.00018294924732946126,0.00011040685740546009,7.3551069518656742e-05,1.5798900296268471e-10,6.7436547766383555e-09,5.5912995024821043e-06,1.050132956702905e-06,1.5811399206601679e-12,4.5072912771823341e-09,3.2806342611427997e-09,6.1666154558066661e-06,6.830113831147094e-07,1.4580611832381452e-14,2.2138686250027354e-17,1.5752392166409991e-14,4.71739828007278e-17,4.6214085790016467e-11,1.673190908042389e-08,2.3044302821711504e-08,2.3070763939621086e-08,1.5808044575198243e-11,1.0652988249602486e-11,3.0430468670035521e-21,6.4351200960795035e-10,8.795812239213718e-13,2.9191967648067909e-13,1.4581206465563335e-17,1.5657762489745324e-12,9.0891533675319784e-16,1.3981070173942224e-17,6.316743574802483e-08,2.6518531155548534e-17,7.1046125333183392e-18,1.4120922973618401e-11,1.234775755067088e-12,4.7963836252256509e-14,1.7162718505410269e-11,2.2275256537616873e-11,1.3980115226062941e-17,3.8943140859883828e-15,4.1578471934535931e-14,3.8422134250862359e-14,3.1091637008728473e-15,4.5335886856987238e-17
1.2568272380796686e-09,0.19299062593281816,76.950000000000003,0.0,0.0,0.0,0.99959611126842496,9.4999241510771899,1.7483875097516581e-05,0.00018577495932819757,0.00011202097521751385,7.4777631558210791e-05,1.6042918511013819e-10,6.7436148569105939e-09,5.6777289922892956e-06,1.0663756956390983e-06,1.6075075366176886e-12,4.7231765517067006e-09,3.4401276874495814e-09,6.2619390894528568e-06,7.0427675740340743e-07,1.4806134751322815e-14,2.2543928182431844e-17,1.6662201150527121e-14,4.9435741546997723e-17,4.7555583492960384e-11,1.706251099702901e-08,2.3897351537162095e-08,2.3924792704148618e-08,1.6393331582854477e-11,1.1047742383593959e-11,3.090107379377752e-21,6.6351990679280416e-10,9.0693350259963899e-13,3.0100598001954299e-13,1.5940523175319087e-17,1.6390262016839113e-12,9.3982704347555635e-16,1.5285285915878604e-17,6.414406661279346e-08,2.7759121962755492e-17,7.4369793082232407e-18,1.4171099863318288e-11,1.2364850646077892e-12,4.7967897445238367e-14,1.7302426051633346e-11,2.2750474485947554e-11,1.5284224741595427e-17,4.08728545097908e-15,4.4258559378209383e-14,4.0850564493136569e-14,3.3585591435258099e-15,4.6751323220532748e-17
1.2759528119799116e-09,0.19299062319159155,76.950000000000003,0.0,0.0,0.0,0.99958995693274544,9.4999229080732075,1.7749746022967335e-05,0.00018860062991298134,0.00011363505792667773,7.6004166807443237e-05,1.6286931919444675e-10,6.7435749355209859e-09,5.7641579261130635e-06,1.082618192784939e-06,1.6338745776502095e-12,4.9458298118253761e-09,3.6047072060945948e-09,6.357262143186474e-06,7.2586793249269846e-07,1.5031654354818906e-14,2.2951820198258653e-17,1.7607946673225137e-14,5.1768524120973423e-17,4.8913449401283419e-11,1.7393573181115847e-08,2.476710230047919e-08,2.479554271618908e-08,1.6990080263715634e-11,1.1450233897868096e-11,3.1371676054524069e-21,6.8383307094719463e-10,9.347031696931665e-13,3.1023111799605256e-13,1.7401350676105063e-17,1.7145092404777929e-12,9.7128734987642251e-16,1.668699053187777e-17,6.5120693381118679e-08,2.903753324121444e-17,7.7794785246518846e-18,1.4219560665783065e-11,1.2381892906055056e-12,4.7971817094000587e-14,1.744117216762634e-11,2.322670734205781e-11,1.6685813307786284e-17,4.2865289001959255e-15,4.7065987901820572e-14,4.3390631936456098e-14,3.6235874412434908e-15,4.8188444517092162e-17
1.3142039597803975e-09,0.1929906177093831,76.950000000000003,0.0,0.0,0.0,0.99957764752712452,9.4999204221260261,1.8281471035898085e-05,0.00019425184643470287,0.00011686311790116355,7.8457156469521121e-05,1.6774948720940319e-10,6.7434950877577098e-09,5.9370141257262829e-06,1.1151024593727604e-06,1.6866069211846788e-12,5.4118559231109444e-09,3.9494431572890297e-09,6.5479065113106841e-06,7.7002765014742764e-07,1.5482683425301521e-14,2.3776648319220502e-17,1.9610283656883129e-14,5.6651540663905991e-17,5.1677850273923189e-11,1.8056986910041633e-08,2.6556799552839078e-08,2.6587296168188129e-08,1.8218024140822545e-11,1.2278470689299614e-11,3.2312871988979738e-21,7.25375016928068e-10,9.9149441800002464e-13,3.2909782283481914e-13,2.0650671551142926e-17,1.8723047061883602e-12,1.0358594810316192e-15,1.9805118519001364e-17,6.7073934367753073e-08,3.171002112409164e-17,8.4954647273671899e-18,1.4311601096029057e-11,1.2415835519783493e-12,4.7979253818666863e-14,1.7715959849059286e-11,2.4182030988100348e-11,1.9803676769215259e-17,4.7042293782127793e-15,5.3078771932493272e-14,4.8818705608248986e-14,4.2034147835803637e-15,5.1127728893213304e-17
1.3486299928008349e-09,0.1929906127756752,76.950000000000003,0.0,0.0,0.0,0.99956656822543377,9.4999181848428478,1.8760004352351707e-05,0.00019933779865043461,0.00011976825141660502,8.066475444597222e-05,1.7214151299455669e-10,6.7434232190920321e-09,6.0925828037041354e-06,1.1443374665283922e-06,1.734064037184919e-12,5.8554682922471394e-09,4.2778990544301903e-09,6.719484460305666e-06,8.1088554708713303e-07,1.5888598027093045e-14,2.4529320773618443e-17,2.1542914576035858e-14,6.1300142182637231e-17,5.4220703693370642e-11,1.8655413101139582e-08,2.8224863730246462e-08,2.8257276836638882e-08,1.9362520586666013e-11,1.3050445835895853e-11,3.3159938543405255e-21,7.6380632201287642e-10,1.0440333803379597e-12,3.4655248438108268e-13,2.3981985162029574e-17,2.022283805269674e-12,1.0958649468217933e-15,2.3002331857168511e-17,6.8831836612715554e-08,3.4250127875115838e-17,9.1759845513504032e-18,1.4389217345708369e-11,1.2446234932528966e-12,4.7985516374593736e-14,1.7960414389914696e-11,2.5044842409648834e-11,2.3000610700413866e-17,5.1026063319300154e-15,5.8966149454127097e-14,5.4118758893896552e-14,4.7860904180479057e-15,5.3847214674221916e-17
1.3830560258212722e-09,0.19299060784223213,76.950000000000003,0.0,0.0,0.0,0.99955548813161499,9.4999159476252331,1.9238519484007719e-05,0.00020442361510677654,0.00012267327045392755,8.287226403162713e-05,1.7653341292644713e-10,6.7433513450497036e-09,6.2481496799691012e-06,1.1735716812142402e-06,1.7815192536051734e-12,6.3226247468846733e-09,4.6240726316265407e-09,6.8910605318996871e-06,8.5279890251844033e-07,1.6294501649881003e-14,2.5291911402673278e-17,2.3603815428015915e-14,6.6195891046349834e-17,5.6814915595527767e-11,1.9255003841208769e-08,2.9947362126699089e-08,2.9981754299413988e-08,2.0544372234539803e-11,1.3847638578208245e-11,3.4006995829210337e-21,8.0322598039383404e-10,1.0979237057737214e-12,3.6445668039026429e-13,2.7737984272695921e-17,2.1800029231896317e-12,1.1576700884464888e-15,2.6607567754951145e-17,7.058972463779555e-08,3.692132269612168e-17,9.8916240283860377e-18,1.4462244635658113e-11,1.2476505778138651e-12,4.7991400514319519e-14,1.820239834633894e-11,2.5910272052564248e-11,2.6605522764259468e-17,5.5228479898006964e-15,6.5329530781225256e-14,5.9832205780620107e-14,5.4311291095588009e-15,5.6636909084126224e-17
1.4174820588417096e-09,0.19299060290905404,76.950000000000003,0.0,0.0,0.0,0.99954440724612215,9.4999137104730664,1.9717016430975884e-05,0.00020950929521201949,0.00012557817461628172,8.5079684747898089e-05,1.809252036228459e-10,6.7432794656335293e-09,6.4037147543988332e-06,1.202805100030071e-06,1.8289725587099807e-12,6.8139310904677139e-09,4.9884283301790756e-09,7.0626347266477048e-06,8.9576766517749192e-07,1.6700394185572039e-14,2.6065033790396483e-17,2.5797444232294237e-14,7.1345174289117018e-17,5.9459871592402357e-11,1.9855655524382429e-08,3.1724395733189493e-08,3.1760829663984082e-08,2.1763648406818786e-11,1.4670095836141602e-11,3.4854043849135285e-21,8.4363372572183509e-10,1.153165029273644e-12,3.8281030263022466e-13,3.1958982135229372e-17,2.3456505547299013e-12,1.221283218493099e-15,3.0659624762178129e-17,7.23475981320114e-08,3.9726797971952748e-17,1.0643238423156576e-17,1.4531002060720423e-11,1.2506658663255734e-12,4.7996932571543371e-14,1.8442117546215383e-11,2.6778105668754111e-11,3.0657205926674326e-17,5.9655318360903503e-15,7.2193845444323761e-14,6.5979173109482538e-14,6.1433271605520639e-15,5.9496793202886398e-17
1.451908091862147e-09,0.19299059797614065,76.950000000000003,0.0,0.0,0.0,0.99953332556940988,9.4999114733861827,2.0195495193366173e-05,0.00021459483837454657,0.00012848296347585476,8.7287016147251728e-05,1.8531687369121408e-10,6.7432075808467607e-09,6.5592780268710596e-06,1.232037719576012e-06,1.8764239437979965e-12,7.3299930565011851e-09,5.3714305434276568e-09,7.2342070450973929e-06,9.3979178367600189e-07,1.7106275625636686e-14,2.6848720396052853e-17,2.8128268200122884e-14,7.6754379323892687e-17,6.2154964632985277e-11,2.0457273536522431e-08,3.3556056575048085e-08,3.3594595061849787e-08,2.302041226959213e-11,1.5517860363043836e-11,3.5701082605884526e-21,8.8502929194033549e-10,1.2097569862043605e-12,4.0161324297089971e-13,3.6687846162084389e-17,2.519414747683412e-12,1.2867126400530977e-15,3.5199767947142689e-17,7.4105456806104581e-08,4.2669738512910464e-17,1.1431680970983299e-17,1.4595786579086597e-11,1.2536703040012992e-12,4.8002137048723663e-14,1.867976067401882e-11,2.7648146738065937e-11,3.5196919148137e-17,6.4312346953133444e-15,7.9584656239471256e-14,7.2580190591558723e-14,6.927711268588584e-15,6.2426848131185716e-17
