Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335)
1.948957184439934e-10,0.36345780481641266,76.950000000000003,0.0,0.0,0.0,2.5373496146062578e-05,9.4999890495861781,0.00040219920238115611,0.0021656554351385717,0.00086126078543836233,4.0752776043010747e-06,1.2329372909695197e-10,3.6131021675664929e-05,0.17740185957969259,6.5059055878629541e-07,1.5070825861673498e-14,1.4047697114136712e-09,2.4188646309241105e-06,0.80500949861758131,4.1414152704291488e-06,1.9555773226667599e-15,1.8060834955995599e-14,3.1803363430920322e-09,3.3573014699054944e-14,0.00057830134970649925,3.2989448526403361e-05,0.0013447955700778248,0.0013449705006137573,9.4046218563175045e-08,4.5521508886978013e-08,4.8897717265316954e-07,7.663170961497303e-05,1.0666631581702607e-08,2.5790862120755536e-09,1.0750545172524871e-09,2.3785906021805006e-09,1.79324546606909e-07,7.4475014202051014e-09,0.01102567334984118,1.0638543706768385e-14,4.5656084525267301e-15,4.410859451550446e-06,1.3308386832180545e-06,2.5282515888411751e-07,0.00025683843603829836,0.00072244038515015415,5.9129741069339173e-09,2.3397718892533169e-09,4.7199653190867726e-10,4.0094365671333497e-10,4.8402903993396525e-11,2.4746434756224976e-09,9.6536067491946376e-14,1.1480532020824564e-07,3.2571898647283219e-13,1.7354090226776602e-11,1.3052773563552622e-09,2.0357418417032736e-14,2.5462708611277407e-15,5.6897392566869601e-18,3.4122493443257151e-05,3.9021844355491954e-11,8.6145396434387918e-07,1.079300714860918e-06,3.9480088775433778e-11,4.3868601795294032e-09,8.0962479205565317e-11,2.1911132497566284e-10,2.0467899036173083e-11,6.4123886783254622e-11,1.2023404463298264e-18,1.7470502649271121e-10,1.659083566205302e-07,2.3457089376902531e-07,6.4767169233818852e-09,2.7864302193119458e-09,1.940162001419616e-07,6.0467419872853569e-06,7.0920213299416561e-09,8.3217384151497754e-10,7.0920651996123989e-09,5.4061346201568684e-06,1.0037133028361754e-19,5.9407545484508405e-20,4.146310013932159e-17,7.515736590827011e-12,1.1123407753409569e-10,5.307658782379468e-20,7.6424350463322865e-14
1.9578840072689617e-10,0.36345782169379576,76.950000000000003,0.0,0.0,0.0,2.5340753227911742e-05,9.4999890510407603,0.00040218631679264638,0.0021652870996964326,0.00085737960378492529,4.0569126088405973e-06,1.2327268578400814e-10,3.6107741924086496e-05,0.17727887860322269,6.5047987595716524e-07,1.5003012344963099e-14,1.4055092500067322e-09,2.4301001324516527e-06,0.80512971664496935,4.1414407663468851e-06,1.9552502975501237e-15,1.8210177967600364e-14,3.1972596253603348e-09,3.3602903795858876e-14,0.00057839901974160836,3.28407851998981e-05,0.0013488378693456654,0.0013490135440354259,9.4329008858080798e-08,4.5658472008864381e-08,4.8905020576901158e-07,7.6980977167793497e-05,1.071525791757844e-08,2.5908546819711124e-09,1.0820532806557453e-09,2.3894567033837088e-09,1.8030409805664587e-07,7.5322523478328325e-09,0.011028156114017187,1.0687143939782269e-14,4.5864653495128403e-15,4.410682351721916e-06,1.3309928430651801e-06,2.5273092213929655e-07,0.00025685017889496143,0.00072247790112436123,5.9735789213222198e-09,2.352695169831367e-09,4.7499728581581662e-10,4.0318343493138867e-10,4.8899112294080142e-11,2.4859977205329269e-09,9.7543323700226155e-14,1.1497550191180148e-07,3.293733375667866e-13,1.7566344723803085e-11,1.3072130128536832e-09,2.0616802540777207e-14,2.5823130582537781e-15,5.7732632924721507e-18,3.4297755139042856e-05,3.9081899866472467e-11,8.6153187819256971e-07,1.085221853953217e-06,3.9696699532097452e-11,4.4118573317044516e-09,8.1406748322168667e-11,2.2032107089110333e-10,2.0585429660858374e-11,6.4488181652779098e-11,1.2089787380026906e-18,1.7557952995122894e-10,1.6673780784757993e-07,2.3459240100843485e-07,6.4962147698776486e-09,2.7868462179274839e-09,1.940366402347947e-07,6.063244574293164e-06,7.0935843265278712e-09,8.3691015653107174e-10,7.0936282019417671e-09,5.437994814119797e-06,1.0094768808118255e-19,5.974867855056915e-20,4.1970255521841471e-17,7.6125134128306022e-12,1.1183772865606633e-10,5.336460492744451e-20,7.6839109606964266e-14
1.9668108300979893e-10,0.3634578384951178,76.950000000000003,0.0,0.0,0.0,2.5309135382931456e-05,9.4999890524396431,0.00040217343072827106,0.0021649188272788123,0.00085351591228132134,4.0386303749899867e-06,1.2325173239388219e-10,3.6084495280606379e-05,0.17715598458690304,6.5036921220415142e-07,1.493537457683018e-14,1.4062275098625895e-09,2.4413337295147534e-06,0.80524984809033584,4.1414662431126729e-06,1.9549161072754055e-15,1.8276591972968448e-14,3.2141802596012924e-09,3.3633180401896049e-14,0.00057849626737616002,3.2692791809946899e-05,0.0013528619498056641,0.001353038367913982,9.461052457911491e-08,4.5794817819570669e-08,4.8912318628109883e-07,7.7330178387762915e-05,1.0763875015924432e-08,2.6026209162255213e-09,1.0890432165833725e-09,2.4003207404013218e-09,1.8128352601296061e-07,7.6174337693333961e-09,0.011030637822605991,1.0735734778996466e-14,4.607318339345656e-15,4.4105073074791012e-06,1.3311470965583381e-06,2.5263685873458716e-07,0.00025686191977239984,0.00072251538542608934,6.0343837121424733e-09,2.3656168689735618e-09,4.7799985800345442e-10,4.0542100793513099e-10,4.9397703410392895e-11,2.497349831300855e-09,9.8555528792176048e-14,1.1514570908555775e-07,3.330508644334518e-13,1.7779944263241615e-11,1.3091489592483682e-09,2.087792051573019e-14,2.6186732288708196e-15,5.8575679341401968e-18,3.4472966755264978e-05,3.9141976589266747e-11,8.6160930223966396e-07,1.0911482545424845e-06,3.9913502763613689e-11,4.4368576228763759e-09,8.185141222198252e-11,2.2153189210089242e-10,2.0702975445316924e-11,6.48525207841538e-11,1.2156229383842587e-18,1.7645411007014699e-10,1.6756733149047672e-07,2.3461377321295201e-07,6.5156247387915569e-09,2.7872619173687224e-09,1.9405695440991984e-07,6.0797220031749105e-06,7.0951466896774035e-09,8.4165309563630871e-10,7.0951905708294761e-09,5.4698560812169533e-06,1.0152411226080592e-19,6.0089851190411928e-20,4.2480624938812824e-17,7.7098935728779643e-12,1.1244189474862708e-10,5.3652864374451421e-20,7.7254222810825225e-14
1.975737652927017e-10,0.36345785522072116,76.950000000000003,0.0,0.0,0.0,2.5278567592713614e-05,9.499989053783084,0.00040216054421891444,0.0021645506178742469,0.00084966963209934341,4.0204305297276544e-06,1.2323087757450295e-10,3.6061280603231364e-05,0.17703317748471861,6.5025856752314723e-07,1.4867898120978283e-14,1.4069246539840641e-09,2.4525654224861378e-06,0.80536989306037987,4.1414917011990675e-06,1.9545740280780116e-15,1.8251048771507176e-14,3.2310982380745139e-09,3.3664050320430518e-14,0.00057859310649004548,3.2545465337115535e-05,0.0013568678935728003,0.0013570450543650683,9.4890771471208745e-08,4.5930549101524814e-08,4.8919611425461482e-07,7.7679313290005103e-05,1.0812482878867676e-08,2.61438491535396e-09,1.0960241604502437e-09,2.4111827137094491e-09,1.8226282875570094e-07,7.7030439351754704e-09,0.011033118477252038,1.0784316208414328e-14,4.6281674289051921e-15,4.4103342004799809e-06,1.3313014350200087e-06,2.5254296166977447e-07,0.00025687365830710389,0.00072255283855481565,6.095386264942476e-09,2.3785369626230439e-09,4.8100420438440238e-10,4.0765633747497023e-10,4.989867225299308e-11,2.5086998082448419e-09,9.9572672505128259e-14,1.1531594171379763e-07,3.3675158278508799e-13,1.7994887483090804e-11,1.3110851953756329e-09,2.1140770934214439e-14,2.6553523194237257e-15,5.9426560092818467e-18,3.4648128300873172e-05,3.9202075882781406e-11,8.6168625767949498e-07,1.0970799138626636e-06,4.0130498368864862e-11,4.4618609937662404e-09,8.229647069759192e-11,2.2274378804019262e-10,2.0820536099597759e-11,6.5216903324194129e-11,1.2222730451961966e-18,1.773287669726976e-10,1.6839692768725116e-07,2.346350162297456e-07,6.5349472262014182e-09,2.7876773180029086e-09,1.940771481529781e-07,6.0961743786993419e-06,7.0967084188579498e-09,8.4640263101696555e-10,7.0967523057432277e-09,5.5017184041032572e-06,1.0210060060310058e-19,6.0431062118883871e-20,4.2994205136508624e-17,7.8078752394396643e-12,1.1304657554205436e-10,5.3941365713092034e-20,7.7669689932798357e-14
1.9846644757560447e-10,0.36345787187094797,76.950000000000003,0.0,0.0,0.0,2.5248980039280872e-05,9.4999890550713371,0.0004021476572933441,0.0021641824714715356,0.00084584068477712416,4.0023127017652926e-06,1.2320986261243229e-10,3.6038096828347006e-05,0.17691045724960489,6.5014794191002465e-07,1.4800972234133711e-14,1.4076008441890335e-09,2.4637952114800696e-06,0.80548985165818199,4.1415171410469954e-06,1.954245710397745e-15,1.838241338251812e-14,3.2480135533563678e-09,3.3692797726345339e-14,0.00057868955041500607,3.2398802776003737e-05,0.0013608557823804783,0.0013610336851227034,9.5169755252596272e-08,4.6065668624224091e-08,4.8926898975251897e-07,7.8028381889582002e-05,1.0861081508526528e-08,2.6261466798694678e-09,1.1029959503098531e-09,2.4220426237818823e-09,1.8324200461534567e-07,7.7890810871673107e-09,0.011035598079535965,1.0832888707830514e-14,4.6490124511414223e-15,4.4101629205684606e-06,1.3314558503758279e-06,2.5244922442645902e-07,0.00025688539416066281,0.00072259026097889047,6.1565843679725643e-09,2.3914554274303693e-09,4.8401028122154452e-10,4.0988938864299593e-10,5.0402013698418577e-11,2.5200476516863118e-09,1.0059474450306583e-13,1.1548619981731582e-07,3.4047550800601554e-13,1.8211172987164011e-11,1.3130217210683611e-09,2.1405352340971748e-14,2.6923512704790068e-15,6.0285303334602313e-18,3.4823239784943022e-05,3.9262160472198297e-11,8.6176276471287519e-07,1.1030168291491229e-06,4.0347686246740426e-11,4.4868673867921754e-09,8.2741923541688435e-11,2.2395675814444747e-10,2.0938111342043138e-11,6.5581328444149213e-11,1.2289290307798653e-18,1.7820350079611243e-10,1.6922659657593095e-07,2.3465613563192167e-07,6.5541826263445343e-09,2.7880924201854953e-09,1.9409722669285868e-07,6.1126018051411379e-06,7.098269513604982e-09,8.511587351177615e-10,7.0983134062185097e-09,5.5335817662022062e-06,1.0267717558519634e-19,6.0772323789163509e-20,4.3510992778863165e-17,7.9064565608676603e-12,1.1365177076739615e-10,5.4230118481899918e-20,7.8085510087053867e-14
1.9935912985850724e-10,0.3634578884461369,76.950000000000003,0.0,0.0,0.0,2.5220307566955854e-05,9.4999890563046669,0.00040213476997843009,0.0021638143880591408,0.00084202899220192791,3.9842765214673521e-06,1.2318876782639346e-10,3.6014942962607884e-05,0.17678782383355909,6.5003733536068816e-07,1.4734474264991757e-14,1.4082562411702894e-09,2.4750230969348558e-06,0.80560972398359032,4.1415425630690455e-06,1.9539244322206332e-15,1.8594976537073272e-14,3.2649261983155669e-09,3.3720066914923763e-14,0.00057878561197735948,3.2252801134585885e-05,0.0013648256975984524,0.0013650043415572104,9.5447481616065332e-08,4.6200179144842585e-08,4.8934181283578231e-07,7.8377384201498238e-05,1.0909670907011028e-08,2.637906210283093e-09,1.1099584267615964e-09,2.432900471090983e-09,1.8422105196953331e-07,7.8755434590817381e-09,0.011038076630981187,1.0881452135906011e-14,4.6698534583696187e-15,4.4099933649276817e-06,1.3316103350921866e-06,2.5235564091820995e-07,0.00025689712701723003,0.00072262765313870587,6.2179758122913947e-09,2.4043722407049937e-09,4.8701804511057214e-10,4.1212012357007325e-10,5.0907722591080129e-11,2.5313933619493677e-09,1.0162173438063073e-13,1.1565648337079155e-07,3.4422265516904573e-13,1.8428799346901796e-11,1.314958536161468e-09,2.1671663235678214e-14,2.7296710170060794e-15,6.115193710768512e-18,3.4998301216663597e-05,3.9322241668582257e-11,8.6183884263053824e-07,1.1089589976386018e-06,4.0565066296219863e-11,4.5118767459548293e-09,8.3187770547064342e-11,2.2517080184936963e-10,2.1055700898727495e-11,6.5945795338044145e-11,1.2355908996642739e-18,1.7907831165923545e-10,1.7005633829009897e-07,2.3467713674153838e-07,6.5733313317041497e-09,2.788507224260153e-09,1.9411719502323505e-07,6.1290043863046614e-06,7.0998299735147673e-09,8.5592138062835454e-10,7.0998738718516122e-09,5.5654461516410569e-06,1.0325382845624812e-19,6.1113631285857013e-20,4.4030984453197969e-17,8.0056356666193487e-12,1.1425748015485111e-10,5.4519119550789544e-20,7.8501683268914844e-14
2.0025181214141e-10,0.3634579049466267,76.950000000000003,0.0,0.0,0.0,2.5192489491218075e-05,9.4999890574833188,0.00040212188229922269,0.0021634463676252634,0.00083823447662080097,3.9663216209013198e-06,1.2316793571690126e-10,3.5991818080057237e-05,0.17666527718768166,6.4992674787106926e-07,1.4667885695652128e-14,1.4088910044639935e-09,2.4862490795414195e-06,0.80572951013336724,4.1415679676506185e-06,1.953581530287159e-15,1.855987805702179e-14,3.2818361661114173e-09,3.3749449388100355e-14,0.00057888130350171633,3.2107457434618907e-05,0.0013687777202217317,0.0013689571046641229,9.5723956228184194e-08,4.6334083407855675e-08,4.8941458356347807e-07,7.8726320240701027e-05,1.0958251076423058e-08,2.6496635071039003e-09,1.1169114329599254e-09,2.443756256107586e-09,1.8519996924326978e-07,7.9624292765437353e-09,0.011040554133056182,1.0930005864393832e-14,4.6906906735843272e-15,4.4098254377795756e-06,1.3317648821540734e-06,2.5226220547286897e-07,0.00025690885658267564,0.00072266501544777961,6.2795583920018373e-09,2.4172873804181811e-09,4.9002745298920691e-10,4.1434850184946367e-10,5.1415793742573035e-11,2.5427369393608118e-09,1.0265363166164039e-13,1.1582679231288613e-07,3.4799303902728061e-13,1.8647765100616512e-11,1.3168956404912527e-09,2.1939702071884094e-14,2.7673124881962222e-15,6.2026489334411472e-18,3.5173312605333448e-05,3.9382368711878299e-11,8.6191450982686813e-07,1.1149064165692452e-06,4.0782638416382239e-11,4.5368890168461318e-09,8.3634011506616959e-11,2.2638591859094953e-10,2.1173304503500497e-11,6.6310303222806852e-11,1.2422586812707564e-18,1.7995319966346588e-10,1.7088615295943476e-07,2.3469802463339052e-07,6.5923937329559519e-09,2.7889217305590301e-09,1.9413705790608042e-07,6.1453822255102169e-06,7.1013897982418544e-09,8.6069054049034117e-10,7.1014337022970982e-09,5.59731154523987e-06,1.0383052632487551e-19,6.1454966267320481e-20,4.4554176668312111e-17,8.105410666980973e-12,1.1486370343391305e-10,5.4808355992822053e-20,7.8918210216934641e-14
2.0114449442431278e-10,0.36345792137275396,76.950000000000003,0.0,0.0,0.0,2.516546915008715e-05,9.499989058607559,0.00040210899427913492,0.0021630784101586906,0.00083445706062591914,3.9484476337671074e-06,1.2314712330426741e-10,3.5968721315366125e-05,0.17654281726226945,6.4981617943705178e-07,1.4601572082115179e-14,1.4095052925009745e-09,2.4974731594311126e-06,0.80584921020150824,4.1415933551526675e-06,1.9532373402985612e-15,1.8507326870168168e-14,3.2987434501729064e-09,3.377876181512965e-14,0.00057897663684776477,3.1962768711080863e-05,0.0013727119308858428,0.0013728920550794474,9.5999184730371686e-08,4.6467384145556741e-08,4.8948730199297802e-07,7.9075190022083732e-05,1.1006822018857102e-08,2.6614185708391087e-09,1.1238548145360355e-09,2.4546099793000919e-09,1.8617875490592463e-07,8.0497367575806609e-09,0.011043030587179982,1.0978550332980208e-14,4.7115239416305729e-15,4.4096590496789362e-06,1.3319194850130521e-06,2.5216891279099381e-07,0.00025692058258246404,0.00072270234829540541,6.3413299043587675e-09,2.4302008251610322e-09,4.9303846212243508e-10,4.1657448924102077e-10,5.1926221933119816e-11,2.5540783842499884e-09,1.0369042580255293e-13,1.1599712666145725e-07,3.5178667402818138e-13,1.8868068755053046e-11,1.3188330338879655e-09,2.2209467259178952e-14,2.8052766077030216e-15,6.2908987823289817e-18,3.5348273960350243e-05,3.944250716970075e-11,8.6198978387138277e-07,1.1208590831805422e-06,4.1000402506283481e-11,4.5619041465495118e-09,8.4080646213344983e-11,2.2760210780544329e-10,2.1290921897501101e-11,6.6674851336844169e-11,1.2489323494367356e-18,1.8082816493803849e-10,1.7171604071619866e-07,2.347188041547269e-07,6.6113702190416706e-09,2.7893359394057575e-09,1.9415681989012036e-07,6.1617354256142436e-06,7.1029489874931618e-09,8.654661878856365e-10,7.1029928972618942e-09,5.6291779324560216e-06,1.0440729033120436e-19,6.1796340447102208e-20,4.5080565856276435e-17,8.2057796541341986e-12,1.1547044033562967e-10,5.5097836759636084e-20,7.9335090157012117e-14
2.0203717670721554e-10,0.3634579377248537,76.950000000000003,0.0,0.0,0.0,2.5139193752634878e-05,9.4999890596776346,0.00040209610594000417,0.0021627105156483348,0.00083069666715990037,3.9306541954228798e-06,1.2312596329550872e-10,3.5945651861550628e-05,0.17642044400684809,6.4970563005451228e-07,1.4536086671317726e-14,1.4100992625918662e-09,2.5086953366116762e-06,0.80596882427935745,4.1416187259126038e-06,1.9529226006445401e-15,1.8790638511744372e-14,3.3156480441955082e-09,3.3804026433663774e-14,0.00057907162341617145,3.1818732012374462e-05,0.0013766284098612946,0.0013768092730741311,9.627317273850605e-08,4.6600084077869645e-08,4.8955996818002424e-07,7.9423993560486449e-05,1.1055383736399946e-08,2.6731714019940854e-09,1.130788419595451e-09,2.4654616411350289e-09,1.8715740747105575e-07,8.137464112609941e-09,0.011045505994724,1.1027086221683419e-14,4.7323530249363396e-15,4.4094941172751972e-06,1.3320741375696983e-06,2.5207575793183082e-07,0.00025693230476096448,0.00072273965204752613,6.4032881499336588e-09,2.4431125541420253e-09,4.9605103010686946e-10,4.1879805369566652e-10,5.243900191138915e-11,2.5654176969487744e-09,1.0473210619189279e-13,1.1616748645180473e-07,3.5560357430979176e-13,1.9089708785072158e-11,1.3207707161798422e-09,2.2480957162744145e-14,2.8435642935508811e-15,6.3799460266980229e-18,3.552318529120752e-05,3.9502604119561891e-11,8.6206468152398016e-07,1.1268169947133474e-06,4.1218358464988799e-11,4.5869220836353937e-09,8.4527674460348389e-11,2.2881936892937804e-10,2.1408552829134773e-11,6.7039438939971078e-11,1.2556118661997255e-18,1.8170320762150453e-10,1.7254600169180918e-07,2.3473947992945321e-07,6.6302611771424017e-09,2.7897498511155426e-09,1.9417648531475307e-07,6.1780640890025663e-06,7.1045075410259969e-09,8.7024829623973945e-10,7.1045514565033245e-09,5.6610452993722174e-06,1.04984153114351e-19,6.2137771935986182e-20,4.5610148372583417e-17,8.3067407020953428e-12,1.1607769059151965e-10,5.5387575447588725e-20,7.9752321890007697e-14
2.0292985899011831e-10,0.36345795400325964,76.950000000000003,0.0,0.0,0.0,2.5113614012512768e-05,9.4999890606937996,0.00040208321730224149,0.0021623426840821566,0.00082695321951471333,3.9129409428815232e-06,1.2310504423822715e-10,3.5922608964449179e-05,0.17629815737024943,6.4959509971941219e-07,1.4470539369403327e-14,1.4106730709352746e-09,2.5199156120035106e-06,0.80608835245587263,4.1416440802465358e-06,1.9525880525294348e-15,1.8849982060508263e-14,3.3325499421276014e-09,3.3830986727091158e-14,0.00057916627417260572,3.1675344400285062e-05,0.0013805272370547165,0.0013807088385551977,9.6545925843003402e-08,4.6732185912387509e-08,4.8963258217889068e-07,7.977273087069809e-05,1.1103936231130925e-08,2.68492200107241e-09,1.1377120986810064e-09,2.4763112420784198e-09,1.8813592549476606e-07,8.2256095446988037e-09,0.011047980357016486,1.1075612466106274e-14,4.7531783035017748e-15,4.4093305627358726e-06,1.3322288341311035e-06,2.5198273627937067e-07,0.00025694402287973971,0.00072277692704888054,6.4654309328591033e-09,2.4560225471640671e-09,4.9906511486850472e-10,4.2101915383632383e-10,5.295412839522141e-11,2.5767548777915023e-09,1.0577866215129771e-13,1.1633787158966137e-07,3.594437537033004e-13,1.9312683634054496e-11,1.3227086872027225e-09,2.2754170103903843e-14,2.8821764581485613e-15,6.469793424232437e-18,3.5698046607486407e-05,3.9562743319507414e-11,8.6213921878539652e-07,1.1327801484098966e-06,4.1436506191748344e-11,4.6119427781085867e-09,8.4975096040828472e-11,2.3003770139955297e-10,2.1526197053814303e-11,6.7404065312637121e-11,1.2622972843495798e-18,1.8257832780072547e-10,1.7337603600876584e-07,2.3476005637204947e-07,6.6490669926840775e-09,2.7901634659931935e-09,1.9419605832306077e-07,6.1943683175925136e-06,7.1060654586433114e-09,8.7503683921973872e-10,7.1061093798243537e-09,5.6929136326572083e-06,1.0556105919301843e-19,6.24792298308867e-20,4.6142920499653337e-17,8.4082918671699247e-12,1.1668545393063619e-10,5.5677549933689345e-20,8.0169906734694792e-14
2.0382254127302108e-10,0.3634579702083036,76.950000000000003,0.0,0.0,0.0,2.5088683923500008e-05,9.4999890616563043,0.00040207032838492264,0.0021619749154488965,0.00082322664132626112,3.8953075147823888e-06,1.2308417067554501e-10,3.5899591919339989e-05,0.17617595730065805,6.4948458842765051e-07,1.4405224054350586e-14,1.4112268726381439e-09,2.5311339857852674e-06,0.80620779481778493,4.1416694184506346e-06,1.9522500581076321e-15,1.8866804163186181e-14,3.3494491381600651e-09,3.3858109546713007e-14,0.00057926059966629162,3.153260294977314e-05,0.0013844084920144964,0.0013845908310713907,9.6817449609217515e-08,4.6863692344563801e-08,4.8970514404248195e-07,8.0121401967458113e-05,1.1152479505122561e-08,2.6966703685759707e-09,1.144625704742221e-09,2.4871587825937789e-09,1.8911430757423491e-07,8.3141712498400961e-09,0.011050453675345269,1.1124129408464514e-14,4.7739996544742328e-15,4.4091683133933153e-06,1.3323835693848464e-06,2.5188984352155675e-07,0.00025695573671647755,0.0007228141736243353,6.5277560609441047e-09,2.4689307846039655e-09,5.0208067465693118e-10,4.23237755948943e-10,5.3471596072001343e-11,2.5880899271148774e-09,1.0683008293703598e-13,1.165082820857154e-07,3.6330722573866099e-13,1.9536991714561681e-11,1.3246469467848131e-09,2.3029104361038861e-14,2.9211140083785559e-15,6.5604437212039546e-18,3.5872857918850502e-05,3.9622897675498578e-11,8.6221341093359561e-07,1.13874854151376e-06,4.1654845585774954e-11,4.6369661813591379e-09,8.5422910748087697e-11,2.3125710465303352e-10,2.1643854333723069e-11,6.7768729755243182e-11,1.2689885822356777e-18,1.8345352559737881e-10,1.7420614379368044e-07,2.3478053769760665e-07,6.6677880493646699e-09,2.7905767843370538e-09,1.9421554287120436e-07,6.2106482128404738e-06,7.1076227401907178e-09,8.7983179072958815e-10,7.107666667070606e-09,5.7247829195375527e-06,1.0613802543158851e-19,6.2820723470755243e-20,4.667887844462289e-17,8.5104311884572794e-12,1.1729373008401747e-10,5.596776739538564e-20,8.0587844079128237e-14
2.0462595532763357e-10,0.363457984730392,76.950000000000003,0.0,0.0,0.0,2.5066766784106926e-05,9.4999890624768923,0.00040205872813505817,0.0021616439774773165,0.0008198870815034657,3.8795053820339119e-06,1.2306525449834078e-10,3.5878898137622567e-05,0.17606605120949753,6.4938514454373266e-07,1.4346892492587119e-14,1.4117083158141847e-09,2.5412288964466338e-06,0.80631521964200337,4.1416922092728163e-06,1.9519570483091051e-15,1.9008430397047112e-14,3.3646560998538221e-09,3.3880840386151203e-14,0.00057934522290386192,3.140468570549753e-05,0.0013878866626775609,0.001388069664910282,9.7060774494212132e-08,4.6981541282562772e-08,4.8977040518673356e-07,8.0435149354184319e-05,1.1196160569690296e-08,2.7072419917462161e-09,1.1508392181488773e-09,2.4969198077734538e-09,1.8999473408641056e-07,8.3942312013347732e-09,0.011052678770285602,1.1167787017971811e-14,4.7927354031606366e-15,4.4090233488257462e-06,1.3325228600959702e-06,2.5180634691341811e-07,0.00025696627533703824,0.0007228476714913574,6.5840027725464641e-09,2.4805466815114085e-09,5.0479590536710701e-10,4.2523233503261532e-10,5.3939314286006009e-11,2.598289649337035e-09,1.0778051213886391e-13,1.1666167322410102e-07,3.6680427672047984e-13,1.9740007563326675e-11,1.3263916269840861e-09,2.3278015460380077e-14,2.9564367534005993e-15,6.6427177281131824e-18,3.6030145352926464e-05,3.9677025157075137e-11,8.6227990085948743e-07,1.1441245727233839e-06,4.1851514832634749e-11,4.6594895212071824e-09,8.5826279937262216e-11,2.3235548263584198e-10,2.1749756856652693e-11,6.8096959740918391e-11,1.2750157589243158e-18,1.842412700805881e-10,1.7495330371860449e-07,2.3479889289401942e-07,6.6845648472895635e-09,2.790948517551144e-09,1.942330064552668e-07,6.2252793970399732e-06,7.1090237496486909e-09,8.8415270500276511e-10,7.1090676816533874e-09,5.7534660829309939e-06,1.0665736111825043e-19,6.3128106415675101e-20,4.716396127563292e-17,8.6028578168378607e-12,1.1784161685611958e-10,5.6229177058830593e-20,8.0964288457291611e-14
2.0542936938224605e-10,0.3634579991935653,76.950000000000003,0.0,0.0,0.0,2.5045311790253522e-05,9.4999890632543984,0.00040204712768537063,0.002161313090463799,0.00081656106917674923,3.8637673545488927e-06,1.2304636008119054e-10,3.585822431291739e-05,0.17595621515654827,6.49285716078639e-07,1.4288769512652561e-14,1.4121737899156723e-09,2.5513222673377032e-06,0.80642257508532666,4.1417149874447066e-06,1.9516625059727245e-15,1.9134914302495118e-14,3.379860864584211e-09,3.3903173667598238e-14,0.00057942959802942309,3.1277287379595089e-05,0.0013913507214642457,0.0013915343862809517,9.7303112124854553e-08,4.7098912066125899e-08,4.8983562418003686e-07,8.0748843130592842e-05,1.1239834168633583e-08,2.717811808109624e-09,1.1570443513732066e-09,2.5066791647166656e-09,1.9087504841313345e-07,8.4746255424222732e-09,0.01105490302151425,1.1211437138893424e-14,4.8114679597777846e-15,4.4088793402322381e-06,1.3326621747529468e-06,2.517229486974998e-07,0.00025697681018021053,0.00072288114679250218,6.6403938185313405e-09,2.4921611274312374e-09,5.0751226730846256e-10,4.2722483784793247e-10,5.4408920623910799e-11,2.6084876455518301e-09,1.0873486517237197e-13,1.1681508488222651e-07,3.703202149015205e-13,1.9944100818955745e-11,1.3281365406526304e-09,2.352831808186864e-14,2.9920244442538729e-15,6.7256462847914769e-18,3.6187392298064257e-05,3.9731161956119083e-11,8.6234613323399808e-07,1.1495048436137711e-06,4.2048339174982921e-11,4.6820149833369329e-09,8.622996724124169e-11,2.3345472708736428e-10,2.1855669602893304e-11,6.8425219529497105e-11,1.2810476920203308e-18,1.8502907761101545e-10,1.757005233417052e-07,2.348171771126547e-07,6.7012735772275104e-09,2.7913200110163234e-09,1.9425040408134329e-07,6.2398910263556416e-06,7.1104242437399485e-09,8.884787705446817e-10,7.1104681808655257e-09,5.78215000025292e-06,1.0717674519858134e-19,6.3435518065711764e-20,4.7651618620799979e-17,8.6957577965861933e-12,1.1838991859343311e-10,5.6490783896954622e-20,8.1341017960061743e-14
