Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362)
0.0,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.921392631631714e-21,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999999956,9.5,2.3785900825184111e-26,2.5008214589792824e-26,1.9297190081402356e-16,8.6626171312558172e-43,8.662617131310414e-43,1.9297190081523969e-16,2.0532588779284486e-17,1.3951797898971421e-30,1.010464186454399e-17,4.8838612038798738e-43,1.6624079550507161e-27,1.3509912635570825e-31,5.1348338627592784e-43,7.1721846849991364e-35,6.4542830130419014e-45,8.7548907131372424e-61,1.8025161828430482e-97,1.6623831956883326e-27,1.8025161828430472e-97,0.0,0.0,1.2162855391510048e-27,7.9690520224218233e-40,5.4599741019816456e-54
1.0979899368568799e-20,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999999878,9.5,1.4366684028224751e-25,1.510496153844166e-25,5.403213222699388e-16,1.0284259058032736e-41,1.0284259058154873e-41,5.4032132227728389e-16,5.7491248581996412e-17,8.4268859308573502e-30,2.8292997055076733e-17,5.7981199953024057e-42,1.0040944048294623e-26,8.1599872317662076e-31,6.0960747345907194e-42,4.331999550288209e-34,9.7537124890276256e-44,1.9584340330922363e-59,1.9207208680343298e-95,1.0040650109015445e-26,1.9207208680343284e-95,0.0,0.0,7.3463646448590571e-27,9.4607178226778251e-39,1.2213743513711539e-52
2.509691284244297e-20,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999999722,9.5,6.9169398546838561e-25,7.2723886920219416e-25,1.2350201651444612e-15,1.0097146527589861e-40,1.0097146527831186e-40,1.2350201651798239e-15,1.3140856818741962e-16,4.0571828288388085e-29,6.4669706773556422e-17,5.6926285388166575e-41,4.8342823329699319e-26,3.9286825942461399e-30,5.9851622658732138e-41,2.0856713072041375e-33,1.0492598807713696e-42,3.8695356255260432e-58,4.3711113018338719e-93,4.8339937498418712e-26,4.3711113018338659e-93,0.0,0.0,3.5369583304316077e-26,9.2882907621142272e-38,2.4132298327707094e-51
5.333093979019131e-20,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999999423,9.5,3.0208092960093781e-24,3.1760431385242182e-24,2.6244178507442841e-15,8.9308117563754669e-40,8.9308117568048907e-40,2.6244178508987091e-15,2.7924320739826366e-16,1.7718783329812264e-28,1.374231235601728e-16,5.0350653778579809e-40,2.1112581025862746e-25,1.7157589045337102e-29,5.293808141576405e-40,9.1086745582036218e-33,9.6445060187227007e-42,6.8856318988858925e-57,7.3869848590519278e-91,2.1110028686621999e-25,7.386984859051905e-91,0.0,0.0,1.5446826167216165e-25,8.2148577523451451e-37,4.294213311803123e-50
1.09798993685688e-19,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999999998823,9.5,1.2611283638411628e-23,1.3259354346092961e-23,5.403213221347114e-15,7.5068854017788865e-39,7.5068854025031692e-39,5.4032132219917033e-15,5.7491248581994168e-16,7.3972432443414643e-28,2.8292994653203434e-16,4.2322756710810543e-39,8.8140869747256923e-25,7.1629556777255949e-29,4.4497645459556068e-39,3.8026923273823746e-32,8.2510779487883529e-41,1.1613624628511768e-55,1.081617301520191e-88,8.8119418251160514e-25,1.0816173015201843e-88,0.0,0.0,6.4487457665772915e-25,6.904191080895429e-36,7.2428176051490727e-49
2.2273510147668133e-19,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999997624,9.5,5.1521204333660767e-23,5.416878441436024e-23,1.0960803960166103e-14,6.1545981972723828e-38,6.1545981984620157e-38,1.0960803962798574e-14,1.1662510426632579e-15,3.0220152306754319e-27,5.7394355007027889e-16,3.4698750287839404e-38,3.6008421244576864e-24,2.9263011151147478e-28,3.6481855346701942e-38,1.5535238977575454e-31,6.8221508049994264e-40,1.9075413345322093e-54,1.4790201692144683e-86,3.5990838033602432e-24,1.4790201692144499e-86,0.0,0.0,2.6345229920616785e-24,5.6590109867150062e-35,1.1896347035061192e-47
4.4860731705866805e-19,0.39340785074699314,76.950000000000003,0.0,0.0,0.0,0.99999999999995226,9.5,2.0825691076725294e-22,2.1895885098286899e-22,2.2075985428262121e-14,4.9841531856158451e-37,4.9841531875442933e-37,2.2075985438895862e-14,2.3489281563497316e-15,1.2215468735061083e-26,1.1559705875249024e-15,2.8099943240735932e-37,1.4555179581720139e-23,1.1828576976729047e-27,2.954394772303008e-37,6.2795920079202622e-31,5.5476597299092011e-39,3.0922067111220466e-53,1.9561457581367958e-84,1.4540946750975362e-23,1.9561457581367474e-84,0.0,0.0,1.0649162584069061e-23,4.5804476116571143e-34,1.9284482664735129e-46
9.003517482226416e-19,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.9999999999999043,9.5,8.3739159981744313e-22,8.8042361640353657e-22,4.4306348326324036e-14,4.0116800900481861e-36,4.0116800931538899e-36,4.4306348369024636e-14,4.7142823837220439e-15,4.9117862479685154e-26,2.3200239839470835e-15,2.2617271928091439e-36,5.8525736853922562e-23,4.7562187736594792e-27,2.3779531999607255e-36,2.5249963487113934e-30,4.4743885413989775e-38,4.9799036011611443e-52,2.5449992556538912e-82,5.8411283297695487e-23,2.5449992556537651e-82,0.0,0.0,4.2819809768655559e-23,3.6829393558386063e-33,3.1057037357501289e-45
1.8038406105505885e-18,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999999980826,9.5,3.3583126107366014e-21,3.5308901288272997e-21,8.8767073970228219e-14,3.2191206170303695e-35,3.2191206220157033e-35,8.8767074141018953e-14,9.4449908384641236e-15,1.9698459665876908e-25,4.6481280628463439e-15,1.8148925050998896e-35,2.3471438038514422e-22,1.9074564515421439e-26,1.9081564981829682e-35,1.012636485879489e-29,3.5940721904247289e-37,7.9938482273856899e-51,3.2841867063771743e-80,2.3379763769924386e-22,3.2841867063768492e-80,0.0,0.0,1.7172655178675175e-22,2.949241195474535e-32,4.9853334875327208e-44
3.610818335206483e-18,0.39340785074699314,76.950000000000003,0.0,0.0,0.0,0.99999999999961631,9.5,1.3450749388571542e-20,1.414195869961604e-20,1.7768852465154782e-13,2.5792138079838086e-34,2.5792138159733139e-34,1.7768852533195457e-13,1.890640774793811e-14,7.8896584975563859e-25,9.3043253648897759e-15,1.4541207271163031e-34,9.4008177984430232e-22,7.6397750159172285e-26,1.5288453210194341e-34,4.0558279621520603e-29,2.8810936955986767e-36,1.2811000938767154e-49,4.2208595699233711e-78,9.3276338206559324e-22,4.2208595699225345e-78,0.0,0.0,6.8780163159881299e-22,2.3532880230563507e-31,7.9895043284247587e-43
7.22477378451827e-18,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999923239,9.5,5.3837907766439171e-20,5.6604538982312174e-20,3.5553142360709229e-13,2.0649392971293508e-33,2.0649393099228787e-33,3.555314263016141e-13,3.7829241566845387e-14,3.1579194788647276e-24,1.8616676546158747e-14,1.1641778537410772e-33,3.7627769999544432e-21,3.0579009649615496e-25,1.2240028158031888e-33,1.623388272018444e-28,2.3072115913538029e-35,2.0514293681962055e-48,5.4136716679207202e-76,3.7046083539681258e-21,5.4136716679185737e-76,0.0,0.0,2.7529966158797086e-21,1.8687228419782564e-30,1.2793525970872844e-41
1.4452684683141845e-17,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999846456,9.5,2.1542061020368389e-19,2.2649067977839876e-19,7.1121721203665272e-13,1.6525789802241591e-32,1.6525790007018457e-32,7.1121722259208621e-13,7.5674909204497183e-14,1.2635791102385605e-23,3.7241205219044931e-14,9.3169146571244667e-33,1.5056008897927284e-20,1.2235586766366311e-24,9.7956937920066554e-33,6.4956685125907849e-28,1.8467043424569272e-34,3.283623190639135e-47,6.9365299532104154e-74,1.459711402734478e-20,6.9365299532049164e-74,0.0,0.0,1.1015553417238281e-20,1.4715669496261833e-29,2.0477683537079137e-40
2.890850648038899e-17,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.9999999999969289,9.5,8.618135290584042e-19,9.0610054374133136e-19,1.422588752083324e-12,1.3223142131976503e-31,1.3223142459676888e-31,1.4225887925776446e-12,1.5136624447914973e-13,5.0551390829450562e-23,7.4489567819168476e-14,7.4548731226313238e-32,6.0233836710958073e-20,4.8950312849323278e-24,7.8379653621387138e-32,2.5986910683766306e-27,1.4777375284647763e-33,5.2548668474872222e-46,8.8832600094030921e-72,5.6663822882136203e-20,8.8832600093890047e-72,0.0,0.0,4.4069234650972381e-20,1.1408375919057266e-28,3.2770033237091655e-39
5.782015007488329e-17,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999999385758,9.5,3.4474611945213912e-18,3.6246198946256199e-18,2.8453316929547409e-12,1.0579517262743964e-30,1.0579517787088245e-30,2.8453318421672323e-12,3.0274891502585065e-13,2.022220087820988e-22,1.4898351414048196e-13,5.9643461021079906e-31,2.4095493392517199e-19,1.9581717478772436e-23,6.2708428947441847e-31,1.0395615805957364e-26,1.1823395640029517e-32,8.4086445037271648e-45,1.9910723832085947e-69,2.1389695874618967e-19,1.991072383202291e-69,0.0,0.0,1.7629007042373832e-19,8.5913456268064102e-28,5.2434419575148151e-38
1.156434372638719e-16,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999998771483,9.5,1.3789818039905584e-17,1.4498451466293125e-17,5.6908170704691886e-12,8.464014188648365e-30,8.4640150275469305e-30,5.6908175798204043e-12,6.0551425610883549e-13,8.0892086492289039e-22,2.9796029209660585e-13,4.7715135205622066e-30,9.6385877926485144e-19,7.8330047256967123e-23,5.0167128366477856e-30,4.1584199513158236e-26,9.4593132515102216e-32,1.3454522557849812e-43,2.5573528562107307e-67,7.6810915148072231e-19,2.5573528561945106e-67,0.0,0.0,7.0517926248691339e-19,6.1473262045388849e-27,8.3889843109844608e-37
2.312900116418491e-16,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999997542932,9.5,5.5155691876519351e-17,5.7990041597868245e-17,1.1381786101306476e-11,6.7713698013973696e-29,6.7713711433654489e-29,1.1381787609023645e-11,1.2110449382331378e-12,3.2357486904920867e-21,5.9586939589570441e-13,3.8169976414068787e-29,3.8555121543377383e-18,3.1332648422759991e-22,4.013146138276827e-29,1.6634053600482957e-25,7.5676872326537918e-31,2.1527806059062481e-42,3.2736514666820261e-65,2.5428462202913067e-18,3.2736514666404974e-65,0.0,0.0,2.8206968039031018e-18,4.0539912581318852e-26,1.3419678628936196e-35
4.625831603978036e-16,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999995085842,9.5,2.2058740020239437e-16,2.3192298162678229e-16,2.2763718513038653e-11,5.4171564944957196e-28,5.4171586407005443e-28,2.2763721883025001e-11,2.4221063023150713e-12,1.2943122385242383e-20,1.1915098480883763e-12,3.0531484090010667e-28,1.542219432241748e-17,1.2533180506437831e-21,3.2100440949091322e-28,6.653717424879859e-25,6.0542415876902594e-30,3.4444999655673216e-41,4.1903693770914548e-63,7.511153938590565e-18,4.1903693769851403e-63,0.0,0.0,1.1282281620102969e-17,2.3921817702641615e-25,2.1462044797860636e-34
6.93876309153758e-16,0.39340785074699314,76.950000000000003,0.0,0.0,0.0,0.99999999992628752,9.5,4.6869439661315145e-16,4.9277974097560148e-16,3.4145645938759832e-11,1.5489723091676409e-27,1.5489730989439281e-27,3.4145650372628512e-11,3.6331676662303352e-12,2.7504211997135414e-20,1.7869725979067675e-12,8.7293247811291251e-28,3.2772244606047711e-17,2.6633078923532861e-21,9.1779087360999455e-28,1.4139240009922669e-24,1.7973604223258277e-29,1.2678098072208503e-40,2.1620771992533451e-62,1.3234770445752741e-17,2.1620771991880746e-62,0.0,0.0,2.3974009559608323e-17,5.8517033112071387e-25,7.8977616076331926e-34
9.251694579097124e-16,0.39340785074699314,76.950000000000003,0.0,0.0,0.0,0.99999999990171662,9.5,7.9945201590179693e-16,8.405343869374958e-16,4.5527568732101024e-11,3.2672355780385334e-27,3.2672375806915684e-27,4.5527573077841474e-11,4.8442290299789282e-12,4.6919015550504634e-20,2.3822576983663032e-12,1.8411178466158184e-27,5.5905655711511132e-17,4.5432955921749686e-21,1.9357295078951218e-27,2.4119998300339932e-24,3.9163620014809903e-29,3.2154506845419112e-40,1.1794932924076048e-61,1.9360471182616515e-17,1.1794932923712697e-61,0.0,0.0,4.0895474182713143e-17,1.0871201798122606e-24,2.0026527139643538e-33
1.3877557554216212e-15,0.39340785074699314,76.950000000000003,0.0,0.0,0.0,0.99999999985257482,9.5,1.6548667224842496e-15,1.7399072844617606e-15,6.8291403959646821e-11,8.9238438721452409e-27,8.9238508732084087e-27,6.8291404912679487e-11,7.26635175708495e-12,9.7139986267209091e-20,3.5724111315106711e-12,5.0279781505303984e-27,1.1574564907785133e-16,9.4063258953174301e-21,5.2863567008200706e-27,4.9937780031819685e-24,1.1368011716146337e-28,1.124465873188906e-39,1.6381167216462497e-60,3.2044024474540665e-17,1.63811672158885e-60,0.0,0.0,8.4664076069458887e-17,2.4689391835703652e-24,7.001062042957798e-33
1.85034205293353e-15,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999980343302,9.5,2.8140124577578831e-15,2.958619390487526e-15,9.1055223243839928e-11,1.8671675609774614e-26,1.8671693098751171e-26,9.1055215476310931e-11,9.6884744835780649e-12,1.6520977874375675e-19,4.7619117247775426e-12,1.0518934260021964e-26,1.9685306232016572e-16,1.5997702485183852e-20,1.1059482940836263e-26,8.4931685696126798e-24,2.486058012248821e-28,2.8097469973930514e-39,7.5301985246104192e-60,4.5117999172624357e-17,7.5301985243127768e-60,0.0,0.0,1.4398355332078073e-16,4.4491519062679886e-24,1.7488973748238312e-32
2.3129283504454388e-15,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999975429121,9.5,4.2984195938856001e-15,4.5193074834650598e-15,1.1381902575601432e-10,3.3991078063024546e-26,3.3991115157515873e-26,1.1381900324941256e-10,1.2110597209414491e-11,2.5240329661517949e-19,5.9507132007562927e-12,1.9146945980538169e-26,3.0074694815800871e-16,2.4440875879473857e-20,2.0130872301026324e-26,1.2975732563364167e-23,4.6641847397685924e-28,5.9612113906680469e-39,2.7801638507318392e-59,5.8302852552345565e-17,2.7801638506124311e-59,0.0,0.0,2.1996196778427985e-16,7.0768068649992617e-24,3.7094485364158414e-32
3.2381009454692564e-15,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999965600783,9.5,8.2623339940638883e-15,8.6869201655631492e-15,1.5934657978645372e-10,8.9746431421019021e-26,8.9746567200743103e-26,1.593465089927878e-10,1.6954842659076041e-11,4.8536266798278151e-19,8.3261772831735376e-12,5.0536445300130163e-26,5.7832512139860085e-16,4.6998913297043377e-20,5.3133420153927719e-26,2.495225246753768e-23,1.2762056225938245e-27,2.1840279836239375e-38,3.4082598658528335e-58,8.4654885699238566e-17,3.408259865607414e-58,0.0,0.0,4.2292363305403828e-16,1.432131250275678e-23,1.3577970222786972e-31
5.088446135516892e-15,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999945944151,9.4999999999999982,2.013987073326702e-14,2.117482170649358e-14,2.50401485172072e-10,3.4703442744028092e-25,3.4703528663693751e-25,2.504012429777991e-10,2.6643333550403139e-11,1.184137345481082e-18,1.3068615940502806e-11,1.9526449081059242e-25,1.4109338054979216e-15,1.1466288785507911e-19,2.0529877272146243e-25,6.087783927316738e-23,5.0684193837448536e-27,1.385075708567249e-37,9.5285281741953468e-57,1.3734069487840658e-16,9.5285281728805312e-57,0.0,0.0,1.0315136593837951e-15,3.6716556294418563e-23,8.5919651810277054e-31
6.938791325564527e-15,0.3934078507469931,76.950000000000003,0.0,0.0,0.0,0.99999999926287553,9.4999999999999964,3.7279601777496186e-14,3.9195332054446865e-14,3.4145612022776978e-10,8.612510287533519e-25,8.6125382365516383e-25,3.4145560664492578e-10,3.6331824431059719e-11,2.1936529120796552e-18,1.7799744030381446e-11,4.8429578158841402e-25,2.6137944487555741e-15,2.1241643075947844e-19,5.0918284693619469e-25,1.1278143094328498e-22,1.2689465585786011e-26,4.51231502275909e-37,6.3645165285620606e-56,1.9000840061470211e-16,6.3645165275297367e-56,0.0,0.0,1.9104159166058016e-15,6.9661982840562654e-23,2.7949013605639737e-30
1.0639481705659797e-14,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999886974522,9.4999999999999911,8.7276529476680658e-14,9.1761510055349748e-14,5.235645806084927e-10,3.1280550550861003e-24,3.1280709915936299e-24,5.235632233795022e-10,5.5708806160371001e-11,5.1446210379981942e-18,2.7228217068601278e-11,1.7563185568830631e-24,6.1299176968397542e-15,4.9816391982049896e-19,1.8465725106612139e-24,2.6451481143330155e-22,4.6385610292251722e-26,2.5835859747330272e-36,1.5634493348272103e-54,2.9534120136024288e-16,1.5634493343919993e-54,0.0,0.0,4.4778463681297873e-15,1.671922422224134e-22,1.5936504946349432e-29
1.4340172085755068e-14,0.39340785074699297,76.950000000000003,0.0,0.0,0.0,0.99999999847661691,9.499999999999984,1.5816358002568916e-13,1.6629131595643681e-13,7.0567196245065579e-10,7.5313935966103044e-24,7.5314433144389303e-24,7.0566935933440296e-10,7.508578784701316e-11,9.3381669142980119e-18,3.6611788848905925e-11,4.2234793859323675e-24,1.1126557001120675e-14,9.0423080737938277e-19,4.4405161368524688e-24,4.8015666491930766e-22,1.1191967332278343e-25,8.0840128607402295e-36,9.9564215649961781e-54,4.0067310276183121e-16,9.9564215617354103e-54,0.0,0.0,8.1236731507886723e-15,3.0690785175088339e-22,4.9717820543223948e-29
1.8040862465850338e-14,0.3934078507469929,76.950000000000003,0.0,0.0,0.0,0.99999999808349083,9.4999999999999716,2.4984471548177055e-13,2.6268377660088414e-13,8.8777826737058376e-10,1.4770363647364789e-23,1.4770482090000917e-23,8.8777401457548287e-10,9.44627694909873e-11,1.4774252264603921e-17,4.5950665795360218e-11,8.2733534709901117e-24,1.760364651507774e-14,1.4306124299453165e-18,8.6985056769426851e-24,7.5971529170940284e-22,2.1970904088917211e-25,1.9311216304549808e-35,4.3238778137056172e-53,5.0600499150639777e-16,4.3238778121197795e-53,0.0,0.0,1.2846279057640985e-14,4.8880692989560366e-22,1.1844261682143794e-28
2.174155284594561e-14,0.3934078507469929,76.950000000000003,0.0,0.0,0.0,0.99999999769036663,9.4999999999999591,3.6222204255957427e-13,3.808359681466066e-13,1.0698834970094498e-09,2.5563335960690298e-23,2.5563576434640428e-23,1.0698771891445858e-09,1.1383975109229382e-10,2.1452859438361011e-17,5.5245058319904444e-11,1.4302484773895885e-23,2.5561144398755887e-14,2.0773060939267674e-18,1.5037462721727623e-23,1.1032003350662076e-21,3.8045841009061753e-25,3.9312256110878664e-35,1.4819492257264611e-52,6.1133634555234242e-16,1.4819492251263998e-52,0.0,0.0,1.8644023439377685e-14,7.1288829280772655e-22,2.4047391082177737e-28
2.914293360613615e-14,0.3934078507469926,76.950000000000003,0.0,0.0,0.0,0.99999999690412433,9.4999999999999218,6.4870614016932927e-13,6.8204195742505339e-13,1.4340907364716056e-09,6.0468406090974174e-23,6.0469139079064779e-23,1.4340790963829028e-09,1.5259371416690431e-10,3.8537606525908329e-17,7.3701162020731085e-11,3.3755505863606897e-23,4.5917249240692643e-14,3.731622729975401e-18,3.5490137853660624e-23,1.9819870107563992e-21,9.0043201507477109e-25,1.2046889325480246e-34,1.1136784895895109e-51,8.2199712583568184e-16,1.1136784890342433e-51,0.0,0.0,3.3458900344493998e-14,1.2875945707666773e-21,7.3298797013746902e-28
3.654431436632669e-14,0.3934078507469925,76.950000000000003,0.0,0.0,0.0,0.99999999611789003,9.4999999999998757,1.016841429984245e-12,1.0690950437195988e-12,1.79829369386255e-09,1.1799428847187442e-22,1.1799602770527613e-22,1.7982750813015169e-09,1.913476770708455e-10,6.0592336469593004e-17,9.1981764539783959e-11,6.5724366276783567e-23,7.2194619379433526e-14,5.8671658778244265e-18,6.9101817268965852e-23,3.1165974117388054e-21,1.757489167205371e-24,2.8725376670952196e-34,4.847495827124098e-51,1.0326556493792052e-15,4.8474958243952119e-51,0.0,0.0,5.2555278241621144e-14,2.0310194971319612e-21,1.7392331144345736e-27
4.394569512651723e-14,0.39340785074699225,76.950000000000003,0.0,0.0,0.0,0.99999999533166362,9.4999999999998188,1.4658199204440407e-12,1.5411457142627486e-12,2.162492382847443e-09,2.0419029223980944e-22,2.0419383307039074e-22,2.1624651441557762e-09,2.3010163980411782e-10,8.7616982397993785e-17,1.1008860257505313e-10,1.1348756306229857e-22,1.0439299948400799e-13,8.4839207376771008e-18,1.1931947338140801e-22,4.5071169270323263e-21,3.0417734924244555e-24,5.8763901629851632e-34,1.6401914313924211e-50,1.2433112310919177e-15,1.6401914303658127e-50,0.0,0.0,7.5919492661643879e-14,2.9431558076073761e-21,3.5408299936817938e-27
5.874845664689831e-14,0.39340785074699164,76.950000000000003,0.0,0.0,0.0,0.99999999375923432,9.4999999999996785,2.603228719153933e-12,2.7370038622573763e-12,2.890877008368648e-09,4.8612785516997314e-22,4.861390135560719e-22,2.8908275046131983e-09,3.0760956475865652e-10,1.5657580679203181e-16,1.4578760058702413e-10,2.6888825863105103e-22,1.8655184766809917e-13,1.5161012195020987e-17,2.8270590977701954e-22,8.0562177275975901e-21,7.2427340334611275e-24,1.874601380202507e-33,1.4224517880960289e-49,1.6646157590454765e-15,1.4224517866821057e-49,0.0,0.0,1.3539865932819007e-13,5.273535707960701e-21,1.1158384224168826e-26
7.207094201524128e-14,0.3934078507469908,76.950000000000003,0.0,0.0,0.0,0.99999999234407422,9.4999999999995151,3.8956994331553422e-12,4.0958922725260413e-12,3.5464087053103915e-09,8.9679168852903201e-22,8.9681663008305369e-22,3.5463333779570482e-09,3.773666966340565e-10,2.3563529272712033e-16,1.77338933708274e-10,4.9393681785790097e-22,2.8074227298044805e-13,2.2816002061557536e-17,5.1931927283515642e-22,1.2126452555496247e-20,1.3361941167969214e-23,4.2322487927697508e-33,5.7351815284471452e-49,2.0437813439423371e-15,5.7351815217061345e-49,0.0,0.0,2.0339398736657003e-13,7.9478023679285492e-21,2.4941549789217484e-26
8.539342738358426e-14,0.39340785074699003,76.950000000000003,0.0,0.0,0.0,0.99999999092893865,9.4999999999993179,5.4383313985446806e-12,5.7177972613715085e-12,4.2019267758781304e-09,1.4912762298854956e-21,1.4913247601258178e-21,4.2018200675198292e-09,4.4712382795649357e-10,3.3079642003111112e-16,2.0835256989839534e-10,8.179269152023228e-22,3.9411306334322054e-13,3.2029906034212755e-17,8.5995857741249187e-22,1.7027122042125273e-20,2.2220351838841124e-23,8.3157642559504142e-33,1.831057529703205e-48,2.4229389546960389e-15,1.8310575272175957e-48,0.0,0.0,2.8501384266264065e-13,1.1168588257000111e-20,4.8530232006670053e-26
9.871591275192723e-14,0.393407850746989,76.950000000000003,0.0,0.0,0.0,0.99999998951382718,9.4999999999990923,7.2268647462225853e-12,7.5982400528192983e-12,4.8574312951505646e-09,2.303487312836555e-21,2.3035729236474744e-21,4.8572875746908184e-09,5.1688095872596951e-10,4.4205885561154227e-16,2.3883766532493553e-10,1.2581454672470695e-21,5.266628295538586e-13,4.2802644563822238e-17,1.3227990749832723e-21,2.2758706570658664e-20,3.4323213800212016e-23,1.4810879307536672e-32,4.9407461209388206e-48,2.8020888433157949e-15,4.9407461133957786e-48,0.0,0.0,3.8018314629759885e-13,1.49358537882896e-20,8.5610796108526249e-26
1.1203839812027021e-13,0.39340785074698775,76.950000000000003,0.0,0.0,0.0,0.99999998809873936,9.4999999999988329,9.2571115675292905e-12,9.7328175292497942e-12,5.5129223378224542e-09,3.3673457961598031e-21,3.367486207198752e-21,5.5127359008598142e-09,5.866380889424859e-10,5.6942226815573922e-16,2.6880322148359001e-10,1.831587325506704e-21,6.7839018189059777e-13,5.5134138072858669e-17,1.9257089419500448e-21,2.9321686733596018e-20,5.0175998019436128e-23,2.4522865827760504e-32,1.1780886719772194e-47,3.1812309244574381e-15,1.1780886699842745e-47,0.0,0.0,4.8882720362471852e-13,1.9249559365643405e-20,1.404110144262844e-25
1.2536088348861318e-13,0.3934078507469866,76.950000000000003,0.0,0.0,0.0,0.99999998668367474,9.4999999999985381,1.1524953618140615e-11,1.2117199817301639e-11,6.168399978216562e-09,4.7167903801288389e-21,4.7170080480753676e-21,6.1681650474175726e-09,6.5639521860604437e-10,7.1288632780547416e-16,2.9825809013345146e-10,2.5549645767006041e-21,8.4929372967458438e-13,6.9024306922597043e-17,2.6862590578743612e-21,3.671654335845872e-20,7.0284440437493559e-23,3.8375660623364038e-32,2.553683770163883e-47,3.560365199083858e-15,2.5536837654228681e-47,0.0,0.0,6.1087169191247418e-13,2.4109665364155609e-20,2.1766790815342773e-25
1.5200585422529913e-13,0.3934078507469834,76.950000000000003,0.0,0.0,0.0,0.99999998385361399,9.4999999999978542,1.6757274559142815e-11,1.7618400120390707e-11,7.4793153475965994e-09,8.4082079701513826e-21,8.408668658354714e-21,7.4789658072634492e-09,7.95909476274294e-10,1.0481150768645121e-15,3.5567047525956987e-10,4.5170580182335337e-21,1.2486238478059258e-12,1.0148035201329975e-16,4.7491803569316842e-21,5.4003809462835414e-20,1.2529146652491701e-22,8.2750804477333269e-32,9.713484211605737e-47,4.3186107074300443e-15,9.7134841902193007e-47,0.0,0.0,8.9486653593508709e-13,3.5468920088687137e-20,4.6068812058063226e-25
1.7865082496198508e-13,0.39340785074697976,76.950000000000003,0.0,0.0,0.0,0.99999998102364185,9.4999999999970406,2.2892238525039469e-11,2.406862861474118e-11,8.7901779900348296e-09,1.3649313959445262e-20,1.3650175601954935e-20,8.7896898653587182e-09,9.3542373173073123e-10,1.4477424971924887e-15,4.1114271823124622e-10,7.2726150232366638e-21,1.7246420542750485e-12,1.4017014242485586e-16,7.646339503630002e-21,7.4624352177341243e-20,2.0339111374798386e-22,1.5764866767861129e-31,2.9617461002367558e-46,5.0768254657550654e-15,2.9617460927632108e-46,0.0,0.0,1.231580934343766e-12,4.9013300840615475e-20,8.6164235202298557e-25
2.0529579569867103e-13,0.3934078507469755,76.950000000000003,0.0,0.0,0.0,0.99999997819375475,9.4999999999960973,2.9899376012250929e-11,3.1435850024760358e-11,1.0100988485572086e-08,2.0711673327668925e-20,2.0713147815097636e-20,1.0100337232833509e-08,1.074937984975368e-09,1.9117660125681464e-15,4.647403102345597e-10,1.0945280869589486e-20,2.2773372195333452e-12,1.8509304073016501e-16,1.1507735550628926e-20,9.8582018508268894e-20,3.0863004626437962e-22,2.7474514991600027e-31,7.7294355198277896e-46,5.835010970202626e-15,7.7294354979110672e-46,0.0,0.0,1.6204348450302282e-12,6.4742490478763965e-20,1.474487153960384e-24
2.3194076643535696e-13,0.3934078507469707,76.950000000000003,0.0,0.0,0.0,0.99999997536395058,9.499999999995028,3.7749250864352654e-11,3.9689115523829384e-11,1.1411747407770198e-08,2.9866777532731718e-20,2.9869136511742235e-20,1.1410907920814214e-08,1.2144522360082163e-09,2.4401830759579402e-15,5.1652652137802456e-10,1.5654506778538255e-20,2.9066982177707051e-12,2.3624840971608396e-16,1.64589579508995e-20,1.2588065429507265e-19,4.4505380245408216e-22,4.4760244905177889e-31,1.8018984093515495e-45,6.5931645444413121e-15,1.8018984036630633e-45,0.0,0.0,2.0608547090494205e-12,8.2656172038303929e-20,2.3589785629054994e-24
