Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987)
1.1755441530325872e-08,0.2963147917257286,76.950000000000003,0.0,0.0,0.0,2.5835091997595551e-06,9.4998806326797087,0.00026170424437862289,0.000297894201863125,9.3306581518787811e-12,5.4290622984716927e-14,2.0815826322016979e-11,3.5811551139650134e-06,0.0039058968884652687,1.0986057743726928e-07,2.0086464326109398e-22,5.3473490554579444e-17,9.2660001295475443e-05,0.95927232049790478,6.5505345776736112e-06,3.3034476121478031e-16,8.4767778091167728e-13,1.3863965358483561e-07,9.1032812939992026e-15,0.00069128502932920251,4.704334013537525e-11,0.0027362832588975613,0.0027542898098357228,2.3488753513599494e-07,1.1373594343729798e-07,5.7768387768605767e-07,0.0021326931573180012,3.6441165560580769e-07,8.8202774665642853e-08,5.8476961049266724e-09,8.1606525855154162e-08,5.9390271742387963e-06,2.6019435643833195e-07,0.026723458131258798,4.4779092594861448e-13,1.921364151269263e-13,7.5647339457951966e-06,2.8300179114544457e-06,2.0443136670837812e-07,0.00050567324128864119,0.001435601563081802,7.7419580076675209e-08,9.6379483002836128e-08,1.4824170221157106e-07,1.4282311231593088e-09,2.8109995409605353e-09,6.9458388241247851e-08,7.1259851054411186e-12,1.9815208907868311e-06,7.2006663578366634e-09,1.5194491136776309e-09,2.2550775725502614e-08,2.3947906904453407e-12,1.1136203751773759e-11,9.1174437347427994e-14,0.00083961347620101082,6.9831895813857432e-10,2.0508290050410862e-06,0.00012704505071492017,5.7065242508709773e-09,2.6500640458288127e-07,1.1702597938516166e-08,3.1875247615019627e-08,1.5311090845811398e-09,3.8329289325936706e-09,1.7522121086830974e-16,1.0112544411354648e-08,9.605271641946728e-06,5.6304157469893356e-07,1.3141278710815434e-08,4.0618489010249422e-09,5.0126225797760547e-07,0.00011756299791440624,2.0938882743678647e-08,3.3484048142848273e-07,2.093893540164452e-08,0.00049515836175267121,7.5120281362488107e-18,4.4460996756153912e-18,3.6274202328982403e-15,3.3912726939360975e-10,1.5532478507288687e-08,7.4084264598638664e-18,1.0665605858454608e-11,1.0606786223649048e-06,2.954187147689584e-06,3.8210849649096515e-07,3.8420866644167198e-05,4.7191130476797426e-05,3.3993333521311532e-08,4.0959590461278734e-09,3.1210512428751472e-08,2.376689391203281e-13,1.5924848379904541e-07,4.7533755812567119e-13,0.00029955614911091435,8.1593715992597632e-08,7.9628002039339951e-12,2.0945200579177897e-06,7.7045399128818796e-10,2.3572059011858125e-09,2.6694651129898028e-05,1.6953609600907549e-05,1.8509556644081087e-11,3.3986167961066585e-08,2.1963761864844947e-14,2.323465505098445e-09,6.3291653197726475e-11,1.1697715117000366e-09,7.2234740802430476e-08,3.0619344840249413e-08
1.1880175129482508e-08,0.29631479172947184,76.950000000000003,0.0,0.0,0.0,2.5822456759798145e-06,9.4998801358066238,0.00026048246158407232,0.00029106337099676563,9.3488293401734286e-12,5.4397018700694113e-14,2.0338510197568613e-11,3.5801924860231999e-06,0.0039034629273464396,1.073414230944878e-07,2.0125828651584694e-22,5.37254081260455e-17,9.29244285769176e-05,0.95910467917671327,6.551391862516076e-06,3.2276980157736663e-16,8.5009677622507725e-13,1.3903725913183778e-07,9.1031939867579091e-15,0.0006911642424141483,4.7054355278731175e-11,0.0027361032288850031,0.0027542905546531853,2.3487206874394488e-07,1.1372845438596456e-07,5.7758292243307204e-07,0.002137206576723831,3.6518284971812555e-07,8.8389447499549174e-08,5.8469266417823469e-09,8.1779253816582575e-08,5.9517014774998768e-06,2.6016010495722508e-07,0.026861296236723238,4.48738695072525e-13,1.9254308012925455e-13,7.6031752760468197e-06,2.8445428878140786e-06,2.0540844201049683e-07,0.00050947702451926101,0.001446430972977342,7.7409391774137309e-08,9.658525409490473e-08,1.5118728056510544e-07,1.4282174245028531e-09,2.8109740297216267e-09,6.960721080403916e-08,7.1259200835494287e-12,1.9904996880713079e-06,7.4208149957610357e-09,1.5194352676468384e-09,2.2652963923844654e-08,2.394768726973375e-12,1.1188267376692917e-11,9.2269496265576332e-14,0.00084658890372245452,7.0149298094557225e-10,2.0684967232747477e-06,0.00012785547549406482,5.7429261778012701e-09,2.6620620884117181e-07,1.1777249151473114e-08,3.207854713155056e-08,1.5380425371427626e-09,3.8502118883058047e-09,1.7633876728636106e-16,1.0161044830376835e-08,9.6513615862822473e-06,5.6791245334708759e-07,1.3140414098233973e-08,4.0611388457779117e-09,5.0578399678989301e-07,0.00011805435843216857,2.1046862766116097e-08,3.3750202384613036e-07,2.1046915336561113e-08,0.00050195366200530493,7.5460454974258528e-18,4.4662333300353497e-18,3.6273871778796331e-15,3.3908262650729879e-10,1.5630693727741569e-08,7.4552674530810867e-18,1.073304686966158e-11,1.0709599479137151e-06,3.011891634160369e-06,3.8583311378748926e-07,3.8906506063708405e-05,4.7790469861092825e-05,3.4425060885310874e-08,4.1479788979686711e-09,3.1605144084781986e-08,2.4231134214796176e-13,1.608881682705283e-07,4.8462236225224371e-13,0.00030443281781883044,8.2060091504664977e-08,8.008314265242783e-12,2.1211187438224688e-06,7.8577670583490591e-10,2.3565722746759211e-09,2.6899917022703203e-05,1.7134403535644609e-05,1.8706942320118869e-11,3.4417878965644882e-08,2.229076093704873e-14,2.3855443103818133e-09,6.4982692040872992e-11,1.2010270722928447e-09,7.2417720782911346e-08,3.0777280181526005e-08
1.2004908728639143e-08,0.29631479173326597,76.950000000000003,0.0,0.0,0.0,2.5810064752913762e-06,9.4998796445267981,0.00025926642531296716,0.00028439387950172706,9.3670244959863149e-12,5.4503537196508125e-14,1.9872467976151851e-11,3.5792605484551026e-06,0.0039011926579779364,1.0488176957508073e-07,2.0165238403189258e-22,5.3977790769906144e-17,9.318280577100831e-05,0.95893691674627235,6.5522304104255245e-06,3.1537375766884379e-16,8.5246042426810876e-13,1.3942576628376146e-07,9.1031078990030748e-15,0.00069104336609331573,4.7065366668028554e-11,0.0027359232295142404,0.0027542912996633652,2.3485660512210723e-07,1.137209666760211e-07,5.7748189423547627e-07,0.0021415837249119671,3.6593075917609402e-07,8.8570484229909875e-08,5.846157360326519e-09,8.1946766878576266e-08,5.9639934778462824e-06,2.6012586182015348e-07,0.026998938291976037,4.4965784917889434e-13,1.9293746711329667e-13,7.6415679648855129e-06,2.8590479643598632e-06,2.0638491690336886e-07,0.00051329365529151892,0.0014572971914429118,7.7399205897695185e-08,9.6784818594938913e-08,1.5415415416706896e-07,1.4282039171719865e-09,2.8109488595814722e-09,6.9751583546586825e-08,7.1258559299983691e-12,1.9993319430789295e-06,7.6452789631310029e-09,1.5194216073697144e-09,2.2753484314364834e-08,2.3947470580592748e-12,1.1239610471620216e-11,9.3365816241310045e-14,0.00085359138072895727,7.0461515585935992e-10,2.0862354727964062e-06,0.00012865501001895759,5.7788389418372195e-09,2.6738527973761311e-07,1.1850897214390818e-08,3.2279114036136957e-08,1.5448561733562e-09,3.867195383841836e-09,1.77441302281556e-16,1.0208740967543703e-08,9.6966874866821084e-06,5.7280300385954789e-07,1.3139549632815578e-08,4.0604282801684065e-09,5.1032480517491357e-07,0.0001185401382387116,2.1154689421821987e-08,3.401402442221902e-07,2.115474190516332e-08,0.00050878733998633283,7.5794750077514107e-18,4.4860190566477078e-18,3.6273545663162381e-15,3.3903799451159618e-10,1.5727580594168978e-08,7.5014748908305204e-18,1.0799575745939454e-11,1.0812890119886619e-06,3.0699620170985815e-06,3.8957512074647235e-07,3.9389062700298002e-05,4.8386025317598258e-05,3.4854062541121204e-08,4.1996703207788212e-09,3.1997271584770611e-08,2.4698318177732708e-13,1.6253590737400486e-07,4.9396603960610362e-13,0.00030934119272531198,8.251872529817555e-08,8.0530728043420218e-12,2.1475494832052812e-06,8.0120051764290172e-10,2.3559588494048661e-09,2.7105927931440127e-05,1.7315165589024723e-05,1.8904293179297134e-11,3.4846864911350823e-08,2.2618611397265918e-14,2.4485417081779034e-09,6.669875352575867e-11,1.2327451488038143e-09,7.2600427178009005e-08,3.0934990887092354e-08
1.2129642327795778e-08,0.29631479173711156,76.950000000000003,0.0,0.0,0.0,2.5797895913293678e-06,9.499879158704676,0.00025805610860573806,0.00027788191427367446,9.3852366524682579e-12,5.461013838279011e-14,1.9417433208281407e-11,3.5783564362195063e-06,0.003899070720431992,1.0248021062570236e-07,2.0204678748642089e-22,5.4230431549043294e-17,9.343527547065829e-05,0.95876904836616983,6.553050646304277e-06,3.0815240096216102e-16,8.5477002951116085e-13,1.3980538947685997e-07,9.1030230009215477e-15,0.00069092241149130193,4.7076372956915432e-11,0.0027357432604422417,0.0027542920448661878,2.3484114423764446e-07,1.1371348029156555e-07,5.7738080222358334e-07,0.0021458282192900156,3.6665600208888894e-07,8.8746034470288796e-08,5.8453882590651502e-09,8.2109203471658987e-08,5.975913320313275e-06,2.6009162695530696e-07,0.027136384843462542,4.50549147862898e-13,1.9331990200314127e-13,7.6799120280124573e-06,2.8735331815128976e-06,2.0736077741619804e-07,0.00051712302505740502,0.0014681999092092718,7.738902242714051e-08,9.6978341202810898e-08,1.5714208471430183e-07,1.4281905964900601e-09,2.8109240221904307e-09,6.9891624091927573e-08,7.1257926235326567e-12,2.008020123482995e-06,7.8740890757385364e-09,1.5194081282998663e-09,2.2852364981814939e-08,2.394725676494058e-12,1.1290250632963682e-11,9.4463402157602041e-14,0.00086062086787232032,7.0768635671444893e-10,2.1040449325821692e-06,0.0001294437886497033,5.8142685781439712e-09,2.6854398935185628e-07,1.1923554503863522e-08,3.2476982060108953e-08,1.5515521434464045e-09,3.883884809381798e-09,1.7852900127816805e-16,1.0255646580168303e-08,9.7412624066671812e-06,5.7771313923826625e-07,1.3138685312912715e-08,4.0597172683282599e-09,5.1488461606227601e-07,0.00011902047282738893,2.1262363133910696e-08,3.4275555877659254e-07,2.1262415530558041e-08,0.00051565946075732847,7.6123272168011756e-18,4.5054630993673755e-18,3.6273223873545198e-15,3.3899337331259278e-10,1.5823155709916887e-08,7.5470566929131173e-18,1.0865203888230914e-11,1.0916658211606536e-06,3.1283933899018415e-06,3.9333452052128253e-07,3.986849119237225e-05,4.8977740110553642e-05,3.5280297618926188e-08,4.2510283901307363e-09,3.2386858033403623e-08,2.5168406326471133e-13,1.6419170570982352e-07,5.0336780069951424e-13,0.00031428134964359009,8.2969747310676905e-08,8.0970885019665954e-12,2.173809758732868e-06,8.1672428033797782e-10,2.3553637395245752e-09,2.7312676827832297e-05,1.7495896100598734e-05,1.9101609592409354e-11,3.5273084910304887e-08,2.2947305955808777e-14,2.5124600766864975e-09,6.8439902435018155e-11,1.2649269387187577e-09,7.2782861299835511e-08,3.1092477583115356e-08
1.2379109526109047e-08,0.2963147917449587,76.950000000000003,0.0,0.0,0.0,2.5774156692544462e-06,9.4998782029075617,0.00025565252664150974,0.00026531575894892846,9.4216874885763932e-12,5.4823448163213451e-14,1.8539351592839529e-11,3.5766215546285995e-06,0.0038952175162431301,9.7845916921131602e-08,2.0283599178347579e-22,5.4735896788553912e-17,9.3923046049682502e-05,0.95843304737266077,6.5546378334151065e-06,2.9421733268790106e-16,8.5923217662461464e-13,1.4053881660503622e-07,9.1028566581079254e-15,0.00069068030678866689,4.7098365315226347e-11,0.0027353834118575911,0.0027542935358493442,2.3481023055302057e-07,1.1369851143720816e-07,5.7717845904857126e-07,0.0021539332618383108,3.6804088307011933e-07,8.9081255141311156e-08,5.8438505913021922e-09,8.2419383584098731e-08,5.998675837543e-06,2.6002318176233253e-07,0.027410693531802772,4.5225112192663034e-13,1.9405017825506675e-13,7.7564543672231283e-06,2.9024441964761606e-06,2.0931060559018536e-07,0.00052481956111817638,0.0014901136443703608,7.7368662624924895e-08,9.7347898855421955e-08,1.6318018384897841e-07,1.428164496927141e-09,2.8108753132563124e-09,7.0159164346022143e-08,7.1256684693794267e-12,2.0249739258705553e-06,8.3448693655100353e-09,1.519381696140448e-09,2.3045317149956791e-08,2.3946837474371014e-12,1.1389490433528385e-11,9.6662390753361572e-14,0.00087476067405166044,7.1367925887836633e-10,2.1398747375124026e-06,0.00013098961009754825,5.8837023579563577e-09,2.7080177998905979e-07,1.2065945755606315e-08,3.2864754990415638e-08,1.5645994950924803e-09,3.9164025303926855e-09,1.8066062527064661e-16,1.0347140113658901e-08,9.8282104705986806e-06,5.8759182705716318e-07,1.3136957103230787e-08,4.0582941327557444e-09,5.2406098491163267e-07,0.0001199653320754838,2.1477253351755593e-08,3.4791912415732394e-07,2.1477305576213395e-08,0.00052951928015303488,7.6763409919591652e-18,4.5433505539656066e-18,3.6272592851194365e-15,3.3890416293857092e-10,1.6010436382173615e-08,7.6363747254272602e-18,1.0993803079825437e-11,1.1125626557837718e-06,3.2463197802029816e-06,4.0090549491378636e-07,4.0817795551825967e-05,5.014943722058066e-05,3.6124316416621058e-08,4.352726199220502e-09,3.3158270971063153e-08,2.6117139709564001e-13,1.6752749215185538e-07,5.223424646679403e-13,0.00032425730983292705,8.3849466157580694e-08,8.1829411603021897e-12,2.2258095792065109e-06,8.4806716466836027e-10,2.3542217960422575e-09,2.772836151559092e-05,1.7857263821368616e-05,1.949614052520111e-11,3.6117075373917526e-08,2.3607200430000531e-14,2.6430691406570539e-09,7.1997718988107332e-11,1.3306863993562911e-09,7.3146917589433264e-08,3.1406781349071745e-08
1.260363000459099e-08,0.2963147917522017,76.950000000000003,0.0,0.0,0.0,2.5753389107786673e-06,9.4998773600611681,0.00025350859576967258,0.00025450852034335827,9.4544946533756064e-12,5.5015383994710277e-14,1.7784177396587625e-11,3.5751317333145488e-06,0.0038921304573665237,9.386029763671918e-08,2.0354611666699576e-22,5.5190448296018699e-17,9.4343198867183816e-05,0.95813040894963541,6.5560077425087965e-06,2.8223279299661461e-16,8.6307575099833608e-13,1.4117056750115401e-07,9.1027107336404888e-15,0.00069046223643091193,4.7118129300379531e-11,0.0027350596484542957,0.0027542948783918194,2.3478241728327378e-07,1.1368504384872258e-07,5.769962071222538e-07,0.0021608085776783133,3.6921564347510178e-07,8.936561492621643e-08,5.842467292209773e-09,8.2682502627445618e-08,6.0179859490434727e-06,2.5996160868879562e-07,0.027656907863327425,4.5369486771484283e-13,1.9466965494550219e-13,7.8251764360670237e-06,2.928396585194563e-06,2.1106323360834262e-07,0.00053178897657117619,0.0015099578852398288,7.7350346836694565e-08,9.7661406148290806e-08,1.6868418051102731e-07,1.4281416010098797e-09,2.8108325334935711e-09,7.0386254899820544e-08,7.1255594247243754e-12,2.0397635332804616e-06,8.7837379554461401e-09,1.5193584835158725e-09,2.3213638488151168e-08,2.3946469251863143e-12,1.1476570230868301e-11,9.8645856603017623e-14,0.00088757831896450539,7.18907010022713e-10,2.1723603236954504e-06,0.00013234538902770355,5.9445999693964212e-09,2.7276775425347718e-07,1.2190831469640032e-08,3.3204853036085583e-08,1.5759604876667015e-09,3.9447148795423668e-09,1.8253017597251692e-16,1.042691404212353e-08,9.9040219953795663e-06,5.965487949811117e-07,1.3135402196335665e-08,4.0570123125985598e-09,5.3238406361149286e-07,0.00012079837633860934,2.1670135460741657e-08,3.524921218700144e-07,2.1670187531551633e-08,0.00054212520119749905,7.7320810412768871e-18,4.5763410873721285e-18,3.6272038689712208e-15,3.3882390962317789e-10,1.617466638001983e-08,7.7146993079451771e-18,1.1106574166847763e-11,1.1315329835047863e-06,3.3536401231879078e-06,4.0777882333357998e-07,4.1661069563436337e-05,5.1190326693889541e-05,3.6874109402973107e-08,4.4430705127413465e-09,3.3843525504833436e-08,2.6980545953712583e-13,1.7055728380989103e-07,5.3961058630416522e-13,0.00033334511640824142,8.461644509838847e-08,8.257791416310763e-12,2.2720041201741569e-06,8.7660646482141223e-10,2.3532411576224602e-09,2.8104935293596133e-05,1.8182390161118331e-05,1.9851104123485837e-11,3.6866844845863557e-08,2.4203928112725986e-14,2.7637904885367451e-09,7.528619221750124e-11,1.3914676317255082e-09,7.3473648751476626e-08,3.16888945097875e-08
1.2828150483072934e-08,0.29631479175961767,76.950000000000003,0.0,0.0,0.0,2.5733108156241675e-06,9.4998765329338219,0.00025138278247146785,0.00024415636021198002,9.4872763880420645e-12,5.5207125781768256e-14,1.7060802673616346e-11,3.5736983991814145e-06,0.0038893435053681626,9.004250797038112e-08,2.0425552362417393e-22,5.5644230357987278e-17,9.4746280235606033e-05,0.95782760538050615,6.5573244997464824e-06,2.7075290780836645e-16,8.6676315281771617e-13,1.417766455581711e-07,9.1025682318921052e-15,0.00069024404316038413,4.7137859664926088e-11,0.0027347359781980931,0.0027542962215563334,2.3475461240267667e-07,1.1367158032241765e-07,5.7681385572239956e-07,0.0021673063127015477,3.7032588671698085e-07,8.9634358165161229e-08,5.8410845550729246e-09,8.2931172166510285e-08,6.0362367149148336e-06,2.5990006136564427e-07,0.027902496524870687,4.5505932674167734e-13,1.9525511158675989e-13,7.8937414258800352e-06,2.9542852344169361e-06,2.1281370456956039e-07,0.00053879809631906519,0.0015299159077186218,7.7332038547685614e-08,9.7957715190893811e-08,1.7425288089766295e-07,1.4281192420913638e-09,2.810790710876998e-09,7.0601007362045807e-08,7.1254528167028058e-12,2.0541228654248842e-06,9.2371526486303809e-09,1.5193357921391696e-09,2.3377062833676e-08,2.3946109295096241e-12,1.1561627433961886e-11,1.0063349477494196e-13,0.00090048252376338886,7.2398253958166463e-10,2.2050703488051538e-06,0.00013366835620113468,6.0040237598286077e-09,2.7467324691114204e-07,1.2312694747373063e-08,3.3536718165694157e-08,1.5869719623312626e-09,3.9721539425158586e-09,1.8435446956652181e-16,1.0504330268693611e-08,9.9775936791979986e-06,6.055679541493807e-07,1.31338477367966e-08,4.0557298000710862e-09,5.407677340917644e-07,0.00012161574070750554,2.1862528051427553e-08,3.5699726207408378e-07,2.1862579969797687e-08,0.00055485659315500878,7.7861062628291041e-18,4.6083166758083802e-18,3.627149697213975e-15,3.3874368991382774e-10,1.6334897788260769e-08,7.7911167870048572e-18,1.121659956015283e-11,1.1506577286947782e-06,3.4620564968253532e-06,4.1470841782340117e-07,4.2493620059168454e-05,5.2218035511185356e-05,3.7614407842780328e-08,4.5322708006875938e-09,3.4520068461756685e-08,2.7852769825531833e-13,1.7361320575754409e-07,5.570550605653096e-13,0.00034253704621807013,8.5360695081490497e-08,8.3304235301251771e-12,2.3176136629692253e-06,9.0545260153448385e-10,2.3522977006012614e-09,2.8483799812667686e-05,1.850741927232913e-05,2.0205961540332909e-11,3.7607121554605605e-08,2.4803296914887303e-14,2.8875319338900778e-09,7.865693349948541e-11,1.4537694990945024e-09,7.3799515006974019e-08,3.1970290774146259e-08
1.3052670961554877e-08,0.2963147917672092,76.950000000000003,0.0,0.0,0.0,2.571324969969968e-06,9.4998757208454681,0.00024927493384029373,0.00023424010313950348,9.5200115451266218e-12,5.539855272259388e-14,1.6367887499216802e-11,3.5723124583455684e-06,0.0038868079101100749,8.6385476136561585e-08,2.0496376571217025e-22,5.6096992139431378e-17,9.5133007672632439e-05,0.95752468477668529,6.5585902540865301e-06,2.5975641264984281e-16,8.7030094608185221e-13,1.4235812980703457e-07,9.1024290033705992e-15,0.00069002576228287195,4.7157551277643809e-11,0.0027344123993297644,0.0027542975653417658,2.3472681574335625e-07,1.1365812077698376e-07,5.7663143382555336e-07,0.0021734444703184865,3.7137468904854021e-07,8.9888229466842302e-08,5.8397023722245612e-09,8.316608115427254e-08,6.0534786270344533e-06,2.5983853942428153e-07,0.02814746218434375,4.5634827942153623e-13,1.9580817026407364e-13,7.9621495849996275e-06,2.9801103630229953e-06,2.1456197265780183e-07,0.00054584637435550092,0.0015499861541664504,7.7313737654208926e-08,9.8237645695204295e-08,1.7988504039446844e-07,1.4280973967180617e-09,2.8107498035267288e-09,7.0804007373087085e-08,7.1253485387029283e-12,2.068064874852509e-06,9.7052818357369987e-09,1.5193135992065221e-09,2.3535737600449793e-08,2.3945757242483522e-12,1.1644750298098966e-11,1.0262532970178388e-13,0.00091347281838167875,7.2891043409134385e-10,2.2380031822116662e-06,0.00013495925288910821,6.0620070254880086e-09,2.765201969198067e-07,1.243160387096792e-08,3.3860536461167477e-08,1.5976451242314624e-09,3.9987477966457551e-09,1.8613452896234657e-16,1.0579460964746282e-08,1.0048994057879811e-05,6.1464886246945225e-07,1.3132293716161902e-08,4.0544467985990253e-09,5.4921165376954192e-07,0.00012241810459600469,2.2054433195661119e-08,3.6143686913191782e-07,2.2054484962758399e-08,0.00056771376232081722,7.8384716320339774e-18,4.6393098572507568e-18,3.627096715406612e-15,3.3866350332848744e-10,1.6491222000827945e-08,7.8656707566689913e-18,1.1323942016793007e-11,1.1699366594654869e-06,3.5715424216206622e-06,4.2169419994073252e-07,4.3315271475908615e-05,5.323234329342256e-05,3.8345052984608687e-08,4.6203079350835082e-09,3.5187757009753388e-08,2.8733598293416231e-13,1.766952466833288e-07,5.746716268175799e-13,0.00035183351586388391,8.6082904863493722e-08,8.4009047182035507e-12,2.3626284301164806e-06,9.3459952725300808e-10,2.3513854391362113e-09,2.8864920673167624e-05,1.8832352894008004e-05,2.0560714674666337e-11,3.8337746658045736e-08,2.540527904984134e-14,3.0143067423312572e-09,8.2110304192015396e-11,1.5175986809785525e-09,7.4124521801684107e-08,3.225097319920817e-08
1.327719144003682e-08,0.29631479177497777,76.950000000000003,0.0,0.0,0.0,2.5693759905080502e-06,9.4998749231451498,0.00024718489822101407,0.00022474138204204246,9.5526827823467472e-12,5.5589566010113066e-14,1.5704148433091575e-11,3.5709663001545174e-06,0.0038844828739396922,8.2882428460255077e-08,2.056704773641684e-22,5.6548586157141627e-17,9.5504068563628556e-05,0.95722168739981506,6.5598070674398843e-06,2.4922293944997452e-16,8.7369541913102793e-13,1.4291605396516708e-07,9.1022929049968683e-15,0.00068980742334376799,4.717719955891521e-11,0.0027340889101543468,0.0027542989097468452,2.346990271435283e-07,1.1364466513410374e-07,5.7644896568059421e-07,0.0021792402410085428,3.7236498781527759e-07,9.0127939817543762e-08,5.8383207362760682e-09,8.3387887434654989e-08,6.0697598977306604e-06,2.5977704250952788e-07,0.028391807405138761,4.5756533546605302e-13,1.9633037981823657e-13,8.0304011922994282e-06,3.0058721863685682e-06,2.1630799910418701e-07,0.00055293328504557528,0.0015701671245970153,7.729544405634589e-08,9.8501980365838411e-08,1.8557945514964376e-07,1.4280760424427878e-09,2.8107097713595691e-09,7.099581419755308e-08,7.1252464886879801e-12,2.0816021186569541e-06,1.0188290845126863e-08,1.5192918828923687e-09,2.368980570171742e-08,2.3945412747948818e-12,1.1726023292118342e-11,1.0462138474196165e-13,0.00092654868493152146,7.3369513999171281e-10,2.2711572483464804e-06,0.00013621880740197022,6.1185824804191709e-09,2.7831048006753267e-07,1.2547625928663506e-08,3.4176490746748626e-08,1.6079908134625948e-09,4.0245236014212584e-09,1.878713591619204e-16,1.0652376079255649e-08,1.0118289557892649e-05,6.237910927061568e-07,1.3130740126293529e-08,4.0531634783819664e-09,5.5771549092166994e-07,0.00012320611822639935,2.2245852885555773e-08,3.658132289341447e-07,2.2245904502505001e-08,0.00058069699570184358,7.8892303332824453e-18,4.669352109629692e-18,3.6270448714448687e-15,3.3858334940267175e-10,1.6643728760104189e-08,7.9384040230056666e-18,1.1428663159762764e-11,1.1893694877767366e-06,3.6820720161936838e-06,4.2873607108151813e-07,4.4125871033710371e-05,5.4233057961776296e-05,3.9065906463032358e-08,4.7071652442939817e-09,3.5846466838810804e-08,2.9622823137669281e-13,1.7980338717042775e-07,5.9245612066545845e-13,0.00036123493295625521,8.6783743524208216e-08,8.4693002767216698e-12,2.407039899957384e-06,9.6404136793159891e-10,2.3504993636893998e-09,2.9248265000494671e-05,1.9157192700912783e-05,2.0915365355227454e-11,3.9058581704064256e-08,2.6009850405095574e-14,3.1441280485044336e-09,8.5646662085421296e-11,1.5829617909290256e-09,7.444867414685737e-08,3.2530944722254132e-08
1.3501711918518764e-08,0.2963147917829247,76.950000000000003,0.0,0.0,0.0,2.5674593558831399e-06,9.4998741392098029,0.00024511252520610009,0.00021564260405512885,9.5852759410917101e-12,5.5780085255150989e-14,1.506835613561314e-11,3.5696535541283354e-06,0.0038823342484837456,7.9526876796201172e-08,2.0637536115595094e-22,5.6998926821310272e-17,9.5860121424630882e-05,0.95691864694792661,6.5609769182458495e-06,2.3913297871007798e-16,8.7695259620127997e-13,1.4345140833571529e-07,9.1021597998317782e-15,0.00068958905107189194,4.7196800403545125e-11,0.0027337655090386675,0.0027543002547701675,2.3467124644742132e-07,1.1363121331835782e-07,5.762664715832002e-07,0.0021847100381439974,3.7329958757722519e-07,9.0354168062873248e-08,5.8369396401065255e-09,8.3597219113461166e-08,6.0851265602334204e-06,2.5971557027911702e-07,0.028635534661580399,4.5871394140718694e-13,1.9682321907353965e-13,8.0984965521497002e-06,3.0315709167402685e-06,2.1805175107670934e-07,0.00056005832132055902,0.0015904573715998787,7.7277157657803548e-08,9.8751466530855749e-08,1.9133496134579554e-07,1.4280551577814771e-09,2.8106705760122122e-09,7.1176961883818496e-08,7.1251465689994132e-12,2.0947467688529485e-06,1.0686342042627101e-08,1.5192706223076099e-09,2.3839405668136719e-08,2.3945075480265097e-12,1.180552726049273e-11,1.0662168222220819e-13,0.00093970956555287271,7.3834096729452242e-10,2.3045310211746636e-06,0.00013744773490874314,6.1737822483702644e-09,2.800459107665986e-07,1.2660826798155306e-08,3.448476054398102e-08,1.6180195154358065e-09,4.0495076247275942e-09,1.895659470119307e-16,1.0723143394886024e-08,1.0185544549525306e-05,6.3299423098094425e-07,1.3129186959348915e-08,4.0518799818377676e-09,5.6627892350025403e-07,0.00012398040388133356,2.243678904524219e-08,3.7012858597655963e-07,2.2436840513129442e-08,0.00059380656178068631,7.9384338107907039e-18,4.6984738809288169e-18,3.6269941154602319e-15,3.3850322768878539e-10,1.6792506138756135e-08,8.009358595438746e-18,1.1530823465520288e-11,1.208955877414173e-06,3.7936199868901578e-06,4.3583391532578991e-07,4.4925287446092557e-05,5.5220014138921218e-05,3.9776849147010007e-08,4.7928283742636262e-09,3.6496091112640265e-08,3.0520240866929294e-13,1.8293760076121196e-07,6.1040447228016821e-13,0.00037074169560543632,8.7463860734960949e-08,8.5356736077622505e-12,2.4508407357045463e-06,9.9377241787514237e-10,2.3496352810379473e-09,2.963380130120842e-05,1.9481940306009609e-05,2.1269915343254183e-11,3.976950747874767e-08,2.6616990240527928e-14,3.2770088738271113e-09,8.92663618857068e-11,1.6498653854686711e-09,7.4771976688128913e-08,3.2810208178486797e-08
