Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418)
5.7444264270161224e-08,0.31440413127675393,76.950000000000003,0.0,0.0,0.0,0.00016606879634270441,9.4999489726488537,0.0029648721355377532,0.01865742590718443,2.3552794576996584e-08,5.0743777066131534e-10,2.171904369762127e-09,8.0918267482431802e-07,0.073844218281887239,1.3006009934730673e-05,2.9037759353926132e-18,7.8294223247992934e-07,0.00097668263003233141,0.85323682850006743,0.0021968344463867851,5.6102154852742646e-14,2.8179675618983357e-12,2.9915895640911602e-07,6.0415527669941912e-12,0.00024041654576608093,4.4196605487542989e-10,0.026513202193247591,0.028356100861465013,3.4945792346368902e-06,1.8840112035404983e-06,5.7304983834956128e-10,0.0073661231581210185,1.9307339760770525e-06,5.2012784884084581e-07,8.2002722786945735e-06,2.6343510601987335e-06,3.8286645744640494e-06,0.00075246350519744636,0.011093081363293138,1.6376420533860035e-11,6.0689834348609641e-12,9.62746880608433e-07,3.0800935521865426e-07,4.3353517434733631e-09,7.5202464545298702e-05,0.00024226430387910497,0.00015809626141346858,6.9011415218143261e-07,1.6362732294317419e-05,9.2651568467133701e-07,1.5210182672349512e-05,3.359953343911124e-08,1.7123996827848647e-07,1.5990388945118865e-06,9.0952003977419274e-06,4.6635062096615754e-06,2.785631951669934e-08,5.8735331304111165e-08,4.3783338636330053e-06,4.9412920608547454e-08,0.00011059987146387966,2.1023657813964333e-10,1.3936043215020755e-08,0.00041873722823894979,4.0465636510206328e-08,1.2590010969094109e-06,7.2805204449408095e-08,2.0407138287031583e-07,2.7091247845682155e-08,3.8480316411640924e-09
5.760120916425926e-08,0.31440413050472393,76.950000000000003,0.0,0.0,0.0,0.00016565458265049444,9.4999489742844467,0.0029600837583631241,0.018635951914938838,2.2772309426380738e-08,4.9061949625656721e-10,2.1694045955987641e-09,8.0653999500299665e-07,0.07358171255505698,1.2991040540221309e-05,2.807534576708108e-18,7.7472481310708972e-07,0.0009789362837154265,0.85349950171344413,0.0021968757503413893,5.6037583528175685e-14,2.8244686823033844e-12,2.9985011879451535e-07,6.0215543568607681e-12,0.00024049076399844743,4.3645209700712026e-10,0.026512751969697924,0.028356101862455831,3.4945199016907992e-06,1.8839792153515904e-06,5.7322625563152785e-10,0.0073812248254102059,1.9346922843108342e-06,5.2119422636895845e-07,8.1999910094926676e-06,2.639753010608526e-06,3.8365343114256612e-06,0.00075269635967264406,0.011099346193343056,1.6410001757417643e-11,6.0814283937208693e-12,9.6324620259185034e-07,3.0817872918403691e-07,4.3361515177988392e-09,7.5335876572498909e-05,0.00024269517110307734,0.0001580893461382797,6.9153339558598796e-07,1.6343871438333806e-05,9.2579518413662439e-07,1.5206483538389941e-05,3.3668535482668122e-08,1.7119839632120792e-07,1.6044302282370778e-06,9.1222791111132907e-06,4.6623939030203356e-06,2.7950241621032255e-08,5.8721396558425066e-08,4.3919849252291596e-06,4.9567184237041246e-08,0.00011090535566484608,2.1094541373914982e-10,1.3960834642657496e-08,0.00042062702520905009,4.0648261684836906e-08,1.2621149530685507e-06,7.3133781363637529e-08,2.049924350651762e-07,2.7158261817278216e-08,3.8575427013285335e-09
5.77581540583573e-08,0.31440412974153625,76.950000000000003,0.0,0.0,0.0,0.00016524160834104027,9.4999489759182438,0.0029553030551057462,0.018614504151283913,2.2021437468566989e-08,4.7443940653228819e-10,2.1669078746219161e-09,8.039070093095816e-07,0.073320173826019061,1.297608942955037e-05,2.7149451836922588e-18,7.6659362959768007e-07,0.00098118761644148283,0.85376120703106995,0.0021969169276898261,5.5973091071973409e-14,2.8309631078408273e-12,3.0054056945417797e-07,6.0017403078866817e-12,0.00024056470875535887,4.3114626608594924e-10,0.026512306873283042,0.028356102832282824,3.4944612444392041e-06,1.8839475914297056e-06,5.7340202285993603e-10,0.007396302304371008,1.9386442525178598e-06,5.2225889588108741e-07,8.1997129477729033e-06,2.6451463086410902e-06,3.8443914435400661e-06,0.00075292655311018039,0.011105600836087406,1.6443529193252984e-11,6.0938534192397427e-12,9.6374478962654363e-07,3.0834783566554975e-07,4.3369528474539961e-09,7.5469348619396824e-05,0.00024312623212680617,0.00015808250902398963,6.9295036577200988e-07,1.6324968795986384e-05,9.250769542472363e-07,1.5202732222051241e-05,3.373742699747837e-08,1.7115623610597524e-07,1.6098247537124512e-06,9.1493133597537353e-06,4.6612653113839734e-06,2.8044219330374706e-08,5.8707255737409595e-08,4.4056169409286088e-06,4.9721233545364284e-08,0.00011121089289923459,2.1165466898000287e-10,1.3985637225981691e-08,0.00042251937416078737,4.0831133476596094e-08,1.2652237867233903e-06,7.3462801988997939e-08,2.059147311805756e-07,2.7225167697844986e-08,3.8670384209347004e-09
5.7915098952455334e-08,0.3144041289870968,76.950000000000003,0.0,0.0,0.0,0.00016482986933826383,9.499948977550277,0.0029505300137018299,0.018593082581711943,2.1299035003556429e-08,4.5887279670413959e-10,2.1644142028154644e-09,8.0128368198447383e-07,0.073059598526725805,1.2961156577942203e-05,2.6258663850047782e-18,7.5854777740215632e-07,0.00098343662992937653,0.85402194800362174,0.002196957978890436,5.5908677377264634e-14,2.8374508434697212e-12,3.0123030891471687e-07,5.9821087316298372e-12,0.00024063838104005546,4.2604052882497225e-10,0.026511866846168533,0.028356103772122474,3.4944032552488354e-06,1.8839163276928426e-06,5.7357714240772628e-10,0.0074113556357960344,1.9425898913595686e-06,5.2332186024389268e-07,8.1994380572601561e-06,2.6505309688893248e-06,3.8522359920637658e-06,0.00075315411591402894,0.011111845325434034,1.6477002932085925e-11,6.1062585450372288e-12,9.6424264411289734e-07,3.085166755486122e-07,4.3377557259263215e-09,7.560288057665078e-05,0.00024355748659777711,0.00015807574921419563,6.9436506657313774e-07,1.6306025302940017e-05,9.2436098058667546e-07,1.5198929431582061e-05,3.3806208169010018e-08,1.7111349561451655e-07,1.6152224539366584e-06,9.1763031131436495e-06,4.660120655046667e-06,2.8138252348802504e-08,5.8692911626278032e-08,4.419229891208554e-06,4.9875068310175283e-08,0.0001115164835696828,2.1236434162696581e-10,1.4010450944691741e-08,0.00042441426530889407,4.1014250939794615e-08,1.268327606311523e-06,7.3792264623837352e-08,2.0683826644678407e-07,2.7291965669062543e-08,3.8765188257551719e-09
5.807204384655337e-08,0.3144041282413022,76.950000000000003,0.0,0.0,0.0,0.00016441936158050077,9.499948979180564,0.0029457646221056821,0.018571687171762743,2.0604002576704246e-08,4.4389597131003352e-10,2.1619235761688242e-09,7.9866997748901892e-07,0.072799983102305135,1.2946241961744653e-05,2.5401625850772666e-18,7.5058636144183624e-07,0.00098568332590088245,0.85428172816870174,0.0021969989043996918,5.5844342342024491e-14,2.8439318941573166e-12,3.0191933770363823e-07,5.9626577592360861e-12,0.00024071178185208297,4.2112716319471436e-10,0.026511431831151181,0.028356104683105836,3.4943459265867068e-06,1.8838854200631111e-06,5.7375161665679372e-10,0.0074263848604030503,1.9465292115248539e-06,5.2438312233981118e-07,8.1991663020771259e-06,2.65590700591784e-06,3.8600679782142911e-06,0.00075337907814110945,0.011118079695165204,1.6510423064458319e-11,6.1186438046677847e-12,9.6473976844263115e-07,3.0868524971554587e-07,4.3385601461696207e-09,7.573647233539971e-05,0.00024398893416502417,0.00015806906586080075,6.9577750181598897e-07,1.6287041883731643e-05,9.2364724886482107e-07,1.5195075867403879e-05,3.3874879183720634e-08,1.7107018274035641e-07,1.6206233119502244e-06,9.2032483423967533e-06,4.6589601518692224e-06,2.8232340380740648e-08,5.8678366979482386e-08,4.432823757296253e-06,5.002868831661501e-08,0.00011182212807585227,2.1307442945023483e-10,1.4035275778575253e-08,0.00042631168889091606,4.119761313104472e-08,1.2714264202732392e-06,7.4122167570916635e-08,2.0776303610548324e-07,2.7358655912549e-08,3.8859839415691699e-09
5.822898874065141e-08,0.31440412750405905,76.950000000000003,0.0,0.0,0.0,0.0001640100810204371,9.4999489808091262,0.0029410068682896862,0.018550317887025172,1.9935283287425325e-08,4.2948617368889257e-10,2.159435990677103e-09,7.9606586037930794e-07,0.072541324011011793,1.2931345556891478e-05,2.4577035605631168e-18,7.4270849601034503e-07,0.00098792770608063666,0.85454055105088389,0.0021970397046722039,5.5780085862441862e-14,2.8504062648792134e-12,3.0260765634932999e-07,5.9433855413317882e-12,0.00024078491218730618,4.1639874617256271e-10,0.026511001771652807,0.028356105566320271,3.4942892509951514e-06,1.8838548645238895e-06,5.7392544797287728e-10,0.0074413900188352146,1.9504622236627538e-06,5.2544268503709149e-07,8.1988976467404793e-06,2.6612744342660163e-06,3.86788742317031e-06,0.00075360146950523917,0.011124303978938113,1.6543789680756298e-11,6.1310092316277735e-12,9.6523616499849915e-07,3.0885355904544799e-07,4.3393661014074504e-09,7.5870123787259892e-05,0.0002444205744791193,0.00015806245812397782,6.9718767532016156e-07,1.626801945189146e-05,9.2293574491675556e-07,1.5191172222194665e-05,3.3943440227321345e-08,1.7102630528976339e-07,1.6260273108349351e-06,9.2301490202384689e-06,4.6577840173050933e-06,2.8326483131472877e-08,5.8663624521042214e-08,4.4463985211588673e-06,5.0182093358191459e-08,0.00011212782681444722,2.1378493022546281e-10,1.4060111707508451e-08,0.00042821163516716247,4.1381219109118092e-08,1.2745202370508754e-06,7.4452509136763929e-08,2.0868903540937165e-07,2.7425238609962384e-08,3.8954337941628325e-09
5.8385933634749443e-08,0.31440412677527096,76.950000000000003,0.0,0.0,0.0,0.00016360202362504473,9.4999489824359902,0.0029362567402442721,0.018528974693136569,1.9291861174818445e-08,4.1562150299728313e-10,2.1569514423410443e-09,7.9347129534916049e-07,0.072283617724178864,1.2916467339432928e-05,2.3783639854699874e-18,7.3491330467602825e-07,0.00099016977219609976,0.85479842016176333,0.0021970803801607329,5.5715907835208181e-14,2.8568739606190765e-12,3.0329526538104989e-07,5.9242902477850976e-12,0.00024085777303792268,4.1184814199776796e-10,0.026510576611714333,0.028356106422811216,3.494233221099637e-06,1.883824657099169e-06,5.740986387144981e-10,0.007456371151661186,1.9543889384073481e-06,5.2650055120056316e-07,8.1986320561570212e-06,2.6666332684457477e-06,3.8756943480716838e-06,0.00075382131938104137,0.011130518210285338,1.6577102871194832e-11,6.1433548593502223e-12,9.6573183615444904e-07,3.0902160441409301e-07,4.3401735848423432e-09,7.6003834824321811e-05,0.00024485240719216247,0.00015805592517213084,6.9859559089825638e-07,1.6248958910062805e-05,9.2222645470160392e-07,1.5187219180971738e-05,3.4011891485154157e-08,1.7098187098267576e-07,1.6314344337138961e-06,9.2570051209845144e-06,4.6565924644261137e-06,2.842068030698911e-08,5.8648686944869789e-08,4.4599541654934028e-06,5.0335283236666327e-08,0.00011243358017923278,2.1449584173372772e-10,1.408495871145558e-08,0.00043011409442065656,4.156506793499049e-08,1.277609065088232e-06,7.4783287631898991e-08,2.0961625962219255e-07,2.7491713943028875e-08,3.9048684093263418e-09
5.8699823422945517e-08,0.31440412534268397,76.950000000000003,0.0,0.0,0.0,0.0001627895622672249,9.4999489856846964,0.0029267793135170327,0.018486366440697819,1.8077039912899714e-08,3.8944418096252764e-10,2.1519914411670169e-09,7.883106809544683e-07,0.071771049514329138,1.2886765371087019e-05,2.2285661537358204e-18,7.1956748437077995e-07,0.00099464696915789485,0.85531131105138281,0.0021971613585876695,5.5587786725356909e-14,2.8697893471273807e-12,3.0466835672388786e-07,5.8866232082940108e-12,0.00024100269023586977,4.0325320090197027e-10,0.026509740769740064,0.028356108059604025,3.494123069301314e-06,1.8837652709066413e-06,5.7444310786496891e-10,0.0074862615023976687,1.9622235181541206e-06,5.2861120535898844e-07,8.1981099308046531e-06,2.6773252122155158e-06,3.891270722076359e-06,0.00075425351049316605,0.011142916649212813,1.6643569334533332e-11,6.1679868505106354e-12,9.6672101171845872e-07,3.0935690675457492e-07,4.3417931092259378e-09,7.6271435224765639e-05,0.00024571664843107629,0.00015804308033788954,7.0140466349171072e-07,1.6210727053285187e-05,9.2081445991988231e-07,1.5179167612738413e-05,3.4148465383488325e-08,1.7089136225262094e-07,1.642257984153019e-06,9.3105834962782881e-06,4.6541639442544884e-06,2.8609236759885847e-08,5.8618237066357748e-08,4.4870080299565414e-06,5.0641016751960846e-08,0.00011304525234785003,2.1591888810077107e-10,1.413468586468552e-08,0.00043392651310475015,4.1933490384978605e-08,1.2837717887217877e-06,7.5446148671793484e-08,2.1147436388492189e-07,2.7624343243054883e-08,3.9236920305367541e-09
5.898232423232198e-08,0.31440412408133495,76.950000000000003,0.0,0.0,0.0,0.00016206249009935019,9.499948988602922,0.0029182755894866593,0.018448107900471581,1.7060808001158928e-08,3.6754616370108616e-10,2.147537787177391e-09,7.8369844458057002e-07,0.071312961583199497,1.2860095560919023e-05,2.1032563340116372e-18,7.0603038565130809e-07,0.00099866854971005317,0.85576968591844782,0.002197233816915146,5.5472745000227697e-14,2.8813904167051378e-12,3.0590171737958891e-07,5.8533099812760752e-12,0.00024113220395578338,3.9605978755167884e-10,0.026509004719539667,0.028356109451007774,3.4940260686232096e-06,1.8837129748838216e-06,5.7475096281869067e-10,0.0075130810559523005,1.9692532091199965e-06,5.3050502058794001e-07,8.1976501552414518e-06,2.6869187145940195e-06,3.905246851376923e-06,0.00075463407848085225,0.01115404119881584,1.6703207336769094e-11,6.1900882633151539e-12,9.6760881249426305e-07,3.0965778483319983e-07,4.3432558399023615e-09,7.6512478293608565e-05,0.00024649512009131239,0.00015803176757618953,7.0392514482385494e-07,1.6176196882601218e-05,9.1955109722404149e-07,1.5171758985081892e-05,3.4271008277772966e-08,1.7080807565764163e-07,1.6520096951421524e-06,9.3586513545303733e-06,4.6519276351311502e-06,2.8779120765344591e-08,5.8590191293246673e-08,4.5112909601993718e-06,5.0915439234256591e-08,0.00011359594801189698,2.1720101238865968e-10,1.417947797992423e-08,0.00043736618728520239,4.2265891753913703e-08,1.2893012632211032e-06,7.6044201037517502e-08,2.1315079962186066e-07,2.7743344250215441e-08,3.9405814363782015e-09
5.926482504169845e-08,0.31440412284594127,76.950000000000003,0.0,0.0,0.0,0.00016133931890983727,9.4999489915159394,0.0029097963870026735,0.01840993336239961,1.6112447623437523e-08,3.4711070197612468e-10,2.1430939116326421e-09,7.7911661378833801e-07,0.070857906453358446,1.2833484307008562e-05,1.986315882547037e-18,6.9274793455282672e-07,0.0010026826596846253,0.85622502459062866,0.0021973058779000583,5.5357955860806572e-14,2.8929699372074518e-12,3.0713278715562539e-07,5.8205423858701496e-12,0.00024126085981003467,3.8934351502699857e-10,0.026508283701300307,0.028356110770333058,3.4939310489553292e-06,1.8836617468838092e-06,5.7505677859516474e-10,0.0075398233940778287,1.9762626610189536e-06,5.3239338336081667e-07,8.197199781138384e-06,2.6964845963469243e-06,3.9191827427019963e-06,0.0007550068537806856,0.011165133694412596,1.6762673634729143e-11,6.2121260437555722e-12,9.6849429949407314e-07,3.0995782115018634e-07,4.3447234173391521e-09,7.6753712761650471e-05,0.00024727420978241476,0.00015802068455661689,7.0643836945067254e-07,1.6141556788263953e-05,9.1829469420788103e-07,1.5164200626155208e-05,3.4393198334130251e-08,1.7072310105887362e-07,1.6617712672816107e-06,9.4065744540301998e-06,4.6496445781685435e-06,2.8949176567279362e-08,5.8561553891974059e-08,4.5355117063986238e-06,5.1189161870656747e-08,0.00011414682665622436,2.1848443318989177e-10,1.4224305670576731e-08,0.00044081385342641018,4.2599065445819494e-08,1.2948147055347986e-06,7.6643642958881153e-08,2.1483113090926641e-07,2.7862000223204989e-08,3.9574218740742719e-09
5.9547325851074914e-08,0.31440412163598086,76.950000000000003,0.0,0.0,0.0,0.00016062002568662364,9.499948994423848,0.002901341636674824,0.018371842627825874,1.522731803690372e-08,3.2803780878381413e-10,2.1386597914120691e-09,7.7456498733705633e-07,0.070405864012186958,1.2806931470911585e-05,1.8771726309455306e-18,6.7971534259598709e-07,0.0010066893092535471,0.85667734708450249,0.0021973775441170148,5.5243418709907127e-14,2.9045279379791993e-12,3.0836156916863242e-07,5.7883104189220714e-12,0.00024138866345428637,3.830717878525723e-10,0.026507577410268209,0.028356112022359482,3.4938379701350156e-06,1.883611565253763e-06,5.7536056863797425e-10,0.0075664887506967345,1.9832519351652561e-06,5.3427631019596705e-07,8.1967586174393231e-06,2.7060229411528294e-06,3.9330785179462099e-06,0.00075537199593922054,0.011176194327121114,1.6821968748611891e-11,6.2341003846136159e-12,9.6937748624798144e-07,3.1025702069711666e-07,4.3461958027769099e-09,7.6995138016312887e-05,0.00024805391552940541,0.0001580098267212645,7.0894435935601322e-07,1.6106811656160781e-05,9.1704517332065442e-07,1.5156496264568588e-05,3.4515036621808283e-08,1.7063648047680394e-07,1.6715426036269671e-06,9.4543526997632327e-06,4.647315933176866e-06,2.9119402476781466e-08,5.8532339526405225e-08,4.5596701927552298e-06,5.1462183789039821e-08,0.0001146978904733795,2.1976913775851932e-10,1.4269168822904225e-08,0.00044426945567372955,4.2933006063039037e-08,1.3003121648955664e-06,7.7244464724475554e-08,2.165153305225916e-07,2.7980312221498702e-08,3.9742134939932178e-09
5.982982666045138e-08,0.31440412045094274,76.950000000000003,0.0,0.0,0.0,0.00015990458756285305,9.499948997326749,0.0028929112693004528,0.01833383549859912,1.4401096975274027e-08,3.1023432604400394e-10,2.1342354034536714e-09,7.7004336531963361e-07,0.069956814280550852,1.2780436914519336e-05,1.7752934888322389e-18,6.6692791122471609e-07,0.0010106885086155835,0.85712667328416869,0.0021974488181218353,5.5129132951789674e-14,2.9160644484424267e-12,3.0958806654351037e-07,5.7566042639528098e-12,0.00024151562050676951,3.772142468392645e-10,0.026506885547717195,0.02835611321154001,3.4937467927941375e-06,1.883562408769348e-06,5.7566234630165292e-10,0.0075930773589612654,1.9902210926717106e-06,5.3615381755729106e-07,8.1963264768839599e-06,2.7155338324138853e-06,3.9469342986029036e-06,0.00075572966123869467,0.011187223286788476,1.6881093196897238e-11,6.2560114780342117e-12,9.7025838619606047e-07,3.1055538843225229e-07,4.3476729577218678e-09,7.723675344975726e-05,0.0002488342353725818,0.00015799918959502829,7.1144313645136434e-07,1.6071966267013806e-05,9.1580245822441725e-07,1.514864955481575e-05,3.4636524206400762e-08,1.7054825509669244e-07,1.6813236076601375e-06,9.5019860117884742e-06,4.6449428369239522e-06,2.9289796812390935e-08,5.8502562569113593e-08,4.5837663503727235e-06,5.1734504195354637e-08,0.00011524914162648351,2.2105511340464626e-10,1.4314067324047871e-08,0.00044773293840702012,4.3267708230578641e-08,1.3057936905134733e-06,7.784665666367033e-08,2.1820337135153411e-07,2.8098281304142173e-08,3.9909564464327804e-09
6.011232746982785e-08,0.3144041192903243,76.950000000000003,0.0,0.0,0.0,0.00015919298181579729,9.4999490002247189,0.0028845052158640544,0.018295911777071749,1.3629758685278984e-08,2.9361349675358747e-10,2.129820724753976e-09,7.6555154915483162e-07,0.069510737411914103,1.2754000500071046e-05,1.6801819955326056e-18,6.543810301253191e-07,0.0010146802679956821,0.85757302294212667,0.0021975197024516942,5.5015097992215458e-14,2.9275794980944437e-12,3.1081228241322792e-07,5.7254142876793031e-12,0.00024164173654853173,3.7174261524347391e-10,0.02650620782083991,0.028356114342023443,3.4936574783448955e-06,1.8835142566264782e-06,5.7596212485248495e-10,0.0076195894512561665,1.9971701944509042e-06,5.3802592185471128e-07,8.1959031759387267e-06,2.7250173532579608e-06,3.960750205765583e-06,0.00075608000276367602,0.011198220761999451,1.6940047496359824e-11,6.2778595155303477e-12,9.7113701268897164e-07,3.1085292928096776e-07,4.3491548439386698e-09,7.7478558458830604e-05,0.00024961516736733957,0.00015798876878465084,7.1393472257608714e-07,1.6037025298436779e-05,9.1456647377366415e-07,1.5140664078695531e-05,3.475766214992197e-08,1.704584652846036e-07,1.6911141832876889e-06,9.5494743248744246e-06,4.6425264035771769e-06,2.9460357900059504e-08,5.8472237106967346e-08,4.6078001170872635e-06,5.200612237170034e-08,0.00011580058224955954,2.2234234749420645e-10,1.4359001062018728e-08,0.00045120424623972319,4.3603166596019561e-08,1.3112593315679614e-06,7.8450209146456306e-08,2.1989522639961233e-07,2.8215908529522749e-08,4.007650881595811e-09
6.039482827920432e-08,0.3144041181536335,76.950000000000003,0.0,0.0,0.0,0.0001584851858657996,9.4999490031178464,0.0028761234075368237,0.018258071266098672,1.2909553533451387e-08,2.7809454415434002e-10,2.1254157323678538e-09,7.6108934157948466e-07,0.069067613691459057,1.2727622090180774e-05,1.5913759118910241e-18,6.4207017557701449e-07,0.0010186645976443475,0.8580164156801483,0.0021975901996252778,5.490131323856223e-14,2.9390731165060762e-12,3.1203421991862891e-07,5.694731036605189e-12,0.00024176701712368359,3.6663055575248149e-10,0.026505543942640302,0.028356115417675323,3.4935699889648487e-06,1.8834670884338616e-06,5.7625991746894519e-10,0.0076460252592014302,2.0040993012135221e-06,5.3989263944403531e-07,8.1954885347285015e-06,2.7344735865401842e-06,3.9745263601293459e-06,0.00075642317046633169,0.011209186940085075,1.6998832162078771e-11,6.2996446879865671e-12,9.7201337898858952e-07,3.1114964813595384e-07,4.3506414234275659e-09,7.7720552445012067e-05,0.00025039670958399915,0.0001579785599777322,7.164191394976847e-07,1.6001993326951998e-05,9.1333714599528411e-07,1.5132543346705978e-05,3.4878451511224702e-08,1.7036715060310799e-07,1.7009142348391929e-06,9.5968175881426776e-06,4.6400677251367886e-06,2.9631084073066395e-08,5.8441376946607647e-08,4.6317714373014208e-06,5.2277037674448681e-08,0.00011635221444785723,2.2363082744875399e-10,1.4403969925687755e-08,0.00045468332401794263,4.3939375829424295e-08,1.3167091372002268e-06,7.9055112583264411e-08,2.2159086878385518e-07,2.8333194955144803e-08,4.0242969495674388e-09
6.06773290885808e-08,0.31440411704038745,76.950000000000003,0.0,0.0,0.0,0.00015778117727523487,9.4999490060062008,0.0028677657756762164,0.018220313769036187,1.223698909579116e-08,2.6360219496532568e-10,2.1210204034084923e-09,7.5665654663723826e-07,0.068627423535211271,1.2701301547791502e-05,1.5084444920024028e-18,6.2999090883256378e-07,0.0010226415078370167,0.85845687099014578,0.0021976603121429215,5.4787778099627031e-14,2.9505453333198766e-12,3.1325388220823943e-07,5.6645452336661328e-12,0.00024189146773964364,3.6185353705262814e-10,0.026504893631827391,0.028356116442097352,3.4934842875834883e-06,1.8834208842059806e-06,5.7655573724213958e-10,0.0076723850136550141,2.0110084734706937e-06,5.4175398662710232e-07,8.1950823769691193e-06,2.7439026148421029e-06,3.9882628819922872e-06,0.0007567593112303854,0.011220122007131192,1.7057447707432525e-11,6.3213671856572186e-12,9.7288749826860008e-07,3.1144554985722916e-07,4.352132658451296e-09,7.7962734814358879e-05,0.00025117886010763492,0.00015796855894171404,7.1889640891207153e-07,1.5966874829969025e-05,9.1211440206882414e-07,1.5124290799412253e-05,3.4998893345542409e-08,1.7027434982669045e-07,1.7107236670654792e-06,9.644015764718867e-06,4.6375678718610982e-06,2.9801973672051318e-08,5.8409995619822513e-08,4.6556802618215589e-06,5.2547249532407215e-08,0.00011690404029817378,2.2492054074522618e-10,1.444897380477586e-08,0.00045817011681953092,4.4276330623251837e-08,1.3221431565057927e-06,7.9661357424822862e-08,2.23290271734197e-07,2.8450141637589908e-08,4.0408948002921453e-09
6.095982989795727e-08,0.3144041159501125,76.950000000000003,0.0,0.0,0.0,0.00015708093374748778,9.4999490088898533,0.0028594322518254961,0.018182639089740892,1.1608812481443923e-08,2.5006633882413952e-10,2.1166347150472419e-09,7.522529696709358e-07,0.068190147489171266,1.2675038736183081e-05,1.4309865343893733e-18,6.1813887452920993e-07,0.001026611008873454,0.85889440823503205,0.0021977300424867656,5.4674491985659898e-14,2.9619961782483103e-12,3.1447127243808247e-07,5.634847774938377e-12,0.00024201509386738161,3.5738871002671321e-10,0.026504256612710265,0.028356117418645511,3.4934003378688387e-06,1.883375624354923e-06,5.7684959717668906e-10,0.0076986689447155763,2.0178977715360645e-06,5.4360997965241025e-07,8.1946845299007329e-06,2.753304520473565e-06,4.0019598912569299e-06,0.00075708856893375444,0.011231026147986897,1.7115894644110321e-11,6.3430271981706968e-12,9.7375938361509631e-07,3.1174063927256334e-07,4.3536285115324275e-09,7.8205104977454302e-05,0.00025196161703790589,0.00015795876152283869,7.2136655244380958e-07,1.5931674187724962e-05,9.1089817030706222e-07,1.5115909808788041e-05,3.5118988704446314e-08,1.7018010095688028e-07,1.720542385136951e-06,9.6910688313909476e-06,4.6350278926834587e-06,2.9973025044992826e-08,5.8378106388817957e-08,4.6795265476988451e-06,5.2816757445023058e-08,0.00011745606184917092,2.2621147491572099e-10,1.4494012589844202e-08,0.00046166456995317827,4.4614025692272176e-08,1.3275614385275788e-06,8.0268934162009359e-08,2.2499340859301563e-07,2.8566749632331155e-08,4.0574445835525184e-09
6.124233070733374e-08,0.31440411488234415,76.950000000000003,0.0,0.0,0.0,0.00015638443312594516,9.4999490117688747,0.0028511227677132981,0.018145047032568494,1.1021993860928986e-08,2.374217163511976e-10,2.1122586445133857e-09,7.4787841731596057e-07,0.067755766228451586,1.2648833519017572e-05,1.3586285969731369e-18,6.0650979912878893e-07,0.0010305731110771463,0.8593290466495761,0.0021977993931208959,5.4561454308559194e-14,2.9734256810720898e-12,3.1568639377149241e-07,5.6056297264157467e-12,0.00024213790094166065,3.5321479249360146e-10,0.026503632615094478,0.028356118350446869,3.4933181042126782e-06,1.88333128968307e-06,5.7714151019117833e-10,0.007724877281725176,2.0247672555232097e-06,5.4546063471493915e-07,8.1942948242220678e-06,2.7626793854749393e-06,4.0156175074316338e-06,0.00075741108450992189,0.011241899546272966,1.7174173482126113e-11,6.3646249145344176e-12,9.7462904802718963e-07,3.1203492117775943e-07,4.3551289454183199e-09,7.8447662349356043e-05,0.00025274497848888785,0.00015794916364508904,7.2382959164636061e-07,1.5896395685187881e-05,9.0968838013688597e-07,1.5107403679531623e-05,3.5238738636465822e-08,1.7008444123707697e-07,1.7303702946419889e-06,9.7379767782745073e-06,4.6324488156213542e-06,3.0144236547096911e-08,5.8345722251389898e-08,4.7033102580736996e-06,5.3085560980625808e-08,0.00011800828112168877,2.2750361754729759e-10,1.4539086172284589e-08,0.00046516662895750504,4.4952455773471816e-08,1.3329640322493652e-06,8.0877833325663424e-08,2.2670025281489384e-07,2.8683019993487226e-08,4.0739464489498778e-09
