Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592)
0.0,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3007693525633871e-23,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999999944,9.5,8.4902520586733099e-18,6.9025411754826874e-17,6.9025411754828255e-17,2.6323860986222177e-30,2.6323853721583335e-30,3.5762955788838855e-16,3.9468159812744223e-27,1.4331288988660389e-30,3.2668148697132841e-44,6.4260878087218596e-49,4.6334361363402364e-48,7.9180584464027179e-27,1.9870698764612745e-32,3.5570417201977845e-44,9.0540884343796531e-49,7.8678081390577378e-65,7.5393611530980005e-65,6.7226312025262902e-44,4.496568597364153e-32,1.0579219078837885e-44,1.0579219078838137e-44,2.1964931757839174e-58,3.2169589381104854e-59,5.6063829243133259e-48,8.5434582805033045e-34,3.5476432940579222e-47,2.5979190215206178e-48,9.5384905455065693e-104,8.1085336240181229e-60,1.3955638558334889e-50,8.8097453053698807e-104,8.9449477227771754e-29,1.5461545667833886e-73,1.546154556931876e-73,1.5392167948561722e-41,4.5903388997713526e-42,1.3946489127526411e-30,1.5391432903660879e-41,2.2544751913822916e-54,8.8097453053698769e-104,1.1969973012414685e-63,7.5393611548213935e-65,1.7233980754670924e-74,1.7919654373445167e-88,7.2536564760911177e-51,1.4137434318054732e-102,1.908510579194137e-36,4.2076350587306912e-80,1.0580148377741992e-102
3.642154187177484e-23,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999999856,9.5,2.3772705764285252e-17,1.9327115291350188e-16,1.9327115291351026e-16,1.5899612035662438e-29,1.5899603411085303e-29,1.0013627620481328e-15,2.3838768526115727e-26,8.6560985489496785e-30,3.8783571367988198e-43,7.6290514466032382e-48,7.0020486918581555e-47,4.7825073014704007e-26,1.2001902053825401e-31,4.2229034321858692e-43,1.0749013748486927e-47,2.218847780945297e-63,1.6865249321964833e-63,7.9811077633991652e-43,2.7159274328072204e-31,1.2559648890392992e-43,1.2559648890393558e-43,4.9134673739073016e-57,7.1962084659716219e-58,6.6558978072824046e-47,5.1602488014239813e-33,4.2117621181703075e-46,3.0842494622404226e-47,1.0164001863100449e-101,1.813846537496776e-58,1.6568134096471183e-49,9.3874672591045572e-102,5.4027484243802343e-28,6.3802500946204035e-72,6.3802500204606773e-72,1.8273581787570057e-40,5.449650341519363e-41,8.4236794325431863e-30,1.8272709142264814e-40,5.0431708238608762e-53,9.3874672591045446e-102,2.6776350829853413e-62,1.6865249329076464e-63,7.1116504122981334e-73,1.3489468535392482e-86,8.6115409683798655e-50,1.9297528171506014e-100,1.1527403898331832e-35,1.7362923883821919e-78,1.4441850394134065e-100
8.324923856405678e-23,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999999678,9.5,5.4337613175509072e-17,4.4176263523079834e-16,4.4176263523083872e-16,7.6549787747697686e-29,7.6549703071132534e-29,2.2888291702102014e-15,1.1477340872373345e-25,4.1675388376006482e-29,3.8077824349613234e-42,7.4902479501103679e-47,7.5324844683172457e-46,2.3025713959786493e-25,5.7783992007483411e-31,4.1460366855802823e-42,1.0553445352606274e-46,4.8264785851041513e-62,3.3322890609305787e-62,7.8358989289204975e-42,1.307602148112403e-30,1.2331137758283058e-42,1.2331137758284172e-42,9.7081835382035604e-56,1.421849526294999e-56,6.5347999351462475e-46,2.4844376679703244e-32,4.1351330218945919e-45,3.0281344111469677e-46,2.3130890155821254e-99,3.5838550985438451e-57,1.6266692303641867e-48,2.13636790839279e-99,2.6011907975178344e-27,2.5239634728598908e-70,2.5239634142240266e-70,1.7941110957860042e-39,5.3504990206770023e-40,4.055639037560529e-29,1.7940254189526838e-39,9.9644556998841424e-52,2.1363679083927851e-99,5.2905557038764485e-61,3.3322890637438702e-62,2.8132981792549894e-71,1.0665717149507827e-84,8.454861988421684e-49,3.0485364914292476e-98,5.549948764295416e-35,6.8686000207169982e-77,2.2814584095445522e-98
1.7690463194862065e-22,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999999312,9.5,1.1546742799795647e-16,9.3874559986517669e-16,9.38745599865353e-16,3.3431303452257855e-28,3.3431228556874219e-28,4.8637619859046574e-15,5.01245629500675e-25,1.8200737012480163e-28,3.367919806220572e-41,6.6250394878260287e-46,6.9236509731198285e-45,1.0055934224500423e-24,2.5235787431047369e-30,3.6670603323057314e-41,9.3344027466440831e-46,8.9474778961431967e-61,5.9296303356410303e-61,6.9307638629937958e-41,5.7106421186411782e-30,1.0906751701496895e-41,1.0906751701498875e-41,1.7275193890789515e-54,2.5301052625669305e-55,5.7799565366399997e-45,1.0850192016238762e-31,3.6574783269573591e-44,2.6783505937182073e-45,3.9090181782378253e-97,6.3772786622634692e-56,1.4387705128196707e-47,3.6103673196555373e-97,1.136008360518074e-26,9.0078462460756268e-69,9.0078458269710057e-69,1.5868709461983837e-38,4.7324557902256533e-39,1.7712041184475639e-28,1.5867951660099632e-38,1.7731216515197146e-50,3.6103673196555212e-97,9.4142612017412755e-60,5.9296303456814682e-61,1.0040461363470464e-69,7.6234086382662948e-83,7.4782296803595989e-48,4.3608320553678546e-96,2.4238084355753819e-34,2.451354559403374e-75,3.2635518693357265e-96
3.642154187177484e-22,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.9999999999999859,9.5,2.3772705764285019e-16,1.9327115291330757e-15,1.9327115291338125e-15,1.3956911094675116e-27,1.3956848140725788e-27,1.0013627614774845e-14,2.0926018321811083e-24,7.5984494189810583e-28,2.8309048151647776e-40,5.568744878617461e-45,5.9233291993783497e-44,4.1981545860947948e-24,1.0535444484987943e-29,3.0822805949858874e-40,7.8461276898281333e-45,1.537842847320015e-59,1.0001188237971434e-59,5.8257246351748436e-40,2.3840806703123064e-29,9.1677819861760726e-41,9.1677819861794127e-41,2.9137139461232202e-53,4.2673923321099408e-54,4.8584017346220193e-44,4.5297415803224288e-31,3.0743309100158153e-43,2.2513150560596439e-44,5.7236636805356247e-95,1.0756212583339241e-54,1.2093733084607957e-46,5.2863730375957139e-95,4.7426112801448096e-26,3.0435475848102485e-67,3.0435473013696165e-67,1.3338606458169262e-37,3.977914241703847e-38,7.3944285286798901e-28,1.3337969480031192e-37,2.990628828873554e-49,5.2863730375956667e-95,1.5878527534080545e-58,1.0001188271895803e-59,3.3924449635854768e-68,5.1557149454485009e-81,6.2859026432572592e-47,5.9008394386183092e-94,1.0118923090876766e-33,8.2825730231583724e-74,4.4160599023512292e-94
7.388369922560039e-22,0.3815644214423912,76.950000000000003,0.0,0.0,0.0,0.99999999999997136,9.5,4.8224631693263375e-16,3.9206433876654434e-15,3.9206433876684521e-15,5.701853584873499e-27,5.7018019716411005e-27,2.0313358862440327e-14,8.5489612788459871e-24,3.1042145177234732e-27,2.3208898770546179e-39,4.565593501745526e-44,4.897523167686255e-43,1.7150831298721703e-23,4.3040728352019361e-29,2.5268683844520127e-39,6.4327290989706135e-44,2.5488617593565149e-58,1.6426981659737827e-58,4.7762810288781379e-39,9.7397474445485519e-29,7.5163015662897644e-40,7.5163015662952521e-40,4.7857838956565348e-52,7.009204715827931e-53,3.9832112695057449e-43,1.8505472373897683e-30,2.5205222177166779e-42,1.8457641005525683e-43,7.826625940463007e-93,1.7667111456463107e-53,9.9151730554882809e-46,7.2286679749761627e-93,1.9375114544517652e-25,1.0006518081838473e-65,1.000651621727168e-65,1.093579544906064e-36,3.2613344277980966e-37,3.0208653252767563e-27,1.0935273215909264e-36,4.9121168273733443e-48,7.2286679749760341e-93,2.6080529154956976e-57,1.6426981771273722e-58,1.1153616781929674e-66,3.3916014868740338e-79,5.1535627648142497e-46,7.7651729046754849e-92,4.1339102549487346e-33,2.7231287985272112e-72,5.8112865222022899e-92
1.4880801393325148e-21,0.38156442144239133,76.950000000000003,0.0,0.0,0.0,0.99999999999994227,9.5,9.712848355121847e-16,7.8965071047164549e-15,7.8965071047286176e-15,2.3047803837233447e-26,2.3047385863439348e-26,4.0912821317471748e-14,3.4556268311774273e-23,1.2547731391896467e-26,1.8794245988378153e-38,3.6973359901125947e-43,3.982584568513573e-42,6.9326402213931643e-23,1.7397750561891347e-28,2.0460458561348101e-38,5.2093901170078756e-43,4.1501606909107901e-57,2.6628844985885097e-57,3.8679562065919021e-38,3.9369616422141669e-28,6.0868958816028728e-39,6.0868958816117668e-39,7.7579618952629168e-51,1.1362222879044383e-51,3.2257077499867096e-42,7.4802078105750248e-30,2.0411842318459736e-41,1.4947476214604251e-42,1.0351462048064052e-90,2.8639148964218576e-52,8.0295642087982285e-45,9.5606053962808604e-91,7.8317310715682786e-25,3.2455898372873431e-64,3.2455886274932463e-64,8.8560906680885273e-36,2.641113170566833e-36,1.2210820615724163e-26,8.8556677501602453e-36,7.9627530405604839e-47,9.5606053962805247e-91,4.2277661646470383e-56,2.662884534764909e-57,3.6176488448407475e-65,2.2005867505092179e-77,4.1734887414859182e-45,1.0077696595192963e-89,1.6709926205849194e-32,8.832402987156535e-71,7.5419289586939424e-90
2.9865664334855365e-21,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.9999999999998842,9.5,1.9493618726712221e-15,1.5848234538763592e-14,1.5848234538812492e-14,9.2674205544013171e-26,9.2670841384330465e-26,8.211174606633634e-14,1.3894923473108486e-22,5.0453875977589316e-26,1.5125760278091589e-37,2.9759376680480145e-42,3.2120988376824058e-41,2.7875841359302804e-22,6.9955589828219764e-28,1.6463888864720523e-37,4.1929692667792435e-42,6.698376297432005e-56,4.2884933376645357e-56,3.1132676531436527e-37,1.5830349609189935e-27,4.8992633533967907e-38,4.8992633534111151e-38,1.249395836131065e-49,1.8298509628790146e-50,2.5963302148888122e-41,3.0077586614817924e-29,1.6429226342962889e-40,1.2031029229047665e-41,1.3467535919898268e-88,4.6122466400870767e-51,6.4628918319297658e-44,1.2438609733840073e-88,3.1491046116322663e-24,1.0456097950850104e-62,1.0456090154989865e-62,7.128152206067221e-35,2.1257976434868104e-35,4.9099172452583725e-26,7.1278118049536995e-35,1.2823768248422513e-45,1.2438609733839188e-88,6.8086870733913159e-55,4.2884934542116272e-56,1.1654737497053249e-63,1.4180495273218317e-75,3.3591868234992657e-44,1.2988756857738032e-87,6.7189878344165222e-32,2.8454762768710878e-69,9.7205031486432902e-88
5.98353902179158e-21,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999976807,9.5,3.9055159469890398e-15,3.1751689406638343e-14,3.1751689406834434e-14,3.7166501373275573e-25,3.7163801938537017e-25,1.6450959491927262e-13,5.5724857534400052e-22,2.0234260807642556e-25,1.2135089148966629e-36,2.3880025642018873e-41,2.5801326351623065e-40,1.1179459112567431e-21,2.8055320361121156e-27,1.3204068684399365e-36,3.3645919974796156e-41,1.0764111562515612e-54,6.8839813878812048e-55,2.4982012144576832e-36,6.3486782227441243e-27,3.9313502961264533e-37,3.9313502961494458e-37,2.0055569822797695e-48,2.9373160334066467e-49,2.0833914661698287e-40,1.2062457485472588e-28,1.3183419230855663e-39,9.6541432212008615e-41,1.7379141672535098e-86,7.4036772804993953e-50,5.1860636770397627e-43,1.6051366936015056e-86,1.2629317907634545e-23,3.3572324574041507e-61,3.3572274509664925e-61,5.7198931881590748e-34,1.7058187182594391e-34,1.9690964013772389e-25,5.7196200377484275e-34,2.0584987929223103e-44,1.6051366936012773e-86,1.0929450649509798e-53,6.8839817620894602e-55,3.7420916935731191e-62,9.1066115553312539e-74,2.6955358701156933e-43,1.6683022609536741e-85,2.6946146356527171e-31,9.1362275877026281e-68,1.2485211293670248e-85
