Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592)
1.1977484198403669e-20,0.3815644214423912,76.950000000000003,0.0,0.0,0.0,0.9999999999995357,9.5,7.8178240956236416e-15,6.3558599141509772e-14,6.3558599142295023e-14,1.4885986489465252e-24,1.4883823803420515e-24,3.2930529004597336e-13,2.2319008745508408e-21,8.1042584060841286e-25,9.7190253906506845e-36,1.9133080026273558e-40,2.0682959316768658e-39,4.4776147798927896e-21,1.1236761721668278e-26,1.0567859083321279e-35,2.6957651045724619e-40,1.7260033209755448e-53,1.1032319295718155e-53,2.0016010003822214e-35,2.5427827418891271e-26,3.1498642724360687e-36,3.1498642724729175e-36,3.2141204533213322e-47,4.7073645191927822e-48,1.6692484068472603e-39,4.8312747385969148e-28,1.0562777832593401e-38,7.735062568028381e-40,2.2335793795109667e-84,1.186518825951547e-48,4.1551618313282971e-42,2.0629328465663733e-84,5.0583145350587588e-23,1.0761226066951135e-59,1.0761193971022882e-59,4.5828749859525476e-33,1.3667307546579264e-33,7.8866562345418523e-25,4.5826561333014858e-33,3.2989654562537062e-43,2.0629328465657867e-84,1.7515619043869196e-52,1.1032320495200953e-53,1.1994857247780896e-60,5.8382035059314667e-72,2.1597088744812721e-42,2.1391095790785048e-83,1.0792513577726944e-30,2.9285159353377985e-66,1.6008630871149412e-83
2.3965374551627843e-20,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999907108,9.5,1.5642440392888728e-14,1.2717241860774087e-13,1.2717241861088311e-13,5.9582739926036552e-24,5.956542763568684e-24,6.5889666998268848e-13,8.9334198399592005e-21,3.2438153520058704e-24,7.7750313359708651e-35,1.5318097845180355e-39,1.6563146367642331e-38,1.7922127799891601e-20,4.4976330731429511e-26,8.4424145642787876e-35,2.1582466695642888e-39,2.7646056317994403e-52,1.7666083113443319e-52,1.6024978326120789e-34,1.0177757649138874e-25,2.5218066699006246e-35,2.5218066699596307e-35,5.146780066640092e-46,7.5379163447983716e-47,1.3364136483645434e-38,1.9337689619659151e-27,8.4566442897728224e-38,6.1927531821035434e-39,2.8647874696118846e-82,1.8999760058651415e-47,3.3266559829500108e-41,2.6459163366915633e-82,2.0246440126223087e-22,3.4464845534004608e-58,3.4464639945674389e-58,3.6690864655327368e-32,1.0942156022591496e-32,3.1567177170758078e-24,3.668911250456185e-32,5.2826428171913259e-42,2.6459163366900587e-82,2.8047811648241047e-51,1.7666086955017632e-52,3.8415836934641259e-59,3.7396445672857596e-70,1.7290802910732778e-41,2.7404196229754784e-81,4.3198180411468914e-30,9.3791364371642449e-65,2.0508704468400957e-81
4.794115525807619e-20,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999814182,9.5,3.1291672987402409e-14,2.5440005752616065e-13,2.5440005753872689e-13,2.3840856955912502e-23,2.3827005618926586e-23,1.3180793885893757e-12,3.574531439931986e-20,1.2979486344106467e-23,6.2126488354147821e-34,1.225913390669498e-38,1.3257237099539854e-37,7.1711853286734151e-20,1.7996390729805881e-25,6.7273920532285556e-34,1.7272459806540812e-38,4.4257723007082525e-51,2.8277232145379992e-51,1.282485255011886e-33,4.0724287727892189e-25,2.0182117638506169e-34,2.0182117639450648e-34,8.2381988092927014e-45,1.2065574773778874e-45,1.0695369994800947e-37,7.7375946985291897e-27,6.7678846224146575e-37,4.9560844553166238e-38,3.6706483095779565e-80,3.0411988466886482e-46,2.6623358275998751e-40,3.3902090230959271e-80,8.1012129816401338e-22,1.1033354739265658e-56,1.1033223108091431e-56,2.9363841107733435e-31,8.7570498460432048e-32,1.2630981893905717e-23,2.9362438856464584e-31,8.4556683336050645e-41,3.3902090230920702e-80,4.4894764688895994e-50,2.8277244443585679e-51,1.2298235711743977e-57,2.3943949103719587e-68,1.3837897293092563e-40,3.5092474288610531e-79,1.7284898986921019e-29,3.0025860313729077e-63,2.6262444569874232e-79
9.58927166709729e-20,0.38156442144239133,76.950000000000003,0.0,0.0,0.0,0.9999999999962832,9.5,6.2590138176363804e-14,5.0885533530686707e-13,5.0885533535708437e-13,9.5378951851127821e-23,9.526818018396575e-23,2.6364446607357957e-12,1.4300452331673945e-19,5.1926394477335502e-23,4.9555478862363784e-33,9.809169953106977e-38,1.0608486594379963e-36,2.8689408857530486e-19,7.1997281455987229e-25,5.3369361356809307e-33,1.3820475471537877e-37,7.0831641941915894e-50,4.5252759087365773e-50,1.0261829897331486e-32,1.6292366887979434e-24,1.614876047052994e-33,1.6148760472041406e-33,1.3183796631253234e-43,1.9308846499380665e-44,8.5579196746119557e-37,3.0955417212785979e-26,5.4153344459564416e-36,3.9656202555351593e-37,4.7008123277519851e-78,4.8669079121592862e-45,2.1302731680960388e-39,4.3416680177163573e-78,3.2410124800859516e-21,3.5313938383163927e-55,3.5313095784008772e-55,2.3495531528864296e-30,7.0069695521249873e-31,5.0532146058967731e-23,2.3494409517771516e-30,1.353182073091975e-39,4.3416680177064778e-78,7.1846239986515153e-49,4.5252798449882819e-50,3.9362613155405971e-56,1.5327395348447445e-66,1.1072420193300419e-39,4.4928022281717868e-77,6.9150851188082547e-29,9.6102958000651855e-62,3.3623154805538796e-77
1.9179583949676631e-19,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999999256606,9.5,1.2518706855402276e-13,1.0177658906440368e-12,1.0177658908444807e-12,3.8154685643305435e-22,3.80661558712402e-22,5.2731745447609906e-12,5.7206456662256561e-19,2.0772246151482799e-22,3.9402118795926831e-32,7.8480814572650889e-37,8.4878813829157074e-36,1.1476695886320648e-18,2.8801256451193581e-24,4.1981454518485167e-32,1.1057243520796215e-36,1.1334622807775145e-48,7.2411720873248373e-49,8.2102423203512318e-32,6.5174771466022423e-24,1.2920235039851654e-32,1.2920235042270246e-32,2.1096209084547084e-42,3.0897293029802696e-43,6.8469836940858694e-36,1.2383174640366228e-25,4.3326764632376614e-35,3.1727969395747992e-36,6.0185650362875605e-76,7.7878436706587143e-44,1.7043803591137835e-38,5.5587437894820261e-76,1.2965103178838776e-20,1.1301507080029992e-53,1.1300967785018115e-53,1.879820556845017e-29,5.6061065763756959e-30,2.0214498445915596e-22,1.8797307879104398e-29,2.1653110881670839e-38,5.5587437894567308e-76,1.1496567862062387e-47,7.2411846846442357e-49,1.2597350152189097e-54,9.810572987785135e-65,8.8587770660836518e-39,5.7514014116100551e-75,2.7662591677700052e-28,3.0756180851737305e-60,4.3042237432740795e-75
3.8360208514835315e-19,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999998513178,9.5,2.5038092930828537e-13,2.0355870004237157e-12,2.0355870012219967e-12,1.5262495161020847e-21,1.5191821068153111e-21,1.0546631671742112e-11,2.2883507253279305e-18,8.3092348808062126e-22,3.1136538143684442e-31,6.2787638341853904e-36,6.790763110805387e-35,4.5908638444250915e-18,1.1520971366564689e-23,3.2492158568449065e-31,8.845916078740955e-36,1.81366992709682e-47,1.1586445576501372e-47,6.5685039160459077e-31,2.6070969361199268e-23,1.0336678705059559e-31,1.0336678708929498e-31,3.3755614631484215e-41,4.9438169509068365e-42,5.4778436124300281e-35,4.9534714141802242e-25,3.4663018032884792e-34,2.5383572544849478e-35,1.3487739886978528e-73,1.2461179862340152e-42,1.363569028515362e-37,1.245727011160217e-73,5.186250817546865e-20,3.6165820081422774e-52,3.6162368742446345e-52,1.5039271347253105e-28,4.4850960586664446e-29,8.0861243613560743e-22,1.5038553169295863e-28,3.4646723914135794e-37,1.2457270111488983e-73,1.8395444208117512e-46,1.1586485889976901e-47,4.031357394580545e-53,6.2790919530423774e-63,7.0873578403255677e-38,7.3621782962864861e-73,1.1065486922872928e-27,9.8424960723780609e-59,5.5096941481332846e-73
7.672145764515268e-19,0.3815644214423912,76.950000000000003,0.0,0.0,0.0,0.99999999997026323,9.5,5.0076865081258906e-13,4.071229216422762e-12,4.071229219587925e-12,6.1051221682103879e-21,6.0488249660958482e-21,2.1093535361437868e-11,9.1535838927950823e-18,3.3237602265332388e-21,2.4312700759697836e-30,5.0231312651772858e-35,5.4328275080707977e-34,1.8363818480824368e-17,4.6084823020379804e-23,2.4399181533758894e-30,7.0764229848918827e-35,2.9019935833338653e-46,1.8538723345717514e-46,5.2549250514621696e-30,1.0428599866573446e-22,8.2695392091198418e-31,8.269539215311896e-31,5.4010239241168728e-40,7.9103038526535602e-41,4.3823734940155688e-34,1.9814288778491138e-24,2.7731009956082692e-33,2.0307327297419003e-34,1.7322962590762283e-71,1.9938382637700576e-41,1.090881132656713e-36,1.5999479971788293e-71,2.0745413464121092e-19,1.1572788411893635e-50,1.1570579922674516e-50,1.2031691388386258e-27,3.5881586279554455e-28,3.2345123157621653e-21,1.2031116844563535e-27,5.5436117825829035e-36,1.5999479971497066e-71,2.9433459256706073e-45,1.8538852351811326e-46,1.2900640873659017e-51,4.0187132399175286e-61,5.6700204387154991e-37,9.4238116289951654e-71,4.4262848173412634e-27,3.1496820922425427e-57,7.052575738446353e-71
1.5344395590578741e-18,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999994052602,9.5,1.0015440938043109e-12,8.1425136343239394e-12,8.1425136467633609e-12,2.4420736250030139e-20,2.3974199670158703e-20,4.2187300483848059e-11,3.6614666121462686e-17,1.329516536894681e-20,1.8558638520380078e-29,4.0185542556654e-34,4.3464029021563789e-33,7.3455937069747799e-17,1.8434116693111055e-22,1.7375403030374609e-29,5.6604411486496327e-34,4.6433429989660811e-45,2.9662139201453696e-45,4.2039854355141303e-29,4.1714823421126861e-22,6.615709819268122e-30,6.6157098291754927e-30,8.6417104945050158e-39,1.2656632902213936e-39,3.5059317389040345e-33,7.9257961354016916e-24,2.2184970951399379e-32,1.6246034245154284e-33,2.2174500457404442e-69,3.1901778835802439e-40,8.7271529047353032e-36,2.0480358038707065e-69,8.2982403007175918e-19,3.702970986044137e-49,3.7015580800132667e-49,9.6254493100368705e-27,2.8705555507924935e-27,1.2938154994309647e-20,9.6249896890128985e-27,8.869875560261267e-35,2.0480358037961485e-69,4.7094133631100001e-44,2.9662552023702855e-45,4.1282325681706345e-50,2.5719942748932659e-59,4.5360695189356121e-36,1.2062563829832089e-68,1.7705319337446625e-26,1.0079118835930299e-55,9.0273606026175645e-69
3.0688895242705688e-18,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999988105159,9.5,2.0030949797202122e-12,1.6285082414856824e-11,1.6285082462888565e-11,9.7683435103341351e-20,9.4171161714768736e-20,8.437466170142049e-11,1.4645907410267391e-16,5.3180845724859195e-20,1.3595177009531647e-28,3.2148649642989068e-33,3.4772651778109265e-32,2.9382457004883954e-16,7.3736841527816844e-22,1.1378118547737449e-28,4.5271571794838061e-33,7.4296502207321985e-44,4.7459099429769365e-44,3.3632011082667421e-28,1.6686013925289877e-21,5.2925991610452494e-29,5.2925991768970235e-29,1.3826704158758865e-37,2.0250695956648109e-38,2.8047481711885249e-32,3.1703345783548265e-23,1.7747921592934989e-31,1.2996871880323321e-32,2.8383704791252333e-67,5.1043045748022428e-39,6.9817641861492146e-35,2.621517622698932e-67,3.3193054038221633e-18,1.184721790432133e-47,1.1838182226930113e-47,7.7003762858798032e-26,2.2964493970303829e-26,5.1752676142898774e-20,7.7000086180614315e-26,1.4191839676012666e-33,2.6215176225080595e-67,7.5351092847925824e-43,4.7460420452523844e-44,1.3210259781712733e-48,1.6460661557709883e-57,3.6288760837175013e-35,1.5439987488868585e-66,7.0821637252205137e-26,3.2253415896112537e-54,1.1554951285912931e-66
4.603339489483263e-18,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999982157717,9.5,3.0046458655685712e-12,2.4427651141203179e-11,2.4427651240788103e-11,2.0757760023154242e-19,1.9763144663764294e-19,1.2656185389242213e-10,3.1122550555758548e-16,1.1300933957184594e-19,3.7011293232366349e-28,9.1925233048103792e-33,1.0323316731743022e-31,6.243771573676897e-16,1.5669102222974923e-21,2.9230989327538514e-28,1.294285215774499e-32,2.8108303810204354e-43,1.7468015307745847e-43,9.6166560028685432e-28,3.5457832175880192e-21,1.5133548625073694e-28,1.513354868341861e-28,5.089131194753284e-37,7.453603416782597e-38,8.0198162529562727e-32,6.7369710602113711e-23,5.0747777061490375e-31,3.7162933573941956e-32,1.4644947625588415e-66,1.8787234962172866e-38,1.9963513301268648e-34,1.352606665780715e-66,7.0535233733749105e-18,5.4085844509490882e-47,5.4036213039959124e-47,2.2018249600599024e-25,6.5664057597409326e-26,1.0997429719801735e-19,2.2017198350048527e-25,5.2235377316751812e-33,1.3526066656635295e-66,2.7734245488558245e-42,1.7468618437230571e-43,6.0313095640057416e-48,9.043959739818033e-57,1.0376331620627519e-34,9.9608956229052109e-66,1.504962038396017e-25,1.4725783058321817e-53,7.4545179804874866e-66
6.137789454695957e-18,0.3815644214423913,76.950000000000003,0.0,0.0,0.0,0.99999999976210274,9.5,4.0061967513493878e-12,3.257021981441182e-11,3.2570219980461982e-11,3.5410322722486596e-19,3.3330630673116121e-19,1.6874887705753023e-10,5.3091374043690351e-16,1.9278059033796597e-19,7.4765779035402813e-28,1.9389721591718322e-32,2.2494286705762728e-31,1.0651132575665811e-15,2.6729665861713687e-21,5.6320864626035545e-28,2.7296406401993198e-32,7.3166648201710413e-43,4.4302457212536311e-43,2.028430715058083e-27,6.0486936889030232e-21,3.1921063597743948e-28,3.19210637457189e-28,1.2907100328603874e-36,1.8903949267767429e-37,1.6916085855178848e-31,1.149248906300055e-22,1.0704134525493218e-30,7.838735352619014e-32,7.9893466554099534e-66,4.7648484294140845e-38,4.2108869150824608e-34,7.3789567693932782e-66,1.2032472951663017e-17,1.6120278143720513e-46,1.610321801243556e-46,4.644281376121857e-25,1.3850435925134481e-25,1.8760288227541945e-19,4.6440596465475748e-25,1.3248012731396226e-32,7.3789567687409322e-66,7.0340110636728897e-42,4.4304254963299794e-43,1.7977551497119687e-47,3.1094894354416811e-56,2.1886703680166145e-34,3.8899825569223532e-65,2.5672901890114753e-25,4.3893429766172454e-53,2.9111784891338963e-65
