Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335)
0.0,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7368885598522074e-21,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999999933,9.5,2.9632023120030385e-17,3.6976585544352792e-16,3.6976574423267635e-16,3.4946980000034082e-27,3.4946633303393489e-27,2.5854394897288154e-17,3.0471317291241854e-26,2.3804115366169178e-27,1.2236806819074369e-39,3.5021816250589984e-44,1.7728838725694035e-31,3.4663320113276615e-26,4.8886995058292161e-30,1.6669589881653834e-39,1.7786848432339169e-44,1.0506827180165766e-47,2.5033615370026508e-60,1.0271443030129219e-42,4.5422254330126978e-31,2.3047449010057384e-42,2.3047449010224269e-42,1.4837068455663736e-53,1.8514491113418261e-54,9.6082372528990594e-50,2.737848019703434e-31,3.5250442225016169e-42,2.1993697787040162e-43,1.3644110169217558e-96,5.9042440148418249e-54,3.1626145911713563e-47,1.3014998209659539e-96,3.5682269274592411e-28,2.7900833049486987e-65,2.7900814333576212e-65,6.73786170036363e-40,2.0583319616380638e-40,5.7168714374002842e-31,6.7377569842160895e-40,2.6802090394821109e-51,1.3014998209659531e-96,9.7304390699452235e-58,3.3919637582998269e-58,1.3912573356962061e-68,8.3234295272724517e-81,8.1128033284228726e-48,1.8083031588406147e-92,1.2180024925670978e-36,3.6123033920697667e-71,3.102286644719293e-94,8.7862787077396481e-48,2.28316005437198e-106,7.3665981848013391e-99,1.8121755452009878e-109,5.6975086614023032e-67,2.4621883008352633e-49,4.1506818052291741e-69,4.8450861292606728e-48,2.28957292557295e-59,4.7853798965988404e-40,3.1190816328417665e-59,2.0533410522838845e-60,4.5227168322158347e-51,1.9347263010521731e-52,2.7905621094889597e-71,2.2402489812676817e-52,3.116966853759513e-57,4.8918856057689586e-78,1.3836779211954887e-59,6.0903418940072011e-44,4.5649072165197725e-79,1.1121323219718511e-22,3.7768103770302719e-42,6.7777248511825325e-40,3.77681037703027e-42,1.4214526409017858e-71,2.9884987079724833e-63,1.5836391911930885e-63,1.5707347954745418e-107,9.1656792428964816e-113,2.6964573346016931e-50,6.9140773115683138e-61,5.8896835943037295e-61,8.8233958987758784e-85,2.3777230129435447e-51,1.0399024888271938e-93,4.3858895479961544e-65,6.090987300260098e-77,1.4316050054411214e-87,3.9211452646306001e-88,3.5243610992842923e-77,1.351588933873481e-65,9.7039439585575596e-95,1.3515893637353115e-65,4.3579147417277252e-87,6.9004523276657269e-71,4.8325179603829477e-83,1.5269748865644169e-79,6.9161491831299875e-88,1.4742080166101423e-27,7.9420016224447834e-68,8.4317587180954085e-59,1.7053303403881423e-71,3.588950006282414e-90,1.7099558550364872e-88
4.863287967586181e-21,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999999778,9.5,8.2969664736084865e-17,1.0353443952228408e-15,1.0353440838401668e-15,2.1107975919569564e-26,2.1107558195208206e-26,7.2392305490794393e-17,1.8404675596896522e-25,1.4377685666386206e-26,1.452731536816786e-38,4.1577903564949179e-43,1.0708218590177259e-30,2.0936645294937721e-25,2.9527745014755376e-29,1.9789207408591261e-38,2.111654093991695e-43,1.247370522808326e-46,5.5999200236922257e-59,1.219425713683629e-41,2.7435041615009948e-30,2.7361931464211716e-41,2.7361931464585029e-41,3.318992841033925e-52,4.1416175984093058e-53,1.1406899207216044e-48,1.6536601997284549e-30,4.1849324592644371e-41,2.6110917914546795e-42,1.4538858167934854e-94,1.3207557643871298e-52,3.7546560281706227e-46,1.3868490555952735e-94,2.155209058680039e-27,1.1513354468442166e-63,1.1513340379585145e-63,7.9991893726085356e-39,2.443651693202627e-39,3.4529903302615264e-30,7.9990650535996305e-39,5.9955203857020389e-50,1.3868490555952719e-94,2.1766602871938391e-56,4.0532186868363566e-57,5.7410627509756947e-67,6.2656704260919034e-79,9.6315200862168566e-47,2.4683250689447648e-90,7.3567350549345656e-36,8.1309537142814002e-70,4.2346062709636917e-92,1.0431070080024695e-46,5.6325359844251855e-104,1.005537092137784e-96,4.4706220665226246e-107,2.3510928917219987e-65,2.9231099197068218e-48,1.7127904593640199e-67,5.7520862524772173e-47,5.1216830335525214e-58,2.8903694574861499e-39,6.9772608244428418e-58,4.5932417996910219e-59,5.3693694231261561e-50,2.2969071934825098e-51,1.1515118121188639e-69,2.659623431881497e-51,3.8061244796387549e-56,3.6824893617730041e-76,3.0952321500582501e-58,7.2304533738993037e-43,3.4363481936923361e-77,3.1139705217246446e-22,4.483829235079296e-41,4.0937458330455742e-39,4.4838292350792924e-41,5.8656640973954668e-70,6.6850255048173384e-62,3.5424747979225926e-62,3.8749885823964176e-105,1.7187566175033801e-110,3.2012341474376645e-49,1.4901915689820408e-59,1.3174985368931388e-59,6.6420321643901364e-83,2.8228327609078519e-50,1.4194617647363769e-91,9.8110594829716611e-64,2.5134629666533536e-75,1.0776765161994593e-85,2.9517402658554455e-86,1.4543374757747054e-75,3.0234487569085604e-64,1.3245835610060534e-92,3.0234505307440453e-64,3.28052942967575e-85,1.5857086514513228e-69,2.047228528029522e-81,6.3011046550586095e-78,2.9301159246711428e-86,8.9042137843660492e-27,3.2772891925676564e-66,1.8861506981685399e-57,7.0370916068360384e-70,2.7016719973779098e-88,1.2875864851652018e-86
1.1116086783054128e-20,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999999489,9.5,1.8964494796819292e-16,2.3665014747053181e-15,2.3665007630098408e-15,1.0162581783333383e-25,1.016216849069693e-25,1.6546812579135723e-16,8.8610589977728065e-25,6.9222367263120351e-26,1.4262534819293662e-37,4.0821433731885866e-42,5.1555463012188869e-30,1.0080093408718807e-24,1.4216338162271746e-28,1.9427192183913969e-37,2.0732333423979907e-42,1.2246757760551585e-45,1.1064498598554879e-57,1.1972393907465952e-40,1.3208791558620805e-29,2.6864106564484794e-40,2.6864106565222406e-40,6.5577704510049538e-51,8.1831384275620301e-52,1.119936115775942e-47,7.9616619787113e-30,4.10879141651049e-40,2.5635853836069441e-41,3.3087039512700793e-92,2.6095908034772186e-51,3.6863435226184575e-45,3.1561439674704447e-92,1.0376403822471332e-26,4.5545664227818597e-62,4.5545552831699363e-62,7.85365147994804e-38,2.3991916983576747e-38,1.6624661871036366e-29,7.8535294228109696e-38,1.1846137832684704e-48,3.1561439674704358e-92,4.3007138813142687e-55,4.0351388262173247e-56,2.2711073951769675e-65,4.95407734392207e-77,9.4562834812206904e-46,3.8993487657340137e-88,3.5419512481290653e-35,1.6283226584211427e-68,6.6896402519590533e-90,1.0241286456149514e-45,1.7780241987135535e-101,1.5885022117291167e-94,1.411242609871866e-104,9.3006895809296403e-64,2.8699265872146997e-47,6.7756286437143329e-66,5.6474323917049816e-46,1.0119582518897163e-56,1.391588473841618e-38,1.3785891512164585e-56,9.0754717660420806e-58,5.271678739381282e-49,2.2551173760138546e-50,4.5550786206583445e-68,2.611233720659237e-50,3.9606869880545041e-55,2.9116335723513811e-74,6.1156570830663782e-57,7.0989008913902919e-42,2.7170171554710331e-75,7.1176470020440744e-22,4.4022500374202562e-40,1.9709624210989088e-38,4.402250037420248e-40,2.3203983623627524e-68,1.3207936618798361e-60,6.9990620147621956e-61,1.2232183766958785e-102,7.8101126597368476e-108,3.142990668602647e-48,2.7263050923849166e-58,2.6031545534159668e-58,5.2516550481542028e-81,2.7714739437049442e-49,2.2424016680181223e-89,1.9385000232071074e-62,9.9430095627585252e-74,8.5208641820657492e-84,2.3338522408871151e-84,5.7532144251732058e-74,5.9738182238891181e-63,2.092517361853701e-90,5.9738252409936962e-63,2.5938159519780109e-83,3.3151624781194416e-68,8.5627382186312246e-80,2.4926543659194583e-76,1.2255849580178591e-84,4.2869929583657923e-26,1.2964630004338859e-64,3.7267159358549006e-56,2.7838018914185608e-68,2.1361308338567334e-86,1.0181823614467343e-84
2.3621684413990024e-20,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999998912,9.5,4.0299551443240557e-16,5.0288156333656919e-15,5.0288141211679604e-15,4.4382664593052499e-25,4.4378995524761112e-25,3.5161976284668428e-16,3.8698572231167164e-24,3.0231226285945349e-25,1.2614215311794508e-36,3.6106096438867089e-41,2.2515625179430943e-29,4.4022415714900333e-24,6.2086483717008517e-28,1.7179629836333221e-36,1.8337493331459015e-41,1.0832118548299417e-44,1.9688684016954111e-56,1.0589446720591426e-39,5.7686262993266728e-29,2.3760998027968781e-39,2.3760998029281323e-39,1.1669201762738322e-49,1.4561457520351318e-50,9.9057078913874159e-47,3.47706692035087e-29,3.6341793202317487e-39,2.2674622031067353e-40,5.5915634042046981e-90,4.6436273313425408e-50,3.2605290447271528e-44,5.3337437760599564e-90,4.5316481125404234e-26,1.6254908945631134e-60,1.6254829324682337e-60,6.9464656508156994e-37,2.1220578433023108e-37,7.2604264476105849e-29,6.9463576926656893e-37,2.1079568915153974e-47,5.333743776059925e-90,7.6528903955348726e-54,3.6680572816472067e-55,8.1054209547759953e-64,3.5409673290665985e-75,8.3639755548539329e-45,5.5778912670677178e-86,1.5468631652956274e-34,2.9753911336759114e-67,9.5693122578555655e-88,9.0583018847884591e-45,5.0884772077583794e-99,2.2723006331903859e-92,4.0387954859268258e-102,3.3193499827300308e-62,2.5384174485274828e-46,2.4181736758991133e-64,4.995089994643953e-45,1.800725612631316e-55,6.077432467757517e-38,2.4531256982688244e-55,1.6149317097420084e-56,4.6627401448173064e-48,1.9946262662983605e-49,1.6255408756918985e-66,2.3096060567246104e-49,3.9013239846820454e-54,2.0811138786410808e-72,1.0882484827162643e-55,6.2788954764912211e-41,1.9420102064627805e-73,1.5125000285938314e-21,3.8937401364060575e-39,8.6077109161079846e-38,3.8937401364060438e-39,8.2813367733365575e-67,2.3500861243186237e-59,1.2453487331777766e-59,3.5006921252574748e-100,2.6462677229246463e-105,2.7799396524543261e-47,4.22116986851905e-57,4.6321725184625088e-57,3.7536633453661704e-79,2.4513373170419662e-48,3.2076823968690444e-87,3.4494572171530766e-61,3.5485895023812017e-72,6.0903574518944837e-82,1.6681399502447322e-82,2.0532813625471505e-72,1.0630065234035582e-61,2.9932777900887445e-88,1.0630090277496021e-61,1.853951148997209e-81,6.5500771220501329e-67,3.3883694543563821e-78,8.8961065672380251e-75,4.8498418346690182e-83,1.8722400953652655e-25,4.6269842689127456e-63,6.6314918896507853e-55,9.9351799928029286e-67,1.526817032651764e-84,7.277966509571796e-83
4.8632879675861814e-20,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999997768,9.5,8.296966473608166e-16,1.0353443949468222e-14,1.0353440836759284e-14,1.8528888789726386e-24,1.8525799312048086e-24,7.2392302277414591e-16,1.6155891771977481e-23,1.2620941760962541e-24,1.0601603237768137e-35,3.0349349866467792e-40,9.3998302903825561e-29,1.8378491577994436e-23,2.5919884773586529e-27,1.4434626786690409e-35,1.5413733077749329e-40,9.1050483226215809e-44,3.3207842275370269e-55,8.9010678498168735e-39,2.4082879240438249e-28,1.9972550546690467e-38,1.9972550548904258e-38,1.9681813115414294e-48,2.4560026158175281e-49,8.3263439696892059e-46,1.4516069618415221e-28,3.0547464301179246e-38,1.9059385442922102e-39,8.1872805155210515e-88,7.8321559729460668e-49,2.7406710319937291e-43,7.8097757882334986e-88,1.8918738401393627e-25,5.4921561445679534e-59,5.4921022973407833e-59,5.8389226941839208e-36,1.7837174069978155e-36,3.0310849860106435e-28,5.8388319488630831e-36,3.5553772607870776e-46,7.8097757882334093e-88,1.2907717648325346e-52,3.2498064829197194e-54,2.7386384624948587e-62,2.3947578446964695e-73,7.0304252608959121e-44,7.5476971797244755e-84,6.4578492132095445e-34,5.2812519294203559e-66,1.2948669610747532e-85,7.6140485263631256e-44,1.3773663993110485e-96,3.0747528899206228e-90,1.0932349838529256e-99,1.1215332939574549e-60,2.1336926198209614e-45,8.1704619153256494e-63,4.1986741161009029e-44,3.0371868511878257e-54,2.5372084203460229e-37,4.1375549163045186e-54,2.7238183686078653e-55,3.9193140423784119e-47,1.6766043789942686e-48,5.4914275586503178e-65,1.9413620490210309e-48,3.9490804347375765e-53,1.4074582529810105e-70,1.8354900624233686e-54,5.2777866666740615e-40,1.3133823788315001e-71,3.11397081467483e-21,3.2729229178123194e-38,3.5935500356486179e-37,3.2729229178122965e-38,2.7980764182621978e-65,3.9631037105339616e-58,2.100135532219799e-58,9.4757823579980533e-98,7.7605763402065824e-103,2.3367067807549333e-46,5.6450785509816205e-56,7.8128295144892427e-56,2.5386042144986246e-77,2.060496718755064e-47,4.3404601790112097e-85,5.8180137783576592e-60,1.1989882010390218e-70,4.1189117267349008e-80,1.1281637961874626e-80,6.9375736569028039e-71,1.7929073981886731e-60,4.0503396082018538e-86,1.7929158597488921e-60,1.2538280108863283e-79,1.3244373361902422e-65,1.3695238327133253e-76,3.0057934755026703e-73,1.9602427668098754e-81,7.8162141325862977e-25,1.5633533478547859e-61,1.1184980349323505e-53,3.3568651877487771e-65,1.0325871423021941e-82,4.9222259944344889e-81
9.865527019960538e-20,0.16904894762856965,76.950000000000003,0.0,0.0,0.0,0.99999999999995481,9.5,1.6830989132175823e-15,2.1002700576801281e-14,2.1002694265042285e-14,7.5696556506004515e-24,7.5671208161320425e-24,1.4685294858963153e-15,6.6002086552752521e-23,5.1560664302080147e-24,8.6895320006727217e-35,2.4882230784220836e-39,3.8401373816635898e-28,7.5082131581480414e-23,1.0589118672255911e-26,1.182473600140086e-34,1.2637052265009944e-39,7.464868716556014e-43,5.4543976451158541e-54,7.2976329065369267e-38,9.838641972354997e-28,1.6374703623361762e-37,1.6374703626997924e-37,3.2327432990885541e-47,4.0339915737338286e-48,6.8264392251153515e-45,5.9302878317941477e-28,2.5044652500405925e-37,1.5626034684569201e-38,1.1195413568458182e-85,1.2864338888620595e-47,2.2469675459978405e-42,1.0679207785845964e-85,7.7289216037179089e-25,1.8056940659537599e-57,1.805658644053135e-57,4.7871012018633058e-35,1.4623991767753717e-35,1.2382970090761984e-27,4.7870268033817876e-35,5.8397173597799157e-45,1.0679207785845718e-85,2.1200963112024663e-51,2.9375697904203711e-53,9.0040434048234915e-61,1.5753515795716166e-71,5.7639671264214678e-43,9.9323443803253944e-82,2.6382421169840742e-33,9.5378950297090642e-65,1.7039719901790083e-83,6.2424569845973823e-43,3.6254545737496773e-94,4.0462017243843979e-88,2.8775740551601094e-97,3.6873558032475104e-59,1.7493297992868493e-44,2.6862688549508464e-61,3.4423267117029669e-43,4.9885882140256747e-53,1.0365324264196338e-36,6.7959459465417814e-53,4.4738798388846127e-54,3.2132904460859815e-46,1.3745829057502302e-47,1.8048647112443572e-63,1.5916442504213175e-47,4.3360790998417183e-52,9.258729561673016e-69,3.0147977242432809e-53,4.3270429465116184e-39,8.639867127355547e-70,6.3169129040454085e-21,2.68333948678167e-37,1.4680825842011096e-36,2.683339486781632e-37,9.1994623577549413e-64,6.5072424497187089e-57,3.4484047149312708e-57,2.4941759007860966e-95,2.1239755787199596e-100,1.9157733951501492e-45,6.5436219421011766e-55,1.2832574616392615e-54,1.6699784817689201e-75,1.6893196993932044e-46,5.7118009877207451e-83,9.556105095975908e-59,3.9420109497412843e-69,2.7095577531810017e-78,7.4214374816793572e-79,2.2809224316988945e-69,2.9448279406518708e-59,5.3300186745440436e-84,2.9448557600222703e-59,8.2480988039843591e-78,2.8970612781573617e-64,5.9800795297384157e-75,9.8823921636492884e-72,8.5595237427177325e-80,3.1931623992566446e-24,5.1399633615841123e-60,1.8371363804230464e-52,1.1036588418055215e-63,6.7927036933725568e-81,3.2380375897611433e-79
1.9870005124709252e-19,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999990907,9.5,3.3899034449308886e-15,4.2301213811986176e-14,4.2301201110009675e-14,3.0597758401251904e-23,3.0577227867743022e-23,2.9577421852097556e-15,2.6679096344113226e-22,2.0841644164680659e-23,7.0332812591909154e-34,2.0150275709328635e-38,1.5522449274814451e-27,3.0349395402560823e-22,4.2802910705294412e-26,9.5603957759556804e-34,1.0233719640407417e-38,6.0452442229306549e-42,8.8418122140009637e-53,5.9098118512056396e-37,3.9769363896659978e-27,1.3260659528162053e-36,1.3260659534056428e-36,5.2404148500673774e-46,6.5392738608920863e-47,5.5282264713241228e-44,2.3971169525841608e-27,2.0281801901950997e-36,1.2654366365998736e-37,1.4807006163817888e-83,2.08536450566257e-46,1.8196523317154488e-41,1.4124274600753124e-83,3.1241534150117647e-24,5.856681872515171e-56,5.8564520509752755e-56,3.8767180263715453e-34,1.1842885723895719e-34,5.0053936114550931e-27,3.8766577765767669e-34,9.4664319760100002e-44,1.4124274600752478e-83,3.4367668705352693e-50,2.8213907004844523e-52,2.9204394358200566e-59,1.0221416953669798e-69,4.6678095941569059e-42,1.2890265216373511e-79,1.0664196447040503e-32,1.8260667394938271e-63,2.2114266315522495e-81,5.05530348238381e-42,9.4107834634230126e-92,5.2511888365464481e-86,7.4694706595877058e-95,1.1959848277756945e-57,1.4166521031931063e-43,8.7128469300590379e-60,2.7876854164362919e-42,8.0867154654873909e-52,4.1898297919232338e-36,1.1016519849593466e-51,7.2523519768593217e-53,2.602205912066813e-45,1.1131750454132051e-46,5.8501697965513996e-62,1.2889521084496891e-46,5.2905107251847724e-51,6.0073784323693268e-67,4.887116330657645e-52,3.5041427640674954e-38,5.6058394841660133e-68,1.2722799151620756e-20,2.173037136891781e-36,5.9342256633025533e-36,2.1730371368917185e-36,2.9838230956655839e-62,1.0541500678508076e-55,5.5865331397749693e-56,6.4742345212514653e-93,5.6204582105604231e-98,1.5514429627709451e-44,6.661449396538214e-54,2.0802087321549601e-53,1.0835388067103551e-73,1.368054890151052e-45,7.4128144987035646e-81,1.5490858143665848e-57,1.278581846452377e-67,1.7580535750841066e-76,4.8152808304816265e-77,7.3981172228516847e-68,4.7736027196576739e-58,6.917334815281719e-82,4.7736929485997725e-58,5.351647089568487e-76,7.0360031548424878e-63,2.8980001975090624e-73,3.2053307580396361e-70,4.1480418322337404e-78,1.2907142713287221e-23,1.6671345331963915e-58,2.9780772383251857e-51,3.579658641329309e-62,4.4073386673394943e-79,2.1009458147215519e-77
3.987896133420668e-19,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999981748,9.5,6.8035125083565995e-15,8.4898240204485606e-14,8.4898214753549979e-14,1.2303224061391377e-22,1.2286705965099546e-22,5.9361666761140106e-15,1.0727545432822658e-21,8.380332866425064e-23,5.6550061205703637e-33,1.6218695050197961e-37,6.2415085775543978e-27,1.2203356284646145e-21,1.7210862122573833e-25,7.6700727355853934e-33,8.2368383005875193e-38,4.8657384692992047e-41,1.4239461394945589e-51,4.7567299464935575e-36,1.5991086295461794e-26,1.0673332425248389e-35,1.0673332434741096e-35,8.43952222726287e-45,1.0531297938542649e-45,4.4495959982668525e-43,9.6387001792783428e-27,1.6324547347971689e-35,1.0185332293974035e-36,1.9264320926348309e-81,3.3584143965895466e-45,1.4646141105947744e-40,1.8376068446997008e-81,1.2562081288799103e-23,1.8867800212370433e-54,1.8866319352299675e-54,3.1203189027969713e-33,9.5321815796147947e-34,2.012646044215338e-26,3.1202704085599053e-33,1.5245391984767269e-42,1.8376068446995318e-81,5.534805127134947e-49,2.9831821225470785e-51,9.4085816716127191e-58,6.5866392621998594e-68,3.7570585662559147e-41,1.6613763732073791e-77,4.2880264817365584e-32,3.8424733287585523e-62,2.8502221604031177e-79,4.0689479951988603e-41,2.4259042526834215e-89,6.7680546384728423e-84,1.9254742077238392e-92,3.8530232210482905e-56,1.1402440171538162e-42,2.8069585963732834e-58,2.2437717413930737e-41,1.3023402729246162e-50,1.684712129426973e-35,1.7741761130127632e-50,1.1679689170010825e-51,2.0944817026503596e-44,8.9598361360376985e-46,1.882224356676633e-60,1.0374564923405721e-45,7.1221283934229983e-50,3.8711297426798221e-65,7.8705479447855983e-51,2.8204247837712477e-37,3.6123797533156436e-66,2.5534579922107123e-20,1.7490481307496463e-35,2.386126949693433e-35,1.7490481307495458e-35,9.6127805442528784e-61,1.6954195988083983e-54,8.9857526653155226e-55,1.6689079122689282e-90,1.4627538947941419e-95,1.2487362652023176e-43,6.1391725131821399e-53,3.3500897697331607e-52,6.9822792175657569e-72,1.101129592088485e-44,9.5540887940052017e-79,2.4947549427680934e-56,4.1191220160374744e-66,1.1328829600225668e-74,3.1029469245108852e-75,2.3834020038564714e-66,7.68744926839029e-57,8.9154843225093799e-80,7.6877399367169686e-57,3.4485794984274747e-74,1.8867439725512832e-61,1.551132987615303e-71,1.0326403536366603e-68,2.2202206026913956e-76,5.1898005756240952e-23,5.3708942787849226e-57,4.7961015771276424e-50,1.1532138663303287e-60,2.8400728630104565e-77,1.3538220147110123e-75
7.989687375320154e-19,0.16904894762856967,76.950000000000003,0.0,0.0,0.0,0.99999999999963429,9.5,1.3630730635204414e-14,1.7009229267843787e-13,1.7009224185505273e-13,4.9341431093893764e-22,4.9209035043573119e-22,1.1893012027039701e-14,4.30222402128056e-21,3.360887827918112e-22,4.5282017102339769e-32,1.3014481543156909e-36,2.5031240933770653e-26,4.894089973965018e-21,6.9023254713654663e-25,6.1150588787739959e-32,6.6093039543261025e-37,3.9044486790035602e-40,2.2857474310054909e-50,3.816974972515146e-35,6.4131408109686623e-26,8.5646770652792531e-35,8.564677080517138e-35,1.354728832722135e-43,1.6905062247885351e-44,3.5705179778896761e-42,3.8655485434047762e-26,1.3099403028233469e-34,8.1730834433162832e-36,2.4859585536894145e-79,5.3909961491759868e-44,1.1752599562343814e-39,2.3713342771782073e-79,5.0379546948910522e-23,6.0578747840111656e-53,6.0569239160504433e-53,2.5038577529692889e-32,7.6489703324194562e-33,8.0716051009182647e-26,2.5038188394613121e-32,2.447221481760411e-41,2.3713342771777719e-79,8.8845816845600718e-48,3.5369392668726259e-50,3.020896334617638e-56,4.2298895521519077e-66,3.0148017881909108e-40,2.1339042010270192e-75,1.719690400415265e-31,9.062715861561038e-61,3.6608809069004303e-77,3.2650744343026907e-40,6.2318416834070301e-87,8.693023038782314e-82,4.9463001823285684e-90,1.2371241718298044e-54,9.1497266329817522e-42,9.0125483031272183e-57,1.8004855067914661e-40,2.0905435264604176e-49,6.7564491259690828e-35,2.8479441479425538e-49,1.874848742218338e-50,1.680689657033977e-43,7.1897602869184109e-45,6.0275277728750346e-59,8.324865961469467e-45,1.031119160551065e-48,2.4860095960250567e-63,1.2633965309505912e-49,2.2631905300238377e-36,2.3198424085876609e-64,5.1158174564413793e-20,1.4034990366740684e-34,9.5694435898808174e-35,1.4034990366739074e-34,3.0864602950076931e-59,2.7143076413010827e-53,1.4388340203628593e-53,4.287136115114674e-88,3.7755749451527972e-93,1.0020322042758143e-42,5.3053140159513376e-52,5.3775645374747921e-51,4.4839658586971803e-70,8.8358714838060592e-44,1.2271455879579552e-76,4.0046341700034764e-55,1.3225638755774912e-64,7.2752935866533906e-73,1.9926884405286557e-73,7.6526039478522884e-65,1.2339125257407596e-55,1.1451220122734015e-77,1.2340058428241655e-55,2.2146514976107707e-72,5.4480805210160994e-60,8.9456575546492356e-70,3.3155938789904693e-67,1.2804509176026449e-74,2.0812581426292489e-22,1.7244804288547611e-55,7.6988051876958489e-49,3.7025940038629519e-59,1.8238755454495564e-75,8.6938518420876221e-74
