Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335)
6.369847090229832e-12,0.16904894757237085,76.950000000000003,0.0,0.0,0.0,0.9999970861516625,9.4999999709248684,1.0867171750876265e-07,1.3498862636536183e-06,1.3331789096889993e-06,2.2887991752447683e-08,1.2481106071116071e-12,9.9873115736714305e-09,3.8623210348770477e-08,6.182779629938525e-09,4.6437004825482114e-16,3.3873554285769682e-16,1.1880644210366334e-12,4.393668809633647e-08,3.2752524188910733e-11,8.1492299494310724e-17,1.5718105649969163e-19,8.5700782971586823e-20,3.7522226276200266e-24,2.1637486766427093e-15,3.0011785272816847e-12,1.8679056274342376e-14,1.8697703690471111e-14,1.2713894904324984e-17,5.9328727689949795e-18,3.3995980512328452e-23,3.7240927875887199e-13,5.3338773951208922e-16,1.4719544477302634e-16,4.7110417432293961e-32,5.5448543676059037e-18,3.3486208218829896e-20,4.4939065797613612e-32,4.52289147026312e-10,1.0456126312229981e-22,2.8437851554194115e-23,2.7612120540881137e-13,8.2830432426905972e-14,8.0827940800816275e-14,2.7616901081681893e-13,1.6557265468654285e-15,4.4939049387179765e-32,9.6879976485949195e-22,2.1549054672345398e-23,1.7791118376572169e-23,7.3376096080342564e-27,1.2560582506136395e-20,9.2174803235991337e-30,8.0674486244066351e-18,1.6492620181518621e-27,1.5835085081395655e-31,6.1415343403183592e-20,5.8152865826577618e-35,1.3582360968410996e-35,5.6935862004771109e-38,3.6163985656860019e-22,1.3003826248153418e-22,1.3099070194207968e-24,3.9263987217202136e-20,3.7120878313243859e-23,3.2046547157989109e-21,4.9921117185115579e-23,1.4137268062578524e-23,3.6617575350042448e-23,5.9872346556714235e-24,8.4980770350448369e-30,3.3909398149917791e-26,5.6074841050579712e-23,1.1544636130058955e-24,1.9911058009750334e-23,9.7211238159661719e-19,1.2309424818312833e-25,3.118249023452437e-12,1.0737807040466062e-16,3.3905320563517599e-20,1.0737802250971754e-16,1.1481212477446795e-26,1.0794986254814429e-30,6.1162526782381318e-31,5.0592218559445142e-38,1.310444645618371e-39,2.2036983782377179e-22,1.7127310206755722e-31,4.2768965640912737e-26,2.3809494410285138e-31,1.9327475803743607e-23,1.7635934750870938e-31,3.2641202322364027e-28,3.4828403556990189e-31,4.8600389604210255e-33,2.2693166520731873e-34,1.9169763475427081e-31,1.730752503999657e-31,1.7435165390236908e-32,3.4453867312570715e-31,2.5274837647352681e-33,1.1169309002906985e-27,1.2673624603044002e-32,1.0728271843668705e-33,9.8828763800178351e-36,1.873587238424159e-12,5.0410199072814519e-23,6.2854395019978373e-22,4.1004148922178329e-28,1.5876290815099547e-35,1.4765265962695879e-35
6.534632920330105e-12,0.16904894756967787,76.950000000000003,0.0,0.0,0.0,0.99999701077628922,9.499999969531622,1.1148300665182818e-07,1.3847572775127664e-06,1.3670765306126475e-06,2.4071156305635594e-08,1.280353354659442e-12,9.987475110147322e-09,3.9739962974027053e-08,6.3926846968546037e-09,4.883754346651808e-16,3.6707781847185611e-16,1.2502848559394635e-12,4.5207074838723653e-08,3.4467602491460957e-11,8.4258976586969269e-17,1.6253866006516838e-19,9.2510466778224226e-20,4.0804994877063827e-24,2.2889087647859021e-15,3.1570390186115144e-12,2.0159595833165997e-14,2.0179817546268907e-14,1.3753391841816276e-17,6.4676037160055934e-18,3.5080495251621239e-23,3.8392792987618223e-13,5.5044902619605146e-16,1.5267005060191856e-16,5.6298771787041021e-32,5.9266017935357535e-18,3.5231264390649826e-20,5.3703948836406914e-32,4.6536679246324113e-10,1.117694436033715e-22,3.0396413261395243e-23,2.8505077411233976e-13,8.5461902844034046e-14,8.0839532350348673e-14,2.8510181202626689e-13,1.7614822631636357e-15,5.3703928716647696e-32,1.0459937436967963e-21,2.394120928124856e-23,1.9854156563399758e-23,8.4035206901215266e-27,1.3188847017825488e-20,1.0834018605996622e-29,8.4874654613621579e-18,1.8789155927970548e-27,1.8612876477574265e-31,6.6042902288458772e-20,7.01554140372358e-35,1.6258989734967256e-35,6.9017921040442868e-38,3.9609344086724648e-22,1.369651056050052e-22,1.415776643166717e-24,4.2378825130502193e-20,4.0250679302283343e-23,3.3726120075221541e-21,5.4126612898343819e-23,1.5623194850037574e-23,3.9521633002522617e-23,6.3213121641795971e-24,9.3912729787909806e-30,3.6035528855973164e-26,6.0623672945415537e-23,1.2802466465214557e-24,2.1576272963376311e-23,1.0003287104018999e-18,1.3701527438945258e-25,3.2625033589503501e-12,1.0799518738040524e-16,3.6567934849612318e-20,1.0799513783848565e-16,1.2690694505617122e-26,1.165112308280708e-30,6.6013254313796109e-31,5.948379588672234e-38,1.6044269622001866e-39,2.3787725105938635e-22,1.8440262963372466e-31,4.617528628275642e-26,2.6497321536168574e-31,2.0861380781487222e-23,2.0159373089619833e-31,3.6142236586264874e-28,3.9502276326520355e-31,5.6501361370784557e-33,2.583264018698318e-34,2.177280167099817e-31,1.8682009521154754e-31,1.9961920808341826e-32,3.7190670431573347e-31,2.866065617795527e-33,1.23944243565086e-27,1.4070322632866175e-32,1.2127081041983673e-33,1.1308981397761419e-35,1.8736181819924594e-12,5.5212789912725393e-23,6.9596836691376543e-22,4.5406731921569742e-28,1.8421319955114575e-35,1.7367236127862013e-35
6.699418750430378e-12,0.16904894756692804,76.950000000000003,0.0,0.0,0.0,0.99999693540088574,9.4999999681089839,1.1429429518356762e-07,1.4196278786639974e-06,1.4009451593083924e-06,2.5283302294004331e-08,1.3125957205548433e-12,9.9876028842278203e-09,4.085673179753216e-08,6.6029955533281123e-09,5.1296883890035378e-16,3.9702534397390117e-16,1.3140926974107076e-12,4.6477480011619698e-08,3.6226420300979581e-11,8.7031002342364167e-17,1.679076797603224e-19,9.9670963555346839e-20,4.4282139255517511e-24,2.417632042036378e-15,3.3167721369132315e-12,2.1716011520975836e-14,2.1737894295067472e-14,1.4847859943643666e-17,7.0341221484283072e-18,3.6165081343734508e-23,3.9548955223866634e-13,5.6757434334314398e-16,1.5816972484756941e-16,6.6980334935041672e-32,6.322317996977194e-18,3.7019738618232093e-20,6.3893227619169081e-32,4.7844463491036932e-10,1.1924173937111579e-22,3.2426668243804917e-23,2.9397804411755189e-13,8.8089678270884726e-14,8.0849006284171269e-14,2.9403242583455925e-13,1.8705989980041041e-15,6.3893203076847176e-32,1.1271278416520878e-21,2.6530959680784542e-23,2.209525589060459e-23,9.5912994003934219e-27,1.3828144449899999e-20,1.2682003493046396e-29,8.9180181653410229e-18,2.1337285740960913e-27,2.1788509425662211e-31,7.0884476021326001e-20,8.4233505993676486e-35,1.93770700826181e-35,8.3264630069947388e-38,4.3271380682274888e-22,1.440697450883648e-22,1.5266235632937906e-24,4.5653658227374339e-20,4.3551819451219322e-23,3.5448612258860446e-21,5.8562117724608537e-23,1.7221500451755216e-23,4.2574736573012812e-23,6.6624270552985771e-24,1.0352019101179807e-29,3.8242356823082039e-26,6.5411467749904935e-23,1.4152988334746848e-24,2.3331720146078329e-23,1.0285454624723428e-18,1.5203405395727402e-25,3.4098971913969228e-12,1.0860852852339064e-16,3.9373811260697902e-20,1.0860847732813623e-16,1.3991717805673405e-26,1.2551200244388774e-30,7.1112940609206003e-31,6.9651176203896491e-38,1.9544951311321868e-39,2.5628539613023735e-22,1.981615823115933e-31,4.9757287977084903e-26,2.9396305754319119e-31,2.2474131527722012e-23,2.2954634199219771e-31,3.9917137278551446e-28,4.4662266778862223e-31,6.5437534356910959e-33,2.9308761782553127e-34,2.4650798032544695e-31,2.0127191885287393e-31,2.276636975969198e-32,4.006827172997763e-31,3.2394193186953678e-33,1.3717579177629537e-27,1.5579309527871866e-32,1.3665779273747821e-33,1.2897891702812043e-35,1.8736423590319696e-12,6.0317413797225313e-23,7.6866734509988384e-22,5.0154034298134323e-28,2.1293571220497286e-35,2.0352816184177206e-35
6.864204580530651e-12,0.1690489475641216,76.950000000000003,0.0,0.0,0.0,0.99999686002545218,9.4999999666570574,1.1710558310398096e-07,1.4544981057433746e-06,1.4347848556029869e-06,2.6524369895142538e-08,1.3448377405252635e-12,9.9877026832217722e-09,4.1973513272993223e-08,6.8136735632454943e-09,5.3814904719559815e-16,4.286288477847836e-16,1.3794879597804128e-12,4.7747899580861528e-08,3.8028977117958276e-11,8.9807867502589055e-17,1.7328713380141568e-19,1.0719102115332727e-19,4.7960066652638114e-24,2.5499183215473157e-15,3.4803726390654336e-12,2.3350164012055882e-14,2.3373796939938456e-14,1.5998691327762157e-17,7.6333644666849443e-18,3.7249723548069966e-23,4.0709411466080961e-13,5.8476362480886728e-16,1.6369388440887149e-16,7.9351678780870441e-32,6.7320658652499589e-18,3.8851692779476016e-20,7.5694416283843076e-32,4.9152263282952494e-10,1.269793408918628e-22,3.4528939368208177e-23,3.0290280422573668e-13,9.0713699697469737e-14,8.0856787611831153e-14,3.0296064126969007e-13,1.9830755777119349e-15,7.5694386491402365e-32,1.2122987560769776e-21,2.9329361744399152e-23,2.4524823152252606e-23,1.091131970660062e-26,1.447822706746734e-20,1.4787522270122152e-29,9.3590989235753699e-18,2.4157530524548787e-27,2.5406848378506856e-31,7.594375947530643e-20,1.0068031060506255e-34,2.2996006379639808e-35,9.9996416641706361e-38,4.715687279089635e-22,1.5135204795024498e-22,1.6425162203074709e-24,4.909244565094265e-20,4.7028833999663326e-23,3.7214022390964631e-21,6.3233713230837173e-23,1.8937497839169009e-23,4.5780558019384781e-23,7.010429592899224e-24,1.138350892745687e-29,4.0531175736897938e-26,7.0444277232829066e-23,1.5599743379422964e-24,2.5179746458306232e-23,1.0567625451748083e-18,1.6820033207998164e-25,3.5604294404467785e-12,1.0921884344560189e-16,4.2327484825673354e-20,1.0921879059067942e-16,1.5388696093650657e-26,1.3496300285244501e-30,7.6467719201073296e-31,8.1238487324752234e-38,2.3695654288582929e-39,2.7561657029344037e-22,2.1256324322215864e-31,5.3519330224571089e-26,3.2515923017990958e-31,2.416768267639236e-23,2.6041571762831778e-31,4.397976872124104e-28,5.0345044472704405e-31,7.5513537381265629e-33,3.314771423066329e-34,2.7824917608355939e-31,2.1644825962083314e-31,2.5869556962953741e-32,4.3090164630002024e-31,3.6500969543287753e-33,1.514385603847856e-27,1.7206433094058487e-32,1.5354377271520509e-33,1.4663581146495806e-35,1.8736612429632568e-12,6.5733517717325591e-23,8.4690783100726052e-22,5.5263517664230455e-28,2.4525331945636054e-35,2.3768075281111123e-35
7.028990410630924e-12,0.1690489475612588,76.950000000000003,0.0,0.0,0.0,0.9999967846499882,9.499999965175931,1.1991687041306822e-07,1.4893679937090095e-06,1.4685956791997074e-06,2.7794299410105202e-08,1.3770794468970631e-12,9.9877806034424389e-09,4.3090304624186687e-08,7.0246837684442675e-09,5.6391484829123808e-16,4.61939536035634e-16,1.4464706593013897e-12,4.9018330388295112e-08,3.9875272489002256e-11,9.2589111288362729e-17,1.7867613386662826e-19,1.1507938313601827e-19,5.1845246212280704e-24,2.6857674064544662e-15,3.6478352914403747e-12,2.506391146180644e-14,2.5089385962224036e-14,1.7207276226440759e-17,8.2662661046073164e-18,3.8334409853122255e-23,4.1874159270519465e-13,6.0201681877973419e-16,1.6924202830410615e-16,9.3629483188181922e-32,7.1559069074577152e-18,4.0727189726475562e-20,8.9314210542920364e-32,5.0460075370080009e-10,1.3498341240034688e-22,3.6703542415160502e-23,3.1182488589405779e-13,9.3333921202518113e-14,8.0863217087243122e-14,3.1188629001249323e-13,2.0989107575635217e-15,8.9314174543637293e-32,1.3016033231908698e-21,3.23478168735654e-23,2.7153603993107699e-23,1.237455363984608e-26,1.5138855288362187e-20,1.7178851678412944e-29,9.8107000026609816e-18,2.7271545725632477e-27,2.9516526166835639e-31,8.1224382602384667e-20,1.1982161636832426e-34,2.7181493206746203e-35,1.1957175502251833e-37,5.1272595317213593e-22,1.58811882583388e-22,1.7635220592555763e-24,5.2699143523406774e-20,5.0686254635720132e-23,3.9022348833596654e-21,6.8147476223558619e-23,2.0776603075777033e-23,4.9142764875656153e-23,7.3651747732854448e-24,1.2488997947651013e-29,4.290327810378116e-26,7.5728148699643951e-23,1.7146271896524885e-24,2.7122695620000034e-23,1.0849798859912175e-18,1.855644492258273e-25,3.7140990363522667e-12,1.0982673518314111e-16,4.543354927073978e-20,1.0982668066223743e-16,1.6886146086425831e-26,1.4487504446847806e-30,8.2083716232406081e-31,9.4401983876392153e-38,2.8597023779564827e-39,2.9589304918538385e-22,2.2762087190633519e-31,5.7465768296388822e-26,3.5865756352268677e-31,2.5943987520705995e-23,2.9440797198664705e-31,4.8344332317762612e-28,5.6589053373507854e-31,8.6841592753345157e-33,3.7376986866412433e-34,3.1317377029201049e-31,2.3236664377365672e-31,2.9293411027362968e-32,4.6259840156813656e-31,4.1007688598259371e-33,1.6678464571244971e-27,1.8957687985195756e-32,1.720333877502962e-33,1.6620852960960254e-35,1.873675987257142e-12,7.1470545251451654e-23,9.3096324282200807e-22,6.07530673467904e-28,2.8151170688973965e-35,2.7663414197332893e-35
7.193776240731197e-12,0.16904894755833963,76.950000000000003,0.0,0.0,0.0,0.9999967092744938,9.4999999636656973,1.2272815711082939e-07,1.5242375741906856e-06,1.5023776896786088e-06,2.9093031263158801e-08,1.409320868918821e-12,9.987841408363991e-09,4.4207103681855709e-08,7.2359945390931316e-09,5.9026503342749299e-16,4.9700909073386185e-16,1.515040813991957e-12,5.0288769966234759e-08,4.176530600244689e-11,9.5374316790731767e-17,1.8407387621183262e-19,1.233447887932401e-19,5.5944208743610303e-24,2.8251790920010933e-15,3.819154869884944e-12,2.6859109511347235e-14,2.6886519326102415e-14,1.8475002989716552e-17,8.9337614884269442e-18,3.9419130807576888e-23,4.3043196725261032e-13,6.1933388473601415e-16,1.7481372628061248e-16,1.100520304518193e-31,7.5939014480372493e-18,4.264629306348464e-20,1.049799133248549e-31,5.1767897211247854e-10,1.4325509558323534e-22,3.8950787074118058e-23,3.2074415485821236e-13,9.5950307380942861e-14,8.0868567532823741e-14,3.208092380198623e-13,2.2181032360216026e-15,1.0497987001649053e-31,1.3951385192049364e-21,3.5598075227651183e-23,2.9992686146425624e-23,1.3992590493850272e-26,1.5809797428392268e-20,1.9886582337322754e-29,1.0272813746342245e-17,3.0702156413055259e-27,3.4170158465861182e-31,8.6729911534027343e-20,1.4201853634219165e-34,3.2006011359531046e-35,1.4239064003868087e-37,5.5625320596998018e-22,1.6644911871524595e-22,1.8897076360087792e-24,5.6477704976644733e-20,5.4528609533847423e-23,4.0873589638004427e-21,7.3309478799615979e-23,2.2744334122086699e-23,5.2665020228928093e-23,7.726522216046188e-24,1.367180289827371e-29,4.5359955266475864e-26,8.1269125035839338e-23,1.879611183057347e-24,2.9162908176430277e-23,1.1131974282581193e-18,2.0417732999877382e-25,3.870904918360323e-12,1.1043268817244813e-16,4.8696656952115479e-20,1.1043263197926592e-16,1.8488687568917205e-26,1.5525892659661547e-30,8.7967050418235107e-31,1.093107385976405e-37,3.4362336567920945e-39,3.1713708696726037e-22,2.4334770598053008e-31,6.1600953262630209e-26,3.9455493852865838e-31,2.7804998027570773e-23,3.317367998154378e-31,5.3025366221094488e-28,6.3434552171831837e-31,9.9541860561249079e-33,4.2025406078350672e-34,3.5151469298491733e-31,2.490445856605841e-31,3.3060750953088804e-32,4.9580786964354321e-31,4.5942262469477105e-33,1.8326741374807375e-27,2.0839215594835557e-32,1.9223590201743491e-33,1.8785368751126276e-35,1.8736874932007135e-12,7.753793638968081e-23,1.0211134623833852e-21,6.6640991844967913e-28,3.2208039238588865e-35,3.2093864372452338e-35
7.358562070831469e-12,0.16904894755536448,76.950000000000003,0.0,0.0,0.0,0.99999663389896887,9.4999999621264486,1.2553944319726446e-07,1.5591068758067124e-06,1.5361309464967796e-06,3.0420506001527008e-08,1.4415620330543296e-12,9.987888820103398e-09,4.532390875097108e-08,7.4475772568353003e-09,6.1719839633931783e-16,5.3388966793608896e-16,1.5851984434933487e-12,5.1559216386462933e-08,4.36990772843849e-11,9.8163106794621517e-17,1.89479633618908e-19,1.3199597315243349e-19,6.0263546484517499e-24,2.9681531672673236e-15,3.9943261597016946e-12,2.8737611292105569e-14,2.8767052483144375e-14,1.980325808883643e-17,9.6367840016746788e-18,4.0503878978579425e-23,4.4216522333853745e-13,6.3671479098031456e-16,1.8040860894962454e-16,1.2888077060951671e-31,8.0461087940124888e-18,4.4609066965666437e-20,1.229409279944255e-31,5.3075726820654047e-10,1.5179551276226669e-22,4.1270977803374739e-23,3.2966050429327217e-13,9.8562831243663836e-14,8.0873057174126768e-14,3.2972937868604953e-13,2.3406516663513357e-15,1.229408761112683e-31,1.4930014611703451e-21,3.9092238941385948e-23,3.305350265910813e-23,1.5777656202982222e-26,1.6490829452093315e-20,2.2943747084156088e-29,1.0745432573417867e-17,3.4473392681341931e-27,3.9424565038860509e-31,9.2463849663061068e-20,1.6767036486203198e-34,3.7549350297510647e-35,1.6889828906749249e-37,6.0221818294562976e-22,1.7426362737078297e-22,2.0211387108841125e-24,6.0432080182000366e-20,5.8560423391601296e-23,4.2767742553865878e-21,7.872578839538912e-23,2.4846309654144904e-23,5.6350982697177557e-23,8.094336049661748e-24,1.4935301052181682e-29,4.7902497419575731e-26,8.7073244749086762e-23,2.0552797893860276e-24,3.13027215040118e-23,1.141415127699355e-18,2.240904730469076e-25,4.0308460333922409e-12,1.1103709111988236e-16,5.2121518788136015e-20,1.1103703324813682e-16,2.0201043441370859e-26,1.6612543536590624e-30,9.412383300851775e-31,1.2614735551476098e-37,4.1118733481577517e-39,3.3937091647188205e-22,2.5975696257935568e-31,6.5929232020986047e-26,4.3294926908260815e-31,2.9752664851637127e-23,3.7262347755053365e-31,5.8037745004847027e-28,7.0923654501128146e-31,1.1374278941078709e-32,4.7123165875225218e-34,3.935158853660543e-31,2.6649958784798011e-31,3.7195292406151956e-32,5.3056491360459979e-31,5.1333838371857139e-33,2.0094149922334784e-27,2.2857303949358146e-32,2.142653029867233e-33,2.1173677874639538e-35,1.8736964650480159e-12,8.3945127390719857e-23,1.117644826916127e-21,7.2946022288844357e-28,3.6735376760722492e-35,3.7119400323427217e-35
7.688133731032015e-12,0.1690489475492465,76.950000000000003,0.0,0.0,0.0,0.99999648314782719,9.4999999589612329,1.3116201353615641e-07,1.6288447434822338e-06,1.6035514363659672e-06,3.3161446936367313e-08,1.5060436811001232e-12,9.9879543622691558e-09,4.7557531960552264e-08,7.8714574929973305e-09,6.7280984287232451e-16,6.1329487342673591e-16,1.7302762128763745e-12,5.4100124108028969e-08,4.7697831826530535e-11,1.0375010850309352e-16,2.0031262609469695e-19,1.5049059683746658e-19,6.9590022279169476e-24,3.2647876196812162e-15,4.3562030618269562e-12,3.2751926051916387e-14,3.2785727447216169e-14,2.2646889806187261e-17,1.1153138573675704e-17,4.2673435045395495e-23,4.6576033618721925e-13,6.7166803134452603e-16,1.9166670808459538e-16,1.7492856056467741e-31,8.9933948372681237e-18,4.8665885238606897e-20,1.6686663595340526e-31,5.5691403529025124e-10,1.6968695668436504e-22,4.6131393232981246e-23,3.4748412503113414e-13,1.0377621710481204e-13,8.0880111693909698e-14,3.4756091931851422e-13,2.5958108194872977e-15,1.6686656236906641e-31,1.702099758352337e-21,4.6862470049410391e-23,3.988781674812794e-23,1.9901079108504666e-26,1.7882303811765343e-20,3.0251529557796191e-29,1.1722155516691514e-17,4.3140103001682349e-27,5.1985394133676297e-31,1.0463065970332435e-19,2.3114549927566039e-34,5.1151590485716382e-35,2.3501139540660326e-37,7.0173195807089377e-22,1.9042395263605266e-22,2.2999968770769139e-24,6.8884057903188861e-20,6.7210509602518458e-23,4.6684774266361874e-21,9.0345575371671609e-23,2.9475965497187702e-23,6.4228640979856329e-23,8.8488412300437889e-24,1.7718184559487442e-29,5.3250331825182231e-26,9.9495046690437366e-23,2.4400826869433777e-24,3.5890484168706452e-23,1.197850868465516e-18,2.6802635872941248e-25,4.3601297829292344e-12,1.1224242270305261e-16,5.947564099615943e-20,1.1224236145536341e-16,2.39746056545768e-26,1.8934941109760506e-30,1.0728215086804061e-30,1.6640674115099351e-37,5.8190915096491638e-39,3.8689677622505316e-22,2.9467551643849919e-31,7.5182437816041781e-26,5.1762552852427998e-31,3.3915763589417234e-23,4.6599338672833653e-31,6.9117715664792474e-28,8.80106393272043e-31,1.4720403293355961e-32,5.8794504026994772e-34,4.8953138013172584e-31,3.0381072520028513e-31,4.6665361648653688e-32,6.0486106563585442e-31,6.3610918989110664e-33,2.4008849967298577e-27,2.7329047530605265e-32,2.6428490839586915e-33,2.6692492327672254e-35,1.8737088684859925e-12,9.7816634751588552e-23,1.3310285672711235e-21,8.6884435451051922e-28,4.7372297759165861e-35,4.9222349764403529e-35
8.017705391232561e-12,0.169048947542906,76.950000000000003,0.0,0.0,0.0,0.99999633239656271,9.4999999556809342,1.3678458142974397e-07,1.6985817756774351e-06,1.6708576220142644e-06,3.6016649041930356e-08,1.5705245565043278e-12,9.987993764932589e-09,4.9791166722995916e-08,8.2961455347044258e-09,7.3073958746924635e-16,7.0058181294855795e-16,1.8817041524329199e-12,5.6641044987152888e-08,5.1871533751130736e-11,1.0934775779809663e-16,2.11170564243486e-19,1.7063304955956796e-19,7.9878631140146478e-24,3.575668998077341e-15,4.7334244686322615e-12,3.7121630772265083e-14,3.7160204387416208e-14,2.5749225702731932e-17,1.2822775008776906e-17,4.4843044656682155e-23,4.8952686436491044e-13,7.0687639845579336e-16,2.0301429209636333e-16,2.3439202465945002e-31,9.9982241364368296e-18,5.2898164457712415e-20,2.2358982912938356e-31,5.8307096670917961e-10,1.8866643043763967e-22,5.1287145409972073e-23,3.6529525768141011e-13,1.0897397450355441e-13,8.088539688647755e-14,3.653804232091e-13,2.8643768510926335e-15,2.2358972629081527e-31,1.9296779865418969e-21,5.5762488249690669e-23,4.7755038652109378e-23,2.485611048508792e-26,1.9311629955057442e-20,3.9420440073482886e-29,1.2740809611213185e-17,5.348938415000873e-27,6.7746505342392251e-31,1.177516250073731e-19,3.1432387888381912e-34,6.8794346671666865e-35,3.2253372079186193e-37,8.1180829011242324e-22,2.0729185124022943e-22,2.6006096137547859e-24,7.8086619930549167e-20,7.6672642643395098e-23,5.0773420288521795e-21,1.0305528521905672e-22,3.4712490288088248e-23,7.2804918496034891e-23,9.6276889754854529e-24,2.0865850910941248e-29,5.8957080487003207e-26,1.1304177655892142e-22,2.8718545307748638e-24,4.0904619468002572e-23,1.2542869115981967e-18,3.1779524831665152e-25,4.7019419785132231e-12,1.1344455108712694e-16,6.7534771874515993e-20,1.1344448643844929e-16,2.824667896810335e-26,2.1463299485827977e-30,1.2160740919123697e-30,2.1694013523231282e-37,8.1160623994090293e-39,4.3864807014944625e-22,3.3248190468251519e-31,8.5260078511526924e-26,6.1348975461833903e-31,3.8448863236344539e-23,5.7643947698307189e-31,8.1709956980504756e-28,1.0822553747025202e-30,1.8843242028082948e-32,7.2661062405461125e-34,6.0340138109359092e-31,3.4443984528649397e-31,5.7911503452486439e-32,6.8576530219469762e-31,7.8097813221459871e-33,2.8468806521315474e-27,3.2426151596368969e-32,3.2310222298451188e-33,3.332858768318682e-35,1.8737163261228473e-12,1.1316047897249047e-22,1.5735339562624497e-21,1.0272658799151795e-27,6.0431290210115285e-35,6.4563686230480543e-35
8.347277051433107e-12,0.1690489475363443,76.950000000000003,0.0,0.0,0.0,0.99999618164517523,9.4999999522861742,1.4240714687802727e-07,1.7683181189596959e-06,1.7380499746973829e-06,3.8985641096647555e-08,1.6350047947993686e-12,9.9880173038700923e-09,5.2024808358776365e-08,8.7214948142227996e-09,7.9097806929639833e-16,7.9618461591212418e-16,2.0394824659870537e-12,5.9181973700539646e-08,5.6220181099782644e-11,1.1495412278818587e-16,2.2204972370254546e-19,1.9249305912089005e-19,9.118429847453837e-24,3.9007954999445587e-15,5.1259490010183145e-12,4.1861460620493514e-14,4.1905236925111491e-14,2.9121290260531804e-17,1.4653120309279759e-17,4.7012686904943627e-23,5.1346476596724067e-13,7.4233980391850383e-16,2.1444986140369884e-16,3.1037350338902637e-31,1.1061046915834757e-17,5.7306426772149646e-20,2.9606991403985304e-31,6.092280076021858e-10,2.0874245136626588e-22,5.6740545408414661e-23,3.8309359178081561e-13,1.1415605426278106e-13,8.0889566023625588e-14,3.8318758160496335e-13,3.1463381085096719e-15,2.9606977224784062e-31,2.1765181929436702e-21,6.5902107074333986e-23,5.6759390108347708e-23,3.0765494333030931e-26,2.0777266859730114e-20,5.0816671957655045e-29,1.3801336719492836e-17,6.5760543319258285e-27,8.7337963226284605e-31,1.3185262023409933e-19,4.2210300212129775e-34,9.1438801873698692e-35,4.3708981700463688e-37,9.3298772527301505e-22,2.2486633473250932e-22,2.9234815977752495e-24,8.8071263923960189e-20,8.6982898450338808e-23,5.5033652702025993e-21,1.1690329437237185e-22,4.0604341741080682e-23,8.2108921231431676e-23,1.0429942354624343e-23,2.4407427000871352e-29,6.5033025151341885e-26,1.2776158886317554e-22,3.3534048346714931e-24,4.6363712923160613e-23,1.3107231348616428e-18,3.7382895766256897e-25,5.0562743871986315e-12,1.1464465184288786e-16,7.6338699984841615e-20,1.1464458376821277e-16,3.3058759898102853e-26,2.4206199525778973e-30,1.3714822577801373e-30,2.7977338101173888e-37,1.116908777649086e-38,4.9480190813895494e-22,3.7328123635155687e-31,9.619678202524756e-26,7.2136103839099249e-31,4.3367523138656888e-23,7.0600463646682301e-31,9.5945543770683652e-28,1.3197611461918275e-30,2.387911592811722e-32,8.9016727585574357e-34,7.3749895458549379e-31,3.8852655658098169e-31,7.1156320275628351e-32,7.7355570746340727e-31,9.5074856759559232e-33,3.3522285614753605e-27,3.8204188456920869e-32,3.9180897746528591e-33,4.124940385914056e-35,1.8737207822169601e-12,1.3005200670312499e-22,1.8476832459695081e-21,1.2063748869502585e-27,7.6328528315229454e-35,8.3836241092013366e-35
