Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302)
5.171886930112496e-13,0.261634707593782,76.950000000000003,0.0,0.0,0.0,0.9972150790402482,9.4999999046726327,4.3285281985118452e-06,6.2092201805392846e-05,6.2038854520248931e-05,7.4337345804044272e-08,6.558309134080742e-12,0.00111781593261641,0.00038067435758681195,2.098346199396383e-08,3.4017145130616877e-16,2.1459828041698084e-15,2.2430506345259019e-14,0.0011578716755720586,2.1658365903465076e-09,7.4999400266893333e-17,2.6399504804293117e-17,4.8908301274811036e-20,0.0,1.9162247713490875e-09
5.271331617526165e-13,0.2616347075835821,76.950000000000003,0.0,0.0,0.0,0.9971617950551529,9.49999990126339,4.4116383897824455e-06,6.3282506358518776e-05,6.3226985301923934e-05,7.7128854340995098e-08,6.6840640711795953e-12,0.0011239453919376222,0.00039173142996269471,2.160107099821668e-08,3.529455764200371e-16,2.2790077575643091e-15,2.3731458711866178e-14,0.0011915039927486866,2.2497589846496731e-09,7.7206870738869432e-17,2.71785162430436e-17,5.2741934202913416e-20,0.0,2.0137533424114085e-09
5.370776304939834e-13,0.2616347075732281,76.950000000000003,0.0,0.0,0.0,0.99710851699627923,9.4999998978026188,4.494744124618716e-06,6.4472680055795126e-05,6.4414940889342726e-05,7.9968295631436199e-08,6.8097452959296399e-12,0.0011298297395487349,0.00040284773450001134,2.2222274336679225e-08,3.6593904567588302e-16,2.4176573386632405e-15,2.5081287563124802e-14,0.0012253165178507937,2.3352702369022646e-09,7.9427188187710884e-17,2.7962026254786791e-17,5.6795470210619545e-20,0.0,2.1140736947978515e-09
5.470220992353503e-13,0.26163470756272084,76.950000000000003,0.0,0.0,0.0,0.99705524474631568,9.4999998942906405,4.5778454035105068e-06,6.566272305413395e-05,6.5602721485959951e-05,8.2855487032904956e-08,6.9354856569041541e-12,0.0011354786707966841,0.00041402090122268407,2.2846935775260817e-08,3.7915102329242032e-16,2.562064999327369e-15,2.6480869484383119e-14,0.0012593020427638924,2.4223700022962883e-09,8.1659865682036521e-17,2.8749860600355892e-17,6.1077071963913541e-20,0.0,2.217200011503895e-09
5.569665679767172e-13,0.26163470755206136,76.950000000000003,0.0,0.0,0.0,0.99700197819258241,9.4999998907277678,4.6609422269380756e-06,6.685263550540831e-05,6.6790327294280276e-05,8.5790246576185819e-08,7.0611233913163872e-12,0.0011409014975366659,0.0004252486538986617,2.3474924136541773e-08,3.9258067655730184e-16,2.7123650975820463e-15,2.7931080457606285e-14,0.0012934536444892165,2.51105793627633e-09,8.3904434362904675e-17,2.9541851517664457e-17,6.5595046076826017e-20,0.0,2.3231458840740378e-09
5.669110367180841e-13,0.2616347075412505,76.950000000000003,0.0,0.0,0.0,0.99694871722685019,9.4999998871143028,4.7440345953724794e-06,6.8042417555997587e-05,6.7977758515871603e-05,8.8772392962819137e-08,7.1868555483945036e-12,0.0011461071633008524,0.00043652880633194755,2.4106113112093264e-08,4.0622717584225551e-16,2.8686928922125098e-15,2.9432795892580914e-14,0.0013277646738661894,2.6013336945321596e-09,8.61604427758235e-17,3.033783748096818e-17,7.035784297643448e-20,0.0,2.4319243360023679e-09
5.768555054594511e-13,0.2616347075302892,76.950000000000003,0.0,0.0,0.0,0.99689546174516408,9.4999998834505597,4.8271225092759304e-06,6.9232069347774353e-05,6.9165015351378107e-05,9.1801745562619498e-08,7.3124421716403934e-12,0.0011511042578671248,0.00044785925880129305,2.4740381081763009e-08,4.2008969455906052e-16,3.0311845373849912e-15,3.0986890656729828e-14,0.0013622287447409677,2.6931969329916492e-09,8.8427456221360532e-17,3.1137662969081791e-17,7.5374056772984444e-20,0.0,2.5435478452075394e-09
5.86799974200818e-13,0.26163470751917844,76.950000000000003,0.0,0.0,0.0,0.99684221164767317,9.4999998797368228,4.9102059691021538e-06,7.0421591017319363e-05,7.0352098000532758e-05,9.4878124411203934e-08,7.4381755416921897e-12,0.0011559010312515397,0.00045923799463975812,2.5377610939668443e-08,4.3416740918845267e-16,3.1999770772960382e-15,3.2594239103873818e-14,0.0013968397235634197,2.7866473078139357e-09,9.0705056137483526e-17,3.1941178242220544e-17,8.0652425134922952e-20,0.0,2.6580283656187528e-09
5.957499960680482e-13,0.2616347075090515,76.950000000000003,0.0,0.0,0.0,0.99679429108407103,9.4999998763519642,4.9849772750781493e-06,7.1492049375094344e-05,7.1420323619795638e-05,9.7686924611661558e-08,7.5511985339294603e-12,0.0011600534081613887,0.00046951853672980165,2.5953556943478858e-08,4.4702066664652862e-16,3.3573916082592739e-15,3.4087106866510889e-14,0.0014281103370749381,2.8721093627408906e-09,9.276361407918609e-17,3.2667377483238327e-17,8.5634436086529312e-20,0.0,2.7635130526392172e-09
6.047000179352784e-13,0.26163470749880485,76.950000000000003,0.0,0.0,0.0,0.99674637473664363,9.4999998729270612,5.0597449739319798e-06,7.2562402534578153e-05,7.2488408453515234e-05,1.0053354057863575e-07,7.6642142430585577e-12,0.0011640555060029171,0.00047983525964679849,2.6531731390814493e-08,4.600469721013384e-16,3.5201227344778853e-15,3.5624454681283625e-14,0.0014594910385833681,2.9588564694451149e-09,9.4830136990718985e-17,3.3396347217628129e-17,9.0842557682478828e-20,0.0,2.8713292121021673e-09
6.136500398025087e-13,0.2616347074884389,76.950000000000003,0.0,0.0,0.0,0.99669846254049721,9.4999998694623216,5.1345090659780688e-06,7.3632650586247624e-05,7.3556352645451047e-05,1.0341784249161352e-07,7.7773270030234997e-12,0.0011679126853652315,0.00049018685302991318,2.7112057638367545e-08,4.7324573148795529e-16,3.6882721892013863e-15,3.7206918991690454e-14,0.0014909778427185318,3.0468883777215974e-09,9.6904350931732675e-17,3.4127989460436635e-17,9.6283457478806544e-20,0.0,2.9814845503352614e-09
6.226000616697389e-13,0.2616347074779545,76.950000000000003,0.0,0.0,0.0,0.99665055443304773,9.4999998659579425,5.2092695515260604e-06,7.4702793618181565e-05,7.4624156338793523e-05,1.0633970096080864e-07,7.890335975074833e-12,0.0011716301156372436,0.00050057205325693349,2.7694461607865569e-08,4.8661635269977417e-16,3.8619422764438854e-15,3.8835135969068177e-14,0.0015225669062624149,3.1362048375015436e-09,9.8985991128549171e-17,3.4862209511068267e-17,1.0196389693546538e-19,0.0,3.0939864788068702e-09
6.315500835369691e-13,0.26163470746735207,76.950000000000003,0.0,0.0,0.0,0.99660265035393947,9.4999998624141337,5.2840264308809855e-06,7.5772831715547188e-05,7.5691819676170557e-05,1.092989870257286e-07,8.0033391585131716e-12,0.0011752127818185378,0.00051098964177936294,2.8278871700336902e-08,5.0015824560760872e-16,4.0412358678985338e-15,4.0509741526434446e-14,0.0015542545230854731,3.2268055988490268e-09,1.0107480167046116e-16,3.5598915843402156e-17,1.0789073135486956e-19,0.0,3.2088421246330992e-09
6.405001054041993e-13,0.2616347074566322,76.950000000000003,0.0,0.0,0.0,0.99655475024496454,9.4999998588310923,5.3587797043434315e-06,7.6842764961024328e-05,7.675934279965356e-05,1.1229557215374677e-07,8.1163970271882566e-12,0.0011786654910870445,0.00052143844351696257,2.8865218713248164e-08,5.1387082203811608e-16,4.2262563998651135e-15,4.2231371331735675e-14,0.0015860371192637421,3.3186904119577787e-09,1.0317053521195557e-16,3.6338019999523918e-17,1.1407090982249218e-19,0.0,3.3260583407096424e-09
6.494501272714296e-13,0.26163470744579553,76.950000000000003,0.0,0.0,0.0,0.99650685404998696,9.499999855209003,5.4335293722096982e-06,7.7912593435049333e-05,7.7826725850763402e-05,1.153293282386793e-07,8.2293731581888153e-12,0.0011819928791419298,0.00053191732530724091,2.9453435760304227e-08,5.2775349576130472e-16,4.4171078701925642e-15,4.4000660820782682e-14,0.0016179112483630735,3.4118590271480532e-09,1.0527295268542677e-16,3.7079436486885155e-17,1.2051147514935612e-19,0.0,3.4456417154968626e-09
6.584001491386598e-13,0.2616347074348427,76.950000000000003,0.0,0.0,0.0,0.99645896171486847,9.4999998515480719,5.5082754347719459e-06,7.8982317215477353e-05,7.889396897047629e-05,1.1840012759936677e-07,8.3423540424873266e-12,0.0011851994163254596,0.00054242519440897083,3.0043458193871111e-08,5.4180568250182484e-16,4.6138948352341959e-15,4.5818245209634088e-14,0.0016498735868876937,3.50631119486362e-09,1.0738182302579311e-16,3.782308267887247e-17,1.2721956381638575e-19,0.0,3.5675985824639049e-09
6.6735017100589e-13,0.26163470742377415,76.950000000000003,0.0,0.0,0.0,0.99641107318739752,9.4999998478484748,5.5830178923183496e-06,8.0051936377944973e-05,7.9961072299229485e-05,1.2150784297826084e-07,8.4553655755138827e-12,0.0011882894135241881,0.00055296099705965383,3.0635223530021997e-08,5.5602679991971474e-16,4.8167224068163209e-15,4.7684759506469054e-14,0.0016819209298928283,3.6020466656688507e-09,1.0949692290122749e-16,3.8568878718725802e-17,1.342024059206161e-19,0.0,3.691935029192364e-09
6.763001928731203e-13,0.2616347074125906,76.950000000000003,0.0,0.0,0.0,0.99636318841721982,9.4999998441104125,5.6577567451332395e-06,8.112145099600695e-05,8.1028035976926622e-05,1.2465234754001557e-07,8.5683128963336022e-12,0.0011912670278557776,0.00056352371708538404,3.1228671376136904e-08,5.7041626760223409e-16,5.0256962492217109e-15,4.9600838523105264e-14,0.0017140501867567079,3.699065190245908e-09,1.1161803645420309e-16,3.93167474267153e-17,1.4146732512320234e-19,0.0,3.8186569061492656e-09
6.852502147403505e-13,0.2616347074012924,76.950000000000003,0.0,0.0,0.0,0.99631530735577289,9.4999998403340573,5.7324919934972302e-06,8.2190861140922836e-05,8.2094860142943108e-05,1.278335148700842e-07,8.6812675748730731e-12,0.0011941362681520567,0.00057411237456052257,3.18237433609361e-08,5.8497350706948762e-16,5.240922576185876e-15,5.1567116885997971e-14,0.0017462583771040616,3.7973665193920354e-09,1.1374495505269936e-16,4.0066614210459629e-17,1.4902173859913523e-19,0.0,3.9477698351456819e-09
6.942002366075807e-13,0.2616347073898802,76.950000000000003,0.0,0.0,0.0,0.99626742995622219,9.4999998365196028,5.8072236376873657e-06,8.3260166881960195e-05,8.3161544936131456e-05,1.3105121897332e-07,8.7942359601829702e-12,0.0011969010002479336,0.00058472602451482977,3.242038306683818e-08,5.9969794175754466e-16,5.4625081479066188e-15,5.3584229046810545e-14,0.0017785426268739539,3.8969504040169446e-09,1.1587747704731447e-16,4.0818406978234936e-17,1.568731569885761e-19,0.0,4.0792792174958718e-09
7.031502584748109e-13,0.26163470737835465,76.950000000000003,0.0,0.0,0.0,0.99621955617339841,9.499999832667223,5.8819516779772352e-06,8.4329368286468201e-05,8.422809049482624e-05,1.3430533427258235e-07,8.9071543924742916e-12,0.0011995649520828375,0.00059536375568642426,3.3018535964568212e-08,6.1458899701266735e-16,5.6905602680678365e-15,5.5652809292661483e-14,0.0018109001645269986,3.9978165951402766e-09,1.1801540753760856e-16,4.1572056055158151e-17,1.6502918434975253e-19,0.0,4.2131902418871851e-09
7.121002803420412e-13,0.261634707366716,76.950000000000003,0.0,0.0,0.0,0.99617168596373973,9.4999998287770921,5.9566761146371048e-06,8.5398465419754018e-05,8.5294496956848896e-05,1.3759573560734761e-07,9.0200799214035383e-12,0.0012021317186200889,0.00060602468931925005,3.3618149349955409e-08,6.296461000928082e-16,5.9251867808759828e-15,5.7773491755912418e-14,0.001843328317387944,4.09996484388917e-09,1.2015855814704004e-16,4.2327494102180366e-17,1.7349751811336672e-19,0.0,4.3495078919691048e-09
7.210503022092714e-13,0.261634707354965,76.950000000000003,0.0,0.0,0.0,0.99612381928523241,9.4999998248493966,6.0313969479340237e-06,8.6467458345329149e-05,8.6360764459512761e-05,1.4092229823232445e-07,9.1330080578535126e-12,0.001204604766590144,0.000616707978003598,3.4219172282853595e-08,6.4486868015303991e-16,6.1664960681099305e-15,5.9946910423576024e-14,0.0018758245081191972,4.2033949014958989e-09,1.2230674680377284e-16,4.3084656037813391e-17,1.8228594903846254e-19,0.0,4.4882369536705673e-09
7.300003240765016e-13,0.26163470734310224,76.950000000000003,0.0,0.0,0.0,0.99607595609735777,9.4999998208842982,6.1061141781319519e-06,8.753634712494749e-05,8.7426893139627604e-05,1.4428489781607423e-07,9.245897361551791e-12,0.0012069874390643652,0.00062741280455805239,3.4821555528109008e-08,6.6025616824102034e-16,6.4145970461846437e-15,6.2173699146410588e-14,0.001908386251320348,4.3081065192955955e-09,1.244597975298759e-16,4.3843478962481377e-17,1.9140236116969183e-19,0.0,4.6293820222558567e-09
7.389503459437318e-13,0.261634707331128,76.950000000000003,0.0,0.0,0.0,0.99602809636103729,9.4999998168819761,6.1808278054918646e-06,8.8605131818542894e-05,8.8492883133504076e-05,1.4768341043963593e-07,9.3587918866718386e-12,0.0012092829598658263,0.00063813838095127607,3.5425251498501764e-08,6.7580799729559381e-16,6.6695991632275e-15,6.4454491647607319e-14,0.0019410111502488577,4.4140994487240525e-09,1.2661754023790169e-16,4.4603902085399921e-17,2.0085473179592144e-19,0.0,4.7729475091290711e-09
7.479003678109621e-13,0.26163470731904287,76.950000000000003,0.0,0.0,0.0,0.99598024003858188,9.4999998128425993,6.2555378302718568e-06,8.9673812484426682e-05,8.9558734576958342e-05,1.5111771259515585e-07,9.471681963550581e-12,0.001211494437823009,0.00064888394726220059,3.6030214199594018e-08,6.9152360213425932e-16,6.9316123961678504e-15,6.6789921531146554e-14,0.0019736968936575482,4.5213734413156114e-09,1.2877981053309268e-16,4.5365866653905113e-17,2.1065113141012759e-19,0.0,4.9189376483962441e-09
7.568503896781923e-13,0.26163470730684746,76.950000000000003,0.0,0.0,0.0,0.99593238709364229,9.4999998087663293,6.3302442527272438e-06,9.0742389179306491e-05,9.0624447605316288e-05,1.5458768118452178e-07,9.5845416485960326e-12,0.0012136248708718067,0.00065964877067729724,3.6636399176423711e-08,7.0740241944914531e-16,7.2007472478400781e-15,6.9180622289859521e-14,0.0020064412527448752,4.6299282487010975e-09,1.3094644952309262e-16,4.6129315885152796e-17,2.2079972367052963e-19,0.0,5.0673565031934229e-09
7.658004115454225e-13,0.26163470729454213,76.950000000000003,0.0,0.0,0.0,0.99588453749116079,9.499999804653342,6.404947073110671e-06,9.1810861958265184e-05,9.1690022353417604e-05,1.5809319351800212e-07,9.6974040398197559e-12,0.0012156771500111034,0.00067043214452364001,3.7243763461983191e-08,7.2344388780364002e-16,7.4771147440992073e-15,7.1627227313129331e-14,0.0020392420782140608,4.7397636226058499e-09,1.3311730363410001e-16,4.689419490010547e-17,2.3130876536291551e-19,0.0,5.218207971788892e-09
7.747504334126528e-13,0.26163470728212734,76.950000000000003,0.0,0.0,0.0,0.99583669119732621,9.4999998005037938,6.4796462916721919e-06,9.2879230874917101e-05,9.2755458955620133e-05,1.6163412731288956e-07,9.8102577053792393e-12,0.0012176540631171932,0.00068123338733647675,3.7852265527423185e-08,7.3964744762157309e-16,7.7608264309496838e-15,7.4130369894296291e-14,0.0020720972974371779,4.8508793148478145e-09,1.3529222443239315e-16,4.7660450659732072e-17,2.4218660636411e-19,0.0,5.3714957934675998e-09
7.83700455279883e-13,0.26163470726960375,76.950000000000003,0.0,0.0,0.0,0.99578884817952862,9.499999796317848,6.554341908659372e-06,9.3947495981418181e-05,9.3820757545803613e-05,1.652103606921491e-07,9.9230872219917791e-12,0.0012195582986221532,0.00069205184196005664,3.846186523392275e-08,7.5601254118326835e-16,8.0519943716872758e-15,7.6690683237789381e-14,0.0021050049117203756,4.9632750773356925e-09,1.3747106845254385e-16,4.8428031903347269e-17,2.5344168960654187e-19,0.0,5.5272235542057334e-09
7.926504771471132e-13,0.2616347072569718,76.950000000000003,0.0,0.0,0.0,0.9957410084063163,9.4999997920956645,6.6290339243173775e-06,9.501565732847145e-05,9.4885918257373822e-05,1.6882177218307108e-07,1.0035916837665933e-11,0.0012213924490610472,0.00070288687468052018,3.907252378616983e-08,7.725386126208938e-16,8.3507311440535662e-15,7.9308800465938012e-14,0.0021379629936666348,5.0769506620671611e-09,1.3965369703130518e-16,4.9196889089016342e-17,2.6508255104386287e-19,0.0,5.6853946921429226e-09
8.055975906916961e-13,0.2616347072385074,76.950000000000003,0.0,0.0,0.0,0.99567180900700281,9.499999785924043,6.73707712105365e-06,9.6560677439126629e-05,9.6426537436592179e-05,1.7410805098487489e-07,1.0199119247431417e-11,0.0012239267714202022,0.00071858894706090012,3.9957701077163067e-08,7.9672899461954571e-16,8.7965082096238334e-15,8.3199750737877553e-14,0.0021857257442816926,5.2436582199718705e-09,1.4281751624875858e-16,5.0311279882037366e-17,2.8262248505502797e-19,0.0,5.9185358091318597e-09
8.18544704236279e-13,0.2616347072198186,76.950000000000003,0.0,0.0,0.0,0.99560261624634494,9.4999997796773989,6.8451127826836495e-06,9.8105480664725548e-05,9.7966868762185567e-05,1.794673271510833e-07,1.0362228559391323e-11,0.0012263268851987784,0.00073432266714367465,4.084490704171129e-08,8.2125341844048614e-16,9.2587052159230022e-15,8.7214905488926544e-14,0.0022335848465604778,5.4130427358524204e-09,1.4598858641246148e-16,5.1428101846295849e-17,3.0101426107650801e-19,0.0,6.1568064142558735e-09
8.31491817780862e-13,0.2616347072009066,76.950000000000003,0.0,0.0,0.0,0.99553343004094985,9.4999997733561941,6.9531409099250341e-06,9.9650067144195202e-05,9.950691263283552e-05,1.8489923741152961e-07,1.0525390991751815e-11,0.0012285996604122047,0.00075008635564707403,4.1734038014830575e-08,8.4611022173700645e-16,9.7376686035689327e-15,9.1356180585164519e-14,0.0022815351930825494,5.5851034598913479e-09,1.4916653700066714e-16,5.254722263040903e-17,3.2028475205138451e-19,0.0,6.4002154076559307e-09
8.444389313254449e-13,0.26163470718177306,76.950000000000003,0.0,0.0,0.0,0.99546425031167218,9.4999997669608902,7.0611615034866467e-06,0.00010119443701129368,0.00010104666944522517,1.9040342023809083e-07,1.0688684530339654e-11,0.0012307516155130802,0.00076587841922837424,4.262499531225077e-08,8.7129775013013956e-16,1.0233747005878085e-14,9.562549166270939e-14,0.0023295719378048935,5.7598396426263666e-09,1.523510152934155e-16,5.3668516253363765e-17,3.4046123760564422e-19,0.0,6.6487711475702375e-09
8.573860448700278e-13,0.2616347071624191,76.950000000000003,0.0,0.0,0.0,0.99539507698339758,9.4999997604919404,7.1691745640689556e-06,0.00010273859039529537,0.00010258613959406028,1.9597951583633111e-07,1.085168467472985e-11,0.001232788935282148,0.00078169734611047007,4.3517684992369274e-08,8.9681435715231693e-16,1.0747291231340448e-14,1.0002475416095277e-13,0.0023776904827604683,5.9372505349412937e-09,1.5554168551977587e-16,5.4791862799621861e-17,3.615714038665435e-19,0.0,6.9024814779343103e-09
8.703331584146107e-13,0.2616347071428462,76.950000000000003,0.0,0.0,0.0,0.99532590998483506,9.4999997539497976,7.2771800923644984e-06,0.00010428252741999603,0.00010412532347209,2.0162716613717847e-07,1.1014701107166659e-11,0.0012347174880425562,0.00079754170187387383,4.4412017626693515e-08,9.2265840426627158e-16,1.1278654246182788e-14,1.0455588335421051e-13,0.0024258864652598679,6.1173353880573356e-09,1.58738228043439e-16,5.5917148125221547e-17,3.8364334328608469e-19,0.0,7.1613537549371018e-09
8.819855606047354e-13,0.2616347071250444,76.950000000000003,0.0,0.0,0.0,0.995263665042039,9.4999997479996452,7.3743786282915996e-06,0.00010567188585380558,0.00010551034452382421,2.0677093611841351e-07,1.1161577101649931e-11,0.0012363647975510682,0.00081182223744948783,4.521825127800776e-08,9.461966600212303e-16,1.1772409476181931e-14,1.087482285165392e-13,0.0024693256330290334,6.2816973737464892e-09,1.6161988534136627e-16,5.6931472668309466e-17,4.0435395052535117e-19,0.0,7.3987579749930881e-09
8.936379627948601e-13,0.2616347071070672,76.950000000000003,0.0,0.0,0.0,0.99520142512453014,9.4999997419908802,7.4715710641157418e-06,0.00010706106921796523,0.00010689513429636184,2.1197211814491857e-07,1.1308192271615882e-11,0.0012379323801695592,0.00082612132344089438,4.6025687499425053e-08,9.699976379118428e-16,1.2281145878629917e-14,1.1305033302439637e-13,0.0025128212994633648,6.4482241160395486e-09,1.6450584090070141e-16,5.7947203984802521e-17,4.2588772935557534e-19,0.0,7.6403536805086994e-09
9.052903649849847e-13,0.2616347070889157,76.950000000000003,0.0,0.0,0.0,0.99513919018753072,9.4999997359238133,7.5687574003268411e-06,0.00010845007759364288,0.0001082796930720293,2.1723045473619654e-07,1.1454872472172497e-11,0.0012394239185269452,0.00084043805969576894,4.6834269640833792e-08,9.9406015970626586e-16,1.2805125180342634e-14,1.1746359288178092e-13,0.0025563707268101621,6.6169150697461165e-09,1.6739589224304115e-16,5.8964269787785825e-17,4.4826600272090615e-19,0.0,7.8861453165940987e-09
9.169427671751094e-13,0.26163470707059067,76.950000000000003,0.0,0.0,0.0,0.9950769601883146,9.4999997297987573,7.6659376374105448e-06,0.00010983891105962701,0.00010966402113191676,2.2254568952325619e-07,1.1601744844854418e-11,0.0012408429253879096,0.00085477158758486005,4.7643943505559732e-08,1.0183830522421261e-15,1.3344610481049104e-14,1.2198940405199709e-13,0.0025999713036061649,6.7877696898779045e-09,1.7028984565730115e-16,5.9982600927070658e-17,4.7151035975402087e-19,0.0,8.1361370666060965e-09
9.28595169365234e-13,0.26163470705209296,76.950000000000003,0.0,0.0,0.0,0.99501473508611227,9.4999997236160176,7.7631117758484342e-06,0.000111227569692839,0.00011104811875588915,2.2791756724351785e-07,1.1748339940493353e-11,0.0012421927516436556,0.00086912108804866194,4.8454657241700732e-08,1.0429651473935416e-15,1.3899866242825417e-14,1.2662916247131006e-13,0.0026436205387366562,6.9607874316446309e-09,1.7318751581032287e-16,6.1002131250098291e-17,4.9564265568628542e-19,0.0,8.3903328644753071e-09
9.402475715553588e-13,0.2616347070334236,76.950000000000003,0.0,0.0,0.0,0.99495251484203073,9.4999997173759017,7.8602798161181785e-06,0.00011261605356706827,0.00011243198622259485,2.3334583373666123e-07,1.1894949342407275e-11,0.0012434765927830226,0.0008834857800155587,4.926636125411701e-08,1.0678052821195369e-15,1.4471158281470882e-14,1.3138426405996588e-13,0.0026873160566243514,7.1359677504506983e-09,1.7608872543952061e-16,6.2022797489239934e-17,5.2068501177469874e-19,0.0,8.6487364046890095e-09
9.50734733526471e-13,0.2616347070164753,76.950000000000003,0.0,0.0,0.0,0.99489652074535218,9.4999997117109825,7.9477258388189827e-06,0.00011386553969424568,0.00011367727038749709,2.382792768024643e-07,1.2027005081628916e-11,0.0012445781539004329,0.00089642637522695072,4.9997702304550478e-08,1.0903810699936258e-15,1.4999252913207451e-14,1.3576362762409727e-13,0.0027266797200635137,7.2954785907905818e-09,1.7870270008067272e-16,6.2942318250578023e-17,5.4401973121747784e-19,0.0,8.8849000796489724e-09
9.612218954975831e-13,0.2616347069993892,76.950000000000003,0.0,0.0,0.0,0.99484053052778887,9.4999997060000503,8.0351669227306327e-06,0.00011511488437582078,0.00011492236855118527,2.4325800605223646e-07,1.2158972837721089e-11,0.0012456308627395015,0.00090937815224586768,5.0729773851010583e-08,1.1131640910923615e-15,1.5540748992306839e-14,1.4023856747919855e-13,0.002766077456063127,7.4567402808200408e-09,1.8131928568267659e-16,6.386266774184479e-17,5.6812623398039377e-19,0.0,9.1244772153352464e-09
9.717090574686953e-13,0.261634706982166,76.950000000000003,0.0,0.0,0.0,0.99478454416455198,9.4999997002433147,8.1226030681939372e-06,0.00011636408766134595,0.00011616728091430512,2.4828183847454491e-07,1.2290778934624807e-11,0.0012466367537930345,0.00092234061378797401,5.1462544047534135e-08,1.1361535079390692e-15,1.6095843072436313e-14,1.4481010126457202e-13,0.0028055077521656423,7.6197524239190493e-09,1.8393836842057537e-16,6.4783805348522256e-17,5.930211988474684e-19,0.0,9.3674700505180836e-09
9.821962194398075e-13,0.26163470696480656,76.950000000000003,0.0,0.0,0.0,0.99472856163185241,9.4999996944409908,8.2100342755476213e-06,0.00011761314959870883,0.00011741200767673184,2.5335059176756855e-07,1.2422736631426594e-11,0.0012475977788829438,0.00093531328277771672,5.2195982264855815e-08,1.1593484863231677e-15,1.6664732567313181e-14,1.4947924664072907e-13,0.0028449691573770655,7.7845146235853651e-09,1.8655983882018658e-16,6.5705692011128992e-17,6.1872147891527289e-19,0.0,9.6138806966250643e-09
9.926833814109196e-13,0.2616347069473112,76.950000000000003,0.0,0.0,0.0,0.99467258290690885,9.4999996885932898,8.2974605451283078e-06,0.0001188620702348936,0.00011865654903756855,2.5846408433963569e-07,1.2554772821793251e-11,0.0012485158063240372,0.00094829570255273781,5.2930059101776118e-08,1.1827481952577836e-15,1.7247615751935727e-14,1.5424702128802389e-13,0.0028844602827886698,7.9510264834349717e-09,1.8918359179390926e-16,6.6628290239626469e-17,6.4524410160241143e-19,0.0,9.8637111364510789e-09
1e-12,0.2616347069296808,76.950000000000003,0.0,0.0,0.0,0.99463353025809553,9.4999996844867383,8.3584526425335033e-06,0.00011973332583848498,0.00011952472329964178,2.620580331015293e-07,1.264678992620754e-11,0.0012491317840506839,0.00095735873768535221,5.3442568401198326e-08,1.199194362908323e-15,1.7662671329679613e-14,1.5763232427887941e-13,0.0029120290966924557,8.0682334100444474e-09,1.910154133865302e-16,6.7272365028028339e-17,6.6424439568566473e-19,0.0,1.0040037538447082e-08
1.0031705433820318e-12,0.2616347069296808,76.950000000000003,0.0,0.0,0.0,0.99461660796785523,9.4999996827004178,8.3848818772707136e-06,0.00012011084961592933,0.00011990090519515854,2.6362213530295403e-07,1.2686593701968301e-11,0.0012493926287691049,0.00096128743494615235,5.3664746276841664e-08,1.2063518069710057e-15,1.7844691749605209e-14,1.591144429188508e-13,0.0029239797957443811,8.1192876071980021e-09,1.9180952625574406e-16,6.7551563975061237e-17,6.7260626855136373e-19,0.0,1.0116963236260783e-08
1.013657705353144e-12,0.2616347069119159,76.950000000000003,0.0,0.0,0.0,0.99456063679374995,9.4999996767625863,8.4722982723076261e-06,0.0001213594877860735,0.00012114507634708368,2.6882456447428761e-07,1.2818488196122181e-11,0.0012502299623113587,0.00097428806050595606,5.4400016640692647e-08,1.23015849695385e-15,1.8456160533368918e-14,1.640825292762172e-13,0.002963526420508089,8.289297598719208e-09,1.9443754517024733e-16,6.8475478604941526e-17,7.0082535563935754e-19,0.0,1.0373638744403915e-08
1.0241448673242562e-12,0.26163470689401713,76.950000000000003,0.0,0.0,0.0,0.99450466936451254,9.4999996707800012,8.5597097305700438e-06,0.00012260798478881316,0.00012238906269017289,2.7407119237043996e-07,1.2950403636877321e-11,0.0012510294517464036,0.00098729717720874468,5.513584410304551e-08,1.2541674438645847e-15,1.9082222916718108e-14,1.6915229814163816e-13,0.0030030989343515172,8.4610560619552159e-09,1.9706755528340968e-16,6.9400000870013199e-17,7.299189129099248e-19,0.0,1.0633739299432849e-08
1.0346320292953683e-12,0.26163470687598495,76.950000000000003,0.0,0.0,0.0,0.99444870566087029,9.499999664752858,8.6471162523872574e-06,0.00012385634066661364,0.0001236328644205093,2.7936184020421762e-07,1.308226231794851e-11,0.0012517926750388714,0.0010003143993678489,5.5872203570485578e-08,1.2783778295573361e-15,1.9723080545298925e-14,1.7432476734165022e-13,0.0030426961642334,8.634562600972199e-09,1.9969946690547433e-16,7.0325098784905304e-17,7.5990466451303572e-19,0.0,1.0897266436993124e-08
