Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794)
1.9711131907745618e-10,0.22134104800467258,76.950000000000003,0.0,0.0,0.0,0.99954629767526659,9.4999725766966812,1.6062973893023558e-05,0.00018167272469267701,0.00015522577870050503,2.6892785426965937e-05,7.9113712152626981e-11,2.0141005905408316e-07,2.9575704354489404e-05,5.1345982018060159e-07,3.5401441921555486e-13,2.5751036176501418e-10,8.5371453665044484e-09,4.2788775112327131e-05,2.2851195245077144e-07,4.5937147023805639e-15,3.8460138905580584e-17,7.1941846720270525e-14,1.6255339977023784e-17,3.2036388287454841e-10,4.6922688796609773e-08,2.1885234073510405e-08,2.1899310891238395e-08,8.6801138131355284e-12,5.3965400547644092e-12,2.4691114618644081e-18,1.2650644073673651e-09,9.9903374465224622e-13,3.0157804356171422e-13,1.6545746170930868e-18,1.0264742790259997e-12,6.7097206779734648e-15,1.56228456483871e-18,4.5946197986112857e-07,1.2558639628303042e-17,3.7633897013820197e-18,5.3031407449224693e-10,6.8073037781897339e-11,5.8698496965818743e-12,5.8320852627494665e-10,2.6656471242772691e-10,1.5621386814285097e-18,3.9990725058771227e-15,4.9969154284239324e-15,4.9014868947494985e-15,8.7025193461192978e-17,3.5490534156171926e-16,2.2852052253624377e-18,5.1263378616335506e-13,1.0347119912022462e-17,2.0778004851640892e-19,1.5664194619973509e-14,1.7775274944118973e-21,3.4861937389952306e-22,8.7274920463839122e-24,1.1323528091919721e-14,1.6238489128396831e-17,2.616046585982077e-17,1.618351456632271e-13,7.7448814768483423e-17,3.1816692483430515e-16,1.1424301984470685e-16,2.5864309432155259e-16,4.4168562953995415e-17,2.9111521654327584e-19,5.48631390781782e-23,2.0561244010725805e-19,6.6766067806917514e-16,7.1880175960744047e-17,1.5430208933469774e-16,2.266205290215618e-15,4.6609186857530336e-17,1.670464813903255e-08,3.4807147044888743e-14
2.0176990050521277e-10,0.2213410459649175,76.950000000000003,0.0,0.0,0.0,0.99953557408462446,9.4999717686063061,1.6442451553967381e-05,0.00018596412560330138,0.00015873114032756837,2.7687874525229822e-05,8.0982499595578509e-11,2.0140800909582368e-07,3.0276426466825453e-05,5.2565138817398306e-07,3.6448090898549279e-13,2.7767807888758998e-10,8.9515500867599488e-09,4.3802570714269861e-05,2.3943724638956013e-07,4.702787674005721e-15,3.9581666672890794e-17,7.681198088849718e-14,1.7529907734915708e-17,3.3519593831376032e-10,4.8710087053474913e-08,2.3298135148359867e-08,2.3313122497705311e-08,9.2409412124692314e-12,5.7462327481560482e-12,2.5277355167189355e-18,1.3206418965797292e-09,1.042953280076741e-12,3.1488011081775998e-13,1.9219493176868591e-18,1.0945260495033842e-12,7.0886884072892585e-15,1.814910101931806e-18,4.7035462802148359e-07,1.3391256234170869e-17,4.0128914008667867e-18,5.376122701637814e-10,6.8277864366539268e-11,5.871852661736212e-12,5.9277990142332964e-10,2.7742190869969031e-10,1.8147364276462012e-18,4.3193180298688547e-15,5.5215065525782758e-15,5.4143702437356015e-15,9.8439306239846934e-17,3.7076113264460824e-16,2.6381546271438889e-18,5.3397855964049629e-13,1.1714231231401118e-17,2.4063990732342453e-19,1.6334336595100716e-14,2.1078264008708571e-21,4.1319383566420563e-22,1.0544607506909705e-23,1.2084741322304388e-14,1.6914839812060334e-17,2.7685353556221885e-17,1.7279356804152448e-13,8.2699246617822623e-17,3.3428254318994033e-16,1.2198954249503202e-16,2.7705946334293156e-16,4.6850662482744898e-17,3.0482474723584936e-19,5.8769599756398176e-23,2.1945112220076256e-19,7.1286834703581589e-16,7.6162570845734505e-17,1.6428161767395017e-16,2.3199042897302968e-15,4.9853640134450282e-17,1.7491269239972505e-08,3.5537584496180817e-14
2.0642848193296936e-10,0.22134104392365297,76.950000000000003,0.0,0.0,0.0,0.99952485045943507,9.4999709598484046,1.6821921876092083e-05,0.00019025542271810394,0.00016223567903203865,2.8483612339895056e-05,8.2851241549413301e-11,2.0140595912929519e-07,3.0977140480922785e-05,5.3784265942656189e-07,3.7495593841399654e-13,2.9887792303777902e-10,9.3760734626829917e-09,4.4816355686031137e-05,2.5061747888369302e-07,4.8118579908122763e-15,4.0713131941420477e-17,8.1882344506272761e-14,1.8869801592053726e-17,3.5033934038887571e-10,5.0515797057462965e-08,2.4764124677143287e-08,2.478005683932894e-08,9.822858603711429e-12,6.1091160936092905e-12,2.5863589568620123e-18,1.3774030007858203e-09,1.0878087572565446e-12,3.2846708277141733e-13,2.2244501319872129e-18,1.1654542690057627e-12,7.4794723620644352e-15,2.1007546172962406e-18,4.812473389773149e-07,1.4259067164447726e-17,4.2729392292940648e-18,5.4474174916181991e-10,6.8470960666321547e-11,5.8738058046245895e-12,6.0221853847880361e-10,2.8841876079150321e-10,2.1005487187532794e-18,4.6568431920102546e-15,6.0866187479294378e-15,5.9666322974036316e-15,1.1102396510819565e-16,3.8696020306147086e-16,3.0350608153969858e-18,5.5563201968098197e-13,1.322309534191241e-17,2.7772840809151145e-19,1.7014527717124915e-14,2.489478097531363e-21,4.8778245228045758e-22,1.2683428501556808e-23,1.2876536375452824e-14,1.7600976247780243e-17,2.9256760578013063e-17,1.8420217037433304e-13,8.81656296422773e-17,3.5085320841757361e-16,1.3005475467624648e-16,2.9627507778767933e-16,4.9625894352628328e-17,3.1886973233351735e-19,6.2845595398214746e-23,2.3385505115551395e-19,7.5993291283225645e-16,8.0578972633900493e-17,1.7463682232110071e-16,2.3736027178840661e-15,5.3225530432050645e-17,1.8295931324402262e-08,3.6267991459957564e-14
2.1108706336072595e-10,0.22134104188106452,76.950000000000003,0.0,0.0,0.0,0.99951412679973628,9.499970150495729,1.720138485944772e-05,0.00019454661600607057,0.00016573946757466687,2.9279926086511854e-05,8.4719938000862551e-11,2.0140390915450909e-07,3.1677846396763815e-05,5.5003363385175754e-07,3.854385493715476e-13,3.211354826776579e-10,9.8107357608783865e-09,4.5830130029144468e-05,2.6205263834077346e-07,4.9209256520257988e-15,4.1854554507055005e-17,8.7155827177744099e-14,2.0276645707386716e-17,3.6579255819928355e-10,5.2339268490929876e-08,2.6283735585127773e-08,2.6300647186559438e-08,1.0426077956692053e-11,6.4853232797710622e-12,2.6449817823823571e-18,1.4353476157897683e-09,1.1336000935806499e-12,3.4233896465459541e-13,2.565665146925768e-18,1.2393142183894578e-12,7.8821431931697008e-15,2.4232161534969157e-18,4.9214010795200863e-07,1.5162748811628243e-17,4.5437358667208763e-18,5.5170649462357662e-10,6.8653289613444802e-11,5.8757105219190032e-12,6.1152777565770099e-10,2.9955175920056871e-10,2.4229730221041528e-18,5.0121352422630371e-15,6.6942956507171968e-15,6.5602335088536635e-15,1.2486691616612935e-16,4.035025226206641e-16,3.4801244646434107e-18,5.7758799664519941e-13,1.4884532143846137e-17,3.194698581438207e-19,1.7704566976829506e-14,2.9289707315748976e-21,5.7364905792156004e-22,1.519128469886068e-23,1.3699299085210822e-14,1.8296702866594792e-17,3.0874669392531257e-17,1.9606734930240058e-13,9.3851037114860292e-17,3.6788340754526307e-16,1.3844319313992856e-16,3.1630218946687772e-16,5.2495275330165045e-17,3.3325177333433937e-19,6.709372484028004e-23,2.4883223554051749e-19,8.0888078243951448e-16,8.5129377044020121e-17,1.8537148511414595e-16,2.4273005747641847e-15,5.6725545470876153e-17,1.9118633348146681e-08,3.699836859444831e-14
2.1574564478848254e-10,0.22134103983731793,76.950000000000003,0.0,0.0,0.0,0.99950340310556574,9.499969340613271,1.7580840504084349e-05,0.00019883770543619348,0.00016924257094183862,3.0076750753543864e-05,8.6588588936631931e-11,2.0140185917147614e-07,3.2378544214331003e-05,5.6222431136293031e-07,3.9592788605076705e-13,3.4447632108800785e-10,1.025555723548454e-08,4.6843893745135387e-05,2.737427131667296e-07,5.0299906568709195e-15,4.3005954153658593e-17,9.263526569650469e-14,2.1752062795769364e-17,3.8155406835263463e-10,5.4179968482928532e-08,2.7857484795500397e-08,2.7875410797402608e-08,1.1050804875909656e-11,6.8749834949247338e-12,2.7036039933682278e-18,1.4944756375645154e-09,1.1803272065716596e-12,3.5649576162055466e-13,2.9494464407597079e-18,1.3161609610261837e-12,8.2967698943702651e-15,2.7859433740796745e-18,5.0303293033927917e-07,1.6102974906925623e-17,4.8254831957553045e-18,5.5851039637407042e-10,6.882573241445369e-11,5.8775681585589599e-12,6.2071086770404168e-10,3.108174826749906e-10,2.7856573679774146e-18,5.3856819703266239e-15,7.3466306426926007e-15,7.1971800779091872e-15,1.4006013162074035e-16,4.2038806117828477e-16,3.9778284159201222e-18,5.998404489438341e-13,1.6709901282977742e-17,3.6631950096358343e-19,1.8404257536943369e-14,3.433429958893521e-21,6.7218193416843585e-22,1.8121103159176198e-23,1.4553405585058502e-14,1.9001828158565718e-17,3.253904417107089e-17,2.0839537360468296e-13,9.9758480873166133e-17,3.8537765562553089e-16,1.4715930394635829e-16,3.3715280488301262e-16,5.5459823400384668e-17,3.479724818826848e-19,7.15165348847386e-23,2.6439052762158262e-19,8.5973784142420005e-16,8.9813725142077911e-17,1.9648927432083491e-16,2.4809978604584085e-15,6.0354292846868871e-17,1.9959374316170056e-08,3.7728716533111983e-14
2.250628076439957e-10,0.2213410357469265,76.950000000000003,0.0,0.0,0.0,0.99948195561395925,9.4999677194847525,1.8339729777400919e-05,0.0002074195725989095,0.00017624694789723379,3.1671706994438635e-05,9.0325754207974911e-11,2.0139775918071161e-07,3.3779915554573795e-05,5.8660477529633435e-07,4.1692376344213762e-13,3.9450997052009398e-10,1.1175758671819493e-08,4.8871389301812324e-05,2.9788756254060986e-07,5.2481126943529356e-15,4.5338763767524109e-17,1.0422310070104599e-13,2.4915100101923868e-17,4.1399590943976814e-10,5.7911006071818259e-08,3.1169388774137627e-08,3.1189449750032253e-08,1.2365573185368209e-11,7.6951605062190552e-12,2.8208465720872694e-18,1.6162814861770766e-09,1.2765884333237521e-12,3.8566412102697291e-13,3.8615079780710818e-18,1.4790339971644989e-12,9.1621592116338334e-15,3.6481112279886955e-18,5.2481871772654088e-07,1.809574212199337e-17,5.4226334903130652e-18,5.7165077407077035e-10,6.9144115696464708e-11,5.8811473272360016e-12,6.387112300647469e-10,3.3373384799620391e-10,3.6477196975301181e-18,6.1894928372863656e-15,8.7938967930968914e-15,8.609361917759058e-15,1.7488692622945215e-16,4.5518867495612814e-16,5.1505652407315721e-18,6.4521123768316471e-13,2.0900652090919209e-17,4.7732767340279188e-19,1.9831825555716459e-14,4.669216942747018e-21,9.1347683660610103e-22,2.5489462800817611e-23,1.6357107429324796e-14,2.0439528517916226e-17,3.6006961385270488e-17,2.3446440986750181e-13,1.1225122497763587e-16,4.2177649413276642e-16,1.6559188452837714e-16,3.8137137656984175e-16,6.1678501344110228e-17,3.7843639717735357e-19,8.0896130217932581e-23,2.9728108229128559e-19,9.6728052907924305e-16,9.9583756934302653e-17,2.198883582706629e-16,2.5883907186316073e-15,6.800003201848447e-17,2.1694969320677909e-08,3.9189327240868469e-14
2.3344825421395755e-10,0.22134103206294276,76.950000000000003,0.0,0.0,0.0,0.99946265275399826,9.4999662591774943,1.902270502546937e-05,0.0002151428975405921,0.00018254906410467318,3.3108394434491778e-05,9.3689047155141628e-11,2.013940691609218e-07,3.5041122064520423e-05,6.0854617652004189e-07,4.3583620291266168e-13,4.4350105641705693e-10,1.2038887303292958e-08,5.0696098973204866e-05,3.2048962119265212e-07,5.44441343552011e-15,4.7472612279334024e-17,1.1538394164802866e-13,2.8012606078417142e-17,4.4423279598812361e-10,6.1322850542543222e-08,3.4340130958662477e-08,3.4362236136561063e-08,1.3624359788542647e-11,8.4805476581714415e-12,2.9263627921025116e-18,1.7299529610285864e-09,1.3664230689897849e-12,4.1289010420051385e-13,4.8724127615651553e-18,1.6363825352006891e-12,9.982560506557561e-15,4.6039101478725117e-18,5.4442606602027642e-07,2.0020919374973256e-17,5.9995291886524255e-18,5.8296421484279327e-10,6.9404251705674339e-11,5.8842200920991567e-12,6.5451115332710292e-10,3.5477990445374562e-10,4.6033966550839433e-18,6.9802553499128676e-15,1.027118421612615e-14,1.0049624206559516e-14,2.1186138516192302e-16,4.8768273493106299e-16,6.4371952772578186e-18,6.8700081295927827e-13,2.5358448231671223e-17,5.9995649745550261e-19,2.1147751944333277e-14,6.0897939921521898e-21,1.1907610042090155e-21,3.4228250772253598e-23,1.8091218102876307e-14,2.1763761241468758e-17,3.928629327800464e-17,2.595698367857995e-13,1.2428306016542683e-16,4.5616833649271562e-16,1.8334465817524895e-16,4.2410007822423812e-16,6.761103497600215e-17,4.0702852939189001e-19,8.9959695508742161e-23,3.28945660530859e-19,1.0708477746933187e-15,1.0883324239207111e-16,2.4229242497207787e-16,2.6850423383868046e-15,7.5326020621301361e-17,2.3318688862092983e-08,4.0503782922449475e-14
2.418337007839194e-10,0.22134102837709174,76.950000000000003,0.0,0.0,0.0,0.99944334978293559,9.4999647978881026,1.9705656496867484e-05,0.00022286588550092775,0.00018884969465506092,3.4546002502451647e-05,9.7052192424532331e-11,2.0139037911456722e-07,3.6302302335788477e-05,6.3048661439223044e-07,4.5476076146698037e-13,4.963985289116816e-10,1.2935246151313327e-08,5.2520774236085222e-05,3.4391742525234303e-07,5.6407055579750825e-15,4.9639093715932402e-17,1.272539110568674e-13,3.1357468663207667e-17,4.7544519722520151e-10,6.4782959830530008e-08,3.7693640562171946e-08,3.7717907983229056e-08,1.4955758031232617e-11,9.3113618098618596e-12,3.0318770223777618e-18,1.8474570639517876e-09,1.45928834466433e-12,4.4103928889973904e-13,6.0944789885865837e-18,1.8042547773793901e-12,1.0842706618261117e-14,5.7595847487171788e-18,5.6403352263647513e-07,2.207485795761946e-17,6.615008683460557e-18,5.9381297159066939e-10,6.9643005433287326e-11,5.8871591461028008e-12,6.6994937934247752e-10,3.7620658844793459e-10,5.7589180447207973e-18,7.8377655645962424e-15,1.1927987624153219e-14,1.166360096206725e-14,2.5484390148997164e-16,5.2128835792138389e-16,7.9781572378254874e-18,7.296625869392167e-13,3.0550097468064815e-17,7.4778351928514845e-19,2.249206904815928e-14,7.8658227900888883e-21,1.5373508805347475e-21,4.547006915184355e-23,1.9932314068738755e-14,2.3115644100182877e-17,4.2714860675694675e-17,2.8626680549935467e-13,1.3707845707909839e-16,4.9213511358593945e-16,2.0222428510773912e-16,4.6967297223008242e-16,7.3867839199030548e-17,4.3674344250853387e-19,9.962656735622121e-23,3.6260834933436341e-19,1.1809806937154437e-15,1.1851352598988321e-16,2.6599004510944351e-16,2.781692108816999e-15,8.3075196417424967e-17,2.5000840848418811e-08,4.1818152864662868e-14
2.5021914735388125e-10,0.2213410246898376,76.950000000000003,0.0,0.0,0.0,0.99942404670099205,9.499963335805532,2.0388584191887724e-05,0.00023058853629931591,0.00019514902846897263,3.5984342095501381e-05,1.0041518993841836e-10,2.0138668904170204e-07,3.7563456368276841e-05,6.5242608840561843e-07,4.7369494976849556e-13,5.5335074680522973e-10,1.386495296316171e-08,5.4345415099067582e-05,3.6817090704255531e-07,5.8369890571800199e-15,5.1838323090492828e-17,1.3984779968756991e-13,3.4959110922814502e-17,5.076244954020312e-10,6.8288777981559284e-08,4.1232416160204836e-08,4.1258965483986511e-08,1.6360761699656635e-11,1.018822737410704e-11,3.1373892634113671e-18,1.968793194642536e-09,1.5551837843850737e-12,4.7011170246244143e-13,7.5613204641109457e-18,1.9829640996618514e-12,1.1742952510076096e-14,7.1470075351605544e-18,5.8364106582561784e-07,2.4261392191977794e-17,7.2702209239287491e-18,6.0421662571678071e-10,6.9863356205054833e-11,5.8899707915902545e-12,6.8504212941960854e-10,3.9799685932365256e-10,7.1461499771907659e-18,8.7648780327522088e-15,1.3778306944180558e-14,1.3464627083100804e-14,3.0453570387138237e-16,5.5600536994209562e-16,9.8112562022960847e-18,7.7316561741959148e-13,3.6563081852164051e-17,9.2477666514173676e-19,2.38637687590573e-14,1.0068353042765717e-20,1.967116963070486e-21,5.9800275205279978e-23,2.1882268949792148e-14,2.4494196269734151e-17,4.6291889352385633e-17,3.1458758942583297e-13,1.5065292135705788e-16,5.2970407285135299e-16,2.2225365465426898e-16,5.1815185744030257e-16,8.0454942461180355e-17,4.6759086716086833e-19,1.0990985444475139e-22,3.9830971750258206e-19,1.2978128196769478e-15,1.2862257351359516e-16,2.9099894916079561e-16,2.8783400304000142e-15,9.1248580619586196e-17,2.6741420670636376e-08,4.3132440026571881e-14
2.586045939238431e-10,0.2213410210015961,76.950000000000003,0.0,0.0,0.0,0.99940474350838826,9.49996187308383,2.1071488110822728e-05,0.00023831084975522234,0.00020144721954898785,3.7423259022263969e-05,1.0377803961893926e-10,2.0138299894237801e-07,3.8824584161884758e-05,6.743645980524655e-07,4.9263673805254488e-13,6.1450590684335384e-10,1.4828125398910771e-08,5.6170021570685985e-05,3.9324999886861677e-07,6.033263928592104e-15,5.4070415331548355e-17,1.5317993501998254e-13,3.8826947209913907e-17,5.4076214869847335e-10,7.1837887919939228e-08,4.4958824087027324e-08,4.4987776505877471e-08,1.7840311978828618e-11,1.1111735710417882e-11,3.242899515697053e-18,2.0939607547020543e-09,1.6541089136965901e-12,5.0010737146953476e-13,9.3103119750149717e-18,2.1728216613001093e-12,1.2683642568915605e-14,8.8016281426641755e-18,6.0324867505862333e-07,2.6584329275014193e-17,7.9663067312571055e-18,6.1419393720127762e-10,7.0067846449424501e-11,5.8926609662950839e-12,6.9980489923592201e-10,4.2013444046668052e-10,8.8005346958446463e-18,9.7644476634948731e-15,1.5836660158095643e-14,1.5466506326689497e-14,3.6168961657595149e-16,5.9183359755335277e-16,1.1978151731978956e-17,8.1748010857728126e-13,4.3491587025925297e-17,1.1353496493456027e-18,2.5261880318549171e-14,1.2779290456336078e-20,2.4960620628568971e-21,7.7912357862196752e-23,2.3942872435611716e-14,2.5898473264529492e-17,5.0016468281501127e-17,3.4456331724669571e-13,1.6502140861166694e-16,5.6890270320620242e-16,2.4345484419182981e-16,5.6959633648458425e-16,8.7378409538393485e-17,4.9958062141867082e-19,1.2082219959898799e-22,4.3608894264493912e-19,1.4214730456296008e-15,1.3915794093112253e-16,3.1733592913642829e-16,2.9749861036107214e-15,9.9846570108579135e-17,2.8540423936766475e-08,4.4446647194059467e-14
2.6699004049380495e-10,0.22134101731267897,76.950000000000003,0.0,0.0,0.0,0.99938544020534581,9.4999604098486099,2.1754368253965267e-05,0.00024603282568817645,0.00020774439346292868,3.8862627520768667e-05,1.071407413881572e-10,2.0137930881664516e-07,4.0085685716511757e-05,6.9630214282459869e-07,5.1158447079724807e-13,6.8001206213047417e-10,1.5824881040051876e-08,5.7994593659395406e-05,4.1915463301831933e-07,6.2295301676643107e-15,5.6335485291105778e-17,1.6726420060511691e-13,4.2970384318515837e-17,5.7484969055410999e-10,7.5428003084861005e-08,4.8875105609655712e-08,4.8906583767711831e-08,1.9395300306447401e-11,1.2082446919019783e-11,3.3484077797239645e-18,2.2229591476495693e-09,1.7560632596600005e-12,5.3102632175656858e-13,1.1382835980256719e-17,2.3741364202835565e-12,1.3665111771803288e-14,1.076270967132313e-17,6.2285633092980785e-07,2.9047449467618645e-17,8.7043988552884221e-18,6.237628785182958e-10,7.0258646985420295e-11,5.8952352735786278e-12,7.1425249087585235e-10,4.4260378506826965e-10,1.076132680096423e-17,1.0839328821340752e-14,1.811808251543763e-14,1.7683508838021543e-14,4.2711173651678535e-16,6.2877286786486457e-16,1.4524575074018731e-17,8.6257736845510379e-13,5.1436747166888923e-17,1.3843929246199747e-18,2.6685468932675309e-14,1.6092570306804715e-20,3.1425558765552011e-21,1.0062285455273765e-22,2.6115834049404073e-14,2.7327565590061886e-17,5.388756080917718e-17,3.7622401534967001e-13,1.8019834482214653e-16,6.0975872612949489e-16,2.6584914925010471e-16,6.2406389719813332e-16,9.4644344300397981e-17,5.3272260756135108e-19,1.323757970564135e-22,4.7598386484737121e-19,1.5520858031410306e-15,1.5011680751418773e-16,3.4501688950240809e-16,3.0716303289178916e-15,1.0886898206329511e-16,3.0397846430462782e-08,4.5760776994480111e-14
2.753754870637668e-10,0.22134101362335803,76.950000000000003,0.0,0.0,0.0,0.99936613679208564,9.4999589462023515,2.2437224621608259e-05,0.00025375446391776897,0.00021404065263123001,4.0302344972063198e-05,1.1050329516817162e-10,2.0137561866455355e-07,4.1346761032057719e-05,7.1823872221347531e-07,5.3053679713362788e-13,7.5001713809494415e-10,1.6855337397107051e-08,5.9819131373572507e-05,4.458847417619269e-07,6.4257877698477808e-15,5.8633647751323479e-17,1.8211405460417421e-13,4.7398822484411307e-17,6.0987872900511937e-10,7.9056959716188659e-08,5.2983383669624661e-08,5.3017511586202834e-08,2.1026571054780015e-11,1.3100891526622092e-11,3.4539140559767096e-18,2.3557877789300301e-09,1.8610463508588501e-12,5.6286857842402911e-13,1.3824533532299225e-17,2.5872151486786981e-12,1.4687686714463009e-14,1.3073569277493102e-17,6.424640150708037e-07,3.16545062822999e-17,9.4856220307486932e-18,6.3294066721953647e-10,7.0437612506994774e-11,5.8976990091535702e-12,7.2839904351172886e-10,4.6539004342708016e-10,1.3071833724726963e-17,1.1992374533035877e-14,2.0638125808072897e-14,2.0130368752393584e-14,5.0166309726829083e-16,6.6682300853874177e-16,1.7500548221477804e-17,9.0842976804480608e-13,6.0506889686354255e-17,1.6773055085395523e-18,2.8133634438898407e-14,2.0115409256846758e-20,3.9275860032499567e-21,1.2888768394312492e-22,2.8402786743980413e-14,2.8780597445898058e-17,5.790401515814729e-17,4.0959864867662968e-13,1.96197645961321e-16,6.5230008769966735e-16,2.8945711248458398e-16,6.8160999099108495e-16,1.0225889175982867e-16,5.6702680919755761e-19,1.4458240909094611e-22,5.180310383320365e-19,1.6897712345600568e-15,1.6149600697495061e-16,3.7405689503368202e-16,3.168272706777771e-15,1.1831509613170374e-16,3.2313684077275311e-08,4.7074831909589058e-14
2.8376093363372866e-10,0.22134100993384703,76.950000000000003,0.0,0.0,0.0,0.99934683326882923,9.4999574822286821,2.312005721404476e-05,0.00026147576426364949,0.00022033608063028631,4.1742327597667256e-05,1.1386570088096555e-10,2.0137192848615166e-07,4.2607810108422822e-05,7.4017433571025194e-07,5.4949261420754565e-13,8.2466894652013376e-10,1.7919611916457054e-08,6.1643634721516576e-05,4.7344025735218398e-07,6.6220367305900195e-15,6.0965017432240452e-17,1.9774254756478016e-13,5.2121656273542242e-17,6.458409460269474e-10,8.2722709712248891e-08,5.7285669231557888e-08,5.7322572228652037e-08,2.2734924056093716e-11,1.4167572073739286e-11,3.5594183449354268e-18,2.4924460559177812e-09,1.969057717402609e-12,5.956341658466486e-13,1.6685558972166843e-17,2.8123624478647998e-12,1.5751686519740892e-14,1.5781822590643529e-17,6.6207171007388537e-07,3.4409226669650926e-17,1.031109303312425e-17,6.4174379725355602e-10,7.0606328770690008e-11,5.9000571847962695e-12,7.4225806280206587e-10,4.8847903169143554e-10,1.5779660024262009e-17,1.322643578944064e-14,2.3412857698030402e-14,2.282228185991374e-14,5.8626132082280731e-16,7.0598384779139081e-16,2.0960604597008359e-17,9.5501070187503204e-13,7.0817779710190921e-17,2.0200276525522227e-18,2.9605510022039531e-14,2.4969635422482697e-20,4.8750255732425294e-21,1.6381994021610767e-22,3.0805290337825309e-14,3.0256725476369924e-17,6.2064574312393527e-17,4.4471516006907005e-13,2.1303273690052594e-16,6.9655495145365987e-16,3.1429855158408192e-16,7.4228810833540136e-16,1.102282395382795e-16,6.0250328868284241e-19,1.5745338202510903e-22,5.6226578122462181e-19,1.8346453589437093e-15,1.7329205676747296e-16,4.044702158744854e-16,3.2649132376451759e-15,1.2818369430516192e-16,3.4287932917224173e-08,4.8388814287000694e-14
2.921463802036905e-10,0.22134100624432412,76.950000000000003,0.0,0.0,0.0,0.99932752963579807,9.4999560179958493,2.3802866031567982e-05,0.00026919672654552326,0.00022663074564382527,4.3182507008841074e-05,1.1722795844843947e-10,2.0136823828148641e-07,4.3868832945507517e-05,7.6210898280582421e-07,5.6845102175444565e-13,9.0411519764046823e-10,1.9017821986330478e-08,6.3468103711450272e-05,5.0182111202432365e-07,6.8182770453353264e-15,6.3329708997470018e-17,2.1416233944461423e-13,5.714827533879916e-17,6.827280968828595e-10,8.6423314019528933e-08,6.178386725473105e-08,6.1823671888381995e-08,2.4521116978070422e-11,1.5282964607632428e-11,3.6649206470758239e-18,2.6329333879167712e-09,2.0800968909266351e-12,6.2932310768176519e-13,2.0020838259220822e-17,3.0498807636634489e-12,1.6857423635340571e-14,1.89396318344061e-17,6.816793994238287e-07,3.7315311203477318e-17,1.1181920734134718e-17,6.5018806902696872e-10,7.0766152361837577e-11,5.9023145493307482e-12,7.5584244901802898e-10,5.1185720201955853e-10,1.8936955371511127e-17,1.4544360934964064e-14,2.6458861093196647e-14,2.5774903327698466e-14,6.8188225719449462e-16,7.462552143942908e-16,2.4964011234541329e-17,1.0022945500885178e-12,8.2492864357244097e-17,2.4190743601102674e-18,3.110026097873246e-14,3.0793099974850613e-20,6.0119182601164821e-21,2.0670923960546845e-22,3.3324834793963672e-14,3.1755137568474314e-17,6.6367885299929371e-17,4.8160050812690187e-13,2.3071656960013756e-16,7.4255169196261079e-16,3.4039258612369624e-16,8.061498513994863e-16,1.1855861883357148e-16,6.3916218479577664e-19,1.7099966163718126e-22,6.087222234480948e-19,1.9868202317145136e-15,1.8550118560679752e-16,4.3627036992127742e-16,3.3615519219717401e-15,1.3847309853471781e-16,3.6320589082835173e-08,4.9702726350300463e-14
