Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109)
4.591748321424178e-13,0.19920122437931936,76.950000000000003,0.0,0.0,0.0,0.99989776758376292,9.499999977847823,7.2231999240887439e-07,1.2122339318360033e-05,1.2132360107237735e-05,2.5359263787078718e-12,1.6086486901884586e-08,4.1744148020034081e-05,1.0497099737423025e-05,7.3589400851534172e-07,6.0631607442095986e-09,2.425480422405718e-05,1.0240097505550441e-16,1.298644208585457e-09,8.9946401376237278e-16,1.7141167239149781e-16
4.664929516163446e-13,0.1992012243777794,76.950000000000003,0.0,0.0,0.0,0.99989614817812722,9.4999999771717771,7.3383138158010712e-07,1.2315264613579988e-05,1.2325632092000043e-05,2.5763285204064085e-12,1.659785357390539e-08,4.2049130014686053e-05,1.0771638531448315e-05,7.4300127066814994e-07,6.2277974045556976e-09,2.48891601325803e-05,1.0565619024707357e-16,1.3356076667440486e-09,9.4332646838980999e-16,1.8005696817946208e-16
4.738110710902714e-13,0.1992012243762184,76.950000000000003,0.0,0.0,0.0,0.99989452897473352,9.4999999764864924,7.453427514276275e-07,1.2508181453778314e-05,1.2518902037260454e-05,2.6167289817987357e-12,1.7117048737654672e-08,4.2347470051355301e-05,1.1048153908152527e-05,7.5000535271847744e-07,6.3938470364027655e-09,2.5528083235666281e-05,1.0896123990435789e-16,1.3729622325741875e-09,9.8859758910227173e-16,1.8899790973658359e-16
4.811291905641981e-13,0.1992012243746364,76.950000000000003,0.0,0.0,0.0,0.99989290996999369,9.4999999757919991,7.5685410195374391e-07,1.2701089846861954e-05,1.2712169967552759e-05,2.6571293147939726e-12,1.7644064564745039e-08,4.2639312735505748e-05,1.1326602820863542e-05,7.5690775216251319e-07,6.5612851829325722e-09,2.61714740696513e-05,1.1231607419357061e-16,1.410703634589248e-09,1.0352999735933041e-15,1.9824006604136848e-16
4.884473100381249e-13,0.19920122437303356,76.950000000000003,0.0,0.0,0.0,0.999891291160386,9.4999999750883255,7.683654331607245e-07,1.2893989800728684e-05,1.2905435906988403e-05,2.6975292338894613e-12,1.8178893234593427e-08,4.2924799526922693e-05,1.1606943159326431e-05,7.6370994477420808e-07,6.7300878101356082e-09,2.6819235334557531e-05,1.1572064333058634e-16,1.4488276632564456e-09,1.0834562347596938e-15,2.0778903393046445e-16
5.030835489859785e-13,0.19920122436976534,76.950000000000003,0.0,0.0,0.0,0.99988805411280823,9.4999999736535763,7.9138803762615055e-07,1.3279764422356836e-05,1.3291961907671452e-05,2.7783278242867642e-12,1.9271957859190859e-08,4.347725608206946e-05,1.2173134193894512e-05,7.7701950648145656e-07,7.0716924267557963e-09,2.8127490404386557e-05,1.2267878725954953e-16,1.5262070650654632e-09,1.1842209146130296e-15,2.2782993077830029e-16
5.162561640390467e-13,0.19920122436675322,76.950000000000003,0.0,0.0,0.0,0.99988514140334561,9.4999999723312261,8.1210831559553003e-07,1.3626932798743993e-05,1.363982873301716e-05,2.8510451669118963e-12,2.0282357646975756e-08,4.3954086987151314e-05,1.2688770797256367e-05,7.8866977616892316e-07,7.3835703915905218e-09,2.9318933349536465e-05,1.2911071155617349e-16,1.5971161160401167e-09,1.2801085480717203e-15,2.4697274994786206e-16
5.29428779092115e-13,0.1992012243636744,76.950000000000003,0.0,0.0,0.0,0.99988222927428749,9.4999999709796192,8.328285310043881e-07,1.397407395447837e-05,1.3987689464335174e-05,2.923761240094296e-12,2.1317949775463007e-08,4.4412388048702276e-05,1.3209921424745816e-05,8.0001736682910355e-07,7.6995140655097184e-09,3.0523117330859322e-05,1.3570300478245168e-16,1.669202149081732e-09,1.3810591111519146e-15,2.6719794969668738e-16
5.426013941451832e-13,0.19920122436052934,76.950000000000003,0.0,0.0,0.0,0.99987931770736582,9.4999999695989228,8.5354868386456796e-07,1.4321187935292085e-05,1.4335544227826241e-05,2.9964760670371849e-12,2.2378688916188689e-08,4.4852879052038101e-05,1.3736371808104762e-05,8.1107013955382778e-07,8.0193976512004516e-09,3.1739547260002027e-05,1.4245537838730039e-16,1.7424427407737551e-09,1.4872050301964061e-15,2.8853917288723816e-16
5.557740091982515e-13,0.19920122435731835,76.950000000000003,0.0,0.0,0.0,0.99987640668491995,9.499999968189309,8.7426877418754109e-07,1.466827478682345e-05,1.4683393145791963e-05,3.0691896698303393e-12,2.3464529821991924e-08,4.527625185254879e-05,1.4267915993357749e-05,8.2183575140752407e-07,8.3430992379883466e-09,3.2967747259597473e-05,1.4936754433719248e-16,1.816816049602314e-09,1.5986788900248075e-15,3.110303516352374e-16
5.689466242513197e-13,0.1992012243540419,76.950000000000003,0.0,0.0,0.0,0.99987349618987809,9.4999999667509361,8.949888019844194e-07,1.5015334554617521e-05,1.5031236336753277e-05,3.1419020787134547e-12,2.4575427326870452e-08,4.5683171441029982e-05,1.4804356023680131e-05,8.3232166063460213e-07,8.6705006837686484e-09,3.420725993049944e-05,1.564392151152385e-16,1.8923008011037956e-09,1.7156134336611451e-15,3.347057065719442e-16
5.82119239304388e-13,0.1992012243507003,76.950000000000003,0.0,0.0,0.0,0.99987058620573421,9.4999999652839691,9.1570876726596656e-07,1.5362367284126659e-05,1.5379073915567616e-05,3.2146133152699238e-12,2.5711336345833691e-08,4.6074276988677539e-05,1.5345501628320177e-05,8.4253513183441697e-07,9.0014874982563154e-09,3.5457645633005937e-05,1.6367010372025241e-16,1.9688762731049147e-09,1.8381415620521696e-15,3.5959974609366114e-16
6.084644694105244e-13,0.19920122434382312,76.950000000000003,0.0,0.0,0.0,0.99986476770684685,9.499999962264857,9.571485103244491e-07,1.6056351809639059e-05,1.6074732678502415e-05,3.3600323489355542e-12,2.8058008990279558e-08,4.6811479144644435e-05,1.6441185241957462e-05,8.6217287857451943e-07,9.673776898639926e-09,3.7989362521892603e-05,1.7860838897966376e-16,2.1252191707902334e-09,2.1005109648675168e-15,4.1318334706283062e-16
6.321751765060472e-13,0.19920122433741438,76.950000000000003,0.0,0.0,0.0,0.99985953265048633,9.499999959451392,9.9444406537590775e-07,1.6680845865764076e-05,1.6700807452709102e-05,3.4909057092237848e-12,3.0255103109412409e-08,4.7426794644641006e-05,1.744163199243173e-05,8.7898419843264879e-07,1.0290021669024234e-08,4.0301023214702993e-05,1.9259450201183585e-16,2.2694609747818564e-09,2.3571099729478684e-15,4.6592854335198943e-16
6.5588588360157e-13,0.19920122433079981,76.950000000000003,0.0,0.0,0.0,0.99985429901667844,9.4999999565475903,1.0317394180303797e-06,1.730525302053894e-05,1.7326865673968649e-05,3.6217755620429983e-12,3.2532537059729229e-08,4.7999734759024164e-05,1.8454686700410544e-05,8.9501746428749224e-07,1.0916257840197271e-08,4.2641816927032071e-05,2.0709204083363037e-16,2.4169382106549337e-09,2.6339062587692462e-15,5.2317202636228884e-16
6.795965906970928e-13,0.1992012243239814,76.950000000000003,0.0,0.0,0.0,0.99984906672726337,9.4999999535542656,1.069034568339492e-06,1.7929573535756946e-05,1.7952907893747053e-05,3.7526421293493884e-12,3.4890050815675582e-08,4.853321644595818e-05,1.94794810355071e-05,9.1030867214122411e-07,1.1551935712532264e-08,4.5009737294216547e-05,2.2209935017924504e-16,2.5675481976099358e-09,2.9316805726417566e-15,5.8512535656607887e-16
7.033072977926155e-13,0.19920122431696077,76.950000000000003,0.0,0.0,0.0,0.99984383570866298,9.4999999504721995,1.1063295163520377e-06,1.8553807672277115e-05,1.8578934633129073e-05,3.8835053389551965e-12,3.732738519063311e-08,4.9029955228738788e-05,2.051520663119937e-05,9.2489214972898888e-07,1.2196535872625423e-08,4.7402916504131273e-05,2.3761478012339067e-16,2.7211930128373963e-09,3.2512152992374189e-15,6.5200305672272055e-16
7.270180048881383e-13,0.19920122430973974,76.950000000000003,0.0,0.0,0.0,0.99983860589158025,9.4999999473021379,1.1436242621141526e-06,1.9177955690033011e-05,1.9204946384615898e-05,4.0143658716904496e-12,3.9844281834086806e-08,4.9492480296427209e-05,2.1561110589617307e-05,9.3880063908914757e-07,1.284956740052194e-08,4.9819614910548097e-05,2.5363668606314954e-16,2.8777792560146028e-09,3.5932944515714461e-15,7.2402259747417822e-16
7.507287119836611e-13,0.19920122430231993,76.950000000000003,0.0,0.0,0.0,0.99983337721073395,9.4999999440448075,1.1809188056694725e-06,1.9802017848040884e-05,1.9830943613739814e-05,4.1452221223421891e-12,4.2440483228852645e-08,4.9923147673408654e-05,2.2616491561179976e-05,9.5206537174926916e-07,1.351056626347771e-08,5.2258211974743287e-05,2.7016342870064951e-16,3.0372178348640913e-09,3.958703664943607e-15,8.0140438326392942e-16
7.744394190791839e-13,0.19920122429470286,76.950000000000003,0.0,0.0,0.0,0.99982814960464927,9.499999940700901,1.2182131470592612e-06,2.0425994404406429e-05,2.0456926760353926e-05,4.2760766069788717e-12,4.5115732688524389e-08,5.0324150324000428e-05,2.3680696736618419e-05,9.6471613084559205e-07,1.4179094023997358e-08,5.47171993152641e-05,2.8719337402612663e-16,3.1994237879808031e-09,4.3482301911257337e-15,8.8437173939617332e-16
7.981501261747067e-13,0.19920122428689016,76.950000000000003,0.0,0.0,0.0,0.99982292301543008,9.4999999372710864,1.255507286322547e-06,2.104988561633202e-05,2.1082896240047365e-05,4.4069256305952734e-12,4.7869774354842376e-08,5.0697529369123033e-05,2.4753118507955583e-05,9.7678131762093995e-07,1.4854736439675877e-08,5.719517299278699e-05,3.047248933022852e-16,3.3643160951708371e-09,4.7626628924414466e-15,9.7315089869703497e-16
8.218608332702295e-13,0.1992012242788832,76.950000000000003,0.0,0.0,0.0,0.99981769738851278,9.4999999337560119,1.2928012234962677e-06,2.1673691740124424e-05,2.1708852445613954e-05,4.5377821839252317e-12,5.0702353194913911e-08,5.1045186108769749e-05,2.5833190889613031e-05,9.8828802176330076e-07,1.5537101976418204e-08,5.9690825240725059e-05,3.2275636304412337e-16,3.5318174768359405e-09,5.2027922355334466e-15,1.0679709874309925e-15
8.455715403657523e-13,0.19920122427068346,76.950000000000003,0.0,0.0,0.0,0.9998124726724571,9.4999999301562994,1.3300949586154007e-06,2.2297413031201868e-05,2.2334795748442105e-05,4.6686082797902405e-12,5.3613214998429585e-08,5.1368892263686622e-05,2.6920386469629919e-05,9.9926208522142596e-07,1.6225820490609548e-08,6.2202937420712898e-05,3.4128616500858968e-16,3.7018542119633206e-09,5.669410284949822e-15,1.1690640112179975e-15
8.692822474612751e-13,0.19920122426229234,76.950000000000003,0.0,0.0,0.0,0.99980724881879601,9.4999999264725581,1.3673884917130494e-06,2.292104974409962e-05,2.2960726499337994e-05,4.799457854556998e-12,5.6602106375097238e-08,5.167029672971259e-05,2.8014214399006215e-05,1.0097281513743274e-06,1.6920542265995685e-08,6.473037537678193e-05,3.6031268616260697e-16,3.874355997889518e-09,6.1633106969430585e-15,1.2766648420823345e-15
8.929929545567978e-13,0.19920122425371106,76.950000000000003,0.0,0.0,0.0,0.99980202578186794,9.4999999227053582,1.4046818228205507e-06,2.3544602132476055e-05,2.3586645029840895e-05,4.9302469888954668e-12,5.9668774752080412e-08,5.1950933672984808e-05,2.9114217981892213e-05,1.0197097185892074e-06,1.762093693163374e-08,6.727208386725105e-05,3.7983431869205162e-16,4.0492557975470662e-09,6.6852887133875419e-15,1.39101120551802e-15
9.167036616523206e-13,0.19920122424494105,76.950000000000003,0.0,0.0,0.0,0.99979680351861078,9.4999999188552806,1.4419749519675939e-06,2.4168070449119401e-05,2.421255165311241e-05,5.0611217807101647e-12,6.2812968371314096e-08,5.2212232435676765e-05,3.0219971726811802e-05,1.0292292005623404e-06,1.8326692208878276e-08,6.9827079751281473e-05,3.9984945994395876e-16,4.2264896673644879e-09,7.2361411555558699e-15,1.5123436669365884e-15
9.404143687478435e-13,0.1992012242359834,76.950000000000003,0.0,0.0,0.0,0.99979158198840645,9.4999999149228582,1.479267879182319e-06,2.4791454945953743e-05,2.4838446665399202e-05,5.192011742193903e-12,6.6034436286794385e-08,5.2455524863998331e-05,3.1331079165236529e-05,1.0383079775153174e-06,1.9037512898530444e-08,7.2394446948472941e-05,4.2035651245877642e-16,4.4059966112493681e-09,7.8166664175929857e-15,1.6409056180122921e-15
9.641250758433662e-13,0.19920122422683947,76.950000000000003,0.0,0.0,0.0,0.99978636115295627,9.4999999109086311,1.5165606044913905e-06,2.5414755874044119e-05,2.5464330346700253e-05,5.3227911505129809e-12,6.9332928361953861e-08,5.2682050801941357e-05,3.2447171216187329e-05,1.0469664397167394e-06,1.9753120054681433e-08,7.4973332660111441e-05,4.4135388393592081e-16,4.587718456461039e-09,8.4276644600223683e-15,1.7769432634798479e-15
9.878357829388889e-13,0.1992012242175103,76.950000000000003,0.0,0.0,0.0,0.99978114097615334,9.4999999068131018,1.5538531279200787e-06,2.6037973483601816e-05,2.6090202961215152e-05,5.4536837555319634e-12,7.2708195267083091e-08,5.2892963988496017e-05,3.3567904430729635e-05,1.0552240315051458e-06,2.0473250134466167e-08,7.7562943312898673e-05,4.6283998717174201e-16,4.7715997280533171e-09,9.0699368033982517e-15,1.9207056081686089e-15
1e-12,0.1992012242079971,76.950000000000003,0.0,0.0,0.0,0.99977846313247953,9.4999999046805979,1.5729850960355542e-06,2.635766827135334e-05,2.6411287878836768e-05,5.5208596547933026e-12,7.4469512401969194e-08,5.2995460785173367e-05,3.4144566504540303e-05,1.0593108746385883e-06,2.0844369704441409e-08,7.8895401938444017e-05,4.7405209158881507e-16,4.866756460391382e-09,9.4118383598461151e-15,1.9975392688897791e-15
1.0115464900344116e-12,0.1992012242079971,76.950000000000003,0.0,0.0,0.0,0.99977592142393579,9.499999902636775,1.591145449492345e-06,2.6661108023989874e-05,2.6716064759011436e-05,5.5845181187440345e-12,7.6159988476759785e-08,5.3089338863109027e-05,3.4692958966099481e-05,1.0630992975552817e-06,2.1197654078308614e-08,8.0162539877966845e-05,4.8481324012750358e-16,4.9575875169182503e-09,9.74428652205295e-15,2.0724444440867742e-15
1.0352571971299343e-12,0.19920122419830097,76.950000000000003,0.0,0.0,0.0,0.99977070246416155,9.4999998983801301,1.6284375692309223e-06,2.7284159743728345e-05,2.734191597633641e-05,5.7152523854261068e-12,7.9688060267214752e-08,5.3272176374230908e-05,3.5822036856593966e-05,1.0706099261325829e-06,2.1926096475932935e-08,8.2771433875597231e-05,5.0727206585243755e-16,5.1456313564205496e-09,1.0451518237609315e-14,2.2324143371984295e-15
1.058967904225457e-12,0.19920122418842287,76.950000000000003,0.0,0.0,0.0,0.9997654840664979,9.4999998940436381,1.6657294871573812e-06,2.7907128890499194e-05,2.7967756836276167e-05,5.8460530680846447e-12,8.3292163713706809e-08,5.3442408793260555e-05,3.6954860580538674e-05,1.0777727884098899e-06,2.2658354830852468e-08,8.5388984064054151e-05,5.3021489245877156e-16,5.3356831102635219e-09,1.1192438112418896e-14,2.4008726142594567e-15
1.0826786113209796e-12,0.19920122417836406,76.950000000000003,0.0,0.0,0.0,0.99976026620232838,9.4999998896277535,1.7030212032921891e-06,2.8530015711150808e-05,2.8593587549832276e-05,5.9768658673153001e-12,8.6972052687949277e-08,5.3600903768615794e-05,3.8091171853457217e-05,1.0846039737555052e-06,2.3394218914808938e-08,8.8014593651082192e-05,5.536401531533301e-16,5.5276968718454331e-09,1.1967853843052813e-14,2.5780793499344819e-15
1.1063893184165023e-12,0.1992012241681253,76.950000000000003,0.0,0.0,0.0,0.99975504884465238,9.4999998851329224,1.74031271765477e-06,2.9152820451702618e-05,2.9219408316262172e-05,6.1077387516801457e-12,9.0727481855586154e-08,5.3748468781276229e-05,3.9230730301729012e-05,1.0911188249681025e-06,2.4133490106369073e-08,9.0647707229258827e-05,5.7754628618681448e-16,5.7216288637669934e-09,1.2778574653951055e-14,2.7642973541809163e-15
1.130100025512025e-12,0.19920122415770775,76.950000000000003,0.0,0.0,0.0,0.99974983196797773,9.4999998805595762,1.7776040302635737e-06,2.9775543357349903e-05,2.9845219324011131e-05,6.2386063545589245e-12,9.455820667361179e-08,5.3885856038240947e-05,4.037331200588688e-05,1.0973319759085764e-06,2.4875980676824132e-08,9.3287807410137287e-05,6.0193173485907067e-16,5.9174373305023369e-09,1.3625411290966921e-14,2.9597921593410254e-15
1.1538107326075477e-12,0.19920122414711228,76.950000000000003,0.0,0.0,0.0,0.99974461554822547,9.4999998759081361,1.8148951411361318e-06,3.0398184672468323e-05,3.0471020751175294e-05,6.3694647089070074e-12,9.8463983387782356e-08,5.4013766565267107e-05,4.1518708282275818e-05,1.103257386040404e-06,2.5621513154309782e-08,9.5934412009146479e-05,6.267949474844884e-16,6.1150824398877661e-09,1.4509176014833828e-14,3.1648320072056194e-15
1.1775214397030704e-12,0.1992012241363398,76.950000000000003,0.0,0.0,0.0,0.999739399562662,9.4999998711790123,1.8521860502891021e-06,3.1020744640617984e-05,3.10968127662223e-05,6.5001536551342503e-12,1.0244456903005961e-07,5.4132853065773927e-05,4.266672483200405e-05,1.1089083692402078e-06,2.6369919822332207e-08,9.8587072079157093e-05,6.5213437739775959e-16,6.3145262009530421e-09,1.5430682594595802e-14,3.3796878362711076e-15
1.201232146798593e-12,0.1992012241253914,76.950000000000003,0.0,0.0,0.0,0.99973418398983172,9.4999998663726029,1.8894767577383109e-06,3.1643223504547289e-05,3.1722595527808523e-05,6.630995359768369e-12,1.0649972141611235e-07,5.4243722544250474e-05,4.3817180959997716e-05,1.1142976200282324e-06,2.7121042265354222e-08,0.00010124537010602865,6.7794848287320297e-16,6.5157323891112353e-09,1.6390746301167967e-14,3.6046332693131323e-15
1.2249428538941158e-12,0.1992012241142678,76.950000000000003,0.0,0.0,0.0,0.99972896880947193,9.4999998614893091,1.926767263498807e-06,3.226562150619732e-05,3.2348369186264611e-05,6.7618975825410271e-12,1.1062919914278679e-07,5.4346940213017025e-05,4.4969908412021769e-05,1.119437245256642e-06,2.7874730781774094e-08,0.00010390891732142967,7.0423572720090355e-16,6.7186664557816211e-09,1.7390183900926407e-14,3.8399446007822303e-15
1.2462824902800862e-12,0.1992012241041075,76.950000000000003,0.0,0.0,0.0,0.99972427546685916,9.4999998570289144,1.9603285462512521e-06,3.2825710769750576e-05,3.2911557813476613e-05,6.8795487019708541e-12,1.1440907837080829e-07,5.4433730068617335e-05,4.6009175236281919e-05,1.1238590347727242e-06,2.8555127298088911e-08,0.00010631029780624664,7.2829751473200401e-16,6.9027571798908028e-09,1.8324018676771994e-14,4.0608181425388249e-15
1.2676221266660567e-12,0.19920122409380672,76.950000000000003,0.0,0.0,0.0,0.99971958241338865,9.4999998525068232,1.9938896656574066e-06,3.3385734905425509e-05,3.3474739280374899e-05,6.997346904328343e-12,1.1824879133121429e-07,5.4515108375168962e-05,4.7050047729920573e-05,1.1280960391965252e-06,2.9237389786782611e-08,0.00010871538921504712,7.5274019069841884e-16,7.0881977970935666e-09,1.9291006608978579e-14,4.2905191706516452e-15
1.2889617630520271e-12,0.19920122408336594,76.950000000000003,0.0,0.0,0.0,0.9997148896364958,9.4999998479232968,2.027450621726792e-06,3.3945694087935457e-05,3.4037913680449773e-05,7.1150500617080308e-12,1.2214816365404141e-07,5.459141151653132e-05,4.8092425757118491e-05,1.1321559704548011e-06,2.9921425342366059e-08,0.00011112396017394917,7.7756264512435423e-16,7.2749662984604537e-09,2.0291746201396731e-14,4.5292546044896282e-15
1.3081674357994007e-12,0.1992012240738501,76.950000000000003,0.0,0.0,0.0,0.99971066636388839,9.4999998437458153,2.057655342543836e-06,3.4449601961219804e-05,3.4544764671647379e-05,7.2209569913494367e-12,1.2570846379067242e-07,5.4656006036610258e-05,4.9031775529661112e-05,1.1356646244671829e-06,3.0538500266929495e-08,0.00011329446955761557,8.0022664986602361e-16,7.4441758431203274e-09,2.122176494519394e-14,4.7520133182914605e-15
1.3273731085467742e-12,0.1992012240642219,76.950000000000003,0.0,0.0,0.0,0.99970644329733871,9.4999998395189742,2.08785993107185e-06,3.4953457490171853e-05,3.5051610072035797e-05,7.3268500673985564e-12,1.2931682077779904e-07,5.4716961650914759e-05,4.9972204284475548e-05,1.1390410115877435e-06,3.1156878491824069e-08,0.00011546747273768753,8.2319657400630019e-16,7.6144291164914162e-09,2.2180045769852915e-14,4.9824121650621639e-15
1.3465787812941477e-12,0.1992012240544816,76.950000000000003,0.0,0.0,0.0,0.99970222042891854,9.4999998352429582,2.1180643873169608e-06,3.5457260801081309e-05,3.5558449940267011e-05,7.4329035303235862e-12,1.3297310854874453e-07,5.4774482790492271e-05,5.0913651165886984e-05,1.1422901113044707e-06,3.1776501413260774e-08,0.00011764282910100708,8.4647161501346214e-16,7.7857119064562441e-09,2.3167026982453092e-14,5.2206055523270303e-15
1.3657844540415213e-12,0.19920122404462973,76.950000000000003,0.0,0.0,0.0,0.99969799775105472,9.499999830917945,2.1482687112850613e-06,3.5961012019900514e-05,3.606528433290254e-05,7.5387423824146879e-12,1.3667720136629084e-07,5.4828762327149984e-05,5.1856058759215022e-05,1.1454167153293667e-06,3.2397313059241252e-08,0.00011982040598517987,8.7005097251249568e-16,7.9580105364227353e-09,2.4183147516222715e-14,5.4667490038991944e-15
1.3849901267888948e-12,0.19920122403466659,76.950000000000003,0.0,0.0,0.0,0.99969377525651426,9.4999998265441192,2.1784729029818181e-06,3.6464711272245592e-05,3.6572113303218541e-05,7.6447442376662613e-12,1.4042897382182109e-07,5.4879982123332253e-05,5.2799372927084213e-05,1.1484254341765001e-06,3.3019259982973655e-08,0.00012200007830035396,8.9393384813790666e-16,8.1313118465635669e-09,2.5228846928311706e-14,5.7209991556492947e-15
1.4022752322615309e-12,0.19920122402560508,76.950000000000003,0.0,0.0,0.0,0.99968997516245017,9.4999998225660836,2.2056565624214121e-06,3.691799627157257e-05,3.7028254782997839e-05,7.7401163561087368e-12,1.4384623173617165e-07,5.4923605935684213e-05,5.3649088506405154e-05,1.1510361599389958e-06,3.3579940632856168e-08,0.00012396347725529954,9.1568728608477406e-16,8.2881298398064138e-09,2.6195630135167043e-14,5.9568858731976157e-15
1.4178318271869034e-12,0.19920122401737322,76.950000000000003,0.0,0.0,0.0,0.99968655519596827,9.4999998189522721,2.2301217643194786e-06,3.7325916943650104e-05,3.7438778424836074e-05,7.8259265128350945e-12,1.4695462258318842e-07,5.4960965432705441e-05,5.4414395752222027e-05,1.1533098265502755e-06,3.4085274582719451e-08,0.00012573183818576791,9.3547455168851374e-16,8.4299442985729237e-09,2.7086790274764458e-14,6.1750031078191402e-15
1.433388422112276e-12,0.19920122400906917,76.950000000000003,0.0,0.0,0.0,0.99968313533792696,9.4999998153067438,2.2545868794437101e-06,3.7733803742777187e-05,3.7849298596926959e-05,7.911748590468992e-12,1.5009407413350933e-07,5.4996608522424128e-05,5.5180211149502664e-05,1.1555137898291992e-06,3.4591265991881382e-08,0.00012750137371013876,9.5545954293323554e-16,8.5723948043313004e-09,2.7998140697433499e-14,6.3987212770686305e-15
1.4489450170376486e-12,0.19920122400069298,76.950000000000003,0.0,0.0,0.0,0.99967971558506163,9.4999998116295874,2.2790519077967315e-06,3.8141656735070886e-05,3.8259815323467541e-05,7.9975557898552333e-12,1.5326452036735946e-07,5.5030613676878242e-05,5.5946511338453597e-05,1.1576501827554112e-06,3.5097890787099701e-08,0.00012927202985325929,9.7564183955442462e-16,8.7154752681453357e-09,2.8929916190722105e-14,6.6281257414085796e-15
1.4645016119630212e-12,0.19920122399224496,76.950000000000003,0.0,0.0,0.0,0.99967629593422624,9.4999998079208936,2.3035168493810895e-06,3.8549475986505805e-05,3.8670328627729596e-05,8.0833649618580477e-12,1.5646589540475007e-07,5.5063055759584929e-05,5.6713274033478069e-05,1.1597210729446364e-06,3.5605125774035658e-08,0.00013104375512201606,9.9602102217229197e-16,8.8591797874915679e-09,2.9882351806435717e-14,6.8633023317958983e-15
1.4800582068883938e-12,0.19920122398372536,76.950000000000003,0.0,0.0,0.0,0.99967287638238622,9.4999998041807459,2.327981704199254e-06,3.8957261562914536e-05,3.9080838532148799e-05,8.1691825124872453e-12,1.5969813350518253e-07,5.5094006217125045e-05,5.748047796614454e-05,1.1617284647669104e-06,3.6112948602429377e-08,0.00013281650037355792,1.0165966722968241e-15,9.0035026402180981e-09,3.0855682859850462e-14,7.1043373482223046e-15
1.4956148018137664e-12,0.19920122397513432,76.950000000000003,0.0,0.0,0.0,0.9996694569266158,9.4999998004092348,2.3524464722536226e-06,3.9365013529988023e-05,3.9491345058369693e-05,8.2549909441845353e-12,1.6296116906735188e-07,5.5123533242822979e-05,5.8248102836461753e-05,1.1636743013148161e-06,3.6621337734570092e-08,0.00013459021870271273,1.0373683723263189e-15,9.1484382789311913e-09,3.1850144928958251e-14,7.3513175582614304e-15
1.511171396739139e-12,0.199201223966472,76.950000000000003,0.0,0.0,0.0,0.99966603756409345,9.4999997966064456,2.3769111535465236e-06,3.9772731953275962e-05,3.9901848227222107e-05,8.3408011672724642e-12,1.6625493662885233e-07,5.5151701915943806e-05,5.9016129271442203e-05,1.165560466236548e-06,3.7130272416709786e-08,0.00013636486534624335,1.0583357055400729e-15,9.2939813257673852e-09,3.2865973853700175e-14,7.604330195621808e-15
1.5267279916645116e-12,0.19920122395773865,76.950000000000003,0.0,0.0,0.0,0.99966261829209824,9.4999997927724635,2.4013757480802154e-06,4.0180416898187154e-05,4.0312348058787693e-05,8.4266136781101469e-12,1.6957937086588322e-07,5.5178574335777151e-05,5.9784538785187427e-05,1.167388785518501e-06,3.763973265138742e-08,0.00013814039759062137,1.0794982561012104e-15,9.4401265673096033e-09,3.3903405735193592e-14,7.8634629587039667e-15
1.5422845865898842e-12,0.19920122394893439,76.950000000000003,0.0,0.0,0.0,0.9996591991080066,9.4999997889073775,2.4258402558568926e-06,4.0588068429989849e-05,4.0722844572425268e-05,8.5124209523207553e-12,1.7293440659295519e-07,5.5204209758656423e-05,6.0553313738099778e-05,1.1691610292531501e-06,3.8149699169807224e-08,0.00013991677467778123,1.1008556090539036e-15,9.5868689495451934e-09,3.4962676934971148e-14,8.1288040091610921e-15
1.5578411815152568e-12,0.19920122394005949,76.950000000000003,0.0,0.0,0.0,0.9996557800092879,9.4999997850112674,2.4503046768786854e-06,4.0995686613812223e-05,4.113333778677548e-05,8.5982298657845114e-12,1.7631997876259719e-07,5.5228664732447784e-05,6.1322437296847137e-05,1.1708789133692383e-06,3.8660153404828421e-08,0.00014169395771261516,1.1224073503193746e-15,9.7342035729314542e-09,3.604402407421347e-14,8.4004419704629684e-15
1.5889543713660018e-12,0.1992012239220984,76.950000000000003,0.0,0.0,0.0,0.99964894205829202,9.4999997771262983,2.4992332586658423e-06,4.1810823197330073e-05,4.1954314388842757e-05,8.7698453018208898e-12,1.8318247292804614e-07,5.5274246704490325e-05,6.2861666714741961e-05,1.174158205405681e-06,3.9682454114395224e-08,0.00014525059486264171,1.1660923458596452e-15,1.0030630689489271e-08,3.827389394949148e-14,8.9629654199887759e-15
1.6169562422316723e-12,0.19920122390569361,76.950000000000003,0.0,0.0,0.0,0.99964278817077379,9.4999997699245462,2.5432686855927457e-06,4.2544332722912615e-05,4.2693182220698653e-05,8.9242960881732414e-12,1.8946250256982556e-07,5.5311749443702077e-05,6.4248011788612023e-05,1.17693982110735e-06,4.0604019959909127e-08,0.00014845396965145011,1.2060695137695219e-15,1.0299394405499363e-08,4.0358655623119456e-14,9.4916704351919778e-15
