Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109)
4.166341722488828e-12,0.19920122157270084,76.950000000000003,0.0,0.0,0.0,0.9990829569985803,9.4999987457329471,6.551226653539937e-06,0.00010892041052660896,0.00010992255431619048,2.2977780402707788e-11,1.1282058018479156e-06,5.5711618500111142e-05,0.00019132503038689,1.2244331341827939e-06,1.2603804416425084e-07,0.00044209217410551174,7.1818924365159429e-15,4.1286011144665945e-08,7.2684434987537951e-13,2.2809249253085525e-13
4.266048061549639e-12,0.19920122145169,76.950000000000003,0.0,0.0,0.0,0.99906107176509451,9.499998692608786,6.7079303961288637e-06,0.00011150178505351504,0.0001125503500533998,2.3527089099130677e-11,1.1779785135343129e-06,5.5710477963212384e-05,0.00019629847748271295,1.2244600550055264e-06,1.2938892541131373e-07,0.00045358462056796164,7.4987341786732404e-15,4.2741331451481136e-08,7.8168260867033405e-13,2.4735862904323105e-13
4.365754400610449e-12,0.19920122132871138,76.950000000000003,0.0,0.0,0.0,0.99903918711845374,9.4999986386207667,6.8646305796070824e-06,0.00011408218033165432,0.00011517803063070652,2.4076373714688259e-11,1.2286152010317131e-06,5.5709323959908383e-05,0.00020127181391853919,1.2244772704232734e-06,1.3273969042186169e-07,0.00046507683017622256,7.8210758018416814e-15,4.4214596835393788e-08,8.3926842049614608e-13,2.6776587757947294e-13
4.465460739671259e-12,0.1992012212037917,76.950000000000003,0.0,0.0,0.0,0.99901730305684033,9.4999985837806111,7.0213272040693627e-06,0.00011666160809091931,0.0001178055960600483,2.4625634252707907e-11,1.2801041399743504e-06,5.5708159988374534e-05,0.00020624503865606633,1.2244865335245311e-06,1.3609033272131421e-07,0.00047656880053075754,8.1488426712739287e-15,4.5705800726069947e-08,8.9967352172965235e-13,2.8935416292347846e-13
4.56516707873207e-12,0.19920122107695737,76.950000000000003,0.0,0.0,0.0,0.9989954195787657,9.4999985280999013,7.1780202696102164e-06,0.0001192400799030009,0.00012043304635197685,2.5174870715543873e-11,1.3324337641882715e-06,5.5706988630073292e-05,0.00021121815092987447,1.2244892802427132e-06,1.3944084721150628e-07,0.00048806052986255288,8.4819611592370193e-15,4.7214937457713132e-08,9.6296990022633187e-13,3.1216384571426936e-13
4.66487341779288e-12,0.19920122094823423,76.950000000000003,0.0,0.0,0.0,0.99897353668300981,9.4999984715900432,7.3347097763239428e-06,0.00012181760718352448,0.00012306038151595577,2.57240831036733e-11,1.3855926635565414e-06,5.5705811798722892e-05,0.00021619115017331404,1.2244866871369726e-06,1.4279122987443564e-07,0.0004995520168618729,8.8203586314228217e-15,4.8742002104291912e-08,1.029229790308491e-12,3.3623571337180852e-13
4.76457975685369e-12,0.1992012208176481,76.950000000000003,0.0,0.0,0.0,0.9989516543685707,9.4999984142623024,7.4913957243046736e-06,0.00012439420119415745,0.00012568760156059336,2.6273271419859736e-11,1.4395695819134171e-06,5.5704630919009e-05,0.00022116403596530694,1.2244797185576293e-06,1.46141477540744e-07,0.00051104326055534019,9.163963433542929e-15,5.0286990345039409e-08,1.0985256678414813e-12,3.6161097119145651e-13
4.864286095914501e-12,0.19920122068522422,76.950000000000003,0.0,0.0,0.0,0.99892977263462635,9.499998356127783,7.6480781136463956e-06,0.000126969873044687,0.00012831470649382233,2.6822435666328545e-11,1.4943534149672596e-06,5.5703447050270289e-05,0.00022613680799352868,1.224469164899912e-06,1.4949158771108941e-07,0.00052253426022086304,9.5127048781061367e-15,5.1849898355366411e-08,1.1709302453968965e-12,3.8833123360486383e-13
4.963992434975311e-12,0.19920122055098766,76.950000000000003,0.0,0.0,0.0,0.99890789148050019,9.4999982971974415,7.804756944442971e-06,0.00012954463369507034,0.00013094169632304019,2.7371575842575028e-11,1.5499332082515789e-06,5.5702260976195464e-05,0.00023110946602770757,1.2244556738012647e-06,1.528415584165712e-07,0.00053402501532594107,9.866513231375344e-15,5.3430722717897151e-08,1.2465164675007973e-12,4.1643851560347865e-13
5.063698774036121e-12,0.19920122041496277,76.950000000000003,0.0,0.0,0.0,0.998886010905636,9.4999982374820853,7.9614322167881732e-06,0.00013211849395745618,0.00013356857105522145,2.7920691951071166e-11,1.6062981551036304e-06,5.5701073274983812e-05,0.00023608200989873988,1.2244397758318825e-06,1.5619138810728461e-07,0.00054551552547940879,1.0225319700499909e-14,5.5029460349208752e-08,1.3253575059650319e-12,4.459752243208252e-13
5.163405113096932e-12,0.19920122027717407,76.950000000000003,0.0,0.0,0.0,0.9988641309095746,9.499998176992376,8.1181039307756974e-06,0.0001346914644981803,0.00013619533069700749,2.8469783994414684e-11,1.6634375946701714e-06,5.5699884374482761e-05,0.00024105443948227662,1.2244219056967473e-06,1.5954107556298229e-07,0.00055700579039351091,1.058905642082045e-14,5.6646108439370248e-08,1.4075267553001772e-12,4.7698415077059763e-13
5.263111452157742e-12,0.19920122013764538,76.950000000000003,0.0,0.0,0.0,0.99884225149193751,9.4999981157388369,8.2747720864991647e-06,0.00013726355583973301,0.00013882197525477764,2.9018851971213058e-11,1.7213410099401019e-06,5.5698694592848951e-05,0.00024602675468662005,1.2244024196308243e-06,1.6289061982252338e-07,0.00056849580985593603,1.0957656443345129e-14,5.8280664402337682e-08,1.4930978282089615e-12,5.0950846173819497e-13
5.362817791218552e-12,0.19920121999640047,76.950000000000003,0.0,0.0,0.0,0.99882037265241086,9.4999980537318383,8.4314366840521501e-06,0.0001398347783627002,0.00014144850473470449,2.9567895883665843e-11,1.7799980258036954e-06,5.5697504166866173e-05,0.00025099895544429399,1.2243816095852879e-06,1.6624002012897271e-07,0.00057998558371033916,1.1331053722395433e-14,5.993312583549992e-08,1.5821445511589915e-12,5.43591691823286e-13
5.462524130279363e-12,0.19920121985346254,76.950000000000003,0.0,0.0,0.0,0.99879849439073465,9.4999979909816137,8.5880977235281846e-06,0.00014240514230767849,0.00014407491914279684,3.0116915735184491e-11,1.8393984071380519e-06,5.5696313272017278e-05,0.00025597104170606901,1.2243597148009593e-06,1.6958927588678996e-07,0.0005914751118425368,1.1709183103418224e-14,6.1603490486675462e-08,1.6747409600334485e-12,5.7927773563070746e-13
5.562230469340173e-12,0.1992012197088546,76.950000000000003,0.0,0.0,0.0,0.99877661670669216,9.4999979274982653,8.744755205020752e-06,0.00014497465777716401,0.00014670121848493406,3.0665911523487526e-11,1.899532056918387e-06,5.5695122037828046e-05,0.00026094301343639563,1.2243369312978309e-06,1.7293838662796345e-07,0.00060296439416995362,1.2091980310962602e-14,6.3291756227051744e-08,1.770961295858369e-12,6.1661084010690192e-13
5.761643147461793e-12,0.19920121941471938,76.950000000000003,0.0,0.0,0.0,0.99873286307081988,9.4999977983719059,9.0580594944293063e-06,0.00015011118302023213,0.00015195347199435744,3.1763830919778897e-11,2.0219594531171926e-06,5.5692738903331853e-05,0.00027088661320997452,1.2242893081530447e-06,1.7963617168281811e-07,0.00062594222119444719,1.2871325428721171e-14,6.6721982957112192e-08,1.9745717132561472e-12,6.9639693593450393e-13
5.961055825583413e-12,0.1992012191141725,76.950000000000003,0.0,0.0,0.0,0.99868911174366926,9.4999976664308452,9.3713495530251942e-06,0.0001552444322200184,0.00015720526530832354,3.286165408275959e-11,2.1472021300193668e-06,5.5690355270869544e-05,0.0002808297546380051,1.2242397078175206e-06,1.8633337320290593e-07,0.00064891906448684043,1.3668592007586634e-14,7.0223790709946951e-08,2.1935736768574563e-12,7.8331071960798303e-13
6.160468503705033e-12,0.1992012188073872,76.950000000000003,0.0,0.0,0.0,0.99864536272443205,9.4999975317510668,9.6846253815554953e-06,0.00016037448141176561,0.00016245659847136603,3.3959381020889183e-11,2.2751840960894706e-06,5.5687971429337677e-05,0.00029077243765852516,1.2241887839690071e-06,1.9302998989149195e-07,0.00067189492390048848,1.4483296302069903e-14,7.3797165067107534e-08,2.4285680812260537e-12,8.7771810161040285e-13
6.3598811818266526e-12,0.1992012184945319,76.950000000000003,0.0,0.0,0.0,0.99860161601251574,9.4999973944065363,9.9978869807670877e-06,0.00016550140459391425,0.00016770747152749084,3.5057011742748659e-11,2.4058313965721143e-06,5.5685587537656208e-05,0.00030071466224825753,1.2241369758938144e-06,1.9972602096126687e-07,0.00069486979937813246,1.5314967532378053e-14,7.7442092223417251e-08,2.6801587180792935e-12,9.799899416529456e-13
6.5592938599482724e-12,0.19920121817577047,76.950000000000003,0.0,0.0,0.0,0.99855787160747633,9.4999972544692195,1.0311134351406666e-05,0.0001706252737826385,0.000172957884520357,3.6154546256895208e-11,2.539072058957816e-06,5.5683203674792379e-05,0.00031065642840771992,1.2240845755100658e-06,2.064214659556135e-07,0.00071784369091749511,1.6163147537261932e-14,8.1158558795846856e-08,2.9489521568224232e-12,1.0905018360954815e-12
6.758706538069892e-12,0.19920121785126252,76.950000000000003,0.0,0.0,0.0,0.99851412950896767,9.4999971120091615,1.0624367494220813e-05,0.0001757461590649649,0.00017820783749340809,3.7251984571856759e-11,2.6748360398662155e-06,5.5680819879533868e-05,0.00032059773614938759,1.2240317766957756e-06,2.1311632461847791e-07,0.00074081659854392714,1.7027390435886312e-14,8.4946551682849506e-08,3.2355576291635694e-12,1.2096339130448345e-12
6.958119216191512e-12,0.19920121752116338,76.950000000000003,0.0,0.0,0.0,0.99847038971670699,9.4999969670945319,1.0937586409956005e-05,0.00018086412865050625,0.00018345733048996091,3.8349326696158086e-11,2.8130551733136217e-06,5.5678436175883421e-05,0.00033053858549013333,1.2239787101596447e-06,2.1981059680699251e-07,0.00076378852229294072,1.7907262298512436e-14,8.8806057964922678e-08,3.5405869176839338e-12,1.3377706348785617e-12
7.157531894313132e-12,0.19920121718562409,76.950000000000003,0.0,0.0,0.0,0.99842665223045313,9.4999968197916633,1.1250791099358638e-05,0.00018597924892180197,0.00018870636355325162,3.944657263832845e-11,2.9536631203734058e-06,5.5676052580635464e-05,0.00034047897644897313,1.2239254649646931e-06,2.26504282446244e-07,0.00078675946220500132,1.8802340826047065e-14,9.2737064843231039e-08,3.8646542483619975e-12,1.4753006081787387e-12
7.356944572434752e-12,0.19920121684479172,76.950000000000003,0.0,0.0,0.0,0.99838291704999449,9.4999966701651157,1.1563981563175033e-05,0.00019109158448328545,0.00019395493672645653,4.0543722406905291e-11,3.0965953202095463e-06,5.5673669102918417e-05,0.00035041890904720325,1.223872101143884e-06,2.3319738150878619e-07,0.00080972941832584187,1.9712215038332765e-14,9.6739559603631485e-08,4.2083761869730231e-12,1.6226164009143278e-12
7.556357250556373e-12,0.19920121649880937,76.950000000000003,0.0,0.0,0.0,0.99833918417513923,9.4999965182777295,1.1877157802151454e-05,0.00019620119820893078,0.00019920305005270751,4.1640776010436725e-11,3.2417889424304155e-06,5.5671285745847458e-05,0.0003603583833079073,1.2238186584410028e-06,2.3988989399991794e-07,0.00083269839070532637,2.0636484970842527e-14,1.0081352959174728e-07,4.5723715391902163e-12,1.7801143665317499e-12
7.755769928677993e-12,0.19920121614781638,76.950000000000003,0.0,0.0,0.0,0.99829545360570859,9.4999963641906398,1.2190319817034099e-05,0.0002013081512886308,0.00020445070357510631,4.2737733457483763e-11,3.389182840711296e-06,5.5668902510693244e-05,0.00037029739925471648,1.2237651632647325e-06,2.46581819943635e-07,0.00085566637939458404,2.1574761379450834e-14,1.0495896219313756e-07,4.9572612542173712e-12,1.94819447462084e-12
8.154595284921233e-12,0.199201215431337,76.950000000000003,0.0,0.0,0.0,0.99820799938245308,9.4999960496537881,1.2816601177502589e-05,0.00021151431211586245,0.00021494463138064658,4.4931359916438379e-11,3.6903350339891511e-06,5.5664136409087057e-05,0.00039017405630179951,1.2236580778105255e-06,2.5996391233774556e-07,0.00090159940590837852,2.3491828553990339e-14,1.1346416491104286e-07,5.7922177417051161e-12,2.3177181221356154e-12
8.513538105540149e-12,0.1992012147706914,76.950000000000003,0.0,0.0,0.0,0.99812929846442577,9.4999957596281543,1.3380205763008288e-05,0.00022069133839684569,0.00022438759430848011,4.6905294960497034e-11,3.9683164432542016e-06,5.5659847348190769e-05,0.00040806148044743296,1.2235616489231347e-06,2.7200578989411658e-07,0.0009429357660624807,2.5261395767251035e-14,1.2136312337752128e-07,6.6214073393005652e-12,2.6905612411485738e-12
8.872480926159065e-12,0.1992012140958126,76.950000000000003,0.0,0.0,0.0,0.99805060501345855,9.4999954633541055,1.394376427405263e-05,0.00022986062348308637,0.0002338290681413803,4.8878918591335567e-11,4.2525481257945206e-06,5.5655558699635413e-05,0.00042594742002420263,1.2234652053964958e-06,2.8404576769150505e-07,0.00098426893985690211,2.7070750852997211e-14,1.2949342534655986e-07,7.5280401694365294e-12,3.1040595253723817e-12
9.231423746777981e-12,0.19920121340738706,76.950000000000003,0.0,0.0,0.0,0.99797191902865212,9.4999951611330289,1.4507276714985576e-05,0.00023902246901539971,0.00024326905313018019,5.0852230859380375e-11,4.5427286944178497e-06,5.5651270459919644e-05,0.00044383187517311318,1.2233687614974909e-06,2.9608384602982013e-07,0.0010255989275971991,2.8917975246300799e-14,1.3785499771823341e-07,8.5158036120413823e-12,3.5606562549063262e-12
9.590366567396897e-12,0.1992012127060687,76.950000000000003,0.0,0.0,0.0,0.99789324050911787,9.4999948532519163,1.5070743090156568e-05,0.0002481771622483502,0.00025270754952559828,5.2825231815186713e-11,4.8385711480603313e-06,5.5646982625268739e-05,0.00046171484603523363,1.2232723204982038e-06,3.0812002522221398e-07,0.0010669257295890793,3.0801241961179501e-14,1.4644776744398046e-07,9.58840097037279e-12,4.0628212143055783e-12
9.949309388015813e-12,0.19920121199247992,76.950000000000003,0.0,0.0,0.0,0.99781456945397029,9.4999945399840779,1.5634163403914538e-05,0.00025732497673765117,0.00026214455757825908,5.4797921509433206e-11,5.1398021843921718e-06,5.5642695196572415e-05,0.00047959633275022819,1.2231758835092918e-06,3.2015430557802689e-07,0.0011082493461350056,3.2718811214795109e-14,1.552716615014055e-07,1.0749550158575207e-11,4.6130484305601073e-12
1e-11,0.1992012112672136,76.950000000000003,0.0,0.0,0.0,0.99780345997408781,9.4999944953248203,1.571372701864397e-05,0.00025861630994525618,0.00026347715051907401,5.5076483553409011e-11,5.1827617268819646e-06,5.5642089750314562e-05,0.00048212147192890802,1.2231622649009359e-06,3.2185365735263873e-07,0.00111408489196625,3.2992282034788084e-14,1.5653640964517864e-07,1.0920880139292235e-11,4.6947700539018483e-12
1.0308252208634729e-11,0.1992012112672136,76.950000000000003,0.0,0.0,0.0,0.99773590586232208,9.4999942215897573,1.61975376606079e-05,0.00026646617299432506,0.00027158007753869752,5.6770299992913783e-11,5.4461615456614991e-06,5.5638408176469558e-05,0.00049747633545722369,1.2230794527868436e-06,3.3218668740127049e-07,0.0011495697775362025,3.4669026263238799e-14,1.6432660688484149e-07,1.2002982475463561e-11,5.2138540684353339e-12
1.0667195029253645e-11,0.1992012105308344,76.950000000000003,0.0,0.0,0.0,0.99765724973328662,9.4999938983167969,1.6760865864584563e-05,0.0002756009991078496,0.00028101410965735465,5.8742367316527756e-11,5.7574013955536709e-06,5.5634121565481277e-05,0.00051535485429596132,1.2229830306098786e-06,3.4421717099767574e-07,0.0011908870240953139,3.6650309434753237e-14,1.7361253060854293e-07,1.3352441457167417e-11,5.8677744690828801e-12
1.102613784987256e-11,0.19920120978387962,76.950000000000003,0.0,0.0,0.0,0.99757860106597895,9.4999935704011946,1.7324148020191917e-05,0.00028472969133887314,0.00029044665418457671,6.071412353127139e-11,6.0732857264790438e-06,5.5629835362288903e-05,0.00053323188940671321,1.2228866177105459e-06,3.5624575667809682e-07,0.0012322010861162145,3.8661158356656589e-14,1.8312935971115441e-07,1.4801681806577968e-11,6.5773643278956542e-12
1.1385080670491476e-11,0.19920120902686142,76.950000000000003,0.0,0.0,0.0,0.99749995985951545,9.499993238067697,1.788738413177684e-05,0.0002938524746835989,0.00029987771137062076,6.2685568688231814e-11,6.3935897951927445e-06,5.5625549566116027e-05,0.000551107440929574,1.2227902136621103e-06,3.6827244475554606e-07,0.0012735119639023676,4.0700142362621775e-14,1.9287702125459649e-07,1.6354468393226565e-11,7.3451949995320446e-12
1.1744023491110392e-11,0.19920120826026727,76.950000000000003,0.0,0.0,0.0,0.99742132611301226,9.4999929015303159,1.8450574203685696e-05,0.00030296956341130252,0.00030930728146566006,6.4656702838580501e-11,6.7180995852811757e-06,5.5621264177428775e-05,0.00056898150900425138,1.2226938181520375e-06,3.8029723554182878e-07,0.0013148196577563486,4.2765899070982326e-14,2.0285544232042805e-07,1.8014575319063355e-11,8.1738529215200912e-12
1.2102966311729308e-11,0.1992012074845613,76.950000000000003,0.0,0.0,0.0,0.99734269982558599,9.4999925609928457,1.9013718240264348e-05,0.00031208116157636196,0.00031873536471978649,6.6627526033566783e-11,7.0466112951350192e-06,5.5616979196801806e-05,0.00058685409377040479,1.2225974314556885e-06,3.9232012934772592e-07,0.0013561241679806205,4.4857131125281048e-14,2.130645500084879e-07,1.9785785045787336e-11,9.0659381482078051e-12
1.2461909132348224e-11,0.19920120670018576,76.950000000000003,0.0,0.0,0.0,0.99726408099635222,9.4999922166493622,1.9576816245858146e-05,0.00032118746350585535,0.00032816196138301036,6.859803832451233e-11,7.3789308503547396e-06,5.5612694624111149e-05,0.00060472519536788514,1.2225010539789234e-06,4.0434112648493763e-07,0.0013974254948780911,4.697260309035058e-14,2.2350427143819176e-07,2.1671887580362724e-11,1.0024062988703325e-11
1.282085195296714e-11,0.19920120590756155,76.950000000000003,0.0,0.0,0.0,0.99718546962442778,9.4999918686846723,2.0139868224811912e-05,0.00033028865426382794,0.00033758707170526144,7.0568239762804732e-11,7.7148734394867588e-06,5.5608410458916611e-05,0.00062259481393662109,1.2224046858063293e-06,4.163602272667297e-07,0.0014387236387518498,4.9111138496910497e-14,2.3417453374981359e-07,2.3676679715324211e-11,1.105085074242035e-11
1.3179794773586056e-11,0.19920120510708947,76.950000000000003,0.0,0.0,0.0,0.9971068657089297,9.4999915172747649,2.0702874181469979e-05,0.00033938491009334826,0.00034701069593639263,7.2538130399892243e-11,8.0542630719696491e-06,5.5604126701074137e-05,0.00064046294961643644,1.2223083267730959e-06,4.2837743200702024e-07,0.0014800185999047464,5.1271617027549785e-14,2.4507526410427367e-07,2.5803964320506045e-11,1.2148934525935272e-11
1.3538737594204972e-11,0.19920120429915125,76.950000000000003,0.0,0.0,0.0,0.99702826924897481,9.4999911625872286,2.1265834120176145e-05,0.00034847639883747191,0.00035643283432618144,7.4507710287280026e-11,8.3969321571734466e-06,5.5599843350730912e-05,0.00065832960254705232,1.2222119767690237e-06,4.4039274101957009e-07,0.0015213103786393945,5.345297183698415e-14,2.5620638968226425e-07,2.8057549682886462e-11,1.3320956184986391e-11
1.3897680414823888e-11,0.1992012034841106,76.950000000000003,0.0,0.0,0.0,0.9969496802436808,9.4999908047816479,2.1828748045273719e-05,0.00035756328034013986,0.00036585348712433243,7.6476979476524881e-11,8.7427211035032716e-06,5.559556040796439e-05,0.00067619477286819433,1.2221156358447265e-06,4.5240615461812588e-07,0.0015625989752584197,5.5654187000036078e-14,2.6756783768394003e-07,3.0441248891505379e-11,1.4569565285959216e-11
1.4256623235442804e-11,0.19920120266231348,76.950000000000003,0.0,0.0,0.0,0.9968710986921645,9.4999904440099954,2.2391615961105482e-05,0.00036664570682795963,0.00037527265458047777,7.8445938019230404e-11,9.091477936620935e-06,5.559127787265621e-05,0.0006940584607196289,1.2220193040899816e-06,4.6441767311691506e-07,0.001603884390064545,5.7874295081317221e-14,2.7915953532925841e-07,3.2958879264673531e-11,1.5897418181702206e-11
1.461556605606172e-11,0.19920120183408968,76.950000000000003,0.0,0.0,0.0,0.99679252459354384,9.4999900804169943,2.2954437872013717e-05,0.00037572382327375966,0.00038469033694417837,8.0414585967044085e-11,9.4430579358924092e-06,5.5586995744659137e-05,0.0007119206662411162,1.2219229815183055e-06,4.7642729683073918e-07,0.0016451666233604798,6.0112374820934006e-14,2.9098140985830214e-07,3.5614261816883407e-11,1.7307177146890295e-11
1.5333451697299552e-11,0.1992012001596025,76.950000000000003,0.0,0.0,0.0,0.99663539875145957,9.4999893453115494,2.4079943696426153e-05,0.00039386767168107236,0.00040352124739214594,8.4350950284778824e-11,1.0154142799540077e-05,5.5578432710364124e-05,0.00074764063085309789,1.2217303639236757e-06,5.0044086116366974e-07,0.0017277215466321831,6.4638982258380317e-14,3.1531539862754863e-07,4.1353583151758224e-11,2.0383087422862668e-11
1.59795487744136e-11,0.1992011986335804,76.950000000000003,0.0,0.0,0.0,0.99649401097363666,9.4999886753827916,2.5092741645110152e-05,0.00041018371263308281,0.00042046399028135663,8.789261645509318e-11,1.0802459204482518e-05,5.5570727372302375e-05,0.00077978353083681118,1.2215570391631656e-06,5.2204659206141557e-07,0.0018020100998470138,6.8766019744395855e-14,3.3800246394341272e-07,4.7028476146870368e-11,2.3458327699388416e-11
1.662564585152765e-11,0.1992011970911881,76.950000000000003,0.0,0.0,0.0,0.99635264732947904,9.4999879982668514,2.6105390605349662e-05,0.00042648774701309225,0.00043740192534913669,9.1433277102781908e-11,1.1457968622525908e-05,5.5563023353542024e-05,0.00081192163024371665,1.2213837438315037e-06,5.4364618876112233e-07,0.0018762883496735866,7.293884637894468e-14,3.6143417171102748e-07,5.320923075010955e-11,2.6840539746327998e-11
1.72717429286417e-11,0.19920119553384272,76.950000000000003,0.0,0.0,0.0,0.99621130781384548,9.4999873145874059,2.7117890602450398e-05,0.00044278039998566616,0.00045433505404854357,9.497293253017452e-11,1.2120047357432257e-05,5.5555320653544731e-05,0.00084405492988820323,1.2212104781333439e-06,5.6523965310541098e-07,0.001950556297875774,7.7153491848227044e-14,3.8561009831316381e-07,5.9918207006055509e-11,3.0545371846695022e-11
1.791784000575575e-11,0.19920119396284874,76.950000000000003,0.0,0.0,0.0,0.99606999242159688,9.4999866249155502,2.8130241661712688e-05,0.00045906224413488309,0.00047126337783198697,9.8511583039812197e-11,1.2788124292794397e-05,5.5547619271936589e-05,0.00087618343058443941,1.2210372421374786e-06,5.868269869387971e-07,0.0020248139462169588,8.1406320550144575e-14,4.1052982034145041e-07,6.7177772503794275e-11,3.4588485011947536e-11
1.85639370828698e-11,0.199201192379395,76.950000000000003,0.0,0.0,0.0,0.99592870114759602,9.4999859297742457,2.914244380843153e-05,0.00047533380390510908,0.00048818689815124597,1.0204922893440472e-10,1.3461676451283208e-05,5.553991920858796e-05,0.00090830713314634846,1.2208640357282475e-06,6.084081921071316e-07,0.0020990612964599769,8.5694003325438777e-14,4.3619291459639614e-07,7.5010297209398993e-11,3.8985545101549997e-11
1.921003415998385e-11,0.19920119078457374,76.950000000000003,0.0,0.0,0.0,0.99578743398670733,9.4999852296423786,3.0154497067896568e-05,0.00049159555966320277,0.00050510561645748526,1.0558587051679401e-10,1.4140224932462466e-05,5.5532220463297089e-05,0.00094042603838770378,1.2206908588171211e-06,6.2998327045699861e-07,0.0021732983503673395,9.0013491598704743e-14,4.6259895808667244e-07,8.3438148990798723e-11,4.3752216111799906e-11
1.98561312370979e-11,0.19920118917938331,76.950000000000003,0.0,0.0,0.0,0.99564619093379614,9.4999845249584745,3.1166401465392058e-05,0.00050784795142032226,0.00052201953420126935,1.0912150808992258e-10,1.4823331190999479e-05,5.5524523035703601e-05,0.00097254014712215445,1.2205177114338833e-06,6.5155222383559244e-07,0.0022475251097012895,9.4361993686299839e-14,4.8974752802873917e-07,9.2483689739049045e-11,4.8904154462538196e-11
2.050222831421195e-11,0.19920118756473856,76.950000000000003,0.0,0.0,0.0,0.99550497198372989,9.4999838161241037,3.2178157026196966e-05,0.00052409138223073997,0.00053892865283257374,1.1265614195680322e-10,1.5510593637864847e-05,5.5516826925471378e-05,0.0010046494601631702,1.220344593629192e-06,6.7311505409075676e-07,0.0023217415762236742,9.8736953160324787e-14,5.1763820184701093e-07,1.0216927204289076e-10,5.4457004205503512e-11
2.1148325391326e-11,0.1992011859414772,76.950000000000003,0.0,0.0,0.0,0.99536377713137736,9.499983103506997,3.3189763775584848e-05,0.00054032622130339666,0.00055583297380079654,1.1618977242049352e-10,1.6201644528793336e-05,5.5509132132361503e-05,0.0010367539783240204,1.2201715053912255e-06,6.9467176307081455e-07,0.0023959477516958998,1.0313602904124002e-13,5.4627055717398331e-07,1.1251723633748236e-10,6.0426393015564395e-11
2.1794422468440048e-11,0.1992011843103663,76.950000000000003,0.0,0.0,0.0,0.99522260637160853,9.4999823874438878,3.4201221738823971e-05,0.00055655280685249441,0.00057273249855476968,1.1972239978407558e-10,1.6896147113701215e-05,5.5501438656129855e-05,0.0010688537024178045,1.2199984466781494e-06,7.1622235262428192e-07,0.0024701436378789989,1.075570776516864e-13,5.7564417185003036e-07,1.2354990846660082e-10,6.6827928858390056e-11
2.2440519545554098e-11,0.19920118267210807,76.950000000000003,0.0,0.0,0.0,0.99508145969929584,9.4999816682431195,3.5212530941177208e-05,0.00057277144871025929,0.00058962722854276751,1.2325402435063492e-10,1.75937930239349e-05,5.5493746496472898e-05,0.0011009486332574682,1.2198254174765112e-06,7.3776682459970789e-07,0.0025443292365336691,1.1199813598428331e-13,6.0575862392312936e-07,1.3528959760588036e-10,7.3677197242907043e-11
2.3086616622668148e-11,0.19920118102734588,76.950000000000003,0.0,0.0,0.0,0.99494033710931173,9.4999809461870584,3.6223691407902111e-05,0.00058898243071961258,0.00060651716521251532,1.2678464642324186e-10,1.8294299879608431e-05,5.5486055653084155e-05,0.001133038771655786,1.219652417798984e-06,7.5930518084563802e-07,0.0026185045494202326,1.1645740647045311e-13,6.3661349164875703e-07,1.4775859450669312e-10,8.0989758988276349e-11
2.3732713699782197e-11,0.19920117937666862,76.950000000000003,0.0,0.0,0.0,0.99479923859653163,9.4999802215342708,3.7234703164250882e-05,0.00060518601292430156,0.00062340231001119597,1.3031426630494022e-10,1.8997409099480818e-05,5.5478366125693131e-05,0.0011651241184253509,1.2194794476491167e-06,7.8083742321054573e-07,0.0026926695782986125,1.2093324303858691e-13,6.6820835348988524e-07,1.6097917002362024e-10,8.8781148441575784e-11
2.4378810776896247e-11,0.19920117772061566,76.950000000000003,0.0,0.0,0.0,0.99465816415583119,9.4999794945215275,3.8245566235470422e-05,0.00062138243357373482,0.0006402826643854575,1.3384288429873228e-10,1.9702883896128939e-05,5.5470677914034901e-05,0.001197204674378583,1.2193065070123228e-06,8.023635535427089e-07,0.0027668243249283505,1.2542413835175786e-13,7.0054278811689722e-07,1.7497357389032686e-10,9.7066872085937278e-11
2.5024907854010297e-11,0.19920117605968082,76.950000000000003,0.0,0.0,0.0,0.99451711378208818,9.4999787653656362,3.9256280646802216e-05,0.00063757191095897142,0.00065715822978141874,1.373705007075646e-10,2.0410507439961825e-05,5.54629910178235e-05,0.0012292804403277369,1.2191335958740742e-06,8.238835736901043e-07,0.0028409687910686261,1.2992871212022481e-13,7.3361637440742957e-07,1.8976403371136281e-10,1.05862407483804e-10
2.5671004931124346e-11,0.19920117439431637,76.950000000000003,0.0,0.0,0.0,0.99437608747018169,9.4999780342651334,4.0266846423482468e-05,0.00065375464509442145,0.00067402900764467638,1.4089711583432411e-10,2.1120081177528205e-05,5.5455305436767455e-05,0.0012613514170848981,1.2189607142305841e-06,8.4539748550035737e-07,0.0029151029784782513,1.344457003961541e-13,7.674286914462366e-07,2.0537275414155871e-10,1.1518320250724447e-10
