Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56)
7.406226457310318e-09,0.20974772114041557,76.950000000000003,0.0,0.0,0.0,0.99993685858670744,9.4999758657930649,4.2209813102630038e-06,2.8905368194482175e-05,5.6548311556684802e-06,2.3691729139110814e-05,6.4390242369762407e-11,1.3554525448377171e-11,5.5294293659613874e-08,4.4141504746641321e-07,1.3004248776248081e-12,9.9706205982415995e-10,8.5404356643193023e-10,3.7768855181921067e-08,1.3209494686548279e-07
7.43509787537327e-09,0.2097477209077704,76.950000000000003,0.0,0.0,0.0,0.99993661195532757,9.4999757687964674,4.237424794279926e-06,2.9018033393047292e-05,5.6739524414938261e-06,2.3786992315055171e-05,6.4641235070205098e-11,1.3554522184085269e-11,5.5509868963117658e-08,4.4313671674315503e-07,1.3056537227837896e-12,1.0085581401140592e-09,8.6421372871446809e-10,3.7916104426309029e-08,1.3312676635565473e-07
7.463969293436221e-09,0.2097477206751253,76.950000000000003,0.0,0.0,0.0,0.99993636532015384,9.4999756717999162,4.2538681928140282e-06,2.9130698449904386e-05,5.6930737011457676e-06,2.3882255358388985e-05,6.4892161462904962e-11,1.3554518919741907e-11,5.5725444212536091e-08,4.4485838382298715e-07,1.3108829120429331e-12,1.0201420048574324e-09,8.7446426927062791e-10,3.8063353635234666e-08,1.341625995254637e-07
7.492840711499172e-09,0.20974772044248033,76.950000000000003,0.0,0.0,0.0,0.99993611868118681,9.4999755748034129,4.270311505865689e-06,2.9243363364530252e-05,5.7121949345567308e-06,2.3977518268776471e-05,6.5143180811379338e-11,1.3554515655347119e-11,5.5941019407868315e-08,4.4658004870034832e-07,1.3161115973351836e-12,1.0318140013675833e-09,8.8479551806287865e-10,3.8210602808697403e-08,1.3520244636765116e-07
7.521712129562124e-09,0.20974772020983554,76.950000000000003,0.0,0.0,0.0,0.99993587203842649,9.4999754778069558,4.2867547334352803e-06,2.935602813672208e-05,5.731316141659137e-06,2.4072781045880094e-05,6.5394131925161688e-11,1.3554512390900884e-11,5.6156594549113461e-08,4.4830171136967585e-07,1.321340636888695e-12,1.0435744770173481e-09,8.9520780511026059e-10,3.8357851946696638e-08,1.3624630687494259e-07
7.550583547625075e-09,0.20974771997719077,76.950000000000003,0.0,0.0,0.0,0.99993562539187297,9.4999753808105467,4.3031978755231713e-06,2.9468692766016241e-05,5.7504373223875723e-06,2.4168043689374553e-05,6.5645126109224345e-11,1.3554509126403214e-11,5.637216963627071e-08,4.500233718255866e-07,1.3265694381075805e-12,1.0554237680241979e-09,9.0570144983377995e-10,3.8505101049231814e-08,1.3729418104028556e-07
7.579454965688026e-09,0.2097477197445461,76.950000000000003,0.0,0.0,0.0,0.99993537874152616,9.4999752838141838,4.3196409321297171e-06,2.9581357252172317e-05,5.7695584766776928e-06,2.4263306198938751e-05,6.5896057254398175e-11,1.3554505861854103e-11,5.658774466933926e-08,4.5174503006278471e-07,1.3317985658226428e-12,1.0673622051029196e-09,9.1627676642666283e-10,3.8652350116302375e-08,1.383460688567289e-07
7.608326383750977e-09,0.20974771951190163,76.950000000000003,0.0,0.0,0.0,0.99993513208738649,9.499975186817867,4.3360839032552767e-06,2.9694021594698303e-05,5.7886796044651061e-06,2.4358568574252661e-05,6.6147070532298286e-11,1.3554502597253559e-11,5.6803319648318285e-08,4.5346668607597022e-07,1.337027247255582e-12,1.0793901192296643e-09,9.2693406933050199e-10,3.8799599147907766e-08,1.3940197031730277e-07
7.637197801813929e-09,0.20974771927925726,76.950000000000003,0.0,0.0,0.0,0.99993488542945397,9.4999750898216,4.3525267889002101e-06,2.9806685793417313e-05,5.8078007056851048e-06,2.4453830814992993e-05,6.6397994304225814e-11,1.3554499332601581e-11,5.701889457320697e-08,4.5518833985981737e-07,1.3422563959542624e-12,1.0915078430141516e-09,9.3767367453884667e-10,3.8946848144047431e-08,1.4046188541499075e-07
7.66606921987688e-09,0.209747719046613,76.950000000000003,0.0,0.0,0.0,0.99993463876772837,9.4999749928253792,4.3689695890648807e-06,2.9919349847782992e-05,5.8269217802728241e-06,2.4549092920837665e-05,6.6649025576504235e-11,1.3554496067898171e-11,5.7234469444004522e-08,4.5690999140898795e-07,1.3474849633991918e-12,1.103715709833748e-09,9.4849589877461042e-10,3.9094097104720814e-08,1.4152581414274819e-07
7.694940637939831e-09,0.20974771881396884,76.950000000000003,0.0,0.0,0.0,0.99993439210221036,9.4999748958292045,4.3854123037496468e-06,3.0032013757681792e-05,5.846042828163415e-06,2.4644354891462348e-05,6.6899928629782432e-11,1.3554492803143328e-11,5.745004426071008e-08,4.5863164071814438e-07,1.3527142040097576e-12,1.1160140530182032e-09,9.594010587154466e-10,3.9241346029927333e-08,1.4259375649351904e-07
7.723812056002783e-09,0.2097477185813247,76.950000000000003,0.0,0.0,0.0,0.9999341454328996,9.4999747988330778,4.4018549329548727e-06,3.0144677522486398e-05,5.8651638492920737e-06,2.4739616726545671e-05,6.7150981719344113e-11,1.3554489538337055e-11,5.7665619023322863e-08,4.6035328778195337e-07,1.3579426370755878e-12,1.1284032056665195e-09,9.7038947081987031e-10,3.9388594919666465e-08,1.4366571246023959e-07
7.752683474065734e-09,0.20974771834868083,76.950000000000003,0.0,0.0,0.0,0.99993389875979632,9.4999747018369938,4.4182974766809783e-06,3.0257341142051929e-05,5.8842848435825468e-06,2.4834878425706357e-05,6.7401919046532241e-11,1.3554486273479355e-11,5.7881193731841892e-08,4.6207493259413814e-07,1.3631716768873589e-12,1.1408835597041663e-09,9.8146150743407576e-10,3.9535843773937541e-08,1.4474168203458144e-07
7.781554892128685e-09,0.20974771811603693,76.950000000000003,0.0,0.0,0.0,0.99993365208290064,9.499974604840963,4.4347399349282375e-06,3.0370004615951043e-05,5.9034058109863146e-06,2.4930139988703552e-05,6.7652906611157734e-11,1.3554483008570227e-11,5.8096768386266558e-08,4.6379657515070635e-07,1.3684004401932924e-12,1.1534553645276108e-09,9.9261740549556882e-10,3.9683092592740132e-08,1.458216652112349e-07
7.810426310191636e-09,0.20974771788339328,76.950000000000003,0.0,0.0,0.0,0.99993340540221265,9.4999745078449731,4.4511823076970066e-06,3.0482667943949659e-05,5.9225267514391279e-06,2.5025401415216576e-05,6.7903832451268236e-11,1.3554479743609672e-11,5.8312342986596054e-08,4.6551821544636909e-07,1.3736295226251134e-12,1.1661189503760051e-09,1.0038574787459231e-09,3.9830341376073675e-08,1.4690566198316053e-07
7.839297728254588e-09,0.20974771765074968,76.950000000000003,0.0,0.0,0.0,0.99993315871773247,9.4999744108490347,4.4676245949876619e-06,3.0595331125535683e-05,5.9416476648734173e-06,2.5120662704909619e-05,6.8154844745977749e-11,1.3554476478597694e-11,5.8527917532829506e-08,4.67239853475566e-07,1.3788581358776809e-12,1.1788746645420452e-09,1.0151820571283725e-09,3.9977590123937607e-08,1.4799367234294363e-07
7.868169146317539e-09,0.20974771741810616,76.950000000000003,0.0,0.0,0.0,0.99993291202946022,9.4999743138531407,4.484066796800581e-06,3.0707994160495093e-05,5.9607685512216072e-06,2.5215923857445201e-05,6.8405793523220993e-11,1.3554473213534292e-11,5.8743492024966101e-08,4.6896148923273473e-07,1.3840870776985808e-12,1.1917228543778951e-09,1.0265914706426612e-09,4.0124838836331339e-08,1.490856962831535e-07
7.89704056438049e-09,0.2097477171854628,76.950000000000003,0.0,0.0,0.0,0.99993266533739578,9.4999742168572965,4.5005089131361266e-06,3.0820657048372049e-05,5.9798894104182857e-06,2.5311184872498029e-05,6.8656782341365305e-11,1.3554469948419469e-11,5.8959066463004984e-08,4.7068312271249195e-07,1.3893157972508495e-12,1.204663856080973e-09,1.0380860386910764e-09,4.027208751325431e-08,1.5018173379658673e-07
7.925911982443442e-09,0.20974771695281955,76.950000000000003,0.0,0.0,0.0,0.99993241864153959,9.4999741198614966,4.5169509439946578e-06,3.0933319788918765e-05,5.999010242399117e-06,2.5406445749747054e-05,6.8907712476123346e-11,1.3554466683253222e-11,5.9174640846945349e-08,4.7240475390954245e-07,1.3945448195604706e-12,1.2176980003462855e-09,1.0496660754483806e-09,4.0419336154705963e-08,1.5128178487614333e-07
7.954783400506393e-09,0.20974771672017642,76.950000000000003,0.0,0.0,0.0,0.99993217194189132,9.4999740228657465,4.5333928893765328e-06,3.1045982381653339e-05,6.0181310470997099e-06,2.5501706488872204e-05,6.9158718995471562e-11,1.3554463418035554e-11,5.9390215176786401e-08,4.7412638281858675e-07,1.3997734263055272e-12,1.2308256181301298e-09,1.0613318953376327e-09,4.0566584760685742e-08,1.5238584951470482e-07
7.983654818569344e-09,0.20974771648753335,76.950000000000003,0.0,0.0,0.0,0.99993192523845165,9.4999739258700409,4.5498347492821117e-06,3.1158644826386977e-05,6.0372518244553602e-06,2.559696708955028e-05,6.9409642206285516e-11,1.3554460152766477e-11,5.9605789452527299e-08,4.758480094342992e-07,1.4050024666549952e-12,1.2440470420222228e-09,1.0730838143337103e-09,4.0713833331193091e-08,1.534939277051052e-07
8.012526236632295e-09,0.20974771625489044,76.950000000000003,0.0,0.0,0.0,0.99993167853122022,9.4999738288743814,4.5662765237117578e-06,3.1271307122587059e-05,6.056372574401209e-06,2.5692227551459162e-05,6.9660665403682257e-11,1.3554456887445977e-11,5.9821363674167218e-08,4.7756963375134168e-07,1.410230965977217e-12,1.2573626053798304e-09,1.0849221491407604e-09,4.0861081866227455e-08,1.5460601944014999e-07
8.041397654695247e-09,0.20974771602224762,76.950000000000003,0.0,0.0,0.0,0.99993143182019728,9.4999737318787716,4.5827182126658295e-06,3.1383969270123657e-05,6.0754932968724125e-06,2.5787487874274605e-05,6.9911569273739812e-11,1.3554453622074064e-11,6.0036937841705368e-08,4.7929125576437751e-07,1.4154600902914978e-12,1.2707726415125543e-09,1.0968472164176303e-09,4.1008330365788258e-08,1.5572212471263338e-07
8.070269072758198e-09,0.20974771578960494,76.950000000000003,0.0,0.0,0.0,0.99993118510538292,9.4999736348832062,4.5991598161446883e-06,3.1496631268388811e-05,6.0946139918041668e-06,2.5882748057675171e-05,7.0162612705808869e-11,1.3554450356650731e-11,6.0252511955140943e-08,4.8101287546807278e-07,1.420688463231759e-12,1.2842774834992085e-09,1.1088593326039862e-09,4.1155578829874964e-08,1.5684224351534181e-07
8.09914049082115e-09,0.20974771555696228,76.950000000000003,0.0,0.0,0.0,0.99993093838677727,9.4999735378876906,4.6156013341486952e-06,3.1609293117338983e-05,6.1137346591316925e-06,2.5978008101336504e-05,7.0413490369466222e-11,1.3554447091175995e-11,6.0468086014473083e-08,4.8273449285709625e-07,1.4259177078859e-12,1.2978774643126278e-09,1.1209588140387775e-09,4.130282725848699e-08,1.579663758410515e-07
8.1280119088841e-09,0.2097477153243199,76.950000000000003,0.0,0.0,0.0,0.99993069166438042,9.4999734408922212,4.6320427666782745e-06,3.1721954816271062e-05,6.1328552987787371e-06,2.6073268004880271e-05,7.0664494662696498e-11,1.3554443825649844e-11,6.0683660019700875e-08,4.8445610792517152e-07,1.4311462699585461e-12,1.3115729758768189e-09,1.1331460330672794e-09,4.1450075651623702e-08,1.5909452168124281e-07
8.156883326947052e-09,0.20974771509167744,76.950000000000003,0.0,0.0,0.0,0.99993044493819228,9.4999733438967944,4.648484113733699e-06,3.1834616365106192e-05,6.1519759106967809e-06,2.6168527768063804e-05,7.0915443115799856e-11,1.3554440560072273e-11,6.0899233970823669e-08,4.8617772066830557e-07,1.4363751193125202e-12,1.3253642675855471e-09,1.1454212266246832e-09,4.1597324009284675e-08,1.6022668103048424e-07
8.185754745010003e-09,0.2097477148590353,76.950000000000003,0.0,0.0,0.0,0.99993019820821327,9.4999732469014191,4.6649253753153218e-06,3.1947277763375395e-05,6.1710964948215774e-06,2.6263787390567663e-05,7.1166458688434257e-11,1.3554437294443309e-11,6.1114807867840645e-08,4.8789933108121069e-07,1.4416036024292516e-12,1.3392516696644679e-09,1.1577847084401247e-09,4.1744572331469347e-08,1.6136285388157544e-07
8.214626163072955e-09,0.2097477146263931,76.950000000000003,0.0,0.0,0.0,0.99992995147444308,9.4999731499060882,4.6813665514235225e-06,3.2059939010877564e-05,6.1902170510855611e-06,2.6359046872054418e-05,7.1417378572170855e-11,1.3554434028762923e-11,6.1330381710750997e-08,4.89620939158326e-07,1.4468325845119903e-12,1.3532355293858983e-09,1.1702368084378288e-09,4.1891820618177143e-08,1.625030402269324e-07
8.243497581135906e-09,0.20974771439375112,76.950000000000003,0.0,0.0,0.0,0.99992970473688236,9.4999730529108071,4.6978076420586762e-06,3.2172600107083976e-05,6.2093375794211601e-06,2.6454306212188274e-05,7.1668367529609112e-11,1.3554430763031143e-11,6.1545955499553823e-08,4.9134254489408988e-07,1.4520611899817582e-12,1.3673161940791485e-09,1.1827778565962189e-09,4.203906886940748e-08,1.6364724005895546e-07
8.272368999198857e-09,0.20974771416110913,76.950000000000003,0.0,0.0,0.0,0.99992945799553079,9.4999729559155703,4.7142486472211489e-06,3.2285261051756133e-05,6.228458079762969e-06,2.6549565410642815e-05,7.1919311788060481e-11,1.355442749724795e-11,6.1761529234248344e-08,4.9306414828311924e-07,1.4572900233444139e-12,1.3814939999187657e-09,1.195408172296205e-09,4.2186317085159796e-08,1.6479545337027732e-07
8.301240417261808e-09,0.2097477139284674,76.950000000000003,0.0,0.0,0.0,0.99992921125038858,9.4999728589203833,4.7306895669112964e-06,3.2397921844439103e-05,6.247578552046654e-06,2.6644824467098099e-05,7.2170319808878057e-11,1.3554424231413364e-11,6.1977102914833699e-08,4.9478574932011936e-07,1.4625185083326716e-12,1.3957692775773734e-09,1.2081280696916818e-09,4.2333565265433521e-08,1.6594768015363711e-07
8.33011183532476e-09,0.2097477136958257,76.950000000000003,0.0,0.0,0.0,0.99992896450145585,9.4999727619252408,4.7471304011294795e-06,3.2510582484934471e-05,6.2666989962078329e-06,2.6740083381232594e-05,7.2421243200858937e-11,1.3554420965527366e-11,6.2192676541309119e-08,4.96507347999791e-07,1.4677474332757843e-12,1.4101423579888109e-09,1.2209378631847065e-09,4.248081341022812e-08,1.6710392040175515e-07
8.358983253387711e-09,0.20974771346318413,76.950000000000003,0.0,0.0,0.0,0.99992871774873271,9.4999726649301444,4.7635711498760581e-06,3.2623242972718316e-05,6.2858194121818009e-06,2.6835342152724881e-05,7.2672257406388934e-11,1.3554417699589979e-11,6.2408250113673786e-08,4.9822894431680887e-07,1.4729758661615316e-12,1.4246135737205532e-09,1.2338378687294233e-09,4.262806151954303e-08,1.6826417410730351e-07
8.387854671450662e-09,0.20974771323054267,76.950000000000003,0.0,0.0,0.0,0.99992847099221926,9.4999725679350977,4.7800118131513914e-06,3.273590330764272e-05,6.304939799903705e-06,2.693060078125083e-05,7.2923161049823131e-11,1.355441443360118e-11,6.2623823631926838e-08,4.9995053826583538e-07,1.4782048766253771e-12,1.4391832581072524e-09,1.2468284030088153e-09,4.2775309593377695e-08,1.6942844126292529e-07
8.416726089513614e-09,0.20974771299790126,76.950000000000003,0.0,0.0,0.0,0.99992822423191563,9.4999724709400954,4.796452390955842e-06,3.2848563489117489e-05,6.3240601593087055e-06,2.702585926648866e-05,7.3174195074858232e-11,1.3554411167560994e-11,6.2839397096067521e-08,5.0167212984153413e-07,1.4834331849073285e-12,1.4538517444361762e-09,1.2599097826609303e-09,4.292255763173154e-08,1.7059672186125246e-07
8.445597507576565e-09,0.20974771276526005,76.950000000000003,0.0,0.0,0.0,0.99992797746782169,9.4999723739451394,4.8128928832897706e-06,3.2961223517078075e-05,6.3431804903320046e-06,2.7121117608114074e-05,7.3425075055674599e-11,1.3554407901469403e-11,6.3054970506094974e-08,5.0339371903857113e-07,1.4886623015517033e-12,1.4686193657633378e-09,1.2730823241040805e-09,4.3069805634604014e-08,1.7176901589490922e-07
8.474468925639516e-09,0.20974771253261895,76.950000000000003,0.0,0.0,0.0,0.9999277306999379,9.4999722769502331,4.8293332901536017e-06,3.3073883390842126e-05,6.3623007928973589e-06,2.7216375805748681e-05,7.3676072681898143e-11,1.3554404635326423e-11,6.3270543862008246e-08,5.0511530585067241e-07,1.4938907836957106e-12,1.4834865139639082e-09,1.2863463996375461e-09,4.3217053601994471e-08,1.7294532335520033e-07
8.503340343702467e-09,0.2097477122999779,76.950000000000003,0.0,0.0,0.0,0.99992748392826403,9.4999721799553711,4.8457736115476055e-06,3.3186543110318028e-05,6.3814210669562582e-06,2.731163385914988e-05,7.3927018272299542e-11,1.3554401369132047e-11,6.3486117163806727e-08,5.0683689027384453e-07,1.4991195323817853e-12,1.4984534384020959e-09,1.2997022461686945e-09,4.3364301533902486e-08,1.7412564423658246e-07
8.532211761765419e-09,0.20974771206733703,76.950000000000003,0.0,0.0,0.0,0.99992723715280041,9.499972082960559,4.862213847472141e-06,3.3299202675045333e-05,6.4005413124444576e-06,2.740689176799825e-05,7.4178026269481569e-11,1.3554398102886276e-11,6.3701690411489609e-08,5.0855847230280042e-07,1.5043479399273116e-12,1.5135204692744141e-09,1.3131501773993112e-09,4.3511549430327503e-08,1.7530997853170699e-07
8.56108317982837e-09,0.20974771183469626,76.950000000000003,0.0,0.0,0.0,0.99992699037354704,9.4999719859657912,4.8786539979275827e-06,3.3411862084811641e-05,6.4196615292943992e-06,2.7502149531956416e-05,7.4428945207541063e-11,1.3554394836589118e-11,6.3917263605056046e-08,5.102800519319792e-07,1.5095768105022327e-12,1.5286879538284475e-09,1.3266905232304835e-09,4.3658797291268941e-08,1.7649832623283402e-07
8.589954597891321e-09,0.20974771160205555,76.950000000000003,0.0,0.0,0.0,0.99992674359050404,9.4999718889710696,4.8950940629143075e-06,3.3524521339099725e-05,6.4387817174385129e-06,2.7597407150688571e-05,7.4679928381803595e-11,1.3554391570240566e-11,6.4132836744505178e-08,5.120016291558203e-07,1.5148053302290313e-12,1.5439562393712357e-09,1.3403236136198339e-09,4.3806045116726215e-08,1.7769068733220757e-07
8.618826015954273e-09,0.20974771136941503,76.950000000000003,0.0,0.0,0.0,0.99992649680367152,9.4999717919763977,4.9115340424326796e-06,3.3637180437663173e-05,6.4579018768114009e-06,2.7692664623868336e-05,7.4930869936413015e-11,1.3554388303840631e-11,6.4348409829836183e-08,5.1372320396894041e-07,1.5200340610203242e-12,1.5593256620563294e-09,1.3540497679286702e-09,4.3953292906698766e-08,1.7888706182230939e-07
8.647697434017224e-09,0.20974771113677457,76.950000000000003,0.0,0.0,0.0,0.99992625001304958,9.4999716949817703,4.9279739364830574e-06,3.3749839380054624e-05,6.477022007348731e-06,2.7787921951175766e-05,7.518187078282583e-11,1.3554385037389303e-11,6.4563982861048255e-08,5.1544477636604548e-07,1.5252624672234777e-12,1.5747965525356553e-09,1.3678693002915656e-09,4.4100540661186035e-08,1.8008744969572992e-07
8.676568852080175e-09,0.2097477109041342,76.950000000000003,0.0,0.0,0.0,0.99992600321863834,9.499971597987189,4.944413745065799e-06,3.3862498166065374e-05,6.4961421089861219e-06,2.7883179132289396e-05,7.5432792857029387e-11,1.3554381770886598e-11,6.4779555838140559e-08,5.1716634634183645e-07,1.5304912816152231e-12,1.5903692417220443e-09,1.3817825250909598e-09,4.4247788380187481e-08,1.8129185094504061e-07
8.705440270143126e-09,0.20974771067149395,76.950000000000003,0.0,0.0,0.0,0.99992575642043768,9.4999715009926575,4.9608534681812663e-06,3.3975156795183722e-05,6.5152621816588782e-06,2.7978436166887776e-05,7.5683799390995137e-11,1.3554378504332498e-11,6.4995128761112289e-08,5.1888791389098857e-07,1.5357196378609416e-12,1.6060440621616486e-09,1.3957897582610862e-09,4.4395036063702529e-08,1.8250026556276425e-07
8.734311688206078e-09,0.20974771043885385,76.950000000000003,0.0,0.0,0.0,0.99992550961844806,9.4999714039981704,4.97729310582982e-06,3.4087815267247762e-05,6.5343822253021518e-06,2.8073693054646852e-05,7.5934703024356524e-11,1.3554375237727026e-11,6.5210701629962651e-08,5.2060947900816414e-07,1.5409485302172678e-12,1.6218213471676774e-09,1.4098913164649004e-09,4.4542283711730628e-08,1.8371269354139408e-07
8.763183106269029e-09,0.20974771020621383,76.950000000000003,0.0,0.0,0.0,0.99992526281266914,9.4999713070037295,4.9937326580118193e-06,3.4200473581684079e-05,6.5535022398511023e-06,2.8168949795244792e-05,7.6185727931680013e-11,1.3554371971070157e-11,6.5426274444690809e-08,5.223310416880273e-07,1.5461767691074969e-12,1.6377014300059294e-09,1.4240875163203992e-09,4.4689531324271223e-08,1.8492913487341211e-07
8.79205452433198e-09,0.209747709973574,76.950000000000003,0.0,0.0,0.0,0.99992501600310157,9.4999712100093383,5.0101721247276267e-06,3.4313131738408365e-05,6.5726222252409394e-06,2.8264206388357413e-05,7.6436609482432798e-11,1.3554368704361926e-11,6.5641847205295945e-08,5.2405260192524479e-07,1.5514057586267219e-12,1.6536846437109324e-09,1.4383786742258311e-09,4.4836778901323738e-08,1.8614958955129298e-07
8.820925942394932e-09,0.20974770974093415,76.950000000000003,0.0,0.0,0.0,0.99992476918974504,9.4999711130149915,5.0266115059776666e-06,3.4425789736757201e-05,6.5917421813954258e-06,2.8359462833606246e-05,7.6687600457225188e-11,1.3554365437602305e-11,6.5857419911777092e-08,5.2577415971354254e-07,1.5566341575892478e-12,1.6697713801325098e-09,1.4527651624568022e-09,4.4984026442887537e-08,1.8737405756616533e-07
8.849797360457883e-09,0.20974770950829447,76.950000000000003,0.0,0.0,0.0,0.99992452237259977,9.4999710160206909,5.0430508017622091e-06,3.4538447576627169e-05,6.6108621082660487e-06,2.8454719130748794e-05,7.6938542984184992e-11,1.3554362170791306e-11,6.607299256413368e-08,5.2749571504892753e-07,1.5618628035401688e-12,1.6859618886186946e-09,1.4672472179055728e-09,4.5131273948962199e-08,1.886025389123736e-07
8.878668778520834e-09,0.20974770927565503,76.950000000000003,0.0,0.0,0.0,0.99992427555166585,9.4999709190264401,5.0594900120816118e-06,3.4651105257565831e-05,6.6299820057885732e-06,2.8549975279465589e-05,7.7189543540940844e-11,1.3554358903928932e-11,6.6288565162364836e-08,5.2921726792611269e-07,1.5670911316189678e-12,1.7022564993445373e-09,1.4818251542538834e-09,4.5278521419547166e-08,1.8983503358242085e-07
8.907540196583786e-09,0.20974770904301546,76.950000000000003,0.0,0.0,0.0,0.99992402872694341,9.4999708220322336,5.0759291369362507e-06,3.4763762779350255e-05,6.6491018738954425e-06,2.8645231279419343e-05,7.7440461203185719e-11,1.3554355637015185e-11,6.6504137706469754e-08,5.3093881833953884e-07,1.5723198893244973e-12,1.7186555595350058e-09,1.4964993013816974e-09,4.5425768854641856e-08,1.9107154156841108e-07
8.936411614646737e-09,0.20974770881037616,76.950000000000003,0.0,0.0,0.0,0.99992378189843256,9.4999707250380734,5.0923681763265019e-06,3.4876420141473894e-05,6.6682217125190939e-06,2.8740487130274207e-05,7.7691438597213011e-11,1.3554352370050064e-11,6.6719710196447545e-08,5.3266036628364403e-07,1.5775483201318185e-12,1.735159416474454e-09,1.5112699892254492e-09,4.5573016254245673e-08,1.9231206286243229e-07
8.965283032709688e-09,0.20974770857773697,76.950000000000003,0.0,0.0,0.0,0.99992353506613341,9.4999706280439629,5.1088071302527321e-06,3.4989077343683033e-05,6.6873415215941314e-06,2.8835742831703884e-05,7.7942377234418061e-11,1.3554349103033574e-11,6.693528263229743e-08,5.3438191175304654e-07,1.5827769463543577e-12,1.7517684062944327e-09,1.526137537125899e-09,4.5720263618358076e-08,1.9355659745681499e-07
8.99415445077264e-09,0.20974770834509782,76.950000000000003,0.0,0.0,0.0,0.99992328823004606,9.4999705310498967,5.1252459987152972e-06,3.5101734385537294e-05,6.7064613010562271e-06,2.8930998383388392e-05,7.8193371003015414e-11,1.355434583596571e-11,6.7150855014018548e-08,5.3610345474245167e-07,1.5880052700856355e-12,1.7684828596251691e-09,1.5411022591973522e-09,4.5867510946978501e-08,1.9480514534400107e-07
9.02302586883559e-09,0.20974770811245885,76.950000000000003,0.0,0.0,0.0,0.99992304139017041,9.4999704340558768,5.1416847817145561e-06,3.5214391266818443e-05,6.7255810508410073e-06,2.9026253785006342e-05,7.8444291447853062e-11,1.3554342568846479e-11,6.7366427341610157e-08,5.3782499524656133e-07,1.5932339724624332e-12,1.7853031073577258e-09,1.5561644698019161e-09,4.6014758240106406e-08,1.9605770651641334e-07
9.051897286898542e-09,0.20974770787981992,76.950000000000003,0.0,0.0,0.0,0.99992279454650679,9.4999703370619066,5.1581234792508691e-06,3.5327047987026132e-05,6.7447007708837773e-06,2.9121509036236256e-05,7.8695290440306397e-11,1.3554339301675873e-11,6.7581999615071372e-08,5.395465332600513e-07,1.5984622481994097e-12,1.8022294820163231e-09,1.5713244848533375e-09,4.6162005497741215e-08,1.9731428096642491e-07
9.080768704961493e-09,0.2097477076471812,76.950000000000003,0.0,0.0,0.0,0.9999225476990552,9.4999702400679809,5.1745620913245968e-06,3.543970454598544e-05,6.7638204611196942e-06,2.921676413675416e-05,7.8946193659773502e-11,1.3554336034453906e-11,6.7797571834401411e-08,5.4126806877758367e-07,1.6036910214867745e-12,1.819262316892141e-09,1.5865826209939979e-09,4.6309252719882379e-08,1.9857486868637937e-07
9.109640123024445e-09,0.20974770741454254,76.950000000000003,0.0,0.0,0.0,0.99992230084781575,9.4999701430741013,5.1910006179361026e-06,3.5552360943138606e-05,6.7829401214839218e-06,2.9312019086238171e-05,7.919720967877073e-11,1.3554332767180568e-11,6.8013143999599441e-08,5.4298960179382319e-07,1.6089191865759396e-12,1.8364019452288956e-09,1.6019391948212661e-09,4.6456499906529342e-08,1.9983946966860887e-07
9.138511541087396e-09,0.20974770718190397,76.950000000000003,0.0,0.0,0.0,0.99992205399278855,9.4999700460802714,5.207439059085745e-06,3.566501717838288e-05,6.8020597519116741e-06,2.9407273884364208e-05,7.9448092284342591e-11,1.3554329499855871e-11,6.822871611066468e-08,5.4471113230343726e-07,1.6141480486142938e-12,1.8536487000390013e-09,1.6173945227127347e-09,4.6603747057681528e-08,2.0110808390543845e-07
9.167382959150347e-09,0.20974770694926562,76.950000000000003,0.0,0.0,0.0,0.99992180713397372,9.499969949086486,5.2238774147738854e-06,3.5777673251079045e-05,6.8211793523381826e-06,2.9502528530811154e-05,7.9699131853246718e-11,1.355432623247981e-11,6.8444288167596268e-08,5.4643266030109508e-07,1.6193760684237854e-12,1.8710029142292299e-09,1.6329489209457303e-09,4.6750994173338402e-08,2.0238071138918284e-07
9.196254377213298e-09,0.20974770671662726,76.950000000000003,0.0,0.0,0.0,0.99992156027137136,9.4999698520927467,5.2403156850009483e-06,3.5890329161094564e-05,6.8402989226872102e-06,2.9597783025197739e-05,7.9950050304556511e-11,1.355432296505239e-11,6.8659860170393253e-08,5.4815418578052205e-07,1.6246047198726875e-12,1.8884649796451306e-09,1.6486027617922009e-09,4.6898241253499301e-08,2.0365735211077917e-07
9.22512579527625e-09,0.20974770648398902,76.950000000000003,0.0,0.0,0.0,0.99992131340498158,9.4999697550990572,5.2567538697672057e-06,3.6002984907994644e-05,6.8594184629102455e-06,2.969303736728321e-05,8.0201021171224325e-11,1.3554319697573605e-11,6.8875432119055065e-08,5.4987570873772609e-07,1.6298330832325911e-12,1.906035145630597e-09,1.66435628214078e-09,4.7045488298163789e-08,2.0493800606445045e-07
9.253997213339201e-09,0.20974770625135095,76.950000000000003,0.0,0.0,0.0,0.9999210665348045,9.4999696581054121,5.2731919690730123e-06,3.6115640491550234e-05,6.8785379729430589e-06,2.9788291556746943e-05,8.0451927513470321e-11,1.3554316430043468e-11,6.9091004013580831e-08,5.5159722916741971e-07,1.6350617781885647e-12,1.9237137423449469e-09,1.6802097956586183e-09,4.7192735307331329e-08,2.0622267324253858e-07
