Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987),C7H10(986),S(4381),S(4372),S(4886),S(3690),S(1588),S(206),S(2669),C7H9(279),S(6788),C7H8O(364),S(4083),C6H7(1171),CH2O(6985),C6H7(7018),S(7026),S(7027),S(1436),C7H8(3538),C6H6(7011),S(4021),C7H8(8697),C7H10(194),S(4081)
0.0,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8428099540728043e-21,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999999911,9.5,2.9893619444398817e-17,4.1593012069466156e-16,4.1592999998148976e-16,4.6643156432461088e-27,4.6642673430431273e-27,2.4713181037730965e-17,3.0807151288846534e-26,3.1868362979778017e-27,1.6961730342126272e-39,5.4179263665034564e-44,2.3128209171768484e-31,3.4777205091864555e-26,6.3819022440574071e-30,2.3176934258790108e-39,2.7093859108346628e-44,1.3827717668150021e-47,3.8108097326096627e-60,1.0396165343552746e-42,5.1116570808179954e-31,2.6842806430571606e-42,2.6842806430802888e-42,2.0566827199241342e-53,2.5612377653477255e-54,8.8555767057231748e-50,3.102869758811491e-31,4.7548073122694201e-42,2.9606394649896315e-43,2.201910007563501e-96,8.1171718398043059e-54,3.583959472962132e-47,2.1013209250195483e-96,3.5751073175464715e-28,4.5513718218564496e-65,4.5513685947163454e-65,6.9228968322579675e-40,2.115450844868698e-40,5.5533911574138675e-31,6.9227909708873638e-40,2.8590530711025473e-51,2.1013209250195467e-96,1.3137528013215239e-57,4.7069605823218141e-55,2.193987464253834e-68,1.3769545472618445e-80,9.2756071509296774e-48,3.554612084998934e-92,1.3189962683976896e-36,5.9333004376535462e-68,5.2239394811915335e-94,9.9410915575074869e-48,4.5740067969036756e-106,1.4050986771570433e-98,4.1289287563652116e-109,6.1268956448409975e-67,2.6875926198053126e-49,4.3505904601091992e-69,5.4473410330396649e-48,3.0543742801642834e-59,5.1655099252186959e-40,4.1737261166506715e-59,2.7419347902180198e-60,5.7926979903272722e-51,2.1050533385003556e-52,3.8564953227492297e-71,2.4880962260699621e-52,3.292132345001554e-57,5.4233932197781535e-78,1.6108894785008172e-59,7.0062983943676037e-44,5.0637327706895899e-79,1.2071635873895927e-22,4.367075824305387e-42,8.53016070230719e-40,4.3670758243053838e-42,1.461113145489235e-71,3.9873015878429155e-63,2.1065000082696153e-63,2.7667990909826166e-107,1.4906812647711166e-112,3.4652710848959906e-50,9.067114391266909e-61,7.9282486991068064e-61,9.3232314949781112e-85,3.0633800890265426e-51,1.1622227131092954e-93,4.8687789789235941e-65,6.9996456635256934e-77,1.9547725028696209e-87,5.3630943250434313e-88,4.6469992914227475e-77,2.036374784216769e-65,1.0851481723980994e-94,2.0363754695558211e-65,4.518488436324112e-87,8.649100302015258e-71,6.2905815546852292e-83,1.7212473486661878e-79,1.0047785264924885e-87,1.4798107815296201e-27,8.5467444478878704e-68,1.1394022679245881e-58,2.711558692218636e-71,4.8068818763237706e-90,3.1513913948912216e-88,2.4234091744952464e-96,3.2407540470350312e-99,3.0209924384667702e-105,1.2077461409738211e-51,3.7703204847431748e-52,3.7703204847431748e-52,1.1236333004164206e-99,4.010425670835694e-102,1.0089618267787197e-106,3.3393968834991035e-89,3.851657573749999e-95,3.8152431235393031e-43,2.1392398826982432e-54,4.8221926050381314e-49,2.1392410343241797e-54,4.7027915942778467e-55,1.9325758269847378e-103,9.6110973304828315e-113,9.6110973306682113e-113,3.9167192489283363e-125,1.0778060657689642e-123,7.3639758758269033e-124,2.3784439384493077e-108,1.0855759682349993e-66,4.4643711132938563e-127,7.4304731610106227e-77,5.0248911499439751e-80,5.6367611104851119e-37,1.0724645557305094e-85
5.159867871403852e-21,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999999756,9.5,8.3702134444316451e-17,1.1646043379196119e-15,1.1646039999330544e-15,2.8172466484547371e-26,2.8171885175110879e-26,6.9196906682507299e-17,1.860751932839404e-25,1.9248491219082582e-26,2.0136651664650533e-38,6.4321626629594648e-43,1.3969438339523743e-30,2.1005431818964543e-25,3.8546689553404083e-29,2.751433106745008e-38,3.2165820694418432e-43,1.6416266415306375e-46,8.5246295065323507e-59,1.2342327465444636e-41,3.0874408767647575e-30,3.1867779793665723e-41,3.1867779794183088e-41,4.6007169419306444e-52,5.7293864233273254e-53,1.0513340607373804e-48,1.8741333293362306e-30,5.6449071820718482e-41,3.5148711589460812e-42,2.3463059812168419e-94,1.8157788650051131e-52,4.254876669006956e-46,2.2391205080562093e-94,2.1593648139876305e-27,1.8781359121167541e-63,1.8781334828086821e-63,8.2188630779620383e-39,2.5114632303815827e-39,3.3542482406885849e-30,8.2187373993442766e-39,6.3955873272314447e-50,2.2391205080562059e-94,2.9388124507410174e-56,1.052494610171675e-53,9.0535512905515175e-67,1.0365370807780631e-78,1.1012000779114111e-46,4.8520282873502511e-90,7.9667374609117848e-36,2.4474091141073607e-66,7.1306521015805778e-92,1.1802063894933993e-46,1.1284034909157878e-103,1.9179528953352599e-96,1.0186032901314231e-106,2.5282806313085181e-65,3.1907099233643342e-48,1.7952833245296261e-67,6.4670832741897804e-47,6.8325130647641945e-58,3.119967994758466e-39,9.3364583389998899e-58,6.1335984474341259e-59,6.8770910540311306e-50,2.4991194774247145e-51,1.5913639331140921e-69,2.9538676534129774e-51,4.0275395419569122e-56,4.0825950236282756e-76,3.6034953123911526e-58,8.3178768163687452e-43,3.8118516169558649e-77,3.3800580695576806e-22,5.1845923642600722e-41,5.1522170969322603e-39,5.1845923642600671e-41,6.0293242778553993e-70,8.9192608695315735e-62,4.7120708685577982e-62,6.8256683360392757e-105,2.7959611437810971e-110,4.1139698317119766e-49,1.9529664414376377e-59,1.7735173442519883e-59,7.0182959211065269e-83,3.6368448416060576e-50,1.5864282666700951e-91,1.0891263824292188e-63,2.8884233850063253e-75,1.4715039504260894e-85,4.0372035198556069e-86,1.9175972691203245e-75,4.5552863471441323e-64,1.4812218991703193e-92,4.5552891752125651e-64,3.4014052976888952e-85,1.9911005895348875e-69,2.6695727699720034e-81,7.1027754156063822e-78,4.2642949477882779e-86,8.9380543155595311e-27,3.5268380107850108e-66,2.5487972972028094e-57,1.118931985942528e-69,3.6185007150260308e-88,2.3729530707345909e-86,3.30886093458559e-94,4.4249876166968108e-97,7.4548244458990801e-103,1.4338362128645587e-50,4.4761244616974416e-51,4.4761244616974416e-51,1.5341805548605535e-97,5.4758441516744665e-100,2.48978885141971e-104,2.5138146216894091e-87,5.2574939414496273e-93,4.5294566317524026e-42,4.7853901145075234e-53,5.7249070467389859e-48,4.7853948667186844e-53,1.0519956674721594e-53,1.4956642354782454e-101,1.348495389057947e-110,1.3484953891049501e-110,9.9308711347192682e-123,2.7327872575353799e-121,1.8671430263625831e-121,3.7916970445204888e-106,2.4283900177041166e-65,1.1319455085697313e-124,3.0662042028582039e-75,2.0747634288841096e-78,6.691960867230122e-36,4.5512840110931793e-84
1.1793983706065948e-20,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999999434,9.5,1.9131916444415081e-16,2.6619527722677531e-15,2.6619519997757148e-15,1.3563829889570991e-25,1.3563255077142905e-25,1.581643570795024e-16,8.9587195196926763e-25,9.2673199234644425e-26,1.9769617666480228e-37,6.3151356565341802e-42,6.7256832268135918e-30,1.0113211155931743e-24,1.8558571724664947e-28,2.701092660559115e-37,3.1580574775771373e-42,1.6117587712999417e-45,1.6843231792523432e-57,1.2117770230139411e-40,1.4864698790279034e-29,3.1287975173276628e-40,3.1287975174298866e-40,9.0902412377986454e-51,1.1320302052655684e-51,1.0322060029442619e-47,9.0231451838351612e-30,5.5422032201125756e-40,3.4509213173341252e-41,5.3396434446167653e-92,3.5876730226264097e-51,4.1774631080741739e-45,5.0957143860450369e-92,1.0396411992268566e-26,7.4297152744667862e-62,7.429696066701416e-62,8.0693284196665562e-38,2.4657694655746953e-38,1.6149261209918662e-29,8.069205027657389e-38,1.2636602677207727e-48,5.0957143860450226e-92,5.8065981025074619e-55,2.0790644967695674e-52,3.5814949470258875e-65,8.19558723141001e-77,1.0811647600667869e-45,7.6650157225090822e-88,3.8356411481850934e-35,9.6794006376305587e-65,1.1264682980747334e-89,1.1587336312800147e-45,3.5620344242606266e-101,3.0298955982357513e-94,3.215428041000226e-104,1.0001626645710754e-63,3.1326578495526251e-47,7.1019622058239579e-66,6.3494207073828086e-46,1.3499894330979529e-56,1.5021302861431564e-38,1.8447268199146264e-56,1.211895692853748e-57,6.7519687772607012e-49,2.4536506486229934e-50,6.2950181393378244e-68,2.9001243839576475e-50,4.2065815146959834e-55,3.2279850821018265e-74,7.1198994296416692e-57,8.1665394324593103e-42,3.013916415483497e-75,7.7258471333611366e-22,5.0902634123089847e-40,2.4805707813072948e-38,5.0902634123089716e-40,2.3851407002763168e-68,1.7622207163170722e-60,9.3098887650242439e-61,2.1546599692655961e-102,1.2704842818749914e-107,4.0391199757180413e-48,3.5684159232840757e-58,3.5041706447576437e-58,5.5491554792437487e-81,3.5706758315019406e-49,2.5061678146515458e-89,2.1519301980144655e-62,1.1426315693773324e-73,1.1634739291261856e-83,3.1920953834115061e-84,7.5858240979311934e-74,9.0004669902975532e-63,2.3399675414169961e-90,9.0004781778344537e-63,2.6893888637858139e-83,4.1776658972615141e-68,1.12054125384769e-79,2.8097873517672321e-76,1.7899663387293114e-84,4.3032855453716763e-26,1.3951820295168775e-64,5.0359939499610081e-56,4.4263810328024868e-68,2.8610397422203259e-86,1.8764468884424094e-84,5.2278202496272088e-92,6.9917512338244502e-95,2.3535522206388537e-100,1.4077488842504445e-49,4.3946855018687099e-50,4.3946855018687099e-50,2.4239231160649444e-95,8.6519293749426567e-98,7.8604776365523265e-102,1.987597631508626e-85,8.3055520981972566e-91,4.4470473708056954e-41,9.455107450020393e-52,5.6207476571492839e-47,9.4551262492469708e-52,2.0785661581629187e-52,1.2543625505942277e-99,2.2592380784562761e-108,2.2592380786136232e-108,3.3243918058600334e-120,9.1481093056239131e-119,6.250333254863253e-119,1.7373587310779897e-103,4.7980894554065189e-64,3.7892312509320438e-122,1.2129587078667122e-73,8.2182957648546999e-77,6.570202788657831e-35,1.9103813693952609e-82
2.5062215375390138e-20,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999998801,9.5,4.0655322444381577e-16,5.6566496405570165e-15,5.6566479992191607e-15,5.9236808659009054e-25,5.9231707090372996e-25,3.3609925430326258e-16,3.9125081360761507e-24,4.0472820663416525e-25,1.748481768533549e-36,5.5856660578346995e-41,2.9372825644666764e-29,4.4167049590582517e-24,8.1050158488638112e-28,2.3885867159560479e-36,2.7932627444480628e-41,1.4255823805063743e-44,2.9971630893152124e-56,1.0718030424547242e-39,6.4918044918744916e-29,2.767385971304704e-39,2.7673859714866047e-39,1.6175598048286015e-49,2.0143872533820402e-50,9.1297449851609119e-47,3.9406445164089844e-29,4.9020157622131032e-39,3.052300772404351e-40,9.0237613626165015e-90,6.3840723488905512e-50,3.6949187456629719e-44,8.6115320374222748e-90,4.5403862032222279e-26,2.6516100149801233e-60,2.6515962861343179e-60,7.1372294493566802e-37,2.1809451206968889e-37,7.0528064848800537e-29,7.1371203105272999e-37,2.2486158818361776e-47,8.611532037422226e-90,1.0332530835301685e-53,3.6991532544520961e-51,1.278210101552855e-63,5.8578630415297547e-75,9.5627797499653577e-45,1.0964555045889089e-85,1.6751252605391697e-34,3.4540974748472112e-63,1.6113761678971076e-87,1.0248867738203723e-44,1.0194085638515733e-98,4.3341668836983876e-92,9.2021429316900069e-102,3.5695094335011224e-62,2.7708002603203613e-46,2.5346397998925e-64,5.6159907098933137e-45,2.4022340279026426e-55,6.5601976038865525e-38,3.2825927587040231e-55,2.1565036327187301e-56,5.97203991955181e-48,2.1702267921209653e-49,2.2464615675793367e-66,2.5651264732154652e-49,4.1695280125212197e-54,2.3072287010243801e-72,1.2669480381647192e-55,7.2232092430258295e-41,2.1542213748902631e-73,1.6417425658837169e-21,4.5022801379730043e-39,1.0833304598904575e-37,4.5022801379729808e-39,8.5123975647937924e-67,3.1355097616534734e-59,1.6565129777688452e-59,6.1663567731539276e-100,4.3046689365296015e-105,3.572555875996786e-47,5.5136199724808783e-57,6.2354817030245436e-57,3.9663042032756475e-79,3.1582223360212638e-48,3.5849912556572388e-87,3.8292448095578947e-61,4.0779709277043824e-72,8.3160251876485763e-82,2.2815762428751603e-82,2.7073267374412819e-72,1.6015810073843747e-61,3.3472471910278014e-88,1.6015850001220883e-61,1.922262666662931e-81,8.3047883717624193e-67,4.4609674597194166e-78,1.002793170549662e-74,7.1260979310657682e-83,1.8793553449876586e-25,4.9793054592248033e-63,8.9612821609987512e-55,1.5797420662132453e-66,2.0449516229152445e-84,1.3412809649981763e-82,7.4786469473239088e-90,1.0003500458313907e-92,6.7359446214394184e-98,1.2451379243942247e-48,3.8870494911401657e-49,3.8870494911401657e-49,3.4675417242938459e-93,1.2378126551062613e-95,2.2496948087751209e-99,1.4206516758078564e-83,1.1880821444520368e-88,3.9333630212614891e-40,1.6824797713555079e-50,4.9714875971954075e-46,1.6824864806314357e-50,3.6986974056058022e-51,9.9939211213188482e-98,3.6011238942873905e-106,3.6011238947890726e-106,1.0599411501519076e-117,2.916770271793569e-116,1.9928480442473134e-116,5.9497395789240869e-101,8.537943821885791e-63,1.2081535316112683e-119,4.3289550021018193e-72,2.9407418151884318e-75,5.8112627148611363e-34,7.6053880898444711e-81
5.159867871403852e-20,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999997524,9.5,8.3702134444313046e-16,1.1646043375507616e-14,1.1646039997138556e-14,2.4730201531295997e-24,2.4725906433366802e-24,6.9196903446986413e-16,1.6333950914880236e-23,1.6896605763067218e-24,1.4695049269155767e-35,4.6950889209800489e-40,1.2262576499740401e-28,1.8438873351229715e-23,3.3836845688190949e-27,2.0069118543192709e-35,2.347900040441274e-40,1.1982878883940289e-43,5.0551534512610794e-55,9.0091501887727512e-39,2.7102005835617738e-28,2.3261546559457413e-38,2.3261546562525436e-38,2.7282508545479618e-48,3.3975584888438811e-49,7.6741004029213868e-46,1.6451414765684076e-28,4.120439242404156e-38,2.5656426260783996e-39,1.3212774359719498e-87,1.0767670773489161e-48,3.1058017316613527e-43,1.2609179823101833e-87,1.8955218187075318e-25,8.9591734218392065e-59,8.9590805744236278e-59,5.999271140754669e-36,1.8332157055814747e-36,2.9444077351288407e-28,5.999179403001483e-36,3.7926191891439257e-46,1.2609179823101688e-87,1.7427322668920421e-52,6.238802262293766e-50,4.3187828989094175e-62,3.9616754808178528e-73,8.0380923874048039e-44,1.4836635760996355e-83,6.9933182121115822e-34,1.1669921620084845e-61,2.1804260343844255e-85,8.6147908610087014e-44,2.7593699315091054e-96,5.8647574872435834e-90,2.4908675337998198e-99,1.2060565125057196e-60,2.329024351009238e-45,8.5639745826811289e-63,4.7205785790011882e-44,4.0517186755756541e-54,2.7387533613239179e-37,5.5365722993021411e-54,3.6372585731411977e-55,5.0198593942411095e-47,1.8242073606780875e-48,7.5890311732879836e-65,2.1561421810348023e-48,4.2598354022285768e-53,1.560379804775527e-70,2.1368929668499373e-54,6.0715385591724013e-40,1.4569008837841409e-71,3.3800584301265676e-21,3.784437394139679e-38,4.5226916605768465e-37,3.7844373941396425e-38,2.8761466280877217e-65,5.2875918126740504e-58,2.7935059429256825e-58,1.6691285217050169e-97,1.262398634408318e-102,3.0029484749458245e-46,7.3523794701482418e-56,1.0517042069204309e-55,2.6824133153191423e-77,2.6546761700502071e-47,4.8510138532847542e-85,6.4585810634163641e-60,1.3778542221881303e-70,5.624131908591985e-80,1.5430310319175294e-80,9.1474451558766853e-71,2.7012869477215372e-60,4.5293116074781113e-86,2.7013004381802394e-60,1.3000271187256199e-79,1.6946170831179722e-65,1.8194265710499491e-76,3.3882116348284157e-73,2.9064344916206456e-81,7.8459176357722589e-25,1.6823947068162555e-61,1.5114512170251175e-53,5.3375786709598136e-65,1.383001835214945e-82,9.0713245536216215e-81,1.0119956081806535e-87,1.3540504976161013e-90,1.8233555973907217e-95,1.0466134145121392e-47,3.2672991968370658e-48,3.2672991968370658e-48,4.692218554267841e-91,1.6752886485687986e-93,6.0897080715989772e-97,9.6078741332960159e-82,1.6076477301762175e-86,3.3062285936608282e-39,2.8377275293072679e-49,4.1788347915353546e-45,2.8377501982010183e-49,6.2383937352861333e-50,8.1498158670890582e-96,5.8724337104662965e-104,5.8724337121023879e-104,3.4566735074149559e-115,9.5122113735774066e-114,6.4991074120865719e-114,1.7554314594719869e-98,1.4400490177339967e-61,3.94004942797457e-117,1.4626503315165711e-70,9.9880833245624023e-74,4.8847042760832673e-33,3.1018947630060905e-79
1.046716053913353e-19,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999994971,9.5,1.6979575844416998e-15,2.3624830838898282e-14,2.3624823989107346e-14,1.0103094248111835e-23,1.0099570491597572e-23,1.4037085376794092e-15,6.6729516064013514e-23,6.9028146503456558e-24,1.2044621292861033e-34,3.8493175835148171e-39,5.009662616790813e-28,7.5328810641412435e-23,1.3823455528420373e-26,1.6440130389533208e-34,1.9249411189760343e-39,9.8242880807619039e-43,8.3031040590536421e-54,7.3862453184457699e-38,1.1072053697510543e-27,1.9071221265520916e-37,1.9071221270560154e-37,4.4811596171722576e-47,5.5804998788395466e-48,6.2916905605300408e-45,6.7209394234902927e-28,3.3781844234865705e-37,2.1034686900704786e-38,1.8067351308066037e-85,1.7685930400797496e-47,2.5463237244791378e-42,1.7241986835498383e-85,7.7438247678276533e-25,2.9455686819694862e-57,2.9455076049370027e-57,4.9185645126150138e-35,1.5029808621986069e-35,1.2028865210634115e-27,4.918489300477174e-35,6.2293878804654669e-45,1.7241986835497991e-85,2.8624427123181956e-51,1.0246956792264557e-48,1.4199212162155392e-60,2.6061222524647079e-71,6.5901134635397717e-43,1.9524176962545992e-81,2.8569986747170505e-33,3.8367011964969678e-60,2.8693178451283098e-83,7.0629260093618225e-43,7.2631148218114735e-94,7.7176907312593825e-88,6.5563724850459442e-97,3.9652496139167017e-59,1.9094745142122375e-44,2.815647182180517e-61,3.8702155219682961e-43,6.6549596628249683e-53,1.1188701109725793e-36,9.0938360286620817e-53,5.9742081131820777e-54,4.1155840176414224e-46,1.4955970086846361e-47,2.4942827902198384e-63,1.7677336932678159e-47,4.7307610931387233e-52,1.0264698447947147e-68,3.5098528501693281e-53,4.9778075115048191e-39,9.5839796447449354e-70,6.8566907952028279e-21,3.1027098567516293e-37,1.847667314997154e-36,3.1027098567515679e-37,9.456140065274391e-64,8.681918080931629e-57,4.5868796268593085e-57,4.3934098627229759e-95,3.4550177732597412e-100,2.4619985880552927e-45,8.4951927539159534e-55,1.7274242890638982e-54,1.7645808927856796e-75,2.1764639120891887e-46,6.3836608152765802e-83,1.0608238783698157e-58,4.5300833078498667e-69,3.6997418837621622e-78,1.0150572386072425e-78,3.0074798306751531e-69,4.4368275297121793e-59,5.9603188012418824e-84,4.4368718827337201e-59,8.5520119053463063e-78,3.7489187283421079e-64,8.0346170196470022e-75,1.1139699571935265e-71,1.2834928919374185e-79,3.2052962171016244e-24,5.5313452499815487e-60,2.4825631616445874e-52,1.7548707159567987e-63,9.0978488306157735e-81,5.9674755608434415e-79,1.3317407499408587e-85,1.7829138038283189e-88,4.7994132094413064e-93,8.5807685168733834e-47,2.6787290985406194e-47,2.6787290985406194e-47,6.1747755375270846e-89,2.2054079068666899e-91,1.6029251540673266e-94,6.3203804794809505e-80,2.1155738595285226e-84,2.7106459080825025e-38,4.6609085717211447e-48,3.4260610915215538e-44,4.6609831005504642e-48,1.0246580271291647e-48,7.1912124314734368e-94,1.035857761116957e-101,1.0358577616940143e-101,1.2191687561183189e-112,3.354998058203591e-111,2.2922660410666203e-111,4.8193575840619427e-96,2.3652848324164475e-60,1.3896742194986531e-114,4.8088366388490282e-69,3.3180447819932042e-72,4.0047556955542253e-32,1.369802990050991e-77
2.1081745874592883e-19,0.1507567727832078,76.950000000000003,0.0,0.0,0.0,0.99999999999989864,9.5,3.4198300644385959e-15,4.7582405739646978e-14,4.758239195756494e-14,4.0838322264091323e-23,4.0809783411013854e-23,2.8271873156039935e-15,2.6973134832170032e-22,2.7902279458802492e-23,9.748757721975735e-34,3.1172771969851519e-38,2.0249857262121258e-27,3.0449106872414371e-22,5.5876617391557427e-26,1.3291434253300486e-33,1.5588523435787225e-38,7.9559631942605496e-42,1.3459687256733624e-52,5.9815724480116126e-37,4.4755011290049349e-27,1.5444369423684274e-36,1.5444369431853092e-36,7.2641508879633387e-46,9.0462303254991667e-47,5.0951731681647254e-44,2.7167109271820154e-27,2.7357403371742223e-36,1.7034432474654262e-37,2.3895801660428694e-83,2.866965149900469e-46,2.0620786788060175e-41,2.2804178134807313e-83,3.1301774971503453e-24,9.5538066585679501e-56,9.5534103841987686e-56,3.9831803694260258e-34,1.2171526566863978e-34,4.8622587344708224e-27,3.983119460710742e-34,1.0098104490689863e-43,2.280417813480627e-83,4.6401421150813084e-50,1.6610519891027239e-47,4.6054796790035372e-59,1.6909407636733339e-69,5.3368442299812471e-42,2.5338611729566955e-79,1.1548445427607996e-32,1.24440638816377e-58,3.7238205201412382e-81,5.7197405650926189e-42,1.8853249736959228e-91,1.001607291517056e-85,1.7018721577866984e-94,1.2861189936339805e-57,1.5463413809910205e-43,9.132482249948182e-60,3.1342008678491117e-42,1.0787975006330845e-51,4.5226518768541848e-36,1.474149814293047e-51,9.6844487483339366e-53,3.3329066397704706e-45,1.2111758258118954e-46,8.0848026756322618e-62,1.4315534417114837e-46,5.8367390632958778e-51,6.6600851627502496e-67,5.6896218621829292e-52,4.0311468488146186e-38,6.2184117100229762e-68,1.380995807171742e-20,2.5126539699918118e-36,7.4685683195681507e-36,2.5126539699917122e-36,3.0670758548540685e-62,1.4064152507743709e-55,7.4307931179566305e-56,1.1404150785640494e-92,9.1426394536612927e-98,1.9937902848767108e-44,8.6234346408537641e-54,2.8002193927021517e-53,1.1449200542606074e-73,1.7625569031955067e-45,8.2847586992810975e-81,1.7196412186152685e-57,1.4693217153545367e-67,2.4005188482025261e-76,6.5860362288375054e-77,9.7546887257591324e-68,7.1921446967288009e-58,7.7353425604897094e-82,7.1922885504413119e-58,5.5488361999250407e-76,9.2074480735882717e-63,3.9376160335003632e-73,3.613135511470519e-70,6.2901888250220629e-78,1.2956181198638805e-23,1.7940782747645781e-58,4.024341862942343e-51,5.6918267958406089e-62,5.9029958006410101e-79,3.8718915436876975e-77,1.7283354462965188e-83,2.3165788682923941e-86,1.2458040428170426e-90,6.9489278567642767e-46,2.1693039752119331e-46,2.1693039752119331e-46,8.0137037893628397e-87,2.8642672921040219e-89,4.1607808532915244e-92,4.1008784529002913e-78,2.7456063690257744e-82,2.1951512586131388e-37,7.5553150838228758e-47,2.7745128634598009e-43,7.5555568063458571e-47,1.6610147618409062e-47,7.0406214802287852e-92,2.0271914512093783e-99,2.027191453467362e-99,4.7704018955881383e-110,1.312786345431683e-108,8.9694920270802702e-109,1.2772966686511283e-93,3.8342286293408608e-59,5.4377079422860106e-112,1.5597102189884525e-67,1.0983728918575087e-70,3.2431226131728494e-31,6.7131615552099733e-76
