Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787)
1.0788981077073416e-08,0.22382913055713627,76.950000000000003,0.0,0.0,0.0,0.00021975426315455496,9.4999290742535472,0.0031676705426402336,0.024736973581779856,0.00051534379836752414,1.270036777141686e-05,3.6942614761180422e-09,2.8483092751112876e-06,0.1753059325211889,2.1795554023120587e-05,6.7522958584999188e-14,2.7097962632754648e-05,0.0002591115065675265,0.76362175209058425,0.0017623264168283807,8.8325874925396394e-14,1.2281196213196756e-12,1.0002454883594746e-07,0.0,0.00024657334190110382,4.6313779377969921e-06,0.027369331361068599,0.027392853844019946,4.7033955172264139e-06,2.4956320825692934e-06,1.3825443025188245e-09,0.0027004002798199991,9.2293319276792315e-07,2.4469493392613498e-07,8.1617276757577343e-06,9.6151064127949142e-07
1.0815897148865673e-08,0.22382914496293302,76.950000000000003,0.0,0.0,0.0,0.00021904552631334345,9.4999292023643083,0.0031666198108674191,0.024729180227407704,0.00051000249689229214,1.256873395176081e-05,3.693097415371597e-09,2.8453211844935482e-06,0.17512369885417572,2.1788686240486307e-05,6.6823112320206209e-14,2.7101672963680147e-05,0.00025968509725523767,0.76380626200918955,0.0017623465323308729,8.8298043428510044e-14,1.2308360821122916e-12,1.0024721306413003e-07,0.0,0.00024663317911688876,4.5833802841813481e-06,0.027374828496139487,0.027398359244180229,4.7043399803814051e-06,2.4961332460602035e-06,1.3828783630628519e-09,0.0027070395282571503,9.2520229932652414e-07,2.4529659698899381e-07,8.1651374071337268e-06,9.638759169917285e-07
1.0842813220657929e-08,0.2238291592194842,76.950000000000003,0.0,0.0,0.0,0.00021835108025431877,9.4999293291649618,0.0031655693641282744,0.024721389858659487,0.00050471656329379886,1.2438464655768169e-05,3.6919338077453181e-09,2.8423400477497216e-06,0.17494165397902472,2.1781821057187856e-05,6.6130520698978106e-14,2.7105342936245762e-05,0.00026025829284549642,0.76399056806417387,0.0017623665928905557,8.8270222458368737e-14,1.2335510740754737e-12,1.0046972362054653e-07,0.0,0.00024669294993868578,4.5358801741595195e-06,0.027380268653615421,0.027403807582471476,4.7052746452593106e-06,2.4966292135345036e-06,1.3832120544945608e-09,0.0027136766679939739,9.2747068505881551e-07,2.4589806897035182e-07,8.168512498612227e-06,9.6624044172178114e-07
1.0869729292450186e-08,0.223829173328292,76.950000000000003,0.0,0.0,0.0,0.00021767055391688263,9.4999294546689299,0.0031645192037554606,0.024713602472393431,0.00049948542280246842,1.2309545718224247e-05,3.6907706399297893e-09,2.839365730709622e-06,0.17475979779728804,2.1774958588817778e-05,6.5445108415912497e-14,2.7108972997521202e-05,0.00026083109400031935,0.76417467072567224,0.0017623865994867776,8.8242412499590123e-14,1.236263610741319e-12,1.0069208076542553e-07,0.0,0.00024675265452659502,4.4888724427565725e-06,0.027385652424905434,0.027409199451171928,4.706199634250411e-06,2.4971200417785719e-06,1.3835453776800966e-09,0.0027203116998031421,9.2973835111199296e-07,2.4649935005638128e-07,8.1718532952163086e-06,9.6860421572487266e-07
1.0896645364242442e-08,0.22382918729092055,76.950000000000003,0.0,0.0,0.0,0.00021700358687805785,9.4999295788896934,0.0031634693310407685,0.024705818065666577,0.00049430850716200765,1.218196313443649e-05,3.6896079170831385e-09,2.8363981655638881e-06,0.17457813020772189,2.1768098773032609e-05,6.4766801011733302e-14,2.7112563589008315e-05,0.00026140350137659622,0.76435857045595057,0.00176240655307136,8.8214613293303363e-14,1.2389741242952557e-12,1.0091428475696816e-07,0.0,0.00024681229303795919,4.4423519835272653e-06,0.027390980394749399,0.027414535435849222,4.7071150396362728e-06,2.497605783360279e-06,1.3838783334532354e-09,0.0027269446244586196,9.3200529739966739e-07,2.4710044027339867e-07,8.175160138393784e-06,9.7096723928218094e-07
1.0923561436034699e-08,0.2238292011088722,76.950000000000003,0.0,0.0,0.0,0.00021634982805941231,9.499929701840621,0.0031624197472400885,0.024698036635576088,0.00048918525391252853,1.2055703042573213e-05,3.6884456478549381e-09,2.8334372658643067e-06,0.17439665110665217,2.1761241525975222e-05,6.4095524784341411e-14,2.7116115147260805e-05,0.00026197551562665488,0.764542267710413,0.0017624264545719305,8.818682448804188e-14,1.2416833214215431e-12,1.0113633585157125e-07,0.0,0.00024687186562769888,4.3963137421141172e-06,0.02739625314193107,0.027419816116098894,4.7080209460173625e-06,2.4980864889612316e-06,1.3842109226276956e-09,0.0027335754427346001,9.3427152355334019e-07,2.477013396082386e-07,8.1784333664058444e-06,9.7332951268129758e-07
1.0950477507826955e-08,0.22382921478364248,76.950000000000003,0.0,0.0,0.0,0.0002157089339597332,9.4999298235347904,0.0031613704535801961,0.024690258179076403,0.0004841151053621376,1.1930751698316688e-05,3.6872838237028126e-09,2.8304828953281598e-06,0.17421536038844701,2.1754386921856312e-05,6.3431206663387793e-14,2.7119628104769058e-05,0.00026254713739907277,0.76472576293892192,0.0017624463048965123,8.8159046393974347e-14,1.2443905868001128e-12,1.0135823430414738e-07,0.0,0.00024693137244876821,4.3507527070059644e-06,0.027401471240297855,0.027425042066604007,4.7089174641312636e-06,2.4985622122056848e-06,1.3845431460243227e-09,0.002740204155403928,9.3653703035360186e-07,2.4830204819527692e-07,8.1816733148945146e-06,9.7569103618579088e-07
1.0977393579619212e-08,0.22382922831674842,76.950000000000003,0.0,0.0,0.0,0.00021508057316164958,9.4999299439851193,0.0031603214512414377,0.024682482693170377,0.00047909751156653983,1.1807095548291466e-05,3.6861224379856744e-09,2.8275349521558826e-06,0.17403425794432972,2.1747535011367172e-05,6.277377459371735e-14,2.7123102887432041e-05,0.00026311836733633101,0.76490905658240937,0.0017624661049218738,8.8131279224592804e-14,1.2470954455184615e-12,1.0157998036719737e-07,0.0,0.00024699081365098349,4.3056639363131775e-06,0.027406635255727119,0.027430213854065237,4.7098047014434101e-06,2.4990330061923889e-06,1.384875004449501e-09,0.0027468307632393957,9.3880181849875528e-07,2.4890256616175799e-07,8.1848803152226748e-06,9.7805181006032368e-07
1.1004309651411469e-08,0.22382924170961566,76.950000000000003,0.0,0.0,0.0,0.00021446442180092319,9.4999300632046104,0.003159272741375133,0.024674710175051694,0.00047413192749751583,1.1684721160278164e-05,3.6849615035238421e-09,2.8245933974722828e-06,0.17385334366355057,2.1740685670197742e-05,6.2123157156521399e-14,2.7126539916971338e-05,0.0002636892060770389,0.7650921490761905,0.0017624858555052264,8.8103522460474236e-14,1.2497989178529545e-12,1.0180157429169163e-07,0.0,0.00024705018938219755,4.2610425323229297e-06,0.0274117457490719,0.027435332040118169,4.7106827343086053e-06,2.4994989198621304e-06,1.3852064986808276e-09,0.0027534552670151168,9.4106588739887068e-07,2.4950289347148153e-07,8.188054696028836e-06,9.8041183459611035e-07
1.1031225723203725e-08,0.22382925496374692,76.950000000000003,0.0,0.0,0.0,0.00021386016647047436,9.4999301812060164,0.0031582243250924224,0.024666940621854479,0.00046921781509482152,1.1563615273789233e-05,3.6838010248513444e-09,2.8216581321671575e-06,0.17367261743267823,2.1733838856076253e-05,6.1479283848124747e-14,2.7129939609198709e-05,0.000264259654254321,0.76527504084790077,0.0017625055574767567,8.8075775923294086e-14,1.2525013954387271e-12,1.0202301632643108e-07,0.0,0.00024710949978754221,4.2168836599380682e-06,0.02741680327400382,0.027440397179219207,4.7115516490465624e-06,2.499960002192704e-06,1.3855376294844048e-09,0.0027600776675045196,9.4332923694280527e-07,2.5010303014328688e-07,8.1911967820576762e-06,9.827711100753933e-07
1.1058141794995982e-08,0.2238292680805231,76.950000000000003,0.0,0.0,0.0,0.0002132674996569199,9.49993029800169,0.0031571762034817981,0.024659174030471388,0.00046435464031899454,1.1443764727437798e-05,3.68264097722354e-09,2.8187289770471918e-06,0.17349207913678794,2.1726994781188781e-05,6.0842084703714212e-14,2.7133302376525002e-05,0.00026482971249813927,0.76545773232087633,0.0017625252116513794,8.804804050192141e-14,1.2552010185711302e-12,1.0224430671896471e-07,0.0,0.00024716874501061443,4.1731825201932135e-06,0.027421808380006157,0.027445409821682122,4.7124115768687081e-06,2.50041630742527e-06,1.3858683976471623e-09,0.0027666979654787714,9.4559186896156497e-07,2.5070297644114893e-07,8.1943068958162176e-06,9.8512963674048831e-07
1.1085057866788238e-08,0.2238292810614206,76.950000000000003,0.0,0.0,0.0,0.00021268612361758786,9.4999304136040479,0.0031561283775942005,0.02465141039801147,0.00045954187586310193,1.1325156525762113e-05,3.6814813570080611e-09,2.8158058775897275e-06,0.17331172865841282,2.1720153463075257e-05,6.0211490634124261e-14,2.7136628625668371e-05,0.00026539938143315333,0.76564022391113096,0.0017625448188187758,8.8020316273026394e-14,1.2578975358500141e-12,1.0246544571474477e-07,0.0,0.00024722792519246337,4.1299343746228466e-06,0.027426761609667383,0.027450370510884031,4.713262617895172e-06,2.5008678866368784e-06,1.3861988039316931e-09,0.0027733161617102668,9.4785378400934745e-07,2.5130273247804993e-07,8.1973853560393128e-06,9.8748741485815952e-07
1.1111973938580495e-08,0.22382929390780032,76.950000000000003,0.0,0.0,0.0,0.00021211574756323562,9.4999305280258959,0.0031550808484538395,0.024643649722010833,0.00045477899929820183,1.1207777793511961e-05,3.680322210007872e-09,2.8128888839722018e-06,0.17313156587827783,2.1713314507922269e-05,5.9587433167974263e-14,2.7139918759231894e-05,0.00026596866168017685,0.76582251602945284,0.0017625643797506074,8.7992601584155796e-14,1.2605945036394032e-12,1.0268643355770437e-07,0.0,0.00024728704047232385,4.0871345285958268e-06,0.027431663500645045,0.027455279785176204,4.7141047933060561e-06,2.5013147803271804e-06,1.3865288490389129e-09,0.0027799322569749146,9.5011497931663535e-07,2.5190229794655312e-07,8.200432478744324e-06,9.8984444476354356e-07
1.1138890010372752e-08,0.22382930662110367,76.950000000000003,0.0,0.0,0.0,0.00021155608865140705,9.4999306412791551,0.0031540336170543938,0.024635891999395195,0.00045006549389036771,1.1091615795803849e-05,3.6791635073041105e-09,2.8099778058668561e-06,0.17295159067514701,2.1706478150839572e-05,5.8969844609327097e-14,2.7143173175023296e-05,0.00026653755385554477,0.76600460908090873,0.0017625838951980241,8.7964897421753168e-14,1.2632897439700761e-12,1.0290727049000263e-07,0.0,0.0002473460909873546,4.0447783386577742e-06,0.027436514584610525,0.027460138177042202,4.7149382366818452e-06,2.5017570414309516e-06,1.3868585337239468e-09,0.0027865462520431186,9.5237545694618471e-07,2.5250167313301625e-07,8.2034485767613692e-06,9.9220072669515686e-07
1.1165806082165008e-08,0.2238293192026582,76.950000000000003,0.0,0.0,0.0,0.00021100686989174115,9.4999307533756419,0.0031529866843670513,0.02462813722711529,0.00044540084710154406,1.0976657901168326e-05,3.6780052214625058e-09,2.8070724824069698e-06,0.17277180292628436,2.1699644615465051e-05,5.8358657812345079e-14,2.7146392267318004e-05,0.00026710605857228984,0.76618650346620332,0.0017626033658970322,8.7937204725024615e-14,1.2659811863736473e-12,1.0312795675249192e-07,0.0,0.00024740507687318573,4.0028611990595199e-06,0.027441315388918409,0.027464946214642509,4.715763080005037e-06,2.5021947229137275e-06,1.3871878587369014e-09,0.0027931581476851766,9.5463521892277802e-07,2.5310085832502512e-07,8.2064339605720389e-06,9.9455626089120923e-07
1.1192722153957265e-08,0.22382933165386507,76.950000000000003,0.0,0.0,0.0,0.00021046782232733322,9.4999308643276095,0.0031519400513321115,0.024620385402601485,0.00044078455226989502,1.0862891622952037e-05,3.6768473811600891e-09,2.8041729360551866e-06,0.1725922025068623,2.1692813664805981e-05,5.7753806379309304e-14,2.7149576425454474e-05,0.00026767417643881177,0.76636819957994062,0.0017626227925628842,8.790952249885847e-14,1.2686710648456089e-12,1.0334849258419414e-07,0.0,0.00024746399826334515,3.9613785568565786e-06,0.02744606643497112,0.027469704420083205,4.7165793696205345e-06,2.5026278676820542e-06,1.3875168247696046e-09,0.002799767944675157,9.5689426366612783e-07,2.5369985337160034e-07,8.2093889373727365e-06,9.9691104766116309e-07
1.1219638225749521e-08,0.22382934397606408,76.950000000000003,0.0,0.0,0.0,0.00020993868393939804,9.4999309741470626,0.0031508937188632082,0.024612636523205514,0.00043621610787909678,1.0750304601312108e-05,3.6756900025413546e-09,2.8012791370251977e-06,0.17241278929030907,2.1685985157199446e-05,5.7155224590954064e-14,2.7152726034452973e-05,0.0002682419080594582,0.76654969781160465,0.0017626421758928945,8.7881850148824373e-14,1.2713606565330813e-12,1.0356887822252841e-07,0.0,0.0002475228552895445,3.920325905342933e-06,0.027450768238857521,0.027474413310168831,4.717387168618528e-06,2.5030565197106337e-06,1.3878454325117582e-09,0.0028063756437861085,9.5915259034933802e-07,2.5429865820696016e-07,8.2123138114720916e-06,9.9926508730061495e-07
1.1246554297541778e-08,0.2238293561705971,76.950000000000003,0.0,0.0,0.0,0.00020941919991949987,9.4999310828454657,0.0031498476878462668,0.024604890585951951,0.00043169501785906699,1.0638884610637644e-05,3.6745330588388098e-09,2.7983909245180833e-06,0.17223356314826729,2.1679159295846262e-05,5.6562847458475355e-14,2.7155841474771736e-05,0.00026880925403429128,0.76673099854540738,0.0017626615165657594,8.7854188529909692e-14,1.2740479457698723e-12,1.0378911390321708e-07,0.0,0.00024758164808160593,3.8796987867538101e-06,0.027455421310990782,0.027479073396092516,4.7181866037461613e-06,2.5034807297203326e-06,1.3881736826796564e-09,0.0028129812457878415,9.6141020089892024e-07,2.5489727309849298e-07,8.2152088841171126e-06,1.0016183800508805e-06
1.1273470369334035e-08,0.22382936823877164,76.950000000000003,0.0,0.0,0.0,0.00020890912070785486,9.4999311904343493,0.0031488019591470332,0.024597147588010682,0.00042722079015935176,1.0528619524386954e-05,3.673376541311745e-09,2.795508205485943e-06,0.17205452395103879,2.1672336151678228e-05,5.5976610513301905e-14,2.7158923123506194e-05,0.00026937621496020571,0.7669121021616,0.0017626808152466096,8.7826537939993719e-14,1.276732295086355e-12,1.0400919986073015e-07,0.0,0.00024764037676797444,3.8394927794457354e-06,0.027460026157676377,0.027483685184905859,4.7189777752576382e-06,2.5039005456046299e-06,1.3885015759707254e-09,0.002819584751451202,9.6366709614162756e-07,2.5549569818823829e-07,8.2180744542932894e-06,1.0039709261735509e-06
1.1300386441126291e-08,0.2238293801819344,76.950000000000003,0.0,0.0,0.0,0.00020840820537511447,9.499931296925384,0.0031477565335980692,0.024589407526824324,0.00042279293946103995,1.0419497381915144e-05,3.672220472829632e-09,2.7926309823089757e-06,0.17187567156673256,2.1665515544737038e-05,5.5396450156330122e-14,2.7161971352130105e-05,0.00026994279142879128,0.76709300903392619,0.0017627000725782844,8.779889762182932e-14,1.2794154931700774e-12,1.0422913632744032e-07,0.0,0.00024769904147482801,3.7997035222660616e-06,0.027464583278346624,0.027488249176724731,4.7197607344765452e-06,2.5043160092044211e-06,1.388829113043481e-09,0.002826186161548993,9.6592327487015724e-07,2.5609393337215016e-07,8.220910817193022e-06,1.006322725970165e-06
1.1327302512918548e-08,0.22382939200134258,76.950000000000003,0.0,0.0,0.0,0.00020791621848476852,9.4999314023300236,0.0031467114120108269,0.024581670399743148,0.00041841098479078139,1.0311506329671265e-05,3.6710648605096773e-09,2.7897592003240322e-06,0.1716970058620983,2.165869740156462e-05,5.4822303363334896e-14,2.7164986528490937e-05,0.00027050898402821393,0.76727371953206847,0.0017627192891894274,8.7771267267999015e-14,1.2820981257362282e-12,1.0444892353436608e-07,0.0,0.00024775764232690052,3.7603266931121251e-06,0.027469093167938767,0.02749276586718765,4.7205355538955803e-06,2.5047271638555218e-06,1.3891562945579782e-09,0.0028327854768527955,9.6817873681324888e-07,2.5669197864868883e-07,8.2237182655460959e-06,1.0086737797255854e-06
1.1354218584710804e-08,0.2238294036983166,76.950000000000003,0.0,0.0,0.0,0.00020743293219822133,9.4999315066591361,0.0031456665951675499,0.024573936203792803,0.00041407445132546518,1.0204634665687778e-05,3.6699096673744255e-09,2.7868926839008392e-06,0.17151852670202572,2.1651881993382392e-05,5.4254107933708674e-14,2.7167969015315331e-05,0.00027107479334179737,0.76745423402011292,0.0017627384656890832,8.7743648021719019e-14,1.2847773922225914e-12,1.0466856171060919e-07,0.0,0.00024781617944692578,3.7213580251487192e-06,0.027473556314987515,0.027497235745596326,4.7213023716504961e-06,2.5051340599512518e-06,1.3894831212024887e-09,0.0028393826981307799,9.7043348454222557e-07,2.5728983435954402e-07,8.2264970885878082e-06,1.0110240876687113e-06
1.1381134656503061e-08,0.22382941527408698,76.950000000000003,0.0,0.0,0.0,0.00020695812363762719,9.4999316099239373,0.0031446220838314016,0.024566204936361611,0.00040978286833728221,1.0098870788931578e-05,3.6687549068752404e-09,2.7840314224461159e-06,0.1713402339501289,2.1645069242059606e-05,5.3691802184807277e-14,2.7170919171923863e-05,0.00027164021994963302,0.76763455285830928,0.0017627576026734643,8.771603955081014e-14,1.2874543504226297e-12,1.048880510839948e-07,0.0,0.00024787465295632901,3.6827932883418675e-06,0.02747797320389295,0.027501659297032945,4.7220612530036067e-06,2.5055367405189884e-06,1.3898095936245322e-09,0.0028459778261542713,9.7268751755166658e-07,2.5788750049925538e-07,8.2292475732163564e-06,1.0133736500847484e-06
1.1408050728295318e-08,0.2238294267299321,76.950000000000003,0.0,0.0,0.0,0.00020649157528296859,9.4999317121357194,0.0031435778787449425,0.024558476595007716,0.00040553576964269322,9.9942032103555264e-06,3.6676006088575334e-09,2.7811754353567513e-06,0.17116212746869258,2.163825891443341e-05,5.3135325021661114e-14,2.7173837353868761e-05,0.00027220526442822766,0.76781467640286161,0.0017627767007249461,8.768844087346377e-14,1.2901313264984846e-12,1.0510739188093114e-07,0.0,0.00024793306297511957,3.6446282934930789e-06,0.02748234431441102,0.027506037001897528,4.7228122348178934e-06,2.5059352441554737e-06,1.3901357124433052e-09,0.0028525708616956584,9.7494083416271702e-07,2.5848497690508691e-07,8.2319700037456489e-06,1.0157224672844793e-06
1.1434966800087574e-08,0.22382943806708305,76.950000000000003,0.0,0.0,0.0,0.00020603307600235716,9.4999318133050217,0.0031425339806261821,0.024550751176805486,0.00040133269443528257,9.890620573432643e-06,3.6664467292406511e-09,2.7783245149670591e-06,0.17098420711848572,2.163145127876119e-05,5.2584616081515128e-14,2.7176723912239901e-05,0.00027276992734985589,0.76799460500534589,0.0017627957604094151,8.7660853127672499e-14,1.2928049885442099e-12,1.0532658432614997e-07,0.0,0.00024799140962162067,3.6068588997238788e-06,0.027486670120648916,0.027510369335049849,4.7235554587866606e-06,2.5063296192478779e-06,1.3904614783197056e-09,0.0028591618055221206,9.7719343720681406e-07,2.5908226392120161e-07,8.2346646614269653e-06,1.0180705394962144e-06
1.146188287187983e-08,0.223829449286792,76.950000000000003,0.0,0.0,0.0,0.00020558242036183185,9.4999319134427118,0.0031414903901712085,0.024543028679189855,0.00039717318687494365,9.7881116440433586e-06,3.6652932833824366e-09,2.7754786606957135e-06,0.17080647275882505,2.162464625886805e-05,5.2039615631997818e-14,2.7179579194019675e-05,0.00027333420928287225,0.76817433901289855,0.0017628147822780589,8.7633275987221506e-14,1.2954765368541681e-12,1.0554562864283433e-07,0.0,0.00024804969301264621,3.5694810107841012e-06,0.02749095109168993,0.027514656766232683,4.7242909858250851e-06,2.5067199075208143e-06,1.3907868918781826e-09,0.0028657506584042636,9.7944532610454121e-07,2.5967936154035987e-07,8.2373318246850397e-06,1.0204178670051787e-06
1.1488798943672087e-08,0.22382946039024285,76.950000000000003,0.0,0.0,0.0,0.00020513940704083692,9.4999320125596451,0.0031404471080602905,0.02453530909967485,0.00039305679471494226,9.6866652766249017e-06,3.6641402944854663e-09,2.7726378916296723e-06,0.17062892424801498,2.1617843711237072e-05,5.1500264408138039e-14,2.7182403543217016e-05,0.00027389811079279531,0.76835387876954608,0.0017628337668714267,8.7605708843092816e-14,1.2981477763580022e-12,1.0576452505304656e-07,0.0,0.00024810791326392105,3.5324905627141444e-06,0.027495187692934162,0.027518899761486377,4.7250188636610304e-06,2.5071061487420923e-06,1.3911119537292269e-09,0.0028723374211130784,9.8169649974227442e-07,2.6027626968734391e-07,8.2399717698877476e-06,1.0227644501076132e-06
1.1515715015464344e-08,0.2238294713786657,76.950000000000003,0.0,0.0,0.0,0.00020470384052856112,9.4999321106662542,0.0031394041349513627,0.02452759243555095,0.0003889830708716108,9.5862704528568899e-06,3.6629877424822332e-09,2.7698020813822011e-06,0.17045156144298337,2.1611043732833104e-05,5.096650383623018e-14,2.718519729957903e-05,0.00027446163244107676,0.76853322461504014,0.0017628527147150904,8.7578152110507052e-14,1.3008172136272165e-12,1.0598327377723868e-07,0.0,0.00024816607048962951,3.4958835379507955e-06,0.027499380384407378,0.027523098781531551,4.725739196691786e-06,2.5074883865120091e-06,1.3914366644952459e-09,0.0028789220944165921,9.8394695946460943e-07,2.608729885358166e-07,8.24258477046366e-06,1.0251102890592293e-06
1.15426310872566e-08,0.2238294822532375,76.950000000000003,0.0,0.0,0.0,0.00020427553032523437,9.4999322077728667,0.0031383614714830892,0.02451987868412581,0.00038495157278028123,9.4869162657944303e-06,3.6618356110470563e-09,2.7669711217769868e-06,0.17027438419943608,2.1604246418213913e-05,5.0438275933946845e-14,2.7187960799125237e-05,0.00027502477478560418,0.76871237688533689,0.0017628716263216788,8.7550606191252518e-14,1.3034836353131228e-12,1.0620187503445311e-07,0.0,0.00024822416480262523,3.4596559595396063e-06,0.027503529621488786,0.027527254282432669,4.7264520851070786e-06,2.5078666642274927e-06,1.3917610247934194e-09,0.0028855046790827094,9.8619670646929002e-07,2.614695182547734e-07,8.2451710972537422e-06,1.027455384116365e-06
1.1569547159048857e-08,0.22382949301514887,76.950000000000003,0.0,0.0,0.0,0.00020385429116968139,9.499932303889949,0.0031373191182739791,0.024512167842913497,0.00038096186268606481,9.3885919270324924e-06,3.6606839184157584e-09,2.7641450200141702e-06,0.1700973923717814,2.1597451671233336e-05,4.9915523337285793e-14,2.7190694373914991e-05,0.00027558753838046818,0.76889133591234782,0.0017628905021903052,8.7523070674473264e-14,1.3061484628715311e-12,1.0642032904223175e-07,0.0,0.00024828219631436928,3.4238038937476258e-06,0.027507635854658225,0.02753136671529844,4.7271575821622499e-06,2.5082410213213677e-06,1.3920850352174801e-09,0.0028920851758811729,9.8844573998675139e-07,2.620658588137e-07,8.2477310183475405e-06,1.0297997355676824e-06
1.1596463230841114e-08,0.22382950366555654,76.950000000000003,0.0,0.0,0.0,0.00020343994161394383,9.4999323990278324,0.0031362770759278753,0.024504459909410376,0.00037701350638108305,9.2912867355811808e-06,3.6595326740548549e-09,2.7613237533227664e-06,0.1699205858135171,2.1590659425112573e-05,4.9398189149550497e-14,2.7193398353089917e-05,0.00027614992377696145,0.76907010202511961,0.0017629093428102381,8.7495545277868851e-14,1.3088124537532819e-12,1.0663863601700982e-07,0.0,0.00024834016513530701,3.3883234387159168e-06,0.027511699530735418,0.027535436527582908,4.727855750625554e-06,2.5086114972213565e-06,1.3924086963569197e-09,0.0028986635855810369,9.9069405968136394e-07,2.6266201021596845e-07,8.2502647998005955e-06,1.0321433436962831e-06
1.162337930263337e-08,0.2238295142056431,76.950000000000003,0.0,0.0,0.0,0.00020303230648426607,9.4999324931965212,0.0031352353450244948,0.024496754880982071,0.00037310607560044463,9.1949901369189849e-06,3.6583818603695607e-09,2.7585072142461292e-06,0.16974396437666092,2.1583869763276314e-05,4.8886217262217769e-14,2.7196073060912143e-05,0.00027671193152169004,0.76924867554800291,0.0017629281486545682,8.7468030359181049e-14,1.3114743009450136e-12,1.0685679617336813e-07,0.0,0.00024839807137421187,3.3532107459904414e-06,0.027515721090385969,0.027539464160616714,4.7285466885408133e-06,2.5089781336512068e-06,1.3927320088059671e-09,0.002905239908949283,9.9294166676774982e-07,2.6325797262332095e-07,8.2527727042620373e-06,1.0344862087593701e-06
1.1650295374425627e-08,0.22382952463651673,76.950000000000003,0.0,0.0,0.0,0.00020263121459686238,9.4999325864059578,0.0031341939261282062,0.024489052755016526,0.0003692391459148272,9.0996916710552615e-06,3.6572314658336843e-09,2.7556953176233548e-06,0.16956752791227211,2.1577082759453869e-05,4.8379552067799411e-14,2.7198718818496028e-05,0.0002772735621582327,0.76942705680230228,0.0017629469201860786,8.7440526230519291e-14,1.3141331542750964e-12,1.0707480972469031e-07,0.0,0.00024845591513879175,3.3184620015844267e-06,0.027519700970335056,0.027543450051778533,4.7292304870853476e-06,2.5093409720265839e-06,1.393054973154205e-09,0.0029118141467529136,9.9518856219491544e-07,2.6385374618283858e-07,8.2552549921646359e-06,1.0368283310164101e-06
1.1677211446217883e-08,0.22382953495934865,76.950000000000003,0.0,0.0,0.0,0.00020223650028597932,9.4999326786662124,0.0031331528197821434,0.024481353529140278,0.00036541229832379125,9.0053810117933125e-06,3.6560815187511663e-09,2.7528881032627298e-06,0.16939127627006836,2.157029826654588e-05,4.7878138656061979e-14,2.7201335942511401e-05,0.00027783481622587939,0.769605246105031,0.0017629656578533311,8.7413032262770716e-14,1.3167912026353865e-12,1.0729267688266542e-07,0.0,0.00024851369653527793,3.2840734402959078e-06,0.027523639601779906,0.027547394632853311,4.7299071827956564e-06,2.5097000489482437e-06,1.3933775899633081e-09,0.0029183862997610422,9.9743474462100391e-07,2.6444933080655257e-07,8.2577119208114201e-06,1.0391697107649832e-06
1.170412751801014e-08,0.22382954517521889,76.950000000000003,0.0,0.0,0.0,0.00020184800102836107,9.49993276998722,0.0031321120265173558,0.024473657200929873,0.00036162511698882696,8.9120479108601331e-06,3.6549320292708941e-09,2.7500855534403963e-06,0.16921520929904324,2.1563516197861403e-05,4.7381922536529675e-14,2.7203924747040909e-05,0.00027839569426142338,0.76978324377084784,0.0017629843620967571,8.738554809160398e-14,1.319449259371759e-12,1.0751039785799503e-07,0.0,0.00024857141566905934,3.2500413253365051e-06,0.027527537412642366,0.027551298332368086,4.7305768328140731e-06,2.510055401534597e-06,1.3936998597935045e-09,0.0029249563687415809,9.9968021360961326e-07,2.6504472647854168e-07,8.2601437456645639e-06,1.0415103482909145e-06
1.1731043589802397e-08,0.22382955528527243,76.950000000000003,0.0,0.0,0.0,0.0002014655594471848,9.4999328603783493,0.0031310715468451022,0.024465963767640216,0.00035787719130200374,8.819682248898018e-06,3.6537829465119902e-09,2.7472874679212876e-06,0.16903932684703349,2.1556736805641586e-05,4.6890849925931989e-14,2.7206485541897666e-05,0.0002789561967975338,0.76996105011061244,0.0017630030333435473,8.7358074797474092e-14,1.3221034788588795e-12,1.0772797285974747e-07,0.0,0.00024862907264414444,3.2163619669210608e-06,0.027531394825372944,0.027555161573460499,4.731239576001457e-06,2.5104070731782842e-06,1.3940217832300205e-09,0.0029315243544582367,1.0019249722503491e-06,2.6563993354630423e-07,8.2625507191680242e-06,1.0438502438207522e-06
1.1757959661594653e-08,0.2238295652905699,76.950000000000003,0.0,0.0,0.0,0.00020108902183209703,9.4999329498492102,0.003130031381262526,0.024458273226780885,0.00035416811445067396,8.7282740000885908e-06,3.6526342795976454e-09,2.7444938302996091e-06,0.16886362876097052,2.1549960099838018e-05,4.6404867518947777e-14,2.7209018633797643e-05,0.00027951632436387696,0.77013866543224641,0.0017630216720114146,8.7330612411389014e-14,1.3247545734792589e-12,1.0794540209580536e-07,0.0,0.00024868666756355513,3.1830317093696121e-06,0.02753521225859493,0.027558984775357655,4.7318954767670803e-06,2.5107551027996014e-06,1.3943433608354028e-09,0.0029380902576778114,1.0041690204795466e-06,2.6623495207868326e-07,8.2649330915584388e-06,1.0461893976261861e-06
