Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019)
4.955416769097499e-12,0.28505293195244896,76.950000000000003,0.0,0.0,0.0,0.99995956980782053,9.4999998626193971,6.7802606004031491e-06,4.2742963906325114e-06,1.3683942822059529e-05,4.1225906947589405e-12,4.1241202457404509e-12,1.3587851545457632e-05,7.3008471557593332e-07,4.6691002997477391e-10,1.2335495793674942e-06,2.2552923693828765e-12,1.1658826215487378e-07,2.9113596181266853e-10,1.421660366386125e-12,5.6552479636070322e-14,1.9142360740396171e-14,2.006601395515508e-20,9.9120455474976204e-28,3.8760868238863193e-12,9.9119997945619675e-28,2.0167685663179689e-21,8.8344676800702991e-26,2.0788452433863536e-08,1.3122518993570129e-15,1.0331358113485818e-15,4.9639510414203176e-16,2.06000686578853e-09,1.0589703082286437e-27,1.6180832468901313e-16,3.4589197795871207e-15,1.4365753107906595e-18,6.9515542851178956e-21,1.8463888113281796e-22,1.8312673783734277e-21,9.4998196566227555e-25,5.745624559485026e-28,9.4944361527346328e-29,1.6043862753804597e-32
5.054165545889235e-12,0.28505293193594194,76.950000000000003,0.0,0.0,0.0,0.99995876507226933,9.4999998575550482,6.9299066410424298e-06,4.3686335578275008e-06,1.3956533948056073e-05,4.3726988558690313e-12,4.3743257741589556e-12,1.3856362325507644e-05,7.4463304527735866e-07,4.8552112501242864e-10,1.2335563743260432e-06,2.3546797520663498e-12,1.211546814862988e-07,3.0273621191228679e-10,1.4843089468762895e-12,5.9184977872951484e-14,2.0311028604071026e-14,2.1813334201663e-20,1.1374249049952622e-27,3.9533016688723537e-12,1.1374195498394989e-27,2.1956070739205979e-21,9.8029664989926716e-26,2.1286302507331154e-08,1.3636491865263983e-15,1.0973905627700334e-15,5.2950591381418275e-16,2.0603454362275305e-09,1.2151832251048632e-27,1.656833815410077e-16,3.6952581180661749e-15,1.4710114759707582e-18,7.5209898137105303e-21,1.9752473802207154e-22,1.9971232744952176e-21,1.0563319800601337e-24,6.5141343290509e-28,1.0765625283541781e-28,1.8552422341646577e-32
5.152914322680971e-12,0.28505293191916453,76.950000000000003,0.0,0.0,0.0,0.99995796033753992,9.4999998524077345,7.079553413466579e-06,4.4629711801998171e-06,1.4229124487154196e-05,4.6326717724907707e-12,4.6344001074239264e-12,1.4124789613328497e-05,7.5918135971793846e-07,5.044944185544471e-10,1.233561730986916e-06,2.4562291890924627e-12,1.25803921522878e-07,3.1455843567830693e-10,1.5483202504519372e-12,6.1890367946825637e-14,2.1526650523515153e-14,2.3676062582353606e-20,1.3017319547783648e-27,4.0305163475477241e-12,1.3017257059469359e-27,2.3865478226889453e-21,1.0856505255922778e-25,2.178429987344818e-08,1.4159786658178419e-15,1.1642440925022447e-15,5.6406716458279142e-16,2.0606419642303055e-09,1.390718193895617e-27,1.6955958486749396e-16,3.9429890102364113e-15,1.505457868046171e-18,8.1247504303878255e-21,2.1104475569010569e-22,2.174438558227965e-21,1.1722152591285345e-24,7.3676654052251221e-28,1.217763706442792e-28,2.1393277330107184e-32
5.251663099472707e-12,0.2850529319021177,76.950000000000003,0.0,0.0,0.0,0.99995715560361809,9.4999998471777332,7.2292007599421421e-06,4.5573091583136529e-06,1.4501714455674553e-05,4.9026963058926533e-12,4.9045301883152636e-12,1.4393133675009803e-05,7.7372965889768775e-07,5.2382990449298981e-10,1.2335659160193799e-06,2.5599403635541237e-12,1.305357162458839e-07,3.2660237387053887e-10,1.6136940720929964e-12,6.4669451092541659e-14,2.2790182169310369e-14,2.5659528403727658e-20,1.4859488325522878e-27,4.1077308644733912e-12,1.485941562300801e-27,2.5901688365364449e-21,1.2000784474512518e-25,2.2282428210486005e-08,1.4692373430470546e-15,1.2337469127757835e-15,6.0010985029869817e-16,2.060901644996008e-09,1.5875227699891382e-27,1.7343680762644308e-16,4.2024459977173405e-15,1.5399133535785842e-18,8.764194716318937e-21,2.252178752458046e-22,2.3637717164093708e-21,1.2982838970590065e-24,8.3137468959393584e-28,1.37429662696813e-28,2.4602857388828221e-32
5.4491606530561785e-12,0.28505293186721914,76.950000000000003,0.0,0.0,0.0,0.99995554613814941,9.499999836470792,7.5284966879579464e-06,4.7459858747026623e-06,1.5046892737408003e-05,5.4736465776244355e-12,5.4757042731373454e-12,1.4929573180045211e-05,8.0282621147475727e-07,5.6358743212260578e-10,1.2335715946890977e-06,2.7738466471918143e-12,1.4024590994202625e-07,3.5135435881205875e-10,1.7485284432176393e-12,7.045189899492665e-14,2.5464806905943936e-14,3.0010728230679119e-20,1.9221315543167761e-27,4.262159429080302e-12,1.9221217951955533e-27,3.037847826203803e-21,1.4585723518774155e-25,2.3279021366987718e-08,1.5785303625891758e-15,1.3809021788782568e-15,6.7676332329358586e-16,2.0613280874403077e-09,2.0535074898693649e-27,1.8119387220722868e-16,4.7578919102398068e-15,1.6088476865303892e-18,1.0155703607300422e-20,2.5560031258910972e-22,2.7808084013933188e-21,1.5837439214549726e-24,1.0516245146870468e-27,1.7387830162023515e-28,3.2290148318726882e-32
5.6269084512813026e-12,0.2850529318348977,76.950000000000003,0.0,0.0,0.0,0.99995409762188514,9.4999998265545393,7.7978639286850133e-06,4.9157954692833435e-06,1.5537551369288267e-05,6.0237484824767195e-12,6.0260225530515828e-12,1.5412086753147608e-05,8.2901305660223318e-07,6.0060785512203521e-10,1.2335744867795813e-06,2.9737522290530453e-12,1.492647700344515e-07,3.7438681705663494e-10,1.8745371094447027e-12,7.5916160008580033e-14,2.8045446904786367e-14,3.4396235909921889e-20,2.4041424761702424e-27,4.4011446208395083e-12,2.4041298703070305e-27,3.490270522047936e-21,1.728532952604111e-25,2.4176273421391224e-08,1.6800420957291047e-15,1.5229080238690569e-15,7.5112815474255798e-16,2.0616259549180135e-09,2.5684478449596456e-27,1.8817770719387841e-16,5.3013221548934852e-15,1.6709106801419463e-18,1.1544282220498019e-20,2.853727397784691e-22,3.2031864402367651e-21,1.8826917965946646e-24,1.2901321018245124e-27,2.1335836233560526e-28,4.0903992832970434e-32
5.801042913792928e-12,0.2850529318024002,76.950000000000003,0.0,0.0,0.0,0.99995267855409986,9.4999998165842214,8.0617557990717478e-06,5.0821533612232583e-06,1.6018234059937611e-05,6.5970498710461227e-12,6.599550118691985e-12,1.588453405653434e-05,8.5466751603375813e-07,6.3801360422278046e-10,1.233575934429021e-06,3.1763811099778274e-12,1.583557029763739e-07,3.9764377997389684e-10,2.0022619468871076e-12,8.151290578780383e-14,3.0738612889447752e-14,3.9158696174090139e-20,2.9731561811206951e-27,4.5373040021479634e-12,2.9731401076466556e-27,3.9827819942919726e-21,2.0313254512085284e-25,2.5055520483141924e-08,1.7823650571116046e-15,1.6711080882802992e-15,8.2910039886855833e-16,2.061856022231188e-09,3.1763305604867892e-27,1.9502139885986166e-16,5.8757355259178226e-15,1.7317283297929126e-18,1.3038375971565203e-20,3.1688672595810432e-22,3.6638777607712085e-21,2.2188143476777585e-24,1.5665794506647293e-27,2.5912944799217919e-28,5.1203148575191854e-32
5.975177376304553e-12,0.285052931769083,76.950000000000003,0.0,0.0,0.0,0.99995125948866304,9.4999998063623625,8.325647861723557e-06,5.2485113552662093e-06,1.649891519524266e-05,7.2054047427806563e-12,7.2081456690988572e-12,1.6356727923852821e-05,8.8032192801034999e-07,6.7654554373595544e-10,1.2335764316360983e-06,3.3857255730021369e-12,1.6769798545677358e-07,4.2158493208852092e-10,2.1342194303418296e-12,8.7355121999364166e-14,3.3600412583057103e-14,4.4417067912287275e-20,3.6537173280747831e-27,4.6734629425211433e-12,3.6536969803979975e-27,4.5278537794139422e-21,2.3761821094184125e-25,2.5934955860691512e-08,1.8875170943808914e-15,1.828572778843959e-15,9.123091222643203e-16,2.0620377560875403e-09,3.903375518356305e-27,2.0186655631082403e-16,6.4937204345595916e-15,1.7925590579370945e-18,1.4673263797767869e-20,3.5083558314957841e-22,4.1746511083928623e-21,2.6025015905333188e-24,1.8914909108409784e-27,3.1293732524475338e-28,6.3674375512504294e-32
6.1493118388161785e-12,0.2850529317349506,76.950000000000003,0.0,0.0,0.0,0.99994984042555479,9.4999997958904299,8.5895399472768449e-06,5.4148693446447515e-06,1.697959481069072e-05,7.8498283063518586e-12,7.8528248558058996e-12,1.6828669777421644e-05,9.0597629253208954e-07,7.1620365770221244e-10,1.2335762647356039e-06,3.6017838331392995e-12,1.7729019553539742e-07,4.4620887120456541e-10,2.2704084058783708e-12,9.344718039109126e-14,3.6636169046805816e-14,5.0207243913422032e-20,4.4634367115094277e-27,4.8096214519977966e-12,4.4634111275387551e-27,5.1294157781149901e-21,2.767525747513831e-25,2.6814544060587965e-08,1.9954822028254602e-15,1.9955765243683104e-15,1.0009227224026914e-15,2.062181178585167e-09,4.7683946186114445e-27,2.0871290327810621e-16,7.1572729823011529e-15,1.8534004028897421e-18,1.6457577263767354e-20,3.873328512022493e-22,4.7393181875031747e-21,3.0388444037917518e-24,2.2716005977897559e-27,3.7590123570176124e-28,7.869285745344002e-32
6.323446301327804e-12,0.2850529317000079,76.950000000000003,0.0,0.0,0.0,0.99994842136475981,9.4999997851698534,8.8534319378250879e-06,5.5812272550301793e-06,1.7460272935158692e-05,8.5313336908521622e-12,8.5346012498619484e-12,1.7300361031520191e-05,9.3163060959905598e-07,7.5698793214493741e-10,1.2335756330676065e-06,3.8245541022280577e-12,1.8713091930897296e-07,4.7151419936994341e-10,2.4108277175803535e-12,9.9793447970555136e-14,3.9851223370389692e-14,5.6566672398844504e-20,5.4220727342327016e-27,4.9457795387493829e-12,5.4220407722211032e-27,5.7915754956460276e-21,3.2101052717272522e-25,2.7694256199737289e-08,2.1062444681942813e-15,2.1723931911158745e-15,1.0951092519630528e-15,2.0622942298570309e-09,5.7924936400973863e-27,2.1556021494572253e-16,7.8684255129685041e-15,1.914250362415309e-18,1.8400211999009637e-20,4.2649416838635296e-22,5.3618658587352521e-21,3.5333153466399064e-24,2.7143498873354393e-27,4.4925838357083977e-28,9.6685209937750844e-32
6.497580763839429e-12,0.2850529316642596,76.950000000000003,0.0,0.0,0.0,0.99994700230626699,9.4999997742020739,9.1173237499196724e-06,5.7475850338162078e-06,1.7940949592169292e-05,9.2509319520858639e-12,9.2544863481243183e-12,1.7771803092434073e-05,9.5728487921132987e-07,7.9889835464906512e-10,1.2335746777166512e-06,4.0540345901392172e-12,1.9721875086577443e-07,4.9749952285790945e-10,2.5554762083061949e-12,1.0639828704329361e-13,4.3250934550340841e-14,6.3534384328528541e-20,6.5517201226433492e-27,5.0819372094308353e-12,6.5516804341363175e-27,6.5186212239260953e-21,3.7090102114750686e-25,2.8574068749210191e-08,2.2197880661855318e-15,2.3592960845067918e-15,1.1950364195228175e-15,2.0623832121735077e-09,6.9992737787478274e-27,2.2240830817264834e-16,8.6292463071010105e-15,1.9751073064054679e-18,2.0510328332168594e-20,4.6843725371799688e-22,6.0464593228711205e-21,4.091785928081772e-24,3.2279392720472205e-27,5.3437263791575498e-28,1.1813480998703749e-31
6.671715226351054e-12,0.2850529316277102,76.950000000000003,0.0,0.0,0.0,0.99994558325006744,9.4999997629885016,9.3812153248823214e-06,5.9139426440118614e-06,1.8421624800877389e-05,1.0009632078831434e-11,1.0013489579523686e-11,1.8242997358500332e-05,9.8293910136898958e-07,8.4193491404294519e-10,1.2335734978898882e-06,4.2902235054632487e-12,2.0755229224045625e-07,5.2416345214864459e-10,2.7043527201225811e-12,1.1326605525076284e-13,4.6840679365532139e-14,7.115102061825086e-20,7.8770095048189033e-27,5.2180944694597125e-12,7.8769605044508414e-27,7.3150251957153946e-21,4.2696855243760528e-25,2.9453962547890161e-08,2.3360972619382249e-15,2.5565579508144289e-15,1.3008715903703383e-15,2.0624531249245361e-09,8.4150447832913096e-27,2.2925703381539863e-16,9.4418392788779784e-15,2.035969908340286e-18,2.2797351918414632e-20,5.1328188943201183e-22,6.7974452763690967e-21,4.7205441969235309e-24,3.8213825762993231e-27,6.3274363603055331e-28,1.4358752430093381e-31
6.84584968886268e-12,0.2850529315903643,76.950000000000003,0.0,0.0,0.0,0.99994416419615506,9.4999997515305452,9.6451066223290095e-06,6.0803000601589481e-06,1.8902298576865336e-05,1.0808440999076211e-11,1.0812618311301367e-11,1.8713945220152334e-05,1.008593276072115e-06,8.860976001491072e-10,1.2335721618656739e-06,4.533119055969896e-12,2.1813015336914358e-07,5.5150460191093996e-10,2.8574560945942034e-12,1.2040110560801394e-13,5.0625852250950958e-14,7.9458859270757246e-20,9.4253178670465495e-27,5.35425132324161e-12,9.4252576989182646e-27,8.1854467118657992e-21,4.8979466591416447e-25,3.0333922007130046e-08,2.4551564095267246e-15,2.7644509788535023e-15,1.4127817873804879e-15,2.0625079267690526e-09,1.0069049704685855e-26,2.3610627053735074e-16,1.030834367550924e-14,2.096837090006787e-18,2.5270974359519061e-20,5.6114990359726467e-22,7.6193550395405337e-21,5.4263126404578388e-24,4.5045635133186135e-27,7.4601628551394207e-28,1.7365784576746648e-31
7.019984151374305e-12,0.28505293155222655,76.950000000000003,0.0,0.0,0.0,0.99994274514452508,9.4999997398295939,9.9089976145926812e-06,6.2466572648160974e-06,1.938297093280626e-05,1.1648363586224369e-11,1.1652877855219857e-11,1.9184648059964489e-05,1.034247403320785e-06,9.3138640357938806e-10,1.2335707164227289e-06,4.7827194490039943e-12,2.2895095204477372e-07,5.7952159098397263e-10,3.0147851730332819e-12,1.2780778654110089e-13,5.4611865170561988e-14,8.8501842423593911e-20,1.1226989930614737e-26,5.4904077743580317e-12,1.1226916430974995e-26,9.1347352425648749e-21,5.5999948674531722e-25,3.1213934447493921e-08,2.5769499514580972e-15,2.9832468016609426e-15,1.5309336919162464e-15,2.0625507510099759e-09,1.1993701303568071e-26,2.4295591964617345e-16,1.1230933779006534e-14,2.1577079754001777e-18,2.794115381684528e-20,6.121651528696341e-22,8.5169076583066504e-21,6.2162663810638727e-24,5.2882945727533992e-27,8.7599066351736015e-28,2.0903544898939955e-31
7.19411861388593e-12,0.28505293151330136,76.950000000000003,0.0,0.0,0.0,0.99994132609517372,9.4999997278870367,1.0172888282286118e-05,6.4130142457615827e-06,1.9863641879014133e-05,1.2530402665278133e-11,1.2535271473746742e-11,1.9655107252696617e-05,1.0599014831150787e-06,9.7780131556792488e-10,1.2335691943416387e-06,5.0390228918003251e-12,2.4001331387268602e-07,6.0821304235917805e-10,3.1763387966980504e-12,1.3549044192421952e-13,5.8804147489530554e-14,9.8325603313752056e-20,1.3315570736775686e-26,5.6265638257222341e-12,1.3315481392714928e-26,1.0167933502674174e-20,6.3824327637757562e-25,3.2093989548673158e-08,2.7014624181722443e-15,3.2132164981695303e-15,1.6554936447543147e-15,2.0625840810412087e-09,1.4224830422783526e-26,2.4980590081216377e-16,1.2211818610326101e-14,2.2185818524937534e-18,3.0818115617186004e-20,6.6645350538213109e-22,9.4950129796379707e-21,7.0980516693518926e-24,6.1843782824663268e-27,1.0246323209668873e-27,2.5049218321922854e-31
7.368253076397556e-12,0.2850529314735932,76.950000000000003,0.0,0.0,0.0,0.99993990704809821,9.4999997157042522,1.0436778611588835e-05,6.5793709942829739e-06,2.0344311423887096e-05,1.3455559018992067e-11,1.3460800386211574e-11,2.0125324165338179e-05,1.0855555154550749e-06,1.0253423278407386e-09,1.2335676189917064e-06,5.3020275916760964e-12,2.5131587222646438e-07,6.3757758316221321e-10,3.3421158069140916e-12,1.4345341111657515e-13,6.3208145845905055e-14,1.0897749315836798e-19,1.5728049815385504e-26,5.7627194797048014e-12,1.5727941719232946e-26,1.1290280500973543e-20,7.2522801348347787e-25,3.2974078906149957e-08,2.8286784275448897e-15,3.4546305948742222e-15,1.7866276470396559e-15,2.0626098871894962e-09,1.6801946725587272e-26,2.5665614861747035e-16,1.3253241635899224e-14,2.2794581424259808e-18,3.3912352851367064e-20,7.2414282377313123e-22,1.0558774700485277e-20,8.0798046758153803e-24,7.2056709083087712e-27,1.1940830029604818e-27,2.9888952422666305e-31
7.542387538909181e-12,0.2850529314331066,76.950000000000003,0.0,0.0,0.0,0.99993848800329665,9.4999997032826045,1.0700668592805325e-05,6.7457275042682395e-06,2.0824979574261102e-05,1.4424831394000408e-11,1.4430463774935885e-11,2.0595300157152163e-05,1.111209500340852e-06,1.0740094325154947e-09,1.2335660067684514e-06,5.571731756133173e-12,2.6285726820403039e-07,6.6761384463501865e-10,3.5121150451387801e-12,1.5170102899897578e-13,6.7829324021998663e-14,1.2050660795160739e-19,1.8505117223827887e-26,5.8988747382338277e-12,1.8504987022927409e-26,1.250721456341033e-20,8.2169899977211996e-25,3.3854195677591615e-08,2.9585826843933837e-15,3.707759067491171e-15,1.9245013612614901e-15,2.0626297317255891e-09,1.9768512105150459e-26,2.635066098037486e-16,1.4357480476541565e-14,2.3403363749243032e-18,3.7234626965583178e-20,7.8536294835216167e-22,1.1713493390302684e-20,9.1701705796386102e-24,8.3661486360843756e-27,1.3866717932549795e-27,3.5518650444850786e-31
7.716522001420806e-12,0.285052931391846,76.950000000000003,0.0,0.0,0.0,0.99993706896076706,9.4999996906234436,1.09645582193226e-05,6.9120837715485842e-06,2.1305646335697094e-05,1.5439216506917748e-11,1.5445258791336542e-11,2.1065036579718742e-05,1.1368634377724895e-06,1.1238026220221707e-09,1.2335643688559783e-06,5.8481335929319474e-12,2.7463615058398595e-07,6.9832046211796877e-10,3.6863353530078411e-12,1.6023762601015451e-13,7.2673162815792761e-14,1.329638151786833e-19,2.1691431659501482e-26,6.0350296028762832e-12,2.1691275501026977e-26,1.382437633071611e-20,9.2844649030577073e-25,3.4734334295632299e-08,3.0911599799853113e-15,3.9728713426095329e-15,2.0692801122375518e-15,2.0626448518876408e-09,2.3172226982014398e-26,2.7035724103655384e-16,1.552684661870849e-14,2.4012161683432791e-18,4.0795968345485078e-20,8.5024568040133959e-22,1.296466948753141e-20,1.0378322950264676e-23,9.6809762612232669e-27,1.6049266876124436e-27,4.2044813860648538e-31
8.064790926444057e-12,0.28505293130702025,76.950000000000003,0.0,0.0,0.0,0.99993423088251998,9.4999996645979845,1.1492336391737927e-05,7.2447955675794631e-06,2.226697570890139e-05,1.7607301699190734e-11,1.7614222194678106e-11,2.2003796085276099e-05,1.1881711702736585e-06,1.2267672264680725e-09,1.2335610439112956e-06,6.4210231162772413e-12,2.9890100780928605e-07,7.6173932686179206e-10,4.0474345453585988e-12,1.7819505717871712e-13,8.3050829757991824e-14,1.6087499382615767e-19,2.9492006967499949e-26,6.3073381553256249e-12,2.9491785025554158e-26,1.6782974859853168e-20,1.1761667848598224e-24,3.6494659899356281e-08,3.3642732817992004e-15,4.5401222709144346e-15,2.380212341284578e-15,2.0626646032174888e-09,3.150494402205332e-26,2.8405887997965136e-16,1.8070374371417879e-14,2.5229792657066213e-18,4.8681322577445361e-20,9.9153587799585541e-22,1.5779412735346072e-20,1.3187442378307221e-23,1.2840720108354872e-26,2.1296149735635722e-27,5.8271091162603661e-31
8.413059851467307e-12,0.2850529312191507,76.950000000000003,0.0,0.0,0.0,0.99993139281334975,9.4999996376385596,1.2020113106714528e-05,7.577506368431344e-06,2.3228299570495673e-05,1.9967747958466666e-11,1.9975627419710403e-11,2.2941613342639426e-05,1.239478712959211e-06,1.3342360847107184e-09,1.2335576815869316e-06,7.0206818311521435e-12,3.2409978610158849e-07,8.2782334141316821e-10,4.4254041219974007e-12,1.9736026065338305e-13,9.4385328503072286e-14,1.9315440866163082e-19,3.9577408553391075e-26,6.5796451446346022e-12,3.9577097789676549e-26,2.0215359795654234e-20,1.4756735080727194e-24,3.8255028669818266e-08,3.6478983736369354e-15,5.1585278722717855e-15,2.7207402168105652e-15,2.0626747897409613e-09,4.2278207286836629e-26,2.9776085491837575e-16,2.0902983274883509e-14,2.644745597332933e-18,5.7662059152766543e-20,1.1491064203191347e-21,1.9051117548120433e-20,1.6591874339629365e-23,1.6832768304699861e-26,2.792818132460338e-27,7.966717495825712e-31
8.761328776490558e-12,0.28505293112827196,76.950000000000003,0.0,0.0,0.0,0.99992855475325226,9.4999996097557311,1.2547888352330584e-05,7.9102161665891238e-06,2.4189617938475368e-05,2.252845655318623e-11,2.2537379181701682e-11,2.3878498892267495e-05,1.2907860658297774e-06,1.4462091422712769e-09,1.233554302070324e-06,7.6470954139024498e-12,3.5022194779741624e-07,8.9656173423960681e-10,4.8202348255542828e-12,2.1776772367193175e-13,1.067211049600054e-13,2.3027547928692862e-19,5.2478010586065719e-26,6.8519505758363257e-12,5.2477581382775642e-26,2.4174239572170828e-20,1.8350788360175181e-24,4.0015422559392788e-08,3.9419166483595919e-15,5.830223957670954e-15,3.0921742819851424e-15,2.0626790011275421e-09,5.6058490040567694e-26,3.1146302537627046e-16,2.404435546103217e-14,2.7665139517858299e-18,6.7836160899718999e-20,1.3240806399932055e-21,2.2831282485631167e-20,2.0686072276392992e-23,2.1828827552867156e-26,3.6232028867026816e-27,1.0756483302950046e-30
9.109597701513809e-12,0.2850529310344178,76.950000000000003,0.0,0.0,0.0,0.99992571670222508,9.4999995809599191,1.3075662122480117e-05,8.2429249582040286e-06,2.5150930824759039e-05,2.5297296848172656e-11,2.5307350278395971e-11,2.4814463155803003e-05,1.3420932288859855e-06,1.5626863459599159e-09,1.2335509157164845e-06,8.300249548086657e-12,3.7725707401664865e-07,9.6794379770176329e-10,5.2319174034516626e-12,2.3945186579338419e-13,1.2010286507861651e-13,2.727425058215655e-19,6.8817786734150012e-26,7.124254452243392e-12,6.8817201403382123e-26,2.8715838862982649e-20,2.2633788919132764e-24,4.1775829596952086e-08,4.2462108357995932e-15,6.5573377082126974e-15,3.4958197721688967e-15,2.0626794957552855e-09,7.3512222913893259e-26,3.2516529817422894e-16,2.7514687976577851e-14,2.888283540192666e-18,7.93059672928128e-20,1.517611687484017e-21,2.7174882969815154e-20,2.5574902150555401e-23,2.8027106942778397e-26,4.6538822578341938e-27,1.4356505240971639e-30
9.457866626537059e-12,0.2850529309376221,76.950000000000003,0.0,0.0,0.0,0.99992287866026641,9.499999551261439,1.3603434415052846e-05,8.5756327419461915e-06,2.6112238237125506e-05,2.828210649355919e-11,2.8293381779023886e-11,2.5749516437411356e-05,1.3934002021284644e-06,1.6836676434338621e-09,1.2335475261251537e-06,8.9801299246010978e-12,4.0519486332412224e-07,1.0419588875044168e-09,5.6604426079830304e-12,2.62447039995296e-13,1.3457557085782628e-13,3.2109150419417519e-19,8.9326064510833944e-26,7.3965567759966382e-12,8.9325275546037097e-26,3.3899988517824481e-20,2.770511630863097e-24,4.3536241950752377e-08,4.5606649876962857e-15,7.3419877262616044e-15,3.9329766463781188e-15,2.0626776590056235e-09,9.5418343920118642e-26,3.3886761235267422e-16,3.1334684091023012e-14,3.0100538616157593e-18,9.2178191418385565e-20,1.7308820284265076e-21,3.2140461090278775e-20,3.1374330799755595e-23,3.5655158337166657e-26,5.9228961957485951e-27,1.8957900323414692e-30
9.80613555156031e-12,0.2850529308379179,76.950000000000003,0.0,0.0,0.0,0.99992004062737583,9.4999995206704835,1.4131205229635731e-05,8.9083395175556731e-06,2.7073540180639754e-05,3.1490691612140599e-11,3.1503283211737017e-11,2.6683668925104746e-05,1.4447069855578433e-06,1.809152982873613e-09,1.233544134026691e-06,9.6867222418390723e-12,4.3402513040588119e-07,1.1185964221529584e-09,6.1058011964130694e-12,2.8678753375470059e-13,1.5018443640262499e-13,3.7589103654459727e-19,1.1485017006201214e-25,7.6688575484690768e-12,1.148491181004009e-25,3.9790214022267183e-20,3.3674161314257737e-24,4.5296654502529534e-08,4.8851644627964211e-15,8.1862840861716543e-15,4.4049396185021403e-15,2.0626743389605315e-09,1.2268179874150741e-25,3.5256992807281344e-16,3.5525544739882856e-14,3.1318246039436691e-18,1.065639365092658e-19,1.965102948770634e-21,3.7790213909502528e-20,3.8212131031823397e-23,4.4972892396848099e-26,7.4737225012677486e-27,2.4787324505496411e-30
1e-11,0.2850529307353382,76.950000000000003,0.0,0.0,0.0,0.99991846083580316,9.4999995032590299,1.4424989048593658e-05,9.0935408340355889e-06,2.7608648061146424e-05,3.337657967538057e-11,3.3389946181098123e-11,2.720327983552303e-05,1.4732669055372847e-06,1.8809559811790272e-09,1.2335422449320527e-06,1.009161581190985e-11,4.5045649284422356e-07,1.1623891313124511e-09,6.361000518013847e-12,3.0093221501685996e-13,1.5938216041239542e-13,4.0941087873795264e-19,1.3158699772471828e-25,7.820433532768117e-12,1.3158576850315055e-25,4.3399623584232996e-20,3.7429639936547755e-24,4.6276589722788635e-08,5.0701079045851485e-15,8.6828814586635617e-15,4.6832148471975895e-15,2.062672053507736e-09,1.4055897618751231e-25,3.6019733436465656e-16,3.8027062198757937e-14,3.1996085886688578e-18,1.152699953547892e-19,2.1050159223655007e-21,4.1255771593095761e-20,4.2519553573668598e-23,5.0999235532285013e-26,8.4770900640279206e-27,2.8661176749661378e-30
1.015440447658356e-11,0.2850529307353382,76.950000000000003,0.0,0.0,0.0,0.99991720260355277,9.4999994891971191,1.4658974565771363e-05,9.2410452847445873e-06,2.8034836658656696e-05,3.4930826985160129e-11,3.4944832749476941e-11,2.7616930692051795e-05,1.4960135791747505e-06,1.9391423127615488e-09,1.2335407402264279e-06,1.0420012205810424e-11,4.6373780475996254e-07,1.1978458824153604e-09,6.5679839310528391e-12,3.1250757011289962e-13,1.6697492403048347e-13,4.3774303677603355e-19,1.4636899337578061e-25,7.9411567705502241e-12,1.4636760483836116e-25,4.6453822498664375e-20,4.0660932756265977e-24,4.7057063843756444e-08,5.2195959121182341e-15,9.0923283845878835e-15,4.9129981882875134e-15,2.0626700755662484e-09,1.5634802322935227e-25,3.6627221880385364e-16,4.0108960101386685e-14,3.2535955741305632e-18,1.2257871205326053e-19,2.2215140676486985e-21,4.4190080286261741e-20,4.6228603225241731e-23,5.6275774323144648e-26,9.3558187991370703e-27,3.2111943736901419e-30
1.0502673401606811e-11,0.2850529306299155,76.950000000000003,0.0,0.0,0.0,0.9999143645887969,9.4999994568513095,1.5186742422796478e-05,9.5737500430952674e-06,2.899612767342386e-05,3.8610256236499857e-11,3.8625777394247029e-11,2.8549311697872266e-05,1.5473199829798147e-06,2.0736355817633758e-09,1.2335373458777061e-06,1.1179985530148945e-11,4.9432292940199869e-07,1.2796968107897212e-09,7.0469815792642461e-12,3.3964130872382292e-13,1.8499274042839359e-13,5.0728363116243405e-19,1.850075244665976e-25,8.2134544428168319e-12,1.8500570883944373e-25,5.3961988225411418e-20,4.879667838318279e-24,4.8817467672922618e-08,5.5638472643822899e-15,1.0062213790315525e-14,5.4584366720979064e-15,2.0626652225474715e-09,1.9761846201938591e-25,3.7997446663163609e-16,4.5107101308681223e-14,3.3753666563024727e-18,1.4034244946843616e-19,2.501382858078864e-21,5.1409826193969695e-20,5.5577313672032109e-23,6.9898207607547843e-26,1.1625197043409602e-26,4.1244891321096795e-30
