Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019)
1.7481217116175638e-07,0.28510356547049964,76.950000000000003,0.0,0.0,0.0,0.36684527903246816,9.465894414702575,0.16217122682168439,0.095698675276383371,0.067551923157840865,0.024617092077077164,0.05694582079236777,0.024953083935799539,0.01205899860989868,0.090556284179569832,4.8313259132462266e-07,1.5591834106332256e-05,0.0031084842627400865,2.5543965470696357e-05,8.9773870707741421e-06,0.020857018855001335,0.068325061603989129,0.014984381460718378,0.0050289046275234636,1.9062845877703167e-08,0.0034422876637064115,0.0002618216955821801,0.0010982588881942262,0.00012324045147805876,3.4987657597283421e-11,6.6196081884833278e-06,4.0412741509440574e-06,7.5674235982687139e-10,0.00019565089488653666,9.5925218030790694e-13,0.029390986546931272,6.5629497630200873e-11,3.2196496675610466e-06,1.8007997089989257e-09,3.0938730320245469e-05,0.0010580466996596082,8.3412514372217881e-05,0.00015897994727060574,2.8700891354020423e-05
1.7567328776497287e-07,0.2851038184646968,76.950000000000003,0.0,0.0,0.0,0.36545925467732865,9.4658272594828556,0.16268125096302269,0.095965758897984504,0.067397469076218311,0.02460845673668214,0.057133011354481358,0.024816902886616993,0.012079751620500363,0.090843056708188749,4.8150811622601494e-07,1.5641114332514002e-05,0.0030915048547928464,2.540456439009777e-05,9.0025804834475015e-06,0.020913456128040523,0.068607430086794458,0.015069703799980069,0.005066833770801844,1.9019107887070094e-08,0.0034597290468985462,0.00026340634853561605,0.0011095074183527973,0.00012295768716194519,3.4796544974145114e-11,6.6172333134399955e-06,4.0398243101743992e-06,7.5388321619177467e-10,0.00019553406239738839,9.5705125994249787e-13,0.029461498671398117,6.5900167997745888e-11,3.2329786152379903e-06,1.8052457061215177e-09,3.1048640678300334e-05,0.0010681572205231181,8.4209582576430869e-05,0.00016051674193409286,2.8979775930765764e-05
1.7653440436818936e-07,0.28510407094175044,76.950000000000003,0.0,0.0,0.0,0.36408059712169483,9.4657607060798199,0.16318956023673709,0.09623161051556707,0.06724322464413697,0.024599559042099147,0.057319180887826324,0.024681612784116558,0.012100285291307637,0.091128091988956245,4.7989233519275356e-07,1.5690228609834097e-05,0.0030746367581063879,2.5266075200318928e-05,9.0276576272016655e-06,0.020969405488196664,0.068888347353442722,0.015154727585385495,0.0051046957357667394,1.8975430995514528e-08,0.0034770122802880504,0.00026498976638957505,0.0011207877719333573,0.00012267531782457087,3.4606685214574279e-11,6.6147883611380361e-06,4.0383316865994544e-06,7.5103926959287016e-10,0.00019541255409219417,9.5485341390985147e-13,0.029531264152734649,6.6169444615654844e-11,3.2462390559820803e-06,1.8096467109769101e-09,3.1157979444275907e-05,0.0010782924233432157,8.5008594025439687e-05,0.00016205736991522794,2.92593619480631e-05
1.7739552097140585e-07,0.2851043229042798,76.950000000000003,0.0,0.0,0.0,0.36270925217990607,9.4656947484839939,0.1636961638148213,0.096496236606554237,0.067089196493526515,0.024590406196250681,0.057504336071518114,0.024547207335397989,0.012120601019503961,0.091411401598501474,4.7828520221891391e-07,1.5739177827308667e-05,0.00305787918268115,2.5128491466442772e-05,9.0526191142334931e-06,0.021024871553862359,0.069167821300096757,0.015239453131490733,0.0051424896980968434,1.8931816868089738e-08,0.0034941376357895452,0.00026657195350878002,0.0011320996203840264,0.00012239335554602303,3.4418070323450658e-11,6.6122752629494778e-06,4.0367974606625413e-06,7.4821039621570512e-10,0.00019528650164015652,9.5265873967131718e-13,0.029600290127383831,6.6437335111012458e-11,3.2594313621594617e-06,1.8140031532022921e-09,3.1266751966980391e-05,0.0010884520470440956,8.5809528146476996e-05,0.0001636017907345599,2.9539641997540808e-05
1.7825663757462235e-07,0.2851045743546504,76.950000000000003,0.0,0.0,0.0,0.36134516627496033,9.4656293807569618,0.16420107079343041,0.096759643596516537,0.066935391015871273,0.024581005208226214,0.057688483532304137,0.024413680260644378,0.012140700191373302,0.091692997042734606,4.766866148465176e-07,1.5787962866584065e-05,0.0030412313402776859,2.4991806766658462e-05,9.0774655518268913e-06,0.021079858894632576,0.0694458598234209,0.015323880788825805,0.0051802148631137565,1.8888267678060481e-08,0.0035111054118471948,0.0002681529143867946,0.0011434426384680494,0.00012211181159635929,3.4230689521866792e-11,6.609695905749422e-06,4.0352227815128754e-06,7.4539650971903373e-10,0.00019515603332148724,9.5046731764414167e-13,0.029668583656127664,6.6703847112138359e-11,3.2725559061789469e-06,1.8183154578741665e-09,3.1374963539223142e-05,0.0010986358333222677,8.6612364585862738e-05,0.00016514996434237975,2.9820608749653444e-05
1.7911775417783884e-07,0.28510482529530995,76.950000000000003,0.0,0.0,0.0,0.35998828638946245,9.4655645970257041,0.16470429019838034,0.097021837862912075,0.066781814387539995,0.024571362912335224,0.057871629847594003,0.024281025296922183,0.012160584183078129,0.091972889759460205,4.7509652752654836e-07,1.5836584602478076e-05,0.0030246924449490744,2.4856014696178601e-05,9.1021975427113794e-06,0.021134372034232411,0.069722470816137333,0.01540801093942203,0.0052178704628170064,1.8844784961078769e-08,0.0035279159303166371,0.00026973265361196285,0.0011548165040486623,0.00012183069721745554,3.404453486739792e-11,6.6070521216495312e-06,4.0336087689936783e-06,7.4259748964288202e-10,0.00019502127433941609,9.4827923879249398e-13,0.029736151728680542,6.6968988238826908e-11,3.2856130602803288e-06,1.8225840458008575e-09,3.14826194011574e-05,0.0011088435264466289,8.7417083193030393e-05,0.00016670185108775705,3.0102254948006277e-05
1.7997887078105533e-07,0.28510507572824406,76.950000000000003,0.0,0.0,0.0,0.35863855990680765,9.4655003914640936,0.16520583100493774,0.097282825748620391,0.066628472630949634,0.024561486017440615,0.058053781559278907,0.024149236193112673,0.012180254363502754,0.092251091137931798,4.7351489878290762e-07,1.5885043904899028e-05,0.0030082617123026244,2.4721108862097379e-05,9.1268156863419675e-06,0.02118841546373686,0.069997662168445066,0.01549184398791343,0.0052554557483409474,1.880137017632346e-08,0.0035445695298191968,0.00027131117586600469,0.0011662208971929626,0.00012155002339616219,3.3859598596803012e-11,6.6043457085900912e-06,4.0319565223273733e-06,7.3981321399025184e-10,0.00019488234768683731,9.4609459271488998e-13,0.029803001284148443,6.7232766107674195e-11,3.2986031965934158e-06,1.8268093347450874e-09,3.1589724755200128e-05,0.0011190748725355927,8.8223663963545046e-05,0.00016825741160648175,3.0384573388813791e-05
1.8083998738427183e-07,0.2851053256557848,76.950000000000003,0.0,0.0,0.0,0.35729593478822347,9.4654367583146097,0.16570570211534069,0.097542613546551304,0.066475371550872062,0.024551381053732703,0.058234945157504804,0.024018306718315813,0.012199712091001229,0.092527612495411707,4.7194164619223838e-07,1.5933341636660142e-05,0.0029919383605128825,2.4587082891827784e-05,9.1513205774401136e-06,0.02124199362640445,0.070271441764092862,0.015575380370564685,0.0052929699980550212,1.8758025150127864e-08,0.0035610665725863658,0.00027288848593090103,0.001177655501189238,0.00012126980045512957,3.3675870889392447e-11,6.6015784221564558e-06,4.0302671118155564e-06,7.370435880449508e-10,0.00019473937319534182,9.4391345584826946e-13,0.029869139187570934,6.749518833110383e-11,3.3115266869625771e-06,1.8309917380061227e-09,3.1696284748709085e-05,0.0011293296203822249,8.9032087104100189e-05,0.00016981660694903534,3.0667556944331904e-05
1.8170110398748832e-07,0.2851055750799213,76.950000000000003,0.0,0.0,0.0,0.3559603594969043,9.4653736918790852,0.16620391236806425,0.097801207505977802,0.06632251676469493,0.024541054397187918,0.058415127086969366,0.02388823066034031,0.012218958714729042,0.092802465085858196,4.7037669407165256e-07,1.5981478654382394e-05,0.0029757216101987919,2.445393043170268e-05,9.1757128065952797e-06,0.021295110923807953,0.070543817480087673,0.015658620550656446,0.0053304125138027717,1.8714751590223654e-08,0.0035774074410202588,0.00027446458868685011,0.0011891200021275133,0.00012099003841486685,3.3493342273153419e-11,6.5987519755484837e-06,4.0285415823518438e-06,7.3428851437080575e-10,0.00019459246796052875,9.4173590350804091e-13,0.029934572239417343,6.7756262513458686e-11,3.3243839029286883e-06,1.8351316649977574e-09,3.1802304480907682e-05,0.0011396075211147795,8.9842333005812363e-05,0.00017137939852796973,3.095119855322924e-05
1.825622205907048e-07,0.2851058240026947,76.950000000000003,0.0,0.0,0.0,0.35463178302998011,9.4653111865227313,0.16670047053350961,0.09805861382957487,0.066169913693627486,0.024530512261571297,0.058594333743499899,0.023759001829260308,0.012237995574012729,0.093075660094339915,4.6882000020968521e-07,1.6029455808077546e-05,0.002959610684901201,2.4321645150637739e-05,9.1999929599855885e-06,0.021347771712670632,0.070814797184048789,0.015741565019413241,0.0053677826220948684,1.8671550811725949e-08,0.0035935925384802643,0.00027603948910256179,0.001200614089105498,0.00012071074715110708,3.3312004952644071e-11,6.5958680338208522e-06,4.0267809518500308e-06,7.3154787606260993e-10,0.00019444174618971552,9.3956201617885128e-13,0.02999930717071474,6.8015996246843558e-11,3.337175215603771e-06,1.8392295209589062e-09,3.1907788999250541e-05,0.0011499083283549696,9.0654382256746225e-05,0.00017294574814248121,3.123549122509155e-05
1.834233371939213e-07,0.28510607242594316,76.950000000000003,0.0,0.0,0.0,0.35331015477589117,9.4652492366575007,0.16719538533198644,0.098314838685721523,0.066017567616835457,0.024519760742515946,0.058772571486750518,0.023630614052439672,0.012256824000937548,0.093347208654832023,4.6727151235074222e-07,1.607727394289222e-05,0.0029436048103958757,2.4190220735047425e-05,9.2241616205412895e-06,0.021399980316720264,0.071084388735827883,0.015824214288184067,0.0054050796673837855,1.8628424200853292e-08,0.0036096222834356719,0.00027761319221812278,0.0012121374534292736,0.00012043193621517097,3.3131850617012619e-11,6.5929282317412525e-06,4.0249862189426826e-06,7.2882156352188296e-10,0.00019428731998045724,9.3739186974963078e-13,0.030063350661403261,6.8274397115774304e-11,3.3499009957422912e-06,1.8432857080516669e-09,3.2012743312993938e-05,0.001160231797560586,9.1468215589907362e-05,0.0001745156178764807,3.1520428021721049e-05
1.842844537971378e-07,0.2851063203516931,76.950000000000003,0.0,0.0,0.0,0.35199542477801538,9.4651878367741986,0.16768866539966598,0.098569888185174925,0.065865483579849102,0.024508805740220421,0.058949846615185958,0.023503061189046312,0.012275445315411491,0.093617121813919235,4.6573115381151011e-07,1.6124933895800885e-05,0.002927703216489773,2.4059650903535763e-05,9.248219365735702e-06,0.021451741003878783,0.071352599979597836,0.015906568901022496,0.0054423030237705687,1.8585373336843361e-08,0.0036254971190185603,0.00027918570317424327,0.00122368979013439,0.00012015361457056656,3.2952869740515389e-11,6.5899341549418323e-06,4.0231583504140024e-06,7.2610948431706797e-10,0.00019412929792971903,9.3522553070658585e-13,0.030126709305051652,6.8531472690845226e-11,3.3625616133789492e-06,1.8473006232355371e-09,3.2117172366900468e-05,0.001170577687274335,9.2283813981841169e-05,0.00017608897029228052,3.1806002092653714e-05
1.851455704003543e-07,0.28510656778150884,76.950000000000003,0.0,0.0,0.0,0.3506875434998209,9.4651269814140591,0.16818031931853028,0.09882376840157453,0.065713666479703475,0.024497653030464299,0.059126165387659108,0.023376337119481911,0.012293860829495133,0.093885410561547894,4.6419885661755189e-07,1.6172436498516318e-05,0.0029119051357232471,2.3929929396292359e-05,9.2721667695279531e-06,0.021503058006164689,0.071619438748575154,0.015988629422593135,0.0054794520841983671,1.854239966933639e-08,0.0036412175038777776,0.00028075702718486788,0.0012352707966495075,0.00011987579096250552,3.2775053256254831e-11,6.5868873544168301e-06,4.0212982925264658e-06,7.2341154185517072e-10,0.00019396778640122509,9.3306306547654947e-13,0.03018938963966155,6.8787230530640854e-11,3.3751574380410119e-06,1.851274660125899e-09,3.2221081064073635e-05,0.0011809457580253758,9.3101158566053369e-05,0.00017766576826026549,3.209220664394721e-05
1.8600668700357078e-07,0.28510681471731225,76.950000000000003,0.0,0.0,0.0,0.34938646200068496,9.4650666651903492,0.16867035559343907,0.099076485355717864,0.06556212100744678,0.02448630821542578,0.05930153400620445,0.023250435757601655,0.012312071844067438,0.094152085804997024,4.626745900131914e-07,1.6219782575264504e-05,0.0028962098049720181,2.3801049987584138e-05,9.2960044008752945e-06,0.021553935503896941,0.071884912857134331,0.016070396445616111,0.0055165262678689804,1.8499504216130195e-08,0.0036567839179319165,0.00028232716953089482,0.0012468801738457237,0.0001195984739983315,3.2598393967859987e-11,6.5837893295008168e-06,4.0194069626797004e-06,7.2072761786579492e-10,0.00019380288863430297,9.3090454639136945e-13,0.03025139812326794,6.9041678171838113e-11,3.3876888383803306e-06,1.8552082075298134e-09,3.2324474247857901e-05,0.0011913357731698027,9.3920230699381618e-05,0.00017924597508927608,3.2379034962093187e-05
1.8686780360678727e-07,0.2851070611605418,76.950000000000003,0.0,0.0,0.0,0.34809213173250714,9.465006882764154,0.16915878267817758,0.09932804503339665,0.065410851720541355,0.024474776783954801,0.059475958634956985,0.023125351040240563,0.012330079652589114,0.094417158396488149,4.6115829138349615e-07,1.6266972945310184e-05,0.0028806164640292507,2.3673006474980652e-05,9.3197328254195285e-06,0.021604377643283375,0.072149030106289813,0.016151870580877803,0.0055535250110813894,1.8456688296748481e-08,0.0036721968547516032,0.00028389613555487907,0.0012585176248581284,0.0001193216718372283,3.2422883059400867e-11,6.5806415535701112e-06,4.0174852600063955e-06,7.1805761493052937e-10,0.00019363470582242043,9.2875003596512202e-13,0.030312741161138176,6.9294823140035396e-11,3.4001561824271457e-06,1.8591016510724031e-09,3.242735672192938e-05,0.0012017474979373218,9.474101188647075e-05,0.00018082955437874519,3.2666480386889795e-05
1.8772892021000377e-07,0.28510730711286486,76.950000000000003,0.0,0.0,0.0,0.34680450458118584,9.4649476288497176,0.16964560896968614,0.099578453381427998,0.065259863032523541,0.024463064101776382,0.059649445395517503,0.023001076932129574,0.012347885540252559,0.094680639125638372,4.5964987820973679e-07,1.6314008422397531e-05,0.0028651243562026465,2.3545792684366255e-05,9.3433526051118788e-06,0.021654388532352974,0.072411798279826467,0.016233052458205392,0.0055904477686777075,1.8413953394185298e-08,0.0036874568223978004,0.00028546393065621704,0.0012701828553521833,0.0001190453922422437,3.2248510761091859e-11,6.5774454695697944e-06,4.0155340635963564e-06,7.1540144951188401e-10,0.00019346333692577659,9.2659958982325335e-13,0.03037342509950194,6.9546672945134745e-11,3.4125598374103642e-06,1.8629553728211369e-09,3.25297332455695e-05,0.0012121806996421517,9.5563483796428544e-05,0.00018241647005146094,3.2954536317418119e-05
1.8859003681322026e-07,0.28510755257578413,76.950000000000003,0.0,0.0,0.0,0.34552353289376814,9.4648888982172075,0.17013084280458346,0.099827716305276371,0.065109159202638878,0.024451175403297297,0.059822000364488953,0.022877607427012371,0.012365490783485557,0.094942538715918318,4.5814931581954319e-07,1.6360889814416349e-05,0.0028497327285456793,2.3419402471198608e-05,9.366864297990143e-06,0.02170397223864445,0.07267322514376881,0.016313942727878263,0.0056272940152925326,1.837130045237874e-08,0.0037025643444855609,0.00028703056029247867,0.0012818755736786962,0.00011876964299727646,3.207526975996969e-11,6.5742024785152887e-06,4.0135542304766663e-06,7.1275900969651019e-10,0.00019328887852410918,9.2445327300284192e-13,0.030433456221975425,6.9797235075346829e-11,3.4249001697321885e-06,1.8667697510805403e-09,3.2631608531020143e-05,0.0012226351478088228,9.6387628272865913e-05,0.00018400668637309688,3.324319621561863e-05
1.8945115341643675e-07,0.28510779755074533,76.950000000000003,0.0,0.0,0.0,0.34424916955058815,9.4648306857022888,0.1706144924494577,0.10007583966238154,0.064958744315623873,0.024439115773145583,0.059993629565874181,0.022754936554281829,0.01238289664852095,0.095202867812813674,4.5665654521730437e-07,1.6407617922455527e-05,0.0028344408326634054,2.3293829727250061e-05,9.3902684575446718e-06,0.02175313278249999,0.072933318441443601,0.0163945420629916,0.0056640632480930249,1.8328730643039939e-08,0.0037175199620304421,0.00028859602998119576,0.0012935954913145416,0.00011849443141746047,3.1903151446430124e-11,6.5709139448810056e-06,4.0115465934066092e-06,7.1013019968491023e-10,0.00019311142447589366,9.2231114172930256e-13,0.030492840739208254,7.0046516998344623e-11,3.4371775447339445e-06,1.8705451597579664e-09,3.273298723567879e-05,0.0012331106145287716,9.7213427362143211e-05,0.0001856001680075162,3.3532453616468684e-05
1.9031227001965325e-07,0.2851080420392231,76.950000000000003,0.0,0.0,0.0,0.34298136787593841,9.4647729861954275,0.17109656611222693,0.10032282926993277,0.064808622314982578,0.024426890173825117,0.06016433897923535,0.022633058375535378,0.012400104393036616,0.095461636995059773,4.5517150405428096e-07,1.6454193541907522e-05,0.0028192479242267364,2.3169068377046895e-05,9.4135656334552634e-06,0.021801874144506041,0.07319208589464414,0.016474851154617862,0.005700754982572556,1.8286245127888791e-08,0.0037323242298282198,0.00029016034527784454,0.0013053423223658095,0.00011821976453157482,3.1732147111810923e-11,6.5675812006529371e-06,4.0095119650884595e-06,7.0751492734783129e-10,0.00019293106641254181,9.2017324944443751e-13,0.030551584800410259,7.029452616069449e-11,3.4493923267519665e-06,1.8742819690609256e-09,3.2833873970742296e-05,0.0012436068740426826,9.8040863280175728e-05,0.00018719687995199735,3.3822302116088063e-05
1.9117338662286974e-07,0.2851082860424168,76.950000000000003,0.0,0.0,0.0,0.34172008153089439,9.4647157946283738,0.17157707195620017,0.10056869091451553,0.064658797036562132,0.024414503474948442,0.060334134550346322,0.022511966976326157,0.012417115268206531,0.095718856791096929,4.5369413823863164e-07,1.6500617463834235e-05,0.0028041532619643896,2.3045112369539154e-05,9.4367563725048415e-06,0.021850200275266591,0.073449535209252792,0.016554870707585781,0.0057373687481480414,1.8243844952335002e-08,0.0037469777131400122,0.00029172351178580105,0.0013171157829183402,0.00011794564922153879,3.1562248501374743e-11,6.5642055516970955e-06,4.0074511428886385e-06,7.0491309650154026e-10,0.00019274789427070098,9.1803965005386932e-13,0.030609694508439624,7.0541269992160376e-11,3.4615448793767044e-06,1.8779805464066173e-09,3.2934273312382864e-05,0.0012541237022249668,9.8869918371890069e-05,0.00018879678745726815,3.4112735357087669e-05
1.9203450322608623e-07,0.285108529561724,76.950000000000003,0.0,0.0,0.0,0.34046526465644034,9.4646591059921601,0.17205601808094767,0.10081343033897693,0.064509272166041784,0.024401960415616871,0.060503022176480743,0.022391656478424702,0.01243393051590147,0.095974537656144887,4.5222439774037019e-07,1.6546890473109648e-05,0.0027891561092276153,2.2921955690579974e-05,9.4598412173359768e-06,0.021898115082190972,0.073705674066336241,0.016634601445539035,0.0057739040937913036,1.8201531091031894e-08,0.0037614809916879624,0.00029328553515096191,0.0013289155919113745,0.0001176720921224318,3.1393447551802442e-11,6.5607882684082311e-06,4.0053649027297008e-06,7.0232460954634021e-10,0.00019256199559758547,9.1591039607585771e-13,0.030667175899406558,7.0786755897626728e-11,3.4736355650390019e-06,1.8816412551933337e-09,3.30341897864834e-05,0.0012646608772837555,9.9700575166271284e-05,0.00019039985613613419,3.4403747048437497e-05
1.9289561982930272e-07,0.2851087725983361,76.950000000000003,0.0,0.0,0.0,0.33921687181701377,9.464602915330202,0.17253341252960747,0.10105705324743193,0.06436005125791408,0.024389265620646385,0.060671007711823016,0.02227212103616941,0.012450551369748266,0.096228689980375148,4.5076222660292363e-07,1.6593013349128767e-05,0.0027742557334967106,2.2799592359206147e-05,9.4828207069245615e-06,0.021945622434531936,0.073960510124363776,0.016714044108417925,0.0058103605855633527,1.8159304550561822e-08,0.003775834657673153,0.00029484642106503443,0.0013407414708016833,0.00011739909959075748,3.1225735911268277e-11,6.5573305913649395e-06,4.0032540018419844e-06,6.9974937370643645e-10,0.00019237345584625145,9.1378553657720484e-13,0.030724034950455951,7.1030991260233912e-11,3.4856647451122978e-06,1.8852644552674364e-09,3.3133627874424161e-05,0.0012752181794927675,0.00010053281635532892,0.00019200605192187551,3.4695330957867786e-05
1.9375673643251922e-07,0.285109015153475,76.950000000000003,0.0,0.0,0.0,0.33797485802503191,9.4645472177415453,0.17300926328541893,0.10129956530287509,0.064211137730392054,0.024376423595517994,0.06083809696463377,0.022153354839873442,0.012466979054615053,0.096481324083990003,4.4930756779739031e-07,1.6638986865471539e-05,0.0027594514067999544,2.2678016431123896e-05,9.5056953763539849e-06,0.021992726160874707,0.074214051016265214,0.016793199452777453,0.0058467378073493005,1.8117166309484064e-08,0.0037900393160885584,0.00029640617525644416,0.0013525931437283702,0.00011712667772246359,3.1059105229226522e-11,6.5538337291866925e-06,4.0011191778651325e-06,6.9718729833604567e-10,0.00019218235827778726,9.1166511840546827e-13,0.030780277575904052,7.1273983437974849e-11,3.4976327797735552e-06,1.8888505026915674e-09,3.3232592010185296e-05,0.0012857953913168836,0.0001013666248040543,0.00019361534108774576,3.4987480915443802e-05
1.946178530357357e-07,0.2851092572282331,76.950000000000003,0.0,0.0,0.0,0.33673917862256336,9.4644920083661077,0.17348357828738148,0.10154097213792482,0.064062534902384477,0.02436343875857264,0.061004295709155346,0.022035352106796986,0.01248321478889676,0.0967324502353267,4.4786037064917532e-07,1.668481179142351e-05,0.002744742404603681,2.2557221989537786e-05,9.5284657578325255e-06,0.022039430059832783,0.07446630435559759,0.016872068247150596,0.0058830353560270846,1.8075117255914814e-08,0.0038040955811289652,0.00029796480348612329,0.001364470336805279,0.00011685483247154137,3.0893547498930092e-11,6.5502988662401488e-06,3.9989611540787771e-06,6.9463828978200092e-10,0.00019198878454985106,9.0954918847196371e-13,0.030835909643761327,7.1515739768797395e-11,3.509540028290337e-06,1.8923997507404273e-09,3.3331086592736016e-05,0.0012963922968386244,0.00010220198350506262,0.00019522769015798354,3.528019079724593e-05
1.954789696389522e-07,0.2851094988238201,76.950000000000003,0.0,0.0,0.0,0.33550978950315158,9.4644372824125469,0.17395636540024786,0.10178127933420787,0.063914245929826086,0.024350315384331911,0.061169609662311664,0.021918107101087592,0.012499259780112531,0.096982078614567632,4.4642058484466792e-07,1.6730488889062687e-05,0.0027301280083111236,2.2437203165452576e-05,9.5511323787418173e-06,0.022085737879535779,0.074717277721535996,0.01695065127934282,0.0059192528498903316,1.8033158241182587e-08,0.0038180040818705531,0.00029952231155460436,0.0013763727794733128,0.00011658356949653904,3.0729054736604636e-11,6.5467271483297772e-06,3.9967806301613816e-06,6.921022555359653e-10,0.0001917928136683433,9.0743779122043934e-13,0.030890936944060508,7.1756267557202331e-11,3.5213868483208137e-06,1.8959125479926646e-09,3.3429115962184416e-05,0.0013070086828538311,0.00010303887566499742,0.00019684306607782936,3.5573454556527624e-05
1.963400862421687e-07,0.28510973994115213,76.950000000000003,0.0,0.0,0.0,0.33428664691422749,9.4643830351336646,0.17442763244098694,0.1020204924405267,0.063766273865105277,0.024337057655830933,0.061334044504023036,0.021801614117403858,0.012515115228775802,0.0972302193449852,4.4498815378912447e-07,1.6776018915828156e-05,0.0027156075031783888,2.2317954121007035e-05,9.5736957633563776e-06,0.022131653335691136,0.074966978670629666,0.017028949349280006,0.0059553899208217853,1.7991290158979384e-08,0.0038317654566867002,0.0003010787052950257,0.001388300203306498,0.00011631289422589061,3.0565618653892899e-11,6.5431196976270939e-06,3.99457829085496e-06,6.8957910794262995e-10,0.00019159452295333486,9.0533096797071568e-13,0.030945365216753139,7.199557408619584e-11,3.5331735964607311e-06,1.8993892400095596e-09,3.352668442072252e-05,0.0013176443379036527,0.00010387728462835583,0.0001984614360633373,3.5867266196216031e-05
1.972012028453852e-07,0.28510998058137665,76.950000000000003,0.0,0.0,0.0,0.33306970760559185,9.4643292618452826,0.17489738715852593,0.10225861695893104,0.063618621617330062,0.024323669628657573,0.061497605861293651,0.021685867495921714,0.012530782325412711,0.097476882467269182,4.4356302379470012e-07,1.6821402622554309e-05,0.0027011801802134163,2.219946906481047e-05,9.5961564315255998e-06,0.022177180097493907,0.07521541472480843,0.017106963273145342,0.0059914462196144535,1.7949513829413073e-08,0.0038453803565589857,0.00030263399055676906,0.0014002523429430612,0.00011604281183908256,3.0403231190037777e-11,6.5394776016122009e-06,3.9923547999517086e-06,6.870687592438363e-10,0.00019139398737115225,9.0322875872873513e-13,0.030999200129976475,7.2233666604186835e-11,3.5449006276803212e-06,1.9028301680281196e-09,3.3623796216353564e-05,0.0013282990530119048,0.00010471719393570718,0.00020008276771581047,3.6161619789886868e-05
1.9806231944860168e-07,0.28511022074530923,76.950000000000003,0.0,0.0,0.0,0.3318589286155334,9.4642759578991509,0.17536563726243914,0.10249565836442215,0.063471292014232988,0.024310155286029832,0.061660299330390821,0.021570861603164147,0.012546262254766573,0.097722077974497557,4.4214515176895971e-07,1.6866640756256269e-05,0.0026868453337873834,2.2081742232378353e-05,9.6185149005392167e-06,0.022222321807522087,0.075462593385711804,0.017184693876230471,0.0060274214077459471,1.7907829942408823e-08,0.003858849439400651,0.00030418817322128247,0.0014122289347689256,0.00011577332743367116,3.0241884845418736e-11,6.535801926879131e-06,3.9901108092588531e-06,6.8457111592405571e-10,0.00019119128055059237,9.0113120486715668e-13,0.031052447310756886,7.2470552338208398e-11,3.5565682959960026e-06,1.9062356708103944e-09,3.3720455565853537e-05,0.0013389726206369237,0.00010555858724069195,0.00020170702885913855,3.645650945193053e-05
1.9892343605181817e-07,0.2851104604340169,76.950000000000003,0.0,0.0,0.0,0.33065426746541365,9.4642231187079648,0.17583239039649612,0.10273162208676533,0.063324287750245525,0.024296518491607091,0.061822130456104823,0.021456590851725819,0.012561556191903283,0.097965815778412985,4.4073448884496834e-07,1.6911734057561329e-05,0.0026726022640940574,2.1964767906205971e-05,9.6407716834052824e-06,0.022267082063217258,0.07570852211892215,0.017262141998355861,0.0060633151643808931,1.7866239232447271e-08,0.0038721733744552724,0.00030574125917197202,0.0014242297181425866,0.00011550444583085673,3.0081571786146111e-11,6.532093708933023e-06,3.9878469510330164e-06,6.8208608892689086e-10,0.00019098647390479949,8.9903834407616092e-13,0.031105112316452129,7.2706238481414657e-11,3.5681769537339593e-06,1.9096060829215861e-09,3.3816666633351144e-05,0.0013496648356349789,0.0001064014483858942,0.00020333418768931808,3.6751929364933455e-05
1.9978455265503467e-07,0.2851106996482543,76.950000000000003,0.0,0.0,0.0,0.32945568202288472,9.4641707397279085,0.17629765415697729,0.1029665135230723,0.063177611424810792,0.024282763023892047,0.061983104745948932,0.021343049687121283,0.012576665304896924,0.098208105732580514,4.3933096866479558e-07,1.6956683262486379e-05,0.0026584502754445696,2.1848540402398172e-05,9.6629272900408007e-06,0.022311464429888399,0.075953208364162625,0.017339308489658475,0.0060991271812158958,1.7824742587351776e-08,0.0038853528388108939,0.00030729325432762004,0.0014362544345325494,0.00011523617156229317,2.9922283347899077e-11,6.5283539628318191e-06,3.9855638437565713e-06,6.7961360124810905e-10,0.00019077963726913153,8.9695020843373647e-13,0.031157200654797806,7.2940732203504879e-11,3.5797269520037025e-06,1.9129417359351663e-09,3.391243354527677e-05,0.0013603754945911417,0.00010724576135066357,0.0002049642126706678,3.7047873760684079e-05
