Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054)
8.666372094248187e-09,0.3155254660672248,76.950000000000003,0.0,0.0,0.0,0.00029751640808114836,9.4999650953408938,0.0032144065247155821,0.018040946740088836,0.00073689951477855589,1.2695518956045022e-05,1.8990791724175398e-09,3.1486290848600161e-06,0.18877229293344941,1.1191739694636836e-05,6.7150523962179689e-14,3.1947633293960677e-06,7.9079687673400204e-05,0.75745501875994758,0.00086539429070197759,4.5157283333813507e-14,2.6893673957971755e-13,3.0991261234513462e-08,1.1817644585235637e-11,0.00024697493043800833,6.7406913343200944e-06,0.018766072204687533,0.019046772663957372,2.2756301691994969e-06,1.2060749490768135e-06,1.4725123261344003e-09,0.0015763172845143691,3.8016313096674486e-07,1.0067489666456477e-07,2.6402852869752061e-06,3.884530802396781e-07,1.0575027519322921e-06,9.3898344704799306e-05,0.0093361224677450325,2.3301250947542939e-12,8.8393276606923793e-13,1.0160123634980259e-06,3.2403889321431298e-07,7.557959791036437e-09,5.4874630940091212e-05,0.00017292877046468222,4.207074708399573e-05,1.2841813848241711e-07,3.1594483351461338e-06,4.7864900777561416e-07,2.0697764683466049e-06,9.7308974541369693e-09,1.8099016591049946e-08,2.9323714278613218e-07,1.3875240344780422e-07,6.8040250351895915e-07,4.7754113646318922e-09,6.0292475060160218e-09,4.4839962201595295e-08,3.9271500951320092e-10,3.3174512065323972e-05,4.4451385598540838e-11,1.7603255448348211e-08,2.6274029710888361e-05,2.2123936315266601e-09,5.3131642482806683e-08,4.0660835389099068e-09,1.1403527640417802e-08,9.1314863924253948e-10,2.1038354567915444e-10,2.1327486033069372e-16,6.1246336850090181e-10,8.8969801147097829e-07,1.1481113590495407e-08
8.716353968530333e-09,0.31552551795735734,76.950000000000003,0.0,0.0,0.0,0.00029171263850565282,9.4999653418995482,0.0032124145638511817,0.01803070149392479,0.00072225197553886001,1.2443165586109824e-05,1.8980004443188781e-09,3.1409883889529035e-06,0.18839362394552034,1.1185382482798934e-05,6.5815748985793113e-14,3.1795577096361817e-06,7.9539316184888437e-05,0.75783544939922709,0.0008654178977138007,4.5131632771522912e-14,2.7049838439248589e-13,3.1172559755362574e-08,1.1771750040490059e-11,0.00024709963073583322,6.6067080037127377e-06,0.018779296763423926,0.019061784490700843,2.2772335499616099e-06,1.206924791393075e-06,1.4732519029736138e-09,0.0015853538501753844,3.8234245988782441e-07,1.0125209853234939e-07,2.6441755327272076e-06,3.9068144601075695e-07,1.0636361074669395e-06,9.4629593373690398e-05,0.0093420508267447327,2.3434915661542641e-12,8.8900333465951525e-13,1.0164979028398382e-06,3.2422778717938305e-07,7.5556044349407092e-09,5.4934987452548073e-05,0.00017312026208360254,4.2228015561350998e-05,1.2916436870876296e-07,3.1766284736234371e-06,4.78428150478705e-07,2.0834129717999345e-06,9.7867336388575997e-09,1.8218565815319249e-08,2.9498881722140993e-07,1.4039703706431448e-07,6.8504988368676172e-07,4.8039396044416366e-09,6.0707986805258065e-09,4.5435424733999642e-08,3.9794374246644014e-10,3.337781778761813e-05,4.4720076544367568e-11,1.7622762810236246e-08,2.6535154163279354e-05,2.2343813022016408e-09,5.3560280105653901e-08,4.1064941080678813e-09,1.1516895890317737e-08,9.2051930935579274e-10,2.1207094187596438e-10,2.1539513383875437e-16,6.1756264495525085e-10,8.9710779123838435e-07,1.1493836730458027e-08
8.766335842812478e-09,0.31552556877056137,76.950000000000003,0.0,0.0,0.0,0.00028618848295532058,9.4999655835724592,0.0032104227827104165,0.018020462599979095,0.00070789558887724465,1.2195828359616116e-05,1.8969223906836058e-09,3.1334415182772059e-06,0.18801565388095701,1.1179029245773742e-05,6.4507505942565917e-14,3.1643652616702883e-06,7.9998720754753504e-05,0.75821491191759738,0.00086544112249025426,4.5105998247109218e-14,2.7205927054578461e-13,3.1353769418001263e-08,1.1725854313162682e-11,0.00024722400797139529,6.4753878947315572e-06,0.018792232635121239,0.019076497924282083,2.2788019288825121e-06,1.207756081702726e-06,1.4739895976570751e-09,0.0015943836564114259,3.845201591249975e-07,1.0182886877386188e-07,2.6479838576996565e-06,3.9290814543808627e-07,1.0697648564938193e-06,9.5358445827900521e-05,0.0093479683643306107,2.3568480451655571e-12,8.9407011263888588e-13,1.0169839053454896e-06,3.2441647717574003e-07,7.5533126962290526e-09,5.4995365934405097e-05,0.00017331181737574111,4.2382935889518588e-05,1.299100386089978e-07,3.1937108505139006e-06,4.7819934918543637e-07,2.0969863120590826e-06,9.84252842234409e-09,1.8337562112768052e-08,2.9674286625018538e-07,1.4204965926521029e-07,6.896762018323436e-07,4.8325065193870977e-09,6.1121625748554102e-09,4.6033996257753687e-08,4.031999025584782e-10,3.3580991303562925e-05,4.4989140570033236e-11,1.7642276459479394e-08,2.6797415623397299e-05,2.2564647154932361e-09,5.3989724155685722e-08,4.1470806408717996e-09,1.1630757948137604e-08,9.27903856826236e-10,2.1376144889319552e-10,2.1752464280600874e-16,6.226728575831745e-10,9.0453348130872804e-07,1.1506563969269225e-08
8.816317717094623e-09,0.3155256185285754,76.950000000000003,0.0,0.0,0.0,0.00028092975204771194,9.4999658204565733,0.0032084312336145594,0.018010230047252006,0.00069382456765530709,1.1953407570120074e-05,1.8958450102329172e-09,3.1259843032211477e-06,0.18763838511833353,1.1172679976024423e-05,6.3225267454297321e-14,3.1491875728807352e-06,8.0457902748067711e-05,0.75859341792793944,0.00086546398305984752,4.5080379730162248e-14,2.7361940257503395e-13,3.1534890772972074e-08,1.1679963323218651e-11,0.00024734806625420854,6.3466780712804199e-06,0.01880488574588373,0.019090918895941614,2.2803360244924542e-06,1.2085692008475812e-06,1.4747254327649871e-09,0.0016034067079316275,3.8669622981088277e-07,1.0240520768905764e-07,2.6517118191768695e-06,3.9513317967930132e-07,1.0758890030450657e-06,9.6084878359859141e-05,0.0093538752188700759,2.3701945387133255e-12,8.9913310263440496e-13,1.0174703148614572e-06,3.2460496057409376e-07,7.5510815566425974e-09,5.5055766904834404e-05,0.00017350343826633317,4.2535532237228708e-05,1.3065514867358295e-07,3.2106955921024691e-06,4.7796285127255471e-07,2.1104963909277338e-06,9.8982818320835773e-09,1.8456004600621284e-08,2.9849928538700145e-07,1.4371022627555004e-07,6.9428141164949881e-07,4.8611120364124192e-09,6.1533387465796315e-09,4.6635657893945061e-08,4.0848332376405014e-10,3.378403299922154e-05,4.5258576882690596e-11,1.7661796603613179e-08,2.7060812486600014e-05,2.2786437363014257e-09,5.4419969913585372e-08,4.1878428890239159e-09,1.1745113117111814e-08,9.3530220041566585e-10,2.1545504843217192e-10,2.1966337420117491e-16,6.2779394550311819e-10,9.1197499314826299e-07,1.1519295442397571e-08
8.866299591376769e-09,0.31552566725270215,76.950000000000003,0.0,0.0,0.0,0.00027592297830182476,9.4999660526469132,0.0032064399661907938,0.018000003824860084,0.0006800332397446365,1.1715805492773373e-05,1.8947683017027454e-09,3.1186127850959504e-06,0.18726181983775367,1.1166334666100997e-05,6.1968516624057603e-14,3.1340261831663943e-06,8.0916863500241372e-05,0.75897097852939821,0.00086548649652969957,4.5054777190622248e-14,2.7517878492002029e-13,3.171592435886581e-08,1.1634082819344935e-11,0.0002474718095099514,6.2205266492863695e-06,0.018817261902145388,0.019105053219026207,2.2818365408110856e-06,1.2093645219784187e-06,1.4754594298786108e-09,0.0016124230094596214,3.888706730815145e-07,1.0298111557879758e-07,2.6553609481501665e-06,3.9735654989554849e-07,1.082008551127351e-06,9.680886811050114e-05,0.0093597715225448505,2.3835310537432809e-12,9.0419230728092819e-13,1.0179570781592432e-06,3.2479323490593262e-07,7.5489081510543906e-09,5.5116190852888844e-05,0.00017369512657097722,4.2685828850352294e-05,1.3139969938981874e-07,3.2275828339230162e-06,4.7771889787082074e-07,2.1239431213860401e-06,9.9539938956690534e-09,1.8573892494617491e-08,3.002580701587092e-07,1.4537869430640842e-07,6.9886547095858453e-07,4.8897560826622417e-09,6.1943267908683196e-09,4.7240390805258728e-08,4.1379384041699934e-10,3.3986943262795254e-05,4.5528384692685382e-11,1.768132343841963e-08,2.7325343149112302e-05,2.3009182295984101e-09,5.4851012709668228e-08,4.2287806043592118e-09,1.1859960700846901e-08,9.4271425974007865e-10,2.1715172238683367e-10,2.2181131499993071e-16,6.3292584846493551e-10,9.1943223914131886e-07,1.1532031277640134e-08
8.916281465658914e-09,0.3155257149638181,76.950000000000003,0.0,0.0,0.0,0.00027115537939674875,9.4999662802366132,0.0032044490275092933,0.017989783922036658,0.00066651604574309922,1.1482926344971819e-05,1.8936922638437578e-09,3.1113232054032821e-06,0.18688596003110752,1.1159993308640318e-05,6.0736746828046688e-14,3.1188825861635918e-06,8.1375604317640782e-05,0.75934760433336312,0.00086550867913287686,4.5029190598779839e-14,2.7673742192673086e-13,3.1896870702570581e-08,1.1588218383338451e-11,0.00024759524148976837,6.0968827758101793e-06,0.018829366793074027,0.019118906591331811,2.2833041676389862e-06,1.2101424107095014e-06,1.4761916096307838e-09,0.0016214325657327882,3.9104349007616536e-07,1.035565927448012e-07,2.6589327496358958e-06,3.9957825725130452e-07,1.0881235047227973e-06,9.7530393052246034e-05,0.0093656574016637729,2.396857597220637e-12,9.0924772922070774e-13,1.0184441447863444e-06,3.2498129785527662e-07,7.5467897596765438e-09,5.5176638239046711e-05,0.00017388688400125248,4.2833850037825767e-05,1.3214369124195799e-07,3.2443727204757877e-06,4.7746772402244595e-07,2.1373264272751101e-06,1.0009664640794528e-08,1.869122510622945e-08,3.0201921610431514e-07,1.4705501956059214e-07,7.0342834159101545e-07,4.9184385854792114e-09,6.2351263394361275e-09,4.7848176196544985e-08,4.1913128721550651e-10,3.4189722484449506e-05,4.5798563213516839e-11,1.7700857148529317e-08,2.7591006008038502e-05,2.3232880604296804e-09,5.5282847923267541e-08,4.2698935388473698e-09,1.197530000332708e-08,9.5013995525910284e-10,2.1885145284135201e-10,2.2396845218501775e-16,6.3806850684213733e-10,9.2690513257903241e-07,1.1544771595515447e-08
8.96626333994106e-09,0.31552576168238156,76.950000000000003,0.0,0.0,0.0,0.00026661482330069181,9.4999665033169762,0.0032024584622133323,0.017979570328131946,0.00065326753673628337,1.125467624778227e-05,1.8926168954213248e-09,3.1041119956490522e-06,0.1865108075118051,1.1153655896365882e-05,5.9529461511569054e-14,3.1037582304342506e-06,8.1834126478193725e-05,0.75972330548812772,0.00086553054627329091,4.5003619925275229e-14,2.7829531784916094e-13,3.207773031951551e-08,1.1542375434377475e-11,0.00024771836577909925,5.9756966085699013e-06,0.01884120599292731,0.019132484597400089,2.2847395808433864e-06,1.2109032252700162e-06,1.4769219917538715e-09,0.0016304353815015454,3.9321468193718065e-07,1.0413163948960258e-07,2.6624287029956096e-06,4.0179830291420419e-07,1.094233867789858e-06,9.8249431972228577e-05,0.0093715329769597355,2.4101741761291072e-12,9.142993711030145e-13,1.0189314669248013e-06,3.2516914725085195e-07,7.5447238006640527e-09,5.5237109496677994e-05,0.00017407871217005075,4.2979620158094992e-05,1.32887124711316e-07,3.2610654049521441e-06,4.772095588345298e-07,2.1506462429895696e-06,1.006529409525043e-08,1.8808001839956049e-08,3.0378271877483329e-07,1.4873915823817975e-07,7.0796998927671594e-07,4.9471594724015713e-09,6.275737059519096e-09,4.8458995315372964e-08,4.2449549922718242e-10,3.4392371056148886e-05,4.6069111661799161e-11,1.772039790799276e-08,2.7857799461374784e-05,2.3457530939150769e-09,5.5715470982127771e-08,4.3111814445947126e-09,1.2091130328919689e-08,9.5757920826556471e-10,2.2055422206777287e-10,2.2613477274634254e-16,6.4322186162423602e-10,9.343935876482155e-07,1.1557516509636449e-08
9.016245214223205e-09,0.31552580742844033,76.950000000000003,0.0,0.0,0.0,0.00026228979517514,9.499966721977481,0.0032004683126427695,0.017969363032613112,0.00064028237210322263,1.1030963188132679e-05,1.8915421952154721e-09,3.0969757676757629e-06,0.18613636392401572,1.1147322422087561e-05,5.8346173989045252e-14,3.0886545206221901e-06,8.2292431231982256e-05,0.76009809170229548,0.00086555211256829248,4.4978065141097134e-14,2.7985247685109029e-13,3.2258503713909671e-08,1.1496559233179604e-11,0.00024784118580605885,5.856919295869448e-06,0.018852784963361655,0.019145792710769174,2.2861434426381557e-06,1.2116473166524746e-06,1.4776505951252755e-09,0.0016394314615286588,3.9538424980981558e-07,1.0470625611650734e-07,2.665850262257999e-06,4.0401668805487571e-07,1.1003396442641641e-06,9.8965964455779602e-05,0.0093773983638714611,2.4234807974699406e-12,9.1934723558377223e-13,1.0194189992569571e-06,3.2535678105866208e-07,7.5427078230951702e-09,5.5297605033435878e-05,0.0001742706125966362,4.3123163606065375e-05,1.3363000027637628e-07,3.2776610489663893e-06,4.7694462562858752e-07,2.1639025131779877e-06,1.0120882286919177e-08,1.8924222190683461e-08,3.0554857373313994e-07,1.5043106654189034e-07,7.1249038353444667e-07,4.9759186711607978e-09,6.3161586528774472e-09,4.9072829452570287e-08,4.2988631189403169e-10,3.459488937150081e-05,4.6340029257223666e-11,1.7739945880822714e-08,2.8125721908021208e-05,2.3683131952498176e-09,5.6148877361805477e-08,4.3526440738461017e-09,1.2207450982380533e-08,9.6503194087518427e-10,2.2226001252369112e-10,2.2831026368107728e-16,6.4838585440918109e-10,9.4189751942035845e-07,1.1570266127064441e-08
9.06622708850535e-09,0.31552585222164126,76.950000000000003,0.0,0.0,0.0,0.00025816936596376124,9.4999669363058317,0.0031984786189512525,0.017959162025064011,0.00062755531736554955,1.0811696981750491e-05,1.890468162020804e-09,3.089911304486959e-06,0.18576263075143498,1.1140992878701138e-05,5.7186407247981648e-14,3.0735728185785281e-06,8.2750519801823592e-05,0.76047197226699415,0.00086557339188907069,4.495252621758092e-14,2.8140890300783028e-13,3.2439191378975949e-08,1.1450774886049515e-11,0.00024796370484939063,5.7405029569243379e-06,0.018864109055694953,0.019158836296179874,2.287516401858189e-06,1.2123750287581488e-06,1.4783774378106332e-09,0.0016484208105885922,3.9755219484208228e-07,1.0528044292955194e-07,2.6691988564422184e-06,4.0623341384678106e-07,1.1064408380593506e-06,9.9679970870156031e-05,0.0093832536728109973,2.4367774682609876e-12,9.2439132532520054e-13,1.0199066988380448e-06,3.2554419737493979e-07,7.540739500309062e-09,5.5358125232577388e-05,0.00017446258671144805,4.3264504800545526e-05,1.3437231841289325e-07,3.2941598222945082e-06,4.7667314208626142e-07,2.1770951924509826e-06,1.0176429243770911e-08,1.9039885741113813e-08,3.0731677655383295e-07,1.5213070068228731e-07,7.1698949756494111e-07,5.0047161096793057e-09,6.3563908548238597e-09,4.9689659942749574e-08,4.3530356103729434e-10,3.4797277825607374e-05,4.6611315222521625e-11,1.7759501221508855e-08,2.8394771747793505e-05,2.3909682297055037e-09,5.658306258507759e-08,4.3942811789867734e-09,1.2324261268859034e-08,9.7249807601639374e-10,2.2396880684995225e-10,2.3049491199375579e-16,6.5356042739588811e-10,9.4941684384076646e-07,1.1583020548645016e-08
9.116208962787496e-09,0.3155258960812371,76.950000000000003,0.0,0.0,0.0,0.00025424316258026899,9.4999671463880038,0.0031964894192174475,0.017948967295184831,0.00061508124207922512,1.0596789236834927e-05,1.8893947946464218e-09,3.0829155515387739e-06,0.18538960932560677,1.1134667259187843e-05,5.6049693756821903e-14,3.0585144444570881e-06,8.320839338383902e-05,0.7608449560769599,0.00086559439739897898,4.4927003126406719e-14,2.8296460030794451e-13,3.2619793797180235e-08,1.1405027348819618e-11,0.00024808592604601536,5.6264006625768888e-06,0.018875183513124033,0.01917162061173797,2.2888590942283197e-06,1.2130866985396003e-06,1.4791025371048111e-09,0.0016574034334668787,3.9971851818460332e-07,1.0585420023346508e-07,2.6724758898822669e-06,4.084484814660671e-07,1.112537453067842e-06,0.00010039143234851958,0.0093890990094175342,2.4500641955358393e-12,9.2943164299549188e-13,1.0203945249752626e-06,3.2573139441945545e-07,7.5388166235826413e-09,5.5418670454216874e-05,0.00017465463586065831,4.3403668172171588e-05,1.3511407959399037e-07,3.3105619026196205e-06,4.7639532039130637e-07,2.1902242450967896e-06,1.0231934993859489e-08,1.9154992159259733e-08,3.0908732282309373e-07,1.5383801688281994e-07,7.2146730814677471e-07,5.0335517160681976e-09,6.3964334332766131e-09,5.0309468164822753e-08,4.4074708286217212e-10,3.4999536814924836e-05,4.6882968783427862e-11,1.7779064075506248e-08,2.8664947381434649e-05,2.4137180626311175e-09,5.7018022221357028e-08,4.4360925125441879e-09,1.244156049390342e-08,9.7997753742028854e-10,2.2568058786838364e-10,2.3268870469637037e-16,6.5874552337685682e-10,9.5695147771782798e-07,1.1595779869326882e-08
9.166190837069641e-09,0.3155259390260953,76.950000000000003,0.0,0.0,0.0,0.00025050133961383383,9.4999673523082659,0.0031945007495506232,0.017938778832791578,0.00060285511776802039,1.0386153318448727e-05,1.8883220919158226e-09,3.0759856084747499e-06,0.18501730083382076,1.1128345556613737e-05,5.4935575276603852e-14,3.0434806777806932e-06,8.3666053148010903e-05,0.76121705165054787,0.00086561514158988774,4.490149583959696e-14,2.8451957265493705e-13,3.2800311440455841e-08,1.1359321430686691e-11,0.00024820785239819594,5.5145664163933001e-06,0.018886013472897787,0.019184150811033602,2.2901721426268358e-06,1.2137826561403509e-06,1.4798259095708182e-09,0.0016663793349595221,4.0188322099046991e-07,1.0642752833362987e-07,2.6756827425520778e-06,4.1066189209141982e-07,1.1186294931616238e-06,0.00010110033077416175,0.0093949344747984043,2.463340986342965e-12,9.3446819126848212e-13,1.0208824391130058e-06,3.2591837052916871e-07,7.5369370961292246e-09,5.5479241036515497e-05,0.00017484676131049746,4.3540678151800245e-05,1.3585528429025645e-07,3.3268674752839734e-06,4.7611136736793674e-07,2.2032896448041128e-06,1.028739956531854e-08,1.9269541196003033e-08,3.1086020813855318e-07,1.5555297138471031e-07,7.259237955348989e-07,5.0624254186250824e-09,6.4362861878369675e-09,5.0932235542503534e-08,4.4621671396244625e-10,3.5201666737130557e-05,4.7154989168645071e-11,1.7798634579698942e-08,2.8936247210626172e-05,2.4365625594539826e-09,5.7453751886115659e-08,4.4780778271897787e-09,1.2559347963465661e-08,9.8747024961069963e-10,2.2739533857955357e-10,2.3489162880846456e-16,6.6394108573087927e-10,9.6450133871241254e-07,1.1608544178464439e-08
9.216172711351787e-09,0.31552598107470514,76.950000000000003,0.0,0.0,0.0,0.00024693455247477348,9.4999675541492117,0.0031925126441908471,0.017928596627815416,0.00059087201589793248,1.0179704313615349e-05,1.887250052666782e-09,3.0691187212813839e-06,0.18464570632660757,1.1122027764129032e-05,5.3843602676347829e-14,3.0284727584791851e-06,8.4123500238728635e-05,0.76158826714872663,0.00086563563631667038,4.4876004329513593e-14,2.8607382386891624e-13,3.2980744770423298e-08,1.1313661797947325e-11,0.00024832948678033727,5.4049551361351439e-06,0.018896603968446685,0.019196431945218525,2.2914561573437184e-06,1.214463225031759e-06,1.4805475710767376e-09,0.0016753485198724254,4.040463044151082e-07,1.0700042753604847e-07,2.67882077039105e-06,4.1287364690392593e-07,1.124716962192975e-06,0.00010180664876497481,0.0094007601657577038,2.4766078477449133e-12,9.3950097282334807e-13,1.021370404723942e-06,3.261051241522017e-07,7.5350989274027296e-09,5.5539837296810212e-05,0.00017503896425135986,4.3675559159357926e-05,1.3659593296983674e-07,3.3430767330473068e-06,4.7582148461562166e-07,2.2162913743920739e-06,1.0342822986357762e-08,1.9383532682715801e-08,3.1263542810916048e-07,1.5727552045168746e-07,7.3035894336177239e-07,5.0913371458319385e-09,6.4759489488901534e-09,5.1557943544798968e-08,4.5171229132499e-10,3.540366799099684e-05,4.7427375609808742e-11,1.7818212862839964e-08,2.9208669637999282e-05,2.4595015856807216e-09,5.7890247240314325e-08,4.5202368757407228e-09,1.267762298390641e-08,9.9497613789438981e-10,2.2911304216055869e-10,2.3710367135722511e-16,6.6914705841584091e-10,9.7206634532740404e-07,1.1621313560104981e-08
9.266154585633932e-09,0.315526022245185,76.950000000000003,0.0,0.0,0.0,0.00024353393190719195,9.4999677519917984,0.0031905251356040883,0.017918420670301916,0.00057912710589173822,9.9773589971079211e-06,1.8861786757512357e-09,3.0623122748429724e-06,0.18427482672485249,1.1115713874967399e-05,5.2773335752103898e-14,3.0134918879000008e-06,8.4580735775322945e-05,0.76195861039310386,0.00086565589282991309,4.4850528568855297e-14,2.8762735768822727e-13,3.3161094238605719e-08,1.1268052977635152e-11,0.00024845083194544081,5.2975226355979804e-06,0.018906959931469784,0.01920846896504215,2.2927117363337245e-06,1.2151287221471582e-06,1.4812675368307774e-09,0.0016843109930208414,4.0620776961615103e-07,1.0757289814730823e-07,2.681891305629679e-06,4.1508374708694229e-07,1.1307998639951827e-06,0.0001025103696581666,0.0094065761750133821,2.4898647868175505e-12,9.445299903443181e-13,1.0218583872056275e-06,3.2629165384212e-07,7.5333002276917306e-09,5.560045953268529e-05,0.00017523124580170029,4.3808335593134226e-05,1.3733602609852245e-07,3.359189875851403e-06,4.7552586864041743e-07,2.2292294255470648e-06,1.0398205285259359e-08,1.9496966528942524e-08,3.1441297835505517e-07,1.5900562037457561e-07,7.3477273854102307e-07,5.1202868263530248e-09,6.5154215767293715e-09,5.2186573686490348e-08,4.5723365233418381e-10,3.5605540976271404e-05,4.7700127341452747e-11,1.7837799045968884e-08,2.9482213067145717e-05,2.4825350068981851e-09,5.8327503989839997e-08,4.5625694111616477e-09,1.2796384861999828e-08,1.0024951283513718e-09,2.3083368196283799e-10,2.3932481937757251e-16,6.7436338596160234e-10,9.7964641689735045e-07,1.1634088093261218e-08
9.316136459916078e-09,0.3155260625552906,76.950000000000003,0.0,0.0,0.0,0.00024029105979896971,9.4999679459153832,0.0031885382545724836,0.017908250950410164,0.00056761565318289692,9.7790357979162644e-06,1.8851079600351361e-09,3.055563785875413e-06,0.18390466282654663,1.110940388244512e-05,5.1724343049585462e-14,2.9985392297920868e-06,8.5037760852589705e-05,0.76232808888303782,0.0008656759218069462,4.4825068530654123e-14,2.8918017777105867e-13,3.3341360286639651e-08,1.1222499361062524e-11,0.00024857189053122992,5.1922256068098829e-06,0.018917086193979884,0.019220266722847063,2.2939394654643846e-06,1.2157794580133049e-06,1.4819858214145435e-09,0.001693266759228847,4.0836761775331392e-07,1.0814494047454865e-07,2.6848956571150691e-06,4.1729219382596826e-07,1.1368782023832267e-06,0.00010321147749521759,0.0094123825914032497,2.5031118106493135e-12,9.4955524652039036e-13,1.0223463537823932e-06,3.2647795825250497e-07,7.5315392029887487e-09,5.5661108022989162e-05,0.0001754236070117317,4.3939031819507865e-05,1.3807556413983585e-07,3.3752071105906764e-06,4.7522471098291882e-07,2.242103798566339e-06,1.0453546490374595e-08,1.9609842720141354e-08,3.1619285450744172e-07,1.6074322747573923e-07,7.3916517117357423e-07,5.1492743890328466e-09,6.5547039607022081e-09,5.2818107528604292e-08,4.627806347762366e-10,3.5807286093564174e-05,4.7973243600975564e-11,1.7857393242808147e-08,2.9756875902628417e-05,2.505662688774364e-09,5.8765517884950006e-08,4.605075186566302e-09,1.2915632904938263e-08,1.0100271478253484e-09,2.3255724151001542e-10,2.4155505991224837e-16,6.7959001346297279e-10,9.872414735782508e-07,1.1646867852169976e-08
9.366118334198223e-09,0.31552610202242154,76.950000000000003,0.0,0.0,0.0,0.00023719794622305569,9.4999681359977401,0.0031865520302800042,0.017898087458411805,0.00055633301730803543,9.5846547663788282e-06,1.8840379043983131e-09,3.0488708962197022e-06,0.18353521531319447,1.1103097779960253e-05,5.0696201690320052e-14,2.9836159112639422e-06,8.549457654130243e-05,0.76269670981187476,0.00086569573338127811,4.479962418827205e-14,2.9073228769701941e-13,3.3521543346481657e-08,1.1177005207269406e-11,0.0002486926650659645,5.0890216025828858e-06,0.018926987490307693,0.01923182997452497,2.2951399187590406e-06,1.2164157368791933e-06,1.482702438814614e-09,0.0017022158233288465,4.105258499882787e-07,1.0871655482543051e-07,2.687835110636029e-06,4.1949898830852529e-07,1.1429519811544407e-06,0.00010390995700707859,0.0094181795000804706,2.5163489263405072e-12,9.5457674404506447e-13,1.0228342734122189e-06,3.26664036131802e-07,7.5298141501206507e-09,5.5721783028799634e-05,0.00017561604886693469,4.4067672163093445e-05,1.3881454755511309e-07,3.3911286508886426e-06,4.749181983429153e-07,2.2549145021081586e-06,1.0508846630120534e-08,1.9722161315483256e-08,3.1797505220846862e-07,1.6248829811338999e-07,7.4353623445617298e-07,5.1782997628941722e-09,6.5937960183788924e-09,5.3452526678874206e-08,4.6835307684341686e-10,3.6008903744239978e-05,4.8246723628607153e-11,1.7876995560139186e-08,3.0032656549991951e-05,2.5288844970592826e-09,5.9204284719723018e-08,4.6477539552192018e-09,1.3035366420336872e-08,1.0175721239142656e-09,2.3428370449576823e-10,2.43794380011902e-16,6.8482688657277007e-10,9.948514363374609e-07,1.1659652906537675e-08
9.416100208480368e-09,0.31552614066362916,76.950000000000003,0.0,0.0,0.0,0.00023424700764737065,9.4999683223151052,0.0031845664903937696,0.017887930184690023,0.00054527465003725276,9.3941375419664249e-06,1.8829685077343216e-09,3.0422313664767639e-06,0.18316648475589459,1.1096795560991756e-05,4.9688497201247442e-14,2.9687230237165084e-06,8.5951183888714752e-05,0.76306448008236494,0.00086571533717051696,4.4774195515397454e-14,2.9228369096869122e-13,3.370164384061058e-08,1.113157464638201e-11,0.00024881315797395886,4.9878690194103668e-06,0.018936668459065938,0.019243163381433739,2.2963136586350131e-06,1.2170378568422934e-06,1.4834174024525126e-09,0.0017111581901610867,4.1268246748457915e-07,1.0928774150810578e-07,2.6907109292475408e-06,4.2170413172404104e-07,1.1490212040891523e-06,0.00010460579359960722,0.0094239669826991987,2.5295761410026301e-12,9.5959448561608618e-13,1.0233221166983501e-06,3.268498863184324e-07,7.528123452126923e-09,5.5782484794339698e-05,0.00017580857229138868,4.4194280897297695e-05,1.3955297680358338e-07,3.4069547168800874e-06,4.7460651270083081e-07,2.2676615529483307e-06,1.0564105732976884e-08,1.9833922445707369e-08,3.1975956711110893e-07,1.6424078868575972e-07,7.4788592459226031e-07,5.2073628771360973e-09,6.6326976947418297e-09,5.4089812792192709e-08,4.7395081713819955e-10,3.6210394330316915e-05,4.852056666737657e-11,1.7896606098159384e-08,3.0309553415772756e-05,2.5522002975858718e-09,5.9643800331517079e-08,4.6906054705372382e-09,1.3155584716238143e-08,1.0251299849609916e-09,2.360130547817225e-10,2.460427667351747e-16,6.9007395149496289e-10,1.0024762269437244e-06,1.1672443321773317e-08
