Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054)
2.253007369409675e-11,0.31545732764104806,76.950000000000003,0.0,0.0,0.0,0.97486283910122151,9.4999862797776107,8.5671649499582508e-05,0.0009592725322849847,0.00094245289707747782,1.3132961901914913e-05,1.0099968398919852e-10,0.00028923931925547557,0.0061591636477717508,5.8681704410948359e-07,6.9464285295618575e-14,7.486748389740394e-11,2.3860495043653238e-10,0.016478325799026868,7.6665535549970417e-07,2.3677339809427523e-15,3.5415844036733131e-16,9.9827271750043191e-15,2.2001773079304876e-16,6.5076935677431103e-07,3.2089487955723003e-06,1.178397570747261e-06,1.1786132164959072e-06,1.4181696831139645e-10,7.382667937285499e-11,3.1728526344440132e-11,1.1288383130982067e-07,2.7079149943814557e-11,6.6895445035127206e-12,3.655742342558943e-16,1.773272584655051e-11,6.5800742885990616e-12,3.4266299708985858e-16,0.0001958038461652781,1.0635774340774241e-16,4.0354979352639653e-17,2.7467500960667313e-06,4.5053791832592793e-07,2.0606191218252515e-07,3.2823162901531536e-06,9.0644377631533935e-07,3.42243626566707e-16,2.3647391718599866e-13,4.9639924739711133e-14,4.9164813646176244e-14,2.6780901523205678e-16,6.0739195484430683e-13,5.9433837034589672e-19,5.7223377989889638e-10,1.5394934930706052e-17,2.0829062859445881e-18,8.7843660350450327e-12,1.4121149620833703e-21,6.2433188559231612e-22,1.337369141841106e-24,2.2034417839598938e-10,8.4100030375887776e-14,1.3770451686830309e-11,1.1360808994817938e-10,9.516802143469437e-15,4.4246671596159405e-13,1.7406999425992234e-14,3.5279856625858825e-14,5.1897787739469377e-15,1.9686537201049156e-15,6.5982643141622264e-22,3.6903860880828238e-15,5.350827123471748e-12,8.2530589207884791e-12
2.318675919519243e-11,0.3154573262732492,76.950000000000003,0.0,0.0,0.0,0.97414052899536541,9.4999858034154876,8.8135804291954837e-05,0.00098650316285033251,0.00096899146943835233,1.3592384602909599e-05,1.0386673563173787e-10,0.00028902796000596721,0.006338530135128596,6.0372571925068761e-07,7.1894313975916761e-14,8.1566956531492336e-11,2.5881058126820799e-10,0.016958499154477256,8.1119936882695371e-07,2.435958390791402e-15,3.6415676669233697e-16,1.1105223196820215e-14,2.3973727870558494e-16,6.8786945949056112e-07,3.3679971634587774e-06,1.2755654319128686e-06,1.2757989581474976e-06,1.5354719348661232e-10,7.9976504479380545e-11,3.2662222094416053e-11,1.1949936042338541e-07,2.8670679452748003e-11,7.09388686220601e-12,4.4112951016424885e-16,1.8996045428192355e-11,7.1487858116832342e-12,4.1386198799196854e-16,0.00020154857879982213,1.1393610310476574e-16,4.3230130036382139e-17,2.7980383867023414e-06,4.5376452405070425e-07,2.0613546488840138e-07,3.3606343458813941e-06,9.5614755590359809e-07,4.1334008747959346e-16,2.6255723069203604e-13,5.5704904784733988e-14,5.5170370857027502e-14,3.0939907403250433e-16,6.4545021312709213e-13,7.0226472968790933e-19,6.0227426778387057e-10,1.7783502643128085e-17,2.47632659706131e-18,9.2626761371519957e-12,1.7251576797619861e-21,7.5946492605900374e-22,1.662175868705427e-24,2.3976507354067501e-10,8.8516465087958139e-14,1.4918046362320849e-11,1.2324087171385578e-10,1.032539182000174e-14,4.6926682450636973e-13,1.8888668773082578e-14,3.8622044735727073e-14,5.5581811648920764e-15,2.0888174384003222e-15,7.223340404285716e-22,4.0020900917277982e-15,5.8042137112894705e-12,8.9643912447219292e-12
2.3843444696288108e-11,0.3154573249242827,76.950000000000003,0.0,0.0,0.0,0.97341879328413639,9.4999853275380133,9.0598112183042778e-05,0.0010136932593480454,0.00099548302400079172,1.4051346471325722e-05,1.0672951926347495e-10,0.00028881676892013384,0.0065177588010075782,6.2060922288300943e-07,7.4321905171343173e-14,8.8644539113127166e-11,2.8010997387226768e-10,0.017438320543136588,8.5695529750967238e-07,2.5040812367195326e-15,3.7412970664953609e-16,1.2317713712932656e-14,2.6057203446631976e-16,7.2589251989856694e-07,3.5294165677491609e-06,1.3774683750913109e-06,1.3777206582974457e-06,1.6585090644564696e-10,8.6429253965751622e-11,3.3595233427242793e-11,1.2629982569296418e-07,3.0306826722815997e-11,7.5100490573088929e-12,5.2934547524994569e-16,2.0304990800816048e-11,7.748157413126148e-12,4.970808366777142e-16,0.00020729051832620111,1.2178820693796637e-16,4.6209125517051454e-17,2.8479751783621257e-06,4.5677799428498087e-07,2.0620297417678901e-07,3.4379789041866857e-06,1.0068682182003175e-06,4.9643546657172919e-16,2.9060037007665387e-13,6.2304099237862083e-14,6.170425295389757e-14,3.5597407950859877e-16,6.8465183355170605e-13,8.2572798195788585e-19,6.328881448403444e-10,2.0458127099280131e-17,2.9295527036254791e-18,9.7505620028701535e-12,2.0955326148949561e-21,9.1881751177084451e-22,2.0531643202521028e-24,2.6023299629652097e-10,9.3017247967070706e-14,1.612098607713092e-11,1.3337094984334822e-10,1.1175813619082596e-14,4.9690891387238041e-13,2.0447135645201022e-14,4.216073239444637e-14,5.9404554947056692e-15,2.2127441114501352e-15,7.8851669404913243e-22,4.3298074854606755e-15,6.280964354588152e-12,9.711341717586684e-12
2.4500130197383786e-11,0.3154573235945704,76.950000000000003,0.0,0.0,0.0,0.97269763145379751,9.4999848521932382,9.3058574640521543e-05,0.0010408428839342797,0.0010219276834781119,1.4509799395374302e-05,1.0958804142962693e-10,0.00028860574584733652,0.0066968497548787389,6.3746759360977638e-07,7.674680440362603e-14,9.6109550509044432e-11,3.0253024481993854e-10,0.017917790252298123,9.0391947187010755e-07,2.5721026744867608e-15,3.8407742296922343e-16,1.3624617419212392e-14,2.8254959797097008e-16,7.6483052555092923e-07,3.6931254905568303e-06,1.4841752533552152e-06,1.4844471828836919e-06,1.7873648669319198e-10,9.3189404028577935e-11,3.4527560901626547e-11,1.332849486575519e-07,3.1987524566348661e-11,7.9380160560362397e-12,6.3186918433052954e-16,2.1659558225467411e-11,8.3788744976517368e-12,5.939008704527106e-16,0.00021302962344071965,1.2991403267060026e-16,4.929195730415073e-17,2.8965939494275025e-06,4.5959309778720019e-07,2.0626462911632283e-07,3.514367330293624e-06,1.0585846821576532e-06,5.931076159153957e-16,3.2068230549774448e-13,6.9467187408707334e-14,6.8795698032420201e-14,4.079635906039824e-16,7.2499512592615911e-13,9.664047047956529e-19,6.6406294598439701e-10,2.3443441658111884e-17,3.4495846227190789e-18,1.0247815937734953e-11,2.5316439061894766e-21,1.1058775413139637e-21,2.5213623422141836e-24,2.817689109744532e-10,9.7600546789592449e-14,1.7379909152653372e-11,1.4400760624485314e-10,1.2068850425889708e-14,5.2539847684730584e-13,2.20838407461258e-14,4.5900371443430152e-14,6.3366933452029118e-15,2.3404542810778325e-15,8.5845765287950805e-22,4.6738336479087185e-15,6.7815112837971439e-12,1.0494353808896775e-11
2.5156815698479465e-11,0.3154573222845,76.950000000000003,0.0,0.0,0.0,0.97197704299115384,9.4999843774222619,9.5517193130755245e-05,0.0010679520986651542,0.0010483255634957038,1.496770221744088e-05,1.1244230866483247e-10,0.00028839489063710598,0.0068758031061145856,6.5430086997201679e-07,7.9168793977278655e-14,1.03971246158962e-10,3.2609837888041819e-10,0.018396908568942383,9.520882313575606e-07,2.640022859601326e-15,3.9400007776641009e-16,1.5030432642999051e-14,3.0569738560985056e-16,8.0467552658641568e-07,3.85904482146683e-06,1.5957525466952119e-06,1.5960450243203912e-06,1.9221202506290846e-10,1.0026127683335705e-10,3.5459205075665163e-11,1.4045445126751531e-07,3.3712705894936389e-11,8.3777725152391286e-12,7.5050195224964278e-16,2.3059736157521886e-11,9.0416146700319978e-12,7.0605439198678623e-16,0.00021876585459874604,1.3831351120520461e-16,5.2478599137269011e-17,2.9439273720042344e-06,4.6222353957198578e-07,2.0632061148308735e-07,3.5898167134160108e-06,1.1112762583619301e-06,7.0508491353674665e-16,3.5288217885374547e-13,7.7224567965557382e-14,7.6474641184209237e-14,4.658203308412168e-16,7.6647840174432344e-13,1.1260937194836218e-18,6.9578645215727705e-10,2.6765407429500881e-17,4.0440081749656519e-18,1.0754234345912175e-11,3.0428343977985526e-21,1.3245185258384986e-21,3.0792443530199951e-24,3.0439334559331337e-10,1.0226456549295399e-13,1.8695415992418438e-11,1.5515991977552155e-10,1.3005268001359079e-14,5.5474108197170028e-13,2.3800193270716761e-14,4.9845317693569614e-14,6.7469867945211135e-15,2.4719687850080022e-15,9.3223838150931157e-22,5.0344573536912346e-15,7.306277031730102e-12,1.1313845501980433e-11
2.5813501199575144e-11,0.31545732099443,76.950000000000003,0.0,0.0,0.0,0.97125702738355324,9.4999839032602083,9.7973969118798373e-05,0.0010950209654969265,0.0010746767735732962,1.542501975381785e-05,1.1529232749320335e-10,0.00028818420313913375,0.007054618963990184,6.7110909044857389e-07,8.1587687794680959e-14,1.1223881977698965e-10,3.5084122986860324e-10,0.018875675779737956,1.0014579245262771e-06,2.7078419473206634e-15,4.0389783254523473e-16,1.6539735667483136e-14,3.3004263528512397e-16,8.4541963524595387e-07,4.027097785623843e-06,1.7122644320931893e-06,1.7125783715842887e-06,2.0628533224172724e-10,1.0764904506332194e-10,3.6390166506849513e-11,1.478080558840164e-07,3.5482303719289585e-11,8.8293028218633755e-12,8.8720816664339626e-16,2.4505506197681153e-11,9.7370478564779005e-12,8.3543367864579352e-16,0.00022449917392323833,1.4698653229280182e-16,5.5769009151062786e-17,2.9900073297252821e-06,4.6468203862962948e-07,2.063710961297678e-07,3.6643438688722738e-06,1.1649226424956708e-06,8.3425522060565086e-16,3.8727925528245735e-13,8.5607354050316512e-14,8.4771709077456841e-14,5.3002071274109419e-16,8.0909997421681267e-13,1.3067207272610592e-18,7.2804668550441887e-10,3.0451343307123102e-17,4.7210251836509447e-18,1.1269617649884419e-11,3.6394589163521251e-21,1.5790298977159621e-21,3.7408716718318769e-24,3.2812639999427061e-10,1.0700754346705947e-13,2.0068070146878751e-11,1.6683677025053768e-10,1.398581532028721e-14,5.8494237061086273e-13,2.5597571527024031e-14,5.399983272581693e-14,7.171428525440997e-15,2.607308745482235e-15,1.0099385821916292e-21,5.411960904555011e-15,7.8556746263901683e-12,1.217021000520739e-11
2.6470186700670822e-11,0.3154573197246921,76.950000000000003,0.0,0.0,0.0,0.97053758411888358,9.499983429737064,0.00010042890406839713,0.0011220495462861636,0.0011009814179674064,1.5881721954004411e-05,1.1813810442833559e-10,0.00028797368320326318,0.0072332974376832756,6.878922934562254e-07,8.4003326909357593e-14,1.2092140489866938e-10,3.7678552146803993e-10,0.019354092171042239,1.0520249090133923e-06,2.7755600926516901e-15,4.1377084820288459e-16,1.8157179081666925e-14,3.5561241095732327e-16,8.8705502539237071e-07,4.1972098741633387e-06,1.8337728515015183e-06,1.8341091782066889e-06,2.2096394703934494e-10,1.1535673633222728e-10,3.7320445752065063e-11,1.5534548527847569e-07,3.7296251149107917e-11,9.2925911285043183e-12,1.0441242504749687e-15,2.599684392774246e-11,1.046583642217938e-11,9.8410017327355318e-16,0.0002302295451190644,1.5593294955034498e-16,5.9163131777915591e-17,3.0348649352835027e-06,4.6698039992010514e-07,2.0641625133360612e-07,3.7379653403539527e-06,1.2195039088694953e-06,9.8267502761450822e-16,4.239528774120917e-13,9.4647368519972049e-14,9.3718214668604081e-14,6.0106535727362716e-16,8.5285815829505958e-13,1.5103429421075508e-18,7.6083190464899589e-10,3.4529955711215224e-17,5.4894842744764668e-18,1.1793770211711904e-11,4.3329608444310822e-21,1.8741487678739037e-21,4.5220417656252963e-24,3.5298775381919142e-10,1.1182775485959153e-13,2.1498399354382347e-11,1.7904684237351221e-10,1.501122490279734e-14,6.1600805411213859e-13,2.7477323546186799e-14,5.8368085676530816e-14,7.6101119115637406e-15,2.7464955582054988e-15,1.0916362282334889e-21,5.8066202579343421e-15,8.4301077799839008e-12,1.3063816447388301e-11
2.71268722017665e-11,0.31545731847559416,76.950000000000003,0.0,0.0,0.0,0.96981871268557329,9.4999829568784193,0.0001028819994419908,0.0011490379027899165,0.0011272395963954896,1.633778317809352e-05,1.2097964597329884e-10,0.00028776333067949438,0.0074118386362743705,7.0465051734980054e-07,8.6415575703820306e-14,1.3002807628816924e-10,4.0395784802798132e-10,0.019832158028902137,1.1037855515169295e-06,2.8431774503513289e-15,4.236192850306189e-16,1.988749015543523e-14,3.8243360676114615e-16,9.2957393203383839e-07,4.3693087768759518e-06,1.9603375778001242e-06,1.9606972282428823e-06,2.36255144411668e-10,1.2338823746576466e-10,3.8250043367593244e-11,1.6306646263207101e-07,3.9154481392958157e-11,9.7676213846909669e-12,1.2235677643678032e-15,2.7533719646016945e-11,1.1228635285177497e-11,1.1542938582274922e-15,0.00023595693339269338,1.6515258487570824e-16,6.2660899422140198e-17,3.0785305476883339e-06,4.6912958108416234e-07,2.0645623912341866e-07,3.810697402331194e-06,1.2750005040259359e-06,1.1525787813007118e-15,4.6298242221797652e-13,1.0437713930280802e-13,1.0334615203316298e-13,6.7947960846271167e-16,8.9775127069521095e-13,1.7391537177054576e-18,7.9413060005802973e-10,3.9031368047880184e-17,6.3589122657502789e-18,1.2326500255835404e-11,5.1359520215932645e-21,2.2150931557401684e-21,5.4404466729386887e-24,3.7899667435459725e-10,1.1672350789492164e-13,2.2986896558794109e-11,1.9179862958984738e-10,1.6082213139309168e-14,6.479439110425639e-13,2.9440767680378842e-14,6.2954155002815251e-14,8.0631310849158565e-15,2.889550881605969e-15,1.1774075970121287e-21,6.2187051529895017e-15,9.0299710742237269e-12,1.3995010557648836e-11
2.778355770286218e-11,0.3154573172474228,76.950000000000003,0.0,0.0,0.0,0.96910041257259127,9.4999824847060559,0.00010533325670071321,0.0011759860966658916,0.0011534514046590519,1.6793181575017419e-05,1.2381695862069633e-10,0.00028755314541799071,0.0075902426687468535,7.2138380042229557e-07,8.8824318600941426e-14,1.3956785121797933e-10,4.3238467533401145e-10,0.020309873639054839,1.1567362277738574e-06,2.9106941749271668e-15,4.334433027179208e-16,2.173546923927686e-14,4.1053295077715608e-16,9.7296865085099985e-07,4.5433243170083613e-06,2.09201627879757e-06,2.0924002002852277e-06,2.5216594324627003e-10,1.317472986559196e-10,3.9178959909112885e-11,1.7097071153526711e-07,4.1056927758159778e-11,1.0254377364428352e-11,1.4280466390681886e-15,2.9116099014822607e-11,1.2026092026737652e-11,1.3484428047031972e-15,0.00024168130537687778,1.7464523233484111e-16,6.6262233934022978e-17,3.1210337892420087e-06,4.7113975426850122e-07,2.0649121558557495e-07,3.8825560625810188e-06,1.3313932404169423e-06,1.3463883843004796e-15,5.0444726034974457e-13,1.1482989485886365e-13,1.1368819130501134e-13,7.6581404325131633e-16,9.4377762992106133e-13,1.9954871665274398e-18,8.2793148949918647e-10,4.3987149890748055e-17,7.3395461395245641e-18,1.2867619793390458e-11,6.0622960035370099e-21,2.6075967158995206e-21,6.515840861700634e-24,4.0617202424278907e-10,1.2169314420634912e-13,2.4534020904203363e-11,2.0510043786462843e-10,1.7199480609143889e-14,6.8075578450263573e-13,3.1489193189042482e-14,6.77620302249573e-14,8.5305809878421819e-15,3.036496626391438e-15,1.2673273025629779e-21,6.6484792341741096e-15,9.655650141993706e-12,1.496411533006627e-11
2.8440243203957858e-11,0.3154573160404457,76.950000000000003,0.0,0.0,0.0,0.96838268326944443,9.4999820132385189,0.00010778267730439399,0.0012028941894726244,0.0011796169351794036,1.7247898547993206e-05,1.266500488526821e-10,0.00028734312726907409,0.0077685096439870796,7.3809218090498745e-07,9.1229457236540759e-14,1.4954969063233897e-10,4.6209234135254658e-10,0.020787239286928522,1.2108733225381977e-06,2.9781104206376581e-15,4.4324306035683647e-16,2.3705988188211623e-14,4.3993700845298184e-16,1.0172315377277495e-06,4.7191883881154594e-06,2.2288645793371652e-06,2.2292737295809031e-06,2.6870311391729309e-10,1.404375374922459e-10,4.0107195931701591e-11,1.7905795598737205e-07,4.3003523650677186e-11,1.0752842690435982e-11,1.6602685286645744e-15,3.0743943630343994e-11,1.285884699837922e-11,1.5691728896050512e-15,0.00024740262905998658,1.8441066158285838e-16,6.9967047907131675e-17,3.1624035622310875e-06,4.7302036341957473e-07,2.0652133115073079e-07,3.9535570648248397e-06,1.3886632901565571e-06,1.5667228597453967e-15,5.4842671780456168e-13,1.2603955973532388e-13,1.2477767371477655e-13,8.6064497672045644e-16,9.9093555628346474e-13,2.2818227692146218e-18,8.6222351358651035e-10,4.9430345890049661e-17,8.4423655848172273e-18,1.3416944548003218e-11,7.1271947091634417e-21,3.0579449855760369e-21,7.7702187773661864e-24,4.3453226906167628e-10,1.2673503818140998e-13,2.6140198707134298e-11,2.1896038938650355e-10,1.83637123928877e-14,7.1444957951271454e-13,3.3623860813637908e-14,7.2795613644380693e-14,9.0125574114505302e-15,3.1873549453873843e-15,1.3614683277097278e-21,7.0962001723791039e-15,1.0307521845449143e-11,1.5971431673342841e-11
2.9096928705053537e-11,0.31545731485491324,76.950000000000003,0.0,0.0,0.0,0.96766552426617858,9.4999815424915557,0.00011023026271155996,0.0012297622426696469,0.0012057362774577035,1.770191829554533e-05,1.2947892314093331e-10,0.00028713327608322157,0.0079466396707844819,7.5477569696755101e-07,9.3630908031665131e-14,1.5998250020459767e-10,4.931070569498052e-10,0.021264255257643097,1.2661932295591878e-06,3.0454263414926145e-15,4.5301871644204814e-16,2.5803988809489311e-14,4.7067218568188093e-16,1.0623550082856333e-06,4.8968348928852115e-06,2.3709361215660345e-06,2.371371468312277e-06,2.8587318561684041e-10,1.4946244287383083e-10,4.10347519898373e-11,1.8732792039611773e-07,4.4994202575017744e-11,1.1263000855463965e-11,1.9231502754054978e-15,3.2417211523822432e-11,1.3727533425708037e-11,1.8193176723642404e-15,0.00025312087371967681,1.9444862087286553e-16,7.3775245819286783e-17,3.2026680653297096e-06,4.7478017737135679e-07,2.06546730863629e-07,4.0237158914625734e-06,1.4467921788500499e-06,1.8164081731589621e-15,5.9500003982928033e-13,1.3804075020834707e-13,1.3664860671873621e-13,9.645749627460403e-16,1.0392233719162485e-12,2.6007899725669764e-18,8.9699583141339642e-10,5.5395504413653285e-17,9.6791261043690102e-18,1.397429388303941e-11,8.3472784840173447e-21,3.5730131767764147e-21,9.2280023350420565e-24,4.6409548477484653e-10,1.3184759632001145e-13,2.7805824406666157e-11,2.3338642619896454e-10,1.957557837863217e-14,7.4903126046891769e-13,3.5846003341126787e-14,7.8058722035934798e-14,9.5091570225315152e-15,3.3421482236444266e-15,1.4599020557143648e-21,7.5621197836994184e-15,1.098595445061808e-11,1.7017239045783722e-11
2.9753614206149215e-11,0.3154573136910599,76.950000000000003,0.0,0.0,0.0,0.96694893505337665,9.4999810724785032,0.0001126760143794367,0.0012565903176176632,0.0012318095184698614,1.8155227417550118e-05,1.3230358794671931e-10,0.00028692359171106753,0.0081246328578316804,7.7143438671817303e-07,9.6028600108864315e-14,1.7087513129852276e-10,5.2545490658616899e-10,0.021740921836010917,1.3226923515595001e-06,3.1126420912539619e-15,4.6277042887458929e-16,2.80344813336338e-14,5.0276473163098742e-16,1.1083315374218503e-06,5.0761996838607638e-06,2.5182826234238975e-06,2.51874514409666e-06,3.0368245346977657e-10,1.5882537880564645e-10,4.1961628637399549e-11,1.9578032957726047e-07,4.7028898134134725e-11,1.1784835241035297e-11,2.2198274770516553e-15,3.4135857602267578e-11,1.4632777509193026e-11,2.1019284241276012e-15,0.00025883600986060791,2.0475883970172465e-16,7.7686725035860812e-17,3.2418548097122218e-06,4.7642733903436838e-07,2.065675546371552e-07,4.0930477663918623e-06,1.5057617795005944e-06,2.0984872040349415e-15,6.4424635693853105e-13,1.5086877000350209e-13,1.4933565921025006e-13,1.0782332901730652e-15,1.088639400790716e-12,2.9551727745766184e-18,9.3223781627111001e-10,6.1918705924364075e-17,1.1062392676339651e-17,1.4539490730278223e-11,9.7406996063482806e-21,4.160305536238585e-21,1.091623860491318e-23,4.9487936505346825e-10,1.3702925660513947e-13,2.9531261492873401e-11,2.4838631376044042e-10,2.0835733562211389e-14,7.8450684866553104e-13,3.8156826156409271e-14,8.3555088313359899e-14,1.0020477380698486e-14,3.5008990688044098e-15,1.5626983014255743e-21,8.0464841458693237e-15,1.1691307798572714e-11,1.81017960758499e-11
3.04102997072449e-11,0.31545731254910647,76.950000000000003,0.0,0.0,0.0,0.96623291512215892,9.4999806032106502,0.00011511993376394958,0.0012833784755787168,0.001257836743005768,1.8607814576854316e-05,1.3512404972092908e-10,0.00028671407400340554,0.0083024893137245565,7.880682882036664e-07,9.8422473502412158e-14,1.8223638184316999e-10,5.5916184898709773e-10,0.022217239306537514,1.3803671002135125e-06,3.1797578234358886e-15,4.7249835496692867e-16,3.0402542908412616e-14,5.3624074131896368e-16,1.1551536588508232e-06,5.2572205059874994e-06,2.670953935407055e-06,2.6714446167609338e-06,3.2213698543869115e-10,1.6852958808289914e-10,4.2887826427670909e-11,2.0441490875419936e-07,4.9107544029334845e-11,1.2318329133930227e-11,2.5536641478119497e-15,3.589983403611375e-11,1.557519852202339e-11,2.4202843017836464e-15,0.00026454800915591884,2.153410311373112e-16,8.1701376692295229e-17,3.2799906348738026e-06,4.7796941097535422e-07,2.065839374911331e-07,4.1615676579019732e-06,1.5655543064944088e-06,2.4162298595244792e-15,6.9624465293996502e-13,1.6455960608766011e-13,1.6287415680650882e-13,1.2022764745821184e-15,1.1391819687302776e-12,3.3479142950407134e-18,9.6793905145116449e-10,6.9037591097540216e-17,1.2605573962324395e-17,1.5112361519983368e-11,1.1327229259907881e-20,4.8279962956955681e-21,1.2864807936139065e-23,5.269012284716733e-10,1.4227848788588843e-13,3.1316843413998166e-11,2.6396764443461106e-10,2.2144818341554521e-14,8.2088241988116516e-13,4.0557507783933131e-14,8.9288363166965164e-14,1.0546616947307215e-14,3.6636303017149653e-15,1.6699253419074488e-21,8.5495337124123611e-15,1.2423933473238537e-11,1.9225341168557889e-11
3.106698520834058e-11,0.3154573114292605,76.950000000000003,0.0,0.0,0.0,0.9655174639641817,9.4999801346975001,0.00011756202231972541,0.0013101267777163598,0.0012838180339609143,1.9059670208417089e-05,1.3794031490402195e-10,0.00028650472281118713,0.0084802091469623857,8.046774394095812e-07,1.0081247761980585e-13,1.9407499713026243e-10,5.9425371779197331e-10,0.022693207953422279,1.439213896125635e-06,3.2467736913052365e-15,4.8220265144204557e-16,3.2913316115323246e-14,5.711261579239283e-16,1.2028139646493069e-06,5.439836940917344e-06,2.8289980956610041e-06,2.8295179334445139e-06,3.4124262902552647e-10,1.7857819586685376e-10,4.3813345913338447e-11,2.1323138355760965e-07,5.1230074060189323e-11,1.2863465740689614e-11,2.9282624640910137e-15,3.7709090600327967e-11,1.6555408905176136e-11,2.7779026593973284e-15,0.00027025684439221064,2.2619489386630077e-16,8.5819086470636629e-17,3.3171017241582282e-06,4.7941341765566998e-07,2.0659600977672568e-07,4.2292902816325364e-06,1.6261523096650887e-06,2.7731433227662494e-15,7.5107373486324506e-13,1.7914992452593456e-13,1.7730007720415548e-13,1.337388745717446e-15,1.1908494034251844e-12,3.7821213304085729e-18,1.0040893261298946e-09,7.6791388682770582e-17,1.4322957053194319e-17,1.5692736112343518e-11,1.3128357995856351e-20,5.5849722345015715e-21,1.5106642760925424e-23,5.6017802557708412e-10,1.475937892725761e-13,3.3162874462763224e-11,2.8013784091232016e-10,2.3503458805269477e-14,8.5816410202616305e-13,4.3049200418688666e-14,9.5262116672963683e-14,1.1087675087481045e-14,3.8303649472827711e-15,1.7816499465380709e-21,9.0715034245511091e-15,1.3184174965907786e-11,2.0388093097995675e-11
3.172367070943626e-11,0.3154573103317177,76.950000000000003,0.0,0.0,0.0,0.96480258107163719,9.4999796669470395,0.00012000228150009368,0.001336835285095826,0.001309753472587087,1.9510786269301801e-05,1.4075238992610349e-10,0.00028629553798551941,0.0086577924659479236,8.2126187826031828e-07,1.0319856991942313e-13,2.0639967054204425e-10,6.3075622218230048e-10,0.02316882806055922,1.4992291688086877e-06,3.3136898478823984e-15,4.9188347443644081e-16,3.5572007508201183e-14,6.0744677491569476e-16,1.2513051048050143e-06,5.6239903530073894e-06,2.9924613834527352e-06,2.9930113820816772e-06,3.6100501777608255e-10,1.8897421315545313e-10,4.4738187646495001e-11,2.2222948002508863e-07,5.3396422124448031e-11,1.3420228200375241e-11,3.3474725865004681e-15,3.9563574974562625e-11,1.7574014359816336e-11,3.1785494897778335e-15,0.00027596248941779485,2.3732011399610523e-16,9.003973528284878e-17,3.3532136199923871e-06,4.8076588457416576e-07,2.0660389738772241e-07,4.2962301035879672e-06,1.6875386684377085e-06,3.1729824285485307e-15,8.0881220469529538e-13,1.9467706639797492e-13,1.926500455979419e-13,1.4842825306396895e-15,1.2436400344466631e-12,4.2610688916357468e-18,1.0406786313336199e-09,8.5220943113018717e-17,1.6229742744476263e-17,1.6280447730255376e-11,1.5167399704736059e-20,6.4408768763246763e-21,1.7677957317444799e-23,5.9472634583814885e-10,1.529736895437036e-13,3.5069630642226047e-11,2.9690415956643189e-10,2.4912267015571335e-14,8.9635807284903761e-13,4.5633030446798076e-14,1.0147983987428786e-13,1.1643752066337219e-14,4.0011262255564809e-15,1.8979374065747395e-21,9.6126228209204357e-15,1.3972367836521856e-11,2.1590251586219255e-11
3.238035621053194e-11,0.31545730925666304,76.950000000000003,0.0,0.0,0.0,0.96408826593725172,9.4999791999659529,0.00012244071275708794,0.0013635040586841966,0.0013356431387077791,1.9961156023891497e-05,1.4356028120697237e-10,0.00028608651937766675,0.0088352393789874976,8.3782164261924228e-07,1.0558071477450736e-13,2.1921904421668289e-10,6.686949474906432e-10,0.023644099911537635,1.5604093566623342e-06,3.3805064459414089e-15,5.015409795063894e-16,3.8383886173568108e-14,6.452282380239522e-16,1.3006197867687263e-06,5.8096238369538996e-06,3.1613883710716579e-06,3.16196954331223e-06,3.814295775933639e-10,1.9972054015191672e-10,4.5662352178640653e-11,2.31408924600812e-07,5.5606522217956377e-11,1.3988599595793807e-11,3.8154025498098103e-15,4.1463233007209671e-11,1.8631613937146108e-11,3.6262499890561864e-15,0.00028166491909398998,2.4871636664010305e-16,9.4363199871947054e-17,3.3883512388277659e-06,4.820328745408437e-07,2.0660772195977058e-07,4.3624013431992097e-06,1.7496965860531249e-06,3.6197601591465553e-15,8.6953843282966037e-13,2.1117904376852901e-13,2.0896133015727721e-13,1.6436989326611671e-15,1.2975521932602183e-12,4.7882047239219718e-18,1.0776971559828249e-09,9.4368741864354098e-17,1.8342081333163748e-17,1.6875332893422869e-11,1.7469599118053425e-20,7.4061563412402131e-21,2.0618488527059624e-23,6.3056242446995558e-10,1.584167465645246e-13,3.7037360511567216e-11,3.1427369374093904e-10,2.6371841285666516e-14,9.3547055769992298e-13,4.8310098955902473e-14,1.0794494633289921e-13,1.2214949040335168e-14,4.1759375430312905e-15,2.0188515641860935e-21,1.0173116145127162e-14,1.4788839871785833e-11,2.2831997868789681e-11
