Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971)
2.2978563386776525e-07,0.2659481407099547,76.950000000000003,0.0,0.0,0.0,0.69902962552697523,9.4596033703794546,0.010966400801085579,0.049640529651082121,0.026680740187299788,0.0055367975894608686,1.8763558077878667e-08,1.0792364280165802e-07,0.020985721374011054,0.00012266508696623336,7.5945996429468344e-11,0.028708316801970852,0.036102170651247205,0.030585901586072044,0.069571611195880706,1.138425889244686e-12,2.7515349696881096e-11,1.0390783261103471e-06,1.6214484837040181e-09,2.2231410371363431e-06,1.6596586479086874e-05,0.014440986236228118,0.020455614507431892,4.9243183620236025e-06,3.1036458306946668e-06,1.1717927209507625e-15,0.00026323586042206336,1.7863317596033764e-07,5.6238556394956775e-08,0.00016016953343000751,3.6917275946147868e-06,1.0333373752610542e-08,0.0015305689262428428,0.0004265801257195265,3.8030186729542922e-11,1.1286952154856266e-11,6.7882068678825752e-09,1.7151258759234377e-09,5.0137272915427135e-12,2.3365552276008446e-07,8.9965269245225679e-07,0.0013123728525822652,8.2721139514834492e-08,0.00013908666339448858,2.0667571687553708e-05,0.00023170714660094283,8.6719766575929768e-11,3.1756615216653167e-05,1.9053518244204616e-08,0.00073625013343308601,2.873387933713139e-05,6.2401754021100373e-10,1.098543871333391e-05,0.00048384453204745013,6.669041618225584e-05,3.8337558304990055e-08,4.866526786545749e-12,1.5928204447688875e-13,4.2250342566085855e-06,1.7804038076225142e-09,3.4984953182068427e-06,2.6037898098977311e-09,6.7243298203123989e-09,7.264665074319525e-07,1.1475633621128039e-09,1.5770046401964738e-15,4.7111200123964572e-09,1.6025693743064632e-05,4.7987212274439658e-13,8.6408932201017083e-11,1.20001511365701e-12,4.2572221416894951e-13,0.00094500330632536452,2.2393979095526267e-11,0.0040867548382408922,2.2184338118423369e-11,2.5245540067808504e-10,1.4208026638122374e-14,8.1170917760708219e-15,1.3160684687390631e-11,1.8879804594752928e-07,3.6386926054311206e-09,1.9803910916710456e-18,8.7901873017930285e-13,1.1608118278736919e-14
2.3262973434011983e-07,0.2659475129864747,76.950000000000003,0.0,0.0,0.0,0.69630066690518089,9.4591114805876373,0.011051586422215964,0.049589234365921206,0.026551476659470427,0.0055097227581317673,1.8743238603457027e-08,1.0754104507275465e-07,0.021198003766719323,0.0001225322538257316,7.5574622000462778e-11,0.029121573510981748,0.03672462214488377,0.030907639052566833,0.07053877539468488,1.1371930960368437e-12,2.7988208968893051e-11,1.0570196653255794e-06,1.644817747667598e-09,2.2466475743744756e-06,1.6516223773252558e-05,0.014530447387516297,0.020732570752539484,4.9545783664420297e-06,3.1227179247234758e-06,1.1841190017422301e-15,0.00026593819085300225,1.8045803502378567e-07,5.6813293044957086e-08,0.0001624145321831213,3.7299193408566632e-06,1.0447081088190672e-08,0.0015817014028710373,0.00043270903060953962,3.8421710219245443e-11,1.1403152129996444e-11,6.8781450643157125e-09,1.7391381149466665e-09,5.0345351246613278e-12,2.4038206753031337e-07,9.2564915599488772e-07,0.0013527119080038357,8.3636642409829078e-08,0.0001416307994130602,2.0973832644066072e-05,0.00023660769301596239,8.8263646768132905e-11,3.2427782202101064e-05,1.9841041346724518e-08,0.00076141484293818082,2.935239349344826e-05,6.4981018910782922e-10,1.1223752713851817e-05,0.0005022488115511691,6.9227706099259228e-05,3.9591282312645582e-08,5.0905848461762569e-12,1.638870474571684e-13,4.434571613140107e-06,1.8686088897404229e-09,3.6540324494320736e-06,2.7327872455820693e-09,7.0564330271895396e-09,7.5873777293168166e-07,1.1985810183561944e-09,1.6548902193067387e-15,4.9308417003677774e-09,1.6773495346232013e-05,4.937459381292236e-13,8.6944233059170627e-11,1.2125780514670456e-12,4.3803259436278517e-13,0.00094529926327740392,2.2713047666484086e-11,0.0041610364403330494,2.2501925593050865e-11,2.6081073480974931e-10,1.4839178928372445e-14,8.4776711299186465e-15,1.3443976417380807e-11,1.951478359055534e-07,3.7944693608686865e-09,2.0641757182846986e-18,9.1665056785298974e-13,1.1987750811699628e-14
2.3547383481247441e-07,0.26594688964395835,76.950000000000003,0.0,0.0,0.0,0.69358993825312154,9.458622954187188,0.011135817747089922,0.04953414831925073,0.026422054399359747,0.0054826194283859745,1.8721494675465492e-08,1.0716106524678126e-07,0.021409338954711053,0.00012239010828597307,7.5202856670298032e-11,0.029531240789150929,0.037345239802658629,0.031228249569270842,0.071501092328974239,1.135873876636688e-12,2.8459632684112318e-11,1.0749082927535695e-06,1.667984482122679e-09,2.2700716768821698e-06,1.6435759447417457e-05,0.014616974766409933,0.021008181727912228,4.9838367241919151e-06,3.1411587078849897e-06,1.1964021072509936e-15,0.00026860555725685654,1.8225904935741911e-07,5.7380520071010559e-08,0.00016460307623337563,3.767612566274333e-06,1.0559456450706885e-08,0.0016334212578532554,0.00043884662766524802,3.880807281790358e-11,1.1517820407989409e-11,6.9682211882301754e-09,1.7631852619888674e-09,5.0554377535178986e-12,2.4732651150173152e-07,9.5248837128945715e-07,0.0013933150336662575,8.4541391794633959e-08,0.00014417042534045673,2.1277571641166646e-05,0.00024151498135249419,8.9820528744133386e-11,3.3099846441996527e-05,2.0649674984335534e-08,0.00078697841921837467,2.9971834829577776e-05,6.7629426765579976e-10,1.1462421957366418e-05,0.00052099358259437051,7.1811939208183822e-05,4.0880998269133138e-08,5.3208023052273544e-12,1.6864124391667569e-13,4.652283003864767e-06,1.960250023226632e-09,3.8135937015812439e-06,2.8668098100836736e-09,7.4014591990159268e-09,7.9184229665467779e-07,1.2509186145772532e-09,1.7358065208080227e-15,5.1566173361426352e-09,1.7541913998966952e-05,5.0806923057407635e-13,8.7461979374381738e-11,1.2250959405863375e-12,4.5074172511711279e-13,0.00094557365022718905,2.3032504803421121e-11,0.0042351624862586547,2.2819941151437622e-11,2.6940764511402856e-10,1.5486627847464473e-14,8.8475608007668268e-15,1.372769281422694e-11,2.0157155122927791e-07,3.9559673222971533e-09,2.151021664279181e-18,9.5566450843474047e-13,1.2378281254345357e-14
2.38317935284829e-07,0.2659462707740881,76.950000000000003,0.0,0.0,0.0,0.69089726548197894,9.4581377919186309,0.011219103018908442,0.049475445375153089,0.026292550731044462,0.0054555036074383943,1.8698392188741965e-08,1.0678367793862855e-07,0.021619733065830704,0.00012223908113552897,7.48309200033943e-11,0.029937308902589967,0.037963961551746479,0.031547740609199265,0.072458522894913377,1.1344722290916927e-12,2.8929574276113687e-11,1.0927424109482873e-06,1.6909481273387207e-09,2.2934138918539812e-06,1.6355241777274923e-05,0.014700642549388469,0.021282446142529426,5.0121189022710971e-06,3.1589842312796317e-06,1.2086423237804942e-15,0.00027123836514260889,1.8403649940538121e-07,5.7940325754243574e-08,0.00016673541284309822,3.8048130444876681e-06,1.0670512961816025e-08,0.0016857103662987984,0.00044499237768979221,3.9189335138202642e-11,1.1630974978030493e-11,7.0584271410604481e-09,1.7872651892512606e-09,5.0764321870448633e-12,2.544959635018067e-07,9.8019780265112336e-07,0.0014341623549546749,8.5435493068192411e-08,0.00014670528602499306,2.1578778611496568e-05,0.0002464283981794422,9.1390584800930535e-11,3.3772724043602595e-05,2.1479544701171102e-08,0.00081293767356184867,3.059212195554738e-05,7.0347388829941459e-10,1.1701414313296211e-05,0.00054007654278764665,7.444279826359508e-05,4.2207882752215641e-08,5.5572067743365111e-12,1.7354949966616577e-13,4.8783689232892852e-06,2.0554112664033402e-09,3.9771915802458278e-06,3.0059804363796194e-09,7.759724609024765e-09,8.2578259321737815e-07,1.3045802528309269e-09,1.8198277177997082e-15,5.3884729785369075e-09,1.8331038685924321e-05,5.2285665968379115e-13,8.7962614988970183e-11,1.2375690931865511e-12,4.6386261401112569e-13,0.00094582829205781913,2.3352323433193914e-11,0.00430912753096299,2.3138357010337359e-11,2.7825397030595467e-10,1.6150422575556418e-14,9.2267888853992902e-15,1.4011796599703036e-11,2.0806692582316607e-07,4.1233289356071869e-09,2.2410053014799102e-18,9.960949633582337e-13,1.2780065860118657e-14
2.411620357571836e-07,0.2659456564635034,76.950000000000003,0.0,0.0,0.0,0.68822247726346397,9.4576559925148942,0.011301450406494374,0.049413291923589391,0.026163037488079716,0.0054283901600301904,1.8673994194717867e-08,1.0640885817104405e-07,0.021829192170764376,0.000122079584574102,7.4459015893355282e-11,0.030339771068154154,0.038580729348633561,0.031866119576398517,0.073411031798465282,1.1329919789306398e-12,2.9397990245078274e-11,1.1105203390077122e-06,1.7137082907579308e-09,2.3166747614208848e-06,1.6274715612740188e-05,0.014781524398184141,0.021555363483980832,5.0394501840008228e-06,3.1762104302495589e-06,1.2208399349919798e-15,0.00027383702653702158,1.8579066989172772e-07,5.8492799727102537e-08,0.00016881187871123108,3.8415266459151153e-06,1.0780264107498878e-08,0.0017385507994604765,0.00045114575227947186,3.9565558759132406e-11,1.1742634116104778e-11,7.1487549862624107e-09,1.8113758115244235e-09,5.0975154951749368e-12,2.6189764993308925e-07,1.0088053672540629e-06,0.0014752343584790322,8.6319054644475835e-08,0.00014923514135359905,2.187744576993727e-05,0.00025134736157891142,9.2973980774674767e-11,3.4446335445425765e-05,2.2330768073280333e-08,0.00083928939430863436,3.1213177658161363e-05,7.3135290249422092e-10,1.1940699312872857e-05,0.00055949534413328895,7.7119959774761475e-05,4.3573150355141298e-08,5.7998234172490997e-12,1.7861676126198525e-13,5.1130303089421957e-06,2.1541768542225278e-09,4.1448371008828514e-06,3.1504223157638269e-09,8.1315461957063955e-09,8.6056086844510692e-07,1.3595695463947401e-09,1.907028139398793e-15,5.6264322694221676e-09,1.914095015492228e-05,5.3812312837879412e-13,8.8446580665276066e-11,1.2499978183124536e-12,4.7740848491964544e-13,0.00094606485668510809,2.3672477042542105e-11,0.0043829265129185068,2.3457145948732938e-11,2.8735780277329092e-10,1.6830606253556452e-14,9.6153800303571359e-15,1.4296252408629421e-11,2.1463171719293517e-07,4.2966969489267072e-09,2.3342031644599022e-18,1.037976417070353e-12,1.3193472395762802e-14
2.4685023670189277e-07,0.265944441842319,76.950000000000003,0.0,0.0,0.0,0.68292588241692564,9.456702467992649,0.011463363837690433,0.049279263640089027,0.025904244130596787,0.0053742245440260997,1.8621550412739569e-08,1.056668233048358e-07,0.022245329364213747,0.00012173674390636527,7.3716048209791226e-11,0.031133864010917264,0.039808189884217887,0.032499570570438549,0.075301161340142239,1.129810155140307e-12,3.0330085759875948e-11,1.1459014498912027e-06,1.7586173718328723e-09,2.3629546080264026e-06,1.6113801300158686e-05,0.014935221717347227,0.02209715846972491,5.0913600540055415e-06,3.2089278792497726e-06,1.245108463142632e-15,0.00027893358503352248,1.8923032874029362e-07,5.957611665033452e-08,0.00017279895007200574,3.9135171031735628e-06,1.0995905832227459e-08,0.0018458150187580255,0.00046347331549355462,4.0303140218478306e-11,1.1961540387341698e-11,7.3297454171541493e-09,1.8596810131167149e-09,5.1399373153615377e-12,2.7742720668504255e-07,1.0688287793237908e-06,0.0015579762579962064,8.805500546671548e-08,0.00015427894613520687,2.2467140034563542e-05,0.00026119974877005414,9.6181423226739471e-11,3.5795461788561727e-05,2.4097707150627592e-08,0.00089315729390912544,3.2457305602500904e-05,7.8922324200785495e-10,1.2420033189000935e-05,0.00059933087556428202,8.2611868458498962e-05,4.6423886785143502e-08,6.3037819540414017e-12,1.8924848323522232e-13,5.6088849395179398e-06,2.3628586755171958e-09,4.4923078862114518e-06,3.4556135816421901e-09,8.9171281835063884e-09,9.3263867759640043e-07,1.4735431765703011e-09,2.0912645663354997e-15,6.1207445882793937e-09,2.0823416297848492e-05,5.7015398655217484e-13,8.9366245968662393e-11,1.2747232070896861e-12,5.0582912658212467e-13,0.00094648971877833374,2.4313685940287033e-11,0.004530007817935818,2.4095736992620807e-11,3.0637165172658506e-10,1.8240283674592806e-14,1.0420733320621864e-14,1.4866087641683708e-11,2.2796071285630298e-07,4.6620243110093936e-09,2.5305483217844909e-18,1.1262305347457677e-12,1.4056680924706567e-14
2.51969617552131e-07,0.2659433650466595,76.950000000000003,0.0,0.0,0.0,0.6782184467065,9.4558557477938034,0.011605958819803643,0.049148365130425302,0.025671917174629945,0.0053256117569676319,1.8570499054591324e-08,1.050075302045941e-07,0.022616714878533267,0.00012140300505348124,7.3049246418219015e-11,0.031836200827785953,0.04090571515010305,0.033065946079819018,0.076985163003394086,1.1267128031577539e-12,3.1163375240525319e-11,1.1775376031554798e-06,1.798338733524936e-09,2.4043336064980598e-06,1.5969336390120345e-05,0.015064746034134146,0.022580175879826567,5.1350754652243845e-06,3.2364805752957189e-06,1.2668072213425985e-15,0.0002834079411438934,1.9224932765693304e-07,6.0526947377873312e-08,0.0001762011975372361,3.9767037943651538e-06,1.1185660388186638e-08,0.0019440631651541824,0.0004745891183700305,4.0950363843342023e-11,1.2153629421819363e-11,7.4929773714681872e-09,1.9032406241476151e-09,5.178392736186766e-12,2.9227287607155646e-07,1.1262105090995819e-06,0.0016330245647775512,8.9582453204208119e-08,0.00015879912437593731,2.2989142125426468e-05,0.00027008061957569079,9.9115273633932708e-11,3.7011468121290024e-05,2.576200352314476e-08,0.0009429480687282285,3.3578953005660663e-05,8.4373194199148902e-10,1.2852160010146582e-05,0.00063630709066020885,8.7709588046215221e-05,4.9133803079088997e-08,6.7787944351733499e-12,1.9941205872209328e-13,6.0865041073505453e-06,2.5638465911729557e-09,4.818955740444937e-06,3.749552731687693e-09,9.6737025602836415e-09,1.0003906538732686e-06,1.5806866642182399e-09,2.2686980642689235e-15,6.5866896612362138e-09,2.2409374231177654e-05,6.0077440747621023e-13,9.0141269416589043e-11,1.2968271535670936e-12,5.329980963669486e-13,0.00094682424560631239,2.489166502845604e-11,0.0046617692971561561,2.4671483294974739e-11,3.2445131020985241e-10,1.9565357678834308e-14,1.1177752404020016e-14,1.5379824362059844e-11,2.4017228634748885e-07,5.012796895116538e-09,2.719021577399564e-18,1.2109685758535642e-12,1.4877246853486438e-14
2.5708899840236924e-07,0.26594230415419157,76.950000000000003,0.0,0.0,0.0,0.67356640901960196,9.4550198255355866,0.011745638791841545,0.04900856683132554,0.025440459309008966,0.005277192690562065,1.8516113720589597e-08,1.0435618469860223e-07,0.022985162861817135,0.00012104747024319319,7.2385101813885989e-11,0.032526863693410617,0.041996170798287866,0.033628830581554026,0.078652823840194008,1.1234131680087587e-12,3.199116990210578e-11,1.208970299293684e-06,1.8374012145055619e-09,2.445457253976897e-06,1.5825406030865395e-05,0.015186355010621691,0.023058850876087358,5.1760910728389549e-06,3.2623316569882716e-06,1.2883722333537578e-15,0.00028777827395672507,1.9519746062113109e-07,6.1455458967783579e-08,0.00017943101817444892,4.0384073415778184e-06,1.1371407863657442e-08,0.0020438296493130621,0.00048572189947766818,4.1582249718284249e-11,1.2341166376522311e-11,7.6564882126225141e-09,1.9468692000595153e-09,5.2170932628296147e-12,3.0798851434176144e-07,1.1869561691615785e-06,0.0017085154332262854,9.1077542447379757e-08,0.00016329995957434037,2.3502883197343252e-05,0.0002789716919275157,1.0209462469530688e-10,3.8228790583482462e-05,2.7496966063159839e-08,0.00099395978628724038,3.4702059552527027e-05,9.0055516924756718e-10,1.3284828670673503e-05,0.00067433326611364896,9.2952071162474121e-05,5.1988767088543059e-08,7.2742193176085924e-12,2.1017127740168143e-13,6.5950442245241854e-06,2.7778269969217445e-09,5.1588247834572134e-06,4.062493035189544e-09,1.0479144518416841e-08,1.0708786317376838e-06,1.6921667975771822e-09,2.4575920957148975e-15,7.0726732091694153e-09,2.4063579196241766e-05,6.3318934061924465e-13,9.0868930563439006e-11,1.3187918245809467e-12,5.6175913875059069e-13,0.00094712028889900593,2.5470342571457249e-11,0.0047929291089780198,2.524804068443756e-11,3.435031634692501e-10,2.0943941628900103e-14,1.1965341893305658e-14,1.5894229399468877e-11,2.5257521965799941e-07,5.3852576394694707e-09,2.9191031833786733e-18,1.3009459441033928e-12,1.5741731605380667e-14
2.6220837925260747e-07,0.2659412595052941,76.950000000000003,0.0,0.0,0.0,0.66896885846506426,9.4541946376260775,0.011882448818560661,0.048860609586005771,0.02521013139072395,0.0052290211625768074,1.8458674818630942e-08,1.0371265414809276e-07,0.023350706761204452,0.0001206719726465551,7.1724352593230403e-11,0.033205895811789607,0.043079339606180385,0.034188264898608871,0.08030405189106149,1.1199282629240046e-12,3.2813308308425792e-11,1.2401932436104246e-06,1.8758072152128746e-09,2.4863285391751881e-06,1.5682173147482297e-05,0.015300446948736399,0.023533202059958722,5.2145433978136001e-06,3.2865671696510408e-06,1.3098050631708723e-15,0.00029204711055541284,1.9807646748082988e-07,6.2362199238449297e-08,0.00018249272776814344,4.0986638462395449e-06,1.1553235237034366e-08,0.0021450192011925667,0.00049686896454298793,4.2199175126812348e-11,1.2524263225155199e-11,7.8202374621816791e-09,1.9905561077550099e-09,5.2560239259240386e-12,3.2462022566450971e-07,1.2512438200398755e-06,0.0017843498680192489,9.2540974535105408e-08,0.00016778050048583089,2.4008382145529479e-05,0.00028787051946561301,1.0512020588308858e-10,3.9447095318404703e-05,2.9303012388223981e-08,0.0010461733000159197,3.5826300547776037e-05,9.5970660446736006e-10,1.3717911426232793e-05,0.00071339457867839102,9.8337276852071627e-05,5.4997309743589461e-08,7.7901216850877678e-12,2.2155771015431244e-13,7.1356824431775721e-06,3.0052930411089381e-09,5.5119298775838094e-06,4.3951557080248065e-09,1.1335309566348216e-08,1.1441052526344302e-06,1.8079884522643459e-09,2.658381818624474e-15,7.5787525138767622e-09,2.5786227425841675e-05,6.6749390424112579e-13,9.1551612690071364e-11,1.34061891649421e-12,5.9219667183897487e-13,0.00094738344668014393,2.6049583930667714e-11,0.0049234687143191397,2.582527057940813e-11,3.6358409940894638e-10,2.2376087185421174e-14,1.2783531302364855e-14,1.6409154036992765e-11,2.6515757166564847e-07,5.780242165598808e-09,3.1312411736346196e-18,1.3963645051661516e-12,1.6652718371909099e-14
2.673277601028457e-07,0.26594023139803585,76.950000000000003,0.0,0.0,0.0,0.66442490669548415,9.4533801084558444,0.012016433250119394,0.048705178733724992,0.024981158951040125,0.0051811436488241299,1.8398441661627578e-08,1.0307680923576443e-07,0.023713379486892391,0.00012027820752523567,7.1067636245977224e-11,0.033873358162474172,0.044155032940915169,0.034744289207807012,0.081938781820354134,1.116273821228926e-12,3.3629650734509335e-11,1.2712009684265479e-06,1.9135601436323101e-09,2.5269504034117307e-06,1.5539778620020789e-05,0.015407408262199569,0.024003252604894946,5.2505648417822646e-06,3.3092705623361348e-06,1.3311072500340125e-15,0.00029621698628925797,2.008880923842574e-07,6.3247717383167388e-08,0.00018539108337711438,4.1575095441854844e-06,1.1731230675416727e-08,0.002247539722465166,0.00050802772884101291,4.2801518454291852e-11,1.2703032268439455e-11,7.9841862822926079e-09,2.0342911460634785e-09,5.2951703412393691e-12,3.4221516561650445e-07,1.3192555695573605e-06,0.0018604334939144199,9.3973460780321603e-08,0.0001722399008612691,2.4505671762263258e-05,0.00029677487907966342,1.081926781559816e-10,4.0666079120772427e-05,3.1180488706837945e-08,0.0010995694481838983,3.6951380899450462e-05,1.0211975893722348e-09,1.4151292293859103e-05,0.00075347601205423759,0.00010386313790170209,5.8168403360849172e-08,8.3265450587942542e-12,2.3360365184997341e-13,7.7095943512028993e-06,3.2467371236566357e-09,5.8782729456131584e-06,4.7482608715280961e-09,1.2244050397638684e-08,1.2200704821582127e-06,1.9281522596048723e-09,2.8715017307964327e-15,8.1049635998217413e-09,2.7577442700458866e-05,7.0378539846218051e-13,9.2191627943323126e-11,1.3623100967572653e-12,6.2439705519757651e-13,0.00094761848786020309,2.6629260093504259e-11,0.0050533720283043393,2.6403040094523038e-11,3.847539736394399e-10,2.3861793675508931e-14,1.363232024677428e-14,1.6924463116645846e-11,2.7790779311473047e-07,6.1985847579927176e-09,3.3558828668008545e-18,1.4974258017166706e-12,1.7612924029542315e-14
2.7244714095308394e-07,0.2659392200902704,76.950000000000003,0.0,0.0,0.0,0.65993368671777497,9.452576152009895,0.012147635736161641,0.0485429084835695,0.024753736149604244,0.0051336001082709099,1.8335654130644028e-08,1.0244852378846854e-07,0.024073213425048721,0.00011986774310484427,7.0415500872979135e-11,0.034529327163030032,0.045223088181453514,0.035296943055421658,0.083556972421264031,1.1124643972573938e-12,3.4440077196176718e-11,1.3019887585233887e-06,1.9506642829346569e-09,2.5673257417640111e-06,1.5398343750987758e-05,0.015507612654774027,0.02446902962816086,5.2842834094705224e-06,3.3305225128772742e-06,1.3522803090259281e-15,0.00030029043494263317,2.0363407711558061e-07,6.4112561869180181e-08,0.00018813119071873596,4.2149806616317412e-06,1.1905483094446068e-08,0.0023513024173861994,0.00051919571519483377,4.3389657705607494e-11,1.2877585694174804e-11,8.1482974451424754e-09,2.0780645377979957e-09,5.3345186924483784e-12,3.6082149419416678e-07,1.3911773913557889e-06,0.0019366766144878101,9.5375718843415881e-08,0.00017667740971063004,2.4994796950349485e-05,0.00030568275096306278,1.1131263481508768e-10,4.1885466689669063e-05,3.3129672740237817e-08,0.0011541290923664438,3.8077032470318895e-05,1.0850372224116389e-09,1.4584865994262418e-05,0.00079456240689451966,0.00010952756771312454,6.1511470403530108e-08,8.8835123625559774e-12,2.4634208954237874e-13,8.3179526918878949e-06,3.5026503601341807e-09,6.2578435898746082e-06,5.1225267687092434e-09,1.3207214873792332e-08,1.2987717392263048e-06,2.0526548096967031e-09,3.0973851968049348e-15,8.6513221951275267e-09,2.9437279621953748e-05,7.4216320947162804e-13,9.2791212418943766e-11,1.3838670045842048e-12,6.5844850514241842e-13,0.0009478294785562057,2.7209247556189701e-11,0.0051826251522454417,2.6981221934335309e-11,4.0707567419885264e-10,2.5401010619076864e-14,1.451167988709675e-14,1.7440033826242337e-11,2.9081474389154447e-07,6.641117443272277e-09,3.5934743716460795e-18,1.6043308309850473e-12,1.8625201794512896e-14
2.775665218033222e-07,0.2659382258020166,76.950000000000003,0.0,0.0,0.0,0.65549435181241933,9.4517826733075179,0.012276099239366029,0.048374385929138106,0.024528029303958532,0.0050864247194524429,1.8270534198972402e-08,1.0182767461621717e-07,0.024430240450060228,0.00011944203053921647,6.9768415287360869e-11,0.035173892585126619,0.046283366364777728,0.03584626537185593,0.085158604341775065,1.1085134588281017e-12,3.5244485657458315e-11,1.3325525830570517e-06,1.9871246734712101e-09,2.6074574041524232e-06,1.5257972468198699e-05,0.015601420518040343,0.024930563633650992,5.3158225068290489e-06,3.3504008006494215e-06,1.3733257316341431e-15,0.00030426998027471836,2.0631615537566365e-07,6.495727863446322e-08,0.00019071842104918631,4.2711132913589121e-06,1.2076081776087907e-08,0.0024562218819527228,0.00053037055168879096,4.3963969234367189e-11,1.3048035200081533e-11,8.3125352982386583e-09,2.1218669206873347e-09,5.374055713229128e-12,3.8048832787902391e-07,1.4671989398292647e-06,0.0020129942287684306,9.6748469577687238e-08,0.0001810923624565496,2.5475813129093062e-05,0.00031459230046979698,1.1448060263103228e-10,4.3105008130606575e-05,3.5150776622459515e-08,0.0012098331511689064,3.9203011673255092e-05,1.1512324537504197e-09,1.5018536992763157e-05,0.00083663850515860202,0.00011532846639724335,6.503639171900715e-08,9.4610268750158921e-12,2.5980667001327799e-13,8.9619261565525977e-06,3.7735220770275105e-09,6.6506196966187506e-06,5.5186690260983821e-09,1.4226644124237821e-08,1.3802040221196869e-06,2.1814888496533056e-09,3.3364640024029301e-15,9.2178246789318411e-09,3.1365726841096969e-05,7.8272871177723166e-13,9.3352522558097765e-11,1.4052912516627609e-12,6.944410082837031e-13,0.00094801988916295922,2.7789428194831098e-11,0.0053112161371226228,2.7559694273930212e-11,4.3061518315556411e-10,2.6993640193918256e-14,1.542155433718743e-14,1.7955754598031504e-11,3.0386770498440228e-07,7.1086691247832706e-09,3.8444601223496525e-18,1.717279835695157e-12,1.9692543719376385e-14
2.826859026535604e-07,0.2659372487177675,76.950000000000003,0.0,0.0,0.0,0.65110607455104308,9.4509995696917972,0.012401866048512225,0.04820015473681296,0.024304180046554394,0.0050396465356988898,1.8203287348217425e-08,1.0121414136582279e-07,0.024784491936188476,0.00011900241316680255,6.912677800175326e-11,0.035807155695428958,0.047335750034994378,0.036392294485517999,0.086743678007462799,1.1044334731496139e-12,3.6042790380258922e-11,1.3628890333514289e-06,2.0229470074932718e-09,2.6473481963644524e-06,1.5118753293223905e-05,0.015689178515270973,0.025387888017156024,5.3453008056850351e-06,3.3689802212538952e-06,1.3942449862828178e-15,0.00030815812874450762,2.0893604796219883e-07,6.5782409567057272e-08,0.00019315833715828444,4.3259432862223615e-06,1.2243116031229143e-08,0.0025622161574956328,0.00054154996916552496,4.4524826671195648e-11,1.3214491675723902e-11,8.4768657265398887e-09,2.1656893374911279e-09,5.413768673509994e-12,4.0126569092336864e-07,1.5475133621101901e-06,0.0020893060124504109,9.8092434288849606e-08,0.00018548417287522876,2.5948784810704162e-05,0.00032350186158789767,1.1769704319978841e-10,4.432447668314616e-05,3.7243949763874607e-08,0.0012666626297829734,4.0329097280041728e-05,1.2197881790605953e-09,1.5452218625408745e-05,0.00087968898946488849,0.00012126372617949754,6.8753514259801144e-08,1.0059073164995712e-11,2.7403166678012475e-13,9.6426782468407828e-06,4.0598393369812687e-09,7.0565680266835143e-06,5.9373999594250586e-09,1.5304170759623035e-08,1.4643600318927673e-06,2.3146434773445835e-09,3.589167935499933e-15,9.8044490114999782e-09,3.3362710226494685e-05,8.2558516883730265e-13,9.3877632657334447e-11,1.426584422932444e-12,7.3246623362239888e-13,0.00094819268504289507,2.8369689135777403e-11,0.0054391347744515142,2.8138340624203651e-11,4.5544163511398159e-10,2.8639539649318548e-14,1.636186204309937e-14,1.84715241050899e-11,3.1705638591267252e-07,7.6020647696007899e-09,4.1092824420048763e-18,1.8364721076649001e-12,2.081808303309519e-14
