Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971)
1.3873974299940822e-11,0.2659999627597498,76.950000000000003,0.0,0.0,0.0,0.99997725168280338,9.4999997679105039,9.7088312932526784e-07,8.9915298264770919e-06,8.8004721585619588e-06,2.1142834014837391e-07,3.412520289509308e-12,1.5043662916588189e-07,1.4835289786021864e-06,2.0597140404062609e-08,2.9000615189404243e-15,1.2634902753383064e-14,2.23662494379935e-11,2.0960832821434004e-06,6.1277220643555577e-10,1.9115703854533117e-16,9.1720920965086049e-19,1.4235897139496187e-17,6.5857023928624347e-22,9.7498003020702599e-13,2.1946519231749046e-10,6.0307596070297474e-12,6.0338857719787323e-12,2.0012625348626799e-15,1.1248687303695083e-15,7.7749226697757696e-20,1.1462078586284923e-11,7.7038775764806475e-15,2.2379469808660373e-15,6.8285059116287074e-27,5.8689791276725909e-16,8.6194873093448241e-18,6.434040459787371e-27,2.2397793232538228e-08,6.0648057970906644e-21,1.8011662712973424e-21,3.4454163466179632e-11,9.6241986060077951e-12,3.775132105755487e-12,3.4606021621750748e-11,9.3720823741415638e-13,6.434009229619661e-27,3.5228205934270064e-19,1.3817568324218085e-20,1.314429361597755e-20,1.6307246594548721e-23,2.0583330845554025e-18,2.9316059143256752e-26,1.7330426416576959e-15,1.665369835520179e-24,2.4810186592789209e-27,2.9436333757475373e-17,1.2733475765643725e-30,2.3151501070200154e-31,7.5408291098805164e-34,2.073323312336654e-18,5.1206488674343491e-20,1.084876318303056e-20,3.4025753727660355e-17,1.3717898499709317e-20,7.8045769311232217e-19,1.9899579454039206e-20,1.5025143946175225e-20,1.2653345392303868e-20,1.2391282800052049e-21,3.5238419020678909e-27,4.7698204580122564e-23,1.2586601126224838e-19,1.6428422713051034e-20,3.3683715246058137e-20,8.2439173406478072e-17,2.4688914722537125e-21,6.0560573489478386e-11,3.3758011080235512e-15,2.9575170666499604e-18,3.3758002827154072e-15,3.6739702331806577e-22,2.4746893986865767e-28,1.4137981887296958e-28,1.1309632180738799e-33,1.6352556367147881e-33,7.0732608125292063e-20,4.2787382409797814e-29,1.7038342324407208e-23,4.8164235575743777e-26
1.496551128914209e-11,0.26599996265480347,76.950000000000003,0.0,0.0,0.0,0.9999754621728969,9.4999997333983099,1.0472655869539283e-06,9.6987858979677591e-06,9.47669811354417e-06,2.4417688584656796e-07,3.6809443887156776e-12,1.5043637554248908e-07,1.60502531315807e-06,2.2351943254719737e-08,3.3492589843877644e-15,1.6236299913233983e-14,2.6024905619886045e-11,2.2677460889811456e-06,7.129663840237694e-10,2.0744295204503407e-16,9.9672874404249903e-19,1.7843986814641846e-17,8.4851657957112363e-22,1.1405419103604622e-12,2.5451107931192329e-10,7.5501089222141298e-12,7.5540432035520172e-12,2.5111986942830518e-15,1.4230402617491299e-15,8.4325906524038607e-20,1.2647545094848323e-11,8.5082042967341298e-15,2.4798339882310323e-15,1.1551665163129467e-26,7.0188256635476093e-16,1.0081912860762057e-17,1.0884530733591372e-26,2.4232298877545315e-08,7.2535241157553756e-21,2.1540941414305744e-21,3.731173916437801e-11,1.0352789425305209e-11,3.776040339717695e-12,3.7490543416683898e-11,1.1019831655047854e-12,1.0884473713690701e-26,4.4276766714344198e-19,1.9099966746351033e-20,1.8229477685329615e-20,2.4357126054639175e-23,2.3269866698149028e-18,4.7144291314719876e-26,2.0120183784113826e-15,2.4777249582931721e-24,3.9928371905803839e-27,3.5575514430846487e-17,2.2088183445324537e-30,3.9781845755350747e-31,1.3502837176514084e-33,2.6449467927016875e-18,5.9487478752347552e-20,1.3400001573973305e-20,4.2626875176161968e-17,1.7246018786597974e-20,9.0814492598684734e-19,2.5032219997856014e-20,1.9946359962292207e-20,1.5808949486640922e-20,1.4135313611128109e-21,4.6780019633156103e-27,5.8814314186949552e-23,1.5783686993369115e-19,2.1174743077859127e-20,4.2381792330131701e-20,8.9201680279165098e-17,3.2858538308279553e-21,6.9133219936835308e-11,3.4721178579778841e-15,3.7655656807130259e-18,3.4721169421598793e-15,4.9325015106666069e-22,3.0918510064372519e-28,1.7663846351827613e-28,1.8207429304964075e-33,2.9769718744212569e-33,8.8594077213874917e-20,5.3315412567720156e-29,2.1345379543879608e-23,6.6273146456168768e-26
1.59009871250305e-11,0.2659999625598018,76.950000000000003,0.0,0.0,0.0,0.99997392851482581,9.4999997021563303,1.1127271345110729e-06,1.0304920640205596e-05,1.0054573420812837e-05,2.7390693747504758e-07,3.9109900218758928e-12,1.5043615860505469e-07,1.7091506710004112e-06,2.3855850928019194e-08,3.7570531568360675e-15,1.9859271976569097e-14,2.938110793784906e-11,2.4148653774163764e-06,8.0486939107335474e-10,2.2140036627533335e-16,1.0650486612638163e-18,2.1379971000975453e-17,1.0399101742161479e-21,1.2927245152540128e-12,2.8651144773318492e-10,9.0368903591340434e-12,9.0416179537566234e-12,3.0108699934165199e-15,1.7166737104441688e-15,8.9962284426068814e-20,1.3693293300667601e-11,9.2178193991581865e-15,2.6933362946211057e-15,1.7592796749093849e-26,8.0991788227837992e-16,1.1437506121459416e-17,1.6577003339506093e-26,2.5804537885854343e-08,8.3704351866719618e-21,2.4856951984321511e-21,3.9749217363283526e-11,1.096617072365575e-11,3.7768127936445071e-12,3.9952850809943854e-11,1.253586215185023e-12,1.6576911028389828e-26,5.3199343692508475e-19,2.4767315732123999e-20,2.3697087103594408e-20,3.3597549425540853e-23,2.5655964469555412e-18,6.898386152090024e-26,2.267225375532119e-15,3.4077392640110598e-24,5.8462917785602647e-27,4.1346939570340799e-17,3.4340022125153047e-30,6.1411707321261803e-31,2.155369134169104e-33,3.2110723746738307e-18,6.7065019913792364e-20,1.5859185568135863e-20,5.1052198127351777e-17,2.0709121972190745e-20,1.0252471427384629e-18,3.0072030885570948e-20,2.5002720638549729e-20,1.8888728184870408e-20,1.5697621542706114e-21,5.8638552882787048e-27,6.959505641595446e-23,1.8917213262167834e-19,2.5890602429365409e-20,5.0918613810725703e-20,9.4997316555204422e-17,4.1257637473789164e-21,7.6918157451062719e-11,3.5546614022933928e-15,4.5772694895913183e-18,3.5546604065248705e-15,6.2451411385637342e-22,3.6941831266065413e-28,2.1104989458446168e-28,2.6666047109646078e-33,4.8088303688480371e-33,1.0608301382703632e-19,6.3585955957134248e-29,2.5563096849518952e-23,8.5442365174411012e-26
1.6836462960918912e-11,0.2659999624602284,76.950000000000003,0.0,0.0,0.0,0.99997239485570855,9.4999996694107711,1.1781884766977249e-06,1.0911053292254384e-05,1.0630941504724974e-05,3.0514016797853679e-07,4.1410348598160426e-12,1.5043594193312512e-07,1.8132758550986881e-06,2.5359753421126994e-08,4.185465838039039e-15,2.4024831287913798e-14,3.2941001346284088e-11,2.5619844439061357e-06,9.0234176877724604e-10,2.3535773242949044e-16,1.1335250937792853e-18,2.5351670684158361e-17,1.2602599959012714e-21,1.4543974749692559e-12,3.2030961753928328e-10,1.0704597663789977e-11,1.0710217423248761e-11,3.5719552398559838e-15,2.0477437014170503e-15,9.5598653804496035e-20,1.4766521294896014e-11,9.9461584460177088e-15,2.9125601893696328e-15,2.615097084067071e-26,9.2696044566181929e-16,1.288944361283798e-17,2.4641377505099267e-26,2.7376794710462442e-08,9.5804977652589022e-21,2.8449456259714982e-21,4.2176092603599828e-11,1.1569540763813887e-11,3.7775798538526883e-12,4.2406153388452011e-11,1.4147282689503203e-12,2.4641232148579901e-26,6.3282413089425745e-19,3.1659216865221562e-20,3.035787121105548e-20,4.5514896149819887e-23,2.8117708983088843e-18,9.8793448976136335e-26,2.5372435255699516e-15,4.6045800940445415e-24,8.3780132841365044e-27,4.7591802337380967e-17,5.2070522032817861e-30,9.2535512558517079e-31,3.3531302019186109e-33,3.8524140787616844e-18,7.5084129113798675e-20,1.8581499742943577e-20,6.0512012103512855e-17,2.4603938089795196e-20,1.1494241726475758e-18,3.57417177838083e-20,3.0915202510663648e-20,2.2334725178264771e-20,1.7321458411376347e-21,7.2504904059090577e-27,8.1600419445887064e-23,2.2437119693808878e-19,3.1243041868853218e-20,6.0517360984233236e-20,1.0079294403947277e-16,5.108507941013528e-21,8.510718705602227e-11,3.6372027389855283e-15,5.5102615069351537e-18,3.6372016610659125e-15,7.8018439980577749e-22,4.3681390667361135e-28,2.4955321782418368e-28,3.8222404397771027e-33,7.5570073385494307e-33,1.2571124276586699e-19,7.5077771506145467e-29,3.029720337510813e-23,1.0844092496325414e-25
1.7771938796807324e-11,0.26599996235617474,76.950000000000003,0.0,0.0,0.0,0.99997086119554446,9.4999996351917098,1.2436496135141438e-06,1.1517183854175355e-05,1.1205832444219788e-05,3.3784650361577563e-07,4.3710789024742573e-12,1.5043572502133638e-07,1.9174008656569212e-06,2.6863650615319742e-08,4.6340845184094558e-15,2.8779282539658926e-14,3.6704624763507687e-11,2.709103288747527e-06,1.0053834810091731e-09,2.4931504940565117e-16,1.2021580663605012e-18,2.9783722017146913e-17,1.5120612166455909e-21,1.6255522642674131e-12,3.5589060204134551e-10,1.2563075841972246e-11,1.2569692131044009e-11,4.1978296621537085e-15,2.4183881722774298e-15,1.0123501470794367e-19,1.5867228765832111e-11,1.0693221224943484e-14,3.1375057226165463e-15,3.8040066186469555e-26,1.053244539010624e-15,1.4439562465082399e-17,3.5844659374574371e-26,2.8949069146567185e-08,1.0886135145465617e-20,3.2325646298508678e-21,4.4592410058666996e-11,1.2163066105865812e-11,3.7783413990059093e-12,4.4850492622778233e-11,1.5853641339677839e-12,3.5844436089016892e-26,7.460581191851766e-19,3.9953690703535887e-20,3.8386843006025408e-20,6.0674669055874907e-23,3.0653953026793854e-18,1.3879655541298515e-25,2.8220119050614321e-15,6.1241381667244957e-24,1.1777982046030908e-26,5.4311882170578343e-17,7.7215250029913624e-30,1.3645013887553481e-30,5.0979292031892362e-33,4.5735492064720995e-18,8.3542988740714356e-20,2.1577509177150855e-20,7.1064511327331816e-17,2.8955114730013172e-20,1.280670966648716e-18,4.2077333335337429e-20,3.7763135078958095e-20,2.6165330014833548e-20,1.9006172049460912e-21,8.856511886849364e-27,9.4893804002433161e-23,2.6365230730659068e-19,3.7267504320649545e-20,7.1237114892636556e-20,1.0658856274198877e-16,6.2475771867166945e-21,9.370017506620649e-11,3.7197417149041846e-15,6.5757200337658505e-18,3.7197405526302775e-15,9.6306811645921421e-22,5.117315404743057e-28,2.9235390690102988e-28,5.3744778181536547e-33,1.1587383346915242e-32,1.4759745367002475e-19,8.7856405474009549e-29,3.5576373944111e-23,1.3572868581008077e-25
1.8707414632695735e-11,0.26599996224773065,76.950000000000003,0.0,0.0,0.0,0.99996932753433376,9.4999995995286124,1.3091105449605911e-06,1.2123312325588093e-05,1.1779275716699743e-05,3.7199647207519377e-07,4.6011221496235033e-12,1.5043550786131461e-07,2.0215257026783746e-06,2.8367542832360182e-08,5.10250493793275e-15,3.4170221908196772e-14,4.0672017906091479e-11,2.8562219119539914e-06,1.1139944916469902e-09,2.6327232019005376e-16,1.2709476237006798e-18,3.4700654610993546e-17,1.7978793701433259e-21,1.8061803655663299e-12,3.9323959878190407e-10,1.4622087993004288e-11,1.4629810643751492e-11,4.8918403905446778e-15,2.8307272198796319e-15,1.0687136713882597e-19,1.6995415399021409e-11,1.1459007521396329e-14,3.3681729404059383e-15,5.4270266850670508e-26,1.189004297809548e-15,1.6089680469070899e-17,5.1138876420848792e-26,3.0521360989239107e-08,1.2289769100449883e-20,3.6492709645168317e-21,4.6998214675236015e-11,1.2746910514704844e-11,3.7790974325592656e-12,4.7285909755793817e-11,1.7654488266990854e-12,5.1138540960196113e-26,8.7250817024546991e-19,4.9843531309267092e-20,4.7973645564784299e-20,7.9722808406668465e-23,3.3263810409523726e-18,1.9166935425792944e-25,3.1214704670515268e-15,8.0302011764495207e-24,1.6275098249712316e-26,6.1508328116802003e-17,1.1223542382381207e-29,1.973334515946546e-30,7.5921635010407935e-33,5.3790333689196952e-18,9.2439807551405054e-20,2.4857542829594341e-20,8.2767650390155175e-17,3.3787197706944621e-20,1.4189826738577952e-18,4.9114781237687288e-20,4.5627296085279813e-20,3.0398610363641557e-20,2.0751255476611938e-21,1.0700863940883255e-26,1.0953835001965261e-22,3.0723280187539643e-19,4.3998614077173923e-20,8.3136464358998173e-20,1.1238417266119626e-16,7.5568007712643391e-21,1.0269699043228474e-10,3.802278296674576e-15,7.7852955986903692e-18,3.8022770478404961e-15,1.1761159254701649e-21,5.9452457663311317e-28,3.3965383899820915e-28,7.4279440305367634e-33,1.7379773496077581e-32,1.7185967187390147e-19,1.0198704695495994e-28,4.1429122857923808e-23,1.6778711689691139e-25
1.9642890468584146e-11,0.26599996213498384,76.950000000000003,0.0,0.0,0.0,0.99996779387207646,9.4999995624503661,1.3745712710373273e-06,1.2729438706358684e-05,1.2351300210077227e-05,4.0756119043038481e-07,4.8311646011326401e-12,1.504352907690561e-07,2.1256503660352844e-06,2.9871430146409037e-08,5.5903309209570201e-15,4.0246495453188914e-14,4.4843221266595202e-11,3.0033403133538304e-06,1.228174764565484e-09,2.7722954547097205e-16,1.3398938001984022e-18,4.0126892121052955e-17,2.1203480888879429e-21,1.996273268929852e-12,4.3234198648137618e-10,1.6891316315619836e-11,1.6900260582016153e-11,5.6573068022478452e-15,3.286863320121409e-15,1.125077110673995e-19,1.8151080877662324e-11,1.2243517119040057e-14,3.6045618807033949e-15,7.6080681821690444e-26,1.3344737107179205e-15,1.7841596302216835e-17,7.1691828137822542e-26,3.2093670034428127e-08,1.3793819884607976e-20,4.0957829336606426e-21,4.9393551162475195e-11,1.3321235003012764e-11,3.7798481125828275e-12,4.9712445791787065e-11,1.9549375720472705e-12,7.1691334143835704e-26,1.0130012755957441e-18,6.1536706584840171e-20,5.9322948706347374e-20,1.0339219448325026e-22,3.5946595003056701e-18,2.6060214390606108e-25,3.4355599256533971e-15,1.0395090505583574e-23,2.2142524507520798e-26,6.9181770871447011e-17,1.6022150270920098e-29,2.8041547596650226e-30,1.109761161950698e-32,6.2734005872477794e-18,1.0177281718788357e-19,2.843170039155596e-20,9.5679147688324593e-17,3.9124632562677634e-20,1.5643546722985907e-18,5.688981845670621e-20,5.4589747145581737e-20,3.5052318077834477e-20,2.2556313247565676e-21,1.2802791869651627e-26,1.2559694070706814e-22,3.5532912491541357e-19,5.1470201041361093e-20,9.6273512041450533e-20,1.1817977378800337e-16,9.0503238540312681e-21,1.1209750468839618e-10,3.8848126055099769e-15,9.1511098989429925e-18,3.8848112679071251e-15,1.4224206163992156e-21,6.8554020107801325e-28,3.9165136256308589e-28,1.0107510610875207e-32,2.5554137043293379e-32,1.9861527009385531e-19,1.1753453414195504e-28,4.788380672363087e-23,2.0511863637864213e-25
2.0578366304472558e-11,0.26599996201802045,76.950000000000003,0.0,0.0,0.0,0.99996626020877222,9.4999995239852755,1.440031791744614e-06,1.3335562996627401e-05,1.2921934234556964e-05,4.44512353359841e-07,5.0612062569765744e-12,1.5043507381973007e-07,2.2297748556971672e-06,3.1375312356322046e-08,6.0971742146077449e-15,4.7058158908780417e-14,4.921827609216341e-11,3.1504584929127868e-06,1.3479242636360771e-09,2.9118672338161621e-16,1.4089966187807303e-18,4.608675282712463e-17,2.4821669170851606e-21,2.1958224720486418e-12,4.7318332204770537e-10,1.9380363095594428e-11,1.9390649608705201e-11,6.4975208605018179e-15,3.788881543786219e-15,1.1814404648590119e-19,1.9334224883934704e-11,1.304674980096995e-14,3.8466725809530617e-15,1.0497550080486121e-25,1.4898866194110162e-15,1.9697089754633254e-17,9.8921171766113799e-26,3.366599608236566e-08,1.5400706231913562e-20,4.5728183897292919e-21,5.1778464080961633e-11,1.388619790392037e-11,3.7805935603711079e-12,5.2130141585519049e-11,2.1537858022499905e-12,9.8920457411193234e-26,1.1683784768285469e-18,7.5256744425253616e-20,7.2654831226051442e-20,1.325093348465673e-22,3.8701775227175214e-18,3.4936594809511047e-25,3.7642216626653779e-15,1.3300316394971781e-23,2.9703487464753194e-26,7.7332413260200233e-17,2.2501185040213268e-29,3.9217369033618715e-30,1.5948859636704544e-32,7.2611633926675972e-18,1.1154026935959199e-19,3.2309858787906343e-20,1.0985648837901059e-16,4.4991765858952437e-20,1.7167825903072373e-18,6.5438057126366044e-20,6.4733685980906183e-20,4.0143895251100596e-20,2.4421036319881027e-21,1.5181807412008687e-26,1.4313220597996408e-22,4.081568375046406e-19,5.9715324083247054e-20,1.1070588037728215e-19,1.2397536611900804e-16,1.0742585878341121e-20,1.2190159190175661e-10,3.9673447300508652e-15,1.0685754782202565e-17,3.9673433014678703e-15,1.7052156859538635e-21,7.8511954154516444e-28,4.4854136497838423e-28,1.3560948492236705e-32,3.6901352263151817e-32,2.2798097880557862e-19,1.3456335988564267e-28,5.4968626964591051e-23,2.4824596889884712e-25
2.151384214036097e-11,0.26599996189692504,76.950000000000003,0.0,0.0,0.0,0.99996472654442137,9.4999994841610853,1.5054921070827107e-06,1.3941685196506566e-05,1.3491205534197992e-05,4.8282222158703607e-07,5.2912471171218976e-12,1.5043485684733729e-07,2.3338991717309626e-06,3.2879189287847766e-08,6.6226543302250475e-15,5.465643860095328e-14,5.3797224363750805e-11,3.2975764507342386e-06,1.4732429527299701e-09,3.0514385230478001e-16,1.4782561040916765e-18,5.2604450208534345e-17,2.8860991847086353e-21,2.4048194802333273e-12,5.1574933763869358e-10,2.2098751678138395e-11,2.2110506401847343e-11,7.4157474483674905e-15,4.3388497690411797e-15,1.2378037341038147e-19,2.054484709904862e-11,1.3868705349747138e-14,4.0945050827888233e-15,1.427634011074964e-25,1.6554767185143052e-15,2.1657921950991077e-17,1.3453157439731231e-25,3.5238338937522247e-08,1.7112845355224364e-20,5.0810947337223379e-21,5.4152997872641929e-11,1.4441954924921566e-11,3.7813337918858055e-12,5.4539037872274376e-11,2.3619491559335596e-12,1.345305583313346e-25,1.3394946945162486e-18,9.1243107210837506e-20,8.8205151267842812e-20,1.680012023363617e-22,4.1528938095165655e-18,4.6238366215146657e-25,4.1073976488463659e-15,1.6837248238721931e-23,3.933748658812142e-26,8.5960106391274044e-17,3.1132571401004179e-29,5.4055186737821228e-30,2.2568874687903257e-32,8.3468129260519468e-18,1.2174043346804731e-19,3.6501678429473352e-20,1.2535692701458153e-16,5.1412846326469687e-20,1.876262322195187e-18,7.4794966238708413e-20,7.6143311095381149e-20,4.5690480238870588e-20,2.6345182196954341e-21,1.7857657008438406e-26,1.6220652547177095e-22,4.659306270690674e-19,6.876629364196457e-20,1.264907174352343e-19,1.297709496565104e-16,1.2648299832405843e-20,1.3210912862205852e-10,4.0498746549273732e-15,1.2402291261281514e-17,4.0498731331500493e-15,2.0278739222803301e-21,8.9359778533986783e-28,5.1051533983939987e-28,1.7961769505449454e-32,5.2418447912800113e-32,2.6007289571887881e-19,1.5313767677047924e-28,6.2711632112480451e-23,2.9771151782062191e-25
2.244931797624938e-11,0.26599996177178015,76.950000000000003,0.0,0.0,0.0,0.99996319287902347,9.4999994430049686,1.5709522170518791e-06,1.454780530591621e-05,1.4059141298231017e-05,5.2246361056511794e-07,5.5212871814645738e-12,1.5043463978331963e-07,2.4380233141642467e-06,3.4383060957990118e-08,7.1663983881561301e-15,6.3093693624376512e-14,5.8580108775863107e-11,3.4446941868659393e-06,1.6041307957198469e-09,3.1910093239826749e-16,1.5476722896659787e-18,5.9704093513618622e-17,3.3349699499964964e-21,2.6232558064150505e-12,5.6002593778283789e-10,2.5055927423363361e-11,2.5069281610636098e-11,8.4152246967181606e-15,4.9388188902050757e-15,1.2941669184834744e-19,2.1782947202513563e-11,1.4709383546708197e-14,4.3480594290007862e-15,1.9160061146850418e-25,1.8314775557765408e-15,2.3725835567222712e-17,1.8055531443925891e-25,3.6810698406498868e-08,1.8932652948079418e-20,5.6213289157236992e-21,5.6517196815022349e-11,1.4988659177856009e-11,3.7820688159040724e-12,5.6939175222173599e-11,2.579383477364097e-12,1.8055389093629639e-25,1.5272185592479291e-18,1.0975155342602381e-19,1.0622590359911411e-19,2.1090223917604351e-22,4.442776313556254e-18,6.0480634461210769e-25,4.4650303805623953e-15,2.1107801568093322e-23,5.1486964659077398e-26,9.5064410767042324e-17,4.2491287777340293e-29,7.3520571551063462e-30,3.1487070847014949e-32,9.5348190370264942e-18,1.3237159469533856e-19,4.1016609257185346e-20,1.4223748983907085e-16,5.8412025864578395e-20,2.0427900379834568e-18,8.499587311322747e-20,8.8903699850430931e-20,5.1708913633779064e-20,2.8328560520387146e-21,2.0850293207137735e-26,1.8288203110891639e-22,5.2886431572229065e-19,7.865469343736337e-20,1.4368470266584184e-19,1.3556652440058704e-16,1.4782432440432721e-20,1.4271999383111211e-10,4.1324023556694481e-15,1.4314248565659823e-17,4.1324007384807365e-15,2.3939059952112946e-21,1.0113042962030009e-27,5.7776145372017206e-28,2.3512279294253924e-32,7.3349071458005464e-32,2.9500649429740293e-19,1.7332130168111224e-28,7.1140719868089899e-23,3.5407675376390943e-25
2.4320269648026204e-11,0.265999961509665,76.950000000000003,0.0,0.0,0.0,0.9999601255450874,9.4999993568030145,1.7018718208844735e-06,1.5760039253034527e-05,1.5191112268071109e-05,6.0563492042977225e-07,5.9813649223448846e-12,1.5043420542636506e-07,2.6462710782102593e-06,3.7390788549577269e-08,8.3072239547604784e-15,8.2700013497059371e-14,6.875786024995176e-11,3.7389289940683215e-06,1.8826137988753416e-09,3.4701494642526768e-16,1.686974897194313e-18,7.5745137102197523e-17,4.379124076861392e-21,3.0884125025521329e-12,6.536553549224669e-10,3.1724037504897655e-11,3.1741005318979e-11,1.067075185567697e-14,6.2968796992249047e-15,1.4068930326144383e-19,2.4341579784580621e-11,1.644690700487871e-14,4.8723338148874952e-15,3.3307830458055808e-25,2.2156449023571363e-15,2.8189786801547747e-17,3.1388593033751132e-25,3.9955466423730064e-08,2.2904928730036756e-20,6.8005363424826176e-21,6.1214766345868796e-11,1.6055509077006886e-11,3.7835234639940707e-12,6.1713334472864736e-11,3.0418894237587886e-12,3.1388324714706212e-25,1.9560313068286479e-18,1.5544127255485699e-19,1.5076940134116215e-19,3.2365033869453611e-22,5.0439472520076127e-18,1.0026164574192527e-24,5.2234384059133619e-15,3.2314426520625391e-23,8.5461112909613212e-26,1.1469991892097299e-16,7.6312262054082165e-29,1.3122624673775986e-29,5.9002499518411679e-32,1.2235674524836715e-17,1.5492011944285499e-19,5.1052586418996508e-20,1.8036596321824602e-16,7.4240810684088568e-20,2.3969755095949619e-18,1.0807028854300611e-19,1.1882083929635588e-19,6.5227234343617697e-20,3.2472454113179801e-21,2.7866617758274362e-26,2.2928390290169162e-22,6.7106239497527884e-19,1.0106660797247334e-19,1.82524525986521e-19,1.4715764750150469e-16,1.9796977995440415e-20,1.6515123751461385e-10,4.2974511776909152e-15,1.8780878267778227e-17,4.2974493630165723e-15,3.2708153358561784e-21,1.2756911435744251e-27,7.2880652238677322e-28,3.9035818001181423e-32,1.3795490580180561e-31,3.7385755405541643e-19,2.1877008872887327e-28,9.0167990730211066e-23,4.8984397488215915e-25
2.6004126152625345e-11,0.2659999612607088,76.950000000000003,0.0,0.0,0.0,0.99995736494096443,9.4999992749278341,1.8196987619746886e-06,1.6851042654855344e-05,1.620558039914647e-05,6.8478115531523456e-07,6.3954321663434491e-12,1.5043381486415717e-07,2.8336934718651512e-06,4.0097725915833775e-08,9.3928393955500624e-15,1.0376218299652748e-13,7.8615740407455307e-11,4.003739562074104e-06,2.1522946456032621e-09,3.7213739695016094e-16,1.8128835220188344e-18,9.2412081146777466e-17,5.5020880293383422e-21,3.5392510101207358e-12,7.436340541843107e-10,3.8635180729031611e-11,3.8655901875456131e-11,1.3010552045199656e-14,7.7103715173955114e-15,1.5083462444800871e-19,2.6738320239139258e-11,1.8074707357412675e-14,5.3637498630653199e-15,5.2867908780172729e-25,2.5993401871416336e-15,3.2590673724887678e-17,4.9822849150320043e-25,4.2785812564305661e-08,2.6872406277341155e-20,7.9783020575600788e-21,6.5407674235889808e-11,1.6986197806025943e-11,3.7848155687723994e-12,6.5980525527653137e-11,3.4894126954021975e-12,4.9822393416986796e-25,2.4077498766885891e-18,2.0809909604828359e-19,2.0217779084050227e-19,4.6329695037559959e-22,5.6093137410036605e-18,1.5307821332596233e-24,5.9548798893297343e-15,4.6172857821928549e-23,1.3063012892524411e-25,1.3399315426500092e-16,1.2458897982082252e-28,2.1321386027953287e-29,9.9920377289760909e-32,1.5060913046295671e-17,1.7667087079241578e-19,6.1280701469965989e-20,2.1996909580420022e-16,9.0704155088077059e-20,2.7398139378658095e-18,1.3207528179102659e-19,1.512336518984201e-19,7.917049967870765e-20,3.6403338771022116e-21,3.5468232757847291e-26,2.7713995597088826e-22,8.1881511967820967e-19,1.2440403465264496e-19,2.2285886529540756e-19,1.5758962818872629e-16,2.5245948295892497e-20,1.8671757430372664e-10,4.4459879160466092e-15,2.361446423913743e-17,4.4459859160231867e-15,4.2463648421006193e-21,1.5483889678287645e-27,8.8459967896850417e-28,5.9677936433821366e-32,2.3390463640706711e-31,4.5568797244508559e-19,2.6581131006266154e-28,1.0991578257949917e-22,6.4163369081810762e-25
