Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552)
7.899546197809638e-11,0.4673613633948112,76.950000000000003,0.0,0.0,0.0,4.8149318469523867e-05,9.499994697369047,0.00030806956144512326,0.0013249397980402108,0.00080057760875240451,2.5672147480111888e-06,5.5591774394060451e-11,5.122857278568419e-05,0.18224235176780856,2.8880118375524713e-07,9.1481523298071982e-15,2.3402603099833158e-10,5.1852411249985066e-07,0.80166041833654089,1.3445386650228377e-06,8.4289286422743287e-16,3.3819273900586058e-15,6.6465507002449397e-10,6.8847903425197057e-15,0.00061819214645986783,3.6630108096144611e-05,0.00051181882869941447,0.00051186261033049835,2.6513411363422314e-08,1.2689859847141415e-08,9.9430919539749113e-07,2.7178578027978939e-05,2.8025879888041085e-09,6.6977582510642439e-10,8.2355786433559426e-11,5.1999407014859071e-10,6.025762615730842e-08,3.040558771392999e-10,0.011140479816313921,1.7794431462372938e-15,7.7523943165949499e-16,5.8327392074810661e-06,1.6310035101055674e-06,4.2981532005184936e-07,0.00031754564577414122,0.00087341977963325775,2.6966664935786877e-10,4.6730810674881e-10,4.5680221380245114e-11,4.2101228769899234e-11,2.3685746164548581e-12,1.0682516395727477e-09,3.0208488427205237e-15,8.0455374419237324e-08,1.0963516206804133e-14,6.3261596081601434e-13,8.7514029698904337e-10,4.2001674481082121e-16,2.8218399106801453e-17,4.133722755473965e-20,1.9664304279300036e-05,3.0032053070859394e-11,1.4563676668759322e-06,3.5800843142068869e-07,9.380584768237737e-12,1.4022530447934946e-09,1.9480812550298547e-11,5.1758492993834978e-11,4.3778256085459345e-12,2.4143886598755124e-11,2.4545034793598224e-19,7.6152150973188179e-11,6.8826868800505212e-08,3.5516581046065237e-07,3.2657114788712983e-09,2.6948720889360156e-09,2.9072045164931147e-07,2.3869056869133095e-06,6.3941873239863636e-09,1.1469596323758185e-10,6.3942388446136804e-09,2.9352398550848652e-06,2.0621888853930062e-20,1.2229370872823404e-20,1.6307274194923612e-18,2.4588427261973756e-13,2.6641353888633224e-11,1.2726136795312986e-20,1.9268379437771854e-14,3.4834143657117614e-08,3.3522621394946875e-11,1.1305635341481038e-08,2.3842873957369413e-09,1.576863660865409e-09,5.9563649788028846e-13,8.2482420870139944e-14,1.0204101353452702e-12,1.942453711023338e-18,5.3930680726516984e-09,3.884240412190479e-18
7.937153419781617e-11,0.46736137509299525,76.950000000000003,0.0,0.0,0.0,4.6812173210429146e-05,9.4999946994283047,0.00030806526748171142,0.0013248052782768151,0.00079849532955605636,2.5605374342456357e-06,5.5586259939888008e-11,5.117639926366131e-05,0.18216585690085185,2.8877185489664177e-07,9.1243227037390928e-15,2.3429818813152841e-10,5.2108220567018434e-07,0.80173612712194731,1.3445469156536698e-06,8.4279832050647958e-16,3.3782685624631628e-15,6.6906117477656283e-10,6.8942049088259026e-15,0.00061858501899201516,3.6534863493445379e-05,0.00051400103468902372,0.00051404501527973611,2.662653901834626e-08,1.2744070246329254e-08,9.9440313889924693e-07,2.7307660189482144e-05,2.8159055989829871e-09,6.7296464586381906e-10,8.3150697860907119e-11,5.2247460998099213e-10,6.0664011091762699e-08,3.0840357098240366e-10,0.011142100580942721,1.7879319973662335e-15,7.7893791038064489e-16,5.8215945321237095e-06,1.6305456452479308e-06,4.2929010845540088e-07,0.00031749898296271615,0.0008734984979592048,2.7334644609755046e-10,4.7052882554290352e-10,4.5982913535386435e-11,4.2364608461346565e-11,2.3942517731951582e-12,1.0734001937809239e-09,3.0547692697871336e-15,8.0525412886568978e-08,1.1085292450932292e-14,6.4147741600558016e-13,8.7590261041374384e-10,4.263537163842966e-16,2.8636678392675896e-17,4.1986878230109218e-20,1.9785609957626136e-05,3.0059530479007495e-11,1.4578886489386573e-06,3.60072594882071e-07,9.4346834664379293e-12,1.4119444306486133e-09,1.9593201696843046e-11,5.2062062270814836e-11,4.4085937340296603e-12,2.4309880040774844e-11,2.4688991738756233e-19,7.6571819024361939e-11,6.9205427089947147e-08,3.5554143322411801e-07,3.2796798019057244e-09,2.6951265438300835e-09,2.9106743421544789e-07,2.3913599161891272e-06,6.3950170803659847e-09,1.1515470032398249e-10,6.3950686055653893e-09,2.9589274615700148e-06,2.0766821033112677e-20,1.2315321851379483e-20,1.6535730828851755e-18,2.5010779155452979e-13,2.6793773850442349e-11,1.2798939902813907e-20,1.9378628508038277e-14,3.5161584024445815e-08,3.3884367515314242e-11,1.1412499412407688e-08,2.4075137513901147e-09,1.5967395404583265e-09,6.0315203869991865e-13,8.3522771638416718e-14,1.0306167508149521e-12,1.9632818506160625e-18,5.4454805902939887e-09,3.9261584844105256e-18
7.974760641753597e-11,0.46736138676076094,76.950000000000003,0.0,0.0,0.0,4.5539863467199175e-05,9.4999947014756678,0.00030806095337271587,0.0013246707721762687,0.000796418466289275,2.5538774882278759e-06,5.5580622345963542e-11,5.1125829615361986e-05,0.18208938185969645,2.8874252903570164e-07,9.1006172875024518e-15,2.3456814559749552e-10,5.2364003679593856e-07,0.80181175730507059,1.3445550358990294e-06,8.4272098424463367e-16,3.4836143254428798e-15,6.7346920727128941e-10,6.9035533235349079e-15,0.0006189714829707006,3.6439864917133846e-05,0.0005161775663457144,0.00051622174555040134,2.6739372505345906e-08,1.2798139681651688e-08,9.9449698371545922e-07,2.7436727499771094e-05,2.8292216763617258e-09,6.7615309952371813e-10,8.3947428367593836e-11,5.2495486419480398e-10,6.10706995630969e-08,3.127862125400238e-10,0.011143719780669258,1.7964198910180512e-15,7.8263560602671019e-16,5.8109372633544366e-06,1.6301132599790519e-06,4.2878457476359684e-07,0.00031745418103845858,0.00087357518097588231,2.7705233116543418e-10,4.7375210062545824e-10,4.6285969150705039e-11,4.2628123315319984e-11,2.4200672286259783e-12,1.0785481933037049e-09,3.0888796437129777e-15,8.059544282635947e-08,1.1207874594044325e-14,6.5041014180207128e-13,8.7666482779265278e-10,4.3274655110446735e-16,2.9059045342728888e-17,4.2643298778432157e-20,1.9906902714885372e-05,3.008703354245425e-11,1.4593807061330998e-06,3.6213754865340258e-07,9.4888028766963283e-12,1.4216448030410002e-09,1.9705633875996361e-11,5.236574794192331e-11,4.4393917066150448e-12,2.4476025326491977e-11,2.4833007992307587e-19,7.6991455370020549e-11,6.9583953449569127e-08,3.5590991855047378e-07,3.2936118037747179e-09,2.6953807341282628e-09,2.9140788739124679e-07,2.3958090990242536e-06,6.3958493249138816e-09,1.1561385976309841e-10,6.3959008546756174e-09,2.9826376850256514e-06,2.0911897481953888e-20,1.2401354765984562e-20,1.6766025161025733e-18,2.5437592002483213e-13,2.6946248818309783e-11,1.287176802764567e-20,1.9488917365698274e-14,3.5489806785766445e-08,3.4248131080335082e-11,1.1519621648398088e-08,2.4308441246557927e-09,1.6167461089064776e-09,6.1071705081307508e-13,8.4569967816681832e-14,1.0408701299163278e-12,1.9842438714484798e-18,5.4980271481640133e-09,3.9683102662430573e-18
8.012367863725576e-11,0.4673613983981874,76.950000000000003,0.0,0.0,0.0,4.4329226690612417e-05,9.4999947035111685,0.00030805662009853721,0.0013245362797403193,0.00079434700486673802,2.5472348647889936e-06,5.5574810157956794e-11,5.1076786009242654e-05,0.18201292727703022,2.8871320617278639e-07,9.0769633893872981e-15,2.3483591339575247e-10,5.2619760621143587e-07,0.80188731133120472,1.3445630320601598e-06,8.4263823050624315e-16,3.4391164276760919e-15,6.7787912591999624e-10,6.9128672859333735e-15,0.00061935166068913142,3.6345111826504408e-05,0.00051834843832946091,0.00051839281580361705,2.6851912584417998e-08,1.2852068517270398e-08,9.9459073293865652e-07,2.7565779968550441e-05,2.8425362219462916e-09,6.7934118632928675e-10,8.4745952932108765e-11,5.2743483298137794e-10,6.147768684112103e-08,3.1720382566446052e-10,0.011145337470497568,1.804906369758832e-15,7.863326015910949e-16,5.8007458038892741e-06,1.6297051796492739e-06,4.282978110737269e-07,0.00031741117620567963,0.0008736499002100416,2.8078427057898903e-10,4.7697789245972107e-10,4.6589385450234548e-11,4.2891770468579251e-11,2.4460209260770964e-12,1.0836956380352487e-09,3.1231798941696123e-15,8.0665464723687748e-08,1.1331263707321966e-14,6.5941423369530041e-13,8.7742695460133185e-10,4.3919534561674375e-16,2.9485516358321892e-17,4.3306520440661968e-20,2.0028182279494042e-05,3.0114565154329703e-11,1.4608443795989842e-06,3.642032920681992e-07,9.5429429815342909e-12,1.4313540293731623e-09,1.9818109051394428e-11,5.2669549903553167e-11,4.4702190873347175e-12,2.4642320212108635e-11,2.4977078769265655e-19,7.7411060081058167e-11,6.99624479881726e-08,3.5627139978971713e-07,3.3075075782988595e-09,2.6956346680764341e-09,2.9174193125381327e-07,2.4002532520073763e-06,6.3966839331040199e-09,1.1607344040611897e-10,6.3967354674186918e-09,3.0063700803562824e-06,2.1057111795532497e-20,1.2487470078665175e-20,1.6998159654682341e-18,2.5868878304031736e-13,2.7098778767342274e-11,1.294462281016342e-20,1.9599245991172277e-14,3.5818803097935317e-08,3.4613912857335191e-11,1.1626999135387099e-08,2.4542785222943384e-09,1.636883382101125e-09,6.1833154023725579e-13,8.562401023736734e-14,1.0511702732949604e-12,2.0057070013060163e-18,5.5507062444325312e-09,4.0106959777220698e-18
8.049975085697556e-11,0.4673614100053527,76.950000000000003,0.0,0.0,0.0,4.3177254603087924e-05,9.4999947055348262,0.00030805226859175405,0.0013244018009699722,0.00079228093123965117,2.5406095188770957e-06,5.5569322401622972e-11,5.1029194410253475e-05,0.18193649375398874,2.8868388630820017e-07,9.0533048080602286e-15,2.3510150146151839e-10,5.2875491382802357e-07,0.80196279152339478,1.3445709101303933e-06,8.4253976983063583e-16,3.4078759334656801e-15,6.8229088985998072e-10,6.9221023062783789e-15,0.00061972567212073841,3.625060367648267e-05,0.00052051366526785579,0.0005205582406681169,2.6964160013882315e-08,1.2905857116544922e-08,9.9468438950680098e-07,2.7694817605300652e-05,2.8558492367194072e-09,6.8252890651806182e-10,8.5546246707254451e-11,5.2991451652538571e-10,6.1884968259456307e-08,3.2165643313103095e-10,0.011146953702855291,1.8133922686794639e-15,7.9002987336944784e-16,5.7909994991859857e-06,1.6293202834296092e-06,4.2782895124861486e-07,0.00031736990678048139,0.00087372272471018645,2.8454222943530431e-10,4.8020616204239723e-10,4.6893159670652637e-11,4.3155547149125417e-11,2.4721128080661706e-12,1.0888425278672703e-09,3.1576699497239297e-15,8.073547913522818e-08,1.1455460852445241e-14,6.684897856207042e-13,8.7818899604924553e-10,4.4570019513830022e-16,2.9916107779663787e-17,4.3976574381092984e-20,2.0149448389890345e-05,3.0142028003597809e-11,1.4622802015227847e-06,3.6626982447375453e-07,9.5971037638338636e-12,1.4410719788545188e-09,1.9930627187428001e-11,5.2973468054437872e-11,4.5010754432199174e-12,2.4808762484403108e-11,2.512120022601937e-19,7.7830633229123396e-11,7.0340910820946727e-08,3.5662600809254111e-07,3.3213672190924986e-09,2.6958883535079085e-09,2.9206968397324335e-07,2.4046923914786321e-06,6.3975207861113975e-09,1.1653344109627514e-10,6.3975723249699562e-09,3.0301242108403803e-06,2.1202458752328678e-20,1.2573667854329469e-20,1.7232136732788237e-18,2.6304650365660534e-13,2.7251363673044874e-11,1.301750494378633e-20,1.970961437110994e-14,3.6148564203322386e-08,3.4981713614181694e-11,1.173462898742003e-08,2.4778169519162812e-09,1.6571513758800939e-09,6.2599551296877239e-13,8.6684899730021964e-14,1.0615171820536569e-12,2.0268981298499688e-18,5.6035163915412285e-09,4.0533157053523612e-18
8.087582307669535e-11,0.4673614215823354,76.950000000000003,0.0,0.0,0.0,4.2081085673180524e-05,9.4999947075466746,0.00030804789973945605,0.0013242673358669799,0.00079022023139566533,2.534001405556857e-06,5.5563730938577033e-11,5.0982984394642475e-05,0.181860081861695,2.8865456944215838e-07,9.0297853458692683e-15,2.3536491966714009e-10,5.3131195956353226e-07,0.80203820008847193,1.3445786758101822e-06,8.4246343054044226e-16,3.5455119842532681e-15,6.8670445894180845e-10,6.9312627170553819e-15,0.00062009363496204545,3.6156339917972693e-05,0.00052267326175585796,0.00052271803473999542,2.7076115550368588e-08,1.2959505842026347e-08,9.9477795621091466e-07,2.7823840419286641e-05,2.8691607216414737e-09,6.8571626032211568e-10,8.6348285018994965e-11,5.3239391501034506e-10,6.2292539214671272e-08,3.2614405664670592e-10,0.011148568527714332,1.8218773380175295e-15,7.9372637004435651e-16,5.781678597123839e-06,1.6289575018635529e-06,4.2737716900752584e-07,0.0003173303131244078,0.00087379372112992486,2.8832617192194844e-10,4.8343687089642499e-10,4.7197289061199722e-11,4.341945055109315e-11,2.4983428163010335e-12,1.0939888626893103e-09,3.1923497378373023e-15,8.0805486416914862e-08,1.1580467081722398e-14,6.776368899725673e-13,8.7895095710871837e-10,4.5226119347094022e-16,3.0350835886237668e-17,4.4653491687824259e-20,2.0270700794183311e-05,3.0169513635421859e-11,1.4636886952404297e-06,3.6833714523052234e-07,9.6512852068272198e-12,1.4507985224774918e-09,2.0043188249207438e-11,5.3277502295540319e-11,4.5319603470770194e-12,2.4975349960316907e-11,2.5265381849894064e-19,7.8250174885865224e-11,7.0719342053682985e-08,3.56973872435265e-07,3.335190819562095e-09,2.6961417978649119e-09,2.9239126183115082e-07,2.4091265335402905e-06,6.3983597705531669e-09,1.1699386066954279e-10,6.398411313946893e-09,3.0538996479899831e-06,2.1347944782175154e-20,1.2659943578224464e-20,1.7467958778678989e-18,2.6744920298397866e-13,2.740400351130376e-11,1.3090411700071553e-20,1.9820022485892138e-14,3.6479081429234364e-08,3.5351534117082756e-11,1.1842508346465472e-08,2.5014594219547606e-09,1.6775501060422042e-09,6.3370897498825816e-13,8.7752637122071912e-14,1.071910857738094e-12,2.048117231882824e-18,5.6564561161159865e-09,4.0961693851461594e-18
8.125189529641515e-11,0.46736143312921336,76.950000000000003,0.0,0.0,0.0,4.1037997957177413e-05,9.4999947095467459,0.00030804351438546248,0.0013241328844326877,0.0007881648913587874,2.5274104800096782e-06,5.5557846221537131e-11,5.0938088973793772e-05,0.18178369214272352,2.8862525557490154e-07,9.0063317512805187e-15,2.3562617782345727e-10,5.3386874383935914e-07,0.8021135391227886,1.3445863345213896e-06,8.4238457532504862e-16,3.5031033192740841e-15,6.9111979371681592e-10,6.9403968451984674e-15,0.00062045566467480078,3.6062319998183782e-05,0.00052482724235556352,0.00052487221258247778,2.7187779948804337e-08,1.3013015055451507e-08,9.9487143570233455e-07,2.7952848419566026e-05,2.8824706776514014e-09,6.8890324796829301e-10,8.7152043365313681e-11,5.3487302861527193e-10,6.2700395165430513e-08,3.3066671685869014e-10,0.01115018199270589,1.8303608135108723e-15,7.9742192978197501e-16,5.772764209359995e-06,1.6286158145292814e-06,4.2694167610365876e-07,0.00031729233757999824,0.00087386295380864013,2.9213606132774158e-10,4.8666998106385131e-10,4.7501770883599376e-11,4.3683477839486335e-11,2.5247108916796428e-12,1.0991346423889904e-09,3.227219184864849e-15,8.0875486962172032e-08,1.1706283438215915e-14,6.868556376170847e-13,8.797128425124028e-10,4.5887843301379966e-16,3.0789716897216245e-17,4.5337303373213802e-20,2.039193924981352e-05,3.0197051725933163e-11,1.4650703753407531e-06,3.7040525371147854e-07,9.7054872940731303e-12,1.460533532993812e-09,2.0155792202528955e-11,5.358165252994742e-11,4.5628733776188492e-12,2.5142080486562786e-11,2.540961885721053e-19,7.8669685126831879e-11,7.1097741796265835e-08,3.5731511964496578e-07,3.348978472904685e-09,2.6963950082168342e-09,2.92706779239529e-07,2.4135556940669313e-06,6.3992007782413947e-09,1.1745469795531217e-10,6.3992523261618865e-09,3.0776959714119939e-06,2.1493563486700134e-20,1.2746297782507425e-20,1.7705628136385614e-18,2.7189700019617511e-13,2.7556698258348719e-11,1.3163344878706509e-20,1.9930470315209419e-14,3.6810346187331733e-08,3.5723375131330048e-11,1.1950634382226176e-08,2.5252059416387208e-09,1.6980795883610386e-09,6.414719322659243e-13,8.8827223239545212e-14,1.0823513023228179e-12,2.0700068978409468e-18,5.7095239588787548e-09,4.1392572515446325e-18
8.162796751613495e-11,0.4673614446460646,76.950000000000003,0.0,0.0,0.0,4.0045402289888529e-05,9.4999947115350594,0.00030803911333243341,0.0013239984466673843,0.00078611489718929451,2.5208366975332196e-06,5.5552378928816638e-11,5.0894444426659087e-05,0.18170732511249327,2.8859594470663282e-07,8.9828395537344706e-15,2.3588528568110443e-10,5.3642526657703106e-07,0.80218881061767766,1.3445938914209538e-06,8.4228114090240042e-16,3.4306517963556751e-15,6.9553685542499755e-10,6.9494568226423737e-15,0.00062081187452738397,3.5968543360938049e-05,0.00052697562159599511,0.00052702078872570888,2.7299153962403779e-08,1.306638511773751e-08,9.9496483049961e-07,2.8081841614997082e-05,2.8957791056674203e-09,6.9208986967844964e-10,8.7957497415081243e-11,5.3735185751177178e-10,6.3108531631654365e-08,3.3522443336294537e-10,0.011151794143230106,1.8388437330738662e-15,8.0111798944242686e-16,5.7642382742956352e-06,1.6282942478073003e-06,4.2652172058433825e-07,0.00031725592440819676,0.00087393048484956173,2.9597186005344008e-10,4.899054550988048e-10,4.7806602411980578e-11,4.3947626290279804e-11,2.5512169742875329e-12,1.1042798668522563e-09,3.2622782160548295e-15,8.0945481304314399e-08,1.1832910955864734e-14,6.9614611790526654e-13,8.8047465675839823e-10,4.6555200477589327e-16,3.1232766971871668e-17,4.6028040374321118e-20,2.0513163523225307e-05,3.0224502892785678e-11,1.4664257477695969e-06,3.7247414930152691e-07,9.759710009440699e-12,1.4702768848911855e-09,2.026843901384255e-11,5.388591866276917e-11,4.5938141193600412e-12,2.5308951939232055e-11,2.5553904193302865e-19,7.9089164028569491e-11,7.1476110168391526e-08,3.5764987442478379e-07,3.3627302721064806e-09,2.6966479912782762e-09,2.9301634875991773e-07,2.417979888715118e-06,6.4000437059469489e-09,1.1791595177702347e-10,6.4000952583861059e-09,3.1015127686711703e-06,2.1639306917488096e-20,1.2832731690783707e-20,1.7945147110632402e-18,2.7639001253925726e-13,2.7709447890714751e-11,1.3236306012270873e-20,2.004095784746234e-14,3.7142349973040578e-08,3.6097237423267006e-11,1.2059004291948102e-08,2.5490565209668568e-09,1.7187398385980919e-09,6.4928439076657294e-13,8.9908658907762912e-14,1.0928385181976261e-12,2.0915898451301499e-18,5.7627184745581706e-09,4.1825794377475721e-18
8.200403973585474e-11,0.46736145613296665,76.950000000000003,0.0,0.0,0.0,3.9100835807596597e-05,9.4999947135116471,0.0003080346973438773,0.0013238640225723922,0.00078407023498364614,2.514280013540806e-06,5.5546861672957636e-11,5.0851990140363442e-05,0.18163098126059293,2.8856663683744768e-07,8.9595007568805557e-15,2.3614225293175626e-10,5.3898152756956164e-07,0.8022640164646393,1.3446013514138189e-06,8.4220500853164394e-16,3.6057485835560644e-15,6.9995560598295536e-10,6.9584307916880823e-15,0.00062116237563549772,3.5875009446959848e-05,0.00052911841397290692,0.00052916377766655997,2.7410238342657906e-08,1.311961638897683e-08,9.9505814299506106e-07,2.8210820014246229e-05,2.909086006587895e-09,6.9527612566957304e-10,8.8764623006932871e-11,5.3983040187141684e-10,6.3516944193690648e-08,3.3981722471265815e-10,0.011153405022560616,1.8473260215429677e-15,8.0481334656962262e-16,5.7560835215873789e-06,1.6279918727488488e-06,4.2611658513018373e-07,0.00031722101972757587,0.0008739963741953141,2.9983352962233471e-10,4.9314325606056387e-10,4.8111780932801472e-11,4.421189315812262e-11,2.5778610034005006e-12,1.1094245359636029e-09,3.2975267555481364e-15,8.1015469731285877e-08,1.1960350659602873e-14,7.055084186856879e-13,8.8123640414433797e-10,4.7228199838850468e-16,3.1680002209977917e-17,4.6725733553342158e-20,2.0634373389550123e-05,3.0251966971662088e-11,1.4677553099344456e-06,3.7454383139697945e-07,9.8139533371035035e-12,1.4800284543702618e-09,2.0381128650221625e-11,5.4190300601042637e-11,4.6247821623140734e-12,2.5475962223392585e-11,2.5698250514333437e-19,7.9508611666629636e-11,7.1854447277335603e-08,3.579782593793731e-07,3.3764463099415756e-09,2.6969007534279732e-09,2.9332008112284705e-07,2.4223991329326135e-06,6.4008884551740393e-09,1.183776209527722e-10,6.4009400121240429e-09,3.1253496351548191e-06,2.1785184444546243e-20,1.2919239718527898e-20,1.8186517967480154e-18,2.8092835534055147e-13,2.7862252385233766e-11,1.3309291352839005e-20,2.0151485064597405e-14,3.7475084364959409e-08,3.6473121757539045e-11,1.2167615300227791e-08,2.5730111706822603e-09,1.739530872515297e-09,6.5714635645438157e-13,9.0996944952000406e-14,1.1033725081543083e-12,2.1130305975256738e-18,5.8160382317989854e-09,4.2261358184430891e-18
8.234250473360256e-11,0.467361466445636,76.950000000000003,0.0,0.0,0.0,3.8289852249802033e-05,9.4999947152805788,0.00030803071078530956,0.0013237430525758582,0.00078223458636545633,2.5083935803940766e-06,5.5541602196272624e-11,5.0814751243308282e-05,0.18156229199618629,2.885402623195244e-07,8.9385409069219248e-15,2.3637170120196209e-10,5.4128193914968314e-07,0.80233164708472726,1.344607986412811e-06,8.4213048086140362e-16,3.5536793610931592e-15,7.0393389451155858e-10,6.966490770145675e-15,0.00062147303579034887,3.5791035988252509e-05,0.00053104216229761015,0.00053108770261000009,2.7509967268087637e-08,1.3167406163695692e-08,9.9514205575340192e-07,2.8326887929848859e-05,2.9210609124767082e-09,6.9814344354738965e-10,8.949244537463646e-11,5.4206084865509061e-10,6.3884747956648581e-08,3.4398074042081643e-10,0.011154853761218705,1.8549585866629408e-15,8.0813831201502425e-16,5.7490479417384133e-06,1.6277354106723284e-06,4.2576406816158351e-07,0.00031719085219213459,0.00087405431881659333,3.0333111930548954e-10,4.9605923631871992e-10,4.8386736047210128e-11,4.4449832261745658e-11,2.6019585230238517e-12,1.1140542632414576e-09,3.3294124071012207e-15,8.1078454519923526e-08,1.2075741652016479e-14,7.1399596731502317e-13,8.8192192301153617e-10,4.7838730630175673e-16,3.2086105497851473e-17,4.7359630394193197e-20,2.0743449772086889e-05,3.0276737497132906e-11,1.4689302524167917e-06,3.764072172548093e-07,9.8627899426609194e-12,1.4888117919759009e-09,2.0482585911659253e-11,5.4464343283796735e-11,4.6526764092191245e-12,2.562638847165335e-11,2.5828208744885549e-19,7.988608787591541e-11,7.2194924036608335e-08,3.5826845929982596e-07,3.388760244530546e-09,2.6971280554971491e-09,2.9358853953866797e-07,2.4263722327164029e-06,6.4016502091157655e-09,1.1879347735795558e-10,6.4017017701190757e-09,3.1468196459626552e-06,2.1916582096745703e-20,1.2997161393274227e-20,1.8405336940358046e-18,2.8505171518244031e-13,2.7999823318508488e-11,1.3375001007147131e-20,2.0250993472913158e-14,3.7775163092259836e-08,3.6813147135447078e-11,1.2265569074962365e-08,2.5946593450667432e-09,1.7583546361243987e-09,6.6426445915094693e-13,9.1982260145864395e-14,1.1128930935764567e-12,2.1330146649627422e-18,5.8641319229774209e-09,4.2655370276321603e-18
8.268096973135037e-11,0.4673614767341658,76.950000000000003,0.0,0.0,0.0,3.7514244756756956e-05,9.4999947170400532,0.00030802671322254893,0.0013236220936530053,0.00078040323532045967,2.5025209286574931e-06,5.5536592385443547e-11,5.077838964092187e-05,0.1814936222059636,2.8851389023106901e-07,8.9175321342276988e-15,2.3659943036854141e-10,5.4358213916039128e-07,0.80239922723349488,1.3446145499418343e-06,8.4202963705649684e-16,3.3646518749696675e-15,7.079134938655542e-10,6.9745101186161098e-15,0.00062177923820711716,3.5707258268563696e-05,0.00053296140749752128,0.00053300712415587541,2.7609462743202736e-08,1.3215084070006934e-08,9.9522590526665769e-07,2.8442943873476553e-05,2.9330345827587113e-09,7.0101046551653712e-10,9.0221584880568461e-11,5.4429106521728771e-10,6.4252768687108579e-08,3.4817269301757435e-10,0.011156301532372371,1.8625904127021678e-15,8.1146356182133471e-16,5.7422880996231556e-06,1.6274931575318767e-06,4.2542252383778033e-07,0.00031716182756468713,0.00087411102133056807,3.0684960323917792e-10,4.9897704563709051e-10,4.8661968076496437e-11,4.4687863043130965e-11,2.6261676840653682e-12,1.1186835405038799e-09,3.3614514411748434e-15,8.1141435126898057e-08,1.2191792072883906e-14,7.225418224445173e-13,8.8260739387742998e-10,4.8453845083461697e-16,3.2495623414776144e-17,4.7999209071185813e-20,2.0852514157215121e-05,3.0301454114983366e-11,1.4700850354522897e-06,3.7827123927668025e-07,9.9116432204398347e-12,1.4976015990308712e-09,2.0584077812026679e-11,5.4738479629914474e-11,4.68059215172215e-12,2.5776924012534234e-11,2.5958204910898617e-19,8.0263538884312429e-11,7.2535375650597859e-08,3.5855368376774273e-07,3.4010453547178777e-09,2.6973551877443837e-09,2.9385243626525731e-07,2.430341345987002e-06,6.402413296796362e-09,1.1920966837073109e-10,6.4024648618470612e-09,3.168305307117941e-06,2.2048075242679868e-20,1.3075145379642123e-20,1.8625659340680333e-18,2.8921196595292749e-13,2.8137438655037762e-11,1.3440733753670238e-20,2.035053400024203e-14,3.8075820832877298e-08,3.7154811543364663e-11,1.2363713928309238e-08,2.6163918345800287e-09,1.7772843588068599e-09,6.7142267185951875e-13,9.2973125416083277e-14,1.1224515711566806e-12,2.1530016909246469e-18,5.9123248875776502e-09,4.305128284072434e-18
