Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691)
1.1996581972443357e-09,0.25538500970231676,76.950000000000003,0.0,0.0,0.0,0.4730817016268708,9.4994030158546092,0.0023896023186037031,0.024024671562411178,0.019235105007966307,0.00048253023543461452,3.3620833004102239e-09,8.192411968273071e-05,0.13045297139559464,2.0055668999814049e-05,2.7082912323244168e-12,4.8414841519010084e-06,5.6579000207037676e-05,0.34048819391942264,0.00084858851024897876,8.5096919306760873e-14,2.1564334436064969e-13,1.696562779313302e-08,1.1199186949518561e-11,9.3281699948033063e-05,0.00014227612879253988,0.0043211610550148083,0.0043243697818387463,6.8760546696627456e-07,3.6910185206004869e-07,2.9558418478180651e-10,0.00012425801803664775,3.9320926487544503e-08,1.0531947772190586e-08,1.7538099902870343e-07,4.9512056395169806e-08,5.7034623068395028e-08,4.6378625246678303e-07,0.004068345921718842,3.7592699201815984e-13,1.4010668339333667e-13,1.5913529938169529e-06,2.4432232698567506e-07,4.8562343172291294e-08,1.9486384844615098e-05,5.7392977493401708e-05,4.3590362418286822e-07,1.1165820129510593e-08,1.4055572904144739e-07,1.0694291005416917e-07,2.9833665872416655e-08,6.0484707292559649e-10,3.7214736126718179e-10,4.6394824625613489e-08,2.4465505830038871e-09,5.4354643720854472e-09,7.9473156082977313e-10,6.4727929538658392e-11,1.072976734496469e-10,1.3378362613960757e-12,8.563884181121967e-07,6.0987259775603267e-12,2.0214545958194065e-09,6.3091838352271414e-07,7.2645179143423352e-11,1.5734809784378484e-09,1.3137105143986226e-10,3.6938228044578665e-10,3.9173614031970024e-11,5.3443464612247168e-12,8.2630456019523433e-18,1.5306518712103397e-11,2.3646354798573401e-08,1.4569746608993071e-09,1.5201864210701712e-09,2.344531397607003e-10,1.2340211375311917e-09,8.7675670556279655e-05,1.1626402181570178e-09,5.6376951345082974e-07,1.1624972673037396e-09,3.8183011547030201e-08,2.9956969559176976e-19,1.7470352965889871e-19,6.5911614797068468e-15,1.787835664559326e-10,2.1266598572044955e-10,1.0302586785800891e-19,9.3794700126390622e-14,5.1710142928931828e-11,4.586682560135197e-10,5.136256077247865e-11,1.0418301570023268e-09,8.034748317193061e-10,3.7678170806862814e-12,1.2981551295761039e-13
1.2325315501978705e-09,0.25538552902498457,76.950000000000003,0.0,0.0,0.0,0.4637493421410871,9.4993962886506367,0.0024327984176641527,0.024298516535568443,0.019331547435449428,0.00048499848534926967,3.4003966516229728e-09,8.0363141240848501e-05,0.13276902090104062,2.0284349024462517e-05,2.7221447469705684e-12,5.0975917355364398e-06,5.9275224730024816e-05,0.34679290976559346,0.00087638837091109478,8.6067216814257243e-14,2.2557461085685444e-13,1.7820501851209572e-08,1.1805405036132389e-11,9.524041438774084e-05,0.00014306515789126411,0.0045018311743897322,0.0045053328462802767,7.1635480661938342e-07,3.8453706038356924e-07,3.0105885773360818e-10,0.00012970880992629929,4.1045809142081126e-08,1.0994518272344163e-08,1.9226169898559528e-07,5.1700881901997993e-08,5.9845534372412272e-08,5.1964876423869445e-07,0.0041438794857730395,3.9254492287196895e-13,1.4630011606286118e-13,1.5747238249336156e-06,2.4411951039739272e-07,4.7697396411120888e-08,1.9807352869255241e-05,5.8515258974483071e-05,4.8748564886800455e-07,1.1727965292015705e-08,1.5289664554074759e-07,1.1542812479804646e-07,3.3174757729164252e-08,6.3142755008390786e-10,4.1441696323762194e-10,4.7395869324024835e-08,2.722897762124202e-09,6.1295658992660674e-09,8.1189309954581853e-10,7.3407835284230728e-11,1.2434663629962396e-10,1.5533241635113314e-12,8.9991996752024463e-07,6.2312269390422332e-12,2.0628812186844543e-09,6.631904185999756e-07,7.6361002474499497e-11,1.6585068757495571e-09,1.3809097012454666e-10,3.8830222496636071e-10,4.130163726668333e-11,5.6304827456910183e-12,8.686282908115821e-18,1.6082282622008019e-11,2.4843969624759045e-08,1.4868635137857564e-09,1.5837626006489204e-09,2.3879389158858296e-10,1.2595687284435147e-09,9.1339420905503269e-05,1.1835037417661328e-09,6.1228149202160076e-07,1.1833566176087807e-09,4.0208757707470417e-08,3.1584318197753907e-19,1.8419392722421701e-19,7.4328525284884167e-15,2.0201837706346096e-10,2.231419156595233e-10,1.0809846994308381e-19,9.841506775159043e-14,5.4486864017994148e-11,4.9697174383520149e-10,5.4123585484738409e-11,1.123482272345351e-09,8.712379135455705e-10,4.0857142402211265e-12,1.4076415995747376e-13
1.2654049031514052e-09,0.25538605195160236,76.950000000000003,0.0,0.0,0.0,0.45461183784067671,9.499389832389749,0.0024751103664054468,0.024561190962635943,0.019416348695601097,0.00048717222371016564,3.437146611646124e-09,7.8834738893044105e-05,0.13503509567834854,2.0503697736670426e-05,2.7343452604071022e-12,5.3567361686307149e-06,6.2009941057234236e-05,0.3529774955481168,0.00090394288270709028,8.6997921229980605e-14,2.3564497478420218e-13,1.8688754443779074e-08,1.2419957180274428e-11,9.7161581616895935e-05,0.00014376434133487408,0.0046834249616789086,0.0046872392330549306,7.452510274405556e-07,4.0005117810051419e-07,3.0642921494287497e-10,0.00013521823433083557,4.2789240142004661e-08,1.1462073177179351e-08,2.1007199793165055e-07,5.3913548636853742e-08,6.2696284808750412e-08,5.8015030698141696e-07,0.004217983004436497,4.0934378678660303e-13,1.5256098149877921e-13,1.5584558514679859e-06,2.4392522596370451e-07,4.685056162355809e-08,2.0122455231533413e-05,5.9616783263218356e-05,5.4321108681243729e-07,1.2298357770851833e-08,1.658718392251766e-07,1.2424900606187714e-07,3.6765523444831346e-08,6.5829491924337562e-10,4.598954015072815e-10,4.8387728223788807e-08,3.0200721300488248e-09,6.8849750126626376e-09,8.2889701409282186e-10,8.2898845336607985e-11,1.4342670245877265e-10,1.7948875777919446e-12,9.4425846113674615e-07,6.3625571924736136e-12,2.1035513508660915e-09,6.9610711026302104e-07,8.0151040102233638e-11,1.7452394280923399e-09,1.4494510770635261e-10,4.0759997973542311e-10,4.3472644298165686e-11,5.9222547326086787e-12,9.1179717925642395e-18,1.6873027800594309e-11,2.6064702040271208e-08,1.5162067045531984e-09,1.647664108812954e-09,2.4305190230388215e-10,1.2846511927380965e-09,9.50296917587627e-05,1.2039727780795831e-09,6.6319812026982035e-07,1.2038215985011677e-09,4.2275103163117518e-08,3.3244537541066277e-19,1.9387602068589267e-19,8.3488880629830904e-15,2.2736145934169608e-10,2.3380914945815356e-10,1.1326354599070908e-19,1.0311980997278853e-13,5.7318929818947236e-11,5.3727305079103043e-10,5.6939715544931759e-11,1.2090106655542792e-09,9.4248777036814739e-10,4.4199749621569251e-12,1.5227616950747963e-13
1.29827825610494e-09,0.25538657811600346,76.950000000000003,0.0,0.0,0.0,0.44566471381660916,9.499383635259111,0.0025165565997487707,0.024813143263027942,0.019490048277302417,0.00048906509388782591,3.4723959481439801e-09,7.7338163323159749e-05,0.1372522395923638,2.0714089780049184e-05,2.7449693486042448e-12,5.6186371567998163e-06,6.4781760766640617e-05,0.35904445541075097,0.00093123945746460964,8.7890622180147716e-14,2.4584959053343274e-13,1.9569908967368658e-08,1.3042202744279974e-11,9.9045988450784288e-05,0.00014437783073411556,0.0048658303884817457,0.0048699776401526906,7.742762999821772e-07,4.1563463029239745e-07,3.1169743093223425e-10,0.00014078384020214612,4.4550443666220627e-08,1.1934404009914222e-08,2.2881748763942046e-07,5.6149059566227276e-08,6.5585373375271639e-08,6.4549584791673738e-07,0.0042906863116133707,4.2631601297567961e-13,1.5888645811011326e-13,1.542540450290126e-06,2.4373918663902881e-07,4.602142081071958e-08,2.0431813678298115e-05,6.069798586329272e-05,6.032461906236053e-07,1.287668772587074e-08,1.794880277257627e-07,1.3340095859523533e-07,4.0614717191350397e-08,6.8543719748127815e-10,5.0869783273087937e-10,4.9370805766907693e-08,3.3388080165692025e-09,7.7045521477168679e-09,8.4575024420816384e-10,9.3241985105303228e-11,1.6469767316027129e-10,2.0646214261051454e-12,9.8938731751316607e-07,6.4927691910528913e-12,2.1434808057121573e-09,7.2966061274320813e-07,8.4014388109622656e-11,1.8336451626445362e-09,1.51931829369573e-10,4.2727090117722845e-10,4.5685789254930601e-11,6.219549094210913e-12,9.5580083789760483e-18,1.7678538214714703e-11,2.7308220047226579e-08,1.5450156403908446e-09,1.7118515090753425e-09,2.4722889715025148e-10,1.3092782611824158e-09,9.87445605479464e-05,1.224055538194905e-09,7.1653914826258727e-07,1.2239004233190509e-09,4.4381294567777494e-08,3.4936980731599931e-19,2.0374603769003357e-19,9.3427368354885887e-15,2.5491840089690345e-10,2.4466489804146039e-10,1.185197414249327e-19,1.0790769665950743e-13,6.0205202074811947e-11,5.7961421899680126e-10,5.9809817601161603e-11,1.2984836256584531e-09,1.0172922094198255e-09,4.7709175325927932e-12,1.6436249508932746e-13
1.3311516090584747e-09,0.25538710716880936,76.950000000000003,0.0,0.0,0.0,0.43690361344308909,9.4993776859505967,0.0025571551306633202,0.025054803188304362,0.019553162680896879,0.00049069015763766963,3.5062048155434421e-09,7.5872685064638787e-05,0.13942147266683422,2.0915884200117894e-05,2.7540903231085988e-12,5.8830227653288908e-06,6.7589337349892805e-05,0.3649962360004837,0.00095826680680265609,8.8746843107712274e-14,2.5618374833489231e-13,2.0463502741456991e-08,1.3671517107325985e-11,0.00010089440394085609,0.0001449096006338148,0.0050489405874585124,0.005053441918043613,8.0341361640305031e-07,4.3127828325841308e-07,3.1686563029462497e-10,0.0001464032771418304,4.6328675759885906e-08,1.2411310857327247e-08,2.4850212711211373e-07,5.8406458624979218e-08,6.8511353329603979e-08,7.1588944316172626e-07,0.0043620185556238105,4.4345434181485122e-13,1.6527384027427351e-13,1.5269692376513415e-06,2.4356111609811359e-07,4.5209567095925677e-08,2.0735547196386578e-05,6.175929222226966e-05,6.6775483403056311e-07,1.3462656479967731e-08,1.9375124554213085e-07,1.428788901073372e-07,4.4730910545509762e-08,7.1284289394914682e-10,5.6093709904221753e-10,5.0345489278778315e-08,3.679824209108134e-09,8.5911348469727818e-09,8.6245943591011044e-10,1.0447809283301046e-10,1.88324736151044e-10,2.3646948365337231e-12,1.03529030237477e-06,6.6219131633520035e-12,2.1826850264682047e-09,7.6384338205027715e-07,8.7950177349499599e-11,1.9236918336023042e-09,1.5904956318316854e-10,4.4731052450270955e-10,4.7940257281253523e-11,6.5222566801932881e-12,1.0006292790469554e-17,1.8498604668308336e-11,2.8574202129149022e-08,1.5733014614762873e-09,1.7762871817102343e-09,2.5132656175376479e-10,1.3334594365158196e-09,0.00010248219080505582,1.2437600454975832e-09,7.7232173510935435e-07,1.2436011172534958e-09,4.6526594293632944e-08,3.6661024630312498e-19,2.1380034420450466e-19,1.0417839838911366e-14,2.847948239952936e-10,2.5570648126491629e-10,1.2386575459413595e-19,1.1277754572539516e-13,6.3144566455395032e-11,6.2403669688968212e-10,6.2732782126877864e-11,1.3919685740035384e-09,1.0957181058175909e-09,5.1388558571134364e-12,1.7703393948535583e-13
1.3640249620120095e-09,0.25538763877669596,76.950000000000003,0.0,0.0,0.0,0.42832429466932326,9.4993719736381479,0.0025969235612668018,0.025286582637818824,0.019606186418493238,0.00049205992042734143,3.5386308692176246e-09,7.4437593876813129e-05,0.14154379170969481,2.110942512587468e-05,2.7617783731975349e-12,6.1496295898689008e-06,7.0431365556163455e-05,0.37083522798673374,0.00098501485130280428,8.9568044164297313e-14,2.6664287304731108e-13,2.1369086840519918e-08,1.430729223162019e-11,0.0001027075797102385,0.00014536345623435991,0.0052326536338185283,0.0052375308500810435,8.3264675567706209e-07,4.4697342583174741e-07,3.21935889012609e-10,0.00015207429111332578,4.8123222976699674e-08,1.2892602004864337e-08,2.6912830582848824e-07,6.0684828969928179e-08,7.147283022859655e-08,7.9153393467839729e-07,0.0044320082173303988,4.6075181157612959e-13,1.7172053339301633e-13,1.5117340612967072e-06,2.4339074829710948e-07,4.4414604373528821e-08,2.1033772084178194e-05,6.2801117999323715e-05,7.3689823616751511e-07,1.4055976118425995e-08,2.0866686620361874e-07,1.5267725018110966e-07,4.9122481093141363e-08,7.4050098890744448e-10,6.1672357308712221e-10,5.1312149732184605e-08,4.0438230871560055e-09,9.5475321253569027e-09,8.7903095460898389e-10,1.1664773167248842e-10,2.1447824383859265e-10,2.6973484097416761e-12,1.0819515206559252e-06,6.7500372126809613e-12,2.2211790965691118e-09,7.9864816332284552e-07,9.1957571987184212e-11,2.015348375182031e-09,1.6629679746500102e-10,4.677145562132058e-10,5.023526335536256e-11,6.8302723567896522e-12,1.0462728981912207e-17,1.9333024531523951e-11,2.9862336835462147e-08,1.6010750484016413e-09,1.8409352468331826e-09,2.5534654316939783e-10,1.3572039998020425e-09,0.00010624082852562314,1.2630941405767441e-09,8.3056055385902216e-07,1.2629315222987528e-09,4.8710280063857973e-08,3.8416068912875734e-19,2.2403543924838569e-19,1.1577603473628196e-14,3.170962055695648e-10,2.6693132333458918e-10,1.2930033454570085e-19,1.177282211083051e-13,6.613593200465401e-11,6.7058135528684071e-10,6.5707522870519516e-11,1.4895320997825991e-09,1.1778314410563833e-09,5.5240996417614981e-12,1.9030116100355413e-13
1.3968983149655443e-09,0.2553881726217169,76.950000000000003,0.0,0.0,0.0,0.41992262644814543,9.4993664879562623,0.0026358790935816349,0.025508876436742656,0.019649592968654088,0.0004931863556092873,3.5697293744030279e-09,7.3032198144255874e-05,0.14362017091902179,2.1295042419932457e-05,2.7681007015523012e-12,6.4182028726557941e-06,7.3306580681917134e-05,0.37656376753318649,0.0010114746355830832,9.0355624968744477e-14,2.7722252268606553e-13,2.2286225901944913e-08,1.4948937102985722e-11,0.00010448625031041755,0.00014574304075979435,0.0054168723362364316,0.0054221479424104097,8.6196025030287662e-07,4.6271175150199714e-07,3.2691023573654284e-10,0.00015779472034423102,4.9933401081410375e-08,1.3378093587930781e-08,2.9069690859000804e-07,6.2983291310948414e-08,7.4468460035224212e-08,8.7263066398436766e-07,0.0045006831277001232,4.7820174575090125e-13,1.782240491678026e-13,1.4968269928811314e-06,2.4322782705404742e-07,4.3636146970779565e-08,2.1326602020970007e-05,6.382386932455821e-05,8.1083470506119446e-07,1.4656369101796621e-08,2.2423962467662888e-07,1.6279006807132737e-07,5.3797602136953867e-08,7.6840091368999861e-10,6.7616501769994055e-10,5.2271142474986422e-08,4.4314898622141522e-09,1.0576519185066988e-08,8.954708975952476e-10,1.2979110667116228e-10,2.4333348157639291e-10,3.0648913448615608e-12,1.1293554087444975e-06,6.8771874117296794e-12,2.2589777495813822e-09,8.3406797873446955e-07,9.6035768107127371e-11,2.1085848552297262e-09,1.736720782618075e-10,4.884788669334907e-10,5.2570051121518942e-11,7.1434948482127756e-12,1.0927224579596125e-17,2.0181601481909488e-11,3.1172322384719314e-08,1.6283470293474892e-09,1.9057614908003705e-09,2.5929045089496675e-10,1.3805210165648133e-09,0.0001100187986848355,1.2820654859896436e-09,8.9126789621031993e-07,1.2818993020492652e-09,5.093164459539605e-08,4.0201535176540653e-19,2.3444794968336838e-19,1.282539313830559e-14,3.5192770576906451e-10,2.7833694842866584e-10,1.3482227889848824e-19,1.2275863083915197e-13,6.9178230602709592e-11,7.1928850350435133e-10,6.8732976319746631e-11,1.5912399937042996e-09,1.2636973395127336e-09,5.9269545646557637e-12,2.0417467938081984e-13
1.429771667919079e-09,0.2553887084006464,76.950000000000003,0.0,0.0,0.0,0.41169458529627223,9.4993612189795051,0.0026740385399580558,0.025722063078147936,0.019683835687482346,0.00049408092748699512,3.5995533100840805e-09,7.1655824298317731e-05,0.14565156247027972,2.1473052298603307e-05,2.7731216537215917e-12,6.6884965701131658e-06,7.6213757814752543e-05,0.38218413772381427,0.001037638248922665,9.1110927238153314e-14,2.8791838664690797e-13,2.3214497912981518e-08,1.5595878058386487e-11,0.00010623113359698744,0.0001460518424883041,0.0056015040368101836,0.0056072012229949385,8.9133935445380179e-07,4.7848534131097219e-07,3.3179065302295698e-10,0.00016356249141080971,5.1758553810026793e-08,1.3867609258692001e-08,3.1320738148897334e-07,6.5301002316315631e-08,7.7496947290905977e-08,9.5937920241445451e-07,0.0045680704848201975,4.9579774093712202e-13,1.8478200108541767e-13,1.4822403206769503e-06,2.4307210564788156e-07,4.2873819322247685e-08,2.161414813424316e-05,6.4827943050184989e-05,8.8971939993992694e-07,1.526356789185232e-08,2.4047363990532613e-07,1.7321098931180653e-07,5.8764233466232465e-08,7.9653253155918018e-10,7.3936645968300397e-10,5.3222807923180198e-08,4.8434919184631183e-09,1.1680832478247881e-08,9.1178510593326748e-10,1.4394798669073341e-10,2.7507042752699447e-10,3.4696984436874495e-12,1.1774867269296719e-06,7.0034078927043215e-12,2.2960953788081325e-09,8.7009611593193194e-07,1.0018399238088592e-10,2.2033724296416503e-09,1.8117400694009263e-10,5.0959948456028729e-10,5.4943891741302344e-11,7.4618265811020124e-12,1.139969072797094e-17,2.104414525705892e-11,3.250386628558925e-08,1.6551277870138473e-09,1.9707332957907261e-09,2.6315985785375996e-10,1.403419342715452e-09,0.00011381450190060498,1.3006815708818459e-09,9.5445377660496169e-07,1.3005119463484514e-09,5.3189995251597806e-08,4.201686606168948e-19,2.4503462509080667e-19,1.4164527242468684e-14,3.8939400506472651e-10,2.8992097651180664e-10,1.4043043180902262e-19,1.2786772519581705e-13,7.2270416442082769e-11,7.7019790548151699e-10,7.1808101179841089e-11,1.6971572798894093e-09,1.3533801030546394e-09,6.3477224387026715e-12,2.1866488137987792e-13
1.4626450208726138e-09,0.2553892458243537,76.950000000000003,0.0,0.0,0.0,0.40363625198092901,9.4993561572029996,0.0027114183331754557,0.025926505430832743,0.01970934867811636,0.00049475461332634926,3.628153468082401e-09,7.0307816259950693e-05,0.14763889708549927,2.164375792336632e-05,2.7769028416644174e-12,6.9602733773911475e-06,7.9151711038975747e-05,0.38769856994464907,0.0010634987510925091,9.1835237297501014e-14,2.9872628376444746e-13,2.4153493979860905e-08,1.6247559012368549e-11,0.00010794293111865857,0.00014629320146093672,0.0057864604196729355,0.0057926030493680473,9.2077001350539968e-07,4.9428664748840092e-07,3.3657907853451795e-10,0.00016937561549664262,5.359805168516519e-08,1.4360979867695257e-08,3.3665779854461249e-07,6.7637153089033179e-08,8.0557043351629127e-08,1.0519770976612353e-06,0.0046341968703863465,5.1353365526558906e-13,1.9139210010451047e-13,1.46796654256087e-06,2.4292334643527405e-07,4.2127255656272421e-08,2.189651906489067e-05,6.5813726993847177e-05,9.7370411191758664e-07,1.5877314590339141e-08,2.5737243738309594e-07,1.8393331107092244e-07,6.4030113144352756e-08,8.2488611941251205e-10,8.0643007711701937e-10,5.4167472221052626e-08,5.2804782490954319e-09,1.2863165113760087e-08,9.2797917579026704e-10,1.5915763125738129e-10,3.098735055223647e-10,3.9142070117715092e-12,1.2263305520473514e-06,7.1287409331823106e-12,2.3325460465707178e-09,9.0672611698236648e-07,1.0440150079370838e-10,2.2996832977846282e-09,1.8880123788302928e-10,5.3107258771239517e-10,5.7356082769099179e-11,7.7851735325711676e-12,1.1880041943123986e-17,2.1920471418114452e-11,3.3856684974627782e-08,1.6814274653174194e-09,2.0358195724344005e-09,2.6695630134638326e-10,1.4259076302808126e-09,0.00011762641123775621,1.3189497154646687e-09,1.0201260353120718e-06,1.3187767757942504e-09,5.5484653704408635e-08,4.3861524391894533e-19,2.5579233275670675e-19,1.5598271636340323e-14,4.2959914988410846e-10,3.0168111933386557e-10,1.4612368202726637e-19,1.3305449493836831e-13,7.541146551775212e-11,8.2334879585920415e-10,7.4931877865871131e-11,1.8073482460860285e-09,1.4469432438535631e-09,6.7867013658582387e-12,2.3378202609554604e-13
1.4955183738261485e-09,0.25538978461720363,76.950000000000003,0.0,0.0,0.0,0.39574380832758321,9.4993512935238513,0.0027480345362334716,0.026122551414548983,0.019726547620622377,0.00049521792436472739,3.6555785475836994e-09,6.898753490293745e-05,0.14958308458502897,2.1807449965106306e-05,2.7795032616675969e-12,7.233304715051238e-06,8.2119292609973961e-05,0.39310924522290935,0.001089050103056454,9.2529788473728112e-14,3.0964216022792637e-13,2.5102818082046643e-08,1.6903441593647451e-11,0.00010962232851022372,0.00014647031588401263,0.0059716573278686645,0.0059782699247196017,9.5023883487855546e-07,5.1010847779409375e-07,3.4127740620294778e-10,0.00017523218481735716,5.5451290883968895e-08,1.485804315962216e-08,3.6104492856193028e-07,6.9990967710836621e-08,8.3647544686747469e-08,1.1506196362673796e-06,0.0046990882656824931,5.3140359734016832e-13,1.9805215053367806e-13,1.4539983592681893e-06,2.427813204842808e-07,4.139609969293639e-08,2.2173821030477891e-05,6.6781600174369848e-05,1.0629370625494222e-06,1.649736059039567e-08,2.7493897165675761e-07,1.9495001620170654e-07,6.960275026879476e-08,8.5345235030121152e-10,8.7745509961297395e-10,5.5105447870100562e-08,5.7430789832186098e-09,1.4126162603254215e-08,9.4405846922923202e-10,1.7545872231952592e-10,3.4793133230424652e-10,4.4009136745909985e-12,1.2758722703171742e-06,7.2532270379039037e-12,2.368343493180747e-09,9.4395176780571133e-07,1.0868757742701751e-10,2.3974906591133776e-09,1.9655247628845602e-10,5.5289449946847217e-10,5.980594705707526e-11,8.1134450824757441e-12,1.2368195972695081e-17,2.2810401123511797e-11,3.5230503469851019e-08,1.7072559758651403e-09,2.1009906953502524e-09,2.7068128397325966e-10,1.4479943329390878e-09,0.00012145306914740744,1.3368770753555426e-09,1.0882904401555134e-06,1.3367009461064675e-09,5.7814955605791863e-08,4.5734992336525612e-19,2.6671805278820252e-19,1.7129834452146063e-14,4.7264640672272556e-10,3.1361517660448256e-10,1.5190096103785644e-19,1.383179696218491e-13,7.8600375130625708e-11,8.7877989596606919e-10,7.8103308008217746e-11,1.9218764722934184e-09,1.5444495154939139e-09,7.2441858833892303e-12,2.4953624998578427e-13
1.5283917267796833e-09,0.25539032451648386,76.950000000000003,0.0,0.0,0.0,0.38801353414344464,9.4993466192234557,0.0027839028518446712,0.026310534644302934,0.019735830564290111,0.00049548092586731106,3.6818752453335084e-09,6.769435753663076e-05,0.15148501442252463,2.1964407142485502e-05,2.780979406915512e-12,7.5073706828690156e-06,8.5115392104061324e-05,0.39841829552511981,0.0011142871022117415,9.3195763380067223e-14,3.2066208726069531e-13,2.6062086814324932e-08,1.7563005202578521e-11,0.00011126999588204478,0.00014658624824065357,0.006157014588097494,0.0061641223219192753,9.7973306013625984e-07,5.2594398053334255e-07,3.4588748735632727e-10,0.00018113036920329442,5.7317692156062299e-08,1.5358643482487322e-08,3.8636430181601922e-07,7.2361701850554748e-08,8.6767291238994828e-08,1.2554996216911335e-06,0.0047627700670712422,5.4940191566712064e-13,2.0476004609182879e-13,1.4403286679021961e-06,2.426458072240832e-07,4.0680004353078649e-08,2.2446157886609275e-05,6.7731933040230573e-05,1.1575627197046432e-06,1.712346624039122e-08,2.9317564867398425e-07,2.0625380594484833e-07,7.5489418656326897e-08,8.8222227672107994e-10,9.5253772088815755e-10,5.6037034328356383e-08,6.2319049980408189e-09,1.5472418940082708e-08,9.6002812449393097e-10,1.9288930086169928e-10,3.8943646049067604e-10,4.9323711265291425e-12,1.326097570364939e-06,7.3769050167126655e-12,2.4035011456147621e-09,9.8176708806881858e-07,1.1304153329410006e-10,2.4967686711460127e-09,2.0442647606309935e-10,5.7506168137846052e-10,6.2292831693866031e-11,8.446553870401909e-12,1.2864073661912544e-17,2.3713760912372361e-11,3.662505503915513e-08,1.7326230042137795e-09,2.1662184414536368e-09,2.7433627452926238e-10,1.4696877113719788e-09,0.00012529308453551916,1.3544706457897596e-09,1.1589507865682539e-06,1.3542914523612391e-09,6.0180250268063621e-08,4.7636770599142906e-19,2.7780887338040725e-19,1.8762361349041139e-14,5.1863812463385305e-10,3.2572103233498392e-10,1.5776124128264525e-19,1.436572159828603e-13,8.1836163403992426e-11,9.3652942966984121e-10,8.1321413971030492e-11,2.0408048578842916e-09,1.6459609424752474e-09,7.7204671025731279e-12,2.6593757164268532e-13
1.561265079733218e-09,0.25539086527185745,76.950000000000003,0.0,0.0,0.0,0.38044180425173174,9.4993421259506423,0.0028190386316399377,0.026490775045284434,0.019737578684199612,0.00049555325627689514,3.7070883417215026e-09,6.6427677407345407e-05,0.15334555620379905,2.2114896735780035e-05,2.7813853749720458e-12,7.7822599851547301e-06,8.8138935549653211e-05,0.40362780501576145,0.0011392053218651397,9.3834296096270438e-14,3.3178225871887853e-13,2.7030929119049898e-08,1.8225746999114974e-11,0.00011288658820332263,0.00014664393112588317,0.006342455842963105,0.0063500845151066342,1.0092405382748013e-06,5.4178663021376331e-07,3.5041113181213156e-10,0.00018706841283252886,5.919669978910853e-08,1.5862631509633313e-08,4.1261027623633737e-07,7.4748641433742356e-08,8.9915164843761052e-08,1.3668071675352599e-06,0.004825267101013401,5.6752318854979056e-13,2.1151376614199122e-13,1.4269505556874235e-06,2.4251659410999772e-07,3.9978631477846545e-08,2.2713631186470563e-05,6.8665087691024439e-05,1.2577216301777104e-06,1.7755400519788396e-08,3.1208434789868721e-07,2.1783713125828969e-07,8.1697151406618906e-08,9.111873146386245e-10,1.0317710230549226e-09,5.6962518581635043e-08,6.7475476111324316e-09,1.6904473003155888e-08,9.758930658119964e-10,2.1148670829561486e-10,4.3458511852171799e-10,5.5111848292380634e-12,1.3769924364245712e-06,7.4998120588423181e-12,2.4380321259039855e-09,1.0201663215191551e-06,1.174627052264332e-10,2.5974924088849908e-09,2.124220378083825e-10,5.9757072773558085e-10,6.4816106979301987e-11,8.7844156576451253e-12,1.3367598825458505e-17,2.46303824970228e-11,3.8040080882757257e-08,1.7575380159236337e-09,2.2314759309050945e-09,2.7792270887077913e-10,1.4909958384411376e-09,0.00012914512995495063,1.3717372657043817e-09,1.2321089957126037e-06,1.3715551330975604e-09,6.257990035283388e-08,4.9566377633444534e-19,2.8906198624397544e-19,2.0498931152088468e-14,5.6767560596069099e-10,3.3799665133960669e-10,1.6370353446066208e-19,1.4907133639641159e-13,8.5117868812533295e-11,9.9663513905698892e-10,8.4585238383190804e-11,2.1641956473088095e-09,1.7515388481952755e-09,8.2158328402579209e-12,2.8299589631786191e-13
